0.0167222+0.00013949j -0.000190083-0.0164205j 0.00260927+0.00144163j -0.000610355-0.000363166j 0.0020608+0.00183794j 0.00144699+0.00298687j -0.00450732+0.00289487j 0.00199034-0.00630646j -0.00182401-0.00161448j 0.00157449+0.00275741j -0.00422055+0.00420797j -0.00247184-0.000366655j -2.34896e-05-0.00385197j -0.00100534+0.00091141j -0.00183254+0.00224423j -0.00186017-0.00151801j -0.0029103+0.00185011j 0.000167612+0.00211238j -0.00438509+0.000227285j -0.00065083-2.20549e-05j 0.00219465+0.000159615j -0.00156732-0.00405511j -2.69459e-05-0.00194732j -0.000310103-0.00350427j -5.11895e-05-0.000229211j -0.0025039-0.000113928j 0.003179+1.49189e-05j 0.000973734+0.00121573j 0.00124223+0.00100771j -0.00120997-0.000993488j -0.0015811-0.00185152j -0.000802011-0.00142846j 0.00122929-0.000608369j -0.00297259-0.00295564j -0.000938567-0.000583745j -0.000756641+9.23089e-05j -0.000796195-0.00176677j -0.00433391+0.000329033j -0.000518043-0.000282354j 0.000541013-0.00106853j -0.00167638-0.00077979j -0.00180974-0.00099876j -0.0012018-0.0039746j 0.0034131+0.00035547j -0.00164397-0.00101709j 0.000859979+0.00222233j -0.0011622+0.00158479j -0.00483224+0.00276275j 0.0060667-0.000281281j -0.00194011-0.000369153j -0.00398767+0.000533818j 0.00221475+0.00090684j 0.00348216+0.000927559j 0.00339369+0.000590868j -0.000205051+0.00356221j 0.0006809-0.00390481j 0.00297592-0.00229799j -0.003052-0.0028063j -0.000804528-0.00143647j 0.000586115-0.00405923j 0.00335608+0.00536017j 0.00358812-0.00135287j -0.00606363+0.00337452j -0.0036887-0.000598588j -0.00534318-0.00996896j 0.00757885-0.00242222j 0.00308876+0.0039948j 0.00207216-0.00488356j -0.00115572-0.000196251j 0.00456144+0.00355344j 0.00304048-0.0200491j -0.0201414-0.00231525j 
0.00559449-0.00180622j -0.000205591-0.00504424j 0.000818468+0.0051838j 0.000212161-0.00511274j -0.00724899+0.00817315j -0.000256161+0.00455514j -0.00398367-0.00613682j 0.00653858+0.00252664j -0.00343726+0.00149227j -0.00103406-0.000779372j 0.00404429+0.00624409j 0.00163751-0.00293859j -0.00407326+0.00157542j 0.00382992-0.00356934j 0.00118327+0.00202052j 0.00438564+0.00325046j -0.00329138+0.00668066j -0.00235654-0.00201649j -9.23757e-05+0.00100901j -0.000969009+0.000572973j 0.00101361+0.00110013j 0.0019363-0.00448569j 0.000797905-0.00300665j -0.000327362-0.0027034j -0.000742169+3.1592e-05j -0.00285612+0.00177589j 0.00128241+0.000215959j 0.0027802-0.0013467j -0.000436582-0.000801544j 0.000702231+0.000564875j -0.000590633+0.00115161j -0.00163799+0.000657113j 0.00522411-0.00212333j -0.00311704-0.00290418j -0.00382388-0.00266221j -0.00259654-0.00251798j -0.000770194-0.00122301j -0.00468702-0.00101784j 1.86345e-05-0.000557097j 0.00228334+0.000771385j -0.00136566-0.000671919j 0.00223176-0.000544889j 0.000420537-0.00182041j 0.00161051+0.000581078j 0.000932217-0.00490795j -0.00296568+0.00146044j 0.0013531-0.00611927j -0.000984992+0.00572826j -0.000499084+0.00199388j -0.00146672+0.00170518j 5.07137e-05-0.00048233j -0.00119277+0.00179977j 0.00589767+0.00220807j 0.00314119-0.00257277j 0.00514929+0.000603026j 0.0037812-0.00023866j -0.00271231-0.00116888j 0.000265931+0.00614877j -0.000659544-0.00121063j 0.00312323+0.00100201j -0.00138446-0.000156792j -0.00182373+0.00271221j -0.00160794+0.00163101j -0.0015706-9.01297e-05j -0.00286941-0.000867434j 0.00141988+0.000607781j -0.000239156+0.0049241j -0.00173849+0.000883255j 0.00115467-0.00233524j -0.00207093-0.00274152j -0.00151583-0.00761657j -0.00826901+0.00106314j 
0.0047731+0.00108819j 0.00275112-0.00421618j 0.00273296+0.00229863j -0.00044649+0.00146328j 0.00420636-0.0024857j -0.00179438-0.00378038j 0.0044072+0.00219947j -0.00511736+0.00564183j -0.00915754+0.000490385j -0.00156389-0.00380916j -0.00193373-0.00359174j -0.0052611+0.0038507j 0.000636896-0.00255982j -0.000398062+0.001426j -0.000469915+0.00346291j 0.000232459-0.00171644j 0.00352704+0.00053076j 0.0046839+0.00216516j 0.00556436+0.000271942j 0.00152857-0.000965944j -0.00633673+0.000485972j 0.00426373-0.00157006j 0.0010942-0.00140896j 0.00135101+0.00205714j -0.00234294+0.000672964j 0.000181038-0.000220271j -0.00198388+0.00326711j -0.00316552-0.000120697j -0.000632067+0.00100264j 0.00231866-0.00235966j 0.00406029-0.000836845j -0.00239442-0.00241868j 0.0034104-0.00172058j -0.00041682-0.00186918j 0.00162544-0.00369829j 0.000458352-0.00197253j -0.000308735+0.0023872j -0.00119451+0.00168764j 0.000526529+0.00219828j -0.0020653-0.000482296j -6.43341e-05+0.000847145j 0.00319937-0.00343972j -0.00106563+0.00320307j -0.000821292+0.000426433j 0.000999744+0.000951351j -0.00177652-0.000885067j -0.0024107-0.000917742j 0.00198567+0.0012595j -0.00144823+0.00121701j -0.000198021-0.00088644j -0.0031872+0.00109162j -0.000144848+0.0034509j 0.000383026+0.000134307j 0.00189181+0.000666501j 0.00115915+0.000518261j -0.00184804+0.00212342j -0.00222217-0.00182902j 0.00200119+0.00103709j -0.000153496-0.0027602j -0.00105496-0.0018815j -6.25189e-05-0.0026722j -0.00144798-0.00287498j 0.00280612-0.000271663j 0.00045104+0.00105606j -0.0036285+0.000800778j -0.000260483-0.00212242j 0.00433664+0.000379192j 0.00201588+2.31336e-05j 0.00187629-0.000888247j -0.0022411-0.00243283j 0.00151408+0.00032207j 0.000202847-0.00112713j 
0.00642757+0.00129097j 0.00216431-0.0105245j 0.00515056+0.00173895j 0.00576658-0.00203546j 0.00153037-0.000177835j 0.00222827-0.000337484j -0.000271935-0.000858644j 0.0116091-0.00882588j -0.00449686-0.00148575j 0.00707671-0.00119526j 0.000791254+0.000109343j -0.00766975-0.00245274j 0.00155395-0.000796911j 0.00399163+0.00454345j 0.000828396+0.000196041j 0.00361202-0.00142604j -0.00553344+0.000243327j -0.000461832-0.000767671j -0.00116116-0.00369926j -8.10929e-05+0.00194029j -0.00340181+0.00018847j -0.00245418-0.00695959j 0.0022091+0.00361189j 0.00308081-0.00295475j 0.00238613+0.000860804j 3.87405e-05-0.000104012j 0.00678505+6.10576e-05j 0.000110268+0.000420667j -0.00120484-0.00127044j -0.00576048+0.00047519j -0.0047793-0.00137755j -6.95571e-05-0.00590746j -0.000144867-0.00169518j 0.00246178-0.000970468j -0.00193816-0.00177466j -0.000646382+0.00113539j -0.00363669-0.00349023j 7.34497e-05-0.000957977j -0.000752722+0.00220952j 0.00287872+0.00058317j -0.00216414-0.00133007j -0.00415096-0.00343527j -0.00114727-0.00349989j 0.000537593-0.00171814j 0.00103166-0.00733718j 0.000914488-0.000759007j -0.00342249-0.00100347j -0.0022053+0.00220623j 0.00325691-0.00566455j 0.00286244+0.000747538j -0.00729411-0.00102289j 0.000718153+0.000944103j 0.00542301+0.00209489j 0.00171309+0.000336299j 0.000786267+0.00110266j 0.000821518-0.00265577j 0.00215264+0.000745686j -0.000440898+0.00113621j 0.00219685+0.00329181j -0.00226543+0.000127142j -0.000763538+0.00235013j 0.000448195+0.00660193j -0.00211679+0.00549202j -0.00832689+0.000472271j -0.00671988-0.00352922j 0.00331457+0.00392605j -0.000768094+0.00392466j -0.000291777-0.00657023j -0.00086466-0.00436395j -0.00176259+0.00105833j -0.00101605-0.00650731j -0.00984998+0.00175114j 
0.00173205+0.00119463j -0.000360942-0.00111527j -0.00213191+0.00027307j -0.000737457-0.00453107j -0.00173953+0.000476351j -0.000439018-0.00242729j -0.00152254-0.00339736j -0.000818396-0.00349958j 0.00606048-0.00397722j 0.00418662+0.000161967j 0.00294376+0.000255645j 0.00293986-0.0049993j 0.00224366-0.00128012j -0.00225067-0.00253167j 0.00316463-0.00207439j 0.00266416-6.62938e-05j -0.000548527+0.000890117j 0.0016808-0.00202662j -0.00385169+0.000820996j 0.000474566+0.00191226j 0.00119583-0.00106228j -0.000841398+0.00301069j -0.00401416-0.0001316j 0.000158124+0.00397368j 0.00338564-0.00076998j 0.00200203-0.00319088j 0.00348634-5.386e-05j -1.39119e-05-0.00209409j 0.000415338-1.69225e-05j 0.00167788-0.000512836j 0.000209461+0.00296183j 0.000893062+0.00329457j 0.00320948-0.000655867j 0.0016191-0.000387961j -0.00144922+0.00167359j 0.00121945-0.00276816j 0.00135934+0.00200994j 0.000788282+0.000245154j 0.00219597-0.000423563j 0.00131813+0.00473407j -0.00180732-0.000252409j 0.00156214-0.00233895j 0.00201067-0.000270634j 0.00123596+0.000200713j 0.00160649-0.000246765j 0.00320252+0.00124847j -0.000844584-0.00630468j 0.00240431-0.000930502j -4.70125e-05-2.03956e-05j -0.00297595+0.00107465j 5.92632e-05+0.00410699j 0.000398925+0.000451276j -0.000175952+0.00093655j -0.00198661-0.00176547j -0.00562673+0.00206579j 0.000756516-0.00194476j -0.0013785+0.000356851j 0.00375202-0.00119246j 0.000244205-0.00199551j 0.00184802-0.00131628j 0.000473519+0.000481747j -0.00201822+0.00320493j 0.000738437-0.00246258j -0.000633189-0.00119706j 0.000288679+0.000707517j -0.0046249-0.00046369j -0.000505755-0.00225345j -0.0017095-0.00139504j 0.00348394+0.00307249j 0.00415811-0.000903319j -0.00185072+0.000578548j -0.000100259+0.00195288j 
0.0076873+0.00114919j -0.00172933-0.00860423j -0.00511499-0.00297698j -0.00120544+0.00573203j 0.00392863+0.0053214j 0.00120759+0.00288112j -0.0104498-0.0062502j 0.0014319-0.00227394j -0.000725817+5.65029e-05j -0.00538867-0.0030758j -0.00473051+0.00056894j 0.00551981+0.00564506j 0.00211443+0.00113742j 0.00296416-0.00336534j -0.00377526-0.000254252j -0.00642797-0.0016483j -0.00455164+0.00324946j 0.00191527+0.0036028j -0.0045121-0.00152753j 0.00129974-0.00282787j -0.000684363-0.00371233j 8.14515e-05+0.000524956j 0.000957753-0.00308675j 0.00137221-0.00379685j 0.000466895+0.0077585j 0.0044616-0.00394921j 0.00479623+0.000467298j 0.00349295+0.00171976j -0.000733153+0.00202693j 0.00420503+0.00237138j 0.00402114-0.00145079j 0.00043437+0.00314782j -0.000994546+0.00220422j -0.00343177+0.000918512j 0.00041474-0.00239829j 0.0016933-0.00262546j 0.00111114-0.00136195j 0.00106115-0.00343616j -0.00159903+0.000308584j 0.000794188+0.00440879j 0.000685898-0.00229692j -6.86368e-05-0.00197882j -0.00126953-0.00204087j -0.000333987+6.71667e-05j -0.0043239+0.00142695j -0.00288505+0.00345553j 0.000604119+0.000567125j -0.00248082-0.00211902j 0.00395559-0.0063654j -0.000614333-0.00724704j -0.00187015+0.000935536j 0.000975685-0.0031043j 0.000127458+0.00152828j -0.00345266+0.00494407j 2.5707e-05+0.00178487j 0.00271304+0.00365845j 0.00413134-0.000237257j 0.000275476-0.00363106j 0.000311414+0.00110062j -0.000997806-0.000893779j 0.00537468+0.0029136j 0.00121796+0.00168229j 0.00394775+0.000598077j 0.00304296+0.00200021j 0.00414326-0.000774423j -0.00335697+0.00373417j -0.00612402-0.00613026j 0.00272488+0.00124693j -0.00922658-0.00132932j -0.0039779+0.00367621j -0.00104454-0.00153038j -0.000940805+0.00447105j 
-0.0111631-0.00623645j -0.00452519+0.0132611j -0.00308217+0.00560305j 0.000964157+0.000137903j 0.0075244-0.0019051j -0.00319682-0.00638837j -0.00334081-0.00157645j -0.000285684+0.000212896j -0.00248597+0.000414273j -0.00288978+0.00218114j 0.00254284-0.0053714j -0.00054749+0.00281513j -0.0007281+0.00307216j -0.0069425+0.000985354j 0.00508679-0.001238j -0.00176435-0.00191132j 0.000637197-0.000986407j 0.00502758+0.00031877j 0.00728936-0.00216223j 0.00425573+0.00245484j -0.00281355-0.0050067j 0.00392487+0.00815285j 0.000651281+0.00115644j 0.00106331-2.57341e-05j -9.88909e-05-0.000238948j 0.00158136-0.00272091j -0.00409368+0.00235658j -0.00554102-0.000518978j 0.00332921+0.00175318j -0.000221045+0.00202065j 0.00321774+0.00441206j 0.00141615+0.00475937j -0.00217539+0.00393912j 0.0017646+0.00274008j 0.0041347+0.00274626j 0.00854843+0.00297427j 0.00354259+0.00125801j 0.00286045+0.000244919j -0.00039207+0.00272649j -0.000885298+0.00136563j 0.00186803-0.00209539j -0.00133544+0.00260542j -0.000328835+0.00760713j -0.00257826-0.00172066j -0.00436725+0.00462448j 0.000912007-4.11343e-05j -0.000430628+0.00490381j 0.00303538-0.00912131j 0.000737193+0.000522269j 0.000356662-0.00198868j 0.0023592+0.000828898j 0.000447543-0.00172168j -0.00974438+0.000266133j -0.00686837-0.00142575j 0.000359364+0.000958666j -0.00760794+0.00122627j -0.00115894+0.000659738j 0.000789936-0.00779841j -0.00163024+0.000215355j -0.00210315-0.00225972j 0.00117273-0.00291228j 0.00188229-0.00552691j 0.00498244-0.0045279j 0.00700684-0.00187576j 0.00418469+0.00234415j -0.00586452-0.000758378j 0.0033732-0.00525808j 0.00357688+0.00309663j -0.00342864+0.00550653j 0.00274866+0.00616365j 0.0031514+0.0108323j 0.0120759-0.00352037j 
0.0114027+0.00586841j 0.00575288-0.00961622j -0.00302009-0.0129264j -0.0101718-0.00397806j -0.00536721+0.00323518j 0.00889022+0.00620125j -0.00388799-0.00281826j 0.00229988-0.006379j -0.00529952-0.00323002j 0.00316981+0.000133246j -0.00316288+0.0111587j 0.00612294-0.0050053j -0.000314709+0.000309047j 0.00199938+0.000199369j 0.00195674+0.00417486j -0.00202022-2.2937e-05j 0.00348161-0.000403019j -0.00106927-0.00604381j -0.00748951+0.00224172j -0.00450706-0.00332955j -0.000243869-0.00107285j 0.00626943-0.00145616j -0.000501438-0.00386628j 0.000674429-0.00203774j -0.00372683+0.00123635j 0.00109377-7.025e-05j 0.00308498-0.00203258j 0.00253314-0.00128117j -0.000409073-8.17997e-05j 0.000461424-0.00224613j 0.000908499-0.00470604j -0.00279831-0.00303113j 0.00318258-0.00041398j 0.00360382-0.00245678j -0.00719612-0.0021017j -0.00723164-0.00557827j -0.000255159-0.00402944j 0.000703483-0.00154917j -0.00184467-0.00138961j -0.000357801-0.00356366j -0.000191781-0.000905454j -0.00332447-0.00255006j -0.00114702-0.00662397j 0.00117827+0.00215552j 0.00355323+0.00110846j 0.0012791+0.00088933j -0.000178523-0.00359547j -0.0060841+0.00425822j 2.94051e-06-0.00311313j 0.00336215+0.00266703j -0.00182861+0.000299401j -0.00156097-0.00400865j 0.00632788-0.00250139j 0.00294798+0.00650947j -0.00271519+0.00014145j -0.000867109+0.000311119j 0.00256628+0.00111466j 0.00121134+0.00427992j 0.00194819+0.0023256j -0.00120248-0.000850904j 0.00362503+0.00116127j -0.001039+0.00362174j -0.00247317+0.00107718j -0.0049198+0.00399077j -0.00112106-0.00393816j 0.00248826+0.00155029j -0.00282683+0.00125345j -0.0023611-0.000395203j -0.00285145-0.00393707j -0.00703156+0.00243046j -0.00465322-0.010718j -0.0103574+0.00410792j 
-0.00218336+0.0023529j 0.00223576+0.00132748j -0.00269355-0.00811309j -0.00049385+0.00436057j -0.00293697-0.00334782j -0.000891141+0.000170654j -0.00280438-0.00239233j 0.00186251-0.000987302j 0.000409033-0.00224911j -0.00316867+0.00173951j 0.000397414+0.00311373j -0.00396769-0.00255231j -0.00312132+0.00362695j 0.00251976+0.00462566j -0.00275665+0.00609608j 0.00372846+0.00187207j -0.00182425-0.00283463j -0.000132447+0.000498237j 0.0010485+0.000133233j -0.00121823+0.00259609j -0.000820215+0.000615199j -0.00270153-0.00152984j 0.00371964-0.00209747j -0.00101548-0.000469966j -0.000740275+0.000282343j -0.0035475-0.000450246j -0.0029488+0.00300067j 0.00076003-0.00106095j -0.000418093+0.000772712j 0.000801713-0.000744416j -0.000856923-0.00101655j 0.000562763+0.00129968j -0.00145984+0.00165472j -0.0012557+0.00048064j 0.00317945-0.000406612j 1.17815e-05-3.3312e-05j 0.00192326-0.00141808j -0.000531403+0.00216826j 0.000936215+0.000856724j -0.000712464+0.00102255j -0.0029144-0.00201436j -0.00130167+0.000292332j -0.000760434+0.00173741j 0.000401168-0.000331664j -0.00267492+0.000696423j -0.000234722+0.00249196j 0.00234997+0.000528999j -0.00132801-0.000300699j -0.000840275+0.000433824j -0.00152125+0.00532023j -0.00142062+0.000816266j 0.00105188+0.00179468j 0.000815858+0.00323479j -0.00399842+0.000369514j 0.00352156-0.00167197j 0.000896072+0.00253762j -0.00195932-0.000617218j -0.000949049-0.00303799j 0.000526041+0.000177467j 0.0011849+0.000607552j -0.000326547+0.000410696j -0.000841187+0.00144671j 0.00134438+0.000766833j -0.00145553+0.000636256j -0.00030564+0.00107538j 0.00103587-0.00123212j -0.00151204-0.000666776j 0.00492861-0.000399113j -0.00285654+0.00378806j -0.000281637-0.00136615j -0.00425269-0.000408589j -0.000432164+0.00403559j 
0.00288476-0.00310061j 0.00195192-0.000917478j -0.00917288+0.00984325j -0.0049666+0.00644451j -0.000197909-0.000224931j -0.00376942-0.00723891j -0.000102158+0.000477637j -0.0106442+0.00240229j -0.00170719+0.00309348j -0.00174674+0.00430171j -0.00349982-0.00342259j -0.00219084+0.00491888j -0.00551117-0.00401664j -0.00650142+9.33687e-05j 0.00760956-0.00261876j 0.00147481-0.00189316j 0.000560642+0.00217547j 0.00886108+0.00138014j 0.00547834-0.000528218j -0.00169843+0.000899086j -0.000975211-0.00123238j -0.00196442+0.00830068j -0.00171534+0.000323447j -0.00531614-0.00240112j 0.000956203-0.00104511j 0.00212881+0.00274865j -0.00558934+0.000229033j -0.00485383+0.00281808j 0.00307037+0.00064224j -0.000504462-0.00261151j 0.00309344+0.00134478j 0.00162661+0.00319469j 0.000767565-0.00304766j 0.0017292+0.00375747j 0.00169036-0.00139983j 0.00259369+0.00187976j -0.000580528+0.00333399j -0.00381623+0.000357713j 0.00228401+0.000941507j 0.000431588+0.00203451j 0.00290962+0.00218531j -0.000906239-0.0014849j 0.0035166+0.001679j 0.00010816-0.000956118j -0.00151789+0.00409615j -0.00393761+0.00114647j 0.000626383+0.00632077j 0.00182732-0.00646381j 0.00150707+0.00493176j -0.000260728-0.0036245j 0.00294777+0.000230299j 0.00188173+0.000449617j -0.00232167+0.000912009j -0.0053015-0.00288233j -0.00153957+0.00147881j 0.00216517+0.000495379j 0.000268496+0.000713206j -0.00378394-0.00719443j 0.000916727+0.00182452j 0.00414885-0.00219787j 0.000240845-0.0016803j 0.00617894-0.000454633j 0.00265698-0.00122594j 0.00453656-0.00169862j 0.00369081-0.00195375j -0.00186275-0.000226873j 0.000531984-0.00126543j 0.00459066+0.00226728j 0.00360435+0.0075655j 0.00515104-0.000717828j -0.000147204-0.000730853j -0.00060176-0.0011608j 
-0.0211909-0.00406825j -0.000417735+0.017654j 0.00360253+0.00496149j 0.000647894+0.00715818j -0.00224781+0.00491644j 0.00391839+0.00138553j 0.00485216+0.00307668j -0.00560473+0.0143261j 0.000544226+0.0025032j -0.00254797-0.000727059j -0.00148745-0.00687036j 0.00492615-0.000254155j -0.00098998+0.0059097j 0.00493164+0.00432456j 0.0071905-0.00165349j -0.000979894+0.00603946j 0.00086377+0.00312537j 0.0026179+0.0033911j 0.00785381-0.000502386j 0.00174512+0.00110938j -0.00468285+0.00388304j -0.000206109+0.00713721j -0.00263914-0.00102837j 0.000929006+0.00599803j -0.000666858+0.00222273j 0.00220928+0.00345651j -0.00471093+0.00272885j -0.00218958-0.0036022j 0.00191933-0.000334645j 0.00491522+0.000434411j -0.00318493+0.00171964j -0.0030359-0.00343384j -0.00110029-0.00424719j 0.00272215+0.000656622j 0.00298201+0.0035662j 0.00296118-0.00032994j 0.000424621-0.00243171j 0.00401324+0.0038723j 0.00112515+0.00301708j -0.00470599+0.00191885j 0.00267415-0.0012123j 0.00163897+0.00548955j -0.0010033+0.00765059j -0.00172056-8.71299e-05j -0.00332034+0.00431849j -0.000817784-0.00295324j 0.00339064-0.000806016j 0.00472866-0.00287568j -0.00254826+0.00197619j 0.00215115+0.00395151j 0.00323703+0.000205672j -0.00186906+0.00107243j -0.00354872-0.00484736j -0.000950169-0.00311385j 0.00480388-0.000979538j -0.000701931-0.000785367j -0.00234263-1.68313e-05j -0.00121872+0.00100866j 0.00200373-0.00263818j -0.00286759-0.000257132j -0.0037182-0.000513196j -0.000752957-0.00748588j 0.00143163-0.00338296j 0.00285885-0.000253926j 0.00363058+0.00379563j -0.00351233-0.00145645j 0.00545314-0.00189799j 0.000571438+0.00243697j -0.00127261+0.000385417j 0.00130865+0.00193112j 0.00442925+0.0160476j 0.0147509-0.00473539j 
-0.00126689-0.00269239j 0.00097914+0.0016723j 0.00443087+0.00551845j 0.000293449-0.00476218j -0.00114682-0.00090718j -0.000274009+0.00373286j -0.00214241-0.00149526j 0.00227162-0.000469109j -0.00596446+0.00170843j 0.00213714+9.48659e-05j 0.00338939-0.00196729j -0.00125188+0.000616663j -0.00525252-0.000296605j -0.00468918-0.000786678j 0.00810735+0.000795409j 0.00308256-9.64425e-05j -0.00341004+0.000622515j 0.00322935-0.0021121j 0.00596732-0.00052255j 0.00120514+0.00277843j -0.00121476-0.00157751j 0.00346787+0.000327497j 0.00117589+0.00261398j 0.00054814-0.000437711j 0.000695455-0.000163382j 0.00181703+0.00125976j -0.00204637+0.00122202j -0.00496852-0.00130898j -0.000551294-0.000288655j -0.00280687-0.000270209j -0.000696979+0.00138367j 0.000745144+0.000645402j 0.00253875-0.000663403j 0.00326984-0.00182431j -0.00157482-0.00070416j 0.000553665+0.000526304j -0.00139982-0.00052102j -0.00206227+0.000899958j 0.000544547+0.000353846j 0.00185319+0.00225311j -0.0011017-0.000842589j -7.82207e-05-0.000814299j -0.00124438+0.00130725j 0.00187327-0.00141963j -0.000913682-0.00277025j -0.00080237-0.000393771j -0.000906865+0.000538328j 0.000365777-0.000182539j 0.00189863+0.00143095j -0.000297622-0.000598475j -3.85627e-05+0.000583682j 0.000367632+0.000698166j 0.000112741-7.90665e-05j 0.000549911-0.00264041j 0.00252573+0.00137948j -0.000806256-0.00197497j -0.000580442+6.69207e-05j -0.000833037-0.000473866j 3.99057e-05+0.000508902j 0.00127205-0.00170272j 0.00096475-0.000323431j 7.52415e-05+0.00155832j -0.00115493+0.00193276j -0.00173212-0.000866642j -0.00354968-0.00146156j -0.0022252+0.000903813j 0.00219738-0.000354373j 0.00112708-0.00169652j 0.000349038+0.00171769j 0.00296989-1.04631e-05j 0.000201901-0.000515127j -0.00170698-0.000600408j 
-0.00624383+0.00390314j 0.00103787+0.00165694j -0.000469958-0.00384268j 0.0032057+0.00616217j 0.00294353+0.000556004j 0.0030789+7.50676e-05j -0.00783805+0.00175052j -0.000954487-0.00439851j -0.000862133+0.000110798j 0.00279914+0.000989962j -0.00514675+0.00552022j -0.00227013-0.000818383j 0.00222735+0.00334503j 0.00542093-0.00472436j 0.00135445+0.000265925j 0.00623256-0.00257842j 0.00216646+0.00316917j -0.000717796-0.00298403j -0.00241627-0.00208266j 0.000475454+0.0035639j 0.000152245+0.00717573j -0.00253736-0.00152624j -0.00187594-0.000156959j -0.00202834-0.00278829j 0.00249501+3.72462e-05j 0.00412015-0.00321627j 7.64582e-05-0.000112369j 9.83911e-05+0.00350754j -0.0022646+0.000310279j 0.000139218-0.000810359j -0.00408663+0.00463076j -0.00486596+0.00290268j -0.000668411+0.00072112j -0.000145175-0.0016597j 0.00180061-0.000934068j 0.000575735+0.000585892j -0.00239736-0.00166186j 0.00115849-0.0017055j -0.00070674+0.00173018j 0.00414429+0.002303j -0.000588336-0.00229865j -0.0011375+0.00280773j 0.00223238+0.00374675j 0.000257787+0.000258954j 0.000146194+0.00388319j -0.00285764+0.000823358j 0.00365283-0.000549444j -0.00363367+0.00137301j -0.00267393-0.00115653j -1.41118e-05+0.00102506j -0.000657954+0.000924479j 0.000603917+0.00109718j -0.00200506+0.000465986j 0.000465616-0.00119988j -0.000456555-0.00366649j 0.000128939+0.000322532j 0.000527589-0.00167867j -0.00116765+0.00193219j 0.00155429-0.00386754j -9.64143e-06-3.58209e-05j 0.00127966+0.00194054j -0.000838859-0.000215329j -0.000785836+0.000207433j -0.000738978+0.000358768j 0.00178268-0.00252036j 0.00459453+0.0016064j -0.000197038-0.00162299j 0.00221946-0.000565792j -0.00317304+0.00499022j 0.00262332+0.00206571j -0.00237616+0.00070846j 0.00138593+0.00460453j 
0.0010278-0.000437148j 0.00296596+9.1064e-05j -0.00459953+0.0011791j -0.00304684+0.00897019j 0.00255124+0.00348064j 0.000554791+0.0058431j 0.00289917-0.00386671j 0.00413362-0.00338902j -0.00197771-0.000795323j 0.00178859+9.69007e-06j 0.000488999+0.00319246j 0.00148017-0.00601279j -0.00340826-0.00118155j -0.000550647+0.00281366j -0.000363705-2.50954e-05j 0.00302178+0.00175247j 0.00194617+0.0018077j -0.00522622-0.00231008j 0.00228253+0.000855722j -0.00143542-0.00277344j 0.00250803+0.000765161j 0.00366079-0.00214165j -0.000477726-0.00505207j 0.00180932+0.0037093j -0.00321171+0.000201562j -0.00062096+0.00243827j -0.00326108+0.00102749j -0.00244647+0.00105526j 0.00156518-0.00122627j -0.00149587+0.000848484j 9.82771e-05+0.00080592j -0.00060858+0.000253063j 0.00193428+0.000137143j 0.000878006+0.000138976j 0.00361832+0.000534771j -0.00168+0.000442006j 0.00452319+0.00435912j -0.00232969+0.00164969j -0.000767852-0.0029369j -0.00315433-0.000964914j 2.16957e-05+0.00202093j -0.00247787-0.000248311j 0.000507494-0.000727015j 0.00386069+0.00071228j 0.00101673-0.000294672j -0.00162512-0.00229837j 0.00139221+0.00303206j -0.000505933-0.000812749j -0.000818473+0.00592325j -0.00139676+0.00346414j 0.00136658-0.00204017j 0.00327668-0.00220626j -0.00205368-0.000412562j 0.000149817-0.00251416j 0.00130165-0.00257228j -0.00221502-0.00158131j -0.000451627+0.00137203j -0.00117708+0.00177121j -0.000449819+0.00106219j 0.00412303-0.000112203j -0.000940509+0.00112551j -0.00270636-0.00314238j -0.00318974+0.0044393j -0.00187273+0.000463615j -0.000244392+0.00243142j -0.000466513+0.00476135j 0.000372199+0.000325374j 4.6103e-05+0.00225126j 0.00102112+5.38983e-05j 0.00227468-0.00483345j -0.00623255+0.00152301j 0.00038682+0.0043379j 
