0.000706874+0.0226836j -0.022566+0.000405898j 0.0091921+0.00971498j 0.00991693-0.0107765j -0.00305721-0.00575181j -0.00578703-0.00105984j 0.00105256-0.00216788j 0.000964964+0.00187304j -0.000316851-0.00239087j -0.000341996-0.00425681j -0.00157639-0.00753998j -0.00115103-0.000232534j 0.0109804-0.00295298j -0.00370192+0.00207091j 0.00282399-0.00200177j 0.00283041-0.00104206j 0.00503137+0.00183305j -0.000311641-0.00456723j 0.00589353-0.000994674j 0.00507364+0.00308414j -0.00210273-0.000861772j 0.00212536-0.00189961j -0.00122633-0.0010571j -0.0049676-0.00470295j -0.000734692-0.000841214j 0.00361365+0.00400405j 0.00238862+0.00392495j -0.000374413+0.00307935j 0.00317456+0.00358118j 0.00302976-0.00139899j 0.00308397+0.000132861j 0.00138843+0.00305717j -0.00147262-0.00351957j 0.000873296+0.00282665j 0.00314716-0.0075277j 0.00609785-0.00679954j 0.00197379-0.000222654j -0.00417918+0.00333461j -0.000961249-0.00658657j -0.000842701+9.58393e-05j 0.0024618-0.00311666j 0.0055847+0.00383636j -0.00414747-0.00159529j 0.00341947-0.00103061j -0.00261584+0.00336689j 0.00132064-0.000468332j -0.00574503-0.00056272j 0.00438094+0.00207976j 5.27722e-05-0.00135934j 0.00124921+0.00572092j -0.00713941+0.00111098j -0.00124458+0.0061945j 0.000349683+0.00244111j -0.00487007+0.00375912j -0.000514802-0.00434967j -0.00225433-0.00528225j -0.00186848+0.00387394j -0.00405722+0.00259174j 0.00637921+0.00259184j 0.00429929+0.0007128j -0.00320655-0.00148226j 0.00539862-0.0010291j 0.00073968-0.00480576j -0.00235665-0.00109623j 0.00132588-0.00517118j 0.00250949+0.00261851j 0.00609893+0.00727738j 0.00423832+0.000638941j 0.000269353+0.00602016j -0.00354841+0.00385607j -0.000547319+0.00473275j -0.00525726+0.00323377j -0.000508735-0.00154412j -0.0162358+0.00367934j -0.00172573-0.0149982j 0.0193041+0.0128026j 0.0127738-0.0190504j 
0.00459052-0.00719596j 0.00709264+0.00457061j -0.00306936+0.000433511j 0.00143026+0.00522472j 0.00572055-0.00113126j 0.00644171+0.00127716j -0.00433735+0.011189j -0.0100009-0.00452333j -0.000716766-0.0024256j -0.007538+0.0100156j 0.0120475+0.00776826j 0.000691827-0.00579956j -0.0149189+0.00441409j 0.000946542+0.00217762j -0.00525039-0.00175322j -0.000249091+0.000986596j 0.00425178-0.0106931j -0.00343877-0.000934372j 0.00127821+0.0027363j -0.00853837-0.00523806j -0.00387891+0.000573682j -0.00839363-0.00528593j -0.00228529+0.000259151j 0.00053378-0.00183481j -0.00192931-0.00206116j -0.0014145+0.00118632j 0.00258721-0.00132335j 0.000901342+0.000543016j 0.00187394-0.00932856j -0.00989976-0.00723235j -0.0040765+0.00656951j -0.00536445-0.00203067j -0.00579839-0.00543297j -0.000119997+0.00121536j -0.00179351+0.0102458j 0.000414067-0.000869104j -0.0013113-0.000574304j 0.00788834-0.00108186j -0.00201036+0.00599235j -0.00416047+0.00218598j -0.00553489+0.00284713j -0.00189576-0.00713166j -0.00100722-0.0119584j -0.00199225+0.000716415j 0.00178946-0.00605746j 0.00158484+0.0014842j -0.0042575+0.00225517j -3.21101e-05-0.00544074j 0.0018295-0.0045002j -0.00584695-0.00253088j 0.00946083+0.00072273j 0.00242341-0.0059342j 0.000753247-0.00186476j 0.00766461-0.000582006j -0.00162945-0.00305953j -0.00635438+0.00455717j 0.00892098-0.00670725j -0.00464266+0.00474388j -0.00850498+0.00363506j -0.00515329+0.000786747j 0.0019668+0.0108086j -0.00128205+0.00224151j 0.00424713+0.0050391j 0.000835863+0.0034679j 0.00527141+0.00778213j -0.00455633-0.00373641j -0.00691324+0.000119217j 0.00179455+0.00193497j -0.00118114-0.00534526j -0.00460862-0.00180888j 0.00478058-0.0105733j 0.0100904+0.00577781j 0.00455591-0.00353176j 0.000347447-0.0107473j 0.010139+0.000928908j -0.00652756-0.00728746j -0.00715241+0.00649212j 
-0.00842169+0.0134913j -0.0130326-0.00846347j 0.0117453-0.00109973j -0.00184102-0.012803j 0.00309829+0.00523168j 0.000573941-0.0162941j 0.0139293-0.00424705j 0.00915836+0.00624681j 0.00211784-0.0107323j -0.00699017-0.00666713j -0.0142685-0.00217451j -0.0023077+0.0120598j -9.3372e-05-0.00483129j -0.00766928+0.0134468j -0.00172786+0.00743757j -0.00171762+0.00949972j -0.00955485+0.00212607j 0.000166696-0.00104568j 0.00866709+0.00607879j 0.013019+0.00301332j -0.00434313+0.0049405j -0.000683014+0.00329038j -0.0143277-0.00387459j 0.0016013-0.00381113j 0.00285383+0.00460899j -0.00638295-0.0118936j -0.00314261+0.00526005j 0.00035687+0.00553135j 0.00053037+0.0106304j 0.00700401-0.00783258j -0.0072826-0.00451283j -0.00298343+0.00427013j 0.0134056+0.00500646j -0.00122424+0.010816j 0.00902796-0.0122857j 0.00310811-0.00492386j -0.00183263-0.00115346j -0.00680449-0.00135614j 0.00612827-0.00221023j -0.00738786+0.00257616j -0.00861821+0.00137975j 0.0109029+0.00281952j -0.0129336+0.00342451j 0.007803+0.000257347j 0.00101019+0.00110702j 0.0116703+0.00238054j -0.00247706-0.00853933j 0.00391507+0.0104044j 0.00333618-0.00109654j 0.00689579+0.0106506j 0.00315231+0.000703094j -0.00329823+0.00542062j 0.00146289-0.0100121j -0.0057473-0.00379603j 0.0059033+0.00218032j 0.00208503-0.00140174j -0.00310534-0.00648354j -0.000165954-0.00518912j 0.0157976+0.000451866j -0.00236742-0.0110757j 0.0155267-0.00744947j 0.003859-0.00960906j -0.00892381-0.00414502j -0.011303-0.00902831j -0.00843052-0.00410629j 0.0107994-0.00595175j 0.00195713-0.0046721j -0.0101278+0.00618077j 0.00335139+0.0188006j -0.00582969+0.00170006j -0.0131585+0.00757249j -0.0127311-0.0165176j -0.00985296+0.00495692j 0.000358467+0.0103995j -0.0105831+0.00223278j 0.00676803+0.00620063j 0.00609047-0.00687592j 
0.00116964+0.0084548j -0.00821044+0.00111895j 0.00169221+0.00796725j 0.00926219-0.00239788j -0.00100685-0.00804593j -0.0104752+0.00349799j -0.00463943-0.00897409j 0.00537873-0.00150262j 0.00215917-0.00624141j -0.00460493+0.00414171j 0.00400605+0.00325655j -0.00523112+0.00430242j -0.00387505-0.00204032j 0.00420047-0.00531253j 0.0028525-0.00144194j -0.000613894-0.00806164j 0.00501202+0.000798717j 0.0012416+0.00620979j -0.0044735+0.0022741j 0.00289704-0.00390935j 0.00224976+0.00315741j 0.00673458-0.00971233j -0.00321999+0.0078075j -0.00112565-0.00374924j -0.0096096-0.00328468j 0.00815585+0.00699593j 0.00680876+0.00316584j -0.000730178-0.00167897j -0.000650759+0.00337794j -0.00354173+0.0129781j 0.00164691-0.00900752j 0.0039986+0.00138882j -0.00264359-0.00246447j 0.00380874-0.00492787j -0.000604967-0.00537709j 0.00502581+0.0011621j -0.000244959+0.00613588j -0.00276552+0.00224439j 0.00371767-0.00220419j 0.00971845-0.00368401j 0.00356709-0.00581931j 0.00794303+0.00189707j 0.00179892-0.000827523j 0.00347441+0.00358549j 0.00592272+0.00448733j -0.00801629-0.00827858j 0.00391427+0.00688404j 0.000752104-0.00304344j -0.00722074-0.00419933j 0.000436056+0.00294763j -0.0124138-0.00596528j -0.0017336+0.00975478j -0.002666-9.87397e-05j -0.00260779-0.00342674j 0.00676709-0.00481514j 0.00297428+0.00143088j -0.00174584+0.00557048j 0.00322541-0.00502615j 0.00290888-0.00722784j 0.00754576+0.00695178j -0.00720081-0.00281806j 0.00319647+0.00550852j 0.00257052-0.00252628j 0.0080704-0.00137323j 0.003906-0.00529201j -0.0016754+0.00577307j -0.000807991+0.00345991j 0.00504928-0.00194785j -0.00284131-0.0069792j 0.00666587+0.00282194j -0.00332874-0.000192916j 0.00381716-0.00192843j 0.00504874-0.00542476j -0.00882882-0.000917421j -0.000987459-0.00867797j 0.0084961+0.00304121j 0.00277827-0.00882822j 
-0.00140753-0.00804676j 0.0078128-0.00158752j 0.00334825-0.00556351j -0.00553775-0.00171235j 0.00480659+0.00221494j -0.00106719-0.000636514j -0.00109413-0.00234043j 0.00292938-0.00239539j -0.00366238+0.0032812j -0.000690148+0.00711171j -0.00473651+0.00203219j -0.0028292+0.00642915j -0.0154352-0.00278495j 0.0020277+0.00952966j 0.00790603-0.000577077j 0.00952063+0.00960847j 0.00322922+0.00981242j 0.00222902-0.0033245j -0.000778083-0.00383965j -0.00137139-0.00971815j 0.00568942+0.00113043j 0.00173854-0.00289988j -0.00163779+0.00475426j 0.00758124+0.00226557j 0.0127857-0.00707007j -0.0011628-0.000927719j 0.00205306-0.0129377j 0.00490833+0.00165514j -0.00263817-0.00482075j -0.00581266+0.00786838j -0.0047141+0.00519337j 0.000446435+0.00295825j 0.00330404+0.00255532j -0.000693955-0.00216653j -0.0015459-0.00203966j -0.00804605+0.00365706j -0.0119573-0.00797914j -0.00153441+0.00265672j 0.00506869+0.0105321j 0.00110398-0.000543955j -0.00504221+0.00498283j -0.00581789-0.00463052j 0.000464611-0.00127881j 0.00272365-0.00340246j 0.00315812-0.00374706j 0.00640429-0.000248215j 0.00435597+0.00362176j -0.00558147-0.0048256j 0.000531628+0.00593175j 0.00789993+0.00169846j 0.000151046-0.011677j 0.00423981+0.00435468j 0.00793676+0.00304249j 0.00188952-0.00676944j 0.00167762+0.00435248j -0.00555994+0.00301055j 0.0058969+0.00121641j 0.0127381-0.0094003j 9.30182e-05+0.00744653j 0.00543122-0.000252858j 0.00107418+0.0126954j 0.0107475-0.00617874j 0.00618813+0.00456439j 0.00081869-0.00801462j -0.00198125+0.00147848j 0.00462663+0.00097536j -0.00228933-0.00337034j -0.00583326-0.00304935j -0.00539431+0.00301394j -0.002561-0.00396516j -0.00302911-0.00243567j 0.00157287-0.00451797j -0.0034952+0.00189741j 0.00616889-0.00270496j 0.00382216+0.00537962j -0.00862828-0.000682185j -0.0006606+0.00879798j 
0.00457083-0.00292911j 0.00261361+0.00458921j -0.00577968+0.000884893j 0.000774391+0.00523958j -0.00158755-0.0020714j 0.00510156+0.00632878j -0.00503652+0.00835662j -0.00438573-0.000864676j 0.000704888+0.00100186j 0.00579744+0.00756363j 0.00750485-0.0081191j -0.00825733+0.00106387j 0.00213257+0.00506737j 0.00770296-0.00914394j -0.000706977+0.00464382j -0.000627995-0.00653128j 0.00346822+0.00327655j 0.00844699-0.000883678j 0.00448988+0.00185211j -0.00261761-0.0108584j -0.00457732+0.00484549j -0.00544471-0.00553639j -0.00717037+0.000317178j 0.0035388-0.000712851j 0.0011053-0.0112089j 0.00182042-0.00431663j -0.000662095+0.00598123j 0.0014249+0.00109077j 0.000976855-0.000840903j -0.0071516+0.00389137j -0.00375593+0.00329316j 0.00687949-0.00284571j 0.000856268-0.00309959j 0.00436154-1.13317e-05j -0.000307991+0.00199052j -0.00783944+0.00120101j 0.00330325+0.00293186j 0.00666097+0.00643203j 0.00256993+0.00322507j 0.00243792+0.000442059j 0.00136492-0.00527636j 0.00607271-0.00384735j 0.0036563-0.00256309j -0.00305812-0.000269223j -0.00716593+0.00406303j -0.00561855+0.00180263j -0.0110852-0.00814167j -0.00455205-0.0078332j 0.002979-0.00621514j -0.00153243-0.000579633j -0.00475955+0.00358243j -0.002714+0.000853404j -0.00428413-0.00434072j 0.00418667+0.00461288j -0.00486982-0.000177515j -0.00514739-0.00467387j 0.00350876+0.000365027j -0.00272495+0.00601926j -0.00359283+0.00371481j 0.00508083-0.00204635j -0.00259972+0.00557755j -0.00316362+0.00935048j 0.00466836-0.00205467j 0.00972894+0.00770905j 0.00527957-0.00215538j 0.00572788+0.007142j 0.00506914-0.00392708j -0.000652987+0.001047j 0.00258706+0.00187079j -0.00304062-0.00320827j 0.00140341-0.000692688j -0.00108241-0.000496571j -0.00299195+0.00157455j 0.00234582-0.00275605j 0.00361962+0.0010685j 0.000133447+0.000697419j 0.000747211+0.000179058j 
0.00185603+0.0137j -0.0137324+0.00143268j -0.000953002+0.00283217j 0.00327988-0.000508986j 0.000213778-0.00438421j -0.00130437-0.0032056j 0.00467575+0.00466915j -0.00224892+0.00386017j 0.00132216-0.0109499j -0.00495814+0.003287j 0.00171358-0.00182448j 0.00410064+0.0103643j 0.00440629+0.0016003j -0.00550583+0.00479378j 0.00393278+0.00243878j 0.0127469+0.00809134j 0.00124959+0.0084614j 0.00270258+0.00172869j 0.0130812+0.000186347j 0.00702382+0.000549888j -0.00832298+0.00952214j 0.00273771-0.00226894j -0.0085097+0.00704939j 0.00488932-0.0123409j -0.00282474-0.00596485j -0.000617188+0.000943927j 0.00206267+0.00667072j -0.0107647+0.00219302j -0.00190961+0.00541003j 0.00899394-0.00822756j 6.54611e-05-0.00222748j -0.0054113+0.00306671j -0.00260328-0.00154297j 0.000584015+0.00352623j 0.0111474-0.00648279j -0.00503608-0.00872967j 0.00126689+0.000934318j 0.00482027+0.00449427j 0.00303757-0.00444292j -0.00377355+0.0087258j -0.00469922-0.0071591j 0.0108173+0.00531678j -0.00305159-0.00206498j 0.0104102-0.00206739j -0.00348838+0.00886545j -0.00624582+0.00323096j -0.00521128-0.000445021j 0.00485118-0.0022728j 0.00942389-0.00444891j 0.00469298+0.00877336j -0.00576791+0.000383861j -0.00505847+0.00778736j 0.00554243+0.00356452j 0.00286557-0.00469353j 0.00147419+0.00140459j -0.00552094-0.00667383j 0.000539931+0.00155456j -0.00398146+0.00355564j 0.00213601+0.00768085j 0.00793159-0.000141981j -0.00231655+0.0111549j 0.00548806-0.00217159j 0.00196636-0.00672511j -0.0054242+0.00081993j 0.00526309-0.00402241j 0.00197392+0.00273031j 0.00112719+0.0109359j 0.00477142+0.0093762j 0.00227312+0.00390728j -0.00264697+0.00189582j -0.00348802+0.00263993j -0.00394024-0.000808876j 0.00190642-0.00590647j -0.00983039-0.00194405j 0.00146253-0.00603326j 0.0167258+0.00114442j 0.000759935-0.0164104j 
0.00487296+0.00583841j -0.00590286+0.00469662j -0.00333507+0.000666863j 0.00251034+0.00116419j -0.00160951-0.00664421j -0.00228884+0.00465576j -0.00671814+0.00256453j -0.00117888-0.00152997j 0.00820612-0.00628599j -0.000272329-0.00920955j 0.00613572-0.0115496j -0.00450208+0.00216649j 0.00706964+0.00571664j -0.00786025-0.00598581j -0.00572518+0.00435614j -0.0040006+0.000147066j 0.00023411-0.00394472j 0.00479198+0.0133106j 0.000974592-0.00226443j -0.00417586+0.000614671j -0.00419559-0.00195615j 0.000494296-0.00482073j 0.0038057-0.00535908j -0.00545282-0.00209827j -0.00941607+0.00199914j 0.00429216+0.0126851j 0.00720108+0.00450052j -0.00773646+0.00148223j 0.0106687-0.00298918j -0.000662183-0.00467166j 0.00819889+0.00383899j 0.00105569+0.0041796j 0.00153627-0.00660348j 0.000553163+0.0032423j 0.00719299-0.00358588j 0.00409298-0.00292373j 0.00118674+0.00628916j 0.00589849+0.00163186j -0.00979339-0.00581364j 0.00332897+0.00156124j -4.51936e-05-0.0027296j -0.000901918+0.000940583j -0.0055697-0.00810083j -0.00510843+0.0044657j 0.00575382+0.00447327j -0.000330869-0.00969675j -0.0100002-0.00462414j 0.00464773+0.00315978j -0.0045062-0.006965j 0.000880525-0.00227475j -0.00235966+0.00538543j 0.00188844-0.00283106j -0.0039765-0.00967586j 0.00201207+0.00626813j -0.000572736-0.00113871j 0.00259956+0.00321415j -0.00795306-0.00185807j -0.013093+0.00153412j 0.00320463-0.00390632j -0.00151993+0.00261551j -0.0021346+0.000156718j -0.000162531-0.00246568j -0.00111265-0.0032023j -0.00231509-0.00130683j 0.004747-0.000199758j 0.00227039-0.00170303j -0.00786656+0.00469768j 0.00559849+0.00671752j 0.000450646-0.00364629j 0.00368916-0.00188j 0.000256883-0.00156559j 0.0044004+0.00230042j 0.00536574-0.00922404j -0.00863067-0.00718333j 0.00636314-0.00625464j 0.0114309-0.000938903j -0.0013123-0.0113123j 
0.00855858+0.0146314j -0.014469+0.00872967j -0.00794824+0.0124247j 0.0127252+0.00879794j 0.00379482+0.00503277j 0.0118622-0.00248388j 0.000567088+0.00780398j 0.00132468+0.000848532j 0.00420311-0.00237417j 0.00800684-0.00334184j 0.00108211-0.00273284j 0.000521097+0.00434793j -0.000147408+0.0132845j 0.00167065-0.00147403j -0.000883899+0.00142561j 0.0111954-0.00107617j -0.0111312+0.00361728j 0.0110875+0.0052802j 0.000623843-0.000434325j 0.00132118-0.00312512j 0.00067346+0.00464581j -1.22352e-05+0.000408079j -0.0019519+0.010673j -0.0002379+0.00579239j -0.000248279-0.0022908j 0.00471511+0.00344361j 0.00683061-0.00920731j 0.00292734+0.00742448j -0.00166564+0.0057073j 0.00583411+0.000409579j 0.00452207+0.00350323j -0.00307101+0.00203524j 0.00495725-0.00458478j 0.00322917-0.000128148j 0.0111195-0.000420722j -0.00067497-0.00582312j 0.0022772-0.00256237j 0.0145571+0.00344812j -1.6025e-05+0.000633441j 0.00368327-0.000711314j -0.00421405-0.0105022j 0.00660142+0.00771591j 0.00546812-0.00347941j 0.00151542-0.00564414j -0.00774285+0.010961j -5.55839e-05-0.000298656j -0.0045555-0.00388487j 0.000803291+0.00139028j 0.00169824-0.00660407j 0.00444029-0.00177433j 0.00250492+0.00836686j -0.00261279+0.00321481j 0.00331551-0.00852251j -0.00298035+0.00410669j -0.0060655+0.00422456j -0.0121743-0.00679282j -0.000953513+0.0108199j -0.00729902+0.00647553j 1.60099e-05+0.00307674j -0.00951983+0.00792651j -0.00863981-0.00235148j -0.00354172-0.00248459j -0.00251004+0.00667019j -0.00941433-0.00818623j -0.00166295+0.00296662j 0.00662339+0.00149292j 0.00371083-0.00333609j -0.00772368+0.00212995j -0.00152887+0.0080076j -0.00397685+0.00362108j -0.00745379-0.00302118j 0.00413526-0.00618093j 0.000656557-0.00603448j -0.00630033-0.0131575j 0.0121084-0.00378867j 0.0149516-0.00427535j -0.00413127-0.0149041j 
0.00780424+0.0153463j -0.0150025+0.00799232j -0.0144228+0.0152588j 0.0162033+0.0138511j -0.00684635-6.80279e-05j 0.00346879+0.0121698j -0.00776687+0.00206869j -0.00170957+0.00624841j 0.00594249+0.000555365j 0.00842604-0.000737254j 0.00619742-0.00274394j -0.000335656+0.00295518j -0.00471357+0.00599327j 0.00170079-0.000482079j -0.00231413+0.0168283j 0.00284468-0.00125882j -0.00206881+0.000810821j 0.0113649+0.00358601j 0.00814992-0.00245762j 0.00239401-0.0010113j -0.00563685-0.000668624j -0.00111721-0.00963291j -0.00631042+0.0122753j -0.00416807-0.00637574j -0.00194749-0.0108644j -0.00200378+0.0029918j 0.0043931+0.000693652j -0.000807683+0.00306755j 0.00421268-0.00313332j 0.0115128-0.00329716j 0.00212615+0.000483796j 0.00283492+0.00935097j -0.00396437+0.000257047j 0.00554049+0.00291929j 0.00996337+0.00572471j 0.00296309-0.00835643j 0.00380362+0.0021208j 0.017786-0.00410859j 0.00277212-0.0111058j 0.00196887+0.00354903j -0.00170635-0.00498021j 0.00830183+0.00456654j 0.00108462-0.0012104j -0.0055612-0.00389847j -0.00389316+0.00463522j -0.00487618-0.000150334j -0.00120699-0.0057474j 0.00770185+0.00435529j 0.000888268-0.00424272j 0.00379209+0.00483707j 0.00386829+0.0140422j 0.00275038-0.000475032j 0.0029361-0.0047191j -0.0023386+0.00694626j -0.00347176+0.00146338j -0.0040743-7.43915e-05j 6.69076e-05+0.00329058j -0.00822661+0.0112481j 0.00216921+0.00642298j -0.00318673+0.00748866j -0.00990183+0.00837068j -0.00112404+0.00314506j 0.00155599-0.00185004j -0.00314379-0.0020853j 0.012311+0.00583273j 0.00221078+0.00470586j -0.00141675+0.00566144j 0.00220707+0.00877131j 0.00160381-0.00593391j 0.00196435+0.00571043j -0.0046477-0.00462758j 0.00957225-0.000333105j 0.00429962-0.0122678j -0.0106115-0.013447j 0.0124945-0.00627421j 0.0151765-0.00915131j -0.00901027-0.0150718j 
-0.00616048-0.0107959j 0.0104945-0.00650474j 0.00965096-0.011698j -0.0128471-0.00947741j 0.00218213-0.00342644j -0.00667127-0.0039221j 0.00437289-1.45009e-06j -0.004117+0.000131443j 0.00187014-0.00394681j -0.0112271+0.00338778j -0.00209314+0.00446194j -0.00221802+0.00447098j 0.00634426-0.0084467j -0.000827082-0.00284696j -0.00358306-0.00459964j 0.00267436-0.00751627j -7.1983e-05+0.00877489j 0.00315446+0.00557148j -0.00861919+0.00444662j -0.00580832+0.000548097j 0.00314574+0.0122283j -0.0024728+0.00832728j 0.00269496-0.00302767j 0.00621488+0.00657667j -0.00686213-0.00846904j 0.0011812+0.00076343j 0.00678858+0.00745436j -0.00166103+0.00808765j -0.00105892+0.012375j 0.000402881-0.00158058j -0.0115885-0.00831943j 0.00257003-0.00403564j 0.0073321+0.00461962j 0.00810377-0.00206902j 0.00241661-0.000135819j 0.00491375+0.00460402j -0.000422626+0.00234724j -0.00607532-0.00446781j -0.00578496+0.00594182j 0.00100405+0.00255473j -0.0037369-0.000387319j -0.00250282-0.00512277j 0.00053974+0.00374992j 0.00306875+0.00357161j -4.03904e-05-0.000488909j -0.00736899-0.00550813j 0.00354527-0.00105982j -0.00259376+0.00431469j -0.0163229-0.0073028j -0.00308157+0.00714281j -0.00600811+0.00170466j 0.00581271-0.00633514j 0.00108847-0.000328167j 0.0124408+0.00169401j 0.00325015-0.00595946j 0.00672203+0.00203573j -0.00231-0.00138858j -0.00732616-0.00339537j 0.00564909-0.00479833j -0.00181858+0.00633498j -0.00197289-0.00422913j -0.00360733+0.000310237j 0.000778797-0.00851505j 0.00697542-0.00323995j -0.0126798+0.00146191j 0.00456296+0.00331485j 0.00357357-0.00938994j -0.00172501-0.00632703j 0.00185797-0.00398382j 0.00448426+0.00573655j -0.00719138+0.00661288j -0.00630523-0.00353185j -0.00332068+0.00392096j 0.00698634+0.00698353j -0.00544231+0.00631422j -0.011376+0.00499101j 0.00493528+0.0117564j 
-0.00589084+0.0142392j -0.0138996-0.00558049j 0.010741-0.0036648j -0.00395955-0.0131242j -0.0014849+0.00604977j 0.00244803-0.0158311j 0.015855-0.00621075j 0.0127078+0.00334484j -0.0097145-0.0184188j -0.0149536-0.0033331j -0.00577958-0.00501701j 0.00182659-0.00163644j 0.00635268-0.0052817j -0.0129331+0.0182387j 0.00505378+0.00200819j 0.00945397+0.0131314j -0.00907403+0.0136061j -0.000197363-0.00519408j 0.00440697-0.00120263j 0.00633603+0.00275138j 0.00061178+0.00165439j 0.0067933+0.00683105j -0.00782961-0.00546371j 0.01051+0.00479418j 0.00168128+0.000822654j -0.0080872-0.00888944j 0.0024787+0.0014425j -0.00302011+0.00121692j 0.00173342+0.0163518j 0.0121535-0.00978285j -0.00745687-0.00206128j -0.00211135+0.00560775j 0.00932961+0.0032286j 0.00429603+0.00535264j 0.00623514-0.00897302j 0.00480311-0.00177478j -0.0059367-0.000804205j -0.0123039+0.00286095j -0.00147558+0.00205723j -0.0115472+0.00358717j -0.0117327+0.00472242j -0.0019344+0.00585654j -0.0109815+0.00383682j 0.00789337+0.00099553j -5.21035e-05+0.00394432j 0.00573498+0.00759964j 0.0036796-0.00713043j 0.0063975+0.00849079j -0.00129499-0.00405491j 0.00241553+0.0113795j -0.000684511-0.00102075j 0.00147805-0.0048907j 0.00849791+0.00292701j 0.00601792-0.00636468j -0.00123875-0.0074117j 0.000680633-0.000841652j -0.000609133-0.00669097j -0.00564033-0.0107834j 0.0160183+0.00245177j 0.00536372-0.00327637j 0.0167508+0.00880086j 0.0109449-0.012197j -0.00219426-0.0113051j -0.00798502-0.0120816j -0.00820121-0.00478198j 0.00619184-0.00350395j 0.00624145-0.000652254j -0.0078108+0.000852075j -0.00216802+0.0169097j -0.00981764+0.0023578j -0.00928228+0.00770578j -0.0164069-0.0106912j -0.00909796+0.0108263j 0.00236437+0.0122582j -0.0111764+0.00357392j 0.00899616+0.00928226j 0.00925733-0.00894157j 
0.00464394+0.0151169j -0.0150796+0.00482184j 0.00127275+0.00795924j 0.0101992-0.00335949j -0.00697322-0.0106862j -0.011223+0.0011963j 0.00326943-0.00815138j -0.000325102+0.00278163j -0.00412865-0.000327226j 0.00169779-0.00437461j -0.00343641-0.00918227j 0.00279895-0.00273368j 0.00666633-0.00410483j -0.00719697+0.00662371j 0.00458579+0.00840491j 0.00635214+0.00676663j 0.00851254+0.00095012j -0.00138879-0.00484443j 0.0122926+0.00031937j 0.0077249+0.00101052j -0.00701932-0.000223451j -0.00109294+0.0024381j 0.007414+0.00170284j -0.000249995-0.00436093j -0.00671306-0.00400436j -0.00606048+0.00364908j 0.00487451+0.00640609j -0.00779742+0.00335953j -0.00751962+0.00271181j 0.0166861-0.00785018j 0.000237132+0.00611019j -0.000122452-0.00581084j -7.64882e-05+0.00329617j 0.00529525-0.000954761j 0.00791983-0.002992j -0.000805343-0.00238315j -0.000472375+0.00762832j 0.000264001-0.00358845j 0.00160145-0.0173555j -0.000630485+0.00228628j -0.00219976-0.00595623j 0.00511293+0.00457681j -0.000741014+0.00119915j 0.00172297+0.000545797j -0.00263329+0.00272944j 0.000196029+0.00392819j 0.00700519-0.002524j 0.00622034+0.00797193j 0.00329169-0.00143605j -0.0024243+0.00562237j -0.0100857+0.00487519j -0.0027682+0.00702718j -0.0105783+0.00816033j -0.00310233-0.000385453j 0.00202439-0.00339093j 0.00193655+0.001557j -0.00346082-0.00884186j -0.0018549+0.00188782j -0.000826566-0.00224658j -0.000966057-0.00132322j -0.00526077+0.00168063j 0.00745228+0.00203276j -0.000581288-0.000275375j -0.00770204-0.00170866j 0.00497117+0.00381307j -0.00545539+0.00215161j 0.00277521+0.00602586j -0.00600412+0.000553139j -0.00252869+0.00417409j 0.00314382-0.000954834j 0.000996263-0.00196149j 0.00670114-0.000513924j 0.0016447-0.00712156j -0.00953738-0.00623562j 0.00523799-0.00817589j 0.0200682+6.19759e-05j 0.000174069-0.0203292j 
