0.000706874+0.0226836j -0.022566+0.000405898j 0.0091921+0.00971498j 0.00991693-0.0107765j -0.00305721-0.00575181j -0.00578703-0.00105984j 0.00105256-0.00216788j 0.000964964+0.00187304j -0.000316851-0.00239087j -0.000341996-0.00425681j -0.00157639-0.00753998j -0.00115103-0.000232534j 0.0109804-0.00295298j -0.00370192+0.00207091j 0.00282399-0.00200177j 0.00283041-0.00104206j 0.00503137+0.00183305j -0.000311641-0.00456723j 0.00589353-0.000994674j 0.00507364+0.00308414j -0.00210273-0.000861772j 0.00212536-0.00189961j -0.00122633-0.0010571j -0.0049676-0.00470295j -0.000734692-0.000841214j 0.00361365+0.00400405j 0.00238862+0.00392495j -0.000374413+0.00307935j 0.00317456+0.00358118j 0.00302976-0.00139899j 0.00308397+0.000132861j 0.00138843+0.00305717j -0.00147262-0.00351957j 0.000873296+0.00282665j 0.00314716-0.0075277j 0.00609785-0.00679954j 0.00197379-0.000222654j -0.00417918+0.00333461j -0.000961249-0.00658657j -0.000842701+9.58393e-05j 0.0024618-0.00311666j 0.0055847+0.00383636j -0.00414747-0.00159529j 0.00341947-0.00103061j -0.00261584+0.00336689j 0.00132064-0.000468332j -0.00574503-0.00056272j 0.00438094+0.00207976j 5.27722e-05-0.00135934j 0.00124921+0.00572092j -0.00713941+0.00111098j -0.00124458+0.0061945j 0.000349683+0.00244111j -0.00487007+0.00375912j -0.000514802-0.00434967j -0.00225433-0.00528225j -0.00186848+0.00387394j -0.00405722+0.00259174j 0.00637921+0.00259184j 0.00429929+0.0007128j -0.00320655-0.00148226j 0.00539862-0.0010291j 0.00073968-0.00480576j -0.00235665-0.00109623j 0.00132588-0.00517118j 0.00250949+0.00261851j 0.00609893+0.00727738j 0.00423832+0.000638941j 0.000269353+0.00602016j -0.00354841+0.00385607j -0.000547319+0.00473275j -0.00525726+0.00323377j -0.000508735-0.00154412j -0.0162358+0.00367934j -0.00172573-0.0149982j 0.0193041+0.0128026j 0.0127738-0.0190504j 
-0.00329565+0.0410404j -0.0406555-0.00332322j 0.00450295+0.0159628j 0.01857-0.003501j 0.00612535-0.000568739j 0.00576505-0.0114275j 0.00770846+0.00379397j 0.00682986+0.00400637j 0.00407549-0.0242621j -0.0134697-0.00635017j 0.00955403+0.00207252j 0.0157601+0.00130324j -0.00210658+0.01523j -0.0179871+0.0269911j -0.00540135+0.00599962j 0.0200452+0.0180169j -0.0105982+0.00795731j 0.0031796-0.00095179j 0.00579515+0.0100929j 0.0190441+0.0127826j -0.00737522+0.00450833j 0.00356022-0.00385143j -0.0132769+0.0174274j 0.00417363-0.0144125j 0.00399466+0.00697199j -0.00604525+0.0129068j 0.0205235-0.00233571j 0.00162156+0.00799663j 0.0117726+0.0114534j 0.0156983-0.00664885j 0.0153924-0.00484093j -0.00255718+0.00576823j -0.0039307-0.0118996j 0.00289122+0.00944j 0.030987-0.012203j 0.0258606-0.0125727j -0.00282534+0.00261227j 0.00648544+0.00857352j -0.00310184-0.00811824j -0.00880983+0.0045011j -0.00127868-0.0132972j 0.0157493+0.022319j -0.0156099-0.00668416j 0.00959891-0.0180465j 0.00476913+0.0177185j 0.0111191+0.0120415j -0.00832897+0.00213494j 0.00654916+0.0141676j 0.00748452-0.0111415j 0.0094519+0.0161597j 0.00324103+0.0216087j -0.00424724+0.00630642j -0.00104826+0.0034219j -0.00747868+0.0177709j -0.0147114+0.00705492j -0.00557312-0.0111143j -0.00971408-0.000207388j -0.01227-0.00681594j 0.0326439+0.00219109j 0.0140997-0.00409339j 0.0025811+0.00445354j 0.00883093-0.00385186j -0.00402913-0.0146642j -0.0101267-0.0101074j 0.00367391-0.0106108j 0.00757866-0.0148229j 0.00881489+0.0048671j -0.0104642+0.00218615j 0.00883419+0.0251429j -0.00255008+0.00786533j -0.0162595+0.0115404j -0.00617174-0.0183325j -0.0114605-0.00820161j -0.018927-0.00371155j 0.00195503-0.0143497j 0.0274706-0.00249094j -0.00184349-0.0274317j 
-0.00660526-0.0107662j 0.0105462-0.00676458j 0.0139485-0.0126413j -0.0137989-0.013764j 0.00494338+0.00616859j 0.000377331-0.0141708j 0.0136494-0.00318033j 0.00621629+0.00292119j -0.00481421-0.000676002j -0.0104552+0.00103301j -0.00911079+0.00807534j 0.000316812+0.000534122j -0.00880808-0.00938129j 0.00305436+0.00862628j -0.000439002+0.00495003j -0.0112216+0.00127844j -0.00165446-0.0061882j -0.00463336-0.00432848j 0.00675478+0.00217012j 0.00673914-0.00955922j 0.00081874-0.00626571j -0.000129112+0.00227791j 0.000956885-0.0144262j -0.00138871+0.00366424j 0.00302728+0.0144993j -0.0019684-0.013597j -0.0127442+0.00660724j 0.00985814+0.000700301j -0.00869559+0.00608924j -0.0036449-0.00544546j 0.00211781-0.00106497j -0.00557943-0.00344235j 0.0173053+0.00410026j -0.00307631+0.00338151j -0.00479725-0.00495978j -0.00264735+0.00813934j -0.00551386-0.00534738j -0.0140737-0.00502908j 0.00189836+0.01146j -0.00924504-0.0108257j -0.0029858+0.00475315j -0.00269447-0.00865062j -0.000790275+0.00321093j 0.00113085-0.00236062j 0.00754828-0.00248803j 0.00502389-0.0102547j 0.00159108-0.00572532j -0.00857787-0.000695516j -0.00220238+0.00889617j -0.00997562+0.00877031j 0.00201675-0.0077657j 0.0068868-0.0127414j 0.00457914-0.00732571j -0.00345162-0.00878381j -0.00650004-0.00347117j 0.0113241+0.00471644j 0.00861608-0.00123244j 0.00623006-0.0122699j 7.90672e-05-0.00445214j -0.000579274-0.00662523j 0.0167969-0.00827539j -0.00921455-0.00183837j -0.00985937-0.00668315j 0.00683839-0.00889203j -0.0162535-0.0080752j 0.00536975-0.00551953j 0.00109851-0.00648428j 9.03439e-05-0.00066696j 0.00398614+0.00437191j -0.00997093-0.0034122j -0.0022038+0.00608959j -0.0142635-0.00524262j -0.0128598+0.00889902j 0.00502068+0.0105704j -0.00648174+0.00575939j -0.0115344+0.00912033j 0.00884541+0.0120008j 
0.00383057-0.0126872j 0.012499+0.00387437j -0.00911244-0.0102714j -0.0109839+0.00845576j 0.00464754+0.00878923j 0.0144179-0.00516895j 0.00361723+0.0108995j 0.00198893+0.000321236j 0.0016542-0.00860745j -0.00618975+0.00235886j 0.00199299-0.00137293j -0.000980684+0.0050002j -0.00883089+0.00507621j -0.00280618+0.00848622j -0.0014708+0.00676177j 0.00484901+0.0117016j -0.0130729+0.00203802j 0.00438779+0.00471061j 0.00625958+0.00381055j 0.000345723-0.00937425j -0.00251522+0.00753274j -0.00680675+0.00281776j -0.00122695+0.00075826j 0.0110367+0.00264768j 0.0106941-0.00169268j -0.00877837-0.00457624j 0.00216836-0.00436138j 0.00533223+0.00235684j -0.00204725-0.00046262j -0.0120329-0.0104286j -0.00823491+0.00295262j -0.00128749+0.00605828j 0.005696+0.0057562j -0.00355292+0.00660812j 0.00822655+0.00243358j -0.0074646+0.0014571j -0.00940759-0.0122617j 0.012606+0.00476163j -0.00487087+0.007225j -0.00456117+0.000203196j -0.00991908+0.00942032j 0.000345002-0.00142295j 0.00216956-0.00822338j 0.00396923-0.00237809j 0.00468653-0.00760408j 0.000479625-0.00103102j -0.00167089-0.00739838j 0.00173742-0.00102277j 0.00505291-0.0068782j 0.00191598+0.00432135j -0.0033521-0.00149579j 0.0150999-0.00954916j 0.00704164-0.00432866j 0.00257259-0.00227132j 0.000247866+0.0116154j -0.00271474+0.0109948j 0.0079258+0.00726384j -0.00183452-0.00505065j 0.00100088-0.00364771j 0.00518581+0.00243673j 0.00901164+0.0129711j 0.000796974-0.00488949j 0.000252501-0.00179873j -0.00407753-0.0144928j 0.0014626+0.00535279j 0.00489901+0.00163588j -0.00320468-0.00514105j -0.00765434+0.00108047j 0.000945433+0.00301115j -0.0077398+0.00150134j -0.00226633-0.00340316j -0.00253363-0.00197088j -0.00289415+0.00986943j 0.0115884-0.00752878j 0.00974186+0.0089256j -0.00894874-0.00522312j -0.00509358+0.00917075j 
0.00103916-0.00403383j 0.00409223+0.00116011j -0.000252508-0.00122303j -0.00152126+0.00145719j 0.00863853+0.00429475j 0.000961991-0.00811268j 0.00230389-0.00532857j 0.00902738-0.00587601j -0.00109571-0.00218042j -0.000531916-0.00400025j -0.0120415+0.0036408j 0.000605517+0.00998955j -0.00763232-0.000972676j 0.000482478+0.00196078j -0.000698162+0.000994247j -0.00436069-0.00158087j -0.00719464-0.00718211j 0.000647371+0.00765599j -0.000610528-0.00023068j 0.000994713-0.00737957j 0.00205829+0.001374j 0.00215556+0.00162305j 0.00441601-0.006007j -0.00531005+0.00577576j -0.00301911+0.00507037j 0.00795471+0.000126642j -0.00158212-0.00966849j -0.00395361-0.00015007j -0.00277068-5.64917e-05j -0.00551935+0.00492519j -0.00285455-0.00989236j -0.00562874+0.00240641j 0.00163342+0.00078964j 0.0031136-0.00308045j 0.00151842-0.00276437j -0.00326021+0.00504616j -0.00397154+0.000276836j -0.00496077+0.00224282j 0.00121828+0.00746857j 0.00142121-6.06391e-05j 0.00611618-0.00219496j -0.00922768-0.00239098j -0.00161694-0.00444628j -0.00325925+0.00280686j 0.0162934+0.00207454j 0.000371913-0.00273727j 0.00865552-0.000114899j -0.00651838-0.0107817j -0.00228285-0.00106236j 0.00413873+0.00843495j 0.000521627-0.00774708j -0.00922235-0.00410538j 0.00222936-0.00742414j 0.00545176-0.00834461j -0.00420769-0.00316867j 0.00176271-0.00394257j 0.00737368-0.00860304j 0.000229372-0.00684198j 0.003859-0.00395691j 0.0060197-0.00939837j 0.00189802+0.00279868j -0.00448213+0.00503942j -0.00231628+0.00104802j 0.00889565+0.00813838j 0.000365826+0.00416166j -0.00614423-0.00513136j -0.00844894+0.00191787j -0.00187778+0.00707381j 0.00498846+0.00724669j -0.00835829-0.00440666j -0.00221879-0.00202193j -0.00200675-0.00644281j -0.00259826+0.00278422j 0.00784406-0.00331922j 0.00272037+0.0078006j -0.00143005-0.000183103j -0.000353053+0.00133606j 
-0.00794733+0.010977j -0.0112851-0.00808792j 0.022918-0.00270982j -0.00268946-0.0233844j 0.0038518+8.28051e-05j -0.00436968-0.0131091j 0.0107727-0.00946008j 0.0153164-0.00353046j -0.00887756-0.0108547j -0.00999845-0.00752061j -0.0101867-0.0109424j -0.00382499-0.00226157j 0.0184125-0.0101662j -0.00942078+0.00542692j 0.00516211-0.0110887j 0.00377895+0.00217904j -0.00507161+0.00942585j -0.00550627-0.000663893j -0.00397141-0.00703208j 0.00585514+0.00232603j 0.005644+0.0037407j 0.00693204+0.0110405j -0.00573604-0.0172611j -0.000158226+0.00701344j -0.00164435+0.00423181j 0.00276953-0.014967j -0.00695823+0.0067525j -0.000553732+0.000707784j 0.00230995+0.0109358j -0.000676607-0.00420123j -0.00538294-0.000953562j -0.00581366+0.00167802j 0.00737852+0.000944796j -0.00824033+0.00190556j -0.00578542-0.0168722j -0.00630514+0.0051965j -0.00270568-0.00115209j -0.023574+0.00780782j 0.00254144+0.00555873j 0.000392817-0.00267535j -0.00281837+0.0030283j -0.00462089+0.000201961j -0.00603251+0.00537033j 0.0055268+0.00502685j -0.00334296+0.000723963j 0.0038847+0.00460463j -0.00648737+0.00268185j -0.00383325+0.0058467j 0.00330183+0.00560207j 0.000978463-0.00180554j -0.00892112-0.0127702j -0.0039034+0.00503103j -0.000651128-0.00211801j 0.0014631-0.00931479j 0.00379967-0.00550145j 0.00248444-0.0100671j -0.00636921+0.00144817j 0.00149424-0.00607981j 0.00955889+0.00397379j 0.00118543-0.00793425j 0.0117197-0.00766541j 0.0067475-0.00881413j -0.00486622-0.00673881j -0.00118351-0.00691501j -0.0121182-0.0104217j 0.00956814+0.00778408j 0.00860446+0.00183442j -0.00142385+0.00191134j -0.00347784+0.0174557j -0.00797645-0.00425838j -0.000155999+0.00885234j -0.019452-0.0019218j -0.00166338+0.0103471j -0.0013547+0.0187916j -0.0188621-0.00239669j 0.0108725+0.0201343j 0.0194354-0.0107408j 
-0.00244953-0.000829483j 0.000621652-0.00232403j 0.00838627-0.00321468j -0.00370559-0.00766477j 0.00427816+0.00136736j 0.00252914-0.0100902j 0.00809752+0.000740587j 0.00263955-0.00620359j -0.00855899-0.00922272j -0.00917603-0.00110589j -0.00451942+0.00684468j 0.0144805-0.00034505j 0.00280215+0.00312248j -0.000364555+0.0101734j -0.00575079+0.0025909j 1.16762e-05-0.00159415j -0.00937825+0.0018305j -0.00186104-0.00344287j -0.00136156+0.000572327j 0.00106725+0.00379705j -0.0060426+0.00680371j -0.00541735+0.00995935j 0.00111102-0.00402304j 0.00252082-0.00174142j -0.00676024+0.006631j -0.00380134-0.00225365j 0.00207599+0.004776j 0.00605925-0.00690815j -0.000270283+0.011571j -0.00250698-0.00659627j -0.00317208-0.00477541j -0.000557482-0.00675318j 0.00999198-0.00235067j -0.0071314+0.00250787j 0.00114982+0.00437421j 0.00407375+0.00237037j -0.00172708+0.00120859j -0.0140191-0.00131872j -0.00265148+0.00634995j -0.00477754-0.00719143j -0.00356533+0.00170413j -0.00697681-0.00958669j 0.00391324+0.0049511j -0.00222494+0.000948834j 0.00111984+0.00829146j -0.00203792+0.0105744j -0.00480777+0.00184794j 0.00163853+0.00168501j -0.00356179-0.000385829j -0.00989124-0.000206909j -0.00434972+0.000343083j 0.00500698-0.0064111j 0.00292114+0.00134471j 0.00127566+0.00311997j -0.00544844-0.00203376j 0.00303908+0.00141364j -0.0023138+0.00278846j -0.00251244-0.00936117j 0.00770182-0.00238756j 0.00208491-0.00187298j 0.00977643-0.00492694j 0.000422744-0.00666683j -0.00314159-0.00987257j -0.00336482-0.00756186j -0.000741689-0.0016509j -0.00321411+0.00898932j 0.0126212+0.00190912j -0.0106013+0.000825499j -0.000151881+0.00992734j -0.0107745+0.000197166j 0.00241054-0.00280184j -0.00502076-0.000105385j -0.00500991+0.0137014j 0.00870338+0.0043689j -0.002968+0.0059581j -0.00185605+0.00339169j 0.00367823+0.00182546j 
0.0029951+0.00909261j -0.00913833+0.00273728j -0.00599039-0.0037934j -0.00495904+0.00429802j -0.00133852+0.00258438j 0.00221629-0.00289779j 0.00584975+0.000380057j 0.00864306+0.00636671j 0.0044213-0.0169209j -0.00364359-0.0049018j 0.00699525-0.0066188j 0.00938644-8.12067e-05j 0.014192+0.00176191j -0.00814627+0.00438744j 0.000534304+0.00444236j 0.00493043+0.0105158j -0.00512155+0.00917988j 0.00168148+0.00356336j 0.0130252+0.000429321j 0.00646589+0.0121323j -0.00177907-0.00335574j 0.0054908-0.00597813j -0.00364183+0.000763915j 0.0050272-0.0126315j -0.000693217-0.00366508j -0.00596903+0.00425889j 0.00403537+0.0105657j -0.0103174-0.000901477j 0.0100753+0.00572132j 0.0085197-0.00549207j 0.00726679+0.00405343j 0.000654669+0.00645736j -0.000994201+0.00448407j 0.00279086+0.00352791j 0.00917873-0.00771913j 0.00668322-0.00635788j 0.000275551-0.00444153j 0.00509002+0.00695082j -0.0042312-0.00754894j 0.0021821-0.000517216j 0.00131233+0.00216398j 0.0123137+0.00895053j 0.00161558-0.00361799j 0.00132446+0.000559005j -0.00588112+0.00903212j 0.00344187+0.00922964j -0.00116847-0.00441962j 0.00250613+0.00764778j 0.00547428-0.00971702j -0.00822848+0.000142156j -0.00355461+0.00548593j 0.0026358-0.00471205j -0.00199118+0.00237196j -0.00445707+0.00362757j -0.00525577+0.00128543j 0.000964385+0.00748141j 0.00140433-0.00196347j -0.00333598+0.00115292j 0.00535448-0.00741727j 0.000693999+0.00556878j 0.0106869-0.000650208j 0.00859925-0.00188834j 0.000933649+0.00408434j -0.00649017-0.00727803j 0.00756365-0.00305368j 0.00115337+0.00727034j 0.00981835-0.000650596j -0.0119595-0.00484948j -0.00334383+0.0145892j -0.00291129+0.0039032j -0.00911813+0.00847082j -0.0135617-0.0125015j -0.00743564+0.0109483j -0.00919257+0.00310012j -0.00205537-0.0120723j 0.0186206-0.00190121j -0.00179413-0.0190884j 
-0.00212157-0.00307102j 0.00320247-0.0019969j 0.00275601-0.00384151j -0.00566515-0.00281967j 0.00297236+0.00585725j 0.00251079-0.00470365j 0.00013252-0.00331095j 0.00788388-0.00845903j -0.0100297-0.0110199j -0.00730964+0.00104514j -0.001838-0.00194469j 0.00205166-0.00059151j 0.00671833+0.000199059j -0.00513255+0.00370434j -0.000313881-0.00349585j 0.00130019+0.00174412j -0.00942071-5.6201e-05j -0.0030675-0.000643639j 0.00339518-0.0009823j -0.00963876-0.00597733j 0.000878841+0.00599942j -0.000100193+0.00663404j 0.00151227-0.0149063j -0.00194172+0.0030662j -0.00303639-0.00295849j -0.000207225-0.0042968j -0.0131065-0.00196517j 0.00239003-0.00585087j 0.00954362-0.00144123j -0.00531523-0.00705906j -0.0052118-0.00241866j -0.00974634+0.00289486j 0.00126735+0.00475908j 0.00046112+0.00226071j -0.00334334-0.000826936j 0.000186312+0.00791288j -0.00685461-0.00330335j -0.00233986+0.000277237j -0.00678879+0.00305269j -0.00220378+0.000922231j -0.00372982+0.00552896j -0.00874992-0.0040918j 0.00163714-0.000950296j -0.00533959+0.00676579j 0.00481424+3.2546e-05j 0.000683412-0.00169111j -0.00125368+0.00327846j -0.00179505-0.00080104j 0.00126268+0.00215687j -0.00479117-0.00412017j 0.00391154+0.00302294j 0.00217538-0.0125007j 0.00630021-0.00395072j 0.00952961+0.0027523j -0.00467561-0.00438009j 0.00689496-0.00617405j 0.00489724-0.00735901j -0.00437046-0.0038887j 0.0126857-0.00276486j -0.0110909+0.00201672j 0.00149126-0.00054012j -0.00128886-0.00991866j 0.00319477-0.00226493j 0.00281837-0.00418026j -0.00747573+0.00431516j -0.000163633+0.00451102j 0.00454387+0.00188778j -0.0050986-0.00503906j -0.00400837+0.00942655j -0.00775124-0.00318885j -0.00124607+0.00127866j -0.00762448-0.00269202j -0.00226994+0.00555353j 0.00810333+0.00533342j -0.0056766+0.00809466j -0.00624715+0.00508904j 0.00490697+0.00634069j 
0.00039635+0.0057886j -0.00565841+0.000421193j 0.00158202+0.00915535j 0.00991661-0.00274356j -0.00325127-0.00590684j -0.00195339-0.00116541j 0.00454654+0.00204571j -0.00295298+0.00356415j 0.00200557-0.0036758j -0.00303207-0.000597383j -0.00530503+0.0060182j 0.00596084+0.00638737j -0.00321235-0.0020484j 0.00422804+0.00292034j -0.0050317+0.00777277j -0.00534586-0.00470044j 0.00182847-0.00892284j 0.00127231-0.00173591j 0.00915323+0.00670793j 0.00829077+0.000446777j -0.00933655-0.000396658j -0.00422574-0.00466373j 0.00172973+0.00207583j -0.00227748-0.00723175j -0.00822299+0.00453725j 0.00435082+0.00228255j 0.000539599+0.00689441j -0.00221091-0.00278412j -0.0027746+0.00933433j 0.00306776-0.00401607j -0.00015609-0.00353461j 0.000524421-0.00438027j 0.0083149-0.00429917j 0.00118259-0.000165992j 0.00658583-0.00163231j 0.0080187-0.00210308j 0.00279842+0.00345334j -0.00753161-0.000665201j 0.00279172+0.0038746j -0.00278658+0.000613118j -0.00368146-0.00536867j 0.00866386-0.00359758j 0.00152369-0.00341639j -0.00364861+0.00296742j 0.00291434+0.0051452j -0.0035408+0.00329875j 0.000241271-0.00774611j -0.00329511+0.000465109j 0.00353677-0.00180971j -0.00412237+0.00299021j -0.0063531-0.00572778j -0.00642941+0.0039065j -0.00461775-0.00554151j 0.00280385+0.00405146j -0.00374886-0.0088957j -0.00053343-0.00109149j 0.00145836-0.00930931j -0.00599848+0.00472241j -0.0047163-0.00793052j 0.000143689-0.00768606j 0.00818638-0.00152299j 0.00104918-0.000845627j -0.00340281+0.00159013j -0.00342707+0.000614744j 0.00359092-0.00177657j -0.0032991-0.0013235j 0.00562435+0.00256678j -0.00431747+0.00482198j 0.00645449+0.00907621j -0.00577813-0.000394755j 0.00562562-0.000486039j 0.00030217+0.00431677j -0.00113729-8.4657e-05j -0.00597325-0.00294648j 0.00407942-0.00562005j 0.00939976-0.00115638j -0.000927753-0.00953641j 
-0.00580977-0.0167946j 0.016874-0.00559971j 0.000978458+0.00283839j 0.00453127-0.000302474j -0.00811854-0.00959536j -0.0099019+0.0223881j -0.0202143-0.00474053j -0.00429758-0.00612639j 0.00616639+0.00509828j 0.00199272+0.00499594j 0.00128571+0.00110886j -0.015986+0.00514014j -0.00747267-0.00301508j 0.00234461-0.0143456j 0.00298463-0.00984598j -0.00679758-0.00104539j 0.00045829-0.00715297j -0.00365202+0.00610678j -0.0131089+0.000817164j -0.00271548-0.00510745j 0.0015095+0.00260538j 0.000475438-0.00287067j -0.00346611+0.0046615j 0.00703399-0.00484988j -0.00613535-0.000479948j 0.00326943-0.00142202j -0.000401064-0.00962698j 0.00145412-0.0118947j -0.00072428-0.00298297j -0.0139941+0.0108322j -0.000365696+0.00473173j -0.00550594-0.00185527j -0.0002888+0.00127387j -0.00134762-0.00459152j -0.00579349+0.0015044j -0.00777437+0.0135008j -0.00186479-0.00420802j 0.00113394+0.00142539j 0.00818819+0.0120502j 0.00610234+0.00224201j -0.00580464+0.00393634j 0.00540388-0.00605232j 0.00369025-0.00262422j -0.0100071+0.00204816j -0.00345069+0.00363086j -0.00429861-0.00236802j -0.00294828+0.00375439j -0.0102496-0.00921833j 0.00107184+0.00142256j -0.0032356-0.00696994j -0.00686165-0.0157604j -0.00111349+0.0080642j 0.00168848-0.00961527j 0.00232417-0.00307054j 0.00825159-0.0144686j 0.000311+0.00666749j 0.00860723+0.00303848j 0.00500259+0.0120529j -0.0222859-0.00546282j -0.00602922-0.00194745j 0.0017862-0.00145652j -0.00503854+0.00363891j -0.00353248+0.0149444j 0.0054401+0.0082843j 0.00205624-0.00151342j -0.00588031+0.00156655j 0.00295083-0.00421402j 0.00704843+0.00082042j 0.00784417-0.0158556j 0.00754361-0.00151015j 0.013985+0.000459069j 0.00569959+0.0137982j 0.00220962-0.00231944j 0.000827628-0.000447815j 0.00180836+0.00083346j -0.0180776-0.00492237j -0.00448668+0.017987j 
-0.00422776+0.00650899j -0.00657162-0.00456205j 0.0081243-0.00104721j -0.00210345-0.008861j -0.00017874-0.000655274j -0.00688405-0.0066407j 0.00940285-0.00770271j 0.00484683+0.00592688j 0.000505379-8.44921e-05j 0.00225592-0.00577897j -0.00963675+0.00184209j 0.0118176+0.00940236j 0.00569267-0.00695166j -0.00686861+0.00776689j -0.00371156-0.00514455j -0.0016688+0.00717853j -0.00320263-0.000565425j -0.0105654+0.00133134j -0.00442221-3.97222e-05j 0.00802035+0.0157843j 0.00318123-0.00318465j 0.0102194+0.00225246j -0.00171524+0.00460797j -0.0081123-0.00793231j 0.00288495+0.00992983j 0.00101059+0.00223449j -0.00728195+0.00528296j -0.00271839-0.00772866j 0.00565857+0.00419189j 0.00907541-0.00286514j 0.0104839-0.0116504j -0.00375223+0.000313693j -0.00499391+0.000538199j -0.00506061+0.00137913j 0.00395434-0.00897296j 0.00801935-0.00123261j 0.00379629+0.000412703j -0.00891403-0.000535206j -0.000655694-0.00149127j 0.00261298-0.00310584j 0.00377247+0.00512174j -0.00351778+0.00819344j 0.00379454+0.00616391j 0.00113355-0.00108196j 0.00653453+0.000928391j -0.00682999+0.00448109j -0.00573442+0.0101501j 0.00290728+0.00773678j 0.00238544+0.0106332j 0.00333921-0.00137718j -0.00271787-0.00370045j 0.00199187+0.000207652j 0.00124699+0.000427518j -0.00487004-0.00334078j 0.0030203+0.00841179j 0.00587555-0.00520823j -0.0103181+0.0137076j 0.0033697-0.00174763j 0.00508596+0.00497283j 0.00924231-0.00224081j 0.0102725-0.00237514j 0.00224744-0.0131688j 0.00425672-0.00578423j -0.00374542+0.000227631j 8.9731e-05-0.0105144j -0.00252854+0.00683199j 0.00709913+0.00887851j 0.00517125+0.000661321j 0.0021494-0.000338662j 0.00579482+0.00679525j -0.00408328+0.0152168j -0.0148679+0.000112193j 0.00241953+0.00518273j -0.00171575+0.0095185j -0.00950463-0.00211149j 0.00691837+0.00834439j 0.00812229-0.00679955j 
-0.0113637-0.0142652j 0.0143508-0.0113821j 0.0151002-0.0116818j -0.0127029-0.015099j -0.00217145-0.00224453j -0.0136524+0.000915463j -0.00421631-0.0123523j 0.00378977-0.0106032j -0.00932127+0.000485069j -0.0103646-0.00404076j -0.0132904+0.00197791j -0.00288552+0.00298944j 0.00987828-0.00584116j 0.000716755+0.00334365j -5.28283e-05+0.0055308j -0.00702198-0.00243447j -0.00692585+0.00210982j -0.00558614-1.59737e-05j -0.00138481+0.00475305j 0.00472489-0.00533215j -0.00726864+0.0116539j -0.00675003+0.0172673j 0.00325646-0.00929952j 0.0104965-0.00729912j -0.0108519+0.00677287j -0.00962031-0.0111985j -0.0107244+0.000450804j 0.00713575-0.0129961j -0.00223851+0.000350571j -0.00647735-0.00250232j -0.00299151-0.0014605j -0.00504394-0.00817694j 0.00965501+0.0104955j -0.0106427-0.00413917j -0.00557843+0.00248688j -0.0125564+0.0132803j -0.00710915-0.00425926j -0.00628259-0.00306595j 0.00706845+0.00560321j 0.00310354-0.00253381j -0.00278165+0.00498131j -0.00172407-0.010752j 0.00308016+0.0125857j -0.002122+0.00162124j 0.00513424+0.00468937j -0.00422581-0.00152987j 0.0033244+0.0059168j -0.00653881+0.00592737j 0.00261593+0.00915734j -0.00429174-0.00536459j -0.00822242+0.000710843j 0.00394695+0.00440595j -0.000548567-0.00273251j 0.000206239-0.00655228j 0.00756999+0.00412446j 0.0106167+0.00219251j -0.0056452+0.00064093j 0.00821615-0.00361505j -9.83762e-05-0.00882479j 0.000670991-0.00410092j 0.00311979-0.00976694j -0.00582602-0.00232513j -0.0114537-0.0121791j 0.000769445-0.00640718j -0.00839661-0.0041676j 0.00535903+0.00875663j 0.0105306-0.00595071j -0.0107719-0.00413569j -0.00211593+0.00432814j 0.0024567-0.00309761j 0.00237478+0.00675129j -0.00730103+0.0025128j -0.00305267+0.0062284j 0.0136718+0.00962083j -0.00843212+0.013215j -0.0228756+0.00824176j 0.00820648+0.0231653j 
