-0.000607141+0.00274265j -0.011607-0.00462832j -0.0102599-0.00480262j 0.00489575+0.0007175j 0.0101287+0.00718369j 0.00396726-0.00388662j 0.002813-0.00507063j -0.0060363-0.00484712j 0.00275785+0.00656792j -0.00123407-0.00506256j 0.0068417+0.00824299j -0.0088857-0.000681856j -0.00129684-0.00349413j -0.00519573-0.00251622j -0.00101502-0.00175065j 0.00236168+0.00168206j -0.00470565-0.00142445j -0.000778483-0.00387554j -0.00472021+0.000329833j 0.00205599+0.00142512j 0.00125025-0.000773278j 0.00780738+0.00600013j 0.0012596+0.000989622j -0.00181134-0.0052807j -0.00474526-0.00143264j 0.0103665+0.0111153j -0.00148646+0.00474501j -0.0036932-0.00268471j -0.00534381-0.00605354j -0.00801687-0.0105265j 0.00829899-0.0057592j 0.00231659+0.00851353j -0.0100404+0.000632201j 0.0122711+0.00605534j 0.015306+0.0091197j -0.0124346-0.0105207j -0.00214488+0.015869j 0.0214591+0.00658531j -0.013637-0.003534j 0.00575478+0.0156043j 0.0133674-0.00208052j 0.028725-0.0265723j -0.0102704-0.0184374j 0.0411747+0.0125774j -0.02471-0.0371163j -0.0516132+0.00898925j -0.0422098-0.0154598j 0.00788219-0.0140294j -0.0557952+0.0312294j -0.00907212+0.0412119j 0.06304+0.0449051j -0.0119776-0.00179567j 0.0489643+0.0192413j -0.00381379+0.0160881j -0.0325089-0.0173976j 0.0516419-0.0133338j -0.0043234+0.00189733j 0.00312418-0.0163483j -0.00142371+0.00300518j -0.0140861-0.00025284j 0.00255698+0.0223466j -0.00771197+0.0166423j -0.000957129-0.00678491j 0.0267526-0.00170116j 0.0020817+0.0181098j 0.0160022+0.00333382j -0.0010415-0.00397468j 0.0240251-0.00376041j 0.00683639-0.0084807j 0.0154171+0.010443j -0.00736091-0.00402819j 0.0198917+0.014245j -0.0154501+0.00327935j -0.00646926-0.00100818j -0.0145159-0.00596021j -0.00640818+0.00419842j 0.00437398+0.0197888j -0.0123782-0.00168374j -0.0212864+0.0121386j 0.0219351-0.0129512j -0.000990632+0.0106182j 0.00532242+0.0117138j -0.00657206-0.00696622j 0.00147733+0.00451084j -0.00598023+0.00712494j 0.0036524+0.00373493j -0.0167747+0.0103325j 0.0104863+0.0262729j -0.0129177-0.00492539j -0.00747385+0.0163133j 0.000471077+0.00553984j -0.00999587-0.0272317j 0.00298588-0.00605992j 0.00236773+0.00952834j 0.00203408-0.0338103j 0.0373398+0.00158561j -0.00247164+0.0453502j -0.0489827-0.00958741j 
-0.00312996-0.00377836j 0.00736668-0.00509239j 0.00653263-0.00359826j 0.00178183-0.00568638j 0.000602246+0.0104524j -0.00733839-0.00677727j 0.00718447-0.0213287j 0.00456324-0.0198458j -0.00101523-0.00654902j -0.0178301+0.0147178j 0.00512395+0.0130227j 0.00901233-0.0206544j -0.00445248+0.00161206j 0.0102376-0.0277662j 0.00977917-0.0253904j -0.000609427+0.0035474j 0.0163619-0.0335241j -0.017753+0.00996524j -0.00928848-0.0082899j 0.0226129-0.0254141j 0.00550427+0.00785232j -0.0146609-0.000940997j -0.00290556-0.0182128j -0.0246437+0.0794506j 0.000592567+0.000154607j -0.00687313+0.0296182j 0.0162979+0.0398819j -0.0048775+0.0339428j -0.0239266+0.0148934j 0.00358095-0.00911283j -0.0119029+0.0108109j 0.00649376-0.0204364j 0.0285318-0.0334033j -0.034213+0.0470631j -0.0325609+0.00402092j 0.00702307+0.0118537j -0.023169+0.0316269j 0.026413-0.0435782j -0.00145207+0.0244364j 0.0138253-0.0186859j -0.00119884-0.0125755j 0.0104975-0.0182264j -0.018088+0.0266026j -3.69954e-05-0.0157882j -0.00131284-0.00118869j 0.0104613+0.000580333j -0.00852361+0.00295999j -0.00341036+0.00621375j 0.00992392-0.0029701j -0.00672577+0.0162446j -0.00337674+0.00120205j 0.00340066-0.00804937j -0.00599677-0.0044582j 0.00212527+0.0068226j 0.0142939-0.0132427j 0.00726053+0.00140498j -0.0080571+0.00117125j -0.00450539+0.00161732j -0.0121259+0.00936789j -0.00541356+0.00665115j -0.00484975+0.00673981j 0.0130769-0.00725355j 0.0170619+0.0123928j -0.00408522+0.00467385j 0.0169322+0.0098845j -0.00967094+0.000154071j 0.00134815+0.00745264j 0.0102918-0.00934385j 0.0124476+0.00365423j -0.0166614+0.0138051j -0.010322-0.0108068j 0.00427389-0.00482428j -0.0338429+0.0116603j -0.0219916-0.00733955j -0.0105235+0.00308236j -0.00976286+0.00313395j 0.0155254+0.00257069j 0.0353592-0.0245478j -0.00914174+0.00846646j -0.00483374+0.0126143j -0.0148314-0.00380112j -0.00392869+0.014185j 0.0215951-0.0222359j -0.0130237+0.00834843j -0.0418564+0.027377j 0.0265815-0.0012155j -0.0231067+0.00586623j -0.00444932-0.00870147j 0.00372188-0.0109812j 0.00441174+0.00837669j 0.00242214+0.00330092j 0.00557392+0.00813634j -0.00654384+0.00295235j 0.00710207-0.0043117j -0.0159913+0.00570205j 0.00139146+0.000778933j 0.00260201+0.00101233j 0.00544995-0.00538044j 
0.000249816+0.00384905j -0.00591587-5.03814e-05j -0.00631867-0.00107519j -0.00607822+0.00226j -0.00280831-0.00150104j 0.00157568+0.00321273j -0.00429739+0.00209744j -0.0105407-0.00134889j 0.00536099-0.00327028j 0.0111612-0.00876825j 0.00933383+0.000573995j -0.0110738+0.000542092j 0.00438645-0.00583579j -0.0210233+0.00586625j 0.0136108-0.00349529j 0.0186876-0.0278606j 0.00664214-0.0115762j -0.006271+0.00371203j 0.0135129+0.0033487j 0.0193547+0.0235203j -0.00474635+0.0113265j 0.013173+0.00861604j -0.0233802+0.0187297j 0.0266193-0.0017201j -0.0321887-0.0275857j 5.82421e-05+0.0521901j 0.0160201+0.0522941j -0.0189966-0.000585491j -0.0283834-0.0621609j -0.0171136-0.0107238j -0.062626+0.0168208j -0.0172541-0.00888363j -0.0196716-0.0203832j 0.0224141-0.039906j -0.000371724+0.0279722j -0.00571468-0.0167374j 0.0209779-0.0212041j 0.0126327+0.0342702j 0.0245512+0.0257393j -0.0172557-0.0147396j 0.0238869-0.0200745j -0.0095389+0.00979107j 0.0199191-0.00952766j 0.00598819+0.0146226j 0.00739347-0.00583332j -0.00302086+0.0107249j -0.00150997+0.000595774j -0.00443791-0.00703467j 0.00688555+0.00669843j 0.00381978-0.0108173j 0.00408369+0.00463077j -0.0067151+0.000274315j 0.00454444-0.00169044j -0.000632924+0.000235109j -0.00763518-0.00420582j 0.00505895+0.00128316j -0.00297295-0.0127654j 0.000329968+0.00659885j 0.000230307+0.00581192j 0.00531279-0.00762623j -0.0111188-0.00396123j -0.0142431-0.00607931j -0.00555455-0.0151468j -0.0225331+0.0127938j 0.00807792+0.0147694j -0.0127397-0.0163081j 0.0134837+0.0173184j -0.0134763+0.0221734j -0.0148867-0.0050253j 0.0150039+0.0325125j -0.0168891-0.0189422j 0.00518213+0.00177727j -0.0133609-0.000784944j -0.00979221+0.0150197j 0.0224144+0.0317856j -0.0144526+0.0023462j 0.0154264+0.0151118j -0.0151824-0.00042709j -0.00775763+0.0359422j 0.00553664+0.04126j 0.00601211-0.00639315j 0.00510743-0.0151978j 0.00698122-0.0194398j -0.0138544-0.0130211j -0.0058457-0.00504479j 0.00333585-0.00916883j 0.0251201+0.0049299j 0.0378999+0.00298932j 0.00951191-0.00206846j -0.00226844-0.0106449j -0.000336236-0.0102712j -0.00276331-0.00210414j 0.014724+0.00874722j -0.000701198-0.00206915j 0.00910765-0.00298977j 0.00181535+0.00102411j 0.00659804+7.12911e-05j -0.00309582-0.00265204j 
0.00205392-0.00632761j 0.00244864-0.00399634j -0.00471088-0.00415924j 0.00260044-0.00192735j -0.00334337-0.000591163j 0.00247344+0.0178972j -0.00492686-0.0169401j 0.00937598+0.00471588j 0.00430885+0.00282781j 0.0206779+0.0458961j -5.46837e-05+0.0019922j 0.0187916+0.00358776j 0.0134364-0.00411744j 0.00179197-0.0284361j -0.00351383-0.0114975j -0.00565878+0.0131404j -0.00810913+0.000167027j 0.00150694+0.0187547j 0.0361539+0.0262552j 0.0172565-0.0141531j -0.0125469-0.025718j 0.0138931+0.0304657j 0.0155427+0.00514107j -0.0249687-0.0237919j -0.0189175-0.00978781j 0.0230356-0.0106162j 0.0205367-0.0266214j 0.00478581-0.0212671j -0.045956+0.0106251j -0.0145174+0.00610647j -0.0025786-0.0570169j 0.00810403-0.0364317j -0.0203134-0.037289j -0.0345825-0.000174319j 0.0352934+0.0468936j -0.0253219-0.0333273j 0.00797584+0.069958j 0.012465-0.00679475j 0.0196569+0.0113857j -0.00243279-0.000596751j -0.00229995+0.0316514j 0.0105776-0.0191703j -0.00310068+0.0314795j 0.00421761-0.0202417j 0.0171006+0.026147j 9.62654e-05-0.0175386j 0.00156427+0.0140411j 0.00753688+0.0227755j 0.0094188-0.00549454j -0.00547419+1.70025e-05j 0.0131627+0.0172669j -0.00618078-0.0076175j 0.000287693-0.0079705j -0.00531115+0.00017047j 0.00542917-0.010833j -0.00283434+0.00146265j -0.00111504+0.00425055j 0.00852627-0.00350611j 0.0181261+0.0196974j -0.0181432-0.00295597j -0.00775857-0.0194378j 0.00598914+0.00209668j -0.0232424-0.0122212j -0.00677521-0.0309472j -0.00461322+0.00941475j 0.0136727+0.00266023j -0.000284745+0.0159259j 0.0099109-0.00962808j -0.0263297-0.0312847j 0.00998756+0.0127461j -0.0176454-0.00487767j 0.00959689+0.00554672j -0.00303831+0.0107025j 0.0106882+0.0112306j 0.00758186+0.00705005j -0.00791239-0.0205403j 0.00463954-0.000752176j 0.0039808+0.00734023j 0.00431328-0.00211591j -0.0161723-0.0156871j -0.0157441-0.0130011j -0.0099127+0.0355516j -0.00887083+0.0155988j -0.0111532-0.00832557j -0.0266601-0.0082464j -0.0148404-0.00621518j 0.0147335+0.00356424j 0.0197312+0.00987571j 0.0273454-0.00231757j 0.0191204+0.0152656j -0.0227278-0.00404144j 0.00300601-0.000613107j 0.021678+0.00194104j 0.0119216+0.00998632j -0.00821601+0.00992923j -0.00360352-0.00438486j 0.00164991+0.0060757j 0.00408674+0.000343797j 
0.00429922-0.00124477j 0.00122725+0.00258651j 0.00248362+0.00217592j 0.00338678-0.00803753j 0.00334072-0.00820438j 0.000877816-0.00165672j 0.00130321+0.0101786j -0.00520147-0.0101032j -0.00442005+0.00483336j -0.00664952-0.0101501j 0.00769766+0.00752909j -0.017322-0.00297342j -0.0117142+0.0102295j 0.00550957-0.00975192j -0.00477005+0.0358516j -0.0159337+0.0264375j -0.0140532+0.018725j 0.00335173-0.0237638j -0.0110839-0.00835503j 0.00196133+0.00283797j 0.0166836+0.00714052j -0.0152236-0.0033151j 0.000811911-0.0220927j 0.0304015+0.0339344j -0.0213961-0.0206492j 0.0309746-0.0160231j 0.0341606+0.00951208j 0.0256614-0.0191078j -0.0350911-0.0155984j -0.003315-0.00182126j 0.0181339-0.0524107j -0.0258378-0.0191941j -0.0344171+0.0229035j -0.0135446+0.0327478j -0.00598243-0.0558483j 0.0139768+0.0170817j -0.00996585+0.00705511j 4.70508e-05+0.0210545j 0.00313822+0.0210559j -0.0152963-0.00467587j -0.0248368+0.0400118j -0.00120975+0.0167719j -0.00286188+0.0142006j 0.00442967-0.00893128j -0.0166431+0.00798636j 0.0063382-0.00845676j -0.000657518-0.0112272j -0.0108018-0.0160199j -0.000137048+0.00432205j -0.0128829+0.00270936j 0.0022563-0.00741007j -0.00100952-0.00285815j -0.00337794-0.00777513j 0.00649185-0.00441311j -0.0117479+0.00441674j -0.00468152-0.000264392j -0.0102007-0.0116469j 0.0109629+0.00392927j 0.0165972-0.00936909j 0.00957013+0.0123743j 0.00660953-0.00227825j -0.0106402-0.0125404j -0.00800704-0.00090584j 0.0333917+0.00415275j 0.00440052+0.00575728j -0.0188657-0.00872221j 0.0132244+0.00301201j 0.0156715-0.0128626j 0.00858997+0.0153649j 0.0202907+0.0140925j -0.000385024-0.0180599j -0.00752801-0.00949851j 0.0158966-0.0159991j 0.0332353-0.0087281j 0.0289615+0.00782768j 0.011688+0.00100253j 0.0100498+0.0100395j -0.0144267-0.00826845j 0.0320098+0.00107257j 0.0454268+0.0169843j -0.0248259-0.00934279j -0.00867533+0.00940024j -0.0236058+0.0219869j -0.0381351+0.000795871j -0.0117117-0.0144723j -0.0184525+0.0038581j 0.00670371+0.0113499j -0.0132541-0.000960562j -0.0208525-0.00682758j -0.0194135+0.00545644j -0.00561126+0.00895805j 0.0158891-0.00370614j -0.00751294-0.000257696j -0.0116667+0.0011456j 0.00327642-0.000460135j 0.00548828+0.00202295j -0.0039191+0.000699006j -0.00501058+5.94212e-05j 
-0.0013568-0.00412598j 0.00156432-0.000739063j 0.00183106+0.00185173j -0.00206978-0.000388678j -0.00272582+0.00517718j -0.0031779-0.000694663j -0.00553154-0.0134946j 0.000904834-0.00356763j -0.00473603+0.00122986j 0.0043587+0.0209279j -0.00172095+0.0228984j 0.00884476+0.00537498j 0.0164396+0.00923779j -0.00234997-0.0195582j -0.00509654-0.00518299j 0.0217796+0.0196625j 3.64207e-05-0.0215148j -0.00987519-0.0113513j 0.005373+0.0290508j -0.0133534+0.00591218j -0.0258364-0.0261881j 0.0160758+0.014731j -0.00414821-0.0116227j 0.022868+0.0289485j 0.0374806-0.00659435j 0.000112789+0.0334095j 0.00513453+0.0527495j 0.0370152+0.0308183j 0.0668388-0.0345246j 0.0195356+0.000842845j -0.000520573-0.0598216j 0.0331642+0.00302579j 0.0343711-0.0176058j -0.0241285-0.0489667j -0.00700739+0.00860023j -0.00721668-0.0133679j -0.0158383+0.0136253j -0.00230656+0.0280223j -0.0149437+0.0191022j 0.0122269+0.00128821j 0.00218506+0.0139668j 0.0105195+0.0168219j 0.00082892+0.0123764j -0.0074464-0.00149259j 0.00178421+0.00468244j 0.000886573+0.00485226j 0.00636525+0.0061681j 0.00347834+0.00570768j -0.00123527+0.00146412j 0.00269936-0.00186235j -0.000916821+0.00631183j 0.00264821-0.00752424j -0.0043963+0.0038633j 0.00285458+0.00551841j -0.0012931+0.00386269j 0.00234607+0.00438209j -0.0103462-0.00740209j 0.00975405-0.0118522j 0.0089484+0.0124465j 0.00275582+0.0126347j -0.0174789+0.00426589j 0.000859752+0.0223641j -0.00235804+0.016044j -0.00896208-0.0118825j 0.0181081+0.0171613j -0.0249256+0.0178779j 0.00532333-0.0154573j -0.00409602+0.00682439j -0.0186027-0.00263738j 0.0158996-0.0159054j -0.0165966+0.0104344j 0.00286172+0.0131893j -0.0111547+0.0140082j 0.0134477-0.00743839j 0.0178435-0.0200639j 0.00994483+0.0313333j 0.00347397-0.0216414j -0.00128894+0.0369551j -0.0100017-0.0222363j 0.0443136-0.00422928j -0.00901102+0.0129364j 0.025568+0.00832689j -0.0130757+0.00311671j 0.017257+0.0134997j 0.00227983+0.0116289j -0.010221-0.00566298j 0.00146849-0.0086361j 0.00675519-0.0127681j 0.0126056-0.00106129j 0.00914295+0.00282348j -0.00128022-0.00204515j 0.0103688-0.00262345j 0.00742467-0.00203252j 0.00135427+0.00394331j -0.0020232-0.00244865j -0.00058163-0.00230413j 0.00205925+0.00369034j 0.00622687+0.000111232j 
0.000778928-0.00240594j 0.000887499+0.00251365j -0.00230072+0.00702633j -0.000791677+0.00963127j 0.00566118+0.00320505j -0.00787628+0.00979734j 0.00642289-0.00658369j -0.00654137+0.00851441j -0.00305835+0.00310532j -0.0120285+0.0268578j 0.0188338-0.0102796j -0.0122019+0.0132904j 0.00743687+0.00988137j -0.0135325-0.00810407j 0.00889652+0.0222269j 0.0119903+0.0265035j -0.00806222+0.0102574j -0.0228279-0.0015636j -0.0147566-0.00353524j -0.00560986-0.0492212j 0.000982412-0.0198971j -0.003679+0.0229725j -0.0192495+0.0182694j 0.0697399+0.00361763j -0.00611018+0.0342694j 0.0247195+0.00990448j 0.0611978-0.000128523j 0.0394573+0.0212837j -0.0212813+0.0489758j 0.00193074+0.0426923j -0.0130119-0.00956275j -0.00666629+0.023287j 0.0190211+0.0260811j -0.0106498-0.0338727j -0.0279781+0.00123066j 0.0116701-0.0249451j -0.0237011+0.0225984j 0.0265093+0.00798847j 0.00390409-0.0197354j -0.00636838+0.0258071j -0.00829409+0.00965492j 0.00706125+0.0150874j 0.00218521+0.00398573j -0.000152863-0.00825531j -0.00740565-0.00728532j -0.00126527-0.000998454j 0.00160083-0.00136824j -0.00682832+0.0161241j 0.00410666+0.00225619j 0.00666329-0.0100214j -0.00025161-0.00287581j 0.00561086-0.00311981j 0.00720063-0.0151071j -0.00240727+0.0056706j 0.00435399+0.00325444j 0.0102694-0.00159781j 0.000999929-0.0222567j 0.00300914-0.00569224j 0.0101845+0.00647631j 0.00732705+0.0167471j -0.00124898-0.0156754j 0.00498365+0.00361633j 0.00539211+0.0161887j -0.0182956+0.0027468j -0.011006+0.0112327j 0.0145261-0.0157984j -0.0262319+0.00665499j 0.0302707-0.000227045j -0.0113756+0.0150126j -0.0214514+0.00500198j 0.00657838-0.00760078j 0.00706748+0.00635543j 0.0204674-0.00874029j -0.00333185+0.0045962j -0.029586+0.0287759j 0.0102311+0.0168452j -0.0317456+8.57251e-05j 0.0157066+0.0123206j -0.0355717-0.000957701j -0.00142635+0.0381992j -0.0041991-0.00144962j 0.0102227+0.00876997j -0.00403322-0.0103083j 0.00444482-0.021749j 0.00793923-0.00101416j -0.0167494-0.00665867j -0.00997293+0.000982521j -0.00970585-0.00218604j 0.0027979-0.0143805j 0.0205269-0.00932505j 0.00806848+0.0019248j 0.0115164+0.00386379j 0.0042077-0.00400557j -0.00105377+0.00141397j -0.0047232-0.000385955j 0.00460041+0.000607499j -0.00323031+0.000735855j -0.00362631+0.00434738j 
-0.00293399-0.00111043j 0.0068166-0.00232535j 0.00423695-0.00155195j -0.00151891+0.00791981j 0.00409832-0.00793203j -0.00927284+0.0111309j 0.0166629-0.0057391j 0.00299025+0.0086716j -0.0155712-0.00579521j -0.0391074+0.0285064j -0.0012298-0.0169655j -0.00768046+0.0115674j -0.00185933+0.0101108j 0.0179327+0.00576118j 0.00962246+0.0244417j -0.0097748-0.000137891j 0.00139656+0.00132402j -0.0167312+0.01968j -0.0509138+0.00254704j -0.00152831-0.0108258j 0.0206027+0.0073038j -0.0365557-0.000521301j -0.0209729+0.0207243j 0.0188819-0.0284124j 0.0109093-0.0356038j -0.0234762-0.0274996j -0.00628915-0.0184818j 0.00573024-0.0207267j 0.00477473-0.0433215j 0.00428612-0.0246361j 0.0380181+0.015845j 0.0167078-0.0142819j 0.0356801-0.0300872j 0.0208269+0.0197706j -0.050591+0.0396884j 0.0297665-0.0205916j -0.0415674+0.0559983j -0.00318062-0.00257603j -0.0101164+0.0323468j 0.0112249+0.00354777j -0.0257658+0.00294037j 0.00646664+0.0012867j -0.0179391+0.0137979j -0.00460036+0.00514913j -0.00672431+0.00424737j -0.0054151-0.00897184j 0.001181-0.0112777j -0.00623604+0.00824635j 6.26085e-05+0.000293687j 0.0111594-0.00146374j -0.011199-0.0021926j 0.00760169-0.0144969j 0.0100702-0.00586455j -0.00261972-0.00507808j 0.0119204+0.00758394j 0.00462899-0.0143068j 0.0116546-0.0109683j 0.00636204-0.0113312j 0.00833713-0.00837108j -0.00330361+0.00920431j -0.0144403+0.0127954j -0.00979771-0.00237741j -0.0177139+0.0155718j -0.00159539+0.0138334j -0.0208305-0.000784551j 0.00344878-0.0130114j 0.0110283-0.00658941j 0.00813994-0.00587787j -0.00470552+0.028885j 0.033634-0.00864136j 0.0017358+0.0241019j -0.00760201-0.00896685j -0.00729405+0.000184244j -0.000865776-0.0132088j 0.0134022-0.0124344j -0.0426358-0.00914704j 0.0191023-0.0112088j 0.00567553-0.00750758j 0.0183101-0.0067788j -0.0129456+0.00617648j -0.0130504+0.000565483j -0.00367825+0.00240605j 0.0439259+0.00768404j -0.0105606-0.00232962j -0.0184973+0.0177529j -0.00412693+0.00699114j -0.0167636-0.00943585j 0.0113741-0.0215492j -0.00117622-0.0195639j 0.011677-0.00959087j 0.00855851+0.0110357j 0.0203995-0.00329494j -0.00509368-0.00986466j -0.00367091-0.00477838j -0.00683694+0.00367873j -0.00060503+0.00354315j -0.00610603-0.00218379j 0.000208938+0.00222573j 
0.00015938-0.000216572j -0.00323615+0.00315495j -0.00218713+0.00571907j 0.00184974+0.0037963j 0.00488702+0.0177097j -0.0034221-0.00828628j -0.00895655+0.00249278j -0.00533295-9.86798e-05j 0.0158775+0.00950139j 0.0169566-0.0154232j 0.00789218+0.00588617j 0.00414124+0.00396064j 0.00329096-0.0320669j -0.0220868+0.000788712j -0.00175581-0.0123474j 0.0276319+0.0232843j -0.0130571-0.0180246j 0.00622912+0.0189505j 0.0268236-0.00222947j -0.0321429-0.0504662j -0.0482833-0.0482873j 0.0245938-0.0317493j -0.0090853-0.0340366j 0.0178305-0.0465382j 0.0160578+0.0210478j 0.0184563-0.0273114j 0.0440332+0.0190433j 0.0346888+0.00820475j 0.0143732-0.0196714j 0.0110914-0.0114174j -0.0284239+0.0198294j -0.00841663-0.00409247j 0.0201096+0.0408374j -0.0265727+0.0246562j 0.00882201-0.017937j -0.0195294+0.00607428j 0.0123758-0.00687581j 0.0128159-0.0234559j -0.00741857-0.0234177j 0.00128013+0.00385326j 0.0160974-0.00386837j 0.00581562+0.00660067j 0.00894799-0.00977794j -0.000361148-0.00444194j -0.00529473-0.0160185j 0.00819649+0.0158176j 0.00138879+0.00829552j 0.00787564+0.00557768j 0.00115195+0.00501228j -0.00344046-0.00559063j 0.00417384+2.99166e-05j 0.00429165+0.0139814j -0.00250227+0.00468623j 0.00724704+0.0167054j 0.00482316+0.00535939j 0.000704019+0.0171435j 0.00589954-0.000476253j -0.00390533+0.00715703j 0.00311485+0.0171464j -0.00708454+0.000418116j 0.0176372-0.020317j 0.00657356+0.0224473j 0.0154354+0.0136611j 0.011013-0.000145515j -0.00794094+0.000460678j -0.00246926-0.00559845j -0.00895957-0.00870106j -0.0157278-0.00452264j 0.00734002-0.00627828j 0.0162195+0.00637912j 0.0258602+0.00288617j -0.0378733+0.012049j -0.0332185-0.016644j 0.0274127+0.0177441j -0.00899727+0.00103513j -0.0297628+0.0226305j 0.00605009+0.000479913j 0.00208673+0.0190493j -0.0124488-0.0151471j -0.00591827+0.0120176j 0.0210591+0.00818604j 0.00293872+0.00630184j -0.0100536-0.0159963j 9.56367e-05+0.00767375j 0.00109356+0.000973568j 0.00753336-0.00917238j -0.0176051+0.00379274j -0.0121636+0.00722844j 0.00394942+0.00785476j 5.85558e-05+0.00578477j 0.00255471-0.0055039j -0.00871104+0.00637595j 0.000794073+0.00218196j 0.0057157+0.00538664j -0.00179152-0.00780307j 0.00497501-0.00140134j 0.00260608-0.000144125j -0.00122952+0.000556195j 
-0.00237061+0.00406157j -0.00132402-0.00140332j -0.00123011-0.00473694j 0.00019851+0.00323091j 0.00714053+0.00703853j 0.00600844+0.0200978j -0.0036861+0.0140018j -0.0111289-0.0139759j 0.0149331+0.0135514j 0.00608061-0.00939267j 0.010335+0.00115154j -0.00563814-0.0267286j -0.0111512-0.0435023j -0.0179513-0.011294j 0.0091926+0.0121137j 0.0115211-0.00482342j 0.0190316+0.0442161j -0.00825928+0.0135092j 0.00847932-0.0290197j -0.0144217-0.0297792j -0.000930381+0.0614201j 0.0168295+0.0103113j 0.0141622+0.0324804j 0.0108088-0.0153309j 0.0163079-0.0236264j 0.0377733+0.0712233j 0.00757856+0.00701267j 0.00810798-0.0116858j 0.0172944-0.0444497j 0.0247803+0.00920437j -0.0196517+0.0146528j 0.00919977-0.00691977j -0.00276379-0.0215803j -0.00731407+0.0489703j -0.0160263-0.0257767j -0.00822595+0.0103603j 0.013718+0.0117147j 0.00723388+0.00613518j -0.000883274+0.0142258j -0.000565371-0.0273199j 0.0025732-0.0110962j 0.00317955-0.000640304j 0.00407001+0.00173632j 0.00105132+0.00116294j -0.0120252-0.019322j 0.00665499+0.0130878j -0.0010167+0.00893759j -0.00182764-0.0129659j 0.00785003+0.00807935j -0.00956119-0.00684139j 0.00420129+0.00403287j -0.000294523+0.000791185j -0.00341878+0.000610409j 0.011126+0.00661312j 0.00538356-0.00165175j -0.00874282+0.0186771j 0.00841302-0.00208832j 0.00595503+0.0039517j -0.00491246-0.00488806j -0.0158106-0.00774417j -0.00182099-0.0159473j -0.0151807-0.0137795j 0.0145009-0.00301517j -0.00831835-0.0059926j -0.0175811-0.00609892j 0.00945884+0.0130305j 0.00835305-0.0210569j 0.0270193+0.0426696j 0.00250836+0.00485667j -0.0117337-0.00688537j -0.0430703-0.0270142j 0.00689396+0.0200727j 0.0342759+0.00880195j -0.000795655-0.00726756j -0.0171757-0.0281917j -0.00221175+0.0224597j -0.0110238-0.00552744j -0.0249038-0.00118105j 0.0337367+0.00167345j -0.00890981+0.00928244j -0.0122641+0.00295106j -0.0113682-0.00186198j -0.00518859-0.0156022j -0.0138032+0.014382j -0.0247893+0.00718846j -0.00601168-0.00565928j -0.00386505+0.00569129j 0.0113054-0.00322982j -0.0138107+0.00222334j -0.00923953+0.00737876j -0.00483698-0.00260492j 0.00385462+0.00146877j -0.00322151+0.00576542j 0.00192808-0.00164569j 0.00175958-0.00360908j 0.00240098+0.00360497j 0.00403481-0.00571707j -0.00526162-0.00484707j 
0.00174813-0.00138764j 0.00145423+0.00485793j -0.000273327+0.00471252j 0.00527962+0.00905376j 0.00288996+0.00903932j 0.00707919+0.00933418j 0.00440444-0.00324532j 0.00440766-0.00202072j 0.00568377+0.00397164j 0.00296914+0.0120151j -0.0123428+0.00769866j 0.00431709+0.0160953j -0.0127969+0.00262957j 0.00483962-0.0164599j 0.0137043+0.0149319j 0.0138362+0.0482416j 0.017047+0.0106655j 0.0152002-0.00485358j -0.00424075+0.0107403j -0.0391743-0.0780001j -0.0105863-0.0100669j -0.0128592-0.00330912j 0.00410868+0.0179026j -0.0402311+0.0222229j -0.00254564+0.00698199j -0.03767+0.0180437j -0.0130947+0.0509206j -0.010826+0.0760443j -0.0204594-0.0427183j -0.00733608+0.0410902j 0.0435303+0.00669895j -0.00781969+0.0100207j 0.00634168+0.00780772j 0.0296575-0.0389511j 0.00202045-0.0211774j -0.00875042+0.0154298j 0.00427428-0.00273331j -0.0125473+0.00982507j -0.0119151-0.0289222j 0.000108631+0.00638958j -0.00931497-0.0201198j 0.00188902+0.0293106j -0.00283872-0.000566294j 0.000539333-0.00150137j -0.00939923-0.0275924j -0.00226096+0.00657415j 4.16195e-05+0.00497806j -0.00437669+0.00599836j -0.00220955+0.0100264j -0.00404531-0.00429589j 0.000349067+0.00118796j -0.00206152-0.000881538j -0.000169077+0.00235461j 0.00948184+0.0113216j 0.0126693+0.0181917j -0.000568793-0.00249203j -0.00566687+0.00116231j 0.000545787-0.00167359j 0.0243678+0.0215601j 0.001785+0.0105198j -0.00977432-0.00867113j -0.0054333+0.00044665j 0.013365+0.00484309j -0.0167458-0.00122515j -0.0103547-0.0381781j -0.0247038+0.0181428j -0.001001+0.0085724j 0.0287728+0.0122923j 0.00198389+0.0231432j 0.00225891+0.0173778j -0.0266575+0.00104716j -0.0122188+0.000711651j 0.000800044-0.0300728j 0.0128638+0.0119848j -0.0140092-0.00225883j -0.00713557-0.015274j 0.0123176+0.0154471j 0.00339041+0.00336j 0.00892272+0.0206179j 0.0193525-0.0200037j -0.0178458+0.0156367j 0.0240833-0.0189514j 0.00624374+0.00826398j 0.0107539-0.00171247j -0.0162748-0.00852372j -0.0301932-0.00578237j -0.00458186-0.00584804j -0.00391692+0.00394691j 0.00401657+0.000222241j 0.010643-0.00348631j 0.00925822-0.00648448j 0.00952611+0.00613015j -0.0114203-0.0014504j 0.00173393+0.000584956j -0.00138547-0.0048979j 0.00457151+0.000139529j -0.00452635-0.00358155j -0.000821291+0.00123341j 
