-0.000607141+0.00274265j -0.011607-0.00462832j -0.0102599-0.00480262j 0.00489575+0.0007175j 0.0101287+0.00718369j 0.00396726-0.00388662j 0.002813-0.00507063j -0.0060363-0.00484712j 0.00275785+0.00656792j -0.00123407-0.00506256j 0.0068417+0.00824299j -0.0088857-0.000681856j -0.00129684-0.00349413j -0.00519573-0.00251622j -0.00101502-0.00175065j 0.00236168+0.00168206j -0.00470565-0.00142445j -0.000778483-0.00387554j -0.00472021+0.000329833j 0.00205599+0.00142512j 0.00125025-0.000773278j 0.00780738+0.00600013j 0.0012596+0.000989622j -0.00181134-0.0052807j -0.00474526-0.00143264j 0.0103665+0.0111153j -0.00148646+0.00474501j -0.0036932-0.00268471j -0.00534381-0.00605354j -0.00801687-0.0105265j 0.00829899-0.0057592j 0.00231659+0.00851353j -0.0100404+0.000632201j 0.0122711+0.00605534j 0.015306+0.0091197j -0.0124346-0.0105207j -0.00214488+0.015869j 0.0214591+0.00658531j -0.013637-0.003534j 0.00575478+0.0156043j 0.0133674-0.00208052j 0.028725-0.0265723j -0.0102704-0.0184374j 0.0411747+0.0125774j -0.02471-0.0371163j -0.0516132+0.00898925j -0.0422098-0.0154598j 0.00788219-0.0140294j -0.0557952+0.0312294j -0.00907212+0.0412119j 0.06304+0.0449051j -0.0119776-0.00179567j 0.0489643+0.0192413j -0.00381379+0.0160881j -0.0325089-0.0173976j 0.0516419-0.0133338j -0.0043234+0.00189733j 0.00312418-0.0163483j -0.00142371+0.00300518j -0.0140861-0.00025284j 0.00255698+0.0223466j -0.00771197+0.0166423j -0.000957129-0.00678491j 0.0267526-0.00170116j 0.0020817+0.0181098j 0.0160022+0.00333382j -0.0010415-0.00397468j 0.0240251-0.00376041j 0.00683639-0.0084807j 0.0154171+0.010443j -0.00736091-0.00402819j 0.0198917+0.014245j -0.0154501+0.00327935j -0.00646926-0.00100818j -0.0145159-0.00596021j -0.00640818+0.00419842j 0.00437398+0.0197888j -0.0123782-0.00168374j -0.0212864+0.0121386j 0.0219351-0.0129512j -0.000990632+0.0106182j 0.00532242+0.0117138j -0.00657206-0.00696622j 0.00147733+0.00451084j -0.00598023+0.00712494j 0.0036524+0.00373493j -0.0167747+0.0103325j 0.0104863+0.0262729j -0.0129177-0.00492539j -0.00747385+0.0163133j 0.000471077+0.00553984j -0.00999587-0.0272317j 0.00298588-0.00605992j 0.00236773+0.00952834j 0.00203408-0.0338103j 0.0373398+0.00158561j -0.00247164+0.0453502j -0.0489827-0.00958741j 
-0.00446747+0.00426021j -0.0037433-0.00438706j 0.00145322-0.00435081j -0.00520873-0.00746717j -0.00867632-0.00230447j -0.0134755+0.00388947j -0.0150668-0.00422346j 0.01202-0.0137658j -0.0105209+0.0130155j 0.0123856-0.0195931j -0.0152444-0.0431053j 0.00598155-0.0203828j 0.0330194+0.043772j 0.0125342-0.00533337j -0.00779029-0.0140935j -0.0121323-0.0512296j -0.0505295+0.013238j -0.00375693+0.00480015j 0.00220013-0.0178908j 0.0332866-0.0056607j -0.064832+0.0362232j -0.00696283+0.00809759j -0.0482297+0.0209503j -0.0142384+0.0167455j 0.0129674-0.0187754j -0.044752+0.0182566j -0.0024986-0.0092047j 0.00482026-0.0222168j 0.0270194-0.0124483j -0.0179644+0.010882j -0.0149209-0.00246037j -0.000109714-0.0297179j 0.0253805-0.0207997j -0.033394-0.00528269j 0.0278901-0.0162342j -0.0159581+0.0176613j 0.000187536-0.018956j -0.00825029-0.00215258j -0.00397384+0.000847709j 0.0216737-0.024813j 0.0107973-0.00950441j -0.00714267-0.0120493j 0.00415186-0.00378405j -0.00664654+0.00584023j 0.0124541+0.0147358j -0.0013666-0.00442218j 0.0010176+0.00563211j 0.0107571-0.00726397j -0.00530297-0.0114936j 0.00293077+0.0154095j 0.00580652+0.0119888j 0.0115832+0.0160749j -0.00296335-0.00155912j -0.00553792-0.0356854j 0.000637228-0.0169486j -0.0218424+0.00212617j -0.000346033-0.00677072j -0.0166521-0.00382867j -0.0163577+0.00234253j -0.00305695-0.0121473j -0.00779086+0.007143j 0.00942608-0.0104774j 0.0252786-0.00512905j -0.0274074-0.00438846j 9.32677e-05+0.0297909j 0.00681431+0.00355955j -0.00862643-0.00989998j 0.0240031-0.0227551j 0.0170579-0.00709312j 0.00649859+0.0237202j -0.0313332+0.0462812j -9.36447e-05-0.0311065j 0.0120994-0.0296885j -0.00475356-0.00837594j -0.00494033+0.0151378j 0.0132277-0.00684599j -0.00788784+0.00930973j -0.0236659+0.0141837j 0.0132234-0.0338916j 0.0197177+0.00217275j 0.00871054+0.0188624j -0.00168873+0.0111647j -0.0156718-0.00292483j 0.0116877+0.0091385j 0.00254652+0.0163078j 0.0044348+0.0151044j 0.00822962-0.000649455j -0.0125826-0.00668163j 0.0104838+0.0144409j -0.00646886+0.00470907j -0.0115669+0.00141631j -0.012018-0.00542075j -0.00402333+0.00498723j 0.00414849-0.00435131j 0.00602352+0.00428177j -0.0121759+0.000651709j 0.00754497-3.17031e-05j 0.00368106-0.00206339j 
-0.00220276+0.00367166j -0.00304695-0.000561677j -0.00374503-0.00564146j -0.000852262+0.00731451j 0.00707984+0.00203095j 0.005765+0.0310406j -0.00414857+0.021838j -0.00451434+0.00111166j 0.0065053+0.0241366j 0.0108257+0.0129694j 0.013236+0.0124181j -0.0107857-0.0429126j -0.0180164-0.0269183j 0.00712643+0.0183204j 0.00129083+0.0745509j 0.013423+0.0314605j -0.00645929+0.0202057j 0.000390919-0.0327939j 0.00170781-0.0253932j 0.0132872+0.0287077j -0.0319519-0.00213356j 0.00188712-0.00725888j -0.0412279-0.0186739j -0.0280699+0.0126938j 0.0117668-0.0209978j 9.0535e-05+0.0386226j -0.000695998+0.00820681j 0.00333875+0.0514704j 0.0184402-0.00657963j -0.00829337+0.00132724j -0.0136491+0.0471061j 0.00603948-0.000918807j 0.0212144-0.00569337j 0.00787476+0.0252061j 0.0149395+0.0108416j -0.0150693-0.00270282j 0.0110682+0.000557731j 0.000291912+0.00747739j 0.0010041+0.0114575j 0.00607296-0.0129437j 0.00227407-0.0186261j -0.00248618-0.0010027j -0.000629555+0.0049639j 0.000191885-0.00280301j -0.0046107-0.0201207j 0.00373899+0.00478555j 0.00170305+0.0128686j 0.00695179-0.0125844j 0.00915823+0.00978311j -0.00746123-0.00443494j 0.00752895+0.00364158j -0.000606267-0.0218176j -0.00938403+0.0052258j 0.0118012-0.0143905j -0.0107478+0.00864988j -0.0168497+0.0244532j -0.0181388-0.0116253j 0.0479886+0.0243455j 0.0377206-0.000523299j 0.00433638-0.000232651j 0.00260844+0.0101583j -0.0261569-0.00506534j -0.0229427-0.012288j 0.00720772+0.0272891j -0.00338954-0.00485357j 0.0245799+0.0206149j 0.0107032-0.0115659j -0.0187524-0.00912645j -0.0119172+0.00433748j 0.000944263+0.0101677j 0.0537061+0.0202602j 0.00147937+0.00232109j -0.0166519-0.0257787j -0.0523128-0.0149173j 0.000722094-0.00184514j -0.0103344-0.00246362j 0.00828013+0.00304106j 0.0108376+0.0077567j -0.0174264-0.00624503j -0.00865865-0.0042882j 0.0113424+0.0172498j 0.00568502-0.00662294j 0.0232163-0.00973215j -0.000425325+0.00526164j -0.00988548+0.0100278j 0.00369255+0.00412169j 0.00634547-0.00168512j 0.0182408-0.0013841j -0.00275816+0.00423032j 0.000456462+0.00851297j -0.00132626-0.00234084j 0.00279254-0.00052428j -0.00203755+0.00717708j 0.00389839+0.000490106j 0.00110272-0.00354924j -0.00136749+0.00249994j 0.00378367-0.00534503j -0.00444693-0.00256836j 
-0.000516296+0.00223965j 0.00284106-0.000154905j 0.00175309+0.00227846j 0.00956829+0.00116062j 0.00283424-0.00610489j 0.00906285-0.0183253j 0.0100674+0.0229024j -7.42722e-05+0.0203319j 0.0190615+0.00754086j 0.002432-0.0230503j -0.0260123-0.0227829j -0.0155917-0.00084768j 0.000960824-0.0273329j -0.0104992+0.0036118j 0.0269601+0.0214224j 0.022737-0.0267287j 0.00458812+0.0135066j 0.012595+0.0411954j -0.0277665-0.00129683j -0.0810515+0.0333576j -0.0170832-0.0279537j -0.00608958+0.0579634j 0.0030756-0.00477925j -0.00793966+0.0117081j -0.00784693-0.043826j 0.0182172+0.0302805j 0.0272983+0.00412327j 0.0400031-0.0193744j -0.0322186+0.0373393j 0.016884-0.00900314j 0.0208798-0.0290834j -0.0162219-0.0335378j 0.0198703+0.00306159j -0.00686705+0.0143676j -0.0186009+0.0185136j 0.0145523-0.027863j 0.0020787+0.0119904j 0.00375084+0.0215188j -0.0142284+0.0129653j -0.00285289-0.0144201j -0.0186771+0.0134306j 0.0168118-0.00802458j -0.00297476+0.0160659j 0.00030143+0.00105889j -0.0195819+0.00277447j 0.00758426-0.00440108j -0.00297951-0.0125811j -0.0010814-0.00167222j 0.00565559+0.0117626j -0.00337127+0.000392149j -0.00711886+0.00244697j 0.0144123+0.0283399j 0.00776473-0.00810441j -0.00258163-0.00590678j 0.00398685+0.0226236j 0.00643552-0.00258599j -0.000993861-0.012507j -0.00347226-0.00513489j -0.0212702-0.00407072j -0.00227191-0.00896014j -0.0257846-0.0122847j -0.00897694-0.00648637j -0.00988679+0.00794603j 0.00639545-0.00703555j 0.0289083+0.000280601j 0.0240812+0.0167286j -0.0181284-0.0115834j -0.00606192+0.0340879j 0.00341603+0.00826007j 0.0173768+0.0245765j 0.00817999-0.00180512j -0.0124739-0.0219688j 0.0228305+0.0119587j -0.00116866+0.000757126j 0.0186498-0.0100414j 0.0278825-0.00726311j -0.0182366-0.000205445j 0.0211447+0.00494259j -0.00745799+0.00311281j 0.00968162+0.00768776j 0.00625741-0.00193754j 0.0127041+0.0119697j -0.00576001+0.00820269j -0.0256425-0.00650379j 0.00749695-0.00709413j 0.00890553-0.00851606j 0.00334649-0.0038614j -0.00860832-0.0119286j -0.0129712-0.00185915j 0.00188071+0.00687749j -0.00688559+0.00761575j 0.00970991-0.000601975j -0.000885386-0.00511821j -0.00183001+0.00115666j -0.00125059+0.000340455j 0.00473584+0.0045138j -0.00632057-0.00222764j -0.0021304-1.30718e-05j 
0.00505052+0.000228195j -0.000612519+0.00233612j -0.00356202-0.0062452j -0.0116472-0.0050593j -0.0284908+0.00580691j -0.00977351-0.045656j 0.00575254-0.00177541j 0.00197629-0.0298434j 0.00244496+0.0478259j -0.0140063-0.0329777j -0.0250215-0.00780392j -0.0180855+0.00905937j 0.0301517-0.0223304j 0.0312156+0.00221297j 0.042111+0.0341258j -0.0292168+0.00928661j 0.00850402+0.0194219j -0.00991062+0.0279658j -0.00513832+0.0527963j 0.0642574-0.0131377j 0.0278762-0.060594j -0.00226587+0.0352831j 0.00524775+0.0011501j 0.014792-0.0193237j -0.030025-0.0095546j -0.0194195+0.0439067j -0.0417079+0.0360972j -0.0216585+0.0352763j 0.0179462+0.00091485j -0.0075827+0.0116691j 0.0419332+0.00836707j -0.0161742-0.0112605j -0.0225373+0.016848j 0.017527-0.0240725j 0.0119706+0.00049598j 0.00370613-0.00884687j -0.0146639+0.00721985j -0.00977716+0.00743757j 0.0216864+0.0142548j -0.0180877-0.00921552j 0.00605633+0.00300976j -0.0104759+0.0121469j 0.00768495+0.00152065j 0.0115141+0.00585996j 0.00362756+0.0291651j -0.00744105+0.0219279j -0.00999293-0.0187729j -0.018171-0.00394473j -0.00707568+0.0185879j -0.0132454-0.00550294j 0.00384204+0.027434j 0.0158066+0.0227497j -0.023258+0.0160336j 0.0271156-0.00853184j -0.0144676-0.00318623j -0.00457905-0.0247456j 0.0159461-0.0253319j 0.00224996-0.00188386j 0.00223126-0.0121287j -0.00953468+0.0161513j -0.0228215-0.00897311j -0.0297632+0.0177993j 0.00203823-0.0372749j -0.00955736+0.0131314j 0.00974271+0.0059286j 0.0257898+0.0208592j -0.00288071+0.0166529j -0.00538557-0.00281658j -0.00791207+0.007784j 0.0188946+0.0043965j 0.0103966+0.0218869j 0.00524075+0.0218118j 0.000171346+0.00952215j 0.0196062-0.0214651j -0.0114406+0.00277817j 0.0267698+0.00417771j 0.0110666+0.00988343j 0.0193283+0.00534068j 0.000454483+0.00693369j -0.00693958-0.00325267j 0.0194063-0.00523797j 0.0166442-0.0180263j -0.00642814+0.0201954j -0.00759057-0.00577688j -0.00939254-0.00127979j -0.0254441+0.00673577j 0.00812504+0.010914j 0.00816416-0.00528201j 0.0138008-0.00282661j -0.00144532-0.0159409j 0.00464416-0.00524638j -0.0032137-0.00828299j 0.0122362-0.00354807j -0.0109879+5.67074e-05j 0.010274-0.00347982j 0.00810846-0.000165332j 0.000395838+0.00115956j 0.0018171-0.000888002j 
-0.00547138-0.00113426j 0.00489059-0.00530225j 0.00924988-0.00703559j -0.00479135-0.00921979j -0.0173831+0.00125426j 0.00896531-0.0136103j -0.000779951-0.0116089j -0.00218498-0.0132713j -0.00773783+0.0272804j 0.00228411+0.0216289j 0.000797701-0.0042253j 0.0326132-0.0588904j 0.0497215+0.026949j 0.0111861-0.000479604j 0.0228772-0.00250872j 0.0424154-0.01508j 0.00935247-0.00971978j -0.0184145-0.0282726j 0.0316504-0.0163742j -0.0425334+0.0475922j 0.0174786+0.019229j -0.0148868-0.00983161j 0.0223741-0.0300965j 0.0269195-0.0197058j 0.00972322+0.00446824j -0.0571421+0.0201833j -0.0117219-0.00588224j 0.0444603-0.0237055j -0.0276434-0.000529312j 0.0382638-0.0182013j 0.0454152-0.0177368j 0.0187898+0.00160062j -0.0161321+0.0103871j -0.0108591+0.00171691j -0.0158064+0.0114165j 0.0280256-0.0101006j -0.00170842+0.00189582j -0.0201896+0.00797635j -0.012049+0.0193727j 0.0101282-0.00518693j -0.0112438+0.0106166j 0.0172114-0.0146957j 0.00662374+0.00742647j -0.00567354+0.000408453j -0.0080759+0.0258165j -0.00763836-0.000580566j -0.00571301-0.00724609j -0.0109965-0.009007j 0.0047514+0.00713891j -0.00546245-0.00503702j -0.000683046+0.0125343j 0.0159053-0.0197749j -0.0190539+0.0038258j -0.0165274-0.00568755j -0.00342684-0.0228363j 0.00563369-0.0107001j -0.0103513-0.00404534j 0.0277813-0.011148j 0.00949994+0.031598j -0.00220844+0.0123168j 0.0172481+0.0251132j 0.0087381-0.0038974j 0.0115224-0.0186426j -0.00753008-0.00428516j -0.014846-0.015145j 0.0071935-0.0342881j 0.00786684+0.0199817j -0.0053326+0.0264373j -0.0242791-0.00683761j 0.00111213+0.000546869j 0.011045+0.00284761j 0.0139426-0.00798848j 0.00734307+0.00223502j -0.0112402+0.0155099j -0.00895864-0.027061j -0.0133747-0.0210706j 0.00778538+0.0320197j -0.00500184-0.00640983j 0.00061326+0.00569689j 0.01006+0.00405564j -0.00123794-0.0301932j 0.00545134+0.00931672j 0.0175967+0.0285315j -0.00276783+0.0111792j 0.00561478-0.0201766j -0.00267399-0.0123467j -0.000346334+0.000600653j -0.00276093-0.0138002j -0.00382275+0.00656798j -0.00624588+0.000340089j -0.00635129+0.00164568j 0.0101366+0.00057124j 0.003524-0.00595048j -0.00627813-0.00324934j 0.00144258+0.0038197j -0.00225614+0.00012481j 0.00096205+0.00115001j 0.00707641-0.00240315j 
0.000720157-0.00304063j 0.000446676-0.00413399j 0.00410043-0.00430357j -0.00769484-0.0225146j -0.0106963-0.00163821j -0.00941909-0.010791j -0.0217696-0.0371855j -0.00292104-0.0532877j -0.0200119+0.0273865j 0.0125879-0.00164858j -0.0318991-0.000318996j -0.0274857-0.0160764j 0.0225058+0.057461j -0.0168585+0.011824j -0.0332618-0.0166554j -0.0424202-0.00311569j 0.00149603-0.00828372j 0.0210017-0.0312166j -0.0432295+0.0453893j -0.024542+0.0204298j 0.0361586+0.0112887j 0.00501523-0.0117734j -0.00425086-0.00571301j -0.00404279-0.0337214j 0.00281351+0.0183844j 0.0266188-0.0089641j 0.0140688-0.0129651j -0.0390573-0.00298182j -0.00529847-0.000904687j 0.00146171+0.0106218j -0.0252268+0.011521j -0.00816724+0.0153798j 0.0141065-0.0137051j -0.0151416-0.0233486j -0.0113511+0.0169202j -0.00554631-0.00312031j -0.012376+0.00508501j 0.00618398-0.0155446j 0.00633924+0.0215728j -0.00320127+0.00961353j 0.00725991+0.0149062j -0.00674997-0.00176988j 0.00094471-0.00184169j -0.000568399-0.00958745j 0.00477578+0.047414j 0.00771818+0.00672513j 0.00245979+0.00360927j -0.00952153-0.0017126j -0.0105353-0.0139632j -0.0142262+0.0105741j 0.0113454+0.0273248j 0.0122876-0.00822644j -0.0146402+0.00576286j 0.0160403-0.026789j -0.02557+0.000437765j -0.0054514-0.0161868j -0.00686035+0.0114979j 0.0248792-0.0345294j 0.0117496-0.0128358j 0.00392023-0.0308213j 0.0147502+0.0241706j 0.00799664+0.0276932j -0.00197253+0.0398099j -0.000144446-0.0329149j -0.0214579+0.0153859j -0.0024462-0.000233401j 0.0103774-0.0235783j -0.00364924-0.00176103j -0.0112735-0.00279944j -0.016922+0.000222792j 0.0125501-0.0331328j 0.0101508-0.0165069j -0.0128789+0.0259248j 0.00236366+0.00513711j -0.014744+0.0142195j -0.0103042-0.000443134j 0.0108537-0.0323116j -0.0139599-0.00424022j 0.000183192+0.0036674j -0.0182477+0.0173746j -0.00146735+0.00816982j 0.00348157-0.00379407j -0.00205848-0.014253j 0.0119147-0.00894805j -0.00652203+0.0139319j -0.000669814-0.00128494j -0.00158159-0.000805373j 0.00338778-0.00682254j 0.0148409-0.00694924j 0.00157982-0.00546971j -0.00223247+0.00279281j -0.00504568-0.00908927j 0.00418983-0.00400701j -0.000841992+0.00112037j 0.00265312+0.0045429j -0.00348386-0.00359213j 0.00307825+0.00716603j 0.00322862-0.00275914j 
-0.00167721-0.00172149j 0.00136382-0.00178326j 0.00553602-0.00800533j -0.00750379-0.00272643j -0.00366792-0.0021576j -0.00796847+0.0362274j -0.0186472-0.031406j 0.013531-0.0370491j -0.0297044-0.0514269j -0.0113487+0.00250769j -0.0329236-0.00167815j 0.0504685+0.0408614j 0.04895-0.0319913j -0.0103694-0.00178586j -0.0365061+0.00786923j -0.0342439-0.0166476j 0.00112772+0.0248537j 0.013111+0.0278389j 0.0159171-0.0475j -0.0114708-0.0204837j 0.00263984-0.000419667j 0.0015973-0.0155727j 0.0312382-0.0134161j 0.0239635+0.0112832j -0.00998066-0.00500783j -0.0469298+0.0209624j -0.0243003+0.00907783j -0.011579+0.00836406j 0.0017867-0.00310291j 0.0068494-0.0110146j -0.0146811-0.00719407j -0.012746+0.011541j -0.00916109+0.0334283j -0.0211915+0.00815289j -0.000971103-0.0200073j 0.00971312+0.0100886j -0.00970222-0.0221376j -0.0127575+7.68085e-05j -0.0138205-0.00151428j 0.0112436+0.00945164j 0.00400475-0.00255447j -0.00636917+0.000888042j 0.000543825-0.0198692j -0.00366933+0.000833316j 0.00957225+0.00553548j -0.0202472+0.00135592j 0.00291374+0.0208667j -0.00549504+0.0117642j -0.0130134-0.0343455j 0.0076188+0.0399255j 0.0015306-0.00507328j -0.0225918+0.00209219j 0.00068712+0.0100561j 0.00377851+0.00974332j 0.031431+0.00421399j -0.0398275-0.00312532j 0.0114287+0.00506432j 0.0288516-0.0210684j 0.0171767-0.0250631j -0.0254071+0.00828502j -0.0192087-0.016372j -0.0138008+0.00217393j 0.00864041+0.00817897j 0.0366584-0.003304j 0.0331705+0.0055181j 0.0122352-0.0192244j -0.0341025-0.0057647j -0.0183739+0.0174661j 0.0107864+0.00899343j 0.0276482+0.00587599j 0.0135549-0.0215648j -0.00309355+0.00371546j 0.00251305+0.00524748j -0.0164952+0.0184753j 0.00661427-0.00353032j 0.00318245+0.0105272j -0.00565157+0.0106099j 0.00533597-0.0152599j -0.0124982+0.00408019j 0.00829957+0.00653242j 0.00903224-0.00826019j -0.0187534-0.00566002j 0.000740455+0.00132042j 0.00772883+0.0125823j 0.0179722-0.0015449j 0.00176948+0.00272807j -0.0120954+0.0031054j -0.0108162-0.00671865j 0.00659805+0.00898138j -0.0106378-0.00131981j 0.00813845-0.004784j -0.0042756+0.000797356j -0.00800154-0.000872148j -0.00388256-0.0040587j 0.00434385+0.00196301j -0.00645584-0.00351732j 0.00411458-0.000658338j 0.00499136-0.00110588j 
-0.00713348+0.00465136j -0.00323885-0.00570663j -0.00424967+0.000980457j -0.006613+0.00343567j 0.0231721+0.0183128j -0.0284167+0.0419722j -0.0295554+0.00975865j -0.0382726-0.0214529j 0.00381408+0.0412216j -0.0157782-0.0528321j 0.0537332-0.0321883j 0.0287475-0.0167879j -0.0265304+0.0268729j -0.00456637+0.014966j -0.0548914+0.0103965j 0.0187085-0.0283448j -0.0153091-0.00978228j -0.00828899+0.00358262j 0.0547666+0.0221963j -0.00527615+0.011475j -0.0152865-0.0251941j -0.0258104+0.0321996j 0.0103014-0.00636802j -0.0478751-0.00308723j 0.0559405-0.022724j -0.0155761+0.0136204j 0.00714125+0.000288849j -0.0102993+0.007257j -0.000502026+0.0123116j -0.0169867+0.0186747j -0.00879223+0.00559239j 0.0388537-0.0388411j 0.0101982-0.0214001j -0.00411424-0.0128127j -0.00477306+0.0175594j -0.00434462-0.0105531j 0.0165952+0.002293j -0.00127741+0.0117466j 0.00954931+0.0193922j 0.0115088-0.0145956j 0.0131956+0.00294274j 0.00287878-0.0155005j 0.000808149+0.00477105j -0.0056039-0.0125293j 0.00681765-0.0027109j 0.0167455+0.019818j 0.00723059+0.0301029j 0.010646-0.00725577j 0.00286669-0.0215138j -0.00740674-0.0280077j 0.000110012+0.016224j 0.0312455+0.00632183j 0.0281799+0.0150675j 0.0164357-0.0135676j -0.00816003-0.0346304j -0.0190579-0.00333734j 0.00747126+0.0202286j -0.008062-0.0107811j 0.0258915-0.0155973j -0.00182469-0.018225j -0.0172029+0.011915j -0.00222091+0.0195401j 0.000399521+0.00194604j -0.00613366+0.0116636j 0.00854644+0.0108316j -0.000420285-0.0204314j 0.00789629+0.0267935j 0.0102634+0.00536612j 0.0202453-0.00493589j 0.00233811-0.0274045j 0.00711422-0.0237285j -0.0161719+0.00170518j -0.0135363-0.00826207j -0.00193222+0.0352127j -0.0104417-0.0194477j 0.0102948-0.0139798j 0.00979563+0.0102324j 0.00190285+0.00260285j 0.00180747+0.0123152j -0.00597783-0.0158733j 0.0103238-0.0143152j 0.0191435+0.00216817j -0.0167163-0.0178864j 0.00946673+0.00959716j -0.0169806-0.00735145j 0.00858953-0.00255848j 0.00680347-0.012848j 0.00760092+0.00110948j 0.00438862+0.00334419j 0.00278272-0.00414429j -0.01559+0.00185061j -0.00585339-0.00307518j 0.00314648+0.000464156j 0.0131736+0.00126188j -0.00535964+0.000239381j -0.00693523+0.00296622j 0.00968849+0.000132483j -0.00125576-0.00227883j 
0.00297798+0.001098j 0.000578195-0.00640846j -0.02357-0.0263402j -0.0167372+0.0229811j 0.0139651+0.0598439j -0.0295202+0.0657071j -0.00707493-0.0173401j -0.0143771-0.0189053j 0.0580719+0.0297047j -0.0294069-0.032198j -0.0510072+0.0173359j -0.000506177-0.00450683j 0.0206395+0.00650053j 0.0248627+0.0016867j 0.0540859-0.0242365j -0.039331-0.00578468j 0.0347008-0.0187789j 0.0150695-0.0258337j 0.010673-0.00770809j 0.0197619+0.0106096j -0.00950756-0.00966579j 0.0432262-0.00311971j 0.00578969-0.0124097j 0.00961227-0.0258592j -0.0380907+0.0232212j 0.0256004-5.19473e-05j 0.00244059-0.0016928j 0.000485199-0.0113039j 0.0141791+0.0177238j 0.0105252-0.000734163j 0.0081972-0.0101321j -0.0429137-0.00123326j -0.00379009+0.00436103j 0.00152231-0.00206651j 0.00462026-0.00796809j -0.00931026+0.00231631j -0.00787652+0.00417264j 0.0140236+0.0174504j 0.022619+0.0436015j -0.012755+0.00571767j 0.00309679-0.00118805j -0.0171736-0.0389468j -0.00931255-0.0161784j 0.00907712-0.00631214j 0.0123288-0.00328099j -0.0159373+0.0310615j 0.0119828+0.0410812j -0.00168043+0.0237936j 0.0108274-0.0154853j 0.0050226-0.0315135j -0.006456+0.0225028j 0.00212581+0.0393285j 0.0129105+0.0352402j -0.032654+0.0124589j -0.0102818-0.0335533j 0.00999899-0.00958637j 0.0185235+0.00221759j -0.000490078+0.00362889j 0.0267571+0.00553937j -0.0041294-0.0168588j 0.00442319-0.00819537j 0.0192178+0.00537255j 0.0297114+0.00523686j 0.00323946+0.000255689j -0.00254002+0.0239948j -0.0227094+0.0219107j 0.0046155-0.00272982j -0.0117018+0.000783112j 0.0152493-0.00819509j -0.0160352+0.0201569j -0.00220523+0.0194083j 0.000953206-0.00451713j -0.0135661+0.0156086j 0.0103514+0.00186259j 0.00886485-0.00020176j 0.00142212+0.0245293j 0.00255142+0.00919704j -0.00551407+0.00617641j -0.0116103-0.00231344j -0.0104794+0.00390402j 0.00525883+0.0112153j -0.00446748+0.00920745j -0.0230602+0.00256032j 0.00507803-0.00808848j -0.00359547-0.00666105j -0.0070231-0.00150422j 0.000793291+0.0185697j 0.00899108-0.00257296j 0.0119902+0.00203535j -0.000177788-0.0026155j 0.00789931-0.0084114j -0.0134207-0.00449256j 0.00529906-0.00556617j 0.00611635+0.00286523j -0.00286608+0.00490554j 0.00408627-0.00308357j 0.00468084-0.00109852j -0.00386123-0.00706452j 
-0.00199213-0.00665606j 0.00448241-0.00238962j 0.00437599+0.00153491j -0.00142996-0.0134125j 0.00226426+0.0346361j -0.027108-0.0155211j 0.000569373-0.0949432j 0.00795452-0.039467j 0.0146551-0.0120481j 0.0336686+0.0200791j 0.0283956-0.0259171j -0.0230583+0.0443749j -0.036544+0.0402828j -0.0114529+0.00977148j 0.0397206+0.0063515j 0.0469466-0.0415161j 0.0393499+0.0236774j -0.0193781+0.00622515j 0.0111948+0.00781605j -0.00936297+0.0135847j 0.00490485+0.00823846j -0.0234072-0.0104685j 0.0042771+0.00211032j 0.00205677+0.00484585j 0.000577007-0.00656238j 0.0275672-0.0131393j 0.00825703-0.0153012j 0.0425446-0.0108357j -0.0248646+0.0060669j 0.00186242+0.000150083j 0.0171563-0.0179137j 0.0133057-0.00869173j 0.0112103+0.0011929j 0.0116522-0.0164029j -0.00387506+0.010762j 0.000932365-0.00655964j 0.0026479-0.010546j 0.0116444-0.00617851j 0.00270272+0.00554102j -0.00584276+0.00041505j 0.000504044+0.0296598j 0.0117353+7.35932e-05j 0.00228259-0.0117567j -0.00343165+0.00771053j 0.00032804+0.0361114j 0.0158832+0.00346782j 0.00577631+0.000298796j -0.00634665+0.0563191j -0.00418477-4.36803e-05j -0.00271972+0.012758j 0.0169357+0.0350688j -0.0121586-0.00779374j 0.0308575-0.042547j 0.0173379+0.0335292j 0.0417386-0.0163008j -0.0193895-0.040558j -0.0132058-0.00728328j 0.0340203+0.0242394j -0.0205867+0.00337554j -0.022913-0.00658599j -0.0210892+0.0163479j 0.00718379-0.0204855j 0.0231083-0.0109665j 0.0266942-0.00288573j 0.0333175+0.00157096j -0.00148259+0.011174j -0.0133777+0.0165866j -0.00959944-0.0104906j -0.0142289-0.0291891j 0.0231881-0.00866495j 0.0150633+0.0218685j -0.00196311-0.00359105j 0.0245898+0.011066j -0.00479611-0.0080345j 0.00919695-0.00276695j 0.00216766-0.0160495j -0.00496712-9.91016e-05j -0.00651693+0.0124535j -0.0114291-0.00273038j 0.00275572-0.00757122j -0.00476025-0.00584843j 0.00941964+0.00913525j -0.00351005+0.0112698j -0.0122325-0.00851222j 0.00724562-0.00717855j 0.01042-0.0104382j -0.00280078-0.00634579j -0.0041875+0.0110333j 0.000708111-0.00619963j 0.00910572-0.00108199j -0.0030165+0.00582649j 0.00181318+0.00305853j 0.0101139-0.00127476j 0.00462709+0.00193086j -0.0104076+0.00280399j 0.00339193-0.000979791j -0.00111468+0.00750524j 0.00410233-0.000670693j 
