-0.288279-0j -0.356728-0j -0.208091-0j 0.108076-0j -0.0417774-0j -0.0255833-0j -0.0365552-0j -0.0150783-0j -0.0225059-0j -0.00324844-0j 0.0767293-0j 0.0110749-0j -0.0207579-0j -0.00299614-0j -0.020973-0j -0.0181631-0j -0.00302719-0j -0.00262162-0j -0.0149838-0j -0.00216273-0j -0.0047874-0j -0.000691002-0j -0.0166698-0j -0.00294684-0j -0.00024557-0j -0.0184501-0j -0.00326155-0j 0.0440222-0j -0.000271796-0j -0.00972407-0j 0.0444784-0j 0.0077821-0j -0.00171899-0j -0.0170171-0j 0.000648509-0j 0.00786275-0j -0.00601646-0j -0.000143249-0j -0.00992665-0j 0.000655229-0j -0.0105288-0j -0.00300823-0j -0.00106357-0j -0.000250686-0j -0.0017548-0j -0.0061418-0j -8.86308e-05-0j -0.00186125-0j -0.000146233-0j -0.00160224-0j -0.00108573-0j -0.000155104-0j -0.000283239-0j -9.04773e-05-0j -2.36032e-05-0j 
-0.00123585-0j 0.00757281-0j -0.00089208-0j 0.0146766-0j 0.0171227-0j 0.1333-0j -0.074191-0j 0.00617992-0j -9.64821e-05-0j -0.0623057-0j -0.000108988-0j -0.0703818-0j 0.00044066-0j 0.284567-0j -8.99106e-05-0j -0.00098988-0j -0.058062-0j -0.63924-0j 0.000318085-0j 0.205411-0j -2.05235e-05-0j -0.0132535-0j -7.14631e-05-0j 0.00120778-0j -0.0144332-0j -7.90951e-05-0j 0.00133677-0j 0.000309642-0j -0.0159746-0j -4.16868e-05-0j -6.31782e-05-0j -0.00523318-0j 0.000704538-0j 0.000361249-0j 0.0625375-0j 0.00106776-0j -0.000184151-0j -0.00841937-0j -4.25553e-05-0j -0.0127599-0j -0.000573814-0j -0.00610537-0j 0.0031123-0j 0.0729604-0j 0.000719216-0j 0.000130382-0j -0.0371926-0j 0.00969788-0j -0.00859477-0j -6.86876e-06-0j -0.00220355-0j -0.115892-0j 0.000116087-0j 0.0263328-0j -0.00138726-0j 
-0.0149838-0j -0.0534632-0j -0.00990534-0j -0.00186125-0j 0.00210964-0j -0.0012451-0j -0.00563683-0j -0.00374202-0j 0.112549-0j -0.000168844-0j -0.123519-0j 0.0001853-0j -0.308093-0j 0.000462193-0j -0.104841-0j -0.0826292-0j 0.00015728-0j 0.000123958-0j -0.203671-0j 0.000305541-0j 0.253228-0j -0.000379885-0j -0.000866443-0j 0.0147368-0j -1.27639e-05-0j 0.000931677-0j -0.0158463-0j 0.00225009-0j 1.37249e-05-0j -0.000505425-0j 0.000765684-0j -0.0382704-0j 0.00859647-0j -0.00255038-0j 3.3147e-05-0j -0.0130231-0j -0.0039755-0j -7.44562e-06-0j -0.000472518-0j 1.12796e-05-0j 0.000512213-0j 0.0433778-0j 0.0676168-0j -3.75706e-05-0j 0.00803677-0j 0.00452378-0j -5.85646e-05-0j -0.00871191-0j -6.96085e-06-0j -0.00152591-0j -0.0769423-0j 7.54561e-06-0j 0.0259533-0j 6.66416e-05-0j -2.24788e-05-0j 
-0.00406726-0j -0.00493862-0j 0.0056989-0j -0.0242152-0j -0.110298-0j -0.0173002-0j -0.0226386-0j -0.0118643-0j 0.000159187-0j 0.102799-0j -0.000351964-0j -0.227289-0j -0.000292868-0j -0.189127-0j -0.000270992-0j -0.000251455-0j -0.175-0j -0.162383-0j 0.000410356-0j 0.264998-0j -0.000438736-0j -0.283325-0j 0.000117908-0j -0.00199273-0j 0.0238136-0j -0.000255428-0j 0.00431692-0j 0.00010317-0j -0.0515881-0j -0.000343169-0j 9.54631e-05-0j -0.00174364-0j 0.00579981-0j 0.000469929-0j 0.0208369-0j -0.0016134-0j 4.25553e-05-0j -0.0693089-0j -0.000542272-0j 0.0192804-0j 6.82021e-05-0j -0.00794215-0j -0.000719216-0j 0.0949102-0j 0.0091648-0j 5.05481e-05-0j 0.00859477-0j -0.00115267-0j -0.109521-0j -0.000501321-0j -0.000854301-0j 0.0137746-0j 0.00847271-0j 0.0102091-0j -0.101251-0j 
0.00216273-0j 0.00771675-0j 0.00142971-0j -0.0256841-0j 0.0291118-0j -0.0171817-0j -0.0777849-0j -0.0516376-0j 0.000168844-0j 0.109035-0j -0.0001853-0j -0.119662-0j -0.000462193-0j -0.298473-0j -0.00015728-0j -0.000123958-0j -0.101567-0j -0.0800491-0j -0.000305541-0j -0.197311-0j 0.000379885-0j 0.245321-0j 0.00012506-0j -0.00211361-0j 0.0252581-0j -0.000134476-0j 0.00227275-0j -0.000324773-0j -0.0271598-0j 7.29519e-05-0j -0.000110517-0j 0.0054889-0j -0.00123294-0j 0.000368115-0j -0.0655935-0j 0.00186782-0j 0.000573814-0j 0.0147339-0j 6.82021e-05-0j -0.0223208-0j -7.39315e-05-0j -0.00622142-0j -0.00969788-0j 0.0743472-0j -0.00115267-0j -0.000652952-0j 0.115892-0j 0.0012495-0j 0.0137746-0j 0.000220247-0j 0.0110354-0j -0.0149318-0j -0.00372233-0j -0.131875-0j 0.0444826-0j 
0.00874057-0j 0.0313213-0j 0.00734135-0j 0.00108573-0j -0.00372793-0j -0.00230216-0j -0.00520712-0j -0.00644775-0j -0.0656539-0j 9.84921e-05-0j 0.218269-0j -0.000327441-0j 0.0595832-0j -8.93851e-05-0j -0.292126-0j -0.462814-0j 0.000438239-0j 0.000694301-0j 0.050045-0j -7.50761e-05-0j 0.261044-0j -0.00039161-0j 0.000505425-0j -0.00859647-0j 7.44562e-06-0j -0.00164636-0j 0.0280019-0j -0.000435153-0j -2.42532e-05-0j 0.000294831-0j 0.00213348-0j 0.00740125-0j -0.00501461-0j 0.00149413-0j -6.41041e-06-0j -0.036287-0j -0.00090331-0j 4.34328e-06-0j 0.000350208-0j 3.14291e-05-0j -0.00452378-0j -0.0254128-0j 0.0153638-0j 2.20106e-05-0j -0.00595647-0j 0.00258422-0j -1.3307e-05-0j 0.0769423-0j 5.15904e-06-0j 0.00157383-0j -0.0439534-0j -6.66416e-05-0j -0.0267684-0j 3.80691e-05-0j 2.31847e-05-0j 
-0.00126159-0j -0.00452084-0j -0.00105963-0j 0.0149824-0j -0.0514432-0j -0.0317684-0j -0.0718552-0j -0.0889751-0j -9.84921e-05-0j -0.0636037-0j 0.000327441-0j 0.211454-0j 8.93851e-05-0j 0.0577227-0j -0.000438239-0j -0.000694301-0j -0.283004-0j -0.448362-0j 7.50761e-05-0j 0.0484823-0j 0.00039161-0j 0.252892-0j -7.29519e-05-0j 0.00123294-0j -0.0147339-0j 0.000237632-0j -0.00401615-0j 6.28089e-05-0j 0.0479938-0j -4.25553e-05-0j -0.000307941-0j -0.00106152-0j 0.000719216-0j -0.000215659-0j 0.0126854-0j 0.00520443-0j 0.000130382-0j -0.00859477-0j -5.05481e-05-0j -0.062194-0j 0.000652952-0j 0.0036448-0j -0.00220355-0j -0.0435561-0j 0.000854301-0j -0.000373-0j 0.0263328-0j -0.0110354-0j -0.0102091-0j -0.000227163-0j 0.00630398-0j 0.131875-0j 0.00383923-0j -0.0753338-0j -0.0458795-0j 
-0.00228019-0j 0.013867-0j 0.0728094-0j -0.000283239-0j 0.001624-0j -0.000202355-0j -0.00529786-0j -0.0038638-0j 0.0171274-0j -2.56941e-05-0j -0.0950851-0j 0.000142644-0j 0.0157972-0j -2.36985e-05-0j 0.292448-0j -0.0679321-0j -0.000438723-0j 0.00010191-0j -0.504423-0j 0.000756722-0j 0.520814-0j -0.000781311-0j -0.000131853-0j 0.0022426-0j -1.94237e-06-0j 0.000717207-0j -0.0121985-0j -0.000115371-0j 1.05655e-05-0j -7.6914e-05-0j -0.00213583-0j 0.00196228-0j 0.00130818-0j 0.000661503-0j -1.69958e-06-0j 0.0363271-0j -4.75881e-05-0j -1.13305e-06-0j 0.00347326-0j -3.14638e-05-0j -0.00152591-0j -0.0112511-0j 0.000809398-0j 9.74485e-06-0j -0.0590745-0j -0.00157383-0j -7.01039e-07-0j 0.0259533-0j 5.11659e-05-0j 0.00199786-0j 0.0267684-0j -2.24788e-05-0j -0.0339804-0j -2.31847e-05-0j 2.94312e-05-0j 
0.000329117-0j -0.00200153-0j -0.0105091-0j -0.00390853-0j 0.0224103-0j -0.00279239-0j -0.0731073-0j -0.0533181-0j 2.56941e-05-0j 0.0165926-0j -0.000142644-0j -0.0921159-0j 2.36985e-05-0j 0.0153039-0j 0.000438723-0j -0.00010191-0j 0.283316-0j -0.0658108-0j -0.000756722-0j -0.488672-0j 0.000781311-0j 0.504551-0j 1.90313e-05-0j -0.000321643-0j 0.0038437-0j -0.00010352-0j 0.00174957-0j 1.66524e-05-0j -0.0209077-0j 1.11016e-05-0j 0.000308281-0j -0.000281438-0j -0.000187625-0j -9.54797e-05-0j 0.00336324-0j -0.00521018-0j 6.86876e-06-0j 0.00224216-0j -0.000501321-0j 0.0622627-0j 0.000220247-0j 0.00161368-0j -0.000116087-0j -0.0192838-0j 0.00847271-0j 0.000227163-0j 0.00138726-0j -0.00372233-0j -0.101251-0j -0.000288366-0j -0.00383923-0j 0.0444826-0j 0.0048736-0j 0.0458795-0j -0.0582405-0j 
0.0178208-0j 0.0220521-0j 0.0128637-0j 0.00221365-0j 0.00258259-0j 0.00158151-0j 0.00225976-0j 0.000932105-0j 0.00139126-0j 0.000200812-0j 0.0015716-0j 0.000226841-0j 0.00128321-0j 0.000185215-0j 0.0012965-0j 0.00112281-0j 0.000187134-0j 0.000162063-0j 0.000926267-0j 0.000133695-0j 0.000295947-0j 4.27162e-05-0j -0.150184-0j 0.000182167-0j 1.51806e-05-0j -0.166223-0j 0.000201622-0j -0.131411-0j 1.68018e-05-0j -0.0876073-0j -0.132773-0j 0.000159396-0j 0.000106264-0j -0.153313-0j 1.3283e-05-0j 0.000161048-0j -0.0542043-0j 8.85534e-06-0j -0.0894325-0j 1.34207e-05-0j -0.0948575-0j 0.000185962-0j 6.57475e-05-0j 1.54968e-05-0j 0.000108478-0j -0.0553335-0j 5.47896e-06-0j 0.000115058-0j 9.03982e-06-0j -0.0144351-0j 6.71173e-05-0j 9.58818e-06-0j 1.75092e-05-0j 5.59311e-06-0j 1.4591e-06-0j 
-0.0031503-0j -0.0038983-0j -0.00227401-0j 0.0185105-0j 0.0215956-0j 0.0132245-0j 0.0188961-0j 0.00779425-0j 0.0236632-0j 0.00339387-0j 0.0267304-0j 0.00383378-0j 0.0218253-0j 0.00313027-0j 0.0220514-0j 0.0190971-0j 0.00316271-0j 0.00273899-0j 0.0157543-0j 0.00225955-0j 0.00503358-0j 0.000721937-0j -0.000182167-0j -0.146561-0j 0.000386187-0j -0.000201622-0j -0.162213-0j -0.000159396-0j 0.00042743-0j -0.000106264-0j -0.000161048-0j -0.128241-0j -0.0854937-0j -0.000185962-0j 0.000337913-0j -0.129569-0j -6.57475e-05-0j 0.000225275-0j -0.000108478-0j 0.000341415-0j -0.000115058-0j -0.149614-0j -0.0528965-0j 0.000394232-0j -0.0872748-0j -6.71173e-05-0j 0.000139382-0j -0.0925689-0j 0.000229969-0j -1.75092e-05-0j -0.0539985-0j 0.000243919-0j -0.0140868-0j 0.000142286-0j 3.71188e-05-0j 
0.000262525-0j 0.000324858-0j 0.000189501-0j -0.00469284-0j -0.00547498-0j -0.00335273-0j -0.00479061-0j -0.00197603-0j 2.04953e-05-0j 0.0405574-0j 2.31519e-05-0j 0.0458145-0j 1.89034e-05-0j 0.0374073-0j 1.90993e-05-0j 1.65405e-05-0j 0.037795-0j 0.0327314-0j 1.36452e-05-0j 0.0270021-0j 4.35971e-06-0j 0.00862729-0j 1.51806e-05-0j -0.000386187-0j -0.14192-0j 1.68018e-05-0j -0.00042743-0j 1.3283e-05-0j -0.157076-0j 8.85534e-06-0j 1.34207e-05-0j -0.000337913-0j -0.000225275-0j 1.54968e-05-0j -0.12418-0j -0.000341415-0j 5.47896e-06-0j -0.0827865-0j 9.03982e-06-0j -0.125467-0j 9.58818e-06-0j -0.000394232-0j -0.000139382-0j -0.144876-0j -0.000229969-0j 5.59311e-06-0j -0.0512215-0j -0.000243919-0j -0.0845112-0j 1.4591e-06-0j -0.000142286-0j -0.0896377-0j -3.71188e-05-0j -0.0522887-0j -0.0136408-0j 
-0.0194481-0j -0.000342549-0j 0.0274773-0j -0.00241579-0j -4.01169e-05-0j -0.00172592-0j 0.00239591-0j 0.00299375-0j -0.00151831-0j -0.000219149-0j -2.44126e-05-0j -3.52366e-06-0j -0.00140038-0j -0.000202128-0j 0.00137462-0j -1.74412e-05-0j 0.000198409-0j -2.51742e-06-0j 0.00197854-0j 0.000285577-0j 0.0012689-0j 0.00018315-0j -0.836432-0j 0.00101456-0j 8.45464e-05-0j 0.00258205-0j -3.13192e-06-0j 0.143411-0j -2.60993e-07-0j 0.0956073-0j -0.140772-0j -0.000173952-0j -0.000115968-0j 0.0023815-0j -1.4496e-05-0j 0.000170751-0j 0.059154-0j -9.66398e-06-0j -0.191031-0j 1.42292e-05-0j -0.100573-0j -2.88866e-06-0j -7.17514e-05-0j -2.40722e-07-0j 0.000231712-0j -0.177721-0j -5.97928e-06-0j 0.00012199-0j 1.93094e-05-0j -0.077421-0j 0.000215568-0j 1.01659e-05-0j 9.39085e-05-0j 1.7964e-05-0j 7.82571e-06-0j 
0.00343798-0j 6.05547e-05-0j -0.00485735-0j -0.0202008-0j -0.000335457-0j -0.0144322-0j 0.0200346-0j 0.0250337-0j -0.025824-0j -0.00370378-0j -0.00041522-0j -5.95525e-05-0j -0.0238183-0j -0.00341612-0j 0.02338-0j -0.000296647-0j 0.00335326-0j -4.25464e-05-0j 0.0336517-0j 0.00482647-0j 0.021582-0j 0.00309537-0j -0.00101456-0j -0.816252-0j 0.00215082-0j 3.13192e-06-0j 0.00251975-0j 0.000173952-0j -6.63954e-06-0j 0.000115968-0j -0.000170751-0j 0.139951-0j 0.0933007-0j 2.88866e-06-0j -0.00036877-0j -0.137376-0j 7.17514e-05-0j -0.000245847-0j -0.000231712-0j 0.000361985-0j -0.00012199-0j 0.00232405-0j 0.0577269-0j -6.12385e-06-0j -0.186422-0j -0.000215568-0j -0.00015211-0j -0.0981461-0j 0.000491221-0j -9.39085e-05-0j -0.173433-0j 0.000258615-0j -0.0755531-0j 0.000456996-0j 0.000199082-0j 
-0.000286498-0j -5.04622e-06-0j 0.00040478-0j 0.00512138-0j 8.50463e-05-0j 0.00365889-0j -0.00507924-0j -0.00634663-0j -2.23668e-05-0j -0.044261-0j -3.59632e-07-0j -0.000711664-0j -2.06296e-05-0j -0.0408233-0j 2.025e-05-0j -2.56934e-07-0j 0.0400721-0j -0.000508437-0j 2.91466e-05-0j 0.0576773-0j 1.86927e-05-0j 0.0369903-0j 8.45464e-05-0j -0.00215082-0j -0.790405-0j -2.60993e-07-0j 6.63954e-06-0j -1.4496e-05-0j 0.00243996-0j -9.66398e-06-0j 1.42292e-05-0j 0.00036877-0j 0.000245847-0j -2.40722e-07-0j 0.135519-0j -0.000361985-0j -5.97928e-06-0j 0.0903463-0j 1.93094e-05-0j -0.133026-0j 1.01659e-05-0j 6.12385e-06-0j 0.00015211-0j 0.00225045-0j -0.000491221-0j 1.7964e-05-0j 0.0558989-0j -0.000258615-0j -0.180519-0j 7.82571e-06-0j -0.000456996-0j -0.0950383-0j -0.000199082-0j -0.167942-0j -0.0731607-0j 
-0.0150645-0j 0.0183423-0j -0.0108741-0j -0.00187126-0j -0.00218314-0j 0.00396779-0j 0.0018796-0j -0.000787937-0j 0.00476814-0j 0.000688222-0j -0.00132852-0j -0.000191755-0j 0.00106733-0j 0.000154056-0j -0.00109597-0j 0.00281697-0j -0.00015819-0j 0.000406595-0j 0.000770441-0j 0.000111204-0j -0.000250173-0j -3.61093e-05-0j 0.126955-0j -0.000153991-0j -1.28326e-05-0j -0.56968-0j 0.000690999-0j -0.109304-0j 5.75832e-05-0j 0.0740571-0j 0.112237-0j 0.000132581-0j -8.98282e-05-0j -0.127521-0j 1.10484e-05-0j -0.000136139-0j -0.226897-0j -7.48569e-06-0j 0.0756-0j -1.13449e-05-0j -0.237985-0j 0.000154678-0j 0.000275217-0j 1.28898e-05-0j -9.16996e-05-0j -0.0460248-0j 2.29348e-05-0j 0.000288666-0j -7.64164e-06-0j 0.0122024-0j 5.58261e-05-0j 2.40555e-05-0j -1.4801e-05-0j 4.65218e-06-0j -1.23342e-06-0j 
0.0152206-0j -0.0182983-0j 0.0100618-0j 0.00189065-0j -0.00214297-0j 0.00135075-0j -0.00192926-0j 0.00380114-0j -0.00481756-0j -0.000695354-0j -0.00130408-0j -0.000188227-0j 0.00109597-0j 0.00015819-0j -0.00110688-0j -0.000931677-0j -0.000159765-0j -0.000134476-0j 0.000724514-0j 0.000104575-0j 0.00267351-0j 0.000385888-0j -0.128271-0j 0.000155587-0j 1.29656e-05-0j -0.559199-0j 0.000678285-0j -0.112237-0j 5.65237e-05-0j -0.0748246-0j 0.113354-0j 0.000136139-0j 9.07591e-05-0j 0.127215-0j 1.13449e-05-0j -0.000137494-0j -0.0462953-0j 7.56326e-06-0j -0.0699529-0j -1.14578e-05-0j 0.080984-0j -0.000154307-0j 5.61543e-05-0j -1.28589e-05-0j 8.485e-05-0j -0.225651-0j 4.67953e-06-0j -9.82303e-05-0j 7.07083e-06-0j -0.2259-0j 0.000273705-0j -8.18586e-06-0j 0.000274008-0j 2.28088e-05-0j 2.2834e-05-0j 
0.0274309-0j -0.0170171-0j -0.00992665-0j 0.00515557-0j 0.00397528-0j -0.00122041-0j -0.00174381-0j -0.000719285-0j -0.00107361-0j -0.000154962-0j 0.00366025-0j 0.000528311-0j 0.00197519-0j 0.000285094-0j 0.00199566-0j -0.000866443-0j 0.000288048-0j -0.00012506-0j -0.000714779-0j -0.00010317-0j -0.000228375-0j -3.29632e-05-0j 0.115894-0j -0.000140574-0j -1.17145e-05-0j 0.128271-0j -0.000155587-0j -0.306056-0j -1.29656e-05-0j -0.337306-0j -0.309227-0j 0.000371233-0j 0.000409138-0j -0.235988-0j 3.09361e-05-0j 0.00037508-0j 0.0418282-0j 3.40948e-05-0j -0.13766-0j 3.12567e-05-0j 0.0731994-0j 0.000286244-0j -5.07359e-05-0j 2.38537e-05-0j 0.000166976-0j 0.0426996-0j -4.22799e-06-0j -8.87878e-05-0j 1.39147e-05-0j 0.0111392-0j -5.17929e-05-0j -7.39898e-06-0j -1.35114e-05-0j -4.31607e-06-0j -1.12595e-06-0j 
0.00266305-0j -0.00324249-0j 0.00192229-0j -0.0156475-0j -0.0182554-0j 0.0331786-0j 0.0157172-0j -0.00658872-0j 0.0810984-0j 0.0116315-0j -0.022596-0j -0.00324081-0j 0.0181536-0j 0.00260367-0j -0.0186408-0j 0.0479122-0j -0.00267353-0j 0.00687176-0j 0.013104-0j 0.00187942-0j -0.00425504-0j -0.000610275-0j 0.000153991-0j 0.123892-0j -0.000326455-0j -0.000690999-0j -0.555936-0j -0.000132581-0j 0.00146489-0j 8.98282e-05-0j 0.000136139-0j -0.106667-0j 0.0722704-0j -0.000154678-0j 0.000281066-0j 0.109529-0j -0.000275217-0j -0.000190432-0j 9.16996e-05-0j -0.000288608-0j -0.000288666-0j -0.124444-0j -0.221423-0j 0.000327911-0j 0.073776-0j -5.58261e-05-0j 0.000583449-0j -0.232243-0j -0.0001944-0j 1.4801e-05-0j -0.0449144-0j 0.00061196-0j 0.011908-0j 0.000118349-0j -3.13776e-05-0j 
-0.00022192-0j 0.000270207-0j -0.000160191-0j 0.003967-0j 0.00462817-0j -0.00841156-0j -0.00398469-0j 0.00167039-0j 7.02414e-05-0j 0.138998-0j -1.9571e-05-0j -0.0387283-0j 1.57233e-05-0j 0.0311143-0j -1.61452e-05-0j 4.14979e-05-0j -0.0319493-0j 0.0821189-0j 1.13497e-05-0j 0.0224595-0j -3.68539e-06-0j -0.00729291-0j -1.28326e-05-0j 0.000326455-0j 0.119969-0j 5.75832e-05-0j -0.00146489-0j 1.10484e-05-0j -0.538332-0j -7.48569e-06-0j -1.13449e-05-0j -0.000281066-0j 0.000190432-0j 1.28898e-05-0j -0.103289-0j 0.000288608-0j 2.29348e-05-0j 0.069982-0j -7.64164e-06-0j 0.106061-0j 2.40555e-05-0j -0.000327911-0j -0.000583449-0j -0.120504-0j 0.0001944-0j 4.65218e-06-0j -0.214412-0j -0.00061196-0j 0.0714399-0j -1.23342e-06-0j -0.000118349-0j -0.224889-0j 3.13776e-05-0j -0.0434921-0j 0.011531-0j 
-0.00269064-0j 0.00323472-0j -0.0017787-0j 0.0158096-0j -0.0179195-0j 0.0112949-0j -0.0161325-0j 0.0317851-0j -0.0819389-0j -0.011752-0j -0.0221802-0j -0.00318118-0j 0.0186408-0j 0.00267353-0j -0.0188263-0j -0.0158463-0j -0.00270014-0j -0.00227275-0j 0.0123228-0j 0.00176739-0j 0.0454721-0j 0.00652179-0j -0.000155587-0j -0.125176-0j 0.000329838-0j -0.000678285-0j -0.545707-0j -0.000136139-0j 0.00143794-0j -9.07591e-05-0j 0.000137494-0j -0.109529-0j -0.0730193-0j 0.000154307-0j 0.000288608-0j 0.110619-0j -5.61543e-05-0j 0.000192406-0j -8.485e-05-0j -0.000291481-0j 9.82303e-05-0j 0.124146-0j -0.0451784-0j -0.000327125-0j -0.0682652-0j -0.000273705-0j 0.000119045-0j 0.0790302-0j 0.000179879-0j -0.000274008-0j -0.220207-0j -0.000208244-0j -0.22045-0j 0.000580244-0j 0.000580886-0j 
-0.00484914-0j 0.00300823-0j 0.0017548-0j 0.0431108-0j 0.0332412-0j -0.0102051-0j -0.0145817-0j -0.00601465-0j -0.0182603-0j -0.00261897-0j 0.0622549-0j 0.00892886-0j 0.0335948-0j 0.0048183-0j 0.0339429-0j -0.0147368-0j 0.00486824-0j -0.00211361-0j -0.0121572-0j -0.00174364-0j -0.0038843-0j -0.000557102-0j 0.000140574-0j 0.113098-0j -0.000298011-0j 0.000155587-0j 0.125176-0j -0.000371233-0j -0.000329838-0j -0.000409138-0j -0.00037508-0j -0.298672-0j -0.329168-0j -0.000286244-0j 0.000786998-0j -0.301767-0j 5.07359e-05-0j 0.000867356-0j -0.000166976-0j 0.000795154-0j 8.87878e-05-0j -0.230295-0j 0.0408191-0j 0.000606826-0j -0.134339-0j 5.17929e-05-0j -0.000107558-0j 0.0714333-0j 0.000353982-0j 1.35114e-05-0j 0.0416694-0j -0.000188227-0j 0.0108705-0j -0.000109799-0j -2.86437e-05-0j 
0.0170171-0j -0.000294922-0j -0.0240427-0j -0.0063797-0j 3.51023e-05-0j -0.0044821-0j 0.0020628-0j -0.00261953-0j 0.00132852-0j 0.000191755-0j -6.44697e-05-0j -9.3054e-06-0j -0.00120568-0j -0.000174025-0j -0.00120279-0j -4.52936e-05-0j -0.000173608-0j -6.53757e-06-0j 0.00170345-0j 0.000245872-0j -0.00111029-0j -0.000160256-0j -0.143411-0j 0.000173952-0j 1.4496e-05-0j -0.00225929-0j 2.74043e-06-0j -0.372649-0j 2.28369e-07-0j -0.0836564-0j -0.371756-0j 0.000452008-0j 0.000101472-0j 0.00205039-0j 3.76673e-05-0j 0.000450925-0j 0.256308-0j 8.45598e-06-0j 0.167152-0j 3.75771e-05-0j -0.26118-0j -2.48704e-06-0j -0.000310891-0j -2.07253e-07-0j -0.000202748-0j -0.153011-0j -2.59076e-05-0j 0.0003168-0j -1.68957e-05-0j 0.0677434-0j 0.000185597-0j 2.64e-05-0j -8.21699e-05-0j 1.54664e-05-0j -6.84749e-06-0j 
0.00022422-0j -0.00026956-0j 0.000148225-0j -0.00400811-0j 0.00454301-0j -0.00286353-0j 0.00408996-0j -0.00805827-0j -7.09693e-05-0j -0.140439-0j -1.92109e-05-0j -0.0380158-0j 1.61452e-05-0j 0.0319493-0j -1.63059e-05-0j -1.37249e-05-0j -0.0322673-0j -0.0271598-0j 1.06731e-05-0j 0.0211206-0j 3.93845e-05-0j 0.0779367-0j 1.29656e-05-0j -0.000329838-0j -0.121212-0j 5.65237e-05-0j -0.00143794-0j 1.13449e-05-0j -0.528427-0j 7.56326e-06-0j -1.14578e-05-0j -0.000288608-0j -0.000192406-0j -1.28589e-05-0j -0.106061-0j 0.000291481-0j 4.67953e-06-0j -0.0707072-0j 7.07083e-06-0j 0.107116-0j -8.18586e-06-0j 0.000327125-0j -0.000119045-0j 0.120215-0j -0.000179879-0j 2.28088e-05-0j -0.0437478-0j 0.000208244-0j -0.0661036-0j 2.2834e-05-0j -0.000580244-0j 0.0765277-0j -0.000580886-0j -0.213234-0j -0.21347-0j 
-0.0566034-0j 0.00019982-0j -0.0160285-0j 0.00140921-0j -0.000116759-0j 0.00100679-0j -0.00139762-0j -0.00174635-0j 0.000885681-0j 0.000127837-0j 1.42407e-05-0j 2.05547e-06-0j -0.00407579-0j -0.000588289-0j 0.00400079-0j 1.0174e-05-0j 0.000577465-0j 1.4685e-06-0j -0.00115415-0j -0.000166587-0j -0.000740192-0j -0.000106838-0j -0.0956073-0j 0.000115968-0j 9.66398e-06-0j -0.00150619-0j 1.82695e-06-0j -0.0836564-0j 1.52246e-07-0j -0.388033-0j 0.0821172-0j 0.000101472-0j 0.000470668-0j 0.00693131-0j 8.45598e-06-0j -9.96047e-05-0j -0.0345065-0j 3.92223e-05-0j -0.555991-0j -8.30039e-06-0j 0.0586673-0j -8.40739e-06-0j 4.1855e-05-0j -7.00616e-07-0j 0.000674394-0j 0.103671-0j 3.48791e-06-0j -7.1161e-05-0j 5.61995e-05-0j 0.0451622-0j -0.000125748-0j -5.93009e-06-0j -5.47799e-05-0j -1.0479e-05-0j -4.565e-06-0j 
0.000404095-0j -0.000250686-0j -0.000146233-0j -0.0109296-0j -0.00842743-0j 0.00258722-0j 0.00369681-0j 0.00152485-0j -1.58157e-05-0j -0.0312972-0j 5.39206e-05-0j 0.106702-0j 2.90973e-05-0j 0.0575797-0j 2.93988e-05-0j -1.27639e-05-0j 0.0581764-0j -0.0252581-0j -1.05297e-05-0j -0.0208369-0j -3.36429e-06-0j -0.00665748-0j -1.17145e-05-0j 0.000298011-0j 0.109516-0j -1.29656e-05-0j 0.000329838-0j 3.09361e-05-0j 0.121212-0j 3.40948e-05-0j 3.12567e-05-0j -0.000786998-0j -0.000867356-0j 2.38537e-05-0j -0.289214-0j -0.000795154-0j -4.22799e-06-0j -0.318745-0j 1.39147e-05-0j -0.292211-0j -7.39898e-06-0j -0.000606826-0j 0.000107558-0j -0.223003-0j -0.000353982-0j -4.31607e-06-0j 0.0395265-0j 0.000188227-0j -0.130085-0j -1.12595e-06-0j 0.000109799-0j 0.0691714-0j 2.86437e-05-0j 0.04035-0j 0.0105263-0j 
-0.00992665-0j 0.0240427-0j -0.0277439-0j 0.00372149-0j 0.00281571-0j -0.00088094-0j -0.00115278-0j -0.00060414-0j -0.000774971-0j -0.000111857-0j -0.00517139-0j -0.000746426-0j -0.000714779-0j -0.00010317-0j -0.000661388-0j 0.00122416-0j -9.54631e-05-0j 0.000176692-0j -0.00199773-0j -0.000288348-0j 0.0021359-0j 0.00030829-0j 0.0836564-0j -0.000101472-0j -8.45598e-06-0j -0.181228-0j 0.000219822-0j -0.220923-0j 1.83185e-05-0j 0.0487996-0j -0.20442-0j 0.00026797-0j -5.91919e-05-0j -0.167152-0j 2.23308e-05-0j 0.000247953-0j 0.0301932-0j -4.93266e-06-0j 0.192884-0j 2.06628e-05-0j 0.0483898-0j 0.000202748-0j -3.66231e-05-0j 1.68957e-05-0j -0.00023396-0j 0.0358642-0j -3.05192e-06-0j -5.86948e-05-0j -1.94967e-05-0j -0.35569-0j -4.35017e-05-0j -4.89123e-06-0j 0.000431438-0j -3.62515e-06-0j 3.59531e-05-0j 
