0.0395972+0.0179578j -0.00893526+0.0125653j 0.0242572+0.00089595j 0.00189492-0.0155849j 0.0391546+0.0153977j 0.0403514+0.0152994j 0.0244074-0.0149484j 0.00845009+0.0163032j 0.0104996+0.0178793j -0.00859717+0.0113954j -0.0141797+0.0158321j -0.0376487-0.00608275j 0.0681653+0.010033j 0.0528859+0.0546837j 0.00378893-0.0479043j -0.0904903+0.0676789j 0.0824538+0.0587972j -0.0460373+0.0280315j 0.0495004+0.0162529j 0.00916738+0.0165624j 0.00906017+0.0167329j 0.0247149+0.0160098j -0.0217143-0.0154602j 0.0134018+0.00748171j -0.0438834-0.0139909j -0.027424+0.0136449j -0.0298316+0.032142j 0.015989+0.00915384j 0.0184525+0.00382824j -0.01068+0.0338416j 0.0489654-0.00806632j 0.00607403+0.0124386j 0.0418518+0.00947769j -0.0542387+0.0207546j -0.12224-0.0181872j -0.0193388-0.0854152j 0.00347701+0.00180237j 0.0132936+0.0545186j -0.101348+0.0148035j -0.00737086-0.0317122j -0.0483408+0.00898402j -0.0128549+0.044088j -0.0722603-0.00522302j -0.00348343+0.0151521j -0.0294539+0.016863j 0.0301728+0.0113091j 0.0536987-0.0198491j -0.00198285-0.0291665j 0.0133169-0.0149945j -0.0175416-0.0260141j 0.0116331+0.000611283j 0.0219922-0.00436168j -0.0131933-0.00663549j 0.0176208-0.00266664j 0.0132329-0.0073413j 0.0145496-0.0134935j 0.00574068-0.0184508j 0.0279166+0.00965601j 0.0277809+0.00215671j -0.000230785-0.00861636j 0.0152101+0.00677568j 0.0141934-0.00596445j -0.0252264+0.0100489j -0.0112099-0.0134306j -0.0128544-0.0059092j -0.0131027+0.0114897j -0.0185603+0.0105541j 0.0332105-0.000808388j -0.0240386+0.0110611j 0.000915256+0.000565447j -0.00288926+0.00444059j 0.00550202+0.00379057j -0.00229511+0.0111878j 0.0056051+0.00685412j -0.00534464+0.00158655j 0.00465999-0.000160467j -0.00201373+0.00369893j 0.0135329+0.000568613j -0.00800683-0.0044995j 0.0201441+0.00109567j -0.00606871+0.00731024j 0.00659599-0.0064147j -0.0195518+0.0077336j -0.00128834-0.000702969j 0.0188469-0.0102454j 0.016715-0.0070193j -0.00500182+0.00470576j 0.0109376+0.00287938j 0.00802785-0.0095821j -0.00828729+0.0180428j 0.000636084-0.00395021j -0.0026151+0.00601837j -0.0284345-0.000211644j 0.00290529-0.0246374j -0.039091+0.0260712j 0.0920559-0.0122182j 0.132127+0.00865905j 
-0.00582141+0.0117829j 0.0438423-0.0128321j 0.0409444+0.0266764j -0.0258022+0.0271644j 0.0258675+0.0376479j 0.0176752+0.0603619j -0.000829982+0.0213969j 0.0436409+0.00980003j 0.010638+0.0234414j 0.0279024+0.0296819j -0.0638343+0.0239599j -0.0175754-0.0928646j -0.11753-0.0209602j 0.0623319+0.0355216j 0.0946835+0.0156889j 0.0957077-0.0324487j 0.0243091+0.000722662j 0.0177252-0.0175086j 0.0525269+0.0346369j -0.0297069+0.0468673j 0.00684579-0.0198531j -0.0199382-0.00917591j 0.0647639+0.0189847j 0.0374899+0.00390035j 0.00226525+0.0305303j 0.0322946-0.0111525j 0.0802901+0.00987349j -0.105565-0.018773j -0.011308+0.0161225j -0.0111228-0.0115656j 0.112276+0.0523093j 0.109635+0.0374043j -0.28274-0.0543007j 0.0640399+0.0793358j -0.0960781-0.0610411j 0.0366595+0.0240141j 0.0131553+0.0467387j -0.0572306-0.0308919j -0.0114056+0.036545j -0.0162208+0.00219226j -0.0275366-0.0307564j 0.00496138-0.0106367j 0.0256501-0.00034186j -0.00979412-0.0110482j 0.0231006+0.0177808j -0.0111316-0.0124298j 0.0166326+0.0304111j -0.0140568-0.0193862j -0.00517877+0.00452217j -0.00353164+0.0125652j -0.00267519+0.0201058j -0.00615486-0.00461532j -0.00768097-0.00134073j -0.00811787+0.00186923j -0.0118102-0.00250022j -0.00888331+0.00254488j 0.012017+0.0135684j -0.00773793-0.000750233j -0.0140943-0.0132278j -0.00647275+0.00364556j -0.00860876-0.00180529j -0.00898414-0.00242485j 0.00346295-0.0153994j 0.00283635-0.00384741j -0.00810455-0.0104683j 0.00236533+0.00926542j 0.00179395-0.00565133j -0.0128548+0.00412396j 0.0135166+0.0010144j 0.00710601-0.00508874j 0.0103624+0.0048138j 0.000723226+0.00397608j 0.0177541-0.00888045j -0.00915989-0.00680711j 0.000609048-0.0100833j 0.00283537+0.00352443j -0.00130294-0.0150798j 0.0276022+0.0102421j -0.0311303-0.00972715j -0.0187386+0.0198813j -0.000651838-0.00600252j 0.0152522-0.00727495j 0.0147839-0.000444281j 0.0102526+0.0176143j 0.00247018-0.00590749j 0.0245695+0.00297367j 0.0176275+0.00252365j 0.00667909+0.0257589j -0.0107698+0.0140949j 0.0939332-0.0048481j 0.131616-0.0114707j 0.0396486+0.0328908j 0.0205383+0.00560872j 0.0109231-0.00970724j -0.0923948-0.00370879j 0.026927-0.00374112j 0.00497476-0.00768951j 
0.00307568+0.0133759j -0.0115825+0.00254197j -0.0017179+0.0023379j 0.0076001+0.00485064j -0.018966+0.0245719j -0.0368505+0.0283452j -0.0242893+0.00814942j -0.013506+0.020253j -0.00476195-0.00329245j 0.00978805+0.00330309j 0.0202266-0.0244651j 0.0285666-0.0167952j 0.017064+0.00955784j 0.00667089-0.00802328j -0.0251799+0.00492115j -0.00695876-0.0083576j -0.0031605-0.00498536j -0.00617658-0.00471056j -0.00504597+0.0173869j -0.012158+0.0437708j -0.00118058+0.0415357j 0.014734+0.0292424j 0.0235532-0.0447431j 0.00479981+0.0237524j 0.0190482-0.0826605j 1.76016e-05-0.0139015j 0.00209203-0.0283323j -0.037174+0.0445183j 0.00666952+0.023177j 0.0158038+0.061565j 0.0289886+0.0827115j 0.0468294+0.0579478j -0.00425673+0.155491j -0.0456465+0.0121221j 0.0955909-0.154026j -0.0788774+0.168167j 0.00604367+0.00706311j 0.0403237-0.0754747j 0.0385828-0.189836j -0.001707-0.0215173j 0.00807656-0.0636861j 0.0194113-0.0221902j 0.0203734-0.0884068j -0.000614586+0.00598682j 0.0137575-0.0317363j -0.00404086+0.00654823j -0.0157687+0.0663334j -0.00555068-0.0098762j -0.00624507+0.0166585j -0.00505377+0.0214077j -0.00533722+0.0252881j 0.00321855+0.00930179j -0.000749804-0.016987j -0.0100702+0.00237841j 0.00798987-0.00197451j 0.000222958+0.00750058j -0.00459753+0.0266222j -0.00667791+0.00830447j 0.00269946+0.00411691j -0.00683501+0.0032763j 0.00116605+0.0125362j 0.00560349+0.00544386j 0.00140115-0.0153879j 0.0024428+0.00685286j -3.49093e-05-0.00971676j 0.005558-0.00436086j 0.0030489-0.0101204j -0.00142278+0.016236j 0.00321734-0.0178712j -0.000629148-0.00219432j 0.000470843+0.00263396j 0.00454468-0.0150238j -0.00225578-0.00111684j 0.00199188+0.0100191j 0.00265334+0.00135989j -0.00612324+0.000459338j -0.00812889+0.004997j -0.00599204+0.00915106j 0.00492026-0.00657041j -0.000853194+0.0189109j 0.000567389-0.014487j -0.00308283+0.0144102j 0.0248188-0.0197453j 0.00432398+0.00218794j 0.0126719-0.000962495j 0.0153746-0.00353247j 0.00754441-0.0151639j 0.0170436-0.00147292j 0.0231018+0.000346759j -0.0246868-0.0020327j 0.0130011-0.0243268j -0.0294729-0.00634555j 0.0612527-0.0401171j -0.0284136+0.0588106j -0.0142359+0.0229986j -0.0176+0.0234625j -0.0164534+0.0243053j 
0.0138164+0.0370522j -0.047202-0.00907627j 0.0346746-0.0124668j 0.0397886-0.0254911j 0.0123755-0.0137856j 0.0626599-0.0209036j 0.0622094+0.0163067j -0.0115691-0.0222184j 0.0419896+0.00735284j -0.0383065-0.0316938j 0.0373477-0.00308547j -0.100239+0.022225j -0.0183909-0.01181j 0.0318563-0.0341598j -0.0245242+0.0034202j -0.11143-0.00910438j 0.0563096+0.0717049j -0.0444695+0.0481601j 0.0528938-0.0192978j 0.000208678-0.0158421j -0.053982+0.0110526j -0.0350324+0.000108398j -0.0326277-0.011199j -0.0139762-0.00530412j 0.0290996-0.0317465j -0.0235519+0.0149345j 0.0737205+0.00106156j 0.0558521+0.0452376j -0.0564131-0.00601134j -0.163192-0.0323741j -0.123441-0.0247254j -0.278361-0.0559936j -0.111229+0.0290959j 0.222227+0.0115273j -0.0793405-0.0632308j -0.0143437+0.0858233j -0.0379283-0.0204917j 0.0339275-0.0168365j -0.0320208+0.00488183j 0.0272173+0.00946057j 0.00224434+0.00364202j -0.0165231-0.033792j -0.00509894+0.0329995j -0.0129657+0.00375753j -0.0138571-0.0395279j 0.0128244-0.000688027j -0.00298801+0.0107545j 0.0027865+0.0240823j 0.0128943+0.0144042j -0.00435098+0.0184839j -0.00378342-0.00102714j 0.00694395+0.00446228j 0.000617478+0.00750527j 0.0058812+0.012113j 0.0118576+0.00123637j 0.0116522+0.00434147j -0.00390354+0.00759705j 0.00196828+0.000628383j -0.00628239-0.007148j 0.0164953+0.00438873j 0.00414676-0.00187386j 0.00205593+0.00232718j -0.00158621+0.00630964j -0.0065728+0.0177605j 0.00687763+0.00486452j -0.0060331-0.0110031j 0.00224201-0.00802307j 0.0110227-0.00822223j -0.0111784-0.00215325j 0.0126731+0.00780164j -0.0055115-0.00963814j 0.00509507-0.0077413j -0.00957714-0.00757673j -0.0140277-0.0156447j -0.0180385+0.0127121j 0.0138924+0.00929887j -0.00748152+0.00725858j 0.028912+0.00264895j 0.0198468+0.00539084j 0.0205157-0.0162395j 0.0102812+0.00875089j -0.00485465+0.0137991j -0.019821-0.0192845j 0.00869998+0.00961353j -0.00540689+0.00070708j -0.0586247+0.00587428j -0.0404752-0.00645484j -0.027063-0.0127383j -0.105725+0.0234981j 0.0649783-0.00679853j 0.026397+0.00751799j 0.00369223-0.0082501j 0.0137391-0.0199975j -0.0161901+0.0225827j 0.0374353-0.0019677j -0.0249824+0.00716432j -0.0336693+0.00893873j 
-0.0305877+0.043206j 0.0132026-0.0428738j -0.00574578-0.0159517j -0.00445697+0.0233404j 0.010344-0.032109j 0.0250317-0.0306265j 0.00494037-0.000417261j 0.00664247-0.0310931j 0.0083913-0.00654635j 0.0173601-0.0378908j 0.00811705+0.0226734j 0.0212578+0.0263978j -0.0966784+0.0703474j -0.0216497-0.00190838j 0.0684614-0.0515338j 0.0406128-0.0972505j -0.0754122+0.0613356j 0.00460444+0.0242585j -0.0254735-0.0359358j -0.025743+0.0735311j -0.0151185+0.0294332j -0.0228342+0.00168729j 0.0193653-0.13938j -0.00213868-0.0471879j 0.0102562-0.0667361j -0.00997282+0.0379994j -0.00539539-0.0715644j -0.00658535+0.153033j -0.0123842-0.0141934j -0.011838+0.0508002j -0.0274455-0.166318j -0.0656476-0.0610908j -0.0586593+0.198097j -0.109159+0.0457477j -0.0444348-0.0210699j 0.0372527-0.0919638j -0.0026375-0.00428663j -0.0560487+0.141811j 0.0596063-0.0692239j 0.0220945-0.0486216j 0.014131+0.030802j -0.0243938+0.0567621j 0.018316-0.0489258j -0.0110934+0.0256076j 0.00797637-0.0226772j 0.00741376+0.0265564j -0.0154833-0.0236215j 0.0151938-0.0229317j 0.00332933-0.00536871j 0.00969219-0.0576856j -0.00489928-0.0103663j 0.00319354-0.00154657j 0.012292-0.0117229j -0.00421923+0.00300501j -0.0138604+0.0149987j 0.00327332-0.00698629j 0.00864771-0.0304034j -0.0168062+0.0291657j -0.00686217+0.0170771j -0.0046541+0.00085994j -0.00633351+0.0041654j -0.0078089+0.000130161j 0.00487811+0.0170915j 0.0147968-0.00405734j 0.00647307-0.00578353j 0.00830477-0.00126949j 0.00236504+0.018089j -0.0136413+0.0081381j 0.0120654+0.00710688j 0.0070482+0.00510022j 0.00915464+0.000592574j 0.0123667+0.0107919j -0.00452095+0.0178917j -0.00279803-0.0131575j 0.0180055-0.00207603j -0.00953287+0.0102483j 0.0233983-0.0109803j -0.00125377+0.0106233j 0.0239171-0.0249279j 0.00323918-0.0331345j 0.00687912+0.0184001j -0.000922765+0.00837857j -0.013954+0.0133607j -0.00453619-0.0212419j -0.0219697-0.0022597j -0.0369562+0.0130414j -0.0576157+0.0206486j -0.0229173+0.0229868j -0.00435191-0.0295317j 0.00623106+0.0133136j -0.0402073-0.0336184j -0.0239175+0.0168934j -0.0254853-0.0107136j -0.0195954-0.0369245j -0.0757199+0.0219665j 0.0302876-0.0117325j -0.00858663+0.0112958j 
0.0544509-0.0120263j -0.0136216+0.0804485j 0.0192323+0.00738589j 0.00454881-0.0296861j 0.0125387-0.00337039j 0.00826169+0.0054498j 0.0315748-0.0255715j -0.00405095+0.0316415j -0.0126593+0.0197732j -0.0348887+0.031405j -0.0187186-0.0229833j -0.0228699-0.0199387j 0.0512785-0.00712079j -0.0368705+0.0225181j -0.119008+0.0442044j -0.0231335+0.125517j 0.0982471+0.00165702j -0.0125113+0.0377713j 0.043797-0.000312311j -0.0112816+0.0295001j 0.00321432+0.0312954j 0.0168531-0.0133498j 0.00698899+0.012758j 0.0176173+0.00465304j -0.00215532+0.00309878j -0.0106867+0.0391486j 0.0339671+0.0289195j -0.0364898-0.00329696j -0.0115454-0.00891207j -0.0361989+0.0460549j 0.0246175+0.0253054j -0.00542437+0.0418442j -0.00799602-0.0531329j 0.0885289+0.0347311j 0.010473-0.0694444j 0.0689624-0.207506j 0.0255896-0.038849j -0.0153661+0.0816459j 0.0620911-0.109613j -0.00138615-0.0395811j -0.0272657+0.00487895j -0.00948582+0.0453658j 0.00993103-0.0259904j -0.00217919+0.00933949j -0.00913399+0.0280096j -0.00320471+0.00391523j 0.0186-0.00962572j -0.000458371-0.0266902j 0.000975959-0.016147j 0.0097419-0.0174977j 0.00330555+0.00438571j 0.00620509+0.00394485j -0.00255385-0.0131524j 0.00204642+0.00712944j 0.00111908+0.00523256j 0.00474082-0.00860657j 0.00328779-0.0163494j 0.00348644+0.0110095j -0.00607665+0.0132346j 0.00396017-0.00521559j 0.000251693+0.0234811j 0.000807287+0.00400504j -0.00125925-0.0111751j -0.010294-0.0276955j -0.000881393-0.00166081j -0.0100623+0.00062662j -0.0120778+0.0132858j -0.00270252+0.026985j -0.00541621-0.00855112j 0.0105521-0.0126273j -0.00273953-0.00622304j -0.0101327-0.00851166j -0.000508657+0.00368281j 0.000102991+0.0109487j -0.00418368-0.00875854j 0.0110906+0.000473985j -0.0185462+0.00970311j 0.00692458+0.00218963j -0.010525+0.00265349j -0.00192632+0.0132719j -0.00198382+0.00864827j -0.00485034-0.0141499j 0.00795675-0.0147749j 0.020884-0.00798013j 0.0189009+0.00303262j 0.00925792+0.0164256j 0.0121523-0.0119004j 0.0101845-0.0232202j -0.00595679+0.0120846j 0.00675088+0.0139419j 0.045235-0.0195262j -0.0562952+0.0470072j -0.0128793-0.00653967j 0.0661487-0.00674814j 0.00293004+0.0420889j -0.00107614-0.0301838j -0.0285208+0.0244172j 
-0.0174841-0.0540768j 0.0168248-0.0390328j -0.0311324+0.00313283j -0.00615516+0.0485007j -0.0472342+0.0109677j -0.0676923-0.00365284j -0.0439516+0.00945222j -0.0196769-0.00745266j 0.00407335-0.00169335j -0.00139326-0.00781649j 0.0182856+0.0101835j 0.0330168+0.0544648j -0.0228547-0.113201j -0.0505828+0.0614769j 0.0976775+0.0970112j -0.0276581-0.0766141j -0.0446949-0.0996531j 0.00354262-0.0483753j -0.0453533+0.00111248j 0.0122536+0.0370576j 0.00790658-0.000569498j -0.00291558-0.0173246j -0.0471895-0.0299023j -0.021147-0.0359128j -0.0122274+0.0507554j 0.0357514+0.068949j -0.00555097+0.036204j 0.0561151+0.0214594j -0.00447757-0.0379827j 0.0360455+0.035034j -0.0487705-0.14458j 0.0150084-0.0260628j 0.0953767-0.0619768j 0.098426+0.0225477j 0.0441959-0.104537j 0.0601465-0.0273768j -0.00143531+0.016399j 0.0151582+0.030315j -0.0222537-0.0435217j -0.0189517-0.00548014j 0.0213856+0.0184534j 0.0306608+0.0391007j 0.0167251-0.0163563j 0.00717365-0.0142898j 0.0124933+0.0317785j -0.0266338-0.00248606j -0.0138101-0.0322698j -0.0156187-0.0218456j -0.00287094-0.0100971j 0.0314911-0.0144005j 0.000270743-0.00166871j -0.00923732+0.00706421j -0.00474307-0.0124862j -0.0225692-0.0143367j -0.0160323-0.000414716j -0.0124841+0.00200765j 0.0105084+0.00277434j -0.0258678-0.0154494j -0.0210237-0.000798345j -0.00882776-0.00958353j -0.00221127+0.0011131j -0.0151152-0.00381661j 0.0106941-0.00737126j 0.0112339+0.0210341j -0.00985188+0.00294934j 0.00838928+0.00249292j 0.0080242-0.00335202j -0.00220498-0.00655693j 0.00433529+0.000396299j 0.000333503-0.000635002j -0.0191157-0.00452544j -0.00091985+0.00564461j 0.00331882-0.0218017j 0.00844046+0.00662025j -0.00446709+0.0188104j 0.0121134-0.0268228j -0.0114502+0.0122223j 0.0284211-0.0139591j 0.00766084+0.0244849j 0.00508437+0.0296906j 0.0258367-0.00954997j 0.0227966+0.00122987j 0.00980095+0.0124692j 0.0292619-0.00389086j -0.00633215+0.0014026j -0.00723068+0.0803515j -0.0271251-0.0912086j -0.0251862-0.0332681j 0.00736263+0.0334037j 0.0160355-0.0225506j -0.00957281+0.03153j 0.0111716+0.0246264j -0.0144416-0.0208866j -0.0465882+0.0240943j 0.0185429+0.0277308j 0.0189741-0.0102139j -0.0159424-0.0124229j 
-0.0147132+0.0610268j -0.0557681-0.0356431j 0.00728696+0.0305263j 0.0416879+0.0274771j 0.0113899+0.00888967j 0.00710052+0.00932371j -0.000369803+0.0366681j -0.0149291-0.021781j -0.000163115-0.00970926j 0.00744189-0.0103207j 0.0416053+0.0230701j -0.0377455-0.0387132j 0.0354762+0.0488534j 0.0368505+0.00522462j 0.0487035-0.0521904j -0.128565-0.0980063j -0.0102631+0.087704j -0.0453359-0.0360225j 0.0321835+0.0465662j -0.010173-0.0347049j -0.0145467-0.0320194j 0.0261074+0.0203358j 0.0365928+0.0380061j 0.0145929+0.00395194j 0.0150636+0.0668682j -0.0271288+0.00672242j -0.00135027+0.0623404j -0.0395463-0.0516377j 0.0253027-0.0112163j -0.0211434-0.0204595j 0.0586672-0.0409886j 0.0238355-0.0202705j -0.0606524-0.08109j -0.084939-0.0161067j 0.0741274-0.00723322j -0.0308768-0.0998249j -0.0237127-0.0268601j -0.000455093+0.0734795j -0.0424645-0.0639719j 0.0300731-0.00382453j -0.00581421-0.00821309j -0.022797+0.0286549j 0.012831-0.00921927j -0.00989727-0.00422181j -0.00432527+0.0102028j 0.000976431+0.00543916j 0.00530208-0.0104238j 0.0256003-0.0138171j 0.00533151-0.00799138j 0.00213637-0.022759j -0.00624075-0.00213995j 0.00306613-0.00374151j 0.0109778+0.00385638j 0.00972192+0.00222368j 0.00341563+0.0014185j 0.00393492-0.000251774j 0.00437079-0.0138673j 0.00403956+0.0134796j 0.00149861+0.00444228j 0.00388717+0.002865j -0.000877475+0.000793242j 0.00513769+3.40146e-05j -0.0015161+8.61518e-05j -0.00518847-0.018463j 0.00678279+0.00167063j -0.0130336-0.0107857j -0.0115006-0.00962474j 0.000725622+0.00873889j -0.00531192-0.00917603j 0.00245553-0.00332221j -0.013205-0.0103491j -0.00551024+0.00101226j -0.00161603-0.000251441j 0.00343575+0.00327969j -0.000423482-0.00607938j 0.0128638+0.0068297j 0.00681904+0.0120921j -0.00129665-0.0077159j 0.0024307-0.0074721j -0.0163743-0.0185994j 0.00791492+0.00424086j 0.00612861+0.000472268j -0.00117411-0.019036j 0.00952514-0.0119689j 0.0214446+0.00481172j 0.000474218-0.01865j 0.021822+0.0419054j 0.00738302+0.0116992j 0.012665-0.0100642j -0.00942663+0.00836461j 0.0270365-0.0129178j -0.0290095-0.012631j -0.0175175-0.0109286j -0.0261192-0.0214821j 0.0112901-0.000853031j 0.046921+0.0107442j -0.00392324+0.01534j 
0.0193174+0.0106332j -0.0158771+0.0171801j 0.0113409-0.0157588j -0.00607191-0.0138401j 0.0212678-0.0214233j 0.0345516-0.0135041j 0.0249406-0.0323961j -0.0102502-0.0108917j 0.00758653+0.00212714j -0.00498202+0.0148386j 0.0371126+0.0426944j -0.0231806-0.0281534j 0.0101248+0.134896j 0.0279006-0.0302471j -0.0370048-0.0263231j -0.0174194+0.0219592j 0.0368417+0.0101378j 0.0154597+0.020637j 0.0327109-0.0172998j 0.0463195+0.00354358j 0.0184764-0.00760715j 0.0238833+0.0204371j -0.0108967+0.0160205j 0.0340101+0.0162198j -0.0355532-0.0277077j -0.0258894-0.0552227j 0.00258717-0.0474757j -0.0053462+0.012653j -0.0301906+0.0336459j 0.0266128-1.81999e-05j 0.0669439+0.0928582j -0.0436572+0.0174916j 0.0975932+0.157993j 0.0466945+0.0189934j -0.00401532+0.139165j 0.0352552-0.0208834j 0.0550779+0.0156614j 0.00774932+0.00137236j 0.0416746+0.0569751j -0.016989-0.00941081j -0.0161207+0.00259613j 0.022261-0.0050455j -0.0148202+0.000245029j -0.000795661+0.00294647j 0.00459852-0.0178441j 0.00112228-0.00416603j 0.00240157+0.0198784j -0.0251407-0.0119913j -0.000445828+0.00933942j -0.00966152+0.0178598j -0.00839434+0.000222414j 0.00430398+0.0145605j -0.0118677-0.0112292j -0.01748-0.0193824j 0.000319571+0.0022372j -0.000665481+0.00581945j -0.00102712+0.00408853j -0.00606115-0.0107151j 0.00634112+0.00582253j -0.0123071-0.0109337j -0.0074653+0.0192225j -0.00363951+0.0130938j 0.00517383+0.000206513j -0.000255802+0.00163782j -0.00139339+0.000477976j -0.00226617+0.0154188j -0.00231778+0.0301065j -0.0153154+0.0135383j 0.00508036+0.00921379j 0.00312446+0.0155338j 0.0210211+0.0307256j -0.00978909+0.0193096j -0.00913919+0.0100734j -0.0123864-0.0148875j 0.0137382+0.0138723j -0.0178845-0.0200947j -0.015274-0.00141244j -0.0384378+0.0338201j -0.00698254+0.0112223j -0.0081902+0.0276915j -0.027493-0.00929885j -0.00792361+0.00646159j 0.0132305+0.031286j -0.00856444-0.0135666j -0.0140432-0.0181105j 0.00883912+0.0267308j -0.040298-0.0947685j -0.01956+0.0378523j -0.0341673+0.00943059j -0.0554+0.0100472j 0.0382407+0.023791j 0.0276033+0.0387959j -0.0067519-0.0439173j -0.0217801+0.0275282j -0.02768-0.0185018j 0.0291743-0.014311j 0.0176326+0.00964546j 
-0.0301281+0.0401873j -0.0710899-0.01234j 0.0281676+0.0139389j 0.092182-0.0372881j 0.0228745+0.0013199j 0.00984913+0.0387133j 0.0458666+0.000788519j -0.00615375-0.000724753j -0.0767129+0.0460602j 0.013551+0.0252724j -0.0246198+0.0587064j 0.014725-0.152558j -0.0422086-0.0126555j 0.0709266-0.0380205j -0.0650052-0.0215336j -0.102911-0.000125427j -0.0283229+0.079588j -0.0399565+0.0778206j -0.00414714-0.0135549j 0.0324858+0.000580954j -0.00539046-0.0421521j -0.00283389-0.07086j -0.0554041+0.0134723j -0.0641065-0.0220758j -0.0225574-0.00999552j 0.0271138-0.0222721j -0.0897289-0.0510613j 0.109795+0.0768334j 0.103479+0.0315896j -0.0060956-0.136918j -0.0890159+0.0387645j 0.152936-0.0199658j 0.0678026-0.0203162j 0.0247426+0.180912j 0.0640501+0.0192581j 0.00316961-0.0308828j -0.00458802-0.0718006j 0.0215519+0.0493414j 0.0221649-0.0148354j 0.0354551+0.00563733j 0.0201296+0.0314426j -0.0200315-0.0238218j -0.0175681+0.0775244j -0.01641-0.000642744j -0.0144794-0.0330133j 0.00765746+0.0101389j 0.00611746+0.0216557j -0.000876861+0.0379417j 0.0160095+0.0220443j 0.000300755+0.0147491j 0.00308055+0.0111642j 0.0183157+0.0143415j -0.00186073+0.0122086j 0.00301164+0.0392494j 0.00561625+0.0225546j -0.00156548+0.0124083j -0.00616669-0.00705108j 0.0121933-7.32822e-05j -0.0137559-0.00017026j -0.00720636+0.0186026j 0.00496285+0.0158033j 0.00202285+0.0167651j 0.014198-0.00915362j -0.0112195-0.0128003j 0.00147728+0.0107196j -0.00483992+0.00124756j 0.00235831+0.0165744j -0.00443703+0.0168331j 0.00619408+0.0137892j 0.0109694+0.0128354j 0.00968969+0.0151902j -0.00358599+0.0147299j -0.00534747-0.00663076j -0.010017-0.0133743j 0.0192856+0.00590874j -0.0211198+0.01673j 0.0254928-0.000174956j -0.0137177+0.000562109j -0.0233254+0.000233397j 0.0172116-0.00530501j -0.026053+0.00157225j 0.00204787+0.016434j -0.0484945+0.0266624j 0.0194038+0.00800785j -0.0472662+0.00758643j 0.060699-0.00229432j 0.0274166-0.0181537j -0.00624725-0.00542441j -0.0214489+0.0214335j 0.0201148-0.0126219j -0.0159287-0.0110183j -0.0113197+0.00861109j 0.00440748-0.0162693j -0.0319271+0.00354536j 0.0301252-0.0044548j -0.0116413+0.00689321j -0.0151776+0.00639915j 
0.0382079+0.0293795j -0.0239563+0.0222183j -0.0287726+0.00653744j 0.00353857-0.00764733j -0.0325771+0.0149032j -0.0602743-0.00560287j -0.00105594-0.00736581j -0.0190483+0.0122138j -0.0547626-0.00443208j -0.0527868-0.0207119j -0.0463631-0.0462575j 0.138727-0.0220679j -0.0283846-0.0363427j 0.0164877+0.00701095j -0.0256064+0.0259447j -0.0215309+0.0123346j 0.0727385+0.0829576j -0.0232705-0.016816j -0.0298729+0.0448452j -0.0570476-0.0654937j 0.00726791+0.0113426j 0.00976052-0.0121582j -0.0206794+0.0447652j -0.0229722+0.0310671j 0.0348045-0.0067614j 0.042846+0.011711j 0.0144754+0.049064j 0.00259779-0.0461279j -0.0195092-0.0159175j 0.0297782-0.0203283j -0.113738+0.0381718j -0.0198695+0.0344801j 0.0108802-0.0781359j -0.0886101+0.123817j -0.118438-0.13441j 0.0353885+0.0307426j 0.0376633+0.0378601j -0.0109658-0.0119713j 0.0756707+0.066173j 0.0174845-0.000400696j -0.0125748-0.0122099j -0.00800566+0.0213811j -0.0150401-0.00103765j 0.00467453+0.00115222j 0.00678344+0.0234791j -0.00868051-0.00338438j 0.00580665-0.00208992j -0.00310521-0.00857266j -0.00244902-0.00916558j 0.0180972+0.00362646j 0.0140174+0.0250917j -0.00614642-0.0115688j 0.000191123-0.0024009j 0.00651296+0.0141148j -0.000751828-0.00364093j -0.00655985-0.000637227j 0.00848958+0.0152445j 0.00418054+0.000353794j -0.0176844-0.00427884j 0.00263815+0.00396408j 0.00375822+0.00324801j -3.91383e-05-0.00469234j -0.00577251-0.0136605j -0.00275098+0.00877408j -0.010867-0.010434j 0.0139158+0.0203488j 0.00666624-0.00105988j -0.001205+0.00472115j 0.0136043+0.0073847j -0.00536113-0.0109682j 0.00737443-0.00391651j 0.00409094+0.00682802j 0.000725765-0.0120137j -0.00402936+0.0123791j -0.00810251+0.00856398j 0.00371056-0.000670567j -0.0286579-0.0199345j 0.0126202-0.00161023j -0.00574058+7.75432e-05j 0.021219+0.0209908j 0.0085469-0.0179296j -0.0383546-0.0189847j -0.00511172+0.00438841j 0.0294506-0.0133882j -0.0015607-0.0213689j -0.036927-0.0283819j -0.0691147-0.0304323j 0.0447526+0.091027j 0.0207868-0.0381477j 0.0607013-0.0209161j -0.045279-0.00955936j 0.0145381-0.0039912j -0.0304942-0.0325216j -0.0468969+0.00985374j -0.0272715-0.0250614j -0.00768465-0.00600781j 0.00873472+0.015532j 
