0.0395972+0.0179578j -0.00893526+0.0125653j 0.0242572+0.00089595j 0.00189492-0.0155849j 0.0391546+0.0153977j 0.0403514+0.0152994j 0.0244074-0.0149484j 0.00845009+0.0163032j 0.0104996+0.0178793j -0.00859717+0.0113954j -0.0141797+0.0158321j -0.0376487-0.00608275j 0.0681653+0.010033j 0.0528859+0.0546837j 0.00378893-0.0479043j -0.0904903+0.0676789j 0.0824538+0.0587972j -0.0460373+0.0280315j 0.0495004+0.0162529j 0.00916738+0.0165624j 0.00906017+0.0167329j 0.0247149+0.0160098j -0.0217143-0.0154602j 0.0134018+0.00748171j -0.0438834-0.0139909j -0.027424+0.0136449j -0.0298316+0.032142j 0.015989+0.00915384j 0.0184525+0.00382824j -0.01068+0.0338416j 0.0489654-0.00806632j 0.00607403+0.0124386j 0.0418518+0.00947769j -0.0542387+0.0207546j -0.12224-0.0181872j -0.0193388-0.0854152j 0.00347701+0.00180237j 0.0132936+0.0545186j -0.101348+0.0148035j -0.00737086-0.0317122j -0.0483408+0.00898402j -0.0128549+0.044088j -0.0722603-0.00522302j -0.00348343+0.0151521j -0.0294539+0.016863j 0.0301728+0.0113091j 0.0536987-0.0198491j -0.00198285-0.0291665j 0.0133169-0.0149945j -0.0175416-0.0260141j 0.0116331+0.000611283j 0.0219922-0.00436168j -0.0131933-0.00663549j 0.0176208-0.00266664j 0.0132329-0.0073413j 0.0145496-0.0134935j 0.00574068-0.0184508j 0.0279166+0.00965601j 0.0277809+0.00215671j -0.000230785-0.00861636j 0.0152101+0.00677568j 0.0141934-0.00596445j -0.0252264+0.0100489j -0.0112099-0.0134306j -0.0128544-0.0059092j -0.0131027+0.0114897j -0.0185603+0.0105541j 0.0332105-0.000808388j -0.0240386+0.0110611j 0.000915256+0.000565447j -0.00288926+0.00444059j 0.00550202+0.00379057j -0.00229511+0.0111878j 0.0056051+0.00685412j -0.00534464+0.00158655j 0.00465999-0.000160467j -0.00201373+0.00369893j 0.0135329+0.000568613j -0.00800683-0.0044995j 0.0201441+0.00109567j -0.00606871+0.00731024j 0.00659599-0.0064147j -0.0195518+0.0077336j -0.00128834-0.000702969j 0.0188469-0.0102454j 0.016715-0.0070193j -0.00500182+0.00470576j 0.0109376+0.00287938j 0.00802785-0.0095821j -0.00828729+0.0180428j 0.000636084-0.00395021j -0.0026151+0.00601837j -0.0284345-0.000211644j 0.00290529-0.0246374j -0.039091+0.0260712j 0.0920559-0.0122182j 0.132127+0.00865905j 
-0.00193098-0.0228215j -0.0263257+0.0131734j 0.00270712-0.00696562j -0.0136541+0.0170309j 0.00109212+0.000933524j -0.0108502+0.0174018j -0.021876-0.0145708j 0.00784058+0.000974221j 0.0117515+0.0296214j 0.00597897+0.0404041j -0.0106147+0.0570061j -0.00963328-0.0129995j -0.013326+0.0587803j -0.0431384-0.0589995j 0.059611-0.0449035j -0.0485345+0.0558642j 0.0128199-0.0758681j 0.0125745+0.00683732j -0.0221929-0.0111399j -0.01966+0.00861191j -0.0096524-0.00488878j -0.00971437-0.00954553j 0.00771991+0.019257j 0.00350736-0.00340719j -0.00702438+0.00584629j -0.017625-0.000373763j -0.00829223-0.00922799j -0.00806095-0.00259942j 0.00629188-0.000535794j -0.00705463-0.000128445j 0.0233187-0.0149142j 0.00534023-0.00324739j 0.0175106+0.00257791j 0.00161358-0.00336782j 0.0338437+0.000114758j 0.159762-0.00908348j -0.0385776-0.0365281j -0.0834969-0.000827127j -0.0786689-0.0318604j 0.0102701-0.00684059j -0.0249455+0.0149577j -0.038766-0.0150107j 0.0111307+0.0084536j 0.0045029+0.00406285j -0.0245203-0.0015008j -0.0111257+0.00342112j 0.0240234-0.00393326j 0.0210014+0.0177307j 0.0189582+0.00592657j 0.0382162-0.0100474j 0.00103378+0.00228795j -0.00089304-0.00264474j 0.0057809+0.0035303j -0.0049785+0.00709845j -0.00358446+0.0038356j 0.0123947+0.00775994j 0.0171303+0.00802684j -0.00966707+0.00735757j -0.00606607+0.00477546j 0.00524762+0.0142039j -0.0102206-0.00803635j 0.00605809+0.000304056j -0.00356626-0.00575927j 0.00496235+0.00251011j 0.00956228+0.00803587j -0.0109347+0.00191627j -0.0171924-0.00499403j 0.00275507-0.0168354j -0.00869799+0.0108096j -0.00347546+0.0036735j -0.0146439-0.00091291j 0.000231655-0.00892627j -0.0156992+0.0101803j -0.00517127-0.00432773j 0.00832406-0.00487736j -0.0035588+0.00741911j -0.00470976-0.00524189j 0.0132277-0.00114814j 0.00302559+0.00358816j -0.00027209+0.00519618j -0.010986+0.00465384j 0.0457019+0.00749557j -0.0138168+0.00381535j 0.000401772-0.0151471j -0.00145037+0.0209666j -0.00899882+0.0150582j 0.00617545+0.00373522j 0.0130992-0.0139191j 0.00349091-0.000104315j 0.00312638+0.000955202j -0.00547308-0.0159249j 0.00985285+0.00955546j 0.0117594+0.0122168j -0.011663-0.00168613j 0.0381101-0.00762183j 0.136575+0.00472654j -0.0962538-0.0176769j 
0.00919453+0.0104997j 0.00642717+0.00490234j 0.0368088-0.0159565j -0.0262128+0.0484828j 0.0048028+0.07556j -0.00314678-0.0636892j -0.00823842-0.00809764j 0.0148876+0.0376564j 0.00809251-0.00080345j -2.969e-05+0.0240275j 0.00387353-0.0198297j 0.011734+0.0187931j -0.00802927-0.0054665j -0.00426377-0.0346865j -0.0143753+0.0338095j -0.0110428-0.0062873j 0.0209242+0.0310322j 0.000801167-0.032295j -0.00222722+0.00714242j -0.00177712-0.0198308j -0.00354622+0.0130368j 0.0088527-0.00454641j -0.00588243+0.00259082j 0.00554045+0.00859924j -0.0116332-0.0116396j -0.00429251+0.00182535j 0.0101643+0.00399551j -0.00477065+0.00744438j -0.00106901-0.00237127j 0.00870985+0.00364264j 0.0110626-0.00622049j 0.00653352+0.000490624j 0.0137522+0.0117239j 0.00337753+0.0108322j -0.0334574+0.0055264j -0.0414654+0.00539429j 0.0131379+0.0102833j 0.0220486+0.0181409j -0.0098757+0.00628275j 0.00300844-0.0214094j -0.0163116+0.000590809j 0.0206578-0.0176721j -0.022569-0.00411012j 0.0120036+0.000787897j 0.00346367+0.00263895j -0.00496368-0.020109j 0.000813977-0.0049273j -0.00305603-0.00411348j 0.00352912+0.0190541j -0.0257627+0.00712762j 0.0072365-0.00155141j 0.000190184+0.0144277j -0.00148297+0.0129331j -0.00293412+0.0142065j -0.0188845-0.00742937j -0.0231912-0.00523119j -0.00257523-0.0158755j -0.0152822+0.0103572j 0.000671841+0.0126919j 0.000190799+0.00715487j 0.0167529+0.00896006j 0.0271085+0.00273517j -0.0169765-0.0143912j -0.00714039+0.0264679j 0.0202795-0.0219284j 0.00754548+0.00514324j -0.0120763-0.0105205j 1.53666e-05-0.00667281j 0.00338463+0.00212189j 0.0042777+0.00058091j 0.009415+0.00605323j -0.00867394-0.00808567j 0.00103088+0.00438458j -0.000984021+0.00422722j 0.00471634-0.00129003j 0.0101853-0.00567651j -0.0104723+0.00047856j 0.00469478+0.000813997j -0.0118772-0.0023555j 0.00210701+0.00353549j 0.00330531+0.00464695j 0.00489061-0.00532188j -0.00104163+0.000926454j -0.00133738-0.00265042j -0.00158793-0.0043604j -0.00378822+0.00728337j -0.000799285-0.00693041j -0.00547046-0.000709201j 0.00558872-0.0110616j 0.00453479+0.00494964j -0.00375683-0.00684093j -0.00566358-0.00342429j 0.00219488-0.00192866j 0.00981087-0.00470434j -0.00371028+6.76086e-05j -0.010442+0.00355931j 0.0582046+0.00659233j 
-0.0320721+0.0158523j 0.00655094+0.023537j -0.00251226+0.00152723j -0.0166429+0.0020377j -0.00655411+0.0407507j -0.0154691+0.0348585j -0.00169941-0.0210718j -0.00700837+0.0419958j -0.0111053+0.0104267j -0.000460544+0.0147312j 0.000559524+0.0229714j 0.0022291-0.0353393j -0.0234909-0.00983414j -0.027883+0.0362921j -0.053223-0.0348361j 0.018584+0.0913696j -0.0434072+0.0526434j 0.0118689+0.0212144j -0.00118807+0.0251714j 0.00837801+0.0237784j 0.0017945+0.00930233j -0.00493842-0.0104114j 0.0117852+0.0069552j -0.00631659-0.000190678j 0.0364368+0.00341601j 0.017298+0.00191575j 0.024986+0.00842896j -0.0238874+0.00150894j -0.0177192-0.000898741j -0.00472134+0.00485748j -0.0418274-0.00349651j -0.0133297-0.00121522j -0.0518369-0.00499006j 0.0146892-0.00488508j 0.103953-0.0167795j 0.0266636+0.0365046j 0.0131125-0.0035505j -0.00880541+0.00778637j 0.150632+0.0153278j 0.0188815-0.011531j 0.0199874+0.000129077j 0.0103647+0.0109768j 0.0689968+0.00238022j -0.00753374-0.00798904j 0.0174189+0.0136003j -0.00965141-0.00145574j -0.0339556-0.0135939j 0.00355619-0.0127959j 0.00585669+0.0163602j 0.00396463+0.00238795j -0.00884264-0.00755958j -0.0084066+0.00568205j 0.0147306-6.43422e-05j -0.0148913-0.00317147j -0.0149487-0.0115116j -0.0137844-0.00464045j -0.0101123+0.00180416j -0.0168547+0.00442417j -0.0155229-0.00707135j -0.0191402+0.0102513j -0.0264168-0.00536326j -0.0140629-0.00874304j -0.000771109+0.00176852j 0.0121505+0.00916748j 0.0047188+0.00584631j -0.00531715-0.00730516j -0.00565459+0.00478625j -0.0230253-0.00758069j 0.0119561+0.00630556j 0.00485511-0.00437576j -0.00690778-0.0103291j 0.0181897-0.0049469j -0.00573688+0.00825106j -0.00533229+0.0101544j -0.00701307-0.00295962j -0.0148+0.000159124j -0.0117144+0.000623514j -0.0104868+0.004246j 0.00728634+0.00176229j 0.00762612-0.00601867j -0.0130624-0.00534437j -0.0067293+0.0164284j 0.0164096+0.000517631j 0.0111985+0.000650676j -0.00813162-0.0024282j 0.016064+0.00779628j -0.0039103+0.00769873j 0.00173563-0.004489j -0.00720064+0.00100458j -0.00634836-0.00197358j 0.00355938+0.0104422j 0.0156425+0.0112811j -0.0196604-0.0104512j 0.0137594+0.00302515j 0.00365474+0.0113102j -0.114481-0.0234282j -0.135441-0.00495692j 
-0.00719357+0.00612499j -0.0388194-0.00397136j 0.0339086+0.00846137j 0.0245963+0.010049j 0.0259859+0.0261446j 0.0302364+0.0381094j 0.033492+0.0235067j -0.010776+0.00949121j -0.0121123-0.00519012j 0.00618233-0.00457474j 0.028054-0.00578042j -0.0486343-0.04258j 0.0288709-0.00877129j 0.0148791+0.00586134j -0.175492-0.000146862j -0.0138953-0.0276153j -0.0477936-0.0262181j -0.019507-0.0278518j -0.00265143+0.0247146j -0.0101711+0.0135001j -0.0355867-0.0112216j -0.0121201+0.011338j 0.0221281+0.00399224j -0.0065762+0.00804384j 0.00889485+0.000192455j -0.0386359-0.0126399j -0.0335328+0.00455984j -0.00826083-0.00749579j 0.0230784+0.00802478j -0.0606075-0.00199548j 0.016827+0.030091j -0.0294126+0.00428301j -0.0693028-0.00465474j -0.131304+0.00547723j -0.0898837-0.0867023j -0.0828999+0.01915j 0.0341878+0.0364365j -0.0147748-0.0260076j 0.08393+0.0453951j 0.0190138+0.00157508j -0.000839779-0.0134193j -0.0335016-0.0102613j -0.010123-0.0224209j -0.00418888-0.00240855j -0.0136454-0.000134638j 0.017543+0.00338151j 0.0108196+0.0164671j 0.0365693-7.72831e-05j 0.0011813-0.00375227j -0.0183524-0.0153495j -0.00727889+0.00933401j 0.0115005-1.70578e-05j 0.0100992+0.00180745j 0.0283931+0.0075468j 0.0251702-0.00028503j 0.0173068+0.00448687j -0.0023844+0.00870092j 0.0223057+0.0109143j 0.0153952+0.00185302j 0.0127912+0.00205681j 0.00117336+0.00438233j 0.0143072+0.00180285j -0.00568413-0.00425426j -0.0063667-0.00081882j 0.00312744-0.00697145j -0.0150542+0.00845307j -0.0160044+0.0079013j -0.000111431+0.00872785j -0.00137089+0.0079491j 0.0222141+0.000534098j -0.00472246+0.00636225j 0.0105102+0.00916959j -0.00142619-0.0051172j 0.00101226+0.00153334j 0.00490176+0.00872729j 0.0138684+0.00201371j -0.0224271-0.0136074j -0.00182042+0.0173376j -0.00227138-0.00652288j -0.00953823-0.00977988j -0.00347259-0.0169501j -0.0295071-0.0148557j 0.0258703-0.00589332j 0.00850737-0.00202911j -0.0092103-0.0072248j -0.00264775-0.0272281j 0.00787215-0.0017365j -0.00384716+0.00903161j -0.0252693-0.00166092j 0.00240748+0.00964032j -0.0347207+0.00880902j 0.0117716-0.0103585j 0.00652645-0.014786j -0.0318499-0.0113779j -0.15448-0.0105761j 0.0220553+0.021383j 0.0389591-0.0028669j 
-0.028449+0.0251821j 0.0107271-0.0456308j -0.00562874+0.0530182j 0.0211486+0.0493621j -0.0214535+0.0569007j 0.00938523+0.0469906j -0.0241888+0.0490118j 0.0209776+0.00498796j 0.0353516-0.0323809j 0.0513341+0.00443853j 0.0491825-0.0125499j -0.0141692-0.0805104j 0.0163687+0.0912177j 0.103334+0.0824608j 0.0850774-0.0070385j 0.0473424-0.103968j -0.028314+0.0498498j 0.0267679-0.0561023j -0.0166887+0.0576866j 0.0209382+0.0294589j 0.00322369-0.00368516j -0.0366473+0.0114777j -0.0164669-0.00627157j -0.0187886+0.00120523j -0.0272969+0.0101007j 0.00547822-0.0315967j -0.0379684-0.0185583j 0.0463571-0.00664271j 0.00316241+0.0253014j 0.0130084+0.00250034j -0.0594764+0.0286868j -0.0133111+0.0188114j 0.00368993-0.046598j -0.0082204-0.0784291j 0.00404478-0.00319201j -0.122623-0.0225099j -0.0572685-0.00837347j 0.0639348+0.00123215j -0.0927972-0.0437945j -0.0287563+0.0166879j 0.0238488-0.0262481j 0.0243271-0.01786j -0.0141531-0.0391562j 0.0190674-0.0159371j -0.0113464+0.0062066j 0.0135114+0.0168293j -0.01652+0.0146346j -0.000384024+0.00194875j -0.00348029+0.0079133j -0.0385909-0.00643487j -0.00585583+0.00280943j 0.00234161+0.0110739j -0.00411773+0.00586071j 0.00709242+0.00537012j 0.00716028+0.00254263j -0.00826329+0.00867354j -0.0303958+0.00405676j 0.0195091+0.0111334j 0.0116498+0.0113289j -0.00351584+0.0077185j 0.00384401+0.0051085j -0.00448831+0.00816134j 0.00315492-0.0067626j -0.00455578-0.0193336j 0.00163318+0.00820703j -0.00507433-0.00201685j 0.0112127-0.00775991j 0.0147483+0.018516j -0.00272129-0.0132854j -0.00806034+0.00550429j -0.00977202-0.00231713j 0.00336408+0.0131429j 0.00840626+0.0134267j -0.00213051-0.00976371j -0.0156875+0.00204839j -0.00733662+0.0090948j 0.0106862-0.00741413j 0.00256518-0.00778598j -0.0221888-0.00646794j 0.00201104-0.00370348j 0.0156933+0.0043955j -0.00812671-0.0082987j -0.0153172+0.0034144j -0.018235-0.00161345j -0.00465139+0.00470854j -0.0261297-0.0020829j 0.0178603-0.00613376j 0.00292365+0.0182133j -0.0204601+0.0330014j 0.0195944+0.0134924j -0.0212194-0.00428789j -0.0216055-0.0575635j 0.000979624-0.0423167j -0.0855884+0.0123977j 0.0198432-0.00254368j -0.00539335+0.0361439j 0.0503596+0.00614015j 
-0.00531046+0.0417952j 0.00971871+0.0345318j -0.0161361-0.00581528j -0.0140486-0.0450249j -0.010478+0.0112247j -0.0185591+0.0227091j -0.0136183-0.0121946j -0.00338032+0.0208893j 0.00061266+0.0277317j -0.0108262-0.00845071j -0.00755838-0.00801087j 0.0403215-0.0225647j -0.0471509+0.120536j -0.0513615+0.172954j -0.0152183-0.0608278j 0.0173825+0.0575491j -0.0122232+0.180485j -0.00600347+0.0351279j -0.0101115+0.0369387j -0.019484+0.016678j 0.0125099+0.0353685j 0.00882226+0.0217446j -0.0149636-0.0263563j 0.00116194+0.0070047j -0.00494621-0.0307842j 0.018229+0.0211586j 0.0194378+0.0111938j -0.00758039+0.00956694j -0.0135841-0.0186509j 0.0274843+0.0178005j -0.0347475-0.0380547j 0.0044211-0.0126244j -0.0174219+0.0361615j 0.0278646-0.00569845j 0.0518488-0.0298981j -0.10546-0.0304903j 0.0501746-0.0130676j 0.0558807+0.0428968j 0.132627-0.0265768j -0.0132501-0.0326663j 0.0417329-0.00540698j 0.0518539+0.0331239j 0.0155477-0.0180101j 0.0111995+0.012193j 0.0313205-0.00504026j -0.00952218+0.0208469j -0.0464627-0.00890751j -0.0217921-0.0191612j -0.0249999-0.00451509j -0.0164653-0.0218116j -0.00651424-0.000988847j -0.017436+0.00570399j 0.00400599-0.0098381j -0.00956586-0.000291007j -0.0113357+0.00239636j -0.0130523-0.00252912j -0.0254974-0.0140478j -0.00173134+0.00918328j 0.00390757+0.00231071j -0.00854252-0.00484477j -0.0053597+0.000286915j -0.0127215-0.0057103j 0.0121855+0.0072142j -0.0101997-0.00497955j -0.00243367-0.00346644j 0.0160452-0.00644862j 0.0154433-0.00170203j -0.0169375-0.0125687j 0.0259462+0.0086828j -0.00428007+0.0044388j 0.00766576-0.00403244j 0.0171939-0.00600687j 0.00984443+0.000233637j -0.00765347+0.00593979j 0.00152355-0.000321217j -0.00942578-0.00179371j -0.00578743+0.00130036j -0.0147722-0.00141126j 0.00694289+0.00165828j -0.00307708+0.00164118j 0.0150298-0.0058115j -0.00328269-0.00115004j 0.0198946+0.0111486j 0.0115773-0.0024815j -0.00904474-0.00885642j -0.00624547+0.00303408j -0.00510543-0.0012262j 0.025279+0.0101895j -0.00404966-0.00808078j 0.00931273+0.0291509j 0.00109545-0.00773765j -0.0315309+0.0177721j -0.010427-0.103423j 0.00499492+0.0107894j -0.000369492+0.0379977j -0.103115+0.0135038j 0.00110259+0.0573608j 
0.0245065+0.020143j 0.0245064-0.0324753j -0.0140547+0.0125513j -0.0434539+0.00181611j 0.0144688+0.041369j -0.0153444+0.0351773j -0.0150769+0.0459577j -0.000624749-0.00806767j -0.00512104-0.0136635j -0.036238-0.042033j -0.0454476-0.0395953j 0.033441-0.037254j -0.0203701+0.0486438j -0.0337988-0.051493j -0.028468+0.130653j 0.0248836-0.184402j 0.0491871+0.0360437j -0.0039231-0.0282897j -0.00441914+0.0175582j -0.0269571-0.0141981j 0.0131713-0.003012j 0.0310539+0.021202j -0.0142443-0.00579866j 0.0209498+0.0119565j -0.0239247-0.0290558j 0.00638621-0.00479273j 0.0319204+0.00428663j -0.0105923+0.010217j -0.0138928-0.00783983j 0.0245415-0.00845636j 0.0332175+0.00538095j 0.0196065-0.0165601j 0.0971021+0.0807834j 0.046388+0.0219958j -0.0627288-0.00764559j -0.0657452+0.0611358j 0.0108396+0.014145j 0.0408113-0.00653105j -0.0801062-0.0294215j -0.0432425+0.00151401j -0.0292127-0.0220448j 0.0330873-0.00480502j -0.061864-0.015299j 0.0169386-0.00642846j -0.00125811-0.021781j 0.0120055+0.000835847j 0.026399+0.0157742j -0.0448118-0.00692276j -0.00616095+0.0124402j -0.0109009+0.00231528j 0.0147737+0.00177656j 0.00161061+0.00526051j -0.0220791-0.0125975j 0.00134318-0.00756407j -0.00959766+0.00848011j -0.00505091+0.00444926j -0.000697448+0.00264359j 0.0170239+0.000278823j 0.011131-0.00382364j -0.00467142-0.00319023j 0.0174296+0.00131993j -0.00236684+0.00304359j -0.0101714+0.00207875j -0.0222907+0.0101449j -0.0140676-0.00495796j 0.00321402-0.00562582j 0.00865533+0.0038777j 0.0170076-0.00289492j 0.00291252+0.00533324j -0.0038117+0.00250075j 0.0122061-0.00117039j -0.00719989-0.00953241j 0.0196962-0.00440364j 0.0118993+0.00393159j -0.000673619-0.00783621j 0.0154246+7.03132e-05j 0.00713474+0.00677624j 0.0138874+0.00945396j 0.00264642-0.00315255j 0.00358426+0.00234081j 0.00887901-0.00964027j -0.00530342-0.0234549j 0.0141637+0.00788611j -0.0168304+0.00756672j 0.000295356+0.00989759j -0.0026208+0.00245402j -0.000811326-0.00997699j 0.00706033-0.0135076j 0.0052123+0.0177787j -0.00525469-0.00391752j -0.0236198-0.0206181j -0.00297173-0.0812568j 0.0313789+0.00702273j 0.0507468+0.0470231j 0.0305822-0.0219384j -0.0137525+0.0431486j 0.0812512-0.0160485j 
-0.000514356+0.0181908j 0.00179623-0.016562j -0.00139746+0.0278183j 0.00447307-0.00070952j 0.000418013+0.0525659j -0.0120806+0.026608j 0.0110725+0.065407j -0.00552629-0.0333556j -0.0172036-0.0108922j -0.0218823-0.0266611j -0.0577154-0.0233978j 0.100155-0.00984373j -0.0647248-0.0123627j 0.0370434+0.000761955j 0.000102875-0.153079j 0.0230339+0.00372401j -0.00382863-0.00498845j -0.0140155-0.0148346j -0.0192919+0.019156j -0.0353628+0.00102881j -0.00208369-0.00123289j -0.0165371+0.020478j -0.0133099-0.00483954j -0.00723941+0.00641604j -0.0163743-0.00771904j 0.0142872+0.018034j 0.0183742+0.0283439j 0.0219632+0.00943026j -0.00287724-0.0124113j -0.0491943-0.0301745j 0.0390491+0.00995726j 0.0045452-0.00394136j 0.0618249+0.0260702j 0.0939633-0.0410421j -0.0395297+0.00711153j 0.00108476-0.0161567j 0.0349859+0.00991249j -0.00340703+0.0089247j 0.0406241+0.000258368j -0.0116854+0.00275238j -0.00255935-0.0115976j 0.00345035+0.000295332j -0.00397617-0.0146969j 0.00891183-0.00370032j -0.00804296-0.00448069j -0.0115149+0.00513924j 0.0219172+0.0048399j -0.0146959-0.0124498j -0.00045971+0.00452609j 0.00769872-0.0107929j 0.0135343-0.0039491j -0.00337323+0.00221282j -0.00548716-0.00916931j 0.00238449-0.0078432j -0.0043223+0.00087313j 0.000869686+0.00170973j 0.00484409-0.010431j -0.00252478+0.0115879j -0.0100574+0.00256352j -0.0138274-0.0081754j 0.0120469+0.000320757j -2.70431e-05+0.00804926j -0.00311384+0.00202353j 0.00256963-0.00111113j -0.0192496+0.0121213j 0.0192101+0.000482713j 0.0224598+0.00968937j 0.00164248+0.00173248j 0.0307927-0.00462577j -0.00914035+0.00111724j 0.00855627-0.000201764j 0.00276825-0.000518842j -0.00341855-0.00544495j -0.000925256-0.0159438j -0.00305848-0.00704413j -0.00219305+0.00461602j 0.000931299+0.0116319j 0.0110099+0.0114718j 0.0048892-0.0281454j -0.010458+0.0170971j -0.00975177-0.00414312j -0.0137724-0.00209733j -0.016698-0.00386585j -0.0020117+0.000628573j 0.0013174+0.0140312j -0.00639575-0.0117222j 0.0102049-0.0271845j 0.00659186+0.0270075j -0.0202825-0.00333741j -0.024289-6.87352e-05j 0.00431094+0.0338833j -0.00792364+0.00297314j -0.00133032-0.0168484j 0.0124917-0.0140932j 0.0115497-0.00495655j 0.00147501+0.00351365j 0.0194355+0.00481666j 
-0.00665332-0.00332898j -0.0246438+0.0090524j 0.0170006-0.016002j 0.0396731-0.00223788j -0.00841947-0.0296374j 0.00855868-0.0159046j 0.0501684-0.0145087j -0.00700922-0.00705837j -0.0374732+0.0313874j -0.00514702+0.0189242j -0.044718-0.008484j 0.097205+0.0590037j -0.0669236-0.0485369j 0.100294+0.0127574j -0.0442576+0.113088j 0.000719272+0.00702449j -0.030083-0.00793439j -0.0245968+0.00534704j -0.011555-0.0208369j -0.0117088-0.0113429j -0.00899059-0.0103378j -0.0110754+0.0158742j 0.00962916+0.00888584j -0.0230327+0.000533941j 0.0210044+0.00176572j 0.0131074+0.0214867j -0.0184241+0.000663929j 0.0167344+0.0212561j 0.0215579+0.00284886j -0.0569404-0.0201416j 0.0560164+0.0484711j 0.0216054+0.0314422j 0.0265546+0.0420744j 0.00514819-0.0305318j 0.0490483+0.0447787j -0.0320424-0.00536578j -0.0208284+0.00113583j 0.00592028-0.00900337j -0.0458893+0.0208417j 0.0101203+0.00087928j -0.000230653+0.0012022j -0.021476-0.00685321j 0.0109542+0.00369387j -0.00844587-0.0013485j -0.0179826-0.00430421j -0.00965606-0.0106011j 0.0232099+0.0118252j 0.0105577-0.0059871j 0.016328+0.0021721j 0.0200626+0.00278773j 0.00539748-0.00333986j 0.0024747-0.00181958j 0.00227052-0.000127034j -0.00580835-0.00423122j 0.0150673+0.000221942j -2.69194e-05-0.00246879j 0.0115991-0.000933074j -0.00392239-0.00981776j -0.00105902+0.00399094j 0.000232651-0.005443j 0.0122861-0.00136401j 0.00808867+0.00573653j 0.0104362+0.003753j -0.0160027+0.000113584j 0.00247872+0.0130087j 0.00746602+0.015473j 0.0153266+0.00510835j 0.00597861-0.00487026j 0.00716815-0.00920172j -0.00601455-0.0003638j -0.0129036+0.00791345j -0.00132842+0.00300887j 0.0297357-0.000719321j -0.00213827-0.0104911j -0.0107674-0.000870227j 0.000905397+0.0253503j -0.000675044+0.00197155j -0.00903329-0.00222811j -0.0103975-0.00662591j 0.00809076-0.000149971j 0.0125211-0.000737239j 0.00151583-0.00363847j -0.0154315-0.00589359j -0.00246106+0.0175052j -0.000152837-0.0119663j 0.0261159+0.0112816j -0.00092283+0.011761j -0.00962071-0.0354839j -0.00297153-0.0140338j -0.0429171+0.0136267j 0.00745339-0.00822847j 0.0042462-0.00247577j 0.0067424+0.0200924j 0.0050146+0.0138585j -0.00847219+0.00555282j 0.0372091-0.00287257j 0.0119999-0.0101028j 
0.0102935-0.023504j 0.0135043-0.0498557j -0.00642841+0.021616j -0.0165737+0.0706039j 0.0512796-0.0219682j 0.0157461+0.0338351j 0.0128105+0.0514855j -0.00591631-0.00235222j 0.00461009-0.00076851j -0.0176785+0.0545962j -0.0449369+0.0520917j 0.00504235-0.0679582j -0.0355789+0.0389866j -0.0242319+0.0543747j 0.00417914-0.0529393j 0.0253008-0.024661j 0.0168171-0.0718432j 0.00428284-0.0471334j 0.00275684+0.020117j -0.00761623+0.0319083j 0.00672817-0.0084874j -0.00459012-0.0165579j -0.00242959-0.0174143j -0.000778399-0.00771265j -0.0160123+0.0174528j -0.012287-0.0221744j -0.0322898+0.00932064j -0.0154913+0.0311723j 0.0098768+0.00715325j 0.0130413-0.0180539j 0.026945-0.00673047j 0.0336428+0.00931179j -0.00996475+0.000987276j -0.018897-0.0341373j -0.0389872-0.00177042j -0.0147267+0.00715055j -0.000185578+0.0102382j 0.000236329-0.0210766j 0.00548891-0.00577742j -0.00966289+0.0278668j -0.015626+0.000873044j -0.00800995-0.013485j -0.0200509-0.0201509j 0.00309706-0.0063963j -0.00419279+0.00312366j 0.0092469+0.00808969j 0.0163565+0.0110676j 0.00147603-0.000303538j -0.00998217+0.0143835j -0.00535775+0.00827896j 0.0116656+0.000783629j 0.0046308+0.000759406j 0.00560495+0.00372231j 0.00543797+0.0121769j -0.00508061+0.00184044j -0.0051977+0.00969525j 0.00638665-0.000819744j -0.00616258-0.00453405j 0.0105379+0.00297554j 0.00622508-0.0102214j 0.0073544-0.00594979j -0.00657111+0.00716575j 0.00422314-0.0156501j -0.0112142-0.0109253j -0.00228928+0.000418676j 0.009814-0.00201983j -0.000231041-0.00727064j 0.0116295+0.0127624j -0.0111506+0.0137241j -0.00582534+0.00597159j 0.015288+0.0173637j 0.0132199-0.00237091j 0.00692095-0.0102669j -0.00766836-0.000733778j 0.0070265-0.00968515j 0.0101346+0.0185566j -0.0205154-0.00846792j -0.00251618-0.00119741j 0.00982502+0.00815204j -0.00644278-0.00732516j -0.00255582-0.00539862j 0.00269925-0.00718541j -0.0186915+0.00643265j -0.012077-0.000211539j -0.0199349+0.0318438j -0.0110016+0.010722j 0.0133248+0.000263869j -0.000348323+0.029684j -0.00174737-0.0065812j 0.00549528-0.000201932j -0.0192372-0.00481385j -0.00159013-0.0175701j 0.00238208+0.000195541j -0.00619918-0.0199704j -0.00262823-0.00514995j 0.0111962+0.00734144j 0.0305797-0.00650924j 
