-0.00368367-0.00618984j -0.00352886+0.000524822j 0.00783313+0.00355895j 0.0137239+0.00349562j 0.0112031+0.00320241j -0.0122638-0.00282529j 0.000651028+0.00923447j 0.0106636-0.0160176j 0.011612-0.00834171j 0.0132521-0.00376388j -0.00119222-0.0167131j -0.0224365+0.00644314j 0.0229149-0.00890519j 0.00948487-0.0130648j 0.0165308-0.0127606j -0.0419163+0.000517723j 0.000133814-0.00564467j 0.0284057-0.0259373j 0.0118885+0.0102689j -0.0107071-0.022399j -0.0031127-0.000454932j -0.0154256+0.00299453j -0.0246798+0.0336519j -0.0190767-0.0447666j 0.0358079+0.00442515j -0.0476778+0.0188465j 0.011053+0.00744333j -0.0826523-0.000268215j 0.0299333-0.0355599j -0.0822909-0.00706297j 0.0813712-0.183627j 0.18474+0.0354957j 0.151327+0.0397368j 0.057951-0.110421j 0.0270469-0.0288275j 0.0219404-0.0174785j -0.0671247+0.0292915j 0.0640932+0.0340454j -0.00252772-0.00469901j -0.00322099+0.0106458j 0.0207703+0.0314024j 0.0199379-0.015357j 0.00413202+0.0188212j -0.0229012+0.00189672j 0.0214736-0.017072j -0.00986151-0.0114801j 0.018632+0.00602357j 0.0366803-0.00980902j 0.00567636+0.00163098j -0.0027467+0.0181683j 0.0241537-0.0063535j 0.0309914-0.00491262j -0.00768967+0.00567598j -0.00974156-0.0206869j 0.00249358+0.00741119j -0.0252618+0.0032603j -0.00457789-0.00617051j 0.00668552+0.0044432j 0.00628996-0.00331684j 0.000711971-0.00885446j 0.0132825-0.00434981j -0.0151768+0.00574282j 0.0151511+0.00546134j 0.0120836+0.000395507j 0.00449031-0.000252465j 0.0155447-0.00906278j 0.0026625+0.00267605j -0.00919718+0.010712j 0.00773656-0.0232287j -0.0603789-0.0170679j 0.14851+0.0405846j 0.178202-0.0609718j 
0.0214449+0.00118995j -0.00489004+0.00516046j -0.0436502+0.00346211j 0.0737533-0.0166952j 0.140741-0.0557446j -0.107741+0.0330687j -0.0314237+0.025544j -0.0636557+0.0446516j 0.0735827-0.0350174j -0.0579134+0.0262888j -0.0560566+0.0013153j -0.0766158+0.0149984j -0.0897592+0.0368643j -0.11848+0.0666238j 0.0109522+0.00247663j -0.0495562+0.00670995j 0.0806623-0.0330284j 0.0129533-0.0153996j -0.0412159+0.0174409j -0.0604775+0.012106j -0.159574+0.0864068j 0.0990379-0.092412j -0.00576236+0.00568588j -0.122419+0.00756335j -0.0526866+0.0489123j 0.121671-0.000725118j 0.0172737-0.0119575j 0.0200294+0.0656495j 0.0692912-0.00983625j -0.125345+0.125684j 0.0882273-0.0648248j 0.00296854+0.0512449j 0.0259641-0.0265092j 0.0550908-0.0399948j 0.00515893-0.012784j -0.0233447-0.00561237j -0.0190658+0.0242529j -0.0264784+0.001523j 0.00395855-0.00722716j -0.0146904+0.0113458j -0.0178974+0.00804019j 0.0209227-0.0115556j -0.00885453+0.00524108j -0.005491+0.0105018j 0.0138348-0.0106814j 0.0135076-0.000937749j -0.00125135-0.00542747j 0.0104744-0.0179165j 0.00219468+0.0026156j -0.0134822+0.000117883j 0.0182228-0.00347977j 0.00612137-0.0080028j -0.00927098+0.00719193j 0.00666429+0.00145431j -0.00516423-0.00814084j -0.0197305-0.00575255j -0.00653732-0.00277902j 0.000740095+0.01467j -0.0101745+0.000993251j 0.00171996-0.00905289j 0.0127331+0.00290151j 0.0141015-0.00164242j 0.0514732-0.00132942j 0.00564084-0.000376506j -0.0605724+0.0331036j -0.0141782-0.00373065j 0.0158103+0.00246166j -0.0502745+0.00615603j 0.040537+0.0113462j 0.0244082+0.0140461j 0.018981+0.0108182j -0.0114435-0.021921j 
-0.0169133+0.0132854j -0.00331271-0.00910981j -0.0243119-0.031863j 0.043378+0.0342119j 0.110074+0.102953j -0.0684271-0.0313075j -0.0603924-0.0255635j -0.0588291-0.0729009j 0.0637405+0.0246331j -0.0273978-0.0384122j -0.0277138+0.0482986j -0.00784858-0.0103718j -0.0697319-0.0564672j -0.10131-0.077484j 0.0571527-0.00308348j -0.0308399-0.0370503j 0.0515081+0.0495525j 0.0868955+0.0474075j -0.0284689-0.00465911j -0.0999389+0.0192047j -0.0342869-0.070562j 0.134322+0.110468j 0.0441439+0.061373j -0.0375443-0.00227033j 0.0902415-0.0960211j 0.046806-0.0398371j -0.116038-0.124069j 0.0533546+0.011095j -0.0667833-0.101853j -0.0119393-0.000323789j 0.0807579+0.0311935j 0.00195386+0.00887654j -0.0119269+0.000357296j 0.0151548+0.00061161j -0.00688136-0.007028j 0.0115181+0.0108554j -0.0184716-0.0151836j -0.00988642-0.00885608j -0.00577592-0.00795628j -0.000573997-0.000788095j -0.0160657+0.00284543j 0.0153273+0.0168369j -0.0102316-0.000452622j -0.00826347-0.00920658j 0.0183307-0.00579063j -0.010722-0.000861602j -0.00966836-0.00765456j 0.0145991+0.00425168j 0.00507237-0.00589189j -0.00546205+0.00416987j 0.025558+0.00459329j 0.00196745-0.00424856j 0.00721649-0.00741136j -0.0043877+0.00775462j -0.00667026+0.00182891j -0.0165518+0.00359229j -0.0143714+0.00946462j -0.00787088-0.0130742j -0.0221459+0.000859723j -0.0207867+0.0152667j 0.026349+0.00623005j -0.0186648-0.00635193j 0.00141393+0.00761634j -0.0524861-0.00714809j 0.0534351-0.0155509j 0.0283271-0.0115317j -0.019949+0.0206591j 0.0670686+0.00512437j -0.0509775-0.0152538j 0.0758568+0.0433051j -0.0228189-0.00363318j -0.000563131-0.00208816j 
0.0107404-0.00418417j 0.00824358+0.0164559j 0.0401666-0.0242644j -0.0182742+0.0400347j -0.0543639+0.0757446j -0.0407783-0.0771936j 0.0615903+0.0318274j 0.0028772-0.0741162j -0.0714006-0.0119306j -0.0338741-0.0657342j -0.0203877+0.0316244j -0.0267678-0.0212387j -0.0190764-0.0692201j 0.0583281-0.0480552j -0.063139-0.0331156j -0.0325852-0.0757226j 0.0575369+0.113156j -0.114384+0.0297659j 0.00369876-0.0124565j 0.0134219+0.0322024j -0.0578239-0.0330963j -0.0963548+0.0497516j 0.125101+0.13835j -0.0254155+0.0130883j -0.0846347-0.180752j 0.0377712-0.147685j 0.0816808-0.147442j 0.0387572-0.0168678j 0.214094-0.0892491j 0.066458+0.000754374j 0.0317267+0.0270347j 0.0753162-0.0402782j 0.0655514-0.00922241j -0.0172855-0.017002j 0.00469991-0.00664685j -0.00189249+0.0232372j -0.00128416-0.00949506j 0.0333817-0.0223383j 0.0176229-0.0217171j -0.00996897+0.00407466j 0.00338704+0.000461171j -0.0164554+0.00845406j 0.0113808+0.00959644j -0.00565543-0.014215j 0.0243876-0.0066387j 0.00553417-0.00253285j 0.00895262-0.0131043j 0.0134963-0.00279974j 8.01864e-05-0.00353652j 0.00831536-0.00124569j -0.00077291-0.00391189j 0.0128528-0.00626927j -0.00138265+0.00135534j 0.000648786-0.00428229j -0.0125957-0.0013701j -0.0173655+0.0111532j 0.0224343+0.00409556j 0.00513739+0.00295993j 0.000330364+0.00708922j 0.0215322+0.0131441j 0.00207249+0.0039869j 0.00403759-0.00329996j -0.0229593-0.0105725j 0.0399705-0.0120267j 0.045621-0.00429558j 0.0207168-0.0302246j 0.0188114+0.0164726j -0.00389862-0.0136093j -0.0410888-0.0190695j -0.000929937+0.0161755j 0.00926307-0.00692495j -0.000717721-0.00361129j 
0.00459494-0.0119311j 0.0126662+0.0097495j -0.0441257-0.0191736j 0.0364331+0.00509231j 0.0458588+0.0229777j -0.0132912-0.00585711j 0.00333617-0.0111328j 0.00393647+0.00904533j 0.0289695+0.0476648j -0.0326411-0.000603407j 0.0647217+0.00832341j -0.0728722-0.022162j -0.0445947-0.00684176j 0.0307861-0.0403691j -0.00603856-6.29335e-05j -0.0618974-0.0248092j 0.0496089-0.0217072j 0.0449932+0.0443783j 0.00692113+0.0168567j 0.0436061-0.00736343j -0.0728464-0.0180495j -0.107468+0.0632559j 0.0473432-0.0524853j 0.00147352+0.0343812j 0.0166497-0.0973424j -0.135001-0.0540033j -0.00797804+0.127209j 0.0231326-0.0610059j -0.142358+0.0316674j -0.0725897+0.0495344j -0.0188371-0.00867029j -0.064115-0.020399j -0.0484671-0.000771256j 0.0150225-0.0174664j 0.00617856+0.0178967j 0.0200511+0.0141199j 0.00115077+0.0215386j -0.0199309-0.00845383j -0.0187454+0.00969262j -0.00862906+0.00664796j -0.0294706-0.0103482j 0.00416646-0.0195877j -0.00238654+0.00573604j -0.0217526-0.0130013j -0.00665786-0.00377443j 0.0266721-0.00928085j -0.0193927-0.00179589j -0.00343622-0.00182534j -0.0106189-0.00195125j -0.00177811+0.00475006j -0.0101625-0.00374008j 0.00805146-0.00272885j -0.0100909+0.0127594j -0.0243502-0.00273113j -0.0178834-0.00215262j 0.0247726+0.00240863j 0.0674394-0.00254468j -0.00359846+0.00552194j -0.066537+0.008119j 0.0280115+0.00986631j 0.014277-0.0038576j -0.0287752+0.00823891j -0.0443478+0.0199059j -0.00812953-0.0081202j 0.0976679-0.010622j -0.0380623+0.0219318j 0.0812079+0.0261099j 0.0222674-0.0193135j 0.0351137+0.0151935j -0.0439793-0.00213848j 0.0291787-4.24331e-06j 0.00114272+0.00870804j 
-0.0124106+0.0124326j -0.00360754-0.00748058j 0.00104905-0.0379879j 0.0126253+0.00539978j 0.038227+0.0263457j -0.0272237+0.0336765j 0.00103467-0.0115274j -0.00946376+0.0291671j 0.0325553+0.104255j 0.00737485+0.00996117j 0.0021884+0.048515j -0.0151249-0.0856428j -0.0549011+0.0274626j -0.0260984-0.0204221j -0.0127107-0.0058354j -0.0254392-0.0792745j 0.0199684-0.0539058j 0.0187996+0.0897344j 0.0141302+0.0748458j -0.0991363+0.0199203j -0.0451264-0.0664918j 0.00811532-0.0260993j 0.013674-0.101361j 0.0849336-0.164048j 0.101645+0.0245572j -0.088379-0.0973676j 0.139424+0.140816j 0.0496263+0.191967j 0.017186+0.00057646j 0.0203116+0.040819j 0.0208337+0.0188809j -0.0241985-0.0142819j 0.0155546-0.00465215j 0.0191029+0.00376803j 0.00636955-0.00610098j 0.00212886+0.0130133j -0.00664228-0.020819j 0.00238469-0.00422187j 0.00232163-0.00415067j 0.0101615-0.00798344j 0.0240365+0.00406407j -0.00570345-0.000910268j 0.00700916+0.00308101j 0.00885063+0.00672413j -0.00735906+0.00314022j 0.00943575+0.0131492j -0.00659449-0.00871221j -0.0156425+0.00454882j 0.00450763-0.00744721j -0.0120425-0.0121568j -0.0258271-0.00313003j -0.00821811+0.00157794j -0.0229438+0.00331618j 0.0340476-0.00489146j -0.00454417-0.00301515j 0.0176413+0.00176096j 0.00941457-0.00437692j -0.0061905+0.00507966j 0.0328211+9.12191e-05j 0.0110751+0.0222464j -0.0313494+0.00195567j 0.0426188-0.014754j -0.0575303-0.0108076j -0.0882058-0.000120927j -0.0309732+0.0144917j 0.0437646+0.0231544j 0.0132238+0.00993999j -0.0518883-0.0146409j 0.00226958+0.0111336j 0.032389+0.0100872j -0.00622544-0.00612523j 0.0133429+0.00812308j 
-0.00554234-0.011805j 0.0238209+1.77739e-06j 0.0178644-0.0147543j -0.00829729-0.000439175j -0.0490339+0.0259999j 0.00655787+0.0269003j 0.00213336-0.0979451j 0.0527539+0.00450857j -0.00102174+0.09604j 0.0347086+0.0354914j -0.0619733-0.0503754j -0.0115818+0.0298493j 0.0212168-0.00513265j 0.0295617-0.0857128j 0.0338315+0.05167j -0.0138542+0.0857675j -0.0416346-0.0914292j -0.0245262+0.0789564j 0.00828374-0.000151973j -0.0916674-0.0930379j 0.019161-0.00558515j -0.0373307+0.0945845j -0.0291372-0.199268j -0.0173004+0.0854474j 0.0718238+0.174993j 0.181049+0.0936465j 0.0902182+0.0915089j 0.0765819-0.0546923j 0.133173-0.103677j 0.0971915-0.00948436j 0.000945714-0.0153867j 0.0859098-0.0365424j 0.02656-0.0526875j 0.00810064+0.026256j 0.00384225+0.00118475j -0.0155744-0.00755655j 0.00271635+0.0142581j 0.001623-0.02j 0.0171473+0.0118042j -0.0109361+0.0134481j -0.0101608-0.00491225j -0.00868992+0.00559876j -0.00506413-0.014119j 0.00692293+0.00262105j 0.00297599-0.0136237j 0.0254454-0.00367578j 0.0035094+0.000151482j -0.000575078-0.00333721j -0.00266022-0.00175048j 0.00327301-0.000837639j -0.00423748-0.00286367j 0.00806338-0.00704899j 0.00306085+0.000594196j 0.00203712+0.00651316j -0.0102646+0.00676618j -0.022729+0.00875296j -0.0120252-0.00400607j 0.0278607-0.00970082j -0.0316178-0.00409273j -0.0183884-0.00191364j 0.00733465+0.00394394j -0.0342378+0.00290131j 0.0446895+0.0131896j -0.0163773-0.00466669j 0.0836976-0.00573396j -0.00216123+0.014371j 0.0206114-0.0225171j 0.00440697-0.00616337j -0.036705-0.022811j -0.00919378+0.00840008j -0.00684645-0.0244683j -0.00534315-0.00469911j 
-0.0169185+0.00284363j 0.00328816-0.0103809j 0.0137028-0.0280687j 0.00510085+0.0174348j 0.0118434+0.0690315j 0.0241256-0.0120617j -0.0342671-0.0123947j 0.00302456-0.0361279j 0.0436812+0.0761688j 0.000240865-0.00753034j 0.0324562+0.0558889j -0.0319394-0.0587305j 0.0600383-0.0721598j -0.0257519-0.0510906j -0.00286664+0.00417047j -0.0565682-0.0881797j -0.0730761+0.0311628j 0.0695237+0.0939248j 0.0613436+0.0385898j 0.072005-0.0517397j -0.00227901-0.0386932j 0.0313282-0.0129533j -0.139276+0.00797166j -0.129551+0.00499232j -0.079716+0.0597383j -0.0912955-0.146603j 0.102226+0.145344j 0.0955656+0.10912j 0.00776025-0.0570449j 0.0546506+0.0186553j 0.000195409+0.0193229j -0.0345572-0.0574657j -0.0130315+0.00840397j -0.00442143+0.020896j 0.012579+0.0187762j 0.0262603+0.0366267j -0.00229793-0.00750869j -0.000310978+0.00484296j -0.00484409-0.00587953j -0.00306697+0.00959316j -0.0150534+0.000128319j 0.000155656+0.00201648j -0.0112409-0.0112161j 0.0054956+0.00740612j -0.00462261-0.000885937j 0.0083415+0.0113194j -0.00735877-0.00221565j 0.0141483-0.000411414j -0.00786857-0.00174181j -0.00833328-0.0138091j 0.0268279-0.0149615j 0.00514871+0.0116166j 0.0150334+0.000300948j -0.00825225+0.00385998j 0.000722441-0.006054j 0.0016977+0.00754891j -0.0161228+0.00671682j 0.0115786+0.00951919j 0.0137953-0.00399123j 0.0231415-0.0066435j 0.0426048+0.0212079j 0.0107594+0.00175448j 0.0683947-0.0104334j 0.0951353+0.00193069j -0.0123855-0.00857106j -0.0138021+0.0138537j 0.00112598+0.019219j 0.018603-0.0204725j -0.00865242+0.00201142j 0.00631388+0.0113787j -0.0160297-0.00891381j 0.00430941+0.00766649j 
0.00288589+0.00188414j 0.0122714-0.00252862j -0.0445495-0.0120369j 0.053686-0.0271721j 0.141388+0.0158612j -0.0729246+0.0347488j -0.00401728-0.06456j -0.11681-0.0224409j 0.0432907+0.0478119j -0.0635533+0.0373314j 0.0276744-0.0415403j -0.0153359+0.0773302j -0.107004+0.0417868j -0.10938-0.0659323j -0.076772+0.0210367j 0.000298589+0.100328j 0.0309966-0.0870332j 0.0133424+0.0358948j 0.022386-0.00617505j 0.0322798-0.0105506j -0.0900035+0.0781867j 0.0487579+0.119616j 0.034496-0.0829875j 0.114581+0.0216486j -0.176638+0.00789282j -0.0639067+0.0313635j -0.0119283+0.0446727j -0.023018-0.0846909j -0.0267071+0.0300381j 0.186264-0.0135682j 0.0235123-0.00265977j 0.0953044-0.0150389j -0.00135322+0.00250733j -0.0311164-0.015127j 0.0154361+0.00459543j 0.0380699+0.00415505j 0.0201713-0.0115336j 0.00747808+0.00424481j -0.0168477+0.000103758j 0.0102501-0.0066151j -0.00527397-0.0105989j -0.0150942-0.00877674j 0.00692396+0.00180736j -0.0137232-9.64536e-06j 0.00115994+0.00814063j -0.0125763+0.00350294j -0.00205808-0.00477739j -0.0104667+0.00723968j -0.004635-0.00523704j -0.000748219+0.00317732j -0.000448567+0.00300441j -0.000557607+0.00513378j 0.0172204-0.0012874j -0.0183871-0.00932755j -0.0119532-0.00112655j 0.00369527+0.00543801j 0.031856+0.00132662j -0.020412+0.000501336j -0.0407075-0.0131992j 0.00294968-0.0071458j -0.0159361-0.00811339j -0.000655686+0.00264998j -0.040275-0.00235877j 0.0708332+0.00238041j -0.00928779-0.0188132j 0.0609628-0.00856538j -0.0558588-0.0380759j -0.0481818-0.0154537j -0.0123046+0.00307075j -0.00702982-0.0104718j -0.0139285-0.00627416j 0.000555121-0.00836467j 
0.00516289+0.00806852j -0.00302152+0.00584458j 0.011505+0.00267824j -0.0318807-0.0172276j -0.0487384+0.0252221j 0.0511864+0.0377068j -0.0590121-0.0887116j 0.0456908-0.00902425j 0.0488477+0.0429927j 0.0340519+0.0753754j -0.0323047+0.00972893j 0.0223671+0.0693498j 0.0481729+0.0319958j 0.0144652-0.0431244j 0.0352931+0.125025j 0.0672001-0.0402167j -0.102211-0.0620691j 0.0564561+0.177737j 0.0285644+0.0184712j -0.0147325-0.0969041j 0.0129286+0.202743j -0.0326907+0.126319j -0.0680606+0.111587j -0.0615077-0.0847156j 0.0889777+0.0680282j 0.0806248+0.0341978j -0.015193-0.139992j -0.0517742+0.0610596j 0.00653919-0.0118195j -0.0813004+0.0754293j -0.000635766+0.0105169j -0.064693-0.00390077j -0.0167525+0.0105107j -0.0132953-0.0215652j -0.00543978+0.000475044j 0.00341641+0.0069165j 0.0108556-0.0143232j 0.0344059+0.00659099j 0.0139464-0.0136091j 0.0066022-0.00187877j 0.00395806-0.00629685j -0.017075-0.000416266j 0.00962717+0.00687799j -0.0107015-0.00439651j 0.0194746+0.0139677j -0.00644991-0.00210793j 0.00134791-0.00248435j 0.00457539-0.00491586j -0.00939717+0.00456979j 0.000774122-0.00704985j -0.00199115+0.00253362j 0.0090114+0.00374186j -0.0161435-0.00677999j 0.00495216+0.0057649j -0.00975916-0.0020723j 0.0195551-0.00333631j 0.0715407+0.0037822j -0.0240522+0.00206497j -0.00548382+0.00417157j 0.0395526-0.00449159j -0.02434+0.00126482j 0.0157346-0.00776601j -0.0549242+0.0169498j 0.0745907-0.0181711j -0.0180266-0.00286824j 0.0560797-0.0118249j -0.0160142+0.00524958j 0.0542704+0.0158877j -0.0195681+0.0135729j 0.0472593+0.025218j -0.00983335+0.000469089j 0.00292215-0.00462039j 
-0.0043391-0.00514489j 0.012429-0.00604758j -0.000294367-0.0294111j -0.00923545+0.0326756j 0.0256198+0.0787536j 0.0282311-0.0335757j -0.0927645+0.0131083j -0.00196023-0.0918064j 0.0921881+0.00869241j 0.0387957-0.0523066j -0.0764369+0.0249706j 0.0300602+0.00261465j -0.016355-0.0741496j -0.0870572-0.065266j -0.00845656-0.0854673j 0.118423+0.026628j -0.0962149+0.0857143j -0.000841705-0.0361897j -0.0149232-0.0184046j -0.0371139+0.0433002j -0.0329421-0.0951822j 0.059083+0.0444365j -0.211456+0.0262222j 0.172883+0.123562j -0.0244804-0.131741j 0.110188-0.0314605j 0.109873+0.0111788j -0.20098-0.0683358j -0.0322653-0.0340631j -0.0585495+0.0685018j -0.0542626+0.00988566j -0.0205426+0.0676286j -0.0146026+0.00867394j 0.0114742-0.0140026j 0.00815791+0.00143472j -0.0128525+0.023971j 0.0133394+0.0025056j -0.0137377-0.00536766j 0.0113247-0.00953154j 0.00425304+0.00554781j -0.00604442+0.00301032j -0.00808268+0.000957658j -0.0010817+0.00141828j 0.00684802-0.00245132j -0.0193598-0.0100929j 0.0012914+0.00233892j -0.00342581-0.01013j -0.0115802+0.00185089j -0.012457-0.0049376j 0.0201505+0.00629714j -0.022299+0.00465989j -0.0130254-0.00487226j 0.0142883+0.00278761j -0.0355773-0.0136465j 0.0137918-0.00367399j 0.0242388+0.0100875j -0.012575+0.00162735j 0.0193613+0.00258507j -0.0241866-0.00970269j -0.0212001-0.00202909j -0.0294474+0.0091383j -0.0094883-0.00721336j 0.000658532-0.0119446j -0.00746574+0.00302235j -0.0529171-0.00359981j -0.0115831-0.00220227j 0.0101973-0.00721848j -0.00128299-0.0104723j 0.0237508+0.0158927j 0.0330992+0.0190653j -0.00326475+0.00222393j -0.00826237-0.00388888j 
-0.00050859+0.00600699j 0.0044636+0.00577608j 0.0321625-0.0394158j 0.0203656+0.0286176j 0.0015141+0.0790433j -0.0874086-0.0292671j 0.0826457-0.0112483j -0.0449412-0.0430452j -0.128846+0.0456849j -0.0270148+0.0215631j -0.0109689+0.00827655j 0.0326477+0.0189602j -0.10861-0.0921466j 0.0429267-0.0446784j -0.0160336+0.0247384j -0.0369947-0.0277439j 0.139095+0.0241506j -0.0759675+0.0959881j -0.08063+0.0423691j -0.0352753-0.15142j 0.0822729+0.0526957j -0.0988673+0.00430657j 0.105674+0.0593951j 0.132279+0.173446j -0.018248+0.191992j -0.0762379-0.0190258j -0.0720867+0.0839499j -0.0960009+0.0588716j -0.0171305-0.0423j -0.117353+0.0912292j 0.00487872-0.00161695j -0.0529712+0.00226321j 0.0202296-0.0106433j 0.00823597-0.00661944j -0.00180776+0.010488j 0.00632298+0.0164868j -0.0275463+0.00239527j 0.00120262+0.00342672j 0.00526766+0.000563822j 0.00419712+0.0191323j 0.00892542+0.000380067j 0.0220435+0.00538547j -0.00383469-0.00719885j -0.00472842+0.000371245j 0.0227322-0.0114878j -0.0249509+0.0110404j 0.0150911+0.00105439j 0.0301465-0.00704078j -0.00459568-0.00894492j 0.0137687-0.00898307j 0.00398926-0.000275281j 0.00444055+0.00139628j 0.00371707+0.00180638j -0.0139692-0.00104577j 0.0340082-9.72914e-05j -0.00165741+0.0163356j -0.0182927-0.00134471j -0.0103652+0.00837049j 0.018991-0.00112518j -0.0230027-4.48669e-05j -0.0182003+0.0119723j -0.0601261-0.00868672j -0.00126173+0.00542566j 0.0120417-0.0138258j -0.0325783+0.0170006j 0.041873+0.0181777j 0.00193937-0.00317485j -0.00201163-0.00438576j 0.0161807+0.0190447j 0.0357062+0.0187635j -0.000670938-0.00389671j 0.00225935-0.00577106j 
0.0106877-0.00739941j 0.00644795+0.0074495j -0.0604123-0.0111257j 0.0412858+0.00851972j 0.109459+0.0276138j 0.0021867-0.0407097j -0.0520069+0.0272934j -0.0436114-0.0170719j 0.0687888-0.0306086j 0.0686721+0.0130609j 0.01559-0.00497949j 0.0185811+0.00232829j -0.0945675-0.0564699j -0.0904376+0.0357902j 0.0711037+0.0097259j -0.0763922-0.0346704j 0.00460195+0.0529135j 0.0777702+0.0137875j -0.00815727+0.0199925j -0.121478-0.0728566j 0.189393+0.0688168j 0.0150269-0.0953966j 0.00770312+0.176825j 0.0804926+0.120726j 0.0703857+0.0834822j -0.0439447+0.06076j 0.129278-0.0784647j 0.0393079-0.0736932j 0.0156753+0.0302018j 0.102991-0.0183301j 0.00340685+0.00597139j -0.000858407-0.0132842j -0.0205439+0.00901861j -0.0126052-0.00561955j 0.0318842+0.0119236j 0.028186-0.010275j 0.0207661+0.00749731j 0.0293439+0.0118494j -0.0157015+0.00357682j 0.00956027+0.00686454j -0.0256957-0.00559402j -0.0298541+0.00683806j -0.00676664+0.000545734j -0.00294136-0.0102029j -0.00382971+0.0124334j 0.0188727-0.00984939j 0.00463194+0.0140934j -0.0323541-0.00550068j 0.0129618+0.00490329j -0.0180115+0.00583162j 0.0293924+0.00749661j 0.00762196-0.00404975j 0.0113801+0.000133199j 0.031978-0.00788401j 0.00792989+0.0076631j 0.078177+0.000471756j 0.0599919+0.000960921j -0.0241963-0.00391589j 0.0481291+0.0120374j 0.00215011-0.0069441j -0.0396643-0.00629594j 0.0331717-0.0045545j 0.00999806-0.0125739j -0.00590373-0.0145713j 0.0300629+0.00667921j -0.0317473-0.0120096j 0.0189978-0.00599674j -0.00262599-0.00285465j 8.90412e-05-0.00106606j -0.0320451-0.01019j 0.0174629+0.00698804j 0.0013118+0.00650115j 
0.00940717-0.0117319j 0.0188932+0.00472747j 0.000719804-0.00408984j 0.00513247-0.019471j -0.016972-0.0122129j 0.0164446+0.0740944j 0.0201271-0.0820496j 0.0267773+0.00726088j -0.0265492+0.0795063j 0.00092288+0.0366239j 0.0204618+0.00703591j -0.018182+0.00255184j 0.05811+0.0954307j -0.0329831-0.0784461j -0.00360193+0.0203543j -0.0505191+0.015246j -0.0116856-0.0963821j -0.0632314+0.119747j -0.00836898+0.043133j 0.0935923+0.084889j 0.0687105+0.0270951j 0.0603194+0.0903479j -0.0454924-0.073702j -0.0545374-0.140858j -0.191609-0.116288j -0.103089+0.0922897j 0.0882709-0.0863726j -0.0814494-0.0364928j 0.0720519-0.031254j -0.0953117+0.0842229j -0.0094749-0.015656j -0.0677421+0.0243683j 0.0111338-0.0307918j -0.0049966-0.014921j 0.0121069-0.00816624j 0.0106902-0.00603526j -0.00955269+0.0133637j 0.00940613-0.0123406j -0.00373943-0.002484j -0.00807658+0.00185377j -0.0176183-0.0096073j -0.010706-0.00497213j -0.0118813-0.00434456j 0.00390331+0.00502021j 0.0191821+0.00491942j -0.00428453-0.00642257j 0.00525357-0.00836236j -0.00275395-0.0108861j 0.0213559+0.00554981j 0.000418184+0.00445475j 0.0190814+0.00650783j 0.00870389-0.00899768j 0.0168478+0.0016767j -0.00717744-0.00166849j 0.0157418-0.00737049j 0.0322141-0.00636404j -0.00762226+0.00331684j -0.009186-0.00844321j 0.0249107-0.0072245j -0.0432547-0.00570172j -0.019892+0.0130467j -0.000581467-0.00193796j 0.0135868+0.0158654j -0.0218121-0.00367364j 0.00623539+0.000136636j -0.0111454-0.0125446j -0.00137939+0.00509386j 0.0493175+0.0154218j 0.0126303+0.00788118j 0.0176756+0.0161138j 0.00568219-0.00453067j -0.0129119-0.00959935j 
0.00832508-0.0024245j 0.00423467+0.00889072j 0.0215001-0.0153408j -0.0233944-0.00491534j -0.0212778-0.00214537j 0.0463966+0.0421691j -0.105485+0.0093804j 0.000263955-0.0189034j -0.0435401+0.0507344j 0.0769474-0.0450207j -0.0717655+0.0683873j 0.116497-0.0631354j 0.0529237+0.0500957j -0.0718171-0.0310362j 0.110938-0.0626485j 0.019614-0.0106584j -0.0148023-0.0197297j 0.0341664+0.0549392j -0.0887951+0.0870399j -0.053769+0.108456j 0.189129-0.097852j 0.122455+0.0283967j 0.0502233-0.00331278j -0.126811-0.0575433j -0.0651006-0.0297127j 0.0783176-0.118651j -0.222544+0.0978543j -0.000867248+0.00926995j -0.00697881+0.0303228j 0.039589-0.0113234j 0.0205504+0.00849081j 0.0471762-0.0620938j 0.000793253-0.00403444j -0.0264934-0.00751948j -0.0263442+0.00789198j -0.0107051+0.0127918j 0.0044111+0.00284861j 0.00899227+0.00360078j -0.0143865+0.00173695j -0.000234431-0.00265578j 0.00514136-0.00261398j -0.00458423-0.00546252j 0.0212165-0.00117304j -0.015423+0.000716336j 0.0232895+0.00305053j -0.00407756+0.0086194j 0.00370605-0.0038319j -0.0161512+0.000720793j 0.000854312-0.0060985j 0.0153315-0.0050277j 0.00834771-0.00058556j 0.00591737+0.00425564j 0.0112827-0.00236155j 0.00947047-0.00890256j 0.0081149-0.00863648j 0.00683006+0.0118257j 0.053006+0.000818682j -0.00371941+0.0117753j 0.0123234+0.00376471j -0.0322508+0.00202428j -0.0373764+0.00931206j -0.0640728+0.00790946j 0.0401051-0.00170262j 0.0314621+0.00924415j -0.0136573-0.00257783j 0.0116491+0.00633527j 0.0370562+0.00525169j -0.0702904-0.0230066j 0.0103088+0.00732757j -0.0287452-0.0156179j 0.00525347-0.00805055j 0.0068813+0.00169622j 
