-0.00368367-0.00618984j -0.00352886+0.000524822j 0.00783313+0.00355895j 0.0137239+0.00349562j 0.0112031+0.00320241j -0.0122638-0.00282529j 0.000651028+0.00923447j 0.0106636-0.0160176j 0.011612-0.00834171j 0.0132521-0.00376388j -0.00119222-0.0167131j -0.0224365+0.00644314j 0.0229149-0.00890519j 0.00948487-0.0130648j 0.0165308-0.0127606j -0.0419163+0.000517723j 0.000133814-0.00564467j 0.0284057-0.0259373j 0.0118885+0.0102689j -0.0107071-0.022399j -0.0031127-0.000454932j -0.0154256+0.00299453j -0.0246798+0.0336519j -0.0190767-0.0447666j 0.0358079+0.00442515j -0.0476778+0.0188465j 0.011053+0.00744333j -0.0826523-0.000268215j 0.0299333-0.0355599j -0.0822909-0.00706297j 0.0813712-0.183627j 0.18474+0.0354957j 0.151327+0.0397368j 0.057951-0.110421j 0.0270469-0.0288275j 0.0219404-0.0174785j -0.0671247+0.0292915j 0.0640932+0.0340454j -0.00252772-0.00469901j -0.00322099+0.0106458j 0.0207703+0.0314024j 0.0199379-0.015357j 0.00413202+0.0188212j -0.0229012+0.00189672j 0.0214736-0.017072j -0.00986151-0.0114801j 0.018632+0.00602357j 0.0366803-0.00980902j 0.00567636+0.00163098j -0.0027467+0.0181683j 0.0241537-0.0063535j 0.0309914-0.00491262j -0.00768967+0.00567598j -0.00974156-0.0206869j 0.00249358+0.00741119j -0.0252618+0.0032603j -0.00457789-0.00617051j 0.00668552+0.0044432j 0.00628996-0.00331684j 0.000711971-0.00885446j 0.0132825-0.00434981j -0.0151768+0.00574282j 0.0151511+0.00546134j 0.0120836+0.000395507j 0.00449031-0.000252465j 0.0155447-0.00906278j 0.0026625+0.00267605j -0.00919718+0.010712j 0.00773656-0.0232287j -0.0603789-0.0170679j 0.14851+0.0405846j 0.178202-0.0609718j 
-0.00971169-0.0227215j -0.0102067+0.0133342j 0.0143301+0.0247217j -0.048143+0.0107606j -0.10893-0.0391413j 0.158715-0.284799j 0.104871-0.159876j -0.0916232+0.209797j 0.0947953+0.0266014j -0.0149511+0.106168j -0.101032+0.147918j -0.0128886+0.0995419j -0.0655615+0.0937694j -0.05506-0.0617567j 0.0258111-0.0577113j -0.0170097-0.0215509j 0.00263909+0.0583104j -0.0142863-0.0501909j -0.015779-0.0196374j 0.00894308+0.000998698j -0.00089996-0.028453j -0.002785+0.00494471j 0.0115937+0.0180354j -0.00284592+0.00106294j 0.00632368-0.00756159j -0.0342865+0.016522j 0.00681825+0.0119025j 0.00800518-0.00300359j 0.00343751-0.0233792j -0.0092623+0.00938427j 0.028281-0.0320639j 0.0306425+0.0230345j -0.0267579+0.0168876j -0.00264452+0.023394j -0.00820071+0.0284864j -0.0828107+0.0874515j 0.0374616+0.0312939j 0.00644909-0.0479925j -0.00907113+0.0304108j 0.0273765-0.0152075j 0.0176501-0.024434j 0.0153001-0.00290654j -0.00970544+0.00209273j -0.000623309-0.00515709j 0.0110529-0.0112951j -0.0665879+0.0170001j -0.00636893-0.00388455j 0.017405-0.00480197j 0.0092644-0.00577364j 0.0113282-0.00512924j 0.0375679-0.00743065j 0.00298775-0.00885371j 0.0104568-0.00291504j 0.00876257-0.00707678j -0.00859378-0.00154721j 0.000877018+0.000651396j 0.0362858-0.00237951j -0.00497178+0.00960511j 0.0360437-0.0023845j 0.0120554+0.00301656j -0.015077+0.00040296j 0.0112643-0.00144186j -0.0175912-0.0100587j 0.0183336+0.00220891j -0.0152168-0.00579436j 0.0141351+0.0106631j 0.00794607-0.00808065j 0.00465512-0.0115327j -0.0138222+0.003053j 0.0134109+0.00957676j -0.00203143-0.0107073j -0.00078501-0.00204971j 
-0.00289183+0.0156801j 0.00760982+0.022958j 0.0198085-0.0881306j -0.00952601+0.0295483j -0.0963994+0.170692j -0.104395+0.119043j 0.139143-0.135991j 0.0226029+0.0376728j -0.0550555-0.249487j 0.131531+0.0448249j 0.0104772+0.117823j -0.125178-0.0251726j 0.0681476+0.0289681j -0.1245+0.00711734j -0.0144912-0.0720123j 0.0584629-0.0585358j 0.0134556-0.000481284j 0.041701-0.0351906j -0.000493862+0.0448182j -0.0191791-0.06602j -0.00327081-0.0416893j 0.00364919+0.0018147j -0.0121214-0.0549376j 0.0290972+0.00765075j -0.0100125+0.0131308j -0.00110106-0.00652124j -4.8653e-05-0.0339762j 0.0204027-0.00465924j -0.00666679+0.0138962j 0.00844868-0.00273348j 0.00927605+0.00790209j -0.0126533+0.0134518j -0.00160469-0.00927075j -0.0258128+0.00317269j -0.0159516+0.0358733j -0.0301827-0.0337829j -0.0418394+0.0680163j 0.0164456+0.00802236j -0.0905282+0.0465707j -0.0155671+0.000433857j 0.00695414+0.0154197j -0.0301008-0.00640031j 0.0373617-0.000615888j 0.023721-0.00336893j 0.0332261-0.0114736j 0.0276233+0.00492951j -0.0264292+0.0148787j 0.0244289+0.00225666j -0.0415263-0.000158056j -0.0246166-0.00332429j 0.0257502+0.00300284j 0.00587483+0.00914404j 0.0138576-0.00295603j -0.018312+0.00464328j -0.00629509+0.00413449j 0.0118638+0.00180276j 0.00491015-0.0108666j 0.0147751+0.00272892j -0.0213261-0.00794898j -0.00765091-0.00720807j -0.0189059-0.00844071j -0.00286617+0.00289995j -0.0214459-0.00200122j 0.00917783-0.00113518j 0.00274188+0.000626161j 0.0168048+0.000788939j -0.00903446-0.0132797j 0.00367631+0.00855421j -0.00550614+0.000211462j -0.0063493-0.00707229j 0.00116204-0.000987532j 0.00440717-0.00542296j 
-0.0061725-0.000550238j 0.00735104-0.00122444j 0.0498108+0.184875j 0.0188578+0.090728j -0.00502466-0.0955772j -0.0723856+0.0420712j 0.16614-0.16801j 0.100578-0.0959233j 0.124365-0.0677109j -0.075522-0.187155j -0.0322687+0.0456035j 0.134793+0.00316313j -0.0124092-0.101527j -0.0599149-0.0321646j 0.0293737-0.010379j -0.0243237-0.0181597j -0.0380743-0.0764571j 0.0314174+0.00874516j -0.00468316+0.0655042j 0.0273981-0.0219179j 0.00521673+0.0430435j -0.0105783-0.0304894j 0.0315206+0.0181708j -0.00268137-0.0448209j -0.00467916+0.0184556j -0.0150405-0.0291327j 0.0155197-0.0123031j -0.0124744-0.0176164j 0.0100007+0.0138109j 0.00317698-0.00120278j -0.0235511-0.00374743j 0.00904074-0.0211938j -0.00879277-0.016512j 0.0374567+0.0566687j -0.00408678+0.00587131j -0.0546693+0.00788188j -0.00437173+0.0315764j -0.00679243+0.0422583j -0.00563821+0.00114226j -0.0588208+0.0315582j -0.0368235+0.0203096j 0.0558372-0.020107j 0.00695413+0.00454018j -0.0182469-0.0133874j -0.00608532+0.00701672j 0.0532676-0.0159538j -0.0359118+0.0133542j -0.0315514+0.0077458j 0.00537668+0.002771j 0.0252901-0.00779238j -0.0660916+0.0122006j -0.0571022+0.00827997j -0.000252773-0.00151595j -0.0290738-0.00251653j 0.0211123+0.00369142j 0.00780559+0.0103432j -0.0404869+0.00176975j 0.00114226+0.0023574j -0.024937-0.00129037j 0.00244047+0.000684462j 0.0421617+0.00195814j -0.0177742-0.00589984j 0.0242531+0.00645467j -0.0414234+0.00117778j 0.0152197+0.0157104j -0.0333346-0.00795291j 0.007893+0.000599689j -0.0151574-0.000782129j 0.0142627+0.00976521j -0.00814163-0.0111987j 0.0076904+0.0101029j -0.000770538+0.00636179j 
-0.0257061-0.103878j -0.17533-0.0536239j 0.0119074+0.0622553j -0.138472+0.21394j 0.0834097-0.101317j -0.0015018+0.000132112j -0.0403512-0.0861156j -0.11203-0.121407j -0.0554895+0.0033155j 0.0544037+0.0172748j 0.0391225+0.019583j 0.0274062+0.0328309j 0.0394346+0.0104153j 0.028335+0.0303866j -0.0565541-0.0246099j 0.0319976-0.0255686j -0.0251175-0.00573513j -0.0663894-0.0266573j 0.0387563+0.0259102j -0.0172444-0.0229577j 0.0578907+0.0119146j -0.0208162-0.00967547j 0.108086+0.0427829j -0.0461186-0.0594301j -0.0656264+0.00342398j 0.101505-0.00190765j 0.148319+0.0408521j 0.0603287-0.0592297j -0.162182-0.0158258j -0.0837064+0.0115001j 0.0611858-0.0393751j 0.0579293+0.0368055j -0.0448073-0.065368j 0.0315796+0.0735006j -0.0281761+0.00680948j 0.026141-0.00429346j -0.0167145+0.0151574j -0.0162234-0.000289618j -0.0187356+0.000169995j 0.0304461-0.0126943j 0.0384323-0.0127587j 0.00352239-0.00921635j 0.00520804-0.000783486j 0.020554+0.000375947j -0.00770355-0.00516548j -0.00157231+0.000249189j -0.0119187+0.00757377j -0.00214632+0.00237956j -0.00954036+0.00239819j -0.0189943+0.00159963j 0.0124636-0.00579721j 0.00843872+0.00457186j 0.00130186-0.00228523j -0.00230328+0.00273085j -0.0112578+0.00137955j -0.00611357-0.00662802j 0.00524811-0.00481246j 0.0147724+0.00107478j -0.00209461+0.00271836j -0.00288544-0.000203676j -0.00426511+0.000760509j -0.0113715+0.00165194j -0.00659133+0.00256956j 0.00500095+0.00611004j -0.0024363-0.000158505j 0.0146549+0.00652473j -0.00339699-0.0078066j -0.0079857+0.00194884j -0.00307473-0.0017859j 0.00192034+0.00146337j 0.000248081-0.00706365j 0.0119658+0.00565444j 
-0.197592-0.0715981j 0.00495445+0.0885573j 0.159259-0.125218j -0.0293016+0.0126479j -0.00134488-0.0196617j 0.00396941+0.0323601j 0.0331847+0.0873454j 0.0164708+0.0443167j 0.00349731-0.0128789j -0.00861726+0.0271637j -0.0787382-0.0438287j 0.0116072-0.00644387j 0.0235862+0.0172243j -0.0231919-0.0293953j -0.0258988-5.15649e-05j -0.0797043-0.0336435j 0.061034+0.0289033j -0.0530963-0.0126101j 0.00121374-0.0102014j -0.0675782-0.0249698j -0.034971-0.0336549j -0.0308324-0.0052654j 0.0307844-0.0327718j -0.17376-0.0260251j 0.0705625+0.0401058j -0.00998162-0.0473088j 0.0741907-0.0291277j -0.2163-0.0513972j -0.116843+0.0452574j 0.126147+0.0145504j 0.0789505+0.0211578j -0.0245612+0.0266385j -0.0576773-0.0434706j -0.0509898-0.0357847j 0.0417591-0.039407j 0.0225506-0.0282056j 0.0125014+0.0140641j 0.0160099-0.00430592j 0.000292207+0.0021993j -0.0261825-0.00253202j -0.0480166+0.00793932j 0.00597966+0.00548415j -0.0149308-0.000267426j -0.0129778+0.000197306j 0.0235814-0.00254963j 0.0139274+0.00181394j 0.00394326-0.000408567j 0.0103924+0.00314699j -0.00288232+0.00139516j 0.00337842+0.00531762j -0.023863-0.000129129j -0.00573683-0.00428185j -0.00866322-0.00339253j -0.00511282+0.0006421j 0.0139451+0.00371697j 0.0250893+0.000895607j 0.000601006-0.00376536j -0.0173117-0.00616923j -0.00693382-0.000826577j 0.0107507+0.000938443j 0.0146007+0.00321547j 0.00862334+0.00698644j 0.00582232+0.00298238j -0.00172421-0.00456916j 0.00562393-0.00169107j -0.00797983-0.00814568j -0.0105713-3.2788e-05j 0.0033454+0.00550349j 0.00292155-0.00164787j 0.0116271+0.00396853j -0.0122776-0.00262462j -0.00539869-0.00739208j 
0.0578964+0.00950973j -0.0874637-0.0757694j -0.0180194-0.0991237j -0.0794256-0.0780291j -0.14395+0.127976j -0.031492+0.152104j -0.0774554+0.179259j 0.074427+0.176467j 0.0618201+0.0105268j -0.0904588-0.00489952j 0.00744717-0.0375605j 0.0832848+0.0389483j -0.0837893-0.0361552j -0.0852226-0.0675604j -0.0524313-0.0237529j 0.052855+0.0440631j -0.0295833+0.00744289j -0.0142835-0.0401814j 0.0199065-0.0127152j 0.0330121-0.0114803j 0.0663119-0.00112279j -0.0219679+0.0037658j 0.0705081+0.0335074j 0.0249741-0.0226812j -0.0533771-0.00853196j 0.0516666+0.00374604j 0.0533738+0.0362514j 0.119831+0.00444905j -0.0552906-0.0408884j -0.0840522+0.00125008j 0.01247+0.0342183j 0.0221821+0.0237891j 0.0184885+0.0154401j 0.0118026-0.0157577j 0.0119107+0.000280716j 0.0374429-0.0645493j -0.00278661+0.00667984j 0.0652006-0.0484009j 0.00510917-0.011731j -0.0438676+0.00713787j -0.0510979+0.0127042j 0.0259462+0.00349249j -0.00880477+0.000176671j -0.0336528+0.000941947j 0.069794-0.00618993j 0.00774047+0.00537109j 0.0113337-0.000296493j 0.0388104-0.0041526j -0.00528871+0.00501652j 0.00973318+0.00266439j -0.0226577+0.00227026j -0.00550819+0.000758827j -0.0149813-0.000552412j -0.00160382-0.00832727j 0.0198278+0.00644192j 0.0356066+0.00635578j 0.0151459-0.002235j -0.0283564-0.00860705j 0.00554523-0.000433962j 0.0216086+0.000808101j 0.0143508-0.00102785j 0.0127264+0.0108411j -0.00149755+0.000197157j 0.00820012+0.00254178j 0.004689+0.000423606j 0.00121136-0.00414339j -0.00239479+0.0016548j 0.0137101+0.0115256j -0.0118346-0.0098683j 0.0140796+0.00630065j -0.00548723-0.00189133j -0.00253254-0.00777911j 
-0.000576191-0.00837069j -0.0633521-0.0279359j -0.0566613-0.145229j 0.115635-0.190375j 0.146149-0.0116675j 0.0423574-0.15867j 0.138185+0.0197406j 0.188909-0.0657241j -0.00591804+0.0108417j 0.0689326+0.0454502j 0.0109105+0.0288041j 0.0938672+0.00305163j 0.0352128+0.0591884j -0.0248808+0.0447958j -0.0371784+0.0269559j 0.047611+0.000335499j -0.000977593-0.00960856j -0.0485858+0.00241682j 0.0012836-0.00871142j -0.0133105+0.00615065j 0.00414022-0.00917616j 0.0256249+0.0111039j 0.0879872-0.00885122j -0.0308064+0.0199512j -0.0427491-0.00844426j 0.0317057+0.0349508j 0.0741671+0.0103337j 0.0210909+0.0112393j -0.0782012-0.0344056j -0.00444415-0.000907609j -0.0611826+0.0457327j 0.0409174-0.0229515j -0.00140858+0.00918629j 0.107599-0.0968982j 0.0163827-0.0130132j -0.0630829+0.0776113j -0.0104031-0.0171881j -0.0315514+0.0269506j 0.0154137+0.0159344j -0.00721681-0.00640519j 0.00449171-0.00494789j -0.0022987-0.00233322j 0.0112513+0.00411365j -0.0229169+0.00136543j 0.0261024+0.00994265j 0.000247522+0.000650043j 0.0102086-0.00583664j 0.0102503-0.00117388j 0.0158737-0.00607564j -0.0155692-7.33299e-05j 0.0340569+0.00134467j 0.0206112-0.00816434j 0.00106542+0.00273083j -0.0011113+0.0043473j 0.000331564-0.00570547j -0.0188667-0.00399181j -0.00551861-9.55197e-05j -0.00331519+0.00643361j 0.013859-0.00120193j 0.00237932-0.00246303j -0.00593286-0.00172521j 0.0160918-0.00604274j -0.00179251-0.00498172j 0.0101428-0.0110894j -0.0164083-0.0102422j 0.0050899-0.000132271j -0.00358977+0.00753616j -0.00187263-0.013028j -0.00652082+0.00673829j -0.00179241-0.00102177j -0.00888879+0.00322488j 0.00753377-0.00303009j 
0.0328347+0.0508272j 0.0494802+0.054496j 0.144215-0.240094j 0.00392533+0.289059j 0.0406159-0.209202j -0.0880999-0.0215612j 0.0213625+0.0640402j 0.119035-0.0297098j 0.0887807+0.0540424j 0.0408575+0.0331738j 0.0425268-0.0207785j 0.0135007-0.0162463j 0.00139472+0.0220109j -0.00677083+0.0196149j 0.0142387+0.0350298j 0.0373252+0.0124981j 0.0134315+0.00637209j 0.0107773+0.0300694j -0.0357404-0.018424j 0.0354035+0.0182451j -0.012937+0.00294415j 0.0219159+0.00567946j -0.0377267-0.00780595j 0.0629271+0.0437988j -0.00614098-0.0163156j 0.00361267-0.0184851j -0.058019+0.00972459j 0.0484605+0.0269483j 0.0324082+0.0611314j 0.0187458-0.0655056j -0.0201347-0.0267327j -0.0587341+0.10993j 0.0663147-0.128368j -0.0344866-0.0066986j 0.0523491-0.0807413j 0.0129923+0.00191003j 0.0133854-0.00827029j 0.0643037-0.0116748j -0.00452163-0.0065516j 0.0126009-0.0153731j 0.0231266-0.0159541j -0.0105476+0.00529925j 0.0181253-0.00521179j -0.0348058+0.0053892j 0.0259146-0.000485121j -0.0332973+0.00833225j 0.026116-0.00433032j 0.0253725-0.00217422j 0.0120783+0.0016151j -0.0123376+0.00407972j 0.0364594-0.00783059j 0.0345272-0.00574967j 0.00026135-0.00360664j 0.00361727+0.00645746j -0.00257983+0.000191729j -0.00981099-0.0101542j 0.0214708-0.00775822j -0.00367816-0.00589863j 0.023705+0.00299548j 0.00754754-0.000553277j -0.0106654+6.66889e-06j 0.00566296+0.0121082j -0.00718541+0.00288116j 0.0288296+0.00164504j -0.00397926-0.0100737j 0.0195112-0.00199225j -0.00152792-0.00141942j 0.00489016+0.00437881j -0.0108937-0.0038064j 0.00672997+0.00828973j -0.00539649-0.0138333j 0.009518-0.00686884j 
0.00180647+0.0385966j 0.0515303+0.01311j -0.0301224+0.0606034j -0.0277554+0.0697241j 0.126992-0.00602027j -0.00575849-0.139696j -0.248695-0.0791165j 0.199512+0.133293j -0.127547+0.0332868j -0.0532813+0.00269296j 0.092401+0.0741706j 0.0316639+0.0703306j -0.0140362+0.00229801j -0.0245085-0.0133764j -0.0731744-0.0338967j -0.0373318+0.0042524j 0.0329579+0.000320878j -0.0290653-0.0124038j 0.0161495+0.00265411j -0.0292937+0.00848828j -0.0207114+0.00991504j -0.0175904-0.000587856j -0.0287361+0.0118443j -0.0181685+0.00847595j 0.0279196-0.0119068j -0.0209502+0.021524j -0.0281214+0.000377585j -0.0489123+0.0184504j 0.0283265+0.0048762j 0.0317324-0.0217142j 0.00955389-0.0438324j -0.00404855+0.0185481j -0.0105437+0.020992j -0.0419266+0.0342931j -0.0356382+0.0198828j -0.0275516+0.0440694j -0.0107966+0.00898195j 0.0495009-0.0341381j -0.0564345+0.00850424j -0.0449995+0.00220484j 0.0101771-0.00612238j 0.0538883-0.00368279j 0.0108521+0.0040898j -4.95139e-05-0.00475377j 0.0417227+7.62476e-05j 0.0660249+0.00870221j -0.00605146+0.00277086j 0.0143045-0.00410216j -0.017367+1.16555e-05j -0.0340423-0.00720084j -0.00819799-0.00437683j 0.00385059+0.00339773j -0.0155297+0.000842306j -0.0074922-0.00521411j -0.00132423+0.000211097j 0.0225516+0.00345277j 0.0048912-0.000971638j 0.00766492+0.00410276j -0.0101078-0.000752546j 0.012086+0.0027821j 0.00813085+0.00221071j -0.000779458-0.0010016j -0.0107403-0.00347792j 0.00294626+0.00490869j 0.000971591+0.00427546j 0.00678448+0.00831053j -0.0169198-0.00674204j -0.0106992-0.00477545j 0.0122191+0.00462098j 0.00664966-0.00138186j -0.0100961-0.00492143j -0.00372904-0.00118327j 
0.0547138+0.0485759j -0.00297581-0.0401972j 0.108173-0.23012j 0.0819248-0.0385255j 0.0766116-0.0480258j 0.268859+0.0172317j -0.0173545-0.158118j -0.0831673+0.0486543j -0.072233-0.0827197j -0.094297-0.0641607j -0.028756+0.0445109j -0.0239474+0.0331503j -0.0778819-0.0407893j 0.00521324-0.0235567j -0.00101395-0.0433968j 0.0135061-0.00906039j -0.0427169-0.018157j 0.00560808-0.0389288j 0.022442+0.029288j -0.00121172-0.0149705j 0.0156512+0.013152j -0.00371366-0.0224484j 0.00279617+0.00429598j 0.0165763-0.0246447j -0.00897971+0.00871627j -0.00533718+0.000424749j -0.0234502+0.00435122j 0.0490331+0.0133806j 0.0236432-0.0137189j -0.0145311-0.0614232j -0.0353947+0.0843802j -0.0285758+0.0502885j 0.0685979-0.0580999j 0.0294409-0.0541966j 0.0443011-0.0279409j -0.00414644+0.0385283j -0.0694903+0.0594765j -0.010131+0.0266069j -0.00175541+0.0195455j -0.0402736+0.0205954j -0.0570041+0.0111827j 0.0188415-0.0177088j -0.0357228+0.00179653j 0.0228892+0.00287693j -0.00538784+0.00556406j 0.0620403-0.00755739j -0.00651749+0.00547427j -0.0203697+0.00730575j 0.00163562-0.00160181j 0.00648618+0.00438864j -0.0560627-0.00195601j -0.0129723-0.0042963j -0.0151504-0.00126286j -0.013311+0.00258271j 0.0168782+0.00246941j 0.0161252+0.00529223j -0.0275385-0.00351281j -0.00906156-0.00153497j -0.0259817-0.00414945j -0.00213945+0.000812993j 0.0165474+0.00379735j 0.00402133+0.00445285j 0.0134816+0.00259351j -0.0157366-0.00901823j 0.0134149+0.00267303j -0.0174927-0.0105954j -0.0124387-0.00281583j 0.00437029+0.00413768j 0.013609+0.00664297j -0.0085458-0.00524657j 0.000712639+0.00726659j -0.0103479-0.0109562j 
0.0165986-0.0212024j 0.00647584-0.0064329j -0.10362+0.0543309j -0.128568+0.203162j 0.176096+0.0879704j 0.199584+0.112105j 0.182521+0.0420845j 0.0851894+0.0313243j -0.00939983-0.0300428j -0.00389957+0.0282189j -0.0789559+0.0039354j -0.0207293+0.00279634j -0.0240306+0.00830203j -0.0260461+0.00410276j 0.00840934-0.00722317j 0.00708898+0.00448609j 0.0173045+0.00163197j -0.00200228-0.0229349j -0.0192968+0.0037172j -0.00212139-0.020769j -0.0205554-0.00892542j 0.00288416+0.0164501j -0.0252604+0.0203468j 0.00526269-0.0200445j 0.0211179-0.00618871j -0.0270744-0.0174942j -0.0268119+0.013185j -0.00183616-0.012978j 0.0243832-0.00802492j 0.0188798+0.0103479j 0.0125157-0.0540609j -0.00360766+0.0426704j 0.0139534-0.0157356j -0.023665+0.0697882j -0.0875994+0.0358526j 0.0742264-0.0670517j 0.00565258+0.00398447j 0.0145343-0.046985j 0.0677958-0.00469207j 0.042896-0.00859173j -0.0172102+0.00316573j -0.038679+0.00354512j -0.0128985-0.0015926j -0.0212007+0.0051953j 0.0564254-0.0093209j -0.0270105+0.0109184j 0.011468+0.00558439j 0.0260115-0.00330488j 0.00225356+0.00591886j 0.00163689-0.0049838j 0.0210319+0.00121032j 0.0195227+0.00951232j 0.00725122-0.00170787j -0.0100214-0.00526264j 0.00834086+0.00360036j 0.0289703-0.00102233j 0.0269063-0.00514281j -0.0229745-0.000962108j -0.000471011+0.000438809j 0.00877466-0.00108445j -0.00643401-0.0036222j 0.0147683+0.00674173j -0.00693991+0.0017724j 0.0219525+0.0110992j 0.0123575+0.000804975j 0.0032413+0.00698316j -0.00466956-0.0109518j 0.0209411+0.0105946j -0.00954173-0.010689j -0.000454782+0.0021417j -0.00362246-0.0100409j -0.00378809+0.00132312j 
-0.0844417+0.385814j 0.154883-0.0106076j -0.144679-0.0363214j 0.00668967+0.0921362j -0.0632722-0.0223832j 0.00768491+0.0441968j 0.0212333-0.0499278j -0.0480162+0.0260003j -0.0161309+0.0156734j 0.0137247-0.043094j -0.0287406+0.0569131j 0.0142407-0.00368046j 0.0181583-0.0631065j -0.00438047-0.0110538j -0.0161292+0.0155692j -0.0180391+0.0715911j 0.00815992-0.0573978j -0.0255841+0.0538851j 0.011432+0.00213324j -0.0242043+0.0656552j 0.00267529+0.0390861j -0.0133748+0.0207908j 0.0310222-0.0296249j -0.0545871+0.153919j 0.00897605-0.0549682j 0.00303371-0.00662221j 0.0452988-0.0780939j -0.0389703+0.184159j -0.04195+0.106144j -0.00574915-0.0950042j 0.0170749-0.0604722j 0.0434288+0.0137581j -0.0485239+0.0491214j 0.00109803+0.0224031j 0.0183397+0.00548347j 0.00501071-0.0322982j -0.0104886+0.00225271j -0.0361523+0.0115677j 0.0166826-0.0131141j 0.000303264-0.0105249j -0.0226683-0.00190811j -0.00201697-0.0123814j -0.0172985+0.00943609j 0.0085262-0.00023151j 0.00225121-0.0063969j -0.0084402+0.00162664j -0.0114318+0.00730319j 0.00198436-0.00933361j -0.00415866+0.00348342j -0.00863413+0.00926567j 0.00289584+0.00610858j -0.00662493-0.00128755j 0.00239565+0.0103775j 0.00519929+0.0043316j -0.00178649-0.0062849j 0.00766801-0.00514483j 0.00127485+0.00553281j -0.00862954+0.00881111j -0.0103258+0.00571277j 0.000332526-0.00803049j 0.000619256-0.020382j 0.0150286-0.0010165j 0.00314027-0.0101556j -0.00232727+0.00745067j 0.00682687+0.00538935j -0.0141846+0.00824451j -0.00451509+0.014553j 0.00657273+0.0123046j 0.0087764-0.0085439j -0.00353108-0.0156277j -0.00511242+0.0168332j -0.0120644-0.00202726j 
-0.151893-0.0088849j -0.0886078+0.392586j -0.0410254+0.103056j 0.132864+0.0774576j -0.0180572+0.0157829j 0.0762722-0.0295262j -0.0123063-0.0130992j 3.68602e-05+0.0671562j -0.00463213+0.00428855j -0.0124282-0.0089147j 0.0160475-0.00873506j 0.0272797-0.0613157j -0.0265221-0.00155281j -0.0102264+0.00366904j -0.0205619+0.0484663j 0.0366573-0.0641901j -0.0218184+0.0420166j -0.0172013+0.0524625j 0.0114594-0.0325151j 0.00590554-0.00859956j 0.0232662-0.0766687j 0.00144112+0.0203455j 0.0397181-0.122419j 0.0110477+0.0134125j -0.0308636+0.0832395j 0.0216812-0.0998943j 0.0252033-0.137949j 0.0556593-0.111037j -0.0183467+0.134606j -0.0318995+0.0987818j -0.0345325-0.0456766j 0.0149835-0.0452613j 0.00822753+0.0102129j 0.0347682-0.0261142j 0.00174374+0.0214458j 0.0141385-0.00449605j -0.0424138+0.0238273j 0.0223123-0.0119236j 0.00831022-0.00263527j -0.0111665+0.0170707j -0.00601984-0.00550265j 0.0112325-0.00690936j -0.00843282-0.00807932j 0.000199054+0.00567106j 0.0285456-0.00774553j 0.0121186-0.0113007j 0.000630834-0.00648665j 0.0199529-0.00989085j -0.000670966+0.00135884j -0.00637335-0.0165668j -0.00730522+0.0107362j 0.0105615+0.000757293j -0.0138024+0.0083426j -0.00791119+0.000268148j 0.00885752-0.00629452j 0.0017095+0.00748127j -0.00542381+0.00337017j -0.0092331-0.00100097j -0.00345423-0.0103759j 0.00830787-0.00274088j 0.01631-0.00538408j 0.00314678+0.0150869j 0.00667073+0.00296972j 0.00244738+0.000801492j -0.0029381+0.013222j 0.000656143-0.0164097j -0.0166956-0.00226114j -0.00551843+0.00319884j 0.00367623+0.0183485j 0.00851569-0.00701521j -0.0135252-0.00475716j 0.00441406-0.0176989j 
0.073953-0.128433j 0.00453558-0.112141j -0.16841+0.135485j 0.328804+0.129737j -0.135442-0.0107893j 0.0474091+0.0167037j -0.00294284-0.0180041j 0.0339759-0.0275045j -0.00167346-0.0143335j 0.000420957+0.0106036j -0.00992995+0.00892284j 0.00303526+0.0276321j -0.00707884+0.00907228j -0.0107749-0.000176025j -0.00298524-0.0261508j -0.000253238+0.00413237j 0.0150316-0.0036033j -0.007318-0.0366785j -0.00923292+0.0187704j -0.00298796-0.0253873j -0.0132392+0.0120044j 0.000240795+0.0045379j -0.0097513+0.0693726j -0.000435225-0.053376j 0.0123406-0.0218241j -0.0279391+0.0272837j -0.0110823+0.0716156j -0.0122211-0.0167713j 0.00806707-0.0713107j 0.0112036+0.00452906j 0.00578047-0.0512953j 0.0293512+0.0321066j -0.0432899-0.0265316j -0.0809662+0.0864951j 0.0633489-0.00226899j -0.0211375-0.00692018j -0.0266374-0.0129413j 0.0655695-0.0195919j 0.0116968-0.00569546j -0.0409089-0.00872263j -0.0348464-0.00267078j -0.0114817+0.00623222j -0.00478657+0.000362547j -0.0124827+0.00105793j 0.0347299+0.000881177j 0.0033096+0.0102393j 0.0150025+0.000972001j 0.0232976+0.00425595j 0.00381925-0.000852058j 0.0075643-0.00205537j 0.00952595-0.00655796j 0.0144194+0.00416546j -0.00338228-0.00586373j 0.00301907-0.00332983j 0.00263103+0.00339127j -0.00497973-0.00312007j 0.00771831-0.0056979j -0.00965411+0.00175469j 0.00944399+0.00226572j 0.00455561+0.00329738j -0.00507572+0.00665463j 0.00960754-0.00417928j -0.00439759+0.00237481j 0.0202951+0.00443965j -0.00424078-0.00468052j 0.0138667+0.0112947j -0.00847488-0.00974936j 0.0114632-0.00318191j -0.0133064-0.00728367j 0.00426717+0.00875204j -0.0079003-0.0135281j 0.00780155+0.00911071j 
