0.00799271-0.00669724j -0.00522217-0.00209415j -0.0111512+0.0190567j -0.00232132-0.00702269j 0.00843282-0.0106966j -0.00466925+0.0257492j -0.0036139+0.0193525j -0.00600978-0.00963506j 0.00220436-0.0247495j -0.000994071+0.0123865j -0.00136655+0.0130728j -0.00436428-0.00420844j -0.00182771-0.00690991j -0.00172401+0.00125093j 0.00481982+0.00669219j 0.00532028-0.00126201j -0.00323579-0.00865345j 0.00901657+0.0162262j -0.00229472-0.00241908j 0.000147909-0.00516648j -0.000767752-0.0046657j -0.00112743-0.00114604j 0.00913121+0.00967578j -0.000613696+0.00567903j 0.00759775+0.00198141j 0.0108028+0.00571357j 0.00393112+0.00241068j -0.00159571-0.000921156j -0.00276123+0.00095354j 0.0127219+0.00309278j -0.0106494+0.0107015j -0.0168251-0.0123818j 0.00141306+0.00512692j 0.00663445-0.00230927j -0.00617568-0.0103601j 0.00101022+0.0026972j -0.0166025-0.00207188j -0.00869937+0.0027518j 0.0118075+0.00687521j -0.00432446+0.000291802j -0.0229313-0.00194607j -0.00100787-0.0017047j 0.00698644+0.00128911j -0.00773031-0.000966179j -0.0024461+0.00469691j -0.0011452+0.00202723j -0.00274889-0.000273737j -0.000392063-0.000322412j 0.00319342-0.000496148j -0.0104817-1.68874e-05j 0.0161891-0.00246784j -0.00474532-3.72703e-05j 0.00352704-0.00110392j 0.00180719-0.00194816j 0.00643483-0.0024141j 0.00434654-0.00406326j -0.0028604-0.000492046j -0.00233462-0.000339457j -0.00820095+0.00184635j -0.00115573+0.00139307j -0.00332662+0.000631966j -0.00591539+0.00170766j 0.0073582-0.00433494j -0.00282828+0.00173776j -0.00553472+0.00196747j -0.00635764+6.03628e-05j 0.0080072-0.00301039j -0.00266906+0.00208563j 0.00911385-0.000940494j -0.0058229+0.00318052j 0.00788714+0.000780983j -0.00636575+0.00389313j 
-0.000219343+0.000774355j -0.0015953-0.00151857j -0.00243974-0.00262478j 0.00273222+0.00179286j 0.00192392+0.00755745j -0.00245679-0.00320093j -0.00141118-0.00263888j 0.00120659+0.0004234j -0.00423327-0.0156693j 0.0036388-0.0143557j 0.000608669+0.00777371j 0.00575617+0.00357496j 0.00367326-0.00660915j 0.000730356+0.0126131j 0.00203246-0.00170299j -0.0102026+0.0134618j 0.0028382-0.0119461j 0.00279305-0.0026931j -0.0146112+0.0284317j 0.00539568+0.0128049j 0.0135116-0.0095434j -0.0107621-0.00756209j 0.00293481-0.00846026j -0.00598775+0.00986007j -0.0116122+0.000189163j 0.00381693-0.000687488j 0.00322445+0.00260782j -0.00161405-0.00461941j 0.00271513+0.00128028j -0.00148741-0.00212655j 0.00238944-0.00181684j -0.00377792+0.000580186j -0.000203104+0.000903646j -0.00334678-0.00271991j -0.000142734-1.24542e-05j -0.000494324+0.00295369j 0.000826926-0.00405135j 0.00130383+0.00128067j 0.00217673+0.00334019j 0.00494735-0.00528914j -0.00445369+0.00325172j -0.00328121-0.00139736j 0.00555403+0.00425945j -0.00418778+0.00217861j -0.000134715-0.00402019j 0.00133341+0.00366713j 0.00495768+0.00141469j 0.000909849-0.00821359j -0.00583319-0.00371339j -0.00150826+0.00645248j -0.00358796+0.00207131j 0.00595942-0.00519313j -0.00661061-0.00194157j -0.000183419+0.00557497j 0.00289244-0.00176321j 0.00474216-0.00494732j -0.00427746+0.00208724j 0.00487984+0.0039967j 0.00270972-0.00828971j 0.00438843+0.0012025j 0.00774066-0.00220235j 0.00080833-0.00299999j 0.00681803-5.5701e-05j 0.00198596-0.00277435j -0.000112175+0.00422125j -0.00156834+0.00240702j 0.000881397+0.00011098j 0.00249699-0.00192175j -0.000594943+0.000504664j -0.000448483+0.000909456j -0.00102151-0.00186037j 0.000245728-0.00132539j 
-0.00240741-0.00373613j -0.00110959-0.00113716j 0.00547637+0.00454379j -0.00246989-0.000951348j 0.00339207+0.000526559j -0.00425427-0.00491642j 0.00759475+0.000651111j 0.00248606+0.000566736j 0.00942827+0.00885831j 0.00438567+0.00591661j 0.00282862-0.00315638j 0.000198291-0.0034016j -0.00186744-0.00357372j 0.00302041-0.00442894j 0.00270434-0.000234592j 0.00204626-0.00535131j 0.0035036-0.000519316j -0.00177608+0.0114569j -0.0165209-0.000863512j -0.0093962-0.00364259j 0.00839823-0.00202989j -0.00312496+0.00491863j -0.00045934-0.0001019j 0.00296943+0.00377663j -0.00048821+0.00351228j -0.00835274-0.00431959j 0.00312421-0.0071936j 0.00619466+0.00368386j -0.00182787+0.000469208j 0.00366613+0.00420303j -0.00271086-0.000751601j -0.00630982+0.0035536j -0.00582059+0.00191405j -0.00525492-0.000410579j 0.000462243+0.00340081j -0.00351552+0.00223063j -0.0086772+0.000820162j 0.00383622+0.00138314j 0.00769829-0.000186058j 0.00421672+0.00116562j 0.00330076-0.0035183j 0.00399559+0.00261952j 0.0100337+0.00171636j 0.00549337-3.16419e-05j -0.00126732-0.00104396j -3.27296e-05+0.00175718j -0.0018656-0.00103477j 0.000378827+0.00426228j -0.0113175+0.00542251j 0.000203671-0.000321816j -0.0052142+0.000705933j 0.00144496+0.00323038j -0.00537233-0.0042708j -0.00904808+0.00608644j -0.00138305+0.00165346j 0.00804808+0.000131936j 0.00137814-0.000882444j -0.00426973-3.99487e-05j 0.00809194-0.00223696j 0.000109001-0.00423518j 0.00600468-0.00649551j -2.76899e-05+0.00314091j 0.00583347-0.0115001j -0.00390668+0.000694448j 0.000514701+0.000150019j 0.00318754-0.00217915j 0.00128202-0.00104561j 0.00177142-0.00307967j -0.00220048+0.00358543j -0.000655471+0.000887625j -0.00145076+0.000349552j -0.000560318+0.000811446j 
0.0040817+0.00206976j 0.00068557+0.00250649j -0.00832398-0.00634265j -0.00234341-0.00218799j -0.00396887-0.00464683j 0.00285623+0.00723695j -0.00355313+0.00459066j 0.0021553+0.00323189j -0.00559468-0.000306684j -0.00199778-0.006264j -0.00725744+0.00324702j -0.00294221-0.00811748j 0.00778328+0.00122485j 0.000302546-0.00243427j 0.00851261-0.00432349j -0.00930316+0.00903391j 0.0106143+0.00253941j 0.00380932-0.00939068j -0.0228217+0.00760935j -0.0108845+0.00830213j 0.00699802-0.0123931j -0.00277265+0.0042426j 0.00252075+0.00103203j -0.00355676+0.00367119j 9.69069e-05+0.00922726j 0.00300815+0.000201888j -0.00654335-0.00171041j -0.00435433-0.00314791j 0.00352743+0.000812036j -0.0074646-0.00152133j 0.00328364-0.00106305j 0.00177927+0.00290467j -0.0013898-0.00155357j 0.00223416-0.0024715j -0.00194328-0.00258357j 0.000769941-0.00459585j 0.00422961+0.0032998j 0.00126944+0.000804592j -0.00205207-0.00229384j 0.00600705+0.0014023j -0.00413901-0.00228131j -0.00212148+0.00114927j 0.00240555-0.00675797j 0.000794892-0.00306688j 0.00438921+0.0033789j -0.00471739+0.00203309j 0.0105398-0.00330079j 0.00697341-0.00133048j 0.00482049+0.00423237j -0.00402814-0.00189499j -0.00101036+0.00215412j 0.0112964+0.00182572j -0.00187012+0.00603531j -0.00724037+0.00135265j 0.011842-0.0015603j 0.00134584-0.00309435j -0.00602399+0.00460884j -0.00458444+0.00361235j -0.000292713-0.00292677j 0.000649611-0.00410728j -0.0015586-0.00747953j 0.00589332-0.00582624j -7.70064e-05-0.0031238j -0.000165806-0.0068663j -0.00238405+0.00216391j -0.00372809+0.000422648j -0.000192765-0.0020123j -0.00089205+0.00181312j 0.000729618-0.00202428j -0.00204453-0.00064567j 0.00124596+0.000326716j 0.000732992-0.00119215j 
-0.00146603-0.000996654j -0.0022811-1.05036e-05j 0.00072678+0.0057277j 0.00328288+0.000839153j -0.00183071+0.000457168j 0.00484054+0.0119033j -0.00773923-0.00716822j -0.00246372-0.000519711j 0.00852145+0.0020714j 0.00672999-0.00458785j -0.00742335-0.00868396j 0.00367874-0.00765244j 0.00410149+0.00189823j 0.00134635+0.00255831j 0.0020668+0.00267028j 0.00103735+0.0051916j -0.00568997-0.00739993j 0.0112187-0.00533977j -0.00654484+0.0172965j -0.00833556+0.000701147j 0.00798567-0.00457104j -0.00179305+0.00708491j -0.00224811-0.00892812j 0.0018221+0.00641599j 0.00630039+0.00590404j -0.0133088+0.00330276j 0.0083888-0.0035339j -0.00939318+0.00138025j 0.000330821+0.00265446j 0.00693777+0.00572552j -0.000241214+0.000318327j 0.00032116+0.00450496j 0.00663322-0.00178859j 0.00414051+0.00948499j -0.000576031+0.00324133j -0.00461108+0.00438703j 1.82558e-05+0.00372555j -0.00391297-0.00155832j -0.00301677+0.00239535j 0.000521274-0.00321827j -0.0010061+0.00233028j -0.00398517+0.00452374j -0.00299474+0.00192468j 0.00131264+0.000101615j -0.00366871+0.0083715j -0.00280193-0.00201691j 0.00153936-0.0059714j 0.000679975-0.00139529j 0.00177328+0.00265137j 0.00591163+0.000668402j -0.000597431-0.00176958j 0.00509552-0.00285429j -0.00345088+0.00197615j 0.00313664-0.003291j -0.00416787-0.00283379j -0.00475537+0.00562109j -0.00471312+0.00217858j -0.00151618-0.00160314j -0.00286403-0.00495557j -0.002677-0.0020584j -0.00162224+0.000705729j 0.00458173-0.00209163j -0.0039581-0.00612952j -0.00178037+0.00103616j -0.00177911+0.00105105j 0.00592017+0.00542953j 0.000634109+0.000152073j -0.00239344+0.00126619j 0.00368421+0.00274543j 0.00143678-0.000480098j -0.00129819+0.0026923j 0.000349956-0.00462952j 
-0.00635601-0.00355546j 0.000815548+2.29278e-05j 0.00400905+0.0026928j -0.00178773-0.00126022j 0.00532279+0.00767519j -0.0060807-0.00944011j 0.00257811-0.00399756j -0.00429963-0.00583497j -0.0020209-4.24309e-05j 0.00918265+0.00364944j 0.00544409-0.00263184j 0.00196513-0.010008j -0.00724432-0.00871891j 0.00564257+0.0184199j -0.00278967-0.0139293j 0.00410187-0.00962124j 0.00304123+0.00178704j -0.00612053+0.0164261j -0.00686876-0.00610423j 0.00853103-0.0020438j 0.00929082-0.00421164j 0.00668174+0.0031617j -0.0138713-0.0119995j 0.0120767+0.00513077j 0.00308586+0.0103151j 0.000670167-0.00480096j 0.0166621+0.00814106j -0.00557829+0.00252298j -0.00118147+0.000107713j 0.00490201+0.000355144j -0.00104013+0.00381237j -0.00165943-0.00112993j 0.00373248+0.000150724j 0.00187443+0.000160656j -0.00291891+0.000726082j 0.00668694+0.00181826j 0.00375459-0.00015116j 0.000495379-0.00363324j -0.00987286+0.00349458j 0.0012419-0.000127905j -0.00499195-0.00300672j -0.0106717+0.00488915j -0.0117197-0.003558j 0.000820586+0.00391779j -0.000500537+0.00237988j -0.00824333-0.00121057j 0.00949437-0.00782386j -0.00410685-0.000150009j -0.00548687-0.00538045j 0.00322598+0.00405415j 0.00506635-0.00233281j 0.00879536-0.00215196j 0.00923827+0.00226808j 0.00497403-0.00539784j 0.00613354-0.00727615j 0.00176342+0.00235893j -0.000887894+0.00336984j -0.00784551-0.00267424j -0.00367395+0.0030097j 0.00131603-0.0032366j 0.000949011-0.00227827j -0.000232825-0.00263352j 0.00244809-0.00228571j -0.00234328-0.00506231j 0.00152632+0.000929121j 0.00318618+0.00155855j -0.00132834+0.00137906j 0.000108882-0.00146256j 0.000319204-0.00295186j 0.00374127-0.00298823j 0.000243288+0.000330297j 0.00290351-0.00259015j 
-0.00801632-0.00535067j -0.00148717-0.00141388j 0.0074636+0.0081368j 0.00127409-0.00652795j -0.00116746-0.000227105j -0.00758506-0.00382697j 0.004973+0.00800131j -0.0127281-0.00833255j 0.0217024+0.00436718j 0.0182522+0.000147904j 0.000318641+0.00378193j 0.00980297+0.00203326j -0.00176915+0.00020557j 0.000747893+0.000927738j -0.00701843+0.00199968j -0.0089138+0.00641247j 0.00757822+0.00290894j 0.0127876-0.015858j -0.00735736+0.0100078j 0.00091541+0.00251859j 0.00557978-0.00132564j 0.00321769+6.5231e-06j 0.00767169+0.00140895j -0.00230927+0.00434065j -0.00686713-0.0111768j 0.00828795+0.0105177j -0.00814598-0.00958856j 0.00421729+0.00519292j -0.00783261-0.00112206j 0.00776891+0.00934779j -0.00438905-0.00605926j 0.00538822+0.00404174j 0.00417477+0.000778498j 0.00747087+0.00397088j -0.000398579-0.00195049j 0.0027702-0.00170381j -0.00276588+0.000132464j -0.00393497+0.00155638j -0.0105335-0.00630278j 0.00198502+0.000435352j -0.00754567+0.00372608j -0.00173745-0.00523498j -0.0056797-0.0103478j -0.00411763-0.00152592j -0.000844275+0.000380754j -0.00257468-0.000291607j 0.00456575+0.00579817j -0.00260992+0.00010758j 0.0035083-0.000717211j 0.00351072+0.000591409j -0.00458431+0.00409031j 0.00752626+0.00180125j 0.00287123+0.00688158j 0.00191721-0.000676179j 0.00314331+0.00626628j -0.00471404-0.00276671j -0.00130995+0.00226068j 0.00523621+0.00376895j 0.00230555-0.00414142j -0.000126133+0.00353795j -0.00286794+0.00199835j 0.00602069-0.00225972j -0.00229643+0.00162558j -0.000653473+0.00574852j 0.00186447+0.00304604j -0.00258065+6.28079e-05j -0.00249867-0.00194071j 0.00318228+0.00612292j -0.00228918+0.00304229j -0.00114072-0.000889258j 0.0010929+0.00420362j 0.00158396-0.00299251j 
-0.00477296-0.000186629j 0.00426427+0.00181855j 0.00547507-0.00459325j 0.00671506+0.00830695j 0.00217596+0.013245j -0.0062861-0.00382702j 0.00667444+0.00168494j -0.000421407+0.0135335j -0.0067631-0.022067j 0.00613693-0.00709897j 0.00601109+0.00592514j 0.0157033+0.000121106j 0.000608007+0.00165455j -0.0136786+0.000875158j 0.00178327+0.00178865j -0.000417499+0.00461029j 0.00183221-0.00415986j -0.0143399-0.00896467j 0.00539762+0.00461086j 0.00196772+0.00520198j -0.000976894-0.00755447j 0.000338197-0.00572484j 0.00573675-0.000697489j -0.00750564+0.00300826j -0.00337363-5.27053e-05j 0.0104565+0.00104829j -0.00410922+0.0121271j 0.00393197-0.00333292j -0.00646569-0.00400177j -0.00335786-0.00544636j -0.00325365-0.000888251j 0.00355117-0.00801279j -2.2774e-05+0.00232303j -0.00228098-0.00718006j 0.00797213+0.00244087j 0.00466302+0.00572703j 0.00280186+0.00393511j 0.00568593-0.003224j -0.00364188+0.000720636j -0.0126419+0.000502037j -0.00233004-0.00390694j -0.00352134-0.00122024j 0.00550174-0.00563888j -0.00909809+0.0050664j 0.0100626-2.55104e-05j 0.00421095-0.00414629j -0.000587763+0.00419551j -0.000932169-0.00468578j 0.00634435+0.00135679j -0.00855019+0.00218818j 0.00322597+0.00250428j 0.00054496+0.00116619j 0.000821506+0.00164238j 0.00402399+0.000380268j 0.00757754-0.000682158j 0.0014179-0.00125277j -0.00126925-0.00184231j 0.00355635-0.00248401j -0.00715011-0.000581786j -0.00304541+0.00177339j 0.0046263+0.000167305j -0.00399313+0.00101923j -0.00520403+0.00370168j 0.00369308-0.0052815j -0.00337402-0.000132432j -0.000831172+0.00536558j -0.0039395+0.00098043j -0.000463398-0.00345483j 0.00136797-0.00203496j -0.000409301+0.000231916j 0.00430662-0.00239963j 0.000976109+0.00258582j 
0.000954373+0.000504421j -0.000129057+3.51112e-05j 0.000685841+0.000712722j -2.31505e-05-0.0021478j -0.000764467-0.00226586j -0.000294576+0.00260993j 0.00130218+0.00919389j -0.00499104-0.00379924j 0.00179071+0.00830785j 0.00359969+0.00338555j -0.00267118+0.00113819j 0.0034608-0.0166111j 0.00310817+0.00213889j 0.00228107-0.00174975j -0.000806923-0.0103799j -0.00361404-0.00409694j 0.0105772+0.0145272j -0.00123784-0.00733008j -0.0153566-0.011075j -0.00743944+0.000931738j 0.00269265-0.0111836j 0.00556155+0.0142406j -0.00275663-0.0024041j 5.0373e-05+0.00401269j 0.00718179+0.00970783j 0.00561039+0.00074526j -0.00519574-0.00340487j 0.000900252-0.000746025j 0.00101668+0.00101875j 0.00228527+7.20722e-05j 0.00117547-0.0025276j 0.00383062+8.82223e-05j 0.000472943+0.000372042j -0.0023707-0.000452573j 0.000930685-0.00209489j 0.00321066+0.00228297j 0.00143456-0.00418576j -0.00462837-0.000784367j -0.000175956-0.00279918j 0.000781903-0.0035106j -0.00304886+0.00431273j 0.000787514-0.00194982j 0.00144714-0.00110399j 0.00128163+0.0030863j 0.00485176-0.000114568j -0.00297147+0.00232539j 0.00406791+0.000294365j -0.000388319-0.0050934j 0.000943815-0.00297488j 0.00145197+0.00703939j -0.000806305+0.00354569j 0.00520445-0.00880932j -0.000539616+0.00132778j -0.000990695+0.00641132j 0.00263536-0.00364179j -0.000141971-0.00276201j -0.00376826+0.00164016j 0.00243906+0.00657038j -0.00318428-0.00523162j 0.00310821+0.000669639j 0.00176232-0.00246676j -5.5694e-05-0.004184j 0.00026483-0.00242216j -0.00205189+0.000164386j 0.000549832+0.00283664j 0.00399481-0.00183354j 0.000449849+0.000928343j -0.000245461+0.00171342j 8.04531e-05+0.00162371j -0.000754025+0.000702956j 0.00285888-0.00106701j -3.27083e-05-0.000263026j 
0.00260822+0.00423789j -0.0047582-0.00237752j -0.00128734-8.30538e-05j -0.00607573-0.0129279j -0.00756865-0.0121999j 0.0109628-0.00155624j -0.00226997-0.0030062j -0.00297806-0.014615j 0.01247+0.0082791j -0.00650894-0.00312241j -0.00798528+0.0037961j -0.0148772+0.0032816j 0.00358417-0.00671764j 0.00272789+0.0115706j -0.000268409-0.00782964j -0.00512829-0.000401893j 0.00294943-0.00277186j 0.00534202+0.00648125j -0.000192735+0.00151334j 0.0106723+0.011985j -0.000903416+0.00588486j 0.00162106-0.00455336j -0.00110114-0.00898664j -0.000231407+4.40876e-06j -0.0069209-0.00572285j 0.00503925-0.00480571j -0.00604892+0.00378412j -0.000231987-0.00469132j 0.00766644+0.0075204j -0.000161351-0.00111381j 0.0044297+0.00368571j -0.000551532-0.000160227j -0.00246181-0.00651625j -0.000944105+0.000897066j 0.000621627-0.00218473j -0.00443607+0.00135952j 0.00282654-0.00197427j 0.00188432-0.00539362j -0.0012764-0.000155987j -0.00021539-0.001364j 0.000882746+0.0031275j -0.00447708+0.000247133j -0.00103019+0.00164964j -0.00256102+0.00274619j 0.00041015+0.00279207j 0.00151608-0.000439737j -0.00149522-0.000457918j 0.000169892-0.00206187j 0.000338416-0.00134103j 0.000250276+0.00206983j 0.000851415+0.00246948j -1.71431e-05-0.00213328j 0.000537842-8.59341e-05j 0.000122725-0.00121592j -6.062e-05-0.000633823j -0.00257113-0.00130152j 0.000411936-0.00173022j 0.00301615-0.00209708j -0.00425239-0.00390827j -0.000259763+0.00228804j 0.000865305+0.00200055j -0.000918769+0.000232536j 0.000851188+0.00136093j 0.0016905-0.00115218j -0.000294312+0.000743213j 0.00208744+0.00463642j -0.00121318+0.00280627j -0.000847539-0.00205609j -0.00216199+0.000911358j -0.00322836-0.000175642j 0.00327447-0.000733101j -0.000546899+0.00132814j 
-0.00164825+0.000203697j -0.000107153+0.000584804j 0.00714327+0.00283602j -0.00231551-0.00492922j -0.00697385+0.000600883j 0.000101475-0.00508991j 0.00579888-0.00585822j -0.0035989-0.000319478j 0.0161886-0.000585738j 0.00899419+0.00986751j 0.00118051-0.0050285j 0.013064-0.00816674j 0.000993061-0.00280632j -0.0116009+0.00221429j 0.0105943-0.00508141j 0.00605669-0.00473438j -0.00398813+0.00289311j -0.00382313+0.00422765j -0.000641765-0.0146784j -0.00714324-0.00345176j 0.0120407+0.00366922j 0.00122986+0.0115134j 0.00429082-0.0111242j 0.00232988+0.0119272j -0.00589391+0.0120781j -0.00344411-0.00566544j -0.00163067+0.0146462j 0.00356268-0.000894753j -0.00649677+0.00482351j 0.00603078+0.00529938j -0.00321616+0.00605882j -0.00154868-0.000396037j -0.00121984-0.00157591j 0.00959483+0.000308248j 0.00314803-0.00213718j -0.00268082-0.000556875j -0.0016561+0.000859901j -0.00154409+0.00124353j -0.00878181+0.00666399j 0.00191451+0.00827626j 0.00427715+0.00235387j -0.00769153+0.00181191j 0.00246909+6.87803e-05j -0.00314403+0.00183177j -4.30647e-05-0.00539577j -0.000478557-0.00342366j 0.0077012-0.00643152j -0.000952809+0.0014205j 0.0102815-0.00893501j -0.00550423+0.00120361j -0.000729461-0.0012387j -0.000514279+0.00230102j -0.00583005+0.00191356j -0.00667378-0.001547j 0.00301941-0.00734364j -0.00345068+0.00621964j -0.00429525+0.00462809j 0.00741404-0.0103444j 0.00371894+0.00541099j -0.00128384+0.000742778j 0.0035743-0.00656029j 0.00240534-0.00387614j 0.000545059+0.00912121j 0.00263443-0.00876033j 0.000487242+0.00136512j -0.00220614+0.00534901j -0.00202004-0.000619367j 0.000797071-0.000864506j 0.000583633+0.00169615j 0.000638779+0.00493882j -0.00277484+0.000195361j -0.000237042+0.00137212j 
-0.00480609+0.0029537j -0.00188491-0.00502523j -0.00292104-0.00651547j 0.000218505+0.000943768j -0.00195028-0.00241463j 0.00385449+0.00698539j -0.00871652+0.000865321j -0.00151115+0.00710572j -0.0056579-0.00285632j -0.0056746-0.00578568j -0.00736478-0.00271265j -0.000771531-0.00815926j 0.00171016+0.00550755j 0.00542575-0.00434334j 0.0032702+0.00173497j 0.00351201+0.00393347j -0.00203235+0.0028487j -0.000391033-0.00649545j 0.00590771-0.0069041j -0.00526057-0.00561761j -0.000446484-0.00351154j -0.00412095+0.00240716j -0.00147625+0.00514264j -0.00349253-0.00386466j 0.00402627+0.0095727j -0.00260752-0.000987168j -0.000338816-0.000521377j -0.00481654-0.00238298j 0.00616871+0.000583055j -0.00740642-0.00576614j 0.00384774+0.00231864j 0.00299727-0.00156315j -0.00154021-0.000207559j -0.000841679-0.00211749j 0.00121556-0.00263621j 0.00268417-0.0064267j 0.00131057+0.00108228j 0.00809315+0.00331488j -6.72242e-05+0.00344291j -0.00733111+0.00500875j -0.000955799-0.00781927j -0.00203248+0.00185679j 0.00384139-0.00574632j -0.00312857+0.00379673j 0.00424866-0.00454481j 0.00336369-0.00358315j 0.00117957+8.48975e-05j 0.0024019+0.000116324j -0.0046422+0.00162364j -0.00224611-0.00344199j 0.0044805-0.00522277j -0.00019479+0.00503271j 0.00146587+0.00157177j 0.00359722-0.00810854j 0.00260069-0.00130183j 0.00209593-0.000506071j -0.000468144+0.00420095j -0.00565509-0.00136483j 0.000410698+0.00595789j -0.000331222-0.00477406j -0.00135506-0.000974033j -0.000494142+0.00106018j 0.00168352+0.000139605j 0.000935395-0.0036373j -0.00306728+0.00084808j -0.00711038+0.00164878j 0.000480067-0.00385984j 0.000508638-0.000704215j 0.00422316-0.00701943j 0.00399613-0.00280162j -0.00217155-0.00075763j 0.002779-0.00195024j 
-0.00142562-0.00160733j 0.00157457-0.00566504j -0.00802948+0.00138849j -0.000416907-0.00719927j -0.00145273-0.00898018j 0.0083672+0.00422361j -0.00116524+0.00211045j 0.00337872-0.006631j 0.000784565+0.0151883j -0.00903469-0.00141339j -0.00161285-0.000842127j -0.00544168-0.00201926j 0.00365289-0.00200085j 0.00495519+0.00115182j 0.00269127-0.00193087j 0.0051344+0.00592041j -0.00193502-8.43053e-05j -0.00530564-0.000790652j 0.00826294-0.00433947j 0.00512535+0.000715872j -0.00374252+0.00432986j -0.0072275+0.00257992j 0.00291768-0.00471535j -0.00226031+0.00105112j -0.00595756+0.00169814j -7.30351e-05-0.00950505j -0.00739556-0.0014092j 0.0020719-0.00376886j 0.00821335+0.00813879j 5.74884e-05+0.00219291j 0.00628994+0.00421043j -0.00496922-0.000178009j -0.00158503-0.00535887j 0.00575548+0.00489629j -0.00979522-0.00643432j -0.00931121-0.00167403j 0.00238375+0.00038371j 0.000375722-0.00100391j 0.000116217-0.00299547j -0.00116114+0.000463399j 0.00846525-0.000751888j -0.00129321-0.00686776j -0.00271989+0.00523745j 0.00368821-0.00354802j -0.00511523+0.00200061j 0.00376235-0.000516811j 0.00630781-0.00443105j 0.00740263-0.0075536j 0.0012564-0.00118416j 0.00190801-0.00627409j 0.00365528-0.00255883j -0.00180577+0.00101739j -0.00318678+0.00265236j 0.000792002+1.68093e-05j 0.00136473-0.000430719j -0.00951191+0.00168411j -0.00441955-0.00053757j 0.00263963-0.0024969j -0.00964454+0.00152979j 0.00292542-0.00503872j -0.00360506+0.00562195j 0.00267948+0.00050833j 0.00185829-0.00205878j 0.0065915-0.00497289j -0.00276394+0.000393606j -0.00394697+0.00627679j 0.00210646-0.00199617j -0.00250283-0.00024331j 0.00156022-0.000404744j -0.00371463+0.0022717j 0.00191809-0.00263915j 0.00131803+0.000455415j 
-0.0025534-0.00139977j 0.00642503+0.00649199j -0.0034364-0.00232908j -0.00243673-0.00613776j 0.00293903-0.00508265j -0.00411545-0.0018439j 0.000709242-0.000486785j 0.00634881+0.00154113j -0.00625944+0.0038072j -0.00204716+0.000801439j -0.00169897+0.00118573j -0.00846164-0.000679096j -0.00264461-0.00311853j -0.0036868+0.00111401j 0.000244906-0.000444187j -0.00125749+0.00128891j 0.00504967-0.00195131j 0.0050342+0.00319606j -0.00111715+0.00321816j -0.00050945+0.00507745j -0.00613921-0.000439413j 0.00461913-0.00516851j -0.000683292+0.00504613j 0.00423343-0.00246769j -0.000441412-0.00509875j 0.00131305+0.00320851j -0.00319642+0.00108479j -0.00354781+0.00148542j 0.000659991-0.00160428j -0.00949015-0.00154756j 0.000948865+0.000652783j 0.00284053+0.00692477j -0.00189755-0.00815838j 0.00835585-0.00569031j -0.00360166+0.000166327j 0.00191178-0.0035746j 0.00308966-0.00410486j 0.00493201+0.00058046j 7.3165e-05+0.00821367j -0.00250748-0.0068948j -0.00342222+0.00307014j 0.00434743+0.0020411j -0.00284767+0.0134065j -0.00271586-6.18904e-06j 0.00335831+0.00144125j 0.0028948+0.00598747j -0.00548588-0.00724287j 0.00390338-0.00730931j -0.00393524-0.00453552j -0.000611506-0.00217063j -0.00165114-0.00268907j 0.00018312-0.00707529j 0.00418499-0.00348183j -0.00227425-0.0027606j -0.00244597-0.00377336j -0.000183811+0.00127177j 0.0018647+0.00181795j 0.000694701+0.00734985j -0.00305337-0.000587139j -0.000166133-0.00184943j -0.00130802+0.00902795j -0.00233063-0.00305861j 0.00394434+0.00147522j 0.000422222+0.000650365j -0.00328889+0.000126885j -0.00143755+0.003428j 0.000253915-0.000540987j -7.04137e-05+0.00235879j 0.000668886-0.0048132j -0.00225496-0.00348373j 0.00247309+0.0024533j 0.00125002-0.00222659j 
