0.00799271-0.00669724j -0.00522217-0.00209415j -0.0111512+0.0190567j -0.00232132-0.00702269j 0.00843282-0.0106966j -0.00466925+0.0257492j -0.0036139+0.0193525j -0.00600978-0.00963506j 0.00220436-0.0247495j -0.000994071+0.0123865j -0.00136655+0.0130728j -0.00436428-0.00420844j -0.00182771-0.00690991j -0.00172401+0.00125093j 0.00481982+0.00669219j 0.00532028-0.00126201j -0.00323579-0.00865345j 0.00901657+0.0162262j -0.00229472-0.00241908j 0.000147909-0.00516648j -0.000767752-0.0046657j -0.00112743-0.00114604j 0.00913121+0.00967578j -0.000613696+0.00567903j 0.00759775+0.00198141j 0.0108028+0.00571357j 0.00393112+0.00241068j -0.00159571-0.000921156j -0.00276123+0.00095354j 0.0127219+0.00309278j -0.0106494+0.0107015j -0.0168251-0.0123818j 0.00141306+0.00512692j 0.00663445-0.00230927j -0.00617568-0.0103601j 0.00101022+0.0026972j -0.0166025-0.00207188j -0.00869937+0.0027518j 0.0118075+0.00687521j -0.00432446+0.000291802j -0.0229313-0.00194607j -0.00100787-0.0017047j 0.00698644+0.00128911j -0.00773031-0.000966179j -0.0024461+0.00469691j -0.0011452+0.00202723j -0.00274889-0.000273737j -0.000392063-0.000322412j 0.00319342-0.000496148j -0.0104817-1.68874e-05j 0.0161891-0.00246784j -0.00474532-3.72703e-05j 0.00352704-0.00110392j 0.00180719-0.00194816j 0.00643483-0.0024141j 0.00434654-0.00406326j -0.0028604-0.000492046j -0.00233462-0.000339457j -0.00820095+0.00184635j -0.00115573+0.00139307j -0.00332662+0.000631966j -0.00591539+0.00170766j 0.0073582-0.00433494j -0.00282828+0.00173776j -0.00553472+0.00196747j -0.00635764+6.03628e-05j 0.0080072-0.00301039j -0.00266906+0.00208563j 0.00911385-0.000940494j -0.0058229+0.00318052j 0.00788714+0.000780983j -0.00636575+0.00389313j 
-0.00560859+0.000432192j 0.00361497-0.00497536j -0.00164904-0.00169731j -0.00607367+0.00539554j 0.000450584-0.000966752j -0.00294183-0.000853301j 0.0010596-0.00344983j 0.00555731-0.00114041j 0.00299761+0.000216322j 0.00211262-0.000957487j 0.00359341-0.00895317j -0.00270805-0.00147903j -0.0113068+0.00231487j -0.00199812+0.00116878j -0.00491908+0.00175515j 0.00679276-0.00303469j 0.0030775-0.00124138j -0.00402024+0.00396294j -0.00700983+0.00130607j 0.00320418+0.0064442j 0.0169126-0.0199158j 0.00709716-0.0106911j 0.00886816-0.0105001j 0.00552125+0.00628859j 0.00905407+0.00703469j 0.00512664-0.00776341j 0.0107335+0.0133516j 0.00622574-0.00219558j -0.000833406+0.0059466j 0.00334593-0.000910269j 0.00563825+0.00694874j 0.00159103-0.00712999j -0.00546698+0.00142106j 0.00432877-0.0112751j -0.000147762+0.000260993j 0.00444249-0.00325147j 0.000537418+0.00460405j 0.00367864-0.00134487j -0.00265574+0.00447463j -0.00391213+0.00161167j -0.00293731-0.00036022j 0.00314515-0.00460499j 0.000581057-0.00171908j 0.000954521+5.21139e-06j -0.000828948-0.00251439j -0.00309114-0.00255193j 0.00092165+0.00505773j -0.00357187-0.000516235j 0.00309439+0.00413006j -0.00378258+0.00263121j -0.00556916+5.67112e-05j -0.00410886-0.00160096j 0.00662825+0.00291904j -0.00163395-0.00332113j 0.00905293+0.0020725j -0.000338613-0.000401312j 0.0087001+0.00332801j -0.00560006+0.00254001j -0.00361243+0.00174574j 0.00811784-0.00394462j -0.00142984+0.00269351j 0.00812791+0.00118659j 0.00344058-0.00158728j 0.00427415+0.00328079j 0.00467319-0.00397697j 0.00461692-0.00488715j -0.00653327+0.00424074j 0.00198792+0.00275806j -0.00484638-0.00511707j -0.000968345-0.00982997j -0.000290373+0.00592594j 0.000951586-0.00607319j 
0.000803043-0.00100217j 0.00262106+0.00236022j 0.00239114-0.000719095j -0.000610072-0.00188677j 0.00123575-0.000170895j 0.00115675-0.00171347j 0.00145196-0.00198486j -0.00142254+0.00248176j 0.00045316-5.46238e-05j 3.04282e-05+0.00110184j 0.00135666-0.00180874j 0.00342688-0.0034891j 0.00353762-0.0021704j 0.00219168-8.06836e-05j -0.0019925-0.000688176j -0.00131723+0.00244711j -0.00085058-0.0010416j -0.00541571+0.00371856j 0.000159763-5.68817e-05j 0.0013446-0.00215679j -0.000911726+0.00229686j 0.00363646-0.000897717j -0.00254617+0.00114885j 0.000626973+0.001179j -0.00138344+0.00449571j 0.00213507-0.0064235j -0.0051411+0.00603007j -0.00397512+0.00252384j 0.00149345+0.00139185j 0.000620945-0.00463714j -0.00465097+0.0029084j -0.00422913+0.00179003j -0.000788944+0.000131133j -0.00229836+0.00447333j -0.00311164-0.000267658j 0.000849191-0.000287363j -0.000937446+3.71995e-05j -0.00537826+0.00528659j -0.00218533-0.00276633j 0.000432543+0.000170768j -0.00387009+0.000618918j 0.00207597-0.00112454j 0.00455619-0.00052636j -0.00373172-0.00229237j -0.000959416+0.00125623j 0.00524867+0.0035246j -0.00384203+0.00299205j 0.0013241-0.00179307j -0.00246536-0.000215992j -0.00267789+0.0014504j -0.00176795-0.00112905j 0.00254063+0.00464739j 0.000968554+0.0032199j 0.0146365-0.000819837j 0.00486181+0.00395422j 5.10972e-05-0.00316707j -0.00631399+0.000430772j -0.00331084+0.000285203j 0.00390793-0.00199321j 0.00411861-0.000219748j 0.00171687+0.00339785j 0.00918495-0.00875674j -0.00793787+0.00328005j 0.00298963-0.00131486j -4.76582e-05+0.00321261j -0.000709407-0.00440939j 0.00160545+0.00506029j 0.00136998-0.00713266j 0.00144652-0.000105129j 0.00361526-0.000704137j -0.00562606-0.00698576j -0.000404112-0.00614678j 
-0.001592+0.000161456j -0.000116578+0.000153104j -0.00121653-0.00214703j -0.00322032+0.00169677j -0.000233629-0.00316685j -0.00546818-0.00312141j 0.00268355+0.00192277j 0.00419857-0.00225701j 0.00297712+0.000352703j 0.00108251+0.00263206j 0.000421917+0.000450846j 0.00500082+0.00545632j -0.000330953+0.00370873j -0.00264178-0.00425222j 0.00190836-0.00306817j -0.00171134+0.00299611j 0.0037923+0.00312945j 0.00110011+0.000884351j 0.000732732+0.000287562j 0.00988447+0.00275342j -0.00222372-0.0127087j -0.00217809-0.00485122j 0.00526412+0.00483062j 0.00653925-0.00457781j 0.00349151-0.00138126j 0.0112412-0.00581936j -0.00135703+0.00407463j 0.0054853+0.00041493j 0.00159051+0.0015679j -0.00114411-0.00338922j 0.00234646+0.00275538j -0.00258882+0.00090734j -0.00458163-0.000185167j -0.000139576-0.00394953j -0.00236611-0.00434464j 0.00493584+0.00878131j -0.000226621+0.00410485j -0.00209362-0.00348225j -0.000873621+0.0020882j -0.00136526-0.00078425j -0.00130563-0.00267565j 0.00392214+0.00516771j 0.0005774-0.00181762j 0.000724064+0.00576919j 0.00222009+0.00273601j -0.000611312-0.00501796j -0.00788168+0.00460337j -0.00163853-0.00240747j -0.00466669-0.00219986j 0.00422431+0.00237269j -0.00289009+0.00147714j 0.00536971-0.00358476j 0.000511031+0.0038866j 0.00308526-0.000236449j -0.00743756+0.0052106j -0.00215516+0.00803123j -0.00589994+0.000961892j -0.00586358-0.0031483j -0.000973127-0.00179062j 0.00215043+0.00616109j -0.00433364+0.00334418j 0.0043105+0.00511503j 0.00174188-0.000954159j -0.00867652+0.00575559j -0.00119162+0.00119283j 0.0126706+0.000191415j -0.000207472+0.000833762j -0.00492956+0.00876696j 0.004505+0.00503868j 0.00205127-0.00147683j -0.00337332+0.00549312j -0.00067184-0.00677327j 
0.000821112+0.000313323j -0.005927+0.00392134j 0.00109018-0.00157729j 0.004908-0.0012249j 0.00143083-0.00608339j 0.00046825-0.00539141j -6.808e-05+0.00365978j -0.00290319-0.00386075j 3.22301e-05+0.000826562j -0.00351356+0.00832349j -0.00400172+0.000599698j -0.000845184+0.00837945j -0.000950037+0.0083857j -0.00055879-0.00159729j 0.00741396+0.00857441j -0.00573898+0.000212727j 0.0040128+0.000922251j -0.00103068-0.00935281j 0.0046959+0.0114787j 0.00401114+0.00848386j -0.0103341-0.0176493j 0.000194518-0.00575421j -0.00794619-0.00141912j 0.00808637+0.00275023j -0.00571491-0.00362805j 0.00945579+0.00874119j -0.00299946-0.00342103j -0.00527792-0.00876489j 0.00382102-5.74314e-05j 0.00127687-0.00828218j 8.43303e-05-0.00154247j -0.00232727+0.000475401j 0.00351813-0.000390267j -0.00177434+0.00267952j 0.00310802-0.00660195j 0.00231045+0.00981029j 0.000848007+0.00194313j 0.000876319-0.00486619j 0.00556463+0.00181184j 0.0036396+0.00218087j 0.00379337-0.00471317j -0.00220504-0.00286363j -0.00243659+0.000702375j 0.00250881-0.0053156j -0.00614591+0.00257098j -0.00602801+0.000417275j 0.000922361-0.00770996j 0.00426232+0.00339128j 0.00425095-0.0102757j 0.000988952+0.00722555j 0.00246885-0.00169181j -0.00487742+0.00272879j -0.0054139-0.00963593j 0.0031427+0.0130245j -0.00429369-0.0131693j 0.00334994+0.010078j 0.000198292-0.00997324j -0.00436688+0.00394875j 0.00195674-0.00141235j -0.00269038-0.0114826j -0.00355472+0.00370519j 0.00586432-0.0012519j -0.00511695-0.0115868j 0.00574674-0.0030995j -0.0105507-0.0131419j -0.00272693-0.00271297j -0.0022022+0.00291877j -0.00129931-0.00403358j 0.00353852+0.00338371j -0.00205073-0.00117179j 0.00505427+0.000428129j 0.00501676+0.00342417j 
-0.000523456-0.00146943j -0.00545837+0.00038039j -0.000450579+0.00130457j 0.00102104-0.000938157j 0.00310863-0.000714201j -9.63541e-05+0.000574997j -0.00353491-0.00343721j 0.00268658-0.000655573j 0.00198992-0.00200681j -0.00262908+0.00172261j -0.0057531-0.00621047j -0.00106112-0.0053575j 0.00392778-0.000670303j 3.72449e-05+0.00125452j -0.00233834+0.0117152j -0.000990329+0.00335553j -0.00260921-0.00256368j 0.00589734-0.000895224j -0.004858+0.00642317j 0.00810581-0.000686551j -0.00188101-0.0035407j 0.00313661-0.00158552j -0.00770093-0.00761793j 0.0211307+0.000420817j 0.0101627-0.00970657j -0.00388933+0.00524259j 0.00161895-0.00389979j -0.00885178-0.00091297j 0.00729528-0.00441781j 0.00367006-0.00967714j 0.00159602+0.00214892j -0.00787173+0.00203568j 0.000432626+0.00488538j -0.00343897+0.000446752j 0.00299342-0.000758092j -0.00581347-0.00433391j -0.0017406-0.00233979j -0.000156957+0.00178308j -0.00575323-0.00116972j -0.000671951+0.000728613j -0.00209783-0.002815j 3.3719e-05-0.00453002j 0.00329263+0.00249161j 0.000807019-0.00506352j -0.00240359-0.00968686j 0.00298249+0.00198874j 0.00630338-0.00370975j 0.00210718+0.00303448j 0.00670245+0.00377677j -0.00249254-0.00103561j 0.000618947+0.000862835j -0.00150317+0.00386973j 0.000825735-0.00141456j -0.00582769+0.00524096j 0.00887051-0.00361482j -0.0152859-0.00514945j 0.000747863-0.000740043j 0.00296761+0.00456969j 0.00801883+0.00613112j 0.00755993-0.00743686j -0.00517006-0.00198486j 0.0112636+0.00878246j 0.00739428-0.00700137j 0.00415182+0.00462371j 0.00739625-0.00480208j -0.00705924-0.00232228j -0.000992241-0.00336453j 0.00532005+0.00252821j -0.00521019+0.0100009j -0.00095655-0.00110239j -0.00118346+0.00425392j 0.00270058-0.00132542j 
0.000362776+0.00175291j -0.00126496-0.00254735j 0.00140783+0.00167377j 0.0012204-0.00133771j 0.00243437+0.000488893j 0.00525799-0.00599889j -0.00464293+0.010884j 0.00150888-0.000504035j 0.000799058+0.000828438j -0.00290962-0.00505709j -0.00424493+0.00808103j -0.00500712+0.00858105j 0.000815737-0.000928226j 0.00501683-0.00521746j -0.000459844-0.00229719j -0.00732528-0.000943477j -0.00139372+0.00879492j 0.00236097+5.84905e-05j -0.00210486-0.00342216j 0.00078486+0.00127429j 0.00640724-0.00127371j 0.000423548-0.00653256j -9.52924e-05+0.0148744j -0.00783238-0.0106652j 0.000242316-0.0149325j 0.0100273+0.00420672j -0.00727377-0.00549106j 0.00740419+0.0132432j -0.0029727-0.00293666j -0.00210507-0.00202368j 0.00226227-0.00316781j -0.00292269-0.00105573j 8.51489e-05-0.00468538j -0.000906124-0.00282259j 0.00313878+0.000580919j -0.00878931+0.0110677j -0.0015373-0.0014688j 0.00197738-0.00307578j 0.00137261+0.00451753j -0.00275736+0.00298266j 0.00318535+0.00460712j -0.00107412+0.00826918j -0.00121754-0.0052711j 0.00516293+0.00869808j 0.00142049+0.00249285j -0.00482264-0.00573285j -0.000580194-0.00439831j -0.00482648-0.00158059j 0.00848117+0.00113716j -0.00288342+0.0048789j 0.000894155+0.000516332j 0.00319103-0.00526376j 0.0067972+0.00110412j -0.00907068-0.00130949j 0.00749176-0.00695958j -0.0106051+0.00744861j 0.00604163+0.000870587j -0.00411371-0.00705978j -0.00371766-0.00185515j 0.00361642-0.00196272j 0.0013631-0.00165804j -0.00158743-0.00280273j 0.00608271-0.00567312j -0.0056035-0.00745946j 0.00624853-0.00225465j 0.0128681+0.00654699j -0.00303213+0.00179662j -0.00336909-0.00594721j -0.000926065+0.00761956j -0.00292085+0.00136256j -0.000542063-0.000960005j -0.00325842-0.00145436j 
-0.000709743+0.00121625j 0.000659363+0.00250641j -0.000136242+0.00132766j 0.0016269+0.0019876j -0.000621543+0.000350286j 0.0045793+0.00291383j 0.00227127-0.00178903j -0.00559378+0.000370794j -0.00440771+0.00144892j -0.000869407+0.000410555j 0.0093381-0.00145297j -0.00444482-0.00163764j -0.00862373-0.00477578j -0.000577893+0.00353901j -0.00147954-0.0018432j 0.00661018-0.00284214j 0.00224286-0.00425375j -0.00661355-0.00216018j -0.00235171-0.000787877j -0.00747027-0.00363867j 0.0155248+0.000780431j 0.0108117+0.00271191j -0.00285728-0.00719499j -0.0187887+0.00145876j -0.00903215+0.00614951j 0.000152619-0.00268238j 0.00152107+0.00978278j 0.0067095-0.00524165j -0.0114279+0.00314376j -0.00217678+0.00152467j 0.00290762-0.00165051j 0.00553797-0.00810647j 0.00346708-0.00299198j 0.00486488+7.79445e-05j 0.00301014+0.000536355j 5.90751e-05-0.00331274j -0.0046617+0.00467387j -0.000969118+0.00393918j 0.000466131+0.000280367j -0.00297086+0.00109319j 6.79208e-05+0.00241762j 0.00523156-0.0102896j -0.00362607-0.00307233j 0.00238893-0.00600654j 0.000500119+0.00260789j -0.00262115+0.00550132j 0.00233525+0.00105082j -0.000629082+0.00483563j -0.00130123-0.00744827j 0.0118909+0.00466399j -0.002329+0.00497662j 0.000864858+0.00129578j 0.000889917-0.00592705j -0.00848873-0.000231942j -0.00860785-0.00773134j -0.00121083+0.00620774j 0.00102008-0.00311998j 0.00573108+0.0120395j 0.000888899-0.000352808j -0.00770721-0.00898953j 3.36365e-06+0.00204132j -0.0103572-0.00722524j 0.000207179-0.00288222j -0.00628406+0.00236388j -0.00111284-0.00556282j -0.00875968-0.0080242j 0.0045454+0.000709685j -0.00496855+0.00676748j 0.000811098+0.00190249j -0.00534402-0.0038711j 0.00204194+0.00375518j -0.00215304-0.00361907j 
-0.00258461-0.000295903j 0.00217872+0.000454711j 0.00249683-0.00152618j -0.0049039+0.00138983j 0.00655302-0.00357371j 0.00459519-0.00372129j -0.00395782+0.00190168j 0.0046942-0.0014352j -0.00408622+0.00301671j -0.0118352+0.00423214j 5.50373e-05-0.00165202j -0.0135208+0.00502j -0.012278-0.00367811j 0.00497133-0.00525546j -0.00296369+0.00880304j 0.00117606-0.00337078j -0.000287058+0.00508994j 0.0145436-0.00313616j -0.0068207+0.00597683j -0.0122933-0.000731849j 0.0172702-0.00900717j 0.0074127-0.00357696j -0.00470411+0.00579551j -0.01058-0.00434538j -0.00759063-0.00449871j -0.00676456+0.0146123j -0.0054186+0.00199672j 0.0116597+0.00137664j -0.00457396+0.00242588j -0.00137506-0.000976869j -0.000216113+0.00159549j 0.00248227+0.0048409j 0.000891244+0.00271853j 0.00120608+0.000449495j 0.00263563-0.00403614j -0.00564334+0.00509266j -0.000292197+0.000170345j 0.000882278+0.00104998j -0.00590505+0.000817359j 0.00139665+0.00200897j -0.00132717+5.13215e-05j -0.0065886-0.000210801j 0.00205129-0.00595818j -0.00519817+0.00282827j -0.00167101+0.000288426j 0.00586939-0.00428474j -0.000323108-0.00311111j 0.000486094-0.00246001j -0.0017091-0.00534109j -0.000232932+0.00444784j 0.00266165+0.000907296j 0.00910226+0.0034496j -0.00211143+0.000826918j 0.00627017-0.000577042j -0.00212863-0.00536025j -0.00607921+0.00275453j -0.00769446+0.000423216j 0.00563946-0.00500731j 0.00278132-0.00317733j -0.00561314+0.000532569j 0.000186138-0.000836537j -0.00294761-0.00463485j -0.00116374+0.00387243j -0.0035865-0.00702943j -0.000844859+0.000455327j -0.00137096+0.00738109j 0.00222015-0.000529965j -0.00396057-0.00433859j 0.00255127+0.00661876j 0.00205589+0.00335033j -0.00328902-2.69873e-05j -0.000970543-0.000586374j 
0.00329485+0.00324916j -0.00297264-0.0024715j -0.00107346-0.000816471j 0.00652778+0.00241774j -0.000469648-0.00129769j -0.00131916-0.00157713j 0.000719797-0.000985613j -0.00252186+0.000310786j -0.00139479-0.000586755j -0.00185106+0.00205107j 0.00190238-0.00119146j -0.00157352-3.16591e-05j -0.00604259+0.00124364j -0.00280867-0.00273654j -0.00554942+0.00310215j 1.28849e-05-0.00239833j -0.00157271-0.00526981j 0.00719025-0.00254564j -0.0035919+0.00324215j -0.0094614-0.00584176j -0.00711356-0.00732791j -0.0028565+0.000143024j -0.00172527-0.00153317j -0.0199468+0.00410529j -0.0053936-0.000486431j -0.013188-0.00213634j 0.0116987+0.0030386j 0.00978736-0.0167859j -0.0054124+0.00350479j -0.0100238+0.00506602j 0.00948244-0.00661637j -0.00464441-0.000410875j 0.00451846+0.00185985j -0.00459+0.00276772j 0.000584302+0.001274j -0.000840388-0.00409296j -0.00192861-0.00345185j -0.00486996-0.000652402j -0.000976702-9.48913e-05j -0.00294618-0.00018878j -0.0034126+0.00179342j 0.00739176+0.00400883j 0.00201241-0.00171783j 0.00650509+0.00401117j 0.000723526-0.000155618j -0.00171714+0.00103456j 0.00132722+0.00593117j -0.00393943+0.000876063j 0.00328404+0.000219494j -0.000943388+0.00566897j -0.00292399-0.000700622j 0.00130476+0.00179703j 0.00682188+0.00213015j -0.00584663-0.00750052j 0.00832407+8.87293e-05j -0.00826948-0.00625442j 0.00084266-0.001711j -0.00659742-0.00184799j 0.000658951+0.0031131j 0.0113696+0.00263648j -0.00219102-0.00604246j -0.00143728+0.00426094j 0.0148089+0.00459113j -0.010113-0.00107665j 0.00830857+1.28216e-05j 0.00288329-0.00454469j 0.00265773+0.0027094j -0.00663587+0.00249308j -0.00602851+0.000500432j 0.000428177-0.00233609j -0.00418924-0.000388025j 0.00121154+0.00146787j 
-0.00307059-0.00276521j 0.00610903-0.00161682j 0.000696091-0.00216002j -0.0047149-0.00162585j -0.00282564+0.000824913j 0.00331082-0.00246571j -0.000913478+0.00227851j -0.00015174+0.00273814j -0.000511152+0.00140823j 0.00635686-0.000722036j 0.000801031+0.00345536j -0.00586011+0.00135352j -0.00506302-0.00230196j 0.00364938+0.0057299j 0.012783-0.00476012j 0.00524516-0.00613709j -0.00317467+0.000882016j -0.0165119-0.00259181j 0.00280229-0.00639957j -0.00373055+0.00128599j 0.0133451+0.00555756j 0.00226479-0.00431471j -0.00450978+0.00484433j -0.00172743-0.00383555j -0.00618328+0.00803138j 0.0120767+0.0037033j 0.00320468+0.00142191j -0.00252452+0.0061821j -0.00778127+0.0005062j -0.0027815+0.00399715j 0.000813343+0.000529669j 0.0023933-0.00626299j -0.000478542-0.00619874j 0.00713486-0.00367654j -0.000175758+0.00105496j -0.00279916+0.000691317j -0.00336022+0.00173656j 3.44708e-05-0.000182824j -0.000264926+2.64381e-05j -0.00320242-0.00220454j -0.00529498-0.000291571j -0.00112944-0.000485537j 0.00367857+0.00272082j -0.00635285-0.00650932j -0.00465312+0.00158845j 0.00259073-0.000130505j -0.00904115-0.00773553j 0.00117243-0.00435934j 0.00463836+0.00657321j -0.00127929-0.00292871j -0.00349371-0.00347977j -0.00139715-0.000434329j -0.00559004+0.00129435j 0.00349362+0.00453982j -0.00685014-0.00151182j -0.0039464+0.00060523j 0.00229634+0.00236227j 0.00723145+0.00239652j 0.00436582-0.00102267j -0.00904195-0.00121888j -0.00353722+0.00172123j 0.00749882+0.00445323j -0.00870254-0.00388601j 0.000765706+0.00245131j -0.0026432-9.35576e-05j -0.000686791+0.00897061j -0.00832509-0.000951842j 0.00325667+0.00256464j 0.000223185-0.00300043j 0.000594642-0.0030974j 0.00244736-6.87151e-05j 0.00428613-0.00440245j 
0.000125815+0.00123449j 0.00138389-0.00291563j -0.00163923-0.00154159j 0.000843187+0.00110814j -0.00482758-0.00142871j -0.00529758-0.00352526j -0.0018304+0.000701023j 0.0014252-0.000161626j 0.00408295-0.00251128j 0.00963742+0.0028798j -0.00971767+0.00122488j -0.0021592-0.00101849j -0.000497594+0.00139503j 0.00208636+0.00190607j 0.0144753+0.000247648j 0.00189746-0.00353239j -0.00512195-0.000364629j -0.00455156-0.000709123j 0.00467264+0.00230592j -0.000500815+0.000265659j -0.0159518-0.0039568j -0.0128138-0.00812888j -0.00853371+0.0031748j 0.0106212-0.00315379j 0.000780307+0.00311526j -0.000617384+0.00109577j 0.0171767-0.00389407j -0.00310502+0.00235675j 0.000824757-0.00338776j -0.00998185+0.00174019j 0.00892112+0.000347202j -0.00306874+0.00472975j 0.00166617+0.000128795j 0.000430496-0.000707066j -0.000829075+0.00177997j -0.00149693-0.00262975j -0.000764668-0.00287836j 4.29359e-05-0.0012085j -0.000376549-0.00147659j -0.00213323-0.00319291j -0.00420444+0.00110165j 0.000642124+0.00509128j 0.00235533-0.000517752j -0.00333743+9.84396e-05j -0.00245788+0.00398757j 0.00395162-0.000573542j -0.00696235-0.00267259j -0.00291411-0.00208629j 0.00503962+0.00367453j -0.00153748+0.00577503j -0.00393004-0.0028521j 0.00202985+0.00294804j -0.000201566+0.00354384j -0.00116328-0.00986464j -0.00288102-0.00406282j -0.0100995-0.0085728j 0.00158883+7.43991e-05j 0.000973915+0.000449119j 0.00149791-0.000650725j -0.00400887+0.00144083j -0.00212042-0.00268661j -0.00364579-0.00179131j 0.00261695+0.00762264j -0.00820636-0.00748037j 0.00289607+0.00170079j -0.00089804+0.00584435j 0.00285779+0.00364705j -0.0121511-0.00216127j -0.00635951+0.000916485j -0.00206063-0.0021133j -0.00652885+0.00227221j -0.000771759-0.00302003j 
0.00108208-8.95754e-05j 0.00394163-0.00117905j -0.000251914+0.000773995j -0.000680083-9.57745e-05j -0.002872+0.000714045j 0.000712686+0.00243756j -0.00142559+0.00208168j 0.00147984+0.0022202j 0.00076053+0.0001811j -0.000238381+0.00303979j 0.000522093-0.00257226j 0.00406352+0.00612848j 0.00390185+0.00280205j -0.00678499+0.00448442j -0.00516666+0.0209146j 0.00366669+0.00151246j -0.00382215+0.00266429j 0.000868316-0.0109947j 0.00649658-0.0205422j 0.00308452-0.00969317j -0.00509257+0.0231173j -0.00252824-0.0199705j 0.0117535-1.83741e-06j -0.00932335+0.00105335j -0.0113964-0.0158421j -0.000493777-0.000750485j 0.00430332+0.00784136j -0.000476527+4.39454e-05j -0.000380681+0.00139965j -0.0020698+0.00411323j -0.000489243-5.81614e-05j 0.000723495-0.00097997j -0.000967066-0.000461646j -0.000979166-0.00124793j -0.00344501+0.000728596j -0.000314443-0.0029446j 0.00187584-0.00279561j -0.00158426-0.00133686j 0.000951898+0.00619501j 0.00301354-0.00326479j -0.0016486+0.000946002j 0.00184501+0.00860996j 0.000592752-0.00643996j 0.00609197-0.00507455j 0.00215779-0.00660524j 0.00030559+0.00861901j 0.00276193-0.0199947j -0.00410539-0.00236807j -0.00609438+0.00232113j 0.00199654+0.00223231j 0.000438181-0.00085689j 0.00355949-0.0107467j -0.000291616+0.00177124j -0.00196546+0.00687422j 0.000787368-0.0172971j 0.00529037-0.00318186j -0.00171137+0.013757j -0.00342007+0.00556332j -0.000877772+0.00417869j -0.00438256-0.00980793j -0.00515794-0.0134045j -0.00301354-0.00507902j -0.00271772-0.0115562j -0.0122276-0.00778753j 0.00287332+0.00315775j -0.00168812-0.0028409j -0.00121684-0.0041547j -0.000647257-0.000691866j -0.000671916-0.00205715j 0.00057052+2.24406e-05j -0.00193745-0.00226674j -0.00105898-0.00147543j 
0.00161806+0.000963834j -0.00277134-0.0024967j 0.00206541+0.000456191j 0.00473254-0.00328054j 0.00268051+0.0043686j 0.0049154-0.00566393j -0.00214169+0.00760303j 0.00218178-0.00781242j -0.00120564-0.0024319j -0.00164007-0.00221897j -0.00321758+0.00614866j 0.00996784-0.0141788j 0.00621789-0.0102093j -0.00606962+0.0139127j 0.00132668-0.00652595j -0.00531235-0.00245654j 0.0042261+0.0109175j 0.00578801-0.00422887j -0.0181704-0.00565224j -0.00424619+0.00747439j 0.0155581-0.00530324j -0.00314918+0.00949951j 0.00328679-0.0171144j -0.0072543+0.0208021j -0.0064967+0.000514107j -0.00332723+0.00391915j -0.000622232+0.00324665j 0.0029573-0.00519882j 0.00142092+0.0010753j 0.00354088+0.0032574j -8.13113e-05-0.000151857j -0.00348612+0.00261131j 0.00107238-0.0039353j -0.00121603+0.00743288j 0.00204546+0.00826172j -0.00290521+0.0103275j -2.37707e-05-0.00156683j -0.00210542-0.00671849j 0.00288007-0.00441491j -0.00461438-0.00112622j 0.00104554+0.000454057j 0.0027376-0.00310954j -0.00346214+0.00891336j 0.00294205-0.00713312j -0.000157743+0.00613829j 0.00182896+0.000392376j -0.0082478-0.00203648j 0.000109316-0.000312622j 0.00596357+0.0138895j 0.000653401-0.000500102j 0.00162506-0.000553864j -0.00574514-0.0082539j -0.0035587-0.00855232j 0.0030847-0.000355488j -0.00599815-0.0049414j -0.00288415-0.00446858j 0.00279543-0.00740382j 0.00374294+0.00859263j -0.00455448+0.000211589j -0.00675241-0.0011652j -0.000538059+0.0027994j -0.00334986+0.00586843j -0.0136896-0.0059962j 9.14246e-05+0.00619854j 0.00108601-0.00388129j 0.00339318-0.00238121j -0.00081+0.000697584j -0.0052081-0.00279272j -0.001222+0.000800429j -0.00150251+0.000749123j -0.00185377-0.00146193j -0.00308512+0.00294314j 
