-0.0282646-0j -0.00456118-0j -0.00372419-0j -0.00053754-0j -0.000465524-0j -5.48625e-05-0j -2.50412e-06-0j -0.025906-0j -0.00409611-0j -0.00323826-0j -0.00215884-0j -0.000467402-0j -0.000539709-0j -0.000190816-0j -4.49758e-05-0j -4.7704e-05-0j -3.97533e-06-0j -1.48152e-07-0j -0.0168533-0j -0.0170279-0j -0.00262746-0j -0.00265469-0j -0.00203522-0j -0.00205632-0j -0.000293759-0j -0.0018579-0j -0.000296804-0j -0.00187715-0j -0.000328433-0j -0.000218955-0j -0.000331836-0j -2.73694e-05-0j -0.000189621-0j -0.000221224-0j -2.7653e-05-0j -0.000191586-0j -3.87062e-05-0j -1.93531e-05-0j -3.91073e-05-0j -2.28078e-06-0j -2.79338e-06-0j -1.95537e-05-0j -2.30442e-06-0j -2.82233e-06-0j -1.80312e-07-0j -1.8218e-07-0j -5.67929e-09-0j -5.73814e-09-0j 
0.00229903-0j 0.000371004-0j -0.0291455-0j 4.37233e-05-0j -0.00732424-0j -0.000429354-0j 2.03684e-07-0j 2.99933e-05-0j 4.74236e-06-0j -0.000360722-0j 2.49944e-06-0j 5.41145e-07-0j -6.01204e-05-0j -6.42091e-05-0j 5.20717e-08-0j -1.06831e-05-0j -4.42828e-07-0j 1.71526e-10-0j -0.00134885-0j -0.00134561-0j -0.000210288-0j -0.000209784-0j 0.0156722-0j 0.0156346-0j -2.3511e-05-0j -0.000148696-0j -2.34546e-05-0j -0.00014834-0j 0.00252909-0j -1.7524e-05-0j 0.00252302-0j -2.1905e-06-0j 0.00293551-0j -1.7482e-05-0j -2.18525e-06-0j 0.00292848-0j 0.000298056-0j 0.000450181-0j 0.000297341-0j -1.82542e-07-0j 4.32442e-05-0j 0.000449102-0j -1.82104e-07-0j 4.31405e-05-0j 1.38848e-06-0j 1.38516e-06-0j -4.54541e-10-0j -4.53451e-10-0j 
0.00153269-0j 0.000247336-0j -0.0194303-0j 2.91489e-05-0j -0.00488283-0j -0.000286236-0j 1.35789e-07-0j 1.99955e-05-0j 3.16157e-06-0j -0.000240481-0j 1.6663e-06-0j 3.60764e-07-0j -4.00802e-05-0j -4.28061e-05-0j 3.47145e-08-0j -7.12207e-06-0j -2.95219e-07-0j 1.14351e-10-0j 0.000913891-0j -0.000897076-0j 0.000142478-0j -0.000139856-0j -0.0106184-0j 0.0104231-0j 1.59295e-05-0j 0.000100747-0j -1.56364e-05-0j -9.88933e-05-0j -0.00171354-0j 1.18731e-05-0j 0.00168202-0j 1.48414e-06-0j -0.00198891-0j -1.16547e-05-0j -1.45684e-06-0j 0.00195232-0j -0.000201943-0j -0.000305014-0j 0.000198227-0j 1.23679e-07-0j -2.92995e-05-0j 0.000299401-0j -1.21403e-07-0j 2.87604e-05-0j -9.40747e-07-0j 9.23438e-07-0j 3.07967e-10-0j -3.02301e-10-0j 
-0.0013411-0j -0.000216419-0j 0.0170015-0j -2.55053e-05-0j 0.00427248-0j 0.000250456-0j -1.18816e-07-0j 0.0024059-0j 0.000380405-0j -0.0289351-0j 0.000200491-0j 4.34076e-05-0j -0.00482252-0j -0.00515049-0j 4.1769e-06-0j -0.000856939-0j -3.55212e-05-0j 1.37589e-08-0j -0.000799655-0j -0.000739923-0j -0.000124668-0j -0.000115356-0j 0.00929114-0j 0.00859712-0j -1.39383e-05-0j -8.81536e-05-0j -1.28972e-05-0j -8.15688e-05-0j 0.00149935-0j -1.0389e-05-0j 0.00138735-0j -1.29863e-06-0j 0.0017403-0j -9.61298e-06-0j -1.20162e-06-0j 0.0016103-0j 0.0001767-0j 0.000266887-0j 0.000163501-0j -1.08219e-07-0j 2.5637e-05-0j 0.000246951-0j -1.00135e-07-0j 2.3722e-05-0j 8.23154e-07-0j 7.61667e-07-0j -2.69471e-10-0j -2.49343e-10-0j 
-0.000331836-0j 0.00511964-0j -4.37233e-05-0j -0.0282354-0j 0.000522521-0j -0.00883068-0j -0.00135768-0j -4.32916e-06-0j 6.54418e-05-0j -5.41145e-07-0j -3.60764e-07-0j -0.000349458-0j 8.62271e-06-0j -3.18873e-08-0j -0.000103043-0j -3.56664e-05-0j -1.83433e-05-0j -1.71857e-06-0j 0.000194689-0j 0.000194223-0j -0.00290186-0j -0.0028949-0j 2.3511e-05-0j 2.34546e-05-0j 0.0151828-0j 2.14625e-05-0j 0.0151464-0j 2.1411e-05-0j -0.000362732-0j -0.000241821-0j -0.000361862-0j 0.00433472-0j 2.1905e-06-0j -0.000241242-0j 0.00432433-0j 2.18525e-06-0j 0.00200051-0j -2.13742e-05-0j 0.00199571-0j 0.000727517-0j 0.00044241-0j -2.13229e-05-0j 0.000725774-0j 0.00044135-0j 9.61928e-05-0j 9.59622e-05-0j 6.38467e-06-0j 6.36936e-06-0j 
0.00132735-0j 0.0002142-0j -0.0168272-0j 2.52437e-05-0j -0.00422865-0j -0.000247888-0j 1.17597e-07-0j 0.00121658-0j 0.000192359-0j -0.0146316-0j 0.000101382-0j 2.19499e-05-0j -0.00243859-0j -0.00260444-0j 2.11213e-06-0j -0.000433326-0j -1.79619e-05-0j 6.95742e-09-0j -0.00234897-0j 0.000799655-0j -0.00036621-0j 0.000124668-0j 0.0272925-0j -0.00929114-0j -4.09435e-05-0j -0.000258949-0j 1.39383e-05-0j 8.81536e-05-0j 0.00440431-0j -3.05175e-05-0j -0.00149935-0j -3.81468e-06-0j 0.00511209-0j 1.0389e-05-0j 1.29863e-06-0j -0.0017403-0j 0.000519053-0j 0.000783974-0j -0.0001767-0j -3.1789e-07-0j 7.53082e-05-0j -0.000266887-0j 1.08219e-07-0j -2.5637e-05-0j 2.41799e-06-0j -8.23154e-07-0j -7.91566e-10-0j 2.69471e-10-0j 
-0.000221224-0j 0.00341309-0j -2.91489e-05-0j -0.0188236-0j 0.000348347-0j -0.00588712-0j -0.000905118-0j -2.88611e-06-0j 4.36278e-05-0j -3.60764e-07-0j -2.40509e-07-0j -0.000232972-0j 5.74847e-06-0j -2.12582e-08-0j -6.86954e-05-0j -2.37776e-05-0j -1.22289e-05-0j -1.14571e-06-0j -0.000131909-0j 0.000129482-0j 0.00196611-0j -0.00192993-0j -1.59295e-05-0j 1.56364e-05-0j -0.0102869-0j -1.45416e-05-0j 0.0100976-0j 1.4274e-05-0j 0.000245764-0j 0.000163842-0j -0.000241242-0j -0.00293692-0j -1.48414e-06-0j -0.000160828-0j 0.00288289-0j 1.45684e-06-0j -0.00135541-0j 1.44818e-05-0j 0.00133048-0j -0.000492919-0j -0.000299749-0j -1.42153e-05-0j 0.000483849-0j 0.000294233-0j -6.5174e-05-0j 6.39748e-05-0j -4.32584e-06-0j 4.24624e-06-0j 
0.000193571-0j -0.00298646-0j 2.55053e-05-0j 0.0164707-0j -0.000304804-0j 0.00515123-0j 0.000791978-0j -0.000347261-0j 0.00524937-0j -4.34076e-05-0j -2.89384e-05-0j -0.0280316-0j 0.000691665-0j -2.55782e-06-0j -0.00826554-0j -0.00286096-0j -0.0014714-0j -0.000137854-0j 0.00011542-0j 0.000106799-0j -0.00172035-0j -0.00159184-0j 1.39383e-05-0j 1.28972e-05-0j 0.00900102-0j 1.27239e-05-0j 0.00832867-0j 1.17734e-05-0j -0.000215043-0j -0.000143362-0j -0.00019898-0j 0.00256981-0j 1.29863e-06-0j -0.000132653-0j 0.00237785-0j 1.20162e-06-0j 0.00118599-0j -1.26715e-05-0j 0.0010974-0j 0.000431304-0j 0.00026228-0j -1.1725e-05-0j 0.000399087-0j 0.000242689-0j 5.70273e-05-0j 5.27675e-05-0j 3.78511e-06-0j 3.50237e-06-0j 
-0.000191586-0j 0.00295583-0j -2.52437e-05-0j -0.0163017-0j 0.000301678-0j -0.00509839-0j -0.000783855-0j -0.000175599-0j 0.00265444-0j -2.19499e-05-0j -1.46332e-05-0j -0.0141747-0j 0.000349753-0j -1.29341e-06-0j -0.00417962-0j -0.0014467-0j -0.000744038-0j -6.97082e-05-0j 0.000339044-0j -0.00011542-0j -0.00505347-0j 0.00172035-0j 4.09435e-05-0j -1.39383e-05-0j 0.0264403-0j 3.73761e-05-0j -0.00900102-0j -1.27239e-05-0j -0.000631684-0j -0.000421123-0j 0.000215043-0j 0.00754875-0j 3.81468e-06-0j 0.000143362-0j -0.00256981-0j -1.29863e-06-0j 0.00348381-0j -3.72224e-05-0j -0.00118599-0j 0.00126694-0j 0.000770441-0j 1.26715e-05-0j -0.000431304-0j -0.00026228-0j 0.000167516-0j -5.70273e-05-0j 1.11187e-05-0j -3.78511e-06-0j 
-0.0018966-0j -0.000306063-0j 0.0240438-0j -3.60699e-05-0j 0.00604219-0j 0.000354199-0j -1.68031e-07-0j 0.00168885-0j 0.000267031-0j -0.0203114-0j 0.000140738-0j 3.04706e-05-0j -0.00338523-0j -0.00361546-0j 2.93204e-06-0j -0.000601541-0j -2.49346e-05-0j 9.65824e-09-0j 0.00111274-0j 0.00114214-0j 0.000173479-0j 0.000178062-0j -0.0129289-0j -0.0132704-0j 1.93956e-05-0j 0.000122668-0j 1.9908e-05-0j 0.000125909-0j -0.00208639-0j 1.44566e-05-0j -0.00214151-0j 1.80707e-06-0j -0.00242167-0j 1.48385e-05-0j 1.85481e-06-0j -0.00248565-0j -0.000245883-0j -0.000371381-0j -0.000252379-0j 1.50589e-07-0j -3.56746e-05-0j -0.000381192-0j 1.54568e-07-0j -3.66171e-05-0j -1.14544e-06-0j -1.1757e-06-0j 3.74977e-10-0j 3.84883e-10-0j 
-0.000948302-0j -0.000153032-0j 0.0120219-0j -1.80349e-05-0j 0.0030211-0j 0.000177099-0j -8.40153e-08-0j -1.23716e-05-0j -1.95612e-06-0j 0.00014879-0j -1.03097e-06-0j -2.23211e-07-0j 2.47984e-05-0j 2.64849e-05-0j -2.14785e-08-0j 4.40656e-06-0j 1.82657e-07-0j -7.0751e-11-0j 0.0028-0j 0.000555037-0j 0.000436526-0j 8.65316e-05-0j -0.032533-0j -0.00644895-0j 4.88051e-05-0j 0.00030867-0j 9.67453e-06-0j 6.11871e-05-0j -0.00524999-0j 3.63772e-05-0j -0.00104069-0j 4.54715e-06-0j -0.00609367-0j 7.21097e-06-0j 9.01371e-07-0j -0.00120794-0j -0.000618717-0j -0.000934506-0j -0.000122647-0j 3.78929e-07-0j -8.97682e-05-0j -0.000185245-0j 7.51143e-08-0j -1.77946e-05-0j -2.88228e-06-0j -5.71348e-07-0j 9.43555e-10-0j 1.87039e-10-0j 
0.000273751-0j -0.00422349-0j 3.60699e-05-0j 0.023293-0j -0.000431058-0j 0.00728494-0j 0.00112003-0j -0.000243765-0j 0.00368487-0j -3.04706e-05-0j -2.03137e-05-0j -0.0196772-0j 0.000485524-0j -1.7955e-06-0j -0.00580211-0j -0.00200829-0j -0.00103287-0j -9.67684e-05-0j -0.00016061-0j -0.000164854-0j 0.00239391-0j 0.00245715-0j -1.93956e-05-0j -1.9908e-05-0j -0.0125252-0j -1.77056e-05-0j -0.0128561-0j -1.81734e-05-0j 0.000299239-0j 0.000199492-0j 0.000307144-0j -0.00357596-0j -1.80707e-06-0j 0.000204763-0j -0.00367043-0j -1.85481e-06-0j -0.00165034-0j 1.76328e-05-0j -0.00169393-0j -0.000600171-0j -0.00036497-0j 1.80986e-05-0j -0.000616027-0j -0.000374612-0j -7.9355e-05-0j -8.14515e-05-0j -5.26708e-06-0j -5.40623e-06-0j 
0.000782309-0j 0.000126245-0j -0.00991757-0j 1.48781e-05-0j -0.00249228-0j -0.0001461-0j 6.93091e-08-0j -0.00211026-0j -0.000333662-0j 0.0253796-0j -0.000175855-0j -3.80737e-05-0j 0.00422993-0j 0.00451761-0j -3.66365e-06-0j 0.000751639-0j 3.11564e-05-0j -1.20682e-08-0j 0.000466465-0j 0.00225031-0j 7.2723e-05-0j 0.000350828-0j -0.00541983-0j -0.0261462-0j 8.13068e-06-0j 5.1423e-05-0j 3.92238e-05-0j 0.000248073-0j -0.000874622-0j 6.06025e-06-0j -0.00421932-0j 7.57532e-07-0j -0.00101517-0j 2.92357e-05-0j 3.65446e-06-0j -0.00489737-0j -0.000103075-0j -0.000155684-0j -0.000497252-0j 6.31276e-08-0j -1.49549e-05-0j -0.000751046-0j 3.04538e-07-0j -7.21451e-05-0j -4.80173e-07-0j -2.31644e-06-0j 1.57192e-10-0j 7.58319e-10-0j 
0.000136876-0j -0.00211174-0j 1.80349e-05-0j 0.0116465-0j -0.000215529-0j 0.00364247-0j 0.000560013-0j 1.78569e-06-0j -2.69933e-05-0j 2.23211e-07-0j 1.48807e-07-0j 0.000144144-0j -3.55669e-06-0j 1.31528e-08-0j 4.25031e-05-0j 1.47117e-05-0j 7.56623e-06-0j 7.08872e-07-0j -0.000404144-0j -8.01127e-05-0j 0.0060238-0j 0.00119409-0j -4.88051e-05-0j -9.67453e-06-0j -0.0315171-0j -4.45527e-05-0j -0.00624757-0j -8.8316e-06-0j 0.000752975-0j 0.000501983-0j 0.000149261-0j -0.0089982-0j -4.54715e-06-0j 9.95071e-05-0j -0.00178369-0j -9.01371e-07-0j -0.00415274-0j 4.43695e-05-0j -0.00082319-0j -0.00151021-0j -0.000918375-0j 8.79527e-06-0j -0.000299366-0j -0.000182048-0j -0.000199681-0j -3.95824e-05-0j -1.32536e-05-0j -2.62723e-06-0j 
0.000958129-0j 0.000154617-0j -0.0121465-0j 1.82218e-05-0j -0.0030524-0j -0.000178935-0j 8.4886e-08-0j -0.00171885-0j -0.000271775-0j 0.0206722-0j -0.000143238-0j -3.10119e-05-0j 0.00344537-0j 0.00367969-0j -2.98412e-06-0j 0.000612227-0j 2.53776e-05-0j -9.82982e-09-0j -0.00169557-0j 0.000528627-0j -0.000264344-0j 8.24141e-05-0j 0.0197008-0j -0.00614208-0j -2.95546e-05-0j -0.000186919-0j 9.21418e-06-0j 5.82756e-05-0j 0.0031792-0j -2.20287e-05-0j -0.000991174-0j -2.75358e-06-0j 0.0036901-0j 6.86784e-06-0j 8.58481e-07-0j -0.00115046-0j 0.000374672-0j 0.000565902-0j -0.000116811-0j -2.29465e-07-0j 5.43603e-05-0j -0.000176431-0j 7.154e-08-0j -1.69478e-05-0j 1.7454e-06-0j -5.44161e-07-0j -5.71382e-10-0j 1.78139e-10-0j 
-0.000112917-0j 0.0017421-0j -1.48781e-05-0j -0.00960788-0j 0.000177802-0j -0.00300488-0j -0.000461987-0j 0.00030459-0j -0.00460433-0j 3.80737e-05-0j 2.53825e-05-0j 0.0245871-0j -0.000606674-0j 2.24352e-06-0j 0.00724987-0j 0.00250941-0j 0.00129059-0j 0.000120914-0j -6.73285e-05-0j -0.000324804-0j 0.00100353-0j 0.00484122-0j -8.13068e-06-0j -3.92238e-05-0j -0.00525059-0j -7.42226e-06-0j -0.0253298-0j -3.58063e-05-0j 0.000125442-0j 8.36279e-05-0j 0.000605153-0j -0.00149906-0j -7.57532e-07-0j 0.000403435-0j -0.0072317-0j -3.65446e-06-0j -0.000691826-0j 7.39173e-06-0j -0.00333749-0j -0.000251594-0j -0.000152997-0j 3.5659e-05-0j -0.00121373-0j -0.000738082-0j -3.32659e-05-0j -0.00016048-0j -2.20798e-06-0j -1.06517e-05-0j 
-0.000432929-0j -6.98636e-05-0j 0.00548837-0j -8.2335e-06-0j 0.00137922-0j 8.08513e-05-0j -3.83556e-08-0j 0.00155897-0j 0.000246495-0j -0.0187493-0j 0.000129914-0j 2.81272e-05-0j -0.00312489-0j -0.00333741-0j 2.70655e-06-0j -0.000555278-0j -2.3017e-05-0j 8.91547e-09-0j 0.000254-0j -0.00275866-0j 3.95993e-05-0j -0.000430082-0j -0.00295121-0j 0.0320528-0j 4.42733e-06-0j 2.80009e-05-0j -4.80847e-05-0j -0.000304114-0j -0.00047625-0j 3.29994e-06-0j 0.00517249-0j 4.12492e-07-0j -0.000552784-0j -3.58402e-05-0j -4.48002e-06-0j 0.00600372-0j -5.61266e-05-0j -8.47733e-05-0j 0.000609584-0j 3.43744e-08-0j -8.14328e-06-0j 0.000920712-0j -3.73335e-07-0j 8.84431e-05-0j -2.61465e-07-0j 2.83973e-06-0j 8.55942e-11-0j -9.29627e-10-0j 
-0.000138294-0j 0.00213363-0j -1.82218e-05-0j -0.0117672-0j 0.000217763-0j -0.00368022-0j -0.000565817-0j 0.000248095-0j -0.00375033-0j 3.10119e-05-0j 2.06746e-05-0j 0.0200267-0j -0.000494149-0j 1.82739e-06-0j 0.00590518-0j 0.00204397-0j 0.00105122-0j 9.84874e-05-0j 0.000244735-0j -7.63007e-05-0j -0.00364779-0j 0.00113727-0j 2.95546e-05-0j -9.21418e-06-0j 0.0190856-0j 2.69795e-05-0j -0.00595029-0j -8.41136e-06-0j -0.000455974-0j -0.000303983-0j 0.000142158-0j 0.00544898-0j 2.75358e-06-0j 9.47722e-05-0j -0.00169882-0j -8.58481e-07-0j 0.00251475-0j -2.68685e-05-0j -0.000784019-0j 0.000914529-0j 0.000556134-0j 8.37676e-06-0j -0.000285121-0j -0.000173385-0j 0.00012092-0j -3.76989e-05-0j 8.02588e-06-0j -2.50222e-06-0j 
6.24879e-05-0j -0.000964076-0j 8.2335e-06-0j 0.00531699-0j -9.83956e-05-0j 0.0016629-0j 0.000255663-0j -0.000225018-0j 0.00340148-0j -2.81272e-05-0j -1.87515e-05-0j -0.0181639-0j 0.000448185-0j -1.65741e-06-0j -0.0053559-0j -0.00185384-0j -0.000953434-0j -8.93263e-05-0j -3.66618e-05-0j 0.000398179-0j 0.000546446-0j -0.00593488-0j -4.42733e-06-0j 4.80847e-05-0j -0.00285906-0j -4.04158e-06-0j 0.0310519-0j 4.38951e-05-0j 6.83058e-05-0j 4.55372e-05-0j -0.00074186-0j -0.000816268-0j -4.12492e-07-0j -0.000494573-0j 0.00886537-0j 4.48002e-06-0j -0.000376714-0j 4.02496e-06-0j 0.00409144-0j -0.000136998-0j -8.331e-05-0j -4.37145e-05-0j 0.00148792-0j 0.000904818-0j -1.8114e-05-0j 0.000196734-0j -1.20229e-06-0j 1.30579e-05-0j 
9.54518e-05-0j 1.54035e-05-0j -0.00121007-0j 1.81532e-06-0j -0.00030409-0j -1.7826e-05-0j 8.45661e-09-0j -0.000516204-0j -8.16189e-05-0j 0.00620825-0j -4.3017e-05-0j -9.31345e-06-0j 0.00103471-0j 0.00110508-0j -8.96187e-07-0j 0.000183863-0j 7.62135e-06-0j -2.95207e-09-0j 5.69148e-05-0j 0.00161083-0j 8.87315e-06-0j 0.000251132-0j -0.00066129-0j -0.0187161-0j 9.92048e-07-0j 6.27426e-06-0j 2.80774e-05-0j 0.000177577-0j -0.000106715-0j 7.39429e-07-0j -0.0030203-0j 9.24287e-08-0j -0.000123864-0j 2.09276e-05-0j 2.61596e-06-0j -0.00350566-0j -1.25765e-05-0j -1.89955e-05-0j -0.000355946-0j 7.70239e-09-0j -1.82469e-06-0j -0.000537618-0j 2.17996e-07-0j -5.16433e-05-0j -5.85873e-08-0j -1.65816e-06-0j 1.91794e-11-0j 5.42824e-10-0j 
-1.37773e-05-0j 0.000212559-0j -1.81532e-06-0j -0.00117229-0j 2.16942e-05-0j -0.000366635-0j -5.63684e-05-0j 7.45076e-05-0j -0.00112629-0j 9.31345e-06-0j 6.20896e-06-0j 0.00601439-0j -0.000148402-0j 5.488e-07-0j 0.00177343-0j 0.000613841-0j 0.0003157-0j 2.95776e-05-0j -8.21494e-06-0j -0.000232503-0j 0.000122444-0j 0.00346547-0j -9.92048e-07-0j -2.80774e-05-0j -0.00064064-0j -9.05612e-07-0j -0.0181317-0j -2.5631e-05-0j 1.53055e-05-0j 1.02037e-05-0j 0.000433184-0j -0.000182904-0j -9.24287e-08-0j 0.000288789-0j -0.00517663-0j -2.61596e-06-0j -8.44117e-05-0j 9.01887e-07-0j -0.00238906-0j -3.06977e-05-0j -1.86676e-05-0j 2.55256e-05-0j -0.00086882-0j -0.000528338-0j -4.05887e-06-0j -0.000114876-0j -2.69402e-07-0j -7.62473e-06-0j 
