-0.0313275-0j -0.0387658-0j -0.0226134-0j -0.00390365-0j -0.00455426-0j -0.0027889-0j -0.00398498-0j -0.00164372-0j -0.00246114-0j -0.000355235-0j -0.00278015-0j -0.000401281-0j -0.00226999-0j -0.000327644-0j -0.00229351-0j -0.00198624-0j -0.00033104-0j -0.000286689-0j -0.00163856-0j -0.000236506-0j -0.000523529-0j -7.55649e-05-0j -0.00182867-0j -0.000323267-0j -2.69389e-05-0j -0.00202397-0j -0.000357791-0j -0.00160009-0j -2.98159e-05-0j -0.00106673-0j -0.00161667-0j -0.000282858-0j -0.000188572-0j -0.00186677-0j -2.35715e-05-0j -0.00028579-0j -0.000660003-0j -1.57144e-05-0j -0.00108895-0j -2.38158e-05-0j -0.001155-0j -0.000330001-0j -0.000116673-0j -2.75001e-05-0j -0.000192501-0j -0.000673753-0j -9.72276e-06-0j -0.000204178-0j -1.60417e-05-0j -0.000175765-0j -0.000119104-0j -1.70148e-05-0j -3.10712e-05-0j -9.92532e-06-0j -2.58926e-06-0j 
0.000307448-0j 6.59157e-06-0j -0.00043232-0j 3.83104e-05-0j 7.74387e-07-0j 2.73703e-05-0j -3.77534e-05-0j -4.72764e-05-0j -0.00464257-0j 3.48628e-06-0j -9.08627e-05-0j 6.82321e-08-0j -0.00428199-0j 3.2155e-06-0j 0.00417645-0j -6.49154e-05-0j -3.13625e-06-0j 4.87474e-08-0j 0.00602115-0j -4.5215e-06-0j 0.00386468-0j -2.90213e-06-0j 1.79466e-05-0j -0.000609794-0j 2.64378e-07-0j 3.44147e-07-0j -1.16935e-05-0j 1.57033e-05-0j 5.06977e-09-0j 1.04688e-05-0j -1.53162e-05-0j -0.00053357-0j -0.000355713-0j 3.17418e-07-0j 2.31331e-07-0j 0.000520418-0j 6.47726e-06-0j 1.54221e-07-0j -2.08184e-05-0j -2.25629e-07-0j -1.09424e-05-0j -1.07853e-05-0j -0.000220086-0j 4.676e-09-0j 0.000707373-0j -1.93784e-05-0j 9.54191e-08-0j 0.000371805-0j -3.06684e-07-0j -8.44547e-06-0j 0.000658444-0j -1.61197e-07-0j 0.000286962-0j -2.8547e-07-0j -1.24413e-07-0j 
0.000289864-0j 6.21459e-06-0j -0.000407595-0j 3.61194e-05-0j 7.30099e-07-0j 2.58049e-05-0j -3.55942e-05-0j -4.45726e-05-0j -0.00217714-0j 3.28689e-06-0j -4.26102e-05-0j 6.43298e-08-0j -0.00200805-0j 3.0316e-06-0j 0.00195855-0j -3.04422e-05-0j -2.95688e-06-0j 4.59594e-08-0j 0.00282363-0j -4.26291e-06-0j 0.00181235-0j -2.73615e-06-0j -0.00490224-0j -0.000285964-0j 2.49258e-07-0j -9.40063e-05-0j -5.4837e-06-0j -0.00428946-0j 4.77982e-09-0j -0.00285964-0j 0.00418374-0j -0.000250219-0j -0.000166812-0j -8.6705e-05-0j 2.18101e-07-0j 0.000244051-0j -0.00176931-0j 1.45401e-07-0j 0.0056867-0j -2.12725e-07-0j 0.002989-0j -5.05779e-06-0j -0.00010321-0j 4.40858e-09-0j 0.000331724-0j 0.00529335-0j 8.9962e-08-0j 0.000174359-0j -2.89144e-07-0j 0.00230694-0j 0.000308778-0j -1.51978e-07-0j 0.000134572-0j -2.69144e-07-0j -1.17298e-07-0j 
-6.27575e-05-0j -1.3455e-06-0j 8.82469e-05-0j 0.00074527-0j 1.50645e-05-0j 0.000532446-0j -0.000734433-0j -0.000919689-0j 0.000471365-0j -0.00316352-0j 9.22539e-06-0j -6.19153e-05-0j 0.000434755-0j -0.00291781-0j -0.000424039-0j 6.59094e-06-0j 0.0028459-0j -4.42344e-05-0j -0.000611334-0j 0.00410291-0j -0.000392385-0j 0.00263346-0j -3.66333e-06-0j -0.00590044-0j -0.00073519-0j -7.02488e-08-0j -0.000113148-0j -3.20541e-06-0j -1.40982e-05-0j -2.13694e-06-0j 3.12641e-06-0j -0.00516289-0j -0.00344192-0j -6.47926e-08-0j -0.000643292-0j 0.00503563-0j -1.32217e-06-0j -0.000428861-0j 4.24954e-06-0j 0.000627436-0j 2.23361e-06-0j -0.00010436-0j -0.00212958-0j -1.30032e-05-0j 0.00684463-0j 3.95559e-06-0j -0.000265344-0j 0.00359763-0j 0.000852836-0j 1.72392e-06-0j 0.00637118-0j 0.000448262-0j 0.00277668-0j 0.000793844-0j 0.000345973-0j 
-4.18383e-05-0j -8.96999e-07-0j 5.88312e-05-0j 0.000496846-0j 1.0043e-05-0j 0.000354964-0j -0.000489622-0j -0.000613126-0j -3.28689e-06-0j -0.00210901-0j -6.43298e-08-0j -4.12768e-05-0j -3.0316e-06-0j -0.00194521-0j 2.95688e-06-0j -4.59594e-08-0j 0.00189726-0j -2.94896e-05-0j 4.26291e-06-0j 0.00273527-0j 2.73615e-06-0j 0.00175564-0j 0.000707578-0j 4.11445e-05-0j -0.000490127-0j 1.35686e-05-0j 7.88996e-07-0j 0.00061913-0j -9.39877e-06-0j 0.000412754-0j -0.00060387-0j 3.60015e-05-0j 2.4001e-05-0j 1.25148e-05-0j -0.000428861-0j -3.51141e-05-0j 0.000255378-0j -0.000285907-0j -0.000820804-0j 0.000418291-0j -0.000431426-0j 7.27715e-07-0j 1.48498e-05-0j -8.66878e-06-0j -4.77285e-05-0j -0.000764029-0j -0.000176896-0j -2.50867e-05-0j 0.000568557-0j -0.000332978-0j -4.44271e-05-0j 0.000298841-0j -1.93622e-05-0j 0.00052923-0j 0.000230648-0j 
3.69802e-06-0j 7.92842e-08-0j -5.2e-06-0j -8.82917e-05-0j -1.78468e-06-0j -6.30786e-05-0j 8.70079e-05-0j 0.000108955-0j 2.90523e-07-0j 0.00115057-0j 5.68601e-09-0j 2.25185e-05-0j 2.67958e-07-0j 0.00106121-0j -2.61354e-07-0j 4.06228e-09-0j -0.00103505-0j 1.6088e-05-0j -3.76792e-07-0j -0.00149222-0j -2.41844e-07-0j -0.000957786-0j 2.15864e-07-0j -7.31156e-06-0j -0.00825665-0j 4.13945e-09-0j -1.40208e-07-0j 1.88881e-07-0j -0.000158331-0j 1.25921e-07-0j -1.84225e-07-0j -6.39761e-06-0j -4.26507e-06-0j 3.81794e-09-0j -0.00722457-0j 6.23992e-06-0j 7.79094e-08-0j -0.00481638-0j -2.50406e-07-0j 0.0070465-0j -1.31617e-07-0j -1.29318e-07-0j -2.63888e-06-0j -0.000146034-0j 8.48155e-06-0j -2.33086e-07-0j -0.00297998-0j 4.45802e-06-0j 0.00957788-0j -1.01583e-07-0j 7.89488e-06-0j 0.00503426-0j 3.44074e-06-0j 0.00891537-0j 0.00388549-0j 
-5.12413e-05-0j -1.09859e-06-0j 7.20533e-05-0j 0.000301063-0j 6.08552e-06-0j 0.000215089-0j -0.000296685-0j -0.000371522-0j 0.000773762-0j 5.53749e-05-0j 1.51438e-05-0j 1.08378e-06-0j 0.000713665-0j 5.1074e-05-0j -0.000696075-0j 1.08192e-05-0j -4.98151e-05-0j 7.74287e-07-0j -0.00100352-0j -7.1818e-05-0j -0.000644114-0j -4.60965e-05-0j 0.000431805-0j -0.00479207-0j 6.32098e-06-0j 8.28039e-06-0j -9.18937e-05-0j 0.00037783-0j 1.21212e-07-0j 0.000251887-0j -0.000368517-0j -0.00419306-0j -0.00279537-0j 7.63726e-06-0j 5.53085e-06-0j 0.00408971-0j 0.000155847-0j 3.68724e-06-0j -0.000500903-0j -5.39453e-06-0j -0.000263281-0j -8.47564e-05-0j -0.00172955-0j 1.11798e-07-0j 0.0055589-0j -0.000466255-0j 2.28136e-06-0j 0.00292183-0j -7.33246e-06-0j -0.000203203-0j 0.00517438-0j -3.85404e-06-0j 0.0022551-0j -6.82527e-06-0j -2.97458e-06-0j 
-1.28103e-05-0j -2.74649e-07-0j 1.80133e-05-0j -1.59627e-06-0j -3.22661e-08-0j -1.14043e-06-0j 1.57306e-06-0j 1.96985e-06-0j 0.000387887-0j -1.45261e-07-0j 7.59159e-06-0j -2.843e-09-0j 0.000357761-0j -1.33979e-07-0j -0.000348943-0j 5.42369e-06-0j 1.30677e-07-0j -2.03114e-09-0j -0.000503068-0j 1.88396e-07-0j -0.000322895-0j 1.20922e-07-0j -7.47774e-07-0j 5.09484e-05-0j -1.10158e-08-0j -1.43395e-08-0j 9.76996e-07-0j -6.54302e-07-0j -2.1124e-10-0j -4.36202e-07-0j 6.38175e-07-0j 4.45798e-05-0j 2.97199e-05-0j -1.32257e-08-0j -9.63879e-09-0j -4.3481e-05-0j -2.69886e-07-0j -6.42586e-09-0j 8.67433e-07-0j 9.40121e-09-0j 4.55934e-07-0j 9.01113e-07-0j 1.83882e-05-0j -1.94833e-10-0j -5.91011e-05-0j 8.07432e-07-0j -3.9758e-09-0j -3.10643e-05-0j 1.27785e-08-0j 3.51894e-07-0j -5.5013e-05-0j 6.71655e-09-0j -2.39757e-05-0j 1.18946e-08-0j 5.18389e-09-0j 
6.03884e-06-0j 1.29471e-07-0j -8.49156e-06-0j -0.000107947-0j -2.18198e-06-0j -7.71208e-05-0j 0.000106377-0j 0.00013321-0j -4.53572e-05-0j 0.000932877-0j -8.87713e-07-0j 1.82579e-05-0j -4.18343e-05-0j 0.000860421-0j 4.08032e-05-0j -6.34213e-07-0j -0.000839214-0j 1.30441e-05-0j 5.88256e-05-0j -0.00120989-0j 3.77573e-05-0j -0.000776568-0j -5.08888e-05-0j 0.000854634-0j -0.0032639-0j -9.75853e-07-0j 1.63886e-05-0j -4.45277e-05-0j -6.25892e-05-0j -2.96851e-05-0j 4.34302e-05-0j 0.000747805-0j 0.000498537-0j -9.00059e-07-0j -0.00285591-0j -0.000729373-0j -1.83667e-05-0j -0.00190394-0j 5.9032e-05-0j 0.00278552-0j 3.1028e-05-0j 1.51157e-05-0j 0.000308454-0j -5.7728e-05-0j -0.000991393-0j 5.49487e-05-0j -0.001178-0j -0.000521089-0j 0.00378619-0j 2.39477e-05-0j -0.000922817-0j 0.00199007-0j -0.000402181-0j 0.0035243-0j 0.00153596-0j 
3.69802e-06-0j 7.92842e-08-0j -5.2e-06-0j -4.39154e-05-0j -8.87684e-07-0j -3.13747e-05-0j 4.32769e-05-0j 5.41932e-05-0j -8.39075e-05-0j 0.000186412-0j -1.64221e-06-0j 3.64839e-06-0j -7.73905e-05-0j 0.000171934-0j 7.5483e-05-0j -1.17325e-06-0j -0.000167696-0j 2.60654e-06-0j 0.000108823-0j -0.000241766-0j 6.98483e-05-0j -0.000155178-0j 2.15864e-07-0j 0.00105033-0j 4.33215e-05-0j 4.13945e-09-0j 2.01414e-05-0j 1.88881e-07-0j 8.30742e-07-0j 1.25921e-07-0j -1.84225e-07-0j 0.000919042-0j 0.000612695-0j 3.81794e-09-0j 3.79063e-05-0j -0.00089639-0j 7.79094e-08-0j 2.52709e-05-0j -2.50406e-07-0j -3.6972e-05-0j -1.31617e-07-0j 1.8577e-05-0j 0.000379086-0j 7.66219e-07-0j -0.00121841-0j -2.33086e-07-0j 1.56356e-05-0j -0.000640412-0j -5.02538e-05-0j -1.01583e-07-0j -0.00113413-0j -2.64141e-05-0j -0.000494276-0j -4.67777e-05-0j -2.03866e-05-0j 
-2.75634e-07-0j -5.9095e-09-0j 3.87585e-07-0j 8.23468e-06-0j 1.66452e-07-0j 5.88314e-06-0j -8.11494e-06-0j -1.01619e-05-0j -2.16543e-08-0j -0.00014343-0j -4.2381e-10-0j -2.80716e-06-0j -1.99724e-08-0j -0.00013229-0j 1.94802e-08-0j -3.02784e-10-0j 0.00012903-0j -2.00554e-06-0j 2.80844e-08-0j 0.000186021-0j 1.8026e-08-0j 0.000119398-0j 2.32274e-06-0j 6.81925e-07-0j 0.00155485-0j 4.45414e-08-0j 1.30767e-08-0j 2.0324e-06-0j 2.98161e-05-0j 1.35493e-06-0j -1.98231e-06-0j 5.96684e-07-0j 3.9779e-07-0j 4.10819e-08-0j 0.00136049-0j -5.81977e-07-0j 8.38323e-07-0j 0.000906997-0j -2.69443e-06-0j -0.00132696-0j -1.41623e-06-0j 1.20611e-08-0j 2.4612e-07-0j 2.75003e-05-0j -7.91047e-07-0j -2.50805e-06-0j 0.000561175-0j -4.15785e-07-0j -0.00180366-0j -1.09306e-06-0j -7.36329e-07-0j -0.000948027-0j -3.20906e-07-0j -0.0016789-0j -0.000731696-0j 
-3.77428e-07-0j -8.09191e-09-0j 5.30722e-07-0j 9.01123e-06-0j 1.82148e-07-0j 6.43793e-06-0j -8.88021e-06-0j -1.11202e-05-0j 5.6993e-06-0j -0.00011743-0j 1.11544e-07-0j -2.29829e-06-0j 5.25664e-06-0j -0.000108309-0j -5.12707e-06-0j 7.96912e-08-0j 0.000105639-0j -1.64198e-06-0j -7.39166e-06-0j 0.000152299-0j -4.74435e-06-0j 9.77536e-05-0j -2.20315e-08-0j -0.000143433-0j 0.000842691-0j -4.22481e-10-0j -2.75051e-06-0j -1.92776e-08-0j 1.61596e-05-0j -1.28517e-08-0j 1.88024e-08-0j -0.000125504-0j -8.36695e-05-0j -3.89667e-10-0j 0.000737354-0j 0.000122411-0j -7.95159e-09-0j 0.00049157-0j 2.5557e-08-0j -0.00071918-0j 1.34331e-08-0j -2.53688e-06-0j -5.17679e-05-0j 1.49045e-05-0j 0.000166386-0j 2.37892e-08-0j 0.000304143-0j 8.74546e-05-0j -0.000977538-0j 1.03678e-08-0j 0.000154877-0j -0.000513807-0j 6.74982e-05-0j -0.000909921-0j -0.000396561-0j 
1.98922e-08-0j 4.26481e-10-0j -2.79715e-08-0j -7.1364e-07-0j -1.44251e-08-0j -5.09849e-07-0j 7.03263e-07-0j 8.80656e-07-0j -1.49408e-07-0j 1.55593e-05-0j -2.92416e-09-0j 3.0452e-07-0j -1.37804e-07-0j 1.43508e-05-0j 1.34407e-07-0j -2.08912e-09-0j -1.39971e-05-0j 2.1756e-07-0j 1.93774e-07-0j -2.01795e-05-0j 1.24374e-07-0j -1.29522e-05-0j 1.16116e-09-0j 5.65002e-06-0j -0.000225603-0j 2.22667e-11-0j 1.08346e-07-0j 1.01602e-09-0j -4.32621e-06-0j 6.77345e-10-0j -9.90975e-10-0j 4.94377e-06-0j 3.29585e-06-0j 2.05372e-11-0j -0.000197403-0j -4.82191e-06-0j 4.19086e-10-0j -0.000131602-0j -1.34697e-09-0j 0.000192537-0j -7.07986e-10-0j 9.99308e-08-0j 2.0392e-06-0j -3.9902e-06-0j -6.55414e-06-0j -1.2538e-09-0j -8.14246e-05-0j -3.44494e-06-0j 0.000261704-0j -5.4643e-10-0j -6.10078e-06-0j 0.000137555-0j -2.65884e-06-0j 0.000243602-0j 0.000106166-0j 
-5.42604e-10-0j -1.16332e-11-0j 7.62986e-10-0j 2.59774e-08-0j 5.25093e-10-0j 1.85591e-08-0j -2.55996e-08-0j -3.2057e-08-0j -4.26279e-11-0j -7.9413e-07-0j -8.34297e-13-0j -1.55424e-08-0j -3.9317e-11-0j -7.3245e-07-0j 3.8348e-11-0j -5.96051e-13-0j 7.14397e-07-0j -1.1104e-08-0j 5.52859e-11-0j 1.02994e-06-0j 3.54853e-11-0j 6.61068e-07-0j -3.16733e-11-0j 2.15122e-09-0j 1.7321e-05-0j -6.07374e-13-0j 4.12522e-11-0j -2.77141e-11-0j 3.32151e-07-0j -1.84761e-11-0j 2.7031e-11-0j 1.88232e-09-0j 1.25488e-09-0j -5.60199e-13-0j 1.51559e-05-0j -1.83592e-09-0j -1.14315e-11-0j 1.01039e-05-0j 3.67417e-11-0j -1.47823e-05-0j 1.93119e-11-0j 3.80482e-11-0j 7.76417e-10-0j 3.06353e-07-0j -2.49546e-09-0j 3.42002e-11-0j 6.25149e-06-0j -1.31165e-09-0j -2.00927e-05-0j 1.49051e-11-0j -2.32285e-09-0j -1.0561e-05-0j -1.01234e-09-0j -1.87029e-05-0j -8.15108e-06-0j 
