-0.0293042-0j -0.0341882-0j -0.0209359-0j -0.0299147-0j -0.0123392-0j -0.00377128-0j -0.00426012-0j -0.00347837-0j -0.00351442-0j -0.00304358-0j -0.00251082-0j -0.00080222-0j -0.00242672-0j -0.000350267-0j -0.00268588-0j -0.000387674-0j -0.00212338-0j -0.00141559-0j -0.000306483-0j -0.00214538-0j -0.000204322-0j -0.000309659-0j -0.00247727-0j -0.000875849-0j -0.000357564-0j -0.00144508-0j -0.000126418-0j -0.00153274-0j -0.000208579-0j -0.000221231-0j -0.000894096-0j -0.000129052-0j -0.000233247-0j -3.36663e-05-0j -0.00182867-0j -0.000323267-0j -2.69389e-05-0j -0.00199566-0j -0.000352786-0j -2.93989e-05-0j -0.00154583-0j -0.00156185-0j -0.00141115-0j -0.000273267-0j -2.27723e-05-0j -0.000276099-0j -0.0017462-0j -0.000249458-0j -2.30082e-05-0j -0.00116414-0j -2.07881e-05-0j -0.00101862-0j -0.00100817-0j -0.000308688-0j -0.000205792-0j -0.00144054-0j -0.000180068-0j -2.5724e-05-0j -0.000178221-0j -0.000720272-0j -1.71493e-05-0j -0.000594194-0j -1.50057e-05-0j -1.48518e-05-0j -0.000254655-0j -0.000727736-0j -0.000127327-0j -2.12212e-05-0j -0.00010504-0j -0.000328826-0j -1.06106e-05-0j -0.000128647-0j -8.75331e-06-0j -7.24994e-05-0j -5.81288e-05-0j -1.07206e-05-0j -1.28162e-05-0j -4.84407e-06-0j -1.06802e-06-0j 
0.000187682-0j 0.000218962-0j -0.000394625-0j -0.000186138-0j 7.90276e-05-0j 2.41536e-05-0j 2.72844e-05-0j -2.16434e-05-0j 2.25085e-05-0j -5.7369e-05-0j -1.56231e-05-0j 5.13791e-06-0j -0.00298737-0j 2.24332e-06-0j -0.00330641-0j 2.4829e-06-0j 0.00253953-0j -0.00174263-0j -1.90703e-06-0j -0.00264104-0j 1.3086e-06-0j 1.98325e-06-0j 0.00296279-0j 0.00529891-0j -2.22487e-06-0j -0.00177894-0j -3.97914e-06-0j 0.00555311-0j 1.33587e-06-0j -4.17003e-06-0j 0.00106933-0j -8.02997e-07-0j -0.000287134-0j 2.1562e-07-0j 1.17119e-05-0j -0.000397952-0j 1.72533e-07-0j 1.27814e-05-0j -0.000434291-0j 1.88288e-07-0j -9.61862e-06-0j 1.00031e-05-0j 9.03784e-06-0j 0.000326824-0j -1.41696e-07-0j -0.000339887-0j -1.08654e-05-0j -0.00030709-0j 1.47359e-07-0j 7.45584e-06-0j 1.3314e-07-0j 6.52386e-06-0j -1.90032e-05-0j 0.000369187-0j -0.000253337-0j -8.96348e-06-0j -0.00022167-0j -1.60062e-07-0j 0.000645696-0j -2.26714e-05-0j 1.09835e-07-0j 3.80559e-06-0j 9.61055e-08-0j -2.79944e-07-0j 0.000304564-0j -1.37172e-05-0j 0.000770334-0j -1.32045e-07-0j -0.000129307-0j -2.04605e-06-0j -3.33981e-07-0j 0.000466088-0j 5.60616e-08-0j 4.64331e-07-0j 6.95213e-05-0j -2.02074e-07-0j -1.57772e-05-0j -3.01412e-08-0j 6.84023e-09-0j 
-0.000309659-0j 0.000348751-0j -0.000221231-0j 0.000315921-0j -0.000616269-0j 0.00187904-0j -0.00204905-0j 0.00173309-0j -0.00175-0j -0.00146391-0j 0.00112322-0j 0.0041914-0j -2.56433e-05-0j 0.000352741-0j 2.73985e-05-0j -0.000376884-0j -2.24379e-05-0j -1.49586e-05-0j 0.000308648-0j 2.26568e-05-0j 0.000205766-0j -0.00031166-0j 2.52705e-05-0j -9.25516e-06-0j -0.000347612-0j -1.37103e-05-0j 0.000127311-0j 1.61868e-05-0j 0.000188595-0j -0.00022266-0j -4.46548e-05-0j 0.000614257-0j -4.48024e-05-0j 0.000616287-0j 0.00278964-0j 0.000161067-0j 4.08361e-05-0j -0.00293889-0j -0.000169684-0j -4.30209e-05-0j 0.00235817-0j -0.00238118-0j 0.0021527-0j 0.000136155-0j 3.452e-05-0j -0.000137483-0j -0.00257153-0j 0.000124292-0j -3.48568e-05-0j -0.00171435-0j 3.15123e-05-0j 0.00139517-0j 0.00153797-0j -0.000148474-0j -9.89825e-05-0j -0.00219623-0j 8.05535e-05-0j -3.76433e-05-0j 8.87984e-05-0j -0.0010607-0j -2.50955e-05-0j 0.00428421-0j 2.04231e-05-0j 2.25135e-05-0j -0.000126805-0j 0.000996755-0j -6.12423e-05-0j -3.21495e-05-0j 0.00024736-0j 0.00526015-0j -1.55271e-05-0j 5.75502e-05-0j 6.27143e-05-0j 0.0030746-0j 0.000303708-0j 1.4591e-05-0j 0.00017752-0j 7.70006e-05-0j 4.50074e-05-0j 
0.000176948-0j 0.00020644-0j -0.000372056-0j -0.000175492-0j 7.4508e-05-0j 2.27723e-05-0j 2.5724e-05-0j -2.04056e-05-0j 2.12212e-05-0j -5.4088e-05-0j -1.47296e-05-0j 4.84407e-06-0j -0.00140093-0j 2.11502e-06-0j -0.00155055-0j 2.3409e-06-0j 0.00119092-0j -0.00081721-0j -1.79796e-06-0j -0.00123852-0j 1.23376e-06-0j 1.86983e-06-0j 0.00138941-0j 0.00248493-0j -2.09762e-06-0j -0.000834236-0j -3.75157e-06-0j 0.00260414-0j 1.25947e-06-0j -3.93154e-06-0j 0.000501463-0j -7.57072e-07-0j -0.000134652-0j 2.03288e-07-0j -0.0031992-0j -0.00018662-0j 1.62666e-07-0j -0.00349134-0j -0.000203662-0j 1.7752e-07-0j 0.0026274-0j -0.00273241-0j -0.00246875-0j 0.000153265-0j -1.33592e-07-0j -0.000159391-0j 0.00296796-0j -0.000144011-0j 1.38931e-07-0j -0.00203662-0j 1.25526e-07-0j -0.00178204-0j 0.00519087-0j 0.000173131-0j -0.000118803-0j 0.00244844-0j -0.000103952-0j -1.50908e-07-0j 0.000302801-0j 0.00619285-0j 1.03553e-07-0j -0.00103952-0j 9.06092e-08-0j -2.63934e-07-0j 0.000142826-0j 0.00374697-0j 0.00036125-0j -1.24493e-07-0j -6.06389e-05-0j 0.000558894-0j -3.1488e-07-0j 0.000218573-0j 5.28553e-08-0j -0.000126835-0j 3.26022e-05-0j -1.90517e-07-0j -7.39873e-06-0j -2.84174e-08-0j 6.44904e-09-0j 
-3.83104e-05-0j -4.46955e-05-0j 8.05525e-05-0j 3.79952e-05-0j -1.61314e-05-0j 0.000469871-0j 0.000530776-0j -0.00042104-0j 0.000437868-0j -0.00111602-0j -0.000303923-0j 9.99501e-05-0j 0.000303311-0j -0.00203564-0j 0.000335703-0j -0.00225304-0j -0.000257842-0j 0.000176931-0j 0.00173048-0j 0.000268147-0j -0.00118746-0j -0.00179964-0j -0.000300815-0j -0.000538004-0j 0.00201889-0j 0.000180617-0j 0.00361076-0j -0.000563813-0j -0.0012122-0j 0.00378398-0j -0.00010857-0j 0.000728656-0j 2.91531e-05-0j -0.000195658-0j -2.39069e-06-0j -0.00385063-0j -0.000479785-0j -2.609e-06-0j -0.00420226-0j -0.000523598-0j 1.96339e-06-0j -2.04187e-06-0j -1.84484e-06-0j 0.00316239-0j 0.000394031-0j -0.00328879-0j 2.21789e-06-0j -0.00297144-0j -0.00040978-0j -1.52192e-06-0j -0.00037024-0j -1.33168e-06-0j 3.87901e-06-0j 0.0035723-0j -0.00245132-0j 1.82966e-06-0j -0.0021449-0j 0.000445106-0j 0.00624784-0j 4.62777e-06-0j -0.000305432-0j -7.76812e-07-0j -0.000267253-0j 0.000778476-0j 0.002947-0j 2.80002e-06-0j 0.00745384-0j 0.000367194-0j -0.00125119-0j 4.17649e-07-0j 0.000928743-0j 0.00450993-0j -0.000155898-0j -9.47811e-08-0j 0.000672697-0j 0.000561934-0j -0.000152662-0j 8.38175e-05-0j -1.90215e-05-0j 
-0.000189627-0j 0.000213565-0j -0.000135476-0j 0.000193461-0j -0.000377386-0j -2.44039e-05-0j 2.66119e-05-0j -2.25085e-05-0j 2.27281e-05-0j 1.90125e-05-0j -1.45877e-05-0j -5.44356e-05-0j 0.00301833-0j -2.26657e-06-0j -0.00322491-0j 2.42171e-06-0j 0.00264104-0j 0.00176069-0j -1.98325e-06-0j -0.0026668-0j -1.32217e-06-0j 2.0026e-06-0j -0.00297444-0j 0.00108937-0j 2.23361e-06-0j 0.00161376-0j -8.18048e-07-0j -0.00190526-0j -1.21183e-06-0j 1.43073e-06-0j 0.00525606-0j -3.94697e-06-0j 0.00527343-0j -3.96001e-06-0j -1.18333e-05-0j 0.000402076-0j -1.74321e-07-0j 1.24664e-05-0j -0.000423587-0j 1.83647e-07-0j -1.00031e-05-0j 1.01007e-05-0j -9.1315e-06-0j 0.000339887-0j -1.47359e-07-0j -0.000343203-0j 1.09081e-05-0j 0.000310273-0j 1.48797e-07-0j 7.27207e-06-0j -1.3452e-07-0j -5.91812e-06-0j -6.52386e-06-0j -0.000370639-0j -0.000247092-0j 9.31614e-06-0j 0.000201088-0j 1.60692e-07-0j 0.00022167-0j 4.49936e-06-0j 1.07128e-07-0j -1.81731e-05-0j -8.71822e-08-0j -9.61055e-08-0j -0.000316547-0j -4.22811e-06-0j -0.000152881-0j 1.3724e-07-0j 0.00061749-0j -2.23129e-05-0j 6.62819e-08-0j 0.000143664-0j -2.67715e-07-0j -1.30421e-05-0j 0.000758154-0j -6.2286e-08-0j 0.000443147-0j -3.287e-07-0j -1.92128e-07-0j 
-2.55403e-05-0j -2.9797e-05-0j 5.37017e-05-0j 2.53301e-05-0j -1.07543e-05-0j 0.000313248-0j 0.000353851-0j -0.000280693-0j 0.000291912-0j -0.000744016-0j -0.000202615-0j 6.66334e-05-0j -2.11502e-06-0j -0.00135709-0j -2.3409e-06-0j -0.00150203-0j 1.79796e-06-0j -1.23376e-06-0j 0.00115365-0j -1.86983e-06-0j -0.000791638-0j -0.00119976-0j 2.09762e-06-0j 3.75157e-06-0j 0.00134593-0j -1.25947e-06-0j 0.00240717-0j 3.93154e-06-0j -0.00080813-0j 0.00252265-0j 7.57072e-07-0j 0.000485771-0j -2.03288e-07-0j -0.000130439-0j 0.000461765-0j 2.68509e-05-0j -0.000319857-0j 0.000503932-0j 2.93029e-05-0j -0.000349065-0j -0.000379232-0j 0.000394389-0j 0.000356334-0j -2.20518e-05-0j 0.000262688-0j 2.29331e-05-0j -0.000428388-0j 2.07203e-05-0j -0.000273187-0j 0.00029396-0j -0.000246826-0j 0.000257215-0j -0.000749237-0j -2.49101e-05-0j 1.70933e-05-0j -0.000353402-0j 1.49567e-05-0j 0.000296737-0j -4.3567e-05-0j -0.000893861-0j -0.000203621-0j 0.000150042-0j -0.000178169-0j 0.000518984-0j -2.05498e-05-0j -0.000540828-0j -5.19766e-05-0j 0.000244796-0j 8.72473e-06-0j -8.06694e-05-0j 0.000619162-0j -3.14483e-05-0j -0.000103932-0j 1.83071e-05-0j -4.6908e-06-0j 0.000374622-0j 1.06453e-06-0j 5.58784e-05-0j -1.2681e-05-0j 
-0.000178782-0j 0.000201351-0j -0.000127728-0j 0.000182397-0j -0.000355803-0j -2.30082e-05-0j 2.509e-05-0j -2.12212e-05-0j 2.14283e-05-0j 1.79251e-05-0j -1.37535e-05-0j -5.13224e-05-0j 0.00141545-0j -2.13694e-06-0j -0.00151233-0j 2.28321e-06-0j 0.00123852-0j 0.000825679-0j -1.86983e-06-0j -0.0012506-0j -1.24655e-06-0j 1.88807e-06-0j -0.00139487-0j 0.000510863-0j 2.10587e-06-0j 0.000756777-0j -7.71263e-07-0j -0.000893473-0j -1.14253e-06-0j 1.3489e-06-0j 0.00246484-0j -3.72123e-06-0j 0.00247299-0j -3.73354e-06-0j 0.00323236-0j 0.000188554-0j -1.64352e-07-0j -0.00340529-0j -0.000198642-0j 1.73145e-07-0j 0.00273241-0j -0.00275907-0j 0.00249434-0j 0.000159391-0j -1.38931e-07-0j -0.000160946-0j -0.00297963-0j 0.000145503-0j 1.40287e-07-0j -0.00198642-0j -1.26826e-07-0j 0.00161658-0j 0.00178204-0j -0.000173812-0j -0.000115874-0j -0.00254477-0j 9.43004e-05-0j 1.51501e-07-0j 0.000103952-0j -0.00122903-0j 1.01001e-07-0j 0.00496411-0j -8.21961e-08-0j -9.06092e-08-0j -0.000148445-0j 0.00115494-0j -7.16937e-05-0j 1.29391e-07-0j 0.000289573-0j 0.00609494-0j 6.24912e-08-0j 6.73715e-05-0j -2.52404e-07-0j 0.00356254-0j 0.000355538-0j -5.87238e-08-0j 0.000207815-0j -3.09902e-07-0j -1.8114e-07-0j 
3.87074e-05-0j -4.35938e-05-0j 2.76539e-05-0j -3.94901e-05-0j 7.70336e-05-0j -0.000474741-0j 0.000517694-0j -0.000437868-0j 0.00044214-0j 0.000369858-0j -0.000283782-0j -0.00105896-0j -0.000306454-0j 0.00205673-0j 0.000327429-0j -0.00219751-0j -0.000268147-0j -0.000178765-0j 0.00179964-0j 0.000270763-0j 0.00119976-0j -0.0018172-0j 0.000301998-0j -0.000110605-0j -0.00202683-0j -0.000163847-0j 0.000742315-0j 0.000193443-0j 0.00109964-0j -0.00129827-0j -0.000533653-0j 0.00358156-0j -0.000535418-0j 0.0035934-0j 2.41547e-06-0j 0.00389053-0j 0.000484757-0j -2.54469e-06-0j -0.00409868-0j -0.000510692-0j 2.04187e-06-0j -2.06179e-06-0j 1.86396e-06-0j 0.00328879-0j 0.00040978-0j -0.00332087-0j -2.22661e-06-0j 0.00300224-0j -0.000413778-0j -1.48441e-06-0j 0.000374076-0j 1.20803e-06-0j 1.33168e-06-0j -0.00358634-0j -0.0023909-0j -1.90165e-06-0j 0.00194575-0j -0.000446856-0j 0.0021449-0j -9.18429e-07-0j -0.000297904-0j 3.70956e-06-0j 0.000242439-0j 0.000267253-0j -0.00306294-0j 8.63059e-07-0j -0.00147929-0j -0.00038164-0j 0.0059749-0j 4.5546e-06-0j -0.000184319-0j 0.00139011-0j 0.000744469-0j 2.6622e-06-0j 0.00733599-0j 0.000173207-0j 0.00428794-0j 0.000914059-0j 0.000534274-0j 
2.25746e-06-0j 2.63371e-06-0j -4.7466e-06-0j -2.23889e-06-0j 9.50555e-07-0j -5.56654e-05-0j -6.28808e-05-0j 4.98803e-05-0j -5.1874e-05-0j 0.000132215-0j 3.60055e-05-0j -1.1841e-05-0j 1.86944e-07-0j 0.00074036-0j 2.06909e-07-0j 0.000819429-0j -1.58919e-07-0j 1.0905e-07-0j -0.000629374-0j 1.65271e-07-0j 0.000431877-0j 0.000654529-0j -1.85405e-07-0j -3.31595e-07-0j -0.000734269-0j 1.11322e-07-0j -0.00131323-0j -3.47503e-07-0j 0.000440874-0j -0.00137623-0j -6.69164e-08-0j -0.000265012-0j 1.79683e-08-0j 7.11606e-05-0j 1.40873e-07-0j -4.77152e-06-0j -0.00538829-0j 1.53737e-07-0j -5.20724e-06-0j -0.00588033-0j -1.15694e-07-0j 1.20318e-07-0j 1.08708e-07-0j 3.91869e-06-0j 0.00442522-0j -4.07531e-06-0j -1.3069e-07-0j -3.68208e-06-0j -0.00460209-0j 8.96798e-08-0j -0.00415802-0j 7.84698e-08-0j -2.28573e-07-0j 4.42663e-06-0j -3.03756e-06-0j -1.07814e-07-0j -2.65786e-06-0j 0.00499882-0j 7.74203e-06-0j -2.72694e-07-0j -0.00343019-0j 4.57741e-08-0j -0.00300142-0j 0.00874277-0j 3.65178e-06-0j -1.64993e-07-0j 9.23646e-06-0j 0.00412381-0j -1.55042e-06-0j -2.46102e-08-0j 0.0104304-0j 5.5885e-06-0j -0.00175083-0j 5.58503e-09-0j 8.33575e-07-0j 0.00631087-0j -1.89171e-07-0j 0.000941323-0j -0.000213624-0j 
-3.12803e-05-0j -3.64937e-05-0j 6.57708e-05-0j 3.1023e-05-0j -1.31713e-05-0j 0.000189811-0j 0.000214415-0j -0.000170085-0j 0.000176883-0j -0.000450834-0j -0.000122774-0j 4.03763e-05-0j 0.000497895-0j 3.56322e-05-0j 0.000551068-0j 3.94376e-05-0j -0.000423256-0j 0.000290439-0j -3.02906e-05-0j 0.000440173-0j 2.07855e-05-0j 3.15013e-05-0j -0.000493798-0j -0.000883152-0j -3.53391e-05-0j 0.000296489-0j -6.32034e-05-0j -0.000925519-0j 2.12185e-05-0j -6.62355e-05-0j -0.000178221-0j -1.27545e-05-0j 4.78557e-05-0j 3.42483e-06-0j 0.000281796-0j -0.00312731-0j 4.12507e-06-0j 0.000307529-0j -0.00341288-0j 4.50176e-06-0j -0.00023143-0j 0.00024068-0j 0.000217456-0j 0.00256835-0j -3.38778e-06-0j -0.002671-0j -0.000261428-0j -0.00241327-0j 3.52318e-06-0j 0.000179392-0j 3.18322e-06-0j 0.000156968-0j -0.000457229-0j 0.00290126-0j -0.00199085-0j -0.000215667-0j -0.00174199-0j -3.8269e-06-0j 0.00507421-0j -0.000545486-0j 2.62603e-06-0j 9.15646e-05-0j 2.29777e-06-0j -6.69313e-06-0j 0.00239342-0j -0.000330045-0j 0.00605367-0j -3.15703e-06-0j -0.00101616-0j -4.92292e-05-0j -7.98509e-06-0j 0.00366276-0j 1.34037e-06-0j 1.11721e-05-0j 0.000546334-0j -4.83136e-06-0j -0.000123985-0j -7.20641e-07-0j 1.63542e-07-0j 
2.58049e-05-0j -2.90626e-05-0j 1.84359e-05-0j -2.63267e-05-0j 5.13557e-05-0j -0.000316494-0j 0.000345129-0j -0.000291912-0j 0.00029476-0j 0.000246572-0j -0.000189188-0j -0.000705974-0j 2.13694e-06-0j 0.00137116-0j -2.28321e-06-0j -0.00146501-0j 1.86983e-06-0j 1.24655e-06-0j 0.00119976-0j -1.88807e-06-0j 0.000799841-0j -0.00121147-0j -2.10587e-06-0j 7.71263e-07-0j -0.00135122-0j 1.14253e-06-0j 0.000494877-0j -1.3489e-06-0j 0.000733095-0j -0.000865514-0j 3.72123e-06-0j 0.00238771-0j 3.73354e-06-0j 0.0023956-0j -0.000466551-0j -2.71292e-05-0j 0.000323172-0j 0.000491511-0j 2.85806e-05-0j -0.000340462-0j -0.000394389-0j 0.000398237-0j -0.000360027-0j -2.29331e-05-0j 0.000273187-0j 2.31569e-05-0j 0.000430072-0j -2.0935e-05-0j -0.000275852-0j 0.000286715-0j 0.000249384-0j -0.000233333-0j -0.000257215-0j 2.5008e-05-0j 1.6672e-05-0j 0.000367306-0j -1.3568e-05-0j -0.000297904-0j -1.49567e-05-0j 0.000177396-0j -0.000198603-0j -0.000716507-0j 0.000161626-0j 0.000178169-0j 2.13583e-05-0j -0.000166701-0j 1.03153e-05-0j -0.000254427-0j -4.16638e-05-0j -0.000879728-0j -0.000122879-0j -9.69341e-06-0j 0.000496312-0j -0.000514208-0j -5.11548e-05-0j 0.000115471-0j -2.99004e-05-0j 0.000609373-0j 0.000356183-0j 
-2.28086e-06-0j 2.56879e-06-0j -1.62952e-06-0j 2.32698e-06-0j -4.53925e-06-0j 5.62423e-05-0j -6.13309e-05-0j 5.1874e-05-0j -5.23801e-05-0j -4.38169e-05-0j 3.36195e-05-0j 0.000125454-0j -1.88881e-07-0j -0.000748033-0j 2.01809e-07-0j 0.000799232-0j -1.65271e-07-0j -1.1018e-07-0j -0.000654529-0j 1.66883e-07-0j -0.000436352-0j 0.000660915-0j 1.86134e-07-0j -6.81707e-08-0j 0.000737156-0j -1.00986e-07-0j -0.000269979-0j 1.19227e-07-0j -0.000399939-0j 0.00047218-0j -3.28914e-07-0j -0.00130261-0j -3.30001e-07-0j -0.00130692-0j -1.42333e-07-0j 4.82097e-06-0j 0.00544413-0j 1.49948e-07-0j -5.0789e-06-0j -0.0057354-0j -1.20318e-07-0j 1.21492e-07-0j -1.09835e-07-0j 4.07531e-06-0j 0.00460209-0j -4.11507e-06-0j 1.31204e-07-0j 3.72023e-06-0j -0.00464699-0j 8.74694e-08-0j 0.00420111-0j -7.11839e-08-0j -7.84698e-08-0j -4.44403e-06-0j -2.96269e-06-0j 1.12056e-07-0j 2.41108e-06-0j -0.00501847-0j 2.65786e-06-0j 5.41189e-08-0j -0.00334565-0j -2.18588e-07-0j 0.00272274-0j 0.00300142-0j -3.79546e-06-0j -5.08563e-08-0j -1.83307e-06-0j -0.00428606-0j 7.40383e-06-0j -2.68383e-07-0j -0.00207001-0j 1.72256e-06-0j 0.00836085-0j -1.56872e-07-0j 9.09043e-06-0j 0.00194522-0j 5.31342e-06-0j 0.0102655-0j 0.00600024-0j 
-7.82008e-06-0j -9.12343e-06-0j 1.64427e-05-0j 7.75574e-06-0j -3.29282e-06-0j -1.0064e-06-0j -1.13685e-06-0j 9.0181e-07-0j -9.37854e-07-0j 2.39037e-06-0j 6.50961e-07-0j -2.1408e-07-0j 0.000249595-0j -9.34718e-08-0j 0.000276251-0j -1.03454e-07-0j -0.000212178-0j 0.000145597-0j 7.94595e-08-0j 0.000220659-0j -5.45252e-08-0j -8.26354e-08-0j -0.000247541-0j -0.000442724-0j 9.27027e-08-0j 0.00014863-0j 1.65798e-07-0j -0.000463963-0j -5.56611e-08-0j 1.73751e-07-0j -8.93424e-05-0j 3.34582e-08-0j 2.39901e-05-0j -8.98415e-09-0j -4.87998e-07-0j 3.32489e-05-0j -7.18888e-09-0j -5.3256e-07-0j 3.62851e-05-0j -7.84535e-09-0j 4.00776e-07-0j -4.16794e-07-0j -3.76577e-07-0j -2.73062e-05-0j 5.90398e-09-0j 2.83976e-05-0j 4.52724e-07-0j 2.56574e-05-0j -6.13996e-09-0j -3.1066e-07-0j -5.5475e-09-0j -2.71828e-07-0j 7.91801e-07-0j -3.08456e-05-0j 2.11663e-05-0j 3.73479e-07-0j 1.85205e-05-0j 6.66926e-09-0j -5.3948e-05-0j 9.4464e-07-0j -4.57645e-09-0j -1.58566e-07-0j -4.0044e-09-0j 1.16643e-08-0j -2.54463e-05-0j 5.71552e-07-0j -6.43615e-05-0j 5.50186e-09-0j 1.08036e-05-0j 8.52522e-08-0j 1.39159e-08-0j -3.89417e-05-0j -2.3359e-09-0j -1.93471e-08-0j -5.80852e-06-0j 8.41975e-09-0j 1.31818e-06-0j 1.25588e-09-0j -2.8501e-10-0j 
3.16045e-05-0j -3.55942e-05-0j 2.25793e-05-0j -3.22435e-05-0j 6.28977e-05-0j -0.000191778-0j 0.00020913-0j -0.000176883-0j 0.000178609-0j 0.00014941-0j -0.000114638-0j -0.000427783-0j -0.000503054-0j -3.60015e-05-0j 0.000537486-0j 3.84656e-05-0j -0.000440173-0j -0.000293448-0j -3.15013e-05-0j 0.000444467-0j -2.10009e-05-0j 3.18086e-05-0j 0.00049574-0j -0.000181562-0j 3.5478e-05-0j -0.00026896-0j -1.29936e-05-0j 0.000317543-0j -1.92484e-05-0j 2.27252e-05-0j -0.00087601-0j -6.26923e-05-0j -0.000878906-0j -6.28996e-05-0j -0.000284717-0j 0.00315971-0j -4.16782e-06-0j 0.000299949-0j -0.00332876-0j 4.3908e-06-0j -0.00024068-0j 0.000243028-0j -0.000219709-0j 0.002671-0j -3.52318e-06-0j -0.00269706-0j 0.000262456-0j 0.00243828-0j 3.55756e-06-0j 0.00017497-0j -3.21621e-06-0j -0.000142394-0j -0.000156968-0j -0.00291267-0j -0.00194178-0j 0.000224152-0j 0.00158025-0j 3.84195e-06-0j 0.00174199-0j 0.000108257-0j 2.5613e-06-0j -0.000437255-0j -2.08443e-06-0j -2.29777e-06-0j -0.00248758-0j -0.000101731-0j -0.00120141-0j 3.28125e-06-0j 0.00485255-0j -0.000536862-0j 1.58472e-06-0j 0.00112898-0j -6.40075e-06-0j -0.0003138-0j 0.00595796-0j -1.48919e-06-0j 0.00348247-0j -7.85884e-06-0j -4.59355e-06-0j 
3.68642e-06-0j 4.30082e-06-0j -7.75117e-06-0j -3.65609e-06-0j 1.55225e-06-0j -6.80573e-05-0j -7.68789e-05-0j 6.09844e-05-0j -6.34219e-05-0j 0.000161648-0j 4.40209e-05-0j -1.4477e-05-0j -2.91861e-05-0j 0.00060028-0j -3.23031e-05-0j 0.000664389-0j 2.48108e-05-0j -1.70252e-05-0j -0.000510293-0j -2.58025e-05-0j 0.000350164-0j 0.000530689-0j 2.8946e-05-0j 5.17695e-05-0j -0.000595342-0j -1.73799e-05-0j -0.00106476-0j 5.4253e-05-0j 0.000357459-0j -0.00111584-0j 1.04471e-05-0j -0.00021487-0j -2.80526e-06-0j 5.76967e-05-0j -3.321e-05-0j 0.000557734-0j -0.00213002-0j -3.62426e-05-0j 0.000608665-0j -0.00232453-0j 2.72743e-05-0j -2.83644e-05-0j -2.56274e-05-0j -0.000458048-0j 0.00174931-0j 0.000476356-0j 3.08095e-05-0j 0.000430391-0j -0.00181923-0j -2.11415e-05-0j -0.00164369-0j -1.84989e-05-0j 5.38849e-05-0j -0.00051742-0j 0.000355055-0j 2.54166e-05-0j 0.000310673-0j 0.00197606-0j -0.000904952-0j 6.42862e-05-0j -0.00135598-0j -1.0791e-05-0j -0.00118648-0j 0.00345607-0j -0.00042685-0j 3.88962e-05-0j -0.00107963-0j 0.00163017-0j 0.000181226-0j 5.80172e-06-0j 0.00412319-0j -0.000653229-0j -0.000692113-0j -1.31664e-06-0j -9.7435e-05-0j 0.00249472-0j 2.21119e-05-0j 0.000372111-0j -8.44467e-05-0j 
2.25746e-06-0j 2.63371e-06-0j -4.7466e-06-0j -2.23889e-06-0j 9.50555e-07-0j -2.76874e-05-0j -3.12763e-05-0j 2.481e-05-0j -2.58016e-05-0j 6.57624e-05-0j 1.79088e-05-0j -5.88961e-06-0j -5.39922e-05-0j 0.000119951-0j -5.97584e-05-0j 0.000132762-0j 4.58982e-05-0j -3.14954e-05-0j -0.000101969-0j -4.77327e-05-0j 6.99715e-05-0j 0.000106045-0j 5.35479e-05-0j 9.57698e-05-0j -0.000118964-0j -3.21516e-05-0j -0.000212766-0j 0.000100364-0j 7.14293e-05-0j -0.000222973-0j 1.93265e-05-0j -4.29365e-05-0j -5.18952e-06-0j 1.15293e-05-0j 1.40873e-07-0j 0.000685448-0j 2.82716e-05-0j 1.53737e-07-0j 0.000748041-0j 3.08533e-05-0j -1.15694e-07-0j 1.20318e-07-0j 1.08708e-07-0j -0.000562935-0j -2.32185e-05-0j 0.000585435-0j -1.3069e-07-0j 0.000528945-0j 2.41465e-05-0j 8.96798e-08-0j 2.18166e-05-0j 7.84698e-08-0j -2.28573e-07-0j -0.000635903-0j 0.000436357-0j -1.07814e-07-0j 0.000381813-0j -2.62281e-05-0j -0.00111217-0j -2.72694e-07-0j 1.79978e-05-0j 4.57741e-08-0j 1.5748e-05-0j -4.58721e-05-0j -0.000524593-0j -1.64993e-07-0j -0.00132685-0j -2.16371e-05-0j 0.000222724-0j -2.46102e-08-0j -5.47267e-05-0j -0.000802809-0j 9.18636e-06-0j 5.58503e-09-0j -0.000119746-0j -3.31123e-05-0j 2.71752e-05-0j -4.939e-06-0j 1.12085e-06-0j 
