0.00955059+0.0055211j 0.0044738-0.00783654j -0.0038673+0.0081374j 0.00716792+0.00496169j -0.000692508-0.00533856j 0.00309413-0.00440128j 0.00906663+0.0049721j 0.00556838-0.00786886j -0.00628847+0.00759531j -0.00425639-0.0016725j 0.0102113-0.00101078j -0.00475598+0.000859304j 0.00205833+0.00338913j 0.011172-0.00443881j -0.00284781+0.00597844j 0.00219592-0.000240218j 0.00335246+0.00126937j 0.00652606+0.00306624j 0.000572864+0.00193886j 0.00116744-0.00364417j 0.0017311+0.000825958j -0.00701966+0.00553627j -0.00505063+0.00465803j 0.00812282-0.00768105j -0.00124503+0.00592457j -0.00529598-0.000513121j 0.00528608-0.00482723j -0.00171223+0.00226338j -0.00205098+0.0035785j 0.00705238-0.00160004j 0.00111925+0.0038084j 0.00322212-0.00472156j -0.00362204+0.000523196j -0.00343009+0.00219188j 0.00144171+0.000148623j -0.000328977-0.00308097j -0.00680333+0.00457609j -0.00574023-0.00203944j 0.000326246-0.00236719j 0.00054779-0.00145588j 0.00090319-0.00806469j -0.00251026+0.00504947j 0.0011508-0.000947246j -0.000269736-0.00712048j -0.000624327+0.00183003j -0.00309877+0.0040109j 0.00265246+0.00268979j -0.00250325+0.000997963j -0.00509863+0.00607784j -0.00286447+0.00195171j 0.00111091-0.00312241j 0.00648624-0.00151867j -0.00250198+0.00282709j 0.00124202-0.00535711j 0.000911777-5.7633e-06j -0.00543229+0.0044691j -0.00626066+0.00521087j -0.0150546-0.000250993j 0.00149535+0.00697095j 0.00140968-0.00174387j 0.0184253+0.00858011j 0.00506403+0.000677231j -0.00546314-0.00435958j 0.0054273-0.00482751j -0.00188203+0.00193995j 0.00266554+0.000181803j -0.0146431-0.0028366j -0.00287671-0.00984284j 0.0130789+0.002494j 0.00624548+0.00469752j -0.00663975-0.00161006j -0.00790384+0.00861491j -0.00390964-0.0125047j 0.0189578-0.00412287j 0.0091012+0.0146307j -0.00543977+0.01062j 0.0304-0.00796131j -0.0133872-0.0516599j 0.0627037-0.00665614j 0.0326586-0.0341216j 0.0190403-6.33944e-08j 0.00212476-0.0118444j 0.00995149+0.00953325j 0.00727697+0.00418176j 0.00261082-0.014031j 0.000273164-0.0152111j -0.0149691+0.000282633j -0.0120051+0.0280035j -0.00298497-0.0462322j -0.0161544+0.0140491j 0.0119561+0.0807099j -0.076471+0.0201818j 
-0.00450865+0.00363245j -0.00521936-0.00445371j 0.00257887+0.0011077j 0.00108336+0.00973129j -0.0100348+0.00820333j -0.00398608-0.00222633j -0.0015493+0.00709516j -0.00572092+0.0058227j -0.0055743-0.00341838j 0.00485981+0.00658884j -0.00350441-0.00236094j 0.00424084-0.00844644j 0.000852807+0.00429424j 0.00382504+0.000765112j -0.00739646-0.0062553j 0.00144683+0.00642581j 0.00657798-0.00367847j 0.0018876-0.00741869j -0.00821072-0.0155623j 0.000623427-0.00609137j 0.00447782-0.0122408j -0.0171649-0.00733428j -0.00950311-0.0013139j -0.0051368+0.00755851j 0.00218341-0.00618821j -0.00797234-0.0154445j -0.0191567-0.00635394j 0.0165941+0.0141023j 0.00641608-0.0088166j 0.00759646+0.000248331j 0.0027888-0.00839377j 0.00754025-0.0011739j 0.00353433-0.0272868j 0.021615+0.00515798j -0.0164577-0.0153667j -0.00536934-0.0026098j 0.00192991+0.0234511j -0.00452406-0.0166449j 0.00328143-0.00202898j -0.0145572-0.00484807j 0.00205661+0.00395302j 0.0145015-0.00443083j 0.0122961+0.00326841j -0.00838768-0.0222053j 0.00734275+0.00990795j 0.00634957-0.0111872j 0.00110101+0.0134409j -0.0107204-0.0140878j -0.0161205-0.0204817j 0.00652723+0.00453781j 0.00811494-0.00252888j -0.0140488-0.000302062j 0.0203629-0.00233968j -0.0151039+0.00272469j -0.0271646-0.00225804j 0.00552232+0.00183609j -0.00951598+0.0108311j -0.00699365-0.0111883j 0.0104704-0.000935968j 0.00635584-0.0175362j 0.00373157-0.0176872j -0.0110675-0.00494917j 0.0205656-0.00521634j 0.00341187-0.00698583j -0.00417001-0.00640039j 0.0288877-0.00107859j -0.00591015+0.006661j -0.00675766-0.00312013j 0.00719474+0.0257016j 0.00140843-0.00187972j -0.000292968-0.00289412j 0.0035883-0.00191896j -0.000691699-0.000725287j -0.000686073-0.00735332j -0.00686397-0.00495509j 0.00144451-0.00239338j 0.00426995-0.0214246j -0.00556689+0.00766972j -0.00299974+0.0117808j -0.0114166+0.0100766j -0.00925423+0.00628269j 0.00156283-0.0192912j 0.00828646+0.00441972j -0.00321207+0.00104389j -0.00114945+0.00092219j -0.00368851-0.0103386j -0.00476342+0.00808499j 0.00349974+0.00368395j 0.00389982+0.00258069j 0.00226158-0.00653357j 0.00238052+0.00578076j 0.00281068-0.000311853j 
0.00148961+0.00554285j 0.00164715+0.00291165j 0.00307036-0.00596466j -0.00652545+0.0121003j 0.00109526+0.0102384j 0.00906654-0.012578j -0.00321198-0.000191955j -0.00506268+0.0119047j -0.00547928-0.00789407j 0.0010515+0.0058635j -0.00285417-0.0148128j -0.000983142-0.00463671j -0.0135518+0.00135631j -0.00199424-0.0136051j 0.000600668+0.0192522j 0.00540984-0.0039708j 0.00996508-0.0045047j 0.0102947-0.000763052j -0.00395571-0.010945j 0.0011678+0.013462j 0.00742963+0.00838046j 0.00580005-0.0137434j -0.00941906+0.000374831j -0.0113909-0.0210761j 0.0129873-0.0115759j -0.000807839+0.0069484j -0.00338919+0.0233622j 0.0196226-0.00606215j 0.00292866+0.0199839j -0.0169869+0.010281j 0.00437501-0.00699817j -0.0169833-0.0158633j -0.00186421+0.00672035j 0.00248374-0.0105228j 0.0154836+0.0106345j -0.00669269-0.00270419j 0.00759201-0.00912774j 0.00170484-0.0129691j 0.00369086-0.0269678j -0.00634501+0.0078154j 0.0228363+0.00242745j -0.014186+0.00148554j 0.011343-0.00166647j 0.00713263+0.0209503j -0.0209009+0.00979256j -0.00620632-0.00099946j 0.00529014-0.00728852j 0.00640985+0.0139031j 0.00476419+0.00131521j 0.00056007+0.022713j -0.0110308+0.00614523j 0.00720753-0.0072622j 0.00305333-0.0109997j 0.00299131-0.00329004j -0.00356716+0.0056537j 0.00312628-0.0123308j 0.000854732+0.00519168j -0.0086655-0.00962463j 0.00469958-0.0120228j 0.00384907+0.00914047j -0.00905197+0.0108416j 0.00308248-0.0110444j -0.00529399-0.00844036j -0.0141974+0.0131964j -0.00147142+0.000602675j -0.00931628+0.00146985j -0.0225201+0.00992219j 0.00152748+0.00217193j -0.00143366+0.0102506j -0.0154284+0.0101879j -0.00519461-0.00201546j 0.00648958-0.00282114j -0.00336709+0.00508608j 0.00526546-0.0133298j 0.00381624+0.0202368j 0.00191609-0.0127903j 0.00464016+0.00210049j 0.00915782+0.000812954j -0.00579552-0.0053157j 0.0062433+0.00983573j 8.8482e-05-0.00328963j 0.00672901-0.00764088j -0.00136323+0.00414193j 0.0019646+0.00721325j -0.00525691+0.0177899j 0.00474327+0.00372102j 0.0033695+0.00429898j 0.00856257-0.0146028j -0.00647715+0.00630587j 0.00665041-0.00701052j -0.00318827+0.00111187j -0.0010692-0.00311867j 
0.0025407+0.00505572j -0.00184512+0.00154393j 0.00334836+0.000659302j 0.00112398+0.0186346j -0.00672914+0.00305103j -0.00140425-0.00535777j -0.0120313+0.00662828j 0.00586925+0.00612415j -0.0138623-0.0240309j -0.00523069+0.00211611j -0.00216531-0.0159915j 0.00967558-0.00426346j 0.00504295-0.00418683j 0.00546679-0.00234935j -0.00712664+0.000952294j -0.00639245+0.000679896j -0.00361055-0.0105728j -0.00611356+0.012243j 0.00426422-0.0103618j -0.00390845+0.00423666j 0.0193309-0.0195827j 0.00871535-0.00495558j -0.0212189-0.00859601j 0.00333825+0.0117138j 0.0164734+0.00178339j 0.00544586+0.00420726j 0.00384422-0.00766293j -0.00557312+0.00784013j 0.0275107+0.00830399j 0.0139194-0.00215188j -0.0161296-0.0206387j -0.00833464+0.0109486j 0.00746154-0.0137771j -0.0117812+0.0131187j 0.00423292-0.00566812j -0.00705908+0.00407304j 0.000740395+0.0213261j -0.00858377-0.00859161j -0.0033102-0.0111513j 0.0111007-0.00178099j -0.0191169-0.000570504j -0.00845293-0.00687463j 0.00265208+0.0199926j 0.00157076+0.00242735j 0.00388447+0.0127261j 0.0157909-0.00415708j 0.0088338-0.0109297j -0.0150505+0.0260185j -0.0138876+0.00700974j 0.0119566+0.0050027j 0.0234361-0.00909688j 0.0133181-0.00152225j 0.000404371-0.0237606j 0.0200803-0.0130883j 0.00374501-0.000657705j -0.000806461+0.0123833j 0.00123282+0.00288432j -0.0224376+0.0144365j -0.0194995+0.00954732j 0.00427621+0.00104484j -0.00507417+0.00541828j -0.00966106+0.0125434j -0.0154725+0.0062857j 0.00622442-0.00369054j -0.00628368+0.00488037j 0.00417769+0.0141253j -0.00151915+0.000721974j -0.0120281+0.00153084j -0.00502437-0.0182325j -0.00864195+0.0109735j 0.00876111+0.00283815j -0.0104542-0.00696947j -0.00306467-0.00332269j -0.00617134-0.00113158j 0.00985488+0.0112122j 0.00701781-0.00246374j 0.00738871+0.0213707j -0.00343082+0.00143964j 0.0016954-0.00140276j 0.000453095+0.00379865j -0.00339251-0.00172389j -0.0107814-0.00386571j -0.0080793+0.00941751j -0.00181526-0.0164816j 0.00241636+0.00605196j 0.00478296+0.000793938j 0.00557773-0.0054309j -0.00577245-0.0165689j -0.00211945+0.0101185j 0.00253297-0.00189976j 0.00115573+0.0047181j 0.00163431-0.00502491j 
-0.00328542+0.000977578j -0.000186634-0.00245315j 0.00191547-0.00372701j -0.00269187+0.00632861j -0.00809602-0.00490169j 0.00224796-0.00539653j -0.00139451+0.00605365j -0.00544915+0.00820891j 0.00813657-0.00242465j 0.00598539-0.00582891j 0.0012829-0.000670827j 0.00436217-0.00183784j -0.00890851+0.00441944j 0.00614938+0.00623962j 0.00220019+0.00537302j 0.000731898-0.0129749j 0.00928085-0.00532049j 0.00700422+0.00208501j -0.0268599+0.0117078j 0.00238674+0.00310755j 0.00308324-0.00352318j 0.00862341+0.00269133j -0.000431669-0.00758792j -0.0196435+0.00370722j -0.0260011+0.00369525j 0.0065618+0.0138044j -0.00481176+0.00262784j 0.0155811+0.00220971j -0.00307147-0.00929728j -0.00912946-0.0108497j 0.00305515-0.00474451j 0.000248707+0.000714796j -0.00662553+5.8957e-05j 0.0112686+0.00396209j 0.019102-0.00499123j -0.0218322+0.0175632j -0.0264939+0.00935923j 0.0111187-0.000132679j 0.0174083-0.0190888j 0.00817117-0.0197378j 0.00747674-0.0347171j -0.00385981+0.000584586j 0.00399555-0.00743158j 0.000638256-0.00766183j 0.0143235+0.000128915j 0.0228538-0.00506879j -0.0164666-0.00414972j -0.00884486+0.00387419j 0.014087+0.0137172j -0.0123438-0.0150847j -0.0184689-0.00499671j -0.0304926-0.00319512j -0.00870286-0.000531905j -0.00850626+0.0142871j -0.0020047+0.00313993j -0.00927647-0.00573136j 0.0113324-0.0104038j 0.00501533-0.00101606j 0.0140478-0.0117894j -0.00791568-0.00442138j 0.0106062-0.0101955j -0.00143544-0.008577j 0.00572179-0.00683313j -0.00975211-4.02707e-05j -0.0180725+0.0151456j 0.0046835+0.00293168j -0.0253719-0.00384629j 0.00992903-0.00109184j 0.00477459+0.0235541j -0.00878052-0.00148355j -0.00845268-0.00845638j 0.00471464-0.000299626j -0.00273787+0.0257009j 0.00994099-0.00221374j -0.00243523-0.018514j 0.00115581-0.00931196j 0.00189849+0.000594952j 0.0105767-0.00408221j -0.0106808+0.00560471j -0.00340235-0.0129847j 0.00501736-0.00302972j 0.0163791+0.00295115j 0.00628285+0.00465674j -0.0025185+0.0168172j -0.00943807+0.00444063j -0.00171542-0.00881925j -0.00805205+0.00562889j 0.00769571-0.000267763j -0.00398887+0.00348936j -0.000302652-0.00386019j -0.00573042+0.00308522j -0.00117657+0.00254502j 
0.00318321-0.00620677j 0.000243376+0.00567401j -0.00424465-0.00292907j 0.00637101-0.014265j 0.00018296+0.00027588j -0.00779578+0.01726j 0.0108443-0.00636634j -0.00305001+0.000277903j -0.00679115+0.00247634j 0.0056305+0.00123657j -0.00143931+0.00518677j 0.00156685-0.00354988j -0.0058722+0.00410111j 0.00286009+0.0019149j -0.00161247-0.00647287j 0.00619885-0.00103322j 0.00123822-0.00633755j 0.00429827+0.0145089j -0.0027083-0.00743714j 0.00757153+0.00127213j -0.00105121+0.0169289j 0.00526524+0.000998178j 0.000311399+0.0047151j 0.015069-0.0238749j 0.00554437-0.00141079j -0.0161862-0.000118299j 0.0107378+0.00924854j -0.00911178+0.00822762j -0.000155991-0.025379j -0.00411124+0.0012392j -0.0121824+0.00359905j 0.0136554-0.000972692j 0.0114264-0.0142054j -0.00250238+0.00755776j 0.0215042+0.00375303j -0.00718655-0.0186811j -0.00538743-0.0130555j 0.00275657+0.00109279j -0.0102821+0.00405763j -0.00413579+0.00875665j 0.000431597-0.00842726j -0.00021902-0.0176643j 0.0126022-0.00816191j 0.023959-0.00482118j 0.0180333-0.0225054j 0.00198714+0.014291j 0.00793053-0.0112j -0.0158479-0.00459785j -0.00196287+0.000981532j 0.0141574+0.0082383j 0.00776026-0.00169183j 0.00805478-0.00975433j -0.0165007-0.0102923j -0.00860756-0.0089479j 0.00022417-0.00411691j -0.0112344-0.0024169j 0.0175515+0.0190255j -0.0122118-0.0048462j 0.0135194-0.00186655j -0.00194238+0.00596004j -0.0225599+0.00159715j -0.00237541-0.00277597j 0.0200591+0.00801913j -0.0200071-0.00927568j -0.00358684-0.0285924j 0.00442929+0.00997973j -0.0160143-0.0205597j 0.0119571+0.0043823j 0.00678022-0.0081336j -0.00633529-0.00480468j 0.0168116-0.00426305j -0.0104534+0.00929315j 0.0158228-0.00955681j -0.0176589+0.0117432j 0.0100948+0.0108842j -0.00780651-0.00770529j 0.00856451-0.0031885j -0.0031161+0.0138551j 0.00298644-0.012741j 0.0035667-0.00347118j 0.00304844-0.0097211j -0.000223635+0.00310516j 0.00850466-0.00280239j -0.00509142-0.00469649j 0.000125359-0.00297199j 0.00524705+0.00955893j 0.00228489-0.00902673j 0.00509768+0.00821873j 0.00375459-0.0142288j -0.00676914+0.00800884j 0.00323931-0.0135078j -0.00498932+0.000607682j 
0.000601432+0.00342667j -0.00321399+0.00531485j 0.00822193+0.00284471j -0.0024553+0.00745013j -0.00244256-0.00641666j 0.00354357-0.003253j 0.000936273+0.00752966j 0.00268671+0.010494j 0.00994233+0.00588436j -0.0085313-0.00420467j -0.00503958+0.00838898j 0.00552028-0.00893196j 0.00555911+0.00612209j 0.000712291+0.0107625j 0.00542715-0.00801507j 0.00772657-0.00359496j 0.00487365+0.00088714j 0.00765977+0.00517807j -0.00455414+0.00393429j -0.000502504+0.00330817j 0.00184305-0.00476488j 0.00216021+0.000440135j -0.00442603+0.00480767j -0.00763032-0.0142365j 0.0119-0.0196887j -0.010379+0.0125764j -0.018842-0.0452005j -0.00308814-0.0148655j -0.0302918-0.019812j 0.00190748+0.00397956j 0.0140241+0.0153492j -0.0118031+0.0176132j -0.00817425-0.015663j 0.0018992+0.0208013j 0.0228671+0.00333324j -0.00459363-0.00124644j -0.0168483-0.0220593j -0.0103263-0.02801j -0.00714619+0.0104307j 0.00743219+0.00935419j 0.00207223+0.000612362j 0.000625516-0.00114258j -0.000606347+0.0177029j 0.017126-0.00120368j -0.00730968+0.0139194j -0.00201519+0.00660525j 0.000407569+0.00581095j -0.00149125-0.0196137j -0.00697824-0.00272574j -0.0103153-0.00182494j -0.00170943+0.0231935j 0.0179451+0.00641239j 0.00605101+0.000553179j 0.0109577-0.00480331j -0.0129679+0.0154605j 0.0109103+0.00343369j 0.0111062-0.00834578j -0.0227623-0.0141284j -0.00353566-0.00455737j 0.00975623+0.00588966j -0.0121047-0.0158123j -0.00667646+0.00441804j 0.00826863+0.0147434j -0.00862508-0.01023j -0.00216343+0.0126761j -0.00270082+0.0169495j -0.0122328-0.0090243j -0.000782026+0.00886428j 0.00261294-0.0190047j -0.00697598+0.013113j -0.000829203+0.00381428j 0.00332998-0.0123023j -0.00868698-0.00643769j -0.00384089-0.0159749j 0.00628968+0.00718203j -0.00833971-0.00602596j -0.00217151+0.0177185j 0.00514192-0.00503925j 6.15661e-05-0.0118398j 0.00145001+0.0111355j -0.0109486-0.00893929j 0.00501921+0.00477486j -0.00928581+0.00363544j -0.00362014-0.00829595j -0.000124836-0.000303788j -0.00242515-0.00228985j 0.00858275+0.00492338j 0.00272466-0.00026254j -0.00249498+0.00427392j 0.0038052+0.000313777j 0.00051262-0.000904967j -0.00107535-0.000493757j 
0.00250957+0.00186588j 0.00381419+0.00250077j -0.00166125+0.00372616j -0.00722047-0.00642678j 0.0162049-0.00532788j 0.00228473-0.0156538j 0.0054751-0.00633668j 0.0038864+0.00748213j 0.00948721-0.0021365j -0.00382688-0.00237513j -0.000127196-0.000935399j 0.00830885+0.00239645j -0.00851963-0.00174571j -0.0101536-0.00311465j -0.00619779+0.0111038j 0.0018606+0.0050266j -0.00746128+0.010724j -0.000523618+0.00237741j -0.000624331+0.0105901j 0.00536563+0.00472849j -0.00656575+0.00454052j 0.0101969-0.00757953j 0.00291455+0.00995985j 0.00214381+0.00379373j -0.000971898+0.00662544j -0.00935138+0.00376858j -0.012755+0.00224221j -0.00834632+0.0206229j 0.00515613-0.00455077j -0.00896565-0.00519557j -0.00823786-0.00531977j -0.0106588+0.00862597j 0.0190462+0.0155384j -0.00917665-0.00546915j 0.00978104-0.0215429j 0.00158539+0.024713j 0.0172076+0.000794187j -0.00630912+0.00245055j -0.0123414-0.0149326j -0.00358417+0.0100721j 0.00693192+0.002409j 0.00307191+0.0182465j 0.0134465-0.00668117j 0.00909186+0.00619758j 0.028181-0.0224205j 0.0113502-0.0119064j -0.00323213-0.013627j -0.0131652+0.00209758j -0.0024785-7.14577e-05j -0.00244021-0.00132009j -0.00778309-0.00115177j -0.0102822-0.00617902j 0.000816133+0.0149824j -0.0122959-0.00812601j -0.0159349-0.0199318j 0.000603725-0.00310314j 0.00877576-0.00334571j 0.0107536-0.00962886j 0.00206827+0.00687585j 0.00498376+0.00225845j -0.00718934-0.000628469j -0.0205638-0.00398615j 0.0142092-0.00529261j -0.00391298-0.00913203j -0.0188492-0.00479298j 0.0254122+0.00647074j 0.00323506+0.00139418j -0.00220256-0.00826309j -0.00632243+0.0121838j 0.00200669+0.00727509j -0.0110683+0.00672612j -0.00180129+0.0186781j -0.00633285+0.00726348j -0.00947123-0.000258182j 0.0128126-0.00189959j -0.00792982+3.67024e-05j -0.00646371+0.00202878j -0.00447834+0.00117347j 0.00259362+0.000966495j 0.00504531-0.00048524j -0.00429683-0.0022753j 0.0135346-0.0102084j -0.0014794-0.00123016j 0.0118269+0.00184948j 0.00352525+0.00599537j 0.0062661+0.000677002j -0.00254105-0.00261236j -0.00161063-0.00374435j 0.00322207+0.000670257j 0.00102599-0.00469375j -0.00157948+0.00320806j 0.00427196-0.000924165j 
-0.00120094-0.00358898j 0.00389732-0.00621262j -0.0010412+0.000322618j -0.00141378+0.00320011j 0.00533688+0.00561363j -0.00280402-0.0011931j 0.00366691-0.00786145j -0.00724615-0.00920712j 0.0036549+0.00470312j -0.00542612+0.00569829j -8.77383e-05-0.00409235j -0.00411661+0.00842098j -0.00962159-0.0123288j -0.00314892-0.0051324j 0.000778415-0.0122654j 0.0131438-0.00189485j -0.00140076-0.00586461j 0.00715071+0.0180723j 0.0112984+0.0149604j 0.00631508+0.0146983j -0.0101535+0.00360245j 0.010334-0.025771j 0.00436732-0.00269979j 0.000695479-0.00156528j -0.00516954+0.00996667j -0.00122163+0.0120392j 0.00248373+0.00835832j 0.010575-0.0091895j -0.000355402+0.02603j -0.00739821+0.0111816j -0.0142838-0.0069543j -0.000689899+0.00845637j -0.00727781-0.00903183j 0.0174518+0.0133998j -0.00221439-0.0204228j 0.00118418+0.02722j 0.0197711+0.00864291j -0.00413084+0.0113836j -0.000408057+0.0151251j 0.00776272-0.000421906j 0.0076377-0.0181722j 0.00403518+0.00398811j 0.0182132+0.00729679j -0.011922-0.0255657j -0.0127371+0.00209958j -0.0151+0.0122231j 0.00448793-0.00364852j -0.00296627-0.00844778j 0.00845535-0.0111396j 0.00189298+0.00691413j -0.00466982+0.00829657j -0.00398836-0.000366612j -0.00585967+0.0109402j -0.00120497+0.00104097j 0.0126611-0.00555016j -0.00572812-0.0174109j -0.0122158-0.00930254j 0.00256291-0.00678671j -0.00206894-0.00101736j 0.00398847-0.0179286j 0.0243902+0.00916904j 0.0162957-7.11899e-05j -0.0126399-0.00538625j 0.00873307+0.012136j -0.00499348-0.0116623j -0.0129283+0.00845936j 0.0148578+0.0112853j -0.00340665-0.00426761j 0.00536124-0.0025885j 0.00100937+0.00172819j -0.00344201-0.00236296j -0.00382275-0.00651756j -0.00578651+0.00588176j 0.00194048-0.00343384j -0.00323502+0.0013321j 0.00279026+0.00551961j -0.00345327+0.0179479j 0.00478861-0.00703097j 0.00219795-0.004252j 0.00292538+0.000611022j 0.0025417+0.00082356j -0.00105796+0.0039134j -0.00248969+0.00454107j -0.00525615+0.0114884j -0.00763968+0.0023291j 0.00315352+0.00444965j 0.00307117-0.00278724j -0.00363049-0.00841932j -0.00835385+0.00525515j -0.00921422+0.0014781j -0.00434789+0.00074924j -0.00672587+0.00277168j 
0.000773523+0.00874544j -0.00849509+0.00118853j 0.00280319+0.00821813j -0.00125751+0.00308983j -0.00102167-0.00415966j 0.000169674-0.00998029j 0.00677115+0.00201923j -0.00230488-0.00637349j 0.00397482+0.0145116j 0.0189734-0.0023646j -0.00123029+0.00981233j 0.00204719+0.00836407j -0.00689961-0.00967713j 0.00997923+0.00730134j -0.000146285+0.00842951j 0.00655412+0.00415205j 0.00438544-0.00108044j 0.00289901-0.00208591j 0.00579721-0.0136937j 0.0163393-0.00607026j 0.00993229-0.00257478j 0.0025494-0.00310602j -0.0103542-0.00594593j -0.0250366+0.00658992j -0.00100758-0.0222807j 0.00659262-0.00559491j -0.00542601-0.00790204j 0.0298084-0.000648047j 0.0205442-0.0235005j -0.0118399-0.0181043j -0.0130844-0.0116059j -0.0281175+0.00938637j -0.00697946-0.00780693j 0.00937744+0.0233702j 0.00641328-0.00623623j -0.0252434-0.0157234j 0.0173896-0.0219893j -0.0258254-0.00745034j -0.013801+0.00231057j -0.00611147-0.0119089j 0.0023115+0.00184631j -0.013045-0.00421059j 0.00533088-0.0187947j -0.0126388-0.0104844j -0.0208848-0.0125108j -0.0128076-0.0205206j -0.0100736+0.00108591j -0.0073178-0.0283418j 0.0235128-0.0104088j -0.0168122-0.0262369j 0.0217875-0.0138612j -0.0059412-0.00113891j 0.000903393-0.0148095j 0.00636008-0.00102669j 0.0130532+0.0134879j -0.00522938-0.0101485j -0.0166645-0.00195105j -0.0055331+0.00797361j -0.00208109-0.00511324j -0.00965456-0.008245j -0.00297668+0.0061043j -0.00983128+0.019722j 0.00448291+0.00796211j 0.0175063+0.00520222j 0.0218483-0.00399797j -0.0185917-0.0272965j 0.010815-0.0151365j -0.00757533-0.00795115j 0.0153386-0.000945098j 0.0226041-0.0118792j 0.00527959+0.0104804j -0.0117855+0.000131413j -0.00133512-0.00166051j -0.00222116+0.0136851j -0.00425248+0.0149319j 0.00932554-0.000763825j 0.00699671-0.00936476j 0.00439363+0.00737912j 0.00900873-0.000145291j -0.00283624+0.000199936j 0.0115721-0.00208308j 8.13844e-05+0.00113274j 0.0088606-0.00812099j 0.00265198-0.000559598j -0.00608436-0.00283316j -0.00185479+0.00770122j 0.0073989+0.00322861j 0.00233005+0.00735553j 0.00714499-0.00750796j -0.0109847-0.000748369j 0.00556512-0.00150401j -0.00450037-0.00187648j 
-0.00125035-0.0103528j 0.00222811-0.00278518j 0.00500529+0.000761731j 0.00617179-0.0113254j 0.00122137-0.00481671j -0.0040237+0.00728459j 0.00528421-0.00055907j -0.00329362-0.00264106j 0.00660836-0.000432045j -0.0112928+0.000575955j 0.00165319-0.00011917j -0.00196529-0.00247137j -0.00689562-0.0019645j -0.00268176-0.0090349j 0.0188291+0.0165305j -0.0226284-0.00059668j 0.00202744-0.00609023j -0.0133902+0.00109467j 0.00808226+0.0145833j 0.00511864+0.00556934j -0.00539251+0.00969366j 0.00806625+0.000166451j 0.0176536-0.00315378j -0.000817495-0.00629893j -0.0126628-0.00636715j 0.00540012-0.00358065j 0.00247392+0.00769944j -0.00519835+0.000964772j -0.00402898+0.00848469j -0.0004462-0.00756461j -0.00683424-0.0171406j -0.00203314-0.00699412j -0.00950583+0.00227418j 0.000440843+0.0113283j 0.00255179-0.0159959j -0.0196845-0.014226j -0.0185158+0.000564817j -0.00378416-0.00864358j 0.00463796-0.00388816j 0.00486994-0.0067114j 0.019121+0.00763908j 0.0109458+0.0115755j 0.00794742-0.00441068j -0.00602425+0.00954744j 0.00368051+0.00877533j 0.0167921-0.0073844j 0.00408546+0.00933628j -0.0141323+0.0134451j -0.00672951+0.00587827j -0.0138977-0.00444019j -0.0146282-0.0148457j 0.0107954-0.00555726j -0.00161709+0.00794598j 0.011243+0.00623381j -0.0101923-0.00647895j -0.0194406+0.00354573j -0.0163739-0.0073872j -0.0326791-0.0224179j -0.0147593-0.0048865j 0.0103286+0.0119487j 0.00825734+0.0109837j -0.00396492+0.00333299j -0.00746388-0.00622313j 0.00417287+0.000324565j -0.0149615+0.00769043j 0.0198272+0.00117472j -0.00975298+0.00187012j -0.0102248+0.0145035j -0.0017696-0.0120739j -0.00539973+0.00686538j 0.00834645+0.00326452j 0.000715958+0.00572158j -0.00297401-0.0231337j 0.00300925+0.00102533j 0.00337965-0.00848781j 0.0049893-0.00340813j 0.00626088-0.00420913j 0.00162729+0.000127673j -0.00302733+0.00362694j 0.00278659-0.00373265j -0.0055472-0.000411187j 0.00684748+0.00496506j -0.00358429-0.0110207j -0.00134327+0.00274015j -0.0060647+0.00145611j -0.000846064+0.00319706j 0.00392767-0.00642294j -0.0062366+0.0055899j -0.00351453-0.00598652j -0.00716281+0.010514j -0.00124756-0.00503033j -0.0081801+0.00608229j 
