0.00955059+0.0055211j 0.0044738-0.00783654j -0.0038673+0.0081374j 0.00716792+0.00496169j -0.000692508-0.00533856j 0.00309413-0.00440128j 0.00906663+0.0049721j 0.00556838-0.00786886j -0.00628847+0.00759531j -0.00425639-0.0016725j 0.0102113-0.00101078j -0.00475598+0.000859304j 0.00205833+0.00338913j 0.011172-0.00443881j -0.00284781+0.00597844j 0.00219592-0.000240218j 0.00335246+0.00126937j 0.00652606+0.00306624j 0.000572864+0.00193886j 0.00116744-0.00364417j 0.0017311+0.000825958j -0.00701966+0.00553627j -0.00505063+0.00465803j 0.00812282-0.00768105j -0.00124503+0.00592457j -0.00529598-0.000513121j 0.00528608-0.00482723j -0.00171223+0.00226338j -0.00205098+0.0035785j 0.00705238-0.00160004j 0.00111925+0.0038084j 0.00322212-0.00472156j -0.00362204+0.000523196j -0.00343009+0.00219188j 0.00144171+0.000148623j -0.000328977-0.00308097j -0.00680333+0.00457609j -0.00574023-0.00203944j 0.000326246-0.00236719j 0.00054779-0.00145588j 0.00090319-0.00806469j -0.00251026+0.00504947j 0.0011508-0.000947246j -0.000269736-0.00712048j -0.000624327+0.00183003j -0.00309877+0.0040109j 0.00265246+0.00268979j -0.00250325+0.000997963j -0.00509863+0.00607784j -0.00286447+0.00195171j 0.00111091-0.00312241j 0.00648624-0.00151867j -0.00250198+0.00282709j 0.00124202-0.00535711j 0.000911777-5.7633e-06j -0.00543229+0.0044691j -0.00626066+0.00521087j -0.0150546-0.000250993j 0.00149535+0.00697095j 0.00140968-0.00174387j 0.0184253+0.00858011j 0.00506403+0.000677231j -0.00546314-0.00435958j 0.0054273-0.00482751j -0.00188203+0.00193995j 0.00266554+0.000181803j -0.0146431-0.0028366j -0.00287671-0.00984284j 0.0130789+0.002494j 0.00624548+0.00469752j -0.00663975-0.00161006j -0.00790384+0.00861491j -0.00390964-0.0125047j 0.0189578-0.00412287j 0.0091012+0.0146307j -0.00543977+0.01062j 0.0304-0.00796131j -0.0133872-0.0516599j 0.0627037-0.00665614j 0.0326586-0.0341216j 0.0190403-6.33944e-08j 0.00212476-0.0118444j 0.00995149+0.00953325j 0.00727697+0.00418176j 0.00261082-0.014031j 0.000273164-0.0152111j -0.0149691+0.000282633j -0.0120051+0.0280035j -0.00298497-0.0462322j -0.0161544+0.0140491j 0.0119561+0.0807099j -0.076471+0.0201818j 
-0.00666593-0.00060327j -0.000187891-3.80262e-05j 0.00407301-0.0149455j 0.0120533+0.00767673j -0.012129+0.014697j 0.00932801-0.00394845j -0.00541941+0.0177118j -0.0147718-0.0183797j -0.027396-0.00827658j -0.0262599+0.00477396j -0.00383176-0.000239115j 0.00731765+0.00222091j 0.00374903+0.0159453j -0.026473-0.0137377j 0.010092-0.0100386j -0.0484188-0.0164717j 0.0287749+0.015817j 0.000328674-0.0287127j -0.00719663-0.016165j 0.0133308+0.04375j -0.0265668+0.0209777j 0.0252371+0.00689101j -0.0251898+0.0024023j 0.0109828+0.00157858j 0.00964379-0.0159152j 0.0135562-0.0123729j 0.000525822-0.000231703j -0.00871572-0.0119962j 0.00376501+0.000861684j 0.000904798+0.00330184j -0.0127023+0.0070915j -0.0272144-0.00475449j -0.000190903+0.0015808j 0.0151378-0.00939834j 0.00731141-0.0229728j 0.00384932+0.00990925j 0.0186087-0.0262634j -0.00952792-0.00490701j -0.000511193+0.00262667j 0.00678561-0.00597746j -0.0115205+0.00805511j -0.00943419+0.00160706j 0.00930392-0.000641996j 0.0102254-0.0061745j 0.00013186-0.00438648j -0.00551237+0.00556294j -0.00350648+0.0103471j -0.00683758+0.00950565j 0.00296272-0.00363011j -0.0029705-0.00118711j -0.0114126-0.00765306j -0.00795494+0.00658916j 0.00301155-0.00521941j -0.000466406+0.00574809j -0.00282967-0.000731365j 0.00169666-0.00114584j 0.00297372-0.000794753j 0.00239517+0.0100139j -0.00158538+0.000937717j 0.0110564-0.0106448j 0.0169001-0.00817281j 0.0057252+0.00139916j -0.00575743+0.00688492j 0.00348994+0.00921875j -0.00410719+0.0185847j 0.00627849+0.0039997j -0.00819566+0.000517264j 0.00120998-0.00453419j -0.00950158+0.000270669j -9.18553e-05+0.0036015j -0.00354366+0.00448324j 0.0111552-0.00737205j -0.00838432+0.00362739j 0.00796164-0.00646948j -0.0069788+0.00279227j -0.0011598-0.00472599j -0.00484693+0.00781949j 7.30175e-05-0.00363338j 0.00369887-0.00849991j -0.00583471+0.00221952j -0.00424506+0.00101189j 0.0129367-0.00275633j -0.00463004+0.00731839j 0.00235114-0.00276909j -0.00141012+0.00306228j -0.00396634-0.0037789j 0.00657534-0.00291095j 0.00394494-0.00338843j -0.00263208+0.00324345j 0.00291347+0.00148739j 0.00202497-0.000139763j 0.00316056+0.000512908j 
-0.00754378-0.00022117j -0.0047311-0.0129123j 0.0290669+0.00701178j -0.0006265+0.0376974j -0.0014249-0.00657174j 0.0111697+0.00669761j -0.00844734+0.00305359j 0.0067181-0.0334123j 0.00129283-0.00160225j -0.0260192-0.00382287j -0.0175984+0.0128356j 0.018506-0.0173639j -0.0191254-0.00787491j -0.00516077+0.0160105j -0.0387356-0.00396874j 0.00555841+0.00600504j 0.00892168+0.0438124j 0.00052016+0.0197233j -0.00659445-0.0173695j -0.0567485-0.0339564j -0.00911117-0.00925165j -0.0168516-0.0265609j -0.019106-0.000778449j 0.0161107-0.00884033j -0.000293308-0.0146033j 0.0151184+0.0115226j -0.0153757+0.0120509j 0.0100036+0.00577105j 0.00266063-0.011851j -0.000252543+0.00984393j 0.00150146-0.00556569j -0.019823-0.00838955j -0.0219593-0.00547272j 0.0037093-0.00266267j 0.0213076+0.00248363j -0.0126357-0.00385213j -0.000578749+0.00979321j -0.020001+0.0117229j -0.0251873+0.00162337j -0.0163163-0.0144323j 0.00463782+0.00435956j 0.00239149+0.0161143j 0.00283929-0.010526j -0.00292566+0.00176349j 0.00937159+0.00162103j -0.00289248-0.0122694j -0.0048209-0.0101629j -0.00104613-0.00325288j -0.00527309+0.000794884j 0.00231381+0.00158301j 0.00615036-0.00526289j 0.00599779+0.0106397j -0.0191255+0.0107101j -0.00493146-0.00813429j -0.00371216+0.0255887j 0.0022482-0.0103819j -0.00604405+0.0103427j 0.00129531-0.00274141j -0.000457055-0.00211075j 0.00402798-0.0109179j 0.000847165-0.0179638j 0.00156949-0.00466162j 0.00190887+0.00442518j -0.00195371-0.00578759j -0.00439603+0.00792133j 0.000714488-0.0046967j -0.00105011+0.00692387j -0.00372649+0.000399678j 0.00127681+0.029839j 0.0030257+0.0137727j 0.00144346+0.00912982j -0.00509722-0.000286441j -0.0106329+0.00854467j 0.00583526+0.00461766j 0.00382524-0.00135676j -0.00918898+0.00291993j -0.00959417+0.000533052j -0.0119621+0.00145921j -0.0130754+0.00981632j 0.0082498+0.0057806j 0.00260747+0.00107291j 0.00501355+0.00457259j 0.00251049-0.00227995j -0.00701077-0.00982151j 0.00707123-0.00251604j -0.00417501-0.0126121j 0.000827684+0.00921924j -0.00153629+0.0011589j 0.00277211+0.00707499j 0.0057907-0.00438633j 0.000361314+0.00745618j 0.00174848-0.000319403j 
-0.000514115+0.000799j 0.00629893-0.00283206j 0.000180993+0.0169314j -0.0233777-0.000193522j -0.00766659-0.0142763j 0.0144357-0.000366651j -0.0164733-0.0034578j -0.028703-0.00626004j 0.002692+0.00753795j -0.00254483-0.0176461j -0.0175347+0.0037992j 0.019927-0.00464923j -0.0114531+0.0276699j 0.00477964+0.0188676j 0.0132244-0.0212723j 0.0181968+0.0575407j -0.0163302-0.0053785j 0.0106314-0.00683685j -0.00814146+0.000653044j -0.0209935+0.00174495j 0.0191955-0.00191282j -0.0186675+0.0348591j -0.0129207-0.0114356j -0.012261+0.0112853j 0.013223-0.0056146j 0.0169366-0.0246245j -0.00834773-0.00265195j 0.0103881-0.0132804j 0.0317651-0.00831484j -0.0274554+0.0454449j -0.00255584-0.00796856j -0.0265526-0.0120657j 0.0321507-0.000987112j 0.00310333+0.00767146j -0.0143055-8.07562e-05j 0.0311608+0.0100594j 0.0166458-0.00661082j 0.00591422+0.000952632j 0.0154789-0.0104511j 0.00280793-0.0113927j 0.00829529-0.0168393j -0.0127256+0.000642174j 0.00373962+0.00331939j -0.00763653+0.00226719j 0.00820975-0.00741837j 0.00874117-0.00788427j 0.00949157-0.0118902j -0.00133881+0.0234732j 0.0028888+0.00578556j -0.00145177+0.00961901j -0.00255543+0.00940988j -0.00541424+0.00248129j 0.00335313+0.00361583j 0.00762026-0.00274914j -0.000447185+0.00678169j 0.0093025-0.00145571j -0.0137893+0.00579407j -0.00152965+0.005113j -0.00976688+0.00598856j 0.0150135+0.0073417j 0.0315364-0.013822j 0.0147218-0.0108208j -0.0307884+0.00959962j -0.000256685-0.00262084j -0.0322402+0.00665381j 0.00735215-0.00377929j -0.00115401+0.00629883j -0.00487144+0.00791754j -0.0246001+0.0100426j -0.0221511+0.00688886j -0.0116135+0.00580002j 0.0107341-0.00410045j -0.0225473+0.00375525j 0.0151077-0.00245558j -0.00244468+0.001535j 0.00662516-0.00408385j -0.00202742-0.00198442j 0.00376018-0.00407526j -0.00421557+0.00623359j -0.00500833+0.000909013j 0.00416387-0.00064276j 0.00702222-0.000598739j -0.0102013-0.000764949j 0.0104926-0.0038878j -0.00289993-0.00175573j 0.0103707+6.79698e-05j -0.00477095+0.0046085j 0.00560839+0.000173958j -0.0141307+0.00335493j 0.0139545-0.000423029j -0.00669549+0.00485598j 0.00463016+0.00251081j 
0.00934102-0.00317199j 0.00389761+0.00433832j -0.0144854-0.00523163j -0.00321697-0.00527458j 0.0210594-0.0185769j 0.0266137-0.00782628j -0.0187847-0.0114123j 0.0225923-0.00850053j 0.00300347-0.00520456j -0.0074994+0.0411723j -0.0258059+0.0157355j 0.0281369-0.0278066j -0.0246415-0.0141577j -0.0216521-0.00885316j 0.0149988-0.00803935j -0.00729978-0.0079461j -0.0221272-0.00854873j -0.0147897-0.022312j -0.00359184+0.0246406j 0.00505036-0.000264307j -0.00483864-0.0107613j 0.00115962+0.00620123j 0.0154836-0.0187202j -0.00106418-0.0177273j -0.00403275-0.0145904j 0.000316979-0.00444867j -0.00555411-0.0236166j -0.0236269+0.00820352j -0.0340103+0.0325395j -0.012446-0.0191917j -0.017364+0.0034043j -0.030542-0.00571641j -0.0137119+0.0271564j -0.0139879+0.00620152j 0.00586082-0.0135264j -0.011085+0.00219588j 0.0344405-0.027024j 0.000989573+0.00748682j -0.0113669+0.00861593j 0.019189-0.0193297j -0.0150376+0.0267331j -0.00916012+0.0139557j 0.0285307-0.0240374j -0.000524461-0.0117986j 0.0084167-0.00363616j 0.0145139+0.00712063j 0.0124312-0.00480428j 0.0189019-0.0110624j -0.00508271-0.00699781j 0.0349195+0.00690779j 0.0172251+0.00196808j 0.000901763+0.00314733j -0.028629-0.00698177j -0.0116967+0.00926556j -0.000651965-0.000285653j 0.00734454-0.0093134j -0.0255838+0.0162616j 0.00187652-0.00345498j -0.0168355+0.00760914j 0.015068-0.0131711j 0.016171+0.00294307j 0.00255297+0.0114467j -0.0206757+0.00833632j -0.00113083+0.00564356j -0.0213151+0.0130798j 0.00710314+0.0167914j -0.0155885+0.00532804j -0.00393476-0.00289473j -0.0168668+0.00711895j -0.024253+0.0064086j -0.0262595+0.0113806j 0.00357064+0.00315932j -0.0100491-0.00559531j -0.00465738+0.00229976j 0.00462288-0.0120978j -0.00103383-0.000564794j 0.00160563-6.00952e-05j 0.0103726-0.000144094j -0.00638643-0.00212347j 0.0132373-0.00364359j -9.33264e-05+0.0042782j -0.0135336+0.00618221j 0.00230557+0.00500982j 0.0147957-0.00412055j 0.0162943-0.0028857j 0.0164125-0.00736794j -0.00282032-0.000601643j -0.0101372+0.00147378j -0.00436876+0.00229169j 0.00997766+0.000363241j -0.0113615-0.00217582j -0.00321617+0.00184702j 
-0.00935991-0.00624731j 0.00146185-0.00858418j 0.0177405-0.00530142j 0.00902116+0.0279801j 0.0115723+0.00342538j -0.000173062-0.00076988j -0.0148571+0.00949794j -0.00306245-0.0101851j 0.00504519+0.0152098j -0.0155629+0.0121592j -0.00941811+0.00547471j -0.0161171+0.0180825j 0.0331671-0.0197961j -0.0259041-0.0423879j -0.00848154-0.0296465j 0.00606434-0.00783937j 0.00979258+0.00462202j 0.00139956+0.0229775j -0.0317452+0.0103772j -0.0182073-0.0111881j -0.00839708-0.0304545j -0.00234069+0.0498437j 0.0186942-0.0111032j -0.000866649+0.0198521j 0.0115946+0.00728161j 0.00926496-0.0188774j 0.00152529+0.0180257j 0.00241079+0.00302429j -0.00505827-0.00923321j 0.00331197-0.00551446j 0.0229962-0.0149138j 0.0035573+0.00711048j -0.00387937-0.0119185j -0.00247061+0.00636148j 0.00263205+0.0103287j 0.00582392+0.00327075j -0.0230467-0.0145693j -0.0239717-0.0255846j -0.0218873-0.0218812j -0.0048245+0.00990304j 0.00550781-0.00269215j 0.00652521-0.0139367j -0.0132908-0.00306915j -0.00713565+0.00566039j -0.00727254-0.0107487j -0.00167004+0.0101665j -0.0010448-0.00538442j -0.00436142-0.00120274j 0.00373735+0.000898507j -0.0148311+0.0088564j 0.00128691+0.0118874j 0.0094301+5.75414e-05j 0.00783759-0.0286086j -0.00404757-0.0117092j 0.00824585-0.0272569j -0.00511454+0.00718402j -0.00307284+0.0013498j -0.00759949+0.00115652j -0.00287679+0.0268965j -0.00302944+0.000718469j -0.00812328+0.00741651j -0.00952079-0.0073712j -0.0064072+0.0096911j 0.00147533+0.00855771j 0.0064538+0.00910482j -0.00565179+0.00506804j 0.00314263+0.0104801j -0.00405758+0.00439426j 0.000516545+0.000261977j 0.00871942+0.00957095j -0.00290712+0.00846309j 0.0077779-0.00224438j -0.00187033+0.00247035j 0.00395642-0.00463232j 0.00265401-0.00561243j -0.00322856+0.004467j -0.00673535+0.00815891j -0.00224643-0.00489075j 0.00232756+0.000290905j 0.00546864-0.000252707j -0.00453263-0.00390038j 0.011221+0.00456593j -0.00204046+0.00522095j 0.000570886-0.00731018j 0.00646334+0.0032552j -0.00998119-0.00395294j 0.00299954+0.00256943j -0.00617834-0.00751614j 0.00221772+0.012728j -0.000124387-0.000593965j 0.00129972+0.00234615j 0.00532754+0.000196857j 
-0.00379891-0.00288896j 0.000487815-0.00520297j -0.0158251-0.00373069j 0.00369925-0.0160589j 0.0109373-0.0162593j -0.0204228-0.00328412j -0.0215949+0.0189343j -0.00145177+0.00641569j 0.0112354+0.0292953j -0.0124238+0.0206736j 0.0125981+0.00551545j 0.0082295+0.00918803j 0.0104804+0.0169597j 0.0101034-0.0177477j 0.0273872+0.00615161j 0.00407552+0.0198473j 0.0166227+0.00720175j 0.00444105+0.044876j 0.026042-0.0213467j 0.0191786+0.0131044j -0.0017501-0.00645511j -0.00627965+0.00525846j 0.0263694-0.0557919j 0.00613723-0.01351j -0.02721+0.000799252j 0.0095192-0.0015475j 0.0107708-0.00759536j -0.00654002-0.0187055j -0.0169916-0.0254749j 0.000315711-0.00701069j 0.0130527-0.0101174j -0.00167521-0.0229741j 0.0151599+6.24423e-05j 0.00947785-0.00353074j -0.000705509+0.0105109j 0.00608807-0.00286955j 0.00195504+0.0132345j -0.0139165+0.019675j -0.0110544+0.0187203j 0.001732-0.0157813j -0.0214078+0.00440179j 0.00370284-0.0169087j 0.0064278-0.00874363j 0.011583+0.0137226j -0.00147353-0.0190814j -0.0107602+0.00246679j -0.00964377+0.00838374j -0.0168728+0.00328026j -0.00203708+0.00585694j 0.010052-0.0144932j -0.00535868-0.00578075j -0.00482193-0.00174258j -0.0167717+0.0287511j -0.0126431+0.00206997j 0.0011363-0.00343614j -0.0182304+0.00257211j -0.00559173+0.00909145j 0.00549852-0.0161291j -0.00175665+0.00731802j -0.00318678-0.00513649j 0.00377179-0.0165065j -0.00291826-0.0196086j -0.00939123+0.00662732j 0.000999837+0.00323154j -0.00857324+0.0107121j 0.00353493-0.01096j 0.0115523-0.00806594j 0.00103146+0.000611399j -0.00726639+0.00326856j 0.0058688+0.00257435j -0.0124362+0.00625068j 0.00358555-0.00548379j 0.00485424-0.00425599j -0.0005408-0.000350762j 0.00561269+0.0011703j -0.0165146+0.00910116j -0.0114096+0.000242984j 0.00557441+0.000317843j -0.00595926+0.00802887j -0.00614182-0.0061377j -0.00365559+0.0111637j -0.00166262+0.00212719j -0.00901739+0.00379436j 0.00126178+0.00171476j -0.00239447-0.00736365j 0.00768111-0.00923647j -0.00114981-0.0013364j -0.000538878+0.00697136j 0.00357964+0.00155941j -0.00468105-0.00481715j 0.000257791+0.00215996j 0.00106296+0.00379438j 
-0.00156141+0.00292778j 0.0136728-0.00297457j 0.00969739+0.00219632j 0.00069484+0.00115665j 0.0135258-0.0194154j -0.028329-0.00933328j -0.0115017+0.0185044j 0.000503313+0.000393886j -0.00808985-0.0060447j -0.00399309-0.00325679j -0.00454181+0.030518j -0.0213278+0.0265086j -0.014317-0.0225399j -0.0164886+0.030848j -0.00641736-0.0249825j -0.00815722-0.0276984j 0.00283139-0.0163418j -0.0197711-0.000471619j 0.00294289-0.018098j -0.00283615+0.0209692j 0.0190775+0.00507813j -0.00622339+0.0399594j 0.0272475-0.0254284j 0.015874-0.00613406j -0.00330642+0.0263747j -0.00164328-0.00570196j 0.00837441-0.020589j 0.0095555-0.0143222j 0.0143938-0.000280111j 0.0076623-0.00321588j 0.00645806+0.00101486j 0.0169886-0.0207081j -0.00301437-0.0206551j -0.0078414-0.01058j -0.0112551-0.00816159j -0.00557586-0.0137219j -0.0033044-0.00685199j 0.0113591-0.00852393j -0.00582947+0.0180963j 0.000767664-0.0122992j 0.0226952+0.00453935j 0.0207655-0.0157641j -0.0266379+0.0286489j -0.0146996-0.016223j -0.00126217+0.00268109j 0.00342791-0.00164854j -0.00263114-0.0122157j 0.00304101+0.0107588j -0.000218686-0.0113731j 0.00988185+0.00900406j 0.00357523+0.00411716j 0.00296779+0.00104673j -0.0134527-0.00057546j -0.00924696+0.0194159j 0.0117069-0.0078478j -0.00648176+0.0137578j -0.00151244+0.0122782j -0.00151931+0.010931j -0.000921333+0.0051132j 0.00512397-0.00599966j 0.00241859-0.00873186j 0.00523531+0.00223866j -0.00502911+0.0177039j -0.000699037+0.00254386j 0.00533944+0.0150002j 0.0107321-0.0123585j 0.0155787-0.00923792j 0.00273251+6.30646e-05j 0.00296137+0.00663491j 0.000246064+0.00731448j 0.00638361+0.00376795j 0.00528762-0.00267444j -0.00298051+0.0102096j 3.73626e-05-0.000973516j -0.00188405-0.000558005j -0.00815765-0.00214833j -0.0098282+0.0140569j -0.000453508-0.00491366j -0.0092249+0.00100132j 0.00166341+0.00624242j 0.00254686-0.00848396j 0.00382975+0.00043495j 0.00571687+0.00407493j -0.00576616-0.00354619j 0.00478133+0.000387395j -0.00735866-0.00248538j -0.00539154+0.00378913j -0.00492948+0.00368659j 0.00749831+0.000356684j 0.00145159-0.00326145j -0.00342587+0.00344622j 0.00218204-0.00168968j 
-0.00984301-0.00216884j 0.00396174+0.00501069j 0.00222239+0.00731107j -0.00497311-0.00032937j -0.0189854+0.00515379j -0.0129043+0.0268743j 0.0151938+0.0187019j 0.000769214+0.01827j 0.0190269-0.0258156j 0.00634245+0.0119194j 0.0211614-0.0266759j 0.00618305+0.0294061j 0.00174814-0.0432949j -0.0280632-0.00442381j 0.00210333-0.00662504j 0.00250509+0.0203936j -0.00450321+0.0133751j -0.0118942-0.0162831j 0.0122483-0.0296963j -0.011946+0.0164642j -0.000849501+0.00231672j 0.00816631-0.0112307j -0.00868023+0.00973891j -0.0139075-0.0149737j -0.0144308+0.0112286j -0.00167129+0.0140932j -0.00960902-0.00563029j 0.00218848-0.0267879j -0.00129951-0.01094j -0.0243272-0.007056j 0.00731098-0.0168873j 0.00332875-0.0291112j 0.0154236-0.00792654j -0.00675513+0.012188j -0.00914792+0.00775501j 0.0159811-0.0142279j -0.0226069+0.0287387j -0.0146458+0.014102j -0.0139228-0.000868516j -0.0015733-0.00479578j 0.00736082+0.0200074j 0.00278141+0.00236453j -0.0164402+0.0126284j 0.00185441-0.024257j -0.00722245+0.0181887j 0.00277639+0.0132262j 0.0016975-0.00420507j -0.00628482+0.00137646j 0.0120467-0.0128904j -0.0102492+0.0199678j 0.00155466+0.00721325j -0.00551473+0.0107371j 0.0117127-0.0299136j -0.00194774+0.00535862j 0.000390481+0.00802146j -0.00081141-0.00170191j 0.0035411-0.0051492j -0.00364329+0.00821524j 0.00659131-0.00665722j -0.00691107+0.00292003j 0.00454957+0.00781454j 0.000799652+0.00937284j 0.00211069-0.00785447j -0.000861277+0.00244612j 0.00337913+0.00315183j 0.00426181+0.00533413j -0.00275436-0.00291183j -0.00510074-0.00832442j 0.00582976-0.00509184j 0.0077424-0.0100847j 0.0055079-0.00493691j 0.0103509-0.00063991j -0.00272954-0.00452552j -0.00220554-0.00845161j -0.0049871-0.012769j 0.00659061-0.00363315j 0.00152332+0.00678441j -0.000158999-0.00355369j 0.00109083-0.00665622j -0.00209427+0.00707767j -0.00174761-0.000779587j 0.00857233-0.00664889j 0.000929624+0.00958014j 0.00722605+0.00325437j -0.00021402+0.00933464j 0.000740015-0.000421721j -0.0012161+0.000840307j 0.000421868-0.00524686j 0.00300316-0.00293809j -0.00243949+0.00611772j 0.000464112-0.00148827j 0.00460255-0.00221217j 
-0.000580194-0.00218391j 0.00525103+0.00396269j -0.00526103+0.00838317j 0.00199298-0.0114825j -0.00475406+0.00634443j 0.0174979-0.0113954j -0.0153363+0.017587j -0.00300893-0.0255357j 0.0128615-0.0239721j 0.0187481+0.0431163j 0.0122868+0.0105913j -0.0192555-0.0487977j 0.0106122+0.0170294j -0.00737892+0.0214023j -0.0159172+0.0399351j -0.0026611+0.039944j 0.0225805-0.0243906j 0.0027492+0.0107164j -0.011853+0.0368827j 0.0133828-0.00252732j 0.0146145+0.0447427j -0.00179005-0.0081102j -0.0043714-0.00320997j -0.00633775+0.0085337j 0.0060373+0.00248569j 0.003814-0.00744978j 0.00806705-0.00606507j -0.0140977+0.0135295j -0.0146545+0.000291131j -0.0150558-0.00306911j 0.00407873-0.010656j 0.00127587+0.0318981j 0.00665787-0.00820617j -0.00575207+0.0028766j -0.00665136+0.0133127j -0.000378465-0.00729097j -0.00177434+0.000197882j 0.0110806+0.0213993j 0.00855456+0.000656736j -0.00357792+0.00449978j 0.00789705+0.0312315j -0.00331308+0.0153104j -0.000195349-0.0297674j -0.003105-0.0103958j 0.00485886+0.00791155j 0.000326064+0.00618158j 0.000770038-7.12871e-07j -0.00590436-0.000723381j -0.00419777-0.00515658j 0.0127357-0.0151531j 0.00748061+0.00759208j -0.00894247+0.00304016j -0.00271578+0.0159359j -0.00258704-0.000929372j 0.00454421+0.00955436j -0.00301351+0.00990338j -0.00130163+0.00825328j 0.00149113+0.000486828j -0.000164927+0.00754953j 0.000113167-0.00350918j 0.00458415-0.0242507j 0.00451807-0.00549099j -0.00609374+0.0184013j -0.000343669-0.0131841j -0.00983654+0.0155954j 0.00347955-0.008103j 0.00375123+0.00242345j -0.000234997-0.00118766j -0.0126589+0.0206024j -0.00835723+0.0123102j 0.00196391+0.0217423j 0.0010514-0.00622225j -0.00714013+0.0112014j 0.00475019-0.00828846j -0.00577656-0.00239774j 1.26121e-05+0.00539335j -0.00786505+0.00419343j -0.00149115-0.0101063j -0.0108272+0.00399731j -0.00192579+0.00747205j 0.00375428+0.00147691j 0.00462832+0.000962992j 0.00844619+0.00128866j -0.00271009-0.00379155j -0.00186069+0.00684843j -0.00501856-0.0118902j 0.000377831+0.00295079j 0.00186648-0.00235297j 0.00366241+0.00589083j 0.00269025+8.20839e-05j -0.000941305+0.00265771j 0.000288287+0.00172429j 
0.0209939+0.049402j -0.0357431+0.0172199j 0.0190849+0.025748j -0.021679+0.0415916j 0.00500483-0.00159125j -0.0184657+0.0114112j -0.0120695-0.00596149j -0.0274455+0.021982j 0.0106371+0.000770921j 0.0540664+0.0219208j -0.0496738-0.0285698j 0.0435173-0.0167283j 0.0325131-0.000745283j 0.0523284+0.00743069j 0.00135271+0.015431j -0.00488388-0.0490272j 0.00827269+0.00275252j 0.000763924-0.0190464j 0.0172665+0.0164585j 0.0196258+0.0426499j -0.00706249-0.0271284j -0.0142298-0.0063442j -0.00718149-0.00666433j 0.00221062-0.000575444j -0.00148615-0.0114075j -0.00687709-0.00837209j 0.009794+0.023411j -0.00588644-0.00893727j -0.00855302-0.0198833j -0.00350998+0.00958137j -0.000399196-0.00796443j 0.00806031+0.0164108j 0.00534503-0.0132086j -0.0111238-0.0014889j -0.00212818+0.00702079j -0.000120196-0.00549818j -0.00984815-0.00164877j -0.00377215+0.00432487j 0.00297663-0.000303782j 0.00859719+0.00949051j 0.0115904+0.0032861j -0.00548593-0.00133903j -0.00157071+0.00476567j 0.00139827+0.00746823j -0.00316034+0.00402103j 0.00502764-0.0072929j 0.00945741+0.00161431j 0.00305481-0.00770315j -0.00426878-5.11782e-05j 0.000583996-0.00436789j -0.00340677+0.00269021j 0.00165912-0.00312719j -0.000817057+0.00113575j 0.00311494-0.000494281j -0.00328121+0.00126566j 0.0016787-0.00315264j -0.00511763+0.00223547j -0.00110227+0.00623669j -0.00322896-0.000487171j 0.00119361-0.00706497j 0.00749377-0.00783281j 0.00296237-8.77029e-05j -0.00291284+0.00745445j 0.000524847+0.00167909j -0.0050463+0.0105897j 0.00185488+0.00137175j -0.00785511-0.00322483j -0.000451095-0.00207603j 6.53962e-05+0.00314792j -0.00349068+0.000621135j -0.0100274-0.00125309j 0.00167866-0.00763116j -0.00274986+0.00986213j 0.00394219-0.00508456j -0.000803924-0.000206626j -0.00253811-0.000730677j -0.00020036+0.00296468j 0.00185174+0.00208306j 0.00228965-0.000683392j -0.00301901+0.00350674j -0.00611806-0.00245835j -0.00209104-0.0101689j -0.00334687+0.00153004j -0.00196525-0.00609399j -0.00537183+0.00188704j 0.00179569+0.00359203j 0.0084929+0.00737633j 0.0060752-0.0012029j -0.00168918-0.00216641j -0.00598716-0.00127974j 0.00874433+0.00442524j 0.00284527-0.00603368j 
