0.00132321+0.0117301j -0.0060784-0.00744772j 0.00235457-1.1538e-05j -0.000978552-0.0111005j -0.00130824-0.00348655j 0.00378485+0.00413088j -0.00221697-0.00476761j -0.00101708-0.00954065j -0.00199024-0.00892235j 0.00288604+0.00502733j -0.000723655-0.00125786j -0.00028924-0.00445352j -0.0030077+0.0051421j 0.00395518+0.0102712j -0.000916877-0.0037476j 0.00192842+0.000206484j 0.00477266+0.00980087j -0.00165364-0.00666291j 0.00199155+0.00300079j -0.00368452-0.00851297j -0.0026593-0.00294208j 0.00342321+0.01084j -4.48953e-05-0.00205712j -0.00151286+0.000430023j 0.000910229+0.000694062j -0.00176427-0.00507493j 0.00118263-0.00794642j 0.000284763+0.00228223j -0.000266483-0.00803116j -0.00226-0.000134279j -0.000952458+0.00375587j 0.00394331+0.0048082j 0.000213978+0.0101917j -0.00291325-0.00769275j -0.00109957+0.00701828j 0.000519439-0.0123097j 0.00276894-0.00685632j -0.000378932-0.00053513j -8.79183e-05-0.00235542j -0.000412053+0.00477177j -0.00505302+0.00708172j -0.000463369+0.00093108j -0.00387523+0.00807922j -0.0027096+0.000640337j -0.00220331-0.00190954j 0.00025667+0.00635251j 0.00130661-0.00223104j 0.00574563-0.00674685j 0.00475152-0.00404045j -0.00034474+0.010288j 0.00236508-0.00577499j 0.000456937-0.000177016j -0.00621196+0.00653952j -0.00361668-0.000464312j -0.00420511-0.00230754j -0.00626149+0.0134691j 
0.00757758-0.0028944j 0.00132769+0.00186566j 0.00309316+0.00164041j -0.00155138+0.00165923j 0.00458058-0.00155079j 0.00269021+0.00406469j -0.00477899+0.000700532j -0.00297475+0.00245827j 0.00115407-0.00177672j -3.19597e-05+0.00289995j 0.00446109-0.00478674j -0.00644839+0.00248035j 0.000430955-0.000498885j 0.00175207-0.0034174j -0.00047319-0.00141045j -0.00133966+0.00267709j -0.00119122-0.000186128j -0.00393052-0.000565333j -0.00166479+0.000372472j 0.00148102-0.00347935j 0.00211165+0.000541559j -0.00547918-0.000880244j 0.00152279+0.00513832j 0.00130257+0.00105598j -0.00495207-0.00038479j 0.00173425-0.0028671j -0.000342609+0.00581667j 0.000210236+0.00911009j -0.00324064-0.00759143j 0.00122483-0.00443067j 0.00201134-0.00720514j -0.00183875-0.00425502j -0.00168245+0.00297248j -0.00282889+0.00109144j 0.00851629-0.00753974j -0.00279229-0.00437605j -0.00176134-0.00761757j 0.00143258-0.00566113j 0.00268964-0.00599495j 0.00197908+0.000906109j -0.00551192+0.00179579j 0.0104352+0.00133322j -0.00245196-0.00181364j -0.00172108+0.00519922j -0.00515528+0.00541419j -0.00572949+0.00041184j 0.00216147-0.000613531j -0.00115497+0.00699695j 0.00354454+0.00317155j 0.000447712-0.00147493j 0.00570249+0.00512488j 0.0015005+0.00378676j 0.00540448-0.000356147j -0.00269799+0.00754817j -0.0092683-0.00682986j -0.00356063+0.000512726j 
0.00248313+0.00204245j 0.00296423-0.00135668j 0.000630664+0.00240651j 0.00339418-0.0021402j 0.00268025-0.000535724j 0.00527595-0.00190202j -0.00034248+0.00154429j -0.000785552+0.000480386j 0.00360871-0.0020829j 0.00172544-0.00115348j -0.00118892-0.000321917j -0.00207181+0.000613749j 0.00135828-0.00124164j -0.00330324+0.00101948j -0.00194613+0.000755905j -8.98054e-05+0.00171141j -0.00139446-0.00221442j -0.000987625-0.00323026j -0.000779677-0.000903065j -0.000890051+0.00279216j -0.000655461+0.00446547j 0.000502653-0.00329563j 0.00524833-0.00285813j -0.0010223+0.000619173j -0.00282621+0.000641943j 0.00415465-0.00252856j 0.00311408+0.000166142j -0.0104986+0.00699467j -0.00118711-0.00245571j -7.99082e-05-0.00273135j -0.00323787-0.00192732j 0.00212208-0.00363697j 0.00920007-0.00419485j -0.00251283-0.00289099j 0.00124024+0.00459372j 0.00382184-0.00208445j 0.000779801-0.00074405j 0.00357025+0.00344402j 0.00717693+0.000327384j -0.00550858+0.00602876j 0.00424288-0.00347j -0.00457294+0.00335522j -0.011011-0.00286775j -0.00311733+0.000454699j -0.00531213-0.00150935j -6.176e-05+0.000820934j 0.00589988+0.00279885j -0.0100718-0.00358378j -0.00478466+0.000311139j -0.00833118-0.0044058j 0.00099466-0.000925996j -0.00371711-0.00223071j 0.00557293+0.000743175j 0.00289102+0.00673149j 0.000142308-0.00217413j 0.00611381+0.00152329j 
-0.00220171+0.00196354j -0.000804168+0.00221649j -0.00333143+0.00030674j -0.000981851+0.00120012j -0.00140364+0.000991725j -0.00481594-0.00360283j 0.00135756+0.00506838j -0.00321633-0.00245531j -0.00236229-0.00275095j -0.00266625-0.000891993j 0.00124405-0.00271137j 0.000407337+0.00321021j 0.00271175+0.000433984j 0.00231681+0.000478959j 0.000367478-0.00341543j 0.000815577-0.00101114j -7.40096e-05-0.00528384j 0.00355143-0.010217j -0.00138941+0.000282145j -0.000564501+0.00601709j 0.0022882-0.00243441j 0.00507441+0.00024136j -0.0016094-0.00452437j 0.00225112+7.02868e-05j -0.000649959+0.00384669j -0.00336939+0.00200974j -0.00552251+0.000991843j 8.89572e-05+0.00209369j 0.00350205+0.00305005j 0.00620732-0.00180782j 0.00734995-0.00467201j -0.000321907-0.00330176j -0.00437273-0.00627598j 0.00450732-0.00559969j 0.0010356-0.00506432j -9.40665e-06-0.00600804j 0.000269196-0.00252237j -0.00510897+0.00215222j -0.00224106-0.000348022j 0.00769578-0.00309115j -0.00268866-0.00224222j 0.00842464-0.00383838j 0.00802862-9.00134e-05j -0.00878+0.00386978j -0.0035754+0.00355617j 0.000353905+0.00175481j -0.00124356+0.00288974j 0.00951029+0.000305655j -0.00210044+0.00573552j -0.00140579+0.00440288j 0.0064481-0.00507329j 0.00331714+0.000937758j -0.000518217+0.0012848j -0.00650138-0.0058269j 0.0014611+0.0010164j -0.00138+0.00126211j 
0.000811603-0.00129684j -0.0013143-0.00196255j -0.00480567+0.00122113j -0.00248852+0.000195793j 0.000251552-0.00150789j -0.00496633-0.00516453j 0.00403814+0.00372493j -0.00220521+0.00309641j -7.70507e-05+0.000797654j 0.000427237+0.000197481j -0.000714301-0.00422543j 0.000710819+0.00200208j 0.00319209-0.000365365j 0.00490369+0.000160166j 0.00438096+0.00216616j 0.000448085-0.00579909j -0.00248978+0.00290998j -0.00120166+0.00334177j 0.000874951-0.000869262j 0.00692175-0.000663031j -0.000323489-0.00843399j 0.00368462+0.00236475j -0.00413099-0.00338854j -0.00145772+0.000704749j 0.0074821+0.0024609j 0.00309302+0.000749683j -0.00447183+0.00199633j -0.00499096-0.000835549j 0.00393748+0.00848515j 0.00185355+0.000465562j -0.00179256+0.00666757j -0.0023354+0.00441703j 1.65884e-05-0.000354879j -0.00510509-0.00148623j 0.0111717+0.00355444j 0.00557352+0.00853425j 0.000175123+0.00367352j 0.0141951+6.85835e-05j 0.00434656-0.00916959j 0.00434697-0.00361037j -0.00111573-0.00165418j -0.0047583+0.001041j -0.00615122+0.00483275j 0.0040984-0.00166625j -0.00549628-0.00014888j -0.00389662-0.00259414j 0.00512418+0.00569984j -0.00721863-0.00138084j 0.00431308-0.00526187j -0.00386478+0.00718777j -0.000580616-0.00961418j 0.00213521+0.00355068j 0.00312713+0.00322409j -0.00446949-0.00391822j -0.00411867+0.00072574j 0.00317746-0.00133253j 
-0.0038794-0.00297531j -0.00124875-0.00314962j -0.00425872+0.000665269j -0.000875706+0.000832823j 0.00102503-0.00343958j 0.0018085+0.00230987j -0.00393918-7.99408e-05j 0.000916515+0.00238952j 0.00185906+0.00462536j -0.000926714+0.000411039j 0.00200095+0.00160856j -0.000655084+0.000180029j 0.00103126-0.000708812j 0.00228787-0.00168928j 0.00433563+0.00442907j -0.00247387+0.00210243j 0.00426455-0.000855623j 0.0101466+0.00469936j 0.000192399+0.000534459j -0.00827741+0.00481428j -0.00181893+0.00195475j 0.000709935+0.00710332j 0.00103073+0.00632845j -0.0022129-0.00101907j -0.00368003+0.00237371j -0.00315684+0.00420827j -0.00207226-0.00739026j -0.00427312-0.00532493j 0.00279147+0.000600288j 0.00402249+0.00355142j 0.00598152+0.00846504j 0.00239258+0.00686474j 0.0048327+0.00543277j 0.0053307+0.00210596j 0.0045076+0.00212411j 0.00831375+0.00595499j 0.00429805+0.00439649j -0.00146505-0.00266552j 0.000581837-0.00554602j -0.00359176+0.00499434j 0.00150282+0.0011831j 0.00730012-0.000730301j 0.000303761+0.00475163j -0.00561329-0.00640103j 0.000274033-0.00659616j 0.000519294+0.00180143j 0.00358132-0.000340237j 0.00167323+0.00312913j 0.00102387-0.0083178j 0.00263079-0.00381752j 0.00414039+0.00551928j -0.00118383+0.0056717j 0.00134339+0.0025016j -0.00442915-0.00421208j -0.00252012+0.00424177j 0.00268308-0.000446492j 
-0.00312043+0.000925846j 0.00114283+0.000797328j -0.000926456+0.000705557j 0.00276068+0.00130427j 0.000995175+0.000828413j 0.00412639+0.000426912j -0.00472747+0.00019272j 0.00136781+0.000553456j 0.00381328+0.000486695j -0.000169989-0.000946766j 0.00268603-0.00354633j -0.00454386-0.00196701j 0.000132201+0.00380899j -0.00305092+0.000161692j 0.00103761-0.00351434j -0.000584075-0.00384846j 0.00848757+0.0019966j 0.0100521+0.00355909j -0.000412731-0.00436345j -0.00972373-0.00858946j 0.000968482-0.00142333j -0.000422373+0.00020789j 0.00680124-0.00221438j 0.00405599+0.0020411j -0.00499805-0.0103908j -0.00207157-0.00341175j -0.000517706+0.00414106j -0.00426101-0.00346042j -0.00354639+0.00216952j 0.00470993+0.00427338j 0.00682875+0.00426131j 0.00463521-0.000956164j 0.00658089+0.00613584j 0.00710992+0.00472209j -0.00240134-0.00410241j 0.00125978-0.000230649j 0.00261508-0.0017975j -0.00942891-0.0108198j -0.00263926+0.00414925j 0.00443227-0.00285002j -0.000978631+0.00214693j -0.000253516+0.00753359j 0.00231492-0.00144839j -0.00354286-0.0133016j -0.00218714-0.00203108j -0.00172388+0.00363098j -0.00820455+0.00169172j 0.00304783+0.00670403j -0.0028091-0.00315674j -0.00285613-0.00386197j 0.00565538+0.00705502j 0.000469277-0.000577376j 0.000265156+0.000863241j -0.00172184+0.000770809j 0.0023461+0.00177615j 0.000932701+0.00209784j 
0.00197212+0.000243001j -0.00117248+0.0022198j 0.00145452-0.00190532j -0.000976145-6.03971e-05j 0.000136998+0.00195811j -0.00672509+0.00049748j 0.00393721-0.00256572j 0.00272508-0.00236921j -0.00110452-0.00305013j 1.35619e-05-0.00140672j -0.00850275-0.000439866j 0.000200934+0.00231723j 0.00287529+0.00108047j 0.0028051+0.00070028j -0.00186019-0.00472418j -0.00953814-0.00157792j 0.00382406-0.000657856j 0.00552745-0.00176747j -0.003222-0.00035717j -0.00515982-0.0059294j -0.0110393-0.00403621j 0.00226744-0.00259589j -0.00889722-0.00261297j -0.000124159-0.00152278j -0.00369892-0.0045175j -0.00305684-0.00424126j 0.00778465+0.00452799j -0.00334131+5.13716e-05j 0.0118911+0.00239838j 0.000930042-0.000890637j 0.00484378-0.00125022j -0.00107057-0.00117456j 0.00273033-0.00571987j 0.00116727+0.00198526j 0.00256752-0.00281819j 0.00618502+0.000893339j -0.000505029+0.000211761j -0.0010748-0.00249124j -0.0028926+0.00239665j -0.00733504-0.0107652j 0.00329664+0.00129348j 0.00400282+0.0101367j 0.0029729+0.0025765j -0.00633127-0.00479813j -0.000174882+0.00573149j -0.00323263+0.00216862j 0.00492391+0.00728853j 0.00143859+0.00109425j -0.00630735-0.00162685j 0.00649784+0.00552781j -0.00614877-0.00321814j 0.00199903-0.00426676j -0.0006041-0.000141112j 0.002668-0.000443795j 0.000102643-0.00186887j -0.00471447-0.000247896j 
0.00394811+3.87685e-05j 0.00291649-0.00272867j 0.000668982+0.00327618j 0.000706884-0.00119862j 0.00276977-0.000486679j -0.000975386+0.000642666j 0.000843154+0.000624576j -0.00374212+0.00382251j -0.00322343+0.00251161j -0.00125485-0.000680893j -0.00433204-0.00311357j 8.34701e-05+0.001782j 0.00434348-0.000635448j 0.00365574+0.00107192j -0.00698614+0.00450811j -0.00454291-0.00369962j -0.000663929+0.00169294j -0.00786299+0.00781913j -0.00162532-0.000798552j -0.00700705-0.00204279j -0.00120254-0.00472375j -0.00747317+0.000252964j -0.0071686-0.00174694j 0.00173264-0.0062141j -0.00755267+8.14494e-05j -0.00294437-0.000935038j 0.00861302+0.00228826j 0.0041632+6.74575e-05j -0.000238623+0.00313667j -0.0022726-0.00168484j -0.0066151+0.00151869j -0.00880906+0.00126945j -0.00392329+0.00684105j -0.00189908+0.00151615j -0.00523688+0.00432027j -0.00772635+0.00850694j -0.00249872+0.00154446j -0.00249588+0.000823247j 0.00814686-0.00242627j -0.00596509-0.00764282j -0.00268291+0.00450126j 0.00177577+0.00371653j -0.00788174+0.00023037j 0.00177499-0.00355736j 0.00685083+0.00385496j 0.00201513+0.00182847j 0.00359889+0.00734786j 0.000209495-0.00122403j 0.0111525+0.0017932j -0.00042104+0.00515925j -0.0022225-0.00071736j -0.00495809+0.000293993j 0.00158167-2.86178e-05j -0.00187961+0.00390503j -0.0031962-0.00241136j 0.00564648-0.00042055j 
-0.000929417-0.000293197j -0.00182849-0.00141752j 0.00318959+0.00136292j -0.00103754-0.00260911j -0.000141413-0.00254378j 0.00710856+0.00462441j -0.00504349-0.00278956j -0.00237172-0.00221557j -0.00293771-0.00165559j -0.00435589-0.00639532j -0.00166937-0.00187213j 0.00525786+0.00372226j -0.00175519+0.00270855j 0.00461651+0.00650105j -0.00317704-0.00321231j 0.00100459+0.000399202j 0.00110319-0.00219532j 0.00349621-0.00177328j 0.00511162+0.00711658j 0.00450889+0.00194158j -0.000174666-0.00619116j 0.00257638+0.00296085j 0.000495459-0.00198533j -0.00596079-0.00685225j -0.000489+0.00469606j -0.000228287+0.00237468j -0.00404264+0.000320863j -0.000618775-0.00132386j -0.00104402-0.00813504j 0.000733855+0.00121591j 0.00202087-0.00313266j -0.00321409-0.00958205j -0.000686471-0.00706898j 0.00332134+0.00498352j 0.00186504+0.00764554j 0.00506333+0.00576082j 0.000723085+0.00328891j 0.00255381+0.00451458j -0.00266432+0.0023033j 0.0024262+0.00152745j -0.00164167-0.00174418j -0.000609048-0.00400658j 0.00111368+0.00343625j 0.000218087-0.000131356j -0.00102025+0.00855995j -0.00243816+0.00238122j 0.000151707+0.00441463j 0.000349034-0.00790556j -0.000323741+0.00386571j -0.000864042-0.00642121j 0.00253306+0.00487404j -0.000196805+0.00311318j 0.000396881-0.0023038j 0.000988951-0.000491795j 0.000326128+0.000896324j -0.000172802-0.00156025j 
0.000850599-0.000747677j 0.000451807-0.000941396j 0.000201515+4.41504e-05j 0.000392168-0.00165649j 0.000816365-0.00210574j 0.000404046-0.00208761j -0.000572422+0.00254277j 0.00121907-0.00155462j 0.00106109-0.00262554j 0.00104656-0.00131009j -0.00344352+0.00166221j -0.00130401+0.00449522j 0.00217209-0.00102417j 0.000193864-0.000448083j -0.00215659+0.00274486j -0.00380163+0.00702246j 0.000118352-0.00516776j 0.00179262-0.00485724j -0.00395433+0.00184652j -0.00854864+0.0123876j -0.000983284+0.00272599j -0.00183466+0.00356912j -0.00147346+0.000168737j 0.000408203-0.00307102j -0.00895904+0.00917607j -0.0033534+0.00313332j 0.00515902-0.00666851j -0.00322265+0.00471474j 0.0021615+6.15922e-06j 0.00055591-0.00216258j 0.00202419-0.00360392j -0.00139396+0.000879828j 0.00597851-0.0053809j 0.00194546-0.00458832j -0.00249507+0.00221257j 0.000575672+0.000953199j -0.000530923-0.00193421j -0.00786834+0.00790744j 0.00438637-0.00145778j -0.00744657+0.0034108j 0.00534037-0.00109707j 0.00965691-0.00337595j -0.00366438+0.00126967j -0.00967509+0.00480707j 0.000471478-0.00134022j 0.00330082+0.00101777j 0.0051239+0.0020608j 0.0044722-0.00177297j -0.00294841+0.00117072j -0.00121489+0.000483697j 0.00417965-0.00238694j -0.00189898+0.000739159j 0.000836948-0.000653639j 0.00269688-0.000469199j -0.00136738-0.000127423j 0.00121965-0.000336381j 
-0.00226893+0.00146252j -0.00115582-0.001412j -0.00231132+0.00170726j -0.000919956+0.00127409j -0.00195194+0.000149856j -0.000968061+0.00386347j 0.0014731-0.00294015j -0.000786732+0.00228761j -0.00294858+0.00520673j 0.00161511+0.00463747j 0.0030449+0.0048787j 0.000891552-0.00620992j -0.00331643-0.0041295j 0.0032055-0.000673016j -0.00138885+0.00123684j -0.00850252+0.000129238j -0.00654715-0.00584972j -0.0012709-0.00525454j 0.00515375+0.00121654j -0.00284941+0.000911856j -0.00274942+0.00619293j 0.00306194-0.00249591j -0.00376273+0.00677187j -0.00287257+0.0023796j -0.000475367-0.00605441j -0.00110484+0.00494762j 0.00203932-6.36609e-05j -0.000947307-0.00281503j 0.0031105-0.00551967j -0.00154058-0.0056296j 0.00368792+0.00288865j -0.00506343-0.00156009j -0.00580975+0.00337746j -0.00153459-0.00656209j 0.000395749-0.000314532j 0.00134715-0.00902595j 0.00885217+0.00757018j 0.000360762-0.00118294j -0.00104118+0.00313795j -0.0066961+0.001543j 0.00025217+0.00614078j 0.00324909+0.000790921j 0.0034245-0.00610045j -0.000514224+0.00482143j 0.00417713-0.0018394j 0.00118572-0.00246018j 0.0047665-0.00469791j -0.00165663+0.000200472j 0.00152812-0.000413739j 0.00423746-0.00328943j -0.0049029+0.00247021j -0.000817104+0.000727985j 0.000117395+0.00142208j -0.00609799+0.000461453j 0.00253316+0.000841413j 0.00140608-0.00135538j 
0.000218462+0.00259152j 0.00170822+0.00058618j -0.000613328+0.00241397j 0.000978562+0.00158458j 0.0015148+0.00284151j -0.00160106+0.00343986j -0.000219831-0.0017856j -0.00241461+0.00211867j -0.000305664+0.00469232j -0.0078055-0.000285288j -0.00246995+0.00360355j 0.00375971-0.00150169j 0.00479349+0.000571801j -0.00151112-0.00631867j 0.000907869+0.00249828j 0.00544023+0.00717099j 0.00619806+0.00521329j 0.00252281+0.00010394j -0.00176763-0.00518048j 0.00064051+0.00305882j -0.00494199+0.00496567j -0.000587886-0.00581305j 0.000523262+0.00348943j -0.00113378+0.00150505j 0.00424319+0.00402389j -0.00127504+0.0021858j -0.00258094-0.00294793j -0.000191971+0.00370447j 0.00129473-0.00676039j 0.00286454+0.00335304j -0.00012629-0.00578115j 0.00449133+0.0116104j -0.0052783+0.00419749j 0.00377407+0.00380441j -0.000770572-0.00187359j 0.00490906+0.000433547j 0.000471608-0.00984196j -0.00114159-0.00139935j -0.00117326-0.000466901j -0.00128314+0.00322027j -0.00247617-0.00806741j -0.000429325-0.0038743j 0.00483365+0.00185783j -0.0040081-0.00159503j 0.00503483-0.0020826j 0.00387557+0.00395655j 0.00479904-0.00331656j -0.00206894-0.00192864j 0.00209235+0.000723462j 0.00298082-0.000233768j -0.00313349+0.00301902j -0.00166513-0.00127921j 0.000500671+0.000989617j -0.00545927+0.00304737j 0.00229717-0.00126207j 0.0018647+0.000658035j 
-0.00181636-0.00103767j -0.00448194-0.00110994j -0.00101035-0.00270938j -0.00227699-4.38442e-05j -0.00203114-0.00204934j 0.00243119-0.00170458j -0.00421367-0.00212024j 0.00790208+0.00227725j 0.0025603+0.00326853j -0.00191056+0.0021648j -0.000953328+0.000535753j -0.00118774-0.00162391j 0.00855817+0.00610444j 0.00918286+0.00246792j -0.00519923+0.000707075j 0.00454894+0.00188524j -0.000329902-0.000276585j -0.00779202-0.0117532j 0.00121591+2.80242e-05j 0.00153139+0.000908873j -0.00641811-0.00514501j -0.000432624-0.000331576j -0.00647476-0.00338731j -0.000332445+0.00916104j -0.00588574-0.00396244j 0.0091947+0.00988911j 0.00398339+0.00150739j 0.00249365+0.000817528j -0.00605611-0.00312139j -0.000677359+1.99355e-05j -0.00516682-0.00264963j -0.00321777+0.000465894j -0.00269087-0.00123224j -5.96895e-05-0.00222761j 0.00584211+0.00289943j 0.00279+0.000431603j -0.00166272-0.00501089j 0.00504338+0.00550191j 0.00837859+0.0142809j -0.00276913-0.00663608j -0.000306999+0.00216809j -0.00060606-0.00506128j -0.00228446-0.0048291j 0.00127898+0.00062466j 0.00385144+0.00148374j 0.000617605+0.004352j 0.00268111-0.000320423j -0.00169676+0.00255649j -0.0014738-0.00460131j -0.00149282-0.00364272j 0.0023325+0.00125037j 0.00189251+0.00138743j -0.00119435+0.000844894j 0.00110904-0.00301228j -6.82621e-05+0.00164616j -0.00215544-0.0024761j 
-0.000899735+0.000867347j 0.000577585-0.00365388j -0.00615418+0.00430378j 0.00158265-0.000789438j 0.00243672-0.00227639j -0.00629655+0.00347477j 0.00390151-0.00276663j 0.00304958+0.00101849j 0.00428608+0.00083532j 0.00351938+0.00455309j 0.00183402+0.00102988j -0.000565904+0.000361834j 0.00317377-0.00240953j -0.00541284+0.00771033j 0.00299425-0.00592036j 0.00538183-0.00545342j 0.00527742-0.00836266j -0.00316083-0.00774271j -0.0106061+0.00453338j -0.000366473+0.00419805j 0.00687195+0.0010145j -0.00543944+0.00073226j -0.00256235-0.00541696j 0.00809697-0.00163313j 0.000419653-0.00694217j -0.00036325+0.00713596j -0.00342223+0.00223134j 0.00186013+0.000403298j 0.00674519+0.000730684j 0.00534139-0.00455552j -0.00299943+0.00102574j 0.0153506-0.00495961j 0.00349939+0.000762588j -0.000510583-0.00541803j -0.00751307+0.00230624j -0.00166335-0.00233563j -0.00993149+0.00211015j -0.00307977+0.00643562j -6.21309e-05+0.00414358j 0.000471046-0.00475926j -0.00802267+0.000438384j -0.00052295-0.000948596j -9.23023e-05-0.00494286j -0.00245029+0.00431114j -0.00760617-0.00262182j 0.003467-0.00310848j -0.00387788+0.000102485j 0.00503439+0.00158255j -0.00362715-0.0012004j 0.004789+0.000844101j -0.00502994-0.00195607j -0.00320104-0.000264152j 0.00372156+0.00263237j -0.00435548+0.000344478j 0.000994415+0.000131363j 0.00422202-0.00162184j 
-0.000474214-0.00237504j -0.000187152+0.00236338j -0.00138232-0.000745383j 0.00068809+0.00152326j 0.000189535+0.00254182j -0.00809341+0.00507562j 0.00323643-0.00542135j 0.00275611-0.00370761j 0.00166797-0.0011602j 0.00707539-0.00703014j 0.00209939-0.000229613j -0.00406788+0.00502145j -0.00148347+0.000602661j -0.00103875-0.00195022j 0.00265592-0.000283088j 0.000165756+0.00870637j -0.00398426+0.00931864j -0.00341755+0.00818354j -0.00325023+0.000515612j 0.00251557+0.00188808j 0.00171997+9.3671e-05j 0.00070987+0.00106417j -0.00054317+0.00541688j 0.00586028-0.000766604j -0.00363644+0.00279116j 0.00249323-0.00304881j 0.00145011-0.00758437j 0.00227073-0.0011636j 0.00827334-0.000654184j -0.0071896+0.00541284j 0.00218617+0.0006377j 0.00237038+0.00665008j 0.00167079-0.000448184j -0.0101409+0.00708097j -0.000769248-0.00264722j -0.00713159+0.00461274j 0.00101813-0.00352173j 0.00360654-0.000209452j 0.000910585-0.00358046j -0.00330734+0.00487107j 0.00754382-0.00475618j 0.00391463-0.0026006j -0.00336158+0.00432197j 0.00630519-0.00159828j -0.00543877-0.00218773j -0.00634103-0.000684166j -0.00240901-0.00337348j 0.0061522+0.00179673j -0.00367742-0.00116507j 0.0076135+0.000954265j -0.00711111+0.00221326j -0.000282895-0.00186288j 0.0009564+0.000703999j 0.00102072-0.00198302j -0.00129828+0.00123897j -0.00373283+0.00169706j 
0.00273328-0.00312309j 0.00137013+0.00201407j 0.00447169-0.00313744j -0.000414892+0.000116901j 0.00186252-0.000367191j -0.000226534+0.00131666j -0.00193443+0.00183883j -0.00016239-0.00316957j 0.000574163-0.0034884j -0.00513586+0.00395538j -0.00366414+0.00598779j 0.00315617-0.000221077j 0.00693277-0.0090845j -0.00123409-0.00460005j -0.000109056+0.00345763j 0.00650118-0.00541545j 0.00836129-0.00334612j 0.00183869+0.00787515j -0.00369442+0.00401653j 0.00393977-0.00319621j -0.00785598+0.00515371j -0.00236172+0.00413267j -0.00488358+0.00415963j -0.00109422-0.00229888j 0.00579782+0.00455278j 0.00231722-0.00737048j 0.00118223-0.00246436j 0.00711669-0.00113512j -0.00291292+5.0774e-05j 0.00282042+0.00155789j -0.0082626+0.00283096j 0.00662124-1.19255e-05j -0.000735197+0.000326339j 0.00713598+0.00221758j 0.0034965-0.0026501j 0.00861309+0.000330633j -0.0149511+0.00274202j 0.00480559-0.00236656j 0.00348514-0.00673728j -0.00460504+0.00170164j -0.00663902-0.00081164j -0.0034077+0.00231707j 0.00497969+0.00519238j -0.00415141-0.000866403j 0.00392823-0.00188911j 0.00432758-0.000952921j 0.00432896-0.00241129j -0.00210592-8.27171e-08j 0.000384364+0.000316605j 0.00328881+0.000976371j 0.0011686+0.00142548j -0.000392702+0.000119822j -0.0017442-0.00201702j 0.00550598+0.000137442j -0.00375276-0.00045706j -0.00283808+0.00189705j 
-0.00445535+0.00266045j 0.00115727+0.00223321j 0.00100757+0.00239922j 0.00305297+0.000499334j -0.00479889+0.00180681j -0.00272976-0.00350517j -0.00342271+0.00429193j 0.00359789-0.00588419j 0.000667443-0.00465067j 0.00131437+0.00141148j 0.00746398+0.00185728j -0.00716333-0.00144533j 0.00599828-0.00497473j 0.00212594-0.00470767j -0.00179663+0.00309163j 0.00124712-0.00432679j -0.00339931-0.0027101j -0.00277953+0.00804362j 0.00719278-0.000516317j -0.000149828+0.00207236j -0.00761111+0.00136515j 0.00951576+0.00434432j -0.00211586+0.00262684j 0.00894544+0.000573301j -0.00605184+0.00186873j 0.0119831-0.00468517j 0.00218163-0.000604678j 0.00527336+0.00309409j -0.00618727+0.00369854j -0.00276437-0.00401234j 0.00266541+0.00460992j -0.00171871-0.0014838j -0.000890495-0.00015996j -0.00135399-0.000651727j 0.00447709-0.00280783j 0.00118975-0.00402709j 0.00191961+0.00413169j 0.00390979-0.000579549j 0.0136894-0.00249776j -0.00340582+0.00112236j 0.00378404+0.00318462j -0.00641038-0.000565594j -0.00162887+0.00171048j -0.00140781-0.000187168j -0.00304659-0.00464748j 0.00271745-0.00228913j -0.00223596-2.48913e-05j 0.00508216+0.00206375j -0.00340461+0.00297761j -0.00427378+0.00215538j 0.00376397-0.00145329j 0.000178106-0.00251687j -2.77514e-06-0.000578584j -0.00307671+0.00026489j 0.00448768+0.00130372j -5.78028e-05+0.00127722j 
-0.000576726-0.00188165j -0.00256361+0.00129546j -0.000492517+0.000218789j -0.00226499+0.000801444j -0.000245535-0.00161013j 0.00161086+0.00576901j -0.00174291-0.0019335j -0.00133438-0.00364903j 0.0020041-0.00390702j 0.00510821-0.000163102j -0.000638028+0.00224017j 0.00341396+0.000266017j -0.00254222-0.00825619j 0.00424818-0.000672718j -0.00253132-0.000268622j -0.00305514-0.00572479j -0.00458078-0.00468429j -0.00580344+0.00343778j 0.000380272+0.00874843j 0.0011096-0.00342981j 0.00294002+0.0022294j -0.00123388+0.00380793j -0.00298711+0.00825509j -0.00176718-0.00465403j -0.00140538+0.000489419j 0.00221471-0.00452691j 0.000763056-0.00156257j -0.00390391-0.00679808j 0.00186382-0.00255463j -0.000682536-0.000767406j -0.0010232+0.00688325j -0.00016494-0.00854683j 0.00101681-0.000683034j -0.00183817-0.000633192j 0.000711029-0.00023391j -0.000255382-0.00180807j -0.00244458+0.0115027j 0.0048464-0.00495352j 0.00160444-0.00546371j -0.00495847+0.00385444j -8.2501e-05+0.00556086j 0.00136777+0.00228553j -0.00125886-4.61751e-06j 0.0023619+0.00212532j -0.000703649+0.00235461j -0.00168834-0.00275816j 0.00124553-0.00178207j 0.000356761-0.00179439j -0.00240784+0.00164099j 0.00170587-0.00502299j -0.00126039+0.00332487j 0.000749491+0.00202832j 0.00144044-0.000689706j -0.00041457-0.00161505j -0.00127255+0.00151479j -0.0025179-3.98331e-05j 
