0.00132321+0.0117301j -0.0060784-0.00744772j 0.00235457-1.1538e-05j -0.000978552-0.0111005j -0.00130824-0.00348655j 0.00378485+0.00413088j -0.00221697-0.00476761j -0.00101708-0.00954065j -0.00199024-0.00892235j 0.00288604+0.00502733j -0.000723655-0.00125786j -0.00028924-0.00445352j -0.0030077+0.0051421j 0.00395518+0.0102712j -0.000916877-0.0037476j 0.00192842+0.000206484j 0.00477266+0.00980087j -0.00165364-0.00666291j 0.00199155+0.00300079j -0.00368452-0.00851297j -0.0026593-0.00294208j 0.00342321+0.01084j -4.48953e-05-0.00205712j -0.00151286+0.000430023j 0.000910229+0.000694062j -0.00176427-0.00507493j 0.00118263-0.00794642j 0.000284763+0.00228223j -0.000266483-0.00803116j -0.00226-0.000134279j -0.000952458+0.00375587j 0.00394331+0.0048082j 0.000213978+0.0101917j -0.00291325-0.00769275j -0.00109957+0.00701828j 0.000519439-0.0123097j 0.00276894-0.00685632j -0.000378932-0.00053513j -8.79183e-05-0.00235542j -0.000412053+0.00477177j -0.00505302+0.00708172j -0.000463369+0.00093108j -0.00387523+0.00807922j -0.0027096+0.000640337j -0.00220331-0.00190954j 0.00025667+0.00635251j 0.00130661-0.00223104j 0.00574563-0.00674685j 0.00475152-0.00404045j -0.00034474+0.010288j 0.00236508-0.00577499j 0.000456937-0.000177016j -0.00621196+0.00653952j -0.00361668-0.000464312j -0.00420511-0.00230754j -0.00626149+0.0134691j 
0.00229949-0.00643361j -0.00315771+0.00328832j 0.00161567+0.00422659j 0.00131541-0.00240976j 0.00215357-0.000143745j -0.00486538-0.00580761j 0.0060011-0.0107438j -0.00204682-0.00229415j -0.00185049+0.00686654j 0.0014647+0.0125028j -0.0102133+0.00136252j 0.000280827+0.000794048j 0.0079594-0.00101206j -0.00141759+0.0020009j -0.00427345+0.0100949j 0.00446093-0.0020552j -0.00619589+0.00558605j 0.00331609-5.56599e-05j 0.00112963+0.00351501j 0.000568313-0.00202805j 0.000904985+0.00448328j 0.00295118-0.00123588j 0.00343832-0.00281144j 0.000398033+0.000795396j 0.000328272-0.00209026j 0.00264929+0.00222711j 0.000996432+0.00104928j -0.00215395-0.00027578j -0.00458634-0.00241017j -0.000803101-0.00161256j 0.00243595+0.00127327j 0.00559332+0.000701808j -0.00277497-0.00369212j -0.000925328-0.00106821j 0.00133837+0.000426537j -0.00372847+0.000843621j 0.000362565+0.00026625j 0.000151192-0.00105813j 0.000243662+0.00313057j 0.00133056+0.00359902j 0.00229402+0.00201501j 0.00248449-0.00241903j -0.00287903+0.00153417j -0.00497348-0.00179208j 0.00341472-0.00230019j -0.000196734-0.000552322j -0.00211958+0.00167319j 0.000167519+0.000848167j -4.45378e-05+0.00158983j -0.00545552+0.00143715j -0.00300474-0.000126513j 0.0033175-0.00123916j 0.00320482-0.000110757j -0.00318827-0.000757138j 0.00125521+0.00196455j -0.00305302-0.000180299j 
-0.000532482+0.00325314j -0.00163662+0.00170776j -0.00157969-0.00381703j 0.000701791+0.00250156j 0.00390866-0.000673065j 0.00142046+0.00847153j -0.00283115+0.00100019j 0.00627234+0.00488835j 0.00108471-0.0068126j -0.00110454-0.00870773j 0.00388567+0.00136668j -0.0041426+0.00444381j 0.000640271-0.00386321j 0.00287289+0.0009038j 0.00169442-0.00791322j 0.00188606+0.00139189j 0.0035336-0.00165342j -0.0013116-0.00390595j 0.00294368-0.00102376j 0.0025598+0.00674252j 0.00166206-0.00586221j -0.00314042+0.00257054j 0.000211874+0.00192005j 0.000332972-0.00166745j -0.00262609-0.00217691j 0.00123359-0.00352197j -0.000954798-0.00258074j 0.00224853+0.00173199j -0.00410795+0.00304675j -0.00338476+0.0031836j 0.00298151-0.00150383j 0.00310862-0.00309789j -0.00432612+0.000428045j 0.000322557+0.000678024j 0.00130642-0.00227593j -0.00066007+0.001288j -0.000530867-0.00167221j -0.0015866-0.000984787j 0.00121768-0.00166711j 0.00262038-0.00118369j -0.000267523-0.00295547j 0.00110841-3.62061e-05j -0.00152781-0.0015143j -0.000540684+0.00393248j -0.00114837+0.00128398j -0.00123338+0.00187194j 0.000154113+0.000521378j 0.00029052+0.00089091j -0.000460469-0.00235806j 0.00148525+0.00119226j -0.000169903-0.000124847j -0.000648721-0.00136826j 0.000477307+0.00151498j -0.0011539+0.000549409j 0.00169075-0.00101319j -0.000276972+0.000402224j 
0.000960613+1.95231e-05j -0.00283822+0.00937755j -0.00113631+0.00772206j 0.00271369+0.00821297j 0.00721282-0.0121279j 0.00140046-0.00336501j -0.00507884-0.00456201j -0.00423271-0.00112947j -0.00458809+0.0132746j 0.0122943-0.00223041j -0.0102993+0.0132913j -0.00332043-0.00186307j 0.00127158-0.00139918j -0.00341607+0.00667029j 0.0019517+0.00233329j -0.00300619+6.31009e-05j 0.00121244+0.00574298j 0.00986595-0.0106727j 0.00224444-0.0030979j 0.00752049-0.00198125j -0.00311111+0.0026033j 0.00158053+0.000938842j -0.00249046-0.000388211j -0.00150642+0.000583167j -0.00290447-0.000355345j 0.000459926-0.000930433j -0.000652405-0.00142201j -0.00097524+0.0053635j -0.00169178+0.00323768j -0.000816453+0.000488968j -0.00160057+0.00108288j 0.00019559-0.00242542j -0.00258071+0.00180917j 0.0032207-0.00264984j -0.00473854+0.000409808j -0.00204835+0.00520135j -0.00439306+0.00063599j -0.00122644+0.000626697j 0.000920011-0.00243166j 0.000128513+0.000944032j 0.000203323-1.0281e-05j 0.00179129-0.00268282j -0.00219886+0.00272613j 0.00486803-0.000608108j -0.000100079-0.00108036j -0.00252439-0.000391306j 0.00291861-0.000710532j -0.00237702+0.00309649j -0.00317495+0.002826j 0.000666337+0.00205549j 0.0015121+0.00085284j 0.00115235-0.00541143j 6.56714e-05+0.0017372j -0.00335732+0.00296614j 0.000899404-0.00034445j -0.00257584+0.00234077j 
0.00258583-0.0119431j 0.000907651+0.000866768j 0.000441501+0.00228429j 0.00586499-0.00581132j 0.00774513-0.00172088j 0.00740929-0.00213193j 0.005236-0.00298414j 0.00641184+0.000907666j -0.0133735+0.00148019j -0.00974873+0.0124752j -0.00382534+0.000141485j 0.00660942-0.00221714j 0.000451557-0.000183109j 0.000721514+0.00332902j -0.0119723+0.00442086j 0.00281081+0.00136951j 0.00020911-0.000891397j -0.00816892+0.00215282j 0.000483564-0.00470846j 0.0096401+0.00229807j -0.00575629+0.000111475j 0.00614439+0.000735927j 0.00439275+0.00190058j -0.00102464-0.0032637j -0.00204658-0.000609516j 0.00150471-0.00114716j -0.00107692+0.0011368j -0.000970407+0.00644432j 0.000450505+0.00240223j 0.000544752+0.000474171j -0.000841099+0.00241831j -0.00126331-0.00142523j -0.000457598+0.00214554j 0.00017759+0.00110709j -0.00403187+0.000399375j 0.00133523-0.00221964j -0.00220528-0.000499151j -0.00151326-0.00178407j -0.00276025+0.00101719j 0.000620737-0.00118005j 0.00106997-0.00396449j -0.00141997+0.000785973j 0.000438003-0.000509149j 0.00128631+0.000652089j 0.00243632-0.00351962j 0.000982783-0.00175915j -0.00166046+0.00107935j 0.00360763-0.00230349j -0.000330465+0.000532141j -0.00265837+0.00307487j -0.00241088+0.00381366j -0.00364872-0.000635423j 0.00615738-0.00223509j 0.000632554-0.000239567j -0.00275934+0.00286729j -0.00245896+0.00327559j 
0.00298311+0.00255275j -0.00308611+0.0118294j 0.000839739-0.00865617j -0.00627935-0.00752837j 0.000628722-0.00977571j 0.0019535-0.00257316j 0.000507248-0.000582419j -0.00323419+0.00102074j -0.00172343+0.00944165j 0.00660852-0.000896356j -0.00440042+0.00185431j 0.0012875+0.00297969j 0.00268352-0.00455432j -0.000779362-0.0026152j 0.00375046+0.000757072j -0.00278445+0.00262074j -0.00114479-0.00567611j 0.00539968+0.00579314j 0.00237198+0.00374444j 0.000546788-0.0099133j -0.00139329-0.00290551j 0.00279796-0.000603587j 0.00120778-0.00490035j 0.00156276+0.00163181j 0.000568865+0.00183978j -0.00102894-0.00230888j -0.000872806-0.000919118j -0.000680198-0.00525351j 0.00239414-1.62204e-05j 0.000924724+0.00228088j 0.000787625-0.00293137j -0.00111461-0.00140904j -0.00260431+0.00306413j 0.00417771-0.00233097j -0.00427242+0.00194571j -0.00347255+0.000572578j -0.000804583+0.00065263j -0.000159763+0.00132325j 0.00204708-0.00112639j -0.00181637-0.00166482j -0.000906866+5.82404e-05j -0.00231362+5.19164e-06j 0.000266729-0.00168369j 0.000125715-0.000202851j 1.34393e-05+0.00202341j -0.00305837+0.00525374j 0.00412574+0.000263537j 9.44618e-05-0.00502956j 0.00212549-0.000431012j -0.00342266+0.00150444j 0.00283626-0.00337134j 4.22602e-05+0.0046563j 0.0036898-0.00597265j -0.0015078+0.00268458j 0.00510623-0.00623165j -0.00395498+0.00020646j 
-1.30345e-05-0.000659358j -0.00297236+0.001013j -0.0108342-0.00747402j -0.00958477+0.00356608j 0.00882256+0.000636483j 0.0052814+0.00431358j 0.00604519-0.000458031j 0.00631636+0.00793445j -0.00697608-0.00628707j 0.00127605+0.000319706j -0.00525131-0.003232j 0.00131526-0.00332494j -0.000528842-0.000558654j -0.00351199+0.000905599j -0.00204585-0.00517884j 0.000717012+0.00396091j -0.00462819-0.00099292j 0.00908757+0.00319316j 0.00351169-0.00268287j -0.000529942+0.00974545j -0.0030117-0.00582323j -0.000925772+0.000424567j -0.00141068+0.00330682j 0.00106186-0.00444783j 0.000569226-0.00326678j -0.000376607-0.00536422j -0.000382726-0.000873748j -0.0066387+0.00464259j -0.000412331-0.00141589j -0.000863094+0.00240426j -0.00151197-0.00169165j 0.00169301-0.000813635j 0.000846266+0.000261472j 0.00241948-0.000312624j 0.00025546-0.000306173j -0.00505189-0.00188202j -0.00106485-0.00345856j -0.000522101-0.00122507j 0.00135869-0.00092718j -0.00200122-0.000553104j -0.00143269-0.00351318j 0.00218267+0.00504585j -0.00205966-0.00541936j 0.000322759+0.00459464j 0.00036758+0.000439062j 0.000992959+0.00169136j 0.0011811-0.000226024j -0.00476237-0.00303218j -0.000883246-0.00517956j -0.000674209+0.00309036j -0.00111742-0.000748342j 0.0036423+0.00271806j -0.00113529-0.00248025j -0.00162336-0.00117627j -0.000570962-0.00237214j -0.00263181+0.000799678j 
0.00487695+0.00654576j -0.00116971+0.00044393j -0.00706963+0.00993345j 0.00626756+0.0100303j -0.000354694+0.000367066j 0.00508692-0.00210272j 0.00162253+0.00059142j 0.00422853-0.00947072j -0.00790548-0.00368875j -0.00946206-0.00433849j -0.00236078-0.00391104j -0.00180331+0.00230758j -0.00158742+0.00246223j -0.00238346-0.0038031j -0.00901164-0.00234356j 0.0041252-0.00291418j -0.00346896+0.00210658j 0.00166015-0.00449304j -0.000770632+0.000657709j 0.0068173+0.00143463j -0.00630905+0.000195107j 0.00192276+0.00492536j 0.00305004+0.00216738j -0.00263394+0.00177402j -0.00247041+0.000703875j -0.00380312+0.000794128j -0.00102555+0.000295221j 0.0026992+0.000152961j -0.00109926+0.00122224j 0.0025625+0.000865713j -0.00189551-0.0016775j -0.000504669-0.000470115j -0.000108061-0.00141903j 0.000106089-0.00130051j -0.00178633-0.00277125j -2.62498e-05+0.00323008j -0.00202927-0.000593256j -0.000818019+0.00105734j -0.00133628-0.00128558j -0.000210679+0.000483545j -0.00235496+0.00365827j 0.00353277-0.00249569j -0.0048285+0.00206246j 0.00427319-0.000833112j 0.00178137+0.00168328j 0.0023075-0.00117608j -0.000300287-0.00109839j -0.00139386+0.0049167j -0.00506569+0.0017438j 0.00132967-0.00372145j -0.00123221-0.00138515j 0.00265503-0.00375338j -0.00210329+0.0057489j -0.0017416+0.000827576j -0.00128175-0.000680156j 0.0014643-0.00186348j 
-0.00818974+0.00457982j -0.00815241-0.0107526j 0.00282387+0.000933389j -0.00194295-0.000693493j 0.00727847+0.00421328j 0.000690852+0.00198503j -0.0026609+0.00116571j -0.00248209-0.00584531j -0.00640307-0.00193445j 0.00756926+0.00757736j -0.0030492-0.00586521j -0.00432638-0.00242111j 0.00108402+0.00420535j -0.00141435-0.00146636j 0.00516359+0.00579574j -0.00391252-0.00660213j 0.00347935+0.00111946j 0.00292341+0.0062497j -0.00354365+0.00029463j 0.00366888+0.00276337j 0.00259156+0.00163876j -0.00253861-0.00199167j 0.000882194-0.00111619j -0.00155767+0.00137366j -0.000785579-0.000735147j 0.00117042+0.00128111j 0.00231181-0.000738936j 0.00427323-0.00133992j -0.00124107+0.000567621j -0.00228303-0.000159895j 0.000969617+0.00108938j 0.000360689+0.000171234j -0.00108012-0.00213386j 0.00193085+0.00342948j 0.000616143-0.00198038j -0.001073-0.00219446j -0.000536924-0.00158014j -0.000576323+0.000732999j 0.00146531+0.00169052j -0.000106005-0.000826288j -0.000686284+0.000245952j 0.00158139+0.000720719j 0.000858912-0.00031776j 0.00227288+0.00152524j -0.00377545+0.00040186j -0.00366184-0.00418725j 0.00106362+0.0029004j 0.000638952-0.000174737j -0.00155773-0.000292139j 0.00325447-0.00324502j 0.00344778+0.00366984j -0.00027762+0.00111257j -0.0027729+0.00326808j -0.0013743-0.00396803j 0.00286043+0.00598202j 0.00368083-0.00439546j 
0.00723793+0.00925445j -0.00989067+0.00196323j 0.00421457-0.00194053j 0.00258713-0.00109665j 0.00478694+0.00333238j 0.00237891+0.00279156j 0.00306258+0.00719784j -0.00839222+0.00134599j -0.00334373-0.0043991j -0.00146382-0.00358023j -0.00461987-0.00393959j 1.42311e-05+0.00390358j 0.00365074+0.00214115j -0.00316716-0.00354667j 0.000276033-0.005239j -0.00585536-0.000294297j 0.000830524-0.00328112j 0.00269964+0.00282925j 0.00137977+0.00237588j 0.000533129+0.000846765j 0.0026217-0.00374704j 0.000505296+0.00287018j -0.00128922+0.000870918j 0.00149714+0.00196537j 0.000975168+0.000483013j 0.00226926+0.000694436j 0.00036796-0.00088018j -0.00366504-0.00538896j 0.000670485-0.000118252j -0.00174366+0.000317007j -0.00111849-0.0013937j 0.000529794+0.000771191j -0.00168729+0.000416402j 0.00269019+0.000926038j -0.0028185-0.00210245j -0.000728467-0.00241869j -0.000202058-0.00060286j 0.00153278-2.71353e-06j 0.000904545-0.00116173j -0.000670784-0.00111935j 0.00224445+0.000825581j -0.00191265-0.000685173j 0.00201191-0.000355649j -0.000467037-0.00158333j 0.00107309+0.00249821j -0.00356774+0.00116954j 0.00213293+0.000475345j 0.00256857-0.00102904j 0.00115036+0.00218357j -0.00418082-0.00460511j 0.00167891-0.00278297j -0.000143758+0.000164845j 0.00321112+0.00482066j -0.00212548-0.000301759j 0.00373748-0.00177234j -0.00263406-0.00512549j 
0.00781387+0.0103051j -0.0103554+0.00803489j -0.00421296+0.0012848j 0.00156056+0.00603477j 0.00442587-0.00723819j 0.00754027-0.00105934j 0.00420428+0.00365414j -0.000340409+0.000726631j -0.0063513+0.00244932j -0.000600322-0.00875537j -0.0077062+0.00128546j -0.00114106+0.00414065j 0.00243389+0.00098707j -0.00147806-0.000480946j -0.000798798-0.00614861j -0.00391859+0.00215897j -0.00115371-0.00169122j 0.00427175-0.00399819j 0.000593376+0.00151135j 0.00678984+5.65606e-05j -0.00208697-0.00203103j -0.000860434+0.00336914j 9.40767e-05+0.00224335j -8.34391e-05+0.000585252j -0.00184052-0.00059065j -0.00121566-0.00160487j -0.00193917-0.00136041j -0.00235165-0.00122254j 0.00124731+0.00031221j 0.0014714+0.00251693j -0.000682554-0.00191241j -0.000370554-0.000601663j -0.00106689+0.00112637j 0.00234424-0.00272608j -0.0022462-0.000899096j -0.00239619+0.00213784j -0.00281733+0.00106742j 0.000698441+0.000531488j 0.000433946-0.00238472j -0.00146648+2.15256e-05j -0.00143664+0.00106888j 0.00200957-0.00185867j -0.00331662-0.000428251j 0.00269146-0.00202791j 0.00300811+0.00332393j -0.00141355+0.00404749j 0.00230753-0.00201288j -0.00132367+0.001721j -0.00300438+0.00146168j -0.00342151-0.00387607j 0.00162093-0.00494738j 0.00363364-0.00122257j 0.00182393+0.00472201j -0.00417549+0.00114883j 0.00324728-0.00385581j -0.0039716-0.00287797j 
-0.0110447+0.007101j -0.00595023-0.0106501j -0.00350315-0.00530254j -0.00806651+0.00329437j 0.00320604+0.00409041j 0.00113794+0.00583013j -0.00470691+0.00414431j 0.00153921-0.00199793j 0.00066601-0.00775855j 0.00857809-0.000976449j -9.38014e-05-0.00666831j -0.00315175-0.000244016j -0.000496743+0.00308092j 0.00297479-0.00281047j 0.00526275-0.00256251j -0.00130745-0.00246659j 0.00140887-0.00150283j 0.00325008+0.00518676j -0.00159523+0.000149864j 0.000276744+0.00500785j 0.00376592-0.00215338j -0.00360102+0.000700057j -0.00225159+0.00107405j -0.00175576-0.000303222j -0.000921859-0.0015621j 0.00163054-0.000570682j 0.000891767-0.000744066j 0.000974381-0.00221987j -0.000854733-0.000437863j -0.00236839+0.00103439j 0.00122796-0.00220935j 0.000408367-0.00106334j -0.000444476-0.00110986j 0.0028936+0.00311415j 0.00149663-0.00324764j -0.00170154-0.00121464j 0.000767147-0.00309005j -0.000560894+0.000821072j 0.00256222-0.000412665j -0.000498243-0.00112522j -0.00139228+0.000103937j 0.00112331+0.00225692j 0.000964516-0.00211915j 0.0026713+0.00401826j -0.00380946+0.0021775j -0.00212592-0.00190334j 0.00165324+0.00247287j -0.000692983-0.00017146j -0.00303584-0.00280052j 0.00462445-0.00309205j 0.00335337+0.00127256j 0.00213253+0.00212164j -0.00583734+0.00302478j -0.00237873-0.00427498j 0.00387354+0.00350462j 0.00408506-0.00421365j 
