-0.00558544-0.00737409j -0.00629868+0.0047986j 0.0051903+0.00397964j -0.00215269+0.0057107j -0.00123268-0.00190779j 0.00308333-0.000513908j 0.00314761+0.00491647j 0.0048398-0.00192837j 0.00215978-0.00534557j -0.00291746+5.96611e-05j -0.00537308+9.23676e-05j 0.0021709+0.00394554j -0.00293452+0.00265922j -0.00294546+0.00300879j 0.00270907+0.000974953j -0.00458993+0.00175485j 0.00345331+0.0023091j 0.00262897-0.000131146j -0.00265251-2.86557e-05j -0.00201032+0.00130465j -0.00222518+0.00362295j 9.85197e-05-0.00127866j -0.00569325+0.00080953j 0.0044176-0.0010108j 0.00074595-0.000905267j -0.00207797+0.000630689j 0.00187895-0.00155338j -0.00282318+0.0030893j 0.00244198-0.00380078j 0.000791829-0.000322542j -0.0033003+0.00250625j -0.00304303+0.000286677j 0.00163004-0.000913466j 0.000683519-0.00407554j -0.000410985-0.00178173j 0.00172211-0.000181053j 0.00178075-0.000959026j -0.000674225+0.00347312j 0.00159505-0.00082879j -0.00192552-0.00222766j 0.00270777-0.00029461j -0.00207746+0.000558568j 0.000976215+0.00196555j -0.00177107+0.000150518j -0.00151347-0.0028172j 0.00227055-0.000235736j -0.00601363-0.00292903j 0.000285197+0.00324789j -0.000126342+7.2157e-05j 0.00013879+0.00129742j 0.000423922-0.00101464j 0.00429288+0.00102277j 0.0044183+0.000380287j 0.000457499+0.00284892j 0.00394203-0.00103651j 0.00390705+0.00596404j -0.00362671+0.000157j 0.00375293+8.8389e-05j -0.0124956+0.00775012j -0.0124558-0.00392288j 0.00134183-0.00098063j 0.0148006-0.00727532j 0.00325484+0.00456573j -0.0078042-0.0224772j -0.0044899+0.00330874j 0.00451388-0.0237382j -0.00743982-0.024893j -0.00385766-0.0429713j 0.0127456+0.0634762j -0.0541277+0.013747j 
-0.0020656-0.00159983j -0.00198884+0.00167814j 0.00177157+0.0001237j -0.00290316+0.000961689j -0.00205791+0.0012646j -0.00107503-0.000364258j 0.00160329+0.000937398j 0.00124781-0.00170919j 0.00430384+0.000226913j -0.00391565-0.00414264j 0.00191556+0.000182748j -0.000960047-0.00137269j -0.00214466+3.24983e-05j -0.00403912-0.00247829j 0.00597393+0.00203261j -0.00400316-0.00310162j -0.000645918+0.000480123j 0.00791715-0.00366064j -0.00358739+0.00280388j -0.00198769+0.00445606j -0.00392765-0.00173009j 0.00561475+0.000153228j -0.00386674-0.00264353j -0.000126604+0.0041135j 0.00163575-0.0047388j -0.000752689+0.00507779j 0.000575702+0.00444333j -0.0073702+0.0123131j 0.00227327-0.00144606j 0.000373911-0.00198901j -0.00111408-0.00221032j -0.00369769-0.00605077j 0.00214454+0.0023409j 0.000139238-0.00288079j -0.00350635-0.00852007j 0.00342027-0.000982011j -0.00397632+0.00027777j 0.004505-0.00624546j 0.00466339+0.00105078j 0.00565999+0.00150189j 0.00317068+0.00149038j -0.000829235+0.00385265j 0.00679546-0.00361071j 0.00515919+0.00509307j -0.00772544-0.00712302j 0.003733+0.0140325j 0.00160898+0.000737438j -0.00291499-0.00657838j -0.00177587+0.00628715j -0.00386424-0.00157834j 0.00445974+0.00161955j 0.000736501-0.00121024j -0.00822251-0.020508j 0.00443701-0.0071487j -0.0125757-0.0123171j -0.00675166-0.00841717j -0.00774059+0.0197065j 0.0111866+0.0131216j 0.0146367-0.00385606j -0.00773787-0.00926204j 0.00749006-0.0304829j 0.0234013+0.0121237j -0.0468787-0.0152784j 0.0244999-0.0286432j 0.00832309+0.00718151j -0.0390212+0.0122764j 0.0120881+0.00448452j 0.00286585+0.00630367j 0.00167585+0.00428161j -0.0135598+7.31118e-05j 
-0.00376714+0.00174331j 0.00186173+0.0011475j 0.00410984-0.000190917j 0.00632258+0.00371419j 9.76839e-05+0.00229707j -0.00785086-0.00144584j 0.0038417-0.000566497j -0.000478203-0.0047757j 0.0113319+0.00121483j 0.000920143+0.0072775j -0.0104451-0.00750328j -0.000836427-0.00204614j 0.00491935+0.00479075j -3.57294e-05+0.00528842j -0.00194025+0.000692691j 0.000467577+0.00242186j -0.00320299+0.00689925j -0.000239256-0.002432j -0.000585931-0.00270212j -0.00726133-0.000970255j -0.0013651+0.00487498j -0.00794839-0.00190928j 0.00155417-0.00254216j 0.00376218-0.00300821j 0.00214317+0.00180884j 0.00590854+0.000261325j -0.00126638+0.000776256j -0.0217694+0.00847791j -0.0253455+0.00578219j 0.00277197+0.00681569j -0.0123267+0.00124896j -0.0066903+0.0040374j -0.00529078-0.00800407j -0.00118889+0.00321121j -0.00797188-0.00264415j 0.0035144+0.0043808j -0.00857217-0.00155609j -0.00478194+0.00314253j -0.00701959-0.0122221j 0.00458121+0.00901133j -0.00159563+0.00828883j 0.000338224+0.00267197j 0.0111934-0.00580651j 0.00976906-0.000953818j -0.0136653-0.0120011j 0.0124394+0.0163849j 0.000476022-0.0167906j -0.00117964-0.0181805j -0.00379215-0.0120584j -0.0108502-0.00611702j 0.00582283+0.0195054j -0.00497965-0.00440346j -0.0118303-0.00104339j -0.00884329-0.00931394j -0.00552702-0.0121106j -0.00322184-0.0145388j 0.0106633+0.0205679j -0.00481262-0.00628177j 0.0032776+0.0225554j -0.0206757-0.0176315j -0.0166387-0.00962583j 0.00893633-0.0292381j 0.0225289+0.000848907j -0.0015241+0.00626801j 0.0262438-0.00302409j 0.00247149-0.00244787j -0.012805-0.00877166j 0.00829321-0.00401431j 0.00427246+0.00962203j -3.04892e-05+0.0023986j 
-0.000260341+7.68041e-05j 0.00131396-0.00102708j -0.00725169-0.00396594j -0.00102444-0.00541325j 0.00131305-0.00297139j 0.00281374+0.00157625j -0.00249101-0.00189917j -0.0108554-0.00186895j -0.00324586-0.000484463j 0.00928151+0.005173j -0.0099502+0.00319489j 0.000781342+0.00249858j 0.00360594-0.0049543j 0.00580428+0.00187841j -0.000819-0.00781624j 0.00642222+0.00386404j -0.00408015-0.00482236j -0.00418305+0.00262272j -0.0032747-0.00631221j 0.00220904+0.00518307j 0.00231683+0.00381132j -0.00908856-0.0017836j -0.00780814+0.000114649j 0.000201054-0.00650217j 0.00505409-0.000580735j 0.00208694-0.00534914j 0.0109411-0.0139002j 0.00283804-0.00423682j 0.00247152+0.00622481j 0.00305806+0.00418427j -0.00560406+0.0112115j 0.000729707+0.00318292j -0.0132852-0.00144867j 0.00135921+0.00927035j 0.0116695+0.00294262j 0.00530525+0.00193822j 0.00874057-0.0108622j 0.00183329+0.0134309j 0.0065119+0.00643683j 0.00270242+0.00544196j 0.00543989-9.12245e-05j -0.00215863-0.00468268j 0.0128835+0.00315464j 0.00774874-0.00576225j -0.00575902-0.00736993j 0.00324555+0.00535396j -0.00224132-0.0100299j 0.00106604-4.66676e-05j 0.00537701-0.00133868j -0.00554058-0.0103438j 0.0109419+0.00425079j 0.00103935-0.00259642j -0.0182124+0.00636585j -0.00242782+0.0112192j 0.000687627-0.00153543j 0.00155847+0.011503j -0.00976386+0.00860762j 0.00552525+0.000802964j 0.00661549+0.0169378j 0.00883018+0.0417142j -0.0169116-0.0136034j -0.0172156+0.00418726j -0.0140046+0.00972106j -0.0313182-0.0100497j 0.00645649+0.00270084j -0.00160983+0.0176673j -0.00269132+0.0175103j -0.0254915-0.00951297j -0.00163258+0.000779323j -0.00192222+0.00699264j 
0.00311819+0.00241067j 0.00549722-0.00131315j 0.00097567-0.000942841j 0.00253328-0.00017682j 0.00358682-0.00299927j 0.00524082+0.000481057j -0.000279028+0.00396897j 0.00321106+0.00381116j -0.00475773-0.00116162j 0.00358223-0.0019557j -0.000465242-0.00140275j -0.0011118+0.00245535j -0.00180148-0.0033227j -0.00197461-0.00374663j 0.00327002-0.000944975j 0.00966228-0.00194334j -0.0021388-0.00382362j -0.00769943-0.00452505j 0.00503266+0.0147309j 0.00716349+0.0043227j 0.00433524-0.00313513j -0.00312674+0.000111763j -0.00205138-0.00160865j 0.00135121+0.000780237j 0.00618079-0.000461519j 0.00208459-0.00841703j -0.00388673-0.00655152j 0.000542839-0.00549406j 0.000951179+0.00297349j -0.0102355-0.00186504j 0.00932467+0.00862059j -0.000429776-0.00594277j -0.00466556+0.00165526j 0.00145274+0.0179003j -0.00446958-0.00146613j 0.000657412+0.0116225j -0.00456808-0.000766848j -0.00138895-0.00825579j 0.00653212+0.00792417j 0.00688376-0.00388354j -0.0110025+0.00813799j -0.0100515-0.00370186j -0.00256031+0.0101684j 0.0128669+0.00339534j -0.00656575-0.0189004j -0.00135369+0.00110892j -0.00344047-0.00188064j 0.00243564-0.0107991j -0.00933635-0.019999j 0.00519756+0.00872028j 0.0134755+0.0119147j -0.00950187-0.00590089j 0.00234824+0.0147686j -0.00529541-0.0160578j 0.00908552-0.00561267j -0.00436269-0.0221247j 0.0072885-0.0081654j -0.0246009-0.0373324j 0.0143296-0.0284113j -0.00934433+0.00483991j 0.00469844-0.0330152j 0.00956238-0.0122343j -0.0062839-0.0106246j -0.00912145-0.00152766j -0.0215072-0.0087202j -0.0264249-0.00638094j 0.00465398-0.00791886j 0.00433344+0.00620234j 0.00747434-0.00391751j 0.00400498+0.0079516j 
-0.00112527-0.000758527j -0.0013269+0.000982561j 0.0032545-0.00459936j 0.00252151-0.00129722j 0.00035757-0.00250885j -0.000566421+0.000942367j -0.00252341+0.000465982j 0.000495142+0.000936801j 0.00667995-0.00152518j -0.00199968-0.0100003j -0.00479472-0.00608405j 0.00154588-0.00339432j -0.000503105-0.00114908j 0.00374323+0.0029508j -0.00181415+0.00712669j -0.00469842+0.000965214j 0.00787573+0.00694705j -0.00257943-0.00169002j 0.00343426+0.00717527j 0.00211035-0.000327599j -0.00474527+0.000544495j -0.000959642+0.00179421j 0.00189997+0.00236967j 0.00248624-0.00344497j 0.000187127+0.00317781j 0.00072488+0.00472934j 0.000598126-0.00266597j -0.00842044+0.00268191j -0.00663259-0.00156456j 0.00134086-0.00302623j -0.00574891-0.00724656j 0.00315265+0.00865724j -0.00168698+0.00395504j -0.00254305-0.0131213j -0.00873579+0.00170794j 0.000341634+0.00643806j 0.000647712+0.0137995j 0.00110876-0.00430563j -0.00490216-0.00549793j 0.00276974-0.0206577j -0.00385431+0.00187119j -0.00115836-0.00222029j -0.00799132-0.00692906j -0.00430798+0.0138615j 0.00860957+0.00723385j -0.0107604+0.00272084j -0.0159447+0.00455279j -0.00593161-0.0012482j -0.00214069+0.00272719j -0.00207987+0.0156598j -0.00646561+0.005472j 0.00778432-0.000967428j 0.000859175+0.000514405j -0.0112342+0.00402192j 0.00049087+0.00285771j -0.011407-0.0124889j 0.00582631-0.0145134j 0.011174-0.00232417j -0.0274285+0.0221242j -0.00204667-0.00141543j 0.0512039-0.0133216j -0.0349556-0.0015615j -0.00651741-0.0115289j -0.0180503-0.00307619j -0.00144275+0.00821342j -0.000230764+0.00809895j -0.000968975+0.0053212j -0.0133654+0.00442147j 0.000192338+0.00227021j -0.000964565-0.00264313j 
0.000158608-0.000623974j 0.000956671+0.000323623j -0.00426365+0.00301036j -0.00364667+0.000909644j 8.3721e-05+0.00112072j -0.00174341-0.00254609j -0.000292223+0.00170982j 0.00255451+0.00162661j 0.00379695-0.00411126j 0.00728398+0.00979211j -0.00493429-0.00852043j 0.00491659+0.00146887j -0.00534822+0.00954898j 0.000892221+9.52168e-05j -0.00704823-0.00938402j 0.00442786+0.00358174j -0.00115797+0.00711399j -0.00290351-0.000656397j 0.00409175-0.00111417j -0.00131235-0.00547178j -0.00822799+0.00480529j -0.00616825-0.00251105j -0.0043371+0.00264759j -0.00322201-0.00631645j -0.001747+0.00655093j 0.00283377+0.00140382j 0.00375022-0.00440948j -0.00769873-0.00466492j -0.0176429-0.000332821j 0.009123+0.0139223j -0.00902199-0.00661282j 0.00354413+0.00146021j -0.00661434+0.00311558j 0.00415158+0.011477j -0.00240567-0.00584929j 0.00575771-0.00533539j -0.00703393-0.00590366j -0.00183606+0.00860748j 0.00411179-0.0115005j 0.00852812-0.00729713j 0.0024485+0.00511975j 0.00221618-0.00141225j 0.00834684-0.00983697j -0.000699845-0.00562228j -0.010238-0.00593919j 0.00733114+0.00721197j -0.00131943-0.0103216j -0.0142243-0.00473943j 0.00973073-0.00285258j -0.0136929-0.00625303j 0.00882584+0.00908617j 0.00202228+0.00308078j -0.0175973+0.00247888j 0.00619273-0.00694788j -0.00632256+0.00293366j -0.00533014+0.00494636j -0.000304173-0.00232053j 0.0328026-0.00454755j 0.0123898-0.0057947j -0.0195523+0.0123983j 0.0238576-0.00241058j 0.0161645+0.002688j -0.000442836-0.00117951j 0.0242326-0.00599337j -0.0271339+0.0117879j 0.0182849-0.00494437j 0.015502+0.00545114j -0.00125976+0.00236973j -0.00590226-0.00327477j 0.00290351-0.00405702j 
0.000162561-0.00111764j -0.00115233+0.000302587j -0.00199527+0.001675j -0.00223004-0.000791531j -0.00075219+0.00674511j -0.00613943+3.7363e-05j -0.000893124-0.00238667j -0.00129099+0.00247881j 0.00458188+0.0036615j 0.000493273+0.000311421j 0.00311639-0.00147597j -0.00400839-0.00210477j -1.97477e-05-0.00418473j 0.00515377-0.00126486j 0.0063455-0.000701973j -0.00334445+0.000515869j 0.00426717+0.00457917j -0.00565084-0.00214048j 0.00326201+0.0124333j 0.00581204-0.00688779j -0.0031675-0.0103584j 0.00034814+0.000473944j -0.0111781-0.00800009j -0.00374297-0.00599319j -0.00564002-0.0023105j -0.00416315+0.0134532j -0.00764192+0.008545j -0.00719535+0.00425074j -0.00243396-0.0113223j -0.000965178-0.00994553j -0.000979342-0.00301138j -0.0109114-0.00205094j 0.00563237-0.009454j 0.0010296-0.00699899j -0.00510676+0.0111075j 0.00951538-0.00770351j -0.0139832+0.0112954j -0.0064522-0.00909268j -0.00490484+0.00541375j 0.000133119+0.0018331j 0.0142653-0.00218516j -0.00095313+0.00628635j 0.00941494+0.00171566j -0.00711687-0.0177162j -0.00328527+0.00563922j 0.00853879+0.0119579j 0.00221108+0.00167534j -0.00690289+0.00902769j 0.00184756-0.00548312j -0.00311242+0.0163136j -0.0182411+0.0126955j 0.0108529-0.0143774j -0.00520562+0.00487255j 0.0131831-0.00181603j -0.0154179-0.004187j -0.00467491-0.0045086j 0.010322+0.0170592j 0.0209315+0.0136966j -0.0232854+0.00765713j 0.011476+0.000796769j -0.00941527-0.00501442j 0.0138171+0.0020304j -0.00429827-0.00159965j -0.0099146+0.0111211j -0.023888+0.000872894j -0.0086467+0.00767616j 0.00401549+0.00476591j -0.00529919-0.00083086j 0.00347654-0.00812044j 0.00202004+0.00270434j 
0.00133188-0.0031966j 0.00263367-0.00125602j -0.00269712-0.000761042j -0.000739396+0.00289812j -0.00133863-0.00448954j -0.00405671-0.0053516j -0.0032057-0.00106809j 0.00133138-0.00786127j 0.00599258-0.00121211j 0.00278329-0.00450212j 0.00172611+7.05573e-05j -0.00142661-0.00736553j 0.00237653+0.00569306j -0.00472882-0.00251866j 0.000583222-0.000197677j -0.00625326-0.000350627j 0.000999621+0.00789487j -0.00410951+0.00830784j -0.000298635-0.0104134j -0.00558273+0.00365934j -0.00442219-0.000308406j 0.00408775+0.00196451j 0.00730829+0.0116848j 0.000805456-0.0028381j -0.00753567-0.00489272j -0.000334467-0.00814513j 0.00126397+0.00466232j 0.00153352+0.00741369j 0.00220435+0.00298417j -0.00595111+0.00101596j 0.00551913+0.0012442j -0.00186592+0.0067622j 0.001052-0.00447161j 0.00358873-0.00199927j -0.00531332-0.010239j -0.000623703-0.00305604j -0.00561693-0.00579593j -0.00927869+0.0104723j -0.00029795+0.0036865j 0.00629753-0.00392404j -0.000891709-0.0113628j -0.00102109+0.00702136j 0.00307568-0.00283704j -0.00359471+0.0100884j 0.00728002+0.00241412j -0.0109997-0.00305766j -0.000489565-0.00596552j -0.000246832+0.000220592j 0.00093267+0.00843447j -0.011596-0.00732384j -0.00324576-0.015969j 0.00640308+0.00770081j 0.00635507+0.00585065j -0.000371602+0.0120049j 0.0202466-0.00237847j -0.00277309+0.00379077j 0.00643388+0.00835138j -0.0190726+0.016326j -0.0147107+0.0120948j -0.0182863+0.00266169j 0.0215451+0.0201927j -0.000799396+0.00901495j -0.000290081-0.0116879j -0.00340128+0.00403564j -0.0100147+0.00555102j -0.00987831-0.00364764j 0.00945565+0.0132511j -0.00449725-8.63942e-05j -0.0042012-0.00309248j -0.00328784+0.0082635j 
-0.00606425+0.00187396j 0.00145847-0.000577618j -0.000324006+0.00270708j 0.00295185+0.00081314j -0.0021267+0.00140569j -0.00109643-0.00137765j 0.00293971+0.00198199j -0.00312555+0.0016831j 0.00169634+0.0013927j 0.00298103+0.00171002j 0.00115873-0.00702256j 0.00470636+0.000821947j -0.00183571+0.00540736j -0.000276045+0.000660772j -0.000416849+0.00279988j -0.00785374-6.62487e-05j 0.00139583-0.00153866j 0.0116699+0.00522664j -0.0167171-0.00428201j -0.00940293-0.0019586j -0.00331582+0.00507191j 0.0102895+0.00613345j 0.000750132+0.00149522j 0.000879796+0.0102448j -0.00138094+0.0147201j 0.000312646-0.000334267j 0.00203184-0.00606529j 0.0122072-0.00252j -0.00485617+0.00193251j -0.00212657+0.00241857j -0.00461402-0.00586471j 0.0054096-0.00856455j 0.00121927+0.00924296j 0.00382173+0.00154605j -0.000437605-0.00796966j -0.0108749-0.00365138j -0.000751244+0.000247051j 0.00687597-0.00357106j -0.00351514-0.0163375j -0.000104925+0.00961026j -0.00462155+0.00184201j 0.00996117-0.0119561j -0.00867565+0.00198222j -0.00434057-0.00236286j 0.00217053+0.0163506j -0.00895369-0.00117258j 0.000985685+0.0117498j 0.00356721+0.00969367j 0.0175083+0.00279135j 0.00473518+0.0107683j 0.00536627-0.00720146j -0.00245557-0.00164671j -0.000984485-0.00652914j 0.00841347+0.000294074j 4.9171e-05+0.00327936j 0.00995537+0.0155818j -0.0184314-0.0211369j 0.0373204-0.0376771j 0.00885795-0.000392631j 0.02419-0.012687j 0.0143891+0.00674826j 0.0133797-0.00896778j -0.0113558-0.00295666j -0.0100674+0.000343608j 0.00122137-0.00408324j -0.0156417-0.00412324j 0.000177651+0.00388665j -0.010008-0.00492894j 0.00480876+0.0085815j 0.00105378+0.00281951j 
0.00078675-0.00111962j -0.000914879+0.00165032j 0.00153338+0.00114873j -0.00374632-0.001451j 0.00573361+0.00717466j -0.001131+0.00131572j 1.53581e-05+0.00163851j 0.00513043+0.00148046j 0.00207676-0.00175917j 0.00436109+0.00570061j 0.000363362-0.00131822j 0.00187314+0.00470998j -0.00130886+0.00673198j 0.0017757+0.00230629j -0.0075508-0.0143854j -0.00484747-0.00290903j 0.00851799+0.00734503j -0.0100845-0.00231755j 0.0082007+0.00297781j 0.00548741-0.00874028j -0.00242722-0.00626964j -0.00595629-0.00734813j -0.00614429+0.000138811j 0.00103905-0.000689193j -0.00709218-0.000317847j -0.00397641-0.00782923j 0.00500917+0.000958083j 0.0120949-0.014856j 8.12599e-05+0.00203661j 0.00778076+0.00615784j -0.00110335+0.0161322j 0.00347171+0.00171565j 0.00408634+0.00276714j 0.00397684+0.00298683j 0.00387905+0.00973687j -0.0110433+0.00570986j -0.00107054-0.00699734j 0.00158128-0.00144746j 0.00138512-0.000866064j 0.00370671+0.00503628j -0.00498057+0.00300078j 0.00127468-0.0038041j -0.00676092+0.0175601j 0.00383242+0.0251062j 0.0142145+0.00466561j 0.000513355-0.00406974j -0.00605718+0.00876492j -0.0146403-0.000822092j -0.0068655+0.00200588j 0.00816061-0.0126663j 0.00493838-0.00560513j -0.00390241+0.00689352j 0.0103885+0.0111665j -0.0081156+0.0217063j -0.00448193+0.00368552j -0.0109408+0.00523846j 0.0114935-0.0188898j 0.00450256-0.0220673j -0.000384196+0.0202834j -0.00148029-0.018334j -0.0103899+0.00523885j -0.00365302+0.0095942j -0.00768122+0.00393814j 0.00292773+0.00187592j 0.0158386-0.00337612j -0.00434052-0.013477j -0.00117652+0.00429332j 0.00502665+0.00673328j 0.000124828-0.00431538j -0.00351635-0.00185899j 
-4.34217e-06+0.00267306j -0.000491572-1.96663e-05j 0.00220011-0.00162823j -0.00117536+0.00203194j -0.000199547-0.000347096j 0.000572652-0.00375427j 0.00334288-0.00605564j 0.00244708+0.0052623j -0.00240101-0.00116255j -0.00036631+0.00889104j 0.00175035+0.00461488j -0.00107509+0.00767998j -0.001738+0.00997815j -0.00140581+0.00596486j -0.00220844+0.00398384j -0.00040732-0.00210024j -0.00843628-0.00206912j -0.00222465-0.0104483j -0.000959617+0.0205597j -0.00732336-0.00191029j -0.00339938-0.00816549j 0.000263291+0.00252752j 0.004639-0.00719909j 0.0105822+0.00259714j -0.00460066+0.013256j 0.00649886+0.00498209j -0.00866776+0.00293584j 0.00859899-0.0139128j 0.000395972-0.0104678j -0.00711775+0.0027804j 0.00647131-0.00102674j -0.00357963-0.00712315j 4.6873e-05-0.00651876j 0.00671363+0.0132851j -0.00161901-0.004162j -0.00600521-0.0018305j -0.0095611-0.0110643j -0.00883726+0.00184969j -0.00572501+0.00432521j -0.00125451+0.00269844j 0.00224954-0.00800294j -0.00632009+0.00320645j -0.00432959+0.0105449j -0.0117808-0.0221849j 0.016487+0.000288249j 0.0051206-0.00709488j -0.0120385+0.00606434j 0.00390934+0.000615373j 0.00575985-0.00573606j 0.00495213+0.00476426j -0.003327-0.00847361j 0.0088373-0.00517276j -0.000913705+0.00809953j 0.0105777-0.00214395j 0.0150049-0.00461459j 0.00353955-0.00500635j 0.0275936+0.0149701j 0.00711692+0.0192499j -0.011495-0.0149717j 0.0106034-0.00112416j 0.00936414+0.00598749j -0.00994427+0.0040686j 0.0204011+0.000700796j -0.00771463-0.000925217j -0.00167065-0.00145566j 0.0124606-0.00451308j -0.00379557+0.00486165j -0.00123563+0.00774369j -0.000515161+0.00326133j -0.00267326-0.00396448j 
0.000820636-0.00380781j 0.00321664-0.00164845j -0.00364268-0.00157633j 0.00140276+0.00166107j 0.00212699-0.00370047j -0.0057523-0.00461941j -0.00269353-0.00264497j 0.000956451+0.000290363j -0.00307353+0.000452453j -0.00397377+0.0034036j 0.000365969+0.00704382j -0.00367974-0.0063439j 0.0021025+0.00551651j 4.06432e-05-0.00674205j 0.00166405+0.0127567j -0.00193864-0.00237829j 0.0059017+0.000319667j 0.00113924+0.00873946j -0.000438243+0.000725406j 0.00807566+0.000401095j -0.00402429-0.00216372j -0.00193723+0.00464202j 0.00712992-0.00332829j -0.00667997-0.00277245j -0.00493879+0.000236295j -0.0059062+0.00726526j 0.00761631+0.0104438j -0.00795977+0.0130429j 3.09034e-05+0.00273906j 0.00910143+0.000193408j -0.00606814-0.00490581j -0.000529104-0.00593041j 0.00147079-0.000945111j -0.0018416+0.00192044j -0.00482475-0.0154658j 0.00184319-0.00374554j -7.80037e-05-0.00239767j 0.0124933+0.000976743j -8.88732e-05+0.0078625j -0.0115876-0.0121505j -0.00690695+0.00738822j 0.00553995-0.000401032j 0.000696185-0.0182927j -0.00245174-0.00618854j 0.0133593-0.0197542j 0.0019521-0.00655323j -0.0005603+0.0168486j 0.0129537-0.00067331j 0.00198943+0.0109345j 0.00668876-0.00919984j -0.0163822-0.000587797j 0.00374594+0.000215303j 0.00381406-0.0154118j 0.0105532+0.0012909j -0.00880677-0.00719633j 0.0122974+0.000259175j -0.00673881-0.00353664j 0.00654375+0.0175608j -0.000930885-0.00268063j 0.0158413+0.000321759j 0.00941749-0.0121931j 0.00220117-0.0037927j 0.0100989+0.0123055j -0.00532129+0.012393j 0.00112263-0.000292047j -0.0045866-0.0198615j -0.011269-0.00389017j 0.0147176-9.18484e-05j -0.000691553-0.00498142j 0.00473785+0.0065441j 
0.00136649+0.00274323j -0.00336945+0.00232617j 0.00429967-0.00251094j -0.00188493-0.0050763j -0.00047552+0.00116523j 0.00454825+0.00129319j 0.00392879+0.000233437j 0.00331652+0.00455907j 0.00134893+0.00608744j -0.00763911-0.00553581j -0.00631126+0.00250817j 0.00197632+0.0038371j -0.00381037-0.00366903j 0.000737806-0.014598j -0.00323143+0.00162175j 0.00223894+0.00772915j 0.00173767-0.00488711j 0.00237243-0.00988088j -0.00443348-0.0125529j -0.00414465+0.01679j -0.0118138-0.000827603j 0.00195214-0.00897124j 0.00317423+0.0129524j 0.00370248+0.00765831j 0.00116038-0.0113562j -0.00261414-0.00760753j 4.46037e-05+0.0106355j -0.0174031+0.00190606j -0.0108298+0.00475751j 0.00255109+0.00294974j -0.00878482-0.00425977j -0.000387049-0.012541j -0.0053297+0.0115191j 0.00106573+0.0112663j -0.00233654-0.0116225j 0.00415509-0.00128086j -0.00291692-0.00930309j -0.00588728-0.0020322j -0.00452645+0.00240345j -0.00068547+0.00530811j 0.00314868-0.0107002j 0.00796326-0.00655012j 0.00217529-0.00421077j -0.0131237+0.00675902j -0.00879308+0.00149033j -0.0048158+0.00809419j 0.00379197-0.00199643j -0.0029148-0.00863969j 0.00320339+0.00811715j -0.00654714-0.00640189j -0.000377606-0.0111725j 0.000654255+0.00522287j -0.00799598-0.017739j -0.00881056-0.00546407j 0.00740743-0.00974106j 0.00314328+0.00230421j -0.00776347+0.0185128j 0.00759396+0.0122403j -0.0188334-0.00307619j -0.00622721-0.02149j 8.25459e-05+0.00236509j 0.00424812-0.0180035j 0.00698258+0.0111392j -0.0219608-0.00735942j -0.0225272-0.0110142j 0.0195987+0.00489178j -0.00872522+0.000137029j -0.00914734+0.0124911j 0.00770443-0.00596196j -0.000821587-0.00926164j 
0.000925923-0.00115922j -0.00273926-1.60727e-05j 0.00113236+0.000790704j 0.00161271-0.00279862j -0.00106015+0.00407146j 0.00407705+0.000590876j -0.00268906-0.00615267j -0.00468746+0.00491186j 0.000416358-0.00275008j -0.00329973-0.0074989j 0.000466212+0.00536085j -0.00437462+0.00621066j -0.00201431-0.000333771j -0.00300614-0.00614194j -0.00546937+0.00565469j 0.0024435+0.0087495j -0.00406059-0.00349335j 0.00229244-0.0080619j -0.00585615-0.00387445j 0.00378957-0.00536226j 0.00705022+0.00597619j -0.00122751-0.0130417j -0.00995752+0.0136106j 0.000689777-0.00262922j -0.0039408-0.0178451j -0.0038752-0.00492175j -0.0122774-3.55211e-05j 0.00333668-0.00776967j -0.00680673-0.006684j -0.00246975-0.00666019j -0.00590892+0.00394451j -0.000639944+0.000891559j 0.0106442+0.00165979j -0.0139342-0.0109814j -0.0039007-0.00105948j 0.0106364+0.0205327j 0.000190525-0.00490901j -0.00110191-0.00457869j -0.00332315-0.000999281j 0.000641276+0.00323914j 0.00399652+0.00994309j 0.00148644-0.00164077j 0.0122811+0.00589961j 0.026861+0.00991333j 0.00101009-0.0143213j 0.0182268-0.00538195j -0.00879968-0.00609007j -0.00792827-0.0113958j -0.0107051-0.00813831j -0.002655-0.00168962j -0.00609757+0.023622j -0.00279824-0.00154553j 0.0127708-0.00504799j 0.00594115-0.00145867j -0.0366374+0.0019868j -0.0202088-0.0176067j 0.0108525-0.0183946j -0.00218981-0.00422616j 0.000604576+0.00405329j 0.00569105-2.43822e-05j 0.00395555+0.00721236j 0.00615416+0.00917596j -0.00573282+0.00754234j 0.00217319-0.00170067j 0.00100292+0.00771643j 0.0230591-0.0018777j -0.00396773-0.00278949j -0.00700652-0.00579692j -0.00331076-0.000726897j 0.000822934-0.00165557j 
