-0.00558544-0.00737409j -0.00629868+0.0047986j 0.0051903+0.00397964j -0.00215269+0.0057107j -0.00123268-0.00190779j 0.00308333-0.000513908j 0.00314761+0.00491647j 0.0048398-0.00192837j 0.00215978-0.00534557j -0.00291746+5.96611e-05j -0.00537308+9.23676e-05j 0.0021709+0.00394554j -0.00293452+0.00265922j -0.00294546+0.00300879j 0.00270907+0.000974953j -0.00458993+0.00175485j 0.00345331+0.0023091j 0.00262897-0.000131146j -0.00265251-2.86557e-05j -0.00201032+0.00130465j -0.00222518+0.00362295j 9.85197e-05-0.00127866j -0.00569325+0.00080953j 0.0044176-0.0010108j 0.00074595-0.000905267j -0.00207797+0.000630689j 0.00187895-0.00155338j -0.00282318+0.0030893j 0.00244198-0.00380078j 0.000791829-0.000322542j -0.0033003+0.00250625j -0.00304303+0.000286677j 0.00163004-0.000913466j 0.000683519-0.00407554j -0.000410985-0.00178173j 0.00172211-0.000181053j 0.00178075-0.000959026j -0.000674225+0.00347312j 0.00159505-0.00082879j -0.00192552-0.00222766j 0.00270777-0.00029461j -0.00207746+0.000558568j 0.000976215+0.00196555j -0.00177107+0.000150518j -0.00151347-0.0028172j 0.00227055-0.000235736j -0.00601363-0.00292903j 0.000285197+0.00324789j -0.000126342+7.2157e-05j 0.00013879+0.00129742j 0.000423922-0.00101464j 0.00429288+0.00102277j 0.0044183+0.000380287j 0.000457499+0.00284892j 0.00394203-0.00103651j 0.00390705+0.00596404j -0.00362671+0.000157j 0.00375293+8.8389e-05j -0.0124956+0.00775012j -0.0124558-0.00392288j 0.00134183-0.00098063j 0.0148006-0.00727532j 0.00325484+0.00456573j -0.0078042-0.0224772j -0.0044899+0.00330874j 0.00451388-0.0237382j -0.00743982-0.024893j -0.00385766-0.0429713j 0.0127456+0.0634762j -0.0541277+0.013747j 
-0.00159622+0.000113245j -0.000567795-0.00202262j 0.00535168+0.0033086j -0.00487578-0.0051215j 0.000644444-0.00268519j 0.00255452+0.00395039j -0.00853948-0.000349177j 0.0177377-0.00160806j 0.00432138+0.00444555j -0.000145133+0.00154815j 0.00978885+0.002657j -0.0135964+0.00484165j -0.00314441-0.016885j -0.000269899-0.000198967j 0.0031866-0.000726198j 0.0147579-0.0146574j 0.0101693-0.00337183j -0.0201601+0.00332674j -0.00194326+0.00343976j -0.0251149+0.0276955j 0.00806903+0.002173j -0.0137605-0.0119025j 0.023964-0.0157026j -0.00248267+0.00838398j -0.0104603-0.0296853j -0.00311967+0.0236821j 0.00313936-0.00228575j -0.00732524+0.0060761j -0.0113566+0.00986442j -0.0118303+0.00856845j 0.00320674-0.00837542j -0.0176746+0.0145748j -0.000827452+0.0253171j -0.00181883+0.00704414j -0.000861462+0.0067684j -0.0136217+0.0170639j 0.000688889-0.00400654j -0.0116227-0.000570731j 0.00180508+0.0170889j -0.004645+0.0026604j -0.00259412-0.00990722j 0.00710073-0.00709532j 0.000968747-0.000801298j -0.00863526+0.00479733j -0.00866095-0.00189081j 0.000142332-0.0165646j 0.00835704-0.00640505j -0.00269474+0.00672591j 0.0167171-0.00183729j 0.00538274+0.0063634j -0.0011141+0.0104016j 0.0032999-0.00187667j -0.00292237-0.00201603j 0.0115354-0.00110301j -0.00318437+0.00118938j -0.00197035-0.0062316j -0.00642573+0.00078922j 0.00435214-0.00760152j 0.00583354+0.00077008j -0.000306845+0.00462645j 0.00119954+0.00340085j -0.00286579+0.000663347j -0.0010848+0.00689894j 0.0040189-0.00540942j 0.0094826+0.00433951j -0.000946414+0.00129397j 0.00154922+0.00352306j 0.00179953-0.00334734j 0.000359657-7.9019e-05j -0.00124408-0.0013672j 
0.00200958+0.000989765j 0.00258338+0.000866378j -0.00539385-0.00877644j -0.00267898-0.00106869j 0.00336983+0.00140234j 0.00960274+0.00282311j -0.00180256+0.00238052j 0.00446957+0.00610061j -0.0105887+0.00384978j -0.0031463+0.00507645j 0.00460152+0.00997577j 0.0297682+0.00685801j -0.00619541-0.00389702j 0.0208523+0.00342623j 0.0115958+0.00032801j 0.00613576-0.0162978j -0.00761078-0.00767528j 0.00433139-0.018863j 0.00673444+0.00125314j -0.0149339-0.00396581j -0.0220924+0.00491925j 0.00940689+0.00597489j -0.00358604-0.00824697j -0.00732159+0.000837233j 0.00436623-0.0248945j -0.00319693+0.0206561j 0.00885669-0.0032213j -0.00463338-0.00896409j -0.00702243+0.0160986j 0.00876772-0.00951136j -0.00188589+0.0135169j -0.0196055+0.00311314j -0.0158016-0.0182526j 0.00741776+0.00384113j 0.00219781+0.0174987j 0.012048+0.00986731j -0.00871599-0.013833j 0.00370016+0.00969167j -0.00124917-0.00424482j 0.000659071-0.0171188j -0.00522246+0.00889393j 0.00528621+0.0197781j -0.00571394-0.0183849j 0.00902572+0.00169989j 0.0141765-0.00177632j 0.00456548-0.00148896j -0.0153393-0.0124161j 0.00896406+0.000673993j -0.00541059-0.0149895j 0.000776621+0.00696812j 0.00222615+0.00328593j -0.00451557+0.00434777j -0.00250434-0.00338654j 0.00152639-0.00352536j -0.00370974-0.00344673j 0.00338982-0.0053315j 0.000816811-0.00186755j -0.000286077-0.00573422j 0.0038604-0.00435314j -0.00133834+0.0021492j -0.00663455-0.00551403j 0.00717805-0.00513671j 0.00368648-0.00490001j 0.00114786-0.00505801j -0.00176625+0.000337211j 0.00393751-0.000632464j 0.00121984-0.000888596j 0.00141053+0.000467411j 0.000976143+0.00166476j 4.40865e-05+0.00154883j 
0.00308172+0.00185037j -0.00115222+0.00179662j 0.00136713+0.000741243j -0.0028889-0.00483135j -0.000867662+0.0029433j 0.0119789-0.00334419j 0.00538146+0.00439631j 0.00670348+0.000168118j -0.00460381+0.00263011j -0.00624995-0.00250642j 0.0310551-0.00152972j 0.00757286+0.00118057j 0.0316844+0.00123524j -0.00482626-0.00568453j 0.00854023+0.00531027j -0.00712954-0.005252j 0.00734722+0.000667869j 0.0233262-0.00820357j 0.00348732+0.00610109j -0.00513675+0.0111519j -0.0119116-0.0153194j -0.0197967+0.00107134j -0.00528961+0.00652806j 0.00728295-0.00257978j 0.013686+0.00903203j 0.00631724+0.00935052j 0.000359834+0.0122397j 0.0330885+0.00676513j -0.00286746-0.006893j -0.00127358-0.00489264j -0.00617672+0.00371312j -0.00853957+0.00299701j 0.0189112+0.00221856j -0.00419776-0.00300033j 0.00955915+0.0032867j 0.0083261+0.0063024j -0.011324+0.000404502j 0.00915012+0.00923672j 0.0151132+0.0103098j 0.0187204+0.00672972j -0.0208439-0.0057247j 0.000882028-0.00322588j -0.00570759-0.00427146j -0.0101306+0.00471584j -0.00494455+0.00181312j -0.00797968-0.00225625j -0.00766529-0.00690096j -0.00242395-0.0025023j -0.00752375-0.00564772j 0.00480856-0.000150907j 4.2214e-05-0.0053186j 0.00789645+0.00621996j 0.00384711-0.00359501j 0.0130505-0.004286j -0.00949284+0.00284308j -0.00454021-0.00349384j -0.00393839-0.00237546j -0.00758917-0.000550781j -0.000241993+6.35013e-05j -7.59702e-05+0.000784689j 0.00124167-0.00473914j -0.00165379-0.00139071j 5.27602e-05+0.00252228j 0.00246372+0.00130611j -0.0021105-0.00208302j 0.00168066-0.00172026j -0.000794678-0.000827766j 0.00305405+0.000457045j -0.000409263-0.00160013j 0.000362812+0.000581696j 
0.00265371+0.00283882j -0.00378114-0.000524689j 0.00367378+0.00253143j 0.00536503+0.00190584j -0.0101617+0.00338115j 0.00815177-0.000590286j 3.14065e-06+0.00122007j -0.00707238-0.00600421j -0.00205887-0.00428299j -0.00489058-0.00601616j 0.00679146+0.00193446j -0.0112572+0.00425558j 0.00767114+0.00492327j -0.00480374+0.00714335j 0.00622999+0.0138625j 0.0286838-0.00478434j -0.0182394+0.0125137j 0.0237229-0.0160371j -0.0175401+0.00677445j 0.00416711-0.00738856j -0.00935067+0.0109553j -0.0056356-0.0208002j -0.0199873+0.00342453j 0.0140169+0.0139567j -0.00755155+0.00166198j 0.0139045-0.0104039j -0.00651819+0.0152528j -0.00459856-0.0026863j 0.000485332+0.016591j -0.00364824-0.0131008j -0.00549215+0.0130601j -0.000650167+0.00297686j 0.00392725-0.00623247j 0.011582+0.00973448j 0.0052272-0.00427035j 0.0056575+0.000813972j -0.0125424-0.00714903j -0.00797799-0.00863527j 0.00470684-0.00714134j 0.000590729-0.000901066j -0.0112109+0.00817959j 0.0119102-0.00589304j 0.00254272+0.0161177j 0.00644998-0.00862979j -0.00315778+0.00682414j -0.00637518+0.00359623j -0.00600704+0.0102037j 0.00860306+0.00678943j 0.00677709+0.00867389j 0.00219052-0.000943452j 0.0141174-0.00207355j -0.0050766-0.00581845j -0.00554839+0.00144995j 0.00149739-0.00150393j -0.00283072-0.00117485j -0.0108118+0.0058081j -2.64657e-05+0.00561082j -0.0076495+0.0017482j 0.00237172+0.00675825j 0.00218819-0.00150621j 0.00130791+0.00095896j 0.00295775-0.000544061j 0.0046213-0.00387956j -0.00290004-0.000788009j 0.00343225+0.00161632j -0.000341379+0.00136616j 0.00236939-0.000555724j -0.00238417+0.00465345j -0.000359958-0.000434934j -0.00293126+0.000812092j 
-0.00111839+0.00407998j -0.00278263-0.00408288j -0.00281958+0.00126838j 0.0020632-0.000382044j -0.00871893-0.000558447j 0.0069411+0.000379968j -0.00155938+0.000152517j 0.00387027-0.00289089j 0.0133674-0.00184826j -0.0188301+0.000916855j -0.00616879-0.00210372j 0.00491593+0.00131956j 0.000837594+0.00216355j -0.00722705-0.00163334j -0.00913236-0.0066176j 0.00380158+0.00687452j -0.0130101+0.000211903j 0.000656535+0.011537j 0.0257834-0.00895801j 0.000984538+0.00475486j 0.025561+0.0034197j 0.00182929+0.00269747j -0.0110829-0.00123103j 0.0124659+0.00630228j -0.00373115+0.00240242j -0.0118231-0.0117486j -0.00897286-0.00106895j -0.0131464+0.00274229j -0.00558163-0.0030173j 0.00239719+0.00210642j -0.00560854+0.000972636j -0.027865-0.0087076j 0.00125569+0.00515081j -0.0100755-0.00649774j 0.0170784+0.00196987j 0.00800096-0.00880604j -0.00685366+0.00767715j -0.000384667-0.00702377j 0.00395764+0.00843413j -0.00450668+0.00214324j -0.0170176-0.0046346j 0.0342419+0.00141737j -0.0389261-3.90224e-05j -0.00444517-0.000620762j -0.00319969-0.00614592j -0.0187584-0.00233842j -0.0293794+0.000236798j 0.00932053-0.0034094j -0.000501206+0.00430174j -0.000728278-0.00680865j 0.0100103-0.00244747j 0.0222819+0.000485252j -0.0150697-0.00153477j 0.0337501+0.00310645j -0.0100076-0.00105348j -0.0272533+0.000364204j -0.0089152-0.0011119j -0.013216-0.00482783j -0.00025088+0.000555166j -0.00486582+0.00194016j -0.00767817-0.00051554j 0.00195772-0.000930237j 0.00601603-0.00258859j -0.00127316+0.000809687j 0.0035598-0.00340968j 0.000670565+0.00207259j -0.000391387-0.000366611j -0.00351489+0.00153141j 0.00204603+0.000195761j -0.000330214+0.000121671j 
0.00122393+0.000470862j 0.00183352+0.00247927j 6.52861e-05+0.000153433j 0.00211714-0.00173127j 0.00234103+0.00181168j 0.0132845+0.00267327j 0.00117971+0.00406943j -0.000264622+0.00309542j -0.00242434-0.00459315j -0.0054726-0.00327472j 0.00255088-0.00498671j -0.00308876-0.00314185j 0.00161803+0.0098769j -0.00511468-0.00100584j 0.00809688-0.0072222j 0.0288882+0.00782444j -0.0244246+0.0136849j 0.00292478-0.0119504j -0.0037279-0.00199621j 0.00652734+0.00307475j 0.0149558-0.0278064j -0.00398006+0.0305098j -0.0181674+0.0186232j 0.00401913-0.0121421j -0.00108951+0.00206485j 0.00290773+0.0138436j -0.000574774-0.00651239j -0.0216412+0.023587j 0.00554332-0.0100684j -0.0129244-0.0103878j 0.010807-0.0226435j 0.0068083-0.024008j -0.00615349-0.00772583j -0.00589596+0.00302579j -0.000397365+0.00551578j -0.0075245+0.00415173j 0.0040231-0.00930941j -0.0055472+0.0119594j -0.00812076+0.0234113j -0.00708127+0.00221347j 0.00330302-0.00723163j 0.00776871+0.00364595j 0.00845135-0.0263221j 0.00179271+0.00806362j -0.0122166+0.00585004j 0.00950889-0.0152939j 0.00556509-0.00792154j 0.000867398-0.00509494j 0.0157799-0.017154j 0.00093794-0.00464881j 0.000343843+0.00351899j -0.000447064+0.000368526j 0.00181338-0.000757819j 0.000507224+0.00653299j -0.00463915-0.00149534j -0.00154183-0.00963544j 0.00235013-0.00264165j -0.00197269-0.0020106j 0.00108045+0.00264154j 0.00278718-0.00396015j -0.00285868+0.000629024j -6.93564e-05-0.00218617j -0.00486982-0.000199942j 0.000793563+0.000295338j -2.37852e-05+0.00543881j 0.00336259-0.00179598j 0.0012752-0.00119687j -9.53759e-06+0.00121996j -0.00102878+0.00052179j 0.000454208-0.000471844j 
0.00432338+0.00296265j 0.000401405+0.00504483j 0.00609066+0.00195709j -0.00184382-0.0028611j 0.00700821+0.000347534j 0.0182196-0.00265397j 0.00321297-0.00108294j 0.000460772+0.00152203j -0.0159353-0.000898658j -0.00778168-0.00228791j 0.0226187-0.000723523j -0.0203864-0.00412456j -0.0239298+0.00451251j 0.00339542-0.00260892j 0.00259017+0.00143497j 0.0111016-0.00264466j -0.00693499-0.000843674j 0.00201099+0.0109254j -0.00261734-0.00276956j -0.00803323-0.00721743j 0.00360045+0.00418116j 0.0223637-0.00067745j 0.00231064-0.00173797j 0.00911909+0.00655502j -0.0142888+0.00595937j -0.0204795-0.00996479j 0.0208796+0.00898512j -0.00267516+0.0119719j -0.0118136+0.00102907j -0.0204986+0.00560915j 0.0107903-0.0052059j 0.0268052+0.000187103j -0.00296784+0.00939068j 0.0205399+0.000358721j -0.00514279-0.00028023j 0.00817068+0.00368492j 0.00465765+0.00522j 0.00327262-0.00622133j -0.00835101-0.000456446j -0.0155004+0.0154359j 0.0180823-0.0110927j -0.0239548+0.00150446j -0.00294289-0.000370595j -0.000351839-0.00648017j 0.00592036-0.00269693j 0.0279712-0.011054j 0.0285448-0.0036701j -0.00402277+0.000504923j -0.0194698+0.00522135j 0.00153935-0.0012356j -0.0152059+0.00250724j -0.0120827+0.00105471j 0.000750402-0.00642442j -0.0248936+0.010415j 0.00974323-0.00342652j 0.0178351-0.000767244j 0.00403738-0.0024002j 0.0164067-0.000296932j 0.000462069+0.0067294j 0.00445843-0.00118147j 0.00941065-0.00207949j 0.000737593-0.000410691j -0.00591429+0.00416959j -0.00238183-0.000757019j 0.00105206-0.00120791j -0.00130959-0.000406393j -0.00434+0.00194965j -0.00130559+0.000566754j -0.000727494+0.000529046j -0.0024011+3.73602e-05j 
0.00321109+0.00686455j 0.00211787-0.000239776j -0.00124287-0.00145637j -0.00499364-0.00336914j -0.00706698+0.000725088j 0.0188663-0.00145656j 0.00358135-0.000822169j 0.0028734+0.00121321j -0.0133354-0.00107754j 0.00470323-0.00467457j -0.016685+0.000296123j -0.00152922+0.000512326j -0.00162222+0.0095117j -0.0162804-0.00533842j -0.00472586+0.00745773j -0.00792166+0.0155348j 0.000250561+0.00810736j -0.0130714-0.00971891j 0.0038433+0.0183824j 0.00209085-9.50655e-05j 0.00408026+0.0337229j -0.00605321-0.00735957j -0.000788834-0.00971443j -0.00439565+0.00318741j 0.00286429-0.0017053j 0.00503056-0.00292273j -0.00355839-0.00130888j 0.00627187-0.0061383j 0.0040727+0.00829328j 0.00811749+0.000950734j -0.0156402-0.00290084j 0.000434854-0.00576138j 0.000294212+0.00530801j -0.00040863-0.0129735j -0.00366519+0.000403991j -0.000409485-5.55751e-06j 0.0021196+0.0016432j -0.00375821-0.00596086j -0.00578795+0.0035876j -0.00448787+0.00732557j 0.00121845-0.0112638j -0.00289483+0.0120663j 0.00550873-0.00650082j 0.000540993-0.00746433j 0.00229219-0.0100627j -0.0023737-0.0215766j 0.00182715-0.0138704j 0.00583775+0.00267125j 0.00208036+0.0152656j -0.000760232-0.00836753j 0.00688959+0.00289139j -0.00436391+0.0113228j -0.00124323-0.00782881j -0.00112+0.0214578j 0.00112257-0.00334122j 0.00443035-0.0132378j 0.00043203-0.00186058j 0.0046877-0.00988082j 0.00270551+0.00505166j 3.93414e-05-0.00190623j 0.00204105-0.00391212j -0.00138486+1.20329e-05j 0.00208937+0.00131935j 0.00188973-0.0041437j 0.0037445-0.00177575j -0.00151387-0.00143764j 0.00326578+0.00283262j -0.00366632+0.00303061j 0.00274305+0.00132316j -0.00286132+0.00184811j 
-0.000519345+0.00110548j 0.000973546+0.00542087j -0.00609294-0.003053j 0.00302791+0.000703365j 0.0187596-0.000280034j 0.0070991-0.00128853j -0.0012317-0.00430379j -0.00325965+0.00380735j -0.00126421+0.00679169j -0.0129512+0.00297111j 0.00530602+0.0103561j -0.00149481-0.00673706j -0.00459826+0.000314039j -0.00956367+0.0102675j 0.00798516+0.0162501j 0.00551985-0.00563851j 0.00570764-0.0152448j 0.00892742+0.0165463j -0.00435751-0.00231908j 0.00344541-0.00901279j 0.00383974+0.0105548j -0.0162908-0.00599341j 0.00781941-0.0102053j -0.0121315+0.0198757j -0.00203911+0.00172587j 0.0138507-0.0153205j -0.0132727+0.010026j 4.2411e-06-0.00587297j 0.0128919-0.00301123j 0.000619075-0.00928809j -0.0148453+0.0132294j -0.0073057+0.00550428j -0.00575065+0.00227715j -0.00917103-0.00946654j 2.39552e-05+0.00833124j -0.00683302+0.00199427j -0.00134509-0.00745808j -0.000176156+0.00592459j 0.00485785-0.0045203j -0.00216768+0.0015597j -0.00151115-0.00360915j 0.0086348+0.00463993j -0.000468167-0.00899134j -0.00448291-0.00758732j -0.00166527-0.00535577j -0.00903506+0.00180586j -0.00109016-0.00111348j -0.0023739+0.00129643j 0.00483869-0.00400317j 0.00127703+0.00215456j 0.00316606-0.00114716j 0.00375303+0.0066308j 0.00663676-0.00392409j 0.00367647+0.00303406j -0.00149059-0.00608599j -0.00885884-0.000420313j 0.00395676-0.0057916j -0.00231338+0.00282238j -0.00692242-0.00274231j -0.00916292-0.00104873j 0.00267584-0.00557126j 0.00105989-0.00319547j -0.00367734+0.00139206j 0.00339047+0.00220418j -0.00179944-0.00319006j 0.000999645-0.00110524j -0.00607945-0.00181095j -0.000166098-0.002112j 0.000205683+0.000329879j -0.00121561-0.000357184j 
0.00299377+0.00211416j 0.00238854-0.000993705j -0.00235866+0.000147559j -5.24952e-05-0.00223524j -0.00777841+0.00150338j 0.0117193-0.000116269j 0.00988986+0.0012023j 0.00554904+0.000876028j -0.00940393-0.00169665j -0.0184586+0.00224022j 0.0103778-0.00438638j 0.0206668-0.0107831j -0.0150968+0.00351491j 0.0195415-0.00286597j 0.00893935-0.011108j -0.0101477-0.0138001j -0.0107921-0.0123714j 0.00284045+0.00647394j -0.0206773-0.0128435j -0.00821526+0.015116j -0.021937+0.00354426j 0.00237042-0.0099437j 0.00728066+0.0171831j -0.012697-0.0118007j 0.00239035+0.00499145j -0.00753823+0.00989697j -0.0127888-0.0130805j -0.00622458+0.0177452j 0.00824033+0.00291952j 0.0141724+0.00726921j 0.00317891-0.0100073j -0.00585758+0.0155514j -0.0207934+0.0105656j -0.00546189-0.021451j -0.00171994-0.00344656j -0.00150981-0.00438737j -0.00455829+0.0175647j 0.000754878-0.00475998j -0.0123363+0.00675377j -0.0100269+0.0128165j 0.0110564-0.00614699j 0.0186026-0.0119122j -0.00195581+0.014075j 0.000632684-0.00338411j -0.00204027-0.011038j -0.000332926-0.0111177j -0.00938293+0.00795995j -9.50639e-05-0.00997252j 0.00124339+0.0118391j 0.0124645-0.00346447j 0.0017969-0.00513535j -0.0011592-0.00154497j 0.000757564+0.00401948j -0.00250756-0.00387306j -0.00483239+0.000876952j -0.00269399+0.00352284j -0.00315741-0.00422871j -0.000782588-0.00120107j -0.0061509-0.00407415j -0.00355374-0.000672574j -0.00614416+0.00176569j -0.00247887-0.00355177j -0.00308695-0.00171171j -0.00320856+0.00209954j -0.00211302-0.00382806j 0.00391299-0.00281044j -0.00361571-0.000416922j -0.000351787+0.000676977j 0.00204572+0.000381972j 0.00337419+0.00165084j 
0.000233391+0.000591318j 0.00140678+0.00281039j -0.00366837-0.00249182j -0.00142581-0.00299606j 0.00776961+0.00114775j 0.00440695-0.00144634j 0.00232083+0.00529942j -0.000307838-0.000268344j 0.00742253-0.0088911j 0.0112585+0.00285841j -0.00276427+0.0039533j 0.0162776-0.0155736j 0.0242846-0.0064235j -0.0096743-0.00253438j -0.0202263+0.0017793j 0.0221602-0.00756755j 0.01162+0.0142207j -5.83407e-05-0.0164141j -0.00125376-0.0171922j 0.00496667+0.000708341j 0.00325919+0.00161911j 0.0137228+0.0117836j -0.0141034+0.00911435j 0.0164589-0.00452323j -0.00829588-0.0136119j 0.0143716+0.00274754j 0.0149256+0.00631146j -0.00816872+0.00789231j -0.0091324+0.002308j -0.0237324-0.0156263j 0.00340093-0.00219056j 0.0176713+0.0469868j 0.00150564+0.00620776j 0.009153-0.00260249j -0.00556357-0.014345j 0.00642405-0.00333969j 0.00272069+0.0103551j 0.00254608+0.00257235j -0.00259486-0.00634033j -0.000697776-0.00526298j 0.00795173+0.0218698j -0.00583077-0.0346684j 0.0107509+0.0164639j 0.00376968-0.00656348j 0.00112198-0.00714183j 0.0142668+0.00867262j 0.00646955+0.0328358j 0.000781251-0.00986371j -0.00578241-0.0104434j 0.000203414-0.000838387j -0.00199135-0.00898484j 0.00129568-0.0118148j 0.000250708+0.0056759j -0.00525055-0.0234038j 0.00875276+0.00903419j 0.00819903+0.0147913j 0.00330082+0.000815978j 0.00359745+0.0128741j 0.000140728-0.000852155j 0.000621133+0.000488826j -0.00218729+0.00853316j -0.00188418-0.00614726j -0.00517145-0.00250197j 0.00572704-0.000866246j 0.0018763+0.000442388j 0.00484057-0.00535401j 7.96343e-07-0.00037359j 0.00164027-0.00171689j -0.000628822+0.000512721j -0.000133197-0.000161392j 
0.00170612+0.00375805j -0.00474655-0.00652426j -0.00369783-0.000716283j 0.000952629+0.00115156j -0.023733+0.00179059j -0.00895735-0.000407118j 0.0127366+0.00170603j -0.0124083-0.00205177j 0.0204244+0.00832117j -0.0278255+0.00571303j -0.000450269-0.00388769j 0.025866+0.00218489j 0.0132143-0.0013363j -0.0014517+0.0115939j 0.00447658+0.00332816j 0.0113989+0.00220448j 0.0270618-0.0143728j 0.0238873+0.00310276j 0.0020537-0.00144187j 0.00415637+0.0101675j 0.00400201-0.00470634j 0.0161536+0.0120361j -0.0099131+0.00397798j 0.0166434-0.00558672j -0.0164882-0.00042681j 0.00778826+0.0152682j 0.00447009-0.00101486j -0.00172472-0.0148439j 0.0012929+0.000138645j -0.013243+0.0123855j -0.00138595+0.0104913j 0.0255836-0.00432085j 0.00550127-0.00600851j 0.0105244-0.000860019j -0.0216144+0.00953653j 0.00337794-0.000993795j 0.00133516-0.00220221j 0.00330494-0.000398501j -0.00908546+0.00242153j -0.00342281+0.00101519j 0.0130674-0.00806909j -0.0201415+0.0173878j 0.0139087-0.00469913j 0.000787987+0.00966824j 0.00317052-0.0019284j 0.00736221-0.0017692j 0.0193694-0.0222729j -0.00371376-0.00145794j -0.00642405+0.00737907j 0.00375574-0.000913641j -0.00653063-0.00441524j -0.00859596+0.00740066j 0.00460143-0.00167711j -0.0152269+0.0027036j 0.00861495-0.00277405j 0.0149369-0.00637033j 0.00723362-0.00246147j 0.0160154-0.00979219j -0.000683982-0.00633417j -0.00330516+0.00180735j 0.00394838-0.0114469j 0.000319438-0.000830101j 0.00130512-0.00427123j 0.00265033-7.93862e-05j -0.00321675-0.00718637j -0.000632026+0.00260959j -0.000755207-0.00289768j 0.000518815+0.00215004j 0.00193123-0.0013325j 0.0019286+0.002372j 
-0.000153934-0.00166981j 0.000550925+0.00450243j 0.000685614+0.000886523j 0.00489263+0.00110824j 0.0108021+0.00258527j -0.00353617+0.00326184j -0.00459196-0.00341011j -0.0065533+0.000708174j -0.00904859-0.000354995j 0.00486331+0.00518049j -0.0169128+0.00414792j -0.00235986-0.000340266j 0.0142872+0.0211514j -0.0236229+0.000316366j -0.00699569+0.0164764j -0.0009739+0.0193012j -0.0117561+0.00498533j 0.0133906+0.00440392j 0.0126188-0.0226186j 0.000220823-0.00466425j 0.00896058-0.031184j 0.00224224-0.0219516j 0.000859371-0.00135966j 0.00484152-0.00106155j 0.00621601+0.00722262j 0.00239153+0.0435384j 0.00501937-0.01613j 0.00245431+8.9584e-05j -0.00716255+0.00933442j 0.00176742-0.00549765j -0.000174507-0.00224627j 0.00613648-0.015186j 0.00485611-0.00185782j -0.00567815-0.00798959j 0.00344878+0.0144162j -0.00407011-0.00647402j 0.000947239-0.0231959j -0.00441078+0.00208402j 0.00482317+0.00532105j 0.00171799+0.010318j 0.00122696-0.0110688j -0.00262709+0.0171348j 0.00142143+0.0101225j -0.0054323-0.00139141j -0.000878234+0.00150143j 0.00318581-0.00648034j -0.00537622-0.0116245j -0.00396605+0.00105076j -0.00191449+0.00246541j -0.00963827+0.00739228j -0.00529074+0.00756466j -0.000962182+0.00158134j 0.0034682+0.00546317j -5.98115e-08+0.00398836j -0.00227938-0.00901046j -0.00120882-0.00550761j -0.00127735+0.000404595j 0.000840288-0.00461469j -0.000267257-0.0025952j -0.00360006-0.00176297j 0.00226806-0.00485437j 0.00210347-0.00205534j -0.0045915+0.00271114j 0.00417317+0.00397486j -0.0047244+0.00379099j 0.00183115-0.00142636j -0.00348723-0.00107682j 0.00156019-0.000468964j -0.00187908-0.000176864j 0.000448154-0.000615922j 
0.000172241-0.00322869j -0.0013586-0.00392382j -0.0017071-0.00353705j 0.000748345+0.00173959j -0.00310475+0.00162538j -0.0163324-0.00263997j 0.00792282-0.0002986j -0.00498943-0.00495496j -0.00520596+0.0003699j 0.0176169-0.00321871j -0.0116373+0.00744401j -0.00568948-0.000739206j 0.00172263+0.0252702j 0.00308734+0.00321033j -0.0129385-0.0168987j 0.00499496-0.0387289j 0.0062674+0.00891828j 0.00803523+0.00154413j 0.00870341+0.0113446j -0.000685272+0.00461582j 0.0106817-0.00521316j 0.00200843-0.0232438j -0.00707788-0.00572939j 0.00132465-0.00594464j 0.00229039+0.0202443j 0.00394201-0.0065495j -0.00369018-0.0163882j -0.00180247+0.0213268j 0.0030706-0.0016011j 0.000282329+0.0113828j -0.0112212-0.0186278j 0.00521043-0.0141398j 0.00128653+0.0135377j 0.0189728-0.0193485j -0.00860817+0.0104497j 0.0164021+0.00418139j 0.00423582+0.00191172j -0.00457877+0.00302391j -0.00565611+0.0184952j 0.00693451+0.0153662j 0.00850022-0.021459j 6.66814e-06+0.0054504j 6.55224e-05-0.00693198j 0.00194514-0.0119906j 0.00447573-0.00623846j -0.000317814-0.0150332j 0.00479071-0.00934095j 0.000465557+0.00261596j 0.00422265-0.00184769j 0.00482255-0.00911312j 0.00222279+0.00187629j -0.003156+0.011988j -0.00457333+0.00115051j 0.000795823+0.0129833j 0.00690112-0.00361778j 0.00488105-0.0061131j 0.00440022-0.0028877j 0.00540064-0.0142489j 0.00852138-0.00363773j -0.000610513-0.00144689j 0.00240086+0.00142107j -0.00091516-0.00134615j 0.000630188-0.00244866j -0.00271184+0.000922885j 0.0020301-0.00371293j 0.00210049+0.000694462j 0.00361102-0.0021626j 0.00218317+0.00058654j 0.00186326-0.00108735j 0.00171483+0.000805408j 
