-0.020388-0.0296084j 0.0187166-0.00169034j -0.0145831-0.0324829j -6.06158e-05+0.00107596j -0.000638639+0.0514886j 0.0171103+0.0219838j -0.0453949+0.0544854j 0.0199249-0.00198403j -0.0176231+0.02446j -0.00857457+0.014188j 0.00141828-0.0520318j 0.045585-0.0203014j -0.00421614-0.00423571j -0.00923806-0.0559954j -0.0186863-0.0363112j -0.0175719-0.00941528j 0.0162026+0.0176858j -0.012864+0.0476979j -0.0491427+0.0284979j -0.0302629+0.01403j -0.00103733+0.0150199j 0.00637069-0.00841035j 0.0203688-0.0165147j -0.0188445-0.000755419j 0.040533-0.00712257j -0.00885078+0.00155364j -0.030877+0.0144176j -0.0618442+0.0180629j 0.059051-0.0369765j 0.0143986-0.00746426j -0.00782983+0.0163875j 0.00263432-0.000411271j -0.0245587+0.000722969j 3.55276e-05+0.00189432j -0.0100312-0.0201121j -0.00298918+0.0112576j -0.0226929+0.0195663j 0.00155034-0.0216135j 0.00385852-0.00328851j 0.0112042+0.00109088j 0.0121631-0.00148305j 0.0037003+0.00595742j 0.00129846-0.00102385j 0.00738984-0.00325966j -0.00125582+0.0107892j -0.00443676-0.00696927j -0.00066664-0.00249913j -0.00241197-0.00939023j 0.00756048+0.00399904j 0.00181221+0.00231552j 0.0116025-0.00256973j 0.00470452-0.000272771j -0.00901681-0.00139038j -0.0109149-0.00310828j -0.0123052-0.000132115j -0.00175945-0.00441464j -0.00450476+0.00443599j -0.00698574+0.0177899j 0.00230286-0.00763056j -0.0054621-0.000994075j -0.0105302+0.00337255j -0.00398875+0.000620449j -0.00236384+0.00762128j -0.00657898+0.00420214j -0.000623528-0.0033437j 0.00420569-0.00645186j 0.00478154-0.00423931j -0.00877963+0.00254747j 0.00450849-0.00351735j -0.00325762+0.0044084j 0.00117042-0.00244964j 0.00123565-0.00120612j 0.00225988+0.000784819j 0.0038028-0.00355833j -0.00379555+0.0036649j 0.00249474+0.00186403j 0.00427796+0.00798561j 0.00167788+0.00394952j 0.00268217-0.00953762j 0.00418004+0.00173326j -7.54481e-05+0.00797243j -0.00727915+0.0206705j 0.00811491-0.0125359j -0.00871091+0.00924566j 0.0115636-0.00503333j -0.024146+0.010921j -0.00401537-0.00914627j -0.00261653+0.00244316j 0.00275836-0.00631787j 0.0143661-0.0172697j 0.0323451-0.0255184j 0.00670133+0.0191085j 0.00991368-0.0109646j 0.0127747+0.00441319j 0.0183172-0.00991246j 
0.0348829+0.0689903j -0.0158642-0.00437165j 0.0243056+0.0134787j 0.0208507+0.0348873j -0.00580383-0.0503833j -0.10838-0.169033j 0.10987-0.0458625j -0.0514402-0.0941653j 0.0917878-0.0789021j -0.101937-0.064707j 0.0403396+0.0288806j -0.132398+0.118728j -0.137523-0.111745j -0.173363-0.0342921j 0.193384-0.00381498j -0.0148361-0.00736904j -0.0458018-0.0247369j 0.034851-0.177307j 0.132796+0.0972212j -0.0465373-0.10871j 0.0426292+0.033503j 0.0356624+0.00291896j 0.0442857+0.0471574j -0.00700845-0.00746044j -0.0361272+0.0283695j 0.00273088-0.0137761j -0.0174445+0.0307392j -0.0751508+0.104054j 0.0357532+0.0228858j 0.00672481+0.0155839j -0.0102455-0.00600826j -0.0100316+0.029846j -0.00101663-0.00890272j 0.00429319-0.0063105j 0.00283455-0.0348946j -0.0203317-0.0310816j -0.0166136-0.0656463j -0.00175333+0.0135138j 0.0109699+0.0066853j -0.0102675-0.00835467j -0.000998477+0.0062937j -0.0199464-0.0389027j 0.000312338-0.00762065j 0.0116847+0.0383243j -0.00298172-0.0196522j 0.010332+0.00188043j -0.000898593+0.00879708j 0.0233783-0.00016574j -0.00513669+0.00562281j 0.0043331-0.00389237j -0.0041753+0.00355842j 0.00552724+0.00257718j 0.00256637+0.0170604j 0.0234895+0.0047966j -0.00495327-0.0251824j 0.0206595+0.0158244j 0.0133704+0.00232192j -0.0131676-0.00810746j 0.00513042-0.00561764j 0.00394453+0.00410619j -0.0008108-4.73375e-05j 0.000894157+0.000142774j -0.000482932-0.0173581j -0.00504568-0.0115873j 0.00756269+0.00151569j -0.0022562-0.00788439j 0.0048275+0.00588996j 0.00211702+0.00520138j -0.00735535+0.000350201j -0.00399474+0.00272033j 0.0103487-0.00397437j -0.00447965-0.00473956j 0.0158688+0.000110468j 0.00552019+0.00369125j -0.00221262+0.00155234j 0.00207664+0.00199661j -0.000539229-0.00786967j 0.0043129+0.0133749j 0.00239519+0.00544057j 0.003184+0.0057974j 0.00971151-0.00626465j -0.00690832-0.0112934j -0.00152249+0.005927j -0.00155971-0.00562558j -0.00885886+0.0115175j 0.00222138-0.00210141j 0.0059267-0.00563222j 0.00186494+0.0222887j 0.00233465-0.00541381j 0.000991509+0.00363466j 0.00260848+0.0204519j -0.0113252-0.0143856j 0.00823308+0.011539j 0.0119777+0.00672717j 0.00869374+0.0344237j 
-0.00530269-0.0554545j 0.0667809+0.0583655j -0.192137-0.0275316j 0.160065-0.0859171j 0.0752295+0.0734457j -0.0954057-0.0225751j -0.142981-0.0952416j 0.0244931-0.0271384j -0.142816-0.158806j 0.0553101-0.0885078j -0.051735-0.118253j -0.0823629+0.0487669j -0.114512+0.0154692j -0.0382167-0.040132j 0.0992667-0.125506j 0.186109-0.117423j 0.00832427-0.0926586j -0.143237+0.0100433j -0.0804382-0.112901j 0.0101418-0.0256935j -0.00646659+0.00936007j 0.0187267+0.0271695j 0.0279443-0.00822457j 0.023794+0.00387846j -0.0557509-0.00555908j 0.0190186+0.0133479j 0.0386802-0.0161985j 0.0255711-0.0161203j -0.0193343-0.00492755j -0.0206687-0.00428779j 0.0235179+0.0141062j -0.00991935+0.00379976j 0.0162091+0.013783j -0.0146696-0.00519634j -0.00134699+0.00636875j 0.0081243+0.0307094j 0.00433929+0.0284613j -0.0032744-0.00811879j -0.00259609-0.000124169j -0.00438665-0.0119176j -0.00459442+0.00388192j 0.022562+0.0166685j -0.0210759-0.00788735j -0.0116792+0.00103679j -0.000661254+0.0129393j 0.00135031+0.00786212j -0.0155006-0.0105719j -0.0170478+0.0134105j 0.0187689+0.005335j 0.0105764+0.00873527j 0.00063078+0.0026295j 0.017807-0.00919478j 0.00650961-0.00502594j -0.00517518+0.00672615j -0.00178907+0.00618283j 0.0114438-0.00401618j 0.0149976-0.00149253j -0.0102978+0.0149787j 0.0169414+0.00320571j 0.00225879-0.0106598j -0.00447745-0.00789437j 0.00423765-0.00133705j -0.0261828-0.00608425j -0.0144541+0.00791119j -0.00396247-0.0154514j 0.00308977+0.00748578j 0.0208732+0.000547119j -0.0150885-0.0150533j 0.00204933-0.00801443j -0.000941849-0.00855074j 0.00853141-0.0128257j -0.00827699+0.00133833j 0.00907274-0.00622324j 0.00348331+0.000809741j -0.00399306+0.00973908j 0.00102761-0.0081633j -0.00919177-0.00347302j -0.00347027+0.00381228j 0.00623203-0.00236714j -0.00280013+0.00732104j -0.00430955-0.0128803j -0.00804242+0.00406857j 0.00944785+0.00399899j -0.00268852-0.00140738j 0.00349527+0.00609028j -0.00896406-0.00028885j 0.00851031-0.00436131j -0.00672771+0.00463504j 0.00454988-0.00205451j -0.0110298-0.01005j 0.00113046-0.0207893j -0.00467106+0.00570584j 0.0180128-0.00290751j -0.0016247-0.00767858j 0.00520816-0.0138934j 
0.0543928+0.0489701j -0.0284504+0.00410903j 0.0972481+0.0464684j 0.0883336+2.99708e-05j -0.0765828-0.0594879j 0.0464273+0.0955208j 0.11944+0.0343843j 0.0163616+0.105424j 0.0480803-0.114093j -0.0130549+0.121411j 0.089081-0.0352767j -0.0771189-0.00466988j 0.097893+0.120965j 0.0974107+0.208706j 0.0422586-0.0585467j -0.0156813-0.135559j 0.0191306+0.0904143j 0.0431752+0.0297241j 0.00137468+0.0556007j 0.045507-0.0917246j 0.00705625-0.0268151j -0.0255411-0.054264j -0.0220716-0.016726j -0.00821067-0.0169653j 0.0155314+0.066114j -0.0132679+0.00503108j -0.0345862-0.125855j -0.0451764-0.200497j 0.0583992+0.126589j 0.00604533+0.023237j -0.0229505-0.0361581j 0.0171292-0.0197515j -0.0087699-0.00301136j 0.0195958-0.0199321j 0.00675951-0.0245373j -0.00962284-0.0166158j -0.00822568-0.0386649j 0.0118263+0.0134218j 0.0117877+0.013278j 0.00527333+0.00399643j 0.0187119+0.0224764j -0.00816221-0.0153484j 0.00397297+0.0118923j 0.00787189+0.0037749j 0.0269961-0.0199554j -0.0206727-0.0101401j -0.0102967-0.0208141j 0.0116712-0.0123656j 0.00767122-0.002923j -0.0041446-0.0137986j -0.00650332+0.0196355j 0.00244169-0.0158328j 0.00272046-0.00671986j -0.000393901-0.0153597j -0.0107351-0.0101959j -0.00606507-0.00656303j -0.0063234-0.00171688j -0.0124216-0.0042216j -0.00481443-0.012042j 0.0064366+0.00725298j 0.00393953-0.00238715j -0.00042365-0.00816169j -0.00394942+0.00847671j 0.00177098-0.000554209j 0.0143145+0.00150582j 0.00571787-0.00182387j 0.00632506-0.00151444j 0.000564377-0.00162241j -0.00396318+0.0041871j 0.00389193+0.00601621j -0.00205867-0.00839673j -0.00416354+0.00220537j 0.0088969-0.0104631j 0.0063427-0.00601931j 0.010699+0.0113962j -0.0106977+0.00626048j 0.00667558-0.00494199j -0.00327824+0.0013223j 0.00132995+0.00753638j 0.00454614-0.000610621j 0.00722439+0.00165551j -0.00125535+0.00320423j -0.00728325+0.00155965j 0.000915977+0.00738257j -0.00504854+0.00800217j 0.00393054+0.00698227j 0.00126094+0.00361173j -0.00642318-0.0102932j 0.00251778+0.00379827j 0.0029996+0.0227133j 0.0078365+0.0035058j -0.0027134-0.00884675j -0.00574848+0.00529969j 0.000599578+0.0164174j 0.00622726+0.016599j 
0.0553385-0.0652257j -0.0127858-0.0468541j 0.0645889-0.0185149j 0.140332-0.173276j -0.00967902+0.0185744j -0.146963+0.0268894j 0.147966-0.034695j -0.120659-0.0874575j 0.0972848+0.0660757j -0.152083-0.043753j 0.0599139+0.0173275j -0.105304-0.0571547j 0.0486063-0.0163759j 0.0489113-0.0149748j -0.0538018-0.0161399j -0.00905263-0.00149386j -0.186097-0.146149j -0.118228+0.0435052j -0.0314111+0.0233005j 0.0655419+0.011455j 0.0318466+0.0390694j 0.0701326-0.0162106j -0.0345078+0.0154099j 0.00615319+0.014467j -0.122623+0.0591375j 0.0478608-0.0341506j 0.0905072-0.0254635j 0.0946657+0.00378032j -0.126498+0.0192148j -0.0400445+0.00594803j 0.0317753-0.0283494j 0.00265024+0.0242299j 0.0430801-0.0517746j 0.0137937+0.0304132j 0.0223116-0.00260615j 0.0198036-0.00870605j 0.0392115+0.0002169j -0.0419019+0.0206546j -0.0122175-0.00485021j -0.0136625-0.00479498j -0.00727146+0.0085573j -0.00412213+0.0128247j 0.00589622-0.0159464j -0.00529492+0.00436633j -0.00893122-0.00340504j 0.00936883-0.0127227j -0.00489122-0.00294209j -0.00187606+0.00162743j -0.00910284+0.00844328j -2.61566e-06-0.00302183j -0.0135223+0.0041178j 0.020058+0.00573476j 0.0135208-0.0102684j 0.0181149+0.00884824j 0.00963851-0.00117613j 0.0157905+0.00208622j 0.0193506+0.00363828j 0.00188426+0.000795973j 0.00997042+3.61673e-05j 0.00252314+0.00117216j 0.00729201+0.00588101j -0.00174994+0.00840729j -0.00573176-0.000185441j -0.00206288-3.17859e-05j 0.00517615-0.00448439j -0.0042131-0.00307574j -0.00636311-0.00196927j 0.00549065+0.00574178j 0.00901357+0.0055708j 0.00437554-0.00168473j 0.00575203-0.00134713j -0.00170828-0.000932885j -0.0148401+0.00292355j -0.00526643+0.000721558j -0.00968428+0.00967578j -0.00121752-0.00492235j -0.00231165-0.0053836j -0.0113692+0.00721717j -0.00397712-0.0050473j -0.00990068+0.00288349j -0.00849653+0.00133265j 0.00349305+0.00897007j 0.00363039-0.00990797j 0.00506667+0.00205119j -0.00688081-0.00620775j -0.00236031+0.0102739j -0.0014811-0.000445495j -0.00212063-0.0033734j 0.00103926+0.00237462j -0.0146486+0.00271308j -0.00897347-0.00197839j -0.00683249+0.00128883j 0.00632415-0.0133817j -0.00753742-0.00349202j -0.0104439-0.00406652j 
-0.0668148-0.0393036j 0.0311476-0.0290169j -0.0119136-0.100412j -0.0701808+0.016985j 0.0486531+0.0523116j 0.0709035-0.0547452j -0.0655923+0.0758116j -0.0162952-0.177428j -0.0723685+0.0244104j -0.0594148-0.00821171j -0.0126115-0.0559677j 0.0141894+0.057415j -0.00455257+0.055539j -0.0213128+0.0525382j -0.108583-0.0437277j -0.136389-0.035527j -0.0793536-0.17323j 0.014334+0.0789995j -0.0569123+0.0541061j -0.0383172+0.0197326j 0.0211166+0.0412461j -0.0104477+0.0164105j -0.00180061+0.000152299j -0.0248972+0.000885683j 0.0394891+0.013626j -0.010046+0.0134279j -0.018284-0.0282688j -0.0553119-0.0889998j 0.0248187+0.0203189j 0.00507935-0.00133746j -0.00920717-0.0199511j 0.00360662-0.0149573j -0.0288112+0.00141392j -0.00378066+0.0418202j -0.0163221+0.0240938j 0.0332437-0.00120679j 0.0173993+0.019511j 0.004525+0.0114377j 0.00516323-0.0136821j 0.00150333+0.000407288j -0.0104651-0.0069068j 0.0226868+0.0100506j -0.00853052-0.00679175j -0.00538915-0.00478678j 0.0182496+0.00502198j -0.00468541-0.0140313j -0.00250391+0.0176193j 0.00951922+0.00197573j -0.000940276-0.00802523j 0.0102761+0.00776506j -0.00400834-0.010533j -0.00586739+0.0260567j -0.00761915-0.00572617j -0.00234716+0.0130144j 0.00271445-0.00760729j -0.0041846-0.00498255j 0.00319381-0.0111836j 0.00188592-0.00149682j 0.000821735+0.00588866j -0.0120001-0.0113903j -0.00598287+0.00666874j 0.00420687+0.00652932j 0.00160829+0.00164306j 0.0035764-0.0114668j -0.010537-0.0121833j 0.0151936-0.0054249j -0.00720999-0.00827901j -0.00441794+0.00513605j -0.00294354+0.00768583j -0.00626027-0.00124296j 0.00965927+0.0119285j -0.00241794-0.00645851j 0.00139492-0.00147696j 0.00580579+0.00888623j -0.00375627-0.00819333j -0.00202093+0.00432354j 0.0156874+0.00824888j -0.0035395-0.00684245j -0.00887565-0.00346504j 0.00880057-0.0010425j -0.00375584+0.00140079j 0.00922637+0.00938115j -0.00592147-0.00762537j -0.000458158+0.00255902j 0.00204134-0.0088661j -0.00503985+0.00347739j 0.00190874+0.00151674j -0.00344266-0.00312835j -0.00082106+0.000529975j 0.00100974+0.00163821j -0.0108365-0.00356283j 0.00858635+0.0140491j 0.00161897-0.00981096j -0.00523858-0.00644277j -0.00842862-0.0116592j 
0.0404088+0.0212682j -0.0540578-0.020444j 0.0467574-0.139568j -0.0617525-0.0477248j 0.0535391-0.0119194j -0.10893-0.095096j 0.0558101+0.13001j -0.0735455+0.0139056j -0.050578-0.0879832j 0.0933328-0.0252207j -0.106014-0.0416328j 0.0567601-0.0653572j -0.0184524+0.0848047j -0.0259312+0.0701934j 0.0228977+0.14383j -0.0267979+0.0352811j -0.0591757+0.0836972j -0.0134915-0.109699j -0.0216761-0.0167054j -0.00919023-0.00428122j 0.00234309+0.0115963j 0.0185726+0.0104301j -0.0444148-0.0141041j 0.0202931-0.0121217j -0.0922226-0.00500335j 0.0437486+0.0166716j -0.0100766-0.0419018j -0.0194638-0.0771814j -0.0487352+0.0280141j -0.01441+0.00104409j 0.0237387-0.0280386j -0.0347242+0.000913466j 0.0352895+0.0155724j 0.000800776+0.00574229j 0.0435239+0.0184281j 0.0221517+0.0144036j 0.00059926-0.0427016j -0.0425864+0.00190362j -0.00419178+0.0046653j -0.036987-0.0137634j 4.03148e-05+0.00564814j 0.0162197-0.0199864j 0.000265298+0.00780362j -0.00961555+0.0165456j -0.0131135-0.00533313j -0.00471638-0.0173995j -0.00346156+0.0101518j -0.0158455-0.0183843j 0.00326005-0.00441561j 0.00490635-0.00845509j -0.00858162+0.000887727j 0.0058501+0.000428679j 0.00214744+0.00104149j -0.0112181-0.0221926j 0.0103803-0.00948165j 0.0101005+0.0035301j 0.0308105+0.00924384j 0.0126722+0.0018307j 0.00895264+0.0104647j 0.00285245-0.000830113j 0.0087688+0.00139499j 0.00271308-0.00587163j -0.00439717-0.00658324j 0.00603845-0.0102716j -0.00896338-0.000157217j -0.00342204-0.00995971j 0.00291317-0.00551761j -0.00798178+0.00854785j 0.00255687-0.00374276j -0.00156876-0.00352378j -0.00118761-0.0129968j 0.000642505+0.00401174j -0.0136614+0.00178176j -0.00851137-0.0107468j -0.00714206-0.00489595j 0.00600896+0.00766841j -0.00965358-0.00673487j -0.00443374+0.0116814j -0.00246523+0.0114929j -0.00656882+0.00167799j -0.00759625-0.00120484j -0.0157571+0.0015304j 0.00525045+0.00250914j -0.00346078+0.00502143j -0.00183509+0.00581247j -0.00510518+0.00372157j -0.0015739-0.00496054j -0.0043288-0.00592621j 0.0043181+0.00353532j -0.0156898+0.00262601j -0.000247066+0.0172857j -0.0182807-0.00438182j 0.0114795+0.00316796j -0.00447168-0.000666348j -0.00143492+0.0203739j 
-0.0299102+0.0342608j 0.0132546+0.0382024j -0.0905082-0.00643393j 0.00486573+0.119334j 0.0423953+0.0337541j -0.0692899+0.0373098j 0.0173236+0.0155949j -0.0572905+0.0179905j 0.110498-0.158823j -0.0928941+0.0548388j -0.020048-0.0851759j -0.00580643+0.00901865j -0.0751119-0.00323548j -0.130725-0.0535242j 0.0483059+0.0418373j -0.000663044+0.0935617j -0.0382584+0.118942j -0.128674+0.137007j -0.0585067+0.0145967j 0.018866+0.0297358j 0.0299167-0.0136778j 0.0453954-0.0334329j -0.0197214+0.0072908j 0.0186294+0.0015872j -0.0740342+0.0827544j 0.0280095-0.0257958j 0.057037-0.0278042j 0.0502503+0.0342677j -0.0674712+0.0554748j -0.00927839+0.0264795j -0.00187301-7.05009e-05j 0.017272+0.0163715j 0.00666689-0.0246408j 0.0179746-0.0131018j 0.00140792-0.0131258j 0.0144054-0.020026j 0.0243722+0.000913338j -0.0121851+0.00840893j -0.0011117-0.00660352j 0.00395513+0.0175719j 0.00296298+0.00450324j -0.0141254+0.00652877j -0.00781954+0.0170763j 0.0044742-0.000670838j 0.00415001+0.00339621j -0.0155962+0.00367366j -0.0040718+0.00282491j 0.0134356-0.0118603j 0.0144529+0.00705029j 0.00866944-0.0104123j -0.0182483+0.0202569j 0.0090384-0.00458355j -0.00878567-0.00821628j -0.00432297-0.013666j -0.00760868+0.00388735j 0.00704553-0.0109494j 0.0147752-0.00348748j 0.00587773-0.0026569j 0.0113542-0.00393244j 0.00215854-0.00155451j -0.00344304-0.00231055j -0.00564145-0.000150224j -0.00298954-0.00307446j 0.00196447+0.00107238j -0.0109803+0.00451043j -0.00439391-0.00370782j -0.000882947+0.00710846j -0.00158699-0.00664816j 0.00692221-0.00388046j -0.00682249+0.00464516j 0.0162314-0.00816902j 0.00641704-0.00499758j -0.00790315+0.0124202j -0.000279441-0.00497322j -0.0132468-0.00444855j 0.0116636-0.000632029j -0.00214122+0.00296124j -0.0132609+0.00546574j 0.00148087-0.0051048j -0.00400846-0.00383901j -0.00264573-0.00692855j -0.000427121-0.000323861j 0.00645834-0.00258596j 0.000148505+0.00460402j 0.002026+0.00968265j -0.00726561-0.00209414j -0.00185774-0.00474966j 0.00828505-0.000257582j -0.00062387-0.00192655j -0.0222887+0.00775788j -0.00265823+0.00330211j 0.0080621-0.00219247j 0.00440336-0.00561862j -0.00749688+0.00691394j -0.00704218+0.00179993j 
0.0942187-0.0734215j 0.0666069+0.0293567j 0.23642-0.143754j 0.0412118+0.0466688j -0.00938639+0.0732403j -0.0392-0.0139698j 0.0398738+0.0507993j 0.0831128+0.013403j -0.0864761+0.0540348j -0.118105-0.0812525j -0.101583-0.0296612j 0.00656385-0.147805j 0.0701422-0.0254092j -0.0591686-0.0687373j -0.0607218+0.015034j -0.106405+0.0712817j 0.0848083-0.012596j -0.0442689+0.102218j -0.0552401+0.209009j -0.0586116-0.0125633j -0.00378527+0.0574491j 0.0060865-0.0342334j 0.0105993+0.0673959j -0.00873765-0.0275032j 0.043124+0.134282j -0.0156262-0.055514j -0.00145324-0.0763839j -0.0143326-0.0164114j 0.0631493+0.0858125j 0.0150935+0.0388659j 0.0151905-0.0135698j 0.00534753+0.031459j -0.0252109-0.0702659j -0.0293187+0.0229299j -0.0131578-0.0111098j -0.0271618-0.0452637j -0.0177606-0.0131719j 0.00931068+0.0139383j -0.00150609-0.0115435j 0.0111903+0.0280491j 0.0128042+0.00379834j 0.00622314+0.000450479j 0.0275742+0.00731337j 0.00594437+0.00976927j -0.00697946+0.00520553j 0.00628946-0.00357651j 0.00646875+0.013513j -0.00310198-0.00333595j 0.0127144+0.0130875j -0.00695365-0.00164963j 0.00916418+0.0131517j -0.00162949-0.00399738j 0.00135846+0.000991941j -0.0161299+0.0244382j -0.00292134+0.0106464j -0.00473125+0.00671465j -0.00925287+0.000361752j -0.00177215+0.00600563j -0.00492067+0.00305517j 0.0120223-0.00548442j -0.00362528+0.00053997j -0.0121479+0.00139253j -0.00313406-0.00580848j -0.00367561-0.018096j 0.00464366+0.00550094j 0.00189373-0.0200551j 0.00202132+0.0156348j 0.00626358+0.00223534j -0.00306225-0.000481059j -0.0081409+0.00270138j 0.0181958-0.0191715j -9.72464e-05-0.00382119j 0.00193072+0.0194637j 0.00318287-0.00830548j 0.000188197+0.014594j 0.00254855-0.0156386j 0.0167625+0.00415574j -0.00452414+0.00321153j -0.00938755-0.0047757j 0.00438455+0.00919425j -0.00654948+0.00255516j -0.00311163+0.00486173j 0.0067193-0.0135269j 0.00376434+0.00360644j 0.0118776-0.00322587j 0.00435695+0.00264681j 0.00308235-0.00590426j -0.00809955-0.00345552j 0.00279141-0.00111911j -0.0116998+0.00798188j -0.0109033-0.00573901j -0.000243299-0.00472802j 0.00735801-0.00918812j 0.0100807+0.0170184j -0.00150029-0.00372065j 
-0.034154+0.0208871j -0.0338459-0.00949526j 0.0193679+0.0242954j 0.0204428-0.0295817j 0.000947548-0.0187118j 0.0689784+0.0181504j 0.119132-0.0604442j -0.0399926-0.0984843j 0.0295765-0.152851j -0.0344844-0.102277j 0.0224572+0.0429277j 0.0264284+0.0355121j 0.0602415+0.0349585j -0.0355768+0.121123j -0.00886935-0.086105j -0.0594698+0.117737j -0.0278828-0.118826j 0.140021+0.104828j -0.0206295+0.0128571j 0.0715942+0.0333955j -0.00691232+0.0156503j 0.0113238+0.00598201j -0.0181568+0.0310087j -0.00690976+0.000421235j 0.00937617+0.0934609j -0.0225484-0.019429j -0.0427547-0.0561456j -0.0436342-0.0246654j -0.0037195+0.0798194j -0.00884081+0.021105j -0.0118083-0.0241026j -0.0246697+0.0113667j 0.00917605-0.0257789j 0.0130045-0.00697778j 0.00254267-0.0261565j 0.0291526-0.0266949j 0.0234146-0.012549j 0.000414411+0.0548545j -0.00607755-0.0077121j -0.00473848+0.00707082j 0.00837459-0.00345329j -0.00080368-0.0116065j 0.0137714-0.0170424j -0.0113593+0.0045138j 0.00342742-0.00582487j 0.0015879+0.0188012j -0.00459712+0.00454511j 0.00187096+0.00302506j 0.00197737+0.00857801j -0.00280692+0.00383801j 0.00310422+0.0230066j 0.0208034+0.00802901j 0.00463651-0.0176218j -0.00785196-0.00405927j 0.00421516-0.00172773j -0.00745354+0.000681428j -0.000372995-0.000545579j 0.00418846-0.0128655j 0.00532403-0.0130412j -0.00814885+0.007706j 0.0046528+0.00390532j 0.000948167+0.00216665j 0.00788667-0.00689322j -0.0113434-0.00769383j -0.00222495-0.00226455j 0.00483496-0.00377917j -0.0132371-0.00127923j 0.00938601+0.00380989j -0.00517159-0.00710041j -0.00594028-0.00778766j -0.00402611-0.0125343j 0.00287699-0.00149474j -0.00233137+0.0119813j 0.00298111-0.00367378j -0.000590788-0.0186241j -1.25888e-05-0.0103984j -0.0117669+0.0166137j -0.00661302-0.00629591j 0.007372-0.000825396j -0.0114985-0.00161279j 0.0243087+0.00897681j 0.00389731-0.0145962j -0.00422451-0.00253836j -0.000133539-0.000276541j -0.00679788+0.000440661j -0.00776238-0.0040255j -0.0101462+0.005301j 0.00434137+0.00616317j 0.00047927-0.00234711j -0.0139515+0.00894259j 0.00164787+0.0117633j 0.0108155+0.00865498j -0.0156702-0.00673548j -0.0179155-0.00800387j -0.0113351+0.00829533j 
-0.00713105-0.0228762j -0.00683757+0.0398298j -0.0261676-0.0625045j -0.149609+0.0380525j -0.0489713+0.0300043j -0.00413752-0.0074809j -0.222657-0.00669018j 0.00992562+0.0614437j -0.0342361+0.0318584j 0.0269978-0.104304j 0.0770983+0.0616042j 0.152935-0.0978224j 0.0261284-0.0588916j 0.057179-0.040327j 0.204844-0.109624j -0.0810288-0.00542271j -0.14474+0.0418133j 0.0342039-0.0862736j -0.0417072-0.0357428j -0.087674-0.00958008j -0.0276078-0.0189862j -0.0185324+0.027128j 0.0320487-0.0181098j 0.00982121+0.00833891j 0.0187573-0.0792506j -0.00211626+0.0235079j -0.0419367-0.00770199j -0.0111173-0.0516975j 0.031447-0.0468379j -0.0061263+0.0162315j 0.00153327+0.0194499j 0.0121017-0.0438795j -0.0218073+0.0206692j 0.00465035-0.0140278j 0.00382488+0.00414568j 0.00138265+0.0348878j -0.00895011+0.0230248j 0.00642875-0.0479975j 0.00175697+0.00104031j 0.00553155+0.00102519j 0.0069761+0.00300363j -0.00456792+0.00436912j -0.0291559+0.00530753j 0.0058352-0.012319j 0.00346575-0.00282446j 0.00579408+0.00417578j -0.0113695-0.000945925j -0.00909282+0.000783605j 0.00492681+0.00668192j -0.00494242+0.0106509j 0.0127751-0.000931656j 0.0104861+0.0182627j 0.0125932-0.000326014j -0.0100563-0.0277307j -0.00991508-0.00634164j 0.00456984-0.00127487j -0.00311532+0.0123687j -0.00804998+0.0202617j -0.00192787+0.00332269j -0.00327943+0.000426207j -0.002014-0.00403756j 0.00558869-0.00455602j 0.00210742-0.000577133j 0.00189318+0.00061781j 0.000858327+0.00243332j 0.00473041-0.00568924j -0.00235338+0.0050795j 0.00317064-0.00602722j -0.0159759-0.000299666j -0.00888448-7.16628e-05j -0.00455044-0.0114608j -0.0029784-0.00118844j -0.00956848-0.000105428j 6.52887e-05-0.0134432j 0.00773701-0.0171119j 0.000674441-0.0111523j 0.0166091+0.0157803j 0.0183604-0.00601404j -0.00324001-0.00742053j 0.0219903+0.00599523j -5.0273e-05+0.00924851j 0.012489-0.0188591j -0.00758069-7.66789e-05j 0.00235153-0.00978335j -0.00704915-0.00162556j 0.0086373+0.00221355j 0.00162011+0.008313j 0.0143699-0.00141145j -0.00685344-0.000694222j 0.0137411-0.00114583j -0.00845908-0.00385915j -0.00119414+0.00306948j 0.00114046+0.00485198j 0.00863019+0.00652129j 0.00792894-0.0058538j 
