0.010484+0.00892571j 0.00775641-0.00478946j 0.0080689-0.00641603j -0.00382378-0.00776217j -0.00192013-0.00341039j -0.00678814+0.00022619j -0.000908873+0.0012522j 0.000811922+0.0123755j -0.0038394-0.00300949j -0.00469209+0.00174019j 0.00311401+0.0079059j 0.0141945-0.00357823j 0.00228577-0.0024843j 0.00896513+0.00892385j 0.0145726+9.30522e-05j 0.00122208+0.000840406j -0.0019957-0.00113932j -0.00712462+0.00470994j -0.00998545+0.00234866j -0.0294335+0.0076889j 0.00311401+0.0140003j 0.01337-0.0132005j 0.0173682+0.00553338j 0.0133392-0.00187582j 0.0038185-0.0249464j 0.0017655+0.00274732j 0.000680883-0.00609163j 0.000466644+0.00496713j -0.00974126+0.00145059j 0.00279354-0.00758267j -0.0104353+0.00374062j -0.00437739-0.00142235j -0.00855558-0.00962561j -0.000656705-0.00514767j 0.0132379+0.00791847j 0.00624688+0.00708634j -0.00489643-0.00280786j 0.00215589+0.000916868j 0.0110711-0.00218734j 0.000826744-0.0055727j -1.66256e-05+0.00579504j 0.00291072-0.000540672j -0.00088032+0.00543527j -0.00492278-0.00855436j 0.00168261+0.00120785j 0.000427611+0.00147076j 0.000709824-0.00151536j -0.00697874+0.0133132j 0.00345812+0.00395177j 0.00351689-0.0120137j -0.00364699+0.00744127j 0.000997128-0.0098939j 0.00343305-0.000888974j -0.0126992+0.00340838j 0.00726173+0.00543983j 0.00139599-0.00154578j 0.00360462+0.00882715j 0.0187045-0.00892981j -0.00286704+0.0258848j 0.00925335-0.0211074j 0.0146503-0.0203887j 0.0145282-0.00026713j 0.057798+0.0309312j -0.0100939+0.00875331j -0.00996655+0.0259208j -0.00484844+0.00763504j -0.0172021+0.0135199j 0.00478769-0.00266406j -0.00929467+0.0124189j 0.0219381-0.0392082j -0.000642526-0.00924376j -0.00639311-0.00986024j 0.00717823+0.00196163j -0.00361521-0.00355428j -0.00763312-0.00323913j 0.0113253+0.00710157j 0.00709436-0.00499613j 0.00857782+0.00707184j 0.00226142+0.00351264j 0.00569447-0.00468149j 0.00447111+0.010531j 0.0127422-0.00548292j -0.00938823+0.00540835j -0.00542798-0.00968895j -0.000839983+0.00805351j -0.00181413-0.0150931j -0.010564+0.0206743j -0.0153593+0.0112314j 0.00360986+0.0483096j -0.00221405-0.0221541j -0.000396478-0.0641596j 0.0622785-0.00590083j 
0.00662577+0.00369019j 0.00265517+0.00142211j 0.00760668-0.00506617j 0.0133622+0.00172598j -0.021046+0.00634345j 0.0146444+0.0109112j 0.0123666-0.00205795j -0.00999549+0.00178885j -0.00397796-0.00101468j 0.00757785+0.0083082j 0.0129974+0.0102178j -0.0128392-0.00645316j 0.0115924-0.0104254j 0.0223327-0.00988451j -0.0139645+0.0105217j 0.0175985+0.000381616j -0.0237235-2.54154e-05j 0.0112442-0.0088724j -0.00789757+0.00872582j 0.0145191-0.00398348j 0.018046+0.0214362j 0.012305+0.00925296j -0.00389449-0.0128877j 0.0148548+0.00516339j 0.00747575+0.00618544j -0.0120353-0.00428296j -0.0107103+0.00297947j 0.0097528+0.00270054j 0.0130161+0.00404545j 0.000293902+0.0041142j -0.00814138+0.00880439j -0.0131875+0.0059453j -0.0031301-0.00154877j -0.000518932+0.000889767j 0.00694632-0.00648713j 0.00219463-0.00529492j -0.00223217-0.00289229j 0.00457386-0.000628698j -0.00098718-0.00785752j 0.00729984-0.00121301j -0.0168921-0.00104084j -0.0011463-0.00256683j -0.000193609+0.00280784j 0.0100666-0.0060064j -0.00588577-0.00209003j 0.00363991+0.00377122j -0.0097654+0.00344231j 0.0120992+0.00652648j -0.000435711+0.0124096j -0.0123727-0.0161325j -0.0151193+0.0113929j -0.00509334+0.00160472j -0.00150011+0.000259936j -0.0135797-0.00601327j -0.0063297+0.00481923j -0.00173309-0.0234334j 0.0074389-0.0186007j -0.00707005+0.0149352j -0.0124418-0.00120675j 0.00436904+0.0121984j -0.00421508+0.00596482j 0.0146681+0.0242338j -0.000922839+0.0180153j 1.89952e-05-0.00349731j -0.00697405-0.00719295j -0.00773622-0.003804j -0.00716674-0.0103203j 0.00636694+0.00786465j -0.00772797-0.0126203j 0.0184432+0.0249383j -0.00169222-0.00425529j -0.00176476+0.0100991j 0.00130865-0.012905j -0.00239627-0.00632167j -0.00528916+0.0123559j 0.00674506+0.00504885j 0.000615286+0.00234314j 0.00201302+0.0186598j -0.00770943+0.00787966j 0.00540729-0.0024305j -0.00826537+0.00692916j -0.00924291+0.00935561j 0.00423781+0.000168549j 0.00684943+0.00766089j 0.00741266-0.00868608j -0.00480906-0.0012484j 0.00895216+0.0104513j -0.000345478-0.0284003j 0.0112717+0.0342636j -0.0195543+0.0241142j 0.000814943-0.000232874j 0.0061645+0.00428579j 
0.00466453-0.00315276j 0.00648244+0.000227202j 0.0047485+0.00528683j 0.0017811-0.00147206j -0.0353768+0.00395137j -0.0237225-0.00184838j -0.00314384-0.00363686j 0.00143973-7.41218e-05j -0.00540876-0.0143528j 0.00602261-0.00532604j -0.00640187+0.00764923j 0.00590587-0.0107366j -0.00255019-0.00697401j -0.019353-0.00147879j 0.00712316+0.00350945j -0.00562982+0.00280969j 0.0216787-0.00242358j -0.00942418-0.0194393j -0.0060716+0.00949305j -0.00519592-0.0143874j 0.00351462+0.00507149j -0.00497951+0.00571365j 0.0115987-0.00509628j -0.0133566-0.00268522j -0.0280469+0.0204861j 0.00109623+0.00156703j -0.00431602-0.0119625j 0.00762013+0.00242425j 0.000651034-0.00235591j -8.99587e-05+0.000891841j -0.00177427-0.00676331j 0.00398904+0.00419851j -0.0189518+0.00278064j -0.00516128-0.00213123j -0.0070835-0.00337203j -0.00457019+0.00237338j -0.0137565-0.00581286j 0.000881762+0.00020796j -0.0111844-0.00671701j 0.00988322+0.00392155j -0.0111266+0.00481143j -0.00446964-0.00332673j 0.0084248+0.000632535j 0.00932428+0.00831443j -0.00556205-0.00150792j -0.000995249-0.00255431j -0.0104232-0.000128435j 0.00330549-0.00791436j -0.00373519-0.000762223j -0.0111645+0.00680507j 0.00387833+0.014247j 0.00969458-0.00746795j 0.00374372-0.0011322j -0.00840295+0.0053868j -0.00897819+0.0177367j -0.0202606+0.00352698j 0.0019409+0.0124348j 0.00209651-0.00667201j -0.0081146-0.0124011j -0.00680006-0.00872071j 0.00371343-0.0121418j 0.00300499-0.00743613j -0.00628752+0.025143j -0.00346809+0.000832712j 0.000668564+0.0135458j -0.00468081+0.00514034j 0.00123038+0.00760587j 0.00688076+3.91086e-05j -0.00217219+0.00476696j 0.0014613-0.0143918j -0.00273899-0.00773937j 0.000449293-0.000534151j -0.00511692-0.00838149j 5.53406e-05-0.00189962j -0.00234239+0.00269734j 0.00569607+0.00207726j -0.00467348-0.00967871j 0.00856437+0.00643692j -0.000487642-0.00118112j -0.00185978-0.0098855j -0.00588055+0.00251941j -0.00743049-0.00788342j -0.00125698-0.00516772j 0.00322964+0.020305j -0.00215481+0.0106955j 0.0108355+0.0275762j 0.00277743+0.0229197j -0.00648859-0.00744529j 0.0220505-0.0334645j 0.0172752-0.000333888j 0.000938268-0.00951796j -0.00585229+0.00756759j 
-0.00239664+0.00235429j -0.00508608-0.00333795j -0.0195168+0.00431637j -0.00164256-0.00845188j -0.00601902-0.0139944j 0.00830548-0.0018029j 0.00764399+0.00110385j 0.00717234+0.0039417j 0.00309894+0.00339153j 0.0117277+0.0137719j 0.0024106+0.0082693j 0.00693476-0.00279123j 0.012485-0.00722301j 0.00344566+0.000376033j -0.00597996+0.0118469j -0.00309994-0.00390452j 0.00490828+0.00422836j 0.00422724+0.00367026j -0.0169105+0.00297856j 0.0233004+0.00113214j 0.0224126-0.00619329j 0.00660982-0.00550888j -0.00693254-0.0108681j 0.000634373+0.0121513j -0.009694-0.0273283j -0.0209229-0.00689781j -0.00131559-0.00436583j 0.00283042-0.00472299j -0.0157659+0.00560069j -0.0011896-0.00269262j -0.00864755-0.00628557j -0.00271204+0.000579819j -0.0025517-0.0124153j -0.00935922-0.0105004j -0.0101461+0.000897529j -0.000932854+0.00173647j 9.84259e-05-0.0112047j -0.00449911+0.000236976j -0.000131141+0.00561986j -0.0102374-0.0123896j 0.0136365+0.00374991j 0.00777695-0.00246828j -0.00739696+0.0010326j -0.00775616-0.00290532j 0.0109357+0.00525186j -0.00278982+0.00236605j 0.0130456+0.00180787j 0.00942069+0.00952971j 0.0103242+0.0032983j 0.00386122-0.0196113j 0.00396228+0.0123166j -0.0100584-0.0163337j 0.0157435+0.00755404j 0.00169164+0.00834599j 0.0108143-0.0112039j 0.0155241-0.000285631j 0.00535748-0.00469977j 0.0036127+0.00255416j 0.011138+0.0204054j 0.00346612+0.00702108j -0.0156465-0.0208857j 0.0136853-0.0231797j -0.0080746-0.0238721j -0.000964594+0.0207288j -0.00822495+0.0332731j 0.00311258+0.0201046j 0.0101546+0.0149305j -0.00925533-0.00885955j 0.00434074+0.00334984j -0.0142575-0.0195595j -0.00013332-0.00194136j 0.000824789+0.00233504j -0.000699246+0.00361861j -0.00207508-0.00035213j 0.00413292-0.0024634j 0.00193101-0.0108041j -0.000121313+0.00326479j -0.00524404-0.00917049j 0.000270223-0.0118092j -0.00402312+0.00173565j 0.00410495+0.000312685j 0.00867317+0.00465684j 0.000123062-0.00437924j -0.0083137-0.0077253j 0.00576595+0.00697535j 0.000538459-0.0164021j 0.0131535+0.00905157j 0.00496201+0.00654932j 0.00617476-0.00226598j 0.00892592-0.00870881j 0.0123559-0.010258j -0.00543118-0.00467724j 
-0.000370579+0.000138793j -0.00578317-0.00271032j 0.00403854+0.00143379j 0.0103022+0.00793527j -0.00423379-0.00775131j 0.00188547-0.00212849j -0.00478914-0.00745683j 0.0013325+0.00326515j -0.0101225+0.0063744j -0.00755658+0.00689622j 0.000725428-0.0145367j -0.0185042-0.00165738j -0.00395754+0.000803705j -0.0210777-0.00951877j 0.00159406+0.00709724j -0.00411359+0.003701j -0.00140264+0.00218548j 0.00238921-0.00786443j 0.00496201-0.000686437j -0.0184218-0.0155028j 0.0212216+0.0043734j -0.00509982-0.0066537j 0.0138834+0.0114352j -0.00104164-0.00106591j 0.00497902+0.000281014j -0.00932008+0.012574j -0.0145639-0.00203355j -0.00446846-0.00615297j -0.0019121-0.00837315j -0.00753091-3.88642e-05j -0.00734747+0.00619269j 0.00267594+0.0133748j -0.00916689-0.00388681j -0.00341178+0.00508298j -0.0139718-0.00194283j -0.00539523+0.00276915j -0.000785791-0.012724j -0.0020483+4.50305e-05j -0.0142411-0.00765161j -0.000578597+0.000551424j 0.00898951-0.00641021j 0.0185636-0.000259925j 0.0238341-0.00455941j -0.0350097+0.00634713j -0.00866566+0.00470468j -0.0198302-0.00190437j 0.000549953+0.00077953j -0.00243386-0.0201221j 0.022301-0.00225871j 0.0221398-0.000734515j 0.00824502-0.00484997j -0.0105229-0.00410295j 0.0220329+0.0160307j 0.019297+0.0156789j 0.00974723+0.00534514j 0.00993226+0.00368435j 0.000577561-0.00130787j 0.00369635+0.00849304j 0.00136288-0.0148584j 0.0135375-0.000711407j -0.0236155+0.00316802j 0.019538-0.00217702j 0.0138167+0.0120313j -0.00456922+0.00031874j 0.00445991-0.0069485j 0.0014994-0.0017866j -0.00250822-0.00351925j -0.00245008-0.0018552j 0.00134791-0.00294703j 0.00466316+0.00911205j 0.00470712+0.00219702j 0.00131797-0.00154637j -0.00611728+0.00455339j 0.00347404+0.000834994j -0.00129398-0.00476849j 0.00310256+0.00132258j -0.00477988-0.00250146j -0.00267999-0.00204605j 0.00418291+0.00265096j -0.00275071+0.000542995j 0.0142763+0.00230523j 0.01137-0.001924j 0.0049411+0.00434838j -0.000404133+0.00538396j 0.0102491+0.0180921j -0.0100717+0.00453119j 0.0106242-0.00265362j -0.00992082-0.0258794j -0.00230737-0.00565573j -0.00227651+0.00968737j -0.0126236+0.00298905j 0.007056-0.00632211j 
-0.00736517-7.71901e-05j 0.00399852-0.000592896j -0.00864197+0.0029685j 0.00446769-0.00295019j -0.00277091+0.00467758j 0.00425876+0.00167828j 0.0143619+0.000305753j 0.00176337+0.000599407j -0.00718214-0.00296714j -0.00700195+0.00205604j 0.0196455-0.00963132j -0.0176773-0.00431995j 0.0101438-0.0100784j 0.0126534+0.000527161j -0.0121089-0.00507244j 0.0125346+0.00111056j -0.0199441+0.00276831j 0.0208925+0.00298947j 0.00800036+0.00855817j -0.0135683+0.00161771j -0.0217132+0.000184177j -0.0199983-0.0101536j 0.00559264+0.00137267j -0.00521916-0.00189007j -0.0205292-0.0109324j 0.000429371-0.0111686j -0.0124531-0.00490454j 0.00091783+0.0104154j 0.0150491+0.016197j -0.00389993-0.00664015j -0.00604037-0.0080434j -0.00318317+0.00542686j -0.00215315-0.0155822j 0.00457574-0.00228503j 0.00785183+0.000674751j 0.00126867-0.000171521j -0.00562489+0.00762678j 0.00555854+0.000725746j 0.00157164-0.00376771j -0.00176888-0.00170877j 0.00991012+0.00605916j -0.000422583-0.0040146j 0.0128166-0.000330526j -0.00432063+0.00856993j -8.32019e-05+0.000178152j -0.00266862-0.0101662j -0.0063782-0.00241136j -0.00170154+0.0191862j -0.00498211-0.0101466j 0.00253726-0.000125302j -0.00559278-0.0124553j 0.00188233+0.00640682j 0.000755675-0.00244656j 0.00592472+0.00973225j -0.0151445-0.0152013j -0.00431033-0.0125665j 0.00216337-0.0150755j 0.00247533-0.00328076j -0.00107773+0.00163066j 0.0027443-0.00338723j -0.00791029-0.0110469j -0.00679042-0.00747629j -0.0114102-0.00580776j -0.00136317+0.0014954j 0.000282988+0.0120051j 0.000771549+0.00300895j 0.00580034+0.00222528j -0.00279134+0.00193561j 0.00447555-0.0019473j -0.00589695-0.00896149j 0.00275811-0.00300159j 0.00178458-0.00069859j -0.00402535-0.00166529j 0.00248549-0.00203909j 0.00233353-0.0029303j -0.00223091+0.00800094j -0.0020584+0.00743776j -0.0131808-2.22491e-05j -0.0044407+0.00312273j -0.000410971+0.000915262j -0.00613335+0.0031964j -0.00762397+0.00680007j 0.000288326-0.00663817j 0.00686459+0.00264682j 0.00803179+0.0006094j 1.693e-05+0.00638087j -0.00314536-0.00794411j -0.00205333+0.00704772j 0.0122207-0.000814138j -0.00906371+0.00141653j 0.00979725+0.00536556j -0.015769+0.0100603j 
0.00219157-0.00212969j 0.00558107+0.00277117j 0.00127037+0.00383162j -0.00743167+0.00488268j 0.00339854+0.00197203j 0.00349736+0.00180044j -0.00197239-0.0106719j 0.00345422-0.00844915j 0.000552284-0.0119775j 0.00250353-0.00394948j -0.00376776-0.00500882j 0.00767884+0.0135884j -0.00934914-0.000629195j 0.0141971+0.00976288j 0.00864545+0.00502001j -0.00424521+0.00799325j -0.0190525-0.0176609j 0.0151774-0.00197963j 0.000730862-0.0172506j -0.00367704-0.0136169j -0.00623053+0.0174453j 0.00445815+0.0132349j 0.0123793+0.0129426j 0.0030573+0.0080711j -0.0110839+0.00598365j -0.00248848+0.00817451j 0.0134578+0.00439475j -0.0064934-0.00993249j -0.00268257-0.00930843j 0.00421281+0.0050473j -0.00564154-0.00697297j 0.00671781-0.00808117j -0.00237457-0.00201874j 0.00628074-0.00220356j 0.00375852+0.0102769j -0.00116157-0.00271443j 0.00377331-0.00813233j -0.0034992+0.00667818j 0.0014046+0.0128329j -0.0139902-0.00775877j 0.00160428+0.00520678j 0.00489932-0.00210354j -0.0285429-0.0033491j -0.00868001+0.000950457j 0.0113708-0.00392119j 0.00802851+0.00158204j 0.0245093+0.000487298j 0.011066-0.00682384j 0.00524621+0.00370582j -0.00289212-0.00208323j -0.000768434+0.00310721j 0.00100016+0.000618703j -0.00110506-0.00416623j 0.00499843-0.0129882j 0.00392545+0.00218369j 0.0144713+0.00147051j 0.00603818+0.0179916j -0.000936149+0.0042451j 0.00667577+0.0100203j -0.00949684-0.00774201j -0.0165708-0.00746227j -0.00269435+0.00890954j 0.0173749+0.0636232j -0.000530482-0.0164204j -0.00168469+0.000463449j 0.00615112-0.00506801j 0.00245946-0.00997179j -0.00320355+0.00142331j 0.00704522+0.00442059j -0.00858922-0.014972j 0.00417336-0.0076919j -0.0120028-0.00551777j 0.00815572-0.00199559j 0.000109879-0.0021521j 0.00234786+0.00802468j 0.00706517+0.00340123j -0.00119632-0.00503083j 0.000325961+0.0140047j 0.00555851+0.00766282j -0.00619262-0.0174145j -0.00198539-0.00732649j -0.00207078+0.0161061j 0.00676561+0.00550933j -0.0106993+0.00803108j 0.00849813+0.00352801j 0.00246298+0.0144919j -0.00991991+0.00246533j -0.00161533-0.0197031j 0.00378905-0.0188823j -0.00827006+0.00734568j -0.0311276+0.00076002j -0.0094394+0.0110745j 
-0.00744176-0.00237143j -0.000952944-0.00303747j -0.00184092-0.000411508j -0.0136841-0.00225646j 0.000978209+0.00317956j 0.00778785+0.00410258j -0.0007733-0.00537283j -0.000382676-0.00333227j 0.0154699+0.00146927j 0.00427271-0.00621076j -0.000441859-0.0013966j 0.0215588+0.00580725j -0.00216702+0.00211008j -0.00450991+0.000886793j -0.0140342-0.00167984j 0.0268925+0.00258468j 0.0061641+0.00105525j 0.020562-0.0124502j 0.00948413+0.00289098j -0.00668388-0.010246j -0.00123995+0.0105821j 0.00789545+0.00231158j -0.00590368-0.00258733j 0.0177722-0.000773542j -0.00348038+0.00221941j -0.00324298+0.00422491j 0.0178179-0.000690676j -0.014858-0.00669276j -0.00905268-0.00362293j -0.00566152+0.00295846j 0.00758769-0.0102762j -0.00439692-0.00948872j 0.00607246-0.00201488j 0.00788352+0.00110364j -0.0110742+0.0029169j -0.010584+0.00146863j 0.00189168-0.00395784j 0.0165787-0.00360664j -0.00013192+0.0169575j 0.00784635+0.00699264j 0.00546554-0.00450028j 0.00292014-0.00613927j 0.0295172-0.00411046j -0.00546653-0.00665062j -0.00175272-0.0007513j -0.0160369+0.00114732j -0.0167853-0.00256439j -0.0249299-0.00497434j -0.0118979+0.0072009j -0.00975989+0.0103909j 0.0170517+0.00638939j -0.00901341-0.00284808j 0.0168266+0.00260087j 0.00151103-0.00796732j -0.00172119-0.012501j -0.00322898+0.00953934j 0.0236444+0.00851302j -0.00575019-0.0134069j 0.00911468+0.0097179j 0.00754465+0.00887855j -0.00546268-0.00606265j -0.00694793-0.00435295j 0.0154981-0.00106374j 0.00309788-0.00579102j -0.00167179+0.000676904j -0.00300451-0.00159585j 0.0120616+0.00417002j -0.00605217-0.00407367j 0.00858849+0.0062699j -0.00869976-0.00793647j -0.00224868+0.00280333j 0.00412006-0.00199215j 0.00272191-0.00147799j -0.00225859-0.000341224j -0.00503523-0.0032302j -0.0015957-0.00629664j -0.00530056+0.00146096j 0.00607212-0.00784596j 0.00757494-0.00500108j 0.000391616+0.00392092j -0.00140408-0.00655149j 0.000215571+0.000335802j -0.011603+0.00208058j -0.00146538+0.00973357j -0.000281531-0.00155188j -0.00650444-0.012807j -0.0036337-0.000137382j 0.000247079-0.00119989j -0.0061394-0.00131967j 0.000953633-0.00449166j -0.0122326+0.00282721j 0.00420545-0.00688392j 
0.00266523+0.00058128j 0.0034439+0.0027572j 0.0049053+0.00324157j -0.00434546+9.88521e-05j -0.000134874-0.00495412j -0.00362682-0.00482675j 0.000269811+0.00317899j 0.00220654-0.00292545j 0.00517984-0.0045145j 0.00191562-0.00145413j 0.0022117+0.00384907j 0.0117565+0.00127723j -0.003666-0.00160198j 0.00804263-0.00231173j -0.00742468-0.00112847j 0.0239787-0.00205551j 0.00664575-0.000426728j -0.00219767-0.00194533j 0.00229508+0.00248207j 0.0102603-0.0101278j -0.0109927-0.000168961j 0.0161655-0.00156918j -0.00783806+0.00325126j -0.0028041-0.00526947j 0.0036276+0.00297253j 0.00687869+0.00186551j 0.00621205-0.000364731j 0.00355155+0.0015675j -0.000884185-0.00117324j -0.00761166-0.000955596j 0.0015587+0.0012329j -0.00824417+0.00190108j 0.000960836+0.0064269j 0.00117794+0.0016427j 0.000318034+0.00646623j -0.0064997-0.00245164j -0.00775361+0.0049894j -0.0262517+0.0183534j 0.00733135-0.000295941j 0.0103271-0.0202498j 0.0183325+0.00346642j 0.00467145+0.0074868j 0.0281627+0.00995805j -0.0131286+0.00391108j -0.00103458-0.0103969j -0.00635362+0.00209406j -0.00342176+0.0041547j 0.00713646-0.0094915j 0.0139922-0.0169584j 0.0321366-0.00941782j -0.010924-0.00483827j 0.0168641-0.0017816j 0.00364738-0.0109468j 0.00694243-0.0101415j 0.000572373-0.000836376j -0.000160875-0.0138744j -0.0234344+0.00653523j -0.00819089-0.0031031j -0.00479812+0.00425801j -0.00134237-0.0027087j 0.000707326+0.00349835j 0.00227096+0.00234752j -0.00303844+0.0137042j -0.00389884-0.00261342j -0.00302349+0.00170275j 0.0214907-0.00295398j -0.00675509-0.000480989j -0.0071683+0.0046982j 0.00561035-0.00186389j 0.0012176-0.00452517j 0.0151737-0.00455114j -0.00684807-0.00368929j -0.00622492-0.00427014j 0.00276104-0.00348874j 0.000443153+0.00306313j 0.0171538+0.00166887j 0.00600687+0.00168834j -0.00710439+0.00192942j -0.0104302+0.00519378j -0.00280315-0.00621328j 0.00408836+0.00530284j 0.0059714+0.00430164j 0.0175585+0.00265224j -0.00314921+0.000448654j -0.00577356-0.0049591j 0.00662383+0.00630628j -0.00184794+0.00212441j 0.00183272+0.00536318j 0.00179105-0.001763j 0.00133848-0.00284295j 0.0024667-0.00345658j -0.00390789+0.00776188j 
0.0046212+0.000476601j 0.00274456+0.00305169j 0.00289022+0.00339799j 0.000267137+0.00106306j -0.00195384-0.00473563j -0.00357174-0.00427889j 0.00104308+0.00145048j 0.00228196-0.00254653j -0.00441742-0.0056733j 6.31904e-05-0.000134089j -7.62175e-06+0.00484192j 0.00014094+0.00256204j -0.00640868-0.00130782j 0.0116085-0.000157946j 0.000299995+0.00428332j 0.00939286-0.00231134j 0.00186603-0.00146094j -0.00550864-0.00074078j 0.00101148+0.00257668j 0.0120282-0.00747265j -0.0060087-0.00109513j 0.0128689+0.00148618j -0.00533534+0.00587052j -0.00600163-0.00245926j 0.00779605-0.0025301j 0.00500451+0.00234755j 0.00315499+0.00123851j 0.00483232+0.00430774j 0.000226765-0.0031692j -0.00244747+0.000214665j -0.0048509+0.00169718j -0.0039656-0.00444053j -0.00528894-0.00195071j -0.00440769-0.00215526j -0.00275831-0.00125274j -0.00378356+0.00162398j -0.00633197+0.000419492j -0.0300015-0.00691223j 0.00127882+0.00164037j 0.00533154+0.0251528j 0.0199484+0.0134728j 0.00542662-0.0103508j 0.0166107-0.0191548j -0.0184364-0.0079814j 0.00277069+0.00676954j -0.00699509-0.00479395j -0.00114267-0.0169373j 0.00570063+0.0181095j 0.0145585+0.0259013j 0.0324195+0.0179532j -0.0104601+0.00516328j 0.00797805+0.0101586j 0.00559222+9.79492e-05j 0.00347759-0.000609759j -0.00072944+0.0052565j 0.00501884+0.00340079j -0.0206077-0.00627106j -0.00512771+0.00308383j 0.00256456+0.0046481j -0.00317588-0.00597967j -0.0043958-0.00223072j 0.00435898+0.0091404j 0.000345572+0.0192801j 0.00641107-0.0042973j -0.00880438+0.00174546j -0.00168358+0.00236949j -0.00195053-0.00778452j 0.0109598-0.00145402j -0.00622827+0.00168669j -0.00629693-0.00471715j -0.0226715+0.000891727j 0.00831199-0.00184231j 0.00908266-0.00355359j -0.0104737-0.000738532j -0.00162061+0.00146888j -0.0145218+0.00286202j -0.00481406-0.00381555j 0.0020091+0.0110015j 0.0150541+0.00436673j 0.00618535-0.000852933j -0.00857475+0.00158537j -0.00796558+0.00470353j -0.0134496-0.00270455j -0.00200352-0.00144137j 0.00804818+0.00140415j 0.00104677+0.00819787j -0.00807079-0.00163444j 0.000651825-0.0014535j 0.00141967-0.0036665j -0.00316925+0.000591529j -0.00262584-0.00260533j -0.00467588+0.00786692j 
-0.00111489-8.45669e-05j 0.00313459+0.000862639j -0.0011146+0.0028414j -0.0066692+0.000513817j 0.000461832-0.000923876j 0.00223497-0.000276949j 0.00034951-0.00309097j 0.000533622-0.000646039j 0.00299199-0.00591965j 0.00480383-0.00402959j 0.000611298+0.00241971j 0.00665855+0.0014637j -0.00254477-0.000471738j 0.0126147-3.03386e-05j 0.00616051+0.00223592j -0.00252927+0.00241j -0.00503062-0.00229247j 0.000245961-0.000742736j -0.00300886-0.00228363j 0.00612442-0.00178964j -0.00390103+0.00405581j -0.00156443+0.00159468j 0.00378828+0.00553211j 9.05234e-05+0.0028882j 0.00289053+0.00354588j 0.00158526-6.12295e-05j 0.00669987+0.00188454j 0.00270485-0.00100206j -0.00438397+0.00200374j 0.0044038+0.0106341j -0.00378177-0.0103003j 0.000488809+0.00167201j -1.79831e-05-0.00183012j -0.00118337+0.0113706j -0.000416492-0.0109737j 0.00277082+0.0244268j -0.00396851-0.000452976j -0.0129278-0.00862487j -0.00198369+0.00465993j 0.00820975+0.00291654j -0.00361853-0.012516j 0.00252165+0.00277568j 0.00672442+0.0299106j 0.0080712-0.00163801j -0.00274522+0.0327012j -0.00275037+0.00311657j -0.00753961+0.00327309j -0.000928382+0.00987879j 0.00797244-0.00224463j 0.0105839-0.0167735j 0.00370122-0.0044177j -0.00265464+0.0151867j 0.00226081-0.00138615j -0.00114679-0.00257742j -0.000768637-0.000608898j 0.00159815+0.0208703j 0.00383634-0.000314912j -0.00345909+0.00758443j 0.00642479+0.00277719j -0.00592612-0.00618531j 0.00328082-0.00559324j 0.00320348+0.00392428j -0.00167379+0.0131424j -0.0161668+0.000926726j 0.0283268-0.00734217j -0.00970404+0.00380317j -0.0132014+0.00137127j -0.0106587+0.00984459j -0.000520226+0.00139349j -0.00337019-0.00371211j -0.00346552+0.00409018j -0.00870433-0.00157268j -0.000806724+0.00685103j 0.0155918-0.000306652j -0.0103692-0.00207992j -0.0217246-0.000194104j -0.00427253-0.0028828j -0.00353385+0.00368545j 0.00583528+0.00198661j -0.00316896-0.00488635j 0.0111605+0.000234687j 0.0110635+0.00851787j -0.000794788+0.000924838j 0.0208331+0.00414977j -0.013393-0.00738919j -0.00741315-0.00366221j 0.000959805-0.00106534j -0.000141661-0.00149656j 0.00694422+0.00188641j -0.00401668+0.00130556j -0.00704086+0.00143495j -0.00316197+0.00501386j 
