0.010484+0.00892571j 0.00775641-0.00478946j 0.0080689-0.00641603j -0.00382378-0.00776217j -0.00192013-0.00341039j -0.00678814+0.00022619j -0.000908873+0.0012522j 0.000811922+0.0123755j -0.0038394-0.00300949j -0.00469209+0.00174019j 0.00311401+0.0079059j 0.0141945-0.00357823j 0.00228577-0.0024843j 0.00896513+0.00892385j 0.0145726+9.30522e-05j 0.00122208+0.000840406j -0.0019957-0.00113932j -0.00712462+0.00470994j -0.00998545+0.00234866j -0.0294335+0.0076889j 0.00311401+0.0140003j 0.01337-0.0132005j 0.0173682+0.00553338j 0.0133392-0.00187582j 0.0038185-0.0249464j 0.0017655+0.00274732j 0.000680883-0.00609163j 0.000466644+0.00496713j -0.00974126+0.00145059j 0.00279354-0.00758267j -0.0104353+0.00374062j -0.00437739-0.00142235j -0.00855558-0.00962561j -0.000656705-0.00514767j 0.0132379+0.00791847j 0.00624688+0.00708634j -0.00489643-0.00280786j 0.00215589+0.000916868j 0.0110711-0.00218734j 0.000826744-0.0055727j -1.66256e-05+0.00579504j 0.00291072-0.000540672j -0.00088032+0.00543527j -0.00492278-0.00855436j 0.00168261+0.00120785j 0.000427611+0.00147076j 0.000709824-0.00151536j -0.00697874+0.0133132j 0.00345812+0.00395177j 0.00351689-0.0120137j -0.00364699+0.00744127j 0.000997128-0.0098939j 0.00343305-0.000888974j -0.0126992+0.00340838j 0.00726173+0.00543983j 0.00139599-0.00154578j 0.00360462+0.00882715j 0.0187045-0.00892981j -0.00286704+0.0258848j 0.00925335-0.0211074j 0.0146503-0.0203887j 0.0145282-0.00026713j 0.057798+0.0309312j -0.0100939+0.00875331j -0.00996655+0.0259208j -0.00484844+0.00763504j -0.0172021+0.0135199j 0.00478769-0.00266406j -0.00929467+0.0124189j 0.0219381-0.0392082j -0.000642526-0.00924376j -0.00639311-0.00986024j 0.00717823+0.00196163j -0.00361521-0.00355428j -0.00763312-0.00323913j 0.0113253+0.00710157j 0.00709436-0.00499613j 0.00857782+0.00707184j 0.00226142+0.00351264j 0.00569447-0.00468149j 0.00447111+0.010531j 0.0127422-0.00548292j -0.00938823+0.00540835j -0.00542798-0.00968895j -0.000839983+0.00805351j -0.00181413-0.0150931j -0.010564+0.0206743j -0.0153593+0.0112314j 0.00360986+0.0483096j -0.00221405-0.0221541j -0.000396478-0.0641596j 0.0622785-0.00590083j 
-0.0023277-0.00786539j 0.00540111-0.00137827j -0.00116894-0.0111608j -0.000786667+0.00303439j -0.00913298-0.000864934j -0.00468865-0.00749879j 0.00188066+0.00674022j -0.00446591+0.000998081j -0.00220725+0.0122303j 0.00540535-0.0104932j 0.00125445+0.0161234j -0.00760884-0.0141159j -0.00787636+0.026482j 0.00518193+0.020482j -0.0190584-0.000940236j 0.00162853+0.00537852j -0.00986496+0.00220471j -0.00188593+0.000905947j 0.0214787-0.00546413j 0.021728+0.00867236j -0.0217454-0.0055603j 0.00287345+0.0133052j -0.0156249+0.0294543j 0.0174341+0.00595402j 0.00434422-0.000369168j -0.00574647+0.00664348j 0.0078269-0.0163748j 0.00907455+0.004699j 0.0107256-0.00336659j -0.00147551+0.00144233j 0.00533041+0.000989675j -0.00694452+0.0233426j 0.0033525+0.00323522j 0.00421309-0.0137609j 0.0056997+0.00438563j -0.00223491+0.00420944j 0.0111227+0.00457935j -0.00107103-0.00234748j 0.00661197+0.00916129j 0.00213731+0.0123828j -0.000408964+0.0107442j -0.00405651-0.00334897j 0.00291976+0.00718521j 0.00178106+0.0189641j -0.00741193+0.00956247j 0.00136536-0.00566844j -0.00132531-0.00648821j 0.00798301-0.0133843j -0.0128933+0.00568089j 0.0111827+0.0023173j 0.00220159-0.0258885j 0.00570869-0.00502692j -0.00412181-0.0132913j -0.00348927+0.0128885j -0.0152003+0.0327205j 0.00521615+0.00892398j -0.0104485+0.0344918j -0.0208698-0.00209767j -0.00518644+0.00992373j -0.00703956-0.00352127j 0.00109605-0.00750342j -0.0112479-0.0161069j 0.00458039-0.00170446j -0.00584968+0.0166385j 0.00804868-0.0113909j -0.00333828+0.0039946j 0.00416262-0.00246613j -0.00472604-0.0168902j 0.0159847+0.00829288j -0.0266645-0.00971235j 3.56073e-05+0.00171425j 0.00707179+0.00573672j -0.00705318+0.0172027j 0.00102672-0.0154065j -0.000240512+0.010066j -0.00548402-0.0031825j -0.00346161+0.00331132j -0.00166909+2.76324e-07j -0.00851247-0.00550167j -0.00692366-0.00311905j -0.00538423-0.00165476j -0.00141952+0.0138105j 0.000248922-0.00150816j 0.00444809+0.00230292j 0.00350389-0.0157654j 0.00117934-0.0198202j 0.00271341-0.00120686j 3.07501e-05+0.0116293j -0.0132707+0.00921626j -0.0175471-0.00315963j -0.011022+0.00482136j -0.00729695-0.00469171j 
0.00175431-0.00969833j 0.00396412+0.000261559j -0.0029825+0.00676035j -0.0056171+0.0166049j 0.00281755-0.011902j 0.00535246-0.00133366j 0.00870633-0.00665801j -0.00302987-0.007365j -0.00352289+0.00856897j 1.08927e-05-0.000883565j -0.00496439-0.0117423j -0.00420382-0.0269847j -0.00668019+0.0271376j 0.00912789+0.0256371j 0.00503152-0.00862696j -0.00244821+0.0135678j -0.00626807-0.0177791j 0.0103341-0.0278459j 0.00637526+0.0284657j -0.00165882-0.0294808j -0.014593+0.026624j -0.00494571+0.000532715j 0.00191291+0.0206103j -0.00607496-0.0237006j 0.0044752-0.0117085j -0.00258589-0.0108134j -6.92259e-05-0.0190371j 0.00252142+0.000361949j 0.00195428+0.0119057j -0.00239593+0.00064284j -0.00120558+0.00462201j -0.00526697+0.0195997j -0.00241714+0.00520285j 0.00740808+0.00818288j -0.000652943-0.0293549j -0.000552194-0.00384659j 0.0078173-0.0188942j 0.000839614-0.00724971j 0.00511196+0.00182415j 0.003644+0.00108908j -0.00366304-0.0207901j 0.000906121+0.00398954j -0.000443158-0.00454735j 0.00202771+0.00860104j -0.00228679-0.000925243j 0.0053825-0.01056j 0.00155084-0.000282146j -0.00221308-0.0136198j -0.0127169-0.0161518j 0.00648316+0.0103383j -0.00959002+0.023945j 0.00996285-0.0131709j -0.000196206+0.0158478j -0.00425458+0.022931j -0.00343005+0.0097922j 0.0116083+0.0141481j -0.00346362+0.00647156j -0.0048428+0.0214888j -0.00279707+0.0109741j -0.000832361+0.00586119j 0.00293203+0.005839j -0.00957501-0.0205923j 0.00062597-0.0184793j -0.00551645+0.0157759j -0.0114924+0.00425868j -0.00222333+0.0112425j -0.00198819+0.00326668j 0.00215885-0.00855817j -0.000277668+0.00176753j 0.00577833+0.00506186j -0.000270708+0.00123614j 0.00196984+0.00646305j -0.00621052-0.0112861j 0.0070435+0.012267j -0.00563713-0.00802018j -0.00362312-0.0129495j 0.000394236+0.0114582j -0.000423746+0.00695829j 0.00294037+0.00111242j 0.000919308+0.00630841j 0.00734254+0.0092329j 0.00278363+0.0014236j 0.00486923+0.00159557j 0.00239616+0.00780566j 0.000912025+0.00266026j 0.00364202-0.00414948j -0.00844386+0.00308906j -0.000746445-0.0101404j -0.00182963-0.00931047j -0.00226994+0.00516956j 0.00460423+0.00466796j 0.00227742-0.00661903j 
0.00291195+0.000497198j -0.00190308-0.00314521j -0.00175379+0.00139966j 0.00208172+0.0106078j 0.00694518+0.00451193j 0.00443216+0.00914245j -0.00337269-0.00712061j 0.00723148+0.00668472j -0.00149795+0.0102987j 0.0027266-0.00145347j -0.00996884-0.0124098j -0.00581295+0.0131324j 0.00418301+0.0258714j 0.00757053+0.0412811j 0.00912231-0.00573637j 0.00755067+0.0180999j 0.0030713-0.0131538j 0.00319906+0.0299637j 0.0028175-0.00530062j 0.0028308+0.00346986j 0.011762-0.0161961j 0.00132031+0.0126534j 0.0100053+0.0048604j -0.00451323+0.0110503j -0.00168787-0.0394616j -0.00520753-0.0113913j -0.00691603+0.0119519j 0.00124334-0.00762078j 0.000319256+0.00138195j 0.000127922+0.0089728j -2.57644e-05+0.0138612j -0.00410263-0.00963431j -0.00900483-0.00279639j -0.00560567+0.0040348j 0.00456904+0.00402509j -0.000190997-0.00576016j 0.00191586-0.00745065j 0.00130881-0.00658595j 0.0011177+0.0220975j 0.00377664-0.00296793j 0.000788205-0.00831322j -0.00231839-0.000750913j 0.00206096-0.00205314j -0.00287065-0.0085819j -0.0104892+0.000597347j -0.00278589+0.00619766j -0.00272422+0.0122477j -0.00652281-0.0220972j 0.00678734-0.00500909j -4.60987e-05-0.00366548j 0.00676835+0.0464399j -0.00618895-0.00249841j 0.0109055+0.0103235j -0.0099167-0.0151964j 0.0093269+0.00808369j -0.00126891+0.0113145j 0.00869984-0.0248003j -0.00228862-0.00238869j 0.00346226+0.0117442j 0.00733348+0.0260457j -0.00260099+0.00898465j -0.000785931-0.003168j 0.00563257-0.0124071j -0.0060948+0.00410721j -0.00279335+0.0150097j -0.00716082+0.00290884j -0.00339861+0.00375012j -0.00215475-0.00246145j -0.00486929+0.00226048j 0.012182+0.0132404j 0.00355549-0.00554879j 0.00389211+0.0148477j 0.00904222-0.00171963j -0.00805256-0.0155737j 0.00449928+0.00910625j 0.00178128+0.00450852j -0.00989588-0.00809045j 0.00383281-0.00497426j 0.00353843-0.00989712j 0.000378783+0.0025698j -0.00416726-0.0148796j -0.00240512+0.00197752j 0.00262086-0.00294935j -0.00141636-0.0118126j -0.00181585+0.000428248j 0.0061869-0.00176549j 0.00103577+0.000659795j 0.00593013-0.00820306j 0.00616404-0.00522268j 0.000587279+0.00531811j 0.00361836+0.000815257j 0.00458117-0.00242997j 
-0.00494477-0.000590705j -0.00219539-0.00331101j -0.00209052-0.00133849j 0.00393515+0.0152151j -0.0116169+0.00528969j -0.00176476+0.0096012j -0.00564666+0.00445587j -0.00469483+0.0122884j 0.00618094+0.0141093j 0.00680813+0.00837256j -0.0135492-0.000514481j 0.0191561-0.00271193j 0.0167826+0.0179897j -0.0284888+0.0215162j 0.00514847+0.00406625j -0.00178631+0.00334239j 0.013995+0.0113014j -0.00476647+0.006203j -0.0227997-0.0130341j 0.00620177-0.00953278j 0.0105054+0.0146959j -0.0119533-0.00363103j -0.00214277+0.0117507j 0.00143921+0.00555676j -0.00105036+0.00754822j 0.00186658+0.00636237j 0.000712813-0.00628648j -0.0107728+0.0211824j -0.0150504+0.00213794j -0.00304763+0.0049553j 0.00751548+0.0151687j -0.00106224+0.00980738j 0.0129443+0.00323402j -0.00636739-0.0185311j -0.00805278+0.0102904j 0.00258673+0.0128431j 0.000845429-0.0150326j 0.000585884+0.00846367j -0.00449705-0.00322883j -0.00220552-0.0105477j 0.00629323+0.00349007j 0.00784703+0.0254776j 0.000586422-0.0200579j -0.00300307-0.00937608j -0.00150181-0.0151201j -0.00698437-0.00987158j -0.000909318+0.0047393j -0.00786329+0.021501j 0.00845931+0.00476022j -0.00535838-0.00362529j 0.00417448+0.00515111j -0.00103446+0.0196029j 0.00312556+0.015716j -0.00556285+0.00520806j 0.0212161-0.00601418j 0.00546761-0.0019544j 0.00675406+0.0105368j -0.00947443-0.03049j -0.00156471-0.0285553j -0.00590756-0.0166638j -0.00109051-0.0140468j -0.00406815+0.00271927j -0.00351841+0.00753449j 0.0157096+0.00933717j 0.018054-0.00406469j 0.00533324+0.00182476j 0.00890345+0.00490528j 0.000928868+0.0156998j -0.0138499+0.00900445j -0.0117686-0.012713j -0.0109525+0.00337217j -0.0115965+0.00879104j 0.000442079+0.000119938j 0.00124031+0.000427343j -0.00482902-0.0106997j 0.00668967+0.000672189j 0.00819589-0.0067981j -0.00789557+0.00734813j 0.00141302+0.000652278j 0.0111666-0.00329423j -0.00416287-0.00288834j 0.00635224+0.011767j 0.000637835+0.00358347j -0.00434289+0.0036566j -0.00162587-0.0155036j -0.00655327-0.00218875j 0.0174645-0.0109013j -0.00771959+0.00718908j -0.0174557+0.0077044j -0.0115488+0.00414167j -0.018177+0.00869655j -0.0105909-0.000582248j 
-0.00744841-0.0107821j 0.00402779+0.000662113j 0.00375673+0.00240967j -0.000514201+0.000836957j -0.0148259-0.00686513j -0.00455334-0.0166671j -0.00539232+0.000822495j -0.00967795-0.00542317j 0.00888383-0.0115578j 0.00291268+0.000897278j -0.00614828-0.0174524j 0.00597577+0.0288522j -0.00308354-0.000940396j -0.0193344+0.00665183j -0.00655937-0.024496j -0.0127748-0.0132723j 0.0120615-0.00594014j -0.0169108+0.00725474j 0.00702257+0.0247314j 0.00946979-0.0112395j 0.0101754+0.00915172j -0.00326406-0.0228037j -0.00134034-0.0180432j 0.0144305-0.0327183j -0.0161709+0.0168084j -0.0011871+0.0032015j 0.00231178+0.0111814j -0.00108829-0.0159937j -0.00755289+0.0124014j -0.00385211+0.0114979j 0.00480827-0.00220478j 0.000932482-0.0201777j 0.00301034+0.00584024j -0.00127849-0.00587728j -0.00172226-0.00442777j -0.00535283-0.00443986j 0.00303701+0.012132j 0.00476517-0.00242857j -0.00104298+0.0116231j 0.00660468-0.0103013j 0.000948946-0.000413623j 0.000191465+0.0012711j -0.000979322+0.00939512j 0.000372288-0.0167274j -0.0040882+0.00451092j 0.00187253+0.0214543j -0.000439642-0.00291791j 0.000133064+0.00896639j -0.00337915+0.00590638j 0.0100485-0.00556534j -0.00739105+0.0177215j -0.00500344-0.0176175j -0.00143045+0.00894355j 0.00118552+0.00799854j -0.0047944-0.0151288j 0.00561204+0.00478263j 0.00560739+0.0137632j -0.0132801+0.0084945j -0.0038388+0.00830053j 0.00853739+0.0100935j 0.00396998+0.000830918j -0.00729329+0.0132574j -0.0146319+0.0114348j -0.0067144-0.00884667j 0.00179801+0.0140011j 0.000798485+0.00286445j 0.0049061+0.010793j -0.00355326+0.0101181j 0.00515236+0.00611958j -0.00194316+3.18857e-05j 0.00774763-0.000171678j 0.00810864+0.000897468j 0.0166399-0.00131401j -0.0167792-0.00419973j 0.0116096+0.00376061j 0.000267308+0.00402566j -0.00552348-0.0278528j -0.0134595-0.0113357j -0.0089783-0.00980899j -0.0026795-0.0158939j -0.00744017-0.0221952j -0.000229828+0.00869997j -0.00220557-0.00385891j -0.00217664-0.0203301j 0.00306065-0.000866918j -0.00555046-0.0155612j 0.00186223-0.0079657j 0.00491605-0.00463698j -0.00565504-0.0014173j -0.0088492+0.00115588j 0.00248881-0.0011681j -0.00760856-0.00635487j 
-0.00314207-0.0167814j 0.00590283-0.00216279j -0.00426308-0.0177869j -0.000624754-0.0129401j -0.000103898+0.004595j -0.00242616-0.0090811j -0.00966699+0.00759226j 0.0114883+0.0121293j -0.000859355-0.00120461j 0.00492783-0.00168504j -0.0108936-0.0217506j 0.00884178+0.000906087j -0.00435908-0.0250157j 0.00487647-0.0163132j -0.000625963-0.0151471j 0.00642984-0.00867994j -0.00411355+0.0161296j 0.00115378+0.00609332j 0.00406554+0.0174881j 0.00673262+0.0253521j 0.01449-0.0101226j 0.00396766-0.0291323j 0.00810133+0.0163383j 0.00411189-0.000298673j 0.00927841-0.0260123j 0.00150998-0.00523477j -0.00214959+9.59116e-05j -0.00858285+0.0126252j -0.00174881+0.0092225j -0.00132842-0.0171045j 0.00159243-0.00585022j 0.0025798-0.00357025j -0.00792993-0.0144997j 0.00801274+0.00189322j 0.00583399+0.0238544j -0.0031694+0.00483371j 0.00453458+0.0134664j -0.00773709-0.00458053j 0.00201892-0.0152361j -0.00378285-0.00982802j -0.00592543+0.0377271j -0.00357471-0.0118702j -0.00252803+0.0114884j -0.00209705+0.00236473j 0.00201956+0.00925849j 0.0127157+0.0350817j -0.00662732-0.0114851j -0.00839244-0.0182219j -0.00337883-0.0155696j 0.00248304+0.0230054j 0.00602943+0.0825171j -0.0126556-0.0132169j 0.00410233-0.0195098j 0.00935623+0.028832j 0.00159901+0.0413671j 0.0176054+0.0147551j 0.0118517+0.0432884j -0.00381684+0.0258841j 0.00651171-0.00729928j -0.000283521+0.0309244j -0.00400528+0.0221536j -0.0144075+0.0259549j 0.0101556+0.0298117j 0.00549831+0.00312906j 0.00681986-0.00749929j 0.00339571+0.00287857j 0.00982647+0.0128716j -0.0100303-0.000334324j 0.00632343+0.00288281j -0.0137634-0.00749762j -0.00121161-0.00420642j 0.00316481+0.00467256j -0.0056263-0.00416452j 0.00544968+0.000510398j -0.00718146+0.0023946j -0.0131554-0.0134279j -0.000941644-0.0126156j -0.00776932-0.0107995j -0.0121696-0.0122795j 0.00109147+0.00334236j -0.00251632+3.07658e-05j 0.00340396-0.0212609j 0.0082505+0.0109508j 0.00980775+0.0104013j 0.0175095+0.00076981j 0.00129611-0.0155587j -0.00975312+0.00886255j 0.00546107-0.0133432j 0.00107003-0.019793j -0.0135507-0.0126063j -0.00311783-0.00302732j -0.0102394-0.000875034j 
-0.0126622+0.0042406j -0.000886935-0.00504601j 0.00250306-0.00813403j 0.00216287+0.0063538j -0.0167522-0.00298971j -0.00756094+0.00779175j 0.0165473-0.00447396j -0.0184959+0.00872025j 0.0266598+0.00498792j -0.0103808+0.00176694j 0.00396359-0.00715347j 0.0114148-0.00581663j 0.018302-0.00206j -0.0292552+0.00873354j -0.00262621+0.00858491j -0.0180154+0.00761785j 0.0278463+0.0122728j -0.0262802+0.00218234j -0.00586181-0.0114466j -0.0202298+0.0152002j -0.0206539+0.000593835j -0.0155925+0.00382571j 0.00477893+0.0122481j -0.0111009+0.00212264j -0.0465932-0.00331621j 0.0013926-0.0200945j 0.00527934-0.000318231j -0.00127571-0.00239353j -0.0156018-0.0068243j 0.0028657-0.00727379j 0.005857+0.00116126j -0.000397644+0.00903101j 0.00938118-0.00676004j 0.000193692+0.0148105j -0.00596961-0.00763156j -0.00701627-0.0182315j 0.00601909+0.00034225j -0.00401321-0.00802763j 0.00826092-0.000141662j -0.00428944+0.00430327j 0.00880285+0.000960862j 0.000173646-0.00616708j 0.00189934-0.0110972j 0.00194417+0.017527j 0.00117557-0.00036609j -0.00277441-0.010349j -0.0056757-0.00486251j 0.00325325-0.00438379j -0.0108122-0.0065822j 0.0113287+0.00115194j -0.0150336+0.00470742j 0.00964382-0.0310069j -0.00130582+0.0115011j 0.00102577+0.0121352j -0.0250759+0.000507391j 0.00836036+0.00774404j -0.00355957-0.00223297j -0.00626018+0.0306295j -0.00480348+0.018813j 0.0177924-0.012696j 0.0181177-0.000740579j -0.0093947-0.0070754j -0.0340307+0.00206678j -0.00375917+0.00537891j -0.0170596+0.00447093j -0.00342677+0.00682641j 0.00225794-0.00293896j -0.00773148-0.0016119j -0.00612366-0.00463091j 0.0183898+0.000792616j 0.00226314+0.0107282j 0.00808672-0.00692196j -0.00638996+0.0146686j 0.00813116+0.0044557j -0.00669023-0.00924201j -0.00755146-0.012132j 0.00273532+0.000365257j -0.00942983-0.000278172j -0.00566613-0.000780657j 0.00849637+0.00135959j -0.00138639-0.00637581j -0.0109862+0.00528173j -0.00631759+0.00426931j 0.00423332-0.0248131j -0.00445331+0.0231999j -0.0125713-0.00358243j -0.00111653-0.0115793j 0.00501364-0.0216672j -0.00448612-0.00478372j -0.00115894+0.0128606j 0.0154856-0.00105884j -0.00332115-0.0139435j 
-0.000443338+0.00499425j -0.0025258-0.00201439j -0.00123138-0.00336194j -0.00227792-0.000892032j 0.00142408+0.0065798j 0.0160901-0.00879507j -0.0126187-0.000909192j -0.00994884+0.0098232j 0.00982788+0.0122462j 0.0173507-0.00650005j 0.00900347+0.00791718j -0.000769189-0.00608157j -0.00216525+0.00846296j -0.00126297-0.0120695j -0.0169289+0.00185321j -0.00662825+0.00396679j 0.0153145-0.0171611j -0.0272726+0.00396112j 0.0207635-0.0146914j 0.0326883+0.0011141j 0.0649965-0.00851321j 0.0354259+0.00694444j -0.0154651+0.00919664j 0.0309231-0.00441872j -0.0130931-0.000557493j -0.0193683-0.00758722j 0.0132654+0.00932898j 0.00674242+0.00448478j -0.00492466+0.00443717j 0.000399319+0.000108566j -0.00436034-0.0039997j -0.00916082-0.00712053j 0.0131767-0.00392512j -0.00620258+0.0112158j -0.00450156-0.0156595j -0.00139657-0.0080593j 0.00513133-0.00895413j 0.00578907+0.00299959j 0.00362375-0.00682752j -0.00248518+0.00129024j -0.00253486-0.00902868j 0.00549398+0.0150588j 0.000889531-0.00469202j -0.00137841-0.00273526j -0.00240099-0.0124368j 0.00138693+0.000632897j -0.00211931-0.00883942j 0.0107685+0.016741j -0.00227554-0.0147669j -0.00370558+0.0136152j 0.00130957-0.00532286j -0.000797782+0.00316016j -0.000340186+0.0193012j -0.00911125+0.00812863j 0.00792215+0.0062547j 0.00490308-0.00478417j 0.00839746+0.0172145j -0.0109329+0.00505162j 0.00560295-0.00808487j 0.010524-0.01826j -0.00447881+0.0110674j 0.010851+0.00395004j -0.00893371-0.00899719j -0.00578148-0.00602606j -0.0122037-0.00447347j -0.00711526-0.00108334j -0.00154602+0.00429102j -0.00122745+0.0148872j 0.00111081+0.00235911j -0.000336078-0.00309459j 2.68011e-05+0.00183051j 0.00196102-0.00663708j -0.00183095-0.00484753j 0.000712061+0.00838118j -0.00357754-0.0104446j 0.0041496+0.00873312j 0.00415293-0.00703046j -0.00165625-0.00327157j 0.00400495+0.00674767j 0.00207017-0.000639495j 0.0030912-0.0110361j 0.00499005-0.00709398j 0.00444149-0.00145218j -0.00249706-0.0145093j -0.00634812+0.00280858j -0.0058782+0.0123833j 0.00483119-0.00514851j 0.00476749+0.0136938j 0.00368125-0.00840456j 0.00217105-0.00251644j 0.00290783+0.000142825j 0.00264017-5.59837e-05j 
0.00948166-0.0064732j 0.00353948+0.0142675j -0.00256017+0.000174118j -0.00454997-0.0101647j 0.00686656+0.0190798j 0.00390426-0.00571576j -0.00279802-0.0112593j 0.0185691+0.00584842j -0.00672621+0.00439593j 0.00723624+0.00961761j -0.00343807-0.0294562j 0.00164748+0.0149539j -0.00525989-0.0119537j 0.00767537-0.00764273j 0.0105918+0.00341964j 0.00658741+0.00241645j -0.00243566+0.00984441j 0.0171101-0.00421103j -0.00705095-0.0170126j -0.00431258+0.011862j 0.0146288+0.000370815j -8.15581e-05+0.0238626j 0.00499529-0.00671979j -0.00522411-0.000571668j 0.00836093+0.0119497j -0.00913703-0.0299627j -0.0111395+0.00561104j -0.000723881-0.0107282j -0.00144603+0.00870753j -0.00339847-0.00167102j -0.00524906-0.00512108j 0.00270391+0.0126451j -0.0193079-0.0148776j -0.000736665-0.00974064j 0.00820135-0.035606j -0.0015074-0.0187172j -0.00120764+0.0230073j -0.000629917-0.000865279j -0.00387727-0.0108846j -0.00619903+0.00187528j -0.00542726-0.018079j -0.00044651-0.0127146j -0.00588735-0.0129139j 0.000759236+0.0161529j 0.000153644-0.0107504j -0.00350741-0.0222808j -0.00598374+0.00218417j 0.00205879+0.0018377j -0.00115719+0.00648741j 0.0022938-0.0158959j -0.00718471-0.0207633j 0.00379255-9.9913e-06j 0.00660629+0.0200757j -0.00854062+0.0485512j 0.00292226-0.0756762j -0.000850687+0.00365841j 0.00232057-0.00265751j -0.00108044+0.0124061j -0.00256367+0.0151327j -0.00794259+0.00990003j -0.00356449-0.013086j -0.00256522-0.0373396j 0.0130355+0.00759819j -0.00579009+0.00115448j -0.00418665-0.00137501j -0.00559137+0.00815096j -0.00608285+0.00488088j 0.00128716-0.00919392j -0.00421626-0.0138523j 0.00164503+0.00960554j 0.000560292+0.00127806j 0.00399877+0.00911949j -0.00715333-0.00164052j 0.000834801-0.00393791j -0.00276199+0.00581167j 0.004129-0.00335118j -0.00197305+2.11818e-05j 0.00165866+0.00269641j 0.00378976+0.00152417j 0.00462898+0.00143583j 0.00176007-0.00143552j 0.00322867+0.0167057j 0.00418738+0.000101115j 0.00212479+0.00683881j 0.000502368-0.00394603j 0.0109054-0.0150536j -0.00231662-0.0117478j 0.00184215-0.00993389j 0.00478031-0.00130211j -0.00249526-0.00115595j 2.84709e-05+0.00635831j 0.00534325+0.00337018j 
-0.00197675+0.0054103j -0.00271999-0.00769727j -0.00239614+0.00223141j -0.000424031-0.00231383j 0.00218901+0.000546014j 0.00676801-0.00603223j 0.00213021-0.00129984j -0.00547037-0.00420568j -0.00389015+0.0334881j -0.00600145-0.000849491j 0.00203651-0.00916145j 0.00678106+0.0107362j -0.0023959-0.0126481j -0.0111005+0.0197031j 0.00246614-0.0174567j 0.000809615-0.00070375j -0.00196146-0.00839889j 1.74261e-05+0.00647873j -0.00515079-0.0305379j -0.00303386-0.0143377j -7.28928e-05+0.00848669j -0.00133528+0.00594862j -0.00244389-0.000860509j -0.00488547-0.0114994j -0.0039885+0.0107634j 0.00926242+0.00933626j 0.00825806+0.018338j -0.00665388+0.0132114j -0.00584588+0.0106928j -0.00493399-0.0169466j 0.000268801+0.0105903j -0.00214204+0.0121116j 0.00975157+0.0017881j -8.44872e-05-0.000811853j -0.000837177+0.00549475j -0.00487668+0.0203813j -0.000487069-0.000607088j -0.000861839-0.00270205j 0.00654867+0.0189053j -0.00872682-0.00613959j 0.00303366+0.0253505j 0.000513524+0.0046704j -0.00232439+0.00901553j 0.00170452+0.0131627j -0.0170224+0.0106877j -0.00391966-0.0131552j -0.00995234-0.0022309j -0.00348354+0.00935637j 0.0018989-0.00711508j -0.00423952+0.00200931j 0.00881458+0.00175459j 0.00848923+0.0285381j -0.00749966-0.0406968j 0.00750678-0.01295j -0.00542944+0.0106632j 0.00645659-0.00390465j -0.00404713+0.00174105j 0.00530371+0.00368698j -0.00109512+0.00710597j -0.00158037-0.0105338j 0.000823967+0.00274556j 0.00412497+0.0113576j -0.0063966+0.00144181j 0.00257427+0.00138751j 0.00651514+0.00265784j 0.0034963-0.0105916j 0.00670524-0.0175804j 0.0164017-0.0150222j -0.0016025-0.0134272j -0.00812591-0.0160555j 0.00771725-0.00723492j 0.0115595+0.000459513j 0.015948-0.00717411j -0.0202933+0.00412012j 0.00319412+0.000445557j 0.00814721-0.00645512j -0.0110986+0.0105379j -0.00636892+0.0056563j -0.000578258+0.00299952j 0.00193603+0.0185698j -0.000682681+0.00514298j 0.004931-0.00770818j 0.00361989+0.014365j 0.001025-0.00231004j -0.00245467-0.00683658j -0.00652821+0.00946988j -0.0023677+0.0096983j -0.00276143+0.0142776j -0.000860784+0.00770526j 0.00541801-0.00463308j 0.000178933-0.00606909j -0.00126491+0.000715074j 
