0.0102208-0.00646169j -0.00270507-0.0423414j 0.00474319+0.0252405j 0.00995711-0.00148576j -0.00176982-0.0128792j 0.00249731+0.0174402j -0.0126252-0.00667169j -0.00595486-0.0122211j -0.00317801-0.0111161j -0.000793582+0.0114367j -0.00173+0.00510009j 0.00687235+0.00972171j 0.00828514-0.00315679j -0.00340871+0.00475097j -0.0040497-0.0103394j -0.00257852-0.0144099j -0.00205092+0.00105002j -0.00286762+0.00682877j -0.00595836-0.00518715j -0.00299624-0.00153773j -0.00285803+0.00359542j 0.000705636+0.000346816j 0.0018514+0.00161894j 0.00136104-0.00200812j 0.00154018-0.000802779j -0.000806118-0.00845711j 0.00347996-0.00376181j -0.00144563-0.00252873j 0.000275005+0.00710767j 0.00228222-0.0025056j 0.00415828+0.00343744j -0.000295813+0.000475814j -0.00390084-0.00209013j -0.00255719-0.00127228j -0.000777114-1.41552e-05j -0.000173017+0.00357175j 3.17521e-05-0.0031388j -0.00606301-0.00601835j 0.00638751+0.00539348j 0.00809138-0.000853006j 0.00250119-0.000739584j -0.00202208+0.00156381j -0.000294644+0.000342647j 0.00614519+0.00348559j -0.0010292+0.0049614j 0.00581095+0.00574958j -0.00544494-0.000127818j -0.00447916-0.00157676j 0.00844838+0.00716729j -0.0136901-0.012256j 0.00552143+0.00674853j -0.00179536-0.001367j 0.00877618-0.00148075j 0.00506855-0.00586338j 0.00124223-0.00623604j -0.00499018+0.00117071j 0.0119596+0.00722567j -0.0168579-0.0169464j 0.00336189-0.0309346j -0.0493922-0.0234089j 0.0217902+0.0635653j -0.00691535+0.0351854j 0.0253826-0.00416945j 0.0202104+0.0289444j 6.37158e-05-0.0214604j -0.00975121-0.00302823j -0.00262259+0.0382247j 0.00557716+0.0179188j 0.00446531-0.0151899j -0.00352861+0.0253319j 0.0358037-0.0195303j 0.0108803-0.411564j 
0.00285295-0.0368392j -0.00179416-0.00132579j -0.00263362-0.0403075j -0.00141929-0.0320654j -0.00230193-0.0371469j 0.000305734+0.0533341j -0.00142081+0.00988908j 0.00299427-0.0256295j -0.000611939+0.0123664j -0.00177632-0.0211855j -0.000692797+0.00925256j 0.000296192+0.0213438j 0.00414865-0.00332729j 0.00269317-0.014982j -0.00479261+0.00792983j -0.00321323-0.0292011j 0.00359888+0.0161711j -0.00463286+0.00318036j -0.00286237-0.0140873j 0.00701802+0.00940224j 0.00316948+0.0229279j 0.00212523-0.0264397j -0.00764896-0.0282812j -0.00367622-0.00780984j 0.00671327+0.0499311j 0.00303362+0.0178083j -0.00630749+0.0214126j 0.00279954+0.0164753j -0.000362284+0.0167674j -0.0046526+0.00658134j 0.00910726-0.029826j 0.00956079-0.00330179j -0.00279384-0.0320683j -0.00382361+0.022741j -0.00846499-0.0150995j -0.0171941-0.0194696j 0.0210728-0.0491529j 0.00496185+0.0149511j 0.0305688+0.0144576j 0.00301829-0.021683j -0.0421412-0.0103018j -0.0127836+0.0445428j 0.0100197-0.0608991j -0.0321277-0.00729337j -0.00903562+0.0173507j -0.017111+0.0130551j 0.000850323-0.00645838j -0.012281+0.0399981j 0.011051+0.0604581j -0.0111017+0.134773j 0.00331258-0.0741535j -0.00485554-0.0728291j -0.00282557+0.0320684j 0.00244319-0.017992j 0.00185342-0.0147512j 0.00166677-0.0370674j -0.00737035-0.0465778j -0.0075494+0.115016j -0.00454843-0.0152758j -0.00369577-0.0433083j -0.00454538+0.0894479j 0.00484728-0.0750531j 0.0111273+0.0305088j -0.00112554-0.0778831j -0.00661049-0.422535j -0.000531064+0.148296j 0.00214555-0.212827j -0.0068587+0.195085j 0.00712194+0.061318j -0.00620016-0.0399777j 0.00332509-0.0294843j 0.000223744-0.028283j 
0.0023965+0.0367261j 0.00221322-0.0400459j -0.00164594-0.0323874j -0.00151901+0.0114754j 0.000478932+0.0260486j 0.00229425-0.00817688j -0.000742439+0.0507351j -0.00171502+0.0311491j -0.00108137-0.0565807j 0.00263405+0.0263313j 0.00116936+0.0493473j 0.00270758-0.0247376j -0.00214317+0.044019j -0.010709+0.0205464j 0.000807997-0.00376591j 0.000482006+0.00254052j -0.00260551+0.00345093j -0.00166382-0.0201524j -0.0062858+0.00293799j 0.00186884+0.0669047j 0.00179341+0.0042731j -0.00353664+0.0288887j 0.00315377-0.0111768j -0.00300044-0.00691725j -0.00581487+0.0159108j -0.000981651-0.0362435j 0.00446046+0.074559j 0.00263916+0.00834531j 0.00755873+0.0470892j -0.00352858-0.016949j 0.00162908+0.0110163j 0.000353449-0.0324713j -0.0109776-0.0328298j 0.00479877-0.0239853j 0.00124241+0.0123228j -0.0165944+0.000354461j -0.00728976-0.00229734j 0.000795641-0.0458363j 0.00011268-0.0433462j -0.00311182+0.0423018j -0.0208574+0.0548189j 0.0137849-0.00419954j 0.00812744+0.00562286j -0.00354962+0.00334366j 0.0114617+0.0210756j -0.0128483+0.0154348j -0.00156338-0.141589j 0.0112981+0.034924j 0.019676-0.039591j -0.0119543+0.135672j -0.0024777+0.0774313j -0.00548829+0.0679118j 0.00365635+0.0608151j -0.00240001+0.234363j 0.00500388-0.0405583j -0.0132933-0.0564062j -0.00520485-0.00719648j 0.004973-0.125785j -0.00314956-0.0510638j 0.00403731+0.146949j -0.00193204-0.143722j 0.0110533+0.293052j -0.00210631+0.337495j 0.000801357-0.127175j 0.00758673-0.188781j -0.0116965-0.183247j -0.000497205+0.315664j -0.00524675-0.0716512j -0.00507261+0.0491804j 0.00139959+0.0837735j -0.00205099+0.00254853j 0.00186581+0.0316838j 
0.00133014-0.00361764j -0.000689461-0.0304775j 0.00600648-0.0246099j 0.00075455-0.0351304j 0.000319596+0.00790181j -0.00552576-0.00973042j -0.000955422-0.0163032j 0.000361394+0.0555457j -0.00101772-0.0241718j -0.000986606+0.0312093j 0.0014791+0.0253314j -0.00587796-0.00460169j 0.00301301+0.0605732j -0.00781486+0.0770125j 0.00179769+0.0273775j 0.00734248-0.0612686j -0.00195+0.00578388j 0.0001248-0.00835131j -0.0118755+0.00910699j 0.00409838-0.052836j 0.00224573+0.0135564j -0.00526997+0.00535383j 0.0183121-0.00968134j -0.00101872+0.00602103j 0.00357047-0.0762863j -0.00752695-0.0108438j -0.0130524+0.0232655j -0.00610581-0.0417575j 0.00675787+0.0732029j 0.007639-0.00439567j -0.00310515+0.0284054j 0.018224-0.0393464j 0.00172067-0.0336612j 0.00855992+0.0207784j -0.0159025-0.0906129j -0.0124498-0.0750066j -0.0114272+0.00610245j 0.00332605+0.00791659j 0.0169449+0.00773353j -0.00209867+0.0155817j 0.0162733+0.0611208j -0.00104064-0.0436751j 0.0134544+0.0528852j -0.00702884-0.0110659j 0.00595015+0.0145789j -0.0124512+0.023259j -0.00259127-0.144665j 0.00587128-0.043188j -0.00561501+0.144357j -0.0110565+0.0580848j 0.00272428+0.0205716j 0.0042576-0.0545566j -0.00895978+0.150113j 0.00242285-0.112282j 0.0103279-0.228793j -0.0108779+0.192388j -0.00305956-0.0775179j -0.0110015-0.0094586j 0.00536503-0.0804661j 0.00296225+0.165829j 0.00775682+0.11409j 0.00499712-0.0783447j 0.00191457+0.141256j -0.00979868-0.0771572j 0.00116985+0.0384396j -0.00373776-0.182463j -0.0110736-0.394705j -2.76474e-05-0.116463j 0.00377747-0.012444j 0.00342254+0.122017j 0.00230513+0.0729597j 0.000424359-0.00340368j 
-0.000574463-0.0171142j 0.000473252-0.0102371j 0.00100677+0.0225403j 0.000673927+0.000781648j 0.00105062+0.0113225j -0.00474572+0.0368442j 0.00107996+0.00287866j 0.00307736-0.0310589j -0.00116132+0.0117466j 0.000812793+0.0195051j 0.0023824-0.0295013j -0.000775257-0.0217367j 0.00154502+0.0479476j 0.00313351-0.0176894j -0.00409684+0.0487729j -0.00500881+0.00335218j 0.00158507+0.00308719j 0.00103402-0.0180709j 0.000202043-0.0475084j -0.00686802-0.0260316j -0.00117534-0.0280161j -0.00051476-0.0272026j -0.000609003+0.0103935j 0.00148023-0.0152856j -0.0121721+0.0180002j 0.00155704+0.00969549j -0.00353408+0.0467159j -2.91633e-05-0.00663349j -0.00425464-0.0301249j -0.0135625-0.0282308j 0.00483424+0.0123779j -6.17136e-05-0.0205167j 0.00733901+0.0161836j 0.00108941-0.00354063j -0.00656306-0.00284746j -0.0255935+0.0424418j 0.00443391-0.0480085j -0.0161899+0.0228211j 0.00948955-0.0144267j 0.0145131-0.0150521j -0.0103774-0.0193184j 0.0118807+0.052073j -0.0115338-0.0240923j -0.0150249-0.0644284j -0.011486+0.0196662j 0.00120841-0.126339j -0.00754133+0.0341635j 0.0124805-0.0371539j -0.00488538+0.103425j 0.00350058+0.112622j -0.000762712+0.0418601j 0.0104074+0.0808268j -0.0101274-0.053654j -0.00150583+0.157171j -0.0100047-0.039896j -0.0020214+0.116889j -0.00274441-0.124003j -0.00372916+0.0266689j -0.00428839+0.141209j -0.00407976-0.00506665j -0.00428557+0.246659j 0.00521784-0.24699j -0.00159902-0.262393j 0.000431995-0.123699j 0.000422609+0.128006j 0.00492983-0.316292j 0.00086893+0.125704j 0.00469712-0.0461689j -0.000100839+0.0680419j 0.00325848+0.00424455j -0.00148729-0.0239248j 0.00105702+0.0224274j 
-0.0025156-0.0479184j -0.00311654+0.0362095j -0.000139012+0.0235844j -0.000272622-0.0039077j 0.00164139+0.0069515j 0.00452302+0.00746856j -0.000675789+0.00866054j 0.00282247-0.0534457j 0.0021407+0.0250324j 0.00288884+0.0151261j -0.00369805-0.0304752j -0.00206387-0.0162314j 0.00241475+0.0302249j -0.00226829-0.0187616j 0.00445785+0.0239601j 0.00448179+0.0242132j -0.00208199-0.0406699j 0.00112888+0.0430605j -0.00284362-0.0413024j 0.00742764-0.0545005j 0.00386691-0.0561724j -0.00571758-0.0483816j -0.00497981+0.0382924j -0.00400635+0.00338289j -0.00125961-0.0129969j -0.0012215+0.0013878j -0.0060905-0.0423113j 0.0102144-0.0164977j -0.00939057-0.0407038j -0.00476973+0.041566j 0.00499093-0.0453935j -0.000714885-0.0211915j -0.00490921+0.058693j 0.00884091+0.035191j 0.00162781+0.00289918j -0.0212677-0.0144559j 0.00562505-0.0635167j -0.0140303+0.0986625j 0.0230673+0.0161658j 0.00639836-0.138089j -0.0214062+0.0733383j 0.0020417+0.0479798j -0.0152321-0.020696j -0.018026-0.0552303j 0.00795819+0.0828308j -0.0204542-0.0641639j -0.0123051+0.183513j 0.00784574+0.00614662j 0.00973574+0.0816032j -0.0041114+0.0655212j -0.0110128+0.10344j -0.00822748+0.0802616j 0.00461913-0.164974j -0.00323321+0.0104811j -0.00256861-0.0715183j -0.0085171+0.000182114j -0.00668599+0.221326j -0.00393187-0.0476044j -0.00285777-0.415606j -0.00324565-0.0801978j -0.00846274-0.331351j 0.00317924-0.0992344j 0.00369599+0.0909793j -0.00403365+0.220357j 0.0093724+0.117772j -0.00468482+0.0121424j 0.00707591+0.0100297j -0.00365461-0.156859j -0.00398699-0.0282572j -0.00226785-0.00561005j 0.000490128-0.0178434j -0.0028873-0.026457j 
0.000252575-0.00891187j 0.000255394-0.0085873j -0.00355006+0.0440417j 0.000235044+0.0415355j -9.1191e-05+0.000540671j -0.00149962+0.0329893j -0.00104919-0.0523463j -0.000139364-0.0356469j 0.00142973+0.0336981j -0.00267878-0.0212727j -0.00410156+0.00169137j 0.00303502+0.00726157j -0.00542565-0.0135675j -0.00337322+0.0102586j -0.000933929-0.00850061j 0.00304705-0.0293394j 0.00337683+0.0242165j -0.00356579-0.0318266j 0.00268605-0.0138525j 0.00403747-0.0403073j 0.00429063-0.050975j -0.000195225+0.0533683j -0.00133783-0.0119043j 0.00550326-0.0260019j -0.00239269+0.0648893j -0.00973726-0.0206508j -0.000213701+0.0153852j 0.00559749+0.0269055j 0.00337663+0.0387172j 0.0131118+0.0552592j 0.00337209+0.0306691j 0.00344639-0.0120327j -0.00617087-0.0579232j -0.00160844-0.0249659j -0.0128989+0.0192698j 0.0185788+0.0439571j -0.0018288-0.017974j 0.00134161-0.0562104j 0.00230716-0.00995783j -0.00241592+0.0604279j -0.00593519+0.065372j -0.00291474-0.109537j -0.00539225-0.0399431j -0.000850974+0.0145734j -0.000406275-0.0676938j 0.00462218-0.0115679j 0.00211033+0.00339688j -0.00407489-0.0822826j -0.0125513+0.180966j -0.000805581-0.0667004j 0.00476743-0.172411j -0.00212704+0.115637j 0.00336116-0.220923j 0.00319357-0.0331117j -0.00647738-0.0438277j 0.00645014-0.0623195j -0.0039164-0.288804j -0.00303303-0.123835j -0.00556835+0.174724j 0.00372584+0.0986591j -0.000848213-0.0770638j -0.0051845-0.0260321j -0.00199171-0.122632j 0.00042289+0.409765j -0.00465591-0.122934j 0.00537598+0.0479548j 0.00239591+0.0759454j -0.000512847-0.0545467j -0.00162014-0.12769j -0.00419945-0.0520537j -0.00304183+0.0418076j 0.00140703+0.0705676j 
0.00236376-0.0141414j 0.000442624-0.0318132j -0.00177683+0.0173332j 0.00232456-0.00653272j 0.000632055-0.0340825j -0.00226224+0.0918703j -0.000371496-0.0270417j 0.000460196-0.0298751j -0.000480562-0.000682747j 0.000753833+0.0285052j 0.000130946-0.0506967j 0.00112786+0.00732207j 0.00473881+0.00304955j -0.002509-0.0212784j -0.0090795+0.000250065j 0.0030567-0.058446j -0.00325193+0.0540213j 0.00434439-0.0915477j 0.00133471+0.0383829j 0.00188765+0.0202823j -0.00179669+0.000857347j -0.004366+0.0379084j 0.0115996-0.0142168j 0.00805359-0.0312562j -0.00234027+0.0573941j -0.00960208-0.0172207j -0.0113714+0.0379411j -0.0108818+0.048708j 0.00949977+0.0253928j 0.0100361+0.00486095j -0.0167357+0.022073j -0.00676319+0.00688712j 0.00555882-0.0809925j 0.00234302+0.0224743j -0.010009+0.0196033j 0.00791719-0.00559348j -0.0107232-0.0204641j 0.00516388-0.0637284j -0.00997809-0.0392402j 0.0167502+0.174453j 0.0350086+0.0381627j 0.0013845-0.122903j -0.00383932-0.00310139j 0.00605765+0.0551437j 0.0177011-0.0852045j -0.00865414-0.0842008j 2.76907e-07-0.0467639j 0.00698194-0.0402376j -0.0133139+0.106563j 0.00110088+0.041008j -0.0088639+0.0124626j -0.000532854+0.0721807j 0.00332561-0.0378948j 0.0010293-0.00255666j 0.00411224+0.162023j -0.000464728-0.124701j 0.00203144+0.213597j -0.00315918-0.0310609j -0.00202211-0.342206j -0.00599838+0.183304j 0.00797424+0.0699792j 0.00115382-0.248034j -0.011749+0.108708j -0.00715116-0.121534j 0.00203372+0.0581628j 0.000163295+0.0774057j 0.00148076+0.0528642j 0.00103643+0.0551984j 0.00112335+0.00545488j -0.0026199-0.0795997j -0.00120615+0.04321j 0.00390049+0.0144958j 
0.00143433-0.0324551j -0.00236072-0.00648547j -0.00246953-0.0190664j -0.00044219-0.000999854j -0.0013612-0.00877266j 0.00331226+0.0716383j -0.00201437+0.034156j 0.00076305-0.036246j 0.00145929-0.00636155j 0.00173352+0.0388043j -0.00133372-0.0263172j 0.00143471+0.0101476j 0.00468151+0.00595533j -0.00141995-0.0161984j -0.00218238-0.00887156j -0.00240965-0.0617261j 0.00143555+0.0261345j -0.00526503-0.0212087j -0.00617104+0.0492566j 0.00504171+0.00379179j 0.00340848-0.0150465j -0.000128039+0.00400606j -0.00643629-0.001508j 0.00129898-0.0387489j 0.00192566+0.00108348j 0.00132928+0.0225671j -0.00114419+0.0447906j 0.00184464+0.0567196j -0.000743297+0.0127375j -0.00696772-0.0016942j -0.00442185-0.0153889j 0.00386995+0.0332253j -0.0101049-0.0354458j -0.00767978+0.0120658j -0.00575547+0.00401336j -0.00382494-0.0485475j 0.00210643-0.0118579j -0.00343504+0.0186388j -0.00610714+0.05052j -0.00155523+0.00286372j 0.00548956+0.0153799j 0.0109315-0.0987535j 0.00303243+0.0179422j 0.00205906+0.13865j -0.00828127+0.00272042j -0.000535001+0.000844827j -0.00231926+0.106567j -0.0133336+0.114621j -0.00190963+0.0704551j -0.000484873+0.0637115j 0.00462874+0.137153j -0.00111778+0.145525j 0.00399806+0.0135835j 0.00110947-0.0728908j 0.000358749-0.00683253j 0.000232979+0.120503j -0.00274219-0.581131j 0.00347692-0.0785079j -0.00148175-0.114595j -0.00487983-0.209144j -0.00209982-0.0145012j -0.000577225+0.0230636j -0.00186942+0.143425j 0.00622368-0.167415j -0.000351969+0.169975j 0.00235908+0.156177j 0.00085609+0.0263464j -0.00530786-0.10418j -0.000492756+0.0082536j -0.00346744-0.0421603j 0.00183665+0.0235623j 0.000672269-0.0362153j 
0.00116227-0.0018699j -0.000373754-0.0145706j -0.00297551-0.00100097j -0.00412555+0.0418572j -0.00576873+0.0600642j 0.00097621-0.0299712j 0.00238979-0.0341328j -0.00636756+0.0378959j 0.000502099-0.0102086j 0.00234682-0.0423796j 0.0013249-0.0215596j -0.000242795+0.00645514j -0.00590646-0.0333886j -0.00887696+0.0510128j -7.11604e-05-0.0176351j 8.87503e-05-0.0373198j 0.00324141+0.0368555j -0.00605153-0.0176942j 0.00596094-0.00504227j 0.00408028-0.0675023j 0.00566323-0.0113381j -0.00725725+0.072918j 0.00765801-0.0179872j -0.00174877+0.0399112j 0.00359881-0.0326442j -0.00303814-0.00698726j 0.0151957+0.0284982j 0.0102774-0.0364226j 0.0111441+0.0186129j 0.00907015-0.0312955j 0.000920523+0.085255j 0.0115102-0.0355537j -0.0105616-0.111929j -0.000706885+0.000462963j -0.00546595-0.0204623j -0.019307+0.0312869j -0.002412-0.0127778j 0.0084544+0.0554955j -0.0013383+0.0550229j -0.00313041+0.0103391j 0.000267838+0.00721201j 0.00369376-0.080433j 0.00485226+0.0884j -0.00391125-0.0210714j 0.00219538-0.0809406j 0.000312091-0.00752862j 0.000515611-0.0625178j 0.0100429-0.0842442j 2.19736e-05+0.0878403j -0.00902985+0.132089j -0.000877742-0.0776354j 0.00758274+0.263103j 0.00523253+0.116767j 0.00668533-0.210786j -0.00221372+0.180018j -0.00609791-0.136743j 0.00482852+0.0982847j -0.00568975-0.211815j 0.00543066-0.091537j -0.00142311-0.184272j -0.00114896-0.134254j 0.00357716+0.0698582j -0.00445524-0.348093j -0.000197966-0.124853j 0.00390088+0.00669345j -0.00256442-0.0876193j -0.00710588-0.11081j 0.00377985+0.00574498j -0.000877514+0.0344177j 0.00148-0.11447j 0.00214133-0.0210635j -0.00171516+0.0165616j 
-4.86414e-05+0.0117894j 0.000140934-0.00559098j 0.000329283+0.0254809j -0.00267573+0.04635j -0.00131754+0.084075j 0.0039063-0.00344932j -0.00171563-0.015678j 0.0045231+0.0153372j -0.00447059-0.0115827j -0.000338914+0.00765949j 0.00295426-0.0420331j -0.00185831-0.0232416j 0.00248653-0.0160397j 0.00785558-0.0426744j -0.00469224+0.0509067j -0.0100968+0.043928j 0.00273374-0.00864528j -0.00470295-0.047021j -0.00237155-0.0728066j -0.00234866+0.0437029j -0.00833121+0.0169884j 0.00553705-0.0186082j -0.0119446+0.0339272j 0.00681513+0.0485901j 0.00487492-0.0817464j 0.0174076+0.0336717j -0.00193235+0.00339761j -0.00862096-0.0349978j 0.000310926-0.0468757j 0.00360258-0.107564j -0.00292431+0.0274827j 0.00537753+0.0389678j 0.0117244+0.017511j -0.0186774-0.050202j -0.0183982-0.00864697j 0.00330427-0.117487j -0.00570535-0.0391193j 0.0182365+0.0128042j -0.0225377+0.0695072j 0.00653037-0.00847942j -0.0048701-0.133382j -0.00283922+0.0354235j 0.00350695+0.188318j -0.00215636+0.29779j -0.012647+0.175164j -0.00243705-0.0630483j -0.00492909+0.0166049j -0.00861524+0.0926802j 0.0033358-0.0912938j 0.000758663+0.0562109j 0.00427623-0.193138j -0.00185887+0.0855174j -0.0054682+0.032074j -0.00101429+0.169533j 0.00987814+0.0767457j 0.0111631+0.432474j 0.00226704+0.0230278j 0.00738993-0.0651164j 0.00288231-0.00692264j -0.00460697+0.0136767j -0.00289821-0.13448j 0.00494402-0.0180404j 0.00221989+0.00590505j 0.00446816+0.169688j -0.00500349-0.116346j 0.00289559-0.0619277j 0.00331418+0.00409139j -0.00611604+0.0329334j 0.00259804+0.00518252j 0.001695-0.0725823j 0.000882295-0.00618827j -0.000965724+0.00930324j 
0.00117566+0.0287573j 0.000911721-0.00970414j -0.00305569-0.040246j 0.000423056+0.0521946j 0.0010646+0.0210246j 0.000110962+0.00733134j -0.0010156+0.0550733j -7.85692e-05+0.0251242j 0.0012401-0.00632116j 0.00121924-0.0395441j 0.00376418+0.0259052j 0.00479507+0.00505117j -0.00419506+0.0631371j 0.00183613+0.0132787j -0.000840147-0.018412j -0.0103514+0.0011364j 0.00488614+0.00916899j -0.00679206+0.0355022j -0.00151393+0.0822104j -0.000517216+0.0107047j 0.00639173+0.0122723j 0.0024558-0.0563216j -0.0147871-0.0380912j 0.00564444+0.0299987j -0.00291252-0.0229925j 0.00593339+0.033898j 0.0122983-0.0510126j 0.0170382+0.00409892j -0.00876895-0.0356992j -0.00575668+0.00490577j 0.0112809-0.0342853j 0.0103586-0.00163768j -0.00989087-0.0272559j -0.014076-0.0297323j 0.01016+0.0160664j -0.00906436-0.0592295j 0.0104707-0.0530767j 0.00127182+0.0406974j 0.0072679+0.0484695j -0.000568284+0.0551141j -0.0233492-0.0893163j -0.000806537+0.00496679j -0.00921674-0.0432454j -0.0173868-0.00861972j -0.00527206-0.0534642j 0.00200409+0.00723972j -0.00778926+0.133257j 0.000776709+0.00437914j -0.000438143-0.133513j -0.00448214-0.0630373j 0.00145603+0.0405157j 0.00499672+0.0735857j -0.00289542+0.21041j -0.00278769-0.241218j -0.0139595+0.21883j 0.00601976-0.000379746j -0.000730769+0.0169805j 0.000772218-0.0840583j -0.00720451-0.00224677j 0.00160195+0.293562j -0.00382812+0.126444j 0.00111254-0.166542j 0.00344779+0.184358j 0.00151128+0.139313j 0.00146977+0.105389j 0.00559581-0.0625176j 0.00330276+0.0600004j 0.00013977+0.0377202j 0.00153635-0.00646794j -0.000424714+0.0111116j -0.00214791+0.00322699j 0.00207525+0.0276718j 
0.000672266-0.00877809j 0.000101027-0.0115409j 0.000283587+0.0194891j 0.000395636-0.0559624j 0.00121478-0.0385814j 0.00324355-0.026963j -0.000791967+0.0541273j -0.000271208-0.0221576j -0.000619071+0.0328008j -0.000347578+0.0310317j -0.00138742+0.0450413j 0.00184895-0.0742237j 0.00190288-0.00827121j 3.08068e-05+0.031321j 0.00380481+0.0503187j 0.00151683+0.01717j -0.00364856-0.0517482j 0.00457343+0.0353044j -0.00233072-0.0476957j -0.00031347+0.037838j -0.00239278-0.000734796j 0.00389185+0.0467476j -0.00160121-0.0439212j -0.0033403-0.0243883j -0.00313049+0.0127686j -0.00121467+0.00160482j -0.00430896+0.0430182j -0.0120738-0.00404335j 0.00459499+0.0373031j 0.000518871-0.0152536j -0.00585793-0.0249714j -0.0159278-0.0540324j 0.00982529+0.0256421j 0.000814132-0.0531523j -0.00348894-0.0178759j 0.0248128+0.0379902j 0.0108938+0.0406025j -0.00963729-0.00954861j -0.00921641-0.0541798j 0.00263124-0.103959j 0.00680909-0.0744121j 0.0074179-0.0406439j -0.0131589+0.152293j 0.0218931-0.201278j 0.00364788-0.0795852j 0.0069685+0.0817926j 0.0015139+0.0394636j -0.000601169+0.163408j 0.000779152-0.296068j 0.00934771+0.0372728j -8.41537e-05-0.104399j -0.00157802-0.0284302j 0.0014642+0.159527j -0.00428495-0.316487j 0.000777539+0.0850041j 0.00425527-0.162843j 0.0011904-0.200027j 0.00200502-0.0612803j -0.00165053-0.0811855j -0.00174797+0.0195319j 0.00147988+0.0425441j -0.00828044-0.0941583j -0.000967535+0.0313954j 0.00536255+0.154311j 0.00143866-0.0847662j -0.00121258-0.127772j 0.00401555+0.0347996j 0.000914914-0.0292485j -0.0016166+0.0773958j -4.19657e-05+0.0394275j 0.00114106+0.00913053j 7.06615e-05-0.0220022j 
-0.000856048+0.00479571j -0.000358249+0.0108885j -0.00125985-0.0288054j -0.00235073-0.00681682j 0.000130824+0.00842253j 0.00505505+0.00198723j -0.00134046+0.0490906j 0.00295143-0.0225551j -0.00326118-0.0155625j 0.00179079+0.0198695j -0.0045152+0.0530842j 8.41895e-05-0.00702877j 0.00339606-0.0610039j 0.00020972+0.0296021j -0.00187522-0.0214467j -0.00228725-0.0167429j 0.00261907-0.0585153j -0.00475075+0.0797353j -0.00085551+0.0209497j 0.00368064+0.0257563j -0.000821593+0.0277055j 0.00480832-0.0285724j -0.00886409+0.0570321j 0.00227187-0.0769407j 0.00183383+0.0607369j 0.00483672-0.0228586j -0.0113257+0.0273031j -0.00600941+0.0588405j -0.00213851+0.0270987j -0.00767274-0.00836237j -0.00594091-0.124912j 0.00530694+0.0593515j -0.00104004-0.00906337j -0.00897476+0.082508j -0.00774381-0.00812505j -0.00411763-0.0854892j -0.000767325-0.0422859j -0.00398771-0.0485207j 0.00573093+0.045751j 0.00447088+0.0607741j 0.0118594-0.0451246j 0.00190843-0.168343j -0.00390884-0.0814741j -0.00915892-0.0767242j -0.00460201+0.09455j -0.00321992+0.150346j -0.00404598-0.0966989j -0.0134354+0.0870967j -0.00688382-0.0167328j 0.00214097-0.127317j 0.00106703+0.374252j -0.00236507+0.0890903j 0.00123845+0.0878732j 0.0012289-0.216019j 0.000973207+0.201566j 0.00300192+0.172732j -0.00206963+0.139527j 0.00129053+0.281362j -0.00295838+0.0127139j -0.00528791-0.12315j 7.21279e-05-0.0528096j -7.72768e-05+0.030069j -0.00303009-0.143844j -5.6478e-05+0.0154493j -0.00310812-0.114452j 0.00514133-0.00939548j 0.00448852+0.12839j -0.00601176-0.0997766j -0.000559076-0.0121778j -0.00206389+0.0286522j 0.000505257+0.0169613j -0.000270553-0.00717143j 
-0.000481198-0.0324022j -0.000661449+0.0259062j 0.00039755+0.066386j 0.00180251-0.0173221j -0.000937715+0.0226099j -0.000254926+0.0206497j -0.00202225-0.00621747j -0.00224376+0.0513658j 0.00125357-0.00123841j 0.00232964-0.00625905j 0.000406342-0.0349778j -0.000916163-0.0758026j 0.000352071+0.0675537j 0.00022983+0.162863j 0.00497977+0.00662909j -0.00255507-0.0149397j 0.000588042-0.00622872j 0.0010977+0.101001j -0.00661567+0.0665156j 0.000991855-0.0177452j 0.00271978-0.0546503j 0.00541224+0.056655j 0.00223485+0.0236168j -0.00366436+0.0454636j -0.00153304-0.0536841j 0.0027451-0.0141168j 0.00482161-0.155448j -0.00358013-0.133789j 0.00537854+0.0182643j 0.00100698+0.0224319j -0.00147019-0.0512482j -0.000760599-0.101584j -0.0151091-0.00321984j -0.00428331+0.0426868j 0.0119466+0.0131219j 0.0106082-0.0603611j 0.00670956+0.134367j -0.000523551-0.0504647j -0.00156249-0.167658j -0.00135592-0.15234j 0.00351781+0.0479278j 0.00151582-0.0558189j 0.00463026-0.149874j 0.00182925-0.0547916j 0.00141279-0.00410699j 0.0033724-0.0420218j 0.0111381-0.151302j -0.012717-0.0575455j 0.00153851+0.17191j 0.00169026-0.344559j -0.000596435+0.107499j 0.0055518+0.272544j 0.00348588+0.190307j 0.000460222+0.220301j 0.000443853-0.0463542j 0.00274924+0.0402315j 0.00114718-0.0785847j 0.00697585-0.0732581j -0.000859167-0.0730427j -7.01528e-05+0.119015j 0.00173003+0.00458095j -0.00144409-0.0875798j 0.00140892-0.0580051j 6.11257e-05-0.0239082j -0.00359434-0.0727055j 0.00254695+0.0505675j 0.00103888+0.0373151j -0.00113437+0.110066j -0.000597027+0.0417034j 0.00268558-0.00998426j 0.000808475-0.00416674j 0.000196296-0.00180894j 
