0.0102208-0.00646169j -0.00270507-0.0423414j 0.00474319+0.0252405j 0.00995711-0.00148576j -0.00176982-0.0128792j 0.00249731+0.0174402j -0.0126252-0.00667169j -0.00595486-0.0122211j -0.00317801-0.0111161j -0.000793582+0.0114367j -0.00173+0.00510009j 0.00687235+0.00972171j 0.00828514-0.00315679j -0.00340871+0.00475097j -0.0040497-0.0103394j -0.00257852-0.0144099j -0.00205092+0.00105002j -0.00286762+0.00682877j -0.00595836-0.00518715j -0.00299624-0.00153773j -0.00285803+0.00359542j 0.000705636+0.000346816j 0.0018514+0.00161894j 0.00136104-0.00200812j 0.00154018-0.000802779j -0.000806118-0.00845711j 0.00347996-0.00376181j -0.00144563-0.00252873j 0.000275005+0.00710767j 0.00228222-0.0025056j 0.00415828+0.00343744j -0.000295813+0.000475814j -0.00390084-0.00209013j -0.00255719-0.00127228j -0.000777114-1.41552e-05j -0.000173017+0.00357175j 3.17521e-05-0.0031388j -0.00606301-0.00601835j 0.00638751+0.00539348j 0.00809138-0.000853006j 0.00250119-0.000739584j -0.00202208+0.00156381j -0.000294644+0.000342647j 0.00614519+0.00348559j -0.0010292+0.0049614j 0.00581095+0.00574958j -0.00544494-0.000127818j -0.00447916-0.00157676j 0.00844838+0.00716729j -0.0136901-0.012256j 0.00552143+0.00674853j -0.00179536-0.001367j 0.00877618-0.00148075j 0.00506855-0.00586338j 0.00124223-0.00623604j -0.00499018+0.00117071j 0.0119596+0.00722567j -0.0168579-0.0169464j 0.00336189-0.0309346j -0.0493922-0.0234089j 0.0217902+0.0635653j -0.00691535+0.0351854j 0.0253826-0.00416945j 0.0202104+0.0289444j 6.37158e-05-0.0214604j -0.00975121-0.00302823j -0.00262259+0.0382247j 0.00557716+0.0179188j 0.00446531-0.0151899j -0.00352861+0.0253319j 0.0358037-0.0195303j 0.0108803-0.411564j 
-0.0020236+0.0599593j -0.0037827+0.0463287j -0.0118954+0.197036j -0.00037127-0.168436j -0.0128918+0.0196305j 0.0132159+0.0082708j -0.00432741-0.205845j 0.0150694-0.048336j 0.00348625+0.065452j -0.00729554-0.00050875j -0.0168117-0.0501647j 0.0111435-0.0197496j 0.00165978-0.00708416j 0.015648+0.0362294j -0.0107404+0.0607343j 0.00642923+0.0555441j 0.0146591+0.0499682j -0.009576+0.0112935j -0.00183189-0.119304j 0.0161623+0.0231664j -0.0100617+0.00556409j -0.0174222+0.0520529j -0.040557-0.0813717j -0.0268013+0.0108775j -0.00659056-0.0388549j -0.0087896-0.0095777j 0.000394688+0.000146079j -0.0218885+0.0689117j -0.0252169+0.0537047j -0.00933422-0.0120037j 0.000440362-0.0059413j -0.00734118-0.0458778j -0.00784157+0.0530332j -0.015983+0.0354729j -0.00787543+0.00740851j 0.00179969-0.0127883j -0.00217811-0.00120313j -0.00468206+0.0312409j -0.00187345-0.016251j -0.00504453+0.0161316j -0.00846618+0.0129946j -0.0037893-0.017842j -0.00332385+0.0383311j -0.00386981-0.0128552j -0.000828102-0.00471618j 0.00860302-0.011426j -0.0080056+0.0137125j -0.00185451-0.000696594j 0.00372788-0.0306174j 0.00508788-0.00268331j 0.00190289+0.000485417j -0.0063009+0.0396828j -0.00205733+0.00485431j -0.00412367+0.0212905j -0.00434801-0.0331312j 0.00574658-0.0442696j -0.000508188-0.00605379j 0.00781406-0.00260936j -0.00310966-0.0125026j -0.00414074+0.0199814j -0.00552614-0.00796274j -0.00145391-0.0351711j 0.00156839-0.0188772j 0.00440357-0.0105952j 0.00208066+0.00961021j 0.00171975-0.0609866j 0.00561088+0.0520896j -0.00642462-0.00412732j -0.000277825+0.016413j -0.00084028+0.0491528j 3.68668e-06-0.0210938j -0.00165334-0.0154138j 
-0.00267655+0.109349j 4.93821e-05+0.282453j 0.0139528-0.148716j -0.00415219+0.22289j -0.00511169-0.173316j -0.00813848+0.0320504j -0.00477407+0.050067j 0.0243711+0.109175j 0.0170607+0.059724j -0.00890176-0.110897j 0.00963394+0.0161432j 0.0134615-0.037807j -0.00733185+0.0314408j 0.0190463-0.0183994j 0.00153971-0.0629478j -0.000635299+0.0256976j 0.0252249+0.0771435j 0.000637563+0.121666j 0.0110941+0.0603468j -0.0175826-0.0409688j -0.0486885-0.0236297j -0.0255255+0.0634776j -0.0105712-0.0180984j 0.0107663-0.0181023j 0.0011683+0.0299351j -0.0397587+0.0411362j 0.0112117-0.0156878j -0.00755867+0.0307695j -0.0235719+0.026607j -0.0200613+0.0464936j -0.00053332+0.000700103j 0.00307431+0.0305229j 0.013382-0.0434752j 0.00148918+0.00290373j -0.000671753+0.0115948j 0.00336584-0.00519472j -0.000103186+0.0132907j 0.00166427-0.0185223j -0.01133-0.00176262j 0.0141877-0.00427365j -0.00304258+0.0124184j -0.0176609+0.034758j -0.000436288-0.0193388j -0.00756647+0.00135796j -0.00429282-0.000343121j 0.0126115+0.0164886j 0.0124996-0.0441449j 0.00868415+0.00702507j 0.0017554-0.00656727j 0.000184559-0.00666763j -0.00615557+0.000381274j -0.0041986-0.00871877j 0.00353045-0.0114491j 0.00337318-0.00721388j 0.00142769+0.0478874j 0.00713058-0.0256439j 0.00157312-0.0171909j 0.00311477-0.000772012j -0.000290699+0.000386806j -0.00782907-0.00328893j -0.00174736-0.00901904j -6.16574e-05+0.0262872j 0.00489293+0.0232969j -0.00460965-0.0105958j -0.00829178-0.0460265j 0.00311189+0.0141305j 0.00197576+0.013943j 0.00409869+0.0349615j -0.00156051-0.0364193j -0.000976012-0.00928322j 0.00203967-0.0143215j -0.00155539-0.0332184j 
0.00429093-0.164736j 0.00167309-0.0202281j -8.74321e-05-0.108696j 0.00535787+0.143799j -0.00634097+0.114766j -0.0108693-0.06117j 0.0111091-0.0967634j 0.00442945+0.0827335j -0.0121028-0.0458531j -0.00462148-0.0440548j -0.0222022+0.0954978j 0.0174397+0.0186485j 0.0155757+0.040511j 0.00529628+0.0340087j -0.0231737-0.049918j 0.0203194-0.0952951j -0.00020786-0.0389039j -0.0263363-0.0708147j -0.00225516-0.0370189j -0.0311308-0.024212j 0.0113143-0.069729j 0.00433039+0.0750834j -0.0180052+0.00872605j -0.0329239-0.0783624j -0.002843+0.00318718j -0.0159776+0.00587573j -0.0280872+0.0761879j -0.0135021+0.043525j 0.0115274+0.0162475j -0.00629797+0.0324669j -0.000796803-0.019162j -0.0187747-0.0159541j 0.00526852-0.00356736j -0.017699+0.0515465j 0.00500297-0.0476886j 0.000413195-0.0069631j -0.0204372-0.00925904j 0.000771197-0.0359497j 0.00542799+0.0145079j 0.00521921-0.0283518j -0.011041+0.0348503j -0.00118222-0.0220056j 0.00437146+0.00193094j 0.00278495-0.0101034j 0.00175884+0.0128498j 0.00485343-0.00889518j -0.00178188-0.0148936j 0.00517554-0.036647j -0.00624839+0.0315573j -0.000953782-0.00934453j 0.0101185-0.0272959j -0.00579084+0.01547j -0.000755685+0.00798325j 0.00366068-0.0200893j -0.0018059-0.0323585j -0.000371663+0.0283317j -0.00290547+0.0148059j 0.00228472-0.0267319j -0.00589444-0.00686982j -0.00854217+0.0119238j 0.00329469-0.0564417j 0.00105561+0.0157878j 0.000830173-0.047544j 0.000377881+0.0170702j -0.00340505-0.000325822j 3.40214e-06-0.0192472j -0.0017066-0.0345921j 0.00219842-0.02758j -0.00182986+0.00951044j -0.00354175+0.0615775j 0.00261633+0.0504881j 0.00556135-0.0404062j 
0.00472622-0.378242j -0.000723696+0.50355j 0.000575374+0.0425478j -0.00331329+0.009824j -0.00295047-0.0664718j -0.00172601+0.140395j 0.00458946+0.0305301j -0.00986446-0.0558433j -0.0207009+0.0267199j 0.00324482-0.103838j -0.00141621+0.0105914j -0.00842234-0.0368388j 0.00286196-0.056197j 0.00468394+0.0571443j 0.00927083+0.0487578j 0.00923303-0.0413072j -0.002867-0.0272807j -0.00331655-0.0543421j 0.00404603-0.00821119j -0.00649956+0.0165976j 0.0210317+0.0146692j 0.0247478-0.00123664j 0.0110856+0.00458569j -0.0128675-0.00105186j -0.000867431+0.0239093j 0.0242977-0.0332452j -0.00342124-0.0334535j -0.00862057+0.0214515j 0.00491216+0.00562672j 0.0126245-0.0057176j -0.00253901+0.0221086j -0.000570889-0.0092098j 0.0115872-0.0066993j -0.000372701-0.00960223j 0.00370354+0.00715562j -0.00326708+0.000426973j 0.00117878+0.0128389j -0.0044111-0.0325249j 0.00516727-0.0170347j 0.00179578+0.0459689j 0.000885078+0.00454258j -0.00209424-0.00211933j -0.00162511+0.0302745j 0.000977714+0.00967354j -0.0049626+0.0078093j -0.00436375+0.000550674j 0.00535433-0.0269202j -0.00291613+0.00808076j 0.00371671-0.00521068j 0.00505002-0.0493707j 0.00183155+0.0131081j 0.00214217+0.0119847j 0.000843021-0.00451791j 0.00103663+0.0141941j 0.00196023+0.0142055j -0.00138038-0.00204515j 0.00104664-3.82254e-05j -0.00254751-0.00138414j 0.0026882-0.0189041j -0.000950602-0.0128636j -0.000171004+0.0127871j 3.60406e-05-0.0172998j 0.000408321+0.0164462j 0.00205864+0.00205882j -0.00309858+0.000709703j -0.00150825+0.00871655j -0.000402828+0.00345732j 0.00109214+0.00830969j 0.000884061-0.0215879j 0.000519612-0.0204573j 0.0015242-0.0100668j -0.000961771-0.0252626j 
0.0015472+0.483767j -0.00377134+0.376288j -0.00949566+0.00137104j 0.00324087-0.0514277j -0.000187677+0.163922j 0.002536-0.0154638j 0.00101288+0.0846993j -0.0100679+0.0186667j -0.00529279+0.0930015j -0.0148268+0.0140559j -0.00385745-0.0151366j 0.000445599+0.0554958j -0.0128606-0.0583937j -0.00952594-0.049066j -0.00605042+0.029052j 0.00259608-0.0202875j -0.000701445-0.0148965j -0.00766728-0.038404j 0.0035767-0.0546443j 0.00321677+0.00925251j 0.0126486+0.0234203j 0.00490888-0.0400125j 0.000185386+0.0116101j -0.00347602-0.0358102j 0.000396016+0.0416133j 0.000818994+0.036043j 0.0117802+0.034973j -0.00574256+0.0131241j 0.0155059-0.0254394j 0.000805227+0.00703382j 0.00383026-0.00916388j 0.0154652-0.0143841j -0.000180819+0.01951j 0.00554522-0.0125158j 0.00376869-0.0218467j 0.00159311+0.00398907j -0.003184-0.0325457j 0.00831975-0.0319334j 0.00745874+0.00947293j -0.00866909+0.0538372j -0.00136126+0.00465216j 0.00204164-0.0137473j -0.00752636+0.00720655j 0.00050931-0.00859057j -0.00173297-0.0134175j 0.00166509+0.00654007j -0.00483294+0.0331088j -0.00010631-0.0108536j -0.00420413+0.0106821j -0.00742485+0.00331974j 0.00333591-0.00639444j -0.00210593-0.0196288j 0.00614915+0.0197966j 0.00533442+0.00854914j -0.00259669-0.0142752j -0.0022499+0.0276911j -0.00189062+0.0256665j -0.00548624+0.00203406j -0.00326599+0.0416368j 0.00395221+0.0118662j 0.00109026-0.0215168j -0.00376198+0.00634457j 0.000949012+0.00310753j 0.00361407-0.010979j 0.00296341+0.0430699j -0.00021011+0.0252371j -0.00172097-0.0190252j 0.000701402-0.0165989j -0.00276745-0.00474474j -0.00387579+0.0274001j 0.0001373-0.00191352j 0.00112832+0.00896556j 
-0.000233854+0.297469j -0.010503+0.041361j 0.0110214+0.105413j 0.0084278+0.0742373j -0.00646802-0.0332804j -0.0138547-0.0757597j 0.0239336-0.0104649j -0.020337+0.0090627j 0.00246553+0.0100074j 0.00977866-0.0283316j 0.00786172+0.0179529j 0.00309011-0.00231744j 0.031503+0.0765937j 0.00651952+0.202041j 0.00581494+0.0582436j 0.0104048-0.0637218j -0.0187385-0.0318643j -0.0108777+0.0129352j -0.00110911+0.0970142j -0.0404291+0.0341672j 0.0366209+0.00504022j 0.0259494-0.0116101j 0.00430244-0.0303963j -0.00159225+0.00885419j 0.00649101+0.0102819j 0.00183823+0.00211968j 0.0041442+0.00481388j 0.0268973-0.0137814j -0.00367169+0.0899581j 0.0156763-0.0246086j -0.0121226-0.00361155j -0.0157078+0.00620968j 0.00588641-0.055151j -0.00531596+0.0239466j 0.00593187-0.0233678j -0.0124131-0.00986217j 0.00989872-0.0213879j -0.00285286-0.00526519j -0.00721239+0.0127463j 0.0118759-0.0433777j -0.00092737+0.0102009j 0.00867361-0.00808492j 0.0076476-0.0119219j 0.00358544-0.00397949j 0.00708776+0.0116952j -0.00256425+0.0166382j 0.00127647-0.0512831j -0.00679853+0.0190138j 0.000182869+0.0199099j -0.000171413+0.0179768j -0.00152036-0.00882668j 0.00902765-0.0197626j -0.000913405-0.00669037j 0.00511471-0.00663073j 0.00595114+0.00549168j 0.00189228+0.00658636j 0.00412241-0.00577985j -0.00411453+0.00591407j 0.00454374-0.0262263j -0.00703997+0.00905348j 5.03912e-05+0.00744735j 0.00412467+0.0157967j -0.00322224-0.0173928j 0.000399398+0.0138394j -0.000485248-0.0509193j 0.00276486+0.0153974j -0.00897686+0.0508451j -0.0021693+0.00688657j 0.00269382-0.0123657j 0.00317188-0.00433106j 0.00606554-0.0143738j -0.00288354-0.067177j 
-0.00730338+0.170511j -0.000598348-0.169928j 0.00698195+0.0655033j -0.0158726-0.0229017j 0.00654556+0.0653146j -0.0284139+0.0106159j -0.0164447-0.0531863j 0.0282207+0.0309586j -0.0152633+0.0389844j -0.0205489-0.028123j 0.00160843+0.118038j -0.0221191-0.190993j 0.0110513-0.180212j 0.00887641+0.0507727j 0.0149404-0.0291263j -0.0394749+0.00528107j 0.0339354+0.00471114j 0.0132228-0.000321173j -0.0134215+0.0267448j -0.00461258-0.0368303j -0.00223276+0.0311102j -0.0301548+0.027414j 0.0174334-0.0348913j -0.0147563-0.0533641j -0.00550829+0.0409875j 0.00265861-0.034487j -0.0220148-0.0395899j -0.0123134+0.0326832j -0.00729585-0.004419j 0.00496757-0.00265134j 0.00533234-0.0221302j 0.025182-0.0466527j 0.0203148-0.0252068j -0.00723407-0.0164281j 0.0175852-0.00851965j 0.0107001-0.00979206j 0.000399845-0.015221j -0.000296257-0.0184437j -0.00715165-0.0230631j 0.0215688+0.00303523j -0.00220851-0.000413365j -0.0127062+0.0232814j 0.00209499-0.00488314j -0.0104503-0.0126385j -0.0218727+0.0205439j 0.00226683+0.0118465j -0.0034541+0.00579114j 0.0138699-0.0107776j 9.90197e-05-0.00462464j 0.00863313-0.0268936j 0.00163666-0.0113136j -0.0038202+0.00463264j -0.000134131-0.0152845j 0.00831126-0.00639887j 0.00904215+0.0198539j -9.85917e-05+1.7498e-05j -0.00519112-0.00860987j 0.00386756-0.0409629j -0.000379047-0.0215104j -0.00610314+0.011565j -0.00769253+0.0247795j -0.00239075+0.00573572j 0.00398454+0.0163497j 0.00215666+0.0143163j -0.00895439-0.0277502j -0.000872199-0.0207421j 0.00311231+0.00806397j 0.00443794+0.0312169j -0.00475828-0.00879528j -0.00121144+0.0525021j 0.000300354-0.0610815j -0.00459928-0.029991j 
0.00850211+0.00473486j -0.00707634+0.283042j -0.00399656+0.129642j -0.00812208-0.0402569j 0.0129708+0.0629649j 0.00729204+0.0226577j -0.015473+0.0097629j 0.0262471+0.0221316j 0.000405057-0.0739447j -0.00303833+0.129054j 0.0166886+0.0415478j -0.000210261-0.147734j 0.0214336+0.165824j -0.019813-0.0183894j 0.0058563-0.0646741j -0.0258554+0.0139791j 0.00476977+0.00511104j 0.0156659-0.01604j -0.0153807+0.02114j 0.0349566+0.0266735j -0.0243276+0.00420111j -0.0212158+0.0152769j -0.00160972-0.0189793j 0.00581914-0.00127034j -0.00189539+0.00178059j -0.00716723-0.0618682j -0.0279075+0.085532j 0.00368232-0.0377336j -0.00216855+0.00953341j -0.00669342-0.0203202j 0.0190591-0.0180799j -0.00180219+0.00796606j -0.0107556+0.0054159j -0.020742+0.020879j -0.00716817+0.0177238j -0.000816653+0.0276104j 0.010645-0.0181922j -0.0128115+0.0137335j -0.00699073+0.0169315j 0.00129286-0.0139594j 0.00686809-0.0260449j 0.00180714-0.0188215j 0.00821342-0.000282236j 0.00105673-0.00799791j 0.00947353-0.00581618j -0.00390555+0.00392502j -0.00378266-0.0475472j 0.00175263-0.0164264j 0.00405607-0.0125019j -0.000354852+0.0157544j 0.00173429+0.00570005j 0.00102153+0.00512287j -0.0106717+0.00551402j -0.0103667+0.0140561j 0.00182381-0.0204671j -0.00323618-0.000809791j -0.0010291+0.0056095j 0.00990013-0.0131682j -0.00403926-0.00633732j -0.00986539-0.0156019j -0.00105459-0.00883074j -0.00368202+0.025771j -0.00260772-0.0612539j -0.00336703+0.0206991j -0.000643812-0.00724454j -0.00775753-0.0132484j 0.00285184-0.0194884j -0.00289973-0.00926292j 0.00445041+0.000740715j 0.000305607-0.014293j 0.00275208+0.0186825j 0.00212114-0.0320789j 
-0.0078816+0.171627j -0.00486698+0.0443041j -0.00287469-0.101101j 0.00421095-0.152633j 0.00627419+0.00613621j 0.0163427-0.0167738j 0.0154073+0.00408977j 0.00987799-0.0690695j -0.00315836-0.20306j 0.00849302-0.0893363j -0.0134086-0.143203j -0.00960933-0.0715061j 0.0106125-0.0194414j 0.00506615+0.0641397j -0.0151853-0.0465022j 0.0168043+0.00906914j -0.022096-0.0259903j -0.0102392+0.00477885j 0.00691295-0.0366592j 0.00592166-0.0313913j -0.00197631-0.0513089j -0.00442657-0.00753409j -0.0287691+0.00694068j -0.00886258+0.0665046j -0.00692658+0.0120831j 0.0223747-0.0439158j -0.0194915+0.00647958j 0.000160876+0.0523445j 0.00693071-0.0239374j 0.00782504+0.00188802j 0.00799493+0.00689409j -0.00988972+0.00664912j -0.000950032-0.0238074j -0.00445871-0.00592317j -0.0119341+0.00382722j -0.0150504-0.00389216j -0.00210918+0.0244363j -0.00459616-0.00751209j 0.000856436-0.00357718j 0.00502357-0.00389172j 0.00739165+0.009649j -0.0100912+0.0201922j 0.00246914-0.0206382j 0.00228827+0.00513455j -0.00124292+0.0195925j -0.00371932-0.00309735j -0.00111089+0.0315789j -0.00222738-0.00609451j -0.00182746+0.0106146j 0.00728821+0.00869823j 0.00514541-0.000768974j -0.00818332+0.000947104j -0.00175116-0.0180421j 0.00112359-0.0283462j -0.00173213+0.033567j -0.00302515+0.00222948j 0.000713316+0.00482469j 0.00170924-0.0120086j 0.0013836+0.0388574j -0.00618392+0.021635j -0.00144397+0.0109765j 0.000792163+0.0293892j -0.00781768+0.0663858j 0.000116783-0.000301352j -0.00362285+0.018648j -0.0013598+0.0518109j 0.00302367-0.0126875j 0.000166551+0.0363821j -0.00210329-0.0741174j -0.00671118-0.0438937j -0.000738193+0.010272j -0.000855005+0.0108769j 
0.000115719-0.0615524j -0.00226859+0.0138521j 0.0160579+0.106635j 0.000646663-0.118329j -0.0342769-0.000974874j -0.0149344-0.0307481j 0.0232465-0.0269022j 0.0124054+0.284626j 0.012068+0.00278521j 0.00810337-0.0406902j 0.0122744-0.0419624j 0.00493484+0.0382031j 0.00933587-0.0128475j 0.0335127+0.0315899j -0.00545405-0.0534395j 0.0405491+0.0136432j 0.0229582-0.044885j -0.0397264+0.0280253j -0.00696232+0.0236209j -0.0274543+0.0258557j 0.00282416+0.0602473j -0.0188149+0.068556j 0.00770811+0.0262074j -0.010618+0.0477175j -0.00290125+0.00736245j -0.0186414+0.0175965j 0.0102196+0.040288j 0.0178501-0.00223962j -0.00359228+0.00498242j 0.00345026-0.0111569j -0.0116899-0.0158965j 0.000888188-0.0187185j 0.0178733-0.0263311j -0.00476553+0.0105427j -0.00214886+0.0131268j -0.00563818+0.00307072j 0.0112506+0.0133925j -0.0092215+0.0209866j -0.0147516+0.0149201j -0.00241374-0.00286926j -0.00175191+0.00614089j -0.00779779+0.0166511j -0.000753263+0.0182741j -0.004458+0.00280635j -0.00123241+0.00992511j -0.00519465+0.00922093j 0.0123591-0.0368033j -0.00203302+0.0200811j 0.000616422-0.0114179j -6.00484e-05-0.00274279j -0.00704365+0.0119673j 0.00985808+0.00567648j -0.000498939-0.0254189j 2.97714e-05+0.00214638j 0.00888232+0.00925345j 0.006523-0.0205562j 0.000795207-0.0117579j 0.00104955+0.020479j 0.000856251-0.0104567j 0.00132421-0.0213368j -0.00377852+0.00792391j 0.0022532-0.0176524j -0.00372905+0.0254923j -0.00470885+0.00965231j -0.00776041-0.00346586j 0.000836383-0.0138434j -0.00260918+0.0218581j -0.00406709+0.0107363j 0.00722296-0.00911919j 0.00478274-0.0504261j -0.00285478-0.0215331j -0.00454552+0.0377985j 
-0.0167382+0.000307817j -0.0059263-0.125398j -0.0233566+0.0660373j 0.0225053+0.0377313j 0.00930401+0.0191263j 0.0239994-0.000355193j 0.0119688+0.335037j -0.0182975+0.0141313j 0.0343338-0.0356895j 0.0188493+0.0337762j -0.0236005-0.00448969j -0.0116177-0.0150021j -0.00758579-0.0292332j 0.015237+0.00961036j -0.0386516+0.0132973j 0.00787123-0.0524204j -0.0382828+0.0524519j 0.0071674+0.0433579j 0.00551914-0.00893817j 0.0258913+0.0623557j 0.00551338-0.00661013j 0.0150084-0.00371668j -0.028765+0.0336193j 0.0147834-0.0144591j -0.00118667+0.0192062j 0.0126645-0.00795258j 0.011928+0.00597792j 0.00211312-0.0209011j 0.00842819-0.0094331j -0.00717524-0.0178465j 0.000729762-0.0114681j -0.00953141-0.0139933j -0.0108022-0.00801703j 0.00580956-0.0118864j -0.00932186+0.00724241j -0.00960757+0.0167639j 0.00102929-0.0209009j 0.00175777+0.00174938j 0.00415293-0.00212085j -0.00740467+0.00131506j 0.00778775-0.0228017j -0.00708357+0.0106069j -0.00350283-0.00511219j 0.00460529-0.00682703j 0.00588275+0.00878441j -0.00354217+0.00852211j -0.00106392-0.0227237j -0.00713501-0.00570327j 0.00411437-0.0102313j 0.00678974-0.0207342j -0.00412232+0.00743996j -0.00140887-0.00483705j 0.00302094-0.0033035j 0.000485151+0.0210518j -0.00716653+0.00241484j -0.00424705+0.00101085j 0.00559348-0.00644184j 0.00347879-0.0281089j 0.0103667-0.0248261j 0.00156604-0.0236821j -0.00320372+0.0250354j -0.00585763-0.0047332j -7.59322e-06-0.0182009j -0.00040059+0.0249803j 0.00570028-0.035755j -0.00231743-0.0312972j 0.00494691+0.0038587j 0.00169318+0.0181832j -0.00388419+0.0169109j 0.00217377+0.0374762j 0.000362721-0.0667433j -0.00667361-0.0211794j 
-0.00524677-0.133436j 0.0247946+0.0239165j 0.00692691+0.0224354j 0.0172023-0.0079772j 0.020378-0.00514968j -0.0223164-0.349238j 0.012635+0.011112j 0.00913434-0.0387806j -0.0166362-0.0158748j 0.0330175-0.0386914j 0.00793246+0.0384255j 0.00811349-0.00876779j -0.0201943-0.0275063j 0.00758414-0.0241245j -0.00696392-0.0282394j -0.0107109+0.052784j -0.0239075-0.0318187j 0.0175872-0.00730262j -0.0134832+0.0205602j -0.0331131+0.0807514j 0.0113345-0.0386023j 0.00619739+0.00596786j -0.00560911-0.0286989j 0.010201-0.0025822j -0.0112193+0.0102167j -0.0134736+0.0332067j -0.0250715+0.00998527j 0.00987996-0.00326811j 0.0114114-0.0189551j 0.00397687-0.00707846j 0.00847004-0.00541342j 0.0171404-0.0184429j 0.00828431-0.0169096j 0.0115491-0.0210718j 0.0108513-0.00278265j -0.000454601-0.00513527j 0.00119776+0.00033347j 0.00235241-0.0061949j -0.00310738-0.00618433j 0.00614664+0.000861994j -0.00202977+0.00365316j -0.00769996+0.0162186j 0.00127257-0.00644315j 0.00386811+0.00200363j -0.00714328+0.0088935j -0.00553975+0.000852861j 0.00630269-0.0168787j 0.0089148-0.00300375j -0.00693014-0.00157572j 0.00795875-0.00720655j 9.63761e-05-0.0044688j 0.00583366-0.0149499j -0.00766457+0.0185216j 0.00897681-0.00392743j 0.00534926+0.00750052j -0.00719922+0.0093236j -0.00715181-0.0106077j 0.00457224-0.0100082j -0.00221436-0.00674501j 0.00794237-0.0169288j 0.0029582-0.0273689j -0.00647307-0.00262638j 0.00146488+0.0116425j -0.00490166+0.00630843j -0.00897092-0.0093655j -0.00664234+0.00267689j 0.00127693-0.0412605j 0.0124747-0.00358321j -0.00199042+0.0320667j 0.00502893+0.0153934j -0.0067563-0.0024226j 0.00246041+0.0474612j 
-0.0167098-0.0587779j -0.00432-0.067724j 0.00902989-0.00770092j -0.0322318-0.0117177j 0.0126761+0.351785j 0.00434263+0.0123073j 0.00304785-0.0152191j 0.0254945+0.0153592j -0.00609864-0.0350412j -0.00379984-0.00605839j -0.0141319+0.00304098j -0.023003+0.0359271j 0.00214104-0.00920737j -0.0269414+0.0508626j 0.0513037-0.0308503j -0.00961799+0.0578218j 0.00718745+0.05285j -0.000418309-0.042977j 0.0223993+0.0075181j -0.00205346+0.00787327j -0.0204102+0.0162162j -0.00990545-0.00431859j -0.0159029+0.0315644j -0.00845996+0.000789645j 0.00446954+0.00459637j 0.010479-0.00399542j -0.0131469+0.0269612j -0.000647546+0.00645904j 0.00362276-0.0118811j 0.00715115-0.00232017j 0.00758103-0.0197773j 0.010088-0.0168815j -0.00180486+0.000250708j 0.000955815-0.00586841j -0.00551764+0.000540413j -0.00475995-0.00517978j 0.00176496+0.0229362j -0.00895507+0.00741913j -0.00519824-0.0131399j -0.00342229+0.00211496j 0.00402274-0.003574j -0.00617393+0.021343j -0.00686332+0.0108838j -0.000698099-0.00652289j -0.00198733+0.0183145j -0.0013997-0.00226847j -0.000368339-0.0057671j 0.000574281-0.0137087j 0.00294561-0.00959902j 0.0075218-0.00863554j -0.000447056+0.00405168j -0.00726931+0.00947335j 0.001225-0.0281564j -0.00536018+0.00114921j 0.0027851+0.0233382j 0.0010655-0.00830875j 0.00220464-0.0100184j 0.00222206-0.000676187j 0.0038537+0.00440288j -0.000101793-0.00511608j -0.00314532+0.00613032j 0.00423839-0.0168024j -0.00378199+0.0285275j 0.00115244-0.0140292j -0.00120011-0.00245442j 0.0019535-0.00875405j 0.00872433-0.00315614j -0.00249825+0.0446946j -0.00329518-0.0332478j -0.00130927-0.0117894j -0.00558623-0.00903255j -0.00465253+0.030491j 
-0.0217316-0.0345825j -0.00944596+0.0770437j -0.0411483-0.0254655j 0.00653642+0.366295j 0.0155891+0.0294313j -0.00676311+0.00251881j 0.000285771-0.0100616j -0.0103452+0.0283112j 0.0392235-0.0320705j -0.00532434-0.0677112j -0.0445679-0.00437668j -0.0195228-0.0105813j 0.00339312+0.0217344j 4.56831e-05-0.0478996j -0.034508+0.0511458j -0.0264454+0.00734807j -0.0110301+0.0321714j 0.00943928-0.0275016j 0.00929496+0.0366033j 0.0220008+0.00296232j 0.0250972-0.00313097j -0.0022411-0.0158535j -0.0165394-0.00196373j 0.00375856-0.00573262j -0.00656666+0.00177644j -0.00737322+0.00796398j 0.00240892+0.0067159j -0.00158318+0.00834237j 0.00971966-0.00663117j -0.0092754+0.00698645j 0.000704129-0.00590879j -0.000985015-0.00112325j 0.000890099+0.00857875j 0.00396755-0.00351456j 0.000123748-0.00959683j 0.00410359-0.0125611j -0.00524618+0.0166095j 0.00258954-0.000330454j 0.00168447-0.0161711j -0.00571646+0.00187223j -0.00107437+0.00300844j -0.00336685+0.00953571j 0.00311012-0.00169701j -0.00091505-0.000935788j 0.00143007+0.00207702j -0.000912403-0.0104693j -0.0058791+0.00631308j 0.00124453-0.0108531j -0.000492458-0.000612068j 0.00380557+0.00371856j 0.00250765-0.00603555j -0.00667801+0.0047026j 0.000262503-0.00690445j -0.000306735-0.00755148j -0.011014+0.0176939j 0.000482494+0.00240312j 0.00172782-0.00704689j -0.00178812+0.0140863j -0.00169891+0.0085976j 0.00242595+0.0135145j 0.00436792-0.0149067j 0.00136224-0.00203217j -0.00269069+0.0149494j 0.00646341-0.0329993j 0.0025451+0.00343119j -0.0012703+0.0160785j 0.00774781-0.0237756j 0.00245613+0.0229688j -0.00320107-0.0215048j -0.00103537-0.0161486j -0.00555732+0.0475505j 0.00492364+0.0213873j 
