0.0120266+0.000294565j -0.0520695-0.0758463j 0.00702636-0.0672341j 0.00421934-0.0401416j 0.0296685-0.048136j 0.00274854-0.0479382j -0.0407897+0.0217858j 0.0379238-0.0150203j -0.0126725+0.00537877j 0.0173961-0.044825j -0.0403161-0.00407253j 0.0384136-0.0141583j 0.00538349-0.0108819j 0.0186182+0.0068193j -0.00783785-0.00226409j -0.00446428+0.0203029j 0.00191537-0.000300782j -0.0128839+0.0100532j 0.010984-0.0084816j 0.0202461-0.000830081j -0.0166905-0.00488509j 0.00684742+0.0169688j -0.00467772+0.00757398j -0.0343747+0.00212987j -0.0260043-0.0190046j -0.00252626-0.0168096j 0.00671111-0.0141394j 0.00809186+0.0106447j -0.00779577+0.0118873j 0.00165684+0.0034188j 0.0188155+0.00473295j 0.0085289-0.0197954j 0.00472798-0.0170592j 0.00734516-0.00695915j -0.00335379+0.00415068j 0.00215504+0.00214564j 0.00699908-0.0147555j -0.0222609-0.00776415j -0.0286902-0.0102684j 0.00231962-0.0196259j 0.0174563-0.0127384j 0.0205837+0.00129957j -0.016323-0.00449651j -0.0168932+0.00414493j 0.00220511-0.00809532j 0.00105272-0.00735945j -0.00304559-0.00362337j 0.00685313+0.000643994j 0.0211705-0.00268173j 0.0305005+0.0386809j 0.00213105+0.00420549j -0.0297975-0.00160053j 0.000812262+0.00910472j 0.0315713+0.00658663j 0.00940101+0.0155936j 0.0101829-0.00562143j 0.0149053+0.0192362j 0.029007-0.00705529j -0.00200835-0.0394669j -0.0360836-0.0423488j 0.0295764+0.00494235j -0.0133192-0.0803388j 0.0455146-0.0956686j -0.0925991+0.00428832j -0.0608706-0.0332894j 0.0243276+0.0719677j 0.0780563-0.0139559j 0.0183707-0.00231782j 0.0259435-0.0573847j 0.0900782+0.0354312j -0.0330429-0.0042827j -0.141822-0.128713j 
0.0644797+0.0120042j -0.00940368-0.0436867j 0.0142664+0.0146233j -0.00751193-0.0680032j 0.0543684-0.0119375j -0.0122318-0.0144414j 0.0244321+0.0600856j 0.022804+0.0941575j 0.00675964-0.0293135j -0.00212104-0.0227022j -0.0452177+0.00223981j 0.00148568-0.0764085j 0.0775914-0.0239465j 0.0322091-0.0446113j 0.0411754+0.055329j 0.00812876+0.000823523j 0.00347384+0.0485529j 0.0122281-0.0406803j -0.0582636+0.0256462j 0.0232052-0.0689948j 0.0173399+0.0249257j 0.0803964-0.0430333j 0.0890531+0.059371j -0.0698497-0.0172109j -0.0242407+0.0523729j 0.0631757+0.0436138j -0.00256019-0.0192167j -0.00353486-0.0111365j -0.00694754+0.0355675j -0.0682539+0.0592534j 0.110386-0.00406835j 0.0857405-0.14425j -0.0190718-0.00389723j 0.0228914+0.0776036j 0.0723383+0.00251141j -0.0110783-0.076277j -0.0842567+0.020396j -0.0453287+0.0101611j 0.0933038-0.0221962j -0.00506955-0.0910864j 0.0496574+0.0418071j 0.0483597+0.0172141j 0.0377286+0.0491166j 0.0969527-0.0747742j -0.0375085-0.049444j -0.0104138+0.0166967j 0.0121362-0.0782924j 0.0560948+0.018559j 0.0295183+0.0312328j -0.0623567+0.0200685j -0.0154434+0.0256191j 0.0741013+0.0308106j 0.0213142-0.0338186j -0.0529429-0.00238724j -0.003661+0.0258138j 0.00308684+0.0155051j 0.0377391-0.0145368j -0.0385272-0.00963653j -0.0556851-0.00799663j -0.0400485-0.0512334j 0.0235481-0.0253504j 0.0256483-0.0219408j -0.0206569+0.0206517j 0.0100237-0.0328965j 0.0248451-0.0180476j 0.00616454-0.0101359j -0.0197328-0.0331456j 0.0182844+0.0236175j 0.0143098-0.0357563j -0.0350401-0.0455375j -0.038252+0.00701187j -0.0571965+0.00900402j 
-0.0121339-0.0306474j -0.0177063-0.0222976j -0.0174906+0.01263j -0.00426014-0.0382338j -0.0164577-0.0558825j 0.0113784+0.000575578j -0.00492928+0.00651117j 0.0554782+0.0311699j -0.00318911+0.0351148j -0.0594345-0.0935002j -0.0350451-0.0402146j -0.00317416-0.0010459j 0.0759756-0.0576453j -0.0620694-0.0487601j -0.0206834+0.00178488j -0.0321346+0.0426037j -0.0441521-0.0293367j 0.0678642+0.0285576j -0.0569846-0.0511252j -0.0813308+0.00990335j -0.0960084+0.107373j 0.0892167-0.00546945j 0.0550947+0.0318445j -0.0504131-0.00845626j -0.00234163-0.0208014j 0.0162505-0.0345301j 0.0135437+0.120887j -0.0937962-0.0246197j -0.0677353-0.0207451j -0.000787868+0.135961j 0.0102402+0.0527737j 0.090475+0.0120806j 0.0392629-0.00362415j -0.10448+0.0638355j -0.0428024+0.0839772j -0.0491573+0.0481744j -0.00531528+0.0302097j 0.0218362-0.0286032j 0.0322953-0.00670259j 0.0344713-0.00933519j 0.104695+0.0536806j -0.00558535-0.00601723j -0.0459367-0.0387463j 0.0839536-0.0383914j -0.0204839-0.0200661j 0.00630699-0.00416575j 0.0115865-0.0130442j -0.0634084+0.00937583j 0.0970853+0.0336812j 0.0136798+0.0115472j -0.0532092-0.0149604j 0.0949375+0.043665j -0.0055757+0.00888337j 0.0136978+0.0164937j -0.0528542-0.0274703j 0.0160346-0.0757506j -0.0741266-0.0123317j 0.00112691-0.0666691j 0.0187768-0.0484976j 0.069939+0.0465407j -0.00192727+0.00752062j 0.0477717+0.00154947j 0.0169622+0.0512707j -0.0229335+0.0155501j 0.0450927-0.0364639j -0.0217058+0.00235746j -0.0246766+0.0284292j -0.0141459-0.0484449j -0.016083-0.00703943j 0.0279538-0.047285j 0.00722655-0.0600666j -0.00597551+0.00603599j 
-0.0330516-0.00855832j -0.0482146-0.00120941j -0.0173901-0.0299498j 0.0153952+0.0349784j -0.0439249-0.0560537j 0.0181763+0.0151784j -0.00505007-0.0429064j 0.0139408-0.08332j 0.0180876+0.031978j -0.106049+0.0104036j -0.00187172-0.0305904j -0.00886438+0.0507472j 0.0563383-0.0203438j -0.0771134-0.0569317j -0.0700271-0.100999j -0.0120192+0.147086j -0.0283354+0.0559032j 0.0459279-0.00459316j 0.0326607+0.000765549j -0.0301741+0.00717826j -0.0268383-0.041246j 0.115977+0.0635725j -0.0909956+0.0480289j -0.0784467-0.178612j 0.0890283-0.0200035j 0.113485+0.0507466j -0.0449794+0.0634659j -0.0884008+0.0270754j -0.0884321-0.0232597j 0.0246185-0.030092j -0.0177994-0.0047543j 0.137235-0.0205839j 0.00835016+0.056032j -0.0885254+0.0204413j -0.00290547+0.0164622j -0.00881752+0.0355201j -0.0360068-0.0231864j -0.0395048+0.000182756j 0.015321+0.0358177j -0.0371974+0.054862j 0.0849794-0.00236965j 0.000716352+0.0271549j 0.0170082+0.0379087j 0.0348203-0.0189505j 0.0532192-0.0284301j -0.0361278+0.031258j -0.0321459+0.0269802j -0.0393559+0.0733327j 0.000291603+0.0390059j -0.0698622+0.0481377j -0.0189663-0.000500847j -0.0116011-0.0791132j 0.0483557-0.0701522j 0.0700726-0.0790783j 0.0710174+0.0124276j -0.0438855-0.0214207j -0.0401849-0.0362278j 0.0634887-0.0478284j 0.0538261+0.00640085j 0.0336909+0.00415219j -0.00301628-0.0171214j -0.0332323+0.0156561j -0.00232663-0.0274836j -0.0281515+0.0189574j 0.0156306+0.0106533j 0.0106813+0.0211469j -0.0134341+0.00837049j -0.0361843-0.023954j -0.0340594-0.0193614j 0.0390989+0.0733998j 0.0357096-0.019544j -0.022869+0.0100143j 
-0.0143329+0.0110624j -0.00942882+0.0380885j -0.00191732-0.038655j 0.0138674-0.0256305j 0.010584+0.0449711j 0.0323192+0.0126041j 0.0148859-0.02177j -0.0259057-0.0540534j -0.00636787-0.0160832j 0.109602+0.112138j -0.0375348-0.0442399j 0.0610364-0.0299873j -0.0335916-0.00876483j 0.0122598+0.041796j 0.0487175-0.049218j 0.00991511+0.0249792j 0.057337+0.0789325j 0.0687624-0.0580964j -0.0277444+0.0240271j 0.104095+0.0131635j -0.0352934-0.00860532j 0.00772224+0.174354j 0.0674653-0.0151086j 0.0560267-0.0446219j 0.0963504+0.116316j -0.0187201+0.0544853j -0.0463853+0.000367214j 0.0249903+0.0727186j 0.0922541+0.0553213j -0.0812782-0.0349389j 0.0211434-0.0113911j 0.0408543-0.0470941j 0.0146687-0.052757j -0.0334472+0.0641737j -0.00903331-0.000325408j 0.0771618+0.00260481j 0.0396591-0.024476j -0.00129878+0.000304271j -0.00625985-0.00220685j 0.0340423+0.0494268j 0.0202821+0.0204206j -0.00226597+0.0260414j 0.0373543+0.0124274j 0.0427435-0.0458458j -0.0408433+0.0187553j 0.0619903+0.056607j 0.0234643+0.0251935j -0.00932295-0.0576506j 0.0134972+0.0159626j -0.0476419+0.0390078j 0.047711+0.0553595j 0.035661-0.0387064j 0.049904-0.0617933j -0.011953-0.0355833j 0.0364955+0.0728206j -0.000279961+0.0544297j 0.0178447-0.0962274j -0.031381+0.0336747j -0.017356+0.0811123j -0.0476842-0.0249016j 0.0089975+0.0304116j -0.0270785-0.0109991j -0.0374288-0.0613177j 0.0766049-0.00233175j 0.0421753+0.0571536j 0.00975151+0.00423663j -0.022965-0.00787055j -0.0134321+0.0652878j 0.0063617+0.00374832j -0.0122826+0.0512015j 0.0066449+0.0372361j -0.0184425-0.00116511j 
-0.0569929-0.00958019j 0.0310967-0.00114115j -0.0269404-0.0228221j -0.0491289+0.00184454j -0.0430846-0.0178146j -0.0217038+0.00759714j -0.0185946+0.0204486j 0.0118691-0.0259313j -0.0476836-0.0442877j 0.10932-0.0417565j 0.0815972-0.00798012j 0.0388643+0.0397213j 0.0837918+0.0700507j 0.00876529-0.0134309j 0.0215324+0.0439598j -0.00580321+0.0109643j -0.00123037+0.0519295j 0.0275599-0.025231j -0.0443593-0.0430359j -0.00913207+0.101009j -0.0111969+0.0345013j 0.0264702+0.0198803j 0.0303315+0.0197271j -0.0265845-0.0361345j 0.0163649+0.0844766j 0.00844325+0.00763803j 0.0164542-0.0179495j 0.00995529+0.0381038j 0.081427+0.00687368j -0.0776319-0.0209966j 0.0101383-0.0464493j 0.0432335-0.0654858j -0.0313773+0.0213621j -0.0291941+0.0401j -0.0476977+0.00404977j 0.0776557+0.0289713j -0.0208571-0.0110106j 0.0105935+0.0284368j -0.0103447-0.052619j 0.013044+0.0120473j -0.0213749+0.0303962j 0.00102378-0.0391826j -0.0229625-0.0262483j 0.0565749-0.00455654j 0.0166132+0.0735009j 0.0272427+0.00105669j -0.0883844+0.0416217j -0.0106728+0.010711j 0.0359059-0.0189522j 0.098688-0.00109128j 0.0365826+0.00764252j 0.066316-0.036301j -0.0182893+0.0792173j 0.0453115+0.0756212j -0.0352154+0.0457084j -0.00144102-0.0379889j 0.00855002-0.0245267j -0.0654286-0.00206193j 0.0218744-0.00937349j 0.0213324+0.0630954j -0.0503134+0.0142971j -0.0309917-0.00416696j -0.0307741-0.0336208j 0.0658492-0.0340894j 0.0639905-0.0621675j 0.0457927+0.00251912j -0.0230016+0.0151401j -0.0183369-0.0336668j -0.0503079+0.048162j 0.0349804+0.0186998j 0.0108635-0.0422642j 0.0116254-0.0201462j 
-0.010413+0.0173996j 0.00343499-0.0274047j -0.0198867-0.0270268j -0.0472375-0.00027901j 0.0139985-0.0418733j -0.0255599+0.0138442j 0.0646356+0.0165224j 0.0719882+0.093951j 0.0217316-0.0694692j 0.0661664+0.000456289j 0.0647564+0.113487j 0.036261+0.0920585j -0.0684228+0.0430951j 0.112625+0.0451305j 0.0856788+0.0800526j -0.0490123-0.0296547j 0.0261605+0.00804924j -0.029298-0.0842281j -0.015029-0.000482937j 0.0685158+0.0281776j 0.0054678+0.0390945j -0.00410619-0.075108j 0.0429478+0.0279245j 0.0840791+0.0164158j 0.0797025+0.116122j -0.0615794-0.100146j -0.00323894-0.0380867j 0.087569+0.0280786j 0.0336056+0.0317345j 0.0367412-0.0499387j 0.0115364+0.0464623j 0.0485024+0.0734028j -0.10247+0.052894j -0.00513766-0.024175j 0.0101019-0.0269166j 0.0286115-0.0135438j -0.034296-0.0286963j 0.00252933-0.0261866j -0.0443833+0.087416j -0.0501721-0.043588j 0.0237865-0.00178807j 0.0757583-0.0229086j 0.049741-0.0126077j 0.0443472-0.035535j 0.039094-0.02746j -0.0474318-0.0223244j -0.134274-0.0658388j -0.00604717+0.0258824j 0.026152-0.00485006j -0.0874632+0.0300896j -0.0403839-0.0888432j 0.015669-0.0359431j 0.0278431-0.0804516j 0.0378423-0.0550194j 0.0537367+0.016887j -0.0575346-0.00678425j -0.0421019-0.00789179j -0.0359565-0.0285306j -0.0274018-0.0189598j -0.0196135+0.00061554j 0.0203131-0.0457902j 0.0344312-0.0293485j 0.0613087+0.0449266j 0.000913315+0.0160844j 0.0353674-0.0160822j 0.0185045-0.0434972j -0.0395351-0.0138208j -0.00979557-0.0325124j -0.0231196+0.00586069j -0.00707301+0.0145799j -0.0188516-0.0194769j -0.0120107-0.0151503j 
-0.0268108-0.00646494j -0.0373562-0.0186443j -0.0359844+0.0224002j 0.0145652-0.0238134j 0.0531016-0.0331231j 0.00802234-0.0129649j 0.0599329+0.0430977j 0.055509+0.0680384j -0.105604-0.0596142j 0.0580227-0.0419333j 0.0104162+0.0880026j 0.0167183+0.0190482j -0.0485719-0.0271141j 0.118922+0.070772j 0.037008-0.0143671j -0.0462313-0.0631572j -0.028963-0.0156087j -0.032826-0.0290911j -0.0562718-0.0315426j 0.00205206+0.0390029j 0.0567298+0.0719721j 0.000705445-0.0977432j 0.0279076+0.0921533j -0.0134679-0.0403871j 0.0232882-0.00876193j -0.0213459-0.0667906j -0.0436401+0.0310208j 0.0475561-0.0316073j 0.0484831+0.000961009j -0.0967153+0.00715414j 0.0026917-0.0820075j 0.0511926-0.0282997j 0.000513974-0.0265888j -0.0829176+0.0206757j -0.0206236+0.00162143j 0.0724026-0.0793164j -0.0515287-0.0410875j -0.0528275-0.0396922j 0.0382805+0.0233201j -0.000584522+0.0224596j 0.0176681+0.000769785j -0.00524943+0.0179907j 0.0536099+0.0589955j 0.0496606-0.000852978j 0.100254-0.0141785j -0.0427921-0.00193117j 0.0055153+0.0432548j -0.0456147+0.038335j 0.0724988+0.055117j -0.0523071+0.0559111j -0.0523962+0.000101665j 0.0315018-0.0118099j 0.00318344+0.0131703j -0.00394186-0.0479837j -0.0389419-0.00419429j 0.019987+0.0309337j -0.0297958-0.0314096j -0.0209358-0.0042861j 0.0556174-0.0137938j 0.00338174-0.0199605j -0.0454021+0.0494391j 0.0795298+0.00654802j 0.0807705+0.0639509j -0.089091+0.0165792j -0.000220993-0.0252128j 0.00658174-0.0367718j 0.0262096+0.0134796j -0.0285825-0.0030532j 0.0381184+0.0124318j -0.0347735-0.0342814j 0.0208851+0.00374529j -0.0248108+0.040957j 
-0.0360544-0.025608j 0.0360675+0.041591j -0.028742-0.00720209j 0.0100611-0.0121731j -0.022002+0.0413981j 0.0317891-0.0124035j -0.0423313+0.0131732j -0.0387212-0.162561j -0.0396083-0.019297j 0.0801565-0.00755731j -0.00548189-0.0284721j -0.0198732+0.0383371j 0.0115604+0.0143733j -0.11043+0.024665j -0.0384784-0.102684j -0.00344421+0.0093923j 0.0145378+0.0185864j 0.03394-0.00385195j 0.0438161-0.00521725j 0.0533355+0.0548102j -0.0354796-0.108856j -0.0631258+0.064004j -0.0220752-0.00228566j 0.0244281-0.0426606j 0.0277378+0.0273874j 0.136887+0.0629497j 0.055084+0.0381746j -0.106575+0.0160854j 0.0553185-0.0293332j -0.0361369-0.0252366j 0.0812803-0.00719274j -0.0435034+0.00422521j 0.0199586-0.0384396j 0.0106533+0.0462273j 0.0187915-0.0140918j 0.0718911+0.0694967j -0.121063+0.0692084j 0.0203695+0.0897127j -0.0487536-0.0259384j 0.0667199+0.0923619j 0.0796589-0.000861876j -0.04693-0.0456167j 0.0336471-0.0746946j 0.00679492+0.0842897j -0.0470218+0.0504554j 0.0575064-0.0227438j 0.0329614+0.0666925j -0.0500266+0.0432024j -0.01374-0.026j 0.119643-0.0244171j -0.00690397+0.0417652j -0.0749096-0.0243426j -0.000916674+0.0446595j 0.0104796+0.103269j -0.0392283+0.0234244j 0.0125318-0.0346378j 0.00188571+0.0136127j -0.0211263-0.0162818j -0.014273+0.0826807j -0.0340849-0.0225435j -0.00922066+0.0491251j -0.0441597+0.0100746j -0.0784133+0.031258j 0.0126357+0.0606262j 0.0228138-0.017372j 0.0619484+0.0431741j -0.00347323+0.00891539j -0.0317766-0.00985239j 0.00839766+0.0231043j 0.018294+0.00757692j 0.00624293-0.00219663j 0.0282531-0.0277851j 
0.0486625-0.0265409j -0.0712109-0.0519654j -0.045475+0.0413094j 0.0355612+0.0797776j -0.00821033-0.00239426j 0.0134507+0.0193482j -0.0571333-0.0394395j -0.0494785+0.0657019j -0.0336108-0.050613j -0.0086945-0.021486j 0.0824892-0.0604319j 0.104507+0.0514501j 0.136419+0.0623859j 0.0447864-0.0889531j -0.0330927+0.0744595j 0.0101203-0.00835716j -0.0243801-0.00772125j -0.0407927+0.0276242j 0.0132547-0.0538597j -0.00547438+0.110646j -0.0418468-0.0539187j -0.0309611-0.0883983j -0.0606737-0.022104j -0.0439876-0.0267944j -0.126478-0.04087j 0.0638853+0.00031592j -0.0864075+0.0185583j 0.0373392-0.0451466j 0.00936403-0.0128894j 0.0392399+0.0873028j -0.0441845-0.0389104j -0.0467874-0.00954304j -0.0903649-0.0324452j 0.0124321-0.0861156j -0.0121886+0.00495617j -0.0632205-0.0325037j -0.0418704-0.0303037j 0.0368212-0.0426782j 0.0567144-0.115208j 0.0285153+0.0213766j -0.0549743-0.0489323j -0.0856695-0.0131973j 0.0269619+0.0562609j -0.000880464-0.0271692j -0.00899395-0.00820943j 0.0642247-0.084282j -0.0204239-0.0553732j 0.0576459+0.0730967j 0.0139061-0.0700014j -0.0275577-0.0338204j 0.00769572+0.00282079j 0.0396988+0.0467489j -0.00406552+0.0745432j -0.00752414-0.0394591j 0.0490851+0.0692211j 0.0088033-0.0362664j 0.0393744+0.0248969j 0.0198248+0.0496557j 0.00234355-0.0496679j 0.0675361-0.0182053j -0.014143+0.000196923j -0.00281993+0.0675716j -0.0772483-0.0117715j 0.0379916-0.03338j 0.00849995-0.0616907j -0.0193661+0.0258447j -0.0453993-0.00226002j -0.0150698+0.0586072j 0.0284316-0.084847j -0.0512704+0.00468842j 0.00740902-0.00773428j -0.00633673+0.0625145j 
-0.0212076-0.046539j -0.0221053-0.0249832j -0.0215293+0.00468762j 0.00184055+0.0472238j -0.0296581-0.0362361j -0.0307684-0.00916236j -0.0113108-0.000320846j 0.0100368+0.0646942j -0.0189346+0.0126447j 0.0043471-0.0466925j -0.0298514-0.0562622j -0.0617694-0.0504703j 0.135038+0.00792378j -0.118715-0.119339j -0.0666408-0.0048921j 0.00806753+0.0869299j -0.0066059-0.0186422j 0.0921307+0.028621j -0.049721-0.0399867j -0.042127+0.0104982j -0.0946035-0.043067j 0.141044-0.0283564j -0.0122385-0.0226105j -0.0753526-0.0353661j -0.0805036+0.117347j 0.0342488+0.181876j -0.00890439-0.0253131j -0.00895494-0.00572865j -0.110911+0.0202532j -0.0150976-0.0146759j 0.0709531+0.0503142j 0.00272651+0.0269667j -0.0343369+0.0251735j 0.0891883-0.0446608j -0.031305+0.0525306j 0.1111+0.0161145j 0.0487061-0.0351842j -0.0907206+0.0346897j -0.0703322-0.0574003j -0.0157989-0.0647003j 0.0401388-0.00215069j 0.0559722+0.0309598j 0.0226218+0.0225893j 0.0468988-0.0237847j -0.00459612-0.0383389j 0.0728884+0.027678j -0.0642346-0.122969j 0.0117017-0.0250089j 0.0713896-0.00738513j -0.0216173+0.00911659j 0.0138335-0.0253295j 0.125983+0.0402579j 0.0328334+0.00160628j -0.0418448-0.012541j -0.00429447+0.048706j 0.0331301-0.00359459j 0.0173926-0.0152288j 0.00126191-0.0435233j -0.0608784-0.0487276j 0.0334578+0.000690895j 0.0114422-0.0471626j -0.0109155+0.00771574j -0.0229984+0.00242863j 0.00503205+0.0331334j 0.0484321-0.0352845j 0.0119705+0.0082671j 0.012149+0.0262961j -0.0100693+4.64242e-05j -0.0150065+0.0278098j -0.0205827+0.000151245j 0.0400484-0.0272689j -0.0122075+0.0039239j 
-0.0249949-0.0293705j 0.0182969+0.0557836j -0.0743596+0.0214621j 0.00696952-0.00915944j -0.0524641+0.0336094j 0.0167097-0.00549234j 0.0131103+0.025349j -0.0355447+0.0277583j -0.0694115-0.0393164j 0.101622-0.00976051j -0.0113691-0.0166343j -0.042345+0.0120002j -0.0479262+0.0635393j 0.0327987-0.00693999j -0.0126233+0.0883565j 0.00451091-0.0137967j -0.0593683-0.0163028j -0.0261182+0.0288489j -0.102801-0.0391687j 0.052656+0.0572197j 0.00290706+0.0924436j -0.00733682+0.0566717j -0.0499631+0.0271797j 0.0329743+0.0373508j -0.0544099+0.023865j -0.168189-0.0198032j 0.0382322+0.0766491j 0.0778019-0.0131765j 0.0106963-0.0118886j -0.0470211-0.0348098j -0.0329584+0.0515185j -0.000590133-0.0137734j 0.013539+0.0336647j 0.0325415+0.0227602j 0.063975+0.0205451j 0.0060985+0.0291537j -0.0588832-0.0349232j -0.110434-0.0617751j -0.0841613-0.0168962j 0.075382+0.0166804j 0.00216233-0.0535458j -0.0165181+0.00738614j 0.00419019-0.0149891j -0.0469528+0.00487568j 0.0151106+0.00517456j 0.0172157-0.0190858j -0.0205229+0.00556261j 0.000540617-0.0330185j 0.0288801-0.0194679j 0.0582621+0.013542j 0.0164373+0.0310749j -0.0324641+0.0387605j -0.0900115+0.040195j -0.00859586+0.0480343j -0.0335443-0.00819855j -0.0337601-0.00315922j 0.0423637+0.0580418j 0.0462488+0.0205765j -0.0779552+0.00545557j -0.0373221+0.00106028j -0.0269858+0.0179737j -0.0285478-0.00365634j -0.0167128-0.00682711j -0.0574538+0.00433903j -0.0199164-0.031798j 0.0102163-0.0666569j -0.00325114+0.0264156j -0.0334067+0.0852449j -0.0181845+0.0563279j -0.00577342-0.0126517j -0.000598106+0.0257357j 0.00960916+0.00337303j 
0.0290357+0.0162275j -0.0273688-0.00918497j 0.0380733-0.0234952j -0.013227+0.0290259j 0.0449473+0.0489751j 0.0502912+0.0188207j -0.0361265-0.035575j -0.0470198-0.00116517j -0.109586-0.0723702j -0.0347258-0.044033j 0.0263865-0.0382382j 0.141644+0.0789562j 0.0740269+0.116179j 0.00574328-0.0191506j -0.0473765+0.0701721j 0.00409307-0.0501002j -0.056787+0.0867316j -0.00364686-0.00777859j 0.00975136-0.0221459j -0.0314646+0.0857015j 0.188927-0.0645436j -0.0111007-0.105484j -0.110423+0.00392678j -0.057391-0.0499281j -0.0149969+0.0551128j 0.118303+0.0866538j 0.0437816-0.0254354j 0.0421337-0.0460202j -0.00393732+0.00696408j 0.0518712-0.0636045j 0.0355925-0.0178196j -0.0875267+0.0226295j -0.0911461-0.0164559j -0.0487761-0.0261171j -0.0767841+0.0463165j -0.0467256-0.0517842j 0.0433967+0.00790961j 0.076727+0.0323134j 0.0302224-0.01842j -0.0582717-0.0109207j -0.0264257+0.0214666j -0.051664-0.0515858j -0.000731152-0.0168388j 0.0281653+0.013223j -0.0568196-0.0613151j 0.0432537-0.00134509j -0.0333375-0.0198859j 0.0569681-0.0268243j -0.0568559+0.00472368j 0.0572061-0.00144742j -0.0113139+0.00899963j -0.0247869-0.0446633j -0.0337632+0.00566529j -0.00972948-0.0855082j 0.0214475+0.0336212j -0.00707446+0.00951034j 0.0204548+0.0154784j 0.0389024-0.0319286j -0.0223829-0.0132463j 0.0301928+0.0242931j -0.0418339-0.0236478j -0.0369238+0.0147472j -0.0579583-0.03676j 0.00801828+0.00716933j -0.0117376+0.0364827j -0.0276104+0.0229544j 0.00921575-0.00550118j 0.0320406+0.00698202j 0.0417489-0.0485156j -0.0241507+0.0269942j 0.00624363+0.0413832j -0.0152689+0.0214895j 
0.025879+0.024808j -0.0332992+0.00355175j 0.0248034+0.0104707j 0.0258421-0.0305393j 0.0195064-0.0642565j 0.0346258+0.0429877j 0.00834432-0.00698779j -0.0545304-0.0310145j -0.0157616-0.0454652j -0.0151153-0.0941137j -0.0334831-0.026831j 0.019127-0.023924j -0.0106601+0.00370483j -0.0642873+0.0190907j -0.00798006-0.0146358j -0.0476419-0.0238909j -0.0924239-0.00868739j 0.0269361+0.127951j 0.0767794+0.0162671j -0.0434509-0.0372391j 0.00996381+0.0686571j -0.0615827+0.0295863j -0.113059-0.00785728j -0.0184866-0.0902113j -0.0343021-0.047545j 0.04091-0.0746458j -0.0381229-0.000164885j 0.0027925-0.0350538j -0.0401147-0.00365226j -0.0865133+0.11j 0.0463547-0.0766013j 0.00987647-0.00225053j 0.0510961+0.0115644j -0.0557224-0.0562948j -0.07653+0.0468967j -0.0120043+0.0158595j 0.062106-0.0449214j -0.0178085-0.0597939j 0.0227662-0.0489415j -0.00444886-0.0208458j -0.00116358+0.00214051j -0.0765586-0.0113485j -0.0247296+0.04844j -0.0140928-0.0347011j -0.00684531-0.0415616j 0.00332667+0.0164147j 0.0612912-0.00213362j 0.0178476+0.0687958j 0.0424726+0.0191705j -0.0390313+0.0277489j 0.0251369+0.0801704j -0.0304948+0.0796019j 0.00717364-0.00023132j -0.0276839+0.0401522j 0.00799025+0.0385521j 0.0507187+0.00176593j 0.0299721+0.0215599j 0.0219684+0.0845235j 0.0263149+0.0242151j -0.0105305-0.0324882j 0.00500871+0.0296411j 0.0302304-0.0159192j -0.0341645+0.0621844j -0.0258645-0.037379j -0.00279302+0.0323401j 0.0117217+0.00378933j -0.0259031-0.00400219j -0.00890109-0.0260875j 0.0101946-0.0364401j 0.0151835+0.0274575j -0.0358467-0.00344616j -0.0194675-0.00568865j 
-0.00866842+0.000783282j 0.00398331+0.0376125j -0.0243142+0.0271421j 0.0449438-0.00713143j -0.00683248+0.0517683j 0.0736671+0.0436833j -0.0162192+0.0042696j -0.0526422-0.0272694j 0.0584585+0.0273877j -0.020827+0.0771324j -0.0198931-0.0440236j 0.0105538+0.054407j 0.0363165+0.0340812j 0.0463079-0.0583172j 0.00341337+0.068445j 0.0268443+0.0294535j -0.0299987+0.0889069j -0.0161441-0.0535719j 0.0504898-0.00326895j 0.00364175-0.0684548j -0.0203879-0.074019j 0.0534786+0.0882561j 0.0709178-0.0320081j -0.0397457-0.00377001j 0.0854706-0.0278723j 0.00335521+0.0149389j 0.0108285+0.0118598j -0.0116228+0.0497817j -0.0353767+0.0198787j 0.0346136+0.00491571j -0.0210481+0.0860845j 0.0299748+0.0327353j 0.0497022-0.00201178j -0.0301722+0.0875148j 0.012636+0.0497135j -0.0875068-0.0935093j -0.0371869-0.0111751j 0.0204688+0.058121j 0.0756514-0.00645387j 0.0154058+0.0749675j 0.00322148+0.0377897j -0.0157337-0.0226277j 0.0190049-0.0253416j 0.0434289+0.0159079j -0.0406094-0.00285505j 0.0282761-0.0198288j -0.0180175+0.0348658j 0.0456393+0.0160764j -0.0508734+0.013654j 0.0683229-0.0265968j 0.0443007+0.00369777j -0.0156008-0.0122009j -0.0273092-0.000805398j -0.000269605+0.0118413j 0.0154375-0.027992j -0.0866429-0.0264565j -0.00955851-0.00104859j -0.0161919-0.0305778j -0.0467026-0.0189782j 0.0341444-0.00229271j 0.000402558-0.000218443j -0.0148296-0.0398377j -0.0721852+0.00199209j 0.0629784-0.0134415j 0.00811639-0.0262001j 0.000408701-0.0330316j -0.0518314-0.000613733j -0.0273213+0.057536j 0.00477298-0.0449414j 0.0126195+0.00765989j -0.0291573-0.00817669j 0.0139964-0.00403972j 
