0.0120266+0.000294565j -0.0520695-0.0758463j 0.00702636-0.0672341j 0.00421934-0.0401416j 0.0296685-0.048136j 0.00274854-0.0479382j -0.0407897+0.0217858j 0.0379238-0.0150203j -0.0126725+0.00537877j 0.0173961-0.044825j -0.0403161-0.00407253j 0.0384136-0.0141583j 0.00538349-0.0108819j 0.0186182+0.0068193j -0.00783785-0.00226409j -0.00446428+0.0203029j 0.00191537-0.000300782j -0.0128839+0.0100532j 0.010984-0.0084816j 0.0202461-0.000830081j -0.0166905-0.00488509j 0.00684742+0.0169688j -0.00467772+0.00757398j -0.0343747+0.00212987j -0.0260043-0.0190046j -0.00252626-0.0168096j 0.00671111-0.0141394j 0.00809186+0.0106447j -0.00779577+0.0118873j 0.00165684+0.0034188j 0.0188155+0.00473295j 0.0085289-0.0197954j 0.00472798-0.0170592j 0.00734516-0.00695915j -0.00335379+0.00415068j 0.00215504+0.00214564j 0.00699908-0.0147555j -0.0222609-0.00776415j -0.0286902-0.0102684j 0.00231962-0.0196259j 0.0174563-0.0127384j 0.0205837+0.00129957j -0.016323-0.00449651j -0.0168932+0.00414493j 0.00220511-0.00809532j 0.00105272-0.00735945j -0.00304559-0.00362337j 0.00685313+0.000643994j 0.0211705-0.00268173j 0.0305005+0.0386809j 0.00213105+0.00420549j -0.0297975-0.00160053j 0.000812262+0.00910472j 0.0315713+0.00658663j 0.00940101+0.0155936j 0.0101829-0.00562143j 0.0149053+0.0192362j 0.029007-0.00705529j -0.00200835-0.0394669j -0.0360836-0.0423488j 0.0295764+0.00494235j -0.0133192-0.0803388j 0.0455146-0.0956686j -0.0925991+0.00428832j -0.0608706-0.0332894j 0.0243276+0.0719677j 0.0780563-0.0139559j 0.0183707-0.00231782j 0.0259435-0.0573847j 0.0900782+0.0354312j -0.0330429-0.0042827j -0.141822-0.128713j 
-0.00954313+0.052107j -0.00657263-0.0242452j 0.0319594+0.0665472j 0.0864368+0.131137j -0.0626426-0.0856479j 0.0253426-0.023259j -0.00148688-0.089603j -0.0268828-0.0635176j -0.0310956-0.048296j 0.00201065+0.0700083j 0.0703506+0.0208588j -0.022583-0.05601j -0.013886-0.00666292j -0.0184782-0.0844073j 0.0118101-0.0339895j 0.00335516+0.00960675j -0.02775+0.0335501j 0.0115859+0.00750441j -0.022339+0.0428318j -0.0112887+0.0826246j -0.0445525-0.0346806j 0.0376732+0.016462j 0.0339131+0.00833617j -0.0379285-0.0713097j -0.00760428-0.022381j 0.0622986+0.0123497j 0.0237966-0.0143494j -0.0407852+0.0575453j 0.00765967-0.0412535j -0.0130412-0.017268j -0.00400164+0.0389662j 0.0179378+0.0203133j -0.00332207+0.023451j -0.0195009+0.0348045j -0.0310405-0.00478739j -0.0200363-0.0188102j 0.00857888-0.00382735j -0.0102803+0.0240925j -0.00606743-0.0361798j 0.0243336-0.0468161j 0.0206379-0.0198735j -0.000587734+0.0100817j -0.0131522+0.00648451j -0.00763489-0.0379015j 0.0122965-0.0462325j -0.0352612+0.0114815j -0.00396096-0.00434395j -0.00456957+0.0364021j 0.015583-0.0308819j -0.0458763+0.00459451j 0.0278513-0.0109512j 0.00123902-0.0208246j 0.0355952+0.0347725j 0.00941654+0.00996762j 0.0374423+0.0388927j 0.00418615+0.00787735j -0.00801684-0.0013637j -0.0012538+0.00466355j 0.0327603-0.00840703j 0.00990457+0.0124601j -0.0186493-0.00902921j -0.0105446+0.0312553j 0.00319035-0.00878385j 0.0157211+1.91796e-05j 0.0191316-0.00724702j 0.00557399+0.0001175j -0.0036871+0.0292465j -0.0202825-0.00329448j -0.0177848+0.0282513j 0.0229191+0.0654705j 0.0338509-0.00214694j 0.0239208+0.000442752j 
0.0490334-0.0709332j -0.00564216+0.00814542j -0.0851066+0.00649521j -0.0143385+0.0474425j -0.0288142-0.000976235j -0.107288-0.0203844j -0.0524918+0.0936049j 0.0523629-0.0359433j 0.107007+0.0733591j -0.0587332-0.0634528j 0.0478252+0.0380005j -0.0551827+0.047508j 0.0845186-0.000323713j 0.0286594+0.0216442j -0.0227299+0.0304968j 0.0142417+0.0571486j -0.0186618-0.0502363j -0.00757304-0.0156961j -0.0349043+0.0243693j 0.00527198-0.0346127j 0.0159984-0.0456923j 0.0316419-0.0313762j -0.0147892+0.0546595j -0.0294808-0.016567j 0.0282769-0.0443737j 0.0404706+0.0485138j -0.0237338-0.0270542j 0.0236236+0.00965414j -0.0467807+0.000182376j 0.00162473-0.0307416j 0.0153521-0.0323639j 0.0162395+0.0326778j -0.00444565-0.00745625j -0.00343664-0.00712604j 0.00586632-0.0147257j -0.021343-0.0326117j 0.0128036-0.00345481j 0.0151478-0.00257967j 0.0237048-0.0126184j -0.0262356-0.0133377j -0.00231884-0.00339728j 0.0170753-0.0231119j 0.0149308+0.00878277j -0.0233118-0.0274801j -0.0136471+0.0069013j 0.00930673-0.0123035j -0.0255317-0.0293206j 0.0106043+0.0150138j -0.00906761-0.0101883j -0.0128019-0.0215153j 0.000643509-0.029143j 0.0189018+0.0030998j -0.0185315+0.0276276j -0.0330053+0.00273652j -0.00399469-0.00484394j -0.0066902-0.000554836j -0.0192213+0.0150812j -0.0154978-0.0363014j 0.0184282-0.00192539j 0.0144028+0.021059j -0.0212352-0.0171939j 0.0248677+0.00741769j -0.0191931-0.0147338j 0.0204181+0.0218288j -0.00201476-0.00205924j 0.014694+0.0389887j 0.00665692-0.0130141j 0.0229306+0.0109009j -0.0042002-0.031538j 0.0234777-0.0214483j -0.0418757+0.0312777j -0.0393123-0.00954283j 
0.0505987-0.0418216j -0.0117882-0.0754718j -0.0232927-0.030152j -0.0932761-0.0473624j 0.107387+0.0508288j -0.0547178+0.0493183j 0.0648623+0.0786443j -0.00211522+0.0463753j 0.0179676-0.0511742j -0.0675052-0.0481798j 0.0249318-0.0328041j 0.0956304+0.0247378j -0.00596035-0.0401547j 0.110898+0.0206555j 0.00812561+0.0591986j 0.0240891-0.081007j -0.0109748-0.00412813j -0.0367546-0.0383601j -0.00284379+0.0640588j 0.0251778-0.0888893j 0.013259+0.0394413j 0.00809616-0.0498566j 0.0481548-0.0153065j 0.0501373+0.0232768j -0.00410245+0.0234306j 0.0169578-0.0458128j 0.0291293-0.0207234j 0.0168884+0.0143037j 0.00943562+0.0308102j 0.00533854+0.0327402j 0.0248575+0.0101886j -0.0098698-0.0447395j -0.0374033-0.0259768j 0.00684508-0.0169097j -0.0181713+0.0219652j -0.0108669-0.0106913j 0.0185579-0.0148468j 0.0418923-0.00834796j 0.0349339+0.0149496j 0.000639604+0.0125574j -0.0375349+0.011601j 0.00444096-0.0259309j -0.0294627-0.00203045j 0.0205678-0.0129325j 0.00863855-0.00102253j 0.00523804-0.0101102j -0.0041322-0.000582839j 0.0502909-0.0199284j -0.0215305+0.0199517j -0.015585+0.0203609j 0.0049679-0.00547308j 0.0103316+0.0138928j -0.012464-0.0420084j -0.0282682-0.0132427j 0.0407161+0.00682804j 0.000752031+0.0234861j 0.019949-0.00658603j -0.0416405+0.0382788j 0.00662825+0.00700762j -0.0171535-0.0287209j 0.0100402+0.00493762j -0.00781279-0.00703953j 0.00157006-0.0509293j 0.0388248-0.0036461j -0.0485249-0.0233833j -0.00745838+0.00272109j -0.00065139-0.0701945j 0.0308576+0.0275888j 0.0148923-0.0244275j -0.0263599-0.0451609j -0.0226936+0.0163309j -0.00758102+0.00676156j 
0.0071961-0.0102051j 0.017903+0.0719874j -0.0434055+0.0555587j 0.0581553+0.0547131j -0.00620622+0.0888162j 0.000355948+0.0482188j -0.0360749-0.0181065j -0.0530476-0.0314558j 0.0500271-0.0145572j -0.0719044-0.00171138j 0.0334438+0.0388825j -0.0273812+0.0296469j -0.0494715+0.034633j -0.0169794+0.0350664j 0.0355073-0.0155236j -0.0212683-0.00662699j -0.00881086+0.0563628j -0.017364-0.0201717j 0.0416761-0.00644827j -0.0329091-0.012279j 0.0440603-0.014012j -0.0163811+0.0300116j -0.0148589-0.0192876j 0.0013366-0.0122429j 0.0504259-0.00310682j 0.00129469-0.00490344j -0.0142371-0.00484475j -0.00369182-8.07975e-05j 0.00613876-0.0224817j 0.0403485-0.0258174j -0.0203108-0.016072j -0.0187559+0.0239669j -0.0311739+0.0105409j -0.0336155+0.00322025j 0.0222455-0.0134835j -0.00616858+0.00646817j 0.00408114+0.00632767j 0.0203282-0.00377308j 0.00793877+0.0159243j 0.00476328+0.017431j -0.000923311-0.00656895j -0.0106034-0.0145185j 0.0194148-0.00743058j -0.00325574+0.00601333j 0.00933324-0.0037965j 0.0117432-0.0250454j -0.02364-0.0153868j -0.00427423+0.000364163j -0.0202357+0.0180786j -0.0161148-0.0132027j -0.00478604-0.00600347j -0.0132666-0.00905386j 0.0155664-0.00427596j -0.0197932+0.00162467j -0.00231833-0.00538449j -0.0313064+0.0441461j -0.00303496-0.00192681j -0.0257084-0.0317516j 0.00859429+0.0269446j 0.00145248+0.0179424j 0.00479193-0.0188624j -0.0160051+0.0102565j -0.0278338+0.0165115j -0.000472921+0.0291889j -0.0158673+0.0348578j 0.0249177-0.0071383j -0.03062-0.0159435j -0.013244+0.0222652j 0.0149525-0.0208304j -0.0159281-0.00397914j -0.00784459+0.0205009j 0.0331366+0.0338808j 
0.0530847+0.0465891j 0.0517657+0.0087146j 0.0204078+0.0154471j 0.0583106+0.0448922j -0.0523354-0.0180829j -0.033924+0.0902842j 0.0478102-0.0702125j -0.0627135-0.0446555j -0.00113416-0.0478273j -0.0911197-0.0222808j 0.0100219-0.0162328j -0.0152222-0.0891765j -0.0813518+0.0150767j -0.0311146+0.0314069j 0.0214548+0.0242842j 0.0321254-0.0336622j 0.00523063+0.102854j -0.00755106+0.0101855j 0.0860843-0.00232315j -0.0895723-0.0454026j -0.0791568-0.045912j 0.000624379+0.0623796j 0.0367805-0.0965395j -0.0169324-0.0146501j 0.00665126-0.0267666j -0.00623279-0.0637884j 0.00418238-0.0269201j 0.0102348+0.0227299j 0.0279684+0.0182086j -0.0111285+0.0198147j 0.00242844-0.00697169j 0.00548728+0.0104403j -0.014011+0.00610299j -0.00373988+0.0079582j -0.00518663+0.0128337j 0.00678272+0.0179002j -0.00484906-0.00497832j 0.00784833-0.0127634j -0.0228563+0.0083539j 0.00639809-0.0237509j -0.0224957+0.024165j -0.0350388-0.0358088j -0.0160033-0.0134642j 0.00356175+0.00340228j 0.0161754-0.016025j 0.00334921-0.00887198j -0.0176032+0.00516232j 0.00938666-0.0280825j 0.00589732+0.0203464j -0.024162+0.0231623j 0.00582335+0.00969986j -0.0130761+0.0102413j 0.0183637-0.0225054j -0.000569362-0.0197637j 0.0490104+0.0158699j -0.0183894+0.0558197j 0.0213062-0.00949821j -0.0109743+0.00281306j 0.0215297+0.0136975j 0.00673166-0.00755595j 0.0177136+0.00461537j -0.00535779-0.0117383j -0.0179495-0.0248059j 0.0142056+0.0314463j -0.0370468+0.0623981j 0.0173933-0.00729741j -0.0173924-0.032945j 0.0157223+0.0110468j -0.0121863-0.0116675j 0.0196669+0.0161779j -0.0349109+0.0160072j 0.015487-0.00905796j 
0.0408622-0.0267159j 0.0712511+0.0406645j 0.0351732-0.00706519j -0.0556462-0.0527625j -0.0362731+0.0715105j -0.0635909+0.0323265j -0.0460146-0.0423468j 0.050778-0.0219077j 0.0453604+0.0174356j -0.106224-0.0283798j 0.0109784+0.00678633j -0.00660664-0.0545269j -0.0378476-0.0497046j -0.0323694+0.0397857j 0.0375495-0.0556023j 0.000939325-0.0364049j 0.0494548+0.000768105j 0.0202997+0.0121434j -0.0412017-0.0191614j -0.0669929+0.000920703j 0.0310192+0.0251557j 0.0274743-0.0266701j 0.0127585-0.0206838j 0.0509855+0.0251695j -0.00221151+0.00452599j -0.0137455+0.00990527j 0.049389+0.0168446j -0.044301+9.05465e-05j 0.0191504-0.0150753j -0.0147151-0.0204175j -0.0241626-0.015661j -0.026165+0.0145528j -0.0467727+0.0141848j -0.00631386+0.0337137j -0.00319792+0.00144735j -0.0180204+0.0327431j 0.0323551+0.0351854j 0.0173986+0.00841825j 0.0111856+0.033588j -0.00527859-0.0261263j -0.00566216+0.022558j -0.0126354+0.00774149j -0.0421032-0.00120124j 0.00503527+0.0365512j -0.0103548+0.0146005j -0.0264839+0.00513037j -0.00876316+0.00914675j 6.74929e-05-0.0272219j -0.0164598+0.0375867j -0.0164864+0.00552716j -0.0162528-0.00147395j 0.0202977+0.00360647j -0.0244682-0.0378067j 0.0103263-0.000330328j 0.0188434-0.0133232j 0.0169118-0.016044j -0.00316611-0.0111471j 0.00779456+0.00355003j 0.0298209+0.0258545j 0.0231596+0.0170257j 0.0313167+0.00836201j -0.00554174+0.0338871j -0.0320977-0.00530765j 0.0534815+0.0363184j 0.00123556+0.0558595j -0.0224662+0.0176073j -0.0494367-0.0154638j 0.0436945-0.00907438j -0.0337305+0.00207682j -0.0167461-0.0325325j -0.0324954+0.0115017j 0.0587632-0.000652508j 
-0.0448968-0.0459837j 0.0179549-0.102249j 0.0491998+0.087065j -0.0224749+0.0500523j 0.00789178-0.152907j -0.00138359+0.0640913j 0.105588+0.000828263j 0.0368399+0.0111164j -0.108087-0.00742835j -0.0311099+0.0642115j -0.0145752+0.00730529j -0.0467786-0.0113341j 0.0135807-0.0142582j 0.017656-0.0599865j 0.0183568-0.0420136j -0.0198545+0.0388539j 0.0429227+0.00694871j -0.00950683-0.0102857j 0.0166365-0.0612375j -0.0561685+0.0237672j -0.0474945+0.00500852j 0.00997751-0.0437629j 0.0318154-0.02362j -0.0321742+0.0314507j -0.0126753+0.0184999j -0.0233467+0.036607j -0.0243983-0.0673769j 0.0218305+0.00721937j 0.00202121-0.00859643j -0.00525072+0.00696432j 0.00494117-0.00759771j 0.0113617-0.0168844j -0.0387294+0.0167203j 0.0192419-0.0237062j 0.0032075-0.0286839j 0.0294962-0.0124645j 0.0210673+0.0251884j -0.00417741+0.0121201j 0.0257383+0.0238244j -0.030496-0.0119471j -0.0183258-0.00747477j 0.0294453+0.0017154j -0.0210198+0.0236218j 0.0500906-0.00745042j 0.00770379-0.00367199j -0.0256137-0.0225826j 0.00805727-0.00712388j -0.034372-0.00195922j -0.0214592-0.013829j -0.0295223-0.0279005j -0.0297728-0.0193658j 0.00749319-0.00661221j 0.0316381+0.0299145j -0.0186332-0.0124716j 0.0213251-0.0270049j 0.0161937-0.00671275j -0.0112704-0.00557316j -0.0124284-0.0484308j 0.0168922+0.0346656j -0.012282+0.0114916j 0.0128791+0.0147567j -0.0140942+0.00900986j 0.00805304+0.0544308j 0.00821522+0.0144235j 0.0150622-0.0177999j -0.0312567-0.035464j -0.00755814+0.00550967j -0.0141423-0.0250458j -0.000770779+0.073675j 0.01958-0.0191455j 0.00921756-0.017644j 0.0294277-0.0438794j 
-0.0133753-0.118744j -0.0213235-0.011698j -0.0710831-0.0114904j -0.0378205-0.0173967j 0.0101026-0.112411j -0.0997671+0.0303429j 0.0562518+0.0810241j 0.101184-0.0388127j -0.00786576+0.00972562j -0.0120767-0.0118163j -0.0493766-0.00700546j -0.0316013+0.0476799j -0.0114993-0.0832588j -0.000313557-0.00308274j 0.0391455+0.0283163j -0.0395153+0.00210944j -0.0109594+0.00287938j 0.00697755+0.031826j 0.0148562+0.00140322j 0.0139153-0.0128032j -0.0485583+0.048234j 0.00496694-0.0109202j 0.00822849+0.0146968j -0.0380429-0.0392336j 0.0210806-0.00454079j -0.0152645-0.0133437j -0.00930276-0.0297617j 0.0436388+0.0448921j -0.00791081+0.00762384j -0.0439862-0.00222442j 0.049032-0.000466706j 0.0222302+0.0299064j 0.0066539+0.0080424j -0.00877682+0.020049j -0.0163332+0.00476636j 0.0312046+0.0026342j 0.0183786-0.0137123j -0.00889876-0.00662333j 0.0108746+0.0178004j -0.00219374-0.0518339j -0.00373813-0.00762429j -0.0101659-0.00295415j -0.0214098+0.0116613j -0.000613762+0.0253539j -0.00843516+0.0144463j -0.00294483+0.0139907j 0.0254185+0.00377389j -0.0236105-0.0108191j 0.0208946+0.00618408j -0.00894168+0.0408833j -0.000139458-0.00680033j 0.0263614+0.0259129j -0.0196445+0.0236102j -0.0123073-0.0179056j 0.0193327-0.0327128j 0.021056+0.00278422j -0.00563794-0.0140842j 0.0333983-0.0300892j 0.0428437-0.00883451j 0.00289301-0.00465536j -0.00202314+0.0378346j 0.0700913-0.010287j -0.00607509-0.00364146j 0.0107615+0.0622039j -0.00519109+0.0359131j 0.0199069+0.0190728j 0.0106381+0.0128882j 0.0238755+0.00317814j -0.0377237+0.0130145j 0.0502079+0.0181348j -0.0214618+0.0135154j -0.0359002-0.0692734j 
0.0200651+0.0786527j 0.025291+0.0091009j 0.0274812-0.00650374j 0.0794419+0.0805511j -0.0608972+0.0260823j 0.0212546-0.0108946j 0.00873737-0.0681437j -0.00759909+0.0243415j 0.0214277+0.0354526j -0.0129684+0.0342774j 0.00337557-0.0126599j -0.0372833-0.141069j 0.00727729+0.0376536j -0.0302345-0.00685237j -0.0287713+0.0317033j 0.0828389+0.0287933j -0.00243476+0.0222056j 0.015695-0.0010824j -0.0178618+0.0128614j -0.0359351-0.0195993j -0.0222869-0.0297395j 0.0398888+0.0361244j 0.0388742-0.0140885j 0.00306965+0.0089386j -0.0299905-0.0169255j -0.0127538+0.0145509j -0.000278065+0.0107566j -0.00600907-0.00981876j -0.0156525-0.00105052j -0.0142608-0.00905905j -0.0275864-0.0015486j 0.0176018-0.00709006j 0.00438447+0.0137797j 0.0155456+0.00619687j 0.00687715-0.0030351j -0.00880616-0.0128046j -0.0212325+0.00587491j -0.00653334+0.0174069j -0.00786986-0.00923991j -0.00822339+0.0160549j -0.0132007+0.00893459j -0.016849-0.0299855j 0.00277046-0.00684045j 0.00343815-0.0210862j 0.00574414-0.0124145j 0.00199303-0.0113401j -0.0207403+0.00425859j 0.0172411-0.0166395j -0.000321589+0.0162307j 0.00797552-0.00760416j -0.0107317-0.0111246j -0.00539246+0.00565328j -0.00472133-0.0110225j 0.0172755-0.00272297j -0.00107848+0.0324123j 0.00317921+0.0110163j 0.0106853+0.0239121j -0.00251742+0.043612j -0.0295948-0.0185583j 0.0216664+0.00376846j 0.00713564-0.00260992j -0.0381993+0.00667553j 0.00558044-0.0135674j -0.0125668-0.0344042j -8.76787e-05-0.00717196j -0.0286461-0.0111036j -0.00480306-0.0034382j 0.00571229+0.00340991j 0.00563914-0.00845595j -0.00133848+0.0266118j 0.0121827+0.00052743j -0.00560923+0.00662447j 
-0.0304125+0.0426853j 0.0585191+0.0543357j 0.0148611-0.0171403j -0.019607-0.0189761j 0.0222674+0.0507446j 0.0152495+0.0167439j -0.0501313+0.0189962j 0.0141347-0.0339603j -0.0313292-0.0190177j -0.0475322-0.0990711j 0.0432977-0.0399057j 0.00624117-0.0248329j 0.0450859+0.0737538j -0.00273914+0.0161829j -0.0267786+0.0458042j 0.0192491-0.0284636j -0.0525572-0.00875926j 0.0256511+0.00655593j -0.0297046-0.0303554j -0.00900971+0.043222j 0.0477737+0.00750128j -0.0190534-0.0248868j -0.0324107-0.00696348j 0.00188911-0.0112388j -0.023376+0.0304837j 0.0088757+0.0132435j -0.0128735+0.0105604j 0.0170067-0.0328913j 0.0100943+0.0253481j -0.00487113+0.0214783j 0.0054538-0.00846293j -0.0165441-0.018918j -0.0228979+0.0182753j -0.00536785-0.0152262j -0.0124415+0.0203072j -0.00793378-0.00346829j 0.0147701-0.0104922j 0.00343045-0.00254493j 0.0133743-0.0283464j -0.0178694+0.00262391j -0.000551667+0.0155877j -0.00859322-0.0161757j -0.023997+0.00801162j 0.023375-0.00623871j -0.0101355+0.0158559j 0.010467-0.0095932j -0.0291055-0.0363376j -0.0104235-0.0257388j -0.00024474-0.0119599j 0.0212749+0.01004j -0.000563377+0.0104346j 0.0187733+0.0021471j -0.0427675+0.00730881j 0.0200625-0.0228216j -0.0249598-0.00687105j 0.00153476-0.0215503j -0.0155479+0.000310945j 0.0200911-0.00274404j 0.00898172-0.0167481j 0.0237022+0.0178999j 0.0120436-0.0125959j -0.0214521+0.00793541j -0.0108819+0.01693j -0.00897066-0.0241506j 0.0246055+0.0282066j 0.0069425-0.0103673j 0.00518884-0.00770839j 0.00872457-0.0361608j -0.0143752+0.0130967j 0.00583071-0.00337167j -0.0265-0.0149725j 0.0284806+0.001615j 
-0.0806768-0.0736751j -0.0234252+0.105991j -0.0868451-0.253722j -0.0924563+0.00672334j -0.124841+0.00176978j 0.0055457+0.0226562j 0.0311853-0.0152116j 0.00150707-0.0667564j -0.0197143+0.0329477j 0.026918-0.0220603j 0.0471602-0.0243311j -0.0183665+0.114927j 0.0874764+0.0583626j 0.00131583+0.011225j 0.00610152+0.0642447j -0.00121564-0.0291146j 0.0547751+0.0784278j -0.0189692+0.0100709j -0.0322071-0.0559391j 0.0147218+0.0297206j -0.0113038-0.00114146j -0.000116428+0.0142264j -0.0322631-0.0170574j -0.0185114+0.0406647j 0.00268291+0.0250508j -0.0296278-0.0305304j -0.0338486+0.0175245j 0.0250845-0.0261969j 0.010948+0.0008563j 0.0120901-0.0121569j 0.0256499+0.0318877j -0.0204012-0.0226064j -0.00414184+0.0161821j 0.0117785+0.0333j 0.00268079-0.00940838j -0.0119205+0.0414609j -0.0317906-0.0235577j 0.00353334+0.000453241j -0.0226677-0.00736042j 0.0466258+0.021079j -0.00345567+0.0101881j -0.00286478-0.0275853j -0.0211518+0.00813441j -0.0143018+0.00562482j 0.0134164+0.0147701j -0.0195382-0.0154198j -0.00668432-0.00609422j -0.0145961-0.00778202j 0.0135012+0.0276959j 0.0068988-0.0206996j -0.00346868-0.0037209j -0.00258589-0.000201851j -0.00270954-0.0339118j 0.0320757-0.00753155j -0.00703421-0.00767155j -0.0131306+0.0256891j -0.00258133-0.00738285j -0.0193705+0.0512221j 0.0213677+0.00937757j -0.00924394-0.0242848j -0.0142728+0.0318031j -0.0237498-0.0086912j -0.0196727-0.0156837j 0.033036-0.0026839j 0.0121799+0.0439882j -0.00534907+0.0176288j -0.0180625+0.00682484j 0.0273329+0.0266672j -0.0377208-0.0181634j 0.0362165+0.0419821j 0.027218+0.0159725j -0.0163912-0.023586j 
0.0529491-0.0291555j -0.135842-0.0220202j 0.0190865+0.00353882j -0.00934618-0.186854j 0.0728772+0.00200139j 0.125566+0.0189466j -0.0573853-0.0404014j -0.0158769+0.0132863j -0.013514+0.0417201j 0.0331269-0.0123147j -0.0554531-0.000174969j 0.0716854+0.00237553j -0.00481583-0.00799136j -0.0447592-0.0168328j 0.0371189-0.0409907j -0.04306+0.0098564j 0.0243891+0.0670665j -0.00714158+0.00591934j 0.0717267-0.0251363j -0.0525372-0.00528522j 0.015177+0.0388934j -0.0482595+0.0298689j 0.0155976-0.030136j -0.0203452+0.0431818j 0.0206254-0.0147893j -0.0234411-0.00860019j -0.0178533+0.00570439j 0.0120507-0.0194204j 0.0263907-0.0025j 0.0165028+0.0158042j -0.028444-0.0280409j 0.0278842-0.0298175j 0.0017738-0.0142934j -0.00741068+0.00209239j 0.0381438+0.0051008j 0.00968657+0.0156368j 0.00194212-0.00877475j 0.00538617-0.00851338j 0.0248728+0.012885j -0.00948293-0.00121254j 0.00115139-0.00659198j -0.0188642+0.0196432j -0.00494156+0.00526841j 0.0451021+0.0367353j 0.0187914+0.0192331j -0.0149194-0.00707888j 0.0383377+1.94474e-05j -0.0261388-0.000658361j -0.00705788+0.0106384j 0.0220974+0.0341615j -0.0057473-0.00428461j 0.000103284-0.000751131j 0.00909533+0.0228045j -0.000674424+0.0138349j -0.0275232+0.00570117j -0.0147019+0.00468037j -0.00505745-0.0100335j 0.00300283-0.025253j -0.000207411-0.0104744j -0.0275789-0.0042034j 0.00537998+0.0207245j 0.0146327-0.0397093j -0.0101179+0.0156967j -0.0471097-0.00372794j 0.00929205-0.022874j 0.0439955-0.00211057j 0.00771744-0.0122836j -0.00642479-0.00464166j -0.0128044-0.0217205j 0.0386129-0.0068093j -0.061841+0.00442835j -0.066913+0.00392292j 
-0.135308+0.0720996j -0.013468+0.0697343j 0.0805729-0.124762j 0.0210493-0.043943j 0.0858073+0.0332654j 0.0166524+0.0559537j 0.0505391-0.0101232j -0.00853052+0.00537271j -0.0444128-0.0400978j -0.00468284+0.0278143j -0.0396203-0.0425786j 0.00387333-0.0456371j 0.0055999-0.0138129j 0.001715-0.0136598j 0.00607545+0.00283234j -0.0144755-0.0854576j -0.0545019+0.0421762j 0.00156127-0.0249368j 0.0205873+0.013946j 0.0163622-0.0879972j -0.0310828-0.0160366j -0.0216215-0.0218085j 0.0556594-0.0207753j -0.0277852-0.0336062j 0.00466808+0.0268907j 0.0300105-0.0397412j 0.0296674-0.0182226j -0.000162388+0.00442528j 0.0273068+0.0157804j -0.0080716+0.0256633j 0.0395223-0.00868048j 0.0300721-0.00382802j 0.0190058-0.00777505j 0.0127249+0.00678419j -0.0296525+0.0541328j 0.00810139+0.00525605j 0.0269821+0.0030875j 0.0166142-0.00149348j 0.00576523+0.0156614j -0.00073585+0.000248802j 0.0120188+0.00115918j -0.00409203+0.0208838j -0.0494012-0.0077022j 0.0119165+0.00775181j 0.00864835+0.00266923j 0.0012123+0.00520278j 0.0210027+0.0284201j -0.0139276-0.0413476j -0.00543421-0.0189108j -0.0163417+0.0235647j -0.0282621+0.0172093j 0.0132113+0.00544624j -0.0105544-0.0219445j 0.0136697-0.0716334j 0.00855435-0.0395216j -0.0103848+0.0170599j -0.00659962-0.0177717j -0.0025937+0.00905668j 0.0449864+0.0211218j 0.012265-0.0261478j 0.0292333+0.00344688j 0.00364297+0.00761425j 0.0455354-0.0106055j 0.0118118-0.0180442j 0.0177753+0.0523709j -0.000646782+0.00427931j 0.0344165-0.0279224j -0.000172289-0.0336669j 0.0147909-0.0191225j -0.0225561+0.0406815j 0.0401988-0.0256195j -0.0116108+0.0248585j 
0.0156836-0.0211063j -0.0084573-0.119603j 0.0523486-0.125175j -0.21631-0.0783485j 0.0320429+0.0135293j -0.0165863+0.00748075j 0.00393877+0.0118898j 0.00339893-0.0328014j 0.0634835+0.0305777j -0.0178315-0.0285256j 0.00292088-0.00618779j 0.0619264+0.078744j 0.031379-0.0343182j -0.0119134-0.0187956j 0.00723945-0.0206508j 0.0178689+0.0036816j 0.0411312-0.0357324j 0.015698+0.021718j 0.0146137+0.0178056j 0.0336905-0.0506639j 0.0484888+0.0218159j 0.0212175-0.0321784j -0.0146892+0.0448368j 0.0343857+0.0184504j 0.0139935+0.00143598j 0.0233715+0.0260236j 0.0100153+0.00321943j 0.00502932-0.0131575j -0.0135834+0.0336499j -0.0088274-0.00364658j 0.0302185-0.000158248j -0.0241369+6.98165e-05j 0.0190006-0.0079844j 0.0125248-0.00977859j -0.0248145-0.0100012j 0.00120443-0.00985243j -0.00323112+0.00240022j 0.0353769+0.0173457j -0.00487763+0.0172515j 0.00582085-0.0106975j 0.00441437+0.00652982j -0.0174164+0.00143554j 0.000463048-0.00961742j -0.017224-0.00457712j -0.0257138-0.018272j -0.000901512+0.00877976j 0.00675415+0.0103729j 0.0143954+0.016696j 0.0161371+0.0132696j 0.00658211+0.00529324j -0.00720152-0.0183115j -0.00527267+0.00547447j 0.00536563-0.0328774j 0.00272892+0.0171055j 0.0262631+0.0027895j 0.00412201-0.0237366j 0.00777922+0.00136497j -0.0109732-0.000790186j -0.00936846+0.00799546j 0.00476719-0.0136934j 0.0114355+0.0105239j 0.0119095+0.00317181j 0.00407328-0.0164373j 0.0442233+0.00696432j -0.000956916+0.0106231j -0.028244+0.0368805j 0.00360375-0.00300197j 0.0566578-0.0391968j -0.0397946+0.0113124j 0.0220278+0.0247232j -0.018236-0.0166748j -0.0449203-0.0280645j 
