-0.0320972-0.0478419j -0.0270102-0.0359054j 0.00783582-0.0644527j 0.00604155-0.0335489j 0.00757031-0.0258509j 0.00497294-0.0305245j 0.00194998-0.0308259j 0.0514576-0.0442731j 0.000635706-0.00734912j 0.00941792-0.00391797j -0.0104772+0.026474j 0.00255165+0.00314139j 0.0284579-0.00841632j 0.0311483-0.00697568j 0.012569-0.000514424j -0.00102125-0.0027558j -0.0199192+0.00915738j 0.0159007+0.00921725j -0.0107294+0.00519561j 0.0145352-0.00850776j 0.000602117+0.00349869j 0.00730853-0.0105362j 0.0271991+0.0109659j -0.00699954+0.000375436j 0.00961228-0.00146879j 0.0299998+0.00931717j -0.00634066+0.000174882j 0.01174-0.013317j -0.0312029-0.0116462j -0.0133539-0.00171724j 0.0259741+0.0124292j -0.0201736-0.0065271j 0.0160556+0.0132652j -0.00839584-0.0274614j 0.0108337-0.0107942j 0.0033542-0.00638717j 0.0329013+0.0272169j -0.0290244-0.0120424j 0.0216979+0.0189074j -0.00782698+0.00725097j 0.0272369+0.0030218j -0.0297207-0.00925917j -0.0143266+0.0212828j 0.00465314+0.0147777j -0.0330296+0.0210711j -0.0268462-0.112865j 0.0728896-0.036405j -0.074128-0.0190943j -0.0186316-0.0481492j 0.00976811+0.0475752j 0.0536951-0.0135989j 0.0169465+0.022286j 0.0319842-0.0646413j 0.0530403+0.0112597j -0.0394354+0.00745296j -0.117607-0.0951787j 
-0.00477509-0.0267614j 0.0419158-0.0228599j -0.019502+0.0217942j 0.0433163+0.000739054j -0.0587141-0.051767j -0.0130981+0.063906j -0.00388346-0.0102443j -0.01121-0.0194253j -0.015112-0.00034188j 0.00712158+0.0367526j 0.043583-0.0288419j -0.019382+0.018933j -0.00565184-0.0274116j -0.0301185-0.0243093j -0.00617279-0.031742j 0.0272894-0.0512127j 0.00636102+0.0152362j -0.0291575+0.0155883j -0.0512934-0.0533348j -0.0275848+0.0577913j -0.0481883+0.0308755j -0.00447763+0.00488969j 0.00169067+0.048843j -0.0421658+0.00050395j -0.0248774-0.0934339j 0.0772799+0.0304212j -0.0251653+0.0469957j 0.040406+0.0415153j 0.114341-0.0497852j -0.0153493-0.115587j 0.0178955-0.00251989j -0.0273058+0.0592043j 0.0350492-0.00796927j 0.0215673+0.0448855j 0.0949172+0.0159599j -0.0303457+0.0542256j 0.00290725+0.0222572j -0.183922+0.0128681j 0.0359653-0.125919j -0.092429-0.0294363j -0.0843108+0.0194372j -0.0436392-0.00900077j -0.000908513+0.143727j -0.133965+0.180961j 0.0150369-0.0889131j 0.106743+0.0772885j 0.00265923+0.080315j 0.0084787+0.0778297j 0.0339256+0.05822j 0.00720073-0.067781j -0.0902531+0.0578719j 0.0497691-0.0975656j -0.109848+0.0788866j 0.0127944+0.112954j 0.00505944-0.0397152j 0.0241602+0.00338704j 
0.00471909+0.0347055j 0.0124936+0.00824079j 0.0274068+0.0031966j -0.02958+0.0086767j 0.0159718-0.00210673j 0.0223126-0.0111533j -0.00455586+0.0176193j -0.0290874-0.00495003j 0.00252152-0.0519624j -0.00108237-0.00795224j -0.00700639-0.0432924j 0.049563+0.00795205j 0.00760327+0.0405659j 0.00149812+0.00142974j 0.062031+0.0325851j 0.0473942+0.0656633j -0.0652259+0.0392975j 0.0182449+0.00240515j -0.0795391-0.000418675j -0.0361703-0.0310868j 0.0676371-0.027463j -0.0292422-0.0310255j 0.00415787-0.0533172j -0.000648257-0.0174964j 0.0371248-0.0348984j 0.063634-0.0357259j 0.06681-0.13207j -0.0101858-0.0315562j -0.0651258-0.0249761j 0.0228633-0.107122j -0.119993+0.0482922j -0.0987012+0.0317825j -0.0785878+0.0603151j -0.00126322-0.10339j -0.0747951+0.0101425j -0.0614103+0.0612151j 0.129265+0.0457795j 0.0599401+0.0671298j 0.026059+0.029629j 0.0186298-0.0793455j -0.0241218+0.0539381j -0.00690499+0.0086879j -0.0786026+0.0447669j 0.00531541+0.0486669j 0.0499908-0.0725557j -0.0182702-0.107215j 0.0147083-0.0106053j 0.0141811-0.0774791j -0.0540696+0.0127215j -0.0728173+0.0112126j 0.0621642+0.00426562j -0.00121451+0.0602305j 0.0337767-0.0308526j 0.0280618-0.051082j -0.0411627+0.0069835j 0.0190084-0.0480949j 
0.0073449+0.0126573j -0.00214982-0.0169352j -0.020193+0.0336306j 0.0182073+0.0236421j -0.0412456-0.0681258j 0.0179078+0.0281431j 0.000512461+0.0474724j -0.0160509-0.0463209j -0.00767756-0.0073794j -0.000568689-0.0295543j 0.0495555+0.00085933j 0.0067238+0.0377028j 0.0374881-0.00230032j -0.00795992-0.0410516j -0.01294-0.0954282j 0.0257119+0.017696j -0.0194663+0.0224303j -0.0319703+0.0419562j -0.0564173-0.0349231j -0.100174-0.0209969j -0.00965314+0.0819582j -0.0564192+0.0286021j 0.0419417+0.0291078j -0.0170357+0.0417481j -0.022731+0.0395075j -0.0240304-0.0112071j -0.0410865+0.050378j 0.0328931+0.0772289j -0.131681+0.0498751j 0.0221424+0.125174j -0.0761417+0.112906j 0.0475054-0.195596j -0.0544806+0.126284j -0.113854-0.0146249j -0.0143433-0.0224647j 0.105249+0.0209983j 0.0394834+0.0252559j -0.017988+0.0291033j -0.0706237+0.042674j -0.0642019+0.0459524j -0.0285113+0.00598545j 0.0467217+0.118217j -0.100474+0.0209393j -0.0369137-0.0435314j -0.0689918+0.106608j -0.0308702-0.0178005j 0.0260359-0.0966937j -0.125875+0.0206966j -0.0117245+0.0559077j -0.00202956+0.00460625j -0.0199757+0.0025503j 0.0147628-0.0129098j -0.0643303+0.0825303j 0.070045+0.0356071j -0.0497977+0.0255666j -0.00340618-0.00691915j 
-0.0302948-0.0155864j 0.00902109+0.020211j -0.010077-0.0370314j -0.0360865+0.0154026j 0.0177309+0.0118272j 0.0375605+0.000929198j 0.0178502-0.0183048j 0.0146637-0.0127272j -0.000839644+0.0164364j 0.00990625+0.0359209j -0.056233+0.0330517j -0.00761011-0.0160894j 0.0133768-0.00778258j -0.016691+0.0194677j 0.0222813-0.0161936j 0.0238491+0.0215153j -0.00313618+0.00622821j -0.0237924-0.0211227j 0.0251115-0.0661903j 0.0835575+0.0627819j -0.00333256+0.0504106j -0.0229563-0.0187753j -0.0518521-0.0582108j -0.0536547-0.050104j -0.00380131-0.0137864j -0.0106631+0.0179854j 0.0380591-0.0670082j 0.0155253-0.0490009j 0.0993506-0.0306362j 0.0719873+0.103966j 0.074768+0.0350381j -0.0537876-0.13338j -0.000250039-0.215728j -0.0921449+0.154945j 0.125865+0.0399547j 0.0250701-0.0700444j 0.0848786+0.0287081j 0.028566+0.00191195j 0.167182+0.109019j 0.0154627+0.159371j 0.00510158-0.0489964j -0.0393799-0.1218j 0.107052-0.0328612j -0.0472469-0.1842j 0.0523388+0.0594112j 0.0964645-0.091482j -0.0397451+0.0113736j 0.0397239-0.0787026j 0.0401058-0.0835135j -0.00875708-0.0452339j -0.0550209+0.0984629j -0.0102097+0.0379176j -0.003723-0.0266304j -0.0268987+0.0149543j 0.0146373-0.0270308j -0.00545908+0.0109307j 
0.0281311+0.0402273j -0.0249574-0.0295552j 0.0444313-0.0467262j 0.0343603+0.0179946j -0.00792617+0.00864292j -0.0104902+0.00171449j 0.0222103-0.0220648j -0.0643609+0.0568252j 0.00502273+0.0740044j 0.0546813+0.0494982j -0.0247844-0.0252112j 0.00977631-0.0334841j -0.0266166+0.0707857j 0.00336122+0.00927177j -0.0530818-0.0170615j 0.0953062-0.0170961j 0.0620789-0.052995j 0.00767306-0.00734543j -0.0296656-0.000787789j -0.0425332+0.0534363j 0.0200128+0.0342074j 0.0202779-0.0481886j 0.0995088-0.0246352j -0.00294293-0.0705184j -0.0500617-0.110326j 0.0343175-0.0542011j -0.116528+0.0444087j -0.0812812-0.0250003j -0.164955+0.0270237j -0.0553728+0.109522j -0.0649762+0.0682511j -0.0688848-0.019468j 0.0407213+0.138863j -0.114209+0.026728j 0.0173602-0.0480521j 0.0848611-0.0942908j -0.0199189+0.0297782j 0.0357248-0.00470635j -0.132085+0.0975495j 0.0362101-0.0561626j 0.0147524-0.0454725j -0.065494+0.0601102j -0.135327-0.169356j 0.113099-0.0301268j -0.0386089-0.00936749j 0.0142706+0.00874924j 0.0307018-0.0584449j 0.0579814+0.0488176j -0.0668506+0.128264j -0.0790796-0.0335337j -0.0257762-0.0802017j 0.0330721+0.134498j -0.00634819-0.0328854j -0.0690856+0.0114711j -0.0742284+0.0489674j -0.00395152+0.0132693j 
-0.0196184-0.0140772j -0.00199569+0.01162j -0.0119312+0.0436279j -0.0293759-0.0195855j 0.0115866-0.0211008j 0.00642119+0.0623301j 0.0397309+0.00627789j -0.00931349+0.0114695j -0.00526801-0.0569451j -0.0441913+0.0101095j 0.033053-0.0217844j -0.04771+0.0334472j -0.029222-0.01565j 0.100349+0.0837494j 0.0260456-0.0234351j -0.0510453+0.0352216j 0.0281423-0.0118383j 0.0691711+0.0171936j 0.0659721-0.0725712j -0.0402474+0.0155225j -0.143212-0.0375776j -0.0108663-0.0389428j 0.0264818-0.0274242j 0.0013897+0.0581872j 0.0732992+0.027491j -0.0665371-0.0597961j -0.010758-0.173036j 0.110458+0.0353873j 0.0529307-0.0394848j -0.166446-0.125863j -0.0791985+0.110534j -0.00601956-0.0785375j -0.0274901+0.0385265j 0.0420699+0.0430773j 0.0113333+0.0840139j 0.0801581+0.0018857j 0.0243869-0.0537821j 0.117606+0.0198568j 0.0383696-0.161194j 0.0240456+0.0200642j 0.0144013-0.0102856j 0.0957995+0.0742677j 0.0471293+0.0548652j 0.0172143-0.0448981j -0.0228204+0.0549947j 0.0783767+0.0290282j -0.0722347-0.0243737j 0.00506695+0.0402641j 0.00300035+0.0574168j -0.0412606-0.0447484j -0.0746481+0.0610631j -0.0500146-0.0292056j 0.00503084+0.0238354j 0.0485997-0.0142786j 0.0242985-0.0111115j 0.0358302+0.0109975j 
0.0195109+0.00803323j -0.00490905+0.0481869j 0.0239872+0.00743173j -0.00375842+0.0359896j -0.006176+0.0412283j 0.0412205-0.0287773j -0.0318787+0.0119153j -0.0517379+0.022057j 0.0644463+0.0814645j 0.0289072+0.0708501j -0.0805931-0.0264958j 0.00185905+0.00240729j -0.0119537+0.0363809j -0.00587461+0.0473209j 0.02689+0.0304025j -0.048707+0.00400678j -0.0769749-0.0812605j 0.0477069-0.0731819j -0.0438534+0.0325157j -0.0537994+0.109322j -0.0346668+0.00761026j 0.00472016-0.0569068j -0.060295+0.000143496j 0.111006+0.0904548j 0.0211167+0.0522468j 0.0629037+0.0179569j -0.0618838-0.0088304j -0.0271687-0.0718885j -0.00875739-0.0144346j -0.0606905+0.0544989j -0.0483541+0.0257456j -0.0638024-0.037136j 0.0413973-0.0415833j 0.0829302-0.0308727j 0.111228-0.0700885j -0.112777-0.0116638j 0.201394-0.00186506j -0.0182159+0.0870986j -0.00722493-0.146763j 0.0331534-0.0706646j -0.0353157+0.19877j 0.00747749-0.0895085j 0.0630274+0.046812j 0.0105822+0.00644291j 0.092786-0.0686462j -0.0973057+0.0032284j -0.0561089-0.0493204j 0.110667+0.015754j -0.047428-0.00562274j 0.0102764+0.0210216j -0.0192792-0.0254024j 0.0325918+0.0780982j -0.000850785-0.00395988j -0.0594721+0.0150656j 0.00053366+0.0169433j 0.0383211+0.00487668j 
0.0723985+0.00733185j 0.0345038-0.038495j -0.0122591+0.015685j 0.035157+0.0510048j -0.0315218-0.0644499j 0.0275315-0.015286j -0.014834+0.00502472j 0.00846122-0.0298448j -0.0127507-0.0905962j -0.00847933-0.044886j -0.00329371-0.0080771j -0.00184298+0.045687j -0.0219582-0.0232122j -0.0616869-0.0452788j 0.0783487+0.0489118j -0.0493587+0.0526635j -0.0109825+0.0160609j -0.0155849-0.0940557j -0.0185492-0.0683243j -0.0616198+0.0688187j 0.00748928+0.0838766j -0.0751377+0.0735937j 0.00884379-0.140404j -0.000373102+0.0345339j -0.0985992+0.0240469j 0.0659922+0.00312656j -0.103852+0.00986629j -0.054424-0.00806669j -0.123215-0.0115879j -0.0726109+0.0399229j -0.0268526+0.0228826j 0.0311637-0.0791697j 0.0588385-0.00534682j 0.0571919+0.018631j 0.0198308-0.132108j -0.0840943-0.0315068j 0.1172-0.0544755j -0.060168-0.00312725j 0.0560473-0.100179j -0.0410421-0.0371315j -0.0142779+0.108675j 0.0425739-0.0760608j 0.0134288+0.166899j -0.0765914-0.0345139j 0.0276794+0.00416226j -0.0513677-0.0141005j 0.022314-0.00149747j -0.00105921-0.078133j 0.000392608-0.00371501j 0.00983541-0.0296614j 0.0239947+0.015162j 0.020962-0.0393268j -0.0642318+0.0819351j 0.0362339-0.0431477j -0.0736205-0.0332412j 0.0331353-0.0404574j 
-0.00999291-0.00400036j -0.00571291-0.0180912j -0.0280663-0.0452912j -0.00248139+0.0335921j -0.0221804-0.047523j 0.0101892-0.00791688j 0.00798537+0.0094921j 0.00866188-0.0153785j -0.0279566-0.0514609j 0.0197895-0.0251212j 0.0155532+0.0588313j -0.0157739-0.0340138j 0.00607421-0.0217737j -0.0238155+0.0337584j 0.0150991-0.00992784j 0.0575429+0.0153194j -0.0261412-0.00458743j -0.0396033+0.0363883j -0.100632-0.00593707j 0.0917655-0.0242049j 0.00369932-0.095264j -0.115617+0.0952925j -0.105847-0.0179281j -0.00666534+0.0404805j 0.0624709-0.114801j 0.0503494-0.133623j 0.0176028-0.0719018j 0.0286989+0.0667234j -0.0402304-0.136963j 0.0644822+0.0133575j -0.0294966+0.162631j -0.109495-0.0240158j -0.10856+0.152088j -0.0902589-0.0205309j 0.153734-0.0366779j -0.079089+0.0715873j 0.0405681+0.0954888j 0.0251264+0.0672716j 0.044314-0.0291805j 0.123533+0.00321417j 0.0064749-0.00969008j 0.0247926+0.00333652j -0.0258725+0.0581487j -0.166131+0.00991434j 0.0671902+0.030093j 0.106889-0.0255131j -0.0443421-0.0849264j -0.0236929+0.00243209j 0.0459015-0.000846548j -0.0194617-0.02322j -0.0155973+0.0256578j 0.0027514+0.000753556j -0.0456816+0.0109302j -0.00170799-0.016089j -0.0330195-0.0292379j -0.0360264+0.0237267j 
0.0187746-0.0435107j 0.0255382-0.0416067j 0.0143454+0.0476827j -0.00961164-0.0142764j 0.0476694-0.0317962j -0.0159958-0.0246818j 0.00592613+0.045854j -0.0076589-0.006901j 0.0756305-0.0817682j 0.040509-0.00239411j -0.0251857-0.0134881j -0.0317567-0.0230421j 0.0638949-0.0166976j 0.0206501-0.0565415j -0.0135448+0.0146502j 0.00547308-0.00289007j -0.0695495-0.0890423j 0.0475804-0.0971675j -0.0195053+0.0220625j 0.0725578-0.0381796j -0.0216122-0.0570324j 0.0102739-0.0314357j -0.10069+0.048075j -0.00349799-0.0448798j 0.137781+0.0165661j 0.0230053-0.03275j 0.0740353-0.0106581j -0.0348233-0.00417943j 0.00619716+0.160682j 0.0871657+0.0372894j 0.0218995-0.0300979j 0.0715106-0.155851j -0.14754-0.00524251j -0.168292-0.16117j -0.105637-0.00442754j -0.173023+0.112161j -0.0271067-0.0318644j -0.0213947+0.0969504j -0.103007+0.0359919j 0.0995087-0.0331184j -0.0751997-0.0274553j 0.0501264-0.0242151j -0.078447-0.0593315j 0.00665281-0.0414206j 0.0824373+0.0421449j -0.0284589-0.0342108j -0.0617046+0.0999197j 0.0196084-0.077345j 0.0134061-0.0365394j 0.0135314+0.0157757j -0.00430663+0.00455257j -0.00752044-0.0413612j 0.0582156-0.032623j -0.0179999-0.0427524j 0.000659076-0.0362287j -0.0164838-0.0409328j 
0.00532847-0.023048j 0.0474892+0.0194117j 0.027152-0.0618473j -0.0330404+0.0266151j 0.0267475-0.0289152j -0.0374146-0.0318763j -0.00705125+0.0445104j -0.0192787+0.00791398j -0.0376184-0.0581388j -0.0291022+0.000501695j -0.0579855+0.01356j -0.0258795-0.0534469j 0.0582878+0.0341029j 0.012822-0.0490771j 0.0394408+0.059088j -0.0416088+0.0305235j 0.0431663-0.033838j 0.0152227+0.0333922j 0.115132+0.072263j -0.0432938-0.0111841j -0.10942+0.0509908j -0.0743931-0.00979681j -0.112433+0.0284535j -0.109346-0.108005j -0.0611451-0.0424032j 0.30369-0.0129004j -0.00480227+0.0020447j -0.0566846-0.134163j -0.018316+0.102445j -0.0509215-0.0975954j 0.243588-0.0678193j 0.097245+0.0100057j 0.00111254+0.0461781j -0.276234+0.0339469j 0.180999-0.053721j -0.0123842-0.0104547j -0.021269+0.050399j -0.147838-0.0589679j -0.0298611+0.0224044j 0.00800877-0.0552319j -0.0704376+0.0201757j 0.00638731+0.046104j 0.0380257-0.0950345j 0.0271667-0.0306046j -0.04108-0.0347995j 0.0872849-0.0370264j 0.0933264+0.0550234j -0.0503767+0.00579164j 0.0806615-0.0191418j 0.0686967-0.0455616j 0.0219939-0.0158556j -0.0206635+0.054043j -0.0406672+0.0989621j -0.038876-0.0115617j -0.0150814-0.0415549j -0.045929+0.00323687j 
-0.0232089-0.0230784j -0.00558425-0.0106104j -0.0069319+0.0474861j -0.0212765-0.0314867j 0.0205326+0.0271391j -0.0139063-0.0306543j -0.0306334-0.0384693j 0.040617+0.042872j -0.0500808-0.0638158j 0.0289201+0.0251726j -0.058094+0.00290392j -0.0265478+0.0206947j 0.0369643-0.0542795j -0.0197286-0.00377607j 0.0378285+0.0686279j -0.0419991+0.0429365j 0.0950978-0.0510124j 0.0628789+0.0213977j 0.0839412-0.0750047j -0.0654863-0.0116147j -0.124862-0.0557427j 0.141022+0.0185441j 0.0476686+0.0111503j 0.00188691-0.00018485j -0.0135339-0.0672972j -0.0184924+0.0384908j -0.0568811+0.0201597j -0.0250325+0.0780059j -0.0293867+0.0122849j -0.0681179-0.0411869j -0.0703928+0.117824j 0.125824-0.143425j 0.0424557+0.00471539j 0.0359469+0.0206374j 0.0124166-0.0640332j 0.0843009-0.00936632j -0.0601179-0.0574902j 0.0222864+0.0480395j -0.107467-0.085309j 0.0163895-0.0378675j 0.101507-0.037307j 0.0191727-0.000997901j -0.0730909+0.00962811j 0.0187075-0.047612j -0.0854658+0.0529636j 0.144939+0.0530627j 0.0863841-0.0778432j 0.0218689+0.0198308j 0.0257629+0.0368568j -0.0562991+0.00564605j 0.0104151+0.0554091j -0.0298238-0.0346425j 0.0604804-0.0227476j -0.0300891-0.0276089j 0.0459278-0.00699975j 0.0149917+0.0276005j 
-0.0229493+0.0116235j -0.0166263-0.0153198j 0.0082288-0.000910652j 0.0199412+0.000495768j 0.0071078-0.00892498j -0.0617414-0.0120491j -0.0226117+0.0209776j -0.0339977-0.0411265j -0.0434744+0.0795789j -0.0537124+0.0610802j -0.0655811+0.00709385j 0.049061+0.0263611j -0.00408766+0.00935933j -0.0503202-0.0297973j 0.0983357+0.0487649j -0.0128375+0.026124j -0.043996-0.0457113j -0.118288+0.0502658j -0.133128-0.0625593j -0.0503482+0.0108809j -0.0211681+0.0408681j 0.12425-0.031294j 0.00553119+0.0014855j 0.0382916-0.0218201j -0.0419426-0.0801682j 0.0843357+0.11488j 0.0783218+0.11216j 0.0577825+0.0109958j -0.0301219+0.0836575j 0.0639791+0.0193166j -0.0845618-0.0116129j -0.13491-0.135596j -0.0694601+0.0177561j 0.0548015-0.0525825j -0.0717299-0.0285151j 0.0837238-0.0117692j -0.00831488+0.0440521j -0.0466578+0.0946715j -0.0050842-0.05097j 0.063972-0.000968534j -0.0117993+0.027623j -0.0881392+0.078796j -0.0845695-0.0332057j -0.108839-0.00262618j -0.0790305-0.0346957j -0.02213+0.0342213j 0.0856272-0.0258377j -0.0858388+0.0317895j -0.0435865+0.0893176j -0.00374803+0.011404j 0.017843-0.0396752j 0.0317356-0.0156179j 0.00983161-0.00218168j -0.00657122+0.0261121j -0.00232644+0.0273944j -0.00961319+0.035017j 
-0.0286357+0.0187344j -0.0192895+0.0205773j -0.00932886+0.00454223j 0.000713603-0.00544299j -0.0533495+0.0230813j 0.0486917-0.000231147j -0.0618079-0.0067778j -0.0152903+0.0313971j -0.0397287+0.0346238j 0.0674973+0.0854623j -0.128631-0.053037j 0.0541623-0.0246922j 0.0146497+0.0525404j -0.00214103+0.0966316j 0.0662598-0.0901261j 0.0131654-0.038774j -0.00666631+0.031539j -0.0274596-0.0247207j 0.0169904+0.0963621j -0.0534873-0.0494487j 0.0287329+0.0483118j 0.0816236-0.0357504j 0.0796551+0.03417j -0.0757256-0.00493485j -0.0100201+0.155316j -0.0690728+0.0144582j -0.168628-0.132849j -0.144367+0.0188247j 0.0163716-4.49566e-05j 0.0752986-0.0861572j -0.0868065+0.0790292j 0.0372296-0.0629166j -0.070801+0.0281475j -0.0502028+0.0103073j -0.051854-0.0297194j -0.0910402+0.079856j 0.0646864-0.0522402j 0.032413-0.0138303j -0.0319479-0.0718314j 0.00559826-0.126801j -0.0478434-0.039891j -0.073162+0.0605413j 0.00948892+0.047847j 0.018637+0.0553027j 0.0135478+0.0666952j 0.0653846-0.0884845j 0.0792385-0.121646j 0.0652543-0.0240511j -0.0382776-0.0530277j -0.0496781+0.0337151j 0.00055891+0.0125137j 0.0636043+0.0309452j -0.0188481-0.0644901j -0.00398654+0.048356j -0.00130557+0.0200548j 0.013615+0.00202163j 
-0.0195713-0.0319652j -0.00745527-0.0543964j -0.0231139+0.00640376j 0.0446088+0.0161532j 0.0146556-0.0071106j -0.0437736+0.018357j 0.00210255+0.008464j 0.0199738-0.00478097j -0.0150238-0.0735628j -0.00203083+0.027558j -0.055333+0.0326096j 0.00457175-0.0406164j -0.0391059-0.0131384j -0.0489263+0.013323j 0.0419006-0.0111187j 0.0275564-0.00919927j 0.116958+0.0681588j -0.103863+0.0405131j 0.0169132-0.0736424j 0.0454641-0.0475377j 0.0848656+0.0354294j 0.0427513+0.0657236j 0.174162-0.182176j -0.105496-0.159896j -0.0870503-0.180114j -0.0304482-0.00583978j 0.0458216-0.0260027j -0.0324873+0.0238225j -0.146426-0.0985985j 0.0170887-0.046507j -0.122401-0.0667556j -0.0318104+0.00968226j -0.000281741+0.0592863j 0.0779677-0.025203j -0.0418551-0.0515228j 0.0357611-0.0427269j -0.0183709-0.0377409j 0.0814001-0.00206492j -0.0216835-0.0042202j 0.0325801+0.045477j 0.0283717-0.0373133j -0.0049499-0.00426509j -0.003289+0.0270712j 0.0162208+0.0201073j -0.055586+0.0255403j 0.0941746+0.0250992j 0.00233474-0.0142507j 0.0131612-0.10217j -0.0369996+0.00969166j -0.0322847-0.0375162j -0.0226022+0.00662452j 0.0163213-0.0574573j -0.00344311-0.0518174j -0.0248944-0.0345229j -0.0267048-0.0417196j -0.00911529+0.036765j 
-0.0320952-0.0111728j 0.0244543-0.0189435j -0.0246085-0.0144426j 0.00885569-0.00266881j 0.0052684-0.00818239j 0.0154429+0.0229921j 0.0427792-0.0447471j 0.0214284-0.0295529j -0.0101739-0.0163877j -0.0301386+0.024096j 0.0133946+0.0816341j -0.0317705+0.0029053j 0.0449592+0.00943609j -0.0583766+0.0683712j 0.0523803+0.0521531j -0.0746055+0.0328892j 0.103138-0.0792977j -0.0176458-0.0879929j 0.0394257-0.0165745j 0.0889258+0.0382782j -0.0820755-0.0987903j 0.0186451+0.0678691j -0.056259-0.101477j 0.0103295-0.1223j 0.111243+0.10535j 0.0129469-0.0784068j -0.0189747+0.0269585j 0.0316793+0.0805481j -0.120242+0.0821623j -0.0697763+0.0639838j -0.00371718-0.0311146j -0.0600565-0.158519j -0.0196772+0.0441491j 0.0479087+0.0104476j -0.0404226-0.0822363j -0.186741-0.0932652j -0.125727+0.0171913j -0.0416362-0.0149712j -0.0281764-0.138683j 0.0873673-0.0507625j -0.0571369-0.073049j -0.0642393+0.0416196j -0.0321702+0.0674999j -0.0446201-0.034163j 0.0251146+0.0637033j -0.00572088+0.045399j 0.0172039+0.00646689j -0.0262263-0.0178253j 0.0635146+0.0148825j -0.0401932-0.0142195j 0.00493642+0.0315086j -0.0128081-0.00285421j -0.0188323+0.0268674j -0.0149769+0.00601698j 0.033752-0.00792552j -0.0318432+0.0161954j 
0.0489049+0.0154771j 0.0115008+0.0269251j -0.00189683+0.0507872j -0.0261313-0.000694382j 0.00314956+0.0369833j 0.0298291-0.00904132j -0.0035536-0.0184202j 0.00358276+0.0939217j -0.0299921+0.0124288j -0.010312+0.0421286j 0.0762577+0.00235293j 0.0529174-0.0613118j -0.014402+0.016883j -0.0411635-0.00953958j -0.00708472-0.028743j 0.013037-0.0404946j -0.0759315-0.00638319j 0.0300124-0.0830074j 0.0334696+0.042887j -0.0137689-0.0497014j 0.017226+0.00795243j -0.0344761+0.00296975j -0.0294613+0.0994742j -0.00134935+0.0648139j -0.0721914+0.139079j -0.0947829+0.0229692j -0.141323+0.0947543j -0.135009+0.0544717j 0.0504792+0.0401685j 0.160031+0.0919594j 0.161811+0.0990377j 0.0453531+0.121425j 0.00374719-0.0780722j -0.035309+0.147456j -0.00338969-0.032356j -0.10382+0.0268318j -0.00753767-0.0752926j 0.0245535-0.0715416j 0.0150233+0.0225996j -0.0539849-0.0518472j -0.00218177-0.117434j -0.0765677+0.0866301j -0.0681839+0.0241825j -0.0405332-0.0172468j 0.0623081+0.0895021j -0.016529+0.0159982j 0.035375-0.0472284j -0.0193925+0.0708452j 0.0292253-0.0414003j -0.0388183-0.0343223j 0.0431948+0.0450839j -0.0109869+0.0403264j 0.00948802+0.023544j -0.0180781-0.0638108j 0.0138835+0.0219069j 0.057497-0.0107951j 
0.00189234+0.00726136j 0.0180823+0.00254657j 0.00203452+0.0218214j -0.0347505-0.0380262j 0.0200758+0.068655j -0.0278836-0.00745408j -0.0266918+0.0471231j -0.0620897+0.0516557j -0.042944-0.00619274j -0.107936+0.0369125j -0.0360838-0.0856031j 0.151656-0.0123943j 0.0358638+0.00263079j 0.00919603+0.0363362j 0.0200153+0.0273244j 0.0993814-0.00767073j 0.00326518-0.0523762j 0.04619-0.0641872j 0.00789623-0.0952535j -0.0709167+0.0730455j 0.0565872+0.0862877j 0.0241955-0.136506j 0.0491209-0.0396415j -0.103183+0.0468793j 0.0801934-0.0278264j 0.0753381+0.0681288j -0.11468+0.0116374j -0.0613007-0.00976593j 0.106815+0.0311293j 0.00619977-0.0731127j -0.0457+0.00818193j -0.129206-0.055053j -0.0489678-0.0819833j 0.0465281+0.0215731j -0.0397997+0.0646799j -0.0736636+0.0119378j -0.0382345-0.0109877j -0.0845345+0.0129386j 0.0176225+0.0205699j -0.0741897-0.00410323j -0.0651893-0.0256127j -0.0336288+0.0290638j 0.0115665-0.0572199j -0.0547985+0.00948504j 0.0785651+0.0489303j 0.0414479-0.021512j 0.00192733-0.0577795j -0.0208582+0.0389564j -0.068513-0.000366249j 0.00126756-0.0775195j 0.0195939-0.00318385j -0.0378925+0.0241522j 0.0454783+0.00399736j -0.00564474-0.00734439j 0.00602467+0.0108583j 0.0131148+0.00659783j 
