-0.0173035+0.0322803j 0.0157272-0.0512696j -0.00197968+0.0075397j -0.0385265+0.0506935j 0.00815378-0.0240171j -0.0127335+0.0197798j 5.13718e-05+0.0190764j 0.00152221+0.00633667j -0.0129693-0.0105568j -0.00564018+0.0253989j 0.0136757-0.00332985j 0.0219516-0.0147135j -0.0328417+0.00458103j -0.0180599+0.0142609j 0.0358009-0.0159177j -0.00181198-0.0622743j -0.0995941-0.0232999j 0.0288257-0.011492j -0.0107234+0.0226631j 0.00952284-0.0318465j 0.0122859+0.00824902j 0.010977-0.00174364j 0.00759744+0.014712j -0.0222546-0.0144856j 0.00690004+0.00144228j -0.00150395+0.00299004j -0.0173609-0.00210429j -0.00312271+0.000830812j 0.00980526-0.0128284j -0.00750912-0.000936501j -0.000682448+0.0205828j 0.00368392-0.016055j 0.0335282+0.0285618j 0.00489376-0.0486126j 0.0191307-0.0368955j 0.0483722+0.0106338j 0.00518951+0.016325j 0.0221318-0.0113701j -0.0117234-0.0330265j -0.00434627+0.00555747j -0.0154737+0.00260655j -0.00592158-0.0134141j -0.022543+0.0166191j 0.000692864+0.0066161j 0.000277707-0.00882002j -0.00796618+0.00542232j 0.00459587-0.0243557j 0.00619599+0.00163873j 0.000216573+0.0111594j -0.00640616+0.0143047j 0.00169791-0.00550577j 0.00482507-0.00145872j 0.00862246+0.0134586j -0.0121347+0.00959691j 0.00978564+0.00561194j 0.00681253-0.0105463j 0.0063628+0.0115954j -0.0221975-0.0151947j 0.00963021-0.0080045j 0.0121554-0.00351487j -0.0148584+0.00227216j 0.000911044+0.00646672j 0.000106541-0.000908411j -0.00228958-0.0006622j -0.00296537+0.0133396j -2.99459e-05+0.00448699j 0.00107369+0.00554543j -0.00498641+0.00506321j 0.00343103-0.00122029j 0.000872403+0.000152015j 0.00283007+0.000356537j 2.49114e-06-0.00338851j -0.00123329+0.00482167j -0.00185558-0.00137778j -0.0042163+0.00314981j -0.00365205+0.0031558j 0.00359798+0.000416414j 0.00682555+0.00490252j -0.000467686-0.00111876j -0.000120202+0.0014399j 0.00175566-0.00315849j 0.00311619-0.00131727j -0.00708937+0.00246672j -0.00590938+0.00426678j 0.0025139-0.00045028j 0.0039382-0.0140485j -0.0119535+0.000842135j 0.0104884+0.00312141j -0.00479071+0.00874668j 0.00118263-0.00147611j 0.00346514-0.00254982j -0.00401701-0.00133691j -0.0117778+0.00836726j 0.00151521+0.0486167j 0.00963363-0.00755891j 
0.0504369+0.05609j -0.0572066-0.0236269j 0.005103+0.0266397j -0.0417193-0.00917754j 0.00298928-0.0371239j -0.0313639-0.0552945j -0.0240484+0.00604752j -0.0201609+0.0137531j 0.0390205+0.0492847j 0.018261-0.00800175j 0.00403631-0.00479108j -0.0293971-0.0590731j 0.0330983-0.00809228j 0.0238047-0.00643918j -0.0678692-0.00263121j -0.0212821+0.00834858j 0.0538899+0.0788867j 0.0184993+0.046839j 0.117778-0.0584105j -0.103265-0.0374742j -0.0376964-0.0776415j -0.0426416-0.0129795j -0.0496223-0.0391536j -0.0798489+0.00166181j 0.0541533+0.0380031j 0.0198124+0.00144018j 0.0116266+0.0384331j -0.0451028-0.00731092j -0.00119812-0.00832757j -0.0699587+0.00607379j 0.038511+0.0103483j -0.1087-0.0210161j -0.0668475-0.0412039j -0.0140674+0.00914489j -0.0487334-0.0374779j -0.0432529-0.0714834j 0.0458599-0.00203152j 0.0161006-0.000436754j -0.0369476+0.0110857j 0.0234626-0.0121331j -0.0135458+0.0135261j -0.0301692+0.00525501j -0.0207586-0.0147767j -0.019185-0.00267037j 0.0293068-0.00767862j 0.00469045+0.00144632j -0.00206283+0.00183999j -0.00863189+0.00740062j 0.00404946-0.00417657j -0.0249961-0.00876608j 0.00691393-0.00772562j 0.00844872-0.00458549j -0.0310594+0.00144883j -0.00854847+0.0115119j 0.0280802-0.00664627j -0.0298384-0.00560383j 0.00714378-0.0341584j -0.035461+0.0155928j -0.0085386-0.0343768j 0.0173467+0.0129738j 0.00326451+0.0113436j 0.0399839+0.0133074j 0.00703116+0.0178471j -0.00829236+0.0012709j 0.00877395-0.00638305j 0.0140609+0.00297147j 0.0193735-0.00610883j 0.00922451-0.00816181j 0.00881527-0.00388844j 0.0188282+0.0181645j 0.0206011+0.00487931j -0.00486574+0.0125217j 0.00592242-0.00347118j -0.0113229+0.0135046j 0.00128848-0.00351092j 0.000361571-0.0165492j 0.00566113-0.0169489j 0.0259796-0.00920277j -0.0038889+0.0198168j 0.00891737-0.0189736j -0.00683767-0.00334738j 0.0136894-0.0100998j 0.00943984+0.0123693j 0.00574989+0.00434607j 0.00766133-0.0262541j 0.0427222+0.0131189j -0.0114917+0.0196035j -0.0378708-0.0188347j -0.0215861+0.0204264j -0.00320394-0.00471237j -0.0108483-0.00398946j 0.0208861+0.00546649j 0.0106131-0.004918j -0.00594685-0.0375719j -0.0114454-0.00972462j 
0.0379086+0.0226559j -0.0141662-0.0109689j 0.0250893+0.00876104j 0.00894699-0.0216833j -0.0543053+0.00622454j 0.0166051+0.0205656j 0.0304407+0.0117597j 0.0516697+0.010943j 0.0197572+0.0687714j -0.0139663-0.0349432j -0.0492723-0.018493j -0.0453525+0.015993j -0.00367026+0.0171319j -0.021055-0.00332052j 0.0428977+0.00240511j 0.0377528-0.0481796j -0.0274327+0.0563772j -0.00265423+0.0394823j -0.0810183-0.00954205j -0.0999765-0.0555948j -0.0493654-0.0575669j 0.0619108-0.0106514j 0.00839039-0.0254761j 0.139831+0.0223288j -0.0440243+0.0301576j -0.0558707+0.00247587j 0.0125108+0.0325757j 0.0236958-0.0198136j 0.0260342+0.00080127j 0.036909+0.00428549j -0.0834332-0.00714004j -0.0409632-0.00908874j 0.0631179-0.00423852j -0.129508-0.0195093j -0.0162442-0.0206485j 0.00545306-0.0373661j 0.0245983-0.00998445j 0.00612493-0.00140366j 0.0361607-0.0150592j -0.035966-0.00264099j -0.00530636+0.0145521j 0.0389862+0.00134857j -0.0337264+0.00649882j -0.0382514-0.00886569j 0.00030699+0.00908476j -0.0148006+0.0041006j -0.026736+0.00675806j 0.0192474-0.0118353j -0.000940299-0.0135955j -0.0244129-0.00252011j -0.0184403+0.00640724j -0.0392459+0.0036825j 0.0295214-0.0141904j 0.0255015+0.00222357j -0.0226162+0.0243188j -0.00528077-0.0278787j -0.0025828-0.0111585j 0.00858558+0.00370151j -0.0285459-0.00778801j 0.0226275-0.00764963j -0.00136322+0.0302322j 0.00725402+0.0284719j 0.0378271-0.011347j 0.00423302+0.0104411j -0.00804542-0.00579012j 0.00535829+0.00474476j -0.00127886+0.0101753j -0.00309477+0.0152161j -0.00448597+0.00587177j 0.0186724+0.00044467j 0.00906+0.0156007j 0.0124145-0.0176668j -0.00711623-0.00142712j 0.010861-0.0146866j -0.00816403+0.004634j -0.00734752+0.00782892j -0.0105476+0.0168855j -0.00915574+0.0369485j 0.0254924-0.0170371j -0.0114318+0.0227232j -0.0173554+0.00315281j 0.00658892-0.0107477j -0.0083737+0.0155814j 0.00398792+0.0139964j -0.0203804+0.0286205j 0.00787336+0.0166454j 0.00951165-0.0151977j -0.026396-0.0196181j -0.019182-0.00111582j 0.00131908-0.00284908j 0.0011655-0.00309214j 0.00425778+0.00157133j -0.00605386+0.0117531j -0.0119259+0.0386077j -0.00958071-0.0215679j 
-0.0221239+0.0179148j -0.0194843-0.028596j -0.00165967+0.00164305j -0.00160034+0.00457714j -0.0304171-0.0177327j -0.0106804+0.0219879j -0.00956499+0.0732256j -0.00986388+0.0263278j -0.00724616-0.0348934j 0.0142685-0.0167248j 0.0048449+0.0132528j 0.000448193+0.0593407j 0.00714214-0.00821547j 0.00612825+0.0289194j -0.0265714+0.00774693j 0.00754139+0.0108655j 0.00705321-0.0453567j -0.0317888+0.0129941j 0.0597351+0.00965472j -0.0169823-0.013556j 0.0178717-0.0190133j 0.00373066+0.0198271j 0.0456269+0.0300174j -0.00314767-0.0154329j -0.0198455+0.0143489j 0.0083235+0.0139752j 0.032675+0.000153018j 0.00671688-0.0350508j -0.0739435-0.0156622j -0.0403354-0.0137533j -0.0137313+0.00788415j 0.109184+0.0176837j 0.0394265-0.0223117j 0.00104848+0.0181748j 0.0333329+0.0113266j 0.0392157-0.0295922j -0.00470703+0.00607548j 0.0198587+0.00669547j -0.0093496-0.00118376j 0.00156052-0.0063782j -0.0239556-0.00536013j -0.0104426+0.00712793j -0.00711931-0.00140269j -0.0137128+0.00278884j 0.0171315+0.00703332j 0.000412655-0.00114049j 0.00861539+0.0153659j -0.00827655-0.00524163j -0.00396788-0.00196523j 0.0072974-0.00749247j -0.0174206-3.05118e-05j -0.00350654-0.00113053j -0.00181989-0.00845823j -0.00625821-0.0046298j 0.0162678+0.0192865j 0.00281647-0.0137734j 0.0420684+0.0112895j 0.0129515+0.00736579j -0.0108979-0.0179718j -0.00135976-0.00881581j -0.0115706+0.0190535j -0.00244415-0.00735202j -0.00286414+0.00493653j -0.000283551+0.00533354j -0.0138951-0.00919017j 0.00128548+0.00382j 0.0079854-0.00501105j 0.00354897+0.00210506j 0.00569553-0.00815682j 0.00501819+0.0069076j 0.000552021+0.00610957j -0.00293808-0.00159594j 0.00248622-0.00226247j -0.00296927+0.0119786j 0.00264692+0.0148556j 0.0202742-0.00703438j 0.00351183-0.011575j 0.00446197-0.0017091j -0.00867381+0.00825465j 0.00753597-4.41656e-05j 0.00727934-0.00636082j 0.00961589-0.00477534j -0.00240431+0.0162844j -0.00725348+0.00782604j -0.00701716-0.01936j 0.00249384-0.00337998j -0.00903985+0.0171298j 0.012209+0.0141685j -0.00627375+0.000933971j 0.000890107+0.00186422j -0.00052834-0.00258687j -0.00333443+0.0044104j -0.00371993+0.0116989j 0.00359797-0.0263003j 0.00652351-0.0152665j 
0.0173057-0.00170418j 0.0409037-0.0100242j -0.00729565-0.00740902j -0.00836595-0.0111599j 0.0240832+0.0235353j -0.0265961-0.0128232j 0.0521234+0.00189834j 0.0710549-0.00566369j -0.0252179+0.0252458j -0.0412758+0.00204703j 0.00294426-0.0100397j 0.0507874-0.0706497j -0.00914947-0.00663634j -0.0664961+0.0330787j 0.0434994-0.0132146j -0.0981466+0.0136301j 0.0240585+0.0621001j 0.159878-0.00659951j -0.209165+0.0618727j 0.0855794-0.0220674j -0.0897737-0.00714568j 0.00459513+0.00508348j -0.0386581-0.022935j -0.0342648+0.0203602j 0.0275718-0.00473017j -0.00407001-0.0104315j 0.00977554+0.0238619j 0.000359664-0.00365057j 0.0502587-0.0102615j -0.104102-0.0053561j 0.139238+0.00462423j 0.0101479-0.0300413j -0.0272662+0.0242849j 0.0918655-0.0484303j 0.0118712-0.0318009j -0.0467092+0.00651597j -0.00812934+0.00332021j 0.0153624-0.0080193j 0.0100445+0.00309699j -0.0262692+0.0031174j 0.0189608-0.0145034j 0.000651961-0.00514536j -0.0264397+0.00980765j -0.018061+0.000535773j 0.013644+0.000182367j 0.00351568+0.00358709j 0.0273471-0.00748216j -0.0170324+0.0148372j -0.00929875+0.0184734j -0.0143847-5.65829e-05j -0.00476777-0.00984459j -0.00198918+0.00503725j -0.0224956+0.0145356j 0.00812176-0.015945j -0.0214118+0.0144683j 0.0226986-0.00828361j -0.0185967+0.0164452j 0.022033-0.0321494j 0.00481844-0.00416037j 0.027232-0.0145053j -0.00027731+0.000104065j -0.000170746-0.0135498j 0.0171979+0.00474117j 0.00581208-0.00834507j 0.00735814+0.0139637j -0.00223354+0.00198276j -0.00247782+0.00882945j -0.00188209+0.00256156j 0.00136509+0.00680729j 0.00353951+0.00531468j 0.00666608+0.00108645j 0.00608055+0.00276828j 0.00131055+0.00897713j -0.00434019-0.00581715j -0.00124131-0.00945347j -0.021761+0.00806741j -0.00539306+0.00221618j -0.000457165-0.0103847j -0.00379773+0.00165589j 0.00151769-0.006751j 0.00893311-0.0146206j 0.000941257+0.0148248j 0.00582823-0.00382121j 0.00053509-0.0084373j 0.0171124+0.00139007j 0.0159387-0.0131419j -0.00975429+0.0100804j -0.0248776-0.00785012j 0.0215803-0.0119727j -0.00498362+0.000623756j -0.00425947-0.00210501j 0.00128899+0.00183373j -0.00825015+0.00852442j -0.0126743+0.0243609j -0.00596225+0.0071102j 
0.0124319+0.0111687j -0.0100103-0.0232431j 0.0109753+0.0159107j -0.0261726-0.0143679j 0.00464117-0.0281015j -0.0231925+0.0116582j 0.0200564-0.00723856j 0.0155455-0.0251609j 0.0407725+0.00747464j -0.0293619+0.00662691j -0.000863756+0.0151106j -0.0110849+0.0877051j -0.00398626-0.00399313j -0.0435461+0.0378673j 0.0470764+0.00809221j -0.0347479+0.0307874j 0.0666406-0.0864625j 0.0912217-0.0191871j -0.100318+0.0450203j -0.0220863-0.0407658j -0.0523695+0.0089515j -0.0299982+0.00461155j 0.0361975+0.0226607j -0.0861476+0.00136936j 0.0624272+0.00735625j -0.0876909+0.0407453j -0.0290314-0.00596916j 0.00944989-9.74445e-05j -0.0703835-0.032895j 0.2769+0.0036081j -0.0517104-0.0263265j 0.0103585+0.0394237j -0.0418194-0.0352355j 0.05433+0.0149498j -0.00382332+0.00639238j 0.00702959-0.0581633j 0.00306904+0.00854121j -0.00335488+0.00306269j 0.0140829+0.00502997j 0.00919296+0.00100603j -0.0171734+0.0238j 0.0176598+0.0177899j -0.00157946-0.00833609j 0.000573051-0.0102086j -0.00899036+0.0150793j 0.0235663-0.0050908j -0.0114553+0.0177373j 0.018688-0.00848166j -0.0208093-0.0121284j -0.0229286-1.69937e-06j 0.0335858+0.00851491j 0.006736+0.00641834j -0.0190168+0.00464098j -0.0157756+0.0229358j 0.00696866-0.000973707j 0.00441528-0.0300739j -0.0163552+0.0124534j -0.00143847-0.00429548j -0.0204157+0.0224111j -0.010656+0.00980859j 0.00204817-0.00888294j 0.0079972+0.00908565j -0.00415246+0.00277783j -0.00116789+0.00576194j -0.00906819-0.0162619j -0.00541791+0.00917052j -0.00212777+0.00231184j 0.00524589-0.00588696j 0.0026773-0.0102371j 0.00951174+0.00848544j 0.00759329+0.00523442j -0.00230331+1.39655e-05j 0.00529758-0.00622957j 0.00123179+0.0100352j 0.00669721+0.0159836j 0.00373803-0.020239j 0.00698327-0.0101591j 0.00674174-0.00211129j -0.00946111+0.0207798j 0.0103494-0.00751221j 0.00419005-0.00431388j -0.00660166-0.0102749j -0.0156182+0.00376898j 0.00449403+0.00485574j 0.0057469-0.0282402j 0.0140899+0.0013804j -0.00310949-0.0132799j -0.0239127+0.0414027j 0.0027624-0.0062414j -0.00154373+0.00304928j -0.00386942+0.00201097j 0.000240339+0.00336581j -0.00561964+0.00388008j -0.00919698-0.0644783j -0.00068605-0.0101064j 
-0.010025+0.00408858j -0.00531359-0.0332812j -0.00580379-0.0283789j -0.0202473+0.00643168j -0.00390828+0.116685j 0.0271401-0.183331j -0.0116383+0.020301j -0.0350613+0.0617775j 0.0276178-0.0546186j 0.00498256-0.0527545j 0.0141302+0.00588562j 0.0335565-0.164607j -0.00989961+0.0151912j -0.00315587-0.0464689j 0.0131966+0.0444558j -0.00693319-0.0224896j -0.0294825+0.177258j -0.0142223+0.0193035j -0.0129068+0.0124065j -0.0212035+0.0744014j 0.039464-0.0581204j -0.066236-0.00811413j 0.0679072-0.0450001j -0.0550567-0.00319972j -0.0124202-0.0284443j -0.00822131-0.0916344j 0.000467564+0.0174761j -0.0167297-0.0188399j -0.107632+0.0522018j 0.100553+0.0436999j -0.00314064-0.0167607j 0.055001-0.0392997j -0.0249141+0.0244617j 0.0396216-0.0643234j -0.00367009-0.0251174j 0.0180711+0.0509065j 0.0173806+0.00463932j 0.00815386+0.0159826j 0.00259442-0.0523054j 0.0198632-0.00109221j -0.0531388-0.000184828j 0.00532106-0.0208399j -0.0114456-0.00970834j -0.018946-0.00399234j 0.00644619-0.00606314j -0.0147992+0.0173659j 0.00157882-0.035252j -0.00562362+0.01153j -0.0175941+0.0108908j -0.00101723+0.00558021j 0.00467282-0.0220336j -0.00143878+0.00272028j 0.00415704+0.0102219j -0.0141437+0.00301007j -0.00262558-0.0417793j 0.00620151+0.0212788j 0.00121932+0.0179135j -0.0124578-0.00672981j -0.0176612-0.0135792j -0.000184904-0.0200602j -0.0182303+0.0660414j -0.00700088+0.0225373j 0.000299817-0.0147877j -0.00779696+0.0194946j 0.0141142-0.0118143j -0.00206429-0.0197657j -0.00228805-0.0156652j -0.00123245+0.000890537j 0.00748962-0.00868716j -0.00961191-0.020994j 0.00791496-0.0218458j -0.00442254+0.0128371j 0.00648525-0.0091654j -0.0158022-0.00458994j -0.00810101-0.00704709j 0.00408685-0.00733188j 0.0137928-0.00811678j 0.0123915-0.0122539j -0.0070775+0.018378j 0.00534392-0.00341436j -0.0198784+0.00438834j 0.000383664-0.000753673j -0.0187365-0.00331551j -0.0186069+0.0260342j 0.0176646+0.0325821j 0.0101739-0.0122287j -0.00805088-0.0072996j 0.00353926-0.0292872j 0.00338745+0.0098311j -0.00164667+0.000686509j -0.00564166+0.00750686j 0.00320937-0.00455827j -0.00901215-0.0224723j -0.00368043+0.0996412j -0.0073231-0.00589604j 
0.0300009+0.0599712j -0.00269732+0.0024286j 0.0164773+0.0309567j -0.00743528+0.0133284j -0.0163536+0.0251933j 0.0285548-0.124417j 0.0393701-0.0294896j -0.00482813+0.0202158j 0.0455716-0.216311j -0.0241344+0.0259107j -0.00364965+0.0658765j 0.0210792-0.082772j -0.0455704+0.123448j -0.0345641+0.0326875j 0.0568049-0.0667834j 0.033138-0.0380453j 0.0193446-0.0659899j 0.0253967+0.0410394j -0.047199-0.0504621j -0.0299213-0.0727515j -0.0151968-0.0474235j -0.0126969+0.00196589j 0.0323511-0.083357j 0.0438474-0.00908929j -0.0156635-0.00712302j 0.0476324-0.0147085j 0.0369728+0.0202757j 0.024071-0.0415429j 0.0358479+0.0528634j -0.0168929+0.0446753j -0.0430634-0.109097j -0.000629633+0.115766j 0.046337-0.0230248j -0.010661-0.00916053j -0.0389406+0.0899249j 0.00390099-0.0302207j -0.000728747+0.0285796j -0.0229033+0.000341747j 0.0231223+0.0248847j -0.0115757-0.0278312j 0.0260438+0.0119399j 0.014657+0.0135686j 0.00978933-0.00602447j -0.00358379+0.000642503j -0.000403173-0.00845687j 0.00279382+0.0257306j 0.0058797-0.033085j -0.00972374+0.0123685j 0.00293706-0.0104543j 0.0157417+0.0252483j -0.0182955-0.0580264j 0.00303246+0.0155773j 0.00406057+0.00129323j 0.00274586-0.0129967j -0.0176138-0.024853j -0.0121182+0.00791682j 0.00654227+0.0157614j 0.00112208+0.00259862j -0.0198556+0.0107372j -0.0129125+0.0293145j 0.00975652+0.00254265j 0.00936071+0.00666103j -0.00405209+0.00420695j 0.00954861+0.0063085j -0.0161589-0.00765646j -0.00549833-0.00685522j 0.000733557-0.014343j 0.0045017+0.00394076j -0.00314936-0.0143953j 0.00474479-0.0122152j -0.00344271-0.0220649j 0.0017128+0.0028087j -0.0064532-0.00458582j -0.00138695-0.0111518j 0.00177817+0.00297245j 0.0104414+0.0128141j -0.00171102+0.00861079j 0.00833018+0.00698794j 0.011846+0.000142816j 0.00233174+0.0150523j 0.00105051+0.0184793j 0.00362809-0.00164092j 0.0273122-0.0178826j 0.0134199-0.00313837j -0.0192071+0.0641382j 0.00672882+0.0200108j -0.00823134-0.0347877j -0.0143429+0.034819j -0.00578296-0.00242139j 0.000204188+0.00329014j 0.00389393-0.00285024j -0.00258163+0.00304651j 0.00125604+0.00948755j -0.00486083-0.0955138j 0.00383942+0.00759313j 
0.00754556+0.00120615j 0.00161657+0.0234477j 0.00184691-0.000576262j -0.00412866+0.0222623j 0.00525657+0.0248609j 0.0115699+0.00332744j -0.00945813-0.00322183j 0.0490435+0.0644708j -9.23584e-05-0.0591696j 0.00799889+0.0224126j -0.0441673-0.0384623j -0.0214338-0.0946924j 0.0636915+0.0751035j 0.00820587+0.0131269j 0.0113878-0.105075j -0.0101193-0.0205546j 0.0078483+0.0324445j 0.0461146+0.0438257j -0.0492115-0.0256563j 0.0358995-0.00318293j -0.0224328+0.0131868j -0.0360972+0.00166046j -0.0337809-0.00399544j -0.00988712-0.0113878j 0.0414689-0.0179401j -0.046332-0.0453812j 0.00626847-0.00165478j -0.0321022+0.0146756j -0.131107+0.0407025j -0.145287-0.00460046j -0.0711751-0.0358902j -0.0291443+0.00229342j -0.0191119+0.00940128j -0.0539294-0.0279381j 0.0497723+0.0159554j -0.0246132+0.0294068j -0.00214604+0.000180107j 0.00385185-0.00340409j -0.0354072-0.0127386j -0.013692+0.00384531j 0.0228806-0.0151839j 0.00974216-0.0176118j -0.00667466+0.00792572j 0.0101395+0.0012526j -0.00704352+0.0168558j 0.00404474+0.00242138j 0.0251021-0.00653937j 0.00400775+0.000168331j 0.0246826+0.0134749j -0.0160567+0.00174797j -0.0136625-0.0116067j -0.018211+0.0054087j 0.00596008+0.00341704j -0.0108879-0.0216105j 0.000584558-0.0231996j -0.0123454+0.00468317j -0.0144882+0.00148026j -0.0095873+0.00555749j -0.0165961+0.00115596j 0.000213751+0.0158449j -0.00117684+0.0180797j 0.00355757+0.00585218j 0.00187581-0.0118315j -0.000916317+0.00686747j -0.00591424-0.0164174j 0.00419135-0.00595681j 0.00917868+0.00106151j 0.00555951-0.00779771j 0.00677804+0.000829833j -0.00932456+0.00717053j 0.00381299+0.00487903j -0.00874746+0.00822784j -0.00980992-0.0110953j 0.00495919-0.0076959j -0.012074-0.0118032j 0.0165483-0.0124142j 0.00189014-0.00574522j -0.000520986+0.00600292j -0.0273462+0.000291346j -0.0052813-0.00814817j 0.0335598+0.0138603j 0.0134551+0.0122303j 0.0301+0.0141328j 0.00300668-0.00620051j -0.0173752+0.0177124j -0.0074542+0.00209346j -3.26154e-05+0.0153908j 0.00448737-0.00799073j -0.00228678-0.0056522j -0.00111978-0.00102027j -0.000124567-0.00201916j 0.00016232+0.00632241j 0.0121236-0.00657953j 0.00300528+0.002466j 0.0026033+0.00106575j 
-0.0470938-0.0141911j 0.0278349-0.0221678j -0.00367792+0.0309273j 0.0524938-0.00490073j 0.0523457+0.0369303j -2.83025e-05-0.0276133j -0.0316233-0.0111495j 0.0566557+0.0225574j -0.065396-0.0896093j 0.0222616+0.014123j -0.0384126+0.0139061j -0.111499-0.0958403j 0.0411833+0.00270115j 0.0525662+0.0155164j -0.00947409-0.0267728j -0.047643-0.0465844j -0.0201293+0.0471662j -0.000831895+0.0580704j 0.0198927-0.0286918j 0.108186+0.00185203j 0.0536234-0.0171483j 0.05797+0.0132712j -0.0495111-0.0479784j 0.0205333+0.00602148j 0.0149474+0.00603527j -0.0310789-0.0306388j -0.0447637+0.0129105j -0.0277274-0.0577664j -0.120454+0.0136496j 0.075805+0.0324265j -0.048234-0.0102993j -0.00686505+0.00260713j 0.0186277+0.0374268j -0.00143876-0.02117j 0.0227487+0.0243581j 0.000460356+0.020387j -0.0260549-0.00214576j 0.00161819-0.00695008j -0.0393767-0.000666145j -0.00183208-0.00962867j 0.0436814-0.00839777j 0.0356591+0.01176j -0.00638456+0.0137914j 0.00100439+0.0182755j 0.0164892+0.0192881j 0.0102667+9.85548e-05j 0.0018709-0.00803808j 0.0157389+0.0148438j 0.00522926-0.00301473j -0.0329674+0.000735767j -0.00498727-0.0075197j -0.0368898-0.0030801j -0.0132981-0.0144797j 0.0280094+0.0104032j -0.0146022+0.00691005j -0.0148041-0.0134627j 0.00586711+0.000235516j -0.0259829-0.00644209j 0.00578206+0.000224601j 0.0232449-0.00452811j -0.00712802-0.0223062j -0.0207964-0.0300192j 0.0102181-0.0146804j 0.0041642-0.00325408j 0.0134139-0.000642691j -0.00783186-0.00936651j -0.0010845-0.00517673j 0.00731507+1.06507e-05j -0.00612274+0.00388794j -0.00151823+0.000954496j -0.00609119-0.0164912j -0.00125764+0.00817517j 0.00229692+0.00229632j 0.00985751-0.0199184j 0.0212103-0.00347175j 0.0109753+0.0153205j -0.00474721+0.00602915j 0.00218404+0.00182688j -0.0140797+0.0193494j 0.00329414+0.000771615j 0.00337933-0.0183684j -0.00720297+0.00648898j -0.00840221+0.0105129j 0.00252274+0.00730669j -0.000150668+0.0395188j -0.00114313-0.00183593j -0.00570732-0.0114115j 0.00907923+0.00570913j 0.0148361+0.00628676j -0.000742152+0.000344215j -0.00101273-0.00269594j -0.00249003+0.00574841j 0.00208294+0.00728786j 0.00723184-0.0024745j 0.00644458+0.00373433j 
0.0581626-0.0189678j -0.0774456+0.0316777j 0.0045116-0.00605745j -0.0385491+0.0296413j -0.0358394-0.00240705j -0.081364-0.0259488j -0.00175009-0.0376447j 0.010721-0.00234391j 0.0440527-0.0243791j 0.00762188+0.010783j -0.0102731-0.00509272j -0.0779125-0.0166236j 0.0246953+0.0316452j 0.0133817+0.00671307j -0.0547411-0.0412114j 0.00648793+0.0092109j 0.134326+0.0138491j 0.102063-0.0301429j 0.0110674-0.0310782j -0.120559+0.0783393j -0.13446+0.0266267j 0.021712-0.00541644j -0.0370019-0.010293j 0.0174526-0.0118208j 0.0538858-0.00230275j 0.000502668+0.00075093j -0.00840719-0.0204047j 0.0225678-0.0286449j -0.04028+0.0323227j 0.0875511+0.0130693j -0.0523282-0.0310036j -0.00372955-0.00996987j -0.00728163+0.0387796j -0.0642271+0.0325937j -0.0156829+0.019464j -0.0498653+0.0703618j -0.00551562+0.00466236j -0.0288484+0.0271643j 0.0129056-0.0494367j -0.00366987+0.0120815j 0.00193676+0.000661801j 3.87584e-06-0.0204074j 0.00960704-0.0196935j 0.0359238-0.0145497j -0.0110938+0.0158797j 0.0174312+0.00264769j 0.0167318+0.00394018j 0.0313839-0.00620004j 0.00194459-0.00708146j -0.00639705-0.0192855j 0.0174824-0.00149344j 0.0171901-0.00147994j -0.0123452+0.00401821j 0.0229527+0.0163084j 0.0021579-0.0216933j -0.0153255+0.021758j 0.0106822+0.00676112j 0.0040616-0.0142222j -0.00080019-0.0305546j -0.0256743+0.0170714j 0.023614+0.0122465j -0.0037169+0.0177728j -0.0205253+0.00765202j 0.00443686-0.00264077j -0.0129442+0.00283798j -0.00214213+0.000631708j -0.00312416+0.00338873j -0.00262467+0.00187012j -0.00268343+0.00196557j 0.00694234-0.00127701j 0.00248382+0.0132435j 0.00518385-0.00603299j -0.00951203-0.00750594j 0.00526896-0.00524655j 0.00372939-0.0153911j -0.00398775+0.0125035j -0.011739+0.00651935j 0.00468549+0.0145326j 0.00116159-0.0138525j 0.00385152+0.00616769j 0.0123725+0.00643827j -0.00606539+0.00976808j 0.0324852-0.00380089j 0.00446476-0.00126316j 0.00344828-0.015629j -0.0138376-0.00386721j 0.0228917-0.00141545j 0.0109532-0.0429773j 0.00319072-5.49558e-05j -0.00198292+0.00218076j -0.003461+0.0080646j -0.000900774-0.00780625j 0.0265929-0.0319024j 0.00301106+0.0407794j -0.0129641+0.0125796j 
