-0.0173035+0.0322803j 0.0157272-0.0512696j -0.00197968+0.0075397j -0.0385265+0.0506935j 0.00815378-0.0240171j -0.0127335+0.0197798j 5.13718e-05+0.0190764j 0.00152221+0.00633667j -0.0129693-0.0105568j -0.00564018+0.0253989j 0.0136757-0.00332985j 0.0219516-0.0147135j -0.0328417+0.00458103j -0.0180599+0.0142609j 0.0358009-0.0159177j -0.00181198-0.0622743j -0.0995941-0.0232999j 0.0288257-0.011492j -0.0107234+0.0226631j 0.00952284-0.0318465j 0.0122859+0.00824902j 0.010977-0.00174364j 0.00759744+0.014712j -0.0222546-0.0144856j 0.00690004+0.00144228j -0.00150395+0.00299004j -0.0173609-0.00210429j -0.00312271+0.000830812j 0.00980526-0.0128284j -0.00750912-0.000936501j -0.000682448+0.0205828j 0.00368392-0.016055j 0.0335282+0.0285618j 0.00489376-0.0486126j 0.0191307-0.0368955j 0.0483722+0.0106338j 0.00518951+0.016325j 0.0221318-0.0113701j -0.0117234-0.0330265j -0.00434627+0.00555747j -0.0154737+0.00260655j -0.00592158-0.0134141j -0.022543+0.0166191j 0.000692864+0.0066161j 0.000277707-0.00882002j -0.00796618+0.00542232j 0.00459587-0.0243557j 0.00619599+0.00163873j 0.000216573+0.0111594j -0.00640616+0.0143047j 0.00169791-0.00550577j 0.00482507-0.00145872j 0.00862246+0.0134586j -0.0121347+0.00959691j 0.00978564+0.00561194j 0.00681253-0.0105463j 0.0063628+0.0115954j -0.0221975-0.0151947j 0.00963021-0.0080045j 0.0121554-0.00351487j -0.0148584+0.00227216j 0.000911044+0.00646672j 0.000106541-0.000908411j -0.00228958-0.0006622j -0.00296537+0.0133396j -2.99459e-05+0.00448699j 0.00107369+0.00554543j -0.00498641+0.00506321j 0.00343103-0.00122029j 0.000872403+0.000152015j 0.00283007+0.000356537j 2.49114e-06-0.00338851j -0.00123329+0.00482167j -0.00185558-0.00137778j -0.0042163+0.00314981j -0.00365205+0.0031558j 0.00359798+0.000416414j 0.00682555+0.00490252j -0.000467686-0.00111876j -0.000120202+0.0014399j 0.00175566-0.00315849j 0.00311619-0.00131727j -0.00708937+0.00246672j -0.00590938+0.00426678j 0.0025139-0.00045028j 0.0039382-0.0140485j -0.0119535+0.000842135j 0.0104884+0.00312141j -0.00479071+0.00874668j 0.00118263-0.00147611j 0.00346514-0.00254982j -0.00401701-0.00133691j -0.0117778+0.00836726j 0.00151521+0.0486167j 0.00963363-0.00755891j 
0.12541+0.009999j 0.0048376-0.0244433j 0.0452238+0.00695388j -0.0635579-0.0337053j 0.0306056-0.106561j -0.0878991+0.0554987j -0.0135775+0.00809031j 0.0350796-0.00283975j -0.0187235+0.0612524j -0.0217219+0.0117954j 0.0129992-0.012492j -0.0112947+0.00222492j -0.0256505+0.0127295j -0.00733004-0.00926895j 0.0215441+0.0251219j 0.0145379+0.0108814j 0.0288709+0.0456458j -0.00425448+0.0198356j -0.0111702+0.0118105j 0.00787907-0.0200416j 0.084159-0.0384295j -0.0256753+0.0463424j 0.149374-0.154116j -0.0962026-0.0979705j 0.0426745-0.141061j 0.0187504+0.00674325j -0.0112945-0.0324138j 0.00754101+0.0270102j -0.0082418+0.0378402j -0.069767+0.0257623j -0.129369-0.0505799j 0.0449827-0.0122948j -0.0378092-0.012172j 0.0580813+0.0181604j -0.105598+0.0368143j 0.0425761+0.064101j 0.029429+0.0414583j -0.020487+0.0222537j 0.0169223-0.0107614j 0.0700154-0.0271673j -0.0433578+0.0549644j 0.00698599-0.0111645j 0.0333935-0.014026j 0.00881918-0.000775956j 0.00697182-0.00482169j 0.0199007+0.0296997j 0.0332785-0.000411191j 0.00986825-0.000880036j -0.0410414+0.00927253j 0.013166+0.00184264j 0.0158236-0.0256637j 0.0413791+0.00251279j -0.0383489-0.0106266j -0.052077+0.0126381j 0.0120859+0.00412889j -0.0236593-0.0123621j 0.00207923+0.00448998j -0.00607584+0.00196628j -0.0254737+0.00688118j 0.0281434+0.0287089j -0.0407402+0.0247952j -0.0202784+0.000316209j 0.000384263-0.00641654j -0.0098971-8.17102e-05j -0.0018485-0.018513j -0.0268817-0.0104954j -0.0193712-0.00987053j -0.0234876+0.00690166j 0.00268121-0.015843j 0.0212967-0.0264827j 0.0109488-0.0243218j 0.00526602+0.000428302j 0.00696868-0.0144013j -0.0241694+0.028954j -0.0251297+0.0200426j 0.0276041-0.0125334j 0.0287052-0.0204657j 0.036737-0.015652j 0.000279134+0.0113132j 0.0136404-0.0097749j -0.00956577+0.0129922j 0.0122877-0.0172854j -0.00165782+0.00210066j -0.00989286+0.00384654j 0.0143233-0.0212343j -0.0231103-0.0061862j 0.00536232-0.00819907j -0.00319685+0.00575332j -0.00132174+0.00384635j -0.00575691-1.29634e-05j -0.0147361-0.00339444j 0.0204414+0.00676303j -0.0237547+0.00318868j -0.000796068+0.00438411j -0.0103562+0.0100428j 
-0.0169354+0.0184187j 0.00280365+0.00227527j -0.00354715+0.00569845j 0.019827+0.0012847j 0.010708+0.0725663j 0.0487431+0.0355606j 0.0186115+0.0248929j -0.00543451+0.00540489j -0.0194535+0.00818119j -0.0006803+0.0259625j -0.00221361-0.0126206j 0.0220868-0.0485267j 0.0134225-0.0297107j -0.00720971-0.00108543j 0.00976223+0.0760827j 0.0033318+0.005907j 0.00621637+0.0419088j 0.0166084+0.0696508j 0.00572355+0.0137024j 0.00445123-0.0493281j -0.0146267-0.150184j 0.053939-0.225803j -0.0391477-0.0299086j 0.0277856-0.101897j -0.0269952-0.166006j 0.00716775+0.193777j 0.00502155-0.206169j -0.00680143+0.00491812j -0.00195148-0.0259138j -0.00488307+0.0386008j -0.000863184-0.0486574j -0.00918419-0.0419196j 0.0336061+0.0403161j -0.0171413-0.00776184j 0.0196773+0.0615813j -0.00441274+0.00072326j -0.0386265+0.00553088j -0.0283429-0.00606504j 0.0387263+0.0291065j -0.0236172-0.00849233j 0.0221379-0.014012j -0.00164982-0.0205357j -0.00175645+0.00681024j -0.0073759-0.0127252j -0.0071041+0.0141685j 0.015763-0.0195029j -0.031072+0.054066j 0.0296342-0.0764071j -0.0171217+0.0485741j -0.0197648+0.0441726j 0.00442975-0.0482945j 0.00507598-0.0188219j 0.00698981+0.01949j 0.00902257+0.0190686j -0.0143315+0.0239453j -0.0095406+0.00910374j 0.00583261+0.00352812j 0.0134764-0.000199192j 0.00996161-0.00413494j 0.0123757-0.000857796j 0.00396653+0.0120512j 0.0241062-0.0128314j 0.0309374+0.0379831j 0.00118148-0.019857j 0.0189702-0.0110016j -0.0105605-0.0138853j -0.0145682-0.00991284j -0.0158939-0.0082926j -0.00194019+0.0016144j 0.00999307+0.0119946j 0.00535806+0.00457672j 0.0201245-0.00181056j 0.00322915-0.0083081j 0.00847292+0.00783198j -0.0125711-0.0114575j -0.00667698+0.0141947j -0.0176488+0.0102639j -0.0128115+0.0212383j 0.00786908-0.00633248j -0.0136913+0.00964984j 0.00718509+0.00187168j 0.0105489-0.00153599j -0.000933334-0.00722748j 0.00422899-0.0243355j -0.0082429-0.0194424j 0.0121706+0.0217554j 0.00434533-0.000301259j -0.00742805+0.0111063j 0.00020767-0.00944987j 0.00508006+0.0022398j 0.0123227+0.004102j -0.0131303-0.00799895j 0.00819386-0.00655249j -0.00445596+0.00104281j 0.00123218+0.0126277j 
-0.0018419-0.0725141j 0.0269243-0.0020323j 0.00949814+0.00588827j 0.0324604+0.00100452j 0.0369993-0.11704j -0.0160734+0.0330499j 0.01079+0.0260716j -0.00926307-0.022489j -0.0247456-0.00660255j -0.0147082+0.0429465j 0.0135175-0.0161104j 0.0208855+0.0210912j -0.00802678+0.0121195j -0.00919503-0.00513982j 0.00431569+0.00379159j 0.010548-0.0291881j 0.0138209-0.0361258j 0.0140168-0.0376194j 0.00326182+0.0664711j -0.0247741+0.0916004j 0.0120943-0.0335228j 0.0355031-0.101555j 0.05477+0.00956463j -0.00576014+0.0995496j 0.0430842+0.0506918j 0.0203464-0.19179j 0.0304058+0.153601j 0.000906496-0.00590679j -0.001282+0.0405055j 0.00411228-0.00436524j -0.0193365-0.00959151j -0.0241647-0.0259739j 0.0598051+0.00715985j -0.0241219+0.0326694j 0.012505+0.0930461j -0.00736347-0.0462499j -0.0634114+0.00587354j -0.0524314+0.0171405j 0.0935813-0.0362094j -0.000172865-0.00272222j -0.00337833+0.0396523j -0.00321387-0.0243919j 0.0105291+0.0142199j 0.00535811+0.0169791j -0.0069309-8.25833e-06j -0.00909626+0.041725j 0.021664-0.0302664j -0.021297+0.046133j 0.00451816-0.0491888j 0.00970391-0.00507397j -0.0105069+0.00313708j 0.00518474+0.0240256j -0.00784773-0.0233287j 0.00401701-0.00282795j 0.0217713-0.00295332j -0.000564551-0.00670723j 0.0171498+0.00984028j 0.0111174-0.00122263j -0.0141738-0.0193791j 0.0346373+0.0219194j -0.00451854+0.0260574j 0.00789032+0.0528483j 0.0329094-0.0384411j 0.00423446+0.0155011j 0.0145589-0.010898j 0.000496186+0.00897413j -0.0201268+0.0085698j -0.0343465+0.00427236j 0.00464111-0.00417864j 0.0190952+0.0064946j 0.0218666+0.00939972j 0.0260346-0.00580147j 0.00310256+0.00239697j -0.00860258+0.0100865j -0.0345702+0.0193479j -0.00417614-0.00831825j -0.0088746-0.0137369j 0.00224142-0.00589011j 0.016243+0.0054667j -0.0100874-0.0106329j -0.00655856-0.00683427j 0.0244863+0.00699454j 0.00233813+0.0153541j -0.00322065+0.0139773j 0.00315546+0.0299421j 0.0212248+0.0233165j 0.00830721+0.0191676j -0.00854407+0.00673666j -0.00449342-0.0161901j 0.00192486+0.0106626j 0.0107252+0.0308686j -0.011127-0.0321087j -0.00858611-0.0251524j -0.0150593+0.0139096j -0.0002032-0.0291433j 
-0.0688365-0.00915277j -0.0487688-0.0105922j -0.0483571-0.0163914j 0.0301895+0.00182009j -0.0323127+0.0387834j -0.0916116+0.0605051j 0.0544881-0.0626373j 0.0188506-0.0400248j 0.0106174-0.0147984j -0.00707092+0.0159109j -0.00449992+0.0144372j -0.00707625-0.0175014j -0.00565324-0.00268709j -0.00900315+0.0298665j 0.0129576-0.0280809j 0.00210412+0.00501405j -0.00467219-0.0178054j 0.00211446-0.0292854j -0.0200836+0.0427139j -0.0451944+0.0189331j 0.116471-0.214925j -0.131547+0.125821j -0.0526847+0.074785j -0.0296445-0.0548939j 0.0531367-0.0940732j 0.081015-0.00878884j 0.0462052-0.0548166j -0.000154059-0.0214542j 0.0114922+0.0186673j 0.037348+0.0396051j 0.0450064+0.0440864j -0.000575253-0.00935966j -0.0394786+0.00987691j -0.0525152-0.00182436j 0.0527683-0.0106841j 0.0263674-0.071141j 0.00380217-0.0478309j -0.0163644+0.0195419j 0.070035-0.0618881j 0.0265098-0.0277028j -0.0465447-0.021934j 0.0133039-0.00413145j -0.0189138-0.00237899j -0.0474971+0.016581j 0.00781577+0.002677j -0.0432543-0.0176033j 0.027039-0.0239424j -0.0387705+0.0174017j -0.00503723+0.0248416j -0.0134915-0.00101517j 0.0210685-0.0132292j -0.0103892-0.0152423j 0.0280824+0.0149525j 0.00423672+0.0186106j -0.00700472-0.011972j 0.007441+0.0339959j -0.0249403+0.00209942j -0.0117728+0.000748548j -0.0172593+0.0285369j -0.0571388-0.00489746j 0.00274097-0.00546968j -0.0359954+0.0165293j -0.0642547+0.0351493j -0.00889567-0.0129521j -0.00409482+0.0113415j 0.0317909-0.00174964j 0.046532-0.0162559j 0.0425417-0.0113642j 0.0172558-0.00811326j 0.00288985-0.01694j 0.0186283-0.00544609j -0.017982+0.00200337j 0.00906631+0.00209779j -0.0382193+0.00880435j -0.0150571+0.00480184j 0.00219486-0.0017439j 0.0203384-0.00510836j 0.0126732-0.00710413j -0.00321371-0.00505456j 0.00279789-0.00154508j -0.0169335+0.00683832j 0.016019-0.00479366j 0.000991818-0.00166991j -0.00235011+0.00516378j 0.0173943-0.012899j 0.0106092-0.00751597j 0.0135447-0.0156589j 0.0139485-0.0100487j -0.00859458+0.0103244j 0.00355489-0.00052285j 0.00433648+0.00234758j 0.00174737-0.00920819j -0.02382+0.0162682j -0.00317468+0.000623269j 0.004309+0.00917567j 
-0.0527188-0.0183441j 0.0896902-0.0333801j 0.0201495-0.0135031j 0.0950515-0.0128479j -0.00244844-0.0999799j -0.0161339-0.109905j -0.0222255-0.0513734j -0.0168859-0.0150694j 0.02116+0.0245077j -0.00693831+0.0228021j 0.00330496+0.0356213j -0.00824618-0.0274866j -0.0104565-0.00109155j 0.00738582+0.0162637j 0.00874083-0.0596437j 0.0139849+0.0152077j -0.00437264+0.0634524j 0.00108862+0.00960821j 0.0270321+0.0701117j -0.038224-0.0596329j -0.0757177-0.0183844j 0.0428896-0.0504659j 0.0367397+0.0703803j -0.0479378-0.183633j 0.0220204+0.0480834j 0.0323614+0.0547656j 0.0274772-0.0423445j 0.00507113+0.0227696j -0.00515237+0.0589443j 0.0142066+0.0323289j 0.0379309+0.0457695j -0.0562393+0.00215692j 0.109384-0.00580307j -0.0358538+0.0104891j 0.0689943+0.0039583j -0.0469121+0.0152116j -0.0261391-0.00157217j -0.00976034-0.0119533j 0.0753772+0.0494444j -0.021914+0.0471646j 0.0212634-0.00462983j -0.033302-0.0263727j -0.00123152+0.00630564j 0.0180143+0.021971j -0.00200888+0.00577201j 0.0118447+0.0428398j -0.00498968-0.00805708j 0.0213983+0.0316644j -0.0188153-0.0478671j -0.0049627+0.00080682j 0.0135647-0.00970995j 0.0132772+0.0310165j -0.0167609-0.021654j 0.0146502-0.0197796j 0.0274853-0.0180212j 0.000400367-0.0209319j 0.0134357+0.00655991j 0.00860965-0.000123015j -0.0154784-0.0123712j 0.0628699+0.00365937j 0.0309043-0.0274155j 0.00623954+0.00904725j 0.0174328+0.0443349j 0.00110416-0.0208923j -0.00494385+0.0194295j -0.0166326+0.0234978j -0.0234707+0.0095669j -0.0300304+0.00732323j -0.00382326-0.00785658j 0.00862506+0.00859875j 0.00179134+0.00624237j 0.0170059+0.00463001j -0.0016039+0.00068386j 0.0154049+0.00498383j -0.00966388+0.0117222j -0.00950721-0.00464313j -0.0168833-0.0101058j -0.0117485+0.00572807j -0.000477708+0.0151473j -0.0151073+0.00019359j 0.00427324+0.0146465j 0.00854916-0.00988807j -0.00529274+0.000186775j -0.00943707+0.0287981j 0.00038645-0.0496101j 0.0211885-0.00733105j 0.00820099-0.0220371j -0.00743624-0.00649575j -0.000544117+0.015362j 0.00247994+0.00100566j 0.0117954+0.0118404j -0.0146724-0.0158465j -0.00202249-0.00451465j -0.0105986+0.00195316j -0.000338975+0.0185462j 
-0.0120448+0.0462692j 0.0547354+0.0570561j 0.0221512+0.0405364j 0.0413922+0.00140179j -0.0117258+0.0534802j -0.0600839+0.100907j 0.0237973+0.0313539j 0.00958589+0.0585536j 0.0260574-0.00721168j -0.0161414-0.0133648j 0.00495869-0.0484809j 0.00763816-0.016907j 0.00067715-0.000245771j -0.00999521-0.0128778j -0.00936932+0.0639843j 0.0034491-0.0355517j 0.0173747-0.0530198j 0.0181778-0.00180425j -0.015492-0.0823966j -0.0497521+0.0480427j 0.0543864+0.0145963j -0.0401199-0.148131j 0.00494263-0.0741137j 0.00170869+0.203832j 0.0377622-0.0496021j 0.0312821-0.0414869j 0.0238885-0.0704255j 0.00329036-0.00291475j -0.0144338-0.0651799j 0.00809069-0.0610231j 0.00463577-0.108229j -0.0223207-0.00606113j 0.051012+0.0106959j -0.0120237+0.0431513j 0.00518619-0.0216343j -0.00741687+0.0157809j 0.0299799-0.00368113j -0.0219465-0.00720806j 0.0593611-0.0377076j 0.0156216-0.0318749j 0.0134626+0.0402875j -0.00791957-0.0205807j 0.00114068+0.0184128j -0.00580411-0.00211205j 0.00978849+0.00165227j -0.00350391+0.0212014j 0.0297861+0.0299483j -0.0225214-0.0581163j -0.0184436+0.0617572j 0.0300251+0.025109j -0.0269041-0.054j 0.0198799-0.0125729j -0.00923823-0.0247609j -0.00314314+0.00649833j 0.0240585+0.048412j -0.0104027-0.0338818j 0.00446279+0.0109678j -0.00472002+0.0075527j -0.0451272+0.00291282j 0.0609845+0.00329569j 0.00398646+0.0172434j -0.0255408+0.0247876j -0.0298549+0.0166583j 0.000592149+0.0226163j -0.00538791-0.0407089j -0.00332652-0.0287726j -0.0110111-0.0127584j -0.0106696-0.00781576j 0.00134353+0.0031926j -0.0089225-5.49248e-05j -0.00384408-0.0108953j -0.000102337+0.00202304j -0.00400208-0.02134j -0.00118593+0.0120161j -0.000544836-0.014399j -0.00320329+0.0159934j 0.00192398+0.00665929j 0.00290593+0.00376228j 0.00474863+0.00176863j 0.00882582+0.00877701j -0.00264072-0.00726382j -0.0084354+0.0026543j 0.00107628-0.0134637j 0.00205021-0.0335252j 0.00577682+0.0203617j -0.0180141+0.0154055j 0.0128621+0.00578273j 0.00617832+0.00237143j 0.000462714-0.00489585j -0.00360545-0.000839486j -0.0170409-0.00795997j 0.0300235+0.00417974j -0.035097+0.0134397j -0.00598515+0.00675533j -0.0115796-0.0284412j 
0.0172133+0.00521697j 0.118767+0.0690281j 0.11099+0.0405391j 0.0233516+0.0333281j -0.109206+0.0685629j -0.00112717-0.0111831j 0.0127784-0.0215922j 0.00790672-0.0297345j -0.0376836-0.0255458j 0.0224347-0.00950467j -0.00394338+0.0217972j -0.00227466+0.0086842j -0.00341019-0.0259771j -0.00555712-0.000164056j 0.0243049-0.00748983j 0.00506406+0.00834896j 0.0161712-0.00488346j 0.0630958-0.00827972j 0.107628+0.00576852j 0.0369716-0.0191052j 0.0190841-0.0858592j -0.0595014+0.0692655j -0.00622225+0.159413j -0.0628118+0.0111635j 0.0164115+0.0336768j -0.049322-0.0130487j 0.00828015+0.0289249j 0.00421066-0.00989424j -0.00613183-0.0098993j -0.0242885-0.00555011j -0.0392723-0.0247517j -0.0295364-0.0412641j 0.091036+0.096149j 0.0616281+0.000374399j -0.00382668-0.00929492j 0.0226587-0.024032j 0.00172326-0.00299594j -0.0563563-0.0263057j 0.0531099+0.025346j 0.0127865-0.00307878j 0.0973303+0.00458437j -0.0613906-0.012651j 0.0388105+0.00302051j 0.0373389+0.0184411j -0.032551-0.00515515j 0.118769+0.00023251j 0.00278532+0.0182633j -0.0351561-0.00310643j 0.0540761-0.0110343j -0.0142952+0.0136413j -0.0103897+1.73777e-06j 0.0210295+0.00953085j -0.0859352-0.00879791j -0.0257027+0.000824783j 0.042607+0.0283083j -0.0944972-0.000886101j 0.0246255+0.0184217j 0.0143788+0.00366708j -0.027648-0.0284082j 0.0391627+0.0668355j -0.0146012+0.00631463j 0.0247868-0.0104715j 0.0284782-0.00178455j -0.00200774-0.00119354j -0.0131665+0.00860484j 0.0205547-0.00756502j 0.0252442-0.0216503j 0.0304127-0.0218575j 0.000372487-0.00156187j -0.0068214-0.00181291j -0.000184988+0.00194522j -0.0117639+0.00378803j -0.0158583+0.00178301j -0.00494259+0.00288991j 0.00420822-0.00542022j -0.0014927-0.00522174j 0.00422654-0.000561847j 0.0108407-0.00625015j -0.00171884-0.00440424j 0.00986973-0.00318775j 0.00494597+0.000780337j -0.00515222+0.00276472j -0.00770313-0.00912654j -0.00454949-0.00621837j -0.00809835+0.00911795j 0.00101462+0.00794014j -0.00937144+0.00620938j -0.0152026-0.00591462j 0.00879046-0.0018442j -0.000284033-0.00293518j 0.00269929-0.00754175j -0.00841435+0.00821453j 0.0194933-0.00396893j 0.0065721-0.014463j -0.0113834+0.0128473j 
0.00462635+0.0122762j -0.0205513+0.0645355j -0.00257361+0.0259237j -0.0216903+0.0408102j 0.0249942-0.0495814j 0.00669065+0.043485j 0.0249543-0.0117096j -0.020138-0.00859756j 0.0146395+0.0656614j 0.000196208-0.0311938j 0.000629753-0.0152441j 0.0226908+0.0223629j 0.00219037+0.0174415j -0.00946591+0.00689122j 0.00864808+0.00977555j -0.00272803+0.0366938j 0.00885215+0.00566416j 0.0148699-0.00933593j -0.00120232+0.0182425j 0.0298442+0.0339198j 0.0197044-0.00681278j 0.0069446+0.276481j -0.014439-0.091626j 0.0336667-0.103548j -0.0448599-0.117626j -0.0420168-0.0724144j -0.0296809-0.000383642j 0.00147912+0.0104174j 0.00675523-0.00228474j -0.00998148-0.00119611j -0.00326394+0.0382779j 0.0259568+0.00792192j -0.0180137+0.0691869j 0.00439717-0.0395506j -0.032395-0.0456465j -0.000771245+0.00314975j 0.028689-0.00310021j -0.0304683+0.00259561j -0.0075281+0.105007j -0.00886484-0.023581j 0.00379889+0.0252726j 0.00587767-0.0125678j 0.0278204-0.012045j 0.0140152-0.00107229j -0.0199513-0.0429896j 0.0104808+0.0430916j 0.00307119-0.0359491j 0.0102687-0.0217152j 0.0068928+0.085586j 0.0268929-0.0588213j -0.0140528+0.0364818j 0.0198085-0.0187277j -0.00610354-0.0492759j -0.00393319-0.00961072j 0.00509602+0.0194079j -0.0257808-0.0487129j 0.0212795-0.00522073j 0.0158087+0.000342889j -0.0281677+0.00770295j 0.102078-0.00936034j -0.0276349-0.0128508j -0.0373342-0.0132013j 0.0171084-0.0194551j -0.00130912-0.00858664j 0.0190435+0.000839177j -0.000557829-0.00807072j -0.000922172-0.00411722j 0.00144719+0.00226964j -0.000928766+0.0108423j 0.0102425-0.0266035j 0.00148072+0.000747474j 0.000913903-0.00516433j 0.00850648+0.0120312j 0.000207144-0.0243796j 0.0069792-0.0185104j 0.00407488+0.00660589j -0.00140463+0.0110808j -0.00464113-0.000864832j 0.00206278-0.0235643j -0.00490183+0.00360463j -0.0059996-0.0262142j 0.00736617+0.00980654j -0.000338817-0.00307225j -0.00165533+0.00634547j -0.00560046+0.0171249j 0.0160939+0.00349246j -0.000335484-0.0178046j -0.0134822-0.0148014j 0.00107881+0.0141957j 0.00273143-0.000153798j 0.0111043-0.00191732j -0.0205336+0.00481738j 0.0190913+0.0262446j 0.00967687-0.0108578j 0.000192808+0.0183515j 
-0.0113543+0.0129371j 0.0542316-0.0554157j 0.024983-0.0267081j 0.0396661-0.0168606j -0.0156392-0.094366j 0.0208624+0.113813j -0.00688834+0.00682564j 0.00544149+0.0138413j -0.00365517+0.0408777j -0.0046405-0.0183548j -0.000477904-0.0324738j 0.00467485+0.0282846j 0.00318188+0.0207298j -0.0042632-0.00269484j -0.00372922+0.0438674j 0.00211914+0.0370422j 0.002021+0.00841464j 0.00784503-0.0284755j -0.0100303+0.00630543j -0.0331247-0.0146998j -0.00819144-0.0536939j -0.0156517+0.235959j -0.0204462-0.193439j 0.00432634-0.0548994j 0.0177859-0.0936815j 0.025822+0.00310151j 0.0333731+0.0305232j 0.00186529+0.0230888j -0.00543717+0.0397775j 0.0015366-0.00839158j -0.00182386-0.0740885j -0.0319407+0.00605428j 0.063537-0.024614j -0.000556488+0.0611765j 0.0366147+0.0668773j -0.00961958+0.0556209j -0.00865545-0.00325693j 0.0225061+0.0224359j 0.0374263-0.143208j -0.0124999-0.0222326j 0.0323559+0.089035j -0.00153598+0.0383974j -0.00470035+0.0124306j -0.0180232+0.00217517j 0.00506391-0.03482j 0.0117805+0.0104859j 0.00030353-0.0127878j -0.00800779-0.00386445j -0.010823+0.0531744j -0.010387-0.0556544j -0.00203754+0.100171j -0.0129673-0.0300058j 0.000552691+0.0215512j 0.00708796+0.0124054j -0.00516692-0.0133032j -0.00592399-0.00545167j -0.0158121+0.00409411j 0.00243605-0.00207199j -0.00296107-0.0515865j -0.0343238+0.015366j 0.0253895+0.0109394j 0.0182789+0.0518571j -0.0109294-0.035401j 0.00532153-0.0110231j -0.0101345-0.0255355j -0.00380409-0.00808409j 0.00395244-0.00507035j 0.00644291-0.00210558j -0.000225933+0.0151785j 0.00116217-0.0232584j -0.00289215+0.00434699j -0.00800317-0.0110948j -0.0111617+0.00679833j 0.000627161-0.025953j 0.00150194-0.0324385j -0.00392514+0.0271996j 0.00946732+0.028063j 0.0118595+0.010895j 0.00338222-0.0291669j 0.00721964+0.0113341j 0.00241213-0.0325218j -0.014772+0.0150039j 0.00476514-0.00530169j 0.00194143+0.00481398j 0.000157753+0.0451777j -0.0329601-0.000791794j 0.0055336+0.00352893j 0.0163524+0.00893817j -0.00131715-0.00496528j -0.00791657+0.0097919j -0.029518+0.0243088j 0.0413303-0.0153224j -0.0419096-0.0499969j -0.0118513-0.00648968j -0.00912583-0.0361765j 
0.076545-0.0496566j -0.0626563+0.000265839j 0.00632699-0.0623035j -0.0733389+0.0816417j -0.0233816+0.0323223j -0.0029329-0.0349566j 0.00305155+0.00463397j 0.00848121+0.049001j -0.0102253-0.0207515j -0.0068672-0.041335j -0.000297258+0.000518951j 0.0065401+0.00893934j 0.0087203+0.0128097j -0.00595499-0.00320463j 0.00661764-0.025481j -0.00968898+0.00174906j 0.0108267-0.0117781j 0.00418112-0.00654736j -0.00461024-0.103535j 0.00783161-0.0248863j 0.022691+0.151046j 0.00959606+0.0171813j -0.017297-0.148753j -3.61853e-05+0.00405153j 0.0501381+0.109138j 0.0238451+0.140145j 0.0204303+0.0782954j 0.00792782+0.00352328j 0.0145195-0.0270977j -0.00964915+0.0233778j -0.0679762+0.0950341j 0.0186006+0.0169511j -0.0395773+0.0243861j 0.0513769-0.104959j -0.0420603+0.0226054j 0.0441767-0.019456j 2.55765e-05+0.0244814j -0.00529819-0.0031326j -0.0203301+0.119084j 0.00688628-0.013319j -0.0139373-0.0641644j 0.0130272+0.0232177j 0.0101898-0.0202119j 0.00302584-0.0259067j 0.00634754-0.024346j -0.014354-0.0427035j 0.0167104-0.0237776j -0.0181978-0.0279563j 0.0151705+0.0957537j 0.0195456-0.0406668j -0.0292332+0.0453758j -0.000427391-0.0360322j 0.000925749+0.00420907j -0.00511178+0.00295146j 0.00195091+0.0185349j 0.00553816-0.0207592j -0.00258135-0.00625295j 0.000286637+0.00148762j 0.0152629+0.0465719j -0.015739-0.00121916j -0.018661-0.049512j -0.0189246-0.0828673j -0.00365385+0.054114j 0.00224738+0.0056245j 0.011107+0.0529215j 0.00269024-0.00969187j -0.00312528-0.016723j -0.00628378-0.00174877j 0.0010969-0.00233981j 0.00346806-0.0178754j 0.0030106-0.00404381j 0.0113901+0.00433383j 0.0151697+0.0112507j -0.00513681-0.00878883j -0.00741811-0.0045451j 0.0115045-0.0164152j -0.00661414-0.0105044j -0.0146492-0.0141575j 0.00893814-0.0394072j -0.0116973-0.00703951j -0.000974564-0.00261938j 0.0231812-0.00259698j 0.00255002+0.0217045j 0.00517793+0.000142181j -0.0101021+0.00371651j 0.0433739+0.00220219j -0.0107279+0.00763177j -0.0198669-0.00360654j -0.00150036-0.0215872j 0.0113249-0.00252701j 0.0422333-0.0118019j -0.06426+0.0148089j 0.0712528+0.0529224j 0.0137105-0.00197982j 0.0207167+0.0584154j 
