0.000541814-0.00213789j -0.00284786-0.00123979j -0.00082484+0.0039494j 0.00988168+0.0127029j -0.00170972-0.00129744j 0.00648387+0.0135006j 0.00314803+0.0109071j 0.00570489+0.013494j 0.00275322+0.00577502j 0.000375885-0.00230415j 0.00264555+0.0113065j -0.00256316-0.0139359j 0.00135479+0.0121865j 0.00264703-0.0125294j -0.00306237-0.00475005j 0.00191864-0.00366653j 0.000893516-0.00222983j 0.00645618-0.000327929j -0.00272296-0.000455237j -0.0133393-0.000561998j -0.00653539-0.000574705j 0.00520055+0.00145667j -0.0130288-0.00178331j -0.00750441-0.000554733j 0.00655256+0.00211513j 0.00128735+0.00186132j 0.00303151+0.000861302j -0.00056184+0.000552237j -0.0143142-0.00406196j 0.00676121+0.00267489j 0.00698992+0.00175524j 0.00275072-0.00024692j 0.00791246+0.00437597j -0.0111314-0.00660175j -0.00643915-0.00819465j -0.00255694-0.00954075j -0.00821801-0.00139931j 0.00481239+0.00291196j -0.00268126+0.00424309j -0.00364409-0.00220484j 0.00165864-0.00133092j 0.00268244-0.0015628j 0.00257888+0.00338485j 0.00202139+0.00503756j 5.61596e-05+0.00527396j 0.0035087-0.00188898j 0.00420485+0.00093826j 0.00059101-0.000754692j 0.000162052-0.00703034j 0.00569505+0.00188959j 0.00223021-0.00512806j -0.00174896-0.00200393j -0.00660666-0.00218177j -0.00121175+0.000743679j -0.00419913+0.00430686j -0.0039388-0.00078306j 0.00535766+0.00141312j 0.00581451-0.00103163j 0.00293531+0.00128046j 0.000587954-0.000813576j 0.00166041-0.00143033j 0.00201808-0.0012253j 0.0021123+0.0033511j -0.00039062-0.00357608j 0.00179528+0.00135072j 0.00532406+0.00632234j 0.00134466+0.00106365j -0.00227265+0.00080685j -0.00396038+0.00216148j 0.00649096-0.00216717j 0.00277586-0.00350648j -0.00441546+0.000618012j 0.000160311-0.0040487j 0.00102403-0.00319278j -0.000541756-0.000953195j 0.0031368+0.00129125j 0.00452416+0.00490539j -0.00481199-0.000571068j 0.00367265+0.00359827j 1.91366e-05-0.0005424j -0.00332812+0.00364661j -0.00488521-0.00370809j -0.0031664+0.00234642j -0.00224824+0.00376278j 0.00205711+0.00452507j 0.0046263-0.00737532j -6.63118e-05+0.00163465j -0.00289364-0.00497189j 0.00145246-0.00333994j -0.00220762+0.00384357j 0.00312239-0.00231074j -0.00052217-0.000498485j -0.00300896-0.00056091j 0.00155732-0.00586214j 0.00247397-0.00179957j 0.000154771+0.00298524j 0.00167306-0.00225062j 
-0.00263184-0.00197957j 0.00629175+0.00238149j -0.0127484+0.00519539j -0.00327148-0.00404511j 0.00272935-0.00284178j -0.000137805+0.005995j -0.00149425+0.0030019j 0.00330614+0.00206653j 0.003171+0.00690483j -0.00230943+0.00181161j 0.00704857+0.0103444j -0.0045875+0.0036894j -0.00475277-0.0116463j -4.7438e-05+0.00554581j -0.00260669-0.00682859j 0.00536007+0.00588913j -0.00194353+0.000163642j -0.00160303+0.00294891j 0.00107464+0.00157071j -0.00255205+0.00296804j -0.000264921-0.000621414j -0.00278353+0.00114534j 8.03183e-05-0.0041541j -0.00216062-0.00463589j -0.00170463+0.00130611j -0.00150379-0.00130591j -4.77882e-05+5.89995e-05j -0.00118765-0.00496317j 0.00683638-0.00359741j -0.00337806+0.00600087j 0.003846-0.00569633j -0.00137497+0.00270843j 0.00567189+0.00134354j 0.00129663+0.00355572j -0.00798236+0.00177086j -0.000185941+0.00335466j 0.00554486+0.00145757j 0.00244391-0.0043616j 0.00382458+0.00327894j -0.00255743+0.00109936j -0.00107448-0.00237755j -0.00132199-0.0026677j 0.000717828-0.000142921j 0.00298367-0.00179518j -0.000251846+0.0038847j 0.00380134-0.00224603j 0.00219379+0.000536832j 0.00338617-0.00357386j 0.00396639-0.00135816j -0.00176281+0.000220152j -0.00123899-0.00286928j -1.50055e-05+0.00325184j -0.00331087-0.00218293j 0.000401304+0.00237915j -0.00288373+0.00129171j -0.00432081-0.00364662j -0.0014517-0.00304514j 0.000155976+0.00368584j -0.00137803+0.00212898j 0.000166378-0.00271794j 0.000622821+0.00471823j -0.000899224-0.00074156j 0.00194296-0.00155209j 0.0062708+0.000498209j 0.00144908+0.00071864j -0.00881923+0.00147241j -0.00315541+0.00121329j -0.0035411+0.00303105j 0.00450446-0.00486365j -0.0012091+0.00173578j 0.00547385+0.00441582j 0.00384169+0.0023406j -0.00372239+0.000111902j -0.00109853-0.00219446j 0.00090425+0.00231761j 0.00203819+0.000653931j 0.00619738-2.91582e-05j 0.00457753+0.00445878j -0.00451554-0.00380897j 0.00560496+0.00133385j 0.000770902+0.000307094j -0.00360941+0.000366129j -0.00286845-0.00266297j -0.00106912+0.00237648j 0.00251444+0.00787446j -0.000419158-0.0005177j -0.00532483-0.00352271j 0.00141904+0.00329984j -0.00284446+0.00277922j 5.09014e-05+0.00108247j 0.000857484-0.00274132j 9.11652e-05-0.000834289j 0.000478811+0.00265448j -0.00199493+0.00242467j -0.0029548-0.00273943j 0.00230056-0.000397823j -0.00181751-0.00101489j 
-0.00126953+0.00105633j 0.00101795+0.00118481j -0.00470167-0.00403917j 0.00329372-0.00253734j 0.00964793+0.003636j -0.00481109-0.000170275j -0.00472061-0.0104681j 0.00703545+0.00997929j -0.0103734+0.00189385j 0.00335611-0.00623167j -0.00224037+0.0140351j -0.000796392+7.9814e-05j 0.00544404-0.00847768j -0.00362477-0.000277155j 0.00533148+0.000676361j 5.48016e-05-0.000540876j -0.00215406-0.00319459j -0.00570793-0.00574327j -0.000360174+0.00214137j -0.00216479+0.000936636j 0.00055569+0.00162895j -0.00236043-0.00219601j 0.00497585+0.00317752j 0.00130499-0.00178725j 0.00103082+0.00717651j 0.00326075-0.000929717j 0.00173244-0.000425258j -0.00124771-0.00192054j -0.00562818-0.00885276j 0.00306061+0.0111361j 0.00356859-0.00858526j 0.000248975+0.000719365j -0.00912956-0.00352258j 0.000194442-0.00155785j -0.00100459+0.00885041j -0.00385442+0.000740011j 0.000169358-0.00711482j -0.000666213+9.45648e-05j -0.00454211-0.00508797j 0.00125773+0.00270789j -0.000722872-0.00141467j 0.00238988+0.00259111j -0.00313882-0.00247373j 0.00357326-0.00303504j -0.00147382-0.00217803j 0.00265855-0.000472355j -0.00174762-0.000691855j 0.00133922-0.00242509j -0.000240299+0.000230738j -0.000464225-0.00297585j 0.00262809-0.000921519j -0.00475212+0.000260743j 0.00436757-0.00117214j -0.000263414-0.00202996j -0.000954029-0.00242609j -0.00271202-0.00172058j 0.00233752+0.00390187j -0.00353919-0.00341564j -0.00146631-0.00365765j -0.000936673-0.000553612j 0.00189888-0.00302895j -0.000391097+0.000902121j 0.00169332+0.00290465j 0.00426297+0.000411027j -0.00128197+0.000922431j 0.00427163+0.00989713j -0.000217179+0.00538176j -0.00410336-0.00123161j 0.00117533-0.0019168j 0.00159936-0.00233158j -0.00262999-0.00424955j 0.00162043-4.73419e-05j -0.00252698+0.00462658j -0.00211439+0.00711878j -0.00363589-0.00344605j 4.10677e-05-0.00558453j 0.000164869-0.00486852j 0.00215779-0.00721114j 0.000733233+0.00182935j 0.00209556+0.00176782j -0.00190352-0.00111786j 0.00045937+0.00409984j 0.00170168+0.0082183j -0.00251867+0.0019718j -0.000999954-0.0070687j -0.000497269-0.0026683j -0.00243638+0.00281926j 0.000483878-0.00129928j -0.00550406-0.00216499j 5.58914e-05-0.00181572j 0.00151183+0.0048943j -0.00096356+0.00140834j -0.000673039+0.000781419j 0.000716091-0.00374498j -0.00186778-0.000310823j 0.00106267+0.00465161j 0.000595721+0.000439445j 
-0.00356144-0.00019651j 0.00331321-0.000851303j -0.0014141+0.000942168j 0.0013308+0.00139916j -0.00401924+0.00844941j -0.00155488+0.000868586j -0.00478809+0.00245186j 0.00203084-0.0078766j 0.00539295-0.0102186j -0.00889496+0.0151969j 0.00669808-0.00410541j -9.37971e-05-0.00673443j -0.00637+0.00314272j 0.00213903-0.00469903j -0.00136024-0.0019811j 0.000802159-0.000801285j 0.00425067-0.00141469j 0.00222806+0.00083673j 0.0026602-0.000208798j 5.43205e-05-0.000256407j 0.00182302-0.000933715j -0.00326153-0.000382726j 0.00199471-0.000303575j -0.00309329+0.000837462j 0.000771855-0.00371814j -0.000148277+0.00313185j 0.000611302+0.00187414j -0.00354424-3.63039e-05j -0.00321913-0.00165202j 0.00713489+0.000236649j -0.00383363-0.000912167j -0.000990107-0.00122586j -0.00214412-0.00436867j 0.000223851-0.000324452j 0.00335819+0.00171933j 0.00070644-0.000144626j -0.000841543-0.00278194j 0.00382932+0.00338125j 0.000427659+0.0014116j -0.00185313-0.000497377j 0.000398146-0.00159917j -0.00378693+0.000323708j -0.00318281-0.00268435j 0.00047041+0.00402401j 0.00245209+0.000519851j 0.00370033+0.0027935j -0.00180272-0.00207798j 2.32162e-05+0.00319038j -0.000288727+0.00108726j -0.00219362-0.000388042j -0.00525381+0.000277165j 0.000734016-0.00378035j 0.000249912+0.00265935j 0.000146059+0.00180086j 0.00411875+0.00268125j -0.00420443-0.00121143j -0.00148358+0.000483872j 0.00042086+0.00571721j 0.00230015+0.00655613j -0.00155104-0.00258735j -0.000143075+0.00822866j -0.00196572-0.00410481j -0.00199276+0.00068553j -0.000851357-0.000706915j 0.0046823+0.00150887j -0.00228801+0.00587043j 0.004685-0.0011314j 0.00246041+0.00649544j -0.00139658-0.00364859j 0.000691946-0.0044008j -0.0024851-0.00282521j -0.00322306+0.000884354j -0.00500156+0.00310446j 0.000844894-0.00200545j 0.000854743-0.00468101j -0.000891091+0.00221351j -0.00655001-0.000940387j -0.0031204+0.00420785j 0.000834876-0.0015779j 0.00221453+0.00110576j -0.00349152+0.00207822j 0.00115807+0.00378366j -0.00244238-0.00205781j 0.00321974+0.00408102j 0.00443402-0.00222934j 0.00181129+0.00426049j -0.00230777+0.00072652j -0.00138835+0.000798161j 0.00372457+0.000164053j 0.000766784-0.0020983j -0.00267965+0.0044588j -0.00182049-0.000744331j -0.000993116-0.000258288j 0.000618409+0.00414788j 0.0011439-0.00162751j -0.0019719+0.00225515j 0.000926818-0.00114927j 
0.00157146-0.000267752j -0.00422553+0.00151227j -0.00057095-0.00611206j 0.00191988+0.00207343j 0.0118618+0.00909335j -0.00756811-0.00621505j -0.0088127-0.0063225j 0.00893547+0.00721667j -0.011465-0.00801934j -0.000970293-0.00146794j 0.00601633+0.00547996j -0.00484209-0.00471195j -0.00321874-0.00168415j -0.0025381-0.00107668j -0.00221049+0.000896207j -0.00411447-0.00437199j -0.00330926-0.000136515j -0.000675581-0.00293423j 0.000970579-0.0012055j -0.00327158+0.000370541j 0.00261088-0.0031701j 0.000921106-0.00334075j -0.00286732+0.00275485j -0.00200396+0.000837357j 0.0034114+0.00152742j 0.00504858+0.000586833j 0.00340856-0.00171022j -0.00585359+0.0031949j 0.00238326+0.00196256j -0.00692724-0.00270459j 0.000704336+0.00718156j 0.00154663-0.00049157j -0.00173095+0.00119303j 0.00277103+0.00235867j 0.000335234-0.00408136j -0.000618591-0.000917406j -0.000966119+0.00458012j -0.00178273+0.0039746j -0.00322823-0.000679528j 0.00134572-0.00100267j -0.00621851+0.00160085j -0.00167492+0.000563362j -0.00086991-0.000717861j 0.0054445+0.00131617j 0.00284125-0.00115704j 0.00288025+0.00154613j -0.00217309+0.00342918j 0.00118015-0.000133965j -0.00456159+0.00408033j 0.00270262-0.00317579j 0.00276095-0.00352592j -0.00819493-0.0052825j 0.00340422+0.000126859j -0.00284924+0.00178979j -0.00480562-0.0028662j -0.00446746-0.00129248j 0.00439744+0.00139786j -0.00172056-0.000529822j -0.00335872-0.00573136j -0.000783418-0.0020602j 0.000926029-0.00135838j -0.00131466+0.00154858j -0.001129-0.00394529j 0.00233871+0.00445272j -0.00452044+0.00411862j 0.00343816-0.0041715j 0.00455229-0.00229483j -0.00184828-0.0044967j 0.00315027-0.000839949j -0.0028044+0.000283123j 0.000150964+0.00701348j 0.00203129-0.00148011j 0.00799455+5.01023e-05j 0.00178186+0.00101143j -0.00479119-0.00330484j 0.00271646+0.00128729j -0.00482977+0.00286904j -0.00206729+0.00413427j 0.00286594-0.00442727j 0.00271647+0.00848982j -0.000690899+0.000277774j 0.00351152-0.00494019j 0.00339041+0.00764083j 0.000601374+0.00402462j -0.00158646+0.00606279j 0.00114802-0.000646482j 0.00370061+0.00117155j 0.0020671+0.00161029j -0.00510254-0.00315731j -0.00113025+0.00177741j 0.00440829-0.00373724j 0.00215975+0.000311843j 0.00157044+0.00193476j 0.00171629+0.00467768j 0.0014155-0.00220966j -0.00226159+0.000107847j 0.00245908+0.000483938j 
-0.00159067+0.00118769j 0.000863257+0.000281837j -9.78457e-05-0.00146819j 0.0041194+0.000333184j -0.00127165+0.000463983j 0.000158122+0.00311788j -0.00123678+0.000568449j 0.0045993-0.00104029j 0.00163008+0.00475519j -0.00253955+0.000907173j -0.0100031-0.00596712j 0.00808389+0.00335179j 0.00553057+0.00657158j -0.00244332-0.000378475j 0.00731722+0.00954977j 0.00103127+0.000267107j 0.000939859-0.000213456j 0.000188212-0.000381891j 0.000562527+0.00206465j -0.00273964-0.00512429j -0.00260701+0.00174088j -0.000115207-0.000224502j 0.00159032+0.000746295j 0.000515674-0.000451236j -0.000580337+0.000742627j -0.00356705+0.000563155j 0.00213603+0.00291806j -0.000759238-0.00413834j -0.000637847+0.00120012j -0.00131819-0.0027805j -0.00347449-0.00321024j 0.00198534+8.56236e-05j 0.00186734+0.00281165j 0.00106386+0.00321956j 0.00215492-0.00392068j -0.00351731+0.00217707j -0.000861931+0.000959399j 0.00050896-0.00142952j -0.00151888-0.00182439j -9.03338e-05+0.000116318j 0.000432209+0.000242666j 0.000331786-0.00291478j -0.00187797-0.00231446j -0.000308384+0.00396544j -0.000795685+0.00207156j 0.000502446-0.000754662j 0.00145984-0.000792404j -0.000767985+0.00150526j 0.00100934-0.00479398j -0.00245399+0.00142802j -0.000551082-0.000589887j 0.00274622-0.00118743j -0.00221813-0.00119948j 6.83946e-05-0.000547j 0.00169057-0.000894012j 0.00119127-0.00287408j -0.000185108-0.000669593j -0.000140841+0.000515045j 0.00156459-0.00246335j 0.00148748+6.86714e-05j -0.00215904+0.0024379j -0.00192436-0.00178545j 0.00425526-0.00143832j -0.00229655+0.00117662j 4.41151e-05-0.00155346j -0.000521662-0.000144991j 7.34999e-05+0.0019489j 0.00384135-0.000315023j 0.00254584+0.00047683j -0.00372057+0.0020739j -0.00393292+0.0041503j 0.00046224+0.00108243j -0.0034521+0.00128417j 0.000892362+0.000148452j 0.0016745+0.0017666j -0.000208215+0.00283002j 0.00344819-0.00204647j -0.003919-0.000390962j 0.000294481-0.00174451j -0.00408246+0.00121474j -0.00264626-0.0015808j 0.00131174+0.00400498j -0.00565613-0.00297928j -0.00594233+0.00324854j -0.00670991+0.00149212j -0.00252939-3.34341e-06j -0.00144708-0.000524101j -0.00261971+0.000208587j 0.00292841+0.0009467j -0.00270915-0.000168938j 0.00866037+0.00237656j -0.000169304-0.00068648j 0.000195462+0.000578998j -0.00512366+0.000806719j 0.000470366+0.000447121j 0.00364986+0.00366555j 0.00013272+0.00280316j 
-0.000637924-0.00119638j -0.00318604+0.00184972j 0.00119789+0.00178626j 0.00125264+0.000377012j -0.00953516-0.00860301j -0.00479977+0.000620216j 0.00108673-0.00171904j -0.00617491-0.000880256j 0.00338398+0.00989689j -0.0075004-0.00848619j 0.00141309-0.000643991j -0.00314701+0.00218863j -0.00190164-0.00695118j -9.27481e-05-0.00122437j -0.00406817-0.00549273j -0.00180889-0.00203414j -0.000513489+0.0025301j 0.00132563+1.96814e-06j -0.00469266+0.00325873j 0.00243686-0.00215605j -0.000334336+0.005231j 0.00190545-0.000550907j -0.000146913+0.00273627j 0.00567766+0.00221743j 0.00062939+0.00135999j -0.00278666+0.00421008j -0.00183282+0.00264941j 0.00352383-0.0015773j 0.000751224-0.00426j -0.00440628-0.000776168j 0.00342143+0.00431782j 0.00321196-0.00135646j 0.00666819-0.00820344j 9.62091e-05-0.00186701j -0.00082081+0.00280544j -0.00185654-0.00280493j 0.00312103-0.00372163j 0.000189236+0.000344716j 0.00139075+0.00122513j -0.00337579+0.00107067j -0.00140737+0.000457532j 0.00355583-0.00138813j 0.000328272+0.00306565j -0.00375706+0.0011107j 0.0015879-0.00272153j 0.00203063+0.00304961j 0.00132885-0.00241222j -0.00678964+0.0033788j 0.000844299+0.000826866j -0.00137886+0.00102475j 0.00331754+0.00184132j 0.00271784+0.00047j 0.00349727+0.000873332j 0.00093936-0.00196099j -0.000206721+0.000156926j 0.00625475-0.000969857j -0.000507724-0.000127532j -0.00144235-0.00572069j -0.0018548-0.0021377j 0.00345263+0.000186057j -0.00391179-0.00333137j 0.0051994+0.00226164j -0.00187282+0.000268583j 0.000572457+0.00145429j 0.000189851+0.00179778j -0.00518523-0.00458727j -0.00149688+0.00113941j -0.00011055-0.00880435j 0.00238838+0.000281615j 0.00461473+0.00337111j -0.00226289+0.000243862j -0.00388278+0.0017904j -0.00399607-0.00377271j -0.00588795-0.000495542j 0.00170724+0.00154507j 0.00120317-0.00784156j 0.00486983-0.000636769j 0.000488448-0.000834755j 0.000488719+0.0023778j -0.00491768+0.00211491j -0.00367842-0.00120179j -0.000628633-0.00308481j -0.00180265-0.0014425j -0.00590091-0.000498848j 3.06959e-05+0.00169406j -0.00693286-0.000388397j 0.00265031+0.00126298j -0.00448277-0.00373453j 0.00277438-0.00394422j -5.55564e-05+0.000864605j 0.000128664-0.0028607j -0.00213537-0.00242543j 0.00217006-0.00099771j 0.00180909-0.0017348j 0.000108635-0.00179932j 0.00172975+0.001292j 0.00375661-0.00181814j 
0.00349066+0.000580641j -0.0040266+0.00184917j 0.00140848-0.00806336j -0.0008756+0.00389974j -0.00100163+0.0085207j 0.00149306-0.00544511j -0.00140082+0.00455736j -0.00248249-0.00264509j -0.00272306-0.00464093j -7.59874e-05+0.00514818j -0.00774886-0.0044943j -0.000727866-0.00504772j 0.0058054+0.00670923j -0.00369271-0.000922618j 0.00202157+0.00283523j -0.00406928-0.00388395j -0.00403432+0.00151773j 0.000552943-0.000879704j -0.00159359-0.00120063j 0.0044727-5.19186e-05j 0.0010777-0.00232315j 0.00393259-0.00197833j -0.0034977+0.000674887j -0.00381015-0.00155393j 0.00421839+0.00146382j -0.000734835+0.000326105j -0.000530183-0.00230435j -0.00273958-0.000736914j -0.00141896+0.00230941j 0.00183653+0.00511915j -0.00303721-0.00418836j 0.00350482+0.00020833j -0.000198773+0.00193527j 0.0012683-3.57723e-05j 0.00382762+0.00395251j 0.000530822+0.000417942j -0.000467151-0.000224197j -0.00247581+0.00186671j 0.000674878+0.00028182j 0.00141089-0.00132555j -0.00388175+0.00225163j -0.000964619-0.00147521j -0.0006155+0.000681231j -0.00207254+0.000481966j 0.00180988+0.0005179j 0.00137623+0.00105124j -0.00362698+0.000603199j -0.000432871+0.00494127j -0.00133364+0.000935291j -0.000666275-0.00482079j 0.000725306-0.00832258j 0.00085887-0.000883097j -0.000518167-0.00036888j -0.0046471+0.00324845j -0.00121716+0.00414751j 6.49393e-05-0.00450954j 0.00260225-0.00225203j -0.00245117+0.00223304j -0.0011116+0.00412433j 0.000921261-0.00224118j -0.0057414+0.00247929j 0.000440791-0.00615887j -9.58421e-06-0.000608139j -0.00326326-0.00168977j 0.000637489+0.00615534j 0.000344494+0.000466718j 0.00690851+0.00101091j -0.00391704+0.0041137j 0.000909401-0.0079599j -0.00145781-0.00324585j -0.00429386+0.00156494j 0.00111236-0.00272638j 0.00294691+0.000954287j 0.00394416+0.00153621j -0.000102788-0.00208102j -0.00740261+0.000270297j -0.003088-0.00317508j -0.00697119-0.00153151j 0.00679941-0.00127665j -0.000110767+0.00414275j -0.00294027+0.000847983j -0.000908711+0.00209547j 0.00207281-0.00322517j -0.00290421+0.00873607j -0.00291761+0.0017549j -0.00184906+0.00689767j 0.00318955+0.00206138j -0.00143957+0.00114806j -0.00271586+0.00259948j -0.000743172-0.001029j 0.00283156+0.00156958j 0.0021782+0.000458332j 0.00128189-0.00127919j -0.000336008+0.00124712j 0.000789957+0.000757709j 0.000710198-0.000725764j 0.00145488-0.00121596j 
0.00235572+0.000687302j 0.00134117+0.000317003j -0.00235671-0.00267416j -0.00184463+0.00106415j -0.00151267+0.0045527j 0.00398729-0.000853351j 0.00315169+0.00699384j -0.00853811-0.00543134j -0.00125699-0.00326831j 0.00430178+0.00853155j -0.006266-0.00470645j -0.00503436-0.0028141j 0.00573833+0.00464413j -0.00184-0.00144968j -0.000346889-0.00108159j -0.000256383-0.00133193j -0.00194666-0.00127664j 0.000660837-0.00185525j 0.00134259-0.000838389j 0.000458025-0.00140403j 0.00223347+0.000591577j -0.0014655-0.000380578j -0.000509434+0.000483088j -0.00390829+0.0018195j 0.00141777-0.000431969j -0.00047932+0.00549068j -0.00159762+0.000799672j -0.0040282-0.0011644j -0.000343891-0.00260425j 0.00709751+0.00346621j -0.0031197-0.000838838j -8.20832e-05-0.000857835j 0.00038705-0.00746062j 0.00157859-0.00113267j 0.000260688+0.00214552j 0.00103948+0.000436463j 0.00179627-0.00299365j -0.000921932-0.000518776j 0.00162771-0.000797929j -0.00271616-0.000917296j 0.00029603+0.00037088j -0.00126343-0.000566075j 0.000977467-4.11569e-06j -0.000411199+0.00258135j -0.00220521-0.00077584j 0.000886376-0.000298367j 0.00283511+0.000358288j 0.00270582+0.00236746j 0.000661417-0.00056767j 0.00298583+0.00177886j -0.00357685+0.000268096j -0.00327638-0.0050794j -0.00171121+0.0028327j 0.00309563+0.00285539j 7.95618e-06+0.000137925j -0.00218843-0.00283231j -0.00174667-0.000226202j 0.00144329-0.000402723j -0.000298853-0.00118349j -0.00138692-0.00398297j 0.00186688+0.00346246j -0.00186593-0.00168668j -0.00162415-0.00208777j -0.00112334+0.00296427j -0.000341653-0.00118506j -0.00562043+0.000699708j 0.000161702-0.00271348j 0.00323054-0.000578859j 0.00358207+3.85261e-05j -0.00577743+0.000869628j 0.00369519+0.00380563j 0.00143125-0.00063656j -0.00393284-0.00336102j 0.0008174-0.00133661j -0.000582965-0.00291517j 0.00331318+0.00515411j 0.00450638+0.00182065j 0.00103277+0.00451054j -0.00292512-0.00380252j 0.000739236+0.00476494j 0.000238508-0.00246251j -0.000650041-0.00205185j -0.00560394+0.0013824j -0.000534372+0.00175942j 0.00181699+0.00404045j -5.30687e-05-0.00093337j -0.00297597-0.00563633j 0.00100759+0.0034744j 0.00258141+0.00131121j -0.000743337-0.000588701j 0.00188357-0.00177847j -0.000430518-0.000867117j 0.00184424+0.00224545j -0.00104998-0.000503336j 0.000774047-0.00101639j 0.000316184-0.00152354j -0.000849144-0.00140704j 
0.00144906+0.00118255j -0.000180748-0.00144383j -0.00120858-0.00271186j -1.41509e-05+0.00674734j 0.0062908+0.0110919j -0.00270502-0.00660981j -0.00303216+0.00141588j 0.000311383-0.000903772j -0.0119105-0.00616077j 0.00631762+0.00673837j 0.000112721+0.00121919j -0.00841275-0.00331751j 0.00199367-0.00103229j -0.00346363-0.00233392j -0.00261269-0.000366709j -0.00185246-0.00286851j 0.00330417-0.000252951j 0.000152388-0.00343043j 0.00193064-0.00640196j 0.00332361+0.00429544j -0.000641689-0.0069376j -0.00178808+0.000155036j -0.00103586-0.00246028j -0.00798588+0.00368433j 0.000127104-0.00268897j 0.00119646-0.00145736j -2.74268e-05-0.00434159j -0.00310605+0.00528667j 0.000256084-0.000415866j 0.00600603+0.00448358j -2.16153e-05-0.00416426j 0.000143631-0.00147116j -0.00386707+0.000565705j 0.00326715-0.00300747j -0.00169971+0.00392649j -0.00125655+0.000523965j 0.00134175-0.00151591j 0.00018913+0.0021204j 0.00081229+0.00160523j -0.00254359-0.00176125j 0.00396966+0.000520612j -0.00140162+0.00339708j -0.00174428+0.00215586j 1.36425e-06-0.00157612j -0.000251373+0.000123302j 0.00145743-0.00275872j -0.00104291+0.00257895j 0.00430068+0.000111135j -0.00212627+0.00258004j 0.00222108-0.00310713j -0.00212599+0.0015016j -0.00537579+0.00406838j 0.00146732+0.000330103j 0.000416373+0.00111089j 0.00271603-0.000718326j 0.00338988+0.00399692j -0.00047974-0.00346507j 0.00271916+0.00340739j 0.00268993+0.0031844j -0.00311467+0.00377464j 0.0049945+0.00231119j -0.00157772+0.00193325j -0.00232322+0.00316144j -0.00247291+0.00360037j 0.00322821+0.000559102j 0.00105922-0.0011793j -0.00154791-0.00774679j 0.00435923+0.00142614j 0.00308353-0.00257505j -0.00440611+0.00534132j -0.003194+0.000800881j -0.00311661-0.00150567j -0.00198655-0.00187091j -0.000871757-0.00614577j -0.00530327+0.00160456j 0.00518746+0.00316793j -0.00099296+0.00342286j -0.000844923+0.0047877j -0.00145265-0.00368385j 0.00490742-0.00239638j -0.00605721+0.00348618j 0.00252185-0.000369033j 0.000932752+0.000160356j 0.00203108+0.00165375j -0.00301114+0.0015294j 0.00149178+0.000463008j -0.00339923+8.58171e-05j 0.000498944+0.000329351j -0.00102041-0.00112875j -0.00373964+0.00195537j 0.00517549-0.00327514j -0.000986568-0.00224921j -0.00102606-0.00215663j 0.0011932-0.00188948j 0.00296046-6.76118e-05j 0.000108703-0.0012505j 0.00304871-0.00153403j 
-0.000772944+0.00189037j 0.00472242-0.000447324j -0.00626906-0.00349683j -0.00220084+0.00602498j -0.00614971+0.0062401j 0.00469009-0.000312244j 0.00116917+0.00817812j -0.0046052-0.00576082j -0.00282105+0.00456813j 0.00180125+0.00719764j -0.00822865-0.00965621j -0.00341968+0.00224173j 0.00620328+0.00234448j -0.00443535-0.00219523j 0.000696793+0.00273321j 0.00392103+0.000335526j -0.000456512-0.00224451j 5.80113e-05-0.00174282j 0.002672-0.00468177j 0.000948415-0.00476466j 0.00188118-0.0011819j -0.000931489+0.00112567j -0.00151223-0.00195098j -0.00748872+0.00683695j 0.000248417+0.000204452j -0.00288774+0.00680579j 0.00139921+0.000422838j -0.00303445-0.00223107j 0.000406712+0.00169526j 0.0045939-0.0038585j -0.00588574+0.00318854j -0.00198121+0.000867949j 0.00145469-0.00464898j 0.000108742+0.000736009j 0.000951142-0.000670568j 0.00257313+6.09197e-05j -0.000783728+0.000573072j -0.000608555-0.00223991j 0.00392222-0.000195991j -0.00132336+0.00109119j 0.000919379-0.00331958j -0.00282162+0.00108756j -0.000129055+0.00236347j -0.00203704+0.00180368j -0.00310055-0.000865317j -0.000970679-0.00198746j 0.000892923+0.000302961j 0.00120676+0.00174673j 0.000680455-0.00313645j 0.000674863+1.8298e-05j -0.00236491+0.00524048j 0.000136069-0.00151887j 0.000793539+0.00502126j 0.00377317+0.00120355j 0.000409335-0.0022967j -0.00123096-0.00453421j 0.000327297+0.00237355j 0.00208531-0.00437237j 0.00235272+8.54303e-05j -0.00227475-0.00264309j 0.00478064-0.000850668j 0.00198519-0.000715788j -0.000391878+0.00167914j -0.00198007+0.000227729j 0.00272266-0.00119002j 0.00685796+0.00854836j 0.000899601-0.000232047j 0.0035159-0.00377391j -0.00433365-1.37337e-05j -0.00288378+0.00111276j -0.00254328-0.000277247j 0.00033125+0.00104594j -0.000951637+0.00395983j 0.00127106+0.00408099j -0.00189584-0.00415289j -0.00328417-0.00111255j -0.00334603-0.00309426j -0.00048286+0.000511005j -0.00140022+0.00168974j -0.00193872-0.000284805j 0.00376176+0.00165388j 0.00373311+0.0018231j -0.00112554+0.00720769j 0.0036527+6.77129e-05j -0.00118279-0.00582419j 0.0018917+0.00327894j -0.000543671+0.00296466j -0.00030876-0.000529449j 0.00404311+0.00273318j -0.000721172-0.00227919j 0.00023536+0.000370366j -0.000527492+0.00099162j -0.00152668-0.00223987j 0.000946109+4.33214e-05j 0.000614426+0.00137304j 0.000661961-0.000873744j 0.000493691-0.000403012j 
