-0.00774753+0.00594094j -0.00979207-4.9644e-05j 0.00737114-0.0025076j -0.00612511+0.000402227j 4.25824e-05-0.000860115j -0.00765899+0.00397203j -0.00975904+6.30173e-05j 0.00685037-0.00197632j 0.00155153-0.00396138j -0.000682351+0.00134499j 0.00851417-0.001424j -0.00861403+0.00207884j 0.00383041-0.00260695j -0.00779755+0.00405665j -0.00670874+0.00176488j 0.000287108+0.0013247j -0.00558451+0.00351913j 0.00411812-0.000134802j -0.0023329-0.000864861j 0.00969217-0.00379894j 0.00609889+0.00208894j -0.00168144+0.00261197j 0.000436392-0.000846051j 0.00964059-0.00117709j -0.00581184+5.83497e-06j -0.000913176+0.0019689j -0.00952191-0.000692065j -0.00317829+0.00114647j 0.00351432-0.000519667j 0.0114518-0.000109782j 0.0011969+0.00248564j -0.0104551-1.72129e-06j -0.00195611-0.000939303j 0.00718669+0.00129683j -0.002702+0.00255376j 0.00102404-0.00327148j -0.00495514-0.00289868j 0.000379887-0.000248774j -0.00549816+0.00130661j -0.00433446-0.00205889j 0.010183+0.0037579j -0.00117891+7.56135e-05j 0.00436843+0.00342865j -0.00233901+0.000403925j 0.00935414+0.0015244j 0.000535842-0.000748723j -0.00123644+0.00084991j -0.0062195-0.00549816j 0.00437204-0.00203301j -0.00337923+0.00118038j -0.00818435-0.00364091j 0.00393309+0.00181376j 0.0069451+0.00368878j 0.00158884+0.00126186j -0.0114311-0.00143337j 0.00474645+0.00685971j 
-0.00227782-0.00125043j -0.00333926+0.00240092j -0.00639523+0.00311607j -0.000909625-0.000729528j -0.00181744-0.000782847j 0.00262655-0.00322697j -0.00140684-0.00156473j 0.00502208-0.00296887j -0.00204052+0.00250867j -0.000677823+0.00186644j -0.000357479-0.00156129j 0.00303598-0.00160644j -0.00183653+0.00116719j 0.000135467+0.00103161j 0.00816888-0.00363038j -0.00342794+0.0018369j 0.00357724-0.00198617j -0.00542697+0.000175624j 0.00663152-0.00130171j -0.00333044+0.00250565j -0.00193571-0.000909525j -0.00228035+0.00152762j 0.00120312-0.00117545j 0.00811597+0.000547205j -0.00136832+9.46621e-05j 0.00054543+0.00273328j -0.00542326+0.000469131j -0.000925784-0.00165632j -0.000809565+0.00151021j 0.00260887-0.0011459j 0.00592592+0.00203467j -0.00159362+0.00119415j -0.0036155-0.000242951j 6.09864e-05+0.0011302j 0.00369963+0.00121192j 0.00519177-0.00111421j 0.00468114+6.55648e-05j -0.000538967+0.00129882j -0.000212783+0.00214775j 0.00195178+0.000598755j -0.000321713-0.000384809j -0.000809832-0.000122074j -0.000710275+0.00107038j 0.00152693-0.00019224j 0.00402102-0.0020229j 0.00471688-0.000440287j -0.00286776+0.000751847j 0.00431631+0.000706132j -0.00411345-0.000752979j -0.00472312+0.00137437j -0.00209488+0.000405904j 0.00116735+0.00074726j 0.00404218-0.000759394j -0.00403199-0.00137786j 0.00130161+0.000948162j -0.00191167+3.68708e-05j 
0.00100862+1.64335e-05j 0.000742095-0.00137876j -0.000717529-0.00131983j 0.000554995+0.000193236j -0.000968491-0.00064115j -0.000489572+0.00167546j 0.00040322+0.000393588j 0.00163527+0.00223015j -0.00316568-0.00179011j -0.00208015-0.00156389j 0.00293697-3.23768e-05j -0.00240512+0.00127569j -0.000746-0.00152015j -0.00339041-0.00145871j 0.00313685+0.00377011j -0.00120892-0.00240723j 0.00102703+0.0023194j 0.00380181-0.00061401j 0.00273495+0.00245219j -0.00239842-0.0013696j -0.00128907-0.000793337j 0.00133603-0.00129032j 6.37356e-05+0.000428243j 0.00250934+0.00344875j -1.18667e-06-0.000541053j -0.00137739-0.000557844j -0.00111482-0.00202923j 0.00460726+0.00125122j -0.00119284-0.000162821j -0.00017488+0.000506882j 0.0019169+0.00246859j -0.00032561-0.000507435j -0.00257547-0.000759386j 0.000136-0.000754739j 0.000691361+0.00219311j 0.000819755+0.00321833j 0.00157869+0.00233991j -0.00109176+0.000236121j -0.000818091-0.000785119j 0.00204134+0.000954463j -0.000961781-0.000562301j 0.00180958+0.000629358j 0.00131172-0.000150742j -0.000709269+0.000138259j 0.000273857+0.00237219j 0.00138915+0.00266376j -0.00189355-0.0013162j 0.00181722+0.00121186j 0.00128714-0.00128749j 0.00129899-0.00153208j 0.000327437-0.00163966j -0.00013426-0.000505284j -0.000732455+0.000317624j 0.000160443-1.50096e-05j -0.00055516-1.71836e-05j 0.000177783-0.000912015j 
0.0006755+0.000514176j -0.00077477+0.000232319j 0.00130766-0.00133486j 0.00290675-1.81354e-05j 0.00127688+0.00113867j 0.00119768+0.00061871j 0.00226335+0.000306783j 0.00065918+0.000123685j 0.000389273-0.000441422j -7.47671e-05-0.000773668j 0.000251093+0.00114184j -0.000988556-0.000166458j 0.000430401-0.000413571j -0.000682391+0.000572381j 0.00310856+0.00321292j -0.00184553-0.00100501j -0.000129486+0.000773291j 0.00141354+0.000727228j 0.0018532+0.00212486j 0.00133772+2.08341e-05j -0.002507-0.00150897j 0.00118918-0.000935148j 0.000529112+0.000140011j -0.000138136+0.00217633j 0.000342652-0.000725339j 0.00144825-0.00174721j 0.000123766-0.0016593j 0.00193886+0.000926839j -0.000275116+0.000132433j -0.00169238+0.000188465j 0.000771958+0.00179502j 0.000365423-0.000626292j 0.00287901-0.000856448j -0.000952396+0.00109705j 0.0010322+0.00235801j 0.00133945-0.000424099j -0.000602142-0.000798599j 0.00110427+0.00250399j -0.00204333+0.000503718j -0.00214007-2.9098e-05j 0.00167495+0.000161615j -0.00311295-0.00126879j -0.000466135-0.000891177j -0.000168385-0.000573186j 0.00073646-0.000606129j -0.00180975-0.000625246j 0.00171713-0.00102221j -0.00158004+0.00155859j -0.00145789+0.000980108j -0.00150894-4.04279e-05j -0.00124008+0.000443185j -0.000921414+0.000600618j 0.000495804+0.0022253j 0.00194229-0.000232926j 0.000590961-0.000157326j 0.000122655+0.000719953j 
-0.00123384+0.000561951j 0.00181994-0.000333873j -0.00348102-0.000485546j -0.0020323-0.00143956j -0.000409681-0.00200503j -0.000539254+2.32997e-05j -0.00116688-0.000503623j -0.000606295+0.000354622j -4.98219e-05-0.00015466j 0.000296971-0.000470564j 0.00102806-0.0008607j -0.000154199+0.000421497j 0.00012341-9.61215e-05j 0.00100484-0.000246654j 0.00100455+0.000190202j 0.00108744-0.000806483j 9.20099e-05+0.000217191j 0.00035312-0.000166298j 0.000553424-0.000363173j -0.00112022-0.000406669j -0.0001793+0.000671599j 0.000968293-0.000487778j 0.00112087-0.000252865j 0.00127341+0.000615974j 0.000473414+0.000338852j -0.00182952-0.000294305j -0.00131675+2.03854e-05j -0.00174339+0.00064452j 0.00138228+4.95665e-05j 0.0019582-6.71137e-05j 0.000287736+0.000417126j -2.18857e-05+1.43592e-05j -0.000809917-0.00109413j 0.000949623+0.000985616j 0.000144548-0.000339638j 0.000451431+0.000167833j -0.000225213+0.000534107j 0.00136007+0.00129716j 0.00213609+0.000386302j -0.000368009+0.00112175j -0.0005523-7.5814e-05j -0.000558101-0.000163301j -0.00171142-0.000344091j 0.000152298+0.000205962j -0.0027025+0.000534698j -0.00104487+0.00190976j 0.000543658-0.00162421j 0.000179658+0.00170761j 0.000700908-0.000213456j 0.000342421+0.000818509j 0.000832583-0.000225002j 0.000415553+0.00208652j 0.00166368-0.00139666j -0.00245526-0.00024248j -0.000255566-0.00110664j 0.00187119+9.48855e-05j 
0.00265499-0.00126005j -0.0059979-0.00106471j 0.00778624+0.0025037j 0.00359787+0.00110609j 0.00211026+0.000862234j 0.000838143-4.70186e-05j 0.00340658+0.00207206j 0.000275142+0.0018887j 0.00171475+0.000787708j -0.00144728+0.00151812j -0.000192599-0.000597666j -0.00086072+0.00168864j 1.94531e-05-0.000666811j 0.00119352+0.000861347j 0.00170162+0.0011722j -0.00291464+0.000522266j 0.000150428+0.000482366j -5.76722e-06-0.000817029j -0.00287622+0.000217111j 0.00282204+0.000529376j 0.00210425-0.000190343j -0.00429917-0.00154906j -0.00270429-0.000164978j -0.00289922-0.00111563j -0.00144968-0.000608752j 0.00190277-0.0011088j 0.000638934+0.000559721j 0.00456183+0.00239547j -0.00165333-0.000274134j -0.00220693-0.000432063j 0.00199366+0.00050474j 0.000615034-0.000354896j 0.00300164+0.00068418j -0.00209632-0.000674348j 0.00470289+0.00196577j -0.000733339+7.68203e-05j 0.000103447-0.000501531j -9.38742e-05-0.0019967j -0.00371715-0.0030374j 0.000458463+0.00077445j -0.000481213-0.00243061j 0.000968905+0.00297754j 0.00109181+0.000798755j -0.00348087-0.000530763j 0.00254362+0.00352246j 0.00171484+0.000866057j -0.00364672+0.0015882j -0.000211646-0.00294252j 0.00216564+0.00194061j 0.000277819-0.000546898j 0.00127296-0.000199394j -1.97281e-05-0.00244972j -0.00050164+0.00234857j 0.00189927+0.00101927j -0.00165455+0.00290269j -0.00383149-0.00159848j 
-0.00331939-0.00109165j 0.000446586+0.00190497j 0.000352868-0.0010979j 0.00199228+0.00340831j -0.00170805+0.00110376j 0.00135003+0.00237276j 0.00230766+0.00237506j 0.0018418-0.00102081j 0.00149922+0.00307458j 0.00215587+0.00165279j -0.00264836-0.00154716j 0.00193132+0.000816337j 0.00045653+0.00223273j -0.000365255+0.00183609j 0.000731733+0.00120665j -8.15894e-05-0.000425298j -0.000376043-0.00222574j -3.98107e-05+0.000116468j 0.000582445+0.00294791j 6.99727e-05+0.00283608j -0.00113509-0.00485239j 0.00189302+0.00317694j 0.0011632+0.00153628j -0.000420237-0.000215913j 0.000656532+8.89465e-05j 0.00100927+0.00133897j 0.00089546+0.000719117j 0.0026879+0.000217326j 9.81284e-05+0.000310902j -0.00116216-0.00196388j -0.00019424-0.000636341j 0.000775701-0.000486224j 0.00288333+0.00381693j -0.000587225+0.000452482j -0.00245314-0.00275075j 0.00194125-0.00273463j 0.000254862-0.0055463j -0.00044384-0.000188346j -0.00412827-0.0040952j -0.00161102-0.00398121j 0.000454844+0.00442304j -0.00162556-0.00630344j -0.000741018+0.000389865j 0.00213112+0.00163997j 0.00533185+0.00142611j 0.0019247-0.00597371j 0.00277522+0.00540804j -0.00501729+0.00224146j -0.00361598-0.00228844j -0.00238056-0.00151977j -0.00337657-0.000966769j -0.00405364+0.00251736j -0.00248974+0.00120881j 0.00210715+0.00144454j 0.00381158+0.00168994j -0.000830827+0.00304654j 
-0.0035133-0.0016297j 0.00203094-0.000398247j -0.00294565+0.00107405j -0.00240513+0.000195689j -0.00342477-0.0041246j 0.000345842+1.88252e-05j 3.68233e-05+0.00098077j 0.00215049+0.00175955j 0.000628266+0.000826966j 0.00135186-5.36441e-05j -0.00141963-0.00223204j 0.00175965+0.0021126j 0.000628418-0.00022058j 0.00163907+0.000202306j 0.000792903-0.00237665j 0.00129363+0.000755839j -0.00181717-0.000383021j 0.00146689-0.00264249j 0.00231355-0.000505045j -0.000587065+0.000313712j -0.00225782+0.000364316j 0.00347332-0.000134213j -0.000108031-0.00190293j 0.00088489-0.000320213j -0.000301778+0.000112242j -0.000262578+0.000705733j -0.00154828+0.00143016j 0.00225874+0.00139418j 0.000461496+0.000173464j 0.000513698-0.000412596j 0.00155648+0.000415874j -0.0010738-0.00130813j -0.00110171-0.00224527j 0.00226964-0.00305369j -0.00419995+0.00114799j -0.0024078+0.00127003j -0.00206719-3.87967e-05j -0.000378628-0.00556551j -0.00250462-0.0037976j -0.00128526+0.00409098j 0.00338154-0.00187477j -0.00535497+0.00643842j -0.000913653+0.00421375j 0.0019709+4.19526e-05j 0.00139829+0.00560072j 0.00315683+0.00170652j -0.00417256+0.00108939j 0.0035659+0.00162322j 0.000727926-0.00170207j 0.00313199+0.000672657j 0.00179152-0.00132833j 0.00191165+0.0035553j -0.00142313-0.0031219j -0.00238772+0.00107024j 0.00194583-0.000315297j -0.00128556-0.00122527j 
2.41068e-05+9.4284e-06j 0.000372656+0.000807662j -0.00126439-0.0013714j -0.000651052-0.000812782j 0.000851691-0.000959363j -0.000765892-0.00015278j -0.00161592+0.00115404j -0.000199353-0.000543234j -0.00265333-0.000183915j -0.000407699+0.000431137j 0.00138091-0.000388561j -0.000907285-0.000662826j -0.00123839+0.00126862j -0.00296105+0.000218855j -0.00176403+0.00104496j 0.00191207-4.60601e-05j 3.34296e-06-0.000145728j 1.5576e-05+0.00204096j -0.000121331-0.000218235j -0.00219821+0.000199865j 0.00125391-0.000321755j 5.62581e-05+0.00227808j -0.000170988-0.000370585j -0.000545712+0.000398787j -0.000192975-0.000288359j -0.000455677-0.000172053j -0.000126367-0.00134214j -0.00271635-0.000412567j 0.000405023+0.00262609j 0.00075003+0.00133598j -0.00202909+0.000305082j 0.000455509+0.00014531j -0.00352031+0.000916049j -0.00157038-0.00132379j -0.000967923-0.00174432j 0.00105431+0.000425339j 0.00482104-0.000614659j -0.00125776+0.00219817j 0.0026144+0.000938309j 0.000843285-0.00219019j -0.00223653+0.0012154j 0.00333224-0.00190558j 7.81939e-05-0.00167354j 0.000537684-0.000653428j -0.00212879-0.00227045j 0.00115625-0.000817275j 0.00188533+0.000236095j -0.00386514-0.00150447j -0.000542569-0.00158859j -0.000836791-0.000433476j -0.0010843-0.000686356j -0.00407805-0.00147049j 0.00132165-0.000946286j -0.000402114+4.65028e-05j 0.000866275+0.000910993j 0.00135146+0.000169332j 
0.00327515-0.00262386j 0.0015359-0.00265036j -0.00334188+0.00426966j -0.00550533+0.00594503j -0.00155973+0.00153499j -0.00273891+0.0025563j -0.00668077+0.00298824j -0.0010676+0.000947359j -0.00501523+0.0040011j -0.00250858-0.000525841j 0.00222791-0.000516288j -0.00294352+0.000540143j -0.00184687+8.36776e-05j -0.00461816+0.00174084j -0.00378363+0.000865783j 0.000272701-0.00110892j 0.00211424-0.0021546j 0.0029399+0.000457251j -0.000984292-0.000208046j -0.00391362+0.00109046j 0.00315393-0.000912091j 0.00138075+3.58911e-05j 0.000740681-0.000817194j 0.00282455-0.00237428j 0.0014828-0.000607295j -4.20797e-06+0.00358968j -0.00075292+0.00024442j -0.00466949+0.00471253j -0.000522198-0.0029779j 0.00188406-0.00218346j -0.00141422+0.00193881j 0.00134357+0.00151463j -0.0033594+0.0052143j 0.00353008-0.00116777j -0.00460466-0.000172183j 0.00071824-0.00110244j 0.00372384+0.000564994j 0.00481403-0.0034007j 0.0104987-0.00788839j 0.00112601-0.00340625j 0.002351+0.00368035j -0.00224187-0.00517007j -0.0021088+0.00139644j 0.00061486-5.95173e-05j -0.00705744+0.00661515j 0.00321855+0.00338031j -0.00848709-0.00390534j 0.00230432-0.00313115j -0.00185618-0.00274741j 0.00143741-0.00109867j 0.000743701-0.000313858j 0.000206007-0.00402331j -0.00606048-0.00412234j 0.000430717+0.00119015j -0.00230937+0.0020937j -0.00215148-0.00556843j 
0.00369399-0.00162194j -0.00552946+0.00585969j 0.00607774-0.00452203j 0.00234673-0.00203091j 0.00493509-0.00117431j -0.00309311+0.000191107j 0.00029939-0.00146778j -0.00120728+4.06228e-05j -0.00359908-0.00295906j -0.00260952+0.00277271j 0.00386148-0.00172263j -0.0028593+0.000435364j -0.00314317+0.00125877j -0.0039064-0.0020558j 0.000894767-0.00339234j -0.00115782+0.00316856j 0.00240417-0.00111672j 0.00284778+0.00362295j -0.0029537+0.00312915j -0.00130308-0.00145109j 0.00408067-0.00282498j -0.00698449+0.00834139j -0.00203054+0.00268118j -0.00326725+0.00305417j -0.00123764+0.000767759j -0.00174639-0.00139316j 0.000703991-0.000876012j 0.00245658-0.00141658j -0.0014661+0.00197488j -0.000903081+0.00257365j -0.000432754-0.000940303j 0.00139067+0.000934067j 0.000982051-0.004272j 0.00155083+0.00196923j 0.00230421-0.0116731j -0.00016709-0.00272108j 0.00395141+0.000685191j 0.00668248-0.00527117j 0.00652861-0.00012904j -0.000797517-0.00200023j -0.0027264+0.00212204j -0.00225104-0.00405244j -0.00662685-0.000652016j -0.0024307+0.00411041j -0.00239136+0.000812874j 0.00733013+0.000685018j -0.0066466+0.00184818j -0.00867443-0.00255286j 0.00790412-0.00085224j 0.00100639-0.000335759j 0.00101898-0.000652175j -0.0098946-0.0054793j 0.00138387-0.00092069j 0.000179282-0.00302889j 0.00401222+0.00680086j -0.000351429-0.000771852j 
-0.00366259-0.000799398j -0.00211104+0.000864103j 0.00222769-0.00115904j -0.00178093+0.00121323j -0.00442512-9.97369e-05j -0.00099471-0.000134067j 0.00136915+0.00164929j 0.00439549-0.000880661j 0.000173047-0.000661484j 1.78095e-05+0.000739703j -0.000916269-0.000497608j 0.00273384+0.000324938j -0.00214007-0.000155455j 5.13712e-05-0.0013519j -0.000444372+0.00201497j 0.00167202-0.000640685j 0.00159063+0.0024684j -0.00346252-0.000594608j -0.00200557-0.000270511j -0.00212671-0.00101927j 0.00366587+0.000693554j -0.00307585-0.00252127j -0.00246983+0.000720034j -0.000506086-0.000120117j -0.000467113+0.000836037j -0.000537451-0.00292617j 0.000514226+0.000993136j 0.001305+0.00152728j 0.000261885+0.000732682j 0.000494712-0.000442317j 0.00119056-0.00179798j -0.000123936-0.00031418j -0.00324525+0.00235684j -0.00438265-0.000394132j 0.00718+0.00190234j 0.00618492+0.00378835j 0.00740031-0.000326801j -0.00360281+0.00625083j -0.00158514+0.00250891j 0.00545379-0.000352854j -0.00718371-0.00399487j 0.0108506+0.00152496j 0.00285634-0.00520835j -0.00253702+0.00111936j 0.00497393+0.00231073j 0.00752764+0.000142063j -0.000293006+0.00738574j -0.00557439-0.00984108j -0.00174513-0.000994386j -0.00120959-0.00440171j -0.00300755-0.00567973j -0.00247576-0.00692039j -0.000565184-0.000948417j 0.00056867+0.00337851j 0.000192477+0.00325634j -0.00253132+0.00495142j 
0.000651238-0.00173096j 0.00310667-0.00059608j -0.00318055+4.1277e-06j -0.000155687+0.000421147j 0.00224326-0.000422567j 0.000623825+0.000664886j -0.00334552+0.00101914j -0.00101225+0.000278234j 0.000453162+0.00278551j -0.000422319-0.000928899j 0.00111437-6.67328e-05j -0.00143503+0.000966726j 6.16469e-05-0.000116095j 0.000248666+0.00371521j -0.00170315+0.00163944j 0.000382409+0.000327481j -0.00161504-0.00214389j 0.00232692-0.00291543j 0.0017868-0.000684414j 0.000170413+0.000513573j -0.00336245-0.000699907j 0.00379915-0.00189803j 0.0021518-0.001408j 0.000578192-0.000451185j 0.000260252-5.82281e-05j 0.00201607+0.000142193j -0.000642242-0.000901651j -0.00328947+0.000725004j -0.00240777+0.000599078j 0.000971877+0.00068643j 0.000259927+0.00229761j 0.00029793+0.000131512j 0.000778684-0.00103833j 0.00148451-0.00121031j -0.00580722+0.00546845j -0.00272479+0.00197022j -0.000812364+0.000731756j -0.00624611-0.00248369j -0.00224294-0.0038972j -0.00393578+0.000702292j 0.005653-0.00120674j -0.00640253+0.00322535j 0.00237725+0.00250029j 0.00245112-0.000576085j -0.00367329+0.00188703j -0.00389037-0.000299689j -0.000233746-0.000914005j 0.00340999+0.00168918j -0.00300645-0.000205709j 0.00137108+0.00193823j 0.00197996+0.00195519j 0.000978147+0.00277092j -0.000625548+0.00291519j -0.0024316-0.0020463j 0.000146129-0.00381934j -0.00176064-0.00177022j 
0.00441018-0.00170063j -0.00153067+0.00161449j 0.00287412-0.00166569j 0.00345465-0.00292918j 0.00450416-0.00220851j 0.0008978-0.00122312j 0.00150603+0.000891448j -0.003646+0.000442588j 0.0010615-0.00171056j 2.86639e-05+0.00239439j 0.000986549-0.00136035j -0.00257269+0.00249161j 0.00274351+0.00278399j -9.10472e-05+0.00114248j 9.42139e-06-0.00146284j -0.0017922+0.00176017j -0.00303669-0.000639898j 0.00273696-0.000351262j -0.000985755+0.000964376j 0.00370926-7.55587e-05j -0.00221507-0.000827248j 0.00165685+0.00526993j 0.000518883+0.00073037j -0.00314671+0.00248318j -0.000723937-0.000223694j 0.00243344+0.0011497j -0.000284488-0.00156666j -0.000746037-0.00182684j 0.000238482+0.00314188j -0.00103874+0.0013771j -0.000900507+0.00166693j 0.00171059-0.000666905j 0.000808097-0.00339465j -0.000366668+0.000413589j -0.00368466-0.00187859j -0.0060664+0.000144218j -0.00115986+0.00041435j -0.00217744-0.00207779j -0.00369499-5.39409e-05j -0.00564721+0.0015252j 0.00511428+0.000387482j -0.00573274+0.00121954j 0.00269025+0.00274632j -6.94972e-05-0.0012807j -0.00304765-0.00208986j -0.00482324+0.000509672j -1.53031e-05-0.00197118j 0.00297844+0.00593385j 0.000215538+0.000651232j 0.00240166+0.000272595j 0.00296861+0.00236271j 0.000435547+0.00303254j 0.00255722+0.00418079j -0.00209283-0.00449889j 0.000157374-0.000805173j -0.00163145-0.00205608j 
-0.00141668+0.00145181j 0.0016075+0.0007133j 0.000973264-0.000588998j 0.0039704-0.000212635j 0.00186019+0.00208169j 0.00263409+0.000608625j -0.00115729-0.00332854j 0.00132748+0.000429162j 0.00214434-0.00119424j 0.000367615-0.00173031j -0.00183912+0.00152728j 0.00159791-0.000932184j -0.0019283-0.00352542j 0.000425826-0.00340929j -0.00194404-0.00325564j -0.000351042+0.00185068j 0.00057347-0.00132327j -0.00219742-0.00264584j 0.00373735-0.000384113j 0.000120754-0.00127592j -0.00289417+0.000437264j -0.00151111-0.00146579j 0.00144319-0.000871617j 0.000624616-0.00262398j 0.00131354-0.000424495j -0.000547513+0.000922616j 0.00273215-0.000158364j 0.000765036-0.00631791j -0.00599009+0.000131444j -0.00268674-0.000171991j 0.00023281-0.00312005j -0.000541608+0.00173332j 0.000289984-0.00396747j 0.00139683-0.00325548j 0.00075605+0.00126673j -0.000536851+0.00326641j -0.00127523+0.00781192j -0.00772032-0.00471944j -0.00533984+0.000646265j 0.00332054+0.00103591j -0.00161155-0.0033861j 0.0017144+0.00672208j 0.00194998+0.00292876j 0.00248238+0.00186788j 0.00772699-0.00389434j -0.000769747-0.00253935j 0.00443594+0.00726146j 0.000913963-0.00439384j 0.00209087-0.00390894j -0.00157506-0.000109581j -0.000667957-0.00316973j 0.00354489-0.00311699j 0.000860879+0.00461848j -0.000224754+0.00143886j -0.000502197-0.000906358j 0.00222779+0.00406508j 
0.000990254+0.00126201j 0.00082267+0.000419429j -0.000556129-0.000322806j -0.00171766-0.000123505j -0.00520738+0.000790256j -0.00107258-0.00106087j 0.00380986-0.000345656j -0.00295013-0.000409257j -0.004712-0.000909002j 0.00319186+0.000209766j -0.00247153+0.000816294j 0.00211649-4.46665e-05j 0.00650655+0.00122255j -0.00466677-0.00166204j -0.00294114-0.0027275j 0.00139228-0.000258547j -0.00139105+0.00227677j -0.000123973+0.00112091j -0.00225373+0.000762335j 0.000530833-0.00171994j 0.00223659+0.00141907j 0.00650362+0.00103725j 0.00196663+0.00145646j 0.000803075+0.00395687j -0.000171857+5.50551e-05j 0.00107867+0.00111398j -0.000190693+0.00134538j -4.38001e-05-0.00300334j 0.0073208-0.00132183j 0.000169557+0.000357994j -0.00259365-0.000412871j -0.000676887-0.000264987j -0.00500694+0.000871542j -0.00157634-0.000860199j -0.00384354-0.000476139j -0.00169484-0.00110453j -0.00182499-0.000368836j 0.00494095-0.00112564j 0.00149823+0.00266214j 0.0043858+0.0036217j -0.000318325-2.1045e-06j 0.00608477+0.00440394j 0.00046111+0.00305359j -0.000232725-0.0036611j -4.56649e-05-0.00276904j 0.000510093-0.00197762j 0.00312594+0.00250811j 0.00355972+0.00364925j 0.000211556-0.00241981j -0.00137275-0.00668136j -2.0819e-05-6.25418e-05j 0.00124953+0.00296173j 0.000167728-0.00108345j -0.000847547+0.00268837j 0.000710864-0.000900535j 0.00153505-0.000608441j 
-0.00333516+0.00443783j -0.00105032-0.00275623j -0.00255254+0.00138783j -0.00279552-0.000906342j -0.00211532+0.00167609j -0.000157424-0.00309573j 0.00230145-0.00376062j 0.00210861-0.00147809j 0.00229267-0.00351448j 0.00143997-0.00353142j -0.000170993+0.00421533j 0.00163905-0.0046904j 0.000929379-0.00351258j 0.00468521-0.00427013j 0.00769656-0.000423304j -0.00154839-0.000966931j 0.00204305+0.00225529j -0.00128807+0.00547647j 0.000899861-0.0012202j 0.000692458-0.00107242j 0.000702742+0.00245156j -0.00353688-0.00407045j -0.000249151-0.00175039j 0.000479494-0.0038934j -0.000883932-0.000443991j -0.00180067-0.00182047j -0.000215376+0.00035792j 0.00444659-0.000469692j 0.000222086-0.00254351j -0.00170685+0.000774791j 0.000859822-0.00193836j -0.00322382-0.00193517j 0.00548568+0.00123422j 0.00342995+0.00190672j 0.00442574-0.00325543j 0.00137989-0.0045443j -0.00608668-0.00338575j 0.0112881+0.0056612j 0.00311206+0.00888246j -0.000809788-0.00225719j -0.00110353+0.00402714j -0.00463019-0.00865844j -0.00474687-0.00810632j -0.00113598-0.000951081j -0.000943514-0.00576512j -0.00182986+0.00481721j 0.00109791-0.0124951j 0.00389615-0.000444102j 0.00328974+0.00902425j -0.00079645+0.00691383j -0.000964464+0.00459149j 0.00434971+0.000230182j 0.00062219-0.00570315j 0.00233705-0.00110185j -0.00222483+0.00206415j 0.006667-0.000367587j 
0.000510515+0.00203122j -0.000179565-0.00380612j -0.000844493+0.00433976j -0.000618766+0.00233717j -0.00326354+0.00106467j -0.00028182-0.000551938j 0.00207009+0.00301006j -0.00185316-0.00219799j -0.00148386-0.00274685j 0.000631997+0.000370503j -0.00175842+0.0015557j -0.000430453+0.000170335j 0.00257248+0.0030582j -0.00101485-0.00348287j -0.000879904-0.00210691j -0.00052607-0.000167017j -0.00032317+0.0001448j -0.000107118+0.000714341j -0.00083121-0.00227859j -0.000316112+0.00111925j 0.000582987+0.00486135j 0.00108673+0.000537695j -0.000804801-0.000906827j 0.00188214-0.00311996j 0.00267032-0.00223372j -4.55321e-05+0.00271167j 0.00271733-0.00114497j 0.00111508-0.000634625j -0.000629124+0.00169344j -0.000898089-0.000433114j -0.00264321-0.00174618j -0.00066855-0.000362495j -0.00188871-0.000989558j -0.00135807-0.00530292j 0.000460677+0.00127754j 0.00205498-0.00206889j -0.00222872+0.00127212j 0.00152601+0.00174545j 0.00219024+0.00304403j 0.000754738+0.0042666j 0.000171065-0.00246074j -0.000622883+0.00596319j -0.0010792+0.000953171j 0.00257383-0.0055589j 0.00290463-0.0018725j -0.0020472-0.000872707j -0.00185638-0.00108495j 0.00104443-0.000289346j 0.00100884+0.00166343j 0.00177204-0.00432181j -0.00101833-0.000379628j 0.00322408-0.0002256j -0.00160106-7.64076e-05j 0.000465576+0.000757845j -0.00383684+0.000531792j 0.00121676+0.000300379j 
