-0.00774753+0.00594094j -0.00979207-4.9644e-05j 0.00737114-0.0025076j -0.00612511+0.000402227j 4.25824e-05-0.000860115j -0.00765899+0.00397203j -0.00975904+6.30173e-05j 0.00685037-0.00197632j 0.00155153-0.00396138j -0.000682351+0.00134499j 0.00851417-0.001424j -0.00861403+0.00207884j 0.00383041-0.00260695j -0.00779755+0.00405665j -0.00670874+0.00176488j 0.000287108+0.0013247j -0.00558451+0.00351913j 0.00411812-0.000134802j -0.0023329-0.000864861j 0.00969217-0.00379894j 0.00609889+0.00208894j -0.00168144+0.00261197j 0.000436392-0.000846051j 0.00964059-0.00117709j -0.00581184+5.83497e-06j -0.000913176+0.0019689j -0.00952191-0.000692065j -0.00317829+0.00114647j 0.00351432-0.000519667j 0.0114518-0.000109782j 0.0011969+0.00248564j -0.0104551-1.72129e-06j -0.00195611-0.000939303j 0.00718669+0.00129683j -0.002702+0.00255376j 0.00102404-0.00327148j -0.00495514-0.00289868j 0.000379887-0.000248774j -0.00549816+0.00130661j -0.00433446-0.00205889j 0.010183+0.0037579j -0.00117891+7.56135e-05j 0.00436843+0.00342865j -0.00233901+0.000403925j 0.00935414+0.0015244j 0.000535842-0.000748723j -0.00123644+0.00084991j -0.0062195-0.00549816j 0.00437204-0.00203301j -0.00337923+0.00118038j -0.00818435-0.00364091j 0.00393309+0.00181376j 0.0069451+0.00368878j 0.00158884+0.00126186j -0.0114311-0.00143337j 0.00474645+0.00685971j 
-0.000143633+0.00198251j 0.000666143+0.00201986j -0.000100232-0.00163918j -0.000551232+0.00130155j -0.00265636-0.00204807j -0.00258023-0.00142435j 0.00302873+0.00639567j -0.00261898+0.00156775j 0.00186131+0.00671192j -0.00142776-0.00255096j -0.00560987-0.00212762j -0.00406715+0.000623555j 0.0037495+0.00239889j 0.00659921+0.00127076j 0.00554004-0.00505724j -0.00019852-0.00102216j 0.00446082-0.000368802j 1.74495e-05+0.00454325j 0.00287031+0.00511855j 0.00136369-0.00330044j 0.00397401+0.00409551j 0.000729952+0.00279429j 0.00179837-0.00458523j -0.00212455-6.28052e-06j -2.17998e-05+0.00134554j -0.00467154-0.000408883j 0.00330113-0.00202816j 0.00151714-0.00446061j 0.00237346-0.0021692j 0.00187376-0.00622774j 0.00124942+0.00419121j -0.000789541-0.00308828j -0.00246822+0.00192369j 0.000224753-0.00355354j -0.00428417-0.000379313j 0.00337892+0.00267799j -0.0020185-0.00682303j 0.00286992-0.00115611j -0.00104426-0.00143404j -0.00111322+0.00293516j 0.00610311+0.00163913j -0.00152026-0.000712178j -0.00151177-0.00756941j 0.000204391-0.00619231j 0.00265581+0.00188214j -0.0022182-0.00469747j 0.00229886-0.00377798j -0.00134016+0.000798997j 0.00231515+0.00283259j 0.000553353-2.81398e-05j 0.00129565-0.0034971j -0.000686415+0.00472707j -0.00159301-0.000159317j -0.000131199+6.75039e-05j 0.000204674-0.00115813j 0.000200126+0.00206715j 
-0.00056442-0.000420919j -0.000504064+0.000253869j -2.58872e-05-0.00063022j -0.000724895+0.000444133j -0.00192043+0.000283689j 0.000326295-0.000349205j 0.002636+0.00090702j -0.000462759+0.000746438j -0.00136825+0.000470215j 0.00140839-0.00276723j 0.00184909-0.00206087j 0.00283194-0.000670219j -0.00745875+0.00051704j 0.00765365-0.00196585j -0.0064099+0.00549106j -0.00679036+0.000387083j -0.000320989+0.000194722j 0.000166881+0.00032605j -0.00865375+0.00140881j 0.00227765-0.00206048j 0.00144073-0.00133613j 0.00272475+0.00075117j 0.00199077+0.000223218j 0.00412264-0.00198555j 0.000342532-0.00217888j -0.0070309+0.000736012j 0.00453052-0.00193966j -0.00492917+0.000594933j 0.00762922+0.000501068j 0.00465764+0.00396891j 0.00509242-0.00152035j 0.000508344-0.000733672j 0.0124246+0.00482721j 0.00593028-0.00162781j 0.00299087-0.00071748j 0.0036646+5.57519e-05j 0.00519145+0.00034613j 0.000803453+0.000755877j 0.00292994-0.00065083j 0.00156482-4.74779e-05j -0.00092563-0.000469193j 0.00270244-0.000912867j 0.000840744-0.000707027j 0.00277856-0.000693851j -0.000690973+0.00219629j -0.00447852-0.00160132j -0.00264899-0.000183867j 0.000263389-0.00144526j -6.65616e-05+0.000851681j -0.000398423+0.000311482j -0.00166975-0.000652257j -0.000483194-0.000472276j -0.000759044-0.000879857j 0.000709521-0.000262775j 0.000249066+0.000413273j -0.00127869+0.000418099j 
-0.000158268-0.000574071j -0.00125704-0.000965498j 0.000819373+0.00146139j 0.000772927+0.00138033j -0.00113775+0.00122094j -0.00249782-0.000362202j 0.0022744-0.000106229j 0.00115467-2.40209e-05j -0.000987791-0.000281781j 0.00237468-0.00290817j -0.00186013-0.00269934j -0.00471708+0.000766292j 0.000691451+0.00507482j 0.00523908-0.00212749j -0.00346446+0.00625111j -0.00477306+0.004641j 0.00558855-0.00181257j -0.00160334+0.000116729j -0.00554958+0.00359341j -0.000123607+0.000979218j 0.00147579+0.00133058j 0.00039632+0.00113314j 0.00281621+0.000977288j 0.000474209-0.00163451j 0.00602675-0.00529101j -0.00434303+0.0036785j 0.000415483-0.00209688j -0.00188488+0.00411733j 0.00128575-0.00453315j -0.00214861+0.00203897j 0.00532937-0.001504j -0.00236857+0.00254662j 0.0036912-0.00326584j 0.00538098-0.00541543j 0.00049229-0.00130613j 0.00497871-0.00202018j 0.000838998-0.00330254j 0.000699468+0.000231096j 0.00285176-0.000959068j -0.00255846+0.00135203j -0.000572934+0.00113957j -0.00118378-0.00171474j -0.00357252-0.00134244j 0.000434524-0.00346591j -0.000966428+0.00158167j -0.0063388-0.00344829j -0.00666051+0.000426069j 0.000262133+0.00195638j -0.000796693+0.000451388j 0.000424862-0.000332349j -0.00319701-0.000680639j 0.00026027-0.00018562j -0.00116933+0.000233245j 0.000698411-0.000741656j -0.000588659+0.00102945j -0.00164595+0.000169736j 
-0.000581092+0.000604825j 0.00117664+0.00225571j -0.00169494-0.00171131j -0.000412823+0.000435717j 0.00198731-0.000291503j 0.00358584+0.00228471j 0.000214019+0.000216055j -0.00418981-0.00136194j 0.00256295+0.0019383j 0.00687995-0.000970351j -0.00429924-0.00394308j 0.00268413+0.00530471j 0.00166176-0.00307365j -0.00158773-0.00566784j 0.00744752+0.00132444j -0.00694193+0.0024682j 0.0035815-0.00548339j 0.00424666+0.00534909j 0.0062125+0.00567966j -0.0012755-0.000872757j -0.00195057-0.00196675j -0.000116217+0.0018562j -0.00635155-0.00981808j -0.00188833+0.00137173j 0.00279294-0.00535673j 0.000422392+0.00496703j -0.00737405-0.00407844j 0.000692816-0.0035644j 0.000251061-0.00154579j -0.00354526+0.00227913j -0.000623026-0.00645907j -0.0102621-0.00255212j -0.000616398+0.00274506j 0.000157391-0.0056361j -0.00359093-0.00205374j 0.000225287-0.00095363j -0.008696-0.00389381j -0.000657691-0.00134824j -0.00204474-0.00318086j -0.00580971+0.000589965j -0.00226315-0.00218333j -0.00809123-0.00090483j -0.00328402+0.00232941j -0.00160936+0.000146898j 0.00143318-0.00166283j -0.00371602+0.00136102j -0.00198211+0.00207922j 0.00107314+0.00326983j 0.00158906+0.000992767j -0.00034807+0.000889508j 5.06347e-05+0.00146649j 0.00214037+0.00330571j 0.000865143+0.00161318j -0.00178445+0.000350162j -0.000865633-0.00200397j 0.00108185+0.0037641j 
-0.000216274-0.00268954j -0.00034146-0.0001276j 0.00182286-0.000644523j 0.0016319-0.00141813j -0.000972477-0.000373045j 0.000996903-0.000113978j 0.000963572-0.000393373j 0.00503589+0.00214097j -0.00494474-0.00179485j 0.0011023-0.00178528j 0.00438725+0.000668423j -0.00428436+0.000865567j 0.00805868+0.000606842j -0.00161215+0.00432752j -0.000576054-0.00194838j 0.000274258+0.00525237j 0.00763162-0.00275102j -0.00764826-0.00187502j -0.00218408-0.00135777j 0.00111756+0.00429513j -0.00248649+0.000803461j 5.93693e-05-0.000515834j 0.0060312+0.00350247j -0.00197318-0.002283j 0.00678136-0.00189369j 0.00241939-0.00176611j -0.00314554-1.97501e-05j 0.00560459+0.00464898j -0.00136339-0.00165575j -0.00538108+0.00126617j -0.00054544+0.00191251j -0.00436279+0.000649656j -0.00806411-0.00234944j 9.89231e-05-0.000757289j -0.00235518+0.000705456j -0.000908679-0.00264292j -0.00243441-0.00111714j 0.000400474-0.000955931j 0.0018957+0.000121833j -0.00351349-0.000508008j -0.00134512-0.001126j -0.0041165+0.000495121j -0.000291786-0.000645084j -0.00256314-0.00134832j -0.00149911-0.00222661j 0.000864222-0.000283263j -0.00341339+0.000254452j 0.00275312+0.00116773j -0.00129159-0.000875884j -0.00232778-0.0011217j -0.000107227+0.000699652j -0.00038394+8.23504e-05j 0.000490734-0.00105188j 0.00100568-7.26261e-05j 4.77074e-05+0.00115389j -0.00103777+0.000513649j 
0.000177672+0.000212273j 0.000744122+0.00346278j -0.000843785-0.00543703j -0.00207388-0.00454081j -1.17437e-05-0.00181482j 0.00019567-0.000752106j -0.000135069-0.00194591j 0.00332525+0.00176992j 0.00136283+0.00210638j -0.000497079-0.000133449j 0.00633919-0.00200812j 0.00041017-0.00193167j -0.00506541-0.00159985j 0.00201635-0.00311481j -0.00378191+0.00234207j -0.00010066+0.00158055j -0.00209559-0.0010794j -0.00169926+0.00236736j -0.00290158+0.00267193j 0.000141291-0.00583658j -0.00124724-0.00246934j 0.000862206-0.00272292j 0.00143184-0.00324211j 0.00313187-0.00171205j -0.00110333+0.00347277j -0.000381594-0.000843606j 0.000338867-0.00416651j -0.000730335-0.00164382j 0.0039491-0.00126007j 0.00127312+0.00035203j 0.00311368-0.00224599j 0.00230921-0.00255227j 0.00643064-0.00152061j 0.0042492-0.000104435j 0.0016921-5.18415e-05j -0.00127126+0.000659215j 0.00461888+0.00104171j -0.00141144-0.000794153j 0.00161756-0.00019728j 0.00179639-0.00457348j -0.0030354-0.00271508j 0.00228694-0.00133293j 0.00184738-0.00185472j 0.0020494+0.00160269j -0.00250758-0.00010577j 7.69171e-05+0.00278783j 0.000583037-0.00208647j 0.000338543-0.00399966j 0.000739941-0.00220352j -0.000108565+0.00314313j -4.18316e-05-0.00129931j -0.0019296-8.84919e-06j 0.00238593-0.00199881j -0.000678312+0.000415379j 0.00263851-0.00232322j -0.000704027-0.00064657j 
0.000157937+0.000327516j 0.00108888-0.00182452j 0.000683661+0.000718923j 0.00462842+0.00255496j 0.00125262+0.00419239j 0.00733844-0.000199714j -0.00137589+0.000293685j -0.000243569+0.00276791j -0.00604289-0.00139864j -0.00311696-0.00337382j 0.00708598+0.00125128j 0.00737788-0.00479981j -0.00557954-0.00244853j -0.00148585+0.000470336j -0.00195479-0.00434521j -0.00527384+0.00248853j 0.00341653+0.000387736j -0.00586345-0.00587887j -0.00284206-0.00184796j 0.00520448+0.00203848j -0.00562396-0.00376734j 0.00176568-0.00175101j 0.00149485-0.000393575j -0.000358553+0.000104084j -0.00348433+0.00187597j -0.000425909+0.00230031j 0.000774338-0.00173608j 0.00070882+0.00230395j 0.00720289+0.000874507j 0.00423707-0.00204583j -0.00414092-0.000952882j -0.00510157-0.00041715j 0.00749354+0.00216318j 0.000663142+0.00480506j -0.000595343-0.00127308j -0.000205435-0.000586524j -0.00139653+0.00257733j 0.00209335-0.00126682j 0.000289805-0.00156174j 0.00202107-0.00407427j -0.000787092-0.00350838j -0.00024787-9.54146e-05j 0.00422115+0.0031217j 0.00158715+0.00518574j 0.000231216-0.00316958j 0.0031598+0.00196182j 0.00332517+0.000809266j 0.00299724+0.00071133j 0.000800543-0.000533098j -0.0033463+0.00121536j 0.00180165+0.000857915j 0.000649164-0.00415982j -0.000887596+0.00373901j 0.00145355-0.000304278j -0.000792086+0.00112897j 0.00259316+0.000192983j 
-0.000225223+0.000997148j 0.00170544+0.00341159j 0.00249375+0.00237041j 0.00436827+0.00282976j -0.00675235-0.00267728j -0.0025108-0.00329602j -0.00387281+9.4032e-05j 0.00399274-0.00347649j 0.00436295+0.00766637j -0.00132352-0.00620483j 0.0160776-0.000127911j -0.00615512+0.00211872j 0.00148436-0.0050157j 0.00445412+0.0039015j -0.00624617+0.00145911j 0.00506469+0.00221753j -0.000546222-0.0016706j -0.00773726-0.00226101j -0.00901274+0.00385468j 0.00207417-0.00432634j -0.00338848+0.00309146j -0.00251784-0.000699224j 0.00751786-0.00602959j -0.00398142+0.000676546j 0.00368464-0.0017884j -0.000372332-0.000769094j 0.000600499-0.00317382j 0.0104957-0.00022482j 0.000294289-0.000774133j -0.00208187+0.00136484j 0.00160954+0.00169254j 0.00155482-0.00109083j -0.00137099+0.00220946j 0.00352278-0.00222816j 0.00507196+0.00124381j -0.00422977+0.00401123j 0.00575473+0.00273334j 0.000500629-0.0011378j 0.00246285-0.00322716j -0.00309577-0.00177554j -0.00385343-0.000823301j 0.00122847-0.0023715j 0.00262038+0.00128495j 0.000230972-0.00163141j -0.00272749+0.0002129j 0.00571269+0.00180496j -0.00234198-0.00369804j -0.00179882-0.00067955j -0.0023626+0.00185099j -0.000462584+0.000292125j 0.00141947-0.00192011j -0.00286368-0.00489122j -0.00174219+0.00221549j 0.000268927+0.000313343j 0.00243938+9.72582e-05j -0.00146651-0.000294454j 
3.52225e-05+0.00109283j -0.000384485-0.000365432j -0.00457724-0.0020963j 0.00161364+0.00203852j 0.00182496+0.00286518j 0.00536778+0.00379905j 0.00462774+0.00407944j 0.00620117-0.000560493j -0.0050978-0.00505378j -0.00677903-0.00510197j 0.00141565-0.00979502j 0.00136746+0.00638094j -4.25176e-05-0.00639596j 0.00528107+0.000937356j -0.00622315-0.00724163j 0.0035317+0.0012572j -0.00143389-0.00688689j -0.00130601+0.00441888j 0.000263803+0.000219309j 0.00638974+0.00714242j -0.00131769-0.00149855j 0.00112546+0.00542048j 0.00269937-0.00213919j -0.00160061+0.000484313j -0.00243105-0.0076798j -0.00305464-0.00391393j -0.0011642+0.000799186j 0.00318012-0.00398902j 9.56247e-05+0.00315208j -0.000139168+0.00624906j 0.00248741+0.00015267j -0.000837664+0.000411863j -0.000599799+0.00901018j 0.000698327-0.000866754j 0.000381062-0.00130546j -0.000566847+0.00090426j -0.00216816-0.00250233j -0.000291269-0.00110269j -0.00123886-0.00279354j -0.00084245+0.00439467j -0.000797782-0.00140945j 0.00111027+0.00531106j -0.00164102-0.00270847j -0.000465441+0.00292924j 3.9752e-05+0.0016771j 0.000268997-0.00260284j -0.00114787+0.00246731j 0.00143456+0.000476494j -0.000905181+0.000224429j -0.00134125+0.000238103j -0.000435679-0.000772141j -0.000151648+0.00186076j 0.000211466+0.00142342j -0.00012115-0.000631369j -0.00047969-0.000303044j 0.000460088+0.00220799j 
-0.000104511-0.000449212j 0.000142126-0.00161679j -0.00343721-0.00184617j -0.00222838-0.000436648j 0.00117101+0.00149923j -0.00154234-6.91582e-05j 0.00197948-0.000547883j 0.002728+0.00176168j 0.0041831-0.000511349j -0.00256045+0.00438807j 0.00495705-0.00149281j -0.0026098-0.0037071j 9.71927e-05+0.00380346j -0.00344212-0.00156313j -0.000358073-0.000271311j 0.0025997+0.00215588j -0.00373923-0.000459193j 0.00105608+0.00237709j 0.000805899+0.000216347j -0.00676459-0.000434863j -0.00209723-0.00180887j -0.00353529-0.00337889j -0.00130297+0.000271698j 0.000270196-0.00237212j 0.00346892+0.00388611j 0.00252437+0.000490733j -0.00150291-0.00241097j -0.000253613+0.00195474j -0.00182996-0.00425297j -0.00253372-0.00395589j -0.000680104+0.000103089j 0.00200495+0.000437801j 0.000786373-0.006727j -0.00010009+0.000747738j 0.00311705+0.00178513j -0.0029488-0.00269914j 0.00307102+6.97677e-06j -0.00130454-0.000864592j -0.000719865+0.000590393j -0.00305254-0.004219j -0.00237145-0.00240594j -0.000673668-0.000174672j -0.000225256-0.00225615j -0.000779763-0.000760191j 0.000268504-7.86253e-05j 0.00386926+0.00289912j -0.000718862-0.00297246j -0.00440474-0.0029611j 0.00026107-0.00210016j 0.00125314+0.000635144j -0.00076706-0.000450186j -0.00114523+0.000790305j 0.000559684+0.000619837j -0.00131482-0.00166541j 0.000492172+4.27645e-05j 0.000135089-0.00147025j 
0.00252095+0.00195898j 0.00283809+0.00288848j 0.000501511-0.000178162j 0.00139782+0.000305042j -0.00688533-0.00395837j 0.000380747-0.00183441j 0.00367562-0.000608802j 0.00371796+0.00198904j -0.0042252+0.00241502j -0.00565548-0.00958638j -0.00205453+0.0122076j -0.00102169+0.0034502j 0.00600665-0.00154249j 0.00237493-0.00126452j -0.00375392-0.00686181j 0.00241092+0.00403067j 0.00350549-0.00539092j -0.00267412-0.00663258j -0.000792295-0.00344347j 0.00512566-0.00434225j 0.00254989-0.00204487j 0.00658581-0.00137526j 0.0076064+0.00567241j 9.61203e-05+0.000113194j -0.00191735+0.00254445j -0.00374753+0.000338809j 0.00242893+0.00217315j 0.00215024+0.00248995j 0.00117815-0.000357763j 0.00190762-1.13619e-05j 0.00141764-3.70952e-05j -0.000572875+0.00310002j -0.00214234+0.0012923j -0.00210997-0.000994818j -0.00492356+0.00580595j 0.00306069-0.002948j -0.0065897+0.00362324j 0.00229076+0.000813212j 0.00113085+0.000990461j 0.00727756+0.00102688j 0.0035993-0.000274111j 0.00287572+0.000560424j -0.00476464+0.000806984j -0.00180144-0.00295617j 0.00113347+0.00103225j -0.00655454+0.00460361j 0.00288579-0.000171898j 0.00546265-0.000356554j 0.000958682+3.53161e-05j -0.00175573-0.00232575j -1.02635e-05-0.00241321j 0.00377637+0.000530962j -0.00228249-0.00239553j 0.00312391+0.00172184j -0.00038438-0.00100495j 0.00227734-9.69377e-05j 
-0.00326843-0.00443152j 0.00355456+0.00397527j 0.00456848+0.00148427j -0.000972547-0.00103771j -0.00279841-0.00533984j -0.00280812-0.00277917j -0.00803506-0.00410532j -0.00338154+0.00144569j -0.00223317+0.00564928j 0.0109886-0.00388944j -0.00198216+0.00641958j 0.000528213-0.00227057j 0.000759756-0.0023337j 0.001095+0.00700123j 0.00639608+0.00466399j -0.00367228+0.00180592j 0.00784678+0.00475415j -0.00385233-0.00627779j -0.00139242-4.5635e-05j 0.00173289-8.08631e-06j -0.000576206+0.00524161j 0.00133933-9.23491e-05j 0.00233422+0.000257098j -0.00114648+8.79491e-05j 0.00130242-0.00272955j -0.00083786-0.00127056j 0.000397916+0.00295359j -0.000284722+0.00384222j 0.00259535+0.00187912j 0.00238212+0.00164241j -0.00117531+0.000324096j -0.00364857-0.000684968j -0.00394287+0.000999581j 0.00155933-0.0019021j -0.00334056-0.00136089j 0.0021251+0.00432274j -0.000115687-0.000494092j 0.00192862+0.00148425j 0.00379732+0.000232069j -0.000980717+0.0026469j 0.00223653+0.00352221j -0.0028856-0.00102712j 0.00210367+0.00233481j 0.000884228+0.001096j -0.00265038-0.00229912j -7.65756e-05-0.0028198j 0.000368606+0.0023255j 0.00209397+0.00250658j -7.04435e-06+0.000850172j -0.000575667+0.00320973j 0.00100431+0.00160073j -0.000698026-0.00229309j -0.00027042-0.00481913j 0.00091227+0.00351464j 0.000662206-0.000818796j -0.00140182+0.00224603j 
0.00250743+0.00384108j -0.000314376+0.00132274j -0.00202552-0.00118679j -0.00180941-0.000654201j 0.000532627-0.00181523j 0.00509651+0.00113072j -0.00249471+0.00298622j 0.000937339+0.000798966j -0.00618464-0.0101451j 0.00278259-0.00662138j 0.000124861-0.00837713j -0.00059331-0.000793401j -0.00156091+0.00423529j -0.00445016+0.000199317j 0.00298378-0.00376755j -0.00397294+0.00261188j 0.00465383+0.0018492j -0.000705232-0.00219566j -0.000172122+0.000370985j -0.00043369+0.00516963j -0.00545863-0.00117379j -0.00161281+0.00412138j 0.000114864+0.00598394j -0.000417692-0.00176353j 0.003309+0.000862246j -0.00106639-0.00326213j -0.00401762+0.00214978j -0.00055542+0.000761122j 0.00265406+0.000858862j 0.000716307+0.00280689j -0.0034414-0.00239964j -0.00518426-0.00189625j -0.00287832-0.00469356j 0.003696+0.000158468j -0.00356016-0.00505998j 8.61034e-05+0.00266632j 0.000537791-0.00401346j 0.000215028+0.00342198j 0.00094228+0.000516229j -0.00474656-0.000627608j -0.00353192+0.00477185j -0.00282835+0.000574505j 0.00168827-0.00181158j 0.00343097+0.0013926j -0.00211634+0.00113933j 0.00222762-0.00143216j 0.00027219+0.000953041j 0.000693299+0.00240454j -0.000729919-0.0016655j 0.000717066-0.00135935j 0.00163414-0.000494526j -0.000429166+0.00226421j 0.00200568-0.00315412j 0.000291798+0.00332437j -0.000204227-0.00334435j 7.161e-05-0.00116526j 
-0.00236079-0.0019889j -0.000891606-0.000152081j 0.00308974-0.000519818j -0.00399548-0.00124384j -0.00817118-0.0023271j 0.00107911-0.00512324j 0.00594982+0.00307703j -0.00873961+0.000403169j 0.00420103+0.00261003j 0.0120856+0.00402415j 0.0046537+0.00422777j 0.0058041-0.00116975j 0.00442886-0.00089844j -0.00256297+0.00380567j 0.00525135+0.000773474j -0.00820875-0.00204754j -0.00157795+0.00169757j 0.00434466+0.0014355j -0.00628672-0.00335073j -0.00586266-0.00200765j 0.000828307+0.000710632j 9.91152e-05-0.00166772j -0.00193222+0.00228738j 0.000566833-0.000320124j 0.00542323+0.00193279j 0.000608864-0.00231402j -1.31977e-05+0.00246025j -0.00040338-0.00199251j 0.00730062+0.00324479j 0.0010151+0.00228484j -0.00181511+0.00254652j -0.0051278-0.000622778j 0.00403042+0.00845603j -0.00257986+0.00275262j 0.00198006+0.0036919j -0.00272548-0.00260639j -0.000204744+0.00296006j 0.00272619+0.00181476j 0.00068083+0.00381239j -0.00433131+0.000199045j -0.00214959-0.000459297j -0.00354051+0.00139991j 0.00350897+0.00187988j -0.00518304-0.00485675j 0.00107185-0.00283682j 0.00199762+0.000925768j -0.00195108-0.00130859j -0.00128167-0.000146366j 0.00204636+0.0034242j -0.0052884-0.0048442j 0.00329825-0.000547703j 0.00303058+0.00462054j -0.00134703-0.00206798j 1.92844e-05-0.000855478j 0.000301227+0.00273966j 0.000642872+0.00146539j 
0.00113871-0.000429829j 0.00363615+0.00107333j -0.00491735+0.000799939j 0.00409383+0.000759398j -0.00145629-0.00206633j 0.00523001-0.00331233j 0.00795406+0.00175854j 0.00546678+0.00295815j 0.000174741-0.00318399j -0.00841335-0.00499745j -0.000920599-0.00434152j 0.00299097-0.000362752j -0.00226665+0.00158134j 0.00231672-0.0010111j -0.00471956-0.00573327j 0.00382511+0.0061896j -0.00331053-0.00231306j 6.68478e-05-0.00247984j 0.00205025-0.00165671j 0.00297253+0.00137606j -0.00413607-0.000189219j 0.00269932+0.00194441j -0.00305927+0.00466944j -0.00114311-0.00110614j -0.00381797+0.000157842j -0.00132315-0.00122535j -0.00417713+0.00240491j -0.000237822+0.000205299j 0.00187278-0.00237958j 0.00309329+0.00121563j -0.00097809+0.00025553j -0.00386221+0.00208292j 0.00622951-0.00159451j -0.00296691-0.00247064j -0.00143952-0.000558786j 0.000926408+0.000758479j -0.00320072-0.00119536j -0.00098969-0.000980492j -0.00521573-8.47906e-05j -0.000904142+0.00311589j -0.00309375+0.00019146j 0.00034789+0.0028952j -0.00189725-0.0037574j -0.000137192-0.00137281j 0.00208142-9.47151e-06j 0.00158268-0.000237657j -0.000102795+7.11845e-05j -0.000442615+0.000639977j 0.00165579+0.000498709j -0.000472067+0.000578233j -0.000215003-0.00170035j 8.06218e-05+0.00277984j 0.00241656+0.00018047j -0.000318533+0.000711757j -0.00119303-0.00022217j 0.00331514+0.00262572j 
-0.00228897-0.00382147j -0.000452228+0.00065011j -0.00243767+0.000677508j 0.0019597+0.00355248j 0.00615034+0.000699506j 0.000142755+0.00315619j 0.00300012-0.000859414j -0.00110759+0.00452412j 0.00671226-0.00115803j 0.00317044+0.00443488j -0.00118837+0.00208339j 0.00244628-0.00140388j -0.00194478-0.00168988j 0.000751921+0.000972392j -0.000270431+0.000537757j -0.000568725-0.000470739j -0.00542173+0.00353378j 0.00603623-0.00098407j 0.00399856-0.00231833j -0.00217167+0.00441479j 0.000204752-0.00262924j -0.000704204+0.000859291j -0.00814214-8.05931e-05j 0.00134521-0.00119415j -0.00236483-0.00196579j 0.00381597-0.000959088j -0.00180542-0.00231969j -0.00448121+0.00232866j -0.00166835+0.00160157j -0.00290969+0.000121509j 0.00194511+0.000494735j 0.00264022-0.00296176j 0.00503368+0.00228519j -0.00080216+5.33967e-05j 0.00329923-0.00120274j -0.00236906-9.76223e-05j 0.000873276-0.00138824j -0.00191778-0.00250124j -0.00288441-0.000766138j -0.000490905+0.000193217j -0.000644392-0.0049045j -0.000502463+0.000446206j 0.000218638-0.00112737j -0.00176197+0.00133957j 0.00273944-0.00256037j 0.00173652-0.000558842j -0.00145031+0.000109479j -0.00358858+0.000460169j 0.000496948+0.00128613j -0.000338855+0.00237362j -0.00154598+0.00162397j -0.000902355-0.00122211j 0.001991+0.00369312j -0.00381719-0.00158331j 0.000205597+0.00235033j -0.00023549+0.00357327j 
0.00302256+0.00297487j 0.00254977+0.00150467j 0.00190322+0.00236512j 0.00519331+0.00274823j -0.00260014-0.000873014j -0.0015996-0.000486324j -0.00162127+0.00414315j -0.00343151+0.0025756j 0.00507771+0.00103115j -0.00218443-0.00954035j 0.000610524+0.000762875j -0.00218498+0.00115684j -0.00152917+0.00192463j 0.00114789+0.00149775j 0.00165179-0.00385688j -0.000746874+0.00328225j 0.00186587+0.000180035j -0.000889712-0.005402j 0.00195332+0.00146205j -0.000871384-0.00117441j 0.00104464+0.00261237j 7.03507e-05+0.00143005j -0.00312855+0.000467992j 0.000193078+0.000807026j -0.000831132+2.86651e-05j -0.000605856+0.00112839j -0.00125824+9.49692e-05j 6.92084e-05-0.00104705j 0.00107329-0.00177339j 0.000424005-0.00116991j -0.00146446+0.000167344j -0.00107299+0.00135068j 0.00158379-0.00111828j 3.31569e-05-0.00306856j -0.00115582+8.47791e-06j 0.00272434+0.0024578j -0.000434189-0.000262545j 0.00115576+0.000329223j -0.00162049-0.00208757j -0.00018513+0.00190455j 0.000969683+0.00223305j -0.000469937-0.000590634j 0.00119601-0.000240641j 0.00142807-0.00265635j 8.18542e-05+0.00147082j -0.000738851-0.000746326j 0.0008293-0.00113727j 0.00129195+0.00251987j 0.000787767+0.00229613j 0.000806117-0.000431998j 0.000144089-0.00192506j -0.00164711-0.00181101j 0.000776664+0.00272337j 0.000943967+0.00212575j -0.00103294-0.00172033j 0.000602736+0.000229054j 
