1.31497e-16+0.24459j -4.76838e-16-0.387982j 1.73817e-16+0.0827392j -2.23393e-16-0.227489j -3.19543e-15+0.275724j 8.38844e-17-0.139029j -3.91733e-16-0.249311j 8.43441e-18+0.0253102j 2.47583e-16+0.120023j 1.27186e-19-0.0346182j -6.39617e-17+0.0262649j 2.04315e-16-0.00661206j -1.07022e-16+0.00579352j -4.7533e-17-0.0925493j 1.28319e-17-0.0149528j 1.34071e-17+0.0140148j -5.42312e-17-0.0394386j -1.80422e-16-0.037196j -5.27169e-17-0.0175459j 5.29291e-17+0.0355012j 4.06452e-16+0.013871j 1.55789e-16-0.033575j 6.62127e-16-0.0134878j -1.70309e-16-0.000149531j 1.29157e-16-0.022755j 3.4748e-17+0.0001156j 6.48619e-16+0.0132513j 2.02855e-15+0.0264405j -2.66666e-15-0.0333713j 6.94811e-16-0.0127183j -1.06089e-15-0.00349426j -3.83559e-16+0.0168556j 1.6408e-18+0.032477j -1.46092e-16-0.0208113j -7.25391e-16-0.0105773j -2.51734e-17-0.003306j 3.42185e-16-0.00486283j -6.00797e-16+0.0296118j -1.70588e-16-0.014729j -3.3106e-15-0.00774234j -2.8703e-15-0.00577668j -5.38055e-15+0.0034297j -1.60034e-15-0.0575417j 4.28459e-16-0.0269952j 9.03655e-17+0.0303225j 2.11446e-16+0.0252521j -1.88017e-16-0.00708299j -3.36099e-16-0.0309328j -1.77827e-16-0.0030075j 6.37909e-17+0.0273459j 1.45426e-17-0.0114685j 7.67794e-18-0.0111933j -1.18191e-15-0.0121496j -8.71681e-17-0.0284166j 3.95191e-17+0.00637258j 1.02222e-16+0.00747399j 8.74864e-16+0.0538054j 1.69001e-17-0.0648411j 1.45699e-16-0.0240213j 1.84457e-16+0.0453934j 4.64773e-16+0.0543656j 1.29669e-16-0.0362986j 7.0775e-18+0.0147714j -1.86511e-17-0.00336323j 2.02275e-17+0.0682948j -8.40108e-17-0.0856968j 1.18319e-16+0.037731j 3.64032e-16+0.0862069j 6.28971e-17+0.04032j -5.88951e-17+0.0825791j 7.16426e-17-0.0764268j -2.31944e-16-0.108234j 
2.19243e-15-0.11181j -1.89657e-15+0.165447j 2.25463e-15-0.123123j -5.18806e-16+0.0304643j 2.73239e-16-0.0579306j -3.13724e-16+0.0310627j -1.78675e-15+0.112828j 3.75608e-15-0.183784j 3.38117e-15-0.23167j 3.00338e-16+0.153506j 3.90536e-15-0.173033j -4.43531e-16-0.034372j 2.4578e-16-0.0185196j 1.99334e-17+0.037683j -1.4725e-15+0.0833468j 6.99878e-15-0.520656j 1.50377e-15+0.122472j -3.99472e-15+0.272483j 5.8481e-16+0.0176893j 1.33322e-15+0.0647884j 3.81022e-16-0.0656682j -5.98936e-15+0.209853j -5.78899e-15+0.0851535j -1.49383e-15+0.0221723j 1.47551e-15-0.0599397j -2.71966e-15+0.0663725j -2.41055e-15-0.124377j 1.31217e-14+0.192696j -1.19649e-14-0.255631j 1.24604e-15-0.239821j -1.04872e-13-0.303583j -5.29216e-15-0.129784j -3.30622e-15+0.0496446j -3.07283e-15+0.0304615j -1.42668e-14-0.243024j 3.35474e-15-0.0831187j 4.46288e-15-0.262588j -3.0825e-15+0.0110777j 1.38575e-15-0.0273714j 9.42927e-14+0.213471j 8.06185e-14+0.181475j -1.82923e-13+0.120652j -4.0684e-15-0.0622423j -1.39428e-15+0.0776756j -2.61538e-15-0.0644319j -5.28353e-16-0.117122j 5.23966e-16-0.0509637j 1.45192e-15+0.07626j 1.02182e-15+0.0236075j 2.31003e-15-0.0474178j 1.4029e-16-0.0127659j -8.99241e-16+0.00491018j 5.89029e-15+0.0767307j 5.45973e-16-0.0477766j 7.28605e-16+0.0210742j 3.96517e-16-0.0519124j -1.4834e-16-0.0583114j -4.00646e-16+0.0139178j 6.58059e-17+0.0400925j 1.30916e-15+0.0105492j 6.15241e-16-0.0951098j -7.50709e-16+0.0801427j 7.92504e-16-0.0979563j -8.02203e-16-0.00875357j 6.4633e-16-0.0587484j -3.31269e-16-0.00583598j -1.28135e-16+0.0663528j 6.71703e-16-0.0224489j 3.22829e-17-0.0320907j 7.73249e-16+0.00194509j -9.24866e-16+0.0543574j -5.59965e-16+0.00879242j 
3.32789e-16+0.175814j 1.78178e-15+0.0712021j -1.24468e-15-0.127234j -7.36007e-16-0.0807817j 5.2176e-16-0.0769482j -6.03368e-16-0.145184j 7.03623e-16+0.0348116j -2.13279e-15+0.0469775j -1.36521e-15+0.0314632j -2.02446e-15+0.394395j -1.21384e-15+0.177025j -1.90284e-16-0.0925465j -8.46254e-17+0.016206j 1.66695e-15+0.0122234j -6.06437e-16-0.191041j -3.54606e-15+0.00576483j -6.17924e-16+0.343807j 1.84931e-15+0.19382j -4.63866e-16+0.182682j 1.42095e-15+0.268231j 7.56713e-16+0.0728381j -2.50848e-15-0.251124j -9.98339e-15+0.303932j 4.74026e-17-0.0321775j -6.42814e-16+0.0527699j 4.99039e-16+0.164378j 2.22795e-15+0.0809756j 1.23741e-14+0.232378j -1.64831e-14-0.0659143j 6.03085e-15+0.0489479j 4.55739e-14+0.13856j 4.2804e-15-0.0689668j 1.19561e-17-0.218816j 1.5494e-15-0.0915251j -2.32779e-15-0.0341346j -3.6607e-15+0.0624242j -1.38356e-15+0.0106992j 2.85669e-15-0.175258j -1.37351e-15-0.0134614j -9.97678e-15-0.0539162j -5.65474e-15+0.00476747j -2.72208e-13+0.180231j 1.07365e-15-0.0181314j -2.06864e-16-0.184895j 3.21418e-16-0.0714939j -1.74563e-15-0.079502j 2.05285e-16+0.0957248j 8.25601e-16+0.097497j 4.8695e-17+0.0125632j -2.58984e-15+0.0302705j 8.71693e-17-0.00242391j -6.43665e-16-0.152119j -7.99451e-15-0.0860372j -2.81352e-16+0.0787262j 3.68042e-16+0.0374934j -1.21666e-15+0.010745j -3.16607e-19+0.0368346j 3.34216e-16+0.00765794j 3.5996e-16+0.0155942j 5.02907e-17+0.0184656j -7.35837e-16+0.0618864j 9.20772e-16-0.050246j -1.48141e-15+0.0157163j 2.45609e-16-0.0248482j -3.31557e-16+0.0209231j -9.74299e-17+0.0149264j 9.91347e-16-0.0267663j -4.70817e-17+0.013613j 1.23033e-16-0.0280933j -4.48175e-16+0.0357309j 4.07004e-16-0.0296511j 4.49976e-18-0.0133843j 
1.66354e-16-0.0268728j -3.70982e-16+0.00332556j 2.98858e-16-0.237744j -5.3823e-16-0.169151j -1.03578e-15+0.080705j 3.70502e-16-0.166202j -7.09388e-16+0.0211844j 7.67899e-16-0.108591j 3.84129e-16+0.0603913j -3.27436e-16-0.000628646j -7.22467e-16-0.0746767j -9.29058e-16+0.143656j 1.11055e-15+0.025566j -1.06632e-15+0.149626j 1.46151e-15+0.100359j 2.05162e-15-0.0430836j 6.97631e-16-0.129326j 1.06502e-15+0.0763963j -6.28262e-16-0.213163j -2.54753e-15-0.107983j 4.79552e-16-0.246732j -2.34107e-16+0.0464642j 1.44125e-15-0.0143854j 2.4134e-15+0.185936j 1.62372e-15-0.00222048j 1.97128e-15+0.168427j 1.09053e-14+0.146764j 1.39709e-15+0.0219906j -2.28381e-15-0.0312215j 3.94833e-15+0.0611925j 2.90326e-14+0.0633204j -3.53235e-15+0.218879j -2.35941e-15-0.0328172j -5.19756e-16+0.0124225j 6.17731e-15+0.12966j -3.17625e-16-0.253825j 2.91975e-15-0.0031739j 9.6459e-16-0.166744j -4.05735e-15-0.173494j 4.45789e-14+0.112905j 3.93603e-14+0.072334j -7.21384e-14+0.0472969j -1.48814e-16-0.0734928j -3.00335e-15-0.226498j 7.27918e-16+0.104318j -1.21689e-15-0.0582608j 1.66364e-15+0.0526109j 1.47206e-15+0.0136395j 1.02119e-16+0.0163446j 2.42015e-16-0.27172j 1.44451e-16+0.120751j -2.05556e-15-0.158705j -7.80157e-15-0.0592698j 1.22625e-15+0.0888776j -3.98671e-16-0.00300393j -1.0046e-15-0.123241j 1.54892e-15+0.0446107j 5.21527e-16+0.110522j -7.70887e-16-0.000356137j -1.10283e-15-0.0567634j 1.02313e-15+0.0703119j -5.6408e-16-0.116139j 2.83127e-16-0.0105167j -7.51308e-17+0.0494699j 2.51936e-16+0.0100248j 6.45117e-16+0.0645355j 1.14996e-16-0.00883487j 1.47956e-16+0.0167319j -3.12203e-17+0.0372405j 4.17248e-16-0.0777382j -1.15349e-16-0.0126995j -3.31992e-17-0.00832401j 
3.70494e-15+0.0761203j -2.52787e-16-0.0209368j -2.52494e-15-0.0496903j -5.29906e-15-0.138237j -1.88613e-15-0.069288j -5.91226e-15-0.154056j 7.46935e-16-0.0373255j -1.80887e-16-0.0334266j 3.53155e-15+0.0930611j 1.17071e-14+0.201785j 1.42555e-14+0.306321j -2.31578e-15-0.00696689j 2.83143e-15-0.0209603j 6.61225e-15+0.170448j -1.91332e-14-0.344411j -2.65483e-15-0.0531653j -7.31427e-16-0.0594718j -4.38452e-15-0.0103847j 6.47358e-15+0.0257649j 1.73311e-14+0.332162j 8.78325e-15+0.0532389j -1.58234e-16-0.0921007j 3.31531e-15-0.0427329j -2.26813e-14-0.44172j -2.83205e-15-0.0381202j -7.20544e-15-0.118778j -3.49325e-14-0.352358j 8.07527e-15+0.0673397j -1.81783e-14-0.109396j 2.28967e-14+0.270171j -3.70893e-14-0.114379j 7.68223e-15+0.282901j 2.78574e-15-0.0717038j 8.24912e-15-0.0437289j 1.43362e-14+0.123608j 1.74268e-15-0.0750102j 9.71133e-16+0.0393004j -2.67569e-15-0.023962j 9.11974e-16-0.0123963j 9.08891e-14+0.208112j 7.85613e-14+0.157676j 1.63043e-13-0.109106j 1.13662e-14+0.0815782j 6.1281e-15+0.0908966j 5.05825e-15+0.0396687j 1.83704e-15+0.0226186j -9.11535e-15-0.17011j -1.31603e-14-0.219629j 1.80128e-15-0.00191335j -6.41369e-15-0.185505j 2.3877e-15+0.0572651j 4.58469e-15+0.0261934j 6.7764e-15+0.0628969j 1.40142e-15-0.000876147j 2.25437e-15+0.0432182j -6.6109e-16-0.0619774j -4.16666e-15-0.0775794j -1.74094e-15-0.0759358j -7.23384e-16-0.042735j 5.29594e-15+0.048597j -2.25717e-15-0.0714159j 4.24974e-16+0.0838877j -8.53665e-17-0.050393j 3.74303e-15+0.0446719j 4.82984e-15+0.0566025j -2.29945e-16-0.0399987j -7.91559e-16+0.0045792j -9.33386e-16+0.0115618j 2.33958e-15+0.0417694j -1.75747e-16-0.0269074j 1.06963e-15-0.00324519j -8.34635e-16-0.00062463j 
-5.02248e-15-0.0301477j 2.96244e-15+0.018578j -1.1246e-14-0.0609777j 5.19807e-16+0.0181293j 6.97487e-15+0.0531026j -8.07791e-16+0.00703969j 2.1692e-14+0.122684j 4.89875e-15+0.0225105j 6.02339e-15+0.0196277j 3.10441e-14+0.150948j 1.54177e-14+0.0527616j 1.53165e-15+0.00554443j 2.26442e-14+0.126897j 7.73068e-15+0.0138087j -2.55706e-14-0.0984893j -1.15148e-14-0.065046j -5.63998e-15-0.0242134j -3.54715e-14-0.182476j 1.41466e-14+0.082533j 1.96062e-15-0.0312026j 3.44261e-14+0.174455j 2.3332e-14+0.149977j 2.45422e-14+0.175769j -3.39025e-14-0.135996j -1.74366e-14-0.0927904j 3.27903e-14+0.186309j -3.38958e-14-0.122136j -5.20042e-14-0.185014j 7.00517e-14+0.260661j -2.15033e-15+0.00814092j -5.64667e-14-0.0976364j 6.8095e-15+0.016061j 5.78561e-14+0.331757j 7.70263e-14+0.448124j 2.5552e-14+0.0807506j 3.36189e-14+0.167359j -1.6499e-14-0.0766379j 9.58442e-15+0.0446803j 9.15677e-15+0.0428309j -1.72819e-13-0.319251j -1.23795e-13-0.14515j -1.24586e-14+0.00804153j 5.31923e-14+0.239598j 3.31187e-14+0.163917j 2.22438e-14+0.117321j 4.59214e-15+0.0222877j 3.15418e-15+0.0376895j -1.11713e-14-0.03051j 2.71907e-14+0.141557j -1.49112e-14-0.0656974j 7.4712e-15+0.0268568j 2.83791e-14+0.1457j -1.99003e-14-0.0798812j 7.70633e-15+0.0372441j 4.38782e-15+0.0187415j 1.45024e-14+0.0775569j 6.18153e-15+0.0413099j 1.39871e-14+0.0881118j 6.27278e-15+0.0336241j 2.41797e-14+0.115523j 8.87682e-15+0.0562232j -2.50192e-14-0.146476j 1.6645e-14+0.0932439j 2.06791e-14+0.106003j 1.79341e-14+0.090525j 1.46026e-14+0.0823485j -7.59742e-15-0.0420386j -1.33355e-14-0.0704676j 9.64819e-15+0.0466108j 4.33434e-16+0.00350908j 1.12648e-14+0.0582243j -4.80348e-15-0.0253613j 
1.85905e-16+0.00476109j -4.53881e-16-0.13519j 1.35613e-16-0.0668266j -6.51329e-16-0.062418j -2.58808e-15+0.192654j 1.50831e-16-0.0723263j -4.68295e-16-0.0241835j -7.60824e-16-0.113725j 6.23624e-17+0.111049j 2.5656e-16-0.127475j -1.2554e-16+0.136252j 1.04929e-15+0.0277735j 4.60276e-16-0.103316j -7.86689e-16-0.0668945j 2.43809e-16-0.0764283j -4.92347e-16-0.107584j -1.03586e-15-0.00626828j 9.71273e-16-0.354775j 2.23389e-15+0.204162j 1.16697e-18+0.0601479j -1.00761e-15-0.243552j 3.16414e-17-0.0246167j 6.36988e-15-0.129862j -2.74544e-15+0.12123j 7.77986e-16+0.00348649j -5.27736e-16-0.195544j -1.02274e-15-0.0382852j 3.70836e-15+0.201288j -5.92068e-15+0.0734856j 3.97766e-15+0.0555134j 1.31805e-13+0.415016j 1.84554e-14-0.540062j -4.60517e-15+0.378543j -3.90782e-15+0.17149j -1.15204e-14-0.226659j -4.65177e-15+0.260419j -3.60887e-15+0.0785198j 6.37018e-15-0.0526878j -7.88147e-16+0.0814573j -3.6197e-14+0.0806078j -3.20287e-14-0.264936j 2.90606e-13-0.191869j -3.76117e-15-0.135228j 6.9685e-16-0.0187866j -3.04997e-15+0.0676091j 1.13671e-15+0.0862528j 5.76249e-18-0.157798j 6.08574e-16+0.145222j -6.03441e-19+0.0408475j 9.70565e-17-0.058763j -1.12746e-17-0.0352254j -3.93083e-16-0.0122365j -3.90379e-16-0.0060605j -1.59364e-16-0.0232685j -7.63376e-16-0.0116848j -2.18434e-16-0.0847387j 9.53414e-16+0.0482758j -1.17628e-15+0.147435j -2.13261e-16-0.0458082j -1.35401e-15+0.0496826j -3.67521e-16+0.0153584j -2.47396e-16-0.0555162j 4.15225e-16-0.127031j -2.01061e-16-0.0319597j -7.25887e-16-0.0092878j -3.04906e-16+0.0093878j -3.70056e-16-0.0361077j 9.26922e-17+0.0194209j -3.57031e-16+0.0300932j -3.83268e-16-0.0124001j -3.42016e-16+0.0161775j 4.83959e-16-0.0463596j 
3.01446e-15+0.0100817j -8.28282e-15+0.0542937j -6.22902e-15+0.0463005j -8.67595e-15+0.0281731j 2.13997e-14-0.160678j 7.93358e-15-0.116239j 6.68154e-15-0.0926768j -2.30161e-15-0.0334601j -1.73303e-15+0.0769411j 1.25568e-14-0.156231j 4.96317e-15+0.00900756j 3.12428e-14-0.250682j 1.23195e-14-0.131581j -1.332e-14+0.126352j -5.9577e-15+0.0624729j 1.87322e-15-0.0729329j -9.70718e-15+0.0736967j -1.70486e-14+0.171285j 2.23821e-14-0.168038j 1.73921e-15-0.0442265j 1.05316e-14-0.166132j -2.65138e-14+0.110206j -4.66544e-15+0.0782474j 9.52612e-15-0.140101j -1.62879e-14+0.0472795j 2.9784e-14-0.347498j -5.97342e-15+0.128822j 1.60849e-15+0.034306j 1.80374e-14-0.104481j 3.45448e-15-0.0820671j 2.85766e-14+0.143324j 2.01509e-15+0.0822913j -1.07815e-14+0.0345227j 2.76484e-14-0.202173j -4.35773e-15+0.123612j -4.44815e-15-0.0111373j -8.6509e-15+0.0469773j -3.45518e-15+0.113793j -9.0209e-16-0.0275102j 1.83157e-14-0.0270679j 1.77343e-14+0.121972j 5.14614e-14-0.0256504j 1.90789e-14-0.299113j 8.81165e-16+0.0169484j -7.83996e-15+0.0465293j -1.76669e-14+0.231259j -8.76549e-15+0.156385j -8.3994e-15+0.153333j -1.96476e-14+0.15463j 5.24047e-15-0.0490267j 3.70159e-15-0.05716j -3.62647e-15+0.0566983j 2.86721e-15+0.0959466j -7.50319e-15+0.0230007j -1.46569e-14+0.0825655j 9.63922e-15-0.076009j 2.88524e-15-0.0236155j -1.04481e-14+0.0720341j -1.98976e-14+0.191813j -5.9474e-15+0.0229643j -3.84095e-15+0.0199757j 3.82033e-15-0.0716637j -3.69904e-15+0.057361j -3.6019e-15+0.0315321j 2.44481e-15-0.0532588j -1.2122e-15+0.0190891j -7.93133e-15+0.0599902j 5.39998e-15-0.0482855j -5.16314e-16+0.00512731j -2.65539e-15+0.00679772j -3.76275e-15+0.0261363j 6.18011e-15-0.0334232j 
-2.74561e-15+0.104615j 1.15403e-15-0.060422j 4.56725e-15-0.0523907j 4.8022e-15-0.169092j -6.84188e-15+0.0575783j -6.75033e-16-0.123352j -3.92903e-15-0.0652688j 1.50355e-15-0.140468j 5.71299e-16+0.151704j -7.45821e-15-0.0872055j -2.97519e-15+0.145609j -1.33794e-14+0.160642j -7.29856e-15-0.00387955j 4.57649e-15+0.00963143j 2.61963e-15-0.00776396j -2.29378e-15-0.0936776j 2.57789e-15-0.0305051j 5.35626e-15-0.0215036j -8.66832e-15+0.125955j 2.54207e-15-0.0788697j -3.00628e-15-0.155626j 8.583e-15-0.331201j -4.26464e-15+0.18147j 3.54744e-15-0.163628j 8.34382e-15-0.25297j -1.00971e-14-0.14241j 6.92366e-15+0.157354j -7.40751e-15-0.0264468j 1.81537e-14+0.338301j -1.80419e-14-0.18002j -3.92962e-14-0.141502j -1.19254e-15+0.113434j 6.14225e-15-0.158948j -1.08753e-14+0.096897j 2.46058e-15+0.062814j 1.06569e-14-0.134776j 6.06418e-15-0.100592j -1.48336e-14+0.298888j 3.58189e-15-0.0820964j 3.95638e-14-0.134j 2.90567e-14+0.32349j -3.0775e-13+0.200104j -1.18413e-14-0.0523796j 1.65801e-15-0.0180184j 3.6426e-15-0.0882864j 5.18139e-15+0.141909j 6.90386e-15+0.0911682j 1.54935e-15+0.163401j 7.38356e-15-0.102715j -9.5762e-16+0.00389963j 3.75665e-16-0.0731578j 4.72823e-16+0.0243063j 9.19924e-15+0.0762575j 4.57723e-15-0.136566j 6.16904e-15-0.13375j -2.9457e-15+0.0433092j -9.75499e-16+0.0134875j 5.66622e-15-0.0617006j 7.89691e-15-0.0279811j 3.55656e-15-0.11502j 3.63601e-15-0.0736795j -2.58902e-15-0.0761586j 5.16501e-16+0.0440307j 1.52408e-15-0.0311452j 4.69814e-16-0.0910192j 3.40756e-16+0.0160322j 2.74975e-15-0.0494246j -1.93521e-15+0.026773j 1.19217e-15-0.00747749j 1.77336e-15-0.0546957j 1.68345e-15-0.0290282j -3.70841e-15+0.0766515j 
9.32233e-15+0.101425j 1.35725e-14+0.115272j -5.50232e-15-0.0510557j 3.72739e-15+0.0359293j -8.88921e-15-0.0996931j -5.33143e-15-0.0684343j 5.57925e-15+0.036544j 7.48441e-15+0.0886577j -3.25748e-15-0.0173004j 1.56117e-14+0.123807j -1.76405e-15+0.0205409j -1.42553e-14-0.185963j 1.42768e-14+0.133873j -5.4871e-15-0.0842928j 5.23385e-15+0.0616158j 2.75098e-14+0.282498j 1.54325e-14+0.154115j 3.2805e-15+0.00400153j 1.58975e-15+0.0588287j -2.38515e-14-0.256316j 3.11838e-15+0.0316058j 3.63288e-14+0.329393j -2.14934e-14-0.312622j -4.95875e-15-0.0493917j 2.66426e-15-0.0246589j -2.76507e-15-0.0499786j -1.49453e-14-0.0926355j -1.30227e-14-0.120398j -1.13534e-14-0.0492207j 1.33236e-14+0.0741695j 1.60083e-14+0.0393002j -3.40005e-14-0.345707j 2.2957e-14+0.273771j 1.63303e-14+0.265756j 3.08847e-14+0.229822j -3.83035e-14-0.511114j 1.06546e-14+0.0794863j 8.48859e-15+0.130397j -1.67909e-14-0.203122j 1.73311e-14-0.0348487j 2.70709e-14+0.142268j 1.7612e-14-0.0163243j -3.66842e-15-0.0317057j -1.35408e-14-0.151922j 1.22201e-14+0.139297j 2.16658e-14+0.271464j -1.57446e-14-0.116067j 1.46389e-14+0.129638j 1.29549e-14+0.109757j -5.4573e-15-0.0479498j -1.41874e-14-0.154055j 6.14264e-15+0.0919538j 1.07394e-14+0.0529284j -7.89327e-16-0.00277469j 7.79158e-15+0.0666707j -1.02237e-14-0.110329j 6.56016e-15+0.0736181j 4.24761e-15+0.0711852j -5.82288e-15-0.0474284j -5.06007e-15-0.0619371j -5.6241e-15-0.0514077j 9.75225e-15+0.0659659j -2.39648e-15-0.0139842j -2.88147e-16+0.0123772j 2.58879e-16+0.017852j 1.6943e-15+0.0331806j 4.5593e-15+0.0439347j 4.11108e-16-0.00288047j -2.90898e-15-0.0331332j 2.08805e-15+0.0303078j -1.09787e-15-0.0135051j 1.48305e-15+0.0155558j 
8.05014e-16+4.74579e-05j 2.79993e-15+0.123032j -8.28974e-16-0.0956143j 1.84459e-15-0.0875978j -1.0414e-16-0.0688368j 5.0322e-16+0.0119287j 1.96969e-15+0.0556531j 1.18459e-15-0.0466023j -1.69276e-15-0.00647401j 1.82372e-15+0.204474j -1.40322e-15-0.142282j -1.59973e-15+0.124996j 1.78211e-15+0.193579j -1.11579e-15+0.0859991j 1.31983e-15+0.0117502j 4.48462e-15+0.050839j 2.11392e-15+0.0692902j -2.19546e-17+0.146111j -3.01757e-16-0.15453j -4.97217e-15-0.166247j 9.5965e-16+0.125103j 4.16567e-15+0.0271253j -8.6813e-15+0.0878556j 1.07763e-15-0.0146896j 4.25773e-16+0.0276562j 3.37596e-15+0.0264677j -7.07727e-15-0.129538j -1.65016e-15-0.0543346j -1.15844e-14-0.0950568j 8.40256e-15+0.0921405j 4.5107e-14+0.150203j 6.93271e-15-0.59253j 7.77768e-15-0.0310802j 9.45178e-15-0.425308j 2.69786e-15+0.010017j -5.01134e-15+0.366008j 5.15476e-16-0.101975j -2.86795e-15+0.261299j 6.60375e-15+0.378686j -4.16165e-16-0.0566784j -6.9293e-16+0.0685423j 3.6213e-13-0.238792j -8.65302e-15-0.233226j -3.26181e-16+0.0608525j -4.69983e-17-0.229673j 3.38121e-16-0.224003j -3.53737e-15-0.215401j 5.70817e-15+0.294626j 4.83936e-15+0.149977j -9.72592e-16-0.0978654j -2.08707e-15+0.015831j 1.85945e-15+0.00937418j 5.47538e-15+0.0602373j 8.62249e-17+0.044243j 1.25512e-15-0.0267143j -7.95169e-16+0.0195754j 4.47978e-16-0.0223268j 4.43919e-16-0.113116j -9.95129e-16-0.0351269j 4.02853e-16+0.00471686j -8.32081e-16-0.116739j 1.19394e-15+0.0576646j -2.53719e-16+0.00549962j 4.85732e-16-0.0544204j 7.11152e-16-0.0894124j 6.28478e-16+0.00306789j 5.43964e-16-0.00158144j 4.89654e-16+0.0223702j -1.07413e-16-0.0181395j 4.15654e-16-0.0354414j -2.63199e-16+0.0136287j 1.56386e-17+0.0427146j 
-1.84906e-17-0.0552625j 2.45664e-16+0.00683025j 4.44153e-16+0.0259926j 1.34611e-16+0.069234j -7.55157e-16+0.0206929j 5.25673e-16+0.0185764j -9.53782e-17+0.0898647j -5.50911e-16-0.111084j 2.71802e-16-0.000725998j 1.00868e-15-0.0382796j -3.531e-16+0.00582687j -8.46933e-16+0.0481783j 8.36297e-16+0.0449998j -6.03462e-16+0.0122308j 1.00979e-15+0.00696003j 2.58225e-15-0.0564042j 1.51182e-15+0.0622359j 1.28419e-15+0.24683j -1.63654e-16-0.0169283j -3.94629e-15-0.017001j -2.08596e-15-0.23473j 3.50648e-15+0.206826j -7.08606e-15-0.0196874j -1.04991e-15-0.141069j 3.28847e-15+0.208098j 2.2655e-15+0.266053j 2.14091e-15+0.0225516j 3.76617e-15+0.143478j 3.85694e-16+0.0271642j -3.12882e-15-0.147377j 1.73999e-14+0.054936j -3.74534e-15-0.043827j 2.87834e-15+0.0831154j 1.75234e-15-0.00324596j 9.55103e-15+0.100672j -4.57843e-16+0.216322j -2.58061e-15-0.0432559j 1.10554e-15+0.0803911j -2.44562e-15-0.0864034j -9.8456e-14-0.205575j -8.52704e-14-0.201828j 1.3296e-13-0.0891864j 1.00073e-15+0.0598238j 1.55033e-16+0.00475758j 1.68103e-15+0.160275j 2.01644e-15+0.0979222j 8.80545e-16+0.117573j 3.4709e-15+0.122772j 7.92747e-16+0.00862948j -6.08438e-16-0.0933895j -8.02554e-16-0.0614931j -7.18975e-16-0.201432j -1.21753e-14-0.122687j -1.43715e-15-0.22008j 1.04718e-15+0.15425j -6.49879e-16-0.0766299j -1.15971e-16-0.0309032j -1.03224e-15+0.0664859j 1.01514e-15+0.0858355j 1.72322e-15+0.0999001j 7.54145e-16+0.0567098j 1.42556e-15+0.0769562j 8.50284e-16-0.100535j -4.42229e-16-0.102319j -3.16267e-16-0.0627917j -7.32963e-16-0.0711236j 8.20722e-16+0.0174118j 1.18456e-15+0.0518774j 1.1731e-16+0.0208907j 7.69978e-17-0.0561767j -7.24891e-16-0.0236796j 1.25598e-16-0.00902326j 
5.60402e-16-0.0102097j 7.97871e-16+0.012688j 1.32631e-15+0.0379726j -1.66346e-14-0.208765j -8.64383e-15-0.141268j 6.73247e-17+0.0232578j -9.5218e-15-0.135222j -1.51156e-15-0.0462j 5.46509e-15+0.0619737j 2.87551e-16-0.00339377j -4.44746e-15-0.0932907j 7.58301e-15+0.108224j 3.20982e-15+0.0369649j 4.57992e-15+0.0726445j 3.84718e-15+0.0388662j 4.72284e-15+0.0629257j 2.36244e-15+0.0279178j -3.64533e-15-0.0526376j -9.40396e-16-0.02366j -1.63854e-15-0.0614559j -6.93578e-15-0.0792815j 1.21387e-14+0.141825j 2.03033e-15+0.0666778j 7.72401e-15+0.136569j -1.10912e-14-0.13093j -1.55538e-14-0.166784j -1.22455e-14-0.0861703j -1.40547e-14-0.0674899j 1.26567e-14+0.0356673j -2.24328e-14-0.218658j 5.36388e-14+0.129779j 2.08055e-14+0.287505j -2.15728e-15+0.00846613j -4.6235e-15-0.0421527j -5.94606e-15-0.0509274j 5.89042e-15+0.0759944j -1.06209e-15+0.0115164j -6.0663e-15-0.155007j 1.53229e-14+0.145903j -1.14185e-13-0.398949j -5.59332e-14+0.109475j -2.15375e-13+0.153578j 3.91729e-15+0.0102309j -1.03492e-14-0.141025j -1.63288e-14-0.191792j -2.75912e-15-0.0147561j 7.27736e-15+0.103456j -2.49415e-14-0.263119j 3.73034e-15+0.0753622j 1.91302e-14+0.239599j -2.98959e-15-0.0477409j -1.26117e-14-0.143232j -4.6771e-15-0.0226105j 7.70401e-15+0.108892j -8.90425e-15-0.097177j 5.15772e-15+0.063596j -1.73782e-14-0.173284j 1.88142e-14+0.232119j 2.22665e-15+0.0437043j 1.10454e-15+0.0149758j -1.06594e-14-0.0953584j -7.68642e-15-0.0777226j -8.82336e-15-0.0943796j -9.17373e-15-0.109677j -4.51962e-15-0.0498265j 7.93605e-15+0.102511j -1.23357e-14-0.133236j 8.09502e-17+0.00850745j -6.38431e-15-0.0697282j 1.95919e-15+0.0279605j 4.82658e-15+0.0575175j 7.10183e-16+0.00315925j 
