1.31497e-16+0.24459j -4.76838e-16-0.387982j 1.73817e-16+0.0827392j -2.23393e-16-0.227489j -3.19543e-15+0.275724j 8.38844e-17-0.139029j -3.91733e-16-0.249311j 8.43441e-18+0.0253102j 2.47583e-16+0.120023j 1.27186e-19-0.0346182j -6.39617e-17+0.0262649j 2.04315e-16-0.00661206j -1.07022e-16+0.00579352j -4.7533e-17-0.0925493j 1.28319e-17-0.0149528j 1.34071e-17+0.0140148j -5.42312e-17-0.0394386j -1.80422e-16-0.037196j -5.27169e-17-0.0175459j 5.29291e-17+0.0355012j 4.06452e-16+0.013871j 1.55789e-16-0.033575j 6.62127e-16-0.0134878j -1.70309e-16-0.000149531j 1.29157e-16-0.022755j 3.4748e-17+0.0001156j 6.48619e-16+0.0132513j 2.02855e-15+0.0264405j -2.66666e-15-0.0333713j 6.94811e-16-0.0127183j -1.06089e-15-0.00349426j -3.83559e-16+0.0168556j 1.6408e-18+0.032477j -1.46092e-16-0.0208113j -7.25391e-16-0.0105773j -2.51734e-17-0.003306j 3.42185e-16-0.00486283j -6.00797e-16+0.0296118j -1.70588e-16-0.014729j -3.3106e-15-0.00774234j -2.8703e-15-0.00577668j -5.38055e-15+0.0034297j -1.60034e-15-0.0575417j 4.28459e-16-0.0269952j 9.03655e-17+0.0303225j 2.11446e-16+0.0252521j -1.88017e-16-0.00708299j -3.36099e-16-0.0309328j -1.77827e-16-0.0030075j 6.37909e-17+0.0273459j 1.45426e-17-0.0114685j 7.67794e-18-0.0111933j -1.18191e-15-0.0121496j -8.71681e-17-0.0284166j 3.95191e-17+0.00637258j 1.02222e-16+0.00747399j 8.74864e-16+0.0538054j 1.69001e-17-0.0648411j 1.45699e-16-0.0240213j 1.84457e-16+0.0453934j 4.64773e-16+0.0543656j 1.29669e-16-0.0362986j 7.0775e-18+0.0147714j -1.86511e-17-0.00336323j 2.02275e-17+0.0682948j -8.40108e-17-0.0856968j 1.18319e-16+0.037731j 3.64032e-16+0.0862069j 6.28971e-17+0.04032j -5.88951e-17+0.0825791j 7.16426e-17-0.0764268j -2.31944e-16-0.108234j 
6.16664e-17-0.0484809j 2.59939e-16+0.00804285j 4.89551e-16-0.0189908j 1.0378e-15+0.0865841j -2.42591e-16+0.0210242j 1.4751e-16+0.108982j -3.80278e-16+0.107966j -1.93657e-16+0.0645893j 1.84199e-16-0.0514768j 9.81319e-16-0.0230164j -1.18342e-16+0.0740728j -1.429e-15+0.0557664j -1.86349e-15+0.00168086j 1.27482e-17-0.0839974j -3.80976e-16+0.0825743j 9.1939e-16-0.0665689j 2.12045e-16-0.0739098j 1.22155e-15+0.12516j -1.0318e-15-0.00462746j -5.66651e-16+0.0135808j -9.74557e-16+0.0195588j -1.79935e-15+0.0459138j -2.63648e-15+0.0291009j 5.87908e-17-0.010467j -7.35629e-16+0.021445j 6.83382e-16-0.0191749j -1.1548e-16+0.0267962j -3.9929e-15-0.0739211j 9.80218e-15+0.0236102j -5.00855e-15-0.131738j 1.12821e-15+0.000146523j -9.35316e-16+0.0408173j 2.08773e-15+0.0527579j 1.32826e-15-0.0665068j 2.61512e-15+0.058352j 1.5723e-15+0.0198039j 6.35609e-16+0.0203908j -2.09188e-15+0.0607257j 3.79962e-16+0.0266789j 2.04418e-14-0.0141801j 1.97907e-14+0.11394j -1.79757e-13+0.117952j -4.4161e-15-0.0716396j 8.85894e-16+0.0955018j -1.43075e-15-0.0137252j 1.61158e-15+0.0392693j 7.53706e-16-0.00308349j 2.07846e-15+0.122048j 1.33121e-15+0.0225438j -1.70921e-15+0.0609275j -8.70692e-16-0.00218819j 1.41754e-15+0.132613j 2.85049e-15+0.0178033j 1.3786e-15-0.112596j 2.93938e-15-0.097321j -3.09954e-15+0.0327993j 5.16464e-15+0.000763909j 2.18654e-15+0.0452587j 2.83776e-15+0.0185903j 1.67081e-15+0.00718167j -1.13904e-15-0.0861116j -4.99316e-15+0.102202j -1.54342e-15+0.255695j 1.48863e-15+0.0736872j 1.65899e-15-0.0117219j 4.33554e-15-0.0116347j -8.29789e-16+0.0948266j -1.38764e-16-0.0698989j 3.16365e-15+0.0661478j -6.95624e-16-0.0262743j 7.36002e-16+0.0426008j 1.70499e-15-0.0533274j 
2.69111e-16+0.00652748j -6.34243e-16-0.00221522j 3.58327e-15-0.0347208j 4.62237e-15-0.0644807j 6.24025e-15-0.0519503j 2.85224e-15-0.047201j -3.42774e-15+0.011148j -5.93383e-15+0.0481251j 5.38111e-15-0.0406944j 4.70843e-15-0.0507675j -4.44071e-15+0.03066j -6.52748e-15+0.0576279j -1.1013e-14+0.115755j -1.72341e-15+0.0253837j -2.98709e-15+0.0147189j 3.43746e-15-0.0278149j 4.36441e-15-0.0371972j 1.83515e-15-0.0397626j -1.59154e-15+0.0214246j -3.69575e-15+0.0337304j -2.19687e-15+0.0162767j -2.43984e-15+0.024583j -5.23272e-15+0.0408949j -1.07342e-15+0.0102556j -1.43383e-15+0.0042513j -3.93296e-15+0.0425792j -1.15298e-15+0.0342859j 4.8933e-15-0.0199226j 2.85908e-15-0.0670834j 3.03779e-15-0.00089404j -2.59878e-14-0.104744j 5.87812e-16-0.0135636j 2.6853e-15-0.0356689j 5.1912e-15-0.0395723j -3.10947e-16-0.00629696j 2.29892e-15-0.0306585j 6.36638e-15-0.0524737j -2.84721e-15+0.00224904j -3.3266e-15+0.0356183j 2.08686e-14+0.0605048j 1.57795e-14+0.0464237j -4.80748e-14+0.0289523j 1.05251e-15+0.0106659j 1.52769e-15-0.0309935j 3.54845e-15-0.00901814j 5.92326e-15-0.0757073j 4.85872e-15-0.0553022j -5.27981e-15+0.0262365j -8.63312e-16+0.0131548j 5.97393e-15-0.0567821j 3.10917e-15-0.000815685j -4.95337e-15+0.0137877j -3.39408e-15+0.0971707j -6.30913e-15+0.0657556j 6.00699e-15-0.0797684j 6.06264e-15-0.0190498j -8.27051e-15+0.0498543j 1.25453e-14-0.144365j -1.63973e-15-0.00837553j -2.27196e-16-0.0102709j 1.05194e-14-0.077647j -1.17993e-14+0.126689j 9.42322e-15-0.108249j 5.23031e-15-0.0641173j 8.06352e-15-0.0969135j 6.50896e-15-0.0822484j -8.56539e-15+0.0659878j -1.11598e-15+0.0387613j 3.18268e-15-0.0634899j -2.82313e-15+0.0407313j -2.09211e-15-0.000860017j 4.69576e-15-0.0485005j 
-2.22046e-16-0.030899j 1.04013e-16+0.0509401j 3.25501e-16-0.00744054j 1.13894e-16+0.117008j 1.384e-15-0.0842131j 8.3475e-16+0.0376745j 4.59411e-16+0.0708941j -4.42904e-16+0.140742j 6.07048e-16-0.0958076j -4.05612e-16+0.0453333j -7.41588e-16+0.0886138j 2.18195e-16-0.069525j 5.11725e-16-0.105829j -9.02385e-17-0.0575274j 4.90481e-16+0.0309771j 1.72009e-16+0.0430545j 5.32328e-16-0.0685098j -1.19851e-16+0.0635837j 3.49603e-17+0.0144686j -7.8687e-16+0.0695887j -4.44673e-16+0.0177869j -5.09039e-16+0.0209916j -7.85195e-16+0.0223505j -6.4577e-16+0.0437738j 1.30057e-16+0.0144067j -6.00003e-16+0.0717214j -1.08723e-15-0.0575011j -5.49784e-15-0.0869462j 8.05631e-15+0.0366782j -2.71251e-15-0.0736681j 1.42324e-14+0.0406283j -9.59638e-16+0.0670539j 1.0185e-15+0.00479091j 1.00272e-15-0.0561761j 3.94407e-15+0.0805539j 8.50547e-16-0.0156999j -1.19678e-15+0.0461977j 2.90446e-16-0.00260787j 1.36641e-16+0.000711206j 2.36535e-14-0.00737164j 2.30342e-14+0.11945j -8.88149e-14+0.0594448j -1.05525e-15+0.00668632j -4.62222e-16+0.0670901j -3.4191e-16-0.0387821j 2.55108e-16-0.062004j 7.37717e-16-0.0316875j 1.04282e-16+0.123935j 3.31343e-16-0.0493019j 6.22764e-16+0.0116202j -5.5553e-16-0.0145247j 6.09626e-16-0.0586221j -1.41721e-15-0.0100892j -2.13322e-17-0.149881j 1.4392e-15-0.271477j 5.06293e-16+0.36033j -2.08341e-15-0.0771194j 1.07197e-15-0.0028553j 1.20551e-16-0.160103j -1.09774e-15+0.0430412j 7.70164e-16-0.0146194j 1.68248e-15+0.124152j 1.87042e-15+0.146888j -7.45641e-16+0.139369j 1.64369e-15-0.0747656j -1.99502e-15+0.148505j 7.03686e-16-0.227328j -1.80475e-15+0.00186544j -8.12827e-16+0.217057j 1.29201e-17-0.0987616j 3.15864e-16+0.0862555j -2.39308e-16+0.0385499j 
-1.14487e-15-0.0213679j 1.15212e-15+0.0316666j 4.34364e-16+0.00659358j -1.09158e-15-0.0729499j -4.93611e-16-0.0317982j 2.3412e-15+0.0652132j 2.15007e-15+0.0721337j -1.1829e-15-0.0502741j 1.08911e-15+0.0464491j -7.21992e-18-0.0306924j -6.58835e-17-0.0119418j 2.02938e-15+0.103011j -6.28269e-17+0.0857923j 2.05705e-15+0.0805836j 1.55313e-15+0.0648649j -1.22258e-16-0.0246997j 1.03448e-15+0.0328567j -1.14823e-15-0.0568705j 1.83668e-15+0.0598232j -2.12468e-15-0.0554627j -2.82188e-16-0.000856858j -1.32718e-15-0.0554621j -4.43405e-16+0.00652075j 4.27003e-16+0.00960318j 3.80881e-16+0.0209542j -9.34071e-16-0.0223323j -6.06876e-16+0.0120608j 1.96376e-15+0.0133706j -5.7626e-16-0.0019414j 4.28184e-16+0.0246274j -2.10402e-14-0.0579781j -1.39315e-15-0.0716489j -4.17876e-16-0.034062j 1.55851e-15+0.0406939j -3.37961e-15-0.0528886j 1.87887e-15+0.0512627j -1.56679e-15-0.0931179j 8.34849e-16+0.0632095j 3.40158e-15+0.0713245j -1.75315e-14-0.0592491j -1.11151e-14+0.00400535j -2.00309e-13+0.134686j 1.6403e-16-0.00607249j -8.28072e-16-0.0445512j -1.98322e-15-0.0578277j 1.28486e-16+0.00292112j -9.11001e-16-0.0290784j -1.66968e-16-0.00869296j 7.45355e-16+0.0263932j 3.68589e-15+0.11084j -4.56084e-16-0.00626609j 3.0285e-15+0.083532j 2.50972e-15+0.0174552j -2.39738e-15-0.00531914j 2.28375e-15+0.107323j -7.24206e-15-0.235895j -7.63023e-15-0.153211j 3.77039e-15+0.112216j -3.92029e-16+0.0104922j -2.05863e-15-0.0657101j 1.49582e-15+0.0328517j 7.44715e-15+0.247044j 4.68179e-15+0.106547j -1.46573e-15-0.0799258j 6.55475e-15+0.227817j -7.72464e-15-0.287304j 3.71761e-15+0.178087j -9.75142e-15-0.273385j -3.77997e-15-0.172962j 3.18819e-16+0.0497447j 2.77655e-15+0.0675204j -2.10215e-15-0.0832565j 
5.02624e-16+0.0485624j 3.8929e-16+0.0248675j 2.30671e-16+0.047519j 2.34871e-16-0.0146177j 7.52971e-16-0.0737507j 5.55235e-16+0.0469419j -1.95606e-18+0.0648996j -5.83921e-17+0.064865j 1.92524e-16+0.000276098j 4.21138e-16-0.0193836j 9.22103e-17+0.069436j 4.07054e-16+0.0202235j -8.9454e-16+0.123245j 2.02963e-17-0.0873748j -3.32972e-17+0.0687253j 2.55747e-16+0.0760144j -3.96654e-17-0.0378212j 3.2902e-16-0.0378946j 7.67391e-16+0.156819j 6.47962e-16+0.0284838j 1.20241e-16+0.0553021j -1.29347e-15-0.0112165j -2.4027e-15+0.064173j 7.52423e-17+0.00632897j -1.09301e-18+0.0394939j 2.27353e-16+0.0756578j 3.6887e-16+0.012619j 2.29458e-15-0.0103846j -5.89477e-15-0.0630976j 3.60028e-15+0.0856924j -1.35185e-14-0.048281j -1.87992e-15+0.0728167j 1.39415e-16-0.00471047j -8.3993e-17-0.0338826j 4.75997e-15+0.0704955j 1.39493e-15+0.0456293j -5.05236e-16-0.0598185j 1.23651e-15-0.0682209j 3.58691e-16+0.0243937j 4.62443e-14+0.108764j 4.09924e-14+0.0791681j -1.27822e-13+0.0847507j 1.81216e-15+0.080305j -6.08349e-16+0.0138941j -1.60465e-15-0.0993369j -8.9519e-17-0.0494062j -7.8064e-16-0.0895678j 1.27802e-15+0.0703465j 1.18629e-15+0.0314472j -9.65438e-17+0.0446917j 8.12765e-16+0.188975j 2.11326e-16-0.0147543j -4.93637e-15-0.0522359j 1.00775e-15+0.0572143j 1.38626e-16-0.0481962j 8.93529e-16+0.129276j 3.82698e-16-0.0466083j 4.32643e-16+0.0281352j -6.25531e-16-0.176007j -7.4615e-16-0.019612j 1.4522e-15+0.103512j -1.09595e-15+0.0147602j 8.08942e-16+0.181123j 8.42678e-16+0.141671j 5.76853e-16+0.158498j 1.09409e-15+0.0810018j -3.90822e-16-0.0127865j 1.46145e-16-0.0428971j 5.47022e-16+0.0145614j -3.9326e-16+0.132699j -4.75919e-16+0.0199122j 5.0758e-16+0.0639222j 
-1.5011e-15-3.78339e-05j -1.06796e-15+0.0336066j -7.50524e-16+0.0451842j -1.30053e-15+0.0744576j -1.87686e-16+0.0102546j -1.34944e-15-0.0124265j -1.18592e-15+0.0863071j 7.76777e-16+0.0287625j -1.92352e-16-0.0379203j -2.6693e-15+0.083588j -7.60379e-16+0.000783204j -3.14156e-15-0.00351018j -1.17786e-16-0.102589j 2.42407e-15+0.0028215j -1.58532e-15-0.00227959j -1.41253e-16+0.0406294j -5.56759e-17+0.047592j -2.88005e-15+0.0240348j -1.95393e-15+0.0164084j -8.21721e-16+0.00355924j -1.49857e-15+0.0154037j 8.35427e-17-0.0405096j 9.08274e-16-0.0411861j -1.50493e-15+0.0324426j -3.50626e-16+0.00373126j -2.05253e-15+0.0453008j -2.27898e-15-0.108074j -1.09991e-15+0.00868192j 2.41355e-15+0.0476316j 1.38139e-15-0.017096j 1.47054e-14+0.0480919j -9.45296e-16-0.0678029j 1.18461e-17-0.0172966j 1.84544e-15+0.00119703j -2.62281e-15-0.0317161j -3.62557e-15+0.0502905j 7.52154e-16-0.0259585j -8.35644e-16+0.0377006j -3.69819e-16+0.0191785j -1.51755e-14-0.0879812j -1.7151e-14+0.0226983j 2.82645e-14-0.0198729j -7.69049e-16+0.00850624j -1.75228e-15+0.00757633j 3.15552e-15-0.0662287j 9.90086e-16+0.0333015j -2.03961e-15+0.0493356j -9.10422e-16-0.0252456j 5.43962e-16-0.00360481j -6.31733e-16-0.0106694j 4.00504e-16-0.146104j -3.77473e-16+0.0098788j -1.91278e-15-0.0226678j -6.79991e-15+0.0476802j -2.03851e-15-0.0170413j 1.83039e-16-0.020504j -5.00793e-15-0.122485j -9.4794e-17+0.00433966j -2.33188e-15+0.0184002j -2.90632e-16-0.0263698j -2.23353e-16-0.098241j 9.96824e-15+0.077645j 1.09829e-15-0.0535552j -5.8571e-16-0.092565j 3.44232e-16-0.0637352j -1.70215e-15-0.230047j 3.33922e-15-0.22921j -3.51682e-15-0.19541j 2.65319e-15-0.135837j 3.36655e-15-0.153174j 5.33396e-15+0.0264314j -2.89879e-15+0.0853375j 
5.62523e-15+0.0479388j 2.75574e-15+0.0387316j 5.93892e-16+0.020627j 1.37092e-15+0.0484493j -4.22698e-16+0.00189743j 5.10548e-15+0.0395644j 1.43545e-15+0.050044j -2.47863e-15-0.0159073j 1.12145e-15-0.0115391j 2.4811e-15+0.0441825j 1.70574e-15+0.0102853j 9.84703e-15+0.0909608j 7.55219e-15+0.0467731j -9.75164e-15-0.0975359j 6.26834e-15+0.0607189j 1.12835e-16+0.0153084j -2.05265e-15-0.00993645j 6.65085e-15+0.0782023j 6.15333e-15+0.0649993j 2.92109e-15+0.0193339j 4.22903e-15+0.0432097j 1.25478e-15+0.00837838j 5.45442e-15+0.0580308j 2.32762e-15+0.038202j 2.1699e-15+0.0253294j 2.33534e-15+0.0367934j 2.40797e-15-0.0161238j -8.10202e-15-0.0478997j 5.26068e-15+0.0151301j -8.95554e-15-0.0745444j 3.67829e-15+0.00954211j 1.2298e-14+0.117053j 2.26848e-15+0.0193631j -4.29091e-15-0.0442183j 7.31756e-15+0.0361584j 1.07108e-14+0.111109j -3.29189e-15-0.0354064j -2.45263e-15-0.00743478j 5.19359e-15+0.046464j -2.31817e-14-0.112932j -5.17973e-15+0.0696017j -1.26865e-13+0.0913052j 6.00381e-15+0.0555486j 6.64084e-15+0.0746637j -8.29686e-15-0.112183j -4.62439e-15-0.0282495j 8.04054e-15+0.0810185j 2.0148e-15+0.0145236j -3.38668e-15-0.0321924j 3.877e-15+0.0361607j 3.69976e-15-0.0183658j -3.80431e-16-0.00943972j -1.14417e-15-0.00785698j 2.12015e-14+0.22944j 4.58896e-15+0.0362285j 3.79792e-15+0.0535242j 1.30345e-14+0.0707836j 8.62532e-17-0.00138286j 5.84201e-15+0.0438958j 3.58852e-15+0.0291201j 9.3685e-16-0.0217471j -3.68922e-14-0.353096j -6.42441e-16-0.051868j 5.45122e-15+0.0106308j 1.94571e-17-0.0559295j 1.42119e-14+0.065849j -4.07512e-15-0.143245j 1.8401e-14+0.133985j -4.52615e-15-0.107821j -4.02153e-15-0.0936294j -1.99207e-14-0.196962j 7.1316e-15+0.100583j 
-7.75644e-16-0.0158601j -4.68077e-16+0.0230086j -1.61951e-17+0.0165439j -8.88191e-17+0.0642634j 2.34954e-16+0.00678949j -1.2168e-15-0.0509345j -2.32687e-16+0.062324j 2.49912e-16+0.0119459j 1.04635e-17-0.076738j 4.34289e-16-0.0495598j -3.86811e-17-0.0466378j -1.49548e-15-0.0366093j -1.9438e-15-0.00227276j 2.10189e-15+0.00384372j -1.46428e-15+0.00685818j 1.40667e-18+0.0243731j 5.72885e-16-0.0145035j -1.20665e-15+0.0163834j -1.46265e-15+0.00183917j -3.53965e-16-0.0387754j -8.05675e-16-0.0203857j -8.15348e-16-0.0102051j -1.43676e-15+0.012689j -6.99487e-16+0.0277464j -3.69477e-16+0.00917247j -6.1362e-16+0.0116044j -2.35746e-15-0.0564621j -1.99164e-16-0.0130532j 7.36519e-16-0.000867263j 1.34984e-15-0.00413817j 8.57313e-15+0.0259215j -1.85947e-15-0.0258154j -3.56572e-16+0.03096j 1.04871e-15-0.0075372j -7.92367e-16+0.00906128j -1.13387e-15-0.00395085j 2.81368e-17-0.0200253j -2.95274e-16+0.0382727j 2.68834e-16+0.0295548j 3.47857e-16-0.0435139j -1.26724e-15+0.0491758j 5.39328e-14-0.0364563j -8.57053e-16+0.016478j -1.08375e-15+0.047516j 1.74051e-15-0.0678903j 7.46125e-16+0.0170323j -1.18315e-15-0.0295409j -3.3054e-16+0.0217151j 4.35169e-16+0.0366752j -1.05962e-15-0.00136236j -1.5809e-15-0.0859581j 2.53868e-17-0.026209j 4.61736e-15+0.0489527j -3.42007e-15+0.0178606j -8.25506e-16-0.0925112j 2.57816e-16+0.165898j -3.10361e-15-0.0543701j -4.21219e-16-0.0387073j 4.60163e-20-0.0795507j -5.56388e-16+0.0626531j -2.04942e-15-0.148747j 5.71276e-15-0.0564034j -3.69859e-16-0.189029j -1.3471e-15-0.0951652j -3.95654e-16-0.246962j -3.25074e-15-0.05465j -4.29866e-17-0.206384j -2.95504e-15+0.0910965j 3.90673e-16-0.144725j 2.76427e-17-0.0118377j 3.04303e-15-0.0413281j -7.33453e-16+0.0548965j 
-2.68123e-16-0.0560511j -1.25956e-16-0.0266169j -1.79078e-16+0.0776951j -2.17062e-17-0.00667919j -9.3296e-16+0.0622453j 5.53519e-17+0.0386607j -9.24807e-17-0.0263876j 7.29793e-17-0.101519j -2.53688e-19+0.0761343j 1.07854e-16+0.0117466j 3.04351e-16-0.0773166j -7.03828e-17-0.00969289j 6.70392e-17+0.0166444j -2.24948e-16+0.0625197j -8.61906e-17-0.0207228j 6.185e-17-0.0249462j 6.19033e-17+0.0644884j 2.88088e-16-0.0375019j 4.38661e-17-0.00369948j 1.25127e-17-0.0120394j 9.65882e-17+0.0125997j 1.83328e-16+0.0047389j 3.99934e-16-0.0257091j 1.2154e-16-0.0445233j -4.40763e-17+0.00193633j 2.22144e-16-0.0328591j -8.26892e-16-0.000626022j 1.2556e-15-0.00477172j -2.55249e-15-0.00932755j 1.25752e-15+0.0476791j -7.57951e-15-0.0214658j 1.75074e-16-0.0400116j -1.47094e-16-0.00951123j -2.452e-16+0.0390895j 9.55336e-16+0.0138661j 2.38019e-16-0.0367763j 4.21025e-17+0.0287875j 1.63471e-16+0.0106821j -3.41627e-16+0.00571542j -1.67029e-14-0.0149421j -1.49512e-14-0.0583949j 1.91456e-14-0.0128406j -4.8746e-17+0.0020676j -5.09036e-17+0.0405866j -6.51284e-16+0.0588751j 3.48382e-16-0.012632j -6.51036e-16-0.051101j 6.82994e-17+0.0272975j 4.33372e-16+0.0600797j 7.37795e-17+0.0294585j 4.13212e-16+0.0617148j 6.63262e-17-0.0105871j 8.97272e-16+0.0102803j -5.48836e-17+0.0168626j 3.49433e-16+0.0850543j -6.36734e-17-0.0160575j 2.12432e-16+0.0399094j 3.38776e-16-0.0209927j -7.69978e-16-0.0256551j -4.28323e-16-0.0250407j -6.21471e-16-0.0509754j -2.21679e-16-0.213065j 4.65219e-16-0.180228j -1.20934e-16+0.0247492j 2.33879e-16-0.109102j -1.93315e-16+0.103835j -2.21666e-16+0.176874j 3.07546e-16+0.036214j 5.67768e-18-0.157327j -4.02495e-16+0.225872j -2.30218e-16+0.0315458j 6.85164e-17-0.0548871j 
-1.86832e-16-0.0418166j -7.0267e-17+0.00594227j 1.0944e-18-0.0758031j 7.93899e-17-0.0433545j 2.38851e-16-0.0303113j -1.34358e-16-0.0410053j 9.47816e-17+0.0201718j 1.6824e-16+0.00639893j 8.10142e-17-0.0333185j 1.79853e-16-0.0200404j 3.12785e-16-0.0226437j -2.26523e-17-0.0110208j -5.35889e-17-0.0251559j -7.07409e-18+0.0326449j 8.85478e-17-0.0201781j -5.08775e-17-0.0168718j 1.45748e-16-0.00595409j -4.53915e-16-0.00122571j 1.55516e-16+0.0275635j 3.3835e-16+0.0587866j -4.33271e-16-0.0491635j 2.7281e-16+0.0622565j -3.81147e-16+0.00217468j -3.99232e-16+0.071507j 2.40191e-16+0.0188016j 7.56478e-17+0.0107815j -1.71134e-16-0.00918926j -1.32864e-15-0.0432735j 1.02099e-15-5.79872e-05j 4.29867e-16+0.00591793j 1.03883e-14+0.0271335j -3.84914e-16+0.0548342j 1.7724e-16-0.0352757j 1.17362e-17+0.000329406j 1.02963e-15+0.0106901j 4.48785e-16+0.0567378j -7.75106e-16-0.0133636j 9.98112e-16-0.0371407j 8.82998e-16+0.0699574j -2.49881e-14-0.101547j -1.95476e-14+0.0103109j -1.21585e-13+0.080696j 3.95009e-15+0.0961665j -1.12986e-15-0.0447735j -2.33122e-16-0.0088654j -5.41647e-16-0.11347j 6.80401e-18-0.0432154j -1.1035e-15-0.0610722j -1.15698e-15-0.0825695j -7.42891e-17-0.0101671j -2.63113e-16-0.0225545j -6.71303e-16-0.0329578j -8.09616e-15-0.0845122j 4.64226e-16+0.100486j 3.82123e-16-0.103343j -2.44446e-16-0.0357525j -1.30782e-15-0.0650651j -4.27024e-16+0.160124j -6.75423e-16-0.00047382j -7.60766e-16-0.105845j 1.54918e-15+0.153533j 6.55218e-16+0.0508758j 4.29144e-16-0.0104306j -7.32967e-17-0.0113649j -5.2786e-17+0.232821j -4.08813e-16-0.109085j -1.04352e-16-0.185119j -1.04211e-15-0.198219j 1.62164e-16-0.00325971j 1.17311e-16-0.217757j 1.5854e-16+0.0144844j 4.45274e-18-0.0319946j 
-6.21266e-17-0.0186094j 2.40109e-17+0.00762862j 2.8536e-16-0.0722524j 2.15651e-16-0.0500403j 5.5687e-16-0.0355427j -1.04681e-16+0.0524561j -6.22213e-17+0.00786748j -1.31124e-16+0.000562797j -9.62678e-17+0.00320045j -1.68818e-16+0.0253649j -2.02934e-16+0.0122306j 1.1423e-16+0.00582118j -6.25633e-16+0.0694806j 2.20291e-17+0.0136625j -1.72746e-16+0.0263867j -1.25516e-16-0.00335732j 5.84743e-17+0.00368598j 1.74141e-16+0.0695239j -1.14721e-16-0.0222679j -1.56868e-16-0.0282487j -2.60415e-19-0.0175158j -3.2899e-17-0.01114j -1.49179e-16+0.0229934j -2.81561e-16+0.0161928j -1.34522e-16-0.0191185j -5.29489e-16-0.0591854j -1.66755e-15-0.0334915j -7.50344e-16+0.00651941j 5.06506e-16+0.0286872j 7.97459e-16+0.0264951j 2.35277e-14+0.067367j 9.98031e-16+0.00957219j -1.16824e-16+0.0142786j 1.38962e-16-0.00143075j 8.21652e-16+0.0135756j -6.66333e-17+0.0249701j -2.40109e-16-0.00728787j -1.23727e-15+0.0652842j 7.09281e-16-0.00394707j -8.83051e-15-0.0693063j -7.33507e-15+0.0434986j 5.81077e-14-0.0381786j 4.31673e-16-0.00427587j -1.02898e-16-0.0474471j 2.25367e-16-0.0501824j 3.8063e-16+0.0664844j 7.19407e-16+0.0958246j -2.3375e-16-0.0955359j -5.91897e-16-0.00125686j 1.18432e-16-0.0722982j -4.87225e-16-0.035545j -2.33478e-16-0.00929592j -2.00713e-15-0.0231856j -2.30405e-16+0.0504348j 1.34924e-16-0.0176794j -1.89439e-16-0.00335266j -1.53656e-15-0.113842j -2.1914e-16+0.0397235j 3.86634e-16+0.0193756j 5.90494e-16+0.0424466j 6.21808e-16+0.120509j 1.81873e-16+0.0613398j -4.15115e-17+0.0200183j 2.041e-16-0.0795693j -1.57261e-17+0.0215474j 2.2821e-16-0.0414353j -2.19901e-16+0.028866j 2.00094e-16+0.0721898j 2.10412e-16+0.0123411j -1.52353e-16-0.0279854j 1.4212e-16-0.0360894j 5.50857e-16-0.139693j 
1.60743e-16+0.0128751j 1.19305e-16+0.0101958j 3.58205e-17-0.00606738j 9.1579e-17-0.0633722j 5.36924e-16-0.0424617j 1.62215e-16-0.0396097j -1.10812e-16-0.103374j 3.30472e-18-0.0525086j -7.65354e-17-0.00414626j -2.78155e-16+0.0717937j 2.16072e-16-0.115963j -4.1899e-16-0.0502164j 6.44845e-16-0.0992937j -4.88809e-16+0.0835381j 2.03508e-16-0.0025321j -5.98223e-17+0.00319329j 7.57273e-17+0.00927515j 3.22699e-16+0.0335545j -5.89694e-16-0.0891008j -3.55988e-16-0.0808993j -3.4662e-16-0.00607688j 8.28458e-17+0.0555511j -3.56413e-16-0.0111393j -2.68642e-16-0.0203884j 4.17531e-16+0.00958509j -8.4241e-16+0.00517932j -1.94148e-15-0.0555773j 2.02993e-15+0.0237486j -3.94756e-15-0.0338932j 1.69902e-15+0.0187495j 1.05172e-15+0.00362846j 8.48446e-16-0.0297327j 1.4039e-16+0.020667j 6.45907e-16-0.00774794j 1.5381e-15+0.0336058j 2.65912e-16-0.0566606j 1.3053e-16-0.0262188j -1.59776e-15+0.0584563j -1.36963e-16-0.0157797j 2.22248e-14+0.0260768j 1.91184e-14+0.0690099j 5.33122e-14-0.0350411j -1.57763e-15-0.0420409j 1.78474e-16+0.0123648j -7.68546e-17+0.0131099j 7.26829e-16+0.0217371j -4.56708e-16-0.0628394j 4.4832e-16+0.0845963j 9.26577e-16+0.043227j -2.24185e-16-0.0424211j -4.2048e-16-0.0842956j 7.37472e-16+0.104688j 5.09585e-15+0.0464828j -1.14972e-16-0.0682786j 1.83853e-16+0.00527128j -3.89637e-16-0.0526762j 1.60685e-15+0.0957521j 2.01039e-16+0.0855767j 2.69673e-16+0.0610546j 6.4836e-16+0.0470017j 2.35646e-16+0.00357756j 9.16306e-17+0.00993695j 2.67429e-16+0.114131j -1.72058e-16+0.131648j 1.30796e-16+0.209345j 8.40805e-17+0.109729j -9.46465e-17-0.0761743j 8.53543e-17-0.0553516j 2.96026e-16+0.220207j -8.24213e-17-0.115643j -2.41593e-16+0.0504863j 2.51901e-16+0.0906281j 
