5.00278e-15-0.194956j -1.02016e-14-0.35676j 7.08271e-16+0.0600836j 8.14778e-16-0.216648j 1.48409e-15-0.256195j 1.84131e-15-0.0688183j -1.12608e-15+0.213005j -6.59299e-18-0.0236913j 1.89523e-16-0.0455212j 3.78181e-16-0.0546167j 6.1822e-16-0.0650287j 8.58768e-16-0.0686975j 7.3182e-17+0.00869142j 1.79468e-16-0.0522581j 8.381e-16-0.0401442j -4.48185e-15-0.0168956j 2.25696e-16-0.00903454j 1.51231e-16-0.00671278j 4.78515e-17-0.0104321j -2.14164e-16-0.0156187j -1.1952e-16-0.0177983j 3.59135e-17+0.044348j 4.89503e-16-0.00415282j -2.68311e-16+0.00186973j 1.39772e-16+0.00160622j 2.09195e-16-0.0224271j 4.37234e-16-0.0440904j -3.75361e-16-0.0166119j -5.58915e-15+0.00212821j 1.37442e-15-0.0536838j 2.93036e-16-0.00520872j 9.27486e-17-0.00982316j 1.94536e-16-0.00217275j 4.11493e-16-0.0355236j 9.35434e-16-0.0323833j 5.63696e-16-0.0304479j 1.20317e-16-0.00357736j -2.30969e-15-0.0219807j 7.81055e-16+0.0363667j -3.93371e-16-0.0122852j -2.0861e-16-0.00566402j 2.38119e-16-0.0286416j 3.79705e-16-0.0274288j -1.5563e-16+0.000244006j 2.76064e-16-0.0593126j -3.96043e-16+0.0530342j 2.08478e-16-0.000132048j -1.96612e-16+0.0304606j 3.24427e-16-0.0180362j -4.81838e-16+0.0582341j 3.501e-16-0.0699562j 4.14941e-16-0.0215167j 2.39683e-17-0.0729385j 2.54995e-16-0.0234317j -1.06577e-14-0.0241594j -1.5712e-15-0.0968485j 
-8.88561e-16+0.02228j 2.06217e-16+0.0138221j 8.56136e-16-0.0735614j 5.45339e-17-0.0180382j -8.77633e-16+0.104859j 2.1168e-16+0.0168795j 7.02308e-16-0.019441j -6.51214e-16-0.00836515j -9.23839e-16+0.033357j -1.35735e-15+0.0973334j -1.25993e-15+0.029277j -8.75678e-16-0.0376778j 6.30149e-16-0.00681071j -1.52864e-15+0.0467791j 3.82406e-15-0.0840828j -2.92509e-14-0.089588j -5.62732e-16+0.0842537j -1.74605e-15+0.129359j -2.02655e-15+0.0728907j 4.43196e-16+0.011605j -3.05167e-16-0.0192345j 5.20974e-16-0.0281455j -5.04188e-15+0.044155j -6.25501e-16+0.0107889j -9.70333e-16-0.114361j -3.28748e-16+0.080367j 1.06255e-16-0.0425069j -1.03189e-14+0.0919552j -3.49689e-13+0.101458j -3.23684e-15+0.0942505j -1.45181e-15-0.0464735j -2.28853e-15+0.0585185j -1.667e-15+0.026231j 1.00823e-15-0.03555j -4.17059e-15+0.227864j -3.19201e-15+0.0340627j -3.58539e-15+0.0645707j 5.27651e-15+0.0778076j -4.63979e-15-0.0266364j 4.71743e-16+0.102605j 1.3598e-14+0.42839j 1.29442e-15-0.105164j -1.64504e-15+0.287956j -2.00993e-15+0.203121j 2.34293e-15-0.250109j 3.78629e-16+0.117218j -2.34841e-15-0.0318056j 9.36212e-16+0.354608j -8.06292e-16+0.0110587j 2.57161e-15-0.159694j -2.34845e-15+0.250338j 8.84712e-16+0.146578j 2.07356e-16-0.0786613j -1.86289e-15+0.236884j -9.43288e-15-0.0356416j -1.61815e-15-0.0299364j 
-9.89626e-17+0.00196917j 2.06892e-16-5.40907e-05j 3.72092e-16-0.00763853j -1.07546e-16+0.0364799j 1.84225e-16+0.0143949j 3.75408e-16-0.0425423j -7.79009e-16-0.0552744j 6.32881e-16+0.00218687j -6.07755e-17+0.0159258j 3.2627e-16-0.0704517j 2.80713e-17-0.0191025j 5.34486e-16-0.061035j 2.13464e-16-0.0284859j 9.86416e-16+0.01671j -3.25793e-16+0.0227746j -1.57999e-15+0.000791404j -1.027e-15+0.145584j 6.85645e-17-0.00062457j -1.8311e-16+0.00131081j -6.68224e-16+0.0248679j -7.6322e-16-0.00336924j -6.27854e-16+0.0224928j 4.2075e-16-0.00126184j -8.09007e-16+0.0282246j -8.60294e-16+0.0117822j 1.08234e-15+0.0983458j 6.73343e-16-0.0782521j -9.80703e-15-0.109416j -6.31641e-13+0.189888j -2.56994e-16-0.0321514j 2.37922e-15-0.291417j 3.02314e-15-0.0912115j 3.84107e-15-0.135527j 2.08122e-16+0.154594j 2.86594e-15-0.155648j 7.13111e-17+0.0617209j 8.97258e-16+0.0934683j -1.19641e-14-0.176934j 6.48119e-15+0.0246876j 1.62978e-15+0.32118j -7.27546e-15-0.256178j -3.47365e-15+0.242249j -2.05595e-15+0.220778j 9.54359e-16-0.230605j 7.4733e-16+0.293306j -1.67888e-15+0.33747j 3.0917e-15-0.244801j -6.67127e-16-0.0590426j 1.5093e-16-0.102098j -1.64471e-15+0.24861j -9.39849e-16+0.22468j 4.75531e-16-0.0683727j 6.55972e-16+0.0524714j -8.50579e-16-0.0058742j 1.63448e-15+0.0128256j 4.1338e-16-0.0227539j 
-9.53067e-18-0.00649514j -3.24482e-17-0.00785436j -4.96622e-16+0.0317407j 1.83837e-16+0.000914263j 8.86301e-17-0.0328871j -8.34183e-16+0.00797763j 3.50092e-16-0.0204135j 2.06329e-16+0.0192137j 1.48443e-16-0.00641373j 8.82752e-16-0.0590319j -4.74877e-17+0.00723845j 1.05285e-15-0.031319j -3.91385e-16+0.0619576j 7.71598e-16-0.0693409j 3.24568e-15-0.0495982j -3.88909e-14-0.125045j 5.87427e-16+0.00437882j -1.55066e-15+0.0109884j -3.00513e-15+0.154815j -7.46489e-16+0.0790282j 1.36507e-15+0.0245003j 2.66328e-15-0.229089j -1.01239e-14+0.0867604j 5.11094e-15-0.0588684j 2.12531e-16+0.0874905j 1.45091e-16+0.0399987j -8.28107e-16+0.0423776j -3.0011e-15+0.0829188j -1.09381e-13+0.0305591j 7.54389e-17+0.0125542j -4.45391e-15+0.303025j 1.93302e-15-0.131626j 2.77872e-16+0.0431584j 1.30109e-15-0.104755j 3.94966e-15-0.1266j 3.15358e-15-0.0859925j 4.66127e-15-0.214838j -3.93497e-15-0.134588j 3.32048e-15-0.10639j 2.30389e-15+0.357423j 1.619e-15+0.12361j -2.09549e-15+0.173305j -2.92104e-15+0.111897j 2.95437e-15-0.301431j 5.77927e-16-0.175746j -3.22271e-15+0.0955717j 3.16555e-15-0.06775j -2.57028e-15+0.10569j 4.40314e-15-0.274477j 1.92342e-15-0.231923j -1.74254e-16+0.0879358j -1.42974e-15-0.0538203j -1.51718e-16-0.0473049j 7.51282e-16-0.0809559j 2.431e-14+0.105892j 5.70543e-15+0.00332936j 
-4.38859e-16-0.0149665j 1.65474e-15+0.0782392j 7.78906e-16-0.0367067j 1.99873e-17+0.0204775j -1.33018e-15+0.074829j 6.51297e-16-0.0529524j -2.84859e-17+0.00337858j -6.08608e-16+0.0302772j -5.42761e-17+0.0298359j -1.43066e-15+0.038529j 8.25444e-16-0.0499794j -1.64514e-15+0.0676432j -7.00634e-17-0.00890387j -1.80945e-15+0.113551j -1.61118e-16-0.097488j 2.10347e-14+0.0562933j -6.65296e-16+0.0125148j 3.38254e-16-0.0234982j -4.1218e-16+0.0345017j -6.2308e-16+0.0717085j -1.86469e-16-0.000853405j -2.17348e-15+0.142624j -2.88872e-15+0.0221521j -1.0742e-15+0.00655323j 6.58224e-16+0.0395065j -6.88222e-16+0.0222336j -1.21005e-15+0.00224818j 1.25309e-14-0.0304728j 6.43529e-13-0.189983j -2.10914e-16+0.0713611j 4.04279e-15-0.156339j -1.9074e-15+0.130012j 9.10228e-16-0.01895j -2.02593e-15+0.0813312j 3.02305e-15-0.134932j -7.3116e-16+0.0231344j -2.47383e-15+0.0814582j -5.34243e-15-0.0554437j -1.51543e-15+0.0210757j 1.06198e-15+0.413245j 2.6637e-16+0.0123589j 1.29574e-16+0.0526759j -3.03936e-16+0.0834366j -1.39871e-16+0.0024108j 2.37178e-16+0.054726j -7.82038e-16+0.157493j -1.47203e-15+0.0773202j 1.89605e-15-0.0442758j -2.70891e-15+0.181295j -5.35729e-16+0.0318306j -6.52656e-15+0.441687j 3.62473e-15-0.232057j 2.4815e-16+0.0102733j -1.87527e-15+0.11369j 2.25922e-14+0.0835426j 3.72259e-15+0.0827634j 
-2.93239e-16-0.0447437j 1.69006e-15+0.0426695j 3.82804e-16-0.0459479j 4.79947e-17-0.0165346j 2.17918e-16-0.0292815j 9.72549e-16-0.0552502j -1.77155e-16-0.043751j -5.69953e-16+0.0537079j 3.78983e-16-0.10107j -1.06146e-15+0.0282041j -9.62398e-16+0.0111747j 1.2029e-15-0.110746j 5.96623e-16+0.0365596j 4.27739e-18-0.0132263j -1.07471e-16-0.058798j 7.30584e-15+0.0214588j -1.96439e-15+0.129925j -1.73017e-16-0.0583717j -4.57834e-16+0.08621j 1.40798e-16-0.00714244j -9.26986e-16-0.0815708j -1.05098e-15+0.0619525j -1.35304e-14+0.119734j -4.07797e-15+0.0628114j -3.79184e-16+0.0108669j -5.2403e-16+0.144473j -2.04293e-16+0.0565134j 5.78461e-15-0.0083312j 2.70855e-13-0.0798932j 2.22686e-16-0.00567822j 2.17837e-15-0.0965883j -1.63216e-16-0.0272689j 1.87577e-15-0.0925788j -1.08833e-15+0.068261j 1.61814e-15-0.13606j -1.89676e-15+0.137613j -2.3822e-15+0.111516j 3.91495e-15+0.058545j -7.6285e-16-0.0150657j -2.14701e-15-0.320018j -1.63204e-15-0.0572562j 1.07022e-15-0.0748209j 3.12492e-15-0.234643j -1.21475e-15-0.042953j -5.67414e-16-0.30842j 1.54428e-15-0.168109j -3.94287e-15+0.205319j 2.74163e-15-0.276509j -3.28298e-15-0.0138385j 1.46143e-15-0.194541j -1.13536e-15-0.00337702j 2.38556e-15-0.210953j -1.92241e-16-0.0782787j -3.98097e-16-0.0477j 2.42054e-14+0.0871398j 4.02993e-15+0.0851844j 
4.76516e-16-0.00660094j -1.74399e-15-0.0506552j -4.00492e-17+0.0537159j -3.07987e-17+0.0261189j 2.24719e-16-0.0284215j 6.15452e-16-0.0551532j 1.15114e-16+0.0476864j -4.14363e-16+0.0158402j -3.49513e-17+0.0529646j -1.07776e-16+0.00325219j -1.6618e-16-0.0296069j 1.9792e-16+0.00962784j 4.11692e-16+0.00200729j -4.31809e-17-0.0252664j -2.3315e-16-0.025273j 7.04468e-15+0.0205874j -2.0196e-15+0.118476j 4.44579e-16+0.0145044j -4.97866e-16-0.000361622j 1.2539e-15-0.0912714j -5.21101e-16+0.129632j -3.01564e-16-0.0453299j -3.83646e-15+0.0247825j 5.63033e-16-0.0139687j 2.98369e-17+0.0282011j -5.55349e-16+0.128898j -4.6506e-16+0.024613j -6.28067e-15-0.00470015j -2.88689e-13+0.0855441j -1.59086e-15+0.00621514j 1.09407e-15-0.016883j -5.27884e-16+0.0250479j 1.22736e-16+0.04475j 1.93766e-15-0.203917j 1.00423e-15-0.0555835j 1.25147e-15-0.138879j -1.62464e-15+0.129841j -1.02014e-14-0.17472j 4.32213e-15-0.0283846j 2.66926e-15-0.0333942j 4.44546e-15+0.0991746j -7.08095e-16+0.187891j 1.25886e-16+0.0545148j -3.53527e-15+0.397701j 6.32149e-16-0.184195j 1.14929e-15-0.0628124j -1.24694e-15+0.073058j 1.05989e-15+0.11603j -3.29908e-15+0.506017j 1.21844e-15-0.204743j -2.88939e-16+0.0990141j 5.52091e-16-0.113263j 6.13154e-17-0.0965725j -3.62098e-17-0.0700685j -5.59742e-15-0.0450943j -2.46766e-15+0.0896736j 
1.59824e-17-0.0253354j -8.91834e-16-0.0236407j -5.31181e-17+0.0250524j 1.04907e-16+0.053746j -3.61723e-16+0.00304697j -1.32887e-16+0.0626479j 1.63422e-16+0.0555323j 7.24124e-17-0.00478473j -9.78591e-17+0.0604309j -1.7494e-16-0.0192181j -4.71934e-16+0.00815363j 1.08099e-15-0.0979585j 6.42347e-17+0.0106831j -2.44847e-16+0.0386378j 2.37844e-15-0.0748193j -2.56672e-14-0.0819202j 1.14748e-15-0.0503434j 8.03048e-16-0.0198341j 1.21141e-15-0.0896792j -2.92396e-16-0.032213j 3.02583e-17+0.090612j -2.46979e-16+0.0201904j 8.26602e-15-0.0809963j -7.88701e-16+0.0147788j 4.47894e-16-0.0535081j 4.22603e-16-0.0839708j -1.14326e-16+0.0140315j -3.31178e-16+0.0401476j -1.86855e-14+0.00477917j -1.28558e-15+0.0451525j 2.72492e-16-0.0227995j 8.87355e-17+0.0259306j -2.41443e-15+0.0840353j 7.94106e-16-0.0347605j -6.3897e-16+0.0583507j 5.15512e-16-0.169723j -2.42966e-16+0.12072j -8.40375e-15-0.0525922j 1.82585e-15+0.143806j -4.66836e-17+0.0892498j 6.86245e-15+0.210398j 1.25437e-15+0.0121548j 7.60926e-16-0.272088j 1.04577e-15-0.0895438j -1.72061e-15-0.188566j -8.67701e-16+0.00997897j 2.54163e-16+0.056725j -2.40207e-16+0.136663j 1.04266e-15-0.0117431j 3.18949e-16-0.491553j -8.6676e-17-0.0171357j -3.899e-17-0.405287j -1.84818e-15-0.447116j -1.19315e-15-0.109372j 1.04485e-14+0.0556357j 1.99351e-15-0.0527114j 
-2.77509e-16+0.0351334j 6.31972e-16+0.025174j -1.72211e-16+0.00890749j -9.59947e-17+0.020038j -3.07262e-16+0.0578466j 1.13188e-16-0.0663426j 1.08323e-16-0.0641745j -1.80884e-16-0.0162631j -3.89307e-16+0.078636j 4.0207e-16-0.042382j -1.72997e-16+0.0679987j -3.29835e-16+0.0498909j 3.08143e-16-0.0411257j -2.73766e-16-0.00981838j 1.48155e-15-0.0442678j -1.33882e-14-0.0430349j -5.33632e-16+0.034021j -2.3212e-16-0.117771j -2.23532e-17+0.0642263j 2.60323e-16+0.0138175j -4.95209e-16+0.0446909j -3.36615e-17-0.0873611j -8.02642e-15+0.0675483j 4.89082e-16-0.00560528j 3.5726e-16+0.00356981j -4.35282e-16-0.0599571j -2.99892e-16+0.0132586j -3.77495e-18+0.0265803j 2.86891e-14-0.00924924j -4.70764e-16+0.0290555j 8.05666e-16+0.0133341j 3.82538e-16-0.0439303j 8.59409e-16-0.0128696j 3.56302e-16-0.0710577j -2.14614e-15+0.0763699j -1.52011e-15+0.0998921j -1.69589e-15+0.0537739j 6.54182e-16-0.00124773j -1.62955e-16+0.00434141j -1.94315e-16-0.0332172j 5.0087e-16+0.0374727j 2.83789e-16-0.0630532j 1.29469e-16-0.0246946j -4.99122e-16+0.139263j 4.62931e-16+0.0724563j 6.0659e-16-0.118674j -1.14587e-15+0.0870701j 1.00791e-16-0.0624935j -4.05999e-16+0.108103j 4.66373e-16+0.144969j -9.9862e-16+0.0926164j -2.52024e-16+0.129914j 1.19727e-15+0.108769j -1.48176e-16+0.0669193j -7.65867e-15-0.0581676j -2.13504e-15+0.109593j 
-5.54535e-17+0.0160185j -3.27235e-16+0.00732964j -4.59745e-16+0.0137398j -2.404e-16+0.0408644j -7.3912e-16+0.0789509j 6.23524e-17+0.075215j 8.32276e-17+0.00959639j -5.34797e-17-0.0197048j -6.51674e-16+0.0808449j 2.12195e-16+0.0192468j -1.30585e-17+0.034136j -5.02249e-17+0.00081363j 1.55815e-16-0.027824j -1.06349e-15+0.106012j -1.02945e-16-0.0462172j 2.80151e-15+0.00507992j -1.36306e-16+0.0315755j 7.14668e-16+0.0207906j 5.36365e-16-0.0344845j 3.73346e-16-0.0667453j -1.43865e-16+0.105198j 4.56746e-17-0.0067012j -1.30346e-15+0.0159622j 5.34168e-15-0.0879941j -1.47908e-16-0.0187048j 6.69133e-16+0.019879j 4.02148e-16+0.0146299j -8.01599e-15+0.0818928j -4.0049e-13+0.11713j -2.68483e-16-0.0145092j 1.4533e-15-0.035313j 1.31845e-16-0.011606j 6.72342e-16-0.0439143j 1.19096e-15-0.0307585j -1.33598e-15+0.00590994j 1.04282e-16-0.0178726j -6.7216e-16+0.150438j -2.0131e-15-0.0735287j 1.95761e-15-0.102839j -5.31471e-16+0.016089j 9.68933e-16+0.0627687j -7.21913e-16-0.0425139j 1.08034e-15+0.066485j 5.25448e-17-0.253553j 1.8962e-15+0.0511128j 5.25739e-16+0.157824j 3.0694e-16-0.106781j -1.04652e-15+0.17228j -5.0437e-17-0.437578j 2.55349e-15-0.201408j -1.05025e-15+0.086196j 1.23032e-15+0.0846042j 3.57131e-16-0.406951j -2.0377e-16+0.282179j -1.76341e-14-0.0804621j -4.80248e-15+0.0244109j 
-1.11219e-15+0.00239855j -5.12336e-15+0.0854892j -2.63491e-15+0.0265991j 3.2075e-16-0.00547571j -4.18759e-15+0.0392413j 1.75172e-15-0.0264256j 2.37215e-15-0.0264087j -1.63324e-15+0.0176516j 7.49024e-16-0.0113644j 6.77676e-15-0.0661724j 1.95981e-15-0.0189047j -1.82868e-15+0.0171485j -1.22728e-15+0.0137993j -6.21694e-15+0.0579423j -7.04068e-15+0.0818965j -7.15239e-15-0.0196147j 5.01904e-15-0.0461067j 9.62204e-15-0.0976965j 6.39572e-15-0.0538109j -4.74966e-15+0.0506852j 6.92798e-15-0.0802741j 3.75537e-15-0.0388847j 1.40666e-14-0.068755j -2.66042e-15+0.0176268j 6.92072e-15-0.0726534j 1.40269e-14-0.153542j -2.93927e-15+0.0313075j -4.09152e-15-0.0177067j -2.89472e-13+0.083962j 4.15614e-15-0.0430753j 7.48976e-15-0.068048j -4.38122e-15+0.0451955j -2.74165e-15+0.0239832j 2.87216e-15-0.0287075j -1.4536e-14+0.135274j 2.4678e-15-0.0252139j 7.62148e-15-0.083865j 1.58971e-15+0.0247909j 5.00347e-15-0.0562902j -1.99466e-15+0.0165118j -5.2066e-15+0.0831612j -1.27585e-14+0.131716j 1.4539e-14-0.155303j -8.79932e-15+0.11253j 1.46417e-14-0.167209j 9.67007e-15-0.123261j -4.54148e-15+0.0494134j -1.03825e-16-0.0092534j -2.14496e-14+0.242601j 2.25345e-14-0.213427j -4.33913e-15+0.0399117j 1.59509e-14-0.164286j -5.32093e-16+0.026002j 2.55485e-14-0.273823j 1.55574e-14+0.0565523j -9.67854e-15+0.147501j 
9.98167e-17-0.0357502j -7.88929e-16-0.0252553j 1.15018e-17-0.0418308j 2.73196e-16-0.00949673j -1.42352e-16-0.0204072j 8.6361e-17-0.0807139j -6.95789e-17-0.0263213j -4.56658e-17+0.0224071j 1.66225e-16+0.0114994j -2.77857e-16+0.0239402j -6.18748e-17+0.0436582j -1.79325e-16+0.00749993j -1.9464e-16-0.00026075j -1.39073e-16-0.0617105j -1.15881e-15-0.045928j 9.88931e-15+0.02588j -4.6251e-16+0.0591108j -8.50259e-16+0.0868471j -1.05544e-15+0.0381162j 2.67468e-17-0.00881041j 4.66717e-16+0.00343299j 1.92666e-17-0.0335949j -1.02667e-15+0.0104927j 3.33738e-15-0.053045j -1.0935e-16+0.0401216j 2.40056e-17+0.0515196j -1.50905e-16-0.051717j 1.71231e-15-0.0652036j 8.79833e-14-0.0249118j 3.42494e-16-0.0208479j -4.25188e-16+0.063354j -1.01732e-15+0.0427543j -9.81109e-16+0.0439568j 3.634e-16-0.0770396j 1.09402e-16-0.05305j 6.62263e-16-0.0317671j 3.55484e-16+0.0308232j -8.76341e-15-0.0858414j 3.46643e-15+0.133914j 3.61235e-16+0.01725j -6.03964e-15-0.187484j -8.86109e-16+0.0658549j 3.21226e-16-0.108683j 3.8511e-16+0.0100047j 4.76653e-16+0.181601j 1.25991e-15-0.0244929j -2.40439e-16+0.0669278j 9.8536e-17-0.0506512j 3.11775e-16-0.00473732j -1.50997e-16+0.0134376j 1.49823e-16-0.178866j -4.80654e-16-0.00753923j -6.579e-16-0.103089j -3.85785e-16-0.131611j -4.08765e-14-0.158142j -9.25111e-15-0.0875352j 
1.132e-16-0.030775j -1.18435e-15-0.0369654j -1.15803e-16+0.0361489j 1.56608e-16+0.0778837j -3.63873e-17-0.0112361j -1.67463e-16-0.0394719j -9.32525e-17-0.0318572j 5.18961e-17-0.0518749j 1.34913e-16+0.0945821j 2.61756e-19-0.0148531j 3.4865e-17-0.0479748j 3.39781e-17-0.0219381j 1.79174e-16+0.0180399j -2.43674e-17+0.00857914j 1.33242e-15-0.0289236j -2.05019e-14-0.0613509j 8.58987e-17+0.0264527j -1.91934e-16-0.0174774j 5.0226e-16+0.000235139j -1.9701e-17-0.027864j 1.14479e-16+0.0862429j -1.04805e-16+0.0110999j 4.53297e-15-0.0437297j 4.01305e-15-0.0720706j -1.16065e-16-0.0231964j -2.4344e-16-0.0352356j -4.14254e-16+0.0551713j 6.06227e-15+0.0477018j 3.32186e-13-0.0995913j 1.04705e-15+0.0122596j -6.48504e-16+0.0837458j -3.70749e-16+0.0550403j 2.39393e-15-0.103052j 1.45649e-15-0.00581955j 2.11803e-15-0.0732611j 9.23907e-16-0.123635j 4.99761e-16+0.0290852j -1.28224e-15-0.024823j 2.12226e-16-0.0203564j 2.47829e-15+0.120719j 4.9362e-16+0.0324792j 2.10584e-16-0.0760628j -3.36318e-16+0.0555237j -3.99476e-16+0.0496783j 5.59434e-16+0.0256388j 6.52892e-17+0.0312128j 3.04539e-16-0.0468395j -1.17489e-16+0.032831j -1.5558e-16+0.0201296j -2.83853e-17+0.143254j 3.31991e-16+0.167339j -2.19536e-16+0.00174066j 2.56549e-16+0.0130144j 1.94828e-16+0.204344j 2.16411e-14+0.0830283j 4.79337e-15+0.0473732j 
1.55815e-16-0.016692j -2.33538e-16-0.0135283j -4.42733e-16+0.0499186j -1.42449e-16+0.0124107j 3.9383e-16-0.0525324j -9.34785e-17+0.00329214j -1.20153e-16+0.0263431j -3.25825e-16+0.0443041j 2.69144e-16-0.0415505j -8.75674e-16+0.0729864j -7.35797e-16+0.0480845j -9.99776e-18+0.00937564j -3.50169e-16+0.0210818j 3.5788e-16-0.0570949j -1.5154e-15+0.000658834j 1.82096e-14+0.0547543j 6.14612e-17+0.0143347j 9.39847e-17-4.19906e-05j 1.78601e-17-0.0212367j 3.57332e-16-0.0680869j -1.79547e-16-0.0023725j -2.35743e-17+0.00173868j 1.07658e-15-0.00857402j 3.27839e-15-0.0376672j -6.83632e-16+0.0917403j -4.6592e-16+0.06892j 6.60077e-16-0.0750405j -5.25959e-15+0.0231722j -2.45915e-13+0.0723736j -4.61726e-16+0.00116539j 6.10227e-16-0.0651544j -7.46648e-16+0.0510812j -1.34829e-15+0.0392862j 7.39608e-17-0.0417632j -1.41419e-16-0.00319859j 6.72192e-16-0.0527918j -1.55088e-15+0.116653j 3.1923e-15+0.0430945j -1.01224e-15-0.0380827j -8.55797e-16-0.0935237j -2.69005e-16-0.0225204j 9.28367e-16-0.0678207j 3.30229e-16-0.0452655j -4.85998e-16+0.078351j -4.37043e-16-0.157766j -3.13315e-16-0.0608428j -1.01885e-15+0.103734j -2.85492e-16+0.0624011j -2.699e-16+0.0728211j 8.24665e-16-0.174003j 2.43644e-17-0.0174821j 1.09429e-15-0.115599j 1.05288e-16-0.118668j -6.40364e-16+0.00419942j 1.05905e-14+0.0456745j 2.44475e-15+0.0124105j 
5.12095e-16-0.0112283j -4.60913e-16-0.0267844j -5.9801e-16+0.033592j -9.42264e-16+0.0532539j 4.9887e-16-0.029986j -1.29857e-15+0.081126j -3.85337e-16+0.01187j 9.04456e-16-0.0440231j 1.02871e-17-0.00156699j 2.99268e-16-0.00508849j -1.09903e-15+0.0412256j 1.97944e-15-0.0636686j -9.05133e-17+0.00646823j 6.60763e-16-0.0440177j -3.57303e-16+0.0245994j -9.33784e-16+3.11832e-06j 1.26487e-15-0.0558714j 9.55717e-16-0.0282824j 7.8853e-16-0.0253429j -5.19545e-18-0.00669428j -9.80985e-17-0.00529596j -5.20363e-16+0.0430599j 3.56337e-16-0.00259248j 5.36711e-15-0.0635239j -1.3666e-15+0.0823565j -1.0532e-15+0.0425542j -3.76624e-16+0.0354546j -3.52614e-16+0.091678j 9.02146e-14-0.0283982j 2.49667e-15-0.0374436j -4.22723e-16+0.0133142j 1.21563e-17-0.00254124j 8.99334e-16-0.0224896j 8.05153e-16-0.00708813j 2.87664e-15-0.0715394j 1.68739e-15-0.052319j -3.35601e-16+0.0242658j 2.08e-15+0.0126887j 4.06011e-16-0.0694783j -7.35167e-17+0.0468897j 2.30492e-16+0.022867j 9.00183e-16-0.0690328j -2.71819e-15+0.134896j -1.86782e-15+0.0824931j 2.09519e-15-0.103704j -3.07841e-15+0.141127j -2.31449e-15+0.122769j -2.05623e-16+0.0204087j -3.3165e-15+0.18716j -3.99383e-16+0.0277832j 3.72252e-15-0.167307j 3.69335e-15-0.168657j -2.6753e-15+0.15655j 3.48269e-15-0.155472j 3.27978e-15+0.0924713j 7.6639e-15-0.324142j 
-3.9934e-16-0.000991854j 1.91456e-15+0.0486975j 1.29486e-16-0.0710059j -1.60601e-16-0.0511347j 5.4197e-17+0.0397344j -2.59981e-16-0.0112505j -1.45766e-16+0.0103963j 2.43813e-16+0.00292468j -5.69121e-17-0.0372136j 7.00729e-17+0.0285781j 1.93554e-16+0.0319285j -3.90808e-16+0.0533873j -6.72238e-17+0.0275226j 1.32551e-16-0.022764j -1.49548e-15-0.00270543j 1.73e-14+0.0491802j 1.11243e-16-0.0185952j -2.40061e-16+0.033612j -1.27835e-15+0.0783797j 3.47852e-17+0.0679598j 6.50869e-16-0.0360382j 2.96108e-16-0.105943j -2.54733e-15+0.0236435j 5.65081e-15-0.0920838j -6.43727e-17+0.0745604j -6.26514e-16-0.0267579j -4.12281e-16-0.00994095j 1.93209e-15-0.0249684j 1.08108e-13-0.0314398j 1.45733e-15-0.0375653j -7.95154e-16+0.124317j -8.31883e-16+0.0334006j 1.70089e-15-0.0274258j 1.11057e-15-0.125711j 1.00881e-15-0.0516292j 9.91596e-16-0.015369j 1.08839e-15-0.081991j -6.59766e-15-0.110187j 2.62e-15+0.00603281j 2.7329e-15+0.205967j -2.79203e-15-0.0723223j -7.34767e-16+0.144195j -2.87218e-16+0.00581457j 1.26015e-16-0.00994156j 1.16976e-15+0.122129j -7.54142e-17+0.0482974j 9.13713e-17+0.0013849j -5.74745e-17+0.0698417j -2.01389e-16+0.00603733j 7.49941e-17-0.225253j 6.3964e-16-0.110711j 4.29901e-16+0.00522264j -1.75853e-15-0.176603j 2.13884e-16-0.241423j -5.21485e-14-0.21407j -1.01964e-14-0.043257j 
