0.0070354-0.00214165j 0.000160393+0.00924027j 0.0103394-0.00304053j -0.00349075-0.00600275j -0.00456582-0.0004242j 0.00499368+0.000375154j -0.00337719-0.000572023j -0.00562549+0.000427211j 0.00682328+0.00395894j -0.00355439+0.00345055j -0.00727822+0.00303906j 0.00463153+0.00304303j -0.0037982+0.00105897j -0.00179123-0.00108302j -0.00676311-0.00542039j 0.00112864+0.0061273j -0.00553408+0.00284196j 0.00240105+0.00267883j 0.00253804-0.00441028j 0.000185857+0.00172717j 0.00753735-0.00211536j -0.000408992+0.000325091j -0.00788722-0.00304233j 0.00264361+0.00281927j -0.0102885-0.0033258j 0.000593941+0.00450806j 0.00130604+0.00114855j -0.00645357-0.00155548j 0.000961542+0.00409454j -0.00140193+0.00109135j -0.000279738+0.0013919j 0.00105992+0.00160449j -0.00463366-0.00261942j 0.010896+0.00502978j 0.0078771-0.00347095j 0.0103627+0.00658963j 0.0107827+0.00103415j 0.0160609-0.000653447j -0.00443902+0.0053307j -0.00481225+0.0129953j 0.0119148+0.00251208j -0.00530131-0.00109736j 0.0144254+0.0106682j -0.00243281+0.0058715j -0.00054097-0.00614437j 0.000852561+0.00103825j 0.00140454+0.00679766j 0.00372985-0.00747059j 0.00284128-0.00730235j -0.00177018-0.00321369j 0.00658093-0.00755426j -0.00120723+0.00303907j -0.00350836-0.0043698j -0.00253218+0.00102421j -0.00783834+0.010352j 0.00746496+0.00652048j -0.004174+0.00988854j -0.0171109-0.00865273j 0.000257811+0.00286279j -0.013728+0.00231966j -0.0333908+0.00207367j 0.0140926+0.00249584j -0.00673719-0.00030723j -0.00243957-0.00101896j 0.00793326-0.000845637j 0.00579468+6.74779e-05j 0.0857136-0.00416354j -0.0179007+0.00527923j -0.0521341+0.00227021j 0.00976552+0.0478275j 
-0.000157042+0.00114609j 0.00244924+0.00108219j -0.00184136+0.00292423j 0.00920092+0.0170369j -0.0204042-0.00925453j 0.0139214+0.00243506j -0.0283214+0.0109456j 0.0156513-0.00578781j 0.00804338+0.00557579j -0.0221201-0.0136491j -0.00186226+0.0203067j 0.0159944+0.0126156j 0.00266132+0.0109974j 0.00179002+0.00179766j 0.0226206+0.0178882j 0.0230864-0.000761854j 0.0232934-0.003363j -0.00728638-0.00335412j 0.00598181+0.00350944j 0.00603059-0.0168404j 0.00463856-0.0112211j -0.00429353-0.00425952j -0.0155667-0.00193896j -0.0248845-0.00895268j 0.0121278-0.0115881j 0.000831705-0.000127493j -0.00203087-0.005398j -0.00446971-0.00641885j 0.00126281+0.0144086j 0.00296796-0.00483293j 0.00396755+0.0118119j -0.0197769+0.0180949j 0.0287392+0.00710673j 0.00719748-0.00158445j 0.0171803+0.000930374j 0.00845899-0.0106737j -0.00760946+0.014942j -0.0168221-0.00909547j -0.00495962+0.0101465j 0.00276041-0.000442747j -0.00907837+0.00678733j 0.00172184+0.00143332j -0.0103149+0.0134697j -0.00990737+0.00428025j -0.00470528-0.0191515j 0.00586097+0.00137352j 0.00388719+0.00687928j -0.000947752-0.00867347j -0.00577045+0.00905877j -0.000501312+0.00375405j 0.00466755-0.00913389j -0.00355813+6.1091e-05j -0.00240066-0.000245094j 0.00733927+0.00569788j 0.0125733-0.0147832j 0.00468636-0.0106506j -0.00358394-0.0209993j 0.010051+0.0225527j 0.00573541-0.0139967j 0.00543087+0.0044144j -0.00655962-0.0205647j 0.000692239-0.0123659j -0.000548316-0.00276137j 1.85546e-06-0.00297291j 0.00207907-0.00209902j 0.000437021-0.00129583j 0.00344747-0.000399783j -0.000795705-0.00713993j -0.0040562-0.00448406j 0.00322749-0.000403318j 
0.0131309+0.00396096j 0.0129904-0.0230534j -0.0336464+0.00140906j -0.00564282-0.00444434j 0.0113425+0.0126975j -0.00167615-0.00468214j -0.0228611-0.00116003j -0.0127174+0.0069522j -0.0221785-0.00873755j 0.00405797-0.00633614j -0.00288996-0.0074024j 0.0101033-0.00487735j -0.00494579-0.00679608j -0.00871529+0.000569997j 0.00745941+0.00678172j -0.00641971-0.00188387j -0.00133573-0.00253443j 0.00638841-0.00877631j -0.0013832+0.00229737j -0.00343392+0.00358742j -0.00651641-0.00467983j 0.0075287+0.00264366j 0.0120769-0.00222044j 0.00241506-0.00270787j -0.00229472-0.00602865j 0.00459974+0.001099j 0.0216347-0.0045637j -0.00651172-0.00523293j 0.000208181+0.00203633j 0.00418876-0.00753468j 0.011396-0.0111068j 0.00789706+0.0163126j -0.0134168+0.000653295j 0.00847641-0.00628252j -0.0047306+0.00457262j 0.0247135-0.00311534j 0.0150129+0.000820072j -0.0117096+0.00183243j -0.00438746-0.00916033j -0.00136451+0.00578885j 0.0120035-0.00194492j 0.00588397+0.00261175j 0.00160943-0.0124599j -0.00354583+0.00148917j -0.00602983+0.00556155j -0.00449806+0.00210062j -0.00890197+0.00279555j -0.00299356-0.000687659j 0.00327714-0.00779268j 0.0024404-0.00337124j -0.0045473+0.00480606j 0.0159174-0.00102909j -0.00221269-0.00629207j -0.00231252-0.00390151j -9.64801e-05+0.0086045j 0.00356202-0.00617982j 0.00715137+0.00944042j 0.0138592-0.0054469j 0.0149437+0.00825722j -0.0027829+0.000227239j -0.00295151+0.00108716j 0.013656-0.00286965j -0.000474259-0.000132013j 9.48565e-07-0.000701026j 0.00086633-0.00185167j 0.000471539-0.00140108j 0.00583367-0.00571428j -0.00604816-0.0152812j -0.00866001-0.0115248j 0.00537358+0.00257534j 
-0.00150986+0.0221829j 0.00698618+0.0042081j 0.00330714-0.0114055j 0.0159888+0.00462703j -0.00411177-0.0021809j -0.0111744+3.46451e-05j -0.0180675-0.0193792j 0.0105153-0.0029379j 0.00407325+0.0139065j 0.0128088+0.0358902j -0.00165197-0.0238009j -0.0026816-0.00618732j 0.018502-0.0123926j -0.00987338+0.00125855j 0.0198662-0.0137453j 0.00453573+0.00693404j 0.00241552-0.0112682j 0.0145789-0.00116076j -0.000150191+0.00108249j -0.0113642+0.00363181j -0.0022825+0.00327193j -0.00850265-0.00853767j -0.00719773-0.00628609j 0.00903097-0.00611156j 0.0164048+0.000511912j 0.00176675-0.000467583j 0.000334078-0.0108652j 0.0148251+0.000819808j -0.00107993-0.00608366j 0.00425773+0.00956033j -0.00561911-0.0097333j -0.0242924+0.000769127j 0.00842028+0.00872539j 0.00433172-0.00482129j 0.00881412-0.00331014j 0.00367039-0.00413898j -0.0164622-0.00149597j -0.0175897-0.00928073j -0.0101498-0.0110964j 0.00977798-0.000605897j 0.00342543-0.0102148j 0.00329796+0.00785157j 0.0185021-0.013492j 0.00571126-0.0215655j -0.0194984+0.00485442j -0.00240387+0.00315339j -0.00876735+0.00551648j -0.000659495-0.00748169j -0.000883519+0.00267361j 0.00684625-0.00361859j -0.00356056-0.00892283j 0.000525668+0.00378488j 0.00633678-0.0107944j 0.00609113+0.00287963j 0.001-0.00557419j -0.00252402-0.001697j 0.00594738-0.0179521j 0.00679202+0.00643075j 0.0061157-0.00510505j 0.0157963+0.00622859j -0.00107823+0.0275589j 0.0116676+0.0119773j 0.000679349-0.00092112j 0.000221084+0.000272544j 0.000110525+0.00156503j 0.00321781+0.00229915j -0.00287514+0.00697392j -0.00143081+0.000529591j 0.00650667-0.00252602j 0.0034187+0.00623573j 
-0.000684076+0.00198808j -0.0112884-0.015054j 0.00664174+0.0029929j -0.0024906+0.00463095j -0.00563924+0.0162535j 0.0077636-0.019718j 0.0271005-0.00193353j 0.0313826+0.0194473j 0.00978323-0.0123814j -0.00573203-0.0217244j 0.0118943-0.0153196j -0.0279712-0.00461458j 0.0305294-0.0041929j -0.0143689+0.0184106j -0.0199271+0.00396085j 0.0132916+0.000885579j -0.0101722-0.0112375j 0.0312896+0.00192158j 0.00116125+0.000945495j -0.0105362-0.00991957j 0.00193397+0.0091665j -0.0103975-0.0082845j -0.0154125-0.00161128j 0.0136762+0.00712709j -0.00643273+0.00098223j 0.000117308-0.00193504j -0.00575056+0.00596651j -0.00593962-0.000842607j -0.0041603+0.0132992j 0.010444-0.0103454j -0.0237951+0.000638636j -0.00783825+0.000913269j 0.01337+0.0118794j -0.00798456-0.00859926j 0.00919322-0.00869212j -0.00648933-0.00102042j -0.00298713-0.00604203j 0.00134212-0.0111114j -0.00787179-0.00959155j 0.0231425-0.00490021j -0.00448681-0.0206152j 0.00835191-0.00463563j 0.00919296+0.00851322j 0.0109745+0.0154906j 0.0147864-0.00610344j 0.00437789-0.00082849j -0.0052781+0.00251117j -0.00675093-0.00541207j -0.00307084-0.0030823j -0.000668082+0.00298666j 0.0065292-0.00462355j -0.00855513+0.00155706j 0.00106095-0.00683919j -0.00365567+0.000636654j -0.0131349+0.00321199j 0.0025754-0.00312512j 0.00203108-0.001428j -0.00832652+0.0117572j -0.0133751+0.000601936j -0.00428393-0.00631453j 0.00210415+0.00611144j -0.00243097-0.0103425j 0.00112408+0.000927676j -0.000378961+0.000553346j -0.000675059-0.000437344j 0.000220249-0.000795005j -0.00984311-0.000456215j -0.00625411-0.017343j -0.00260167+0.00362791j 0.00531955-0.00105528j 
0.00526461+0.0149584j -0.00533967-0.00327112j 0.00385142-0.00230825j -0.0157751-0.0145374j -0.014898+0.00329499j -0.00346076-0.00725907j -0.0105706+0.00497806j -0.0146966-0.00561863j -0.00561179-0.00184052j -0.0127029+0.00446075j 0.0122964-0.00201773j -0.00896191+0.0133025j -0.0149622-0.0220875j 0.032385+0.00229241j 0.0169101-0.00745653j 0.00994463-0.00107979j 0.0135057-0.00442565j -0.0219976+0.00757659j -0.0210373+0.00743189j 0.0206261+0.00387749j -0.0118209-0.00317214j 0.000244245+0.00539117j 0.0081596-0.00176703j -0.0102399-0.00152153j 0.0237218-0.013086j 0.0108126-0.00113118j -0.0357056+0.00760229j 0.011751-0.00778793j 0.00839476+0.00936891j -0.00989297-0.0100154j -0.0178112-0.00507696j 0.020124+0.00344379j 0.0137123+0.0044905j -0.013451-0.00493733j -0.0175399-0.00483511j -0.00428066-0.00532319j -0.00180276+0.00582589j -0.00421387-0.000353985j 0.00867562-0.00689532j 0.00745653-0.0145653j -0.013141-0.00765288j -0.019267-0.0139801j -0.0296355+0.0130881j -0.0137108+0.00932355j -0.000690578+0.0187399j 0.00907153-0.00088873j 0.02386-0.00787646j -0.00146929+0.00584556j -0.00698926+0.00607819j -0.00339108+0.00617111j 0.00844322+0.0142519j -0.0122975-0.00448305j 0.00538777+0.008866j -0.00178436-0.00364095j 0.0256341+0.00085765j -0.0333288-0.00869322j -0.0169791-0.00135413j -0.0267541+0.00339119j -0.0226684+0.00491471j -0.0167554+0.00115497j -0.0114752-0.0151424j -0.0206904-0.0104916j -0.00252096+0.00133154j 2.35664e-05+0.00268031j 0.00106747+0.00286501j 0.00519594+0.000373445j 0.0223483+0.00653941j 0.00636084+0.00193203j -0.00307452-0.00250867j 0.00562002+0.00521114j 
0.00288854-0.00133338j 0.00657068+0.00469456j -0.0178357+0.00174216j 0.00381585+0.0110073j 0.0102216-0.00573348j 0.00478255+0.00244966j -0.0039207+0.00109379j -0.00730808+4.7747e-05j -0.00708886+0.00664625j -0.00298868+0.0035931j -0.00761996-0.000125596j 0.00109914-0.000696378j 0.0133557+0.0023256j -0.0186875-0.00376015j -0.00135393-0.00355464j -0.0113298-0.000720799j -0.00805588-0.00718313j 0.0252127-0.00145061j -0.00414012+0.00728574j 0.0083887+0.00053333j 0.00970286-0.00226308j 0.00738765-0.00160639j -0.00095532-0.00359628j -0.0172876+0.00291041j -0.0120831+0.00681671j -0.00190092-0.00587963j -0.0122527-0.00369407j -0.02159-0.000440339j -0.00546075-0.00168247j -0.0131333-0.00412563j 0.0094695-1.66537e-05j 0.00960865-0.00592444j 0.0116606+0.00334934j 0.0131074+0.010157j -0.00647956-0.00677704j 0.0115683+0.00581121j 0.0143079+0.000707504j 0.0222632-0.00262104j -0.01065+0.00230982j -9.09863e-05-0.00158686j -0.00637717+0.00651921j 0.0253786+0.00242597j 0.0228935+0.00497841j 0.00875024-0.00563182j 0.00474804+0.00158408j -0.000730567-0.00216593j -0.0041575-0.000494084j -0.0192531+0.00201412j -0.0108179+0.00155444j 0.00977046+0.00308581j 0.0428917-0.00232133j 0.0144592+0.00584653j 0.0383695+0.00146073j -0.0101995+3.32289e-05j 0.0173139+0.00247542j -0.0203331+0.000910301j -0.0379114+0.00410049j -0.0563165-0.00393795j -0.0694274-0.00218256j -0.0282246-0.000265173j 0.0295553+0.00670307j -0.0377077-0.00143073j 0.000847484-0.00146327j 0.00409709+0.00227278j -0.00507899-0.00673516j 0.0153184-0.000319681j -0.0145937-0.00585327j 0.00515576+0.00109663j 0.00225669-0.000721147j 0.00042416-0.000292834j 
0.00660349+0.0117249j 0.00923631+0.00222433j -0.00899706-0.00683664j 0.00629601+0.00883387j 0.0055756-0.00695812j 0.00668324-0.0111888j 0.0205322-0.0039844j 0.00200149-0.00108096j -0.00328194+0.00227144j 0.00272386+0.013043j 0.009529-0.0157505j -0.018164+0.00448038j -0.0112036-0.00852401j -0.0113402+0.00725979j -0.0168416-0.00125352j -0.00464471+0.00236207j -0.018739-0.0148264j -0.00434435-0.00110028j 0.0154037+0.0052681j 0.00716389-0.00723667j 0.0125416+0.00179332j -0.0058163-0.005204j -0.0232729+0.00720462j -0.020639-0.00101786j -0.011193+0.00184047j -0.0129234-0.00142389j -0.000779194+0.00681546j -0.00938638-0.00694881j 0.00391758+0.011019j -0.0176112+0.00180472j 0.000448912+0.00991074j 0.0387854-0.00785539j 0.00235502+0.00687909j -0.0116788+0.00586015j 0.00065303+0.00406968j -0.00880099+0.00177089j 0.00368459-0.00517478j 0.00431435-0.00478091j 0.0243215+0.00115769j 0.00020946-0.00233583j -0.00466961+0.00739385j 0.0117898-0.0128556j -0.00504679+0.015082j 0.00413999+0.00625723j 0.0408879+0.00392289j -0.00425981-0.00380829j -0.0147739-0.0125699j -0.00760188+0.0120348j 0.00127261-0.00471773j -0.00984772+0.00265756j -0.00848934+0.0125771j -0.00708154-0.00837783j -0.0332035+0.0153163j -0.0110228-0.0039913j -0.0266219-0.00170787j 0.0262066+0.00773368j 0.0170221+0.00934701j 0.0175167-0.0128582j 0.0171351+0.0241197j -0.0138998-0.00210169j -0.0135685-0.0105701j -0.0162949-0.0187141j -0.000307615-0.00190602j -0.00149522-0.00451324j 0.00232059-0.00246008j -0.0224491-0.00201898j 0.00203884-0.00295428j 0.00670407-0.000839483j -0.00641549-0.00165485j 0.00620671+0.0036355j 
0.00414721-0.0103064j -0.00402998+0.0120666j -0.0209738+0.00590974j -0.0166311+0.0120017j -0.00250219-0.00840626j 0.00561731+0.000645807j 0.00877591+0.00521905j -0.0108993+0.000854305j -0.0404249+0.0021182j -0.0049976-0.00354435j 0.00491349+0.0138746j -0.011895+0.00835078j 0.00436056+0.00617001j -0.000432057-0.00123729j 0.00326747-0.00823496j -0.00763395+0.0033015j -0.0134609+0.00299533j 0.0170114-0.00119487j -0.0057296+0.00782749j 0.0186037+0.00562034j -0.00377629+0.0064308j 0.00190925+0.00556073j 0.0118594-0.00332365j -0.0396334+0.00383397j 0.0122214-0.000353976j -0.000427455+0.00125557j -0.0168364+0.00346648j -0.00538714-0.00128308j -0.00714933+0.000929482j -0.00341772-0.000728611j -0.0247705+0.00731559j 0.0178652+0.0045423j -0.00696702-0.00488406j -0.0177989+0.00781598j -0.0117222-0.00394295j -0.00561204+0.00111964j -0.00148254-0.00825487j -0.0111743-0.0128994j 0.0087944-0.00788506j 0.00957447-0.00227827j 0.0102674-0.00391182j -0.00344193-0.00189266j 0.0309829+0.00760227j 0.0129909-0.0138582j 0.0168099-0.00354619j -0.00291344-0.000641847j -0.0166028-0.00129845j 0.0116262-0.00278757j 0.013804+0.00594175j 0.0006463+0.000297802j -0.00124412+0.00320791j -0.00901324-0.00287837j -0.0148084-0.00168934j -0.00744951-0.00230349j -0.0506244-0.0126151j 0.0158601-0.00794023j 0.0306113-2.68665e-05j 0.0196649+0.0116592j 0.00104007-0.00716846j 0.0140461+0.000313875j 0.0142129+0.00620165j 0.00582686+0.00806875j 0.000120878+0.000322302j 0.00148513-0.0012324j 0.000146567+0.000154217j -0.0211726-0.000508956j 0.00394178-0.00613125j 0.000891334+0.00478245j 0.00665821+0.000107098j -0.00392828-0.000912688j 
0.000226929-0.00478809j -0.00319614-0.00185972j 0.00538733+0.000224069j -0.00637141-0.00101719j 0.00116092+0.00153008j -0.0100628+0.00276402j 0.00433041+0.00103244j -0.00770832-0.000632987j -0.0162733-0.00388044j 0.0145501-0.00228286j 0.000121953+0.00503954j 0.00867104-0.00404623j 0.00730649+0.00183393j 0.00834468-0.00011987j 0.00576631-0.00398297j -0.00053587+0.00286767j 0.00824389+0.00459671j -0.0100826+0.00310734j 0.002628-0.00249121j -0.00376664+0.00174931j -0.0165026+0.00055684j 0.000592521+0.0031586j -0.0231993-8.77276e-05j 0.0012201+0.00134508j 0.0128887-0.00286362j -0.00585795-0.00281933j 0.025918-0.00108531j 0.0291952+0.00506219j -0.017762+0.00189203j 0.000545216+0.00225009j 0.00452104-0.000878006j 0.0375271+4.70699e-05j 0.0221892+0.00334787j 0.0161794-0.00151688j 0.02491-0.00556528j 0.0163919-0.00334415j -0.0295832+0.00501995j 0.0202449-0.00335394j 0.0109679-0.00127368j -0.00369144+0.004832j -0.0170848-0.00665128j -0.00140259+0.00628542j 0.00268675-0.0121729j -0.00525943-0.00610089j -0.0242273-6.787e-05j 0.00241518+0.00032516j -0.00886996-0.00440144j -0.0028112+0.00775317j -0.0098372-0.00513227j -0.00119731-0.000404177j 0.0215767-0.00410455j -0.00789149+0.00143909j 0.0117482+0.00423358j -0.0011138+0.00124096j -0.00949067-0.00946957j 0.00220747+0.00445184j -0.0105357-0.0122884j -0.0134623-0.00400816j -0.0134937+0.00210812j -0.00734727-0.00557316j 0.015732+0.00430426j 0.00502132+0.00667902j 0.000507058-0.0092411j 0.00105326-0.00677701j 0.000337749-0.00998415j 0.00690468-4.3107e-05j -0.00520291-0.00224155j -0.00541986-0.00117947j -0.000389841-0.00147789j -0.00387246-0.000892734j 
0.00141425-0.00460963j 0.00203297-0.00698744j -0.00163292-0.000118996j 0.0134068+0.00443702j -0.000764398+0.00241826j 0.00392101-0.00326224j -0.00585995+0.00307212j -0.00883089+0.00261914j -0.00819675-0.00278592j -0.00847167-0.0080623j -0.0169412+0.00247416j 0.00664639-0.0030581j 0.00838906+0.00659032j -0.00830733+0.00322657j 0.00267843+0.00695702j 0.0118353-0.00139048j 0.00170422+0.00340029j -0.00702688+0.00128033j 0.0198994-0.00270475j -0.0108081-0.00389755j 0.0225441-0.000782935j -0.00737355-0.0104655j -0.0167818+0.00372566j 0.0186256+0.00358811j 0.0182298+0.00417573j -0.0162306+0.0024867j -0.0164574+0.00379121j 0.0160324-0.00555422j -0.00594913+0.0101475j -0.0236452-0.00269285j -0.0166938-0.00181469j -0.0106854-0.000131953j -0.0240236+0.0105504j -0.00721043-0.00231385j -0.0175739-0.000226731j -0.0205729-0.00245137j -0.00116503+0.00502462j 0.0177308-0.00280531j -0.000974906+0.00354814j -0.0113039+0.0138619j 0.00461932+0.00203024j 0.0166789+0.00852633j 0.0107696-0.0185567j -0.00599589+0.00299148j -0.0341024-0.00896871j -0.000752299-0.00134969j 0.00832376+0.000815402j 0.0200093-0.000720533j 0.00661271+0.0120051j 0.0168685-0.000535808j 0.00985587-0.00898332j 0.0205863-1.25625e-05j 0.0157798+0.0131709j 0.00933352+0.00746829j -0.00729478-0.020128j 0.00939753+0.0111244j -0.00573298-0.0274787j -0.00333984-0.0129058j 0.013671+0.0194528j -0.0134593-0.0114372j 0.0105319+0.00290111j 0.010494-0.000574052j 0.00193136+0.00550338j 0.00211087+0.0048154j -0.00395719+0.00338045j 0.00883331-6.69485e-05j -0.0172531-0.000847347j -0.00927902-0.00747163j -0.00740631+8.62511e-05j -0.00326119-0.00191902j 
0.000319319+0.00143234j -0.000187094-0.000819418j 0.0007607-0.00186334j 0.000132642+4.11745e-05j -0.00280591+0.000374296j 0.00619212+0.00344442j -0.0125534+0.00437509j 0.00397577+0.000609888j -0.00180201-0.00110074j 0.00674583+0.000689117j -0.000181797-0.000844104j 0.0132499-0.00355107j 0.0067052-0.00236151j 0.00182227+0.00104166j 0.00990288-0.000593193j 0.00406511+0.000132973j 0.00574508-0.00281974j -0.000335361+0.00373983j -0.00636891+0.00399036j -0.00318879-0.00354291j 0.0177385-0.000136292j -0.00207768+0.000410736j 0.0146067-0.000429288j -0.00840811+0.000884528j -0.0225153+0.00506349j 0.0196438-0.00235877j 0.0037602+0.000166525j 0.00732949+0.00674337j -0.0101709-0.00203139j -0.014963-0.00534289j -0.00883744-0.00337344j 0.00143632-0.00252367j 0.00137118+0.000193371j 0.00862374-0.000814864j -0.0249962+0.000927794j 0.00743023-0.00339853j 0.0124525+0.00284155j 0.019757+0.00771772j -0.00445481-0.00447174j -0.00819612+0.0078072j 0.00551947-0.00282613j -0.00683709-0.000202457j -0.000688558+0.00493121j -0.000583868-0.000836871j -0.0215219-0.00312958j 0.0100108-0.00224684j 0.0211428-0.000591987j -0.0199551+0.00368153j -0.0149154+0.00472324j -0.0157733+0.00149963j 0.0472019-0.00471353j -0.099788+0.00183779j -0.014687-0.00038652j 0.00744182+0.00392931j -0.0075804-0.000888509j 0.0485711+0.0065469j -0.012264-0.000958619j -0.00639432-0.00237711j -0.0269645-0.00159387j -0.012146-0.0056695j 0.020543+0.00827677j -0.0139387+0.000282346j -0.000179911+0.00306389j -0.00387418-0.00249344j 0.000205651+0.00834555j 0.00461752-0.000200604j -0.0155616-0.00386014j -0.000560589-0.00234226j 0.000633207+0.000422727j -0.000884679-0.00126308j 
-0.000528848+0.00287104j -0.00127537+0.0014061j 0.00150322+0.000603461j -0.00288266-0.000838232j 0.00246837-0.00029248j 0.00403143-0.000151991j -0.00557215+0.00265277j -0.00961164-7.81718e-05j 0.00327625-0.000471316j 0.000616759+0.000171386j 0.000380261+0.000113945j 0.00732803+0.00187098j 0.00644577-0.00395556j 0.00332296-0.00665901j 0.00718806-0.00121762j 0.00199756+0.00265479j 0.00462001-0.00066664j 0.0123631-0.00144189j -0.00575622+0.0054165j 0.0126169-0.000805723j -0.0146743+0.00191055j 0.0126235-0.00400065j -0.00943768-0.0014373j 0.017251+0.00289494j 0.000207581+0.00143906j -0.0173274-0.000906197j -0.0109759-0.000463465j -0.0193001-0.000651756j -0.000437081-0.000762915j -0.00246889-5.47421e-05j -0.00922755-0.00402637j 0.00670327-0.00500775j 0.00583206+0.00136573j 0.00125125-0.0049783j -0.00738452+0.000440495j 0.0160534+0.00166479j 0.00770244-0.00509082j 0.00392404+0.00804039j 0.00691944-0.00386734j -0.00935634-0.00449458j -0.000226279-0.00337834j 0.0131693-0.00264519j 0.0100489+0.00281971j 0.0122586-0.00076611j 0.0205835-0.00110566j 0.0108067-0.00331142j 0.0525627-0.0051896j 0.0560376+0.00885652j 0.00449495-0.0167219j -0.00128021-0.00170578j -0.0105754-0.00228567j -0.0407045+0.000816167j -0.0149902-0.0026807j 0.0104388+0.00148548j -0.00960627-0.00445725j 0.0281458+0.00768412j 0.00355939-0.00155543j 0.00978617+0.0035582j -0.00595456-0.00539065j -0.00142591+0.00189521j 0.010467-0.00178831j -0.00247667+0.00346255j 0.00333548-0.0546989j 0.00045945-0.0478631j -0.00151818-0.0784809j -0.0171509-0.00214825j -0.00618242-0.00292287j 0.00061037+0.000243738j 0.00191028-0.000496783j -2.15114e-05-0.000145506j 
-0.00147952+0.0020058j -0.000932032+0.00171449j 0.00333418+0.000424708j -0.00317955+0.00104118j 0.00219501-0.00124974j 3.9201e-05+0.00321714j -0.0015727+3.73094e-05j -0.00853924-0.000675304j 0.00127672+0.00131856j 0.0029825+0.000147834j 0.000266512+0.00205715j 0.00599394-0.000822748j 0.00392398+0.00023014j -0.00258031-0.00118865j 0.00764419-0.00535157j 0.00706449-0.000902471j 0.0121587-0.002282j 0.0116651-0.00366571j 0.00494071+0.000898742j 0.00636961-0.00268302j -0.013398+0.000728237j 0.017785-0.00399097j -0.00719919-0.000959529j 0.0162656+0.000846766j 0.0068172-0.000912392j -0.00956184-0.00192191j -0.0108073-0.0015092j -0.0213271+0.00151211j -0.0038464-0.00133993j -0.00164813+0.000460633j -0.00201796-0.00227874j 0.0130219-0.00710186j 0.0112984-0.000308068j 9.08935e-05-0.00282268j 0.00276767-0.00124544j 0.0224168-0.00361941j -0.00233574-0.0040742j 0.00512942+0.00665935j 0.00984531-0.00515393j -0.00827473-0.00348654j -0.00711933-0.000678498j 0.0183497-0.0033571j 0.0097773-3.31636e-05j 0.010678+0.000742538j 0.0199952+0.000916203j 0.00455871+0.000857929j 0.0330776-0.000630471j 0.0416346-0.00230448j 0.0138174+0.0156954j -0.00250753+0.00332178j -0.0178219+0.00206307j -0.037573-0.00328558j -0.0157572-0.00542581j 0.00727208+0.000577771j -0.00576024+0.00967599j 0.0196709+0.00792072j 0.00548855+0.0140303j 0.00437322-0.00822294j -0.00488244+0.00310702j -0.00187518-0.00471125j 0.00990707+0.00867525j 0.00066683-0.00105617j 0.00241131+0.0626579j 0.000135416+0.0518191j -0.00150171+0.080379j -0.0196102+0.00127814j -0.00201812-0.0036102j 0.000217267-0.00145334j 0.00183671-0.00185476j 3.08428e-05+0.000503818j 
0.000280553-0.0041j 0.00331369-0.00476398j -0.00643025+0.00440457j 0.00618106-0.00110509j 0.00274687+0.00150104j -0.00134411+0.00166581j 0.000333225+0.000424377j 0.00673399+0.001625j -0.00448251+0.00322794j -0.00558808-0.00145468j -0.0101741+0.00377141j -0.00497116-0.00462129j 8.66272e-05+0.000816305j -0.00570759+0.000244735j 0.00128061-0.0031867j -0.00733126+0.000320338j -0.000918344+0.00236802j -1.25396e-05+0.000210834j -0.000867575+0.00251333j -0.00906929+0.000762211j 0.0189609-0.00254713j -4.84942e-05+0.00139945j 0.0150094+0.00187674j 0.016409-0.00689839j 0.0110994+0.00193999j 0.0222354-0.00290935j -0.0234764-0.00134292j 0.00887715-0.0044155j -0.0040698+0.00335954j -0.00221769-0.000781687j 0.0246945+0.000565348j -0.00608735+5.24781e-05j 0.00752717+0.000260241j 0.00765963-0.00409298j 0.0121829-0.00242291j -0.000523743-0.00547392j -0.0206548+0.00581017j 0.00049406+0.000504261j -0.00201896+0.00414203j -0.00441584+0.00709014j -0.00511149+0.00241227j 0.0511793+0.00165532j 0.00935141-0.0140955j 0.00346789-0.00508703j 0.00753451+0.00324813j -0.0435447+0.0023115j -0.056237+0.0024589j 0.0156061-0.00853657j 0.0176084+0.000680547j -0.0114181-0.00122463j -0.0899616-0.00497787j -0.0598943-0.00388933j -0.0241272-0.00215629j 0.00987212-0.000788208j 0.0230855-0.00703595j -0.03157+0.000920526j -0.00656762-0.00827056j -0.0194462+0.00119873j 0.00234247+0.00143876j -0.00386294+0.00190922j -0.00491304-0.00360562j 0.00983028+0.00228433j -0.00107956-0.0097314j -0.000140789-0.00892344j 0.000944975-0.011085j -0.0336605-9.57649e-05j 0.0119465+0.00413392j -0.00309024-0.000473413j -0.00302698-0.00129676j -0.00105682+0.000844465j 
