-0.00252735+0.0480945j -0.0279207-0.0696049j 0.00127749+0.038522j 0.0173619-0.000348518j 0.024883+0.0207956j -0.00903712-0.0484314j 0.0326785-0.0170274j 0.00701139-0.0753223j 0.00851568+0.00383219j -0.0111982+0.031947j 0.00251357-0.0176174j -3.49418e-05+0.0141996j -0.00472301+0.00477367j 0.00606566+0.0137383j -0.00364322+0.0150919j 0.00962574+0.0112857j -0.0255655+0.0104642j 0.00360649-0.0693325j 0.00352516-0.0234471j 0.0804526-0.101485j -0.0314771+0.0365235j 0.0189889+0.0188824j 0.00616564-0.0305129j -0.0359066+0.0519685j 0.0316582-0.00283603j -0.00881591+0.0398517j 0.0175329-0.0604116j 0.00410181-0.0312868j -0.00555867-0.0582171j -0.0231143+0.00192456j 0.0431082-0.0366974j 0.0156438-0.0172391j -0.00221601+0.0277022j -0.0280813+0.0112747j 0.0983423-0.0455927j 0.0297867-0.0295337j 0.0451191-0.0286465j -0.0712696+0.110219j 0.00895485-0.00354441j 0.0138883-0.0775437j 0.0364204-0.034643j -0.0122771+0.0220933j -0.0069317+0.00824839j 0.0232732-0.0365039j 0.032894-0.00958942j 0.0402125-0.0225523j -0.0316467+0.00256839j 0.0321587-0.0357445j 0.0360337-0.0270328j -0.0246859-0.00514828j 0.0330738-0.0417142j 0.0116991+0.00593402j 0.0126284-0.00503133j 0.0506216-0.0559326j 0.0504784-0.0487899j -0.0102406-0.0135035j -0.00838236+0.00700382j -0.0124633-0.00219285j 0.0154264-0.00954118j -0.0258749+0.00277584j -0.00565909+0.0454543j 0.00844704+0.0214455j 0.00766443-0.01984j 0.0228142-0.0231029j -0.00220722+0.00678804j -0.000885783+0.00609324j -2.31585e-05-0.0145276j 0.0100254-0.0169359j -0.00232531-0.00182111j -0.00781766+0.00881476j -0.0162525+0.000796679j 0.00193057+0.00370202j -0.00143973+0.00613933j -0.00852478+0.00707986j 0.0131646-0.0157956j 0.00449336-0.00457904j 0.00797816-0.00699158j -0.0129181+0.00545229j -0.000242015+0.000320191j -0.00332113+0.00880659j 0.0140733-0.0102293j -0.0141428-0.0104433j 0.0114707+0.0194442j -0.00444855-0.0121813j -0.00574234+0.0304717j -0.00293343+0.0135097j 0.00677433+0.00420524j 0.0067082-0.0149053j 0.0115233-0.00886025j -0.0241099+0.0424535j -0.0194553+0.0322104j 0.0310599-0.044154j -0.0461026+0.0408184j 0.112765-0.162321j 0.0748172+0.00367104j 
-0.0347043+0.0369182j -0.0420743-0.0171852j 0.0618765+0.0614635j -0.113891+0.132292j -0.0612869+0.0645764j 0.0396237+0.0539292j 0.0701919+0.00675188j -0.0283291-0.0411892j 0.0280093+0.0458133j 0.0520418-0.0306243j 0.0462382+0.0803846j -0.1046+0.00979124j -0.134532+0.0773953j -0.0790266+0.150019j -0.059128-0.0130068j -0.00837912-0.00680011j -0.0167346+0.0140065j 0.0875931-0.0783325j -0.0371028+0.000549656j -0.0334008+0.0255352j -0.00268504+0.116721j -0.0212616+0.0954873j -0.0331031-0.034621j -0.0141401-0.0192038j 0.0329967+0.0938292j 0.0724934-0.0577766j -0.157288+0.0588159j -0.108255+0.0139154j -0.0340882-0.023475j -0.0659777-0.0209819j -0.149358+0.0869222j 0.0599547+0.0848807j -0.0555618-0.0625441j 0.00931337-0.0189755j -0.00105236-0.0276206j -0.0602477+0.0629208j 0.0904523+0.0547555j 0.0348788-0.0961722j 0.0295534-0.067767j -0.0409957-0.0498565j -0.00420418-0.00848491j 0.00150978-0.00590613j 0.00270795+0.00550943j 0.065023-0.0333615j -0.0306596+0.0282989j -0.0198537+0.0140698j 0.0550198-0.0710436j -0.0647166+0.0996379j -0.0431898+0.106894j 0.0079046+0.000300001j -0.000515665+0.054768j -0.0042458+0.0407628j 0.0127058-0.0504206j -0.000354054-0.0815389j 0.0551843-0.0999416j -0.00244409+0.0124576j 0.00233966-0.0198826j 0.00793569-0.00441672j 0.00807083-0.0178588j 0.00617344+0.00113158j 0.0175319+0.0317886j 0.00192076+0.049263j -0.00135402-0.00723901j 0.0164763+0.00470569j 0.00839953+0.0012595j 0.0179036+0.00900718j -0.0137534+0.00723012j -0.007341+0.0130492j 0.00434662+0.00872761j 0.011971-0.00114476j -0.0209389+0.00795215j -0.0174085-0.0110292j -0.0186402-0.00675542j -0.0163837-0.0054417j -0.00690867+0.000637609j -0.0243956-0.0167653j -0.0166509+0.000857128j 0.00111243-0.0129011j -0.000562958+0.0172848j -0.000804159+0.000740861j 0.00429476+0.00895229j -0.00973647+0.00874802j 0.0231826-0.00719503j 0.00324599-0.00360829j 0.00415562+0.031674j -0.00238198-0.000802386j 0.00414851-0.00754985j -0.0143713+0.00591445j -0.0262451+0.0205815j 0.0147064+0.00201959j 0.0180892+0.0187398j -0.0126889-0.00411025j 0.00962972-0.0389149j -0.0329228-0.00363347j 0.0066527+0.0176747j 
-0.0363079+0.0414067j -0.0132702-0.0101489j -0.0966352+0.0620609j 0.0322283-0.00335011j 0.091784-0.0153481j -0.111881+0.0255731j 0.0689962-0.0902227j -0.0685268+0.0309196j -0.0453102-0.104621j 0.0277192-0.108053j 0.0798834+0.0743342j -0.0297737+0.0427584j -0.0164099+0.0425154j -0.0451442+0.120262j 0.0459651+0.122351j -0.0814583-0.0143154j -0.0441638-0.0144522j 0.130091+0.0192761j -0.1042-0.0214311j 0.124859-0.00808932j 0.0345+0.109943j 0.0174356+0.00109559j -0.150539-0.0388815j 0.0195186+0.0314113j 0.0118453+0.0101855j 0.024461+0.0193736j 0.0101484+0.0593251j -0.0274336-0.00935799j -0.0836469+0.0573458j -0.00834305+0.0497834j -0.107508+0.040741j 0.0342537-0.074301j 0.0527801+0.0699181j 0.0275609-0.0068138j 0.0492905+0.0270407j -0.104439-0.0406894j 0.0234324+0.0377376j 0.0235962-0.0929465j 0.00867997-0.0362618j -0.0358199-0.0637957j -0.00935913+0.0431451j 0.000508793-0.0136306j 0.0149971-0.001696j -0.0104346+0.0370582j 0.0267454-0.00258746j 0.0347559-0.0288576j -0.0257736-0.00410522j -0.0572631+0.0153308j -0.0215637+0.0475898j -0.0169913+0.0251709j -0.0316689+0.0168736j -0.0147203-0.0122866j -0.00132751-0.0310897j -0.0172504-0.0462025j -0.00507473-0.0522593j -0.0270493+0.015718j -0.0059829-0.0125129j -0.0296625+0.00102106j 0.00302706+0.0110784j -0.053263-0.00923505j 0.0372346+0.00396151j 0.0158718+0.014193j -0.0107007-0.0159224j 0.020372+0.00772477j 0.00602627+0.013117j 0.0245544+0.00462149j -0.0332782+0.0133934j 0.00442488-0.00473571j -0.00298604-0.00219003j 0.0117295-0.0245385j -0.0331951-0.00773018j 0.00725043+0.00836731j 0.00532498-0.00452443j -0.0205628+0.00859305j 0.00369154+0.0113484j 0.0229784+0.0184176j 0.0202895-0.00819902j -0.00708624-0.00117807j -0.00983682+0.0125867j -0.0155733-0.00501512j -0.016534-0.00081929j -0.0125674+0.0119525j 0.0111035+0.0234202j -0.00427388-0.0360299j 0.00942226-0.00647984j 0.00830808+0.0130036j 0.00850411+0.0201485j -0.00122932+0.000209497j 0.0115535+0.0100235j 0.00201408-0.00799793j -0.0119764+0.00645416j 0.0103532-0.018854j 0.00394655+0.01816j -0.0233007+0.00202139j 0.0137004+0.0130881j 
0.00468291+0.0327061j -0.0729535-0.037493j -0.147613-0.00992384j -0.0224803-0.0946094j 0.040621+0.000890363j 0.0634652-0.0958769j -0.0322261+0.0342065j 0.0101513+0.0105331j -0.0325855+0.0415305j 0.0584335+0.00760226j -0.0326449-0.0302614j -0.003522+0.051838j -0.0629915+0.102228j -0.0282438+0.0225308j 0.0334168-0.0508708j 0.0187723+0.0434319j 0.145521-0.0917656j -0.0804825-0.00758855j 0.155053+0.0614482j 0.0876599-0.0691433j -0.0179102+0.0462887j -0.0410507+0.127455j -0.0155877-0.0757212j 0.0591932-0.0872526j -0.0540541-0.00843986j 0.0941843-0.121246j -0.019098+0.0542135j -0.0743351-0.0185375j 0.0749509-0.00280421j 0.0655013+0.0500113j 0.0137799+0.189251j 0.00894337-0.13755j 0.0633922-0.0552844j -0.0113463-0.0163232j -0.00178208-0.0699524j -0.0189761+0.0287873j -0.0733015+0.0597053j 0.0824926+0.0212899j 0.00862336+0.0177833j 0.0214509-0.0793176j 0.0171968+0.0279498j -0.0103782+0.00327754j 0.0269521+0.00240296j 0.0143279+0.000458056j 0.0257465+0.0487918j 0.0641465+0.0628309j -0.0034662-0.0808899j -0.0807488+0.0774693j -0.0201244+0.0939857j 0.0499905-0.0394604j -0.0839024+0.0328937j -0.0289176+0.0379516j -0.0207849+0.0118755j -0.0373539+0.0608276j 0.00958788+0.00672781j -0.00030858-0.0184728j -0.00734072-0.0117032j 0.0052673-0.0183287j 0.00571266-0.0403446j 0.028647+0.00844704j 0.0117549+0.0313046j 0.00117381+0.0450766j -0.00557928+0.0149044j -0.0305371-0.0124292j 0.0102223-0.0180592j -0.0102975-0.0215952j 0.0083543+0.0261494j -0.0122778+0.00416685j -0.0052794-0.00238829j 0.0125362-0.000195106j -0.00910462+0.0193541j 0.00569537-0.00830447j 0.00167768+0.000119277j -0.0159405+5.56622e-05j 0.000915438+0.0132507j 0.0203537+0.00647479j -0.00509474-0.00254795j 0.000497312+0.00715174j -0.0280915+0.0105016j 0.0106039+0.00788686j 0.00172045+0.00837012j -0.00426696+0.0162262j -0.0247947+0.0159368j 0.00664534-0.0199773j 0.0197102+0.00327642j 0.0251602-0.00561202j 0.00980268-0.0259503j -0.00918568-0.0103203j -0.0133457-0.000603601j 0.00158341+0.0283907j 0.00943141+0.0286869j -0.0260475+0.00288803j 0.0270241-0.0102436j -0.0153548+0.0182529j -0.013427+0.0491596j 
-0.024364+0.00707445j -0.00660758-0.0252826j -0.0336632-0.00218551j -0.0990809+0.0710893j -0.0266797-0.0370766j 0.00557762+0.0485892j -0.100018+0.0139756j 0.00148328+0.0337289j 0.0964668-0.00369809j 0.0317254+0.0542974j 0.0518184+0.0328641j -0.251196-0.0310415j -0.07217-0.0387177j 0.0840548+0.0975783j -0.021465+0.132523j 0.139736-0.00500512j -0.0202151+0.0701555j 0.0369238-0.00515359j 0.0487342-0.0140463j -0.0214856-0.0786084j -0.00600574-0.0274093j -0.0134851-0.0470096j 0.0537536+0.0321989j 0.0130653+0.0126965j -0.0210657+0.0355518j -0.0323267+0.0335508j -0.143594+0.0144904j 0.240869-0.0154335j 0.039854+0.0220797j 0.0308914+0.0134562j -0.0463768+0.00609654j 0.0680691+0.0358663j -0.0476919-0.00802332j 0.00954795-0.0130283j -0.0198411+0.0222349j -0.00490536+0.01944j 0.0288839-0.0102166j 0.00148586-0.0106949j 0.0287563+0.0052412j 0.0105172+0.00105697j 0.00393931+0.0290878j -0.011983-0.00773328j -0.0104376+0.0116011j -0.0139895+0.0275988j -0.00821916-0.00607236j -0.0126538-0.00747617j 0.0120078+0.0138234j 0.00776462-0.0109362j -0.00566979+0.0049894j -0.0213511+0.00532587j -0.0330425+0.0108218j 0.0106183+0.00417595j 0.0261237+0.00585207j 0.0324869+0.0265267j 0.010232+0.0354557j -0.0123904+0.000240128j -0.0121789-0.000192424j 0.0022059-0.00202719j 0.0126322-0.00257655j -0.00898019-0.00174451j 0.00849756-0.00573957j -0.00302325-0.0135647j -0.00418401+0.00542566j 0.00393021+0.00650863j 0.00800839-0.00265242j -0.00650435+0.000642862j -0.00327618+0.00891345j 0.00378718+0.0143603j 0.00910439+0.00823994j -0.0128029-0.00579308j 0.00576717-0.00966996j -0.00121076-0.00309231j -0.00467362-0.0092837j 0.000755868-0.00448111j 0.016069-0.00504051j 0.000551349+6.36453e-05j -0.00554267+0.00239407j -0.00149265-0.0117654j 0.00863307-0.00597605j 0.0139432-0.0106111j 0.00708833-0.00363548j 0.00303055+0.0046721j -0.00180517+0.0133555j 0.00363382-0.000191786j -0.0130848-0.0137818j -0.00161258-0.00132785j -0.0116303-0.00571379j -0.0199715-0.00964934j 0.0130211-0.0136292j 0.0107648-0.0170729j -0.00327106+0.00420673j -0.00365325+0.00296604j -0.00873295+0.00289611j -0.0133865+0.0126034j 0.0112002+0.0126557j 
-0.00760829+0.0872089j -0.0421509-0.0246208j 0.0210304+0.0855623j -0.067073+0.128945j -0.00193349-0.0179584j -0.0586738+0.082416j -0.0147925-0.0161735j -0.0855212-0.0302755j 0.0768873+0.0578862j -0.134193+0.0669541j -0.000209906-0.0231142j -0.0632746-0.0547472j 0.0910594-0.0247181j -0.0326592-0.0198431j -0.00943816+0.0941831j 0.0751963+0.148667j -0.118704+0.0751621j 0.127949+0.00434914j -0.0660629+0.115362j -0.172319+0.0670708j 0.0185596-0.0813123j -0.0959313+0.0888112j -0.0487224+0.0386937j 0.0229104-0.0306353j -0.0394549+0.0169044j 0.0477399-0.0262666j 0.014258+0.0563891j 0.0329613+0.0177798j 0.0537296+0.0574491j 0.0779847+0.0409179j -0.0146438+0.0722842j -0.0357925-0.0959167j 7.53798e-05+0.00550547j -0.0343825+0.0208291j -0.0596483+0.0246504j -0.01872+0.0530065j -0.0346175+0.0339207j -0.00804342+0.150349j 0.00450366+0.0088164j 0.00791833-0.0229734j 0.0136671-0.0170293j 0.0162953-0.00444913j 0.0013088+0.00791846j 0.00828778-0.0245747j 0.00298842+0.0344067j -0.0128258+0.0501492j 0.0326352-0.0205268j -0.0161408-0.00649226j 0.00861563+0.0237533j 0.0379529-0.0345461j -0.0024968+0.00821779j -0.000811887+0.054774j 0.0289776+0.0467721j 0.00770126+0.108018j 0.0181093+0.0555305j -0.00251958-0.0162535j 0.00833148-0.00369896j 0.00365292-0.0302845j 0.00146284-0.0166877j 0.009325+0.00680019j -0.0290564+0.0124292j 0.0111405+0.0208129j 0.0217268+0.00938927j -0.0148951-0.00289234j 0.00206182-0.00592021j -0.0105994-0.0154776j 0.00723072-0.00456845j -0.0137942+0.00396747j -0.012759+0.0111974j -0.00491656+0.0291849j 0.0255281+0.0175489j 0.0055168-0.00807519j -0.00137983+0.0046859j -0.00101349+0.0118347j -0.00443476-0.00547605j 0.00636439-0.00399829j 0.00549313+0.0100472j 0.00559987-0.00372008j -0.0143724+0.00372557j 0.0129396-0.00332277j 0.00574069-0.00701406j -0.004473-0.0125419j 0.00104954-0.0187214j -0.00194386+0.0222105j -0.00209661-0.00442611j 0.00857812-0.0101407j 0.0227326-0.0216376j -0.00816708-0.00329743j -0.00874372-0.0220123j 0.0245566-0.00949091j 0.00054522+0.0155284j -0.0106833-0.00706284j 0.0154553-0.0276946j 0.00328599-0.0116608j -0.00184837+0.00331056j 
-0.00218785-0.0393153j 0.00325228-0.036133j -0.070833+0.0609929j 0.123935-0.247205j 0.0180989-0.0783452j 0.0482811-0.0365721j 0.0716785-0.0796173j 0.0895679+0.0551706j 0.101855+0.0176888j -0.0410006+0.0595765j -0.0320135-0.0164295j 0.194666-0.132809j 0.104745+0.0438716j -0.134388+0.0577959j 0.0805326+0.0601327j 0.0114835+0.138754j 0.075853+0.0117043j 0.0645299-0.0823884j 0.0336588-0.0651275j -0.155089-0.0323722j -0.0225247+0.0398167j 0.0206662+0.0457948j -0.0127533+0.0344073j 0.021119-0.0440577j -0.00665471+0.0262983j 0.0049504+0.0263458j 0.0469902+0.00398705j -0.116648-0.00998594j -0.0441103+0.0500757j -0.099409-0.0531309j 0.0196622+0.0592118j -0.0209182+0.0989728j -0.0317385-0.0912718j -0.00172333-0.0213798j -0.00488753-0.0221389j 0.00311638+0.0614158j 0.0180319+0.000762845j -0.0031897+0.0205945j -0.00302781+0.0100868j -0.0214157+0.0180265j -0.00810572-0.0114272j -0.00104239+0.00591734j -0.00399218-0.0167763j 0.0360492-9.03128e-05j -0.00786697+0.0103633j 0.010726+0.0168346j 0.0131625-0.0256031j 0.0128221+0.0114107j -0.0055228+0.0100141j -0.021774+0.00242445j 0.0120896-0.00113219j 0.00052608-0.0200919j -0.00232082-0.0105306j 0.00945099-0.0275139j 0.0331591-0.0353888j 0.00996967+0.00434327j 0.00535951+0.00782307j 0.0180349-0.00941767j -0.010349-0.0132774j 0.0255097+0.00744546j 0.00783667+0.0168124j -0.00935071+0.0181077j 0.009739+0.00427008j -0.00574456+0.0115402j -0.00645975-0.00363397j 0.00307037-0.00102079j 0.00880491+0.0109638j 0.00326442-0.00751972j 0.0214041-0.000551114j 0.00812663-0.0133905j -0.00646725+0.00210956j -0.00585412+0.000871737j -0.0125901+0.00435738j 0.0125874-0.0120244j -0.0151906-0.0143674j 0.00501441+0.00581692j 0.0087073+0.0060042j 0.00115208+0.000583057j -0.00650255+0.000174997j -0.00711516-0.00092424j 0.0090712+0.0101351j -0.00211666-0.00975186j 0.00348919+0.00404492j -0.00117865+0.011998j 0.00824806+0.0148412j 0.00619917-0.00841054j -0.000442656-0.00530452j 0.00233466+0.00947026j -0.0122147+0.00360056j 0.00863238+0.0122258j -0.00338208+0.01066j -0.0120962+0.00390557j 0.00499329-0.00284418j -0.0067805-0.00510595j -0.00709057-0.000679145j 
-0.00862293+0.0877002j 0.00797064+0.0657811j -0.0809947+0.154551j 0.0032435+0.103542j 0.0143403-0.0143216j 0.0518858+0.0481531j 0.0782033-0.0068658j -0.0425602+0.0675815j -0.0579352+0.00873172j -0.0448423-0.116427j 0.0181532+0.0957307j -0.0489033+0.135654j 0.0570997+0.0831947j -0.0479382-0.111378j -0.0503424+0.0241835j 0.0708036+0.0865214j -0.00895325-0.00806338j -0.0563127+0.0657371j -0.0402562+0.0628093j -0.0619012+0.0799501j -0.0476729+0.0264617j 0.0224876+0.0159811j -0.0211686-0.00713175j -0.00665752+0.0631139j -0.00227639-0.0291641j 0.0495667+0.00629596j 0.11679-0.0355483j 0.0788837-0.0244782j -0.0749787-0.0230267j -0.00187176-0.105693j -0.0644073-0.0887186j 0.0192653+0.0247823j 0.0326052+0.0133538j 0.0160709+0.0350885j 0.0300877-0.011608j -0.0298973-0.00433713j 0.0154439+0.0199907j -0.0483654-0.00193862j -0.0182474-0.00406369j -0.0100051+0.0213863j -0.0444286-0.0195434j -0.00530816-0.0015623j -0.00222031+0.00190791j -0.0150373-0.0440858j -0.00828505+0.0109437j -0.00251282-0.00715576j 0.00771344-0.0121635j 0.025481+0.0245343j 0.0121325+0.00996032j 0.00118837+0.0331532j 0.00958429+0.00639021j -0.00511932-0.0166199j -0.0329362-0.01656j -0.0644396-0.0181185j -0.023267-0.0353279j 0.0128753+0.0116441j -0.00263715-0.0106514j 0.0105106+0.00819351j 0.0244589-0.00132493j 0.00495378+0.0027946j 0.00712969-0.0198163j 0.00847459-0.00948167j 0.0110382-0.00541279j 0.0204119-0.0124415j 0.0141319-0.016391j 0.0182312-0.00122981j -0.0236433-0.0125258j 0.000418667+0.0129917j 0.00165025-0.00811009j 0.00921649+0.0133253j -0.00520281+0.0145665j -0.000260529-0.00825536j -0.00537232-0.0112994j -0.0109829+0.0208069j 0.00291186-0.00863629j 0.00584662+0.0014417j 0.00996677-0.00401419j -0.0133684-0.0037193j 0.0103476+0.00679043j -0.00223511+0.0146589j 0.00897474-0.00991046j -0.00520019+0.0210794j -0.00735068-0.0216789j -0.00213429-0.000821058j -0.00258648-0.0146578j 0.00159573-0.00700035j 0.00605951+0.00362564j -0.00355233+0.0137847j 0.00137677+0.000904155j -0.00558916-0.00236481j -0.0121831-0.000330063j 0.0162994-0.00246797j -0.0155672-0.00711796j 0.00722757+0.00323309j 0.0040961-0.00718483j 
0.00330033-0.00779909j 0.0128277-0.0362812j 0.0306357+0.0354635j -0.0587432+0.145496j 0.0519275-0.0604714j 0.0797994-0.0801743j -0.0840899+0.0504469j 0.0339249-0.0321658j -0.0128949-0.0576088j -0.0656936-0.0528317j 0.00115795-0.0077175j -0.0417911+0.0542017j 0.0448915-0.0356682j 0.0145058-0.0160265j -0.00262878+0.040663j 0.0445054-0.0478133j -0.0344908-0.113555j 0.0389141-0.0221461j 0.0579147+0.0728655j 0.00534426-0.0393831j 0.0132037-0.0689196j -0.0503736+0.0603626j -0.0442247+0.0488172j 0.0419177-0.059159j 0.0342977-0.0723151j -0.0373197+0.158938j -0.00305723-0.0019687j 0.075426-0.0917729j 0.0979075+0.173515j -0.108575-0.137597j -0.015796+0.0546986j -0.0033727-0.00362653j 0.017288-0.0306382j 0.0181259-0.0546907j -0.05151-0.0496045j -0.0170931+0.0798105j -0.036178-0.0697724j 0.000929056+0.0210974j -0.0457963+0.0846492j 0.0102496+0.0302878j -0.0249329+0.00310597j 0.0212213+0.00541189j -0.00745939-0.00196086j -0.000711986+0.0458056j -0.0260247+0.0211868j -0.0367251+0.0255672j 0.00644966-0.0157396j 0.0260976-0.0250843j -0.0135438-0.00659653j -0.0100019-0.00564557j 0.0169573-0.0423231j 0.00528907+0.00233644j -0.00694199+0.017016j -0.00391019+0.0138008j -0.0167217+0.0300551j 0.0307269-0.012355j -0.000775944+0.0025751j 0.00854496-0.00899462j -0.0129688-0.00178331j 0.00154262-0.00464876j 0.00432545+0.0134482j -0.0065099+0.0156581j 0.0223698+0.013501j -0.00103931-0.00959794j 0.000613087+0.0137066j -0.0060791+0.0129298j 0.000681478+0.0307377j 0.00359695+0.00277719j 0.00293964-0.018074j 0.00991558-0.0397392j 8.44679e-05-0.0122195j -0.0198018+0.04617j 0.00548297+0.00339743j -0.00994987-0.0155586j -0.00213432-0.00905327j 0.00398103+0.014534j -0.0177299-0.0178181j 0.0186928+0.00589709j -0.00714585-0.0107871j -0.0169423-0.0156931j 0.000749938+0.00106597j 0.00226559+0.00165123j -0.0283634+0.0420306j 0.00876619+0.0313619j 0.00234592-0.00442741j 0.0042559-0.00914588j 0.00345415-0.0277138j 0.0027902-0.000781841j 0.0112876+0.00179904j 0.00633462+3.89557e-05j -0.00514949+0.00705642j -0.014534+0.000354588j 0.00482072+0.00448283j 0.00322436+0.00973218j -0.0108856-0.00138752j 
-0.0120085-0.00811774j 0.0247525-0.0360426j -0.103796-0.0775285j 0.0956303-0.150002j 0.0380773-0.0193311j 0.0130311-0.0469618j 0.0142637+0.10106j 0.0137919-0.0343281j -0.00074927+0.080372j 0.0905839+0.00897863j 0.0106267+0.017307j 0.0310392+0.00218556j 0.0351563+0.0479557j -0.045296-0.0193218j 0.0528794-0.0961598j -0.0490492-0.0221393j -0.0302213+0.00177368j 0.0423054+0.0632031j 0.00515084+0.134321j 0.00183067+0.0289961j -0.0250614-0.0140008j -0.0214826+0.0311344j 0.0272522-0.034428j -0.00571186-0.00320321j -0.00704893-0.0240439j 0.0227298-0.0233629j -0.0695084-0.0137501j 0.109877+0.0129728j 0.0288874-0.067612j -0.0318666-0.0103037j -0.0261622+0.00145349j 0.0548289-0.021838j -0.020443+0.017109j 0.0177841-0.00975807j 0.0139584+0.0184509j -0.00352208+0.0127339j 0.0196731-0.00854021j 0.0109349-0.0212513j 0.0156301+0.00534123j 0.003771+0.0170861j 0.0032141+0.0286334j -0.00985834-0.00155327j -0.0186218-0.00886487j 0.015895-0.00410206j -0.00674671+0.0295358j 0.0161111+0.0326644j -0.00464792-0.036483j -0.019745+0.0235592j -0.00642529+0.0298835j -0.012231+0.0155573j -0.00449425+0.0037253j -0.00695584+0.00253762j 0.023925-0.00968869j 0.0400163+0.000941362j 0.0221149+0.00577373j -0.00893157-0.00504417j -0.0070078-0.0027092j -0.00496176+0.0181506j 0.00400776+0.0102642j -0.00386512+0.0104625j -0.00399014-0.00349673j 0.000284583-0.00441917j -0.00257188+0.015352j 0.0146861-0.0174741j -0.0163008-0.00880641j 0.00824525-0.00332624j -0.00599913-0.0208j -0.0127418-0.0182848j 0.0229451+0.0042002j -0.00590836-0.00411285j 0.013915-0.00547014j 0.00456945-0.0016791j -0.00623896-0.00917752j 0.00243057-0.00596543j 0.00332753+0.00120882j -0.00275775-0.0105671j 0.00499876+0.00757519j -0.0152639+0.0027729j -0.00824291+0.00911911j 0.00355107+0.00107263j -0.00139313-0.00874103j 0.000526123+0.00204288j 0.00228809-0.00522042j 0.00869928-0.00966804j -0.00507605+6.90236e-05j 0.000554095+0.00368323j -0.0134246-0.000519512j 0.00205538+0.0186018j -0.00318887-0.00716268j -0.00373461-0.0113576j 0.000671123-0.0141686j 0.00650594-0.00118098j -0.0151327-0.00347719j 0.00541768+0.015705j 0.0122543-0.00196369j 
-0.00641471-0.0331495j 0.0168685+0.0200853j -0.0848091-0.0220768j 0.039881-0.0419442j 0.0012977+0.0774953j -0.00125518-0.0365187j -0.0568886+0.0396426j 0.0377825-0.0991566j 0.00559511+0.0388927j 0.00609867-0.00551978j 0.158571+0.0695925j -0.0615958-0.00427055j 0.0964498-0.0315352j 0.00714535+0.00716279j 0.0422385-0.00883874j -0.10201-0.0164774j -0.0499031-0.0115009j 0.0147092+0.0709947j -0.0125405+0.0350383j 0.0245079+0.0995822j -0.000767498+0.00430881j 0.0663889-0.00982466j -0.0563048-0.0780375j 0.0330442-0.0242921j 0.0273356+0.00288822j 0.0423336+0.0500112j -0.0658462+0.00291391j 0.245463-0.0567004j 0.0668239+0.0151324j 0.0471817-0.00379424j -0.0346442-0.11006j -0.0522258-0.00580329j 0.0519821-0.0166332j -0.00814332+0.0339136j -0.0361277-0.0213777j -0.0360952-0.0601821j -0.0475946+0.054608j -0.0056218+0.0850655j -0.0335889-8.35492e-05j -0.00168814-0.0260919j -0.00087784-0.0724865j -0.00635774+0.0173498j 0.00539809-0.00380566j -0.0251671-0.0384824j 0.0263294-0.0278066j 0.0413533-0.0230864j -0.0433027+0.0319599j 0.0259942-0.0404679j 0.0630318-0.0406005j 0.0173358-0.00134644j 0.0217483-0.00785321j -0.000302389+0.0114363j -0.019414-0.00581392j -0.0170199-0.0486441j -0.0420307-0.0261258j -0.00410149+0.0178324j -0.00552448+0.00089258j -0.00124328-0.00178455j -0.00628885+0.0042836j 0.00602182-0.000534335j 0.0144518-0.00489088j -0.00778832+0.0108516j 0.00107494-0.00900197j -0.0011185-0.00765783j -0.00650622-0.0191092j 0.00372842-0.0169801j -0.00635573+0.0103645j 0.00186793+0.00460829j 0.0114939-0.0124613j 0.00403919-0.00705361j 0.0033861+0.0198941j 0.0112232-0.0158667j -0.00896072+0.00986303j -0.00963009+0.0253346j 0.00696112+0.0159313j 0.00267709-0.0190841j -0.00729453-0.00381377j -0.00371914+0.0088741j -0.000106583-0.0065679j 0.00620704-0.0119948j 0.00217629+0.00266261j 0.000913026-0.00586852j -0.00875567-0.00764429j -0.021388+0.0034761j -0.00129908-0.0074365j 0.00429853+0.00872238j 0.0179509+0.00461731j 0.000656766-0.0102318j -0.0063767+0.00715209j -0.0124945+0.0151634j -0.0133349+0.0050567j -0.00455293-0.00354279j 0.00882212+0.0104671j 0.00411096-0.0194934j -0.00898126-0.0142577j 
