-0.00252735+0.0480945j -0.0279207-0.0696049j 0.00127749+0.038522j 0.0173619-0.000348518j 0.024883+0.0207956j -0.00903712-0.0484314j 0.0326785-0.0170274j 0.00701139-0.0753223j 0.00851568+0.00383219j -0.0111982+0.031947j 0.00251357-0.0176174j -3.49418e-05+0.0141996j -0.00472301+0.00477367j 0.00606566+0.0137383j -0.00364322+0.0150919j 0.00962574+0.0112857j -0.0255655+0.0104642j 0.00360649-0.0693325j 0.00352516-0.0234471j 0.0804526-0.101485j -0.0314771+0.0365235j 0.0189889+0.0188824j 0.00616564-0.0305129j -0.0359066+0.0519685j 0.0316582-0.00283603j -0.00881591+0.0398517j 0.0175329-0.0604116j 0.00410181-0.0312868j -0.00555867-0.0582171j -0.0231143+0.00192456j 0.0431082-0.0366974j 0.0156438-0.0172391j -0.00221601+0.0277022j -0.0280813+0.0112747j 0.0983423-0.0455927j 0.0297867-0.0295337j 0.0451191-0.0286465j -0.0712696+0.110219j 0.00895485-0.00354441j 0.0138883-0.0775437j 0.0364204-0.034643j -0.0122771+0.0220933j -0.0069317+0.00824839j 0.0232732-0.0365039j 0.032894-0.00958942j 0.0402125-0.0225523j -0.0316467+0.00256839j 0.0321587-0.0357445j 0.0360337-0.0270328j -0.0246859-0.00514828j 0.0330738-0.0417142j 0.0116991+0.00593402j 0.0126284-0.00503133j 0.0506216-0.0559326j 0.0504784-0.0487899j -0.0102406-0.0135035j -0.00838236+0.00700382j -0.0124633-0.00219285j 0.0154264-0.00954118j -0.0258749+0.00277584j -0.00565909+0.0454543j 0.00844704+0.0214455j 0.00766443-0.01984j 0.0228142-0.0231029j -0.00220722+0.00678804j -0.000885783+0.00609324j -2.31585e-05-0.0145276j 0.0100254-0.0169359j -0.00232531-0.00182111j -0.00781766+0.00881476j -0.0162525+0.000796679j 0.00193057+0.00370202j -0.00143973+0.00613933j -0.00852478+0.00707986j 0.0131646-0.0157956j 0.00449336-0.00457904j 0.00797816-0.00699158j -0.0129181+0.00545229j -0.000242015+0.000320191j -0.00332113+0.00880659j 0.0140733-0.0102293j -0.0141428-0.0104433j 0.0114707+0.0194442j -0.00444855-0.0121813j -0.00574234+0.0304717j -0.00293343+0.0135097j 0.00677433+0.00420524j 0.0067082-0.0149053j 0.0115233-0.00886025j -0.0241099+0.0424535j -0.0194553+0.0322104j 0.0310599-0.044154j -0.0461026+0.0408184j 0.112765-0.162321j 0.0748172+0.00367104j 
-0.0520001-0.00970238j 0.0297032-0.0742205j -0.0250011-0.0264957j 0.0921158+0.019048j 0.00284836-0.0692998j -0.0554853-0.0106075j -0.00566612-0.0226087j -0.0264815+0.0353521j 0.0869163+0.0609512j -0.095442-0.0242743j -0.0481559+0.0373642j 0.065142-0.0527878j 0.104155+0.0104609j -0.145305-0.0923981j 0.0303939+0.0245998j 0.0210445+0.0746317j -0.032712+0.0386155j -0.00903454+0.0350479j -0.0326611-0.0140982j 0.0446352+0.0794731j 0.0240386-0.115932j -0.126547+0.0967137j 0.00190366+0.0629133j -0.0601603+0.00765055j -0.0752711-0.0345868j -0.0623472+0.0913404j -0.0540828-0.0509225j 0.0713354-0.0385652j 0.0954784+0.0346447j -0.1213+0.0466094j -0.0412449+0.00657714j 0.0965615-0.0229091j 0.00482716-0.0252198j 0.0117045-0.0390826j -0.021923+0.073289j -0.0279739+0.0703746j -0.00688524-0.00556135j 0.0246695-0.0335166j -0.00790988+0.0433148j 0.0107864+0.00212266j -0.0411949+0.0545539j 0.00953424-0.0259808j -0.0134168+0.00563866j -0.0388675+0.0494883j -0.0326168+0.0259259j -0.0741647+0.0116859j 0.0358056-0.0130388j 0.0564192-0.0276415j -0.0218432-0.00937209j -0.0078145+0.00972309j 0.0336398-0.02715j 0.0355406-0.0255471j 0.0291624-0.0133726j 0.0643726-0.0497024j 0.0224413-0.0121396j 0.0101652+0.00204745j -0.00620304+0.00354935j -0.00517726-0.0171426j 0.0261935+0.0132391j -0.0334643+0.0124931j -0.0128092+0.00638094j 0.0173747+0.00967127j 0.00349371-0.00880447j 0.00548596+0.00558166j -0.0113607+0.0171218j -0.00106617+0.00602759j -0.00729766-0.0065757j 0.0152499-0.0035286j 0.0115787+0.0014459j -0.00772985-0.0145548j 0.00409842-0.0119289j 0.0149396-0.00642549j -0.0175769-0.00371126j -0.000400847-0.0141009j -0.0134956+0.0136836j -0.0123231-0.0039998j -0.013481+0.0145489j -0.000157882+0.000634047j 0.0133747-0.00918913j -0.0110996-0.00366926j 0.000817418+0.00430865j -0.0072582+0.00229397j 0.00725335+0.00399637j 0.0141233-0.0230368j 0.00908031-0.0110573j -0.0341274+0.00522306j -0.0108531-0.00281036j 0.0146801-0.00635525j 0.00398351+0.00791448j 0.000600584-0.0186719j -0.0233989+0.00984329j 0.0143901-0.00685691j -0.0165438+0.0274248j 0.00507188+0.0204218j 0.0157309+0.00559853j 
0.0421531+0.0537887j -0.0241659+0.0455701j 0.178686-0.00232573j -0.0321247+0.0167951j -0.0183705-0.0497031j 0.0671868+0.00271025j 0.0520206-0.0347099j 0.0511159-0.0485372j -0.109809-0.0385268j -0.0470199-0.0421014j -0.039103-0.00657799j 0.067519-0.146795j 0.0042826+0.0419639j -0.132405+0.0952214j -0.0180129-0.0479062j -0.110945+0.0276042j -0.118231+0.00800345j -0.116946-0.109806j -0.0148714+0.0214117j -0.0344588-0.0656888j -0.0248659+0.00817562j -0.0144394-0.0262156j 0.0491747+0.0107923j -0.0325758-0.0195895j 0.0117425+0.0316986j 0.0648523-0.110697j -0.109304-0.030368j 0.0962001+0.0751172j 0.00425682-0.0370733j 0.0726793-0.0782262j -0.0354974+0.00316887j -0.0417719-0.0657124j 0.0279995+0.0016028j -0.0181459-0.00326155j -0.013871-0.0532362j 0.000350542+0.0175292j -0.00921023-0.0348083j -0.027417-0.00615389j 0.0145652-0.0163878j 0.0264026+0.0557797j -0.00454055+0.0105592j 0.0163718+0.00304121j 0.0074726-0.0212891j 0.0268945-0.0177767j -0.0128358+0.0226131j 0.0273682+0.00783825j -0.0221159-0.0433554j -0.0266978+0.0842947j -0.0298677+0.0772145j 0.00898464-0.0211964j -0.0167607+0.035932j -0.0187316+0.0278979j -0.00391172+0.0290541j -0.0317349+0.0988492j 0.0103554+0.0298749j 0.000870103-0.0306165j 0.00585435-0.0108323j 0.0085936-0.011597j 0.000457121+0.00456171j 0.00144901-0.0149491j -0.0029286+0.00352376j 0.00349627-0.0144815j -0.00804042-0.0166208j -0.000237813+0.0128876j 0.00542543-0.00245068j -0.0110162+0.000285676j -0.0091245-0.0123147j -0.00791702+0.0169319j -0.0037003+0.00657723j -0.00104981+0.0141064j -0.00467764+0.0219049j -0.000681001-0.00161598j -0.0200541+0.004776j 0.00526843+0.00317012j 0.00882386+0.000616787j 0.00666109-0.0087985j 0.00550092+0.00729825j -0.0113615-0.000603579j 0.00208634+0.00870349j 0.0064352+0.00421063j 0.00113489+0.00126944j -0.00764159+0.00657625j -0.00684995+0.00678008j 0.00259848-0.00233223j 0.01148-0.0132416j 0.00432782-0.00354159j 0.00542633-0.0120049j 0.0104184+0.00377089j -0.000459019+0.0191922j 0.00841502-0.00909003j 0.0080111-0.0109816j 0.0011397+0.0099017j -0.00417932-0.0153293j -0.0100153-0.0002342j -0.0130004+0.0163444j 
-0.00229901-0.00192675j -0.0394303-0.0142001j 0.0268873+0.150924j -0.0881455+0.0573849j -0.0391771-0.0225423j 0.0418095+0.0677512j 0.0443835+0.0146244j -0.13594+0.0738147j -0.00740548-0.00409901j -0.0645683-0.049724j -0.0671635-0.0579134j 0.0844361-0.0519534j 0.147479-0.11778j -0.0814044-0.0420515j -0.0463543-0.0557673j -0.090924-0.0386344j -0.142993-0.065562j 0.0317812+0.0229246j 0.0342318-0.0390175j 0.115312-0.0506984j -0.0480939+0.0240092j 0.0183636+0.0558582j -0.0217687-0.0299585j 0.0177203+0.0139912j 0.0117738-0.0388317j -0.0370411+0.0735814j -0.0927952+0.0274581j 0.0935889-0.0279417j 0.110821+0.078906j -0.000175049+0.0323428j -0.0389531+0.0254947j 0.0155223+0.0250334j -0.0378345-0.00287523j -0.0151482-0.00161042j -0.0316973-0.0181747j 0.0160137-0.0640372j -0.00642857+0.0351501j 0.00393216-0.00867797j -0.00518914+0.0165248j -0.00418327-0.0569182j 0.0432707+0.016582j -0.00813156+0.000219464j -0.00643232-0.00604881j 0.00627293+0.0252154j 0.0360117-0.00999232j 0.0345988+0.00818687j -0.042363+0.0363294j 0.0248761-0.0667061j 0.0305582-0.0666391j 0.0337475+0.0264482j -1.86113e-05-0.0340404j -0.002591-0.0258496j 0.00305464-0.0159844j -0.00713126-0.0471655j -0.00735841-0.0102259j -0.00980177+0.0352796j -0.0061511-0.00234137j -0.010554+0.0251561j 0.0048318-0.00901983j -0.00796713+0.0132908j 0.00202865+0.00263269j 0.00420007+0.00307291j -0.00469443+0.0100763j -0.0015451-0.0181375j 0.0116987+0.00685948j -0.00970366-0.0116588j 0.00673404+0.00925131j 0.00340784+0.00213516j 0.00274977-0.00504178j 0.00973997+0.00117609j -0.0029495-0.00848685j 0.00294136+0.00244832j 0.00399702+0.0017266j 0.00403153-0.00883147j 0.00717042+0.00241614j 0.0234053+0.010523j 0.00268659-0.0149031j 0.00571862-0.00149452j -0.00634768-0.0129324j 0.0189362+0.00076996j -3.35552e-05-0.00574766j -0.00590325+0.00165045j -0.00208507+0.00747336j -0.00112905+0.022509j -0.0176567+0.0136722j 0.0250261+0.00586327j 0.00358472+0.00913577j 0.00873115-0.00202122j -0.00117567-0.0072952j -0.00374932+0.0114037j 0.0156797+0.002014j -0.00976241-0.010658j 0.0100901+0.000290291j 0.0119125-0.00575118j 0.00627944-0.00882258j 
0.0735558-0.0248731j 0.0559849+0.0349404j -0.0113556-0.0945229j 0.0214426-0.00067625j 0.0877232-0.0303832j 0.138491+0.0366208j 0.113726+0.0308721j -0.0941656-0.0442405j -0.198446+0.0265661j 0.14722-0.0647696j -0.0517068+0.0320271j -0.00833518-0.0208515j -0.056038+0.0608338j 0.0606437-0.0638428j 0.00319503+0.0172276j 0.0660007-0.000635062j -0.104123+0.110823j 0.0555209-0.0259294j 0.044422+0.0811591j 0.0410872-0.0432778j -0.0419291+0.0159477j 0.0529756+0.0299471j 0.0624648+0.0347368j 0.0456704-0.000619515j -0.061986-0.0834381j 0.0290446-0.0273324j -0.0164517-0.0282878j 0.123069+0.0142385j 0.00620002+0.000131033j -0.0417318-0.057787j -0.046866-0.000513028j 0.0613526+0.0408999j -0.00315223+0.0336437j 0.0733957-0.0132477j -0.00485964-0.00899553j -0.0165509-0.0163901j 0.0490844-0.034962j -0.0138167-0.00797247j 0.011146-0.0235869j 0.0228295+0.112742j -0.0258423-0.0133208j 0.00917792-0.0103146j 0.0145773-0.00948081j -0.00937887-0.0659373j -0.0306638+0.0421012j -0.00591223+0.0399683j 0.0332242-0.0442425j 0.00383589+0.0632407j -0.0333854+0.0495701j -0.0126575+0.0020257j 0.00200148+0.0136588j 0.04083+0.0138834j 0.0382919-0.00462647j 0.0750725+0.0313077j 0.0293313-0.0191367j -0.0236153-0.0120589j -0.0348869+0.00859566j -0.00398852+0.0212807j -0.0132037-0.018026j -0.00297252+0.0252953j 0.0106129-0.021867j -0.00104029-0.0303415j -0.00767533+0.0156456j 0.00403042-0.0169433j 0.00333828+0.0128204j 0.0160079-0.0011696j -0.0122033+0.0150166j -0.00449656-0.00855535j 0.00142444+0.0104481j 0.00240454-0.00426532j 0.0127475+0.00977997j -0.00120987+0.00391097j -0.00651225-0.00422653j 0.0100107+0.000530172j 0.0075225-0.00336857j -0.00943728-0.00971123j -0.00842993+0.00543635j -0.00145849-0.00243083j -0.00280322+0.00711313j -0.0026872+0.0177998j 0.00593041-0.0109815j 1.21724e-05+0.0006038j 0.00262877-0.0186811j 0.017478+0.0146378j -0.0134897-0.0109822j 0.00173265-0.0142727j -0.00950413-0.0204253j 0.00897381+0.000741517j 0.010605-0.00149661j 0.00194588-0.00611327j -0.0103418-0.00881825j 0.0152517-0.0123673j -0.0133625-0.00346638j 0.0144318+0.0330014j 0.0184687-0.0465726j 
-0.0254112-0.0544867j -7.38596e-05+0.00776595j -0.142749-0.0518602j 0.126972+0.0626402j -0.132292-0.0445648j -0.0274034+0.102906j -0.0253107-0.00762878j -0.0623571+0.00571524j -0.0561713+0.0337108j -0.0177764-0.121588j 0.139061+0.000828962j -0.0490778-0.0125283j 0.0758008-0.0495119j -0.0263136-0.0274502j -0.00286512+0.0111667j -0.0040532+0.0133318j 0.0525418-0.00386017j -0.0526398-0.0319199j 0.0104366-0.085753j -0.0417904-0.00869034j -0.00904045+0.0871217j 0.00554185-0.0362837j 0.0249022+0.0987492j -0.0487515-0.0361174j 0.00571374+0.0601947j 0.0930874+0.0331378j 0.034865-0.101232j -0.0260817-0.0856158j 0.0723215+0.0588633j -0.0164509-0.00435802j 0.0236968-0.00587298j -0.0958138-0.0921277j 0.075615-0.037479j -0.0462017-0.0150695j -0.033935-0.0462806j -0.0166179-0.0418047j -0.0525086+0.0922392j 0.011692+0.0430636j 0.0273208-0.0134955j 0.00848626+0.00587855j 0.0126038+0.0328206j -0.0183407-0.00777096j -0.00400493+0.0269886j 0.0294462+0.0287878j 0.0249525-0.00561097j 0.0132242-0.0301458j -0.0283205+0.0217534j 0.0286077+0.0149169j 0.00964966+0.0328143j -0.00784827+0.0315236j -0.00342717+0.0135776j -0.0188465-0.00307649j -0.0240813-0.0127522j -0.0317303-0.0231364j -0.0236562-0.0195445j -0.00510582+0.0155336j -0.00490674+0.0164284j -0.00457635+0.0150888j 0.0185366-0.00140784j -0.00718946+0.0094073j 0.00340064+0.0133202j 0.0109811-0.043152j -0.00588007-0.00509226j 0.0115503+0.00657186j -0.0267668-0.013889j -0.0111207-0.0142096j -0.0107355-0.000209506j 0.00200107+0.00440841j -0.0116723+0.00048544j 0.000979455+0.0111818j -0.0169503+0.00593042j 0.0123802+0.00125729j -0.0259045+0.0254912j -0.0302177+0.0190733j 0.00153613+0.0108931j 0.000849175+0.017979j 0.00969594-0.00719656j -0.00506421+0.0111223j 0.0112333-0.00366456j 0.00618313+0.0135591j 0.0110691+0.00129638j -0.00128793+0.00208594j 0.00406026+0.01442j -0.0143076+0.00659454j -0.0185184-0.01477j 0.00743448-0.00347019j 0.0090096+0.00814524j 0.00357373+0.00615449j 0.0111336+0.00605004j -0.0058833+0.00758019j 0.0086087+0.0200584j -0.0137914-0.00807586j 0.015502+0.00558797j -0.0194021+0.00867112j 0.00690531+0.0107396j 
0.0124811-0.181419j 0.133578+0.0569537j 0.0499971-0.0234987j -0.0109988-0.0699424j 0.0680978+0.125283j 0.112603+0.0887926j 0.00580185-0.0872735j 0.182134-0.0163254j -0.00535647-0.0189024j 0.0207876+0.00443454j -0.0354357+0.046559j 0.109924+0.0178205j -0.0178066+0.0977391j 0.116351+0.107464j 0.0507116-0.0926999j 0.15134+0.00145067j -0.0510766+0.00740985j 0.0495472-0.04925j 0.0799285-0.144283j 0.137845+0.007959j -0.0983464-0.102706j 0.0916482+0.0807087j -0.00817349+0.0194234j 0.0303393-0.0454212j -0.0439987-0.0312544j 0.201576+0.0860912j -0.0345877-0.059742j -0.0388685-0.0761075j -0.00511207+0.0797509j -0.0934369+0.0186408j -0.12835-0.032257j -0.0804422-0.0631448j 0.0518244-0.0252348j 0.0407482-0.0110846j 0.0930452-0.0114417j -0.0680093-0.0799544j 0.023272+0.0556666j 0.00122691+0.000448583j -0.0162202-0.00112394j 0.010336-0.0149146j -0.0322326-0.0482848j 0.0214289+0.0279536j 0.000974077-0.00314135j -0.0480828-0.0647488j -0.040393+0.0360137j -0.0905521+0.0554429j 0.0437596-0.035675j 0.0559619-0.0072154j 0.0569496+0.0523442j 0.0328771+0.0193606j 0.0724547-0.00478827j 0.0352803-0.027259j -0.0138321-0.0350789j -0.00574839-0.121316j -0.0529709-0.0660733j -0.0146403-0.0106906j -0.000198922+0.034672j 0.0158155+0.00715708j -0.00996783-0.000776361j 0.00953127-0.00728882j -0.0287693+0.0108115j -0.000980046-0.00239364j -0.0276248+0.00479156j 0.0129182-0.00938221j -0.0214366+0.00295916j -0.004028-0.00743301j -0.0196238+0.0048263j 0.00903607-0.00462373j 0.00729855+0.0176704j -0.00577938+0.0224394j -0.0131274+0.00235083j -0.0113891-0.0068416j -0.00187453+0.0325477j 0.00941009+0.0357575j 0.00879137+0.0151706j -0.0137624+0.0103886j 0.00960638+0.000398935j -0.00647248-0.012533j 0.0158834+0.0137637j 0.00645758+0.00483951j -0.00726369-0.00802131j -0.00402862+0.00233895j -0.00436297+0.0236071j -0.0203709-0.000705495j -0.00453212+0.00153804j 0.00312899+0.00856044j 0.00533786+0.0109383j 0.00834171-0.00385881j 0.0123716-0.00065047j -0.0192319+0.0191274j -0.0111403+0.0150541j 0.00461401-0.00250061j 0.00670026+0.0271607j 0.0050906+0.00137736j 0.0116552-0.0120803j 
0.00678311+0.0324726j 0.0697262+0.0372474j -0.0432024+0.064875j 0.199105+0.0271516j 0.0780882+0.00816143j 0.0291028-0.0599023j -0.0489421-0.0614261j 0.136012+0.00263246j 0.0387156-0.0317917j 0.14714-0.045317j -0.119998-0.0448287j 0.04127+0.115315j -0.0235122-0.00295686j -0.063565-0.030274j 0.0459267-0.00298151j -0.0356105-0.109268j -0.0603567-0.0384696j 0.0341463+0.0907531j -0.0246929+0.0359223j -0.0995573-0.0760688j 0.102766-0.0160443j -0.0571712-0.0294068j -0.0354808-0.00736975j 0.0334856-0.0383531j 0.0575755-0.100665j -0.00964076-0.0159402j -0.120345+0.0822296j -0.00492488+0.107287j 0.0313606-0.0192536j 0.057223+0.056021j 0.0515162+0.0753876j -0.00166869-0.0869553j 0.00236055+0.112704j -0.0386474+0.00192047j 0.0243057+0.0533192j -0.0117313+0.00951536j -0.0426394-0.0681987j -0.027365-0.0546827j -0.0225087-0.00626825j 0.0240843-0.0104381j 0.033733-0.0507237j 0.00627338+0.0185371j -0.00420688-0.024617j 0.0220323-0.00944673j -0.0211478-0.017756j -0.00870868-0.0250234j 0.0534141+0.0125966j -0.012728+0.0162418j -0.0121171-0.0211468j 0.00610096-0.0130195j 0.0138487+0.0136771j 0.0475496-7.02651e-05j 0.0149529+0.0256595j 0.0614004+0.0475832j 0.0240498+0.00834411j -0.00428042-0.0249309j -0.00212511-0.0133798j 0.00167442-0.00672335j 0.00688688-0.00256439j -0.00366764-0.000427927j -0.00203346-0.00713734j -0.00285904-0.0100727j 0.0163897+0.0182946j -9.77955e-05-0.00840368j -0.0185693+0.000560827j -0.0325631+0.0246804j 0.0169119-0.0149088j 0.00516608-0.000415554j 0.00615776-0.00827164j 0.00546748-0.0147849j 0.0167094-0.0044966j 0.0080132+0.00125845j 0.0119246+0.00220076j 0.00647333+0.00199746j -0.0130167+0.00525621j -0.00735734-0.00298442j -0.025883-0.00863132j 0.0152676+0.000227628j -0.00646522-0.00211378j -0.0262271-0.00838415j 0.0104388-0.0160699j -0.00214712-0.00744897j 0.00405593-0.0145891j 0.00284064+0.0115411j -0.0135849+0.0204121j 0.00462241+0.00253391j -0.0108778-0.0101899j 0.00158853-0.00325446j -0.00794401-0.012165j 0.00047557+0.00424733j -0.00010554-0.0249778j 0.00138292+0.00958689j 0.00812655-0.0281945j 0.0238537-0.00820372j -0.0130139-0.0181636j 
0.0286529+0.144526j -0.0780583-0.038394j 0.0353751+0.119475j -0.0176156+0.0597456j -0.0827095+0.0190588j 0.0416384-0.0488382j 0.0527228-0.0751633j -0.0288409-0.049294j -0.139995-0.0377821j 0.145779-0.0741311j 0.051406+0.0541837j -0.0441656-0.089241j 0.111727-0.071561j -0.10669-0.0334635j 0.0625331+0.0202011j -0.0120505+0.00832679j 0.0183466+0.0381052j 0.0164796+0.00701431j 0.12488-0.0849938j -0.0210609+0.135075j 0.0346838+0.010409j -0.138454-0.0261642j -0.019553-0.0474328j 0.00579806+0.0371112j 0.00510106-0.0369147j -0.148638-0.0283595j 0.00435875+0.0789036j 0.0658778+0.0194108j 0.112086+0.0429126j 0.0557491+0.114758j 0.0959377+0.0299469j 0.0513797-0.0869451j 0.106209+0.0014271j 0.017496+0.0163839j 0.0160363-0.00676709j -0.0118105+0.0573408j -0.0224965-0.00506214j 0.0757236-0.0333097j -0.00758257+0.0109806j -0.019513-0.0266752j 0.0143599-0.0276773j -0.00617045-0.025597j -0.0114567-0.0216614j -0.0131296+0.0513332j -0.0259906-0.0356706j -0.0119125-0.0713315j 0.0240117+0.0649252j -0.00833429-0.0373131j -0.0230516-0.0784995j 0.007967+0.00977825j -0.0169302-0.0107391j -0.000584027-0.0241887j 0.00694679+0.00445213j 0.00614065+0.0330401j 0.0120494+0.0360463j 0.0177889+0.00797924j 0.000738173-0.0138661j 0.0124523-0.00359323j 0.00314807-0.0098147j 0.00106892+0.000835102j -0.00637982-0.00995438j -0.0042144+0.0234332j 0.0128081-0.00528071j 0.00167449+0.00128912j -0.00651307-0.00698915j -0.0212053-0.0104319j 0.00771042+0.0194998j -0.00901393+0.0177693j -0.0132982+0.00122069j -0.00137083+0.00116756j 0.0100181+0.0015962j 0.0057607-0.00305699j -0.00886109+0.00546956j 0.00204643-0.0109791j -0.00672369+0.000899562j 0.0152346+0.0199063j -0.0111594-0.0114352j 0.00749715+0.00215864j -0.0080919-0.00526799j -0.00198421-0.000301433j -0.0152884-0.00380783j 0.00204976+0.0171305j -0.0178561-0.0144619j -0.00448826-0.00317069j 0.0057164-0.0145312j -0.00336093-0.0098145j 0.00243688+0.00268214j -0.00274094-0.00411569j -0.00935769-0.00735936j 0.0146798+0.00203669j -0.00798816+0.0181336j -0.00814363-0.012838j 0.00339059-0.00500905j -0.00704666+0.012421j 0.0026413+0.0151666j 
-0.00624939-0.0267705j 0.0181251+0.0102022j -0.103158+0.0603581j 0.0848193-0.0158361j 0.0831564+0.00863763j 0.0618992+0.00884184j -0.0608769-0.0443458j 0.0933204+0.112055j 0.0325129-0.0760023j 0.115259-0.0341449j -0.0532154-0.0639774j 0.0304704+0.00402427j 0.0279237-0.0536675j -0.0369115-0.0305787j 0.0397361+0.0208923j -0.0280767-0.0136129j 0.0259383-0.0834459j 0.0322489+0.0332944j 0.0293881-0.00366155j 0.00544384+0.00946309j -0.0310564+0.0424428j 0.0690304-0.020928j -0.033298+0.0419015j 0.0261566+0.0439059j 0.0169088+0.0117023j -0.0607975+0.00442828j -0.0538201+0.000118939j 0.104874+0.0361068j -0.0337932-0.00785894j 0.00255052-0.0316026j 0.0449365-0.0167666j 0.063555+0.129607j -0.0268752-0.0116286j 0.0155819+0.0314765j 0.0643427-0.00426178j 0.0413574-0.0284959j 0.0237779-0.0183864j -0.0342202-0.00386129j -0.0183921+0.0103948j -0.0336369-0.016369j 0.0158583-0.0210862j 0.0153513-0.00595516j -0.00229947+0.00398997j -0.00679778+0.00197621j 0.0245514-0.0259738j 0.0382579-0.0431806j -0.0485827+0.0456251j 0.013841-0.0307596j 0.0244761-0.0569442j -0.0268463+0.00797949j 0.00856728-0.0264945j 0.0143771-0.0197529j -0.00158792-0.0268794j -0.010966-0.0630763j 6.83969e-05-0.0318787j 0.00562158+0.0216823j -0.00755095+0.0130228j -0.00411995+0.0264753j -0.00380478+0.00754212j -0.00518299+0.00774621j 0.0142072+0.00101478j -0.00710096+0.0109655j 0.00355905+0.00632662j -0.0058138-0.00943146j 0.0154284+0.00321972j 0.0262026+0.00389308j -0.0114259-0.000163435j -0.00245927-0.00691267j 0.00421209-0.00653943j -0.000532615-0.0104758j 0.00260028-0.00427547j -0.00950972+0.0034603j 0.00805937-0.00325824j 0.00406753-0.00926791j 0.00800985+8.85532e-05j -0.00672444-0.00203763j 0.00570732-0.000134363j 0.00548895-0.00718527j -0.00461404-0.00378669j -0.00336666-0.00553775j -0.00818436-0.00297879j -0.00759964+0.00180363j -0.00617568-0.00301071j 0.00658707-0.00631941j 0.0187916+0.0156758j 0.00556737-0.000787131j 0.00066412-0.00857887j 0.00768982-0.00596705j 0.00479756+0.00290877j -0.0116853-0.00579973j -0.00189875-0.00789433j 0.0136673-0.00189436j -0.0110779+0.00826802j 0.0162121-0.00309787j 0.00989775-0.017373j 
0.00337652-0.0552512j 0.00340663+0.05861j -0.0259275-0.10119j -0.0224604-0.131453j -0.0421554-0.0604127j 0.0499798+0.0472023j 0.0141477+0.00492776j 0.0860832+0.0540382j -0.027221-0.118323j -0.0159134-0.0326915j -0.0420314-0.0158164j 0.0802817+0.0703406j -0.0206091-0.0951708j 0.140954-0.0176015j -0.0400153+0.0294995j -0.0365548-0.0119779j 0.0209153+0.0104467j 0.0139435+0.0883326j 0.0113383+0.0434674j -0.0316788-0.0112008j -0.023466+0.0108809j -0.121031+0.088945j -0.0166983+0.0408466j -0.0219889+0.0130755j -0.112758-0.11612j 0.0961099-0.0456879j -0.0721606+0.0496391j 0.0118656+0.00493403j -0.0279539+0.0484455j -0.0760998+0.0131267j 0.0157222+0.0281883j -0.0332666-0.0673835j 0.0762494+0.0129146j -0.0181401+0.0270829j -0.000237547-0.0478474j -0.0642533-0.052523j -0.0425854+0.0159323j -0.157169-0.00245661j 0.0460822+0.048466j -0.0460971+0.0378625j 0.0575809+0.0269223j 0.00386164-0.0139354j 0.0155925+0.00284982j 0.0646621-0.000759217j -0.000146166+0.0092291j -0.0243849+0.0472333j -0.0402637-0.0098845j 0.0339729-0.0555452j 0.0362518-0.0290874j -0.00179614+0.037292j -0.000217966-0.0686329j -0.0163463-0.0399898j -0.0171338-0.0169999j 0.00117328-0.0303852j 0.0210617-0.0120678j 0.00777522+0.0149751j -0.0218991-0.00698582j -0.00272407+0.0224091j 0.0489392-0.0185226j -0.0476479+0.0269793j -0.0201935-0.00190309j 0.0290554-0.0368406j -0.0182224+0.00789757j 0.0225918-0.00654562j -0.00506017+0.000273928j -0.00369582+0.00222394j -0.0211979-0.0114495j 0.0155871+0.0112923j -0.00188951-0.00331939j -0.00366346+0.0195735j -0.00753686+0.0181935j 0.00444214-0.0181604j -0.0201931+0.0148861j -0.0174091+0.0305951j 0.00658357+0.0227674j -0.00132445+0.0180641j 0.000929751-0.000502275j 0.00127102+0.0154599j 0.0112442-0.0180142j -0.00516643+0.00858978j 0.00997141-0.00177289j 0.00402338+0.00411796j 0.0112515-0.000482254j 0.00252066+0.0299264j -0.00262381+0.00651652j 0.0391255+0.00033577j 0.024521-0.024717j 0.00252047+0.00551156j 0.0246763+0.0168131j -0.0103729-0.00458355j 0.0132187-0.0157519j -0.00221089-0.00540234j -0.00227162-0.0150893j 0.0428315+0.00509705j 0.0200408-0.0417238j 
