-0.00571304-0.00119008j -0.0123739+0.00579336j -0.0102457+0.00650356j -0.00231753-0.00210341j -0.00209219-0.00713213j 0.00434653-0.00421952j -0.00625049+0.00628322j -0.00259668+0.0108025j -0.00645687-0.00500245j -0.00574578+0.0103213j 0.00107548+0.0166683j 0.0173438-0.00286784j -0.00359258-0.00476062j 0.0046056+0.00500635j 0.0165443-0.00465998j -0.00380815+0.00181077j -0.00860238+0.00443795j 0.014464-8.68049e-05j -0.015286-0.00839046j -0.0388653+0.0086986j 0.00534493+0.020797j 0.026418-0.0106309j 0.0242065-0.00334106j -0.00595431+0.00140241j -0.00294655+0.0401474j -0.00684609+0.000546506j -0.00912127+0.0113801j 0.00505521-0.00880895j -0.0123619-0.001197j -0.00790137+0.00677358j 0.0137081+0.00188729j -0.000571492-0.00206736j 0.00884722+0.00985804j 0.00668601-0.00728012j -0.0119852-0.0104662j -0.000612397-0.00864963j 0.0136475+0.00668482j 0.000836681+0.0023923j -0.0132397+0.00323829j 0.00260882-0.00696425j 0.00218438-0.00797679j -0.000122239-0.000254828j 0.00220521-0.00812377j -0.00585528-0.0105995j -0.00182742-0.00345829j 0.00264516+0.00399273j 0.00197129-0.00112867j 0.0130306-0.0232472j 0.006628+0.00387196j 0.004977-0.0154516j 0.00670437-0.00865232j -0.00433922+0.0113997j -0.00269702-0.00150961j -0.0129648-0.000101818j -0.00143252+0.00744313j 0.000968103-0.00440784j -0.00866156-0.00732977j -0.0186075+0.0117755j -0.00718581+0.0228313j -0.00512617+0.0103451j -0.0212964+0.013067j -0.0285592-0.0188969j 0.0760504+0.0207495j 0.0260013-0.0154909j 0.0317765-0.022159j 0.0146594-0.00830772j -0.0314246+0.0126293j 0.0100995+0.000862046j 0.0145038-0.00507939j -0.0353882+0.0269732j 0.00365531-0.00679693j -0.0051624-0.00510786j -0.00103665+0.000763943j -0.00163686-0.00426576j 0.0059815-0.00186537j 0.0112883+0.00853145j 0.000966519-0.00423434j 0.0177841+0.00617874j 0.0176382+0.00166857j -0.00485548+0.000587255j -0.00202558+0.0106848j -0.00927186+0.0101279j -0.00103418-0.00768881j -0.00399556+0.0070389j -0.00689347-0.00136963j 0.00890644-0.0183443j 0.000103283-0.00630001j -0.0209052+0.00675498j -0.00125851+0.053509j 0.00800802-0.0104054j -0.00851453+0.0407678j -0.05699+0.0045903j 
-0.00869478+0.00368609j 0.0113226-0.000522788j -0.0086101-0.02545j 0.00179644-0.000190923j -0.00762674+0.0121671j 0.0219923+0.0281778j 0.0399923-0.00115008j 0.0179002+0.00426804j -0.0243088-0.00690735j -0.0410874-0.0318725j -0.0220275+0.00495247j -0.0285326+0.00268371j -0.0305337+0.00501013j 0.00330077-0.00181313j 0.0122625+0.00287857j -0.00430491+0.00190696j 0.0164981-0.00989062j -0.0121876-0.00440664j -0.00491919-0.00282256j -0.0126129-0.000505658j -0.00164376+0.0136327j -0.00855108-0.0102247j 0.0310735+0.00664349j 0.00267399-0.00650256j -0.0106158-0.00693058j 0.0322294+0.0224594j -0.0198882-0.0294632j -0.039517-0.0130953j -0.00735056+0.00761455j -0.0166063-0.0128265j 0.0139845+0.0115586j -0.00442997-0.0199025j -0.006127-0.0141897j -0.0225304-0.00745791j 0.0225054+0.00126254j 0.016083-0.000114416j -0.0440522+0.012016j 0.0160998+0.0100796j -0.0128353+0.0258853j 0.0109702-0.000114355j 0.0176346+0.000395527j -0.0176555-0.0162529j 0.00131136-0.00146649j 0.00764126-0.001124j 0.0115259+0.00216026j -0.0376707-0.0262937j 0.0182247+0.00263166j -0.0292591-0.0248276j -0.000796608+0.00557424j -0.0214269-0.0134812j -0.0197262+0.00192296j -0.00370301+0.000436028j -0.0115965-0.00981294j -0.0293021-0.00676538j 0.0100311-0.00613721j 0.00886816-0.0155996j -0.00775775-0.00611418j 0.0180823+0.00728551j 0.0124932-0.00730917j -0.0205594+0.0179706j 0.0132179-0.00577882j -0.00931315+0.00609865j -0.00681234-0.00193162j 0.0188813-0.0165341j -0.0244014-0.00522655j 0.00638042+0.0193024j 0.000683821-0.0373588j -0.00466763-0.0353845j 0.00424459+0.0158515j -0.0143648-0.00891215j -0.0070583+0.00388624j -0.0113855+0.0118608j -0.00391055-0.010246j -0.00389102-0.0184753j -0.000471337+0.0169402j 0.0181252+0.00145185j -0.00304297+0.0100875j 0.0328786-0.00249035j 0.0270002+0.00111584j -0.013531+0.00285663j 0.0103752+0.0106286j -0.018945+0.000866114j 0.00752223+0.000123725j 0.00712335+0.00258642j -0.00147185+0.00559485j -0.0040821-0.00230905j -0.00752974-0.00840549j 0.0134661-0.0140994j -0.0061837+0.00161004j 0.0215382-0.0011527j 0.0112431+0.00145862j -0.0133348+0.000584251j 
0.0126116-0.000845744j 0.00833007-0.0042496j 0.00374164+0.0079332j 0.00597685+0.0108181j 0.0426568+0.0170068j 0.0789673+0.0295224j 0.0391776-0.0226625j -0.0133636-0.00699574j 0.0128478+0.0126185j 0.00471889+0.0132376j 0.0323022+0.00999038j -0.0159985-0.014741j 0.00049784+0.00158536j 0.00931322+0.00498934j -0.0216632+0.0159569j 0.00344323-0.0115318j -0.00575705-0.0116767j 0.0147903-0.000230076j 0.00264421-0.00212516j 0.0232711+0.00110559j -0.0184044+0.0042889j -0.00918583+0.0015153j -0.00282135-0.00102439j -0.00531684+0.00206869j -0.0100308-0.0084819j -0.042089-0.0106319j 0.00455913+0.0186024j -0.00122788+0.0108398j -0.0267195-0.00923578j 0.0227759+0.0166463j -0.0191081-0.022005j 0.00886448+0.00186321j -0.0237348-0.0218458j -0.0451347-0.0189823j 0.0261331+0.0107776j -0.0332859-0.0188328j 0.0376365+0.00499345j 0.0185898+0.00762927j 0.0150867+0.0294914j -0.0122082-0.00820766j -0.0183097-0.0198558j -0.0203016+0.0112308j -0.00837663-0.0117189j -0.019356-0.0155098j 0.00490255+0.0102604j 0.00174052+0.0259903j -0.0120938-0.00943997j -0.0258968-0.0193453j 0.0419202+0.0109175j -0.0416137-0.0101547j 0.0174701+0.0134414j 0.0285888-7.42211e-05j 0.00417596+0.0142596j -0.011503-0.0181611j -0.01107+0.0104541j -0.0118544+0.00309471j -0.0313068+0.0047082j -0.018105+0.00578445j -0.00998704-0.00448806j -0.0104803-0.0171153j 0.0265666-0.00498558j -0.0152835-0.0157048j 0.00213609-0.0083799j 0.00185139+0.00310643j -0.00253069-0.00382637j 0.00337177+0.0043496j -0.00445283+0.00476465j 0.00123575-0.00698701j -0.00383828-0.00292j -0.0104813+0.00412036j -0.00380414-0.00762006j -0.00757027-0.0249547j 0.00236889-0.00933389j 0.000777199+0.00611612j 0.000251995-0.0200636j 0.00959048+0.0274435j -0.0175677-0.0146572j 0.0126843+0.00487152j 0.01263+0.0162988j -0.01218-0.00629695j 0.00770323-0.00213972j 0.002595-0.00916421j 0.00397901+0.0140679j 0.00581805+0.0070182j 0.012932-0.00394375j -0.00618413+0.00267033j -0.0186461+0.00531874j -0.00210905-0.0192508j 0.0015057-0.00570013j 0.00723076+0.00531288j 0.00800511+0.00060471j 0.00244794+0.00199916j 
0.00314641+0.0263352j -0.0431601+0.00157948j -0.0384158-0.00566478j -0.058035+0.00101213j 0.0101174+0.00359397j 0.0100944-0.00916306j -0.0433435+0.0230209j -0.0122977-0.0554774j -0.0193653+0.0247865j -0.00368211-0.0283639j 0.0117873+0.0112632j -0.00384473+0.0242311j 0.0140128-0.00510112j 0.0341509-0.0222258j 0.00886794-0.0220319j -0.00282358+0.0128467j -0.00266528-0.00350085j -0.0092057+0.00432375j 0.00287402-0.000542969j -0.00359042+0.0215796j 0.00320531-0.00230045j 0.0127964-0.0013344j 7.83598e-06+0.00774226j 0.000135554-0.0161704j 0.0146977-0.0195922j -0.022698-0.00176721j 0.00618153+0.00898969j 0.0143823-0.0173034j -0.0113517+0.0117788j 0.0104517+0.0081225j 0.0108539+0.00328213j 0.0184047+0.0412392j -0.00310833+0.0340901j -0.0248494-0.000573566j 0.0220107-0.0170957j -0.0030528-0.00487698j 0.00982883+0.0235049j 0.00565827-0.0040411j 0.0119752+0.012847j 0.00275094+0.00745993j 0.00242008-0.00215648j -0.00554623-0.00586842j 0.00623054+0.00719583j 0.00849349+0.00814381j 0.000569235-0.00466351j -0.00389291-0.0212849j -0.00492544+0.0108927j -0.00845797+0.00110257j -0.00317505+0.0170406j -0.000757542-0.0299003j 0.00959947-0.0137662j -0.00198889+0.0019365j 0.00622318-0.0135037j 0.00418437+0.0126832j -0.00907417-0.0145816j -0.00595487-0.0196505j 0.0042941+0.00325009j -0.00193582-0.00790909j -0.0179146+0.0278707j -0.0172804+0.0152186j 0.00894084-0.00931867j 0.0128422-0.0211195j -0.027551+0.0254517j -0.00406827+0.0282311j -0.0189232-0.00314568j -0.00866967+0.00384268j 0.0110572-0.00761564j 0.00902652+0.0215069j 0.00555867-0.00235282j -0.0252895+0.0152136j -0.0110573+0.00583101j -0.0184373+0.01097j 0.00151159+0.0144961j 0.00339784+0.0123043j -0.00853603+0.0038299j 0.0295503-0.0421033j -0.014966-0.00112127j 0.0291993-0.0546674j 0.0342504-0.0535035j -0.0187215+0.0151735j 0.0143455-0.0337542j -0.0188913+0.0297477j 0.0146579-0.0322184j 0.010795-0.0318301j 0.00767808+0.0272836j 0.0024897-0.0135133j 0.00590337+0.00300109j 0.0105992+0.0116352j -0.00786316+0.00100542j 0.0420539-0.0183862j 0.00403236-0.0136442j -0.0145628+0.00799036j 
0.0211365+0.0161013j -0.0163028+0.0155352j 0.0110173+0.0192458j -0.0468727+0.0121774j 0.00904093-0.00230877j 0.0083038+0.00326238j 0.0451868+0.0130783j -0.0295722-0.0266437j -0.0401964+0.00705874j 0.0164818-0.0164199j -0.0155662-0.0305696j -0.00685528-0.00950612j -0.00570563-0.0286666j -0.0228141-0.0234973j -0.00592349-0.00930053j -0.00329811+0.00186362j 0.0123315+0.011963j 0.000379643-0.000149761j -0.00890689-0.00169969j 0.00690727-0.00276561j -0.0124248-0.00904298j -0.0121272+0.0133458j -0.00876112-0.0283854j 0.0149346-0.00476515j -0.00112076-0.00646439j 0.0496395+0.00882092j -0.0242487-0.00519227j -0.0471422-0.0129142j 0.00887998+0.0260708j 0.00730367+0.00975192j -0.0119565+0.00274176j 0.0328275+0.00642197j 0.0177874+0.031806j 0.0134784+0.0101789j -0.0208463-0.0263225j -0.00050818-0.0110319j 0.0312545+0.0247569j 0.00171276-0.00178466j -0.0546495-0.0191853j 0.0101142-0.00708674j 0.00139901-0.00283598j -0.0282135+0.0086129j -0.000397786-0.00266182j -0.00366542-0.011039j -0.00673108-0.00441918j -0.0427058-0.000993795j 0.0206297+0.00441946j 0.00546518-0.000639194j -0.00218454+0.00518945j -0.00184581-0.00362613j -0.0157908-0.0115325j 0.00916508+0.0167707j -0.0139935+0.00938845j 0.00167909+0.00253656j -0.00756216-0.00750556j 0.00740609+0.00680691j -0.0122673-0.00914201j 0.00134424+0.00115847j 0.0132056+0.0105656j 0.00819267+0.015667j -0.00923656+0.0114003j -0.0213515+0.00404594j 0.0182815+0.0239603j 0.00749812-0.0180042j 0.020351+0.0323542j 0.0128592-0.00758633j 0.0110405+0.0121978j -0.0202142+0.00303249j -0.00957839-0.00867497j 0.0158548+0.00438806j 0.00911532+0.00667282j 0.00990248+0.0123272j -0.00767502-0.000453941j 0.00205008+0.00468781j -0.00317191-0.00837412j -0.0265744-0.0196134j 0.005693-0.00681946j -0.0357324-0.0183288j -0.0313379-0.0288445j 0.00916625+0.00698827j -0.0181783-0.0139537j 0.00621772+0.0185711j -0.00580107-0.016261j -0.0110295-0.0173241j 0.00992832+0.0241514j 0.00809832-0.012185j -0.00336203+0.000512274j -0.00760427+0.0122527j 0.0110387+0.0110781j -0.0243376-0.000369059j -0.012129-0.00296814j 0.000712306+0.00398537j 
-0.00180738-0.00569211j 0.00294861-0.00266814j -0.00485565+0.000596912j -0.0226127-0.00571424j 0.00331061-0.00811765j 0.00566264-0.00457704j -0.000113815+0.0106921j -0.00835576+0.000155963j -0.0134944-0.00289323j -0.00231599-0.00398355j -0.0022345-0.00320378j 0.00524104-0.0102242j -0.00101903+0.0089954j -0.00555284+0.0164194j -0.00383483+0.00977221j 0.000762568-0.00731567j -0.00166031+0.00137046j -0.00422119-0.00313914j 0.0010185-0.00461951j -0.00751036+0.00747451j 0.00158632+0.00791868j -2.81976e-06+0.0105677j 0.000648069-0.00322044j -0.00131412+0.0060637j 0.00610989-0.00345936j 0.00494758-0.000327859j -0.00836172+0.0072921j -0.00157923+0.00912534j 0.00356168+0.0031873j -0.00502196+0.00580481j 0.0111798+0.00193561j 0.0131403+0.00527689j -0.00405534+0.000259092j -0.00903392+0.0166782j -0.00748396+0.00781974j 0.00184444+0.00863862j 0.00645046-0.00783276j 0.00386501+0.00982022j -0.00689068+0.00144777j 0.00719318-0.0115934j 0.0205565-0.0409856j 0.00911828-0.0273814j 0.0127097-0.0245445j 0.0163658-0.0398522j -0.00222074-0.00157388j -0.0109773-0.0253473j 0.00800541+0.00275747j -0.00520555+0.0169754j -0.00970388+0.00195154j -0.0092304+0.0223993j -0.0042328+0.00930715j 0.00497876-0.00438916j 0.00716864-0.0234754j -0.00371733+0.00763739j -0.0066815+0.00142728j -0.00327895+0.00652238j 0.00778187+0.011852j -0.00742928+0.00603753j 0.00125737+0.00258058j 0.00436307-0.0142889j 0.00355948+0.0071875j 0.000392444-0.00379252j -0.00350953+0.00112241j 0.00210087+0.00213814j -0.00115777+0.00368512j -0.00707245-0.00159657j -0.00743986+0.00564451j -0.00971658+0.0053668j -0.0165843+0.00788038j 0.000657847-0.00444069j 0.0193831-0.00492113j 0.023727-0.0149468j 0.00298378-0.00403102j 0.00342287+0.00191084j -0.0261898+0.0108769j 0.00434051-0.00586334j -0.0120614+0.00233353j 0.0272393-0.00435438j -0.00397536+0.00288786j 0.011462-0.00436499j -0.0151618+0.00521745j 0.00957874-0.00375048j 0.0158091+0.00198659j -0.00763658+0.00492573j -0.00556026+0.000505419j 0.000725468-0.000493991j 0.00162094+0.000408331j 0.00151711+0.000357875j 0.0011365-0.00213853j 0.00223838-0.000723878j 0.00227939+0.000724192j -0.000896026-0.00118437j 
0.00973286-0.00134593j -0.00130016+0.00237599j 0.00190722+0.0113819j -0.015538-0.0122348j 0.0163445-0.00527131j 0.0147819-0.00139496j -0.00291586-0.00874641j -0.0267674-0.0072103j -0.0151367-0.00584839j 0.00838015+0.00673163j 0.00219362-0.00374749j 0.00940625-0.00736024j -0.00605276-0.00595779j -0.0242881+0.000294763j -0.0120636+0.00222226j 0.00920315+0.00260967j 0.00173503+0.00471544j -0.00948312-0.00642758j 0.00523056+0.00174477j -0.010298-0.00619558j -0.00357367-0.00141058j -0.00155661+0.00251677j 0.00218809-0.00110627j -0.00149106-0.00185979j 0.00832183+0.00210779j -0.00626193-0.00679118j -0.0160597+0.00337577j -0.0212635-0.00684431j 0.00189121-0.000996129j -0.000476552+0.0107669j 0.00154127-0.00277232j 0.00364104-0.00353196j 0.00103991+0.0100578j -0.00768846+0.00142994j -0.00971698+0.0017633j -0.00933325-0.00836326j 0.0184249+0.00554006j -0.00899267+0.000501161j -0.00331317-0.00945717j 0.0184156+0.0065205j 0.0373578+0.012741j 0.012166+0.000995609j 0.0296465+0.00943435j 0.0454405+0.0194652j -0.0018971+0.00182734j 0.00205339+0.0154635j 0.00724096-0.00509339j -0.0128332-0.00073257j 0.00404064-0.00283646j -0.0317226-0.0104381j -0.0113294-0.00542029j 0.000850242-0.00632779j 0.00451498+0.00188422j -0.00275374-0.00373163j -0.00443058+0.00596469j -0.0113355+0.000568301j -0.0127263-0.0116232j -0.000819986+0.0125532j 0.00413819-0.00274883j 0.00928578-0.00549481j -0.0135473-0.0113876j 0.00251104+0.01139j 0.00574967-0.00255577j -0.00771783-0.00439679j 0.00261074-0.00451962j 0.0128867+0.00523285j 0.0105974+0.0198927j 0.00273591+0.0122822j 0.00568439+0.0134509j 0.0054803-0.00990881j -0.00334776-0.0210731j -0.00292271-0.0247682j -0.00541681-0.00261059j -4.97602e-05-0.00113451j 0.00655554+0.0146946j -0.0156605+0.00717355j 0.00863914+0.00850514j -0.0170421-0.0146647j -0.0108208+0.0148248j -0.000767304-0.0143697j -0.00924648+0.0165951j 0.00520303-0.014728j -0.0118823-0.00757807j -0.0020766+0.0122101j -0.00206232-0.00257991j 0.00607735+0.00392607j -0.00369779-0.00162175j -0.00564581-0.00020685j 0.00235519-0.00412926j -0.0088222+0.00489921j -0.00281651+0.00314462j 0.00398184-0.000544895j 
0.0652475+0.00389829j 0.000999016+0.0534389j 0.00875219-0.0406061j 0.0429983+0.00203544j 0.014668+0.0183295j 0.0142902-0.00915651j -0.0120734-0.0274261j 0.0126966-0.0159149j 0.0445712+0.0360486j 0.0170366-0.00635162j 0.0272499-0.0116995j 0.00282768-0.0191672j -0.0143063-0.0482305j -0.0101111-0.0132154j -0.00139005-0.0112101j -0.00132107+0.00736576j -0.0117161+0.025191j 0.0131779+0.0219587j -0.00479428+0.00407033j 0.0117036+0.0156175j 0.00685081-0.0322313j -0.0131507-0.0282381j 0.0105705-0.046756j -0.00843361-0.0106912j -0.0162413-0.00940005j -0.0231096-0.0102857j 0.0255462-0.0178236j -0.00824354+0.0299107j -0.00309305+0.0141685j -0.00743581+0.0368465j -0.0550582+0.100931j -0.0117227+0.00515701j 0.00928376+0.0147654j 0.00214693-0.0125565j -0.00243448-0.0221314j -0.00899966-0.0104587j -0.0110096+0.0331791j -0.00902226+0.0160317j 0.0143559-0.0174981j -0.0161189+0.0107388j -0.0182521+0.00500192j 0.0182466-0.0171412j -0.0107993+0.000841021j -0.00550128-0.0030807j 0.00315222-0.00101803j 0.0425646-0.0286275j -0.0225437+0.0153471j -0.0071073-0.00914294j 0.0122051+0.00636532j -0.00909716-0.0104229j 0.00442581-0.00818129j 0.0140922-0.0168595j 0.0179317-0.00443405j -0.000161818-0.00350914j 0.00902061-0.0106334j 0.00412866-0.0255881j -0.0087521+0.000662835j 0.0048907-0.0152321j 0.0120803+0.000354562j 0.013549+0.0115412j 0.00186463+0.00587124j 7.9458e-05-0.0261791j 0.00476479+0.0197j 0.015873-0.00374776j 0.000918448-0.00869942j 0.0052341+0.0070691j -0.00796604+0.00774608j -0.000942549-0.0156753j 0.000177856+0.000946121j -0.0118125+0.0147603j -0.00111966-0.00320329j -0.00467785+0.00220204j 0.00216804-0.00572057j 0.00255881-0.00446227j -0.00222446+0.00323004j 0.00500539-0.00864463j -0.0185221+0.0061681j -0.000894712-0.0112972j 0.00249178-0.0104904j -0.0021749-0.00113503j -0.00107188-0.00166347j 0.0155845-0.00178091j -0.00591356-0.00140303j -0.00179984-0.00564423j 0.00734906+0.00862455j -0.00826905+0.00929925j -0.000980727-0.0009752j -0.00969679+0.00525779j -0.000607132+0.00631115j 0.000214172+0.00546081j -0.00436005+0.00504666j 0.00963173+0.00252033j 
0.0293524-0.0599116j 0.0648459+0.0246333j -0.0128803-0.00343582j -0.039525-0.0281137j 0.00676571+0.00322556j 0.0293404+0.00672243j 0.00638091+0.00466033j -0.0144631+0.0196031j -0.0367306+0.0163473j -0.0207756+0.0561248j -0.00984077+0.000723983j 0.00128235-0.0427497j 0.00827533-0.00898272j 0.0140728+0.00612746j 0.00751745+0.0277046j -0.00494348-0.0055063j -0.0078356+0.030929j -0.00306563-0.0383488j 0.000920425-0.00119063j -0.0119191-0.00203101j 0.0032341+0.0137954j 0.00224142+0.00228127j -0.0189076-0.0123573j -0.0159153+0.0327074j 0.00607298+0.0185307j 0.0148002-0.0510483j -0.0162059-0.0127384j -0.00205272+0.021803j -0.00628956+0.0270717j 0.015716+0.00711732j 0.0365398+0.0847032j 0.0297875-0.0137962j 0.0186396-0.053212j -0.0123927-0.00881171j 0.00864453-0.00632581j 0.00384789+0.0063651j 0.0127651-0.0087285j 0.00820886+0.0114354j -0.0184221-0.00998848j 0.0066619+0.0209002j 0.00637031+0.0106201j -0.0142621-0.0157727j 0.00338818+0.0129891j 0.0041292+0.016632j -0.000552259-0.00052308j -0.0224212-0.0565858j 0.00866672+0.0282375j -0.00998218-0.00457624j -0.0151665+0.000523297j 0.00579731-0.00979956j -0.00477992+0.00828611j -0.00952801-0.0163009j -0.0119358-0.0107337j -0.00646093-0.028991j -0.00989995-0.00729843j -0.00366889-0.00586649j 0.0105314+0.0234082j 0.00453726+0.00773144j -0.00973546+0.00381525j -0.00217433-0.00809529j 0.0100697-0.0332454j 0.0117365-0.0157123j -0.00527516+0.019062j -0.00487918+0.00954451j -0.00540954+0.0107868j -0.00548827+0.00202359j 0.0201309-0.00586815j -0.00880022+0.00585606j 0.00471705-0.0048358j -0.0254287+0.00878462j -0.00598152+0.00981279j -0.00630503+0.00589772j -0.00520656-0.00182948j -0.00491667+0.00521422j -0.00128882-0.0083932j 0.0173354-0.0180812j 0.00102413+0.000493265j 0.030198-0.0187931j 0.0279144-0.0210375j -0.0120794+0.00722567j 0.0191795-0.00929878j -0.0165733+0.00753083j 0.0113382-0.00260746j 0.0138052-0.00421693j -0.000479179+0.00228166j -0.00943865+0.00946511j -0.00782246+6.38146e-05j 0.0124249+0.00755761j -0.00617269+0.00646388j 0.0294909-0.0046202j 0.016685+0.00478465j -0.00357442-0.00192653j 
-0.0412854-0.0184465j 0.0351674-0.0335435j 0.0277333-0.021796j 0.0106707+0.065595j -0.015707+0.0302277j -0.00967285+0.00976951j 0.00184452+0.0199288j 0.0374083-0.00420912j 0.0198659-0.00750227j 0.0161845+0.023874j 0.00184986+0.00800384j -0.00267644+0.00160926j -0.011778+0.0244343j -0.00989482-0.0123345j -0.00732215+0.0141086j 0.00691176-0.00354234j 0.00571282-0.000429923j 0.00532995-0.0163206j 0.00138011-0.00148417j 0.000771647-0.004448j -0.00518605+0.0139791j -0.014881+0.0182744j -0.00153889+0.014319j -0.00773943+0.0253051j -0.0132704+0.0139944j 0.0108476-0.0139915j 0.00919041-0.0148108j -0.00688923-0.00194367j -0.00597977+0.00633867j 0.00649197-0.0207393j -0.0174987-0.0331587j -0.0112707-0.0278315j 0.0078792-0.0465546j -0.00442002+0.0242486j -0.0100947+0.00502628j -0.0159354+0.00820701j 0.00324898-0.0163296j -0.00478689-2.13476e-07j -0.0246438+0.0406422j -0.00547378+0.00134961j 0.00239535-0.00982287j 0.0110971+0.00018258j -0.0045495+0.00338004j -0.00166865+0.00358071j 0.00344579-0.00154544j 0.0398298-0.0192004j -0.0159482+0.010633j 0.00303489+0.00428058j -0.00206565+0.0141546j 0.0122128-0.0118872j 0.0105853+0.00250606j -0.00465543-0.00553995j 0.0212385-0.0134975j -0.00764272-0.000412387j 0.0105993+0.000115424j 0.0044425-0.011821j -0.00605599+0.00148424j -0.00742699-0.00729713j -0.00937684+0.0149138j -0.00625429+0.0144114j -0.0059074-0.0346712j 0.00450113-0.0145007j 0.00248966+0.0243288j 0.00438316-0.00629423j -0.00210818+0.0417597j 0.00511086+0.00671981j 0.00377841-0.0190302j -0.00392845-0.00490548j -0.000491726-0.00682517j -0.00667261+0.0464583j -0.00156139+0.0114529j -0.000510975+0.0199624j -0.000862394-0.0036597j -0.00116424+0.00257652j -0.0022177+0.0113832j 0.00433494-0.0682162j -0.00460323+0.00870698j 0.00499231-0.0749972j 0.00489101-0.0811668j -0.00266121+0.0157686j 0.00819286-0.0440529j -0.000412766+0.0364464j 0.00291479-0.0461659j 0.00319704-0.0429747j 0.00153414+0.0412701j 0.00715513-0.00953689j -0.00242241+0.00261252j 0.0155604+0.0139645j 0.00927749+0.0207841j 0.011837-0.0189298j 0.00415773-0.022098j -0.0105872+0.000812587j 
-0.00427099+0.0039486j -0.0246039+0.0233513j 0.0720672+0.0469226j -0.0116554+0.0260408j -0.0482799-0.0259168j -0.00515812+0.000159796j -0.0499153-0.00485621j 0.085139+0.0231658j -0.0286583+0.00149493j 0.0124503-0.014714j 0.00315987-0.0156624j 0.00592153+0.00115744j 0.0241127-0.00415026j 0.0394146+0.00782962j 0.00573037-0.0044186j -0.00612265+0.00345759j -0.0138147+0.00472415j 0.0177736+0.00431148j 0.010584+0.00919899j -0.0127121-0.00774914j -0.0192005-0.0156487j -0.0195809-0.00397874j -0.0061674-0.0246444j -0.00849595-0.0108798j 0.0135648+0.00620092j 0.0228724+0.00393908j 0.0149319-0.00674201j 0.016736+0.0112164j -0.0350863-0.00133533j 0.0120395+0.00857415j -0.0136445+0.0131217j 0.00192439+0.00388845j 0.00462092+0.00999421j -0.0250054-0.00261985j 0.035419+0.00853414j -0.00209045-0.00157216j -0.0159977+0.00090118j -0.00150774+0.00051619j -0.0423894-0.010724j -0.00750213-0.00493332j 0.0100479+0.00173817j 0.0045998+0.00311623j -0.00460825-0.00198391j 0.00406588-0.00193355j 0.00535932+0.0019685j 0.0390756+0.018943j -0.019163-0.0123633j -0.00444178-0.00533678j -0.0335361-0.00553728j 0.0319428+0.00685777j -0.00207829+0.00633321j -0.00209766+0.0043999j 0.0128198+0.0113342j -0.0088454-0.000203871j 0.0024516-0.00535395j 0.0241194+0.000319477j 0.00113062-0.00518983j 0.0136778+0.00158935j -0.0227827-0.0213855j -0.0187741+0.00240894j 0.022689+0.0265604j 0.0353807+0.000559902j -0.023789-0.00551539j -0.00892502-0.0173719j -0.0257359-0.00887345j -0.0050308-0.00281494j -0.00624982-0.00210673j 0.0107049+0.012462j 0.0115333+0.00741963j -0.0382474-0.0109317j -0.0158315-0.00782216j -0.0256753-0.00895645j 0.000944555+0.00203323j -0.00608172-0.00701379j -0.00167544+0.00714899j 0.061121+0.0355363j -0.00175286+0.0126392j 0.0562186+0.0397585j 0.0591329+0.0414327j -0.00959122-0.00232085j 0.0239997+0.0220681j -0.0190529-0.0163057j 0.0141175+0.0146593j 0.0119223+0.0221275j -0.0136698-0.0315166j -0.0261314-0.00260797j 0.00893803-0.00111971j 0.0155885-0.0134785j -0.0222441-0.00697576j 0.0268647-0.000608238j 0.012704+0.00921225j -0.000833175+0.00291217j 
