-0.00571304-0.00119008j -0.0123739+0.00579336j -0.0102457+0.00650356j -0.00231753-0.00210341j -0.00209219-0.00713213j 0.00434653-0.00421952j -0.00625049+0.00628322j -0.00259668+0.0108025j -0.00645687-0.00500245j -0.00574578+0.0103213j 0.00107548+0.0166683j 0.0173438-0.00286784j -0.00359258-0.00476062j 0.0046056+0.00500635j 0.0165443-0.00465998j -0.00380815+0.00181077j -0.00860238+0.00443795j 0.014464-8.68049e-05j -0.015286-0.00839046j -0.0388653+0.0086986j 0.00534493+0.020797j 0.026418-0.0106309j 0.0242065-0.00334106j -0.00595431+0.00140241j -0.00294655+0.0401474j -0.00684609+0.000546506j -0.00912127+0.0113801j 0.00505521-0.00880895j -0.0123619-0.001197j -0.00790137+0.00677358j 0.0137081+0.00188729j -0.000571492-0.00206736j 0.00884722+0.00985804j 0.00668601-0.00728012j -0.0119852-0.0104662j -0.000612397-0.00864963j 0.0136475+0.00668482j 0.000836681+0.0023923j -0.0132397+0.00323829j 0.00260882-0.00696425j 0.00218438-0.00797679j -0.000122239-0.000254828j 0.00220521-0.00812377j -0.00585528-0.0105995j -0.00182742-0.00345829j 0.00264516+0.00399273j 0.00197129-0.00112867j 0.0130306-0.0232472j 0.006628+0.00387196j 0.004977-0.0154516j 0.00670437-0.00865232j -0.00433922+0.0113997j -0.00269702-0.00150961j -0.0129648-0.000101818j -0.00143252+0.00744313j 0.000968103-0.00440784j -0.00866156-0.00732977j -0.0186075+0.0117755j -0.00718581+0.0228313j -0.00512617+0.0103451j -0.0212964+0.013067j -0.0285592-0.0188969j 0.0760504+0.0207495j 0.0260013-0.0154909j 0.0317765-0.022159j 0.0146594-0.00830772j -0.0314246+0.0126293j 0.0100995+0.000862046j 0.0145038-0.00507939j -0.0353882+0.0269732j 0.00365531-0.00679693j -0.0051624-0.00510786j -0.00103665+0.000763943j -0.00163686-0.00426576j 0.0059815-0.00186537j 0.0112883+0.00853145j 0.000966519-0.00423434j 0.0177841+0.00617874j 0.0176382+0.00166857j -0.00485548+0.000587255j -0.00202558+0.0106848j -0.00927186+0.0101279j -0.00103418-0.00768881j -0.00399556+0.0070389j -0.00689347-0.00136963j 0.00890644-0.0183443j 0.000103283-0.00630001j -0.0209052+0.00675498j -0.00125851+0.053509j 0.00800802-0.0104054j -0.00851453+0.0407678j -0.05699+0.0045903j 
-0.00960519-0.00583971j 0.00318337+0.00503733j -0.0183862-0.0114859j 0.0118049+0.00528807j -0.0445323-0.0415893j 0.00757195+0.0163229j -0.00448722-0.0078518j 0.0123151+0.00702383j -0.00659945-0.0145955j 0.0332607+0.019916j 0.0025528-0.0124652j -0.00978514+0.0105297j 0.0198396+0.00888504j 0.0113237-0.0216622j 0.00915044+0.000679026j -0.00808339+0.000217757j 0.00160357+0.00384855j -0.0307291+0.000967411j -0.00103449-0.0114412j 0.00526933+0.00677679j -0.000713907+0.00930665j -0.00603614+0.00769113j 0.00670588-0.00629148j -0.0230095-0.0063055j -0.0160308-0.0187973j 0.0155875+0.0086787j 0.0135461-0.00880643j 0.00141128+0.0137062j 0.020901+0.00341068j -0.0177503-0.0271772j 0.005767-0.000182351j 0.0143244-0.000511606j 0.0400914-0.0108366j -0.0214118-0.0153388j -0.0155838-3.31547e-05j -0.00704757+0.016262j 0.00759527-0.0276944j 0.00256299-0.00960609j 0.00687693-0.0230945j -0.00559958-0.00909552j 0.00620741+0.00302957j -0.00716024-0.00152247j -0.00397881-0.00604826j -0.0110345-0.000137686j 0.00466009-0.00990654j 0.00938853+0.0124699j -0.00574456-0.00577637j -0.0194341-0.00153857j 0.0153289+0.0122237j -0.0253064-0.0128477j -0.00616276-0.0179955j -0.00156435-8.84523e-05j -0.0254646-0.0224138j 0.00706168+0.00304791j -0.0103712-0.0146028j -0.032993-0.00761234j -0.0104237-0.00350839j -0.0167354+0.00659503j -0.00275742+0.0270276j -0.00441196+0.00518336j 0.00243944+0.00179057j -0.0156116-0.00810586j -0.00111382+0.0125782j 0.00253219-0.00800948j 0.0239132-0.00662985j 0.00152945-0.00777968j -0.00579479+0.00646461j 0.00217901-0.00222044j -0.000283211-0.00635656j -0.00911954+0.00651988j 0.00492359-0.0121791j -0.00428773-0.0235443j -0.00608476-0.00415853j 0.00658058+0.00890174j -0.00963719-0.0190389j -0.00683664+0.0141672j -0.0104915-0.0170434j -0.00342033-0.00668357j -0.00416904+0.00142065j -0.0093694-0.0115604j -0.00951142+0.0087019j -0.00280856-0.00751439j 0.00131747+0.0118798j 0.00637429-0.00959j 0.00897477+0.00498515j -0.00530498+0.0170929j -0.00573955+0.00408166j -0.0180759-0.00327641j 0.0152462-0.00376862j 0.0142472+0.0019266j -0.00970663+0.0128646j 0.00121732+0.00222682j 
0.00607766+0.00957746j -0.00671006+0.00547908j -0.0100639+0.00192731j -0.00568388-0.00811636j 0.00322686+0.0230071j -0.0252549-0.0150111j -0.00179242-0.00343683j 0.00139823+0.0159853j 0.0313954+0.0278401j -2.68854e-05-0.0221557j -0.039034-0.0352945j 0.0106301+0.00576907j 0.03199+0.00489906j -0.00342132-0.00353589j 0.0208655-0.00804512j -0.00406243+0.0150025j -0.012836-0.00020837j -0.0470588-0.00105989j 0.0254811+0.0319913j 0.00586429+0.00509561j 0.0137963+0.0133959j -0.0342285-0.0196807j 0.0110772+0.000929148j -0.0253933-0.0162215j -0.00218112-0.00359966j -0.00495567-0.0272369j -0.00037461-0.00713139j -0.0183149-0.00845833j 0.00462096-0.00637083j 0.0113385-0.00526746j -0.0123795-0.00677709j 0.00246922+0.00808252j 0.00275266-0.0247815j 0.00875213+0.0139969j 0.0204198+0.0202908j 0.000243333+0.0174225j 0.0264518+0.00823263j 0.00756057+0.00127422j 0.00409859-0.0122127j 0.00223031+0.00596984j 0.0112237-0.00504048j -0.0103079-0.0108597j 0.000790262-0.00569227j -0.0105306+0.00770031j 0.00599125-0.00974128j -0.00164505+0.0112509j 0.00451387-0.00502341j -0.0154553-0.00215612j 0.0079133-0.00998114j -0.00784627+0.00361616j 0.0168844+0.00957402j -0.00284625+0.0160076j 0.00303858-0.00735187j -0.0250936-0.00653408j 0.0189627+0.00179592j 0.00926808+0.0348154j -0.0155795-0.0224624j -0.000231116+0.0182848j -0.00278199+0.0173802j -0.013715+0.00329609j 0.0213777+0.00354002j -0.00408461+0.015729j -0.0137441-0.0043898j 0.0030676-0.026635j 0.00994221-0.0121746j 0.00498375-0.00875248j -0.000164778+0.00995289j -0.000307524-0.036962j -0.000788577-0.00354564j -0.0116+0.0213848j 0.00941472-0.012486j 0.00956995-0.0281228j 0.00305683+0.0334346j 0.000763153+0.0555368j 0.00164888-0.0381572j -0.00370513-0.0262434j 0.00790102+0.0265498j 0.00587987+0.00976875j 0.00374497+0.00351228j 0.000748942+0.0108695j -0.00941389+0.0150614j -0.0104742+0.00211725j -0.00393535+0.00373934j 0.00936055-0.0129231j 0.0033754+0.0141507j -0.0145659+0.00307096j -0.00136171+0.00089039j 0.00646021+0.00808471j 0.00964329-0.00406602j -0.00235235-0.00201749j -0.020863+0.00241965j 0.00367245+0.0104776j 
0.0026125-0.00980322j 0.00679697+0.00161884j -0.00880394+0.00960671j 0.0113041-0.00488353j -0.00493915-0.00913223j 0.0148935-0.0348058j 0.0105385+0.00103096j 0.0119579+0.00772387j -0.0229872+0.0233582j 0.0062286+0.00265645j -0.0315916+0.0400404j 0.0245934-0.0361854j -0.0224218+0.0349584j -0.00134387-0.0106089j -0.0302016+0.0522875j -0.00352556-0.00363311j -0.0141534+0.000249787j -0.00237357-0.0160978j -0.00452568-0.0116251j 0.0212925-0.0306964j 0.0093443+0.00442706j 0.0162969-0.0210513j -0.0105066-0.0129969j 0.0112229-0.0241518j 0.00814307-0.00248986j -0.0210778+0.0232567j 0.0120314+0.000196588j -0.00239542-0.00539041j -0.00126373+0.00125803j 0.00599332-0.0129675j 0.00764964-0.00519675j 0.00743045+0.00189683j 0.00194569+0.00804823j -0.00111856-0.00567967j -0.00502972-0.00582374j -0.00883632+0.0261112j -0.0229982+0.0155096j -0.00366385+0.0010498j 0.00227365+0.00203096j 0.00294056-0.00727822j 0.00722159+0.00303143j 0.00191938-0.00225636j 0.00241988+0.000904186j 0.00519734+0.00578482j -0.00463439-0.0207801j -0.0119745+0.00533061j -0.00196324-0.00786624j 0.0188467-0.0101636j 0.00801181-0.00733449j 0.00507985+0.000897644j 0.0275948-0.0104613j -0.00713381+0.0178224j 0.0176097-0.0194296j 0.00125522+0.00195628j -0.0134067-0.00747059j 0.00179043+0.000680202j 0.00143954-0.0157209j 0.0120422-0.00489223j 0.000945158-0.00634407j 0.00769229-0.000468406j -0.0123652+0.0160459j -0.0106207+0.00354402j -0.000918771+0.00626291j 0.00175773-0.0087175j -0.000217096+0.00621321j 0.0136511+0.000116452j -0.0121005+0.00450898j -0.00921646-0.00183006j 0.00502277+0.000884585j -0.00311577-0.000701349j 0.000912399-0.00949623j -0.015584-0.00411522j -0.0107972+0.0308116j 0.000397766+0.0312412j -0.00705992-0.0107292j 0.018941-0.0258364j -0.00344133+0.0120288j -0.0112972+0.0109005j 0.00930972-0.000783376j 0.00591019+9.75952e-05j 0.0051262+0.0085257j 0.00650995-0.00585758j 0.00831717-0.00289348j -0.0121355-0.000126278j 0.0153955+0.0041314j 0.0240918-0.00860835j 0.0119292-0.0084085j 0.00427548-0.0054884j -0.00641054+0.00736087j 0.00405243+0.00166247j -0.00486661+0.00536488j -0.0049066+0.00383351j 
-0.0068452+0.0146984j -0.0111045-0.00546397j -0.0139236-0.0169342j -0.0136155+0.0109661j -0.00615502-0.0231806j -0.00174315-0.0354499j 0.00893319+0.0152954j 0.0222771-0.0394591j 0.0232875-0.0335631j 0.00219845-0.0128313j -0.0314329+0.0107063j -0.00870517-0.0256189j 0.0239685+0.00040429j -0.0114895+0.00422002j -0.00238495-0.0318792j -0.00210294-0.0286164j -0.0101113-0.0463615j -0.00926763-0.0231072j 0.0270443-0.00453946j 0.00338204+0.0287286j 0.0119686+0.0143562j 0.000725674-0.0466737j 0.00758083-0.0155815j 0.000583193-0.0186274j -0.00588377+0.0132505j 0.0106059+0.000206419j -0.0113978+0.0348717j 0.0048321-0.00723398j -0.00503528+0.0219836j -0.0111261-0.00729028j -0.00759335+0.0181893j 0.0122139-0.00730109j 0.0192541-0.0212017j -0.00556122+0.00419247j -0.00976955+0.0139187j -0.000943458-0.0126626j 0.00294917-0.00191758j -0.00655344+0.00626348j -0.0139065-0.00503125j -0.0058377+0.0140953j -0.0253826+0.001463j 0.0130741+0.00391954j -0.00171021+0.00111583j 0.0200822+0.00346835j -0.00717136+0.0198253j -0.00434968+0.00865345j -0.00949501+0.00745302j -0.0122563-0.00958687j 0.00146196+0.000182872j -0.0156478+0.00265395j 0.0203025+0.0308148j 0.00890122+1.48381e-05j -0.0253241+0.00659192j -0.0200377-6.36591e-05j -0.0142248+0.0176726j -0.0105304+0.0020372j 0.00846558-0.00175079j -0.0178567-0.00249978j -0.00653962-0.0137012j -0.00857564-0.0191793j 0.00743251-0.00756722j -1.21442e-05-0.0161882j 0.00164049-0.0192535j 0.00866107-0.00315503j 0.0147069+0.0234678j 0.00208259+0.011926j -0.00417929-0.00291701j -0.00531381-0.00409761j 0.00522363+0.0133062j -0.00892025-0.025489j 0.00106878+0.00420064j -0.00544618+0.00225402j -0.00197097+0.00379877j -0.00115639+0.00685616j 0.00943976+0.000866902j -9.59402e-05-0.00369067j 0.000766093+0.00644206j -0.00130506-0.0141525j 0.00223156+0.00268293j -0.00532091+0.00126048j 0.00628779-0.0021423j -0.00700157+0.00728267j 0.00690239+0.00291172j -0.0077571-9.99936e-05j 0.00251374-0.000976012j -0.00137718-0.0127049j -0.0102871-0.00768887j 0.00323265-0.00205013j 0.00926527-0.00436682j -0.0043597-0.00165933j -0.0016796-0.0102912j -0.0167667-0.00512206j 
0.000203841-0.00791631j 0.00676964+0.00845075j 0.00213108+0.0100461j 0.00588442-0.00914642j 0.000246566-0.00498962j -0.00224242-0.00666009j 0.00155323-0.000368318j 0.0155182+0.0221838j 0.0132126+0.0340457j 0.00635422+0.00755649j -0.00321934+0.0353424j -0.00182005-0.00139596j 0.0161797+0.0140704j -0.00881909-0.00584535j 0.0113445+0.0258273j 0.00280329+0.00233727j -0.00316846+0.0168802j -0.00600745+0.00564972j 0.00659199-0.0100029j -0.0158126-0.0346368j -0.00739619+0.00234463j 0.00520882+0.0159191j -0.00628748-0.0217096j -0.0166357-0.0125376j 0.0135028+0.00613536j -0.00333553+0.0055349j 0.00291941-0.0103348j -0.00798141-0.00707634j 0.00406094+0.00189011j 0.0136887-0.0249064j -0.00787991+0.000757699j 0.00858342+0.0135182j 0.0130124+0.00764538j -0.00578106+0.0175753j 0.00392226+0.0310523j -0.0124844-0.0280291j -0.00502932-0.00289252j 0.00116442-0.00331524j 0.0089445-0.00741445j -3.22015e-05+0.0129284j 0.0138231-0.0120168j -0.0041335+0.0120352j 0.00455133-0.00190352j -0.0142631-0.00893896j -0.00171522+0.0420979j -0.00959762+0.00444745j 0.00681924+0.0251586j 0.00702607+0.013135j 0.0112421+0.00851428j -0.00470621-0.0172969j -0.010976-0.0278848j 0.00143241+0.01048j 0.00712146+0.000509014j 0.0179817+0.0190492j 0.00587195-0.0175849j 0.000785005+0.0149385j -0.0134335-0.00946266j -0.00130256-0.00109783j 0.00315927+0.0183855j -0.0073241+0.00631118j 0.00409158+0.0175549j -0.00464215+0.00823743j -0.00693466+0.0132273j 0.0037353-0.015312j -0.00404533-0.0191597j 0.00600672-0.0109992j -0.00129032+0.011406j -0.0102506-0.00322491j -0.00358804-0.00632752j 0.00410243+0.0231673j -9.05451e-05-0.00938535j -0.00559632+0.00193545j -0.00889247-0.0122681j 0.000514933-0.0162628j -0.00699161-0.000882228j 0.00311395+0.0112245j -0.000596759-0.0176986j -0.00502315-0.00127743j 0.00205982-0.00601775j 0.002468-0.00800689j -0.00164672-0.00192454j 0.00202221-0.00950106j -0.000968777+0.00483087j -0.00377025-0.00166133j 0.0116488+0.00481421j -0.00221192+0.0099418j 0.00618127+0.00790884j -0.0112311+0.00338622j -0.00748967+0.0016743j 0.00223343+0.00191119j -0.00757388+0.00937511j 0.011575+0.00856658j 
0.00136744-0.00366383j -0.0012977-0.0037816j -0.00804634-0.00181634j 0.00249863+0.00118099j -0.00242024+0.00245746j 0.0311386+0.0234628j -0.0139135-0.0137982j -0.0225797-0.00727139j -0.0376514-0.00676739j 0.014142-7.99651e-05j -0.0229681-0.0169547j 0.0258965+0.0223239j -0.0215007-0.0165005j 0.00640092+0.0102734j -0.0284354-0.0146922j -0.0055647-0.00365657j 0.0142819+0.0326488j -0.000148267+0.000256965j -0.0100973+0.00413168j 0.0432403+0.02473j 0.00600138-0.000569999j -0.0280467-0.0146465j 0.0216845+0.0413301j 0.0138659+0.0239945j -0.0127418-0.00652887j -0.00110224+0.00935747j -0.00467216-0.00595238j 0.00300673+0.00720734j -0.00976081-0.00960974j -0.00600792-0.0130708j 0.0143756+0.00685061j -0.0152896-0.000706355j -0.0257+0.00350477j 0.0098458+0.0159068j -0.00840932+0.000694476j 0.00569136-0.016007j -0.00373429+0.00260104j 0.00243318-0.0041528j -0.00247888+0.00215376j 0.00704624+0.0111122j -0.00763636-0.0149051j -0.00281243+0.00329029j 0.00124307+0.00281595j 0.00203234+0.00540559j 0.00318168+0.0235727j 0.00662099+0.0117644j -0.00776599+0.00255362j 0.00372727-0.00743578j -0.00773392-0.0202713j 0.0186794+0.0162955j 0.031646+0.0142974j -0.0174784-0.00414115j 0.0100479-0.0242344j -0.0134421-0.00509691j -0.00120532-0.0121324j 0.00403982+0.0018267j 0.00512944+0.0105763j 0.0221145-0.00380129j -0.0150539-0.026835j 0.0194754+0.0210829j -0.00368261-0.00982795j -0.00112785+0.0162457j 0.00971556+0.011465j 0.000316475-0.00252972j 0.00984507+0.0202309j 0.00435561-0.00373215j -0.00189945-0.00642156j 0.0192665-0.000341357j 0.00320263+0.00485075j -0.00593048-0.0138577j 0.00325777-0.00489223j 0.000704304-0.00685481j 0.00809468+0.0347572j 0.00604023+0.0406919j -0.000285708-0.0186303j 0.00512255-0.0296573j -0.00815432+0.0205276j 0.00218442+0.0158498j 0.00598421+0.00173558j -0.00191688-0.00251314j 0.00132596+0.00224895j 2.35971e-05-0.00141513j 0.00115491-0.00659275j 0.00594734+0.00907198j -0.00550417-0.0104338j 0.0152709-0.0102215j 0.00696113-0.00606441j 0.0233205-0.00530768j 0.00211172+0.00617908j -0.00198783+0.000658145j 0.00320481+0.00225508j -0.00884637-0.0031482j 
0.0161758-0.0047022j 0.000450193-0.00708028j -0.00124365-0.0039723j 0.00942392+0.00671626j -0.0148958-0.0054995j -0.0375441-0.00106696j 0.0134118+0.00828767j -0.0346338+0.0285637j -0.0389992+0.00830918j -0.0103309+0.00167573j 0.0148876-0.0119154j -0.0220803-0.0218689j -0.00424471+0.00322173j -0.01638-0.00065979j -0.0214804-0.00397896j -0.0253235-0.000948557j -0.0418603-0.0183576j -0.0190468-0.0231955j -0.0367837+0.00142403j 0.0238749+0.0010825j 0.0143198+0.00853517j -0.0412692+0.00726427j -0.022363+0.000492296j -0.00651413+0.0104922j 0.0102987-0.00574896j -0.0109236+0.00920287j 0.0108245+0.0041898j 0.0229594+0.0020842j 0.00418876+0.00546615j 0.0023713-0.00469006j 0.0147358+0.00405791j -0.0118735-0.00197834j -0.0419959+0.0328583j -0.00221696-0.000908511j 0.011401-0.0220826j 0.00899278-0.0178697j -0.0104906+0.00477731j 0.00193002-0.00904973j 0.0016403-0.0121558j 0.00475126-0.0137023j -0.00344754-0.0151254j 0.000475797+0.0183993j -0.000341218-0.00379469j 0.0101412+0.0215638j 0.000496704+0.00948729j 0.00763554-0.0100136j -0.00632729-0.0193828j -0.00382057-0.0229895j 0.0056638+0.00028915j -0.00548593-0.0188232j 0.000674231+0.0216153j 0.0181763+0.00483892j 0.0191692-0.0129331j 0.0205762-0.019165j 0.0126174-0.00743925j 0.0135115-0.00372944j -0.0208882+0.0120026j 0.00297196-0.0176921j 0.00405296-0.0173662j -0.0119055-0.00891024j 0.00970046+0.00441106j -0.0157641-0.0121124j 0.00532012-0.0251795j -0.00745377+0.0154656j -0.00537724+0.0139342j -0.00613369+0.0111841j 0.00445361-0.00889296j -0.00360415+0.00387821j -0.000750731+0.0100343j -0.0105426-0.0132949j -0.00128936+0.00943229j -0.00566101+0.00131533j 0.00113429-0.01332j 0.00135253-0.0059504j -0.00536566+0.00841228j 0.00997766-0.000179661j -0.0167364+0.00741538j 0.000812685-0.0184377j 0.00701476-0.00504949j -0.00412525+0.00524858j 0.00543496-0.00057836j 0.0142556-0.00169116j -0.0016371+0.00092758j -0.000624969-0.0182436j 0.00537574-0.000952544j -0.000432147-0.0168538j -0.0119198-0.0041935j 0.00620131-0.00802063j -0.012649+0.00396482j -0.0129277+0.000252581j 0.0081801-0.0133742j -0.00442149-0.00563609j 
-0.0148507-0.0215031j 0.0152686-0.00813486j -0.00536198-0.00585974j 0.00406406+0.010134j 0.0100084+0.00937497j 0.009506+0.0155594j -0.0106096-0.00442043j 0.0153998+0.0307365j 0.0298569+0.0311498j 0.00924378+0.0249858j -0.0241258-0.0171942j 0.0226896-0.00430809j 0.0181629+0.026893j 0.000991104+0.0191353j 0.0208657+0.0276454j 0.00945732+0.00435308j 0.0188717+0.0223023j -0.0123842-0.028477j 0.029879+0.0348567j -0.00473401-0.00349608j 0.00306017+0.0055143j -0.010633+0.0155729j 0.010077+0.0236632j -0.0123895-0.00148554j 0.00606748+0.0128247j 0.0146423+0.0345335j -0.00336748+5.27867e-05j -0.0277963-0.0401059j 0.0176099+0.034577j -0.00407566-0.000163559j -0.00993458+0.00123075j 0.0252651+0.0220864j 0.00630207+0.0495544j 0.00678843+0.00888397j 0.0139303-0.0028265j 0.0170834+0.0115026j 0.00962829+0.0117839j -0.00120646+0.00238129j -0.00250789+0.0105022j 0.004259+0.00310088j 0.000985304+0.016862j -0.00934394-0.0129047j 0.00233051+0.00271672j -0.00469025-0.021038j -0.00295215+0.00372526j 0.00424579+0.00502694j 0.0066529+0.00364251j 0.0189739-0.0120901j 0.0121852+0.011473j -0.0023808-0.0117408j -0.0114501+0.0243234j -0.0110977-0.0249719j -0.00232968+0.000625202j -0.00258307-0.0246525j -0.0192937-0.00324641j -0.0157282-0.0401088j 0.00536572+0.0215726j -0.0219162-0.0326524j 0.0122051+0.00108584j 0.00386148-0.0197977j -0.00768518-0.0125838j -0.0124236-0.0318684j 0.0217892-0.0208278j -0.000517741+0.0125416j 0.000786379+0.0420419j 0.0005083+0.0154761j -0.00954989-0.0432102j 0.00803197+0.0221872j 0.00798287+0.0278764j -0.0167235-0.0677712j -0.00981777+0.00124208j -0.00850061+0.00789193j 0.00563705+0.0176304j 0.00117475+0.000964553j -0.0029005+0.0083183j 0.0161482+0.0200265j -0.0173142+0.00527206j -0.00584178-0.00977162j 0.00291129+0.00254022j -0.00347499+0.0172313j 0.00405159-0.011244j 0.00705073+0.0077715j 0.0137208+0.00947953j 0.000195281+0.00489143j 0.0120407-0.00428186j 0.0261881-0.00266257j -0.0204852-0.0137442j 0.000578599-0.0227437j -0.00778644-0.00379761j 0.00484735+0.00228915j 0.0230876-0.0115353j -0.0239295-0.0219484j 
-0.00755856+0.00131785j -0.00138982-0.0132555j 0.0170584-0.0153577j -0.0110435-0.0430761j -0.00376806+0.0151656j -0.0094637-0.00984769j 0.0174175+0.0205121j -0.0253645-0.0228634j -0.00138022-0.0213233j 0.00435858-0.000859634j -0.0218337-0.00808846j -0.00189521+0.0252881j -0.00302762+0.0585383j 0.00304329-0.074888j -0.00401286-0.0190089j -0.000430784+0.0228281j 0.0084257+0.00673544j -0.02041-0.00799371j 0.0047922+0.0161318j -0.00432431+0.0419685j 0.00450695-0.0179091j 0.0192139-0.027659j -0.010101-0.0283627j -0.0115028-0.00218686j 0.00822958+0.00118104j -0.0268968-0.0111138j 0.0234141-0.0180794j -0.00525385+0.00542389j 0.0128203+0.000343664j -0.00878738+0.010206j -0.0127886-0.00139432j -0.000663365+0.00759593j -0.00278733-0.024429j -0.00412558+0.00325419j 0.0278514+0.00947156j -0.00658149+0.00755703j 0.00126354-0.022467j 0.000549366+0.00107313j -0.00658799+0.018079j -0.00946759-0.00158256j -0.00486595-0.0133563j -0.00303348+0.00808473j 0.00105714-0.00609415j 0.00871743-0.00098688j 0.00234552+0.00666646j -0.0038093+0.00691245j -0.00157576-0.00441012j -0.01305-0.00561145j -0.0118612-0.00166991j 0.0128489+0.00351056j 0.00588477+0.00736659j -0.0132784-0.0286436j -0.00575605+0.0152963j -0.00600719-0.00945444j -0.0011407-0.0203966j 0.00113431-0.0244399j -0.0164536+0.0307489j -0.00973715-0.0298184j 0.00441743+0.00544728j 0.0111647+0.00780377j 0.00197091-0.0322106j 0.0191432-0.0138214j -0.00170333+0.0593208j 0.00927753+0.0102618j -0.0037325+0.0148542j 0.00881002+0.0012165j -0.0121641-0.0260525j -0.0251838+0.00881742j -0.00285011+0.00782135j -0.00273498-0.0101365j 0.00344332+0.000682984j 0.00220943-0.0113252j -0.00500495+0.00218662j -0.00487529+0.00275047j 0.00553903+0.00263214j -0.00154636+0.0103084j -0.00538798-0.000186568j 0.0096045+0.0212652j 0.00657273+0.0201185j -0.00738894-0.0086507j 0.00685607+0.00605341j -0.00126382-0.0108445j -0.00148194+0.00561929j -0.00233696+0.0100547j 0.00309956-0.0258787j -0.00586331+0.00796041j -0.0150187+0.00905211j -0.00026087-0.0173892j 0.00413771+0.00391834j -0.00408776+0.000562477j 0.0163404+0.0094984j 0.00991763-0.0185083j 
0.00429439-0.00353388j 5.50039e-06+0.0141628j -0.024272-0.00562905j -0.00379207+0.026588j 0.00605695-0.00477675j 0.00218834-0.0218486j 0.00567694+0.0081377j 0.0171191-0.0171367j -0.00303027+0.0338579j -0.00237767-0.00184826j 0.0158514-0.026264j -0.00334593-0.0221419j 0.0112817-0.030356j -0.0116771+0.00215197j 0.0104308-0.00867246j 0.0024864-0.00298192j -0.0101981+0.00928951j 0.00316392-0.0161124j -0.0146661+0.0100432j -0.0107121+0.0116437j -0.00515803+0.0137966j -0.00282702-0.0217819j -0.00573176-0.00358616j -0.0078918+0.017016j -0.0234171+0.037256j 0.00541391+0.00999918j -0.00827388-0.0158476j -0.00774188-0.0100034j -0.0215267+0.00700813j -0.00833334+0.00818346j 0.00690762-0.0497717j -0.0127972+0.0178648j -0.00698558-0.0208542j -0.00393041-0.0032436j -0.0144472+0.0286718j -0.00658921+0.00637536j 0.0115233-0.0286922j 0.0110139-0.0053262j 0.00732001+0.00995068j 0.00259225+0.000113895j -0.0126481+0.0116091j 0.00349561-0.0121998j -0.0019977-2.66317e-05j -0.000326041-0.00341761j 0.00515116-0.00457111j -0.00403358+0.0020048j -0.000108552+0.00370229j -0.0138823+0.00967959j 0.0122214-0.0148332j -0.00634823+0.00858939j 0.0405148-0.0563278j -0.0228237-0.000124852j 0.0176649-0.0177193j -0.027836+0.0185482j 0.0177568-0.0438632j -0.00755019-0.0127786j -0.00643353+0.020395j 0.0260392-0.0333073j 0.00271915+0.0236186j 0.00637997-0.00823612j 0.0338731-0.0516435j 0.006912+0.00895081j -0.0177911+0.0549349j 0.0125632-0.00911559j 0.00654571-0.00103266j -0.000509319-0.0138356j 0.00681413-0.0296311j 0.0130433+0.00743424j -0.00398353+0.00658026j 0.000399527-0.0178903j -0.00201215-0.00437354j -0.00503132-0.00078853j 0.00807723-0.0056237j 0.00620671-0.0113984j 0.000864319+0.0100365j 0.00491585+0.000760802j -0.0121363-0.0146984j -0.00209624+0.0278036j 0.00349233+0.0170505j -0.00887437-0.0147182j 0.00414054+0.0154301j 0.00219386-0.0163702j 0.00412255+0.00575054j -0.00121706+0.0137191j 0.0134527-0.0169608j 0.015271+0.0183076j -0.00646525+0.00819784j 0.0314828-0.0365162j -0.00127259-0.00460836j -0.0219458+0.0137225j 0.00929134+0.0135736j 0.017-0.0121306j 
