1.26778-1.27802j -1.88711-0.819584j 0.158836+0.088393j 0.723137-1.05791j -1.52434-0.839199j -0.612843+0.395252j -0.377264-0.545249j 0.577974+1.00919j -0.243386-0.676073j -0.445131+0.265526j 0.852252+1.73763j -0.603696-0.501577j 0.843004+0.204911j 0.823258-0.471826j -0.242166+0.0146076j -0.957812+0.0771137j 0.415543-0.684047j 0.155319-0.585374j -0.0285867+2.1362j -0.450739-0.603584j -0.224712+0.523456j 0.20602+1.15783j -0.352171+0.199709j 0.724481+0.44482j 1.23776-1.72273j -1.11347-0.773685j 0.223075-0.436867j 1.31747-2.06397j -3.41903-0.355641j -1.94073-0.617171j -0.700895-3.38547j -0.440102-0.891214j -0.766803-2.10994j -1.21136+2.24855j -1.42606+0.479795j 0.13206-0.473751j 0.0378971-0.23296j 1.607-1.37043j 1.13559-0.804107j -0.820878-0.9425j 1.72275-1.84686j 0.287122+1.16549j 0.837222-0.101057j 0.454358+0.196739j 1.34593+1.00458j -0.139319-0.536932j -0.831699+0.025976j -0.319412-0.808224j -2.76209+0.420732j 1.5086-0.240228j -0.0630553+0.755579j 0.572243-0.00164791j 0.084473+0.791673j 1.10407-1.32761j -0.408823+0.359981j -0.464249-0.0195694j -0.0426576-1.24908j 2.02072+1.19819j -0.572913+0.874304j 1.23283+0.217734j -2.03537-0.884866j 0.0366967+0.265192j -0.0378559+0.0823243j 1.05459-0.0399222j -1.65155-1.66764j 0.064917-1.95281j -0.203927+0.431723j 0.287335+2.99799j 2.36812-1.05724j 
-0.0603143+1.06619j 0.148456+0.585493j 0.095546+0.895479j 3.80822-0.53807j -1.39298-1.05305j -3.87126-0.21811j 0.699769-0.737141j -5.86009-0.454076j 3.2545+0.0355623j -0.165285-0.818948j -0.485524+0.897123j 1.13351-1.65048j -4.47364+0.0791749j -2.42138+0.63782j 0.448116+0.241887j 2.31581-0.303617j -0.755157+0.459221j 0.227766+0.774389j -0.679263-0.779344j 0.537249-0.91906j 0.332373-0.0426915j -1.29936+1.35045j 1.75243-0.0441472j -0.494745-0.439319j 0.0475494-0.213811j 2.22598+0.875954j -0.548079+1.13907j -0.270497-0.431284j 3.43172-1.00615j 0.348425-0.370361j -9.09386-0.0185346j -2.62361+0.0630862j 35.506-0.748812j 15.8673+1.18954j 74.6576+0.36025j -10.092+0.183086j -34.3949+0.803583j -97.7518-0.467301j -55.2679-0.480551j -135.922+0.195677j -9.71602-0.764636j 157.898-0.326106j 81.6916+0.282624j 121.447-0.294929j 98.4854+0.723565j 0.602633-0.959094j -102.488+0.0588276j -80.8907-0.511319j -202.842+0.274138j -128.161-0.285613j -86.4033+0.452517j 82.0636-0.278608j -35.8002-0.442758j 91.8123+0.219295j -110.175+0.253268j -53.9683-0.100569j 169.31-0.772765j -5.48696+0.441652j -120.462+0.892539j -33.8558-0.54231j 100.903+0.0456319j -36.7853+0.521361j 1.42925+0.43628j -63.9883-0.238037j 19.0812+0.683827j -39.0784+0.393839j -4.40279+0.153411j -9.55863-0.277537j -2.11221+0.536422j 
0.151042-0.415677j -0.966959-0.123093j -1.32085+0.0872517j -5.0527-0.947053j 2.03468+1.28491j 4.55414-0.0326529j -3.72725+0.830693j 8.09469-1.51215j -4.78745+0.733326j -0.239615-0.348285j -1.67038-0.0623245j -1.71701+0.0827818j 5.44502+0.764021j 4.71002-0.0887576j -1.13129+0.274495j -3.63574-0.499663j 2.96359-0.367386j -0.103359+1.0868j -0.868962-1.01738j 2.36843+0.254202j 0.440035-0.535216j -0.347761-0.960321j 0.392711-1.07251j 0.715948-0.640837j -1.87653+1.67678j -1.81632-0.23448j 2.22308+0.942676j 0.0033111-0.465857j -5.25139+0.209827j -0.352028-0.994355j 15.443-0.240883j 5.65001+0.186574j -66.1669-0.228009j -28.5536-0.365835j -135.097+0.12223j 18.388+0.444394j 60.4324-0.188878j 175.201+0.323786j 100.131-0.0425639j 242.776+1.30403j 18.4974+1.23614j -284.349-0.903845j -145.145+0.0512916j -217.826-0.00660135j -176.812-0.176464j -1.29541-0.202783j 184.168+0.0276944j 146.49+1.01049j 363.689+0.129369j 230.117+0.0948716j 154.057-0.949443j -146.67-0.160944j 63.8213-0.899045j -164.157+0.505093j 198.884+0.197247j 98.3021-0.120384j -302.848+0.456368j 9.52083-0.808783j 217.581-0.777747j 59.3192-0.216422j -181.622+0.516144j 67.7442+0.805507j -2.9571-0.0244311j 114.496-0.165867j -34.199+0.938234j 67.8426+0.00726854j 7.12065-0.234133j 17.7967+0.370578j 4.53402+0.351023j 
0.23319+0.199735j 2.1308-0.668541j 2.85713-0.535378j 12.0121+1.26993j -4.29824+0.554248j -9.37167-0.138465j 8.06682+0.572254j -18.6487+0.96901j 8.37753+0.00518839j 5.95259-1.21222j 2.98103+0.889731j 4.04334-1.1489j -14.5104+0.237987j -9.29751-0.0107578j -0.234135+0.432084j 8.96824+0.549703j -6.40947-0.0268671j 0.77905-1.47929j 1.67465+1.25683j 1.55161+0.559331j 2.31656+1.00669j -1.42968+0.714659j 2.19159-0.321841j -2.66763-0.791076j 2.09367+0.432107j 5.01254+0.43648j -4.2257+0.307605j -0.2646-0.665633j 11.9314+0.214479j 0.859117+0.320816j -34.3614-0.414203j -12.8979+0.166247j 151.186-0.540163j 65.7726-0.143995j 309.889-0.0435007j -43.1309-0.165842j -137.706+0.249097j -403.8-0.668709j -230.916-0.754735j -555.602-0.240736j -40.9233-0.0917344j 651.748+0.183382j 332.496+0.303294j 497.462+0.331067j 404.987-0.176106j 2.6463-0.324285j -422.093-0.476712j -333.432+0.109065j -832.995-0.0151714j -529.131-0.156521j -352.733+0.0981414j 337.024-0.505537j -146.398+0.0179888j 375.921+0.167308j -453.139+0.000203636j -223.671+0.111147j 694.718-0.248228j -21.0887+0.026734j -496.806+0.101536j -138.231+0.276966j 417.816-0.589642j -153.103-0.0565409j 5.88274+0.13834j -263.06+0.0139743j 78.6321+0.312123j -156.351-0.378258j -17.0364-0.103739j -39.7751+0.194436j -9.91341+0.358746j 
0.0453242-0.00152259j 0.52064-0.0083225j 0.562668+0.247898j 2.82162+0.131164j -0.676944-0.150478j -2.42178-0.7227j 1.30029+1.42156j -4.25982+0.130183j 3.15544+0.315176j 1.58856+1.02014j 0.700952-0.146382j 1.01584-0.345631j -3.37026-0.909206j -2.3924-0.384741j 0.912953-0.345107j 1.62374-0.519004j -2.31212-0.627624j 0.0984092-0.36925j 0.271962+0.261854j -0.109309+0.0265334j 0.525385-0.0464453j -0.627084+0.101881j 0.496242-0.355515j -0.347095+0.182392j 0.207568+0.161697j 1.38893+0.45926j -0.904226+0.3023j -0.133681-0.180296j 2.70238-0.19738j 0.150224-0.0757143j -8.09537+0.382761j -3.17195-0.332524j 35.5395+0.32938j 15.9556+0.39932j 70.9329-0.32273j -10.8893-0.554049j -31.8813-1.20437j -95.055+0.352387j -53.609-1.14234j -129.017-0.997151j -9.54056-0.171226j 152.227-0.0895467j 77.8371-0.512952j 116.192+1.02524j 94.2626+0.296345j -0.39314+0.2254j -99.6637+0.0705135j -78.0541+0.846985j -195.064-1.10129j -124.207-0.474995j -81.8106-0.631985j 78.6955-0.574414j -35.1371+0.172419j 87.2168-0.467457j -106.184-0.381093j -51.043+0.34948j 163.562-0.000829507j -5.3514-0.385045j -115.953+0.544806j -32.4933-0.0918736j 97.0373+0.217211j -35.724-0.00781818j 1.32043-0.223755j -62.2151-0.291417j 18.2196-0.697197j -36.3846+0.385417j -3.88177+0.177645j -9.55982-0.257274j -2.18856-0.00225972j 
-0.235737+0.165419j 0.338153+0.0407265j 0.466993+0.11967j 0.544392+0.0914381j -0.512679-0.298194j 0.252171+0.0540648j 0.897478+0.00288172j -1.19853-0.261209j 1.04044+0.291704j 0.0762328-0.194926j 0.944278+0.99076j 1.35242-0.0959011j -0.951965-0.0930202j -1.17298+0.0131498j 0.155907-0.314472j 0.199785-0.283286j -0.854159-0.107877j -0.556333+0.0877814j 1.00019+0.818256j 0.228177+0.214668j 0.939666+0.144755j 0.127252-0.587303j -0.0308844-0.0100313j -0.713915-0.135498j 0.773966-1.99897j 1.38095+0.570154j -1.28643-0.347808j 0.635804-0.328494j 0.609199+0.273004j -1.29001+0.176765j -2.72133+0.511311j -0.502096-0.144633j 10.0514-0.0687577j 4.73093-0.552904j 19.7394+0.0853689j -2.67969-0.589579j -8.81677-0.0384745j -25.6876-0.310302j -15.3213+0.35796j -35.5085-0.457499j -1.93443+0.517715j 42.2359-0.202866j 21.6952-1.44104j 32.2818-0.0104573j 25.6319+0.536185j 1.18612-0.0603166j -26.7678+0.307903j -21.0029-0.419097j -53.5781+0.763684j -33.4786-0.746491j -22.6559+0.0199001j 22.4531-0.395848j -9.76106-0.78189j 23.8335-0.95327j -28.1105+0.374088j -14.5554-0.893858j 44.9037+0.0234693j -0.677871+1.07726j -31.9486-1.34553j -9.47834-0.444207j 25.4769+0.592519j -10.441+1.18244j -0.182686+0.220059j -17.8498-0.597669j 5.82166-0.601456j -10.8828-2.17893j -0.145312-0.748599j -3.17914+0.191149j 0.218658-0.792035j 
-0.284958-0.157407j -0.596566+0.382833j -1.72289+0.61357j -4.18374+0.540149j 1.33216-0.282684j 4.42611-0.11783j -2.92843+0.00160258j 8.49392-0.216571j -3.81555+0.421932j -2.45044-0.676169j -1.16052-0.941364j -2.15178+0.315311j 6.39136-0.564331j 4.92821-0.144288j -0.603406+0.775132j -3.52509+0.348559j 3.43629+0.460171j -0.398115-0.0877584j -0.434237+0.11449j -0.243601-0.00168206j -1.36697-0.0604611j 0.831384+0.393521j -1.21181-0.154524j 1.54973+0.334316j -0.909526+0.26006j -3.01139+0.233815j 1.61921-0.0848813j 0.440977+0.0931298j -5.05491+0.37517j -0.105933-0.275823j 15.776-0.00745336j 5.12438-1.21513j -66.949+0.118792j -28.7172+0.786449j -134.734+0.248768j 18.1585+0.194056j 59.4446-0.369678j 175.955-0.0523633j 100.909-0.263581j 241.764+0.366503j 18.8142+0.341204j -284.15+1.34376j -144.293-1.15383j -217.306-1.14202j -177.168+0.474193j -1.31935+0.511137j 182.922+1.02787j 144.413-0.72812j 362.328-0.9921j 231.016+0.483049j 153.817+0.308283j -146.941+0.331083j 64.1235-0.96617j -163.269+1.23141j 196.444+0.607282j 97.2366+0.113502j -302.888+0.0734796j 8.68703+0.0502043j 217.007-0.0313853j 60.1154+0.0290389j -181.686+0.687299j 67.089-0.0419261j -3.41908-0.207917j 113.612-0.787348j -33.8388-0.576764j 68.1821-0.245688j 6.92153-0.198873j 17.6358-0.059855j 4.0557+0.063033j 
-0.0156404+0.141326j -0.836805+0.162147j -1.35896+0.162j -1.80559-0.35413j 1.22365+0.431847j 2.5942-0.0568454j -2.2674-0.24099j 3.75062-0.974466j -2.71869-0.473657j -0.765885-0.0572693j -0.721383-0.500371j -1.18183+0.403769j 5.24634+1.14269j 0.247865-0.375268j -0.0815359-2.19216j -3.34125-0.408051j 2.93546-0.583433j -0.790316+0.505951j -0.431374-0.260593j -0.804089+1.21766j -2.88491-0.776928j 0.180647+0.218199j -0.587485+1.52041j -1.71461+0.958568j -0.41804+0.503707j -2.07794+0.354051j 0.878709+0.277885j -0.275575-0.54439j -2.67703-0.0715926j 0.0630004-0.535049j 8.7455-0.281002j 3.06724+0.253149j -37.4236-0.417979j -16.0418-0.432247j -76.7073-0.0295124j 10.3149+0.0274687j 33.9971-0.0749763j 98.6692+0.487505j 56.8959-0.134922j 136.923+0.846952j 10.131-0.0447483j -161.555+0.359704j -81.1598-0.644322j -122.287+0.501679j -99.4188-0.947016j 0.508122-0.169992j 104.401+0.811819j 81.6489-0.070865j 205.08-0.485681j 130.442-0.61767j 86.7219+0.978848j -82.9111+0.288707j 36.92-0.447863j -92.7337-0.0053882j 111.399-1.35746j 55.2281-0.116292j -171.38-0.47073j 5.28822-0.461784j 121.411-0.562898j 33.5496-0.653281j -103.521+0.114659j 37.2734-0.648289j -1.14689-0.625055j 63.5665+0.589515j -19.6305+0.240789j 38.6328-0.111663j 4.02675+0.0936534j 10.195+0.220873j 2.51884+0.343266j 
0.540537-0.233825j 2.09752-0.308551j 2.11839-0.337791j 8.2454+1.69175j -2.83038+0.202586j -8.2361+0.0914244j 6.42758+0.280264j -15.6832+0.680894j 7.0532-0.462773j 4.65992-0.903386j 1.52056+0.333214j 4.23283-0.790974j -11.5692+0.319023j -7.6986+0.820854j 0.426989-0.834186j 6.90004-0.193182j -5.69974+0.764256j 0.700486-0.131908j 1.47371-0.0822321j 0.167521+0.446274j 1.47351+0.55626j -1.6977-0.00626761j 2.15387-0.0948018j -1.73424-0.429484j 1.34588+0.479078j 3.838-0.68509j -2.80871-0.564521j -0.704245-0.356729j 9.16835-0.645763j 0.437335+0.261052j -27.5332+0.0380985j -9.75942-0.0315227j 117.753+0.91786j 51.1464+0.598363j 241.766+0.242682j -33.8945+0.312597j -107.602-0.533678j -315.989+0.539294j -180.582+0.359459j -434.416-0.240578j -33.1545+0.131733j 509.145+0.0201248j 259.596-0.0115111j 388.536-0.396053j 315.61-0.163331j 3.17276+0.572683j -329.85+0.775777j -261.282-0.357203j -649.625+0.78055j -414.181-0.458416j -276.706-0.0353745j 263.227+0.528877j -113.541-0.123919j 292.969-0.295412j -353.364-0.163432j -174.676-0.399632j 542.424-0.312806j -17.1905-0.87929j -388.07-0.0621237j -107.401-0.461275j 326.273+0.92775j -120.088+0.589326j 4.41209-0.000630042j -205.541+0.244947j 61.5213-0.546888j -122.813+0.931056j -13.1411+0.475828j -31.3622-0.611184j -7.07908+0.0451316j 
0.0916373+0.0423354j -1.5827+0.359666j -2.71612-0.0247372j -7.33741+0.721107j 2.71056+1.37977j 4.46262+0.201743j -5.35729+0.00176798j 12.2863+0.089667j -6.53148+0.638544j -4.36697-0.139981j -2.20943-0.784631j -2.6192+0.274289j 10.1094-0.561011j 6.70187+0.567416j 0.237017-0.647575j -5.69152-1.46157j 3.22211+0.344725j -0.245045+0.175909j 0.655341-1.41736j -1.61251-0.787325j -1.06974+0.694438j 0.336686-0.77735j -0.720011+0.236072j 3.05484-0.493332j -0.787129-0.353084j -5.44359-0.402957j 3.48007-1.38955j -0.620197-0.414362j -7.39375+0.0698806j 0.21506-0.466554j 23.8935+0.100968j 8.23381+0.0934878j -100.955-0.323945j -43.4411+0.455413j -205.825-1.08853j 28.1263+0.596194j 92.0789+0.0864072j 269.409+0.527851j 154.068+0.0495324j 370.723-0.140995j 27.2856+0.657426j -434.262-0.411954j -221.695+0.488963j -330.505+0.0137711j -269.858-0.745396j -1.9992+0.241632j 281.744-0.317098j 222.916+0.203561j 555.278+0.997823j 353.378-0.170571j 235.337+0.649197j -223.119-0.0163694j 96.332-0.373805j -251.221+0.0501559j 302.172-0.766845j 148.23-1.04922j -463.556-0.237221j 15.2896-0.300584j 331.64-0.0245546j 92.4072+0.446926j -278.512+0.0286909j 102.302+0.956459j -4.72016+0.0721002j 175.299-0.313995j -52.6029-0.614907j 104.897-0.320171j 10.9798+0.709708j 27.1175+0.213257j 6.30579+0.138711j 
0.0227113-0.216167j 0.593753-0.249338j 0.512405+0.0933433j 3.15028+0.51089j -0.836532+0.160182j -1.5908-1.00337j -0.571285+1.40603j -4.97102+0.733735j 3.14748+1.33597j 0.675025+2.32542j 1.19883+0.237231j 1.31366-0.65187j -2.60316-0.70617j -2.14798-0.662558j 1.48181+0.167567j 2.50435-1.63839j -1.81877-2.13073j 1.01087-0.421835j -0.134901+0.335338j -0.103046+0.0780277j 0.796944-0.113119j -0.699183-0.528735j 1.035-0.638711j -0.851656+0.635042j 0.0108397+0.227983j 0.775893+0.380265j -1.51058+0.263314j 0.125963-0.113958j 3.02151+0.32378j 0.193687+0.119991j -8.96898-0.340901j -3.3772+0.112788j 39.9339-0.161106j 16.9413-0.49591j 82.3947+0.37853j -11.0708+0.366947j -36.895+0.068832j -106.088+0.0935094j -61.3299+0.543909j -146.87+0.30679j -10.8178+0.255332j 171.734+0.139285j 87.1836+0.121483j 130.967-0.32091j 106.42-0.135263j 1.54204+0.377527j -110.949+0.307734j -87.7907-0.352841j -219.229+0.28555j -139.497+0.430699j -93.3383-0.242918j 88.3962+0.254441j -37.7417+0.129996j 98.9859+0.48969j -119.242+0.218085j -59.292-0.133649j 182.57+0.0237579j -5.77994-0.125799j -130.876-0.464343j -36.3349+0.106199j 110.532+0.0722639j -40.4927-0.0738256j 1.38149+0.0229791j -69.1187+0.338449j 20.7007+0.20082j -41.1746-0.317297j -4.40447-0.225967j -10.4725+0.114534j -2.64061-0.028424j 
0.0833501-0.0644986j -0.676503+0.0443498j -0.6393+0.018032j -4.67807-0.501269j 0.782139+0.667886j 4.01618+0.743805j -2.56072+0.353576j 8.33496+0.295564j -4.53589-0.781411j -1.49973+0.267055j -0.677267+0.0582682j -2.54896+0.51458j 5.8486+0.433243j 4.35201+0.0573761j -1.05064-0.205254j -3.83504+0.353922j 2.9152+0.180587j -0.0668323-0.219773j -0.453844+0.412729j -0.0156902+0.541034j -0.907563+0.289794j 1.28464-0.0672678j -1.1404-0.0664665j 1.22207-0.247041j -0.696928+0.279862j -2.41091-0.317969j 1.83512-0.239958j 0.358779+0.107797j -4.97604+0.983003j -0.208853-0.152001j 14.8659-0.412449j 4.78485-0.00932477j -61.4795+0.343646j -27.4341-0.925113j -127.38-0.693739j 17.1577+0.0398583j 57.5181-1.47476j 165.713+0.794828j 94.509+0.765978j 230.134+0.132801j 17.5283+1.03643j -268.037-0.245739j -137.664-0.211921j -206.099+0.412864j -167.529-0.658032j -0.836724+0.8386j 173.481+0.298793j 137.661+0.918598j 343.569-0.337368j 217.534+0.718148j 145.803-0.958439j -138.825+0.148808j 60.6132-0.067512j -155.109+0.0275464j 187.172-0.122569j 92.2423+0.434245j -286.253+0.962143j 8.7872-1.11298j 204.365-1.13515j 57.0987+0.565986j -171.3-0.174145j 63.04-0.162905j -2.96351-0.378771j 108.23+0.0106587j -32.2745-0.373564j 64.9591-0.684141j 6.90887-0.258037j 16.7538+0.25006j 3.80819-0.215485j 
0.0834787+0.424267j 1.39519-1.31702j 3.17507-0.446095j 5.86719-1.42056j -2.26366+0.376397j -6.01528-0.357116j 3.93481-0.467879j -10.7048+0.0174053j 5.15208-1.53506j 2.22416+1.12345j -0.219372+1.1596j 2.85704-0.341008j -9.03887+0.799728j -6.49596-0.415043j 2.16741-0.594247j 5.07955-0.445985j -3.22018-0.852794j 0.147144+0.288356j 0.466521-0.511817j 0.171232+0.30768j 1.39128+0.940793j 0.0374882-0.759925j 1.20776+0.726914j -0.921366-1.24073j 1.54227+0.694304j 4.3451+0.107555j -1.79524+0.604396j -0.176663-0.175553j 6.48795+0.00145013j -0.0498547+0.315167j -18.5152-0.00980968j -7.11769-0.456917j 81.6638+0.0386708j 35.2665+0.942129j 167.902+0.347206j -23.7858-0.177664j -74.5294-0.271509j -218.298+0.326962j -124.491-0.298501j -301.175+0.0781189j -21.9539+0.419205j 352.034+0.414794j 180.384-0.383056j 269.44-0.742425j 218.443-0.272112j 1.62439+0.113145j -228.787+0.0402736j -180.882-0.512429j -450.372-0.0640877j -286.394+0.38043j -191.421+0.303158j 182.389-0.137077j -78.8407-0.205857j 203.183+0.267634j -245.704-0.257208j -120.932-0.141452j 375.836-0.282164j -11.6853+0.0564645j -268.97+0.416585j -74.6008+0.0545292j 226.093+0.0121267j -82.9527+0.348896j 2.74554-0.139568j -142.514-0.34708j 42.7308-0.27975j -84.5705+0.0313335j -9.42541+0.00628724j -21.4936+0.0174674j -5.38359+0.0931167j 
-0.473532-1.2454j -1.76587+0.941494j 0.252802+0.019244j -0.714263-0.100515j -0.372081-0.639252j 0.058901-0.275042j -0.352259-0.659624j 1.21572-0.274051j -0.26202+0.233379j 0.0687041+0.38027j 0.531079+0.501425j -0.135402+0.508106j -0.299336+0.0872596j -0.250234+0.40869j 0.12314-0.161431j -0.270349-0.447098j 0.640139+0.128045j 0.538569+0.478548j 0.232339+0.0530763j 0.338835-0.00443192j -0.233512+0.16694j 0.00171515+0.432471j -0.594135-0.194237j 0.446965+0.140029j -0.149861+0.160449j -0.495968+0.251714j -0.104819-0.285835j -0.332115+0.44279j 0.14985+2.56066j 0.224996-0.0106369j -1.70909+1.23279j -0.734617+1.85021j -5.77221-0.539387j -0.778911+0.815846j -8.69809+0.350857j 0.517778-0.881638j 4.48088-0.527071j 12.5656+0.66269j 7.0325-0.381211j 15.4499-0.138127j 1.78797-0.655831j -19.6727-0.488705j -10.9158-0.657038j -15.7418-0.648187j -11.7962-1.05941j -0.189603+0.318249j 13.4253+0.280637j 10.4163-0.0941236j 25.7252-0.536685j 16.1297-1.05109j 10.4336-0.638054j -10.2024+0.238312j 4.12147-0.822319j -10.8169+0.522855j 13.3874-0.0639124j 6.37747+0.0531367j -20.3058-0.455091j 0.318609+0.0426904j 14.9483+0.188668j 4.1442+0.643963j -13.1023-0.0852547j 4.6534+0.0529028j 0.0763674-0.304206j 8.24761-0.353677j -2.18209-0.267679j 4.75854-0.140104j 0.865651-0.196963j 1.12377+0.130453j 0.196494-0.0869229j 
0.590813-1.16296j -0.367699+0.249806j 0.120013+1.53376j -0.497099+1.05172j -2.01769+0.609768j 1.12636-0.0959805j -1.23679+0.695512j 1.42175+0.359062j -1.29231-0.680489j -0.934012-1.32611j -0.00353168+1.05912j -0.232788-0.835757j 2.08298+0.630349j 0.950435-0.966088j 0.250316-0.34393j -1.18475-0.681065j 0.870167-0.236301j -0.11816+1.38635j 1.1444+0.790914j 0.271561+0.533794j -0.158028+0.0358816j 0.10794-0.138846j -0.550296-1.01306j 0.514721+0.179516j -0.447237-0.0308122j -0.570558-0.152034j 0.294796-0.18754j -0.0323346+0.300917j -2.37956+0.435869j 0.238066-0.207842j 4.5255+0.516412j 2.40813-1.12221j -20.4706-0.745179j -7.78327-0.731782j -39.0516-1.03127j 4.91966+0.576124j 16.1495+0.424797j 50.183-1.19554j 28.8803+0.313915j 69.7922-0.180087j 4.15838-0.580649j -80.5996-0.00716222j -41.3469+0.00785937j -61.1513+0.807139j -49.4529+0.457852j 0.0916665+0.0972939j 51.6188+0.373107j 41.2993-0.204762j 102.206+0.0782476j 65.6423-0.194272j 43.8273-0.138936j -41.3313+0.0232795j 18.2139-0.651746j -46.8574+0.217179j 55.9616-0.0165443j 26.7306+0.23232j -85.5807-0.103661j 2.31737-0.616069j 61.5843-0.123971j 16.695+0.317068j -51.5745+0.302854j 19.0677-0.056898j -0.330201-0.0444012j 32.6317-0.337502j -9.3622-0.172476j 19.4128+0.240516j 2.20874-0.0901365j 4.80334+0.2165j 1.34376-0.132335j 
0.0112204-0.200352j 0.154735-0.00136353j 0.334845+0.0627149j -0.483611+0.0791855j 0.305574-0.19495j -0.393349+0.103972j 0.524678+0.441637j -1.4592+0.22525j 0.733546+0.0418589j -0.0903218-0.782639j 0.215968+0.671431j -0.121938-0.314889j -0.213885+0.987518j 0.0102966-0.351843j 0.427752+0.269277j -0.0618534-0.419026j -0.265361-0.127082j 0.858007+0.0698569j -0.761303+0.403878j 0.037713-1.75991j -0.0384598-0.9727j -0.493213+0.715774j -0.50253-1.2011j -0.519229-0.0111922j 0.928626+0.924551j 0.304668-0.97771j 0.854489-0.362359j -0.283402+0.0680824j 0.00299216-0.0276349j -0.693807+0.0424299j -1.2662+0.126903j -0.204606-0.351601j 3.66595+0.780551j 2.07901+0.169577j 8.80152+0.224149j -0.669698+0.14098j -3.63599+0.054522j -10.82+0.961945j -6.46503+0.286458j -13.487+0.224659j 0.0402293-0.488873j 16.2645-0.185892j 9.17536-0.053996j 12.9215+0.807163j 11.1527+0.470906j -0.394748+0.258048j -11.34+0.223851j -7.77691-1.02906j -21.9596-0.203398j -13.9321+1.06511j -10.8323+0.228228j 8.81131-0.144243j -4.95642-0.0423787j 10.7902-0.0992377j -11.2067-1.16326j -5.88239-1.40167j 18.8917-0.696397j -1.37243+0.258871j -13.4293-1.22993j -3.97095+1.18047j 11.7739-0.862675j -2.95498-1.08447j 0.311316+0.510958j -7.39381+0.0267119j 3.62183-0.397227j -3.59098+1.13553j -0.750359+0.431972j -1.01335-0.379588j 0.498359-0.458345j 
0.172454-0.124654j 0.782262-0.190537j 0.680997-0.0364527j 3.20749+0.305341j -0.903171+0.0586632j -2.11467-0.320807j 0.395479-0.533633j -5.92647+0.384366j 2.71752+0.952818j 0.0400917+0.666836j 0.798006+0.314766j 1.78774-0.358488j -3.41151+0.110192j -2.49689-0.137598j 1.01742+0.647486j 3.33924-0.734688j -1.19533-1.04814j 0.536644+0.200593j 0.0657783-0.129719j 0.047273-0.253745j 0.779583+0.0681284j -0.426495-0.316512j 1.16339-0.120979j -1.04047+0.3071j 0.283192-0.00195571j 1.34562-0.0373121j -1.40552+0.0479745j -0.0277811+0.00850116j 3.52588-0.118401j 0.113114+0.0961168j -10.4962+0.0407039j -3.8359-0.106544j 44.6661+0.634791j 19.4394+0.3502j 91.0552-1.01399j -12.7086-0.771161j -39.4127-0.412944j -119.847-0.108731j -67.5786-0.230077j -162.645+0.23305j -12.1032+0.037642j 192.386-0.130222j 98.1714-0.268947j 145.626+0.503883j 119.024-0.238801j 0.263192-0.388255j -124.815-0.471063j -99.0494+0.59962j -244.862-0.554709j -156.166-0.57213j -103.244+0.0672442j 99.5696-0.248005j -43.7293-0.418541j 110.892-0.853507j -133.095-0.291473j -65.5691+0.994258j 205.16+0.814887j -6.1087-0.466541j -146.743+0.0976791j -40.7346-0.0949228j 122.889-0.320707j -45.2231-0.033004j 1.8776-0.182212j -77.7663-0.305918j 23.5798-0.575037j -46.1767+0.388379j -5.00856+0.195121j -11.7532-0.266287j -2.69588-0.0119801j 
-0.205384-0.178147j -1.1256+0.437302j -1.94137-0.756998j -3.7612+1.29086j 1.74058-0.347137j 3.08995-0.111348j -2.06993+0.297181j 5.24273-0.324303j -3.01297+1.16785j -0.345006-0.549308j 0.23708-0.378016j -0.87656+0.123834j 4.82912-0.143142j 2.86495+0.540716j -0.948665+0.0555263j -2.46486+0.147726j 1.24158+0.458033j -0.0693585-0.272387j -0.499595+0.198175j 0.0924676-0.217899j -0.42932-0.803397j -0.578537-0.287274j -0.509299-0.120069j 0.195989+0.400629j -0.434081-0.333398j -2.35859-0.450779j 0.885892-0.244363j 0.326021+0.117467j -3.14446+0.431668j 0.126237-0.0239108j 9.47053+0.486959j 3.82463-0.713608j -40.1946-0.577375j -18.0449+0.0906835j -82.0357-0.0507928j 11.1721-0.389332j 36.4754-0.42994j 106.809+0.112011j 61.5639+0.323668j 146.959+0.156358j 11.192+0.807802j -173.26+0.0493346j -87.1291-0.198238j -131.49-0.808095j -107.734-0.36236j -1.28823+0.142326j 110.675+0.0781357j 88.3111-0.717955j 220.827-0.569597j 140.084+0.722192j 93.332+0.0531744j -89.3834+0.0184392j 39.2526-0.00590462j -99.9422+0.60901j 119.44-0.145573j 59.0153+0.469002j -183.718-0.194602j 5.25583-0.373515j 131.644+0.412212j 36.5164+0.0677359j -110.737+0.214041j 40.6941+0.161491j -1.71102-0.648181j 69.7163-0.935377j -20.3486-0.0982468j 41.4787-0.0690159j 4.40991-0.503285j 10.7209+0.247287j 2.38844-0.22479j 
