1.26778-1.27802j -1.88711-0.819584j 0.158836+0.088393j 0.723137-1.05791j -1.52434-0.839199j -0.612843+0.395252j -0.377264-0.545249j 0.577974+1.00919j -0.243386-0.676073j -0.445131+0.265526j 0.852252+1.73763j -0.603696-0.501577j 0.843004+0.204911j 0.823258-0.471826j -0.242166+0.0146076j -0.957812+0.0771137j 0.415543-0.684047j 0.155319-0.585374j -0.0285867+2.1362j -0.450739-0.603584j -0.224712+0.523456j 0.20602+1.15783j -0.352171+0.199709j 0.724481+0.44482j 1.23776-1.72273j -1.11347-0.773685j 0.223075-0.436867j 1.31747-2.06397j -3.41903-0.355641j -1.94073-0.617171j -0.700895-3.38547j -0.440102-0.891214j -0.766803-2.10994j -1.21136+2.24855j -1.42606+0.479795j 0.13206-0.473751j 0.0378971-0.23296j 1.607-1.37043j 1.13559-0.804107j -0.820878-0.9425j 1.72275-1.84686j 0.287122+1.16549j 0.837222-0.101057j 0.454358+0.196739j 1.34593+1.00458j -0.139319-0.536932j -0.831699+0.025976j -0.319412-0.808224j -2.76209+0.420732j 1.5086-0.240228j -0.0630553+0.755579j 0.572243-0.00164791j 0.084473+0.791673j 1.10407-1.32761j -0.408823+0.359981j -0.464249-0.0195694j -0.0426576-1.24908j 2.02072+1.19819j -0.572913+0.874304j 1.23283+0.217734j -2.03537-0.884866j 0.0366967+0.265192j -0.0378559+0.0823243j 1.05459-0.0399222j -1.65155-1.66764j 0.064917-1.95281j -0.203927+0.431723j 0.287335+2.99799j 2.36812-1.05724j 
-0.11958-0.0261622j -0.481586-0.0237104j -0.778595-0.495571j 0.985639+0.518545j 0.471395+0.888885j -0.602189+0.418566j -0.604139-0.110922j 0.195798+0.0948935j -1.41166+0.392851j 1.24692-0.297862j 0.00730609+0.591048j 0.146908-0.764399j -0.154192+0.554217j -0.437374-1.21154j 0.60785+0.621508j -0.25434+0.245498j 0.302259-0.231544j -0.469941-0.793477j -0.764367-0.777416j -0.722547+0.730356j 1.36302+1.36641j -0.233178+1.17262j -0.157853+1.08975j 1.4239-0.54921j -0.898906+1.33663j -1.88153-0.816842j 0.0248909+0.053156j 0.422316-0.193363j 0.423639-0.0606389j 1.31307+0.237465j 0.617594-0.538842j 0.0595624+0.156754j -3.23855-0.459885j -2.20199-0.829176j -5.53298+0.691822j 0.652888+0.0574171j 2.44097-0.0796967j 6.24399-0.215931j 2.58344+0.421617j 9.64831+0.0610488j 1.2834-0.931952j -10.9343-0.101743j -6.16057-0.548055j -8.03017-0.218264j -6.59153-0.777096j -0.092411-0.035204j 7.37267-0.114688j 5.43957+0.338365j 13.2757+0.0105235j 9.70092+0.132758j 6.91762-0.434624j -6.83341-0.679624j 2.89451-1.10607j -5.90014-0.614613j 7.49618-0.547019j 3.74465-0.4858j -12.3805+0.39131j 0.90086+0.274539j 8.59678-1.39323j 1.07591-0.460798j -8.4701+0.331445j 2.86459-1.56687j -1.25201-0.0897937j 3.53898-0.857802j -1.18239+1.1239j 2.1199-2.15019j 0.537638-1.05331j 0.830665+0.376405j 0.304897+0.125781j 
-0.53296+0.222836j 0.301998-0.442839j 0.978996-0.259069j 0.758687+0.670244j -0.692881-0.739905j 1.03851-0.285081j 1.29845-0.592588j -0.48973-0.0797829j 0.648095+0.0311876j -0.304382+0.52101j 0.736311-0.0375412j 0.379632-0.0821768j -0.450573-0.890303j -0.0955663-0.404891j -0.287602-0.565706j 0.36915+0.694508j -0.795438+0.0929143j 1.15798+0.494169j -0.0893217+2.08721j -0.400764+0.0228701j 0.415807-1.51051j 0.803+0.0183067j 0.439579-0.820716j -0.0352812-0.90332j 2.09387-1.09619j 0.653171+0.158259j -1.79755-0.486284j 0.520981+1.22627j 1.20469-0.237413j -1.50619+0.639118j -0.951781-0.879671j -1.10642+0.589539j 5.16543-0.941593j 1.43149-0.284092j 12.5569+0.624299j -2.75776+0.957205j -5.62387-0.0307159j -17.2636-0.276158j -10.1584-0.0200372j -23.0516+0.800532j -1.37108-0.274114j 26.5272-0.414386j 13.6282+0.232123j 20.1115+0.0166198j 17.0236-1.83704j -0.785004+0.0524376j -17.1101+0.289292j -13.7782+0.394304j -34.9253+0.274517j -20.9334-0.668376j -14.0667-0.312908j 13.4154+0.0539007j -5.8008-0.472488j 14.5033-0.0557322j -19.0241-0.42996j -9.80137+0.421224j 28.7064-0.118661j 0.636113-0.371593j -20.5769-0.477535j -6.56275-0.406127j 16.6869+0.499269j -6.59038-0.937929j 0.383997+0.482963j -11.5647-0.231261j 1.83099+0.68907j -7.18538-0.631152j -2.41216-1.14553j -1.58043+1.37304j -1.69793+0.346956j 
0.0712913-0.244912j -0.301091+0.35383j -0.898768-0.143978j 0.0657994+0.540005j -0.00732929+0.375652j -1.21283-0.313245j -0.44666-0.19314j -0.0972469+0.827238j -0.859141-0.696434j 0.264253+0.169015j -0.525859-0.332361j -0.851103+0.225136j 1.04763+0.0281009j 0.114428-0.678248j 0.440004+0.423884j 0.740669+1.40558j -0.666791-0.284043j 0.64722-0.244839j -0.494644-0.0658521j 0.38367-0.274788j 0.326565-1.0112j 0.0857827-0.140173j 0.315758+1.24739j 0.150609-0.437868j -0.826184+2.17829j 1.10707+0.783025j -1.34012-0.0623325j -2.37043+1.44494j 0.236966-0.157821j 2.26234+1.66702j 0.462844-0.122693j 0.110866+0.149693j -1.47311+0.0359724j -0.77837+0.188939j -3.4437-0.245222j 0.482308+0.14167j 1.62653-0.026609j 4.89517+0.159994j 2.74516-0.133176j 6.31981-0.181745j 0.185028-0.25094j -7.16063+0.569384j -3.71112+0.226041j -5.27808-0.00819305j -4.10003-0.297333j -0.0497221+0.289013j 4.46434+0.0466933j 3.25757+0.368977j 9.24601+0.287016j 6.2475+0.800873j 3.93952-0.101633j -4.72407-0.0677254j 1.43802-0.345403j -3.64717-0.186893j 5.43513-0.588166j 2.84397-0.386032j -8.07421+0.352296j 0.0949545+0.108172j 5.39528+0.132472j 1.58134-0.0673397j -4.33337+0.270387j 2.22604-0.37739j -0.449411-0.665104j 2.67877-0.20094j -0.386614+0.128473j 1.68119-0.169214j 0.705237-0.251383j 0.461071-0.882931j -0.476972+0.134131j 
0.479165-0.237753j 0.0165572+0.496364j -0.921107+0.350539j -0.0691109+0.457449j 0.167327-0.383344j 0.0457365+0.968787j 0.327202-0.583722j 0.251113-0.174528j -0.301099-0.161303j -0.420733+0.747862j 0.00205878-0.873263j -0.719461+0.0632277j -0.633724-0.575993j 1.01467-0.762244j -1.23345-0.567347j -0.563962-0.520677j -0.827186-0.458363j 0.0962646+0.18365j 1.20575-0.545531j -0.879794-1.08534j 0.365572+0.0254802j -0.487102+0.618282j 0.462451+0.525295j -0.136416+0.0241383j 0.259095-1.08908j -0.467052+0.00944825j 0.225549-0.890948j -0.863757+0.148424j -0.725634-0.355149j 0.805139-0.0435763j -0.36306+0.633084j 2.00354-0.0284084j -0.833907-1.21937j -0.96406-0.196692j -3.46372+1.57252j 0.51221-0.754818j 0.608112+0.0532314j 3.26589+0.524498j 1.45434+0.106794j 4.68091+0.495669j -0.451408+0.38656j -6.14937-0.346439j -1.27551+0.138168j -5.76398+0.779091j -3.50007-0.412236j -2.03994-0.947135j 4.77274+1.298j 2.86967-0.192833j 8.34014+0.0860458j 3.99794+0.0474805j 4.37296-0.133539j -3.14263+0.508704j 1.7076+1.23637j -3.39188-0.771629j 5.53358-0.750223j 1.56991+1.81487j -6.70514-0.546615j -1.32432-0.443545j 4.51348+0.185281j 0.799416-1.53692j -4.24986+0.579967j 1.23481-0.268537j 0.930935+0.993144j 2.96787+0.459388j -1.66593+1.27311j -0.148567-0.465462j 1.53689-0.368049j -0.356674-0.656786j 0.502096+0.364934j 
-0.0555577+0.0294851j -0.0381055+0.262544j -0.295316+0.721517j 0.660919-0.802258j 0.618628-0.246802j 0.499046+0.826167j -0.0135611+0.3687j 0.0529528-0.0326365j 0.112894+1.14103j -0.0326601-0.983181j 0.476993+0.269315j -0.427444-0.183217j 0.289966+0.223202j -1.13281+0.0917467j 0.431316-0.49072j 0.0561646+0.19782j -0.383477-0.413746j -0.801586+0.470428j -1.05617+0.461342j 0.255292+0.810766j 1.48804-0.695114j 1.15071+0.55387j 0.980085+0.514109j -0.0479021-1.12745j 1.15312+1.08737j -1.17866+1.51336j -0.0485257-0.292068j -0.276578-0.242253j -0.233491-0.412091j 0.403154-1.17499j -0.491681-0.54093j 0.573003+0.578002j -0.542761+0.228368j 0.357727+0.444397j -0.364492-0.0328042j 0.794424+0.780352j 0.22531+0.114441j 0.637571+0.291326j 0.104492-0.326599j 1.72377+0.401316j 0.599878+0.13559j -1.45425+0.174459j 0.168008-0.394179j -0.767084+0.69378j -1.63205-0.124455j -0.148925+0.487938j 1.23903+0.125034j 0.836848-0.313505j 1.88968+0.462384j 0.160929-0.376901j 0.508189+0.301372j 0.313913-0.417346j 0.085541+0.120154j -0.437847+1.1663j 1.32996+0.0154547j 0.785439+0.2814j -1.22515-0.640502j -0.266296-1.09914j 0.834636+0.250279j 0.0589607-0.0440637j -0.108973-0.0772913j 0.479405+1.1294j 0.738086-0.633725j 0.418269+0.503263j -0.19104+1.03422j 0.47431+0.549379j -0.494777+1.43007j 0.777564-0.0774389j 0.0272627+1.06589j 
0.127839+0.776186j -0.662663+0.145127j -1.12277-0.457377j 1.15363-1.3265j 0.129296+0.521953j 0.647638-0.97627j -1.45057-0.934757j 0.739345-0.369922j -0.3286+1.13523j 0.476131-0.429778j 0.6114-0.675406j -0.960203-0.72485j -0.143026+0.333913j -1.47219-0.457749j -0.168593+0.0157497j 0.493296+0.427863j -0.0361787+0.12802j -0.0872528-0.90456j 1.45695+0.852979j 0.164631+1.59302j 0.228899-1.37613j 1.46449-0.173156j 0.125843+0.139942j -0.925749-1.67464j -0.201179-1.44133j -1.65465+1.18836j -0.608951+1.49165j 1.20434-0.801292j -0.874168-0.138707j 1.05991+0.463111j 0.944009+0.286069j 0.894454-0.130969j -6.83854+0.773735j -3.24082+0.513109j -12.9884+0.39116j 2.22225-0.100363j 5.93295-0.0594491j 17.4687+0.501759j 10.1895+0.966491j 24.5701-0.389139j 1.01429-0.152719j -28.6453+0.371639j -14.7486+0.482253j -21.8819+0.1838j -18.3971+0.336902j -0.0748158+0.183708j 18.5217-0.47008j 14.8384-0.0572428j 36.5848-0.285744j 22.6854-0.55806j 15.0253-0.851225j -15.1401+0.897335j 5.67812-0.212504j -16.5359+0.219445j 19.5052-0.315527j 9.55106+0.022686j -30.1155+0.790775j 0.434929-0.373286j 20.8578-0.534049j 5.62422+0.845171j -17.6054+1.00512j 5.88029-0.256798j -0.143173+0.549629j 11.1209+0.630309j -2.30461+0.137647j 5.64548+0.578715j 0.724334+0.289182j 2.11814-0.387163j 1.11799-0.0247846j 
0.566604+0.457832j 0.402062+0.111067j 0.122792+0.433954j -0.624671-1.01347j -0.620122+0.390826j -0.453263+0.409611j -0.323618-0.352257j 1.21998-0.703448j -0.740196-0.888309j -0.105235-0.149654j 0.547394+0.63395j -0.391898+0.214558j 0.377848-0.184882j -0.249071-0.61081j 0.189188+0.589935j -1.56268+1.14601j 0.633065+0.634741j -0.665554+0.071194j -0.345814+0.564909j -0.688344-0.53822j -0.179613+0.263956j 0.0909943+0.665344j 0.373684-0.61505j 0.768409-1.03855j -0.0841473-0.531465j 1.0515+0.889976j 0.564761+0.718875j -0.0695781-0.418338j -1.18008-0.905429j 0.242236-0.137033j 0.497429+0.443557j 0.156965-0.733914j -1.35581+1.40518j 1.69894+0.840375j -1.99536+0.754449j 0.281057+0.471649j 0.269996-0.624384j 1.58836+0.81221j 1.41435-1.71695j 3.01589+0.396847j -0.398441-0.97851j -4.74763-0.958076j -3.49649-0.785728j -2.59176-0.186696j -2.77814-0.571729j -0.42711+0.0151044j 3.00847+0.722884j 1.13147+1.01792j 6.1291+0.631994j 3.61529-0.289373j 2.56574+0.202106j -2.31377-1.51147j 1.95097-1.37681j -4.06481-1.75118j 2.40087+0.168617j 2.57837-0.45556j -4.91083-0.604291j -0.202364-0.104222j 4.02874+0.923635j 1.55197-1.27383j -4.26886+0.704619j 1.42355-0.332792j 0.591767+0.870314j 0.406442-0.98635j 0.185622-0.694836j 0.234113+1.38982j -0.361898+0.895553j 0.272806-0.582245j 0.549847+0.268261j 
-0.166492-0.33206j 0.0907355+0.241113j 0.0219115+0.601106j -0.00707199-0.188957j 0.906888-0.445422j 0.163338+1.25921j 0.585515+0.912739j -0.337392+0.220137j 0.16569+0.676041j -0.290415-1.1077j 0.289376+0.792502j 0.000404287-0.277352j 0.694827+0.49872j -0.366814+0.297225j 0.847428-0.400736j -0.585167+0.166567j -0.134869-0.812464j -1.01805+1.03838j -2.32066-0.170176j 0.269337+0.21113j 2.26163+0.276367j 0.534612+0.893731j 0.592649+0.748604j 0.901709-0.578125j 0.880639+2.2921j -1.09247+1.29683j 0.512749-1.62978j -1.38257-0.615501j 0.145443-0.00867135j -0.498059-1.17637j -0.729497-0.258364j -0.0864909+0.248799j 2.00612+0.191581j 0.965891-0.347012j 3.69587+0.0331498j -0.0622087-0.0712456j -1.62547+0.0333621j -4.95618+0.109466j -3.21992+0.0390442j -6.21436-0.12898j 0.298306-0.398867j 7.48258+0.0443454j 3.83094-0.636753j 6.2593+0.287581j 4.84446+0.602626j 0.275707-0.0717566j -4.83214-0.0732191j -4.09257-0.696713j -9.95008+0.101717j -7.11016+0.162737j -3.97653+0.408316j 4.40822-1.33838j -1.50995-0.043942j 5.08393+0.543425j -4.59763+0.231491j -2.55461-0.00494989j 7.97836-0.692245j -0.361251-0.365542j -5.87972-0.321399j -1.61607-0.147787j 4.47354-0.045025j -1.02958+0.744147j 0.636635-0.281849j -2.98272-0.0973116j 0.794449+0.454506j -1.44151-0.727057j 0.19779+1.0459j 0.285605+0.227613j 0.469905-0.400558j 
0.249705+0.0732982j -0.270989-0.21865j -0.0522764-0.703555j -0.363706+0.214368j -0.412859+0.0641728j 0.00829102-1.27532j -0.0667739-0.478755j -0.615494-0.115237j 0.478781-0.843665j -0.11426+0.475282j 0.138526-0.637872j -0.294149-0.564446j 0.0202536+0.661137j 0.655099-0.0322271j -0.532431+0.41661j -1.002+0.665154j 0.185356-0.497452j 0.264813+0.237597j 0.557575-0.6199j 0.125526+0.241593j 0.323933+0.131877j 0.18515-0.252832j -1.29878+0.177962j 0.125811+0.192856j -2.19102-1.0914j -0.545564+0.979733j -0.0354107-1.00126j -1.30217-1.94881j 0.0642118+0.370288j -1.2286+2.2931j 0.549721+0.182512j -0.536446-0.228577j -0.592524+0.200718j -0.912984-0.0278357j -0.782496+0.113939j -0.685279-0.259092j 0.614936+0.0750171j 1.37783+0.694078j 1.58349+0.780857j 2.32461+0.143666j 0.457689-0.391863j -3.86665-0.0827368j -2.17724-0.00128585j -2.50648+0.16769j -1.16187+1.01709j -0.405727-0.585309j 1.60348-0.548568j 1.09062-1.01942j 2.88022-0.382845j 0.805084+0.0625211j 1.63107-0.141284j -1.14705-1.021j 1.06656-0.229398j -1.71658+0.781092j 2.5026+0.95048j 1.08338+0.886505j -3.29252-0.460407j 0.39688-0.30424j 1.36534-0.391353j 0.880885+0.407902j -2.64054+1.30204j 0.592885+0.81924j 1.94604+0.339026j 1.71332-0.361218j -1.07311+0.40652j 0.4092-0.645856j 0.0769242+1.06541j 2.12178+1.02155j 0.372949-2.34762j 
-0.238441-0.746053j 1.03425+0.107303j 0.478609+1.86369j 0.938484-0.11532j -0.510933-0.717731j 1.34878+0.362621j -0.577461-0.614223j -0.737834+0.0528467j 0.433814+0.240703j 0.773197+0.854139j -1.50356-0.472899j -0.153918+1.13084j -1.25573+1.10874j -0.860689-1.34098j -1.42544+1.58711j -1.00789+0.234493j -1.26786+1.19087j 0.336817+0.115604j -0.457252-2.28868j -1.64585+0.741281j 0.169435-0.84086j 0.756266+0.867616j 1.11628-0.595382j -0.144909+0.594096j -1.32498-0.852408j -0.0514188+1.02287j -1.37346-0.83567j -0.194377+1.05833j 0.353662+0.171454j -0.31792-1.22003j -0.55354+0.237454j -0.626797-0.965503j 3.71749-0.264454j 1.70788+0.400411j 9.56029+0.0221275j -1.75968-0.35523j -3.6293+0.413639j -10.8978+0.162809j -6.15083+0.34403j -15.0596+0.247271j -0.468873+0.381006j 18.1253+0.057806j 9.38376-1.35867j 14.3173+0.454059j 10.9834+0.269771j -0.0774827+1.24339j -11.2423-0.549929j -9.46854+0.169144j -23.2671-0.413388j -14.4816+0.735832j -10.1456-0.425588j 9.67172-0.0699117j -3.2791-0.237831j 10.509+0.126482j -13.0828-0.534707j -4.72704+0.0337621j 19.1136+0.175531j -0.81802+1.06127j -13.7603+0.0764731j -4.43709+0.486199j 12.1273-0.183021j -4.23965+0.240848j 0.36081-1.01212j -7.10297-0.43524j 3.15215+0.29586j -4.12443+0.967287j -0.925555-0.682163j -1.386+0.431346j -0.15291-0.274287j 
0.328542-0.193879j 0.160421+0.288975j 0.0218117+0.51511j -0.770148-0.672874j 0.278211-0.0507053j -0.477922-0.150364j -0.1459+0.74375j -0.700564-0.0299349j 0.882136-0.0232325j -0.167651-0.389516j -0.299664-0.50521j -0.192714+0.506599j -0.124878+0.437306j -0.422245+1.20267j 0.0630684+0.0539995j 0.494227-0.437309j -0.102914+0.333671j -0.341772+0.225433j 0.462979-0.776889j 0.933362-0.100957j -0.613047-0.418772j -0.0694552-0.96075j 0.154871-0.461402j -1.04323+0.460769j -0.63703+0.0210453j 1.05797+0.76029j 0.629288+0.324068j -0.331463-0.531099j 0.698679-0.077869j -0.0748423-0.580354j -0.486051-0.496891j -0.293182+0.296424j 2.19362-0.521213j 0.634058-0.368407j 5.81232+0.636612j -1.08865+0.574651j -2.67669-0.0451235j -8.28331-0.0743082j -5.30391-0.203281j -10.5824+0.474997j -0.266961-0.536838j 12.4148-0.216682j 6.41475-0.366446j 9.66922+0.0788217j 7.99183-1.18853j -0.724991-0.0551201j -7.83109+0.202209j -6.61151+0.23589j -16.6007+0.213306j -9.6612-0.0325774j -6.03226-0.0504088j 6.10179-0.619817j -2.5012-0.472123j 7.1823-0.359792j -8.98279-0.406743j -4.51021+0.148283j 13.0423-0.237343j 0.101467-0.13732j -9.30582-0.415158j -3.42516-0.497451j 7.11865+0.0182203j -2.67864-1.02262j -0.198654+0.119031j -5.43846-0.565659j 0.922904+1.05786j -3.23155-1.039j -0.945047-0.577623j -0.645155+0.573876j -0.651144+0.435561j 
0.849988+0.60876j -0.0817763+0.0245388j -0.784444-0.219582j -0.305482+0.592655j -0.758791-1.0335j 0.225436-0.0986585j -0.0252801+0.670735j -0.86742-0.413293j -0.335012+1.0133j -0.0361701+1.03559j -0.175791+1.65585j -0.552447+0.501074j -0.0341721+0.242295j -0.0286198+0.883103j 0.0357362+0.550477j 0.158634+0.439093j 0.430896+0.321077j 0.182049-0.142007j -1.06654-0.264841j -0.731222-0.0653434j -0.242453-0.0947742j -0.290675-0.158402j 1.10176+0.67588j -0.419407-0.233831j 0.541978-0.619631j -0.0888412-0.361649j 0.632831+0.0688033j -0.28379-0.606627j -1.06973-1.33888j 0.112048+0.550549j -0.149492-0.207917j 1.38324+1.24411j -0.00979574-1.72753j 0.261333+0.347096j -1.34062-0.866696j -1.1112+0.0197685j 1.71095+1.57537j 3.55256+0.0168087j 0.821055+0.324479j 2.8982+0.77318j 0.156562-1.09334j -3.71386-0.133741j -1.45433-0.581243j -2.59384-1.15229j -0.5379+1.57659j 0.0880092+0.56006j 3.38176-1.01871j 2.55013+0.485586j 3.38076+0.412942j 3.09579-1.01803j 0.641748-0.0813563j -1.57571-0.104982j 0.786068+0.800272j -0.693576-0.718694j 1.22155-0.318975j 2.30432-0.888473j -2.96336+0.256882j 0.235851+1.45385j 1.84537+0.576674j 0.293188-0.896348j -1.56502-0.250712j 0.58954+0.138867j -0.343539+1.5915j 1.26254+0.972926j -1.15318+0.683005j 0.319792-0.354531j 0.0300147+0.906679j 0.221347-0.538493j -0.00319992+0.244977j 
0.216752-0.639949j 0.226916-0.757578j 1.02195-0.657815j -0.938631+1.43525j -0.172262+0.95011j 0.730435+1.04337j -0.116026-0.408692j -0.0334003-1.50584j -2.13162+0.086843j 0.0469799+0.882445j 0.895788+0.0881018j 0.725333+0.14247j -0.352022-0.933193j -0.23927-1.268j 0.555648+0.093304j 0.221343+2.48428j 0.805894-0.707415j 0.398561+0.710391j -0.112606+0.83328j -2.12826+0.509876j 0.813005+1.16926j 0.608209+1.17796j -0.777951-0.2354j 0.521709-1.15113j -0.176334+0.0183746j 0.714355-2.1469j 0.186515-1.11252j -0.0567134+0.843042j -0.391028+0.768142j -0.393859+0.332042j 0.29899+0.124191j -0.413705-0.112075j 1.52287-0.200681j 0.576815-1.23476j 0.890065-0.422805j -0.00400651-0.40001j -0.587097+0.381495j -0.307779+0.531849j -0.875206+0.151127j -1.14152+0.60015j -0.603552+0.945207j 1.06518-0.153433j 0.575444+0.740215j 0.48352-0.303597j 0.808382+0.222165j 0.211022-0.0612566j -0.509831+0.260646j -0.206684+0.450272j -1.10597-0.22877j -1.34079+0.327889j -0.752887+0.103996j 0.397412+0.381241j -0.782048+0.0862937j 0.067891+0.756882j -0.134079+0.378295j -0.738758-0.158571j 1.22139-0.000327833j -0.206854+0.273939j -0.502757-0.258008j -0.517935-0.286861j 1.59035+0.376512j -0.386975+0.366999j 0.501593-0.367962j -0.392288+0.686858j -0.559633-0.617951j 0.543096+0.428643j 0.781254-0.0531838j -0.651069+0.0776963j 0.0125701-0.539234j 
0.963668-0.616142j 0.331338+0.114184j 0.36345+0.677615j -1.81345-1.0452j 0.719478+0.72113j -0.169231+0.278919j -1.01225+1.0918j -1.33996-1.29343j 0.182844+0.779669j -0.255339-0.577622j 0.310144-1.15299j -0.350551+0.903974j -0.393051+0.39381j -1.87026+1.71027j 0.600636+0.0604956j 1.53625+1.19602j 0.35818+0.0103324j -0.619476+0.851683j 1.14041-0.596097j 0.649916+0.93366j -0.45302-0.594465j 1.13258-1.18546j -0.0291913-0.879046j -2.36652-0.515939j -1.30205-0.0745109j 2.08692+0.691839j 1.39522+0.321406j -0.65147-0.890297j 0.184751+0.292122j 0.0178222-1.17005j -0.894916-0.239896j -0.263599+0.147154j 3.74998+0.170963j 1.30446-0.675773j 8.36469+0.361801j -0.638893+0.361668j -3.65223+0.317476j -9.78235+0.832869j -6.75143+0.653458j -13.0147+0.469293j -1.1777-0.090785j 15.53+0.101719j 7.91293+0.180193j 12.2397-0.0833586j 9.14544-0.562504j -0.331652+0.426109j -9.6219-0.206403j -7.68759+0.533311j -20.3797+0.0809036j -13.0089-0.0356926j -8.29717-0.435942j 7.50793+0.00615133j -4.28011-0.586868j 8.77195+0.57534j -11.3405-0.144538j -5.70198-0.100821j 16.557+0.122681j -0.656143-0.148756j -12.1625-0.572784j -4.62092+0.12851j 10.415+0.705913j -4.13478-0.65125j 0.199963-0.203604j -6.85365+0.636461j 1.91582+0.712986j -3.77239-0.0427146j -0.55086+0.0389336j -0.925065+0.170009j -0.0589845+0.220544j 
0.431026-0.378744j 0.141817+0.325603j -0.649775+0.413034j 0.155021+0.470077j 0.301584-0.00858007j -0.00574547+0.966527j 0.195455-0.512557j -0.391379-0.31819j -0.2172+0.310267j -0.424322+0.394918j 0.605402-0.977961j -0.416871-0.0426814j -0.762519-0.375214j 0.356336-0.405163j -0.635157-0.614184j 0.104309-0.146984j -0.500149-0.541311j -0.00803413+0.441224j 1.27011+0.0403684j -0.715802-0.563079j 0.661044-0.0207088j -0.13198+0.529097j 0.379708+0.187785j -0.44019-0.325823j 0.441733-0.843431j -0.191048-0.377989j 0.359729-0.780257j -0.369415+0.03661j 0.493193+0.0772134j 0.260051-0.219082j 0.176517-0.343589j -1.06834-0.168334j 2.02126+0.449107j 1.31495-0.0562591j 4.99092-0.742172j -0.914206+0.398061j -1.72742+0.00383381j -5.79202-0.0644222j -3.39625-0.231365j -8.19919+0.0862226j 0.016726-0.187683j 9.58509-0.0466478j 4.10109-0.524552j 8.26272-0.731626j 5.81301+0.08035j 0.878917+0.798167j -6.71361-0.647031j -5.00061+0.376483j -12.7392-0.1235j -7.32637+0.0981881j -5.76504-0.0455738j 4.91134-0.733037j -1.93807-0.747114j 5.41095+0.331115j -7.86226+0.241211j -2.58649-0.937727j 10.439+0.375716j 0.440054+0.415012j -7.23255-0.0747954j -1.95671+0.45086j 6.28474-0.218404j -2.00609+0.00125572j -0.531891-0.758153j -4.47032-0.588304j 1.74277-0.515272j -1.40289+0.389417j -1.0966-0.0584784j -0.33679+0.325438j -0.438592-0.159559j 
0.192901-0.252555j -0.111546+0.127225j -0.57192+0.230859j 0.222276+0.100608j 0.351262+0.577402j -1.19096+0.39999j -0.589656+0.375393j -0.128195+0.219541j -0.614403-0.166328j 0.802127-0.160432j -1.03688+0.0121141j 0.0542415+0.262853j -0.150514+0.486088j 0.0872768-0.396638j 0.227525+0.604816j 0.0579073-0.471202j 0.360452-0.15959j -0.621037-0.810186j -0.00952205-2.072j -0.129087-0.111103j -0.420949+1.50302j -0.836586+0.39512j -0.558722+0.719674j 0.384503+0.939785j -1.87533+1.30165j -0.637189-0.780766j 0.91405+0.232556j -0.182634-0.460265j 0.12895-0.174332j 1.49996-0.144804j 0.255424-0.650231j -0.225155+0.551513j -0.0726582+0.0526641j 0.405206+1.03195j 0.751883-0.235462j -0.19613+1.30653j -0.289239+0.0795654j -0.499825+0.178248j 0.267483-0.778173j -0.732023+0.860659j -0.221567+1.35625j 0.842755+0.168713j 1.98649+0.703615j 0.228506+0.829756j 0.0108744-0.877473j -0.59182+0.653657j -0.761792+0.529579j -0.00676367+0.111825j -1.44753+0.713997j -1.32341-0.697199j -1.46933+0.291235j 1.97974+1.06776j -0.593896+0.379741j -0.382933+1.16125j -0.609847+0.809008j -0.0827426+0.761686j 1.98914-0.663395j 0.376044-0.87957j -0.841604+0.917517j 0.125635+0.0777928j 1.90462-0.00164288j -1.42081+1.39268j 1.51161-0.194777j -0.332837+0.432668j -0.663246+0.404631j 0.0594337+1.52021j -1.60016+0.878246j 0.25718+0.286063j -1.11789+0.97491j 
0.693629-0.218721j -0.198525+0.867572j -1.75911+0.140866j 0.141689+0.623406j 1.05485+0.0421728j -0.739925+1.46096j 0.688052-0.452489j -0.556352-0.151556j 0.0285919+0.511186j -1.01741+0.181934j 1.24174-1.6304j -0.852363-0.586868j -0.86466-0.839787j 0.98661+0.199766j -0.833102-1.98722j 0.532845-1.26484j -0.796817-1.45611j -0.228403+0.602888j 2.4439+0.325506j -0.0413256-1.32868j 1.04342+0.0720783j -0.756883+0.400955j 0.395694+0.919414j -0.946755-0.351129j 1.34268-1.01344j -0.927257-0.47653j 1.14602-1.17186j -0.837831-0.5711j 0.582704-0.152341j 0.933312-0.231738j -0.296631-0.482293j -0.560511+0.683173j 2.34072+0.600477j 1.13006-0.241764j 3.92002-0.641064j -0.349559+0.481871j -1.63739-0.19389j -5.50241-0.13625j -3.26124-0.284889j -7.62889+0.0456471j -0.390919-0.273639j 8.79806+0.0294213j 4.11108+0.393545j 6.97019-1.1242j 5.29111+0.00918433j 0.784101-0.214579j -6.49683-0.216276j -4.39521+0.175752j -11.4982+0.233062j -7.05523-0.274957j -5.08518+0.298446j 4.21658-0.492421j -2.45967-0.390927j 5.16611+0.480569j -6.83005+0.787836j -3.29859-0.577981j 9.74814+0.160993j 0.240407-0.429368j -6.81754+0.0124075j -1.53769+0.137323j 5.6546-0.0572199j -1.97745-0.0317077j -0.37865-0.127567j -4.16269-0.00471192j 1.02866-0.411726j -1.54023-0.257422j -0.56346+0.598582j -0.0718812-0.0956283j -0.315445+0.130732j 
