0.168562-0.0816108j 0.308562+0.0569917j -0.41704+0.0677984j 0.75081-0.18147j -0.00286306-0.910457j 0.483335+0.0403717j 1.14313-0.23007j -0.271827+0.509319j 0.720018+0.348979j -0.126323-0.323334j 0.175742+0.0395891j 0.315534-0.619571j 0.40899-0.743213j -0.165428-0.9343j 0.427457-1.02399j -0.90613-0.060638j -0.043208+0.121316j -0.558941-0.0108567j -0.317176+0.341573j 1.47174+0.0460466j 1.4163+0.0654638j -0.0139451+0.657867j -0.349281+0.434333j 0.737149-0.572919j -0.27154+0.174303j -0.647672-0.970226j -0.842592-1.42929j 0.122649-0.772869j 0.055327-0.982086j -0.189202-0.383927j 0.210173-0.391041j 0.019468-0.879493j -1.13025-0.169967j -0.509694-0.901674j 0.123733-1.32924j 0.723684+0.989929j -0.0214289-0.992122j -0.210163+0.120607j -0.374375+0.220749j -0.38068-0.429058j 0.230302-0.699671j -0.948201-0.190832j -0.658551+0.139647j 0.931756-0.394685j -0.257518+0.548387j 0.917262+0.377916j 0.507968+0.849506j 0.624683+0.490157j -0.00997271+0.635327j -0.647101+0.0874588j 0.461632-0.218782j -0.823659-0.605596j 0.45076+0.310463j 0.316883-0.536761j 0.615719-0.245372j -0.688579+0.132481j 0.394118-0.00487369j -0.656889+0.934181j 0.526151+0.508181j 0.433796-0.382271j 0.83125-0.35919j 0.0350789-0.0337405j -0.228364-0.505272j 0.743655-0.214098j 0.00714747-0.13317j -0.217614+0.187203j 0.0556758-0.355417j 0.518984+0.640889j 1.3189-1.14225j 1.4369+1.13916j 
0.0350914+0.0860025j -0.0960648-0.120874j -1.5929-0.241308j 0.406651+0.278486j 0.177399+0.027241j -2.35513-0.0592619j 0.72511+0.555892j 1.68524+0.177877j -2.87927-0.244509j 3.00043+0.414951j -0.320657+0.0521535j -5.38916-0.84046j 1.8433+0.640915j 0.590447+0.385817j -1.80047+0.116972j -5.94032-1.54944j 5.3542+0.813229j -6.18322-1.06373j -5.04606-1.06584j 0.179442-0.441697j -1.76018-0.532295j -7.92943-1.75521j -6.52598-1.35247j -3.66682-0.588749j -5.36937-0.847769j 12.1703+2.71915j 0.936597+0.0814012j 2.39733+0.520511j -0.892648-0.315786j 6.62056+1.61587j 3.84521+0.795638j -7.9786-1.53713j 7.95891+1.55834j -3.41476-0.93283j -8.05406-1.30248j -0.0558959-0.139107j 2.9234+0.682307j -8.45626-2.06645j 7.95219+1.54356j -3.87763-0.194802j -6.48886-0.806748j -0.69624+0.133727j 2.00907+0.867586j -2.94107-0.363957j 12.3073+2.29458j -5.73752-1.74239j 4.231+0.261266j -5.98611-1.82783j 7.63245+1.50358j -1.81502-0.2506j -0.202686-0.433819j -4.40937-1.89713j 6.26118+1.51089j -5.25204-1.51057j 6.42769+1.18145j -2.65942-0.767922j 0.124272-0.0514972j -2.52639-0.444441j 5.34435+1.34005j -1.11336-1.02372j 3.82464+1.39817j -3.10073-0.500122j 1.88561+0.345312j 0.570007-0.307702j 2.66514+0.641887j 0.64405-0.291962j -1.09642+1.23726j 2.37802+2.00574j -0.0661041-0.762959j -0.849201-0.534563j 
0.00916646-0.0931665j 0.196723-0.0162099j -0.079849-0.0458439j 0.26166-0.0473676j 0.0418654-0.127839j 0.33505+0.129501j 0.205048+0.066829j -0.251894+0.0895443j 0.239646+0.248458j -0.814384-0.0979769j 0.274949+0.0507839j 0.403405-0.144381j -0.181366+0.0466829j 0.371264+0.268267j 0.167423+0.237818j 0.552263-0.52011j -0.650938-0.106162j 0.893037-0.126612j 0.234896-0.11282j 0.306364+0.103132j 0.289099+0.231436j 0.70155-0.0327417j 0.534809-0.029679j 0.0341495+0.0945414j 0.409521-0.0737471j -1.25361-0.226598j -0.35533-0.581522j -0.376745+0.0929627j -0.114205+0.043292j -0.726512-0.34039j -0.29052-0.0270429j 1.12431+0.297513j -1.3826+0.166057j 0.274662-0.402541j 1.14001-0.0332198j 0.0884413+0.165793j -0.322141+0.0775617j 1.31771-0.0221332j -1.15689+0.263334j 0.300416-0.155488j 0.797421-0.436907j 0.142197-0.40949j -0.147023-0.10217j 0.0337475-0.205267j -0.998865+0.932174j 0.606582+0.121563j -0.410222+0.168003j 0.555847-0.313579j -0.556993-0.184202j -0.109815+0.17164j 0.300289+0.206351j 0.0193157+0.331969j -0.375014+0.222385j 0.828138+0.744948j -0.913084+0.20565j 0.205728+0.184411j -0.801488+0.308202j 1.01723-0.239404j -0.228638+0.533301j 0.19848+0.684404j -0.863026-0.0414823j 1.28269-0.0580409j 0.135529-0.319839j -0.0841578-0.349405j -0.068335+0.691038j 0.348484-0.835705j 0.0593786+0.568168j -0.269445-0.744587j -2.832-0.499738j 0.459098-2.46623j 
0.164928-0.114627j 2.8149+1.64552j 10.5815+2.1789j 1.30194-0.644037j 0.814669+0.620166j 21.9129+7.24801j -4.0567-2.35119j -15.832-3.91824j 23.2361+8.51173j -32.6481-11.715j 5.4538+3.01328j 45.1713+12.9742j -17.1351-2.36751j -1.11315-0.814463j 14.7705+5.29354j 54.7831+15.6047j -51.3649-14.0484j 58.3747+16.4525j 45.833+12.099j 3.61742-0.254362j 19.5479+4.50789j 74.3526+19.8646j 58.4911+15.5747j 32.9366+9.08157j 49.0792+13.2355j -112.703-28.8202j -16.5275-4.92708j -23.5531-6.32229j 4.46122+0.213292j -60.9145-14.6277j -34.9411-7.58409j 73.7109+17.9447j -71.2849-18.221j 31.9063+8.10695j 69.7485+16.8754j 1.27776-0.0844229j -32.5802-6.74166j 69.7432+16.1965j -73.8605-16.866j 35.4669+8.05247j 60.9369+13.8082j 4.35779+1.5573j -23.8227-5.17713j 15.7503+3.01633j -114.048-24.1905j 48.7193+10.3036j -33.4668-7.5171j 59.2581+11.8386j -75.4749-15.4309j 19.1298+4.34196j -2.60228-1.0386j 45.2447+9.88209j -59.5527-11.4912j 52.0635+10.0272j -56.183-10.4492j 15.6062+2.1529j -1.67615+0.0547094j 16.3324+5.66706j -45.7636-8.41715j 6.1227+1.55249j -35.1736-4.47729j 24.3906+2.88906j -16.6232-3.47456j -4.96736+0.101892j -22.6706-4.76724j 1.56932+1.20029j -0.624647-2.16672j -11.1197-1.76473j -2.42081-0.3731j -0.639892-0.531691j 
0.060492+0.0790796j 0.397918-0.066926j -0.41463-0.0820136j 0.643396+0.406646j 0.419705+0.0471909j 0.489525+0.532666j 0.183259+0.611851j -0.465773-0.171039j 0.0396821+0.408409j -1.2793-0.684456j 0.354892+0.305769j 0.554592+0.2065j -0.436946+0.284298j 0.42303+0.430248j 0.167576+0.458785j 1.35508-0.330411j -1.39512-0.494653j 1.59703+0.285294j 0.729324-0.0339831j 0.857599-0.404668j 0.90287+0.04314j 1.69712-0.0316633j 1.204-0.000628884j 0.405815-0.0315701j 0.822641+0.166219j -2.62216+0.0480042j -1.14883-0.669435j -0.853819-0.113395j -0.471802-0.386637j -1.30881+0.271436j -0.670349+0.00378651j 1.72859+0.248955j -1.0953-0.00867832j 0.982747-0.473496j 1.049+0.141511j 0.0776679-0.108132j -1.35896-0.0738166j 0.664022-1.04553j -1.69505-0.196472j 0.707743+0.71085j 1.2038+0.744477j -0.101225+0.323247j -1.18104+0.377302j -1.16645-0.316535j -2.24199-0.0639219j 0.871013-0.980813j 0.372261-0.605712j 2.08619-0.685412j -1.95305-0.181734j 0.671246+0.324531j -0.552732-0.771865j 1.91469-0.96853j -1.52821+0.220049j 1.64829-0.32911j -0.629284+0.0667577j -0.894879-0.824606j -0.0559892-0.0182011j -0.393838-0.195509j -0.568022+0.622196j -0.315572-1.52692j -0.526389+1.00308j 0.0400229-0.21608j -0.046019-0.00536108j 0.261161-0.571944j -0.199194+0.478785j 1.08525-0.377195j -1.87025+1.24652j 0.948769+2.41628j -0.679713-1.06515j -0.822122-1.17965j 
-0.0300693+0.293983j -3.81967-0.397272j -15.9687-1.13293j -1.14137+0.985411j -0.959004+0.301316j -33.0782-2.53986j 5.98376+1.54934j 24.1624+0.646923j -35.5112-3.62135j 49.085+4.53468j -7.78407-1.50456j -70.0037-3.95336j 25.3484+0.052837j 1.93881+0.167664j -22.5727-2.11862j -83.1643-4.54083j 76.5991+4.18128j -89.2008-4.32265j -68.3842-4.33409j -4.0973-0.170825j -27.9464-1.66551j -111.179-6.4328j -88.7712-4.85954j -47.7592-2.11501j -73.8354-4.1986j 170.196+8.55518j 23.8843+1.54053j 36.6035+2.6916j -6.05785+0.590864j 90.6809+4.44858j 52.3651+1.42447j -111.19-4.42749j 104.395+5.66085j -49.7647-2.05491j -103.466-3.50278j -2.07021-0.797158j 49.0078+1.23918j -105.38-1.49409j 110.526+3.49385j -52.7343-3.19844j -89.7789-3.26173j -6.3468-1.60435j 34.8711-0.12197j -25.1739+0.829911j 168.904+5.28541j -73.5829-0.296537j 48.3059+2.14629j -88.6212-2.11963j 110.79+3.71418j -28.3664-1.16314j 4.78771+0.712404j -67.7858-0.217202j 88.9598+0.784567j -77.8299-2.14306j 82.4687+2.03556j -22.2553+0.365328j 1.83959+0.113524j -24.6185-1.38948j 68.6392-0.524705j -5.68979+0.214283j 48.8857+0.983078j -34.9344+0.400018j 24.1561+1.38599j 4.846-0.0570986j 31.0127-0.113024j -0.0568337-0.682016j 0.237534+0.412823j 16.1984+1.79313j 4.51748-1.27314j -0.649181+1.04592j 
-0.191356+0.140237j -1.42986-0.58474j -5.57037-0.29352j -0.17463+0.177985j -0.430061-0.251433j -10.715-1.79975j 2.48531+0.741525j 8.04169+0.996185j -11.548-1.99292j 16.4858+3.11442j -2.63938-0.886147j -23.3249-3.073j 8.27427+0.29114j 0.723612-0.24217j -7.55012-0.890574j -27.5792-3.69825j 25.0706+3.15263j -29.5382-3.3953j -21.9588-3.10089j -1.38404+0.354828j -9.71279-1.16971j -36.4864-4.59951j -29.1717-3.44883j -15.5701-1.99502j -23.7822-2.63701j 56.2334+7.52963j 8.36372+1.89509j 11.8657+1.03033j -2.02665-0.547318j 29.6453+3.40206j 17.6398+2.0719j -36.836-4.18385j 34.7031+4.08572j -15.4905-1.73428j -35.4596-3.07862j -0.704502-0.494909j 16.066+1.43292j -35.2863-3.46144j 36.5794+3.06109j -17.6658-2.53317j -30.3109-3.03964j -1.34973+0.0342295j 11.7502+0.879007j -8.21406-0.872854j 55.802+5.00283j -23.7702-1.68368j 16.5861+1.28992j -28.6589-1.4053j 37.0373+3.5161j -10.0177-0.975274j 1.53806+0.333042j -21.929-2.23931j 29.579+2.51059j -25.6553-1.5578j 27.6179+2.43473j -6.92528-0.954823j -0.234337+0.77344j -7.75991-0.346193j 22.7662+0.834272j -1.60461-0.439946j 16.3942+1.88597j -12.1789-0.265039j 7.67038+1.20317j 2.29068-0.995814j 10.2596+0.618075j 0.813126+0.53252j 0.529346-0.338207j 4.93503-0.230057j 0.989122+0.376397j 0.0151633-0.0453616j 
-0.409266+0.680456j -6.39322-2.64828j -25.8392-5.45064j -3.10494+2.08255j -2.0049-0.000239507j -53.1742-16.0031j 9.07215+5.84493j 39.3202+8.01108j -56.7096-20.0793j 79.3588+25.2273j -12.4969-6.36843j -111.718-29.1464j 43.3065+4.50857j 2.72261+1.63998j -35.8891-12.0887j -134.701-34.0509j 126.682+29.6046j -144.523-35.6877j -111.618-25.5058j -7.25592+0.0140637j -47.9649-9.02971j -182.163-42.7868j -144.041-32.9423j -80.6483-17.462j -120.662-29.1492j 276.9+62.1442j 39.6424+10.2426j 58.1711+14.7043j -10.5176-0.0739584j 148.261+32.2942j 87.0645+16.6972j -180.935-38.0557j 173.859+37.0571j -79.6361-18.5161j -172.111-34.2782j -2.5975-0.790501j 80.9242+14.4192j -175.004-32.0619j 182.841+34.6924j -86.0275-18.2889j -149.912-28.7247j -9.61861-3.5603j 59.2677+9.19712j -40.5134-6.74065j 280.773+48.9592j -123.206-20.6464j 81.8656+14.471j -147.06-24.4179j 185.299+30.9044j -48.001-9.25021j 7.38234+3.9334j -113.979-19.0608j 148.341+23.352j -128.027-20.9369j 138.878+19.8274j -38.4511-3.54588j 3.98229+0.671999j -40.612-10.5899j 116.866+15.2318j -14.7023+1.5095j 84.066+9.01085j -59.7036-3.75887j 39.7288+7.2024j 11.3905-0.835829j 55.197+4.8469j -1.54422-1.3969j 1.89309+2.41695j 25.6911+4.89667j 7.01126+0.15158j 0.458883+1.21706j 
0.106377-0.208519j 2.32742-0.137671j 6.86894+0.267155j 0.421543-0.650224j 0.820624-0.234552j 15.803+0.656864j -3.05274-0.357407j -11.3496-0.24752j 16.7988+1.14366j -23.6481-1.09415j 4.0241+0.2352j 32.7722+1.68104j -11.1245+0.100088j -1.10276-0.0120317j 10.8725+0.457428j 39.113+1.31385j -35.7035-0.562419j 41.7132+1.27391j 31.3413+0.893044j 1.24735-0.40594j 12.6619-0.191906j 51.2089+1.2564j 40.972+1.3339j 22.4862-0.27264j 33.9547+0.886643j -78.2164-2.18359j -11.3058-0.0154173j -16.4367-1.07074j 2.78074-0.355734j -41.2813-0.787577j -23.973-0.216734j 51.0768+0.887956j -48.2391-0.108825j 22.587+1.12284j 48.1045-0.139118j 0.425422+0.406131j -22.1076-0.146155j 49.2872+0.0344006j -50.6517-0.182927j 23.6726+0.648547j 41.1217-0.175074j 2.40796+0.53775j -16.4167+0.748366j 11.8487+0.174847j -76.4898+0.299095j 34.0609-0.369549j -22.1459+0.495827j 39.8332-0.0541719j -49.9191+0.435903j 12.8955+0.143483j -2.16308-0.603023j 31.6537-0.268896j -40.6019+0.504595j 34.7784+0.17606j -36.78+0.662235j 9.92108-0.562895j -0.526205+0.0561865j 12.1595+0.249043j -31.6135+0.758602j 3.11233-1.69368j -20.9183+1.49365j 15.2128-1.1487j -10.8462-0.1685j -1.77627+1.31552j -14.6317+1.68242j 0.210134-0.713907j -1.44432+0.453973j -6.38768-0.216518j -2.40094+0.0192641j 0.558986+0.441358j 
-0.0420564+0.0755003j -0.0851483+0.182275j -1.07008-0.703252j -0.400068+0.485542j -0.0282737+0.229507j -2.35213-0.526289j -0.0873028+0.399655j 1.6694+0.216507j -2.42925-0.98785j 3.59829+0.464769j -0.671604-0.023138j -4.59282-1.31681j 1.58225+0.112522j -0.243745+0.335009j -1.66231-0.572154j -5.16739-1.018j 5.30173+0.908699j -5.83945-1.07399j -4.51933-1.21407j -0.0195171+0.41629j -1.76058-0.0461121j -7.30373-1.60106j -5.77436-1.36751j -3.24353-0.942216j -4.99854-1.29686j 11.2698+2.2608j 1.91319-0.205296j 2.47222+0.331375j -0.158435-0.417132j 5.78288+1.17773j 3.59735+0.675184j -7.47053-1.31745j 6.95979+1.80116j -2.90879-0.470016j -7.00652-1.63093j 0.047233-0.0408874j 3.35348+0.131301j -6.3825-1.75325j 7.6408+1.36338j -3.95468-0.962322j -6.56177-1.10875j -0.45013-0.40504j 2.27012-0.165945j -1.5549-1.35528j 11.5733+2.31738j -4.36652-1.01643j 3.70374+1.26467j -5.59514-0.625158j 7.7416+1.04112j -2.15016-0.202723j 0.909164-0.0918798j -3.99415-0.122933j 5.9638+0.963022j -5.08316-0.566453j 5.58913+1.34928j -1.01453-1.09259j 0.184523+0.0265945j -1.20282-1.12584j 4.60396+0.979781j 0.308661-0.272581j 2.70108+0.825672j -2.46365-0.758031j 1.69791+0.709106j 0.95621+0.230107j 1.95036+0.531973j 0.369524+0.684896j -1.30482-1.29064j -0.728428+1.30455j 1.03729-0.487989j 0.73069-0.629743j 
0.114364+0.151268j 1.46286+0.351519j 7.48881+1.29547j 0.369655-0.975292j 0.226031+0.0179684j 14.9179+1.27581j -2.63767-1.49044j -10.5813-0.729141j 16.3071+1.95554j -21.7626-2.91219j 3.48474+0.802461j 31.2372+3.40029j -11.4635-0.16544j -1.45957-0.505688j 10.7796+1.44216j 37.0638+3.5752j -34.7652-2.40996j 40.33+3.54901j 30.6331+1.53409j 2.21556-0.261118j 12.6476+1.58859j 50.2543+3.74155j 40.2196+3.04752j 21.6979+0.819001j 33.9903+2.04196j -74.8311-5.62555j -9.62792-1.39561j -17.3502-1.63408j 1.71417-0.423165j -40.4087-2.28831j -22.4379-1.82344j 49.2208+3.28696j -47.3462-3.63555j 22.2773+0.480019j 46.9897+4.6041j 0.292999+0.439731j -21.6965-0.937333j 46.5019+2.99068j -50.2325-2.99109j 22.7423+2.11178j 39.9791+3.24018j 3.87456-0.530195j -15.458-0.53998j 10.4119+0.090223j -75.8635-3.66363j 33.1865+0.618413j -22.4726-2.14793j 41.1974+1.10745j -49.2774-2.97119j 12.574+1.57509j -1.84733-0.41543j 29.3169+0.504775j -38.6584-1.75804j 35.2973+1.64971j -36.6606-1.53335j 9.08066-0.85296j 0.219758+1.59964j 12.7107+0.755333j -31.3207-1.19624j 2.97593-1.07377j -20.4414-0.241597j 15.7233+0.69708j -10.4624-0.165724j -3.88264-0.943913j -14.8194+0.378788j 1.79133-1.4573j -1.58706-1.32707j -8.76177-0.482435j -1.24591+1.27608j -0.283526-0.567199j 
-0.0238082+0.00366978j 1.14732-0.123304j 3.75299-0.760278j 0.116377+0.134488j 0.0526101+0.0801734j 7.7119-1.4847j -1.53475+0.523694j -5.78788+0.796918j 7.87448-1.83474j -12.2906+1.71809j 2.18115-0.157884j 16.4649-3.10761j -5.78156+0.944237j -0.010577+0.550032j 5.60365-0.880101j 20.0671-3.74261j -18.3227+2.8113j 20.0893-4.21583j 16.9946-2.17675j 1.05658+0.157825j 6.51331-0.579187j 26.3484-3.84912j 21.2494-3.53432j 11.6475-1.38141j 17.3691-2.82196j -41.0564+6.80264j -5.48276+0.744887j -8.9237+1.27788j 1.44038-0.609788j -21.2114+4.22289j -11.8111+1.86194j 26.211-5.27626j -25.5116+3.26138j 10.9771-2.87444j 24.0974-3.9631j 0.516877+0.0250111j -11.4264+1.77522j 24.6043-4.07028j -26.345+3.98019j 12.3371-0.918866j 20.8885-3.82984j 0.584063+0.114884j -8.55835+1.51712j 5.46743-1.40692j -40.1108+5.88405j 16.8499-2.47905j -12.1666+1.96798j 21.1821-2.62228j -26.4748+3.71803j 6.33845-0.581497j -1.09819-0.132366j 14.7521-1.64241j -20.2542+3.00355j 18.612-2.86963j -19.9964+2.68874j 4.41547-0.327361j -0.194508-0.248689j 5.18053+0.519311j -16.2047+2.22033j 3.65499+0.736303j -11.5084+0.918173j 8.60668-1.03043j -6.48743-1.08898j -1.10079-0.473509j -8.11456+0.621407j 0.158688+0.215914j -0.138152-0.627816j -4.37956+0.821378j -0.783986+0.214295j 0.0435574-0.514715j 
0.0357709-0.328679j 0.926372+1.69098j 6.56806+3.78417j 0.970597-1.16508j 0.0832829+0.439438j 12.4858+10.1159j -1.69935-3.25649j -9.3241-5.70531j 13.2506+12.279j -19.0457-16.5802j 2.65032+3.99056j 26.72+19.2248j -11.5545-3.35568j -0.924202-0.834089j 8.2619+7.17114j 32.7269+21.72j -30.7526-19.3077j 34.0063+24.0541j 26.8901+17.203j 3.01601-0.0975428j 11.185+6.42177j 44.1234+28.2148j 34.9765+22.6623j 20.6235+12.5668j 29.3566+18.9618j -67.2791-42.7844j -9.37157-7.05593j -13.672-9.84847j 2.798+0.424517j -37.6774-20.49j -21.7974-10.6698j 44.7058+26.5623j -42.8688-24.5268j 19.4673+12.7577j 43.1265+23.1113j 0.519824-0.309674j -20.5573-9.82281j 43.6771+22.7322j -45.5888-24.4624j 20.0269+11.7201j 37.3968+18.6921j 2.7001+2.37634j -16.0178-7.07231j 10.638+4.83557j -70.3785-34.6699j 30.4089+15.4634j -20.2598-9.22359j 36.6564+17.3162j -46.6114-21.7761j 12.4627+6.70925j -1.44403-2.47218j 30.0241+13.3506j -37.5884-17.3407j 32.2274+15.1849j -34.6509-15.6438j 10.2564+2.10056j -1.26213+0.969527j 10.1569+7.74619j -29.9357-11.4372j 4.01673+0.193765j -20.9057-7.06661j 16.1967+4.64749j -9.86713-4.4472j -3.51474-0.168026j -13.5233-5.84726j 1.36124-8.53337e-05j 0.857131-1.0028j -6.46047-3.27876j -1.61823-0.781221j -0.274303-0.548276j 
0.0265801-0.0920334j 0.51179-1.09891j -0.0338172-1.18137j -0.430608-0.270837j 0.268533-0.439691j 1.37287-4.07841j -0.570777+1.01032j -0.804654+2.14685j 1.63405-4.30435j -2.41288+6.18897j 0.708338-1.5648j 2.72003-6.35789j 0.21504+1.9689j -0.317095+0.35576j 1.34921-2.67151j 2.98264-8.58847j -2.07938+8.61555j 2.86235-9.17962j 1.29697-7.20782j -0.831091-0.433917j -0.00869527-3.23757j 2.17856-11.6459j 2.15555-8.81642j 1.2382-5.96494j 1.70454-7.85134j -3.26013+16.4715j -0.17479+2.98907j -0.832571+3.11077j -0.198162-0.640298j -0.972928+9.27135j -0.451945+4.65367j 1.949-10.8803j -1.74957+11.7003j 0.779829-4.55122j 2.34893-10.5477j -0.538742+0.43979j -0.15975+4.44196j 2.61435-9.6864j -1.78205+10.7557j -0.0243755-4.5722j 0.917699-9.35325j -0.384457-0.697601j -0.55836+4.01024j 0.823008-1.48373j -0.823937+16.5205j 1.20601-6.87096j -0.879887+5.50421j 0.615011-8.02008j 0.243258+11.0014j 0.0585806-2.40595j -0.458911-0.0511581j 0.959393-6.18512j -0.380243+7.8842j 0.254591-6.7724j 0.665826+7.86859j -1.09294-2.00556j 0.970321+0.518383j 1.83126-2.51425j -1.1485+5.94612j 0.0131945-2.83167j 3.03817+5.24372j -1.17655-3.25518j -0.158626+1.65916j 0.85779+1.37921j -0.147398+4.9148j -0.121235-2.01429j -1.70635+1.29791j 0.574911+1.40338j -0.393822+0.239643j 0.499904+0.944791j 
-0.806687+1.0692j -12.8764-2.2817j -46.1508-4.17888j -4.668+4.01005j -4.88584+0.200168j -97.1647-13.5844j 17.0049+6.16226j 71.4368+5.73267j -102.775-19.01j 145.556+23.0885j -23.7053-6.39534j -203.526-24.3343j 76.0732+2.28348j 5.69592+1.39536j -65.4065-10.6399j -243.958-27.4941j 227.777+24.4332j -262.405-28.8445j -202.329-20.5989j -12.1616+3.13083j -85.4357-7.90736j -328.526-33.7934j -262.278-26.7355j -145.459-13.2565j -216.86-23.0139j 501.031+48.1717j 72.0133+7.97027j 105.366+12.7226j -18.6828+1.81108j 266.892+22.0462j 154.561+11.4767j -328.453-26.7254j 312.836+28.2267j -144.196-14.5455j -309.858-23.8084j -4.47407-1.2628j 144.669+8.89892j -314.605-22.0229j 328.472+24.0003j -154.188-12.8585j -268.064-19.8476j -19.0953-3.38627j 106.335+4.42874j -72.721-3.21838j 503.911+31.5355j -218.853-13.5967j 146.41+11.3034j -262.273-14.8066j 331.87+19.1911j -85.0225-7.18459j 11.2911+4.87123j -203.59-11.3978j 264.654+12.7733j -229.96-12.1009j 248.86+12.5997j -67.66+0.409213j 4.62903-0.227429j -75.1106-9.51944j 206.5+9.90848j -25.8684+0.883476j 147.647+0.474791j -107.714+2.13365j 71.065+4.49159j 17.8124-2.08771j 101.748+1.95344j -3.19621+0.750678j 4.66963+4.0116j 45.8462+3.11298j 13.2815-1.36219j -0.218039+1.39933j 
-0.205485+0.114793j -0.762824-0.564922j -3.50894-0.0991715j -0.212439+0.0525214j -0.343626-0.337132j -5.92126-1.51794j 1.43578+0.633937j 4.67543+0.692493j -6.1653-1.77954j 9.40236+2.77421j -1.43415-0.802839j -13.2134-2.42193j 5.28445+0.179016j 0.364729-0.366238j -4.07788-0.91498j -15.8888-2.91413j 14.7103+2.65701j -17.1923-2.9321j -12.878-2.31436j -0.924421+0.369088j -6.01354-1.05329j -21.3483-3.62661j -17.1032-2.66425j -9.22954-1.71496j -13.7333-2.09908j 32.9988+5.755j 4.98643+1.56889j 6.81866+0.616601j -1.254-0.472095j 17.4188+2.59777j 10.6534+1.68166j -21.8491-3.34007j 20.7699+3.21154j -8.91956-1.3427j -21.2731-2.56622j -0.498715-0.0927888j 9.77078+1.23655j -21.2117-2.96187j 22.0072+2.52101j -10.7037-1.82471j -18.2678-2.57414j -0.709303+0.0879681j 7.21579+1.02607j -4.60489-0.515347j 33.9123+3.85415j -14.235-1.65119j 10.0973+1.09002j -17.3861-1.07419j 22.7772+2.73348j -5.95842-0.985019j 0.687266+0.608772j -13.5832-1.9795j 18.309+2.23639j -15.7099-1.20619j 17.0011+2.00607j -4.32724-0.573705j -0.321916+0.597613j -4.58133-0.224784j 14.169+1.06487j -1.63047-0.514656j 10.6892+1.29361j -8.20756-0.0957554j 4.57273+0.703619j 2.05429-0.848395j 6.76225+0.566338j 0.699218+0.418076j 0.515768+0.000617813j 3.16897-0.729599j 0.348035+0.39446j 0.271812+0.206827j 
0.0358785-0.169759j 2.07233+0.419167j 5.99645+0.0824954j 0.139177-0.8924j 0.61959-0.0673283j 13.7921+1.03202j -3.04239-0.849877j -9.14593-0.224878j 15.1511+1.35457j -20.5532-2.40774j 3.76303+0.911845j 27.5786+1.84674j -9.01451+0.886502j -1.25846+0.14215j 9.237+1.19132j 33.2011+1.77066j -30.1798-1.00254j 35.8077+1.00237j 26.268+1.48728j 1.12064-0.692297j 10.5582-0.235921j 43.3371+1.2259j 34.5385+1.64845j 19.0364+0.357344j 28.9718+0.859717j -66.2182-2.29517j -9.77421+0.12534j -13.8414-1.1174j 2.48079-0.630225j -35.7295+0.162426j -19.6072+0.783484j 43.7041+0.289561j -40.4905-0.792405j 20.2807-0.0784221j 39.988-0.704705j 0.155414+0.153865j -18.2834+0.583511j 40.0281-0.65703j -42.0342-0.0220373j 18.7141-0.174219j 35.0542-0.929842j 2.41722-0.533956j -13.8059+0.549589j 9.37653-0.582916j -63.4307+1.53096j 27.4804-1.12553j -18.436-0.424228j 32.4057-0.488665j -41.4203+1.74117j 10.4453-0.799064j -1.42607-0.640921j 24.9551-2.50509j -32.6858+2.30101j 28.8933-0.554296j -30.3304+1.22408j 7.39621-2.20674j -0.368562+0.810895j 8.58892+0.325735j -24.702+1.33791j 2.37349+0.829949j -16.9975+2.94632j 12.1766-1.44551j -7.05033-0.623475j -1.35171+1.00955j -12.2188+0.354026j 0.998459-0.326461j -0.664943-0.716337j -5.86058-0.269622j -1.72013+0.246626j 0.084159+0.117129j 
-0.396161+0.56236j -0.885701-2.02063j -5.55261-4.83995j -1.29168+1.1802j -0.995525-0.185916j -10.244-13.6849j 1.02013+4.6032j 7.9303+7.06677j -10.331-17.1215j 14.4896+21.0513j -1.5212-5.0505j -21.4986-25.8054j 11.0268+5.08218j 0.227952+1.27254j -5.82451-10.077j -26.5375-29.6806j 26.2622+26.1473j -29.5714-31.4378j -22.4406-23.5022j -2.01479-0.362143j -10.7715-8.457j -37.8212-38.0364j -29.2263-30.4071j -17.8338-15.4607j -25.026-25.6605j 58.2515+55.7228j 8.04029+8.60536j 11.3116+13.2398j -2.58416+0.0620479j 31.7959+28.1126j 19.2918+14.8425j -38.3028-35.1723j 36.7589+32.6113j -16.8286-16.3904j -36.5653-30.2535j -0.327544-0.667416j 17.9848+14.3283j -37.7384-30.7381j 40.353+32.7851j -17.0844-16.2967j -33.3181-24.9044j -1.91482-2.74784j 13.76+9.2018j -9.1416-6.45565j 62.3711+47.0712j -28.3373-20.6815j 17.396+14.446j -33.5475-24.6005j 40.6152+29.6914j -10.376-6.88361j 1.15238+3.23899j -25.6484-17.0354j 33.0087+22.8885j -29.56-20.5641j 31.6057+20.5823j -9.46628-4.05338j 1.66286+0.504056j -7.39882-9.39335j 26.8984+16.7168j -4.18986-0.499858j 20.6589+10.2151j -15.1597-6.53778j 8.37304+6.48434j 4.22292+0.336621j 15.1355+7.00313j -0.442852-1.04348j -0.778458+1.73962j 5.2736+5.0248j 1.83231+0.638784j -0.0981714+0.846212j 
