0.168562-0.0816108j 0.308562+0.0569917j -0.41704+0.0677984j 0.75081-0.18147j -0.00286306-0.910457j 0.483335+0.0403717j 1.14313-0.23007j -0.271827+0.509319j 0.720018+0.348979j -0.126323-0.323334j 0.175742+0.0395891j 0.315534-0.619571j 0.40899-0.743213j -0.165428-0.9343j 0.427457-1.02399j -0.90613-0.060638j -0.043208+0.121316j -0.558941-0.0108567j -0.317176+0.341573j 1.47174+0.0460466j 1.4163+0.0654638j -0.0139451+0.657867j -0.349281+0.434333j 0.737149-0.572919j -0.27154+0.174303j -0.647672-0.970226j -0.842592-1.42929j 0.122649-0.772869j 0.055327-0.982086j -0.189202-0.383927j 0.210173-0.391041j 0.019468-0.879493j -1.13025-0.169967j -0.509694-0.901674j 0.123733-1.32924j 0.723684+0.989929j -0.0214289-0.992122j -0.210163+0.120607j -0.374375+0.220749j -0.38068-0.429058j 0.230302-0.699671j -0.948201-0.190832j -0.658551+0.139647j 0.931756-0.394685j -0.257518+0.548387j 0.917262+0.377916j 0.507968+0.849506j 0.624683+0.490157j -0.00997271+0.635327j -0.647101+0.0874588j 0.461632-0.218782j -0.823659-0.605596j 0.45076+0.310463j 0.316883-0.536761j 0.615719-0.245372j -0.688579+0.132481j 0.394118-0.00487369j -0.656889+0.934181j 0.526151+0.508181j 0.433796-0.382271j 0.83125-0.35919j 0.0350789-0.0337405j -0.228364-0.505272j 0.743655-0.214098j 0.00714747-0.13317j -0.217614+0.187203j 0.0556758-0.355417j 0.518984+0.640889j 1.3189-1.14225j 1.4369+1.13916j 
-0.462629-0.51405j -0.407351-0.431618j -1.83769-0.502387j -0.565052-0.324441j -0.926426+1.01718j -5.52309+0.35569j -0.0903628-0.082848j 4.04941-0.438836j -5.40837-0.707955j 6.84735-0.138966j -1.1433-0.667946j -10.5255+0.346989j 3.43871-0.653367j -0.273766+0.455989j -3.9435+0.361049j -12.3302+0.96164j 12.0614-0.596541j -13.3817+1.15027j -9.73823-0.106931j -1.35552-0.16307j -4.45088+0.85703j -16.5337+1.24468j -13.5088+1.10972j -7.09113+0.696042j -10.687+0.599147j 25.1138-1.05218j 3.37381+0.584039j 5.53935+0.374333j -1.05786+0.61321j 13.3221-0.776565j 7.74849-0.707867j -16.6384+0.981612j 16.5458-0.554672j -7.43875+0.225967j -16.1414+1.7099j -0.00154681+0.559222j 7.14698-0.878544j -15.5229+1.41985j 17.111-1.01038j -7.19566+0.898888j -14.1522+1.49815j -1.11809-0.131936j 5.19024-1.2422j -3.88046-0.159254j 24.8363-2.94375j -11.1274+1.04297j 7.57017-0.975291j -13.4376+1.65901j 16.3428-1.79186j -4.0498+0.526813j 0.836533-0.301072j -9.92384+0.816697j 13.1451-0.713322j -11.6932+1.31367j 12.0477-1.19254j -4.31298+0.496845j -0.36075-0.353468j -3.76791+0.46286j 10.1784-1.60188j -1.15534+0.0301576j 7.77493-0.727463j -5.39271+1.58694j 3.51015-0.347225j 1.0489-0.614494j 5.1502-0.654152j -0.550074-0.270859j 0.42374-0.154951j 2.28526+0.244617j 1.05428-0.507615j 0.354915+0.111787j 
-0.36906-1.54094j 9.68837+0.495077j 35.7793-4.28275j 3.44161-3.0371j 3.40543-0.906955j 77.7229-4.55387j -15.541-2.73645j -55.4338+7.78844j 83.299-2.72796j -116.082+4.55046j 19.6944+1.8832j 158.339-14.4365j -55.0759+12.188j -5.35006+0.285697j 52.6656-2.60378j 189.472-19.0107j -177.646+19.4998j 203.163-21.2834j 155.767-18.6491j 8.46794-3.78885j 63.9836-8.18741j 254.306-29.7199j 202.815-22.9964j 112.524-15.4597j 168.788-19.0653j -386.153+47.9261j -55.9591+6.52717j -81.2867+8.49974j 12.9231-4.40515j -206.39+27.2434j -118.827+18.3443j 252.031-34.3884j -239.828+32.6223j 110.979-15.1353j 237.227-33.86j 2.16131+0.382599j -109.168+18.9307j 238.985-37.4863j -249.905+38.8712j 119.727-16.1885j 204.717-32.3044j 14.5122+1.48926j -80.0075+16.1829j 54.2365-10.8478j -381.294+64.61j 165.806-29.5654j -110.435+17.3005j 198.196-35.8968j -250.606+44.3922j 65.0449-9.54572j -10.3746-1.04644j 153.395-27.3952j -199.348+37.0769j 173.638-30.9025j -185.622+36.2233j 49.4879-13.1711j -4.32784+1.92328j 58.8239-4.00427j -153.642+31.9788j 17.3765-7.61823j -108.849+28.7313j 77.4467-22.6289j -54.2255+7.87198j -13.0574+7.10263j -73.7854+17.2262j 3.64682-0.147597j -4.24968-3.69609j -35.3256+5.51656j -9.60349+2.78571j -1.01633-1.26712j 
0.612968+0.22806j -3.95476-0.714496j -14.5643-0.253032j -2.52994-0.296686j -1.83692+0.567131j -28.1927-1.7168j 4.14521+0.256654j 22.1838+0.649519j -31.5101-1.14177j 45.2808+3.33298j -7.4592-0.492306j -63.2283-1.34006j 21.8226+0.213947j 2.77231+0.00781122j -21.6845-0.729984j -75.216-2.51206j 69.7089+1.35373j -81.0146-2.40488j -62.9075+0.0705647j -3.1078-0.375126j -25.1925+0.299916j -102.102-1.76372j -79.9708-1.83861j -45.7039-0.89223j -66.9639-2.28408j 154.54+3.09846j 22.7172+0.095675j 32.0825+0.299154j -5.47109+0.344847j 82.4236+0.842544j 48.5716+2.06363j -100.328-1.84293j 96.2151+2.63307j -44.6355-0.496163j -95.3764-1.34162j -0.92653+0.130348j 44.5394+0.703629j -96.283-0.959341j 100.572+2.22933j -48.1004-0.953939j -82.6172-0.602531j -6.00241-0.216139j 32.3258+0.629032j -21.7181-0.882625j 153.033+3.75877j -67.0394-1.13085j 43.5495+0.815391j -80.1974-1.97375j 101.096+2.45063j -25.4838-0.964468j 3.79617-0.245764j -62.2351-1.67261j 80.7974+2.35539j -70.3497-1.39412j 76.1932+1.70289j -20.7129-0.367149j 1.95824-0.238666j -22.7912-0.0821335j 62.9278+1.64167j -7.20252-0.235059j 44.347+0.761432j -31.8787-0.940103j 22.1043+0.695328j 5.35973+0.307589j 30.0325+0.969187j -1.07732-0.230469j 1.67635+0.587546j 13.9066+0.0503679j 4.24012+0.580744j 0.111488+0.104415j 
0.353368+0.0902839j 1.98919+0.0482189j 10.1469+1.19372j 2.41781+0.608858j 0.382702+0.656332j 20.5579+0.0628815j -4.34488-1.36621j -15.2248+0.944635j 23.222+0.137138j -31.9466+0.237415j 4.91075+0.574519j 45.0038-0.985424j -15.2945+0.386482j -0.228927+0.525396j 14.1326-0.434357j 53.0518-2.02288j -49.9876+1.42515j 57.6183-2.29048j 43.2948-2.46569j 2.56682-0.46694j 18.257-1.48625j 72.2329-3.46934j 56.7511-1.06217j 32.393-1.65904j 47.1604-1.24546j -108.68+4.63424j -15.3001+1.07376j -23.0276+1.06712j 3.32702+0.179733j -58.5841+3.45318j -33.7379+2.09387j 71.094-3.03222j -67.8045+3.43307j 31.3396-1.75952j 67.9549-3.92957j 0.452039+0.25893j -30.3216+1.72746j 67.5905-4.26856j -70.6552+4.1368j 33.8633-2.21091j 57.6014-3.67317j 4.02069-0.111654j -22.6945+1.32289j 15.3349-1.77649j -107.026+7.36501j 46.6474-2.65254j -30.5172+1.81394j 56.0218-3.4356j -70.478+4.25738j 18.5737-0.933533j -3.0989-0.179938j 42.7802-2.68492j -56.556+3.45459j 48.9655-3.12115j -52.9551+3.97672j 14.5202-1.18754j -1.38297+0.175135j 16.2487-0.364477j -43.9339+3.49871j 4.90135-0.99768j -30.8713+3.52627j 21.9109-2.34611j -15.426+0.850935j -3.9563+0.95225j -20.71+1.76129j 0.908371-0.0748325j -1.03245-0.617622j -10.2908+0.396162j -2.93235+0.481233j -0.442325-0.18038j 
-0.191389+0.758858j 2.38426+0.606065j 4.73818-0.992216j 0.27847+1.00776j 0.0275818+1.39908j 14.2006+1.20081j -2.30835-0.919733j -9.55367-0.230612j 14.2554+0.74428j -18.2275-1.16406j 2.33656+1.02845j 28.7878-0.561932j -11.081+0.842208j -0.124438-0.173435j 8.86836+0.0542313j 33.5827-0.539539j -31.3023+0.152047j 36.4652-0.0584559j 28.2176+0.514638j 1.9366-0.652459j 11.777-0.495234j 45.2853-0.0344792j 35.7596-0.0901165j 20.5091-0.872455j 30.0753-0.582509j -69.2536+0.889853j -10.3187+0.9024j -14.4613-0.598874j 3.04606-0.424983j -37.4084+0.848841j -21.3223+0.580744j 45.6131-1.09332j -43.6521+1.61499j 19.811-0.0139887j 43.4162-1.17197j 0.550633+0.504514j -19.9294+1.35495j 43.1113-1.28591j -45.803+1.56435j 21.3913-0.635749j 36.7185-1.11005j 2.3417+0.197777j -14.6793+1.07998j 10.0882-0.0474341j -69.4807+3.22654j 30.3967-1.62274j -20.3568+0.363776j 36.6049-2.00677j -45.6947+2.08465j 11.6346-0.0613047j -1.03777-0.944947j 28.0312-1.29218j -37.191+2.11991j 32.0598-1.32224j -34.1404+2.04918j 9.5246-0.99655j -0.973799+0.290948j 10.2749+0.020478j -28.8012+2.40292j 3.50494-0.31051j -20.7758+1.47841j 14.8108-1.87261j -10.1264+0.283571j -2.16471+0.729308j -13.9988+0.949664j 0.895524+0.462231j -0.728408-0.969475j -6.23314+0.706868j -1.83746-0.178078j -0.148933-0.225873j 
-0.499168-0.656465j 2.8136+0.0364148j 11.0518-1.01529j 1.74416-1.52791j 1.1983-0.230043j 24.2956-1.32919j -4.25736-1.17214j -15.7925+0.756594j 25.092+0.041046j -34.7981+0.454697j 5.44003+0.178828j 47.4479-5.11839j -17.6783+2.37257j -1.18261-0.366275j 16.5778+0.372949j 57.1044-6.12435j -53.0019+6.06125j 61.1464-6.26434j 47.8468-5.29955j 1.8237-1.41376j 19.4578-2.65755j 76.105-9.15107j 60.177-6.91393j 33.1524-5.01747j 50.6538-6.13693j -115.488+14.3807j -16.9118+1.41422j -24.3443+2.98318j 5.07377-0.935006j -61.5938+8.97335j -35.1627+4.49134j 75.0797-10.6449j -72.748+10.1007j 33.1874-4.56152j 71.4963-10.2004j 0.924757+0.0382234j -33.4148+6.99444j 71.1269-11.3325j -75.5757+12.364j 35.644-4.99854j 61.3958-10.0427j 4.57256+0.436453j -23.7267+5.11457j 16.4582-3.52651j -114.233+20.4835j 49.3994-9.27473j -33.1357+5.28603j 59.7525-11.2526j -75.0747+13.8522j 19.8075-3.16122j -2.99475-0.740037j 45.8656-8.39409j -60.2158+12.1246j 51.8566-9.97829j -55.5898+11.6862j 14.515-4.02409j -1.74003+0.635845j 17.8381-1.38127j -46.201+10.0132j 5.11953-2.41905j -32.4982+9.12205j 23.4086-7.26093j -16.2387+2.50818j -4.05859+2.22638j -22.0586+5.43111j 1.42675+0.0795143j -1.12989-1.08211j -10.512+1.57276j -3.00742+0.996456j -0.305257-0.401095j 
-0.901222+0.283405j -0.747241-0.213041j -2.67651+1.53134j 1.22735+0.683419j -0.309416+0.748557j -6.73617+3.38289j 2.24349-0.319374j 4.15104-1.6357j -8.31722+1.94001j 11.9256-3.16249j -0.682486+1.57265j -12.7373+4.67925j 3.32172-2.59738j 0.950789+0.0174146j -5.05672+1.22598j -16.746+6.71109j 15.2402-5.4381j -17.6048+6.27706j -12.864+4.33452j -0.580189+0.0963896j -5.68683+1.83239j -22.2457+9.00007j -16.9665+6.15464j -9.00663+5.31467j -13.5188+5.69207j 32.9128-14.0735j 4.31309-1.90632j 6.67484-2.89663j -1.67758+0.753915j 17.4772-8.23076j 10.262-4.29234j -20.7482+9.41428j 18.8552-8.96191j -9.7326+3.84493j -19.2452+9.4245j -0.353661+0.366838j 9.10029-4.75099j -18.9836+10.5317j 20.6216-10.3544j -10.1033+4.19076j -16.8793+8.48291j -1.21999+0.520638j 6.34582-3.31619j -4.8363+2.676j 30.5969-16.2156j -13.2002+7.48995j 8.66268-5.08622j -15.7055+8.77909j 20.124-11.1045j -5.65649+2.67872j 1.33419+0.192791j -11.9895+7.05125j 15.7472-9.09666j -13.7495+8.04667j 14.0148-8.82709j -3.56745+3.04976j 0.0607365-0.6019j -5.18687+1.20815j 11.5844-7.42324j -1.10125+1.75376j 7.96191-6.68876j -5.83025+5.33551j 4.19608-2.0038j 0.579995-1.62045j 5.66488-4.21588j -0.262556+0.0986624j 0.721708+0.506835j 3.06641-1.44246j 0.482112-0.922301j 0.184386+0.0875505j 
0.713126+0.9794j -7.33627-0.819075j -25.7084+0.869695j -3.38649+1.44453j -1.90622-1.09712j -57.5634+0.633575j 9.96071+0.655128j 40.4115-2.06849j -60.1402-0.716216j 81.1935-0.0157083j -14.9407-0.848598j -115.349+5.67107j 42.45-4.68029j 2.08904+0.169182j -37.4327+0.0790356j -138.276+5.98298j 128.189-5.51397j -146.947+6.07116j -113.398+5.69807j -5.74474+2.69686j -46.8167+3.76592j -184.2+8.60722j -146.447+6.64698j -81.848+5.01926j -121.935+6.27578j 280.494-13.7546j 40.7774-1.21068j 59.2786-1.80938j -10.4751+1.84088j 149.027-8.26999j 85.6015-5.56286j -183.113+10.428j 175.541-9.81895j -80.6099+4.01658j -172.716+10.0584j -1.83584-0.244026j 79.9665-6.05931j -174.177+11.6625j 182.81-11.2312j -85.8885+5.08582j -148.464+8.71489j -10.1598-1.34638j 58.9538-5.6543j -39.7806+3.51333j 279.123-20.3146j -121.078+9.62482j 81.0831-5.19526j -146.138+11.3868j 183.061-14.1314j -47.2039+3.63134j 6.76445+1.43289j -112.755+8.4859j 146.231-11.9731j -126.862+10.1741j 136.16-11.1181j -36.6915+4.39401j 3.3817-0.490783j -42.0485+1.28393j 113.48-10.1978j -13.2453+2.47402j 81.2809-9.45845j -57.1587+7.77444j 39.8272-2.31543j 9.62844-2.54359j 54.0393-5.3242j -2.8551-0.157245j 2.40296+1.79706j 25.5904-1.83099j 7.33248-0.630652j 0.452573+0.553358j 
-0.399876+1.79526j -6.03717-0.0755499j -23.0819+3.76836j -0.743814+2.65517j -2.79227-0.155387j -49.0596+6.87304j 10.2929-0.0395062j 34.9507-6.07194j -53.742+4.13999j 72.6265-6.80025j -12.7549+0.0274572j -100.754+14.3138j 35.4609-11.0301j 3.16833+1.25267j -33.5675+2.05862j -120.463+18.651j 112.28-18.2323j -128.594+20.31j -99.4592+15.9852j -4.8786+3.52125j -41.0062+8.61044j -161.346+27.0692j -128.335+21.1474j -71.013+12.9114j -106.099+17.9479j 244.817-42.7003j 35.5928-5.02636j 52.0005-8.11735j -9.05527+3.40965j 129.766-24.3705j 73.939-15.2188j -159.301+30.3353j 151.277-28.5914j -70.8447+12.3341j -149.432+29.6783j -2.02077+0.557921j 68.9606-15.5573j -150.692+32.604j 157.704-33.1491j -74.9987+13.5052j -129.532+26.4014j -9.32102-0.476612j 50.3494-13.1585j -33.8401+9.30153j 239.58-54.6699j -104.183+24.7887j 69.9271-15.6772j -124.959+29.614j 157.16-37.0589j -40.7142+8.98544j 7.5434+0.825367j -96.6612+22.5878j 124.357-31.1737j -109.038+25.8243j 116.132-28.9337j -30.8457+10.3287j 2.64753-1.24314j -37.7188+4.06254j 96.2081-25.6632j -10.5172+5.90786j 68.1707-23.0014j -47.9596+17.4616j 33.9756-6.98823j 7.41394-5.2402j 45.663-13.7158j -1.73934+0.46047j 2.77331+2.42244j 22.5215-4.8873j 5.29145-2.28814j 0.341579+0.604698j 
-0.284568+0.523512j -1.69986-0.723593j -8.15143-0.967722j -1.06162+0.893855j -0.3248+0.546688j -17.8662+0.709723j 3.62258-0.969893j 12.4942-0.0236254j -18.9226-0.298515j 26.3135-0.0797566j -4.84075+1.83762j -33.2019+0.482885j 11.5386+0.337477j 0.56773-0.689134j -11.1499+0.434294j -41.7886-0.444859j 38.1183+1.64186j -42.8271-1.28094j -31.7029-0.450694j -1.36958-0.230588j -13.5659-0.484139j -54.5123-0.839114j -43.0547-1.88569j -23.953+0.74973j -34.7881-0.831058j 82.3985+2.31548j 10.9356+0.957911j 16.8805+0.49984j -3.18582-0.147351j 43.2842+1.1735j 25.7212+0.944111j -53.1703-2.1026j 50.0501+2.04633j -23.4209-0.825584j -49.52-1.74094j -0.354075+0.163543j 22.4961+1.98032j -50.3073-1.37259j 52.8172+3.24921j -24.8881-0.562775j -42.5681-2.47148j -3.02889-0.16909j 17.0117+1.37633j -11.5038-0.565454j 80.6442+4.9555j -34.3991-1.80553j 22.9564+0.9296j -42.2949-2.43337j 52.7329+2.71652j -14.1329+0.1449j 2.20084+0.245217j -32.6199-1.50577j 41.5286+2.98329j -36.3291-1.27861j 38.5299+2.51336j -10.3122-0.92717j 0.548774+0.109705j -12.3016-0.0418288j 32.0863+2.63308j -3.45513-0.356262j 22.6429+1.53613j -15.4877-1.16604j 11.5425+0.843809j 2.55203+0.171993j 15.1973+1.12936j -0.904389+0.066463j 0.918643-0.0814995j 7.59906+0.570641j 2.28602+0.00512821j 0.33522-0.0732678j 
-0.344129+0.338878j 2.73401-0.996952j 5.33821-0.925007j -0.962765+0.67209j -0.491306-1.26638j 17.3621-2.53856j -1.87901-0.997992j -12.3563+2.2146j 18.5864-0.306747j -26.3034+2.00221j 4.45109-0.654787j 34.2768-3.48374j -10.5074+3.3306j -1.67138+1.7749j 11.946-1.79394j 42.6291-5.5657j -38.0487+4.21243j 44.8275-4.35903j 34.29-4.94662j 1.99051-0.771538j 14.7512-2.11813j 55.9511-6.65971j 42.5386-5.66258j 24.2488-3.24378j 36.069-5.16636j -83.8431+11.695j -12.4658+2.07741j -18.3099+1.66123j 2.05135-1.78859j -44.9679+5.99041j -26.0508+4.10268j 53.8985-7.85353j -52.4384+7.40067j 24.5824-3.10622j 51.2245-6.8327j 0.409604-0.137541j -23.1482+5.1915j 51.4017-8.91168j -54.4167+8.84822j 26.2816-3.37385j 44.1103-7.52143j 3.86002+0.120533j -16.4541+3.72737j 12.6835-2.49804j -83.0471+15.6033j 34.7476-7.45839j -23.9173+4.87372j 42.4314-8.4124j -53.3545+10.838j 14.2227-2.04439j -2.36224-0.737139j 33.0103-7.29303j -42.1938+8.46113j 36.9481-7.59592j -39.7023+7.94679j 10.0362-2.70221j -0.361323+0.254438j 12.7528-1.11849j -33.0137+6.94726j 3.77572-1.75262j -23.6152+6.45052j 15.9458-5.4317j -11.7955+1.89383j -2.61344+1.00393j -15.5635+4.25021j 1.06203-0.0972215j -1.20187-0.513384j -7.29658+0.702514j -2.34472+0.590328j -0.165847-0.557797j 
0.118459+0.268302j 3.70507+0.325782j 19.4711-3.9176j 0.24271-2.40147j 0.462747-1.19411j 42.4892-3.44704j -8.82012-1.30372j -30.3669+4.71024j 45.7179-2.49307j -63.5419+6.81652j 10.8544+0.682393j 89.37-11.133j -30.8272+7.72783j -2.29341+0.705879j 29.5978-2.47083j 105.611-14.7581j -97.4208+14.4184j 112.889-16.6535j 86.4665-13.2948j 5.49207-3.08448j 36.4387-6.68859j 140.531-22.0485j 111.384-17.4691j 62.509-10.2324j 93.457-14.8706j -213.207+35.3123j -31.312+4.66863j -44.9235+6.44211j 7.51221-2.62303j -113.399+20.1187j -64.9817+13j 138.61-24.6485j -132.83+23.1635j 61.2314-10.2756j 130.383-24.0106j 1.55721-0.377856j -60.2631+13.6839j 131.12-26.7935j -137.307+26.9755j 65.9165-11.6353j 112.13-22.6262j 8.18704-0.00801972j -43.7864+10.7417j 29.8207-7.15059j -209.577+44.8996j 91.1593-20.6225j -61.1154+12.3108j 109.204-24.005j -137.513+30.6872j 36.0286-6.66024j -5.40601-0.315589j 84.4337-18.7062j -109.065+25.5458j 95.3487-21.0475j -101.58+24.7133j 27.1057-8.4073j -2.35376+1.34158j 32.8257-3.27599j -84.7066+21.1608j 9.09456-4.66006j -59.3317+18.26j 42.6994-14.4841j -29.6597+5.67515j -6.97725+4.52723j -40.09+11.3159j 1.50055-0.0110386j -2.11114-1.87798j -19.8201+3.93798j -4.58907+1.91849j -0.298534-0.568549j 
0.392726-2.69786j 6.5071-0.428949j 16.0191-3.19895j 0.942121-0.606982j 1.28088+0.268819j 35.5924-2.33066j -7.56122-0.908813j -24.9079+4.45149j 39.1623-2.10984j -53.5176+5.41013j 9.29205+0.585671j 74.46-9.54279j -26.3749+6.58438j -2.76257+0.151068j 24.5092-2.17699j 88.3671-12.8543j -81.737+13.7587j 94.2405-14.9213j 72.3028-12.1645j 4.31336-2.81207j 30.1532-6.27297j 117.386-20.128j 93.204-15.1857j 52.0603-9.28998j 78.1872-13.3368j -177.857+30.9058j -25.4029+4.06812j -37.697+5.92856j 6.36758-1.92531j -94.899+18.0626j -54.0603+11.759j 116.199-22.1415j -111.307+20.7445j 51.3226-9.17306j 109.188-21.935j 1.34867-0.283167j -50.1627+11.8769j 109.989-23.885j -114.906+24.9473j 55.0098-10.5359j 93.6589-20.6546j 6.51223-0.0167396j -36.6821+9.56413j 25.3102-7.18902j -174.83+40.7022j 75.8624-18.6513j -50.5953+11.2656j 90.9544-21.6155j -114.704+27.5808j 30.3032-6.08171j -4.98276-0.456103j 70.1413-16.6794j -91.3538+23.2225j 79.8043-19.3068j -84.8396+21.7191j 22.4067-8.08135j -1.50544+0.714069j 27.5693-2.73631j -70.2651+19.1337j 7.86319-4.37947j -50.1343+16.8626j 35.3305-13.4489j -24.8403+5.18666j -5.49622+3.70998j -33.4864+10.5803j 1.44608-0.00171555j -2.26617-1.55033j -16.1306+3.44095j -4.10201+1.68096j -0.285578-0.560358j 
1.08965+0.47844j -0.267388-0.914757j -0.203818+1.51729j 1.45661+0.847785j 0.653441+0.263373j 2.70064-1.00192j -1.05091-0.387425j -1.64574+0.740878j 2.14908-0.619084j -3.49253+0.415187j 0.88263+1.2363j 5.19097-2.70942j -0.972617+1.19588j 0.282974+0.0656879j 0.913163-0.19106j 5.41081-3.01232j -5.65717+2.7115j 6.68491-3.92055j 5.8502-2.57944j 0.530602-1.23811j 2.23137-1.51796j 8.46086-4.78953j 6.45102-3.40364j 3.05451-2.3405j 5.14692-2.87349j -11.8198+7.84468j -0.755043+1.20794j -3.27211+1.35897j -0.0283706-0.622337j -6.36234+4.84894j -3.30457+3.10381j 7.6168-5.5018j -6.86904+4.78627j 3.84568-2.28808j 6.96469-5.37274j 0.476741-0.145411j -3.09335+2.85711j 6.98217-5.49643j -7.36547+5.95089j 3.74583-2.62867j 6.06099-4.47482j 0.276647+0.158181j -2.27231+2.28527j 2.1443-1.73033j -11.1839+9.68311j 4.69746-4.53201j -3.44951+2.74083j 5.60787-5.12357j -7.39965+6.50431j 2.458-1.14502j -0.766153-0.538292j 4.37949-3.95697j -5.72534+5.87818j 5.24585-4.65533j -5.43167+5.24924j 1.15041-1.89354j -0.00652126+0.0956101j 1.98642-0.546252j -4.07043+4.72163j 0.595704-1.15301j -3.3487+4.24781j 1.84334-3.15466j -1.60334+1.42762j -0.23545+0.488117j -2.02547+2.70553j 0.32755-0.187555j -0.542487-0.0437222j -0.79368+0.704107j -0.414978+0.405711j -0.122626-0.0453575j 
0.334064+0.357394j -1.15662-0.507158j -2.31058+1.39562j 0.531603+0.606586j -1.04269+0.681418j -5.84075-0.736727j 0.785462-0.881389j 4.13164+0.148453j -5.41301-0.276858j 8.15962+0.741914j -1.64827-0.527066j -11.3991+0.250064j 3.91639-1.01168j 1.39367+0.291616j -4.37219-0.384478j -13.8028-0.481804j 12.2341-0.454446j -13.6996+0.0290191j -11.3109+0.036288j -0.671329+0.121469j -4.64848-0.0164508j -17.4885+0.495203j -14.4925+1.10793j -7.80714+0.548768j -12.0244+0.470108j 27.1443-1.25006j 4.08376-0.0168993j 5.40725+0.182394j -1.47686+0.642697j 14.0143-0.696408j 8.18768-0.389479j -17.4653+1.29422j 16.5781-0.384804j -7.69324+0.156355j -15.8494+1.15285j -0.253285+0.0838417j 8.12121-0.796366j -16.4259+1.34326j 17.1988-0.938361j -8.19899+0.268122j -14.3278+1.15789j -0.941183-0.467341j 5.69435-1.02549j -3.63559-0.161527j 26.6798-1.5543j -11.8793+1.56856j 7.96057-0.497674j -13.9712+1.31133j 17.7607-1.81572j -4.36244+0.185861j 0.522324-0.0379107j -11.1772+0.826828j 13.7647-1.53777j -12.3761+1.28525j 12.6939-1.39635j -3.33898+0.84593j 0.150357-0.399493j -4.33835+0.010103j 10.4949-1.23991j -1.10222+0.241542j 7.37323-0.938615j -5.58863+1.2785j 3.77158-0.162761j 0.56648-0.390442j 5.22668-0.731157j -0.140567-0.286201j 0.498221+0.308824j 2.05969-0.474404j 0.561991+0.217391j -0.137526+0.0563521j 
-0.648977-0.65553j 0.644343+1.10953j 3.92354-0.736113j -1.00467+0.203637j -1.44752-0.108231j 4.0894+0.214207j -0.0829209+0.375839j -4.04858-0.209397j 6.13245-0.307247j -7.78955+1.61807j -0.176553-1.24287j 11.9175+2.47121j -4.65564-1.93974j 0.19618+0.547059j 3.8894-0.115483j 14.5249+1.18732j -13.9999-1.99106j 15.7168+2.82224j 11.2715+2.45632j 1.02911+0.718247j 5.29556+0.777739j 19.4442+2.91588j 15.6974+2.72809j 8.62936+1.93943j 12.8809+2.82511j -30.0999-5.36711j -5.17994-1.42895j -5.7456-1.05177j 1.21482+0.473561j -16.2466-3.57317j -9.73966-1.81433j 20.1057+4.47365j -19.6434-4.39997j 8.60311+1.43667j 19.1522+4.64294j -0.40683+0.0790225j -9.46642-2.38674j 19.0261+4.38002j -20.7022-4.92263j 9.52798+1.81515j 16.7428+3.67357j 0.948584-0.194841j -7.20878-1.99071j 4.268+1.08629j -32.0029-7.56036j 13.8936+3.90242j -8.51317-2.20552j 16.847+4.25997j -20.7197-5.30197j 4.67939+0.670157j -0.248817+0.655911j 12.6196+3.13277j -17.0474-5.23117j 13.8893+3.93139j -15.8897-4.74305j 4.58605+1.71541j -0.495996-0.493891j 4.34849+0.439834j -13.9065-4.36j 1.51205+0.943926j -9.35021-3.55372j 7.0877+2.91845j -4.55241-1.28863j -1.41403-0.450583j -6.29661-2.39453j -0.0871503+0.12601j 0.460231+0.134538j -3.44816-0.443225j -0.492516-0.28261j 0.0773214+0.088534j 
-0.468036+1.49104j -2.25684+0.0954155j -5.38605-0.750717j -0.924961-1.6523j -0.440791-0.226237j -12.0345+0.275454j 1.9284-1.07214j 9.20079-0.508883j -13.7075+0.988885j 18.9008-1.5581j -1.91771-0.903263j -27.6203+0.210409j 9.16339+0.286905j 0.634243-0.40987j -8.18214-0.0410586j -32.7355+1.67927j 31.5498-1.19077j -35.6817+1.26339j -28.1843-0.184575j -2.33013+0.875386j -12.0295+0.918804j -44.7335+2.42162j -36.3765+1.05483j -18.5807+1.15565j -29.402-0.000837764j 67.7007-3.2798j 9.07951+0.423569j 14.3681-0.112381j -2.61049+0.697816j 36.1397-2.15571j 21.0494-1.78522j -44.6419+2.09262j 42.1988-0.11501j -20.042+0.906093j -41.5058+1.54376j -0.42917+0.146707j 20.3665-0.424514j -41.6795+2.04725j 44.7785-1.85836j -21.1793+1.10505j -36.5626+1.49834j -1.80424-0.333015j 15.2285-0.896798j -10.0727+0.977319j 68.8828-3.16973j -29.6388+1.51866j 19.1854-0.704683j -35.8437+1.63532j 45.0511-2.34781j -11.6236+0.727224j 1.98209-0.041526j -27.3187+1.27933j 36.2021-1.55697j -31.0394+1.68511j 33.6952-1.07413j -8.98143+0.789738j 0.533883+0.366972j -10.5194+0.0424236j 28.0174-1.06136j -3.27765+0.489207j 20.0722-1.62467j -13.992+1.18466j 9.89353-0.199631j 2.1081-0.0146494j 13.3165-0.903473j -0.553221-0.160908j 0.772311-0.0583037j 6.11604-0.569067j 1.60678+0.0564445j 0.0108829-0.0345133j 
