-0.040967-0.0122127j -0.104027+0.0654976j -0.0705196-0.0308869j 0.00598398-0.0098359j 0.0854603+0.0507691j 0.00317426+0.122903j 0.0823042-0.0323929j -0.105387+0.0655697j 0.0735701-0.121437j 0.0035225+0.0265831j 0.000936018-0.0491756j 0.0632641-0.0120465j 0.00738193+0.0868941j -0.0573918+0.00908291j -0.0455115-0.0543993j -0.0144616+0.00377057j -0.0577645+0.00492149j 0.0117676-0.0307315j -0.0638111+0.0400288j -0.0569756-0.0140624j -0.0115066+0.0431022j 0.0638685-0.0274002j -0.119529-0.0669053j -0.0335569-0.091773j 0.101813+0.0278711j -0.0410475-0.130726j 0.0541352-0.0320204j 0.0519663+0.123699j 0.0192914+0.0794675j -0.0390979-0.0635528j 0.00184717-0.0774517j 0.0402786-0.0294925j 0.00511166+0.0567966j -0.0161471+0.0482904j 0.056441-0.00472634j -0.0433816-0.0223354j -0.0233914-0.00851544j -0.0188643-0.0070823j 0.0508419+0.0185619j -0.00998046+0.0266239j -0.021676+0.0459972j 0.0111128-0.0110481j 0.0552946+0.0762001j -0.0215905+0.0102649j -0.0222172-0.0244034j -0.0154891-0.0356947j 0.0365901+0.0455332j -0.0316593+0.051674j -0.0703838+0.0270433j -0.0841459-0.0617403j -0.018999-0.00424295j -0.0244857+0.019176j 0.0420421+0.131676j 0.0754615-0.0118982j 0.0027346-0.0232127j -0.0838684+0.0677901j 0.0394052+0.053974j -0.0697385+0.0619467j 0.0180406+0.024897j 0.0461646-0.0395853j -0.0650041-0.0705378j -0.111174+0.103749j 0.0511437+0.0113846j -0.0620055+0.035622j 0.0752122-0.00110585j -0.069013+0.0364237j 0.00881299+0.0139019j -0.0537612+0.062152j 0.0379861-0.0582172j 0.0341748-0.0277492j -0.0631484-0.0322462j -0.00454995+0.0283321j 0.0692704-0.034919j -0.0118262-0.00137267j -0.0687655-0.0306222j 0.100635+0.0338277j -0.0442387-0.0193904j 0.0373-0.0641251j -0.0516643-0.0861374j -0.0206954+0.0817542j -0.144561+0.00251776j 0.0990747-0.0605051j 0.0238902+0.0588956j -0.0379506-0.00825934j 0.0737114-0.0267056j -0.0211298+0.00233482j 0.0375166+0.0943894j -0.101045-0.143361j 0.0625279-0.0704497j 0.103068-0.0836883j -0.0300699-0.0487246j 0.0214531-0.00706903j 
-0.000876191+0.000127059j 0.000717202+0.00230792j -0.000525718+0.000478884j -0.000583006+0.000167677j -0.00109971+0.000566114j -0.00035619+0.0025901j 2.71132e-06+0.000744088j -0.00229233+0.000307829j 0.00015487+0.000608809j 0.00168019+0.00224519j -0.000108964-0.00093134j -0.000401901-2.44186e-05j -0.00124048-0.000191866j 0.00095334-0.00056284j 0.00148198+0.00116509j 0.000859994-0.000384362j -0.000846317-0.000820232j 0.000544693+0.00246311j 0.000482992-0.000389833j -0.00107962+0.00243612j 0.00217421-0.000909267j 2.16465e-05+0.00365871j 0.00230308+0.000416105j -0.000249229-0.000767892j -0.000951269+0.001121j -0.000536348-0.00111288j -0.0021989-0.000990658j 0.000216452-0.00154825j -0.00212854+0.000854136j -0.000290228+0.00240961j 0.000795725-0.000927063j 0.000712537+0.000134097j 0.00213662-0.000599678j -0.00122728-0.000928286j 0.000420392-0.00134532j 0.00154634-0.000429801j -0.0017363+8.52986e-06j 0.00207977+0.000612433j -0.00331501+0.000146392j 0.000331519-3.50534e-05j -0.0012383-0.000274187j -8.72358e-05-8.78672e-06j 0.00108755-0.00105545j 0.000359327-0.00105308j -0.000432708-0.00197383j 6.02771e-05+0.00143994j 0.000958069-0.00197812j 0.000544572-0.00306634j -0.000478294+0.000627005j -0.000218625+5.46375e-05j 0.00095878+0.000348522j -0.000149188-0.00136852j 0.00117234+0.000408577j 0.000425106+0.00052853j 0.000425905-0.000519399j 0.00226347-0.00121961j 0.000575448-0.00114984j 0.00201633-0.00139752j -0.00120483+0.00201992j -0.000905022-0.0014464j -0.00157772-0.00065519j -9.88026e-05+0.0012758j -0.00106068+0.00133592j 0.000404982+0.00246922j 5.53779e-05-0.000187502j 0.00253025-0.00147563j 0.000136115+0.000659006j 0.000186632+0.000548592j -0.00199784-0.000563028j 6.38028e-05-0.000134014j -2.88098e-05-0.00177578j -0.00109059+0.000221909j 0.00058035-0.00242356j 0.000932436-0.000414887j -0.000887955-0.00267911j -6.30622e-05-0.000327273j 0.00138185+0.00518663j 0.00130788+0.00318208j -0.000911912+0.00115713j -0.00139134+0.00180394j 0.00135227+0.000936004j 0.0030411+0.00238128j 0.000733186+0.0042771j 0.00349708+0.00398395j 0.00280065-0.000705094j 0.00204827-0.00317409j 7.29958e-05-0.000161321j -0.000856824+0.000664362j -0.00307892+0.00336576j 0.00166542+0.00147801j -0.000967112-6.09709e-05j 2.13456e-05-0.0020535j 
0.000757508+0.000165484j -0.00136112+0.000549543j -8.55686e-05+0.00041534j -0.000267158+0.000548841j 0.00157469-0.000444796j -0.00116037+0.000346474j -0.000460309-0.00019111j -0.000479946+0.00108495j 0.00113358-0.000714886j 0.00221292-0.000522435j -8.49979e-05+0.000323804j -0.000577006-0.000251198j 0.000948814+0.00109246j -0.00206431-0.000967066j -0.000339117-2.69682e-05j -0.00128772+2.49644e-05j -0.000495056-0.000595924j -0.000436024+0.000857955j -0.00103778+0.00164436j -0.00104074-0.00170931j 0.00109949+0.000681631j -0.00184581-0.00384272j -0.00225806-1.10411e-05j -6.35868e-05-0.00037596j 0.00041008-0.000333134j -0.000531998-0.000122152j 4.84745e-05+0.00118007j 0.000733532-1.81923e-05j 0.00029059-0.00151082j -0.00130964-0.000912504j 0.000604657-0.00279617j 0.000907237-0.00177281j 1.07107e-05+0.00019886j -0.000967035+0.000252611j -0.000283073+0.00011978j -0.000835052-0.00156502j 0.000453123-0.000719783j 0.000808959+0.00115116j 0.000554047-0.00109979j -4.9501e-05+0.000383266j -7.49609e-05+0.000255111j -0.00127155+0.000185119j 0.00133366+0.00120344j 9.95305e-06-0.000367273j -0.000763596+0.000239882j -0.00051134-0.000126092j -0.000785922+0.000232897j 7.27705e-05-0.000832644j -0.00025161+0.00100367j 0.000709493-0.00133684j 0.000183436-0.00025631j 0.000160868+0.00111657j 0.000633174+0.00162218j -0.000529851-0.000850002j -0.00243639+0.000763013j -0.000517531-0.00162657j -0.00184132-0.00151498j -0.00159384-0.0021285j -0.000783977-0.00144423j 0.000627367+0.00520457j -0.000575382-0.00210634j -0.000992078+0.00180071j 0.000604115+0.000684165j -0.000318465+0.000957155j 0.00127163+3.38402e-05j 0.00162911-0.00404759j -0.000855141-0.000310055j -0.000663261+0.000536182j 0.00226453-0.00081115j 0.000430091-4.67543e-05j -0.000106935+4.18209e-05j 0.00131253+0.000267145j -0.000348159+0.000304251j -0.000976663-0.000642989j 0.00169575+0.00192976j 0.00058876+0.000498164j -0.00253933-0.000321845j 0.000692376+0.00250536j -0.00099026-0.000547751j 0.00195061+0.00291575j -0.00210259-0.00102373j -0.000277143-0.00222525j -0.00362079-0.00150423j -0.00102746-0.00348534j 0.00374025-0.00287079j 0.00107409-0.000461805j 0.000139661+0.000135712j 0.000342739-0.000748266j 0.000309838-0.00312459j 0.00183843-0.000421421j -0.00135587-0.00068832j 0.00220681-0.00259532j 
-0.000751771-0.000816048j 0.00181074-0.000953236j -0.000134295-0.000169698j 0.000134166-0.00076602j -0.00259276+0.000905713j 0.000938827-0.00035208j -0.000255341+0.000468559j 0.000467459-0.00101921j -0.00170232+0.000969764j -0.0021596+0.000574651j 9.78455e-05-0.000309988j 0.000334261+9.51931e-05j -0.000927207-0.00117315j 0.00199201+0.000853098j 0.000636757+0.000102158j 0.00155506+4.88289e-06j 0.000553644+0.000458448j 0.000691641-0.000293324j 0.00101676-0.00164081j 0.00101582+0.00192806j -0.00107141-0.00111521j 0.00253155+0.00444096j 0.00298487-0.000292259j 0.000152115+0.00073273j -0.000547146+0.000116729j 0.000943752+0.000362536j -0.000358119-0.00158542j -0.00138454+0.000704472j -0.000743284+0.00173975j 0.00170992+0.001189j -0.000948331+0.00274137j -0.000754933+0.00205272j 0.00016844-0.000381865j 0.00108703-8.19307e-05j 0.000406677+4.68749e-05j 0.00158769+0.0017196j -0.000490574+0.000473822j -0.000878998-0.0010015j -0.000865616+0.000979838j -0.000374248-0.000851955j 0.000338268-0.000319932j 0.00145204+0.000205624j -0.00137917-0.0017233j -0.000213999-3.37264e-05j 0.000661762-0.000461209j 0.000198687+0.000476006j 0.000633433-0.000385343j 0.000203539+0.000206974j 0.00015193-0.00074791j -0.000494404+0.00197604j 4.04604e-05+0.0005923j 7.93378e-05-0.0013356j -0.00129576-0.00170618j 0.000270099+0.000335985j 0.00246487-0.00136171j 0.000707934+0.00128511j 0.00310804+0.00127962j 0.00287799+0.00235374j 0.000994638+0.00239272j -0.00164965-0.00580346j -4.43718e-05+0.00316271j 0.000673019-0.00263426j -0.000877613-0.00146448j 0.0011866-0.000942449j -0.000683395+0.00111639j -0.000898912+0.00350494j 0.000144867+0.000622906j 0.000551945-0.000819759j -0.00203556+0.00036884j 3.80767e-05+0.000144207j -7.6013e-05-0.00129695j -0.00125984-0.000522744j 0.000189336-0.000724198j 0.00126315+0.000502562j -0.00242411-0.00213265j -0.00116392-0.000803956j 0.00325472+0.00106225j -0.000734575-0.00223729j 0.000864594+0.00101869j -0.00317909-0.00402011j 0.00280219+0.000892488j 0.00109922+0.00359127j 0.00293196+0.00107373j 0.00335669+0.00443461j -0.00366431+0.00358437j -0.00152642+2.26731e-05j 0.000682136-0.0013236j -0.00163019+0.00119496j -0.0011195+0.0045307j -0.00277643-0.00119775j 0.00117093+0.00233798j -0.0030346+0.0048618j 
-0.000930519-0.000343234j 0.000385647+0.0018857j 6.2232e-05+0.000184757j 0.000470234-0.000311333j 0.000815132-0.00176279j 0.00211947-0.00109551j 0.0021011-0.0019705j -0.000278672+0.00099169j 0.000660965+0.000222076j 0.000862495+0.000200244j 9.5902e-05-0.000356746j 0.000201017+0.000921645j 0.000621637+0.000827861j 0.000303721+0.000415829j -0.000415634+8.6874e-05j -0.000318524+0.000483157j 0.000185078+0.000175079j -0.000384821-0.000609496j -0.00115378+5.09934e-05j -0.00205006+0.00135147j 0.00290405-0.00134487j -0.00120066-0.001543j 0.00167547-0.00202409j 0.000598189+0.000942404j -0.00026457-0.000846811j -0.000740216-0.000572157j 0.0021833+0.00150229j 0.000672378-0.000493483j -0.00162946-0.00104429j -0.00266822-0.0039241j 0.000882304+0.00207464j -0.0021289-0.00177816j -0.000430843+0.000459874j 0.000103018-0.000697703j 0.000480634+0.00071625j -0.00028995-0.000896601j 0.000341243+0.000432769j -4.05107e-05+0.000645144j 0.00117522+3.25212e-07j -0.000196787+0.00083396j 0.000140526-0.000421924j -0.00135829-0.000312619j 0.00134104+0.0010432j 0.000118069+0.000880561j -0.0017196+0.00146734j -0.00132787+9.64722e-05j 0.000202875-0.000552567j -0.000285497+0.00154254j 0.000718771-0.002835j -0.000127921-0.00129478j 0.000996719+1.54836e-05j 0.00034142+0.000232857j 0.000803323-0.00029583j 0.00070944+0.00225543j 2.98892e-05+0.00102424j -0.00204976-0.000759144j -0.00238268-0.000773605j -0.00297865-0.00304115j -0.00179326-0.00192156j 0.00401244+0.007169j 0.000848753+0.000409451j 0.00151889-0.0037671j 0.00353725-0.00130017j 0.00133341-0.00170108j -0.00062511-0.00116282j -0.000131171-0.00226021j -0.00167895+3.5984e-05j -0.00042653-0.000365562j 0.0005375-0.000111137j -0.000408302+0.000566998j 0.00147483+0.000140995j 0.000300927-0.00145366j 2.47312e-05+0.0025049j -0.000100594+0.00057996j 0.00187111+0.00105326j -0.00200737-0.00160053j -0.00153337-0.00361605j 0.000116906+0.00046066j 0.00258878+0.00106966j 0.000635321+0.00413553j 0.00140169-0.000995296j -0.00255783-0.00181681j -0.00183163-0.000962725j -0.00322766-0.00209998j 0.00117698-0.00330847j 0.00212839-0.00123424j 0.000408133+0.000147008j 0.0013836+0.0047544j 0.00104965-0.00145791j -0.00195608+0.000446431j -0.00471347-0.00202346j 0.00195734-0.0093148j 
0.000463443+0.000283067j -0.000477145-0.00236104j 0.000203866-0.000726854j 0.000221872-0.000419387j 0.00114272+0.000688702j -0.000900107-0.00150438j 0.000520994+0.000315086j 5.51328e-05-0.00159268j 0.00124071+0.000277215j -0.00234685-0.000447214j -0.000108211+0.000533753j 0.00111674-0.000248988j 6.24503e-05-0.000706077j 0.000827545+0.000719056j -0.00234389-0.00065454j -0.000642739+2.66342e-05j 0.000470825+0.000563302j -0.000805326-0.00169924j 0.000557451-0.000672155j 0.00212131-0.000805368j -0.00380495+0.000478098j -0.00186261-5.42784e-05j -0.000145884+0.00379523j -0.00144969+0.000502469j 0.00107706-0.00106989j 7.3666e-05-0.000185878j 0.00195438-0.000458178j 0.000569466-0.00148315j 0.00291782+0.000152956j 0.000645524-3.4015e-05j 0.00164271+0.00281878j 0.000111702+0.0002248j -0.0015987-0.00019033j 0.00106523+0.000274933j 0.00046269+0.000428368j 0.000228555-0.000790425j 0.000856496+0.00149433j -0.00173295-0.000233239j 0.00105079+0.00173162j -0.000261103+0.000231381j 0.000576913+0.000597866j 0.0012958-0.000232863j -0.00134774+0.000838408j -7.04767e-05+0.00100066j 0.00134362+0.00130617j 0.000183217-0.000407885j 0.000839633+0.00130672j 8.03948e-05+0.00279564j -0.000961095-7.98844e-05j 0.00039019-0.00107653j -0.00103962+6.18428e-06j -0.000555235+0.000605913j -0.00164021-0.00123401j -0.000338599+0.000273033j 0.00173769+2.17661e-05j -0.000696962+0.00431152j -4.90975e-05+0.00212565j -0.000362245+0.00116295j 0.00215452-0.00231495j 0.00175638-0.00359085j 0.0042994-0.00253139j 0.0025898+0.000674328j 0.00019686-1.26172e-07j -0.00236599-0.00219851j -0.00110863-0.00104102j 0.00028272+0.00416785j 0.000760859+0.000161842j 0.000400944-0.00032873j 0.000744774+0.00201295j 0.000136942-0.000189838j -0.000553857+0.00215993j -6.7475e-05+0.000200726j 6.57397e-05+0.00178021j 0.00014727+0.00135325j -0.00187223+0.00082968j 0.000131487+0.00189466j 0.00105691-0.00341143j -0.00132909-0.00404853j 0.00180138-0.00155159j -0.000321459-0.00124722j 0.000282922-0.00179281j -0.00283424-0.00414518j 0.00515237-0.000888009j -0.00284684-0.00486346j -0.00261943-0.00126456j -0.00115658-0.00245253j -0.000277447-6.28892e-05j -0.00101594+0.00150236j 0.000670123-0.00875908j -0.0015494+0.0074899j 0.00723259-0.00424863j -0.000357087-0.0021558j 
-0.000291734+0.000533098j -0.000228369+0.0011972j 4.92189e-05+0.000222422j -0.000191663+0.000462103j 0.00014746-5.42681e-05j 6.50714e-05+0.000480973j 0.000100541+0.000206055j -0.000658328+0.000992484j 0.000379351-0.000786246j 0.00161452+0.000157074j -2.26504e-05-0.000509556j -0.000169384+0.000166791j 0.000110507+0.000367129j -0.000414513-0.000286894j 0.000512452+0.000315454j -0.000223447-9.76338e-05j -0.000391192-0.000230842j 0.000148933+0.000443133j -0.000260791+8.02552e-05j -0.000942866+0.000302942j 0.00187462+0.000147138j -0.000609151-0.000863271j 0.000243823-0.00167896j 0.000676183+0.000264708j 0.000467182+0.000302499j -0.0010975-0.000296362j -0.000859347+0.00021237j 0.000583834+0.000648562j -0.000948105-0.000518605j -0.000463936+0.000167206j -0.000298488-0.00181986j 0.000141183-0.000923519j 0.000795246+0.000115905j -0.000669726+0.0003112j -0.000342046+0.000282491j -0.000462511+4.87713e-05j -0.000359987-0.000517643j 0.00108985+0.000479745j -0.000183098-0.00086104j 0.000619291+0.000197957j -0.000463582-0.000235404j -0.000721543+0.000575862j 0.000968612+0.000263255j 0.000325091-0.000390543j -0.000325997-0.000611592j 0.000206807+0.000272417j -5.42508e-05-0.000380929j -0.000215137-0.0016255j 0.000670632-4.49309e-05j -0.00043497-5.0685e-05j 0.000433474-4.9644e-05j 0.000464601+0.000727523j 0.00135854+0.000552331j 0.000611153+0.000133768j -0.00117006-0.000252236j -2.69038e-05-0.00169304j -0.000636406-0.000231473j -0.000864009-0.00117972j -0.00182937+0.000275115j 0.00103697+0.00246645j -0.000986744+0.000308923j -0.000759613+0.000551838j 0.000995019+0.00040692j 0.000182036+0.00111284j 0.000324184+0.000153515j -0.000100058-0.00161703j -0.000312067-0.000382694j -0.000591948+0.00063883j 0.000262055-0.00130276j -5.1749e-05-0.000249996j 0.000623506-0.000164637j 0.000465199-0.000104084j -0.000701616-0.000535066j -0.000163443-0.00015282j 0.000399593-0.000619223j 0.000283023-0.000901141j -0.00142094+0.00126974j 0.000347851+0.00182633j -0.000666238+0.000604981j 0.00100463+0.00203925j -0.0012574+0.00110362j 0.000479932+0.00129715j -0.00223606+0.000833063j 3.74826e-05+0.000941924j 0.0019665-0.00111491j 0.000884323+0.00147405j -0.000347314+0.000243964j 0.00138974-0.00114674j 0.000338137+0.00255871j 0.00199019-0.00189819j -0.00336512+0.000590763j 0.000982402-0.00138564j 
-0.000399869+3.72077e-05j 0.000166427+0.000724493j -0.000221653+2.7214e-05j -0.000119989-7.44681e-05j 0.000141618+0.000504356j -0.00103332+0.000602804j 0.00121573+0.000257737j -0.00206367-0.000519048j 0.00173755+0.000383238j 0.000859964+0.000784067j -0.000113323-0.000179717j 9.98137e-05-4.80269e-05j -0.000218065-0.000190359j 0.000344703-0.000318982j -0.00056808+0.000386173j -0.000263228+9.91628e-05j -0.000679566-0.000271028j 0.000529908+0.00117984j 0.000916997-6.49998e-06j 0.000155657+0.00143098j -0.000138292-0.00131954j -0.00415122+0.00134156j 0.00257695+0.00325481j -0.000889185+0.00067486j -0.000684189-0.000543153j -0.000808302-0.00158742j 0.000599933+0.000454445j 4.10032e-05-0.00356856j -5.5825e-05-0.001037j -0.000864684+0.000476232j 0.00214045+0.000953281j -8.33153e-05-0.00122836j 0.000200504-0.00102842j -0.000749791-0.000891815j 0.000201924-0.000676072j 0.000371549-0.00292006j -0.00049352+0.00154848j 0.000768104+0.00104487j -0.00133694+0.001778j 0.000326556+0.000303431j -0.000869301+0.000435872j -0.000407463-6.42545e-05j 0.000568892+0.000190549j 0.000210927-7.24819e-05j -3.39813e-05+0.00016264j -0.000209805+0.00132514j 0.000433908-0.001064j 0.000605072-0.000127793j -0.00177831+0.000841566j 0.00122438-0.00184814j -9.69125e-05+0.00054674j -0.000715084+0.000192573j 4.45391e-06-0.000683842j 7.31076e-05+0.00120938j 0.0010682+0.000498432j 0.00168422+0.00120505j -0.000447816-0.000207738j -0.000131107-0.00211491j -0.000788291-0.000786391j 0.0038639+0.000454063j 0.00179239-0.003548j 0.00299093+0.000386354j 0.00071307+0.00119544j 0.000148782+0.00180163j -0.000496623-0.000755889j 0.00343268-0.00141809j 0.000152077+0.000461643j 0.000247797-0.000121561j -0.000456146+0.00065646j 5.06872e-05+0.000279722j -0.000137058-0.000298291j -0.000651561+0.000118207j 0.000519749-0.000195293j 0.000354037-0.000138429j -0.000786267+4.22063e-05j -0.000984684+9.06254e-05j 0.000950354+0.000834961j 0.000481797+0.00126349j 0.00110717+0.000369921j -0.00053008+0.00256207j 9.12137e-05-0.00174169j -0.00216534-0.00252673j 0.00279762+0.00124953j -0.00173956-0.00252353j -0.000733591-0.00320382j 0.00186264-0.00514548j -3.02916e-06-0.00033638j 0.000505207+0.00365801j -0.00509474-0.00713539j 0.000940651+0.00962159j 0.00156778-0.00420236j -0.00196851-0.00993842j 
0.000489701+0.000571852j -0.000377028+0.000610058j -5.81248e-05-0.000244035j -9.30466e-06-0.000106204j 0.00118534-0.00101405j -3.63289e-05-0.000523124j 0.000949731-0.000367862j 0.000124693+2.99072e-05j 0.00138752+3.28118e-05j 0.000364281-0.000152417j -0.000119925+0.000137704j 0.000464661-4.14135e-05j 0.000533432+0.000359023j -1.1365e-06+0.000352573j -0.00102914-0.000612529j -0.000810801-0.000231101j 0.000163088+0.000196135j -0.000567034-0.00053403j -0.000883491+0.00013861j -5.24668e-05-0.000517757j 0.000285578+0.000632548j -0.000532112-0.00051111j -0.000917151+0.000602111j -0.000619676-0.000976103j -0.000387454+0.000318198j -0.000661544-0.000145641j 0.000484672+0.000132694j 0.000228623-0.000748946j 0.000275688-0.000407524j -0.000341449-0.00152802j 0.00122228+0.00016492j -0.000350378-0.000128616j -0.000252647+0.000105507j 8.25412e-05-6.92017e-05j 0.000511916+9.5035e-05j -0.000206676-0.000397283j 0.000511774+2.35155e-06j 9.18176e-05-0.000262725j 0.00107573-0.000428605j -0.000149769+0.000117777j 0.00013927+0.000419317j 4.67179e-05+5.64053e-05j 0.000365169+0.000490946j -4.54646e-05+0.000137979j -0.000182641+0.000600891j 2.18203e-05-0.000503727j 0.000370063+0.000609192j -0.000409964+0.00100559j -0.000120339-0.000197586j 7.45689e-07-0.000999759j 0.000244563-0.000347407j -0.000147432-5.79212e-05j 5.88646e-05+0.000470416j 0.000327575+8.45759e-05j 0.000353179+0.000924926j -0.00050649+0.000444348j -0.000948739+0.000129789j -0.00121922-1.18442e-05j -0.000322163-0.00117977j 0.00117178+0.000879134j 0.00104025-0.00110594j 0.000801003+0.00016382j 0.00183287-3.89266e-05j -0.00139491-0.000507799j -0.000258389-7.03358e-05j 8.93001e-05-0.00019102j -0.000771261-3.47547e-05j 0.000141625-0.000589352j 0.000151653+0.000245249j 0.00025111-0.000242397j 0.000491153+0.001569j 0.000438752-0.000482625j 0.000930686+0.00143795j 8.00922e-05+0.000143286j 0.000678434+0.000442994j 0.000390355+0.000635074j -0.000360129-0.0022785j 6.31318e-05-0.000289466j 0.00072557-0.000985216j 0.000807164+0.00108278j -5.91744e-05-0.000562446j -0.00216803-0.00233016j 0.00213578+0.000234271j -0.00198532-0.00156143j 0.0017426-0.00272097j -0.000254008+0.00112359j -0.000404714+0.000204904j -0.000404596+0.000126234j 0.000636123-0.00267935j 0.00122384+0.00212211j 0.000190982-0.00178682j 0.000155692-0.0028232j 
-0.000115388-0.000488516j 6.35296e-05+0.00128598j -5.63311e-05+0.000337486j -8.29729e-05+0.000180607j 0.000130627-0.00118337j 0.000895801+0.000813017j 0.000529548-0.000864414j -0.00022902+0.000811298j 9.30054e-05+9.80712e-05j 0.00106488+0.000216206j -0.000146184-8.37244e-05j -0.000212884+0.000239939j 0.000215567+0.000582182j -0.000431177-0.000240426j 0.000514069+9.93467e-05j -0.00013245-4.23672e-05j -0.000478325-0.000116808j 0.000197701+0.000841399j -0.000162143+0.000322367j -0.00122396+0.000535713j 0.002197-0.000247546j -6.94648e-05-0.000310987j -7.12244e-05-0.00108599j 0.000268462-0.00141678j -0.000136978+1.96679e-06j -0.000378439-0.000442722j -0.000738961+0.000532407j 0.000138221-0.000145478j -0.0012538-3.56347e-05j -0.00106834-0.000184111j -0.000158113-0.000630723j 1.89057e-05-0.000526386j 0.000584619-2.14899e-05j -0.000734081-0.000317564j -9.58973e-05-0.000220359j -0.000686025-0.000114991j -0.000254791-0.000271335j 0.000622636+8.5592e-05j -0.00062478-0.000140397j 0.000185562-9.39891e-06j -0.000342883+0.000100217j -0.000383241-0.000115723j 0.000711854-0.000228122j -0.000117327-0.000213329j -0.000942028-0.000224599j -0.000109009-0.000133027j -0.000181316-0.000321058j -0.000513574-0.000693904j 0.000275579-0.000118997j 4.54062e-05-0.000287531j 0.000461084-0.000291336j -0.000186201-0.000457506j 0.00109514+0.000474131j -0.000161067+0.000559379j -0.00077716+0.000761413j 2.76686e-05-0.00148057j -0.00150486-0.000846299j -0.001099-0.00114529j -0.000833609-0.000378885j 0.000873923+0.00249523j -0.000771283-0.00149205j -0.000611152+0.000679681j 0.000868121+0.000168733j 0.00133899+0.000635782j 0.000588076-0.000347565j 0.000321218-0.00159466j -0.000302935+6.72706e-05j -0.000150114+0.000571989j -0.00028843-0.000268338j 0.000429109+0.00019883j 0.000232386-0.000632406j -0.000457382+0.000178626j 0.00103078-0.000568208j 0.000192403-0.000206429j 0.000798611-6.85977e-05j -0.000482573-4.74813e-05j -0.000908038+0.00134087j 0.00091951+0.00151976j 0.000213275+0.000588678j 0.00133588+0.0021117j -0.000493468+0.00089082j 0.000292929+0.00150855j -0.00187362+0.000175068j -0.000916101+0.00142441j 0.000532313+0.00056361j 0.00111474-0.00138463j -0.000504939-0.000318723j 0.00055026+0.000397897j -0.000544731+0.00248476j 0.00073707-0.0017695j -0.00345883-0.000805204j 0.000943341-0.00325497j 
-0.000521421-0.000723102j 0.000338282-0.000768128j 0.000384106-0.000414662j 0.000647698-0.000715742j 0.000406432-0.00225179j 0.0030479-0.00252091j 0.0011594-0.00241855j 0.00211064+0.000599166j -0.000818278-0.000175696j -0.0024565-0.000506246j 9.76876e-05+0.000191916j 0.000738479+0.000611668j 0.000383393+0.000238426j 0.000992012+0.00107853j -0.00123402-6.79199e-05j -3.86055e-05+0.000528533j 0.0012105+0.000795749j -0.00146775-0.00284025j -0.00119189-0.00085121j -0.000570666-0.000408545j 0.000503556+0.000515533j 0.00330321-0.00158269j -0.000164432-0.0027977j 0.00104566+0.000395069j 0.000600351-0.000955402j 0.000399938+0.001078j 0.00206453-0.000244239j -5.79449e-05+0.00242477j 6.11826e-05+0.000862914j -0.00083949-0.00278078j -4.95148e-05+0.003091j -0.00176614+0.000920536j -0.0017327+0.00124599j 0.00171992+0.000340881j 0.000594976+0.0012778j -0.00097602+0.00237159j 0.00174935-7.79462e-05j -0.00221379-0.000821106j 0.00319767-0.000294282j -0.000667514+0.000379879j 0.00157915-0.000509831j 0.000545835-0.000839658j -0.000538665+0.000900029j -0.000145492+0.00169894j -0.00029269+0.00177388j -0.000596594-0.00152899j 0.000252068+0.0009287j -0.000552887+0.00353201j 0.00163476-0.00362018j -0.00167163+0.0007977j 8.72061e-05-0.000589815j 0.00092191+4.88615e-05j -0.0010934-0.000834828j 0.000412051+0.0016659j 0.000490743+0.000218312j -0.00299319+0.00155589j -0.000754467+0.00252182j -0.00241617+0.00154545j 0.000812893-0.00238226j 0.000892689+0.000326426j 0.00203297+0.00141368j -4.44499e-06-0.00393504j 0.00149838-0.00320221j -0.000278892-0.00442171j -0.00108882-0.000705994j -0.00322735+0.00334283j -0.000472132-7.11347e-05j -0.000184326-0.000385968j 0.00127458+0.00112056j -0.000259087+3.03979e-05j 0.0013111+0.0013159j -8.27778e-06-0.000781378j 0.000659829+0.00238012j 5.45648e-05+0.00132289j 0.000856476+0.00122326j -0.0014354+0.000182576j -0.00217013-0.00604199j -0.00175-0.00391879j 0.00300928-0.000176152j 0.0009477-0.000978058j 0.00121009+0.000694912j -0.00315605+0.0011173j -0.00186257-0.00298248j -0.0035893+0.00093155j -0.00330118+0.00285871j -0.00210736+0.00296145j 0.000266559+6.25837e-05j 0.000320654+0.000614295j 0.00339827+0.00269194j -0.00254547-0.00574774j -0.00383343-0.000774706j 0.000997112+0.000418362j 
