-0.040967-0.0122127j -0.104027+0.0654976j -0.0705196-0.0308869j 0.00598398-0.0098359j 0.0854603+0.0507691j 0.00317426+0.122903j 0.0823042-0.0323929j -0.105387+0.0655697j 0.0735701-0.121437j 0.0035225+0.0265831j 0.000936018-0.0491756j 0.0632641-0.0120465j 0.00738193+0.0868941j -0.0573918+0.00908291j -0.0455115-0.0543993j -0.0144616+0.00377057j -0.0577645+0.00492149j 0.0117676-0.0307315j -0.0638111+0.0400288j -0.0569756-0.0140624j -0.0115066+0.0431022j 0.0638685-0.0274002j -0.119529-0.0669053j -0.0335569-0.091773j 0.101813+0.0278711j -0.0410475-0.130726j 0.0541352-0.0320204j 0.0519663+0.123699j 0.0192914+0.0794675j -0.0390979-0.0635528j 0.00184717-0.0774517j 0.0402786-0.0294925j 0.00511166+0.0567966j -0.0161471+0.0482904j 0.056441-0.00472634j -0.0433816-0.0223354j -0.0233914-0.00851544j -0.0188643-0.0070823j 0.0508419+0.0185619j -0.00998046+0.0266239j -0.021676+0.0459972j 0.0111128-0.0110481j 0.0552946+0.0762001j -0.0215905+0.0102649j -0.0222172-0.0244034j -0.0154891-0.0356947j 0.0365901+0.0455332j -0.0316593+0.051674j -0.0703838+0.0270433j -0.0841459-0.0617403j -0.018999-0.00424295j -0.0244857+0.019176j 0.0420421+0.131676j 0.0754615-0.0118982j 0.0027346-0.0232127j -0.0838684+0.0677901j 0.0394052+0.053974j -0.0697385+0.0619467j 0.0180406+0.024897j 0.0461646-0.0395853j -0.0650041-0.0705378j -0.111174+0.103749j 0.0511437+0.0113846j -0.0620055+0.035622j 0.0752122-0.00110585j -0.069013+0.0364237j 0.00881299+0.0139019j -0.0537612+0.062152j 0.0379861-0.0582172j 0.0341748-0.0277492j -0.0631484-0.0322462j -0.00454995+0.0283321j 0.0692704-0.034919j -0.0118262-0.00137267j -0.0687655-0.0306222j 0.100635+0.0338277j -0.0442387-0.0193904j 0.0373-0.0641251j -0.0516643-0.0861374j -0.0206954+0.0817542j -0.144561+0.00251776j 0.0990747-0.0605051j 0.0238902+0.0588956j -0.0379506-0.00825934j 0.0737114-0.0267056j -0.0211298+0.00233482j 0.0375166+0.0943894j -0.101045-0.143361j 0.0625279-0.0704497j 0.103068-0.0836883j -0.0300699-0.0487246j 0.0214531-0.00706903j 
-9.25111e-05-0.00581766j -0.000336469-0.000436468j 0.00206517-0.00285973j 0.00292702+0.000998148j 0.000229176+0.000912232j -0.00102861+0.00265738j 0.00190396-0.000902595j 0.000787344+0.000169159j -6.68877e-06+0.000993476j -0.0045888-0.00506772j -0.00343874+0.000425594j -0.00339155-0.00218269j 0.000208676-0.000103451j 0.00404791-0.0024774j -0.00147229+0.00228126j -0.000416731-0.00114798j 0.00262527+0.000840798j -0.000556975+0.00128569j 0.00212605+0.00027923j -0.00107756-0.00404134j 0.00050609-0.00119826j 0.00309484-0.00066896j 0.000860755-0.00188594j -0.0016556-0.000575352j 0.00055486-0.00567375j -0.00428898+0.00145485j -0.00403618+0.00141849j -0.00134529+0.00276969j -0.0039813+0.00195227j 0.00237622-0.00197183j 0.000777805-0.00221103j -0.000463712-0.00594645j -0.00232602-0.00376481j -0.000733545+0.00366459j 0.00262944-0.00413873j 0.00121449+0.00121974j -0.00383796+0.000508652j -0.000331767-0.0019726j 0.000684455+0.000698125j -0.000331623+0.00242296j 2.95259e-05+0.00345202j -0.0019526+0.00108383j 5.6904e-06+0.0023141j -0.00169186+0.00321238j -0.000690185+0.00227159j -0.00139717+0.000308644j -0.0026161+0.00408793j -0.00155332-0.0021608j -0.00559472-0.00323058j 0.00150776-0.00139726j -0.00286377-0.00380413j 0.003153+0.00354411j 8.28262e-05-0.00114622j -0.00522461-0.00495865j 0.00239273+0.00241632j 0.00180084+0.000684084j -0.00230814-0.00130784j 0.000436214+0.00195353j -0.00259282+0.00331834j 0.00247072+0.00265954j 0.00297453-0.00364848j -0.00777802+0.00500274j 0.0104227-0.000327212j 0.00149666-0.00296401j -0.000847479-0.000346022j 0.00132672-0.00204744j -0.00257534-0.00118764j -0.00442141-0.000547415j -0.00766298+0.00354963j -0.00754651-0.000798403j -0.000701851+0.000923305j 0.00545816-0.00143742j -0.0047665-0.000879377j -0.00293484-0.00441835j 0.00491683-0.00354222j 0.00674901-0.00187362j 0.00262961-0.00113339j -0.0073873-0.00441096j 0.00454327+0.00289505j 0.00109756-0.00245915j -0.00340593-0.000695631j -0.00126054+0.000521943j 0.0001418+0.000372388j 0.000204607+0.000148352j 0.000991226+0.00302175j -0.00217023-0.00363153j 0.00178024-0.0105082j -0.00137863-0.00468229j -0.000284665-0.000681267j 5.1292e-05-0.00135463j -0.00102789-0.000145745j -0.000941538-9.7529e-05j 
-0.0014238-0.000318353j -0.000311412-0.00187036j -0.00239817+0.000344447j -0.00109678+0.00103194j -0.00244419-0.00127283j 0.000894502-0.00231118j 0.0026298+0.00384613j -0.00313242+2.46265e-05j 0.00313438-0.00459189j 0.00705494+0.00330965j 0.0016925-0.00219261j 0.000431186+0.00280009j -0.000311379+0.000687347j 0.000885339-0.000181925j 0.00301905-0.00369046j -0.000978177+0.00385273j -0.00100316+0.0057533j -0.00538079+0.000589729j 0.0016164+0.00233513j 0.00269846+0.00369177j -0.00243718+0.00111049j 0.00200888-2.1602e-05j -0.00124607-0.000778113j -0.00374298-0.000217237j -0.00207552-0.00185967j -0.00288037+0.00187261j -0.00092394-0.000523037j 0.00270678-0.00330552j -0.00197108+0.00186672j -0.000295216+0.0019975j -0.00129653+0.000224584j 0.00455894-0.0011388j 0.00530602+0.00277662j 0.00574035-0.00472877j -0.00583177+0.00352956j 0.00427517+0.00112001j 0.00417051-2.39741e-05j 0.00137442-0.000315257j -0.00681007-0.00209266j -0.00288985+0.000730456j -0.00310176-0.00471652j -0.000109468+0.00334197j 0.000560666+0.000738507j -0.00144553-0.00621219j -0.00135732+0.000288025j -0.00563834-0.000175269j 0.00033987-0.00379884j -0.00141368-0.000194103j 0.00227168+0.00145273j -0.000770161-0.00270413j -0.00230408+0.000623393j 0.00441679-0.000317337j -0.00225883+0.00296069j 0.00195272+0.00160654j -0.00058463+0.00133804j -0.00152597-0.00217601j -0.000374226-0.00409947j -9.85654e-05-0.00172591j -0.00136926-0.00117895j 0.00134344+0.000832642j -0.000667645-0.0003294j -0.0028215+1.18796e-05j 0.00338825-0.00219053j -0.00141665+0.000441694j -0.000766454-0.00244952j -0.000294194+0.000495914j 0.000274756-0.00425925j 0.000310595-0.00104152j -0.00154269+0.00178387j -0.000523452+0.000548042j 0.00158018-0.00244265j -0.000257597-0.00518434j -0.000604869-0.000113013j -0.00166781-0.00147126j 0.00130967+0.00168176j 0.00163658+0.00132993j -0.00073364-0.00131926j -0.000952295-0.0012225j 0.00194241+0.00189812j -0.00136479-0.000797102j -0.00253765+0.00133071j -5.49501e-05+0.00082069j -0.00045156+0.00136807j 0.000425973+0.00136056j -0.000216313+0.0013957j 0.000106258-0.000652741j -5.39671e-05-0.00305908j -0.0012265-0.00147747j -0.000714414+0.000338513j -0.000268733-0.000152021j -0.000299814+0.000661492j -0.000621041-0.000579196j 
0.000442593-0.00262431j -9.78314e-05-7.75737e-05j 0.00273111-0.00436243j 0.00137351+4.37735e-05j -0.00165677-0.000871328j 0.00223741-0.0023167j 0.000325035+0.000855328j -0.00285461+0.000497971j 0.00041795-0.000920905j -0.000895309-0.00825337j -0.0041641+0.00321715j -0.000620782-0.00447765j 0.00426921-0.00099239j 0.00545886-0.00510835j -0.000984189-0.000705808j 0.00168723+0.000748634j 0.00370077+0.00346539j -0.00167292-0.00242036j 0.00115923+0.00202862j 0.00375408-9.91366e-05j -0.000345407+0.00188352j 0.000734124-0.00130979j -0.000183664-0.00335443j -0.00341718-0.00198142j -0.00289298+0.00270044j 0.00391546-0.00351894j 0.00208083+0.00400638j -0.000818974+0.000395407j -0.00757399+0.00170416j 0.00526799-0.000235265j -0.00180146-0.000661745j -0.0055429+8.91377e-05j -0.000495703-0.00155643j 0.00445476+0.00144153j 0.00313356-0.00776347j 0.00696111-0.000995471j -0.00340559+0.0071218j -0.00139195-0.000970871j 0.000458563+0.00222755j -0.00105557-0.00443544j 0.00203322+0.000489669j 0.000453349+0.00157197j -0.00309328-0.00202786j -0.00126749-0.000504106j -0.00383262+0.00125266j -3.13655e-05+0.00470111j -0.000646231-0.000726679j -0.0036276-0.00300666j -0.00284561-0.000461318j -0.000799624-0.00107505j -0.00508334+0.00168918j -0.000433343-0.000739152j 0.00324489+0.00015673j -0.0036716-0.00294282j 0.00272929+0.000434809j -0.000419734-0.00154167j -0.00129767-0.0033965j -0.00174648-0.00140548j -0.00200124-0.00516934j 0.00142576+0.00471529j 0.000906865-0.00199384j 0.00271703+0.00234602j -0.0010866-0.00413073j 0.000749515-0.000882833j 0.0024471-0.0045211j 0.000186992-0.00461941j 0.000136533+0.00292561j 0.00337074-0.00131662j -0.000574922-0.00537485j 0.00350452+0.00100765j -0.000922114-0.00409962j 0.00169581-0.00136475j 0.000687067-5.50328e-06j 0.00401675-0.000399459j -0.00499553-0.000799796j -0.00499623-0.00305565j 0.000487953+0.00613413j -0.00122893-0.00296365j -0.00168884-0.00086746j 0.000322316-0.000871923j 0.00184492+0.00159954j -0.00370173-0.00178735j 0.00100483+0.00333527j -1.73084e-05+0.000292289j 0.00162358-0.00164886j -0.000142795+0.000338844j -0.00296921+0.000514334j 0.000872198-0.000376367j -0.000102683+0.00132857j 0.000322601-0.000610923j -0.000872204+0.000564266j 0.000204096-9.75321e-05j 
-0.00193904-0.000932047j 0.000331415-0.00069384j -0.00315267-0.00470999j -0.00262207-0.00576227j -0.000668163+0.00204299j 0.00321577-0.00376246j -0.00100892+0.00551783j 0.00181191+0.00212138j 0.00596746+0.00285433j 0.000273061-0.00342045j -0.00398973+0.000771911j -0.00700867-0.00312159j 0.00481199+0.000279111j 7.86272e-05-0.00418125j -0.00251646+0.0028131j -0.00136117+0.00566473j 0.00071806+0.00765525j -0.00145767+0.000152465j 0.0025306-0.00437914j 0.00382409+0.00247587j -0.00333554+0.0011195j 0.000213313+0.001203j 0.00246092+0.000102252j 0.000431686+0.00187312j 0.000903822+0.000743923j -0.00131529+4.73019e-05j 0.00323063-0.00159278j 0.00132507-0.00248716j 0.00397448-0.00228467j -0.00219063-0.000890093j 0.000595784+0.00467635j 0.00182835+0.00300967j 0.00498403-0.000460698j -0.00153617-0.00224167j -0.00464185-0.000803802j -0.000864639+0.000155359j -0.00260256-0.00502944j -0.000155907+0.00396167j -0.00221712+0.00135961j -0.0022111-0.0078588j -0.00342705-0.00188713j 0.00100146+0.000921471j -0.000166651+0.00484922j -0.00078202+0.00275746j -0.000473087+0.000635971j -0.00182536-0.00226339j -0.00262957-0.00121652j -0.00348379-0.00108735j -0.00253397+0.000134325j -0.000720865-0.0004463j -0.00221104+0.00315059j 0.000303466-0.00157901j -0.000522772-0.00190695j 0.00128269-0.000495445j -0.000660803-0.000408256j 1.31409e-05-0.000610239j -0.000799859-0.00205912j 0.00276206-0.00137217j 0.000643808+0.00342726j 0.0018028-0.000343187j -0.00338991+0.00132511j 0.00103074-0.000813093j -0.003236-0.000356726j -0.00261894+0.00276918j -0.00367259-0.00135085j -0.0031291-4.52227e-05j 0.00161793+0.00180943j -0.00025649-0.00155064j 0.00233828+0.00268547j -0.00175481-0.00190309j -0.00323266+0.00397615j -0.00423483+0.00162419j 0.00219525+0.0010744j 0.000613011-0.00204619j -0.00186946-0.00162222j -0.000542666+0.00214117j -0.0021787-0.00226084j 0.00135217-0.00196483j -0.000617149-0.00140924j -0.00118879+0.00186263j 0.00085983+0.00301507j 0.00176603+0.00186762j -0.00033919+0.000682574j 0.000466513+0.00147192j 0.000290476-0.000587013j 0.00163348+0.00191253j -0.00178425+0.0025963j -0.00201388+0.001544j -0.00183354+0.000606196j -0.000294001+0.00124492j 0.00132871+8.55832e-05j 0.000313274-7.41896e-05j 
0.00182434+0.000881068j 0.000144403-0.00184676j 0.00142746-0.000399275j 0.00308147+0.00105967j 0.00253296-0.00261318j -0.000164062+0.00151545j -0.000960356-0.000534217j -0.00451679-0.00225195j -0.000573908+0.00276417j 0.00541398+0.00539037j 0.00367902-0.00244545j 0.00164295-0.0027776j -0.00258832+0.00188257j 0.0015415+0.00207073j -0.00091934+0.00311755j 0.000389819+0.00134317j 0.000976772-0.000309291j -0.00230194-0.0021421j -0.00116807+0.00111024j -0.000764456-0.000332254j -0.000174128-0.000973865j 0.00580673+0.00400027j -0.00270588-0.00250931j -0.000943387+0.00411574j 0.00381942-0.00332097j 0.00283268+0.00213067j 0.00650252-0.00425335j 0.0035979+0.00199651j 0.000608342+0.00188769j -0.000913239+0.00183913j 0.00272979-0.0011029j -0.00187202+0.00191014j -0.00480705-0.000904755j 0.00283937-0.00253123j 0.00485293+0.00164392j 0.00355988+0.00247162j 0.00530121-0.00373056j -0.00179686-0.000276812j 0.00522944+0.000155483j -0.00178257-0.00187805j 0.00165689+0.00301021j 0.00173693+0.00254884j 0.0010901+0.000582694j -0.00231151-0.000727174j -0.002999+0.000427198j -0.00306021-0.000126904j 0.00571471+0.00331912j 0.0018972+0.00238996j -0.0060734+6.73707e-05j 0.00223024-0.000572138j -0.00548939-0.0013518j -0.00211799+0.00220904j -0.00155551-0.000399828j -0.00227189+0.0019233j 0.000385763-0.00108949j 0.00254235-0.00144144j -0.000557858-0.00481867j -0.00101843-0.00184723j -0.00182831+0.0023828j 0.0013439-0.000728449j -0.000193956+0.000156117j -0.000729514+0.00219307j -0.00286958-0.000461664j 0.00296842-0.00050499j -0.00105728-0.00142124j 0.000519378-0.00607239j -0.00308593-0.00305227j -0.00206655-0.00113079j -0.000244371-0.00421095j -0.00325813+0.000205901j -0.00281129+0.00170641j -0.00108912-0.00378079j -0.00315959-0.00145431j 0.000436255-0.00050566j -0.00200709-0.00249697j 0.00101016-0.000874079j -0.000870842+0.000357681j -0.00182276-0.00353363j 0.000851726-0.000124938j 0.00129824-0.00296797j 0.00159048-0.00149765j -0.00208065+0.000834537j 0.00177388+0.000978075j 0.000244098+0.00340464j 0.0018382-0.00254066j 0.000101655-0.00017765j 0.000784077+0.000101987j -0.000186836-0.000397449j 0.00076713+0.000210798j -0.0016032-0.000157664j 0.000963822-0.00132458j 0.00212176-0.000795257j 
0.000736112+0.000910052j -0.00170201+0.00216152j 6.85398e-05+0.00074277j 0.000358899+0.00430394j -0.000116937+0.0019799j -0.0017568-0.00112716j -0.00175947-0.00109299j -0.0021552-0.000510949j -0.00383693+0.0016558j 0.000930794-0.00696349j 0.0063611+0.00143317j -0.000597165+0.00492537j -0.000685684-0.00493983j -0.000695129+0.00223549j 0.000343004-0.0042498j 0.0027827-0.0012018j -0.000430539+0.00352122j 0.00385504+0.00207735j -0.000155877-0.000782268j 0.00324379+0.00112637j 0.00157347+0.00155824j -0.00418964+0.000804029j -0.0010759-0.000853964j -0.00248363-0.00107423j -0.00318283-0.000830811j 0.00317339-0.00371295j 0.000637812-0.00122768j -0.00269186+0.00153043j 0.000525591-0.00325152j 0.00321791+0.00173074j -0.00589838+0.00449814j 0.000612663+0.0030101j 0.000454427+0.00293765j 0.00462536+0.00450925j 0.00206649+0.000914115j -0.000410115+0.00172633j -0.00380376+0.00128041j 0.00102352+0.00326708j -0.00244594+0.000280944j -0.000193332-0.00315525j 0.00343304-0.00276652j 0.00203002-0.00306806j -0.00695636+0.000647236j -0.000149676+0.00386523j -0.00465516+0.00188829j 0.000546393-0.00415379j -0.000701141+0.000282638j -0.00129075-0.0010421j 0.00242515+0.000419624j 0.00431088-0.000774768j -0.00172239-0.000233036j 0.000925809-0.00206116j -0.0010778+0.000667994j -0.00621924+0.00260215j -0.00440138+0.000843782j -0.00148986+0.00446675j -0.00115403-0.000399724j 0.0016381+0.0012271j 0.00275062+0.000343502j 0.00463152-0.00419272j 0.00558111-0.000738914j 0.000495031+0.00309207j -0.00735316+0.000801902j 0.00350399-0.00182912j 0.00333559-0.00215768j -0.00164009+0.00369067j -0.000730748-0.00202896j -0.00327408+0.000965412j 0.00320293-0.000389959j -0.00224486-0.000800974j -0.000775826+0.00153833j 8.0186e-05-0.00114595j 0.00288509-0.000979159j -0.000891163-0.00221279j -0.0015681+2.53438e-06j -0.000165326-0.00232255j -0.00183381-0.00384609j 0.000639483-0.00170536j -0.00774153+0.00105095j 0.000641617+0.00192148j 0.00165731-0.00207695j -0.00105423-0.000440523j 0.000240487-0.00318735j -0.0014199-0.0031071j -0.00244534-0.000548614j -0.0016622+0.00307021j 0.000279217+0.00354181j -0.00141375+0.00227202j 0.000329424+0.00185845j 0.0042071+7.27082e-05j -0.00220976+0.00246664j -0.0058465+0.00116065j 
-0.00148824-0.000770783j -0.00115899+0.00112693j -0.00201463-0.00124718j -0.00191422-0.00545422j 0.00288044+0.00133198j 0.00118283+0.00291309j 0.00285214-0.00182355j -0.000621885-0.00158161j -0.00409629+0.00374684j -0.00328918-0.00108811j -0.0027585+0.000445546j -0.00465505-0.00429331j 0.000876588-0.000149588j -0.000855931-0.000383428j -0.00222533+0.00447508j 0.000318889+0.0059094j 0.00193275+0.000698283j 0.00100459-0.00160647j -0.00223602-0.00159301j 0.00104003+0.0018803j -0.00142536+0.000758323j 0.00353409+0.00283446j -0.000292763-0.00245971j -0.000214286-0.000238127j 0.00398629+0.000372673j 0.00146017-0.000941865j 0.00109071-0.00586847j 0.0036146+0.000487336j 0.00336869+0.00010577j -0.00373979-0.000487816j -0.00146118+0.00252628j -0.000299113+0.00164644j 0.000424501-0.000377787j -0.00271836-0.000853764j 0.00135618+0.00430402j 0.00352603+0.00155571j 0.000865541-0.00488056j 0.001084-0.00186011j 0.00166184-0.000941581j -0.00379258+0.000177438j 3.4764e-05-0.00159418j 0.000641357-0.00279954j 0.00189586+0.00692206j -0.00361204+0.00204664j -0.000824583-0.000194454j -0.00181577-5.09353e-05j 0.00292304+0.00422768j 0.00262206+0.00256148j -0.000636958+0.00245993j 0.000344397-0.000357697j 0.00183414-0.00399708j -1.60663e-05-0.00023128j -0.00407083+0.00101817j -0.00186139+0.00502441j 0.000293957-0.0011511j -0.00151707+0.00036353j 0.0059119-0.00160295j 0.00429886-0.000746556j 0.00104632-0.00207704j 0.00069113+0.00110598j 0.000958488+5.13077e-05j 0.000430875+0.000131647j 0.00166901+0.00014867j -0.000609625-0.00290638j -0.0015675-0.00356941j 0.00228866+0.00306548j 0.000589883+0.0015217j -0.00237461+0.00123251j -0.00187543+0.000133545j -0.00164523+0.000627359j 0.00142806-0.000646654j -0.00367236+0.00178661j 0.00092369-2.92848e-05j -0.00161866-0.00217768j 0.00208071-0.000727493j -0.00123374-0.00203748j -0.00221838-0.00371228j 2.53662e-05+0.000644767j 0.00080459+0.00124173j 0.000124603-0.00172066j -0.00446054-0.0019083j 0.00121747+0.00115382j -0.00155486+0.000771877j -0.00126383-0.000363855j -0.00232188+0.00105375j -0.000921142+8.16595e-06j 0.000614114-0.000614923j 0.000981045-0.00111781j 0.000259157+0.00128254j -0.00094237+0.000609415j -0.00028603+0.00142952j -0.0016578-0.000628447j 
0.000693147+0.00220646j 0.0010495-0.00271172j 0.000536657+0.000672396j -0.000325853-9.99452e-05j 0.000862742+0.000655703j -0.00135104-0.000221587j 0.000910595+0.0024764j -0.00194742-0.00274788j -0.000912829+0.00392173j 0.00376568+0.00243031j 4.92381e-05-0.00117992j 0.00140549-0.00314613j -0.00214807+0.00248993j -0.000236664+0.00136679j -0.00083202+0.000165757j -0.000531782+0.00124838j -0.00215255+0.000339124j -0.000500721-0.00102195j -5.86061e-05-0.000131218j 0.000914273+0.00377662j -0.000206908-0.00100572j 0.00283261-0.00201182j -0.00193029+0.00407531j 0.000672903+0.000437302j 0.00293329+0.00122081j 0.00187204-0.000864392j 0.00158087-0.000142952j 0.00378265-0.000485101j 0.000174955+0.000816655j 7.93564e-05-0.000789376j -0.00153023-0.00135072j -0.000817334-0.000895872j -0.00202201+0.00183374j -0.000720317-0.00148862j -0.00198595+0.000799222j 0.00134578+0.00310537j 0.00188116-0.00394221j -0.00146674-0.000609179j 0.00270591-0.00102979j -6.59589e-05-0.00189431j -0.000884191-0.000600283j 0.00202881-0.0015403j -0.00230886+2.71869e-05j -0.000199054-0.00240399j -5.56776e-05-0.000833484j 0.000741687-0.000889472j 3.40294e-05+0.000585476j 0.00152204-0.00164116j -0.00284915-0.00173554j 0.00167434+0.00101943j -0.000203372-0.000922836j -0.000903432-0.00300203j -0.000224582-0.00153747j 0.00109017+0.000141367j 0.00150729+0.000297902j 0.00113651+0.00121067j 0.00193553-0.000674739j 0.00138048-0.00190859j -0.000218572+0.000425749j 0.00180808+0.00072334j 0.00264623-3.86154e-05j -0.00121798+0.00124987j 0.000332014+0.00284932j 0.000590447+0.00367116j -0.00136082+0.00113738j -0.00357798-0.00252173j -0.000992634-0.000620688j 0.000114246+0.000968113j -0.00211675+0.000422537j 0.00054473+0.000247563j 0.0015477-0.0029411j -0.00147549+0.000159795j 0.00139169-0.00111198j 0.00144219-0.000554923j -0.00115862-0.000176254j 0.00158699+0.000896922j 0.00159549+0.00244568j -0.000989396-3.11128e-05j 0.00206121+0.00181628j -0.00171806+0.00338894j 0.00124221+0.00310503j -0.00428098-0.00171071j -0.0014325-0.0020807j 0.00128506-0.00228396j -0.00230517+0.0024046j 0.00128918+0.00161667j 0.00118138-0.000534625j -0.000664733+0.000663802j -0.00364438+0.000980337j 0.00566953+0.000104838j -0.00205466+0.00412819j -0.0078772+0.00299578j 
0.00085393-0.000840332j 0.000850794+0.00133544j 0.000986987-0.00354486j -2.76309e-05-0.0046887j 0.000366532-0.000329883j 0.00501646+0.00175442j 0.001553-0.00147955j 0.000792029-0.000434386j -0.00498425+0.001552j -0.00297689+6.437e-05j -0.00463881+0.00370436j -0.00405407-0.00508197j 0.00101563+0.00246108j 0.00234159-0.00390004j -0.000725723+0.0013191j 0.000510449+0.0025989j 0.00419919-0.00211674j -0.0007536-0.00267457j -0.000588761+0.00107668j -0.00179039+0.00221068j -0.000435692+0.000884977j 0.00204249-0.00210374j 0.0032137-0.00416417j 0.00534421-0.00193756j 0.00377161+0.00276685j -0.00132934-0.000631402j 0.00075092+0.00371974j -0.00154112+0.000546138j -0.000184586-3.69181e-05j 0.000512554+0.000427103j -0.000845946-0.00268586j -0.00170525-0.00378741j 0.000963594+0.00437356j -0.00313586+0.000426611j -0.00381326+0.00102888j -0.000721161-0.000586402j 0.000946656+0.00580498j -0.00130651-0.00139028j 0.00342764+0.00572151j -0.00121855-0.000903465j -0.00176444+0.000238065j -0.00114522-0.00265262j 0.000738804-0.00169351j 0.000419098-0.00239646j 0.00124797-0.00273328j 0.000383523+0.00607285j 0.00158892-0.00380992j 0.00166747-0.000997893j -0.000468446-2.15116e-05j 0.00118484+0.000485917j 0.000182549-0.0032632j 0.00205194-0.000887944j 0.00276695-0.0010127j 0.00241361-0.00206264j 0.00086259+0.000206675j 0.00155963+0.000872574j 0.00376301+4.82571e-05j 0.00261145-0.0012161j 0.00202512-0.00177558j 0.000255786+0.00483048j -0.0010471-0.00638204j -0.0012147+0.000656589j -0.00194519+0.00250658j -0.000943637-0.000215038j 0.00321306-0.00051988j -0.00578496-0.000902722j 0.00346038+0.000301496j -0.0014335+0.00361993j -0.000202548+0.00104372j -0.00425588-0.00110166j -0.00411574-0.000728912j 0.0014647+0.00246429j 0.00133595-0.00335897j -0.000447544+6.9244e-05j -0.000661868-0.00392856j -0.00451126+0.00202024j -0.0039004+0.000175269j 0.00244652-0.000672461j -0.00182518-0.00117264j 0.000607703-0.0011815j -0.00162726-0.000810363j 0.000605739+0.00136616j -0.00085078+0.00373404j -0.00110155-0.00209388j -0.00125776-0.00234775j 0.000197229+0.00106838j 0.000888045+0.00184596j 0.00111215+0.00123205j 0.000940613+0.000320529j -0.00128333-5.60437e-05j -0.00119263-0.000416985j 0.00151651-0.000280172j 
-0.000864223-0.00164683j 0.000797532-0.00148418j 0.000153637-0.00215654j 0.000850281-0.00218115j -0.000904916+0.000135286j -0.000233907-0.000207661j -0.000600472+0.00240517j 0.00169036-0.000423099j 0.00139149+0.00129602j 0.00227329+0.00187505j 0.000116404+0.000253554j 0.000366711+0.00161318j -0.000653745-0.00577245j 0.00378607-0.00256707j 9.20548e-05+0.00106023j 0.000103022+0.00268765j -0.00259035+0.00254793j -0.00261521-0.0035885j 0.00126234-0.00154772j 2.12392e-06+0.00115091j 0.000329982+0.00118437j -0.000947098+0.00120392j -0.00152507+0.000435442j -0.0033767+0.00211213j -0.000629393-0.00156209j 0.000785744+0.00169492j 0.00437595-0.00144085j -0.000249547-0.000636865j 0.00099668+0.00256662j 0.00240117+0.0019079j 0.00196742+0.00168626j 0.000835608-0.00177676j 5.87357e-05+0.00134763j 0.00109251-0.00304145j 0.00292041+0.00281867j 0.00322889-0.00256435j 0.00416523+0.00156925j -0.00287157-0.000806264j 0.00148786-0.000554823j 0.00277439-0.00226425j 0.00324561-0.00260582j 0.000142034+0.000166502j -0.0032267-0.00210387j -1.16611e-05-0.000162971j 0.00259226-0.000848016j -0.00189754-0.000416425j 0.00211071+0.000485606j 0.00326961+0.00340958j 0.000682092-0.00056996j -0.00397955+0.000561454j -0.00123259+9.05996e-05j 0.00343506-0.000223491j -0.00118032-0.000220194j -0.0067273-0.00217947j -0.0013081+0.0016109j 8.10331e-05-0.00141534j -0.00100861-0.00167297j 0.00104613-0.00202047j 0.00136239+0.00248333j 0.000388952+0.0013347j -0.00106272-8.86378e-05j -0.000634353+0.00225443j 0.00323269+0.000683007j -0.00155783+0.00335514j -0.00243804-0.00116486j -0.000869369-0.000816437j 0.000669819+0.00029371j -0.00130704-0.00123838j -0.00133186-0.00118972j -0.00367318-0.000563405j -0.000531376-0.000208978j -0.000102932-0.000889163j 0.000964782-0.000866306j -0.000224788-0.000408393j 0.00199974-0.0030123j 0.00136159+0.000120756j 0.00103207-0.000322352j 0.000205232-0.00168121j 0.00188011-0.00193523j 9.90795e-05-0.00032438j 0.000175423+0.00026706j 0.00172139-0.000153957j 0.00167766+0.00113095j 0.00130142-4.21244e-05j 0.00144134+0.0013074j -0.000404562-0.0016824j -0.000961624-0.00200579j -0.000777664-2.9308e-05j -0.00158422-0.000123409j 0.00067442-0.000201473j 0.0014666+0.00027416j -0.0005169+0.00065345j 
