-1.34816+0.886838j -2.04991-2.00589j -1.69675+2.03392j -0.685084+2.35655j -0.631834-0.568873j -2.26447-1.4511j 1.10427-0.287272j 2.36817-0.520373j 1.01402-0.660416j 0.934208-2.47343j -0.0453617-0.363595j -1.86668-1.94075j 2.39106+0.668343j 0.890113-2.73452j -1.55047-0.290228j -1.20471-0.956908j -1.03679+2.363j -2.28085-0.592755j -1.82441+0.30891j -0.296492+0.944463j 0.11558-2.07069j -0.0788167-0.0980987j 0.948086+0.758548j -0.974776-1.22922j 1.00453+0.320893j 1.90376-0.521061j -0.183721+0.137789j -0.370319+0.629514j 0.129538-0.549128j -0.310835+1.71382j -1.02305-1.59747j -0.170126-0.220027j 0.468803+0.294448j -1.41142+0.497011j -1.21523+1.22527j 1.30649+1.16649j -0.478069+0.847375j 0.173558-0.303594j -2.24018-0.275981j 0.465911+0.458501j 1.19295+3.51404j 0.365237-0.269287j 1.68441-0.861911j 0.247941-0.768267j 0.371014-1.08671j -1.06374+1.95527j 1.32749-2.36171j 0.259447-0.978864j -0.670498+0.0823814j -0.285495-0.519038j 0.552011+1.17312j 0.894125+0.161435j -1.31467-0.464589j -0.431662-0.197019j 0.36575-0.066818j 2.13451-1.01184j -0.605154+0.0870331j -0.31029-0.152098j 0.459263-0.552859j -0.504962+0.598798j 2.56171-0.881076j 1.1387-0.737465j -0.360582+0.833196j -0.411906-0.333458j 0.0169315-0.312585j -0.0859029+0.824214j -0.127386-0.940399j -0.0660687+0.28264j 0.315718+0.46119j -0.357689+0.71998j -0.775877-0.58584j -2.8412-0.774429j -0.0222922-0.391507j 0.163604-0.0719102j -0.640765-0.0574706j 0.274066+0.440817j 2.02603+0.748946j 0.286984+0.0892173j -0.341089+0.0500436j -1.44557+0.539327j 0.00669636+0.147041j 0.560701+0.559177j -0.947261+0.918177j -1.40489-1.77751j 0.528344+0.326531j 0.393388-0.378166j -1.17351-1.93126j 0.883286+1.02215j 1.00043-0.0988778j -1.06847-1.08552j 0.284753+1.90831j 0.836307-2.41601j -0.982644+1.29442j -1.54945-0.0597523j 0.561616-0.267855j 
-0.542401-0.104217j -0.210563+0.675994j 0.241331-0.311892j -0.639444+0.0523149j 0.636563-1.95862j -0.266515+0.456109j 0.354203-1.16981j -1.36616+0.839347j -0.366858-0.363368j 0.994618-1.64431j -0.0375325-0.86201j 1.14834+1.43807j 0.780808+1.1849j -0.571025+0.110157j -0.383983-0.786907j -0.0889762-0.132505j 0.161682-0.107302j 0.224465+0.0731426j -0.302816-0.273466j -0.772217+0.149421j -0.26412-0.00541395j 0.0143483-0.441632j 0.731676-0.58902j 0.687398+0.139824j 0.41404+0.071182j 0.430988+0.0275632j 0.383262+0.489043j -0.403932+1.0572j -0.448114+0.777344j -0.283995-0.48829j 0.0376118-0.412425j -0.471361-0.511076j -0.00552887+0.49673j 0.743482-0.22821j -0.0941378+0.193981j 0.282938-0.142231j -0.450241+0.278557j 0.285155-0.133509j 0.0798492+0.0170333j -0.144442-0.141117j 0.0810972+0.0491908j 0.305842+0.513971j -0.0428403-0.568417j -0.373506-0.597207j 0.22356-0.037166j -0.120984-0.94376j -0.215285-0.174974j -0.1978+0.280122j 0.216755-0.161006j 0.820423-0.334626j 0.218062-0.0578748j -0.850879+0.170013j -0.476638-0.401251j -0.640681+0.227339j -0.707796-0.239444j 0.0798089-0.0490529j -0.544548-0.139536j -0.270705-0.75663j -0.167653-0.545184j 0.262817-0.104784j -0.194516-0.110037j -0.299688+0.481704j 0.0426372-0.206386j -0.143873+0.919649j -0.0418151+0.00540981j -1.44062+0.868952j -0.570595+0.473337j -0.438199-0.0937287j 0.128368-0.296622j -0.786586-0.223235j 0.024675+0.159397j -0.21634+0.0132062j 0.717999-0.125274j -0.148063+0.261581j 0.310849-0.117211j -0.376627+0.237955j -0.2082-0.499693j -0.118605+0.378708j -0.569196-0.743739j 0.297637+0.581516j -0.00869375+0.0978267j -1.09071+0.508737j 0.488038-0.752973j -0.244205-0.189026j 0.387088+0.181691j 0.528372-0.475583j -0.282895+0.305577j 0.486923-0.226589j 0.0337183+0.708984j 0.745676+0.837351j 0.202799+0.338768j 0.382926+0.0313048j 0.189423+0.262206j 0.137796-0.29559j 0.138317+0.657993j 
-0.401889+0.506352j -0.317438+0.0877396j 0.0296526-0.389399j 0.762095+0.432699j 0.136192+0.582923j 0.0835487+0.248684j 0.10121+0.265484j 0.0856114-0.170564j -0.157013+0.0614413j -0.570468-0.37591j 0.0410544-0.156738j -0.255165+0.368996j -0.0105413-0.233443j 0.0714096+0.202142j -0.0915165-0.268743j -0.0977139+0.56216j 0.200542-0.168687j 0.0629258-0.190031j 0.437531-0.337502j -0.660158+0.081924j -0.0665926+0.422522j 0.401508+0.422118j -0.0866045+0.333023j 0.524104+0.382677j -0.256089-0.237721j -0.116006-0.0577197j -0.257786+0.0765748j 0.288595+0.0520164j -0.243121-0.0606357j 0.0390546+0.0399006j 0.527666+0.190799j -0.007524+0.0369823j -0.0312627-0.0602082j 0.146388-0.238842j -0.164627-0.137559j 0.113348+0.150657j 0.0884286+0.220177j 0.631925+0.252503j -0.0342262-0.815149j 0.00171611-0.0375725j 0.120887+0.0628835j -0.311377+0.0187506j -0.106139-0.423996j -0.223557+0.250557j -0.470704-0.703601j 0.442608+0.163459j 0.528999-0.992862j 0.0751581+0.107655j -0.152465-0.175282j -0.37366-0.105522j -0.270676+0.252647j -0.572037-0.253237j -0.323752+0.683005j -0.261116-0.588614j 0.0914455-0.164445j 0.452147-0.841023j -0.917193+0.00731984j -0.0170206-0.16394j 0.505379-0.210433j 0.243721+0.0456043j 0.882278+0.18719j 0.470027+0.470499j 0.031333-0.196294j -0.493988+0.2337j 0.117984-0.230371j 0.0505797+0.0873304j 0.0185221-0.196548j -0.271579-0.141382j 0.0142391-0.26351j -0.502697-0.104951j 0.0873995-0.0619847j -0.379637-0.465497j -0.042179+0.156012j 0.39003+0.395145j -0.197485-0.0306777j -0.124065-0.111625j -0.40561+0.35061j 0.151247-0.250511j 0.230206-0.341787j -0.0785951+0.12806j 0.137881+0.417815j -0.0215031+0.352412j 0.236542+0.641573j -0.500923+0.110361j -0.114575+0.00367805j 0.525954-0.289117j -0.114019-0.0577703j -0.0311822+0.316944j -0.13584-0.422293j 0.0776662+0.0788303j 0.260566-0.176594j 0.0680298+0.0563533j 0.103739-0.0808256j 0.0848002-0.184996j -0.147143-0.00167619j 
0.118303+0.348097j -0.370209-0.536441j 0.91958-0.169521j -0.560845+0.307867j -0.845659+1.20543j -0.726659+1.22243j 0.10371+0.484777j 0.250036+0.893133j 0.548938-0.445981j -0.707904-0.771966j -0.73279+0.491992j -0.357563+0.326884j -0.168073-0.10896j 0.38589-0.175093j 0.186843+0.0358171j -0.280996-0.864465j 0.542839-0.249193j 0.340584+0.0251615j -0.156204+1.42783j -1.2499-0.21405j 0.411659+0.146582j 0.439725+0.560997j -0.201793+0.483651j -1.32646+0.886854j -1.21132-0.00343903j 0.2179+0.335066j 0.328271+0.38949j 0.177055-0.467782j -0.204941-0.69463j 0.919904-0.420238j -0.546978+0.136082j 0.430589-0.258132j 0.104339+1.40969j 0.0362499-0.392437j 0.412706+0.400786j -0.25719-0.531051j -0.727028-0.0071841j 0.281676-0.580812j 0.154807+1.00277j -0.196107+0.0552139j -0.11454+0.466962j -0.0208108+0.30012j 0.37777-0.177802j -0.680625+0.596344j 0.10322+0.428537j 0.272842-1.26132j 0.502339+0.211255j -0.526401+0.281237j -0.484473-0.202904j -0.405186+0.376004j 0.43282+0.0357816j 0.235957-0.240437j 0.877774+0.687881j 0.44114-0.131489j 0.416582-0.446803j -0.458218+0.392115j 0.0725274+0.596944j -0.281243+0.512377j -0.30785-0.369655j -0.449362+0.132829j 0.139812+0.419955j -0.531213-0.0302043j 0.106397+0.130586j 0.750955+0.265987j -0.158157+0.155431j 0.745725+0.205602j -0.459392-0.486662j 0.177542-0.0698563j -0.339457+0.753443j 1.26174+0.443748j 0.404685+0.230826j 0.215301-0.0835021j -0.579526-0.488612j -0.0238991-0.784277j 0.0326869+0.170569j -0.0549591-0.0149721j 0.0708523+0.250977j 0.323834+0.412134j -0.54352+0.147062j 0.0621438+0.134589j -0.60874-0.32832j 0.778534-0.163659j -0.00875078-0.490148j 0.500586-0.191347j -0.00505743-0.215922j 0.665244-0.161995j -0.00678017+0.882974j -0.00520521+0.307892j 0.0312869+0.871038j 0.196566+0.079776j -0.0409143+0.19589j 0.175459-0.0835158j 0.0869106+0.191651j 0.144471+0.0956148j -0.118833+0.0576716j 
-1.48144+0.831433j -0.573035+0.455621j 0.346052-0.723079j 1.99218+1.13159j 0.185906+1.24877j -0.102955+0.00950143j -0.388191+0.579974j -0.228329-0.874048j -0.42848+0.121459j -0.663388-1.08468j 0.527183-0.621901j -0.694948+0.498698j -0.154935-0.767815j -0.0958349+0.812386j -0.460844-0.898649j -0.995945-0.0395462j 0.0631126+0.193478j 0.302578+0.242452j 0.378362+0.69623j 1.21302-0.921725j -0.654474-0.585838j -0.762588-0.712606j -0.0428673-0.806401j -0.47763-0.021249j 0.772284+0.0179183j 0.0211597-0.563407j 0.43293-0.291714j -0.582911+0.17021j 0.148487+0.317018j -0.13232-0.242336j -0.764131+0.329321j -0.0929815+0.0796649j 0.0420414-0.309461j 0.105277+0.618171j 0.461426-0.38855j -0.533575+0.222383j -0.122882-0.0513412j 0.326497-0.958258j -0.077121+0.726872j -0.5084-0.128137j -0.283955-0.122925j 0.00219384+0.921268j 0.112393+0.766299j 0.958097+0.63789j -1.11397+1.51027j -0.577568+0.307934j -0.920584+0.81461j 1.18378+0.499465j -0.330919+0.47334j 0.376082-0.479164j -0.195435-0.428086j -0.741696+0.996739j 0.261171-0.648035j -1.97587-0.00826701j -0.822897-0.00310182j -2.10982-0.000501449j 0.570414-0.866332j 0.115722+0.111667j -0.776608-0.66938j 0.699038-0.322137j -0.0979328+0.35458j -0.137901+0.106359j -0.488661-0.256745j -0.120628-0.368998j -0.564273-0.134956j -0.483921+0.135056j -0.529844+0.306577j -0.157673+0.025403j -0.188633+0.114835j -0.633796-0.410959j -0.302328-0.138153j -0.0211937+1.06848j 0.235829+0.285725j 0.0650549-0.787469j 0.00102393+0.120701j 0.0340032-0.00468224j -0.27406-0.106133j 0.0085389-0.238625j 0.482625-0.0444954j -0.253066-0.246631j 0.430319-0.681316j -0.388775-0.847935j 0.264324-0.783438j 0.667398+0.387248j -0.283271+0.0156509j 0.212243-0.110936j 0.322193-0.179356j 0.0809567+0.294088j 0.0408478+0.146037j -0.156638-0.568687j 0.11095-0.121593j 0.274621-0.25653j 0.0211242+0.0860184j -0.280907+0.140529j -0.0810695-0.0076255j 
0.0972272-0.084049j -0.176717+0.0116309j 0.137619+0.11708j -0.457163-0.15901j 0.116645-0.449769j -0.148295+0.167142j 0.243762-0.156402j -0.256037+0.229927j 0.0128751-0.084079j 0.272397-0.118587j -0.193392+0.00461546j 0.124476+0.433526j 0.0322813+0.279623j -0.181674-0.197125j 0.10172-0.0777775j -0.157365-0.377886j 0.298439+0.0769009j -0.0132854+0.514806j 0.193278-0.0981316j 0.441809+0.013282j 0.24482+0.244001j 0.386527+0.508096j -0.157403+0.0276341j -0.0160562+0.757372j 0.151266-0.598086j -0.379681-0.0750374j -0.746417-0.571274j 0.485642-1.01546j -0.403911-0.161965j 0.70537+0.0444037j -0.210198+0.0404918j -0.128992+0.133834j -0.279126-0.41407j -0.460353+0.126387j 0.48012-0.248932j -0.441209-0.236394j -0.32042-0.0701649j -0.165735+0.00030334j 0.568472-0.136206j -0.165014+0.228342j -0.219696+0.479129j 0.467181+0.00555693j 0.758782+0.205667j -0.17501-0.0594449j -0.322374-0.324361j -0.801619+0.342131j -0.656859-0.140051j -0.604969+0.272019j 0.0187805+0.177795j -0.749775-0.0280726j 0.190482-0.623538j 0.601473+0.0724606j -0.187767+0.263627j -0.0731434+0.163659j 0.268331+0.556472j 0.96314-0.620293j 0.286205+0.107478j -0.69812-0.297752j -0.394115-0.278126j -0.357532-0.313957j 0.848174-0.447233j 0.102134-0.310877j 0.214519-0.148417j 0.101344-0.925949j -0.117304-0.991678j 0.999341+0.827627j 0.883252-0.65897j 0.225893+1.14246j -0.33433-0.631268j -0.275318+0.855137j 0.306046-0.473029j -1.02772-0.453646j -0.177039+0.281398j 0.545779-0.247577j 0.210727+0.00801324j -0.129144+0.493826j 0.294301+0.587987j -0.189038+0.0637199j -0.63218+0.591247j -0.107294-0.283315j 0.41481-0.154471j 0.167447+0.205681j -0.958533-0.597264j 0.652608-0.219131j 0.40674-0.134053j 0.201605+0.0664208j -0.0687444-0.156232j -0.302959-0.274424j 1.15659-0.545433j -0.0458362-0.0227179j 0.568804+0.0956011j -0.288116-0.551581j 0.439276-0.00759957j 0.189622-0.167333j 0.21557-0.0855944j 
-0.20117-0.293745j -0.276474+0.212971j 0.156688-0.17141j -0.36879-0.151463j 1.30587-0.936547j -0.373049+0.15249j 0.85097-0.391051j -1.09889-0.0514866j -0.148815-0.247915j 1.35563-0.57422j 0.581796-0.405187j -0.00157318+1.32767j -0.11063+1.1133j -0.314961-0.26991j 0.0657769-0.534343j 0.143582+0.397361j -0.293391+0.00164436j -0.329394-0.217289j 0.276042+0.239466j 0.976205-0.412649j 0.149773-0.290888j 0.280642+0.649564j -0.667217+0.425029j -0.812116-0.449228j -0.392755+0.12319j -0.127112-0.130844j -0.247851-0.220142j 0.0411739-1.39296j 0.810712-1.1385j 0.247314+0.621073j 0.157887+0.57064j 0.662946+0.553045j 0.0826834-1.03531j -1.21634+0.189659j 0.108439-0.0437773j -0.154179+0.358491j 0.767868-0.0719158j -0.113768-0.191366j -0.197352-0.2553j -0.0985147+0.0928559j 0.274396-0.144162j 0.56056-0.510023j -1.09532-0.175828j -0.532292+0.622569j 0.0892599-0.118083j -1.44345+0.15307j -0.128309+0.431627j 0.73238+0.518722j -0.156922-0.362703j -0.630588-1.4475j 0.00837555-0.293676j -0.241577+0.302315j -0.367751+0.686429j 0.124814+0.356154j -0.335581+0.672454j -0.495397+0.0260831j -0.24313+0.688238j -1.1841+0.561715j -0.681409+0.364124j 0.393946+0.260614j -0.461789+0.67153j 0.88598+0.695013j 0.146188-0.0610035j 0.755284-0.189945j -0.0192107+0.375628j 1.31573+1.56123j 0.0934362+0.452168j -0.419815+0.232217j 0.0794303+0.33365j -0.393758+0.743099j 0.0498335+0.00748049j 0.384366+0.504436j -0.184021-0.728116j 0.11204+0.162916j -0.493065-0.43512j 0.101488+0.317916j -1.26473+0.0463027j 0.484105-0.101251j -1.02092+1.05865j 0.327931-0.529376j 0.0975643-0.0288478j 0.801055+1.29541j -0.728028-0.194124j -0.33376+0.519765j -0.0429934-0.827087j -0.951181-0.843438j 0.447992+0.209167j -0.422125-0.992594j 0.817051-0.173918j 1.12942-1.10226j 0.51016-0.343986j 0.142773-0.113204j 0.279539-0.242459j -0.509922-0.174688j 0.933647-0.10419j 
0.824073+0.248275j 0.972824-0.736661j -1.42422-1.11657j -0.0270618+0.788523j 1.20071+0.0473097j 0.384512+0.300721j 0.622785-0.0347961j 1.49832+1.43017j -0.929769+0.570688j -0.280677-0.671485j 1.50591-0.437609j 0.126719-0.830568j 0.060382+1.09746j 1.00912-0.569652j -0.359559+0.975114j 0.0746478+0.379105j -0.19512-0.200662j 0.24948-0.515165j -0.636591+0.331515j -0.393765-0.554131j 0.232681-0.368487j 0.150607-0.262859j -0.181216+0.0742233j 0.251928-1.21188j -1.16529-0.118274j 0.198979+0.324489j -0.169073+1.23653j -0.736366-0.0112134j 0.771533+0.309971j -0.404412-0.24954j -0.121093+0.0543899j 0.338511+0.552568j -0.218413+0.612256j 0.0657913+0.0320655j -0.767449-0.10121j 0.219619+0.429852j 0.349793+0.393765j -0.427337+0.250661j -0.357447+0.185744j -0.144367+0.318364j 0.216078-0.160618j 0.581326+0.0322116j -0.573156-0.263693j -0.107653-0.344845j -0.771109+0.251385j 0.242711-0.474686j 0.74908+0.458442j 0.0099681+0.415408j -0.178082+0.356893j 0.409679+0.00454119j -0.313272+0.485613j 0.841259-0.280352j 0.744059+0.019895j 0.423025+0.255522j 0.536255+0.201937j -0.0785425-0.685166j -0.158583+0.41609j 0.21689+0.691077j -0.179087+0.0882841j -0.66504-0.241061j -1.05828+0.645838j -0.216054+0.18999j 0.32109+0.752201j 0.384136+0.419006j -0.38251-0.253702j -0.0507415-0.319147j 0.109693-0.351308j 0.0827058-1.13382j -0.334502+0.166513j 1.24894-0.516214j -0.104797-0.188365j -0.203207+0.382742j -0.486394-0.770417j -0.0593577-0.36988j 0.262481-0.231946j 0.713985-0.43598j -0.85766-0.349401j 0.838046+0.119306j -0.202218-0.402501j 0.344477+0.0371354j -0.132211-0.0585303j 0.318773+0.107054j -0.292921+0.0408408j -0.025387-0.226089j -0.47025-0.159812j -0.292695-0.578261j -0.250615+0.179642j 0.429923-0.100401j -0.198715+0.119427j 0.361076+0.473j -0.778515+0.249363j -0.564236+0.376432j -0.484115-0.350815j -0.046483+0.100866j 0.44509-0.210913j 
-0.350671-0.222928j -0.114949-0.353062j -0.0319096+0.323007j 0.132506-0.227925j -0.0498039-0.0137113j 0.211611+0.736856j -0.228688-0.123553j -0.495325+0.534581j -0.509204+0.276346j -0.0765037+1.21459j 0.525428+0.207276j 0.951355+0.239239j -0.470087+0.311889j -0.413293+2.37152j 1.49292+0.602231j 0.268406-0.272872j -0.45494+0.0244516j -0.534313-0.30699j 0.0995655+0.082149j -0.0294452+0.261035j -0.851273-0.154251j -0.00271937-0.0205882j 0.193051-0.514707j 0.525872+0.0937906j -0.635682-0.836093j -1.29331+0.0925988j 0.281318+0.357474j 0.177005-0.494264j 0.357374-0.742103j -0.400318-1.4171j 0.561083+0.0459581j 0.690224+0.0960372j 0.264112+0.200968j 1.75636+0.275457j 1.58539-1.74619j -0.355292-2.51445j 1.67779-0.370995j 0.168748+0.0792511j -0.0423068-0.216576j 0.0969219+0.379225j -0.103779+0.185626j 0.451985-0.315841j 0.235815+0.107696j -0.197132-0.434177j 0.120422-0.181304j -0.114233+0.109459j -0.0457845-0.0113721j -0.3976+0.141724j -0.703631+0.337655j -0.0440124-0.0680912j 0.227094+0.303029j -0.0600062-0.732929j -0.236786-0.0511299j -0.342416-0.124211j -0.723665-0.204185j -0.292912+0.00706138j -0.0867906+0.138694j -0.0199874+0.0994777j -0.398503+0.681175j 0.881826-0.472356j -0.0148366-0.131981j -0.150768-0.392286j -0.14022+0.151925j -0.0247224+0.877734j 0.281395+0.0203155j 0.102994+0.119333j 1.07845+0.745007j 0.16207-0.171165j -0.558943+0.133312j 1.1507-0.27305j -0.636337+0.0743057j 0.382378-0.541679j -0.414975+0.565763j 0.155444-0.679196j -0.21422-0.809312j -0.302802+0.551447j -0.47258-1.01247j -0.667434-0.604453j 0.295483+0.0389012j -0.401851-0.0141499j -0.520505-0.433532j -0.40095-0.353355j -0.160732-0.515869j 0.296571+1.28551j 0.0459303-0.510968j -1.08837+0.094211j 0.871281+0.27051j 1.16406+0.224877j -1.38129+0.246839j -0.275568+0.579935j 1.07874-1.3559j -0.415143+0.738034j 1.32405+1.54344j 0.753589-0.480205j 1.00667-0.858461j 
-0.483757-0.62002j -0.240814-0.0515488j 0.739248+0.427778j 1.14455-0.69049j 0.200305+0.242233j 0.633083+2.23279j 0.0776259-0.187697j -0.294712+0.402609j 0.506116+0.581097j -1.02568-0.436307j -1.44356-1.312j 0.262077+2.04327j 0.889403+0.161822j -0.362368+0.681777j 1.63795-0.443516j 0.494558-0.0728155j -0.293882-0.111045j -0.389745-0.0561014j 0.120227+0.684772j 0.0911763-0.276454j -1.46797-0.155183j 0.114626-0.0495565j 0.0532173+0.0077484j 0.668212-0.298224j -0.683291-0.254604j -0.0359977-0.215268j -0.745187-0.113211j 0.488249+0.357541j -1.16705+0.859779j 0.70919+0.720281j -0.853309+0.803489j -1.60549+0.577378j 0.669239+1.45978j -0.121492+1.01743j -0.639808+0.607372j 0.128357+0.147782j 0.608469-0.567868j -0.195682+0.0153321j 0.0927907-0.351924j -0.207287-0.0543497j -0.0506654+0.109504j 0.262566+0.0624666j 0.336346-0.26667j 0.0860339-0.096678j -0.38483-0.18567j 0.164833+0.097706j -0.412315-0.0335589j -0.130654-0.0447558j -0.564578+0.458476j -0.153343+0.0507066j 0.827514-0.488324j 0.00108575-0.04292j -0.188641+0.325679j 0.198091+0.00114975j -0.529464+0.0629953j -0.660749+0.212061j -0.11953+0.212167j 0.292659+0.212958j 0.137233+0.127821j -0.0252854+0.313069j -0.885051+0.0144449j -0.115498+0.305754j 0.148312-0.0383457j -0.383538+0.32771j 0.0542908+0.485482j 0.0956345-0.170499j -0.311176-0.614812j 0.120538-0.397458j 0.331654-0.0090338j -0.155043+0.452307j 0.503447+0.603787j 0.0179323+1.50671j 0.314338-0.370165j -0.232924+0.271161j -0.048005+1.50797j 0.019491-0.108792j -0.194921-0.61478j 0.525362-0.180664j -0.068515+0.24007j -0.723653+0.354371j 0.115368-0.816322j 0.417223+0.0901892j 0.288762+0.330699j -1.11285+0.787546j -0.0741459-0.239295j 0.00331105+0.103259j -0.543383-0.674487j 0.0460264-0.368107j 0.678799+0.00185944j -0.425089-0.221197j -0.120461+0.125449j -0.0900515-0.234275j 0.369257-0.538628j 0.732005-0.170152j -0.170842+0.35439j 
0.3858-0.729617j 0.808111+1.13548j 0.150989-0.129846j 0.429605+0.0188775j -0.181015+0.600552j 0.632904+0.398196j -0.176096+0.24437j -0.357436-0.0115117j -0.0305944+0.1738j 0.211052+0.0834978j 0.116223-0.0757828j -0.0618121-0.134831j 0.177294+0.0514744j -0.0812819-0.258748j -0.160453+0.128883j 0.061236-1.06311j -1.58583-0.0852185j 0.856458-0.85721j -0.274438-0.949907j 0.0282906+0.149591j -0.270799+0.0935337j 0.044686+0.708218j -1.04797+0.302488j -0.176931+0.4769j 0.161863+0.194373j 0.559673+0.685324j -0.556267+0.125468j -0.487392+0.50215j 0.353964+0.359775j -0.160237+0.300861j -0.763294-0.103924j -0.0708151+0.0111342j 0.104211-0.219158j 0.161785+0.309581j 0.583886+0.201583j -0.220998-0.461894j 0.0876744-0.309568j -0.26851-2.32301j 1.06605+0.410231j 2.49924-1.39002j -0.286034-1.27322j 0.362096-1.49768j -0.65769-0.223547j -0.521798-1.80994j -2.01745-0.144102j 0.663981-0.0587249j -0.173348+0.730729j -0.16042+0.140862j -1.05035-0.786266j 0.0783527+0.021912j 0.201099-0.583656j 0.373541-0.0226218j -0.633949-0.0354677j 1.29565-0.0523692j -0.0258659+0.31502j 0.395207-0.60025j 0.251006+0.67059j -0.246975-0.392151j 0.028079+0.694568j 0.267668+0.74475j -0.341398+0.0470243j 0.189771-0.291841j 1.17917+0.278999j -0.748013-0.693299j -0.199098-0.265216j -0.0568392-0.885981j -0.395705+0.152768j 0.0344551-0.268337j -0.177465-0.99229j -0.205188-0.123366j -0.286775+0.7694j 0.306277+0.361452j 0.41474-0.334133j -0.62061-0.271842j 0.642671+0.278526j -0.583236+0.16608j -0.0774548+0.557204j -0.280755+0.0647861j -0.0264829-0.609856j 0.655577-0.383291j -0.171658-0.256434j 0.142849-0.218057j -0.600436-0.950457j 0.143918+0.0126094j 0.076968+0.0698601j 0.221271-0.662188j 0.54195-0.144042j 0.123074+0.175381j -0.0195941+0.229074j -0.186242-0.510761j 0.0383431-0.230857j 0.356352-0.236998j 0.0791184+0.1486j -0.290328-0.051305j -0.108375-0.128204j 
0.0758618-0.070443j 0.030201+0.0137596j 0.0812954-0.0261472j -0.177691+0.0391472j -0.14835-0.0813872j 0.0262216+0.126616j 0.144446+0.00723311j 0.0495542+0.190836j 0.0607496+0.00631267j -0.0193828-0.0468929j -0.0169205+0.197978j 0.0872462+0.04841j 0.0784181+0.0786603j 0.0234301-0.158638j 0.040188+0.00735598j 0.0829015-0.381465j 0.272026-0.14173j 0.16316-0.0565324j -0.156203+0.51449j -0.816568-0.250977j 0.285573+0.273792j 0.178629+0.616062j -0.354686+0.273746j -0.705211+0.382234j -0.73367-0.285822j 0.00966598+0.280003j -0.00998654+0.181973j 0.292392-0.32221j 0.085265-0.427299j 0.486389-0.0326639j -0.212175+0.0966327j 0.27372-0.055639j -0.0816184+0.699381j -0.0296868-0.335457j 0.132613+0.20882j -0.0701274-0.276835j -0.386309+0.0248135j -0.0675492-0.287666j 0.410877+0.525771j 0.0403195+0.292046j 0.10738+0.664407j 0.26474-0.423198j 0.334134-0.729801j -0.386768+0.578784j 0.36791-0.135934j 0.197844-1.28303j 0.734828-0.261559j -0.718523+0.0252443j -0.519187-0.225181j -0.937884+0.543344j 0.545934+0.0657488j -0.364139-0.523399j 0.625053+0.860962j 0.659141-0.246761j 0.781863-0.549897j 0.630367+0.258009j -0.251026+1.0022j -0.356828+0.537199j -0.335469+0.0627467j -0.0229157+0.0256992j 0.573823+0.126052j -0.237824+0.0333269j 0.481369+0.0979808j -0.0631557+0.16623j -0.0338862+0.0199937j 0.740047+0.0868852j -0.984721-0.78397j 0.0376746-0.0322345j 0.0412171+0.499237j 1.03149+0.371928j 0.618558+0.155377j -0.0888486-0.656301j -0.31935-0.448762j 0.109806-0.852924j -0.365809+0.298889j -0.276303+0.115088j 0.0708452+0.407781j 0.302298+0.280503j -0.406553+0.403863j -0.275729+0.24915j -0.934235+0.0251385j 0.440329+0.113636j -0.188307+0.215255j 0.370682-0.493458j -0.142187-0.217128j 0.20122-0.459736j 0.0872478+1.30939j -0.0317901+0.199037j 0.487066+0.635141j 0.0332731+0.0624471j 0.129948+0.200272j -0.0384216-0.309337j 0.242866-0.0316362j 0.312493-0.162647j 0.000546755+0.0462464j 
