-1.34816+0.886838j -2.04991-2.00589j -1.69675+2.03392j -0.685084+2.35655j -0.631834-0.568873j -2.26447-1.4511j 1.10427-0.287272j 2.36817-0.520373j 1.01402-0.660416j 0.934208-2.47343j -0.0453617-0.363595j -1.86668-1.94075j 2.39106+0.668343j 0.890113-2.73452j -1.55047-0.290228j -1.20471-0.956908j -1.03679+2.363j -2.28085-0.592755j -1.82441+0.30891j -0.296492+0.944463j 0.11558-2.07069j -0.0788167-0.0980987j 0.948086+0.758548j -0.974776-1.22922j 1.00453+0.320893j 1.90376-0.521061j -0.183721+0.137789j -0.370319+0.629514j 0.129538-0.549128j -0.310835+1.71382j -1.02305-1.59747j -0.170126-0.220027j 0.468803+0.294448j -1.41142+0.497011j -1.21523+1.22527j 1.30649+1.16649j -0.478069+0.847375j 0.173558-0.303594j -2.24018-0.275981j 0.465911+0.458501j 1.19295+3.51404j 0.365237-0.269287j 1.68441-0.861911j 0.247941-0.768267j 0.371014-1.08671j -1.06374+1.95527j 1.32749-2.36171j 0.259447-0.978864j -0.670498+0.0823814j -0.285495-0.519038j 0.552011+1.17312j 0.894125+0.161435j -1.31467-0.464589j -0.431662-0.197019j 0.36575-0.066818j 2.13451-1.01184j -0.605154+0.0870331j -0.31029-0.152098j 0.459263-0.552859j -0.504962+0.598798j 2.56171-0.881076j 1.1387-0.737465j -0.360582+0.833196j -0.411906-0.333458j 0.0169315-0.312585j -0.0859029+0.824214j -0.127386-0.940399j -0.0660687+0.28264j 0.315718+0.46119j -0.357689+0.71998j -0.775877-0.58584j -2.8412-0.774429j -0.0222922-0.391507j 0.163604-0.0719102j -0.640765-0.0574706j 0.274066+0.440817j 2.02603+0.748946j 0.286984+0.0892173j -0.341089+0.0500436j -1.44557+0.539327j 0.00669636+0.147041j 0.560701+0.559177j -0.947261+0.918177j -1.40489-1.77751j 0.528344+0.326531j 0.393388-0.378166j -1.17351-1.93126j 0.883286+1.02215j 1.00043-0.0988778j -1.06847-1.08552j 0.284753+1.90831j 0.836307-2.41601j -0.982644+1.29442j -1.54945-0.0597523j 0.561616-0.267855j 
1.15737-0.193225j 0.86503+0.0222179j -2.10827-0.555484j 0.876004-0.714487j 0.42909-1.09479j -1.14572+0.217404j 0.191492-0.594859j 0.7674+1.07545j -1.83414-0.186511j 0.402702-2.56958j -1.11053+0.259887j 0.0820576-0.825995j 1.48155-0.0987463j 0.536134-2.24401j -2.72439-0.712038j 1.00918-0.389061j -0.546285-0.129315j -1.28898+0.245556j 0.0484661-0.819825j -0.0283818+0.85137j -0.870543+0.149775j 0.0498536-0.151506j -0.142238-0.243559j -0.412338-0.951276j -0.699247+0.034097j -0.232404-1.26943j 0.363584-0.428009j 0.189272+0.364884j 0.720191-0.7977j 0.291317+0.320809j -0.618409+0.450223j -0.268301+0.387742j -0.0813165-0.178814j -0.369642+0.99433j 0.359334+0.0486318j 1.00023-1.26903j 1.68602+1.14905j 0.529743-0.0771758j 0.390606+0.00323716j -0.207455+0.313972j -0.581999-0.111582j 0.336204+0.670598j 0.688898+0.947271j -0.205038-0.129033j -0.45859+0.0393909j -0.709231+0.502957j -0.307259-0.0963071j -0.0633244+0.449893j 0.202289+0.0150282j -0.194039-0.303118j 0.651392+0.238532j -0.0953389-0.630106j -0.539158+0.0891259j -0.53729+0.0522109j -1.12121+0.366645j 0.396004-0.330847j 0.111928+0.446625j 0.548122+0.980539j 0.700777-0.769154j 0.229831-0.654967j 0.33777+0.48419j 0.926306-0.520601j 1.0913+0.365472j -0.0844232-0.282595j -0.394702-0.0204862j -0.293321+0.88711j -0.0922758+0.591913j -0.0671224+0.585843j -0.116192-0.452772j 0.471779+0.0445514j -0.907082-0.344419j -0.173487-0.379319j -0.219162+0.156285j 0.272596+0.212013j 0.0839557+1.08625j 0.089571+0.388025j -0.0636614+0.333205j 0.708232-0.239041j -0.840183-0.0847828j 0.133685-0.227908j -0.422967+0.0210906j 0.467101+0.275667j 0.500323+0.344345j -0.170606-0.188463j 0.255143-0.643962j 0.142891-0.208486j -0.181109-0.0553714j 0.419064+0.0605219j 0.103828-0.779417j -0.187746+0.151957j 0.601494+1.08938j -0.468191-0.641384j -0.804709+1.04604j -0.832527+0.336637j 0.599776-0.169324j 
-0.168952-0.709769j 0.296792+0.606633j 1.18168-0.254731j -0.153486+1.37273j 0.116572-0.636651j -0.44086+0.540635j 1.78307+0.111078j 0.205466+0.117579j -0.939598-1.58839j 1.07704-0.601474j -0.44885-0.245387j -1.37436+0.188574j 0.551426+2.20566j 1.23766-0.360086j 0.609873-0.0802333j -0.0587083-0.715969j 0.147593-0.0419182j 0.803796+1.19178j -0.472824+0.127038j 1.03851-0.308891j 0.288116+1.22749j -0.3695+0.386317j -0.0611435-0.260315j -1.04175+0.311916j -0.430637+0.601096j -1.79985+0.233056j -0.606808+0.0826165j 0.901477+0.307866j -0.341079-1.09845j 0.357873-0.430537j -0.0318072+0.97373j 0.58204+0.462303j -0.374941+0.103261j 0.894662+0.633787j -0.256156-0.244669j -0.924535-0.799839j 1.1444-1.34309j 0.703816+0.43788j 0.919005-0.33237j -0.221241+0.190253j -0.90485-0.936002j -0.946382+0.670273j -0.125124+1.14716j 0.682185-0.0425006j 0.135984-0.854103j -0.758471+0.539234j -0.300419-0.0226352j -0.219615-0.408666j 0.048531-0.476211j -0.560777-0.134853j 0.950639-0.0930703j 1.32731+0.456175j -0.962297+0.42866j 0.0220977+0.190441j 0.0654546-1.62419j 0.459201+0.572525j 0.821022+0.888227j 0.749358+0.952923j 2.17334+0.915875j 0.398036+0.633401j 0.405831+0.913589j 1.22471-0.525282j 0.113038+0.71128j 1.53147-1.11093j 0.0541025-0.757227j 0.477594+1.08296j -0.683452-0.311798j 0.171923+0.423403j 0.429507-0.434081j 0.322627-0.495897j -0.12842-1.79943j 0.035562-0.435964j -0.671997+0.312727j -0.209588+0.373185j -1.70895+0.370512j -0.355871-0.173592j -0.321495+0.424547j 0.543935-0.862858j -0.780345+0.975481j 0.129705-0.416852j -0.388907-0.84558j -0.250731+0.647586j -0.352203+1.12966j -0.0631477-0.0821293j -0.0657455-0.161613j -0.705579+0.320279j -0.531019-0.552346j 0.709613+0.200462j 1.47396+0.241156j -0.625457+0.0303179j -0.765766+1.436j 0.366127-1.8268j -0.428515+0.413855j -1.87744-0.750976j 0.769219-1.10477j 
-0.0348386-1.13646j 0.241522+0.352401j 1.27228+0.810757j -0.584787+0.511469j -0.797338-0.286788j 0.130179+1.7105j 1.26549-0.169304j 0.558863-0.248541j -0.864195-0.230642j -1.12118-0.439923j 0.0521397+0.714645j -1.57559+0.224707j -0.232858+0.863911j -0.304122-0.181022j 0.247226+1.50294j 0.58491+0.021672j 0.178208-1.1623j 1.29965-0.0571688j 0.199013+0.681924j 0.243166-0.183427j 0.0789008+0.734218j -0.685091+0.661758j 0.704836-0.836809j -0.0513595-0.665934j -1.34596-0.577097j -0.0332034+0.693255j 0.273844+0.946075j 0.766594+1.60756j 0.965676-0.131306j 0.0563863-0.899727j -0.293094+0.229166j -0.41346+0.28196j -0.301318+0.238989j 0.556171+0.220938j -0.904567+0.865447j 1.01734+1.04663j -0.868917+0.568409j 1.16387+1.19158j 0.45926-0.959618j -0.59971+1.73059j 0.186147-0.317925j 0.777389-0.365293j -0.759751-1.91272j 0.0376502-0.44055j 0.672403-0.109161j 0.838667-0.362461j 0.647584+0.685851j 0.263761-0.216827j -0.108643+0.710852j -0.0652596+0.48669j -0.556315-0.94618j -0.367825+0.0102858j 0.470337-0.870044j 0.501934+0.309608j 0.0196475+1.01931j 0.402226-1.07373j 0.160791-0.124125j -0.488277-0.661287j -1.38958-0.707115j -0.757486-0.90708j -0.406029-0.285708j -1.92368+1.51267j -0.488672-0.114709j -0.492968+0.782008j -0.107579+0.132173j 0.105301-0.838841j 0.653496-0.113742j 0.0222601-0.747366j -0.876147-0.25211j -0.212448-0.712009j 0.443973+0.133244j -1.16636+0.405229j -0.594275+0.0143469j -0.244222-0.171587j 1.49149+0.0861161j -1.41025-0.750875j -0.752235-0.302256j -0.440347+0.883836j -0.199439+0.499142j 0.0452772+0.153156j -0.299975+0.0122469j -0.969798-0.944963j 0.166152-0.514055j -0.324954+0.749149j 0.220469+0.225841j -0.392353+0.633681j -0.0274779+0.206483j 0.393717-0.157198j 0.43596+1.05461j 0.388817+0.197846j -0.075131+0.289694j -1.20479+1.76544j -0.0598657-0.143967j 2.65844+1.05581j -0.223898+1.08031j 
1.55675+1.13387j -0.235474+1.06475j -0.1236-0.926023j 0.607827-1.39913j -0.349532+0.772495j 0.935719+0.524507j 0.00540902-0.536501j -1.32205+0.794249j 0.235279+0.752024j -1.05327+0.319645j 0.971928+0.71936j 1.20401-0.0695363j -1.44887-1.02323j 0.660776+0.400649j -0.989401-1.53236j 1.6152+1.0829j 0.678447-1.52708j 0.331196-0.210506j 0.652469-0.858345j -0.160523-0.662153j 0.908656+0.576574j -0.128217+0.744209j -0.594342-0.29392j 0.345142-0.627496j -0.60272+0.795155j -1.21653+1.11632j -0.444804+0.846172j 0.49495+0.679034j 0.69876-0.53952j -1.14411-0.156885j 0.732718+0.956441j 0.677208-0.201385j -0.881622+1.28882j -0.578294+0.219932j -0.967831-1.54461j 0.279786+0.792976j -0.00372219+1.15594j 1.33391+0.631399j 0.722545+0.448766j -0.502536+1.51121j -0.523129-1.09794j 0.619277+0.718536j -0.0686054+1.07318j 0.741795+0.129717j 0.347205-0.0588988j 0.142159-0.553161j -0.931433+0.832655j 0.541689-0.884108j -0.0068382-0.892367j 0.330764+0.777531j -0.267513+0.0940838j 0.191062+0.327521j 0.0408431-0.0782881j 0.532631+1.23847j 0.898388+0.144541j 0.00554394+0.0217565j 1.2837+0.155189j 0.134024-0.140233j 1.09568-0.540119j -0.011685-0.0676403j -0.235031+0.550419j 0.0781018+0.385114j -0.142062-0.128504j 0.906648+0.277737j 0.605189-0.275203j 0.94874+0.160937j 0.617988-0.882764j 0.323433-0.604956j -0.353154-0.40197j -0.318799-1.23719j -0.613971-0.588394j -0.198652-0.311293j -0.830514+0.307221j -0.967553+0.0140672j 0.326432-0.662766j -0.665597-0.627921j -0.906192+0.513661j -0.232189-0.0330535j -0.605199+1.61131j -0.417734-0.803286j 0.609278+0.202347j -0.912675-0.18821j 0.374867-0.0783709j 0.594395-0.324808j -0.699758+0.472558j -1.17893+0.286327j -0.0869238-0.438867j 0.00376027-0.234027j 0.252565+0.0650169j 0.556014+0.984331j -0.679112+0.678196j -0.148753-0.190634j -0.724252-0.0275434j -0.755253-0.0921072j 0.471461+0.00265501j 
0.186543+0.998822j -0.115934+0.924661j 0.797464-1.81668j 0.248799+0.878503j 1.14077+0.513845j -0.00761415-1.39278j 0.546214+0.542138j -1.17329+0.686839j 0.781323-1.82406j 2.5816+1.091j 0.050311-1.25733j 0.749596+0.00166203j -0.45089+1.67848j 2.20222+1.02296j 1.17164-2.39376j -0.183761-0.0502643j 0.341281+0.24152j 0.252171+0.670252j -0.502997-0.30386j 0.446602-0.550396j 0.557614-0.0955405j 0.1425+0.0105873j -0.269393+0.493582j 0.0299933+0.597643j 1.14132+0.362123j -0.917925+0.579048j -0.745831+0.159947j -0.163393-0.718377j -0.606666-0.0704139j -0.0224685+0.494612j 0.376837+0.17634j 0.589114-0.388127j 0.0851987+0.0638012j -0.213308+0.0561778j -0.33963-0.579856j -0.756709+0.222674j 0.00729172-0.716676j -0.127403+0.114062j -0.125254+0.257729j -0.198715+0.197637j 0.278136-0.236948j 0.426379+0.0823484j -0.685817+0.0125517j 0.0748777-0.046454j -0.0983544+0.0873075j 0.0164563-0.536884j 0.0784638-0.208238j 0.0881305-0.0894806j -0.123733+0.108696j 0.176748+0.00836394j -0.441611+0.326895j -0.116375-0.0440057j 0.0106485-0.514922j -0.0300392-0.206226j -0.0896171+0.148022j -0.00984912-0.130842j -0.417542-0.00447029j -0.810386+0.240153j -0.349651-0.00577212j 0.0593571-0.0747385j -0.38895+0.198444j 0.202177+1.03809j -0.27365+0.412444j -0.235514+0.517942j 0.0546776+0.0346333j -0.701252-0.207138j -0.0380145-0.121875j -0.410289-0.0967823j 0.0200491+0.115037j -0.118941+0.521862j 0.149049+0.15075j -0.112388+0.145735j -0.149844-0.360732j -0.150473+0.0087372j 0.195857-0.205808j -0.524332+0.329866j -0.50296-0.0848735j 0.345757+0.560801j 0.0385206-0.578425j 0.14166+0.210575j 0.220998+0.137068j -0.106068+0.263986j -0.0610415-0.272031j 0.0967123-0.186796j 0.498671+0.0639392j 0.301465+0.00235108j 0.0526468-0.0262637j -0.244728+0.040595j 0.160155+0.0337315j 0.243834-0.105596j -0.104831+0.176914j 0.482015+0.259925j -0.945971-0.392544j 0.595368-0.400193j -0.0263471+1.16964j 
-0.389548+0.519109j -0.048238+0.0241802j 0.376851-0.672853j 0.787692+0.0860346j -0.424158+0.349012j 0.577394+0.256577j -0.114967-0.805838j -0.427324-0.290853j -0.437869+0.569416j -0.516106+0.0288528j 0.00974521+0.342691j 0.46322+0.992958j 0.698913-0.733108j -0.152736+0.0738684j 0.570294-0.71043j 0.845488-0.4406j -0.238059-0.171117j -0.570263+0.487923j -0.863038-0.771213j -0.324933+0.359803j -0.361745-0.415927j 0.109506-0.555365j -0.0857433+0.862798j 0.160872-0.846121j 0.625992-0.443685j -0.0170393+0.222111j 0.0953798+0.17262j -0.842072+0.200532j 0.31385+0.150116j 0.549082+1.12185j 0.449452-0.42075j -0.534977-0.705511j 0.639325+0.579481j -0.653897+1.40865j -1.26894-0.591979j 0.493002-0.150017j 1.38042+0.557279j 1.02334+0.45009j -1.52646+1.44529j 0.16658-0.0506123j 0.102591-0.311472j -1.53089+0.712614j -0.472205+2.49287j -1.09364-0.0284961j -0.814495-0.902636j 0.835964-1.46317j -1.37567-0.372145j -0.722458+1.37135j 1.64258-0.0568319j 1.34922+1.49493j -1.05829+0.780508j 0.0302701-1.15666j 1.21659+1.04731j -0.142323+0.0173082j -1.06066+0.677297j -0.531545-0.725599j 1.0692-0.619288j -0.279417-1.3193j 0.755331+0.077651j 0.0274762+0.108322j -1.02807+0.0446686j 0.470896-0.486693j 1.03867-0.0756934j -0.821683+0.561763j -0.386819+0.897938j 0.38851-0.787559j 0.972728+0.957331j -0.278302-0.823214j -0.52594-0.128048j -0.815092+0.0610329j -1.04641-0.435835j 0.827225+0.406465j -0.0982495-0.288828j 0.161721-0.879462j 1.53412+0.937317j 0.935958-0.410244j -0.333815+0.22432j -0.799879+0.739494j 1.07069-0.156536j 0.802163-0.756655j -0.457157+2.0431j 1.05511+0.581813j 1.3658-0.247353j 1.83175+0.445818j 0.343792+0.822844j -0.637166+0.335j 0.472659+1.52165j -0.707526+0.470338j 0.406641-2.78709j 0.391826+1.66164j -1.30217-0.93201j -1.10892+0.279771j -0.473768-1.1223j -0.33416-1.50575j 0.986984-0.0342864j 
0.0297123-1.92629j 2.01267+0.295166j 0.192555-1.73324j -0.32398+0.0911625j 0.0714143+1.07908j 2.54606-0.287505j -0.231437-2.23264j 0.726196+0.91018j -0.663088+0.812732j -0.675887+1.52876j 1.26495-0.562103j -0.133415+0.932629j 0.667557+1.78817j 0.2863-1.17795j -0.350589+0.628827j 0.482028-1.53642j -1.71511-0.481691j 0.311991-0.975987j -0.44056-0.299286j -0.569977-0.352982j 0.990078-0.437382j 0.568142+0.258911j -0.539096+0.21526j -0.517093-0.0792457j 0.157294+0.718088j 0.799499+1.19164j 0.678711+0.0937714j 0.694667-0.69339j -0.480376-0.593441j -0.386736+0.275171j 0.820636-0.409674j -0.00936033-0.164717j 0.580538+0.445345j 0.359436-0.00699334j -0.622412+0.771245j 0.556181-0.244051j 0.433927-0.0468187j -0.23068+0.355134j 0.673717-0.705954j -0.615881-0.235494j -0.592856-0.440274j -0.0861491+0.235648j -0.310852-0.0294673j -0.013693+0.247885j 0.170676+0.242862j -0.144043-0.128976j 0.0820728-0.124462j 0.486827+0.0948308j 0.128285+0.112429j 0.082587+0.27114j -0.148568-0.188096j 0.0757224-0.0927364j 0.245539-0.488794j -0.444554+0.573024j -0.117061+0.365186j 0.254285+0.140718j 0.435241-0.107309j 0.0924765-0.0866049j 0.135384+0.375031j 0.104558-0.101037j 0.316989+0.0856558j -0.0832149+0.401231j 0.0232931-0.10966j -0.0298048+0.171096j 0.372965+0.0676324j -0.0542282+0.0687798j 0.83766+0.0184083j 0.05466-0.0746111j 0.326608-0.899096j 0.028658-0.240442j 0.593306-0.809855j -0.414688-0.39302j -0.268676-0.0496129j -0.472456-0.648167j 0.472073+0.388836j -0.188967-0.0366561j -0.0879174+0.13577j -0.0658837-0.01473j -0.267423+0.0782914j 0.403517-0.47876j 0.187187-0.162984j -0.183173-0.613261j -0.135782-0.421421j -0.0915663+0.263149j -0.302534-0.0105363j -0.131578-0.0958259j 0.421832-0.429011j 0.0576039+0.106597j 0.468353+0.661228j -0.485352-0.122674j -0.0641735+0.209563j 0.0620612-0.398368j -0.0540092-0.00790707j 0.0202085+0.263588j -0.173319+0.113414j 
-1.84722+1.1264j -0.573941-0.157377j 1.73843-0.905589j 1.77554+1.43279j -1.05765-0.116195j 0.185638+1.30244j 1.00012-1.11726j -0.514567-1.46559j -1.63453+0.181625j -0.480837-1.01655j -0.721928+0.86362j -0.466332+2.27233j 2.18603-0.612762j -0.399131+0.125088j 2.22206-0.770804j 0.251809-0.490829j 0.0418399-0.0300774j 0.137332+0.861468j -0.994371+0.0509968j 0.159181+0.503162j -0.52581+0.160076j -0.408304-0.612944j 0.539628+0.703182j -0.00192408-0.436044j 0.0380787-0.826908j -0.216978+0.222518j -0.0069145+0.0183691j -0.671207+0.614598j 0.263243+0.201827j 1.05065+0.0180894j 0.0275289-0.276513j -0.674861-0.156378j 0.348765-0.154864j 0.29745+0.993503j -0.802592+0.0978263j 0.0559389+0.133022j 0.427126-0.454805j -0.228894-0.48628j -0.621577-0.206607j -0.114116-0.0272447j 0.191554+0.0508439j 0.45579+0.412381j -0.976283-0.207725j 0.208846+0.217355j -0.114666+0.189329j 0.642591+0.218535j -0.125512-0.657341j 0.160677-0.25225j -0.00645236-0.0920276j -0.563449+0.361273j -0.309277-0.602826j -0.0830559+0.0401084j -0.379938+0.353739j -0.296634+0.163921j -0.0773636+0.0712065j -0.0764759+0.238855j 0.079349+0.443468j 0.288182+0.11263j 0.225547-0.0858618j 0.0299733-0.0182345j 0.0430561-0.516175j -0.07005+0.325216j -0.0848101+0.252851j -0.0651139+0.145567j -0.0579564+0.00301201j 0.13942+0.39263j -0.124465+0.125499j 0.328524+0.0270114j -0.0150733+0.0274958j 0.349137-0.365939j -0.0689608-0.0218556j 0.259443+0.15339j 0.00295598-0.0399606j 0.0974486+0.0863513j 0.0300012+0.0632165j -0.0383323+0.479777j 0.0439126-0.376428j -0.231286-0.234773j -0.247178+0.245196j 0.0999707+0.0373469j -0.299657+0.0207451j -0.324479-0.191141j 0.304503+0.319661j 0.0944405+0.351765j -0.714169-0.185359j 0.327953-0.57717j -0.283054+0.115131j -0.121246-0.642756j 0.0534598-0.0614622j -0.549235+0.31091j 0.9611-0.185122j 0.484411-0.0867201j 0.193836-0.278618j 0.14314-0.198382j -0.74257+0.376124j 
-0.621078+0.2415j -0.633582-0.00515197j 1.19752+0.376919j -0.46802+0.0251222j -0.32597+0.80413j 1.17777+0.0397392j -0.405405+0.317782j -0.564682-0.840931j 1.19169+0.753809j -0.87087+1.83364j 0.970443+0.154697j 0.11233+0.601377j -1.21017-0.378698j -0.705616+1.64293j 1.74412+0.72625j 0.018641-0.682283j -0.268927+0.711944j -0.934396+1.07916j 0.254371-0.850725j 1.19153+0.542106j -0.0381361+1.43922j -0.0330535+0.184684j -0.972774-0.446977j -1.44449+0.160591j -0.863365+1.88554j -1.86195-1.67899j -0.438022-1.41526j 1.26619-0.348467j -0.0483045-1.70174j -0.350543-0.250652j -0.38768+1.19837j 0.801336+1.27046j -0.445821-0.1377j 0.319954+0.267675j 1.29186-0.744881j -0.700047-2.38648j 2.3511-0.382946j 0.276328-0.0812708j -0.0961524-0.193925j 0.665455+0.234531j -0.131619+0.331515j -0.390645-1.27463j 0.553231-0.0131383j -0.796111+0.541937j 0.544193+0.13527j 0.143568+0.527221j -0.150431-0.14416j 0.33277+0.474408j 0.968487+0.162914j -0.222253+0.0324467j 0.509998-0.39036j -0.96914+0.505284j -0.314841+0.487679j -0.130774+0.623806j 0.978052+1.48378j -0.633865-0.736401j 0.443203+0.276731j 1.45259-0.0940419j -1.3085+0.556211j -1.47225-0.0600283j 0.495431+0.126397j 0.635193-1.0752j 0.895357-1.53258j 0.271595+0.515096j 0.013371+0.618165j 0.515351+1.01742j 0.704803+0.0823081j 0.487191+0.503752j -0.341192+0.236489j 0.33964-0.378832j 0.215204+0.638498j -0.431885+0.389378j 0.0475912+0.244465j 0.253155-0.334737j 1.3432-0.389374j 0.841909-0.0389093j 0.345749+0.318658j 0.567788-1.23255j -0.656892+0.866563j 0.15652-0.169596j -0.159546+0.531847j 0.138563-0.252682j -0.0646723-0.521543j 0.115413+0.223143j -0.606592-0.637858j -0.499477-0.491513j -0.0289741-0.054773j 0.18166+0.0383251j -0.591726+0.0816911j -0.14027-0.0573439j 0.624591-1.07094j -0.210356+0.751647j 1.40867+1.55933j 0.557656-0.317477j 1.45119-1.06661j 
-0.543812+0.401566j -0.370793-0.581767j -0.47452+0.38193j 0.131524+0.18062j 0.311754-0.33112j -0.673053-0.642361j -0.503342+0.624666j 0.179904-0.526142j 0.33256+0.0245921j 0.64716-0.105431j -0.389699-0.159713j 0.181805-0.125995j 0.335136-0.524701j -0.455032+0.180812j 0.312508+0.0259736j 0.669835+0.628416j 0.743255-0.722241j 0.486629+0.504783j 0.175874-0.00624646j 0.212961-0.192513j -0.0318421+0.771264j -0.610986+0.410147j 0.202072-0.2609j 0.0454759-0.526752j -0.864125-0.21158j -1.17103+0.371127j -0.615539+0.731359j -0.0246283+1.35506j 0.915476-0.167363j -0.0929372-0.514484j -0.137487+0.744506j 0.225615+0.151675j -0.957661+0.481071j -0.14386+0.470228j -0.704298-1.04766j -0.00812277+0.795886j -0.213984+0.512932j 0.457091+1.65752j -3.0201-0.428003j -1.6019+1.04053j 0.115789+2.99363j -0.0463129+0.793853j 1.05198+0.619509j 0.510131+0.15838j 0.621994-0.266998j -0.629576+0.42703j -0.154937-0.32781j 0.875303-0.961431j 0.182874-0.177256j -0.262358-1.48244j -0.0220331+0.647891j 0.211889+0.153293j -0.432369-0.619481j 0.655953+1.25179j 0.831703+0.392146j 0.168282-0.780391j -2.31154-0.0521443j -0.485014+0.291942j 1.24003-0.543072j -0.136998-0.500236j -0.544733-0.352756j 0.194618-1.14942j -1.13668-0.460989j 0.447542+0.167016j 0.432288-0.708764j -0.812611+0.47918j 0.0543524-1.96537j 0.074053+0.605217j -1.86716+0.0716572j 1.23569+1.11967j -1.9848-1.42079j -0.845802+0.553704j 1.26631-0.859458j -1.20729+1.35123j 0.585501-1.43211j 1.95476-0.763938j 0.250413-1.25572j 0.232055+0.0897438j -0.462076-1.9673j -1.51132-0.57972j -0.464218-0.105635j -0.0303307+0.325753j -1.78566+0.778739j 0.640802+0.00230409j 0.229041-0.165738j 0.545069-0.810394j -1.01331-1.21468j 0.0860154+0.236129j 0.284538-1.62899j -1.31008+1.13979j -0.161747-0.971889j -1.32745-0.383153j 0.454833-0.497668j 0.41171+0.268385j -0.0749406+0.263325j 
-2.30194-0.769357j 0.982941-2.20747j -1.60935-0.723747j -0.10999+0.589266j 1.05072+0.0973859j 0.51161-2.63668j -2.03841-0.406702j 1.26009-0.584637j 0.539378+0.914093j 1.50982+1.10029j -0.0974905-1.39168j 0.654823+0.460397j 2.09173+0.238077j -1.01908-0.707997j 0.668048+0.69365j 0.722966-0.239783j -0.0996973-0.870948j 0.518373+0.149103j -0.0656975+0.0941328j -0.0596905-0.202134j 0.307857+0.127694j -0.0958155+0.777251j -0.0802977-0.247489j -0.627845-0.430074j -0.602846+0.355545j -0.254182+0.980329j 0.0935991+0.866679j 0.841859+0.789988j 0.596847-0.645157j -0.233992-0.210937j 0.229004+0.501473j 0.168514+0.112182j -0.200187+0.510546j 0.433051+0.230784j -0.740317+0.0970173j 0.317428+0.310011j 0.131487+0.0951786j 0.601925-0.623818j -0.588845-1.10566j 0.545081+0.477842j -1.06607+0.606891j 0.257288+0.0773701j -0.0514717+0.401568j 0.123739-0.215018j -0.162704-0.266683j -0.253267-0.0255162j 0.198528+0.0873871j 0.0224995-0.292473j -0.171502-0.127977j 0.372114-0.211569j -0.353393+0.0335589j 0.173311+0.111712j -0.226742-0.123668j 0.34461+0.11129j 0.178496+0.00880764j 0.0394906-0.386821j -0.217439-0.836425j -0.0809624-0.096334j 0.212877-0.283307j -0.199028+0.0407865j 0.252356-0.152531j 0.537664+0.308849j -0.135644-0.0807091j 0.220983-0.309375j 0.0565317-0.208768j -0.010907-0.293396j 0.0777034-0.514995j -0.226791+0.0584905j -0.583879+0.0107287j -0.651168+0.361034j -0.513064-0.404262j -0.339058+0.282289j 0.467318+0.791243j -0.290072+0.379261j 0.266641-0.372904j -0.142949+0.899516j 0.36632+0.257274j 0.00753952+0.0932886j 0.874897+0.238212j -0.352863-0.336992j -0.0905151-0.047142j -0.423651+0.54246j -0.220228-0.329467j 0.0993098-0.036433j 0.145532+0.0478878j 0.545119+0.516889j -0.0244007-0.173076j 0.0208746-0.375793j 0.519408-0.538591j 0.0459399-0.270779j 0.853928+0.35303j 0.152891+0.152563j 0.152572+0.333023j 0.124889-0.110076j -0.096045-0.205713j 
-0.811167-1.13017j -0.184016-0.450447j 0.695264+1.48007j -1.04943+1.1321j 0.0179746-0.641497j -0.983979+0.187559j 0.619377+0.845038j 0.924561-0.462391j 0.132592-1.09238j 0.51755-0.255705j -0.583563-0.515261j -1.56461-0.401324j 0.194016+1.24517j -0.320682-0.100716j 0.595799+1.76425j 1.65669-0.168617j -0.471142-0.0468502j -2.12225+0.344557j -0.430989-2.13046j -0.987984+0.839948j -0.27096-1.1454j 0.990827-0.813433j -1.06628+1.2387j 0.70259-0.628946j 1.4057+0.407082j 0.0409559-0.326323j 0.179587-0.0832381j -0.985459-0.827918j 0.0227773+0.214606j -0.354816+2.18941j 0.725465-0.246402j 0.0221933-1.26882j 0.706498+1.14307j -2.05199+1.01858j -0.946099-1.44798j 0.645632-0.19164j 1.55989+1.61662j -0.320098+1.04442j 0.374035+0.126823j 0.300908+0.470146j -0.419667+0.0471483j -0.0949332-1.93176j 0.892264+0.486063j 0.249911-0.883374j 1.31961-0.129968j -0.186075-0.297466j -0.00651026+1.19309j -1.28995-0.810631j -0.418457+0.778204j 0.834625+0.0270632j 0.226938+0.668723j 0.415503+0.604901j -0.0240699+0.0356076j 1.29103+0.112196j 0.648528-0.729852j 0.286842+0.111654j 0.308284-0.631005j 0.179461-0.526252j -1.02231-0.0940116j -0.215312-0.238961j -0.335088+0.369065j 0.562723-0.500921j -0.169732+0.140749j 0.563891-0.100714j -0.0327256-0.689788j 0.279261-0.610516j -0.578352-0.488236j -0.419004-0.593665j -0.136981-0.170525j -0.85155+0.116169j 0.546083+0.364568j -0.35915+0.21952j 0.0107776-0.110333j -0.110498+0.637521j -0.702254-0.369563j 0.5403-0.32176j -0.185292+0.464586j -0.301845+0.153263j 0.978728+0.41539j -0.614659+0.648732j 0.334603-1.01558j -0.232716+0.672282j -0.69864-0.500595j -0.645358-0.046082j 0.35273+1.3598j -1.10884+0.607589j -0.573411-0.353049j -0.85332+0.763175j 0.346815+0.959205j 0.795406-0.398683j -1.0407-0.994895j -0.814918-0.704435j 0.0372853+0.298164j 0.278895+0.823074j 1.17627+0.461208j 
