0.791492-0.112573j -0.410134-0.640462j 0.00883912+0.2572j 0.573484-0.308624j -0.420793-0.411978j -0.481803+0.170698j -0.211668-0.23752j 0.247038+0.572022j -0.087696-0.348958j -0.183293+0.165995j 0.160569+0.51847j -0.452076-0.366723j 0.354809+0.060926j 0.405902-0.284745j -0.161824+0.0384614j -0.507729+0.107359j 0.110922-0.325611j 0.0459247-0.515881j 0.0458037+0.622278j -0.295646-0.235858j -0.0050447+0.249447j 0.358479+0.560604j -0.293991+0.199568j 0.447876+0.0243682j 0.278716-0.710438j -0.573372+0.0782127j -0.214323-0.398706j 0.0824041-1.12375j -0.94615-1.22085j -0.965596+0.315519j 0.731021-1.3294j 0.492686-0.507379j -0.0819672-1.16579j -0.987244+0.681215j -0.811538-0.136695j 0.604262+0.126731j 0.0378406-0.0634416j 0.79741-0.552829j 0.70867-0.274918j -0.331573-0.487204j 0.956082-0.659463j 0.0658876+0.657413j 0.596932+0.556498j 0.199495+0.15726j 0.464903+0.224503j -0.191655-0.426338j -0.417813-0.0486441j -0.275674-0.538986j -1.33249+0.167388j 0.707211-0.0785668j -0.0463505+0.458821j 0.257313-0.0209412j -0.0356527+0.599215j 0.445319-0.37213j -0.137577+0.178164j -0.270213+0.6135j -0.132235-0.780416j 0.982871+0.420138j -0.18376+0.42365j 0.707405-0.0214288j -0.998914-0.373877j 0.033271+0.100102j 0.312973-0.414119j 0.571087-0.36209j -1.04672-0.386798j -0.20395-1.0935j 0.432824+0.143533j 0.948076+1.04139j 0.568493-1.17722j 
-0.133944-0.0434787j -0.0136796-0.242579j -0.0556383-0.354595j -0.283444+0.443282j -0.120464+0.157415j 0.176112+0.0284862j 0.140963+0.3442j 0.305057-0.191334j -0.362394-0.276626j -0.0759674-0.365839j -0.0779893-0.307642j -0.646611-0.079182j 0.564576+0.813269j -0.28846-0.988897j 0.402458-0.274853j -0.46527-0.24056j -0.120923-0.0102203j 0.154167-0.336961j 0.330859+0.0671481j -0.54287-0.435009j -0.922213+0.0882116j 0.00973114-0.0016979j -0.437965+0.229649j -0.815989+0.348053j 0.660009-0.274842j -0.474864+0.0327143j -0.0765078-0.0587102j -0.145056+0.111708j 0.135962+0.231056j 0.0761077-0.243136j 0.948107-0.407841j -0.120446+0.389169j -1.03439-0.504983j -0.389598-0.48283j -2.58118-0.522418j -0.311803-0.566791j 1.42186-0.266566j 3.28063+0.625403j 1.86041-0.198468j 4.76879-0.382615j -0.0698774-0.179122j -5.934+1.43823j -2.52984-0.791588j -3.68405-0.493481j -4.1377-1.28264j 0.449096-0.272858j 4.04221+0.0303109j 2.01229+0.065831j 7.16763-0.208548j 4.66241-0.680722j 4.39305+0.508731j -2.9783-0.913654j 1.44419+0.421607j -3.69006+0.130031j 2.52786-0.0246417j 1.44272+0.705067j -6.7839+0.484666j -0.0543414-0.201946j 4.30817+0.806998j 1.77229+0.173132j -3.87083+0.260397j 0.594679+0.760999j -0.341104-0.218369j 3.17587+1.18463j -1.26504+0.0986035j 0.705371-0.326864j 0.268377-0.179133j 0.346243-0.265722j 0.280534+0.170278j 
-0.00853703+0.031863j 0.00859304-0.03137j 0.120226+0.344223j -0.304402-0.180561j 0.541321+0.10217j 1.08139+0.475256j -0.200099+0.0925278j 0.653636+0.0344993j -0.164515+0.239348j -0.606398-0.0027554j 0.343113+0.749055j 0.38962-0.794553j 0.96653-0.359216j 0.0535198-0.346277j -0.610971-0.196533j -1.10731+0.216095j 0.0307165+0.349192j 0.0911391-0.0175862j 0.660026-0.981397j -0.0105387-1.05498j -0.0359522-0.764044j -0.336862+0.511396j -0.512796-0.204662j -0.308904+1.05066j -0.90081-0.59738j 0.311-0.924477j 0.17039+0.513243j 0.559632-0.191222j -0.491001+0.0530964j 0.283233+0.534929j 1.2402-0.166266j 0.459735+0.095797j -6.04696+0.127329j -2.47276-0.0638416j -11.9929-0.0897582j 1.70469+0.0388822j 5.47459+0.0782689j 15.687+0.448736j 8.81823-0.124046j 22.1199+0.0942576j 1.48932-0.117351j -25.5927+0.310611j -12.7445-0.00684324j -19.2234+0.185431j -15.7203-0.202734j -0.139182-0.0285963j 16.4487+0.141455j 13.311-0.0900084j 32.0232+0.188921j 20.8464+0.182528j 13.7571+0.240031j -12.956+0.132464j 5.76876-0.292687j -14.518-0.199847j 17.7666+0.344472j 8.86309-0.225228j -27.1172+0.0600835j 0.645496+0.34927j 19.5397-0.138601j 5.55967-0.0502263j -16.7628-0.119539j 5.20758+0.109081j -0.28923+0.0128055j 10.3783-0.13801j -2.8445-0.0255622j 6.47026-0.493733j 0.967408-0.073926j 1.44012-0.44357j 0.397396-0.343094j 
0.307467+0.132927j 0.0117334-0.230297j 0.138109+0.0989876j 1.43052-0.729469j -0.54089+0.90559j -1.23369-0.384801j 0.548619+0.717133j -2.95053-1.14044j 0.387475+0.394955j 1.12178-0.571062j -0.50159+0.496722j -0.00132595-0.662097j -1.49778+0.211654j -0.525522-0.851621j -1.17427+0.558054j 0.356889-0.525711j -0.895071-1.05655j 0.549275+0.267202j -0.29084-0.144505j 0.640674-1.3962j -0.203821+0.0377207j -0.71565+0.651919j 0.204147-1.32434j -1.02851-0.0559331j 0.779933+0.488283j 0.852817-0.415442j 0.32972+0.106268j -0.8777+0.8245j 1.2438-0.0557292j -0.605259+0.257326j -4.4516-0.147593j -1.30694-0.120912j 17.2181+0.91125j 7.98238-0.218809j 36.7982-0.455124j -4.94014+0.240453j -16.0346+0.0976117j -46.9179+1.134j -27.7023+0.197494j -64.5414+0.074409j -4.08403-0.821267j 76.7483+0.161046j 39.447-0.491548j 58.1712-0.389923j 47.6396-0.32515j -0.995009+0.387956j -49.9765+0.365468j -39.0367-1.36352j -97.478+0.569983j -61.7564+0.921868j -41.5245+0.459076j 39.0145-0.307242j -17.2123+1.01916j 44.5081-0.47983j -53.9873+0.713829j -26.5898+0.467378j 81.1847-0.0107561j -2.86102+0.183453j -58.3902+0.586857j -15.2063+0.130897j 48.673-0.592925j -18.5604-1.24868j 1.33116-0.188119j -30.0882-0.0726314j 8.75631-0.714936j -17.725+0.0601272j -1.98373+0.257505j -5.53158+0.153865j -1.77746-0.226423j 
0.38175+0.322445j -0.112444+0.255653j 0.21559+0.130192j 0.489524-0.574864j 0.28215+0.0513686j -0.947773+0.108194j 0.642364-0.388053j -1.37444-0.549044j 0.975338-0.024436j 0.459782+0.101177j 0.121965-0.229494j 0.398873-0.169285j -0.697788+0.248833j -0.210162-0.0292204j 0.838448-0.752475j 0.291682-0.12717j -0.456264+0.289765j -0.0865364+0.692408j 0.039826-0.0427284j -0.222152-0.339549j -0.180268-0.922126j 0.0413252-0.286972j 0.399161+0.0186889j -0.232389+0.371107j -0.137889+0.113408j 0.288676-0.70799j 0.0201934-0.123059j 0.0151283+0.411643j 0.418406-0.6756j -0.234939+0.192643j -2.50681+0.188188j -0.792422-0.0547109j 7.1425+1.04783j 2.64219+0.410477j 13.2654+0.622423j -1.66374+0.486424j -6.48939-0.254112j -18.4781+1.08623j -10.0519+0.613395j -25.2705+0.0119224j -2.15015-0.00342072j 29.8836+0.265975j 15.6642+0.397568j 23.2623+0.641863j 19.1704+0.0703569j 0.727463-1.40656j -18.7064+0.00364083j -15.9205+0.422372j -38.4184-0.699108j -24.9429-0.165995j -16.5904+1.47825j 16.4118-0.136163j -7.44704-0.351917j 16.8501+0.295281j -21.5169-1.2092j -10.6013-0.49058j 32.4259+0.117301j -1.19692+0.493638j -23.9635+0.299789j -7.11412+0.300697j 20.0205+0.559194j -7.08837+0.138929j -0.309321+0.151435j -11.7165-0.166193j 3.44567+0.48554j -6.23046+0.127189j -0.424612-0.237794j -2.44643+0.415228j -0.880081-0.270927j 
-0.138247-0.0974318j 0.0274382+0.167402j -0.274096-0.0467748j -0.0911985+0.443462j -0.182283+0.106186j -0.242685-0.436864j -0.114165-0.198488j -0.0620064+0.51863j -0.304843-0.50257j -0.136167+0.0644043j 0.210564+0.0132723j -0.520775-0.677572j 0.621025+0.0479308j 0.368818-0.391534j -0.160013+0.306577j -0.197599+0.89013j -0.620759-0.591611j -1.0014+0.128443j 0.349421-0.455342j 0.1568-0.00860176j 0.785862-0.338331j -0.446576-1.28787j -1.04899-0.674311j -0.568318+1.00858j 1.76601-1.02036j 0.437417-0.459448j 0.265472+1.35528j 0.752504+2.10433j -0.034382-0.0818065j 1.14345-0.77244j 0.531122-0.0644635j 0.140069+0.241043j -1.41176-0.220979j -0.753691+0.147902j -2.84287-0.304519j 0.179984+0.165092j 1.39076+0.0245064j 4.12949+0.12195j 2.70958-0.171713j 5.45432-0.0938271j 0.64451-0.468318j -6.62688+0.34968j -3.59794+0.273537j -4.90621+0.0700418j -3.30552+0.429281j -0.534707-0.0841761j 3.86477-0.00713277j 2.76195-0.206196j 8.06184+1.13927j 4.58093-0.302557j 3.38942+0.314703j -3.48591-0.700791j 1.35381+0.168007j -5.15632+0.606439j 5.33375+0.145859j 2.28573+0.282515j -7.24594+0.110093j 0.190253+0.843245j 3.6967-1.12495j 0.880552+0.536025j -4.93603-0.465988j 1.42027+0.823754j -1.14322+0.594315j 2.08329+0.117917j -0.423909-0.14475j 1.88923+0.545174j 0.227504-0.757998j -0.289431-0.643959j -0.0940262+1.02889j 
0.111164-0.0616498j -0.241509+0.02335j -0.169472-0.539445j 0.271453-0.025024j -0.314634-0.0821116j -0.871548-0.75505j 0.0311953-0.068377j -0.678328-0.265308j 0.0637236-0.313419j 0.691293+0.203719j 0.0307723-0.934877j -1.21696+0.181349j -0.809165+0.395303j -0.00722442+0.332558j 0.279465+0.354017j 1.084+0.222777j 0.487958-0.28361j -0.0598657+0.144507j -1.90335+0.540424j -0.601406+0.930696j -0.620839+0.324814j 0.615698-0.24306j 0.240076-0.0731352j 0.467519-0.88564j 1.03056+1.36645j -1.07966+0.741249j 0.420922-0.362321j -0.876423+0.374382j 0.479611-0.171563j -0.239831-0.713283j -1.40967-0.388332j -0.558113+0.334838j 5.38907+0.102777j 2.39278+0.496443j 11.1987-0.163663j -1.66997+0.253483j -4.97168+0.00623391j -14.4575+0.37904j -8.305-0.257912j -19.6329+0.283403j -2.17593-0.233267j 23.1954+0.311993j 11.7483+0.59969j 17.5918+0.388486j 14.6071+0.225767j 0.261705+0.405585j -15.2426-0.0317091j -11.827+0.514011j -30.5797-0.313525j -18.8274+0.386757j -12.4693-0.120078j 12.1767+0.562397j -4.35416-0.623025j 13.8487+0.0437745j -16.065+0.697618j -7.4275-0.12238j 24.852+0.513416j -1.07411+0.404858j -17.1602-0.483882j -4.83888-0.244048j 14.4572-0.396281j -6.51245-0.126131j -0.15942+0.226539j -9.52724-0.53279j 3.15001+0.359209j -5.08007-0.384632j -0.131792-0.164424j -1.55212-0.410945j -0.0976708-0.287709j 
0.0842309-0.107999j 0.196136-0.0947237j 0.418564-0.210265j -0.89171+0.0640955j -0.352914+0.142341j -0.588419+0.221347j -0.717297+0.108058j 1.11234+0.387323j 0.139918+0.0523906j 0.00424159+0.202605j -0.244785+0.208341j 0.477828-0.584486j -1.28166+0.367371j 1.96997+0.0591797j 0.866223+0.683151j 0.22809-0.661968j -0.1069+0.651106j 0.174979+0.256614j -0.173012-0.184369j 0.60373-0.387475j 0.670165-1.27771j -0.345813+0.0576295j -0.226075-0.823024j -0.492421-2.28662j -0.211493+0.590172j -0.438477-0.400299j -0.095912-0.177244j 0.0774074-0.354496j -0.353857+0.187358j 0.0545369-0.128896j 1.06693+0.0988857j -0.226996-0.0247656j -2.47758+0.355878j -0.346031+0.092529j -6.05049-0.0884451j 1.40324-0.186707j 2.66745+0.123488j 7.61434-0.620134j 4.67581+0.00553474j 10.6533-0.0632965j 1.16477-0.454202j -14.1354-0.167862j -5.50367+0.310871j -9.93481+0.712691j -6.89132-0.0752542j 0.861437+1.049j 8.01185+0.428867j 5.92529-0.713453j 16.6364-0.862143j 11.0614-0.0811101j 6.43406+0.651432j -6.42027+0.049482j 3.2753+0.337134j -7.22974-0.252065j 8.69975-0.527936j 4.22716+0.0229971j -13.7769+0.0564003j 0.200695+0.0565864j 8.83259-0.184462j 2.46828+0.0232976j -8.88336-0.118132j 1.99258-1.02339j 0.408004-0.618802j 4.00878+0.978172j -1.58417+0.218043j 3.3925-0.654818j 0.442285-0.100118j 1.08204+0.210073j 0.240695+0.0778815j 
-0.337042-0.110219j 0.140774+0.157785j -0.0673713+0.535787j -0.28975-0.511523j 0.354282-0.534253j 1.39097-0.136606j -0.453553+0.62477j 0.780589-0.180057j -0.346401-0.34448j 0.861968-0.392864j 1.29147-0.296237j -0.346547-0.382738j 0.486701+0.302212j 0.549847-0.563266j -0.196165+0.876909j 0.335552-0.0792543j 0.462149-1.64015j 0.203826+0.276273j -0.0385196+1.63688j 1.16581-0.686431j -0.376734-0.963568j 0.558956-0.0694951j -0.5311+0.410771j 0.151926+0.739132j 0.887266+0.455671j 0.764629-0.281817j 0.85829+0.039451j 0.0170971-0.186659j -0.46429+0.290409j 0.321521+0.178594j 1.81384+0.752501j 0.714423-0.537456j -6.92231-0.105625j -3.93784-0.0455501j -13.4208-0.0126543j 1.99527-0.691831j 6.68225+0.0565543j 17.8111+0.118412j 10.3543-0.111211j 26.2797-0.463864j 1.10809-0.651467j -30.0223-0.0230609j -15.9631+0.451151j -21.7794+0.371002j -17.922-0.67642j -0.407033+0.192235j 19.5397+0.213531j 15.5833-0.454109j 38.0751+0.912579j 24.587-0.0660519j 15.6531+0.886656j -14.2642+0.784194j 6.04794-0.683104j -17.601-0.0923186j 21.6102-1.45489j 9.60899-0.932158j -32.335-0.651268j 1.70533-0.387759j 22.8002+0.0538743j 6.55484+0.44089j -18.9552+0.347779j 6.60645+0.559063j -0.904399+0.464235j 11.821-0.113732j -4.08395-1.23343j 7.24839-0.384854j 0.954692+0.510669j 1.76607-0.322812j 0.515861+0.440312j 
0.00511542-0.134042j -0.207215-0.0138646j 0.229491-0.30688j -1.33932-0.0367281j 0.415841-0.218205j 0.560099-0.397101j -0.428118-0.0427353j 1.26114+0.539788j -0.249702-0.10713j -0.561188+0.231876j 0.423681-0.0788039j -0.984436-0.330826j 0.355685-0.0762869j 0.684997+0.0098096j 0.40049+0.960369j -0.456589+0.50263j 0.295831+0.417254j 0.100883-0.225727j -0.863181-0.534394j -1.10197-0.239232j -0.424034-0.101925j 0.51034+0.364923j -0.688383+0.239336j 0.964572-0.034037j -0.44672+0.589272j -1.40077-0.581656j 0.568117-0.305501j 0.250896-0.326268j -0.796665+0.145306j 0.533252-0.181539j 2.7546+0.203601j 0.755573-0.225664j -10.3473-0.278035j -4.55916-0.201183j -21.3095+0.255439j 3.05901-0.350162j 9.47988+0.0528261j 27.4281-0.633934j 16.0935+0.0847786j 37.7501-0.0146314j 3.32241+0.114019j -45.1158-0.338896j -22.7363-0.0893182j -34.1814-0.15659j -27.5725-0.0645452j -0.0662466-0.259995j 29.0367+0.0263923j 22.7493-0.231813j 57.9488+0.00602377j 36.179-0.445782j 23.9242+0.16748j -23.2084-0.242606j 9.52051+0.398395j -26.2751+0.176509j 31.0952-0.960598j 14.9861+0.0275081j -47.8384-0.379193j 1.89482-0.395328j 33.3325+0.199243j 9.11829+0.420043j -28.2679+0.344589j 11.4402-0.165201j -0.244214-0.102554j 17.6746+0.776101j -5.43054-0.359409j 10.074+0.455785j 0.665034+0.0859483j 2.93169+0.28185j 0.650993+0.438945j 
-0.0275175-0.185124j -0.28151+0.375868j -0.295853+0.300982j -2.09824+0.00430209j 0.942015-0.0265026j 0.753124+0.519506j -0.644844+0.252782j 1.99623+0.81174j -0.837532+0.41088j -1.16474-0.396186j -0.115958+0.600532j -0.554961+0.523746j 1.9087-0.0206749j 1.1016-0.309306j 0.538181+0.674822j -1.34059+0.0597227j 0.106639+0.239255j 0.25873-0.337403j 0.12794+0.703802j -0.493202-0.258578j 0.0950747+0.136132j 0.549082+0.105474j -0.999694+0.00791786j 0.144611-0.0637805j 0.31169-0.649166j -0.793231+0.0732337j 0.205834-0.57754j 0.939155+0.404675j -1.46072-0.054887j 0.131513+0.645381j 4.61629-0.121093j 1.5012+0.124304j -19.2905-0.272394j -8.05087+0.423939j -39.4782-0.0483819j 5.46156+0.0629171j 17.5935+0.0201208j 50.9475-0.280005j 29.5086-0.346004j 70.8362+0.251829j 5.07139+0.262048j -83.6464-0.0548793j -42.208+0.438147j -63.4008+0.395207j -51.3564+0.178561j 0.209675+0.346288j 53.6921+0.044906j 42.8324+0.227615j 105.814-0.292444j 67.5342-0.0215811j 44.8019-0.207532j -42.5427+0.274881j 18.8448-0.626205j -47.6205+0.119649j 58.1885-0.355584j 28.8832-0.424695j -88.6163+0.113065j 2.53812-0.124246j 63.5561-0.761119j 17.2761-0.0857126j -53.5706+0.00249433j 19.47-0.0766007j -0.948969+0.145674j 32.9159+0.0498704j -9.69188+0.335399j 20.0238-0.224361j 2.52823-0.153212j 5.53832-0.548016j 1.77114-0.252044j 
0.179726-0.0570848j -0.0925524-0.118944j -0.287244-0.138236j 0.0617997+0.489942j 0.503676+0.198064j 0.524206-0.180641j -0.879512+0.365537j -0.0325528+0.188352j 0.266418+0.639871j -0.04432+0.212216j 0.403523-0.456927j -0.00610646+0.111535j 0.671705-0.82727j 0.13758+0.0907751j 0.450529+0.283287j -0.485392-0.397392j -0.554305-0.280529j -0.0928571-0.252196j 0.22246+0.438922j -0.398396-0.235756j -0.183318-0.489637j -0.575224+0.0395833j -0.285004-0.371748j 0.276737+0.512992j -0.137447+0.106688j -0.142568+0.438558j -0.183246+0.34827j 0.112423-0.0615819j -0.266433-0.176594j -0.0309424-0.000462365j 0.232036-0.790736j -0.00165875+0.497053j -0.790943-0.0394105j -0.907554-0.850197j -0.361551+0.132993j 1.33752+0.150059j 1.07716+0.975294j 2.73327-0.147201j 0.987333+0.599934j 2.39017+0.607125j -0.34145+0.444612j -3.79913-0.801106j -1.53772+0.744389j -1.90966-0.522142j -1.94312-0.337302j 0.137189-0.879307j 2.5868-1.17486j 1.74177+0.145487j 5.75507+0.504233j 2.99812-0.00178113j 1.50805+0.865941j -1.35467-0.25176j 1.06581-0.6931j -1.819-0.399928j 2.89948-0.352192j 0.187675+0.656309j -4.26832+0.681317j 0.583826-0.655891j 1.81096+0.029985j 0.851269-0.326108j -2.41562-0.590004j 0.622935+0.224166j 0.0719493-0.10898j 2.102-0.436468j 0.258587-0.257988j 0.669964+0.172134j -0.148467-0.145939j 0.481835+0.178106j 0.126423-0.132928j 
-0.109236-0.342057j 0.205037-0.288658j -0.064778+0.206022j -0.0440121-0.121148j -0.214677+0.0899444j 0.260048-0.563117j -0.193372-0.0136206j -0.203263-0.338626j -0.262595+0.257784j -0.0136852+0.722785j -0.172656+0.537288j 0.241065+0.145712j -0.0737275+0.162258j -0.54203-0.34929j 1.13311-0.277002j -0.502897-0.12666j -0.28796-0.780657j 0.0500982-0.0402892j -0.47035-0.571248j 0.213193+0.0710971j 0.246588+0.0816315j -0.486485-0.283364j 0.0400925-0.0303263j 0.0981466-0.0999477j 0.109654-0.168788j 0.0755763+0.151982j 0.183702+0.0933963j -0.193785+0.00180991j -0.48655+0.649019j 0.0624091+0.107371j 0.794323+0.217995j 0.472482-0.605565j -1.24199-0.279813j -0.456679+0.313324j -0.636279+0.0170542j -0.236873+0.493512j -0.0547901+0.0769076j 2.72839+0.0170852j 0.939391+0.487494j 3.66241+0.800598j 0.673972+0.038401j -3.38536+0.943575j -2.4515-0.455701j -4.69412-0.0172007j -2.59382+0.503473j 1.12547+0.0795721j 2.54051+1.42083j 0.905731+0.401535j 4.67723-0.0954771j 3.61796+0.0230342j 1.66996+0.585085j -1.54517+0.49228j 1.07928-1.71929j -1.35316-0.0760776j 2.64044+0.78714j 1.67875+0.473116j -4.44795+0.777055j -0.149315+0.701412j 2.84585-0.356499j 0.783779+0.127025j -1.75121-0.882809j 0.997885-0.00491243j 0.0588566+0.329041j 1.3037+0.00858408j -0.551245-0.0935721j 0.70373-0.178269j -0.0213391+0.313271j 0.433445-0.331632j -0.100422+0.140644j 
-0.276104+0.368668j -0.287276-0.0271646j -0.255795+0.254949j 1.15038-0.178451j -0.0171722+0.440809j -0.346645-0.492603j 0.701245+0.25382j -0.00931431-0.355544j 0.175002+0.844889j 0.0942797+0.412829j 0.403381+0.372937j 0.406405+0.5825j -0.867277-0.750985j -0.328188+0.705865j 0.173648+1.81785j 0.629161+0.332844j -0.446863-0.167546j -0.958459-0.0247058j -0.217644-0.109407j 0.472361+0.15211j 1.81653-0.0218398j 0.375201+0.378373j -0.0402827+0.352582j 0.243277+0.0339607j -0.46571-0.264008j 1.04361+0.138058j 0.243553+0.174896j -0.139145+0.0700706j 0.856112-0.189707j -0.390776-0.244574j -1.24276-0.455636j -0.334417-0.00357016j 4.36297-0.0829142j 1.8362-0.349603j 9.4376-0.743361j -1.97847-0.00152138j -4.15679-0.260788j -13.9774+0.327464j -8.01048+0.302494j -18.1524+0.336246j -1.6574-0.208867j 20.6977-0.192969j 10.4862+0.0338837j 15.9756-0.140648j 12.9585-0.194186j 1.19913+0.640474j -13.6328+0.581067j -11.3325-0.226395j -26.3789+0.116156j -17.0226-0.312659j -12.1668-0.0136413j 10.9943+0.456212j -4.1875-0.350289j 11.758-0.240039j -13.999-0.598564j -7.05428-0.168864j 22.1338+0.043024j -1.01471-0.286268j -16.2394-0.400338j -4.66582-0.457406j 13.1728+0.837941j -5.22501+0.37609j -0.100599-0.365254j -8.31529+0.570784j 1.99163-0.106048j -5.1577+0.541196j -0.318953+0.197916j -1.5761-0.296552j 0.0407747-0.237698j 
-0.206043+0.180891j -0.172973-0.228809j -0.104642-0.148335j 1.37294+0.287446j 0.173092+0.666454j -0.539059+0.148944j 1.2616+0.667273j -1.13708-0.846648j 0.761105+0.53111j 0.239638+0.0790089j 0.690308+0.492841j -0.223225+0.0849557j -0.830253+0.60404j -1.26053-1.25721j 0.915254+0.753872j 0.15256+0.0494815j -0.557161+0.00878754j -0.324176-0.329697j -0.121386-0.00278523j -0.534748-0.734913j 0.170559-0.377475j 0.336908+0.601117j -0.750184+0.400664j -1.6531+0.943285j 0.274193-0.405349j 0.66464+0.181345j -0.0783088+0.138618j -0.255616+0.202577j 1.20918-0.186573j -0.251547-0.126661j -3.13847-0.338155j -0.842869-0.140204j 11.5932+0.367506j 4.85913-0.255086j 24.5164-0.685172j -3.81214+0.250235j -10.8054-0.186392j -32.4415+0.594643j -19.035+0.442788j -44.4861+0.139751j -3.47441-0.188577j 52.5733-0.335693j 26.2056-0.10598j 39.5702-0.37435j 32.0822+0.0216947j 0.293235+0.598485j -33.9162+0.438115j -27.0157-0.462313j -66.1488+0.601887j -42.3591+0.195463j -28.7825-0.19378j 26.8947+0.27656j -11.4138-0.0344547j 29.935-0.369209j -35.7804+0.085694j -17.7493+0.0510374j 55.5086+0.00710376j -1.9645-0.10006j -39.6239-0.275602j -10.9228-0.61689j 33.293+0.258j -12.2467+0.0509077j 0.387855-0.105739j -20.585-0.420818j 5.68844-0.187091j -12.3964+0.516184j -1.17507+0.172064j -3.77057-0.00156249j -0.836278-0.199953j 
-0.077996+0.0139194j 0.347909-0.0691081j -0.209927-0.198793j 1.25927+0.445824j -0.682332-0.310095j -0.190454+0.382136j -0.216837-0.501556j 0.108195-0.465538j 0.544201-0.716001j 1.01144+0.774093j 0.00315204-0.466454j 1.10653-0.0951475j -1.07653+0.410181j 0.106749+0.627247j -0.0896918-1.48517j 1.14891-0.28664j 0.986293+0.217315j -0.475467+0.496923j -0.0612411+0.0579107j 1.38788+1.36564j 0.487872-0.593246j -0.411284-0.731312j 1.12674+0.17636j -0.488544-0.594898j -0.284721+0.623877j 0.913194+0.912969j -0.658334+0.759877j -0.597519-0.691867j 0.651355+0.0835936j -0.281898-0.4964j -1.57574+0.07014j -0.635598+0.0310367j 7.84126-0.516233j 3.16596+0.441381j 16.2152+0.32515j -2.35772-0.0244511j -7.30788-0.124528j -21.3579-0.54251j -11.6949-0.261957j -29.1468-0.145056j -2.39779+0.721682j 33.8796-0.0946696j 16.9436+0.740374j 25.9888+0.222919j 20.9421+0.484272j 0.516682-0.356634j -21.907-0.534418j -16.6604+0.658266j -43.5069-0.101314j -27.8552-0.250734j -18.5208-0.571754j 17.9399+0.134702j -7.89229-0.551j 19.4685+0.429995j -23.0514-0.566423j -11.6293-0.34255j 36.2116-0.0457529j -1.00267-0.21695j -25.6233-0.480277j -7.49035+0.169231j 22.0584-0.0660932j -7.1378+0.591405j 0.0195536+0.556842j -14.0013-0.130396j 4.38515+0.0588568j -8.36178+0.0936135j -0.890534-0.0481646j -1.78444-0.312975j -0.162406-0.016478j 
0.0287251-0.0384334j 0.359394-0.551254j 0.172991-0.16786j 0.981293+0.547151j -0.370038+0.295291j -0.851576-0.969661j 1.58664-0.0486443j -1.05762-0.510816j 0.617714+0.76314j 0.51978-0.723988j 0.236251-0.794812j 0.916314+0.305171j -0.754198-0.331336j -1.32019+0.28239j 0.765188+0.551023j 0.875392+0.265372j -1.08953+0.365329j -0.589315+0.300398j 0.905747-0.564883j 0.067003-0.499725j 0.280389-0.171178j -0.648733-0.192688j 0.420724+0.574166j 0.0896369-0.0944134j 0.188687-0.743183j 0.289497-0.0126315j -0.493395-0.00455972j -0.48219-0.100945j 0.520688+0.187435j -0.0741444-0.33318j -2.28242-0.689273j -0.794317+0.155976j 12.5551-0.183256j 5.24287-0.874953j 24.4054-0.619705j -3.794+0.414525j -11.0416-1.20732j -32.7559+0.20433j -18.5827+0.726611j -44.1931+0.169868j -3.09529+0.222799j 52.6256-0.675474j 26.1584+0.424589j 39.2704+0.643613j 32.1475+0.0989721j 1.26401+0.108064j -33.6591+0.199527j -25.9357+0.825462j -66.744+0.176618j -42.6768+0.684328j -29.3581-1.18351j 26.6915+0.0116225j -10.9591-0.583047j 29.3613-0.0450697j -35.8082+0.0937791j -17.0577-0.0846844j 56.2725+0.204509j -2.71321-0.229736j -40.4814-0.187354j -11.05-0.319457j 33.2782-0.374229j -12.3847+0.119637j 0.223922-0.162434j -20.7725+0.111822j 6.25796+0.269698j -12.8941-0.089095j -1.56468-0.18823j -2.99427+0.00637144j -0.866236-0.21487j 
-0.242773+0.636816j 0.136708-0.125831j 0.564056-0.0576759j 1.80015-0.130227j -1.05917+0.159143j -1.21613-0.333215j 0.79486+0.103775j -1.68742-0.181758j 0.819624-0.258727j -0.131199+0.528619j -0.0176591-0.560387j 0.284421+0.254102j -1.93078+0.132721j -1.15204+0.394855j 1.00697-0.27385j 1.21891-0.767229j -1.20816-0.165408j -0.321533-0.343085j 0.778518-0.0351561j 0.00860361+0.270619j 0.679258+0.278694j 0.280929-0.407732j 0.812253+0.181712j -0.402365-0.335039j -0.226977-0.399459j 1.35311-0.22639j -0.354682+0.017001j -0.457234-0.149466j 2.13558-0.531974j -0.224964-0.598295j -4.76552-0.245893j -1.5046+0.104274j 17.1388-0.0986892j 7.81153+0.349489j 36.6156+0.20312j -5.18141+0.182153j -16.5179+1.03049j -48.3364-0.437313j -27.6972-0.316294j -67.2649+0.714541j -5.06281+0.12815j 77.5822+0.23463j 39.6972-0.347517j 58.9455-0.546396j 48.1711+0.684975j 0.64354+0.0634999j -50.6873+0.136443j -40.7474-0.101849j -99.2146-0.321117j -63.2423-0.620898j -42.0738-0.0409838j 39.7314+0.647166j -17.0159-0.087747j 45.3888-0.176895j -53.5256+0.743841j -26.3273+0.309535j 82.8812+0.0878377j -2.18472+0.339997j -58.6096-0.408472j -17.0612-0.452548j 49.764+0.646927j -18.1212+0.0257177j 0.868054-0.48774j -31.4262-0.0999037j 9.93611+0.403904j -18.4543+1.01219j -2.02767+0.0921077j -4.94936-0.256657j -0.898526-0.300414j 
