0.791492-0.112573j -0.410134-0.640462j 0.00883912+0.2572j 0.573484-0.308624j -0.420793-0.411978j -0.481803+0.170698j -0.211668-0.23752j 0.247038+0.572022j -0.087696-0.348958j -0.183293+0.165995j 0.160569+0.51847j -0.452076-0.366723j 0.354809+0.060926j 0.405902-0.284745j -0.161824+0.0384614j -0.507729+0.107359j 0.110922-0.325611j 0.0459247-0.515881j 0.0458037+0.622278j -0.295646-0.235858j -0.0050447+0.249447j 0.358479+0.560604j -0.293991+0.199568j 0.447876+0.0243682j 0.278716-0.710438j -0.573372+0.0782127j -0.214323-0.398706j 0.0824041-1.12375j -0.94615-1.22085j -0.965596+0.315519j 0.731021-1.3294j 0.492686-0.507379j -0.0819672-1.16579j -0.987244+0.681215j -0.811538-0.136695j 0.604262+0.126731j 0.0378406-0.0634416j 0.79741-0.552829j 0.70867-0.274918j -0.331573-0.487204j 0.956082-0.659463j 0.0658876+0.657413j 0.596932+0.556498j 0.199495+0.15726j 0.464903+0.224503j -0.191655-0.426338j -0.417813-0.0486441j -0.275674-0.538986j -1.33249+0.167388j 0.707211-0.0785668j -0.0463505+0.458821j 0.257313-0.0209412j -0.0356527+0.599215j 0.445319-0.37213j -0.137577+0.178164j -0.270213+0.6135j -0.132235-0.780416j 0.982871+0.420138j -0.18376+0.42365j 0.707405-0.0214288j -0.998914-0.373877j 0.033271+0.100102j 0.312973-0.414119j 0.571087-0.36209j -1.04672-0.386798j -0.20395-1.0935j 0.432824+0.143533j 0.948076+1.04139j 0.568493-1.17722j 
0.0962562-0.367544j -0.0227989+0.200402j -0.306139+0.422356j 0.197243-0.0333907j 0.590774-0.839492j 0.616547+0.422198j -0.228691-0.160444j 0.0411344+0.408786j 0.287362-0.104367j 0.405289+0.343236j -0.402191-0.517264j -0.0740869+0.170895j -0.0813952+0.199688j 0.202155-0.358428j -0.909509+0.592489j -0.581851-0.201153j -0.630663+0.521555j 0.150303-0.0249852j -0.200761-0.670433j -0.399709-0.38695j -0.111145-0.719509j 0.175739+0.166015j -0.183928-0.115539j 0.2607+0.854183j -1.0144+0.0927959j -0.167004+0.145919j -0.537159+0.52303j 0.379019+0.134404j -0.28042-0.243354j -0.365512+0.195024j -0.546965-0.624378j 0.0671017+0.524373j 0.714768+0.554998j -0.174437-0.913424j -0.758019+0.535435j 1.20185+0.174397j -0.378609-0.0935351j 0.121901-0.0855301j -0.290209+0.181308j 0.112577+0.29336j -0.393685-0.0144882j 0.36542+0.528153j -0.0410868+0.454533j -1.80953+0.63045j 0.0616749+0.431321j -0.297871-0.747967j 0.45602+0.897273j 0.0605854-0.249561j 0.255458-0.0561742j -0.304503-0.12151j 0.338028-0.175631j -0.551501+1.09194j -0.310977+0.903874j 0.438202-0.190381j 1.63622+0.491396j -0.219386+0.505576j -0.16562-0.357868j -0.500039-0.117137j -0.0151999-0.624687j 0.0436595+0.0872322j 0.0731403+0.0561672j -0.268223-0.204507j 0.910034-0.201294j 1.00284+0.794794j -0.452614+0.638313j -0.611768+0.522366j 0.24983-0.739044j -0.630043+0.37839j 0.153539-0.352047j 
0.715858-0.927697j 0.895838-0.18423j -0.116095+1.11669j 0.13469+0.11204j -0.195771+1.0795j 0.0994078-0.400799j 0.237488-0.726837j 0.6195+0.783108j 0.373768-0.996483j 1.06257-1.1256j 0.667813-0.892089j 0.821004-0.0325193j -0.122242+0.741495j 0.305683-0.656732j 0.499285-0.591464j -0.252134-0.928368j 0.195005-0.866651j -0.175659+0.966318j 1.82032+1.05827j 0.613272+0.426884j 0.3093+0.239444j 0.777744-0.662254j -1.29881-0.414012j 0.62294-0.0768444j 0.00639581+0.845615j 0.332898-0.034842j -0.70941+0.266041j 0.424495+0.109306j -0.349855-0.620147j -0.0974754-0.0382088j -0.125416+0.291961j 0.847201+0.2216j 0.22818-0.152851j 0.0179694+0.165631j -0.0928616+0.352779j -0.134697+0.383003j 1.41185-0.233788j 0.0852516-0.359657j 0.0470886-0.105364j 0.223576-0.142513j -0.190358+0.170083j -0.631402+0.539364j 0.132782-0.109031j -0.579318-0.482743j 0.332475-0.271307j -0.456709-0.0190713j -0.103848-1.02829j 0.136534-0.563461j 0.798633-0.460422j -0.223359-0.511664j -0.0781195+0.479981j -0.19452+0.177717j 0.372538-0.0196834j -0.428571-0.254089j -0.185795+0.0446782j -0.301391-1.0072j -0.0574995-0.132422j 0.866995-0.143651j 0.357283+0.33579j -0.329418-0.031192j -0.539548+0.201047j 0.0963004+0.126651j 0.332795-0.275531j 0.345512-0.324065j 0.532701+0.183328j 0.103671+0.296197j 0.232035-0.190162j -0.306407+0.139711j 0.0606732-0.0888616j 
-0.536272-0.956072j -0.436334+0.698639j -0.584535-0.054536j -0.997259-0.3071j 0.00181921+0.877113j 0.401012-0.839649j 0.739933-0.837786j 1.0306-0.00946913j -0.434574+0.820172j 0.0635054+1.18047j 0.88615+1.04698j -0.947961+0.68775j -0.913225+0.0253862j -0.899945+1.34194j 0.102178-0.29222j -0.408249-0.120333j 0.803947-0.0861591j 1.452+0.215522j -0.0915039-0.840076j 0.172898-0.466172j -0.217825+0.309598j 0.420189+0.67481j -0.79467+0.510201j 0.469858-0.274171j 0.0431427+0.205221j -0.0650382+0.240577j -0.284124+0.0225968j -0.118845+0.344201j 0.218597+0.992041j 0.103241-0.0368145j -0.8193+0.351591j 0.378841+0.264375j 0.320867+0.301966j 0.219887+0.367709j 0.13609+0.170947j -0.273219+1.42967j 0.624482+0.0710226j -1.43343+0.433686j 0.194042+0.193901j -0.619661-0.96124j -0.308089+0.131613j 0.0879442-0.568369j -0.685447-0.625337j -0.504793-0.558835j 1.01709-0.363458j -0.0595634+0.218825j 0.677973+0.250823j 0.0368137+0.326477j 0.0355208-0.0643252j 0.0638794-1.09231j -0.480713-0.221944j 0.143222-0.0515474j -0.547432-0.639156j 0.711549+0.161256j -0.327716+0.128856j 0.140789+0.486706j 0.185735-0.716354j -0.615807+0.444116j 0.00527712+0.318708j 0.415792+0.269895j -0.482259+0.179807j 0.0137327+0.0136036j 0.0151012-0.348406j -0.156454-0.456282j -0.100934-0.409777j -0.103733+0.104617j 0.000100321-0.184686j 0.0283377+0.0387062j -0.0841351-0.0395879j 
0.503162+0.269415j 0.406365+0.200104j 0.422656+0.214264j -1.03175-0.469633j 0.136658-0.158543j -0.21305+0.922243j -0.656131-0.258475j 0.0656675-0.727616j -0.427968-0.458913j -0.520491-0.101287j -0.375069-0.266925j -0.0248318-0.214548j -0.145709-0.361642j -0.106188-0.217311j -0.132371-0.389161j 0.242016+1.15827j -0.106486-0.00284909j 0.10842+0.321152j -0.0337239-0.146285j -0.719466+0.683049j 0.247389+0.225138j 0.821402+0.181818j -0.192629+0.0689665j -0.342417-0.147479j -0.637797+0.0869496j 0.511804-1.23281j 0.31148-0.427491j 0.201893+0.126033j 0.256615-0.64915j -0.342487+0.156882j -0.730433+0.136875j 0.345806-0.172769j -0.777728+0.766939j -0.343218+1.16775j -0.975073+0.373604j 0.154124+0.136212j -0.441496-1.28616j -0.42432-0.201744j 0.670537-0.0541433j 0.0838918-0.740835j 0.274242-0.417138j 0.454612-0.39468j -0.0559148+0.231356j -0.0651613+0.894073j -0.400706-0.0578689j 0.327738-0.635706j -0.161311+0.298354j -0.746626+0.240325j 0.487453-0.0809816j 0.0240799+0.55163j 0.0824477+0.760362j 0.117357-0.474164j 0.317539-1.0801j -0.955354-0.867547j 0.176238+0.236961j 0.26977+0.390292j -0.00350054-0.192216j -0.790435-0.0335388j 0.1925+1.02639j 0.18024-1.13556j -1.00529+0.274281j 0.12678+0.122065j 0.698644+0.0882343j -0.227866-0.382776j -0.158929-0.564084j -0.363173+1.31183j 0.036609+0.281189j -0.557836-0.388649j 0.285373-0.126622j 
0.107547-0.59438j -0.461336+0.0666439j -0.190904-0.252846j -0.224768-0.365225j -0.253802+0.356171j 0.484959-0.278025j 0.62999-0.0825446j 0.449782+0.448905j -0.372874+0.320847j -0.129924+0.583037j 0.0795607+0.774357j -0.681565+0.0598504j -0.355601-0.203402j -0.706608+0.364444j 0.0820629-0.0941848j -0.159578-0.238408j 0.244802+0.161517j 0.650805+0.380682j 0.11679-0.471039j 0.188841-0.075734j -0.149702+0.00446353j -0.0665701+0.313349j -0.319309+0.0263496j 0.230223+0.0129991j 0.0422563+0.0657921j -0.156052+0.156637j -0.16597-0.0816099j -0.0727725+0.154895j 0.435089+0.508333j 0.0751752-0.00383778j -0.272019+0.35373j 0.234273+0.118252j 0.223578+0.039105j 0.135278+0.00432806j 0.234358-0.0225624j 0.146706+0.577146j 0.397191-0.142149j -0.354297+0.471326j 0.00713629+0.0333767j -0.669693-0.0186924j -0.0785021+0.0747175j -0.0494861-0.191845j -0.367054-0.0434467j -0.512668-0.0817703j 0.289651-0.508869j 0.0346402+0.213562j 0.417949-0.350865j 0.107742+0.037465j -0.195715-0.169149j -0.479735-0.512078j -0.432407+0.0442303j 0.116763-0.0154025j -0.49789+0.0310562j 0.660889-0.189177j -0.215248+0.140176j 0.161797+0.259899j -0.140106-0.311682j -0.0810996+0.488589j -0.0162098+0.0756259j 0.285622-0.0233614j 0.00618919+0.237622j -0.0296503-0.0319796j -0.196538-0.0476155j -0.233272-0.139868j -0.177456-0.0808127j -0.12124-0.047961j -0.084398-0.125347j 0.0593613-0.0161709j -0.0602699+0.047393j 
0.747334+0.288853j 0.130919+0.625842j -0.74902-0.0320355j -0.230324-0.00891782j -0.737671-0.0600299j 0.391522+0.11807j 0.400808+0.0421987j -0.391567+0.406058j 0.470264+0.158362j 0.585246+0.770194j 0.507018+0.478166j -0.0752274+0.524096j -0.590644-0.0944515j 0.229533+0.12994j 0.329153+0.349375j 0.547227-0.166098j 0.668633+0.254786j -0.539275+0.102226j -0.55984+1.09147j -0.287424+0.482539j -0.228857+0.18475j 0.483281+0.585391j 0.162811-0.861382j 0.107155+0.452971j -0.62362+0.0485029j 0.00546056+0.0964189j -0.246379-0.515316j 0.0649262+0.248796j 0.904686-0.410653j -0.0422584-0.0299722j -0.587016-0.279871j -0.663643+1.09332j 0.368971+0.586224j -0.175272+0.296379j -0.400823+0.20169j -0.452087-0.401349j 0.0820196+1.66225j 0.189802+0.0595958j 0.0742828-0.11373j -0.219551+0.0797494j -0.181488-0.319962j -0.345997-0.670749j 0.47058+0.220517j 0.915666-0.637894j 0.290616+0.717286j -0.132153-0.824094j 1.11155-0.117342j 0.468633+0.123158j 0.465455+0.689217j 0.626248-0.235025j -0.616571-0.133161j -0.190418-0.117067j -0.0463416+0.514097j 0.326923-0.469402j -0.134221-0.442462j 1.42441-0.525435j 0.527665+0.233741j 0.147547+1.1664j -0.56363+0.443195j -0.10055-0.633031j -0.209341-0.676468j -0.194761+0.104744j 0.500244+0.45941j 0.408317+0.430229j -0.294582+0.849129j -0.404256+0.116957j 0.339097+0.444898j -0.267733-0.459234j 0.141081+0.0894216j 
-1.43698+0.554726j 0.672446+0.848038j -0.314609+0.718442j -0.51274+0.904528j 0.973426+0.101452j -1.08843-0.664127j -0.849296-1.04567j 0.172106-1.33679j 0.910126+0.561333j 1.11316+0.2238j 1.35503-0.905608j 0.719759+1.09447j -0.190013+0.943654j 1.20332+1.29026j -0.196245-0.0938651j -0.384663+0.416329j 0.269785-0.80296j 0.437025-1.45934j -0.887486+0.0178312j -0.572737-0.552937j 0.153598+0.381251j 0.735786-0.0169264j 0.273631+0.94015j -0.0877342-0.589726j 0.17186-0.126161j 0.36652+0.264514j 0.0502642+0.376834j 0.135359+0.21103j 0.226963+0.520584j -0.0144571-0.14957j -0.330125+0.146645j 0.0177985+0.0910678j 0.196001-0.0909222j 0.104368+0.0551906j -0.073965+0.0583908j 0.297405+0.815122j 0.644263+0.473587j -0.653255+0.657341j 0.365996+0.165278j -0.0224006-0.759216j -0.076697+0.328523j -0.376534-0.335008j -0.682329-0.290961j -0.47465-0.512619j 0.711243-0.217774j -0.0636738+0.100807j 0.96689+0.23229j 0.359853+0.262669j 0.642397+0.206193j 0.471234-0.852237j -0.141893-0.332665j -0.122677+0.0234495j -0.273698-0.308827j 0.29005+0.296081j 0.129513-0.0635609j 0.250662+0.271218j -0.225071-0.375271j -0.355948+0.36982j 0.1901+0.0651699j 0.289763+0.219816j -0.41181-0.0421378j 0.0620412+0.0188667j -0.00928617-0.143864j 0.162438-0.121996j -0.183065-0.128485j 0.047087-0.0990211j 0.0418816-0.051687j 0.122457+0.0268412j -0.0783447-0.0128877j 
-0.465306-0.995339j -0.506588+0.430194j -0.454393-0.142571j -0.599837-0.293477j 0.0300419+0.631215j 0.350923-0.732525j 0.533104-0.52516j 0.862557-0.0571434j -0.369533+0.527518j -0.296343+0.662635j 0.576747+0.719925j -0.557236+0.364348j -0.605024-0.175915j -0.950059+0.658193j 0.0474533-0.161181j -0.264333-0.28316j 0.473112+0.181934j 0.911481+0.431728j 0.169997-0.53599j 0.426968-0.401995j -0.217112+0.0744573j -0.0343775+0.418998j -0.711193+0.193049j 0.413948-0.0622445j 0.0923988+0.0857619j -0.203271+0.211453j -0.293108+0.0770278j -0.240253+0.00545597j -1.25884-0.0123264j 0.10135+0.0349716j -0.0732404-0.752884j -0.185926-0.0106858j -0.100312+0.301644j -0.173846+0.186867j -0.205133+0.226293j -1.17242+0.100339j -0.435805+0.768677j -0.779709-1.3873j -0.122736+0.330801j 1.41972-0.654776j -0.343511-0.121311j 0.459593+0.0280647j 0.489349-0.897649j 0.627455-0.449644j 0.45543+1.25453j -0.253971-0.0843659j -0.387497+1.11869j -0.301596+0.281335j 0.17181+0.380073j 1.51276+0.275152j 0.768643-0.477523j -0.166869+0.102525j 0.732211-0.641892j -0.722844+0.89767j 0.235133-0.202748j -0.578333+0.135274j 0.47073+0.24513j -0.460205-0.790821j 0.0581402-0.095145j -0.551818+0.444354j -0.0996246-0.357017j 0.0507785-0.00804725j 0.37504-0.0624209j 0.440885+0.0321364j 0.337208-0.168522j 0.184103-0.0223623j 0.213603-0.0169648j -0.0987458+0.186635j 0.0167369-0.174088j 
0.0210856-0.0642594j -0.0912393+0.0513094j 0.0299755-0.115712j -0.123899+0.102231j -0.0706613-0.0463266j 0.13375-0.251455j 0.118957-0.0600341j -0.246835+0.0453907j 0.193401-0.182391j -0.0716923+0.0173105j 0.165122+0.0652942j 0.188038-0.519129j 0.0446158+0.136424j 0.174093+0.0255016j -0.149896+0.0602j -0.419248+0.20647j 0.00546044-0.392267j -0.53701-0.474366j 0.485204-0.309958j -0.0979311-0.044674j 0.386004+0.239356j 0.418836-0.543152j -0.211864-0.801252j -0.522964+0.294545j 1.02739+0.094935j 0.146693-0.185719j -0.203447+0.694196j -0.33753+0.963233j 0.221423-0.114385j 0.683934+0.11461j 0.0756942-0.112931j -0.059198+0.109731j 0.476089-0.103493j -0.021776+0.252271j 0.95304-0.174059j -0.233655+0.185506j -0.389917+0.0176921j -0.982312+0.154596j -0.174872-0.343154j -1.74529-0.0279988j -0.0729802-0.668106j 1.9104+0.412886j 0.739303+0.337668j 1.50545+0.068921j 2.0514+0.136727j -0.662592-0.0246409j -1.4462+0.0666349j -1.71021+0.183859j -2.03472+0.97152j -2.52063+0.141029j -0.894082+0.510218j 0.437265-0.58806j -0.335441+0.369659j 0.0226764+1.46156j -0.647295-0.260061j -0.342468+0.377028j 1.59719+0.227766j 0.467279+0.731318j -3.19688-0.162336j -0.454798+0.848894j 0.346314+0.217961j -0.0649274+0.685531j -0.430357+1.18039j -0.921156+0.341503j 0.512567-0.342459j 0.407003+0.0643366j -0.658849-0.631855j -1.21958-0.104338j 0.33054+1.16884j 
0.124638+0.0466302j -0.0673173-0.165473j 0.204076+0.0518498j -0.0676534-0.347153j 0.0856584-0.136032j 0.380081+0.415298j 0.133217+0.265472j -0.0726971-0.504686j 0.333258+0.49728j 0.129031-0.214569j -0.24898+0.168488j 0.934463+0.576067j -0.558826+0.0818896j -0.207756+0.402765j 0.0310446-0.292834j -0.0238563-1.03799j 0.743175+0.23969j 1.00753-0.852336j 0.361066+0.895683j 0.032469-0.0906347j -0.630991+0.713105j 0.923725+0.997396j 1.46772-0.167036j -0.227175-1.21033j -0.603963+1.68813j 0.08096+0.417737j -0.988824-0.763424j -1.49599-1.20923j 0.293952+0.296609j -0.647513+1.1194j -0.188422+0.197749j -0.234161+0.0122591j 1.43291+0.0659748j 0.329179-0.186578j 2.92151+0.0348377j -0.590332-0.0931997j -1.20796-0.00436629j -3.66811+0.277119j -1.6787+0.484473j -4.74748-0.0612582j 0.308671+0.0237454j 5.22313+0.0530249j 2.50425-0.201247j 4.21608+0.0702265j 3.43441+0.94318j 0.0339965-0.641629j -3.77969-0.217759j -3.0945-0.698498j -8.25912+0.369067j -4.77549-0.780057j -3.53179+0.0684601j 3.49012-0.602876j -1.52401-0.0591172j 1.97296-0.969084j -3.57168+0.722468j -2.08388+0.236143j 5.76562-0.289789j -0.929257+0.513342j -4.23933-1.73016j -1.96921-0.126559j 3.51585-0.658048j -1.98567+0.465932j -1.00031-0.546628j -2.74489-0.173738j 1.19266+0.300093j -1.44166+0.747373j 0.508203-0.698039j -0.358032-1.21242j -1.25773+0.474872j 
0.0200412+0.0234959j 0.138517-0.0291672j 0.241369+0.160404j 0.156094-0.0590646j 0.166298-0.0823809j 0.226958+0.250272j 0.292656-0.0556279j -0.376365+0.194405j 0.432893+0.112985j -0.206076+0.0667743j 0.364156+0.584461j 0.607471-0.2769j -0.234367-0.303731j -0.597571-0.0858094j -0.0705096-0.0313049j -0.189798+0.234172j -0.394323+0.361114j -0.00512205-0.0206953j 0.479545-0.798882j -0.156907-0.52094j 0.297511-0.268712j -0.220753+0.485909j -0.0318021+0.289339j 0.146952+0.663593j -0.965635-0.195107j 0.342418-0.696366j -0.191454+0.200185j 0.329264-0.473772j 0.219209+0.195411j 0.183899+0.265096j -0.327669+0.339046j -0.409261-0.357887j 2.8818+0.00597058j 0.371481-0.440669j 5.54378+0.418704j -0.809343-0.368491j -2.49972-0.0266639j -7.25667-0.459283j -3.58758+0.335964j -10.3286+0.145371j -0.162073-1.05358j 11.4911-0.582533j 4.80072-0.625192j 8.25331-0.416486j 6.90195+0.140157j -0.612008-0.0918359j -7.28644-0.160013j -6.75222+0.0901393j -13.9273-0.896708j -9.85555+0.0835818j -6.14672+0.138435j 4.82124+0.128146j -2.05128+1.37989j 6.31133+0.380737j -8.84399+0.218173j -3.91871+0.823959j 11.7999-0.324102j -0.604194-0.559009j -8.50329+1.33605j -2.15553+0.266215j 8.27752-0.405104j -2.20375-1.364j -0.0734319-0.715357j -3.72197+0.0243933j 0.68518+0.197352j -2.40421+1.19522j -0.559999+0.702169j 0.0191306+0.470049j -0.217634+0.717664j 
-0.00107051+0.115747j 0.120897-0.0954604j -0.0509424+0.214297j 0.420855-0.18628j 0.0455812+0.137024j -0.46546+0.481673j -0.243729+0.0879919j 0.388132+0.00865709j -0.461415+0.285424j 0.264485+0.02301j -0.307712-0.220382j -0.399925+1.00281j -0.209679-0.38697j -0.519133-0.156178j 0.309759-0.0408147j 1.16687-0.356325j -0.208537+0.786573j 0.738513+0.631434j -0.559133+0.219652j -0.0148002-0.0731035j -0.890846-0.525368j -0.79506+0.862028j 0.137528+1.01102j 1.01155-0.180345j -1.22247-0.731042j -0.504769-0.104267j 0.857442-0.715766j 1.29475-1.2386j -0.024842+0.113853j -1.11323-0.713504j -0.247109+0.00794861j 0.0512552+0.0394633j 0.881475-0.0861741j 0.370252+0.074386j 1.97626-0.04441j -0.290232+0.0538964j -0.816439-0.007001j -2.55216+0.0989062j -1.40089-0.12215j -3.52021+0.0209182j -0.295469-0.114119j 4.10656+0.169579j 2.20822+0.131805j 3.20584-0.0360508j 2.75506-0.126919j -0.209046+0.0139589j -2.78627+0.0191347j -2.2052+0.0518509j -5.07262+0.238904j -3.60945+0.158413j -2.15687+0.138956j 1.92346-0.100171j -0.91599+0.120246j 2.25292+0.504328j -2.74819-0.201694j -1.31734+0.1328j 4.24952+0.0563284j 0.048678+0.166645j -3.65769+0.0657374j -0.755363+0.309649j 2.34748+0.135735j -0.831395+0.134836j -0.065111+0.41353j -1.77844+0.120366j 0.639418-0.0614861j -0.644354+0.128828j -0.160235-0.307695j -0.550759-0.203961j -0.0554128+0.361446j 
-0.153189+0.084268j 0.0175811-0.10861j -0.250752-0.0631064j 0.168245+0.17535j -0.485337+0.125368j 0.261831+0.0794162j -0.359047+0.0349237j 0.729907-0.502266j -0.37045-0.254684j 0.129934-0.0270352j -0.681859-0.130068j 0.642965-0.13087j 0.327429+0.450752j 0.801214-0.0570347j -0.184453-0.702631j -0.295796-0.781978j 0.429643-0.517691j -0.246649-0.0247652j 0.783122+0.0890876j 1.10035+0.0298159j 0.318124+0.0813336j -0.300118-0.479276j 0.577511-0.388836j -0.793452-0.351159j 0.386419+0.0919304j 0.670811+0.21906j -0.382999+0.478349j -0.659389+0.105621j -0.00201149-0.0287792j -0.138058+0.0568506j 0.762864-0.441601j 0.267532+0.0971057j -3.05461-0.591392j -0.607301-0.0848378j -3.93543+0.273182j 0.220721-0.0771448j 1.95616+0.0977487j 4.28204+0.314776j 2.91875-0.524498j 7.51881+0.570256j 1.76366+0.599031j -9.36502+0.442108j -4.05837+0.051632j -6.52991-0.231076j -5.26076-0.0173904j -0.169502-1.3675j 5.58517-0.215182j 5.55745-0.364601j 11.4542+0.212968j 6.48241-0.105364j 4.28694+0.080563j -4.46905-0.728572j 0.869089+0.148494j -5.15574+0.308199j 5.60355-1.2863j 2.48035-0.259705j -9.961-0.327438j 0.0925392-0.544106j 6.01372-0.262512j 1.7345+1.01352j -5.32714-0.0703289j 3.58077-0.65438j 0.0336971+0.398034j 3.91394+1.20636j -0.722015-0.591701j 1.88797+0.909662j -0.205094+0.117431j 0.442733-0.724335j 0.307387-0.35312j 
-0.0861282+0.103484j 0.231255+0.0119928j -0.166925+0.268315j 0.552838-0.0118195j 0.00296657+0.275523j -0.765307+0.534452j -0.172505+0.090486j 0.159773+0.228074j -0.516143+0.195275j 0.205755-0.0707439j -0.36059-0.176883j -0.421933+0.829549j 0.0546747-0.349j -0.339101-0.406141j 0.297994-0.0559167j 0.919612-0.160301j -0.730196+0.396708j 0.314391+1.07773j -0.202776+0.26516j 0.437097-0.0103077j -0.206858-0.519967j -1.48348+0.281527j -0.384101+1.10058j 0.651021+0.331553j -0.828081-1.74627j 0.0615732-0.0654938j 0.871604-0.47823j 1.85363-0.598848j -0.110598+0.0223625j -0.943925-0.905443j -0.592224+0.0259264j 0.0426273-0.118323j 1.78971-0.0368814j 1.18467-0.220993j 3.86009+0.106639j -0.350953-0.0130272j -1.80649-0.0169494j -5.37792-0.246226j -3.44278-0.0986936j -7.48723-0.0874465j -0.450967+0.360402j 8.9205-0.0307754j 4.78557-0.174247j 6.78311-0.261993j 5.27404-0.521434j 0.18756-0.0866385j -5.49507+0.0291136j -4.147-0.0482698j -10.3292-0.246369j -6.95758+0.2612j -4.48258-0.213336j 4.26724-0.149949j -2.30751+0.0649967j 5.89087+0.263057j -6.45603-0.719361j -3.19241-0.180361j 9.43487-0.00314897j 0.101439-0.575392j -6.83419+0.985067j -1.47156+0.0866376j 5.96357+0.680298j -1.05635-0.224461j 0.96683+0.0154418j -3.28843+0.425175j 0.745943-0.200192j -2.56578-0.0919484j -0.561242+0.307709j -0.374337+0.596903j 0.0482408-0.440543j 
-0.0788032+0.0661742j -0.147321-0.300006j 0.147087-0.282j -0.46739-0.0122245j 0.0169701-0.230646j 1.07015-0.510301j -0.726027-0.273209j 1.84079-0.0583106j -0.710063-0.427786j -0.195267+0.568004j 0.607686-0.569999j -0.845329-0.971697j 0.511414-0.18218j 0.499577+0.521059j -0.336192+0.0425139j -0.0838762+0.517846j 0.947527+0.682365j 0.0269085+0.410089j -1.33609-1.29559j -0.6179-0.0640135j -0.748756-0.803047j 0.113002+0.50345j 0.19106+0.440215j 1.4489+0.0143514j -1.21146+1.00713j -1.41214-0.788944j 0.951885+0.302827j -0.176751-1.03778j -0.582128-0.00651837j 0.20483-0.66245j 2.62634-0.563837j 0.453188+0.216455j -10.1097-0.34521j -4.37368+0.834725j -19.1626-0.0829271j 2.18178+0.0243662j 8.83675+0.0725643j 24.8468+0.438471j 14.7247-0.71187j 35.5395+0.750969j 2.07598-0.259072j -42.2196+0.144479j -21.3586+0.888594j -31.9953+0.172872j -25.825+0.0571164j -0.463115+0.370624j 26.6439-0.231825j 21.8233+0.60751j 52.443-0.884017j 33.549+0.733038j 22.6788-0.0157095j -21.2738+0.755325j 10.3151-0.249712j -23.0127+0.581314j 28.4588+0.431847j 14.8062-0.0801892j -44.7787+0.374243j 0.702326-0.241192j 32.9413+0.140967j 9.32993-0.000260548j -26.728-0.859833j 9.11967-0.875342j -0.637276+0.170191j 17.0246-0.491141j -4.88924+0.517793j 10.9232-0.212814j 1.7621+0.490952j 3.09361-0.874793j 1.55265-0.468162j 
0.0518962-0.0245064j -0.0372924-0.0787697j 0.143796+0.0032017j -0.124453-0.135412j 0.0970782-0.12515j 0.480108+0.275343j 0.137599+0.222438j 0.0661929-0.407107j 0.309927+0.331981j -0.0186168-0.14227j -0.0583694+0.184002j 0.523852+0.113358j -0.310314+0.197771j -0.0325026+0.194984j -0.0140312-0.236419j -0.408574-0.648569j 0.625261+0.10902j 0.420036-0.414385j 0.019549+0.342523j -0.0597545+0.0736968j -0.234081+0.573559j 0.546914+0.589001j 0.547483+0.118995j -0.187573-0.668042j -0.697073+0.857266j -0.117439+0.499846j -0.526544-0.700496j -0.914893-1.09224j -0.0209267+0.038949j -0.443583+0.823286j -0.0589676-0.0216804j 0.0833409-0.108797j -0.0660335-0.0105825j 0.175819-0.281823j -0.335562+0.148915j 0.238039-0.274572j 0.0659034-0.010415j 0.098355-0.211539j -0.379884+0.00668819j 0.311059+0.0887758j -0.134728+0.254952j -0.138757-0.239793j 0.138431-0.386498j -0.234667-0.14569j -0.774685-0.51846j 0.430847+0.164142j 0.493761+0.0734453j 0.597508+0.236935j 0.791814-0.837381j 0.756938+0.224629j 0.542741-0.259625j -0.193303+0.378841j 0.342921-0.0597477j 1.00207-0.0668709j -0.406742-0.0480026j 0.153423-0.132021j -0.0982813+0.0289926j 0.301488-0.715048j 0.974416+1.15391j 0.672087-0.351735j 0.185515+0.645132j 0.235331-0.388381j 1.15805-0.265583j 0.658651+0.174895j -0.393318-0.0673382j -0.266577-0.766284j -0.407261+0.670313j 0.464043+0.799386j 0.495613-0.790978j 
