-0.0158516+0.00478458j 0.00316002-0.0158569j -0.0179646-0.00877712j -0.0239528-0.00208923j 0.00784712-0.00993221j -0.00251148-0.0011959j -0.00369479-0.00351151j -0.000131149+0.00231713j -0.000537655-0.00401103j 0.000153848-0.000787066j -0.000489406-0.000948229j -0.000154003+0.000502075j 0.000314471+0.000358937j -0.000648561+0.000342251j 0.000811045-0.00486228j -0.000869429-0.00319206j -0.000312419-0.00106333j 0.00241222+0.000355882j 0.00379735+0.0044878j -4.80907e-05+0.00404718j 0.00479558+0.00203957j 0.000702053+0.00136949j -0.000422687+0.0018419j -0.00060397-0.000263629j 0.000660329-0.000738807j -0.00101016+0.000233535j -0.000322958+5.05018e-05j -0.000297899+0.00220196j 0.000439939-0.000384105j 0.000207124-0.00126917j 0.000517383-0.00105872j -2.66349e-06-0.000297556j 0.000261707-9.16995e-05j -1.42087e-05-0.000117919j 5.89448e-05+0.000931395j 0.000695592+0.000359614j 0.00028075+0.000191489j -0.000300017-0.0002226j -0.000115043+0.000366635j 0.000616396+4.37018e-05j 0.000208693+0.000191234j 0.000274383-0.000183487j 0.000148505+0.000991668j 0.000176286+0.000152981j 0.000920826+0.000620519j -0.000547535-0.000232786j -0.000804901-0.000548442j -0.000180841+0.000450162j -0.000848263+0.00109926j -0.00101962+3.4656e-05j 0.00068456-6.41491e-05j -9.3204e-06+0.000794021j 0.00161457+0.000702724j 0.000583603+0.000221184j -0.000133207-0.000998211j -0.000233886+0.00158297j 0.00080859-0.000829333j -0.00108949+0.000722781j 0.00100082+0.00212877j -1.75618e-05-3.01999e-05j -0.000571466-0.000208972j 0.000239046-0.000121455j 0.000171972-0.000293012j -2.69555e-05-0.000299353j 0.000853612-0.000128334j 0.000172831+0.000443081j -0.000149086+9.13998e-05j -9.38024e-05+0.000233211j -0.000223602+8.98125e-06j -1.64317e-06+4.63575e-05j -0.000273637+2.18649e-05j 0.000100446+0.000247139j -0.000208664-0.000157273j -0.000284615+0.000195128j 0.00010005+0.000452099j -2.01468e-05+0.000388397j -8.93853e-05+0.00056717j -0.000623684-0.000330079j -0.000908193-0.000761648j 0.000384299+0.000866617j -0.000237549+0.00063663j 0.000105422-0.00129929j 0.000484175+0.000283248j -0.000445591+1.67164e-05j 0.000108396+5.43689e-05j 9.59246e-05+0.000502638j -3.20604e-05-0.000174478j -0.000685015-0.000148591j -0.000221935-0.000301361j -0.000299552-0.001034j -0.000392457-0.000217612j 1.93735e-05-0.000293969j 
0.00039996-0.000435038j 0.000368472-0.000923179j 0.00059305-0.000660132j -0.000440991-0.00100504j -0.00053403+0.00202358j 0.00218188-0.00174954j -0.00300224-0.00185289j -0.00636984+0.00377863j 0.00446122+0.000792976j -0.00482651+0.00568512j -0.0085088-0.00560099j -0.00234712-0.00191178j 0.00049143-0.000886233j 0.0104247-0.00441612j 0.00496858-0.00344064j -0.00105125+0.00421431j 0.00325658+0.00349348j 0.00322238-0.00492532j -0.00128725+0.00245589j 0.000572673+0.0046036j -0.00125524+0.000186682j -0.000685737+0.000129862j -0.000574609-0.00329058j -0.00146289+0.00414194j 0.00172546-0.00193223j 0.00561459-0.00436607j -0.000728534+0.0017333j 0.00513534+0.00461166j -0.0069662+0.00631368j -0.00132956+0.00588763j -0.00450983+0.00314634j 0.00531985+0.00599594j -0.0136124+0.0110367j -0.00384607+0.0021778j -0.00519193+0.0024193j 0.000420061-0.00568743j 0.00253625+0.0026893j 0.00256359-0.00241104j -0.000640212-0.000414069j -0.00185386-0.00311966j 0.00544312-0.00713734j -0.00421746-0.00128278j 0.000599766-0.00579887j 0.000570805-0.00593763j 0.00019406-0.00347753j 0.000453353+0.00101357j 0.00677311-0.00580098j -0.00652763+0.00290695j -0.00442765+0.000645412j -0.00388708-0.00248976j -0.00140368-0.000779986j -0.00123405-0.00184524j -0.00146079+0.00183282j -0.00466045-0.00184377j 0.0044718+0.000572668j 0.00244952+0.00114699j -0.000433144-0.00226473j 0.00332353-0.000839833j 0.0019859-0.00142889j 0.00241544-0.000698759j 0.00127556-0.00233793j -0.00328676+0.000333782j 0.000388904-4.63242e-05j -0.00300233+0.00161455j 0.000435937-0.00228135j -0.00121441-0.000359275j -0.00170374-0.00209161j -0.000561752-0.00038217j 0.000807671+0.000423346j -0.000692392-0.000951463j -0.000719493+0.000350417j 0.000422212-0.00333809j 0.00023523-0.000574135j -0.000293287-0.00183385j -0.00197558-0.000490838j -0.000128103+0.000704789j 0.000847195+7.95453e-05j 0.00173112+0.0015776j -0.000385935-0.00130482j 0.000310215+0.000501997j -0.00102251-0.00164835j -0.00112943-0.000832468j -0.000778716-0.00028269j 0.000335278+0.0010879j 0.000575111-0.000240246j 3.30301e-05+7.24535e-05j 0.000556724+0.000357308j -6.06972e-05-0.00106477j 0.000799365+0.00026393j 0.000208634-0.000103773j 0.000119197+8.57069e-05j -0.000229847-0.000235208j 
-0.000610937+0.0011341j -0.000618719+0.000271424j 0.00038688+0.00146164j 0.000676911+0.00141473j 0.000949811-0.000719303j -0.00193007+0.000238623j 0.00305245-0.00430302j 0.00410061+0.00364428j -0.00311427-0.00155531j 0.00439046+0.00625834j 0.00425488-0.00416537j 0.00304533-0.0104725j 0.00261354-0.00132403j -0.00617082-0.00966655j -0.00412055-0.00911114j 0.000475148-0.00120196j -0.0039335-0.00435708j 0.000773747-0.00487912j 0.00157545+0.000171857j 0.000448179-0.000693616j -0.00268981-0.000135647j -0.000782838-0.00273537j 0.00153356+0.00281502j -0.00184803-0.00174406j -0.000409189-0.00038779j 0.000333453+0.00231709j 0.00322545+0.00140384j 0.000318447+0.00290043j 0.00331721-0.0021578j -0.003007+0.00231157j -0.00247973-0.00142054j 0.00990823-0.00528219j 0.00270368+0.00609608j -0.00124154-0.000502633j 0.00423846+0.00599723j 0.00179114+0.00163114j -0.00210502-0.000288146j -0.00373127-1.07775e-06j 0.0048996+0.00471147j 0.00335371+0.00185085j -0.00223793-0.00202638j -0.000421009-0.00234777j 0.00077267+0.00239726j 0.00287089+0.00488833j 0.00123237+0.00196989j 0.00297441+0.0028064j -0.00389305+0.0014311j -0.00474414+0.00125598j -0.00192218+0.000148647j 2.28939e-05+0.00595687j 0.00167792+0.00571217j -0.00108304-0.00267224j 0.00103929+0.00250903j -0.0023273+0.0024265j -0.00220886-0.000943153j -0.00184434-0.00441868j 0.000312646-0.00227656j -0.00154575-0.00142323j 0.00052111-0.000829552j -0.000203831-0.00210136j -0.00108853+0.000652171j -0.000370876+0.00117254j 0.000569259-8.47471e-05j 0.000205039+0.00195758j -0.000604452-0.000990249j 0.000626257+0.000817125j -0.000753515+0.00266267j 0.000177705-1.63463e-05j 0.00113811+0.00170589j -0.00105882-0.00102201j -0.000240768+0.00103726j -0.00157317+0.00164875j -0.000256005+0.000387317j -0.00228271+0.00139397j 0.000521835+0.00109043j 0.000303791-0.000438806j -0.000960022+0.000539302j 0.000264181-0.0009432j -0.00106254-0.0013772j 0.000306256+0.000637739j 0.000131328-7.45959e-05j 0.000315131-0.00038376j 0.00054654+0.000236788j -0.000854593-0.000373291j 0.000291118+0.000346397j 0.00071255+0.00134217j 0.000434909-0.000376788j -0.00136091-0.0009051j 0.000109765-0.000361343j -0.000381542-0.00167271j -0.0013151-0.000780198j -8.54903e-06-0.00050852j 
5.55685e-05+0.00243887j 0.000224419+0.000682389j 0.000269038+0.00122404j 0.000874265+0.000737337j -0.00198045-0.00187119j -0.00150356+0.00514727j 0.00430606-0.00414758j -0.00111218-0.00651341j -0.007384+0.00420843j 0.00481724-0.00293505j 0.00803113-0.007178j 0.0110791-0.00797759j -0.00165891-0.00721644j 0.00124826+0.00467652j -0.0016511-5.80617e-06j 0.00274883-0.00173727j 0.00143263-0.000350349j 0.00105406-0.002401j 0.000811445-0.00235429j -0.000228386+0.0106892j 0.00339252+0.007519j 0.00105255+0.000892005j -0.000318417+0.00276727j -0.00179513+0.00571221j -0.00218099+0.00142276j -0.00474775-0.00257893j 0.00326451-0.00053095j -0.00784075-0.000127532j 0.000887548+0.00748299j -0.00365811+0.00580224j -0.00300615+0.00201278j -0.00645072-0.00328035j 0.00516675+0.0103234j -0.00183496+0.00297381j 0.0034204+0.00995598j 0.00123099-0.00201946j -0.00547157-0.00165231j 0.00318746-0.00615231j 0.00180254-0.00338415j 0.00404111-0.00132915j -0.00667802-0.00654995j -0.000571934+0.00602992j -0.00105128-0.00721196j 0.00111409-0.00478578j 0.00167592+0.000398716j 0.00172274+0.00298442j 0.000259281-0.00756362j 0.00354567+0.00410984j -0.00288392+0.00176049j 0.00162839-0.00101567j -0.00128367-0.00147521j -0.00625148+0.000763798j 0.00328662+0.00160378j -0.000212629+0.00290644j -0.00138866+0.00171333j 0.0015388-0.000478775j 0.00305235+0.00327212j -0.00339879+0.000266426j -6.7412e-05-0.00304064j -0.00125256+0.00121428j 0.00110207+2.94909e-05j 0.00124044-0.000934528j -0.00084736-0.00135757j -0.000549046+2.64889e-05j 0.000327529+0.00277623j -0.000474945-0.0014604j 0.00111402+0.000767145j 0.000812063-0.000694348j -0.00125791-0.0016873j -0.00110201+0.000448953j 0.000589195-0.00240617j 0.000552675+0.00188046j -0.00129871-0.00208686j 0.000223719-7.80634e-05j -0.00229188+1.81756e-05j 0.000838032-0.00203591j 0.00245949+5.91937e-05j -0.000741487-0.000442172j -0.000404913+0.00147921j -6.10291e-05+0.000270133j 0.000186329-0.0011046j -0.0015018+0.000592195j -0.00102116-0.000129593j 0.000796534+0.000529409j -0.000601394-0.00038352j -0.000154929-0.0019587j -0.000365071+3.9378e-05j 0.0011288+0.00100918j -0.000187054+0.000485131j -0.0003757+0.00197987j 0.00118843+0.00122693j -0.000315523+0.000510995j 
-0.00151149-0.000848225j 0.000231557+6.98705e-05j -0.000144911+0.000376285j 0.000213527+0.00036762j -0.000809377-0.00114174j -0.00173528-0.00103109j 0.00132677-0.00161194j 0.000581016-0.003685j -0.0037742-0.000556761j -0.000326203-0.00140431j 0.00354507+0.00384243j 0.000387353+0.00104029j 0.000964436-0.00239831j -0.00329589+0.00137037j -0.00176933+0.000261993j -0.00124698-0.00430175j -0.00216939-0.00148452j 0.00361374+0.001876j 0.00120773-0.00302239j -0.00596868-0.0015514j -0.00315315-0.00110909j -0.00264312-0.0020981j 0.00313491+0.000766433j -0.00356422-0.00489243j 0.00400827+0.00209968j 0.00220538+0.00473723j -0.00237326-0.00222155j -0.00444703-0.00409033j -0.00651308-0.0039954j -0.0106642-0.00933494j -0.00149482-0.00402593j -0.00418933+0.0056692j -0.00353025-0.00499321j -0.00444847-0.00487389j -0.00656429-0.00741614j 0.00495067+0.00196992j -0.00155824-0.00126147j -0.00223322+2.35932e-05j -0.000551635-0.00158793j -0.00092096+0.00124185j 0.0116392+0.00864948j -0.00334408-0.00203833j 0.0013601+0.00370403j 0.00319957+0.00353168j 0.00603647+0.00643736j -0.00139101+0.00252321j 0.00486538-0.00057601j -0.000713106-0.00218579j -6.96648e-05-0.00288048j 0.00383677+0.00497192j -0.00212807-0.00175512j 0.000659624+0.000514675j -0.00224924+0.00035521j 0.00277513-0.00112012j 0.0010028-0.000334331j 0.00165895+0.00237469j -0.00116222-0.00038738j -0.00205722-0.00177648j 0.00145337+0.00174538j -0.00115973+0.000682783j 0.00230689+0.00173788j 0.000363158+0.000426123j -0.00142897-8.41883e-05j -0.00122678-0.00146399j -0.0017544-0.00173424j 7.56896e-05+0.000922494j -0.00124417-0.00117075j 0.00109059-0.000134009j -0.000686951+0.00110764j 0.000761195-0.00164592j -0.00303557-0.000404644j 0.000288809-0.00140448j -0.000896667-0.00353121j 0.000366584-0.00401418j 0.000743061-0.00243399j 0.00186341+0.000235168j 0.00319919+0.00218013j 0.0010783+0.00107999j 7.68952e-05-0.00123795j -0.000127575-0.000314817j 9.21404e-05-0.00105699j -0.00176165-1.41911e-05j -0.00177732-0.000776809j 0.000590563-0.000637918j -0.000458528-9.48727e-05j 0.000263994+0.000627969j 0.000249086-3.72406e-05j 0.000334685-0.00065373j 0.000479572+0.000236651j -0.000103989+7.15248e-05j 0.00035712-0.00075095j -0.000338165+0.000196385j 
0.000129773-0.000766843j 5.47015e-05-0.000465193j -0.000345909-0.000880075j -0.000552571-0.000575005j 0.000429673+0.000872447j -0.000550256-0.00174305j -0.000923021+0.00636049j 0.00621658-0.00252948j 0.00333814-0.00555893j 0.0022573+0.00483593j -0.00494133+0.00491269j -0.00477949+0.00822015j 0.000695573+0.00367064j -0.00343261+0.000533666j -6.09032e-05-6.34834e-05j 0.00423754+0.00279361j -0.000793391+0.00509889j -0.00660709+0.00202979j 0.00223704+0.00145465j 0.00227826-0.000451153j 0.00211319-0.00189603j -0.00289937+6.2006e-05j 0.00558544-0.000802936j 0.00129089+0.00170795j 0.00672712+0.00075304j 0.000996627+0.00133616j -0.00402166-0.00642831j 0.00533602+0.00382448j -0.000259573-0.000311866j 0.00830564+0.00700177j 0.00114225+0.0017933j -0.0103297+0.0018527j 0.00660708+0.00348402j 0.00588358+0.00520089j 0.00311281+0.00497023j -0.00336221+0.000595914j 0.00307881+0.000240912j 0.00535239-0.00156302j 0.00423872+0.00471615j 0.00109338-2.43592e-05j -0.00484266-0.00544092j 0.00382374+0.00269355j 0.00115073-0.00124588j 0.000407907-0.000572938j -0.00433995-0.00198906j -0.000923015-0.001691j 0.00111037+0.00128366j 0.00137582+0.00249232j 0.00380103+0.00500469j 0.00285359-0.000225026j 0.00340677+0.0015353j 0.00189891+0.00201519j -0.000128456+0.000478929j 0.00383073+0.00503807j -0.00251789+0.000114031j -0.000171794-0.00181439j -0.00120651+0.00181233j 0.0017977-0.000270712j -0.00348564-0.000954263j -0.00107393+9.81884e-05j 0.000886626-0.000583328j 0.000601898-0.000246769j -0.000257549+0.000402826j -0.000576202+0.000611873j 0.000855087+0.00128831j 0.000806606-0.000829051j 0.00303881-0.000329315j -0.00141689+0.000175997j -0.000129434-0.000412421j 0.000412862+0.00296066j 0.00116358-0.00163385j 0.00232495+0.00160416j -0.00191164+0.00162211j 0.000822929+0.00263798j -0.00291001+0.00250129j -0.0011643+0.00142891j 0.00114099+0.000610281j -0.000533835+0.00147126j 0.000620737+0.00178147j -6.68761e-05-0.000929463j 0.000449954+0.000828179j -0.000157131-0.00167681j -0.000749362-0.000270459j 0.000141909+0.000416943j -0.00042584-0.000416361j -0.000184929+0.000240223j -0.00081323+9.40979e-06j 0.000549763+0.00175049j -0.000211008-7.68593e-05j -0.000358986-0.000304894j 0.000343541+0.000714074j -0.000210381-0.000152613j 
0.000896627-0.00098248j -0.0023867+0.000961911j -9.54842e-05-0.000517853j 0.000239683-0.000414368j 0.00343166-0.000919734j -0.00154778+0.000940548j -0.00286096+0.0043882j 0.0174226-0.0104909j 0.00984391-0.00608445j -0.00564629+0.0058784j -0.00199087+0.0031422j -0.000548895+0.00103987j 0.00804025-0.00181276j -0.00758006+0.00420468j 0.00265585+0.00133505j 0.00463818-0.00217599j -0.00690469+0.00313021j 0.000547922+0.00236077j 0.00313024-0.00412907j -0.00697894+0.0018888j -0.00193682-0.00432672j -0.00127738-0.000759106j 0.0073268-0.0054791j -0.0075255-0.00160003j -0.00147587-0.00178933j 4.30904e-05+0.000212607j 0.00723792-0.00282089j 0.000473473-0.000292557j -0.00800496+0.00109428j -0.00696932+0.00123417j -0.0092082+0.00651975j 0.00198172+0.00128194j 0.00286885+0.000584404j -9.15328e-05-0.00389877j -0.00168232+0.000896466j 0.00859225+0.00147748j 0.00365792-0.00510535j -0.00234764-0.00158752j 0.00361506-0.00146612j 0.00229312+0.000282229j 0.0083222+0.000155555j -0.00264457-0.000985547j 0.00760313+7.03253e-05j 0.00851514-0.00042252j 0.00437819+0.00187957j 0.00353298+0.000656124j 0.00165476-0.0049288j -0.00720347+0.0029005j -0.00233951+0.00208732j -0.00156849+0.00211264j 0.000808645-6.69488e-05j 0.00351423+0.00107126j -0.00127287+0.00444062j 0.00636851+0.0019611j 0.0030102+0.000734493j -0.000257032-0.000393288j -0.00149887-0.00372929j 0.000780411-0.00226479j 0.0029098+0.00378934j 0.000845871+0.00130121j 0.00321401+0.00086327j -0.00214308+0.000673527j -0.00239161-0.000630694j -0.00214734+0.000491324j -0.0017968-0.000962722j 0.000900319+0.000366338j -0.000352452+0.000897362j 0.00193158+0.00138989j 0.000343185-4.45339e-05j -0.000484963-0.00106893j -0.000453494+5.49947e-05j -0.000699286+0.000684406j -4.52868e-05-0.000878023j 0.000847209+0.00102143j -0.000625736-0.000520511j 0.000241097+0.0001643j 0.00374158+0.000362604j 0.000181835-0.000505924j -0.000994311-0.0010853j -0.000409626-0.000241881j -0.000434316+0.000384353j -0.00157902-0.00111516j -0.00162944+0.000244623j 0.00138686+5.89831e-05j -0.00042046-5.71455e-05j -0.000286076+0.000781024j 0.000114582-0.000807133j 0.000648447-0.000332452j -0.000131309-7.88731e-05j 0.000532012-0.000473456j 0.0010427-0.00121465j 0.000270307+0.0002977j 
0.000204996-0.000517528j 0.00168966-0.00248802j 0.000195935+0.000463862j -0.00013865+0.000596155j -0.00151941+0.00256428j 0.000808802-0.0056758j 0.000114454-0.0020631j -0.00344364+0.00532934j -0.00587279+0.00146524j 0.00662225-0.00130675j -0.00149915-0.00094859j -0.00495501+0.00242424j -0.00284347+0.00137031j -0.00458389-0.0027619j -0.00638751-0.00135429j -0.00089741+0.00247609j 0.00106214+0.00142485j -0.00232641-0.00108951j -0.000919401+0.00212771j -0.00164841-0.00488342j -0.000803992-0.00242572j 0.00106235-0.00119325j -0.00351479-0.00167411j -0.00313197-0.000166842j -0.00423848-0.00202274j -0.00213234+0.00096388j 0.00856922-0.0035532j -0.00222258-0.00359344j -0.00546361+0.0011858j -0.00342648-0.00267501j -0.00320769+0.00111935j -0.0162475-0.00110823j 0.00493341-0.000429561j 0.00270125+0.00156126j 0.00594053-0.00290962j 0.00189847+0.000888974j -0.000681134+0.00319378j 0.00179858+0.00135227j 0.00250514+0.00027649j 0.00102725+0.00183782j -0.00155541+0.000197198j 0.000930378-0.00214013j 0.00133073+0.00403968j 0.00272907+0.000297829j 0.00105611-0.000920476j -0.000337909-0.000722388j 0.00209371+0.00435687j 0.00293756-0.00040981j 0.000703288+0.000999553j 0.00286263+0.0055283j 0.00153684+6.96557e-06j -0.000831472-6.15814e-05j 4.54243e-05-0.0017904j 0.00343777-0.00186125j 0.00361061-0.00238921j -0.00177843+0.00077359j -0.00213521-0.00247339j 0.00066035+0.000399409j -0.000540177+0.000475121j -0.000230628-9.89803e-05j 0.00293826-0.001212j 0.000642886+0.00211066j -0.000795756+0.00104772j -0.00175591-0.000501376j 0.0015586+0.00297293j 0.00139492+0.000312294j 0.00455646+0.00071392j 0.00199139-0.000962446j -0.00110361+0.00134501j 0.00039679+0.000492706j -0.000623589+0.00171469j 0.00351515+0.00430146j -0.000160941-0.000559736j 0.00127289+0.00234844j -0.00196721-0.00163831j -0.001415+0.00249515j 0.00342607+0.00221856j -0.000522261+0.00192695j 0.000189463+0.000888917j 0.00184792-0.00058081j -0.000209481-0.000295876j -0.000701396-0.00132848j -0.000700962-0.00078369j -0.00053345+7.59393e-05j 0.000338475-0.00036121j -0.000167858+0.000986129j -0.00141236+3.21e-06j -0.000485855+0.000785222j 0.000196982+0.000232791j -0.000360245+9.49211e-05j 7.70317e-05+5.53922e-05j -0.000372336+0.000124211j 
0.00305807-0.000796027j -0.000713569+0.00100467j 0.00132798-0.000276145j 0.00119194-0.00094694j 0.00191858-0.00114056j 0.00148441-0.00110536j -0.00543509-0.00563527j -0.000253722-0.000859258j 0.000240419+0.00596253j 0.00291589-0.00302365j -0.00618024-0.00682725j -0.00677052-0.0076487j -0.00271505-0.00141711j -0.0028414-0.00168458j -0.0046982-0.000615659j -0.00183355-0.00153568j -0.000962824-0.000215371j -0.00225694-0.00278755j 0.00043677+0.000195412j 0.00205466-0.00148649j -0.0016384-0.000302303j 0.00144003-0.00067803j -0.00650982+0.00192317j 0.00238891-0.00382819j -0.000992321-0.00552188j -0.00493836-0.00281054j 0.00206807+0.00625562j 0.00104205+0.00419821j 0.00646856-0.00142821j 0.00307454-0.00263254j 0.00429064+0.00340291j -0.010916+0.00225376j 0.00241388+0.00950064j -0.00120931-0.00183382j -0.00130058-0.00275389j -0.000893362+0.00128683j -0.00113569-0.00179076j 0.00117275-0.00181279j 0.00279342+0.000670162j -0.000185888-0.000645516j 0.00109189+0.00225753j 0.00123328+0.00223114j -0.0029918-0.00128389j 0.000954409+0.00291854j -0.000490969+0.00375803j 0.000493181+0.00123753j 0.000503202+0.00283141j -0.000554914+9.62833e-05j 0.000416072+0.00173868j 0.00378688+0.00632314j 0.00435597+0.0018582j -0.00214156+0.00211655j 0.00213806-0.00160214j 3.77697e-05-0.000704704j 0.00120136-0.001914j -0.00118268-0.00257117j -0.0018909-0.00145859j 0.00035459-0.000907422j -0.000588736-0.000483721j 0.00124858-0.00162003j -0.00108392+1.52518e-06j 0.00201989+0.00197043j 0.000554113-0.00044781j 0.00211502-0.000198404j 0.00327875+0.00128531j 0.00170518+0.000134544j 0.00264088-0.000453071j -0.000285587+0.00286134j -0.000857192+0.00145025j 0.000612394-2.87239e-05j 0.00100945+0.0004563j 0.00223186+0.00285651j -0.000292261+0.000399813j 0.00118273+0.0001111j 0.000607139+0.000275374j 0.000275362+0.00233487j -0.0016391-0.000522283j -0.000984287+0.00151291j -0.00024419+0.0014386j -0.000703203-0.000402531j 0.0027269-0.000812666j -0.00122766+0.000780606j -0.000252534+0.00038851j 0.000408335-0.00119508j -0.00084998+0.000327814j 0.000283181+0.00153435j -0.000831003+0.000119899j 0.000671552-0.000187973j -0.000102133+0.000771972j -0.000237643-0.000228593j -0.000236066-0.00112171j -1.01326e-05-0.000155001j 
0.000261349+0.000115928j 0.00141297-0.00156874j -0.000253923-0.00119529j -0.000838093-0.00102482j -0.00158794+0.00283473j 0.00153996-0.00110489j -0.00772604+0.00163838j -0.000787638+0.0137751j 0.00703984+0.00835642j -0.00474-0.00522199j -0.00717376+0.00262884j -0.0070025+0.00247198j -0.00249393+0.00365215j 0.00045011-0.00386554j -0.0016211+0.00445658j -0.00111395+0.00399301j -0.000149656-0.0047073j -0.00242786-0.000846843j -0.00179409+0.00108257j 0.00181264-0.00195872j 0.0053934+0.000512385j 0.000634437+0.0043629j 0.00406489-0.00231814j -0.00366574-0.00340439j -0.00252791-0.00876748j -0.00389231-0.00395509j 0.00900739+0.00991244j 0.00499989-0.00117327j -0.00596973-0.00229467j 0.00123599-0.000856373j -0.00680288-0.000345346j 0.00549187+0.00029008j 0.0139709-0.00113112j -0.00474048-0.00307059j 0.00367613-0.00206361j -0.00356881+0.00254643j -0.004674-0.00413129j -0.00248103-0.00163202j 0.00504195-0.000799694j 0.00121663-0.000242811j -0.00120402+0.0045356j 0.00309445+0.00184378j -0.00133027+0.00274851j 0.00316532+0.00203545j 0.00390763+0.000915333j 0.0053496-0.000418849j -0.0009356-0.00174033j -0.000613822-0.00156246j 0.00149484-0.000339906j 0.00179263+0.00180663j 0.00180631+0.00188021j 0.00172911+0.00399387j -0.00167441-0.00430708j 0.000880935+0.0014046j 0.0010125-0.00223552j 0.00256813-0.000274337j 0.00106545+0.00268941j 0.00159441+0.00196524j -0.00325149-0.000816407j 0.000311615+0.000926519j 0.00421409-0.000527349j -0.00130274-0.000166375j -0.0023656-0.00126044j -0.00313058+0.000995039j -0.00157384-0.000605762j -0.00157227-0.000632361j -0.00167343+0.000754296j 0.00444146+0.00180203j 0.00153115-0.00290342j -0.000403137-0.000908022j -0.00241183+5.98991e-05j 6.79753e-05-0.000576897j -0.00148259+0.00238922j -0.00280622+0.00101392j 0.00145829+0.000243429j -0.00121604-0.003435j 0.00118055-6.93533e-05j 0.00101845+0.00071297j -0.00134542+0.00195069j -0.000873083+0.00110861j -0.000971077-0.00109971j 0.00120096+0.00114967j -0.000544538+0.00145078j -0.000503272-0.00138208j 0.000257836+0.00132384j 5.91461e-05-0.00110884j 0.000233861-0.000942415j -0.000389959-0.000771503j 0.000363856-0.000260112j 0.000212797+6.12938e-05j -0.000474801-0.000179355j 3.02368e-06+0.000168079j 
9.66362e-05+0.00177955j -0.000434656+0.00375899j 0.00159727-0.000611374j 0.00144909-0.00158349j -0.00139782-0.00236236j -0.00105736+0.00744784j -0.000367876-0.00677574j 0.00211987-0.0114106j 0.00206457+0.00379625j -0.00535292-0.000128295j -0.00202023-0.00764963j -0.0042364-0.0124361j 0.000608916-0.00529516j 0.000618335+0.00315532j 0.000731815+0.000230737j -0.00124169-0.00620208j -0.00578691+0.00115621j 0.00180644-0.000275431j 0.00123973-0.0065873j -0.000508539+0.00540399j 0.00117455+0.000307484j -0.00635065+0.00162832j 0.0104103-0.00346941j 0.000824438-0.00371788j 0.00981886-0.0034925j 0.0088339-0.0010409j -0.0121926+0.00424475j -0.00130363+0.00461187j 0.000796485-0.00591634j -0.00441448+0.0024416j -0.000815743-0.00113729j -0.00493273-0.000381161j -0.00153099+0.00106222j 0.00202535-0.000194812j -0.00166796+0.00159878j 0.00439733-0.000377168j 0.00354988+0.00268939j 0.00106436+0.000580161j -0.00390321-0.00366947j -0.00172667-0.00124228j 0.00652483-0.000279597j 0.00275012-0.000442329j -0.00104314+0.0012717j 0.00164733+0.000485857j 0.00438985+0.000565876j 0.00323938+0.00196324j 0.000542185+0.00144008j -0.00195508-0.00074809j -0.00352362+0.00286242j -0.00128305-4.9098e-06j 0.00052995+0.000401197j -0.000595219+0.00220469j 0.00157757-0.000457674j 0.000607153+0.00167465j 0.00133566+0.00323876j -0.00124771+0.00148982j 0.000647949-0.000790206j -0.00360716+0.00212274j 0.00113995-0.00236236j -0.00203803+0.00122523j 0.00179963+0.0042019j -0.00240658-0.00135522j 0.00247634+0.000467056j -0.00265904-0.0014905j 0.0014511+0.00109679j -0.000445249-0.00156126j 0.00187985-0.00106016j -0.0039099+0.00201851j 0.00179916+0.00124436j 0.00230587+0.00118298j -0.0020007-0.00240055j 0.00160671+0.000970603j -0.00233192+0.000852217j 0.00157319+0.000228566j -0.000581926-0.00163726j 0.000273563-0.000680222j 0.000608626+2.36847e-06j -0.0010077+0.00148255j -0.00171529+0.00123192j -0.000280199+0.000297893j 0.00042646-0.00180368j -0.0012928+0.000764101j -0.00099472-0.00125411j 0.00073189-0.000213715j -8.01923e-05+0.000606878j 0.000655095+0.000469321j -0.000275065+0.0013514j 0.000581597+2.27456e-05j 0.000405052+0.00120539j -0.000558403-0.000147225j -0.000294411-0.000396603j -0.000287934-0.000561295j 
