-0.10331+0.086397j 0.0860519+0.0995823j 0.0906617+0.198345j 0.206346-0.0729318j 0.127236-0.147228j -0.153897-0.202526j 0.0850937-0.130741j 0.0385912+0.00918102j -0.0790881+0.0623931j -0.0268382-0.00546498j 0.0881512+0.0434177j 0.155294-0.00549924j -0.0574408-0.251284j -0.161953+0.0308811j -0.112761+0.011843j 0.126434-0.000267351j -0.0508725-0.0973509j -0.0562681+0.109863j 0.131408+0.00488745j -0.0580248-0.0342639j 0.0556716-0.014j 0.019126-0.0121724j -0.0505104-0.046068j 0.0313656-0.0290233j -0.0638704+0.0591282j 0.00852243-0.022771j -0.0226327-0.0195014j -0.0197486+0.0455342j -0.0370354+0.0493339j 0.0169656-0.0245158j 0.00588261-0.0194203j -0.0248207+0.0948103j 0.00911437-0.0739482j 0.0129628-0.113381j -0.0410932-0.104879j -0.0690342-0.0209369j -0.0799483-0.0501783j 0.0390745+0.0964511j -0.056653+0.0838757j -0.0806622-0.0336799j 0.0225528-0.0761105j -0.0552639+0.0397417j 0.0628194-0.0269758j -0.0284146-0.0497517j -0.0816423-0.000797921j -0.0330309+0.000394608j 0.0633561-0.0252458j 0.00305764+0.0262478j 0.0189204-0.0212597j 0.0477802-0.0181993j 0.0982261+0.0388246j 0.0498812-0.0357083j 0.111775-0.0786835j 0.0618643+0.00874569j -0.0301457+0.048882j 0.0868028-0.0506168j 0.0791524-0.0495417j -0.0345574-0.0360243j 0.0141562-0.0314967j 0.0426516+0.0266048j 0.0294431+0.0644788j 0.0307174+0.0939994j -0.00644619-0.0747904j -0.00219521-0.100107j -0.0367866-0.0746576j 0.0997478-0.0304746j -0.0866525-0.0878604j 0.112236-0.018716j -0.0887324+0.0594728j 0.0903709+0.0252491j -0.114309-0.0856591j -0.0290804+0.151616j -0.0777127+0.0443203j 0.184589-0.147572j -0.146104-0.177196j -0.049775-0.119638j 0.118819-0.0501368j 
-0.00208545-0.00122533j -0.00136241+0.00190752j -0.00140485-0.00330093j -0.00314356+0.00143668j 0.000370325-0.000249533j -0.000496028+0.000412013j -0.000229952-4.54959e-05j -0.000230375+0.000818607j -0.000744591+0.00297116j 0.00110462+0.00110565j -0.00028863-0.000131351j -0.000929973+0.000261768j 0.0010021+0.00106469j 0.000102879+0.00085248j -0.00183698-0.000243764j 0.00353564-0.000434702j 0.00245631+0.000258615j 0.00170769-0.000559088j -0.000332201-0.000427082j -0.00149933+0.000609331j -0.00126832-7.22277e-05j 0.000912808+0.000176613j 0.00209056-0.000524483j -0.00148943+0.000455034j 0.000731033+0.00044487j 0.000706805-0.00106191j 0.00238425-0.000775847j 0.000694933+0.000489022j 0.000666011+0.00465303j 0.00344112+0.000461839j 0.00107045-0.00234023j 0.00201956-0.00076109j -7.4264e-05+0.00355636j -0.00188373-0.00223919j -0.000866421+0.000971496j 0.000564711-0.000985037j 0.00108349-0.000813339j -0.000478127-0.00103328j 0.00327872+0.00116829j 0.0016106-0.00446812j 0.000324821+0.000201551j -0.00210164-0.000481042j -0.000741136+0.000659751j 0.00205363+0.000861046j -0.000941138+0.00113329j -0.000937223-0.00047327j 0.00123039-0.000242526j -0.00057529+0.000520238j 8.66695e-06-0.00169621j -3.41639e-05+0.00260356j 0.000549758+0.00425652j -0.00184181+0.00102697j -0.000804844-0.00123486j 0.00205784+0.00058162j 0.00255256+0.00225112j 0.00196028+0.000710492j -0.00196896+0.00123894j -0.00362028-0.00140086j 0.00198406-0.00176636j 0.000780124-0.00229787j -0.000240225-6.24247e-05j -0.00222467+0.0016708j 0.00135918-0.00219867j -0.00188998-0.000973451j -0.00225303+0.0020484j -0.00117124-0.00256888j 0.00113536+0.000185199j 0.00328595+0.000683406j -0.00272901-0.00142869j 0.00116626-0.00164001j -0.00122556+0.000687338j -0.000887698-0.00154705j 0.0017821-0.000971321j -0.00134933-0.00174727j -0.00175803+0.000525679j 0.00231826+8.23875e-05j -1.79795e-05+0.00233896j 
0.00630444+0.000905692j 0.00139146-0.00504839j -0.000275111+0.00063761j -0.000874847+0.000269997j 0.000313383+0.00183711j 0.00512126+0.00229553j 0.00256611+0.000399254j 0.00335818-0.000837142j -0.00239084-0.00190891j -0.00155808-0.0022726j -0.0039567-0.000949013j -0.000739304-0.000821344j -0.00146326-0.00152943j 0.00265761-0.00294491j 0.00297782-0.000223687j -0.00538146+0.0019718j -0.00291706+0.00150074j -0.000281876+0.00229865j -0.00142207-0.00126715j -0.00138579-0.00189982j -0.00326727-0.00167418j -0.00167549-0.00944013j -0.00208218-4.98591e-05j -0.00986922-0.00750472j 0.00281899-0.00129521j -0.00180159-0.00248487j -0.0029666-0.000546878j -0.00493921+0.000726064j 0.00622433-0.00780005j -0.00237924-0.002971j -0.00079309-0.00377804j -0.00920778+0.00131609j -0.00281779+0.00498924j 0.000484811+0.000584364j 0.00630397+0.00164097j 0.000957338+0.00558276j -0.00526644-0.00268339j 0.00139709+0.000294624j -0.000652728+0.00210442j -0.00275308+0.00445362j 0.0067562-0.0102159j -0.00301152+0.000391954j -0.0102729-0.00492721j -0.00413847-0.0029469j -0.000523195+0.00903641j -0.00175519-0.00725422j -0.00349148+0.00388415j -0.00215445-0.00268627j 0.00414703-1.26461e-05j 0.00328353+0.000291139j -0.00559161-0.00161136j 0.0148435+0.00265911j -0.00786194+0.00712468j -0.00578426+0.00292281j -0.00155035-0.00594011j -0.00327152-0.00576936j 0.00405104-0.00297276j -0.00537152+0.00278301j 0.00597304+0.00552885j 0.00558737-0.000427739j -0.000980505-0.00399887j 0.00310063-0.00201371j 0.00222661-0.000502834j 0.000903365-0.00614479j -0.000686762+0.000580306j 0.00516398-0.00439371j 0.000809103-0.00080015j -0.00114341+0.00702552j 0.00378914-0.00312054j 0.00681027-0.000568464j -0.000358372+0.00299001j 0.00436526-0.00798469j -0.00855016-0.00410952j -0.00130003+0.00351579j -0.000241258-0.00354615j -0.00262504-0.000786831j 0.000376492-0.00390445j 
-0.00101803+0.000497524j 0.000407921+0.00141287j 0.00397014+0.00381258j 0.00473424-0.00324313j 0.000515563-0.0027725j -0.00547193-0.00110282j -0.00368412-0.00159629j -0.000876616-0.00275623j 0.00482551-0.00198087j -0.00043466-0.00186116j 0.00116458-8.22525e-05j 0.00192624+0.00034484j 6.76063e-05-0.00135234j -0.00331929-0.000597637j 0.00145903-0.00355865j -0.00703613-0.00218889j -0.00323173-0.00308091j -0.00612645+0.000907454j 0.00789181+0.000686853j 0.00342143-0.00189483j 0.00395822-0.00315349j -0.00179979+0.00530378j -0.00579824-0.00178324j 0.00698989+0.00848491j -0.000582597+8.66876e-05j -0.00255006+0.00594513j -0.00118093+0.00302426j 0.00398902-0.0061167j -0.00751071-0.00710989j -0.0016481+0.000956501j -0.00349205+0.00979374j 0.00255944-0.00221308j 0.00372678-0.00538994j 0.00895411-0.00302902j -0.00133839-0.00416439j -0.00681047-0.00745051j 0.00086948+0.00931725j 0.000654409+0.00128025j -0.00449435+0.000565478j -4.90717e-05+0.00228077j -0.0109426-0.0014705j 0.00589493+0.000317068j 0.00957533+0.00324581j -0.00503486+0.00805477j 0.000877405-0.00477879j -0.00113456+0.00599677j 0.00374914-0.00617252j 0.000553993+0.000859399j 0.00364981+0.00355236j 0.00164562-0.00311904j 8.06268e-05-0.00243365j -0.00943783-0.00573746j 0.00179914-0.00237384j 0.00101393-1.03951e-07j -0.00395234+0.00226937j 0.00481875+0.00987517j 0.00382406-0.00373115j 0.00780571-0.00351261j -0.0072629-0.00331858j -0.00471179+0.000720523j -0.00315808+0.0037975j 0.00120788+0.000583212j -0.00171256+0.00268171j -0.00332594+0.0112206j 0.00910402-0.00358873j 0.000165119+0.00786547j -0.00367567-0.00300817j -0.00854567-0.00471354j -0.00108141+0.00708063j -0.0105099+0.00537644j 0.00469309-0.00311675j -0.00275988+0.00757417j 0.00279032+0.0044587j 0.00354366-0.00135353j 4.77387e-05+0.00259455j -0.00137281-0.000956803j 0.000912107-0.000785305j 
0.00158895-0.00434087j -0.00501921-0.000702657j -0.00131667+0.000990534j 0.00210879-0.000356496j 0.00093329-0.00324492j -0.00322755+0.00212657j 0.000832196+0.00403762j -0.000843983-0.000930222j -0.000507481-0.00145542j -0.00136317-0.0027751j -0.00248575+0.0013148j 0.00117268-0.000719586j 0.000944476-0.00372371j -0.00783341+0.0021968j -0.00107164-0.00131869j -0.00575493-0.00326148j 0.00181242-0.00192001j -0.0039466+0.00349911j 0.00535136+0.00119281j 0.0051433-0.00212921j -0.000294459-0.00168297j -0.00151295+0.000941461j -0.00556388+0.000378019j 0.00881527+0.0015732j -1.86831e-05+0.00405274j -0.00591886+0.00839501j 0.00498777+0.00796961j 0.0040404+0.00150732j 0.00071166-0.00850188j -0.0042276+0.00298483j -0.00803636+0.00909109j 0.00196454-0.00226202j 0.00013021-0.00969589j 0.00593184-0.00464827j 0.00487563-0.00140511j 0.00718306-0.00615892j 0.00155427+0.00229911j -0.00200044-0.00338793j 0.00747772-0.00306245j 0.00524841+0.00914137j -0.0150898+8.18419e-05j 0.0112483-0.00663744j 0.00459402+0.0032837j -0.0104247+0.000911007j 0.00257057-0.00506142j -0.00558305-0.0019335j -0.00709986-0.000320427j 0.00119166-0.000219789j 0.00123762-0.00113968j 0.00127314-0.0156587j 0.0117659+0.00654959j 0.00113968-0.00563316j 0.00959223-0.00140887j 0.00552312-0.00177819j 0.00353237-0.00130432j -0.00583102-0.0016182j 0.003402+0.00655941j 0.00398194+0.00262065j 0.0045462-0.00821564j -0.00564427-0.00948035j 0.00257936+0.00373259j -0.00743644+0.00210471j -0.00291894-0.00190648j 0.000481246-0.00274332j 0.00597468+0.00062705j 0.00131721+0.000111333j 0.000492083+0.00102127j 0.00300779-0.0058161j 0.00293643+0.00355256j 0.00678774+0.00267811j -0.00385168+0.00215464j 0.00553151+0.000795321j -0.00233351-0.0100923j -0.00220446+0.00181517j 0.00267528-0.00397944j -0.00113542+0.00179303j -0.00102903-0.00204613j 
-0.00143489-0.00110064j -0.00136527+0.00228301j 0.00186958-0.000748588j -0.000276108-0.00174085j 0.00322066-0.00272904j -0.00300173-0.000872515j -0.000178269-9.64347e-05j 0.00183608-0.00103986j 0.000125902+0.00253606j -3.05867e-05-0.00189148j -0.00290651-0.000876523j -0.000720112-0.000967702j 0.00181802+0.00101688j -0.00221389-0.000313306j -0.000545565-0.00512024j -0.00416209-0.00018503j 0.000521289-0.00135489j -0.00237096+0.00248148j 0.00380491+0.00144138j -0.00255893-0.00266855j -0.00113274-0.00475427j 0.00125626-0.00435533j -0.00238475+0.000579949j -0.00164525+0.00065745j 0.00134114+0.00423711j -0.00276594+0.00111068j 0.00526641+0.000502632j -7.08263e-05-0.00316419j 0.00013308+0.000848015j 0.00526565-0.00109189j -0.00323801-0.00214276j -0.000367805-0.001261j -0.00217564+0.00172834j 0.00497423-0.00487303j -0.00289385+0.00154545j -0.00486026-0.00609102j 0.00118532+0.00114771j 0.00200805-0.00318592j 0.00279534+0.00712558j 0.00543093-0.00402294j -0.0053422-0.00476204j 0.000433468-0.00293618j 0.00217198+0.00157639j -0.00258397+0.00529718j -0.00371133+0.000689994j -0.00330495-0.000375536j 0.00304207-0.00108935j 0.00170714-0.00199583j 0.00283532-0.000190779j 0.000105626+0.000602501j 0.00168457+0.00651694j -0.00493973-0.0064883j -0.00212294-0.00416062j 0.00434453+0.00201556j 0.000188478+0.00702751j 0.00248772+0.00768019j 0.00365324-0.000381151j -0.00308007-0.00445566j 0.00471801-0.00551631j 0.00334698-0.00454174j 0.000424102+0.00253096j -0.00214258+0.00151361j 0.0050992-0.00217529j -0.00943189+0.00264089j 0.00214194+0.00367481j -0.00114644-0.000954425j 0.00105017+0.000790813j -8.07015e-05+0.000155418j -0.00599655+0.00188126j -0.000311555+0.0021809j -0.000528318+0.00165843j 0.000925668-0.000241607j -5.81312e-06-0.00250728j 0.00163743-0.000495765j -0.000948488-0.00273274j 0.00093233-0.00146782j 0.00159291+0.000481974j 
-0.000650025-0.00460228j -0.00496235+0.00107428j -0.00299451-0.00116977j -0.000521271+0.000362584j 0.000529272-5.29793e-05j -0.00150382+0.00291137j 0.000659843+0.00293871j 0.00154324+0.0042302j -0.00118076-0.00994846j -0.00367917-0.00274527j -0.000862837-0.00815422j -0.00173333-0.00102975j 0.00113154+0.00392365j -0.00141871+0.0024568j 0.00200131+0.00107549j -0.00542719+0.00373771j -0.00265796+0.00383748j -0.00259074+0.00399701j 0.00439223-0.00471269j 0.00574912-0.0097827j 0.00630752-0.00220078j -0.00715125+0.000122155j -0.00447078-0.00373232j 0.00493862-0.00374373j 0.000456475+0.00521688j 0.00044061+0.00869346j 0.00625113+0.00220354j 0.00126851+0.00363309j -0.0047724-0.00302998j 0.00265804-0.0028483j -0.00681787-0.000437477j -0.0018842-0.00180441j 0.00385276+0.000752163j 0.00187152-0.00569801j 0.00371064+0.00470329j -0.00478973+0.0047009j -0.00234848-0.000794435j -0.00391707-0.00444036j 0.00193097-0.00419815j 0.00493162+0.000292203j -0.00527818-0.0102298j 0.00105357+0.000520393j -0.000541448+0.000258875j 0.0057977+0.00455063j 0.00264347+0.00864631j -0.00177533-0.0064292j 0.00366796+0.00864115j 0.0012598-0.00974011j -0.00244393-0.00263781j -0.000119949-0.0105528j 0.00245999-0.00579859j 0.00752554-0.0157331j -0.00871269+0.00765607j -0.00368975-0.00252951j -0.0109288-0.000513466j -0.0104645-0.000109288j 0.00728371-0.00567868j -0.00121414-0.00815662j 0.00249269+0.00804297j -6.02594e-05+0.00760489j 0.0123534+0.00592153j 0.00242063-0.00312082j 0.00801329+0.00753346j 0.00922339+0.00141263j -0.00228184-0.0107519j 0.00913021-0.00146272j -0.00546076+0.00584348j -0.0109252+0.00814776j 0.00833939-0.000252814j 0.00506915+0.013583j -0.00652055-0.00498422j 0.0117973+0.00521207j 0.0077774-0.00950536j -0.00475841-0.00410518j 0.00529594+0.000522966j 0.00252437+0.000908069j 0.000529881+0.00223883j 
0.00222123-0.000967978j -0.000914539-0.0021679j -0.00262341+0.00111412j 0.00112359+0.00129513j -0.003592-0.0018016j 0.000720672+0.00383233j -0.00124574+0.000356208j -0.00126253+0.00101803j -0.00079661+0.000726311j -0.00128698+0.000191042j -0.000338364-0.000349612j -0.00215484+0.00130823j -0.000589915-0.000637852j -0.00327656+0.00155576j 0.00372947+0.000879852j -0.00196432-0.00108315j 0.00411606-0.00197793j -0.00413305+0.000399021j 0.00369884-0.00816613j 0.0056948-0.00263442j 0.00101274+0.00255309j 0.000884558+0.000740619j -0.00219904-0.00830307j 0.000967732+0.0041275j -0.00553202-0.000148967j -0.00182581+0.00798448j 0.00293694+0.00482144j 0.00240535-0.00307731j -0.000719661-0.00386133j 0.00426079+0.000542942j -0.00597977-0.00240766j 0.00717141-0.00321894j 0.00420269+0.00412172j -0.00384193-0.00403401j 0.00281528-0.00165018j 0.00497567-0.00304866j 0.000402524+0.00936229j 0.00444515-0.00147961j 0.00276363-0.000989761j 0.000647568+0.000782502j -0.00225119-0.00585791j -0.000320149-0.00174983j 0.00165427+0.00364789j -0.000830177+0.00302129j -0.0008633+0.000789797j -0.00835119-0.000911167j -0.00173026-0.00398271j 0.00343076+0.00222708j 0.00287363-0.00425519j 0.00986408-0.00370352j 0.00320259+0.00838937j 0.00440036+0.00172143j -0.000810512-0.0039985j 0.0044343-0.00325436j 0.00433005-0.00507202j 0.00389915-0.00400164j 0.000409096+0.00520652j -0.00289917-0.00339862j 0.00215911-0.00214469j -0.00367702+0.000763044j 0.00450372+0.00178742j -0.00326889+0.0069897j -0.00497821-0.00302835j 0.000696213-0.00168755j 0.00150917-0.0017517j 0.000753024-0.00235991j 0.00465226-0.00347704j -0.000772726+0.00255184j 0.00153713-0.00573907j 0.0023626-0.00393134j 0.00112149+0.00130719j 0.00111875-0.00559157j -0.000207603+0.000594268j -0.00130794+0.00217323j 0.000553378+5.88854e-05j -0.000519013+2.03616e-05j -0.00010101-0.000744507j 
-0.000109782+0.000621068j 0.000517078+9.21593e-05j 0.00118661+0.0012674j 0.00145183-0.000940108j 0.00156979-0.000369101j -0.000863052-0.00205176j 0.00203106-0.000216587j 0.00131003+0.000346028j 0.000845891-0.00122504j 0.000741273-0.000474041j -6.17877e-05+0.00142755j 0.00159723-1.39356e-05j -0.000334226-0.000197977j 0.000161176+0.000110635j -0.00121242+0.000637659j -0.000224033-0.000443857j -0.00114446+2.1269e-05j 0.00243645+0.000743713j 5.08146e-05+0.00460612j -0.0011882+0.00272623j -0.000638357+0.000458265j 0.000362205-0.00106804j 0.00018661+0.00107528j 0.00323768-0.00217627j 0.00247579+0.00137418j -0.00205938+2.01988e-05j -0.00213054+0.00262717j 0.000461154+0.00220557j 0.00257067-0.00124967j -0.00358055+0.0010788j -0.000342708+0.00476833j -0.00339065+0.000661096j -0.00308752-0.00495509j 0.00589967+0.00141158j 0.00144466+0.00175091j 0.000414298-0.000723612j 0.000672612-0.00342917j -0.00336777-0.000910038j 0.00133161+0.000711674j 0.00225435+0.00344677j -0.00212341+0.000867406j 0.00289108-0.00281355j -0.00038965-0.00273639j -0.00454629-0.00175211j -0.000306832+0.000570663j 0.00335805-0.00110258j -0.0014865+0.000754417j -0.00172387-0.00191613j -0.000771417+0.00193001j -0.0024219-0.000790921j 0.00286736+0.00100845j -0.000463503-0.00312924j 0.000981568+0.00159714j -0.000784883+0.00113942j -0.000399109-0.000647241j -0.00275166+0.00124428j 0.00164992-0.000202917j 0.00175643+0.00186433j -0.000858599-0.00200053j 0.00227323-0.00533865j -0.00095926-0.00301461j -0.000523029-0.000679399j 0.00124068-0.00087429j 0.00160549+0.00246085j 0.000888678-0.000620758j -0.00179361+0.00060133j -0.000906051-0.00105054j 0.00393008-0.00193216j 0.000913418+0.00250315j 0.00138679+0.000261855j -0.000761788+2.16174e-07j 0.000641642+0.00187657j -0.00189297+0.000384516j 0.000330835+0.000250767j 0.00010863-0.000701363j -0.000549606-2.27327e-05j 8.58757e-05-0.000560772j 
-7.2427e-05+0.00246534j 0.00281779-0.000937158j -0.00112255-5.27209e-05j -0.000362746-4.8063e-05j -0.00304291-0.00202597j -0.000486268-0.00131886j 0.00296683+0.000942635j -0.00340862+0.00233314j -0.00160945-0.00126896j -0.00165121+0.0030463j 0.00195456+0.00469141j -0.00233867+0.00207236j 0.0011005+0.00159206j -0.00120943+0.00224555j -0.00311336+0.00361275j 0.00470665+0.00238444j 0.000809187+0.0035672j 0.0040701+0.00179475j 0.00109703+0.000144779j -0.000613715+0.00357434j 0.00415246+0.00654861j 0.000904913-0.00120546j 0.00388651-0.00566727j 0.000978964+0.00157309j 0.000291763+0.0057467j 0.00153279+0.00401134j -0.00288825+0.00973045j 0.00227087+0.00317072j 0.00768542-0.000426722j -0.00550012-0.00167404j -0.00266637+0.00412448j 6.65709e-06-0.00133309j -0.0046974-0.00104784j 0.00678313+0.00279509j 0.000516399+0.00516462j 0.000324603+4.94372e-05j -0.00288654-0.00538755j -0.00570498+0.000956246j 0.00348018+0.000717902j 0.00271736-0.000691001j 0.00434117-0.00392326j -0.000732552-0.00167305j -0.00278724-0.00456624j -0.00253224+0.000482135j -0.00247319+0.00163498j 0.00582671-0.0010197j -0.00282698+0.00328888j -0.00503771-0.00309728j -0.00050264+0.00363689j 0.00117174+0.00526028j 0.00349315+0.0045603j -9.89188e-08-0.00128103j -0.00355273-0.0011996j 0.00203926-0.0015918j 0.00232839-0.00295023j -0.00549043+0.000545988j -0.000368218-0.000169934j 0.0010905-0.0027161j -0.00446826-0.00149092j 0.00177123-0.00588337j 0.00124619-0.00505159j -0.00134827+0.00278251j 0.00133552-0.000685169j 0.00481765+0.00567266j -0.001829-0.0050248j -0.0024941-0.00189935j -0.000427194-0.00326826j 0.00731099+0.00129018j 1.29613e-05+0.000391973j -0.000606377-0.00075921j 0.000552579+0.000999449j -0.00233751-0.000200241j 0.000687582-0.000178395j -0.000144615-0.00126715j -0.000812932+0.000602598j -0.000337237-0.00134209j 0.00123264+9.69965e-05j 
0.00325026-0.000296013j 0.000926704-0.00289414j -0.000477192+0.00388952j 0.00238378+0.000138037j -0.00343421-0.00155403j 0.00188473+0.00226545j 0.00263423+0.000230963j -0.00178779-0.000304162j -0.00186249-0.00607819j -0.00276242+0.000268982j 0.000673502+0.00275421j 0.000624289+0.00242816j -0.0038652-0.00292208j -0.000460436+0.00253598j 0.00380451+0.00251149j -0.00505854+0.00429826j -0.00381304+0.00167798j -0.00108362+0.00254572j 0.0028816-0.00348229j 0.00340962-0.00204473j 0.00123098+0.0035484j -0.00180645-0.00117135j -0.00510163-0.00416633j 0.00137935+0.000119756j -0.00306891-0.00155874j 0.00144962+0.00523586j -0.00512843+0.00756803j -0.00182112-0.00113029j 0.000357598-0.0116454j -0.00752022+0.00202137j -0.00273807+0.00604854j -0.00440245+0.000812695j -0.00111116-0.00419776j -7.02242e-05+0.000404577j 0.00669493-0.00323481j 0.00522855+0.00365197j -0.000546378+0.00425111j 0.00145249+0.00197784j -0.00617174-0.000961804j -0.0022084+0.00887186j 0.00121754-0.00456026j 0.0024041-7.47357e-05j -0.00348041-0.00127123j -0.00595382-0.00166118j 0.00289951-0.00128534j -0.00157221-0.000802248j -0.00860167-0.00106666j -0.003044-9.45871e-05j 0.00372717+0.00191366j 0.00271443-0.00793753j -0.00286479-0.00250624j 0.00762873+0.00318549j 0.00109255+0.0031486j -0.00479392+0.000516084j 0.000603878-0.0091844j -0.00282879-0.00525234j 0.00527942-0.00334147j 0.00443485+0.0020099j -0.00450912+0.00343415j -0.00288521+0.00275342j -0.00246915-0.00274537j 0.00324297-0.00108597j -0.00359023+0.00184303j 0.00489789-0.000366898j 0.000611097-0.00759855j 0.00507113+0.00304688j 0.000228764-0.00134544j -0.00366973+0.0020219j 0.0066262-0.000844523j 0.00177871-0.000377195j 0.00172256+0.00071304j 0.000427516-0.00210601j -0.00951884+0.0010262j 0.000455001+0.000389616j -0.0030692-0.000621268j -0.00189656+0.00102814j -0.00190185-0.00236872j 
0.00214645-0.000699802j -5.25936e-05-0.00234579j -0.00026341+0.00223535j 0.000617036-0.000335148j -0.00379197-0.00157348j 0.000480618+0.000896026j 0.00111784-0.00251963j 0.000791507+0.00186102j -0.00198369+0.000514663j -0.00273415+0.00393926j -0.00138426+0.000478812j -0.00418285+0.00287939j 0.00227806+0.00275811j 0.000444343+0.000610899j 0.00130414+0.000182633j -0.00347772+0.00469967j -0.000978669+0.00167425j 0.00132306+0.00201648j 0.00121391-0.00988134j 0.00209294-0.00121522j 0.000261153+0.0055958j 0.000466493-0.00765497j -0.00284331-0.0129276j -0.00298557+0.00303442j -0.00228577+0.00590294j 0.00670551+0.00692401j 0.00314158+0.00659426j -0.00528695-0.00360414j 0.00613796-0.00279024j 0.00228242-0.00260222j -0.0111011-0.00303592j -0.00210787-0.00289j 0.00046894+0.00676799j 0.000574893-0.00373857j -0.00208947+0.00281475j -0.0059476+0.0016403j -0.00205447+0.00248104j 0.00303975-0.0030725j 0.00226979+0.00602188j 0.00403607-0.00665821j 0.000163606-0.0112222j -0.00601352-0.000129519j -0.00320686+0.00142787j 0.0030823+0.00663303j -0.00360054+0.00367829j -0.00500035+0.00109674j 0.000985721-0.000950558j -0.00129223-0.0047603j 0.00262949-0.00123813j 0.0107037+0.00118664j 0.00603666+0.0119862j -0.00121417-0.00714031j -0.00630211+4.18617e-05j 0.00320506-0.00496025j -0.000484421-0.00229135j 0.00382235+0.00649515j 0.0060446+0.000311497j -0.00388736-0.0056181j -0.00216907-0.00296751j 0.00126622-5.7166e-05j 0.00473119-0.00217439j 0.00100629+0.00575618j 0.00102698-0.00727788j -9.17652e-05+0.0075544j 0.00126747-0.00336677j -0.00312284-0.00313306j 0.00283921-0.00246537j -0.00177125+0.00706691j -0.00314514-0.00313897j -0.00163732-0.00525321j 0.000949863+0.0038277j 0.00106374-0.0043794j 0.000207968+0.00510213j 0.00118039+0.00257813j 0.000634973+0.000365362j -0.000702226-0.00088299j 0.000309531-0.000664826j 
-0.0018592+0.000753351j 0.000797449+0.00195154j 0.00154816-0.000880894j -0.000723082-0.000540732j 0.00308912-0.00149892j -0.00368624-0.00289407j 0.00148617-0.0044917j 0.00442838-0.00233614j 0.00204393-0.000706364j -0.00199543+0.00210875j -0.00260844+0.00178912j -0.000338129-0.00635846j 0.00260007+0.000416535j 0.00426419-0.00321691j -0.00827974+0.00172751j -0.00266254+0.0011696j -0.00699078+0.00541209j 0.00621963-0.00147578j -0.00120329+0.00614538j -0.0039563+0.00696079j -0.00527946+0.00349697j -0.000876032-0.00912261j 0.00279348-0.000444547j 0.000845666-0.0031978j 0.00674555+0.000965816j 0.00292428-0.00133216j 0.0017574+0.000400922j -0.00767934+0.00338692j 0.00891721+0.00117418j -0.00518414+0.00375154j -0.0066914-0.000494271j -0.0115033+0.0055523j -0.00826852-0.00202593j 0.00768754-0.00144002j -0.00705155+0.00379017j -0.00766139+0.00597867j -0.00605846-0.0107612j -0.00412945-0.000823076j 0.00296622+0.00616702j 0.00615624-0.00306505j -0.000257077+0.00161321j -0.000348571-0.00299595j -0.00478494-0.000642116j -0.000292566-0.00115824j -0.000742774-0.00135997j 0.00804055-0.00228473j 0.00520717+0.00956353j 0.000129776-0.00718038j -0.00200336+0.00421396j 0.00145775+0.0059408j 0.00860348+0.00210513j -0.00938842-0.0109481j 0.00386969+0.00540651j 5.32808e-05+0.00163806j -0.00615013+0.00354005j -0.00277422+0.0146473j 0.00472042+0.0007336j 0.00309096+0.00263235j -0.00386801-0.00542745j 0.0012462-0.00699976j -0.00188789-0.000471913j -0.00272429-0.00718667j 0.00721974-0.00922689j 0.00141067+0.00579764j 0.00800053+0.00134036j -0.00725871+0.000533871j -0.00416672+0.00610192j 0.00134895-0.00441588j -0.00149395+0.00672421j -0.00183918+0.00273895j -9.49988e-05+0.00117101j -0.00143734+0.00486403j -0.00167791-0.00342827j -0.000139243-0.0026031j -0.00196731+0.000225359j 0.00183364-0.00157064j 0.00159021+0.00186062j 
