-0.10331+0.086397j 0.0860519+0.0995823j 0.0906617+0.198345j 0.206346-0.0729318j 0.127236-0.147228j -0.153897-0.202526j 0.0850937-0.130741j 0.0385912+0.00918102j -0.0790881+0.0623931j -0.0268382-0.00546498j 0.0881512+0.0434177j 0.155294-0.00549924j -0.0574408-0.251284j -0.161953+0.0308811j -0.112761+0.011843j 0.126434-0.000267351j -0.0508725-0.0973509j -0.0562681+0.109863j 0.131408+0.00488745j -0.0580248-0.0342639j 0.0556716-0.014j 0.019126-0.0121724j -0.0505104-0.046068j 0.0313656-0.0290233j -0.0638704+0.0591282j 0.00852243-0.022771j -0.0226327-0.0195014j -0.0197486+0.0455342j -0.0370354+0.0493339j 0.0169656-0.0245158j 0.00588261-0.0194203j -0.0248207+0.0948103j 0.00911437-0.0739482j 0.0129628-0.113381j -0.0410932-0.104879j -0.0690342-0.0209369j -0.0799483-0.0501783j 0.0390745+0.0964511j -0.056653+0.0838757j -0.0806622-0.0336799j 0.0225528-0.0761105j -0.0552639+0.0397417j 0.0628194-0.0269758j -0.0284146-0.0497517j -0.0816423-0.000797921j -0.0330309+0.000394608j 0.0633561-0.0252458j 0.00305764+0.0262478j 0.0189204-0.0212597j 0.0477802-0.0181993j 0.0982261+0.0388246j 0.0498812-0.0357083j 0.111775-0.0786835j 0.0618643+0.00874569j -0.0301457+0.048882j 0.0868028-0.0506168j 0.0791524-0.0495417j -0.0345574-0.0360243j 0.0141562-0.0314967j 0.0426516+0.0266048j 0.0294431+0.0644788j 0.0307174+0.0939994j -0.00644619-0.0747904j -0.00219521-0.100107j -0.0367866-0.0746576j 0.0997478-0.0304746j -0.0866525-0.0878604j 0.112236-0.018716j -0.0887324+0.0594728j 0.0903709+0.0252491j -0.114309-0.0856591j -0.0290804+0.151616j -0.0777127+0.0443203j 0.184589-0.147572j -0.146104-0.177196j -0.049775-0.119638j 0.118819-0.0501368j 
-0.0006214-6.01016e-05j -0.000669339+0.00132999j -0.000875325-0.00246142j -0.00253053+0.00118339j -0.000437671+0.00217318j -0.000169359+0.00435754j -0.00399271-0.000708545j 0.00127216+0.00244493j 0.00300134+0.00669415j 0.00223531+0.00412656j -0.00170215-0.00287538j -0.00265718+0.00314681j -0.00201263-0.00298559j -0.00712108-0.00196533j -0.00283939+0.000197235j -0.000887412-0.00628323j 0.00189205+0.00168478j -0.00625481+0.00280487j -0.000298843-0.00171266j -0.000729639-0.00122157j -0.00071017-0.00182654j 0.00365198-0.000977229j 0.000702496-0.00309252j -0.00552088+0.00539417j -0.00031433-0.00178879j 0.00190789-0.00396114j -0.00484495-0.000398969j 0.000617661-0.00544527j 0.00268613+0.00607981j 0.00453323+0.000168753j 0.00416861+0.00194379j -0.00299414-0.00547858j 0.00277671+0.00124523j -0.00415442-0.00445677j -0.0023145-0.00375106j -0.0026374+0.00023808j 0.00452005+0.0019593j -0.00279322+0.00150333j 0.00153013-0.00102153j 0.00206605-0.00280775j -0.00659505-0.0016509j -0.0052055-5.72723e-05j -0.00155466-0.0020262j 0.00161835+0.00467928j 0.00216287+0.0048645j -0.00196919+0.00481275j 0.00409874+0.000130941j 0.000229546-0.001787j 0.00476811-0.00604405j 0.00114217-0.00236176j 0.00443305+0.0030217j 0.00711037-0.0010023j -0.00195572+0.0010148j -0.00286984+0.00197069j -0.000684486+0.00256282j 0.00478592-0.0047631j -0.000818004+0.0043839j -0.00265965-0.000555804j 0.00298499-0.00201547j 0.000847742-0.00203494j -0.00151453+0.00083446j -0.00125298+0.0111679j -0.00201637+0.00245246j -0.000947609+0.00133038j -0.00114997+0.000142905j 0.00191043-0.00249734j -0.000606887-0.00552276j 0.000809501+0.00350122j -0.00184258-0.00262355j -0.000656286-2.98463e-05j -0.000648087-0.000296831j 6.26007e-05-0.00270459j 0.00315535-0.00225104j 0.000418564-0.00114323j -0.00113562-0.00134359j 0.000924299-0.000766302j 0.00103997+0.000614267j 
0.000860262+0.00151076j 0.00245307-0.00131218j -0.0020765+0.000689027j 0.00258678-0.000413472j -0.00181038-0.00623404j 0.00285278+4.86729e-05j 0.00158649+0.000500541j 0.00154271-0.00136187j 0.00554817-0.00405788j -0.00432132-0.00695053j 0.00539073+0.00296007j -0.00318739-0.00192607j 0.000232923+0.00269312j -0.000469085+0.00148186j 0.00306068+0.00496459j 0.00466593+0.00384509j 0.00275841-0.000843389j 0.000103495+0.00120828j -0.00075788+0.00241736j -0.00411974+0.0052006j 0.00607725+0.00308864j 0.0057164+0.000993784j -8.05306e-06-0.00116651j 0.00324977-0.000987681j -0.00135892-0.00118173j 0.0043033+0.00220138j 0.00203851+0.00367285j 0.00485203-0.00553374j 0.00226648+0.00090803j -0.00410865-0.00136174j -0.000672236-0.000917432j 0.00268796+0.000652869j -0.00159083-0.00482849j -0.00105041+0.00369073j 0.00276259-0.00163497j 0.00315769-8.91911e-05j 0.000222303-0.00078256j -0.00169624+0.00508906j -0.00486421+0.000156631j -0.000575687-0.000371646j 0.00147776-0.00567697j 0.0023892+0.000179421j 0.00307602+0.00279496j 0.000785199-0.00172846j 0.000580888-0.00238119j -0.000285881-0.00170431j 0.000707513+0.00383823j 0.00252404+0.00157299j 8.91626e-05+0.00350562j 0.00282635+0.00250493j 0.00292486+0.00067429j -0.00185489+0.0004954j 0.000545044-0.000282021j 0.000188738-0.00187795j 0.00440155+0.000134723j -0.00471535-0.000127457j -0.0025877-0.000518122j -0.000237354-0.00137477j -0.00112504+0.000420484j -0.00218085+0.00110275j 0.00181673-0.00279001j -0.000148038-0.00268131j 0.00115403+0.0041416j 0.00113555+0.00174322j -0.00165216-0.00346484j -0.00142452-0.000513955j -0.0018383+0.000661696j 0.0013962-0.00121595j -0.000203199-0.00195612j 0.000181169-0.00162633j -0.00198429+0.00106066j -0.000132462+0.000197774j 0.000773909-0.00077292j 0.00220444+0.000127447j 0.000897383-0.00235741j -0.00245635+0.000323399j -0.000394426-0.00239998j 
0.00184836+0.000618302j -9.11151e-05-0.00107139j 0.000745035+0.000402565j 0.00137213+0.00100265j 0.00147977+0.00363718j -7.89109e-05+0.00507251j -0.00135723-0.000292361j 0.00103648+0.00258696j -0.000928335+0.0076748j 0.00563362-0.0027966j 0.00101928+0.00408522j 0.00130446-0.00085765j 0.00116248-0.000975175j 0.00179797-0.0040173j -0.00203885+0.000421955j -0.000369596-0.000197918j 0.00195489+0.000851493j -0.00114802+0.000559417j -0.000614942-0.00537749j -0.000161491-0.00358822j 0.00109594-0.000585654j 0.00170889-0.00260844j -0.00055526-0.00277855j -0.00105213-0.0033578j 0.00187003+0.00061347j -0.000834455-0.0013263j -0.000455189+0.00348973j -0.0048667-0.00231364j 0.00321782-0.00127562j -0.00108249+0.000980082j 0.0029418+0.000473959j -0.00315737-0.00275782j -0.00288847-0.00191644j -0.00138272+0.000226237j 0.000335487+0.00213606j 0.00313512-0.000342152j 0.002204-0.000770094j 0.000246262-0.00155447j 0.00123679+0.00278926j 0.00188868+0.00133608j -0.00157654+0.00397977j -0.000892857-0.00138974j 0.000462933-0.00259552j -0.00217453+0.00184071j -0.0011644-0.00118446j 0.00025576+0.00114578j -0.000351697-6.77761e-05j 0.000798654+0.000489235j 0.00198442-0.001566j -0.000597861-0.00185291j 0.00145768+0.00138559j -0.000143316-0.000673689j 0.00045599-0.000276227j 0.00201016+0.000332226j -0.00250043+0.00131596j -0.000273608-0.000953603j -0.00286039+0.0020175j 0.00107287-0.000437798j 0.000783481-0.00172057j 0.000434086-0.00182646j -0.000490756+0.000164197j -0.000782432+0.00351703j -0.00276793-0.000420647j -0.000443447-0.000972416j 0.00138793+0.00166345j 0.00118641+0.000902538j 0.000715261-0.00218362j -0.00010664-0.000380285j 0.000469088-0.00114784j -0.00146288+0.00117664j -0.000545256+0.00133952j 0.00315359-0.000397394j 0.00268775-0.00104425j 0.00181514+0.00111857j 0.00191631-0.0026792j -0.00171178+0.000645697j -0.000205494-0.00191322j 
-0.000648371+0.000718448j 0.00125676+0.000802907j -0.000222829+0.000125176j -0.000515144-0.000561386j 0.000120708-0.000472467j 0.00126908-0.000840341j -0.000356188+0.00095598j -0.0022447-0.00031066j 0.000390753-0.00121991j -0.00434375+0.00263642j -0.000203807-5.33676e-05j -0.00348606+0.000718388j 0.000298091-0.00133884j -0.00271288+0.000720888j -0.0023259-0.00184745j -0.00174804-0.001999j -0.00150571+0.000891093j -0.000177091+0.000560203j -0.000722298-0.00228984j -0.00123145-0.000451668j 0.000114693-2.75294e-05j -0.000195086+0.00283401j 0.000358351-0.00120856j -0.00250231+0.00293058j -0.000870848+1.01807e-06j 0.00122849-0.000673281j -0.00208334-0.00111085j -0.000265245-0.00196985j -0.00162699+0.00225341j 0.000297774-0.0018466j 0.000963509-0.000792713j -0.00199175-0.00257124j 0.00352183+0.00277654j -0.00326746-0.000619145j -0.00352594-0.00140073j -0.000898251-0.000380952j 0.000542426+0.00274525j 0.00062072+0.0020468j -0.00154314-0.000367769j -0.00157116+0.000358526j -0.00160599-0.000649284j -0.00140982+0.00237177j 0.000128301-0.00177274j -0.000554811+0.000739712j 0.00249794-0.000485859j -0.000237625+0.00171199j -0.00154008-0.00244365j -0.00239288-0.000485919j 0.000677186-0.000382266j 0.00227888-0.00133664j -0.00135405+0.00183154j 0.000153758-0.00207033j -5.18445e-05+0.000772542j -0.000559573+0.00164264j -0.00045299+0.0017013j 0.00169053-0.00163071j 0.000956215+0.00116417j 0.000216162+0.00111358j -0.000648656-0.0013562j 0.000792238-0.000294707j -0.000317285+0.00151862j 0.00245931+0.00218307j -0.0010321-0.000922611j -0.000246756+0.00051533j -0.000599769-0.00085673j 0.00180291-0.0011603j -0.000995533-0.000181233j -0.00176848+0.00284212j -0.00204548-0.00148072j -0.000423048+0.000906882j 0.000864929+4.96538e-06j -0.00198775-0.00216709j -0.000803936-0.00165121j 0.000162174-0.0013342j -0.0021594-0.000106725j 0.000299411-0.00065049j 0.000323378+0.000114899j 
0.00114625-0.00118457j -0.00113149-0.000318111j 0.000430883-0.000137847j 0.00144579+0.00119405j 0.00146973+0.000201243j 0.000188311+0.00627959j -0.00149482-0.00159114j 0.0026383+0.000316945j 0.000638973+0.00764867j 0.00323917-0.00641374j 0.0019705+0.0024376j 0.00226242-0.00160928j 0.00134343-0.000104509j 0.00488045-0.00428234j -5.84187e-05+0.00217631j 0.00138423+0.00430446j 0.00121247+0.000970855j -0.000897319+0.00141772j 0.000529461-0.00417679j -0.00260963-0.00418604j 0.000815307-0.000725829j 0.000842242-0.00212412j -0.00138381-0.00100234j 0.000278985-0.00408175j 0.00327656-0.00156035j 0.00100538-0.000904034j 0.00149615+0.00432137j -0.00434144-0.00412341j 0.00184727-0.00178462j -0.000607144+0.00192392j 0.00135758+0.000333943j 5.13314e-05-0.00236898j -0.00388589-0.00130907j -7.73857e-05+0.000391297j 0.00134066-0.001931j 0.00352517-0.00222279j 0.0016133-0.000313277j -0.00122825-0.000201311j -0.000831363+0.00347195j 0.000668405+0.000459774j -0.00246383-0.00124926j 0.00106749+0.000543028j 0.00337865+0.000601769j -0.00129579+0.00178667j 0.000250915-0.0018699j -0.00101975+0.00121814j 0.000614765-0.00202321j 0.00164494-0.000238788j 0.00236364+0.00135037j 0.00279584+0.000747745j -8.33077e-05-5.76323e-05j -0.00106595-0.000908099j 0.00038234+0.000196507j -0.000739108+0.00115906j 0.0002255-0.00030261j -0.00042537+4.84291e-05j -0.000630836+0.00116153j 0.000307154-0.00224744j 0.000303956-0.000991055j -7.61576e-05+3.16021e-05j -0.00117693+0.000352307j 0.000716118+0.00015365j -0.000430192+0.00167976j -0.00175604+0.000691639j 0.00297168-0.000168103j 0.000122967+0.000121507j 0.000707356-0.000687486j -0.000645008+0.000877717j 0.00094944+0.00101625j 0.000770195+0.00151207j 1.37124e-05+0.000561833j 0.00222007+0.000233753j -0.00134982-0.000196074j 0.000165032+0.000639326j 0.000361069-0.000592512j 8.47169e-05+0.000765305j -0.000701796-0.000168483j 
-0.00136325+0.000372412j 5.56646e-05+0.00035112j -3.78222e-05+0.000619871j -0.000765007-0.000518902j -0.00179536+0.000821823j -0.00214004-0.00405404j 0.00283973-0.000613513j -0.00209937+0.0021728j -0.00338792-0.00221225j -0.00191249+0.00525929j 0.000285449-0.00257873j -0.000141097+0.0020828j -0.00105016+0.000510585j -2.80385e-05+0.00312065j -0.000645719+0.000904415j 0.00214453-0.00130574j -0.000445404-0.000208369j 0.000489965-0.00232214j 0.000585726+0.0039038j 0.00258962+0.00134936j -0.000555806+0.0018758j -0.00176988+0.000775268j 0.000675456+0.00297124j 0.00158653+0.00142316j -0.000496342+0.00127863j -0.000396333+0.000305929j 0.00101313-0.00167434j 0.00343507+0.00533022j -0.000279633+0.00233171j 0.000237757-0.00019603j -0.000640093-0.000810753j 0.0032579+0.00214636j 0.00115121+0.000206259j 0.00154389-0.000771744j 0.000263497+0.00138853j -0.00196936+0.00086009j -0.0018016-0.00266979j -0.00178736-0.00155364j 0.00139685-0.00267791j 0.000503702-0.00162427j 0.00402082+0.000152443j -0.00021464-0.000594388j -0.00211022+0.00124539j 0.00185491-0.00121504j -0.0007667+0.000190222j -0.000220434-0.00167688j -0.000545838+0.00202222j -0.000172221+0.000808215j -0.00198469+0.00164953j -0.00234746+0.00093532j 0.00138834-0.000787271j -0.00173035+0.00178578j 0.000621515-0.000672115j -0.000440394-0.00199796j 0.000887659+0.000179824j -0.00112808+0.00068685j 0.000176631-0.00112658j 0.00124999-0.00117178j -0.000375178+0.00136134j -0.0017535+0.000200158j 0.00112925-0.000796292j -0.00209885-0.00275308j 0.0003155+0.00169527j 0.000135738-0.00100258j -0.00158207-0.000259251j -0.0017729-0.00243288j -0.00122015+0.00160631j 0.00270201-0.00174574j -0.000189639+0.00202544j 0.000952614+0.000323494j 0.000343876-0.00150908j -0.00206963+0.00211019j 0.000209209+7.4246e-05j -0.000891148-0.000483374j 0.000427848+0.00114742j 0.000214147-0.000790568j 0.000906874+0.000648772j 
-0.00277389-0.00286493j -0.00398657+0.00257483j 0.000706831-0.00305526j -0.00534219+0.000714153j 0.000213044+0.00240775j -0.00705222-0.00374395j -0.000469619-0.000428335j -0.00210787-0.000271674j -0.00829873-0.00123583j 0.00334816+0.00691797j -0.00624838-0.00517847j 0.002696+0.00141428j -0.00218919+0.00036009j -0.00045239+0.00205973j -0.00336249-0.0046561j -0.00379941-0.00446597j -0.00239242-0.0010681j -0.000716567-0.000641001j 0.00247072+0.00360228j 0.00858788-0.00167089j -0.0039248-0.000331736j -0.00725012-0.0016722j 0.00195697+0.00471788j -0.00165008+0.00240939j -0.000794912+0.00229802j -0.00291008-0.0029246j -0.000801913-0.00447341j 0.000765386+0.00671131j -0.0007195-0.000392674j 0.00319274+0.00145159j 0.00126192-0.000197527j -0.000304663+0.000427603j 0.00138798+0.00366679j 0.000408442-0.0040267j -0.00102522+0.00311935j -0.00336337+0.00276928j -0.00157105-0.00196293j -0.000802362-0.00380117j 0.00410116-0.00237126j 0.000265565-0.00378428j 0.00249299+0.00390586j -0.00339694+0.000687602j -0.00377507-0.000120617j 0.00119874+0.000141557j -0.0021339+0.00291719j -0.0010421+0.00058758j 0.000745782+0.00123095j -0.00237265-0.0013265j 0.000244018-0.00125017j -0.00661172-0.000736694j -0.0026106-0.00174051j 0.000949255+0.00308519j 0.000280773+0.000604936j -0.0025376+0.000904472j -0.00193555+0.00184428j 0.00286763+0.00170519j 0.0014205-0.00197198j 0.00102354+0.000692783j -0.000313657-0.000492553j -0.000423153-7.30287e-05j -0.00314202+0.00156001j -0.00320677+0.000425256j 0.00092871-0.00220158j -0.00298558-0.00161132j 0.000248213+0.00335136j 0.000646848-0.000567885j -0.000206375+0.00176224j -0.00165479-0.00199764j 8.86461e-05+0.00302366j -0.00187729+0.00041272j 0.000123592-0.000572755j -0.00104151+0.00225805j 0.000493557-0.000733671j -0.001696-0.00104541j -0.000817949+0.00183347j 0.00332656-6.21107e-05j 0.000238413+0.00349893j 
0.00376932-0.0018907j -0.00308822-0.00240288j -0.000600924-0.00110812j -0.00052653+0.00367426j 0.00256448+0.00710321j 0.000316617+0.00662191j -0.00265954+0.0019867j 0.000459119+0.00221493j -0.000656081+0.00731786j 0.0110715-0.00105151j -0.00332965+0.00225663j 0.00343709-0.00011598j 0.000310994-0.000830246j -0.00063838-0.00318426j -0.00102966-0.00205057j -0.00697548-0.0018774j -0.000990644+0.000478425j -0.00237311-0.00161594j 0.000238693-0.00420353j 0.00293218-0.00414319j -0.00279596-0.000493583j -0.000464399-0.00412178j -0.00100768-0.000270173j -0.00197432-0.00158258j 0.00105658+0.00284798j -0.00309315-0.00352053j -0.00250304+0.00143058j -0.00704738+9.60131e-05j 0.00250635-0.00145837j 0.0011057+0.00201064j 0.00269065+0.000853259j -0.00463374-0.00114053j -0.00388358+0.00101372j -0.00245705-0.000712567j 0.00144452+0.00260132j 0.00329394+0.000960506j 0.000609269-0.000894285j -0.00155779-0.00406165j 0.0032326+0.00281142j 0.00376809-0.000270375j -0.00218556+0.00694662j 9.17197e-06-0.000760115j -0.000190732+0.00015144j -0.00162457+0.00160259j -0.000838871-0.00152465j -0.000943726+0.00223647j -0.00318713-0.000163688j -0.00191969+0.000863488j 0.000347525-0.00421704j -0.00535233-0.0023716j 0.000389536-0.00194408j 0.000443635-0.00261283j -0.000790417+0.000167665j 0.000614274+1.421e-05j -0.00283818+0.000793129j 0.000171755-0.00174905j 0.000825118+0.00353965j 0.00151398-0.00110745j 0.00190123-0.0019027j 0.000375326-0.00252343j -0.000703365+0.00234983j 0.000994608-0.000235195j -0.00265468-0.00179777j -0.00176712-0.00186376j 0.00604+0.00497019j 0.000111503-0.000172604j 0.000482468-0.000334257j -0.00194377-0.000626472j 0.00146285+0.00149199j 0.000226315+0.00232798j -0.000113608+0.000451123j 0.00422468+1.62248e-05j 0.00135238-0.00151779j -0.00129913+0.00294349j 0.00332662-8.25042e-05j -0.00155827+0.00238463j -0.00183198-0.0019736j 
-0.00235685-0.00476575j -0.00638475+0.000577022j -0.0068274-0.00351056j -0.00477997+0.00599545j -0.00687474+0.00633483j -0.0014291+0.00126838j 0.000144131+0.000643477j -0.00482377+0.0073771j -0.00293902+0.00358899j 0.000616821+0.00699756j 0.00257389-0.0037614j 0.00143663+0.00315546j 8.69687e-05+0.001807j 0.00173256+0.00139344j 0.000648761+0.00178068j 0.00729042-0.00795489j 0.00489785-0.00132583j 0.000933361-0.00416954j -0.00148035-0.000624743j 0.006585-0.00148415j 0.00497536+0.00424842j -0.000709536+0.00264719j 0.00477325-0.00504942j 0.000400541-0.000718987j -0.000204576+0.00140861j -0.00304837+0.00016944j 0.00311955+0.00220307j 0.00167313+0.00514669j 0.00389428+0.00371019j 0.00443828-0.00058532j 0.00143736-0.00475902j 0.0063218-0.00527201j 0.00337878+0.000726435j 0.00166027+0.00238274j -0.00159149+0.00576842j 0.00333786+0.000368845j -9.62568e-05-0.00300964j -0.00355307-0.00203635j 0.00463642-0.00726536j 0.00178965-0.00183443j 0.00236943+0.00677801j -0.00164481-0.000328897j -0.0013835-0.00254458j 0.0062517+0.000276162j 0.00148316+0.00433215j 0.00126902-0.00166988j 0.00544089-0.000627269j 0.000900394-0.00307445j -0.00359389-0.000477906j -0.00107874+0.001421j 0.00398735-0.0036299j -0.00227411-0.00198027j -0.000829918+0.0011319j -0.00126355-0.00272565j -0.00223021-0.00327378j -0.00611022+0.00201496j -0.00503266+0.00257042j 0.00106233+6.27363e-06j -0.00122428-0.00161041j -0.00546884-0.00022236j 0.00547561-0.00137939j 0.000498016+0.00423007j -0.000597757+0.00367065j 0.00336696-0.00345338j -0.00637746+0.000682902j -0.00224139-0.00355683j -0.000643077-0.00107712j 0.00467349-0.00385061j 0.00146748-0.000360689j -0.00105112-0.00313326j -0.00236978-0.000488148j 0.00045172+0.00334811j 0.00761542-1.03738e-06j -0.00421145-0.000544031j 0.00321728+0.00391519j 0.00323004+0.00335575j -0.00243693+0.00415118j 
0.000394438-0.00359734j -0.00372629-0.00102581j -0.00165275+0.00143633j 0.00140638+0.00096647j -0.00438003+0.00139221j 0.00111075+0.00153625j 0.00120097-0.000538939j -0.00114728+0.00146004j -0.0011108+0.00155031j -0.00394713-0.00351123j 0.00294907-0.000965462j 0.00203301-7.47493e-05j 0.00136537+0.00114514j 0.00449318-0.00174743j 0.00392884+0.000286399j 0.00305091-0.00120511j 0.00178493-0.000798488j 0.00173471-0.00138499j -0.00126365-0.00206093j 0.000544052-0.00122977j 0.00200854+0.000564019j -1.80697e-05+0.000626905j -0.00207433-0.00245935j 0.00193474-0.00320089j -0.000293303-0.000664021j 0.000473889+0.00191375j 0.00403033+0.00195718j -0.00180893+0.000993677j 0.000624081-0.00264274j -0.000305944-7.01881e-05j -0.0016903-0.00115547j 0.00239814-0.00134332j 0.000492898-0.00187331j 0.00250816+0.00240278j -0.000771992+0.00233738j 0.00153251-0.00114117j 0.000542413-0.00115963j 0.000495973-0.00128418j 0.000449781-0.000822989j 0.000334012+0.00139681j 0.000587106+0.0016022j 0.000648448-0.000554006j -0.000581056+4.78812e-05j 0.00161975-0.00154466j -3.52234e-05-0.000286132j 0.000602866-0.00252421j 0.00116283-0.00199248j 0.000557475-0.00185483j -0.00122896+0.00198748j 0.000501816+7.70916e-06j -0.000604599-0.00212183j -0.00223903-0.000192068j 0.000161051+0.00121097j 0.000115647-0.00144925j -0.000512033-0.00134276j -0.00296732+0.0026009j -0.00240709+0.000702179j 0.00103933+0.000185798j -0.00229811-3.8712e-05j -0.00131771+0.00056418j 0.000700513-0.000663054j 0.00336263-0.00151098j 0.000297979+0.000152086j 0.000346251-0.00105492j -0.00186783+0.00126488j -0.000855265+0.000167535j 0.00111549+0.00131431j 0.000852874-0.00125693j 0.000457579+0.00194932j -7.16282e-05-0.00150883j -0.00153061+0.00201294j 0.00276496+0.00264463j -5.18484e-05+0.002433j -7.33032e-05+0.00223806j 0.00300695+0.000332661j 0.00044569+0.00289003j -0.00276858+0.000732636j 
-0.00191387-0.00267143j -0.00307879+0.00310161j 0.00285523-0.00455109j -0.00400268-0.000565808j 0.00765624-0.000482325j -0.00308431-0.00184184j -0.00294271+0.00192507j 0.00144277-0.00334949j -0.000344009+0.00134512j 0.00766214-9.1263e-05j -0.00624771-0.00182645j 0.00262754-0.00199488j -0.00129337-0.000778502j -0.00224166-0.00164976j -0.00266278-0.00299789j -0.00621776-0.000789011j -0.002979+0.000202163j -0.000231963+0.000777795j -0.000170335+0.00168508j 0.00164429-0.00123811j -0.00661249-0.00305159j -0.00347554-0.00207359j -0.00036365+0.00260599j -0.00176308+0.000457658j 0.000337717+9.21102e-05j -0.00145761-0.0020291j -0.00206253-0.00390735j -0.00194109+0.00269837j -0.00188412-0.000539823j 0.00254045+0.00326703j 0.000998653+0.00226888j -0.00439617+0.00143155j -0.000779956+0.00241771j -0.000627401-0.00356214j 0.000321436+0.000567002j -0.00352799+0.000670985j 0.0012519-0.000227431j 0.000522582-0.00358507j 0.00291507+0.000149402j 0.00132055-0.0018524j -0.00108246+0.00309395j -0.000728168-3.89834e-05j -0.00153675+0.000484818j -0.00158738+0.00188067j -0.0018135+0.000525639j -0.000800135+0.0017299j -0.0016702-0.000110067j -0.00209493-0.000237878j 0.000430042-0.00303508j -0.00535882-0.00267474j -0.00247745+0.00116581j 0.00210982+0.000697411j -0.000312942+0.000326885j -0.00103758+0.00179651j -0.00133776+0.00331746j 0.00391837-0.000721858j 0.00413947-0.000812075j 0.000232829+0.000894557j 0.000428098-0.00096682j 0.0011881-0.000870182j -0.00350602+0.00201183j -0.00164653+0.000272899j 0.000631246-0.00301471j -0.0038633-0.00042694j 0.00243151+0.00187104j 0.000482084+0.00184748j 0.000248018+0.00173256j -0.00249278-0.000703105j 4.1505e-05+0.0022494j 0.000458016+0.0007379j -0.000605617-0.000687635j 0.00072876+8.31352e-05j -0.00101655-0.000962112j -0.00149645-0.00030297j -0.00124771+0.00106997j 0.00300294-6.1683e-05j 6.34072e-05+0.00258041j 
-0.00606074-0.00296545j -0.00345099+0.00486389j -0.00190878-0.00199904j -0.00351268+0.00165848j 0.000161486+0.000386251j -0.00363235-0.00437264j 0.000840929-0.0011477j -0.00127683+0.00277514j -0.00277512-0.000537695j -0.000771651+0.00656543j -0.000644296-0.00605306j 0.00185371+0.0023417j -0.000902325+0.00222695j 0.00312266+0.00291838j 0.000223337+0.00196465j 0.00330812-0.00300646j 0.000361321-0.000179577j 0.00263091-0.00262348j -0.000386944+0.0029875j 0.00326747-0.000975282j 0.000649919+0.00263272j -0.00286952+0.00412612j 0.00324264-0.00245541j 0.00221427+0.00160144j 0.000569263-0.00021265j -0.000808697+0.00209779j 0.00172147-0.000738686j 0.00450901+0.00565691j 0.00050008+0.00350336j 0.00408071+0.000380367j -0.00102607-0.00349032j 0.0047146-0.00131721j 0.00452101+0.00126439j 0.00212871+0.00058111j -0.00151247+0.00275385j -0.00119607+0.000124132j -0.000100798-0.000776327j -0.00165138-0.000653613j 0.000687337-0.0065404j -0.000565099-0.00233576j 0.00467696+0.00121944j -0.00111969+0.00165458j -0.00158278-0.000420383j 0.00495484-0.000344563j 0.000946647+0.00243585j 0.00176481-0.00126387j 0.00326004-0.00267759j 0.000402771-0.00219275j -0.00395286+0.00209903j 0.000463238+0.00206665j -0.00115226-0.00153247j -0.00307399+0.000690028j 3.3899e-05+0.000438767j -0.00198336-0.000113526j 0.000370335-0.00082657j -0.00252935+0.00283574j 0.000231476-0.000652104j -0.000528214-0.000566012j -0.00324239-0.000121098j -0.00289135+0.00240172j 0.00187972-0.0020255j 0.000286105+0.000901952j 0.00282365+0.00184934j 0.000594819-0.00123714j -0.00668099-0.00122102j -0.00320233+0.000276058j -8.39438e-05+0.00265262j 0.00281328-0.00329402j -0.000265619+0.00156243j -0.000182735-0.00135725j -0.000502678-0.000666805j -0.00150625+0.00282242j 0.00146303+0.000794178j -0.00400844-0.00384929j -0.00265518+0.0045718j 0.0071711+0.00130151j -0.00113707+0.00774493j 
