0.159426-0.0984514j 0.0978078+0.161848j -0.119847+0.238219j 0.264105+0.180464j -0.135606-0.0992443j -0.234437+0.10136j 0.0784492+0.0335037j 0.0898002-0.119133j -0.108934-0.0229276j -0.046455+0.0750084j -0.0349808+0.15105j -0.101163+0.0251057j 0.0473931-0.10328j 0.0676978-0.144583j 0.0560986+0.021602j 0.113623-0.0685596j 0.0193787-0.0915929j 0.116569+0.0584044j -0.0189123-0.0146966j 0.00603053-0.157478j -0.00259992-0.131481j -0.0380152-0.115853j 0.0666382+0.126979j -0.0278863+0.18927j 0.0953063+0.0239894j 0.228591+0.130965j 0.034904+0.0875667j -0.225864-0.0261541j 0.181126-0.170197j -0.0083291-0.145902j -0.0400254+0.168086j -0.175087-0.0718229j -0.0396443+0.162589j -0.161236-0.0567994j -0.0741086-0.041736j 0.0842325-0.0240131j 0.076245-0.0431913j 0.0176326-0.075084j 0.0293224-0.0363658j 0.0107497-0.0196343j -0.00676118-0.0616758j -0.0278983+0.0284463j 0.017421+0.0212255j -0.00835284+0.0243012j -0.019075-0.0381345j -0.00631186-0.0268961j -0.00324135-0.0032502j 0.0214842-0.0134575j 0.00150768+0.00382672j -0.0269889-0.0216418j 0.0159352+0.00434391j -0.0213107+0.00216546j -0.00633077+0.00742736j 0.010238+0.02836j 0.00895947+0.0137679j 0.021475+0.00489148j 0.00635533-0.00122169j 0.00482889-0.00465436j -0.00224762-0.00502563j 0.00438932-0.00161256j -0.0150522+0.0104878j -0.00542805-0.0277212j 0.0193007+0.000309664j -0.0146229-0.00672469j -0.0155254-0.00474549j -0.000481793-0.0131964j 0.022556+0.00821178j -0.0194909+0.01707j 0.0107341+0.0307153j -0.0280526+0.00887954j 0.00232927+0.0405154j -0.0403327+0.00217979j 
-0.000438414-0.000387213j 0.000189546+0.000845789j -0.00121637-0.000467463j 0.000789754-0.00196j 0.00093235-0.000713943j -0.00142362-0.0016383j 0.00278583-0.00316077j -0.00285693-0.00187245j 0.00196083-0.00303861j 0.00163255+0.000149061j -0.000104622+0.000944312j 0.00174155-0.000527545j 0.000978084-0.000155974j 0.00137256+0.000370159j 0.00127841-0.00237347j 0.00268256+0.00306984j 0.000484551-0.00238699j -0.00205806-0.00107463j -3.61593e-05+0.0040916j -0.00175648-0.00114604j -0.00122514-0.000674185j 0.000734017-0.00115053j -0.00116062-0.00101474j 0.00329681-0.000310381j 0.0056673-0.00184814j -0.00214389+0.00275705j -0.00179264-0.000765721j 0.00145194+0.000748672j -0.000125604-0.000276068j 5.51621e-05-0.00061311j -0.000680743-0.000512663j -0.000780585+0.00108327j -0.000252782-0.000380274j -0.000547668-0.000598977j 0.000112055+0.00192078j 0.000675744-0.000461124j -8.45862e-05-0.000364994j 0.000671309-0.00030194j 0.00245211+0.00025951j -0.00234657+0.0032939j 0.000522122+0.000779374j 0.00111153-0.00135158j -0.00102485+0.000290453j 4.4198e-05-0.00306797j 0.000506935-0.000265157j -0.000536549-0.00101955j 0.000543667+0.00173196j 0.000261855+0.00239801j 8.90295e-05-0.00164086j 0.000676223-0.00428584j -0.00154264-0.00259216j -0.00189409+0.00276609j 0.00279331+0.0019094j 0.00147048-8.62533e-05j 0.00105733+0.00194104j -0.00117154-0.00113351j 0.000204404-0.00151489j -0.00445519+0.00229279j -5.42778e-05-0.00122952j 0.00242124-0.00235359j 0.000315075+0.000114661j -0.000757575-0.000823951j 0.00139454+0.000445052j 0.00112395-0.00342635j 0.00116323+0.0009403j 0.000198866-0.000436702j 0.000250143-0.00220806j -0.00061398+0.00016743j 0.00196104-0.000794738j 0.000689194-0.000122618j -0.000464703-4.56751e-05j 9.24992e-05-8.51469e-05j 
0.00247947-0.00171477j -0.00177968+3.15146e-05j 0.00475493-0.0048652j 0.00330201+0.00489745j 0.00247333+0.00208827j 0.00429955+0.00407663j -0.00271213+0.00441168j 0.00394657-0.00164281j -0.00218099+0.00426546j -0.000632872+0.00302758j 0.00177198+0.000376608j -0.0035037-0.00156765j 0.0037753+0.000220745j 0.000551792-0.00156784j 0.00405683-0.00276352j -0.000285398-0.00471736j 0.000342058+0.000594811j 0.00460741+0.00345878j 0.00131653-0.00357293j 0.00236027+0.00262275j 0.000810334+0.000307773j -0.000766441-0.00121246j -0.00224261+0.00175769j -0.000473029-0.000973794j -0.00402652-0.000485616j -0.000282965+0.000934368j -0.0020812+0.00055486j -0.000807036+0.00387557j 0.000866344+0.00134835j -0.00144997+0.000642993j -0.00177034-0.00109478j -0.00363759-0.000850378j 0.000692674+0.0028313j -0.000425555+0.00111415j -0.00315705-0.00512146j -0.000888167+0.00403616j -0.00120577+0.0022476j -0.0022126+0.00237038j -0.00600103-0.00297978j 0.00818779-0.00383806j 0.00393917-0.00152972j -0.00376407+0.00657026j 0.00421641+0.00712521j -0.00608609-0.000610803j 0.000903275-0.000110239j -0.000179613+0.00182596j -0.00343232-0.00241265j 0.00585744-0.00506938j 0.00303001+0.000887053j 0.00423809-0.00144326j -0.0011925+0.00118464j 0.00724213+0.0011686j -0.0024163+6.97419e-05j 0.00482192-0.000438921j 0.00114653+0.000244244j 0.000824659-0.000163593j -7.92468e-05+0.00325427j -0.00142819+0.000598567j -0.00332782-0.00176148j 0.00248561+0.000255447j 0.00117051+0.00121715j -0.00173366-0.000113205j -0.00354507-0.00335148j -0.00343693+0.00408847j 0.000948261+0.00547667j 0.00181327+0.0018801j 0.00329543-0.000644067j -0.00209327-0.00112395j 0.000175091+0.00153825j 0.00289188-0.00090334j -0.00179249+0.00181533j -0.00176117-0.00133495j 
0.00300991-0.000605673j -0.00157088+0.000817164j 0.00589098-0.00403972j 0.00347041+0.00418872j 0.00422415+0.000144278j -0.00208043+0.00372532j -0.00432741-0.00131134j -0.00133868-0.00198322j -0.00014191-0.00142574j 0.0051101-0.000907955j -0.00326511-0.000789471j 0.00043428-0.00216235j 0.00483862+0.00209881j 0.00261706-0.00348991j -0.00225624-0.00512737j 0.00026758+0.00366215j 0.0029285-0.00440566j 0.00179903-0.00211087j -0.00199865-0.00104472j -0.0039084+0.00684594j -0.00423714-0.00253137j 0.00433714+0.00249179j -0.00235954-0.00595645j 0.00132956-0.00117491j -0.00228524+0.00123343j -0.00221545-0.000926716j -3.92285e-05+0.003693j 0.00114643+0.00267935j 0.000746466-0.000753056j 0.000406544+0.00224042j -0.00180274-0.00110891j 0.000467027-0.00204388j 0.00044776+0.00290036j 0.00221135+0.00166575j -0.00672777-0.00525877j -0.000626109+0.00247394j -0.00073743+0.00191771j -0.00465039+0.00137042j -0.00644403+0.00106494j 0.00322294-0.00470712j 0.00141794-0.00223547j -0.00199522+0.00855863j 0.00494307+0.0102589j -0.00801853-0.00121739j 0.000621696-0.0019271j -0.00160133+0.000310766j -0.0116601-0.00401673j 0.00922122-0.00274711j 0.00409977-0.00410638j 0.00188544-0.00257711j -0.00253043+0.000645249j 0.000979347+0.0061785j 0.00138502+0.0038554j 0.00370185-0.000153065j 0.000642392-0.000969583j -0.00147789-0.00187454j -0.000140308-0.00271235j 0.000103523+0.00339652j -0.00292693-0.000465659j 0.000947914-4.16017e-05j 0.00640233-0.000332482j -0.00151726+0.00381396j -0.000510546+6.88566e-05j -0.0011395+0.000879731j -0.00120431+0.00728152j -0.000488724+0.00106885j 0.0023776+0.000565633j -0.000132187-0.00341096j -0.00339403-0.000111527j 0.00160456+0.00163401j -0.000788045+0.00154465j -0.00171546-0.00219329j 
-0.000423396-0.000971612j 0.000467899-0.00310982j 0.00669794-0.00294018j 0.000404313+0.00551747j -0.000556864+0.00264983j 0.000437164+0.000788717j -0.00203114+0.00215707j 0.00461947+0.00479657j 0.000894876+0.00172678j -0.00199968+0.000436549j -0.00256615-0.000609338j -0.000143413-0.00522695j 0.00434279-4.95915e-05j -0.000800825+0.00244651j 0.00506107-0.00130776j -0.00115362-0.00427758j -0.00612996-0.00297j 0.00185771+0.00169551j -0.000155951-0.00131554j 0.000865039-0.00381624j 0.00446579-5.17557e-05j -0.00191461+0.000437778j 0.000819048-0.000221753j -0.00223953-0.00227114j -0.00289206+0.000877738j -0.000591696-0.00672746j 0.000125061-0.00180512j -0.0015916-0.00119556j 0.00380014-0.00263734j 0.0032318-0.000157049j 0.00362865+0.000834715j 0.00409707-0.0021316j -0.00160155+0.000213492j -0.00364244+0.00354405j 0.00137291-0.00779137j -0.00445113+0.00176715j 0.000374389-0.00148783j -0.00327202-0.00344856j -0.00588553-0.0062702j -0.000732261-0.00435319j -0.000597195-0.00260239j -0.00357275+0.0057548j 0.00428971+0.00651661j -0.00429362+0.00323646j 0.00193895-0.000237281j -0.00102656+0.00059504j -0.00420908+0.0009318j -5.40563e-05-0.0083222j 0.00480491-0.00260037j -0.00347832+0.0018075j -0.00394896+0.00360725j 0.00152204-0.00333668j 0.00519091-0.0036817j 0.000332328-0.00759476j -0.00585517-0.0113451j 0.00217896+0.00693078j -0.00337547-0.0012611j 0.00215031-0.000615801j 0.00916845+0.00279123j -0.0116725+0.000553864j 0.00444493+0.000153707j -0.00105616+0.00271883j -8.93994e-05-0.000360506j -0.00107526-0.00373304j -0.00141787-0.0062123j -0.00175202-0.000857059j -0.00691379+0.00531531j 0.00414413+0.00100556j -0.00056572-0.00555164j -0.00562621-0.00179476j 0.000528852+0.00168731j -0.000932033-0.00105003j 
0.000281256+0.000223236j -0.000266736+0.000359341j 0.00151407-0.00112152j 0.00107252+0.00096143j 0.00144017-7.324e-05j -0.000427118+0.000770846j 0.00138187-0.000272731j -0.000155983-0.00179967j 0.00161997+0.000542003j 0.00115129+0.000828172j -0.00112214+0.000832867j -0.00254157+0.00120084j -0.000519287+0.00389799j 0.00146285-0.000264244j -0.00397906-0.000964822j 0.00163207-0.00317633j -0.000278443-0.0017849j 0.00109479-0.00110667j 0.00241566-0.00112254j 0.00109287+0.00248578j -0.00229576+0.00154145j 0.000586635-0.0013878j 0.0024959-0.00326757j 0.000104946-0.00127125j -0.00116988+0.00201981j -0.000690872+0.00262829j 3.7219e-05-0.000400597j 0.00121216+0.000412543j 0.000504165-0.00157609j -0.000487526+0.00109883j -0.000790743+0.00060386j 0.000776895-0.000314318j 6.35557e-05-0.000154143j 0.000435222-0.000810036j -0.00176197-0.000858296j 5.2134e-05+0.00218199j 0.0017303+0.000301283j -0.000402656+0.000999498j -0.000365534-0.00202505j -0.00735442-0.00183158j -0.00027413-0.00134773j -0.00322345+0.000783464j 0.000803192+0.00300269j -0.000764839-0.000112581j -0.000959583+0.000883353j -0.00425205+0.000927285j 0.000725894-0.00172365j -0.0002327-0.00295897j -0.000235409-0.000254235j 0.00102713-0.000276166j -0.00332042+0.00157458j -0.00331635+0.00277296j 0.00229046+0.00116452j -0.00511161-0.00109193j 0.00057026+0.00159793j -0.000656844-0.000989757j 0.00129703+0.00142596j -0.00451261+0.00125956j 0.000305357+0.00338194j -0.00273507-0.00035642j -0.000173747-0.000653726j 0.000460234-0.00119461j 0.00251086-5.45693e-05j 0.0026877+0.00267098j -0.00330909+0.00107947j -0.00160588+0.000444609j -0.00171537-0.000505536j -0.00113311-0.000305579j -0.000210599+0.000967938j 0.00202122+0.00031032j 8.98363e-05-0.000354672j 0.000118413-0.00063804j 
5.01704e-05+4.61946e-05j -0.000322973+0.00030539j -0.000471725-0.000139189j 0.000207132+0.000205046j -0.000465809-0.000524165j -0.00203848+0.000331388j -0.000164963+0.000427406j -0.00194814+0.00285364j 0.000377589+0.00280159j 0.00428165+0.00101318j 0.000271504-0.000556932j -0.00140743-0.00482859j 0.000677807-0.00447943j -0.00282899+0.00208044j 0.00117335+0.00112822j -0.00416812+0.000233001j 0.00157121-0.0023348j 0.00161431+0.00115047j -0.00140888+0.00802882j 0.00336617+0.00105893j 0.00075625-0.00241421j -0.000794901+0.000974585j -0.00284695-0.00178833j 0.000684968+0.000291552j -0.00125928+0.000314061j 0.00189652-0.000383087j -0.000775274+0.000783931j 0.000908333-0.000117761j 0.00023941-0.000507769j 0.000916318+0.00047807j -0.000732213+0.000426735j 0.000316786+0.000936482j 0.000177628-0.000532595j -0.000202292+0.000860917j 0.00203182+8.14905e-05j -0.00108531-0.00154059j -0.002892+0.000546067j 0.000132779+3.25788e-05j 0.00122101+0.00181716j 0.00974044+0.00253148j 0.00121533-0.00155568j 0.00152164+0.000404489j 0.00464736-0.00135272j 0.000450459+0.000464294j -0.000367963-0.00309908j 0.00336798+0.00180159j 0.00129442+0.00292694j 7.83958e-05+0.000286066j 0.000480211+0.00156966j -0.000474985+0.00285957j 0.00394741+0.00106122j 0.00704808-0.000691548j -0.0050951-0.00327361j 0.00608403+0.00260963j 0.00200964-0.00118345j 8.05821e-05-0.00111819j -0.00130376-3.90832e-05j 0.00389792-0.000709847j -0.00268021-0.00246604j 0.00131746+0.0010189j -0.00140402-1.23264e-06j -0.00276601-0.000727031j -0.00557931-0.000224249j -0.00485125+0.000648241j 0.003374-0.00163464j 0.00409939+0.00115874j 0.00173463+0.00220971j 0.000480018+0.000103976j -0.000313901-0.000724758j -0.00242434+0.000141412j 0.000247804+0.000576824j -0.000290638-6.2414e-05j 
7.51891e-05-0.001012j -0.000555944-0.00127244j 0.0032895-0.00164963j 0.0012021+0.00587518j 0.00135804+0.00200862j 0.000344883-0.00265613j 0.00294828-0.00511969j -0.000909959-0.0034735j 0.000464719+0.00154535j -0.00071528+0.00302571j -0.00102363+0.00302786j 0.00115306+0.000961323j -0.00357303+0.00180649j 0.00498385+0.00430756j -0.00131427+0.00281751j 0.00395548-0.00116386j -0.00134391-6.31773e-05j -0.00190177-0.000629004j 0.00173513+0.00602996j -0.00501371-0.00445467j 0.00207392-0.000179773j 0.00107253+0.0010072j 0.00395688-0.00704293j 0.000471126-0.00078959j 0.00592019-0.000929922j -0.00211769+0.00186185j -0.00166529-0.00377207j 0.00282749-0.000382289j 0.00498162-0.00296174j 0.00169929+0.00245075j -0.00040171-0.00018268j 0.00070603+0.000241597j 0.00159657-0.000462649j 0.00083599+0.00101215j 0.000211833-7.07626e-05j 0.000705655-0.000267027j -0.000615912+0.00116619j -0.000637496-0.000249109j -0.00219434+0.00214596j -0.00178777-0.000905355j -0.00228231-0.000482354j -0.000867208+0.00352077j 0.00133394+0.00396021j -0.00039897-0.000199159j 0.00532773-0.000642469j -0.00269735-0.00177524j 0.00316309+0.00291822j 0.0032313-0.00437562j 0.00432607+0.00318575j 0.000315159-0.00271767j -0.000718415-0.000828144j 0.00230048+0.00138074j -0.001432-0.00134321j 0.00289455+0.00204024j -0.00256183-0.0024574j -0.000540405+0.000903087j -0.0018797+0.000980738j -0.000771767-0.00224954j 0.00162087-0.00210382j -0.00173785+0.00198787j -0.00130487+0.000261959j -0.00191744-0.000649802j 0.000145625-0.00341626j -0.00190085-0.00101136j 0.00169571-0.00109662j 0.000347914-0.000549292j -0.0023244+0.00156618j -0.000727707+0.000170285j 0.001082-0.00163295j -0.00114265-0.000249105j -0.00016577+0.000612358j 0.00032869-0.00112852j 
-0.000877513+0.000100632j -0.00030522+0.000699027j -0.00231063-0.00206501j 0.00235604-0.00310109j 0.00111716-0.000713639j -0.00151671-0.00061201j -0.00219053+0.00131306j 0.000870589+0.000428293j -0.00190398-0.00107554j -0.00282926+0.00251096j 0.0003724-0.00055997j 0.00147013-0.00181585j 0.000196495-0.000219389j -0.00136461-0.00310327j 0.000698379+0.000870935j 0.00291281-0.00338911j -0.000341503+0.00308376j -0.000474622+0.00169728j -0.0032236-0.00427927j -0.00569504+0.00306421j -0.000268122-0.00157422j 0.000713839-0.000596665j 0.00093172-0.00185472j -0.000151968+0.00220993j -0.00370048+0.000350916j -0.00441771+0.00025166j -0.000216834+0.000293211j -0.000319779-0.000557285j -0.00114461-0.000769893j 0.000162848-0.00377517j -8.05727e-05-0.00176845j 0.000193565-0.000969588j -0.00135063-0.000251356j -0.00175994+0.000493593j -0.000723417+0.000216812j -0.00247392-0.000422202j -0.000933438-0.000807231j 0.000113964-7.6516e-05j 0.00288222-0.00151643j -0.00134939+0.00370614j -0.00125679+2.33173e-06j 0.00314531-0.0036796j -0.0026656-0.00115111j -0.00148874-0.00246925j -0.00125823-0.000716237j -0.000558369-0.00170769j -0.00214839+0.00702197j 0.00190267+0.0034703j -0.00322546-0.0045656j -0.00181871-0.0027815j -0.00259401-0.00382623j -0.0017223+0.00191962j 0.00485146+0.00140959j 0.00193687-0.00132029j -0.00173648+0.00159604j -0.0010778-0.00119768j -0.00291036-0.00246811j -0.000215287-0.000969068j -0.00104237-0.00337022j 0.00374268-0.00475765j 0.00384836-0.00248575j 0.000865035+0.000847234j 0.00462399+0.000116097j -0.00363625-0.00533221j 0.00205173-0.000380692j -0.00247957-0.00115374j 0.000779052-0.00147982j 0.000780656-0.00239818j -0.000114954-0.000237153j -0.001479+0.00206094j 0.000216811-0.000650633j -0.000118774+0.000268152j 
0.000508972+0.000140075j -0.000457936+0.000616414j 0.000368038-0.000627077j 0.000364225+0.00108382j 0.000438959-0.00102852j -0.00165521+0.00192153j -0.000303101-0.00242463j -0.00196477+2.58733e-05j 0.000924978-0.000179993j 0.00250567-0.000734411j -6.8664e-05-0.000902329j 0.00154836-0.00190787j 0.00165353-0.00114909j -5.40913e-05+0.00120058j 0.00233807-0.000100092j -0.00266019+0.0024943j 0.00162183-0.00178421j -0.000502944-0.000938176j -0.00231744+0.00474725j -0.000564168+0.000182716j 0.000369014-0.00236515j 0.00109309+0.00186639j -0.00319564-0.00250975j 0.00147159+6.81615e-06j 0.00187527-0.000541429j 0.000457751-0.00066974j -9.18199e-05+0.00102395j 0.000312894-0.000109847j -0.000335731-0.000134157j -0.000456944+0.000733421j -0.000775244-0.000269481j 0.000229672+3.53563e-05j -7.87286e-05-0.000563153j 0.00096114+0.000465277j 0.000468217-0.000520707j 0.000219885+0.00262973j -0.000470902+0.00097992j -0.00141117+0.00191971j 0.000649704-0.00237004j -0.000216954-0.00167406j 0.000987513-0.000787842j -0.00296281+0.00113739j 0.005189+0.00398418j -0.000844515+0.000968245j -0.000148018-0.00199461j -0.0030484+0.00223157j 0.00645735-0.00121221j 0.00146189-0.0070988j 0.000700676+0.00319696j 0.000470517+0.00218035j -0.00199973+0.00335769j 0.00372924+0.0019301j -0.00275143-0.00154995j 2.18958e-05-0.00172246j 0.00134864+0.00186136j -0.000223989+8.31939e-05j -0.000340546+0.00406688j -0.00293504+2.51836e-05j -0.00298182+0.00308602j -0.00379129+0.00161786j -0.00362969-0.00069253j -0.00103447-0.001817j -0.000452836-0.00204411j -0.00278284+0.00606348j -0.00143069-0.00131885j 0.000120464+0.000539084j -0.0012662+0.00119476j -0.00189478+0.000209624j -0.000318594-5.12897e-05j 0.00189315+0.000383675j -0.000418484+0.000570033j -0.000477632-0.000692547j 
-4.37743e-05+0.00140349j 0.00101843-0.000465925j 0.000464798+0.00511586j -0.00420476+0.000378607j -0.000790717+0.00100638j -0.00357814-0.000804249j 0.000109423-0.00364619j -0.00135585+0.000681158j -0.000506788-0.00591456j 0.000703992-0.00232848j 0.000238268-0.00360751j 0.00145216+0.00194444j -0.00226184-0.000579064j -0.00115096-0.000713396j -0.00228297-0.00106986j -0.00125907+0.00324742j -0.00026528+0.00332433j -0.00100414-0.00212247j 8.76595e-05-0.00172487j -0.00188422+0.00135004j -0.00153966-2.3294e-05j 0.000863862+0.00165346j -0.00182027+0.00209218j 0.000226437-0.00119762j 0.000880643-0.00075247j 0.000583935-0.000156216j 0.000201272+0.002185j -0.00180171-0.000122278j -0.0002634+0.00205019j -0.000523648+0.00165518j -0.000750968+0.00205379j 0.000694666+0.00128368j -0.00266701-0.0024186j -0.000833412+0.00170185j 0.00327054-0.00453735j -0.000127606-0.00226343j -0.00539097-0.00190633j -0.00451539-0.000186745j 0.00344044-0.00596484j 0.00487529-0.00185293j 0.00664567+0.00157562j 0.0036874+0.00112633j 0.00791873+0.0012048j -0.00241683-0.00447627j -0.00195931+0.00243558j 0.00436716+0.0018713j -0.00806123+0.00200412j -0.00338444-0.00218026j -0.000434061-0.00837472j 0.00523629+0.0018149j 0.000680053-8.29263e-05j 0.00303808+0.00414346j 0.00185923+0.00247686j 0.00651399-0.0045307j -0.00239109+0.00256839j 0.00411547+0.0015296j -0.00129693+0.00271004j -0.0034589-0.00167108j 0.00436531+0.00378615j 0.00697968+0.00696928j 0.00176586+0.00224575j 0.000313573-0.00119616j 0.00268646+0.00221033j -0.0022515-0.00331187j 0.00162878+0.00149293j 0.0035328-0.00348493j 0.000213277+0.00174815j 8.09702e-05-2.57241e-05j 0.000937045-0.000918128j -0.00116485-0.00132084j -0.000135398+0.00135994j -0.000558243+0.000221687j 
-0.00117138+0.000976645j 0.000420138+0.000268494j -0.00310809-0.000169772j -5.10689e-05-0.0021915j 0.000457652+0.000722658j -0.00387178+0.0014275j 0.00129621+0.00118528j 0.00151106-0.00274792j 0.00236861-0.0017124j 0.00395132-0.00213025j -0.000752526+0.00228007j -0.00178379-0.00204479j 0.00326067+0.00126815j -0.000995013-0.000312643j -0.00417385+0.00619599j 0.00190242-0.00194173j -0.00267206-0.00396794j 0.000631423-0.000909644j 5.75311e-06+0.00176388j -0.000489571-0.00188837j -0.0041231+0.000175716j 0.000298786+3.43763e-05j 0.0013523-0.0103931j 0.000928017+0.00243953j -0.00213733+0.00519691j -0.0027706+0.00119529j -0.000970543-0.00219528j 3.92963e-05-0.00155875j -0.0039179+0.00208681j -0.00177259-0.00605426j 0.000639851-0.00197713j 0.000559196-0.00128574j -0.00283047-0.00259488j -0.00569682+0.00130692j 0.00294524-0.00365676j -0.00397716-0.00162356j -0.00168768+0.000480322j 0.000561069-0.000668883j 0.0030227-0.00204346j 0.00379974-0.000291688j -0.000303032-0.00158189j 0.000269276-0.00140857j -0.00050848-0.00720331j -0.000722757+0.000115782j -0.00373955+0.00323136j 0.00289771-1.81754e-05j 0.00442359+0.00522319j -0.00192063+0.00233675j -0.00357474+0.00173396j 0.00291765+0.00476381j 0.00177995+0.0024341j 0.00471295-0.000205377j -0.00166688+0.00127784j 0.00252834+0.00170553j 0.00399611-0.00180171j -0.00277464-0.00277744j 0.00238588+0.000274195j 0.00463245-0.00171451j 0.000160855+0.003322j 0.000199398-0.00283233j -0.00272622+0.00039757j -0.000176039-0.000135535j 0.00285653-0.00115718j -0.000411642+0.00237956j -0.001695-0.00173263j 0.000459108-0.00251034j 0.000717526+0.00134856j -0.00126961-0.000989694j 0.00116845+0.00287544j 0.0017307-3.415e-06j 0.000810139-0.000907745j -0.000538606+0.00201706j 
0.00133596-0.000223701j -0.00028566-0.000799329j 0.00263412+0.000384195j -0.000586529+0.00183459j 0.000267051+7.93124e-05j 0.00115315+7.83306e-06j -0.000147028+6.22228e-05j 0.000659893+2.1634e-05j 0.000694729+0.00180462j -0.000469917-0.0020493j 4.74318e-05+0.0011416j 0.00197809-0.002578j 0.000401588+0.00068575j 0.00227821+0.000145889j -0.000341567-0.00375932j 0.0024749+0.00104438j -0.000336928-0.00178249j -0.000740392+0.000348245j 0.000413486+0.00431095j -0.000810031-0.000115805j 0.000626359-0.00050128j 0.000938085-0.000314371j 3.819e-05+0.00376626j -0.000330494-0.00171471j 0.00179848-0.00414732j 0.00154385-0.00236385j 0.00143191+4.46103e-05j -0.000124119-0.000129343j 0.0010603+0.000475434j 0.00110128+0.00169258j 0.00151961+0.000246351j -9.28737e-05-0.000960551j 0.000635236+0.0010024j 0.0029857+0.000530901j -0.000864337+0.00118603j -0.000382733+0.00287306j 0.00187589-0.000270704j -0.00193735-0.00248927j 0.00366763+0.0030959j 0.00233019-0.00714811j -0.00190469+0.00163066j 0.00282346+0.00243466j -0.000248112+0.000917618j 0.00194291+0.00349894j -0.00173036-0.000848214j 0.00334277-0.00135704j 0.00176339-0.00306009j 0.00124348-0.000288867j 0.00143844-0.00122936j 0.00373477+0.0025546j 0.00134014+0.00023059j -0.00314161-0.00708197j -0.00645961+0.00277226j 0.0044636-0.0023001j -0.00333267+0.000660518j -0.00091996+0.000146026j -0.000479069+0.00109882j 0.00014869-0.00783459j -0.00542533+0.00376649j -0.00278161+0.00206364j -0.00080882-0.000540241j -0.000254789+0.00137775j -0.00374776+0.0057448j 0.000634728+0.00206285j -0.00038797-0.00246483j 0.00182929-0.000690059j 0.000901016-2.67132e-05j 0.000648831-0.00117525j -0.000141993-0.000437461j -0.00239648+0.00221281j -5.29627e-06+9.01625e-05j 0.000199127-0.000206312j 
0.000773514-0.000364379j 0.00141551-0.00101667j 0.000397376+0.000609733j -0.00273745+0.000624393j 1.96191e-05-0.00119022j -0.00193262+0.00257931j -0.00217225-0.00248388j 0.0010957-0.00220599j -0.00102372-0.00117202j 0.00130042-0.00121861j -0.000437131-0.000824565j 0.00342614-0.0011858j 0.00189611+0.00211519j 0.00187518+0.000679734j -0.00263012-3.29419e-05j -0.00291344+0.00375872j 0.00185995+0.000894191j -0.00190311-0.000591573j -0.000720335+0.00224685j -0.00205355-0.000323783j -0.000504895-0.0025149j -3.59486e-05+0.00275972j 0.0011204-0.000973695j -0.00228103+0.00120129j 0.000195109-0.00229329j 0.00196138-0.00210019j 0.00109657+0.000343417j -0.00113816-0.00166394j -0.002367+0.00183725j -0.00074142-0.00105402j 0.00182675-0.000925466j 5.70598e-05-0.00258122j -0.00124228+0.00198841j 0.00145806+0.00309099j -0.00191449+0.00121866j -0.000610294+0.00335514j -0.000507644+0.00479966j 0.000781237+1.09625e-05j -0.00490621-0.00220536j 0.00377035+0.000412386j -0.0031181+0.000392076j -0.00400843+0.00583275j -0.00152794+0.00192445j -0.00522915-0.00365711j 0.000344887-0.000671459j -0.00174605+0.00178173j 6.40733e-06-0.000458931j 0.00405506-0.00463128j 0.00615421-0.000327068j -0.00160453-0.00288864j -0.00276696-0.00244734j 0.00383999-0.00267715j -0.000575771+0.000957651j 0.00071405+0.00134228j -0.0041779-0.00299431j -0.0014486+0.00113062j -0.0027201+0.00429361j 0.0044584+0.000655994j -0.00402845-0.00118831j 0.00206705+0.000190618j 0.00262968+0.00218514j -0.00208178+0.0041463j 0.00383101-0.00333393j -0.00287183+0.00102392j -0.0018841+0.00144437j -0.00105115-0.00121183j -0.00165529+0.000977445j -0.00116666-0.000763392j -0.00138669-0.00114944j 0.00176804-4.4379e-05j -0.0011172+0.000544924j -0.00104554-0.0002468j 
