0.159426-0.0984514j 0.0978078+0.161848j -0.119847+0.238219j 0.264105+0.180464j -0.135606-0.0992443j -0.234437+0.10136j 0.0784492+0.0335037j 0.0898002-0.119133j -0.108934-0.0229276j -0.046455+0.0750084j -0.0349808+0.15105j -0.101163+0.0251057j 0.0473931-0.10328j 0.0676978-0.144583j 0.0560986+0.021602j 0.113623-0.0685596j 0.0193787-0.0915929j 0.116569+0.0584044j -0.0189123-0.0146966j 0.00603053-0.157478j -0.00259992-0.131481j -0.0380152-0.115853j 0.0666382+0.126979j -0.0278863+0.18927j 0.0953063+0.0239894j 0.228591+0.130965j 0.034904+0.0875667j -0.225864-0.0261541j 0.181126-0.170197j -0.0083291-0.145902j -0.0400254+0.168086j -0.175087-0.0718229j -0.0396443+0.162589j -0.161236-0.0567994j -0.0741086-0.041736j 0.0842325-0.0240131j 0.076245-0.0431913j 0.0176326-0.075084j 0.0293224-0.0363658j 0.0107497-0.0196343j -0.00676118-0.0616758j -0.0278983+0.0284463j 0.017421+0.0212255j -0.00835284+0.0243012j -0.019075-0.0381345j -0.00631186-0.0268961j -0.00324135-0.0032502j 0.0214842-0.0134575j 0.00150768+0.00382672j -0.0269889-0.0216418j 0.0159352+0.00434391j -0.0213107+0.00216546j -0.00633077+0.00742736j 0.010238+0.02836j 0.00895947+0.0137679j 0.021475+0.00489148j 0.00635533-0.00122169j 0.00482889-0.00465436j -0.00224762-0.00502563j 0.00438932-0.00161256j -0.0150522+0.0104878j -0.00542805-0.0277212j 0.0193007+0.000309664j -0.0146229-0.00672469j -0.0155254-0.00474549j -0.000481793-0.0131964j 0.022556+0.00821178j -0.0194909+0.01707j 0.0107341+0.0307153j -0.0280526+0.00887954j 0.00232927+0.0405154j -0.0403327+0.00217979j 
-0.00433966-0.00301912j 0.000859075-0.00255595j 0.00177585-0.0032962j 0.0028347+0.000258474j -0.000408113-0.00053088j -0.000785501-0.00168393j 0.00140494-0.00258484j -0.00186778+0.00132654j 0.00208701-0.000315315j -0.000442336+0.00325571j -0.000963756-0.00108143j 0.00111448+0.00121953j -0.00437764+0.00179034j -0.00200319+0.000113468j 0.00279851-0.000429095j -0.00227523-0.000539814j 0.00151676+0.00394705j -0.00423652-0.00360508j 0.00102533+0.00153995j -0.00130945+0.00564566j 0.000332205+0.000952365j 0.00357197-0.00319356j -0.00409334+0.00154418j -0.00223328-0.00155535j 0.002951+0.00482724j -0.00507599+0.00123506j 0.000456496+0.000929393j -0.000662806-0.00238238j 0.0026611-0.00693973j 0.00206676+0.00243628j -0.0029416+0.00187995j -0.00108942+0.000510528j 0.0035533-0.00156122j -0.00200907-0.00301574j 0.00381353+0.000406375j 0.00263986+0.0020813j 0.0015497-0.000818857j -0.0046326+0.000279947j -0.00216398+0.00171461j 0.00345391-0.0012041j 0.00299109-0.00232902j -0.00340298+0.000780776j 0.00217574+0.0018103j -0.000384287-7.35411e-05j -0.00283708+0.00232012j -0.00113867+0.000220392j -0.00441166+0.000465916j 0.00258538-0.00496742j 0.00452717-0.00055389j -0.00125546+0.00290935j 0.000608583-0.00310307j 0.00351846+0.00250936j 0.00411705+0.000720646j 0.00571197-0.00164168j 0.00165189-0.00962168j -0.00725351+0.00318042j -0.00466687-0.00815354j -0.00436393+0.00118311j 0.00333593-0.0025322j -0.00522266-0.0071105j -0.000171704+0.00302548j -0.00118153+0.00109809j -0.00791503-0.00302957j 0.00577731-0.00225158j 0.000405061-0.000260933j -0.00271941+0.00441399j 0.00353805-0.00499931j -0.00149914-0.00347266j -0.000731039+0.00304227j 0.00470341+0.00180597j -0.00258633-0.0064766j 0.00541634-0.00431311j 
-0.00110192+0.000314092j 0.00182151-0.00114342j -0.000445364+0.00104986j -0.00207116-0.000527489j -3.64683e-05+0.000466126j -0.000212897+9.5557e-06j 0.00135489+0.00164544j 0.0018135-0.000151523j 0.000222554-0.00028854j 0.00252091-0.000949458j -0.00192714+0.000976196j 9.00123e-05+0.00259492j -0.000926604+0.00164299j -0.000855+0.000238832j -0.00104914-0.00376765j 0.00234042+0.00375161j 0.00295337-0.0031111j 0.00153443-0.00151101j -0.00365578-0.00244547j 0.00235346+0.000724882j -0.00255353+0.00300609j 0.000840562-0.000604478j 0.00212016+0.00207091j 0.00215507-0.000460207j 0.000782182+0.00354401j -0.000354244+0.00078181j -0.000695724+0.0025629j -0.000535597+0.00215525j -0.000612908+0.00172203j -0.000983865-3.03401e-05j 0.000893116+0.00190071j 0.00148742+0.000693353j -0.00206223-1.2647e-05j 0.000694319+0.00288918j -0.00346318-0.00232238j -0.00280276+0.00309695j 0.000150102+0.000225481j 0.00172415-0.000833841j 0.00535372+0.00141701j -0.00614457+0.00161176j -0.000173924-0.0042916j -0.00493933+0.00344204j -0.00018052+0.000690629j 0.00212653-0.00154307j -0.00322964-0.00381983j -0.00281421+0.0030958j -0.0040295+0.00708377j -0.00525124+0.000694492j 0.00278783-0.00127889j 0.00201846+0.00419069j -0.00350278-0.00162483j -0.00619605-0.00332318j 0.00346365-0.00237894j -0.00521891+0.00276497j 0.00165459-0.00483579j 0.00199111-0.00316602j -0.00193402-0.000845847j -0.00163905-0.00327677j -0.00159567-0.000512102j -0.00464434-0.00792351j 0.000566843-0.00192549j -0.000234908-0.00439816j -0.00259922+0.00222537j 0.00618165+0.00101643j -0.00441956+0.00212996j 0.00112973+0.000924938j 0.00160697-0.00204105j 0.00464061-0.00266304j -0.00133401+0.000115095j -0.00112332-0.00186975j -0.000420871+0.000328494j -0.000549856-0.00073897j 
0.000222943+0.000164146j -0.000719728-0.000560642j 0.000204575-0.00140937j 4.28139e-05+0.000670976j -0.000117014-0.000416742j -0.00136544-0.000574214j 0.000908767-0.000274503j 0.00153303-0.000159126j 0.000213466-0.000311015j -0.00234768-0.0029003j 0.000631248+0.00289178j 0.00409175-0.0021634j 0.00256748+0.000717831j -0.000612996+0.00016874j -0.00538519+0.000878697j -0.00033177-0.00321673j -0.00535349-0.000224928j -0.0026801-0.000504195j -0.00289526+0.00469435j 0.00147189-0.00434159j 0.00393132-0.00139513j -0.0013559-0.00191174j 0.00423967+0.000967365j -0.00545823-0.00169277j 0.00130245-0.00501965j 0.00387091-0.00457126j 0.00346617-0.00173147j 0.00101618-0.0035478j -0.00236787-0.00205842j 0.00352355-0.000693368j 0.00475507-0.00135672j 0.00218125-0.00115019j 0.00202737-0.00140096j -0.000617031-0.00164237j 0.00192996+0.00122551j 0.00117981-0.000179535j 0.000399416+0.00173395j -0.00017518+0.000333833j 0.0014359-0.000185075j -3.27262e-05-1.73379e-06j 0.00107608+0.000581877j -0.000458272-0.000933741j -0.00208343-5.43086e-05j 0.000170058+0.000321237j 0.000159718+0.00306565j 0.00113494-0.000719393j 0.00456351+0.00252726j 0.00010148+0.00283375j -0.00323823+0.00176786j 0.003313-0.000772891j 0.000445321-0.000332689j -0.000533171-0.00131127j -0.00190492-0.00217919j 0.000310905+0.00146456j 0.000499342+0.00490896j 0.00220376+0.000677208j 0.0027148+0.00559614j -0.00227798-0.000324413j -0.0021964-7.63706e-05j 0.00289935-0.00114497j -0.0029823-0.000878448j 0.000226582-0.000922483j 0.000217916-0.000846546j -0.00123903+0.00173067j 0.00111081+0.00142395j -0.000338498-0.00310267j 0.00300897-0.00141016j -0.00275227-0.00201414j 0.000819832+0.0028383j 0.00383099+0.00299003j 0.000467676-0.00138757j -0.000699416+0.000502024j 
0.00093984-0.000425518j 0.000376062+0.000495299j 0.000503763+0.000637536j -0.00100972+0.000656571j 0.000481127+4.10313e-06j 0.00158801-0.00104009j 0.0040223-0.000191111j -0.00212344-0.00239559j 0.000114397-0.00107904j 0.000594295-0.00114937j 0.000439315+0.000635703j 0.000674209+0.00199656j 0.00202804-0.000613427j -0.00153672-0.000526162j -0.00327444-0.00297692j 0.00350664+0.0010961j 0.00120511-0.0027505j 0.000612336-0.00223627j -0.00481453-0.000228758j 0.00377163-6.86616e-06j -0.000440987+0.00483608j -0.00063288-0.00182793j 0.00195803+0.00132257j 0.00301166-0.00134697j 0.00209241+0.000947167j -0.000113817+0.00242178j -0.000311641+0.00194044j 0.0010278+0.00389748j 0.00166834+0.00340782j -0.000895768+0.00249973j -7.27582e-05+0.000767801j -0.000126345+0.00244583j -0.00218988-0.000185865j 0.00255903-0.000260382j -0.000123644-6.66759e-05j 0.00270618+0.00323741j -0.00120742+0.000914782j 0.000606644-0.0017039j 0.00247567-0.00362425j -0.00391917+0.00274568j -0.00295361-0.00356747j -0.00176891+0.00553928j -0.000500084+0.00269061j 0.0025587-0.00153222j -0.00303504+0.00192285j 0.00101929+0.00214729j 0.00176568+0.00791608j -0.00158151+0.00417776j -0.000910085+0.00225776j 0.0032182+0.00247299j -0.00102026+0.000919474j -0.00703881-0.000357118j -0.00154998-0.00223847j -0.00470433+0.00808043j -0.000331762-0.000256547j -0.000490617-0.00682541j 0.0033578+0.00319704j -0.000516736-0.00338865j -0.000890766+0.00310844j -0.00279603-0.000472893j -0.000347027-0.00241843j -0.00362768-0.00250854j 0.00298313+0.00233903j 0.00161588-0.00144316j -0.00159802-0.000911118j 0.00117212-0.00124964j -0.00190521-0.00214044j -0.000457996+0.000627452j 0.00114472-0.00293727j 0.000424221-0.000932113j -0.000443163+0.0011388j 8.04674e-05-0.00021643j 
0.00176913-0.00369939j 0.00510085+0.00235717j -0.00136957+0.00136987j 0.000738392-0.00535209j 0.000286217+0.00182041j 0.000912565+0.00385331j -0.000953279+0.000415185j -0.00044934-3.81269e-05j -0.00139828+0.000246749j 0.00105833-0.00070769j 0.00480392+0.00141824j 0.00174905+0.00229043j 0.000183231+0.00520908j 0.00179571-0.00093004j 0.000286083+0.00234398j -0.00454827+0.00386101j 0.00513154+0.00406371j -0.00455033+0.00185139j 0.000600396+0.000137414j 0.000697231+0.00868308j -0.00359818-0.000239454j 0.000560902-0.00047463j -0.00764808-0.00161479j 0.000105548+0.000376992j 0.00284665-0.00115391j -0.00295809+0.00777514j -0.00416231-0.00302788j -0.0055149-0.000918902j -0.00610803-0.000100797j -0.00101471-0.00523524j -0.00239739+0.000877558j -0.0035752-0.00535852j -0.00475423-0.002226j -0.00113217+0.00184276j 0.0022595-0.00477877j 0.00169359-0.00247878j 0.00133149+0.00116513j 0.00120754-0.000950692j -0.0015269+0.00151484j -0.00203418+0.00092062j -0.00265326-0.000912553j 0.00194554+0.00205881j 0.00416732+0.00227059j -0.00025039+0.000371002j 0.00432688+0.000768625j -0.000263787-0.00398625j 0.00250405+0.00425892j 0.00245943-0.00501566j 0.00812629+0.00466311j -0.0070889+0.000955291j 0.00280764-0.00158729j -0.00379318+0.00339517j 0.00258229+0.00270053j 0.00622805+0.00205778j 0.00438405-0.0103672j -0.00556271+4.43184e-05j 0.00505997-0.00624258j -0.000513798-0.000703451j 0.00888798+0.000887623j -0.00633721-0.0074008j -0.00139004-0.00135587j -0.00220679+0.00598344j 0.00400015-0.00443447j 0.000856755+0.000543395j -0.00121152-0.00213155j -0.00118543-0.00205864j -0.0037022-0.000643287j 0.00217945+0.00269815j 0.00172211-0.00281141j 0.00193951-0.00174937j -0.00601775-0.00346987j 0.00266793-0.00382348j 
0.000411588+0.000108996j -0.00140637-0.000273691j 0.000531091-0.0018617j -0.000557262+0.000723507j -0.000974642+0.000744907j -0.00301877+0.00168113j 0.00274693-0.00149767j 0.00365014-0.00419374j -0.000277746-0.00460625j -0.00129529+0.0023747j -0.00027112+0.00333993j -0.00100675-0.00291017j 0.00163253+0.00021396j 0.00080808+0.00304995j -0.000385385-0.00220655j -0.00239805+0.00135936j -0.00336789+0.00596983j -0.00386245-0.00138443j 0.000629012+0.00159999j -0.00490655-0.00368624j 0.00116616-0.00318663j -0.00112143-0.00163463j 0.00519685-0.00229896j -0.00265315+0.00262827j 0.00165021+0.00126141j -0.0073366-0.00411394j -3.70721e-05-0.00549497j -0.00232911-0.000777045j -0.00320803-0.00161191j 0.00157024-0.00496498j 0.00110971-0.00570428j -0.00108418-0.00522738j 0.00173869+0.0012096j -0.00229891-0.0010857j -0.00287663+0.00154328j 0.000585002+0.00315367j 0.00090921+0.0013531j -0.000274809+0.00160062j 0.00156757-0.00102237j 0.000940783+0.000534741j 0.00130829-0.00222561j -0.00105881+0.00183646j 0.00108921-0.00125294j -0.00274782-0.00270096j -0.00614953-0.00105591j -0.000800707+0.00168484j -0.000581412+0.00488615j 0.00034603+0.0018278j 0.000863512-0.00668696j 0.00317418+0.0024752j -0.00318429-0.00277927j -0.000368082+0.00207638j 0.00495662+0.000909057j 1.78821e-05-0.00185044j -0.00150467-0.00217075j -0.00270417-0.0010963j -0.00123307-0.00367034j -0.0018447+0.00265944j -0.00397172-0.00185205j -0.00201822-0.0047882j -1.14391e-05-0.00106826j 0.00176068+0.00258443j 0.00101783-0.000643349j 0.00335398-0.0010364j -0.00146202+0.00461898j 0.00133207+0.00290022j 0.00219087-0.00233794j -0.00194943-0.00236347j -0.000440877+0.00492898j 0.00537185+0.000637022j 0.000390395+0.000850341j -0.00321386+0.00187636j 
0.00191916-0.00218627j 0.00181034+0.00324169j 0.00159074-0.00295363j 0.00234083-0.00220591j 0.000500976-0.000669192j -0.00157026-0.00143922j -0.00140227-0.00197848j -0.000575373+0.0051813j 0.00119122+0.0006027j 0.00148506+0.00135822j 0.000598167-0.00119043j 0.00133847+0.00251488j -0.00242983+0.00181727j 0.00165629-0.000592064j 0.000604503-0.00405977j -0.0046214+0.000286809j 0.00203067+0.00132468j -3.48322e-05-0.000397254j 0.00230058-0.00228695j 0.00193216+0.0021621j 0.00151548-0.00213201j -0.00104482-0.00104495j -0.00216481+0.00472123j -0.00133733-0.00279457j 0.00021274-0.00453879j 0.00307285+0.000929516j -0.000819237+0.000924881j 0.00229303-0.00155968j -0.00179816-0.00471396j 0.00508769+0.00213748j -5.02235e-05+0.00352712j 0.00188574+0.000536384j -0.000543402-0.000687845j -0.00149263-0.0018853j 0.00203063+0.000620556j -0.00071126-6.15175e-05j -0.000160359+0.000945932j 0.00104375-0.000763689j 3.5365e-05-2.16969e-07j -0.000893936-0.0018988j -0.000435743-0.00104304j -0.000746475-0.00189353j 0.000534895+0.00376417j 0.000472681-0.0003108j 0.00184723-0.00228275j -0.000844505-0.00184494j -0.00364301-0.00107144j 0.00594486-0.00220425j 0.00141741+0.00427754j -0.00677622-0.00480337j 0.000401719-0.00149051j -0.000515844-0.000440638j -0.00080265+0.00320123j 0.00227246-0.00202292j 0.00530631-0.00186839j -0.00193901-0.00223078j 0.000161005-0.00133053j -0.00203309+0.00100756j -0.000612363+0.00117691j 0.00229476-0.00566044j 0.00188034+0.00104591j -0.00446056+0.00124471j 6.86412e-05+0.00246648j -0.00144103-0.00097528j 0.00245087-0.00551184j -0.000910393-0.00137118j -0.00137106-0.00324942j 0.00180646+0.00248878j 0.00182575-0.0031284j -0.0017578+0.00261769j -0.00245022-0.00206771j 0.00175185-0.00399912j 
-0.000283384+7.61639e-05j 0.000128227-0.00133685j 0.00331594+0.00177759j 0.000911913-0.000783707j -0.000599397+0.000138823j -0.00125231-0.00247634j 0.00030684-0.000136003j -0.000198371+0.00215524j 0.00477869+0.00285209j -0.00375085+0.00215689j -0.000541616-0.00325286j 0.00329725+0.000981343j -0.00981328+0.00592237j -0.00257819+0.000840494j 0.00333675+0.00678139j -0.0050315-0.000470559j 0.00196858+0.00577465j -0.00165147-0.0049392j 0.00235713+0.00810748j -0.00428495+0.00652663j -0.00150102-0.00246516j 0.0088278+0.00111018j -0.00309042+8.65392e-05j -0.00528075+0.00214105j -6.2084e-05+0.00564216j -0.00273219-0.00589617j 0.0071824+0.00122469j -0.00337855-0.00272892j 0.00253921-0.00600881j 0.00407706+0.00381874j -0.00106497+0.000337189j 0.00352374-0.00626844j 0.000908304+1.61692e-05j 0.00360521-0.00109706j -0.0015286-0.00158162j -0.00136043+0.000785639j -0.000728313-0.00212864j -0.0040325+0.000196311j 0.00139659+0.000965616j 0.00289755+0.00293762j -0.000974274+0.000142415j 0.00121444-0.00332856j 0.00047002-0.00333053j 9.09132e-05-0.00096286j -0.00443687-0.00433051j -0.00175611+0.000610743j 0.00577754-0.00113494j -0.00421767+0.0035269j 0.00464593-0.00564394j 0.00180752+0.00617855j 0.00284304-0.00191066j -0.000547411+0.000496934j 0.0030192-0.0055134j 0.00220019-0.00453268j -0.00577376-0.00851675j -0.00116005+0.00417542j -0.00712267-0.00622673j -0.00301184+6.56956e-05j 0.00243312-0.00564213j -0.00980417+0.0036958j -0.00159369+0.000348924j 0.00133627+0.000470806j -0.00825613-0.00151662j 0.00045262-0.00163069j -0.00291631+0.00212717j -0.00244406+0.00423716j 0.00529287+0.00219666j 0.0037356-0.00273097j -0.0073869+0.00124363j -0.00152743+0.00149256j 0.00178737-0.00134125j 0.000138964-0.000598542j 
0.00072946+0.00259209j -0.000143598-0.000175197j -0.00200688+0.00192775j -0.000524533-0.000363345j -0.000929078+0.00133613j -0.000506425+0.00233646j -0.000473505+0.00295921j 0.00341638-0.000751496j -0.00182762-0.00178082j 0.00355001-0.00320573j -0.00281652+0.00350363j -0.000367769+0.0019841j 0.000654777+0.00201725j -0.000209816+0.000643414j -0.00245463-0.00405386j 0.00317079+0.00180892j -0.000520012-0.00399007j -9.75646e-05-0.00210464j -0.00561209-0.00324226j 0.000309324-0.00121124j -0.00129138+0.00183855j 0.000494265+0.000629644j 0.00373154-0.00120792j 0.00270605-0.000173669j 0.00148641+0.00333872j -0.00217498+9.47316e-05j 0.0023497-0.000360945j 0.000773546+6.89525e-05j -0.00175805+0.00149398j -0.000768894-0.00184217j 0.00297806-6.30859e-05j 0.00205172-0.000788337j -0.000714485-0.000983497j 0.00135301+0.00225384j -0.00202412-0.00143829j -0.00072334+9.38882e-05j -0.0005839-0.000316703j 0.00343775+6.96306e-05j 0.00366744+0.000377536j -0.00108703+0.000792692j 2.51913e-05-0.00160502j -0.000446668+0.000412707j -0.000833178+0.000233141j 0.000779143-0.000355109j -0.00163052-0.00152096j 0.00248564+0.0010415j 0.00208471+0.00246499j -0.000875682+0.00529301j -0.00101791+0.000491609j 0.0014421-0.000596134j 0.000461612-0.000720392j -0.00562439-0.00402206j -0.00187044-0.00328157j -0.00173619+0.00252111j 0.00311295+0.00149773j 0.00331571-0.00385899j 0.00133499+0.000771755j 0.00023564-0.00137513j -0.00190531+0.00131017j -0.000538855-0.00351862j 0.00211421-0.00191227j -0.00207427-0.00415159j -0.0026105+0.00395434j 0.000891689-0.000252705j 0.00200739+0.0012813j 0.00342342+0.000293258j 0.00136222-4.12568e-05j -0.000764119-0.00089895j 0.00173714-0.000569201j -0.000288476-0.000581906j 0.00149516+0.000749676j -0.00202479+0.00212573j 
-0.00342855-0.00201526j 0.00345579-0.00550649j 0.00195922+0.00574197j -0.00240537+0.00053217j 0.000224223-0.000682096j 0.00450671-0.00382416j 0.00242409+0.00110205j 0.000460858-0.00283581j 0.00746416+0.00591347j -0.00268783-0.000351064j 0.00164722-0.00779112j 0.00750514+0.00394282j -0.00872788+0.00880992j -0.000922842-0.00321687j 0.000451285+0.0044321j -0.00209484+0.004517j 0.00867583+0.00279147j 0.000262334-0.00584019j -0.000932593+0.00830211j 0.000913121+0.00791985j -0.00573624+0.00053934j 0.00910589+0.00213432j -0.00403087+0.00786523j -0.00562125+0.00129759j 0.000790145+0.00404295j 0.00212497-0.00486212j 0.00818462+0.00528182j -0.00403348-0.00176697j 0.00412989+0.00241493j -0.00111432+0.00729734j 0.00115722+0.00382258j -0.000130469-0.000566061j -0.00294725+0.00107494j 0.00710471-0.00350901j -0.00224269+0.000840295j -0.000692766+0.00287905j 0.00149595+6.44663e-05j -0.00148701+0.00260874j 0.00182403+0.00181682j -0.00121628+0.00258707j -0.000170358+2.39313e-05j -0.00198542+0.000466853j 0.000374616+0.000927368j -0.00651334-0.00229977j -0.000209219+0.000793507j -0.00408213+0.00147421j -0.000231597+0.000556338j 0.000410148-0.00400656j 0.00478065-0.00627558j 0.000294777-0.00375852j -0.00414178-0.00736859j 0.00236735+0.00266472j 0.00636116+0.00260817j 0.00295756-0.0033351j -0.000901361-0.00398616j -0.00830154+0.000348048j -0.00306135-0.00433667j -0.00491567+0.00442431j -0.00268411-0.00139553j -0.000212444-0.00792774j 0.00245801+0.00389028j 0.00104549+0.000300189j -0.00446497-0.00444885j 0.00560506-0.00156696j 0.00110275+0.00397827j -0.0059229+0.00287903j -0.00015143-0.000616246j -0.00312571-0.00203468j 0.0011649-0.00145298j 0.00477085+4.38162e-05j -0.000628279-0.00587342j 0.00645278-0.00102657j 
0.00142344+0.000747889j -0.000759851+0.00248818j 0.000999787+0.00114841j 2.42241e-05-0.000435821j -0.00106483+3.20315e-05j 1.97634e-05-0.000345584j 0.00337538+0.00332719j -0.000577609-0.00143821j 0.000283344-0.00236649j 0.00020208-0.00056261j -0.00305464+0.00073142j -0.000533013+0.00365214j 0.000349317-0.000798101j -0.00337412-0.000788951j 0.000837972-0.0044092j -0.000132506+0.00203135j 6.3842e-05-0.000635844j 0.000276376-0.00547674j -0.00706398-0.00529866j 7.52488e-05+0.00251449j -0.00240991+0.00301457j 0.00291644-0.00149112j 0.000186562+0.000183063j 0.00215648-0.000260568j 0.00118888+0.00774395j -0.00457423-0.000693737j 0.00286602+0.000113463j -0.000621939+0.00177842j 0.00117333-0.000308287j -0.00104763+0.0022545j -0.0020708-4.25871e-05j 0.00113222+0.000491814j 0.00167515-0.00133438j -0.00112372-0.0030535j 0.00119668-0.000508213j 0.000318281+0.00040528j 0.00285697-0.000304974j 0.000475238-0.000280316j -0.000174501+0.00230339j -0.000984723-0.00247996j 0.00102454-0.00212689j -0.00624711+0.00032822j -0.000507219+0.00126109j 0.00136137+0.00355735j -0.00266664+0.000982112j -0.00199235+0.00150711j 0.00457397-0.00432521j 0.000178316-0.000958946j -2.82686e-05+0.0053023j 0.0024552+0.00560632j -0.00104517+0.00323151j 0.000286522+0.000392844j -0.00441426-0.000953482j -0.00263759+0.00336894j 0.00382577-0.000464493j -0.00210798-0.00171394j 0.00376535+5.56094e-05j -0.000858291+0.0010573j -0.00315499+0.00163205j -0.00697523-0.00265974j -0.00506764-0.000200781j 0.000675179-0.00239765j -0.00329948-6.19196e-05j 0.00512997+0.00636805j -0.00357134-0.000532615j -0.0010962+0.00229506j 0.00112883-0.00252318j -0.00095035+0.000760005j 0.0019826+0.00271966j 0.0045774+0.00144694j 3.41501e-05-0.00156158j 0.00131023-0.000532568j 
0.000604638+0.00107042j -0.000990677+0.00246071j -0.00159218+0.00127972j 0.00241858-0.00101933j -0.00226607+0.000122135j 0.000682825+0.0010431j -0.00268193+0.00277933j -0.000240431+0.00448411j -0.00220895-0.000186561j -0.00358866-0.00330227j -0.00172193-0.00056695j 0.00288965-0.00266157j -0.0012441-0.00783043j -0.0019469+0.00113498j 0.00516328-0.00256639j -0.000759813+0.0056239j -0.00263044-0.000409147j -0.00245757-0.000499412j -0.00600814+0.0040686j -0.00693482-0.0014881j 0.00112979-0.00539087j 0.0026573+0.00236648j -0.00344476+0.00132574j -0.000372279+0.00132374j 0.00172073+0.00127651j -0.00457209-0.00750676j 0.00435249+0.00101573j -0.00115849-0.0022051j 0.00057887+8.25729e-05j 0.00172692-0.00127768j -0.00084214-0.00186833j 0.00274237-0.000864857j 0.00247725-0.00277694j -0.00422773-0.00101766j 0.00111999-0.00195867j -0.00184082-0.00595503j 0.00252422-0.00217536j 6.87572e-05-0.000338747j 0.00250188+0.00684799j 0.00138468-0.00361566j 0.000906574-0.00471906j 0.00127382-0.00223511j -0.00633809+8.42597e-05j 0.000617251+0.00500099j -0.00204179+0.00264371j 0.00210161-0.00358062j -0.00909251-8.02993e-05j 0.00740631+0.0103311j -0.00663031-0.000222047j 0.00192538+0.000346404j 0.00137106-0.00117202j -0.00345905+0.00442927j 0.000477674+0.00222606j 0.00165531+0.0035651j 0.00377406-0.00284805j -0.00287809-0.000553318j 0.00112932-0.0111151j 0.004644+0.00164279j -0.00111059-0.00291573j -0.00440036-0.0071251j 0.000365376-0.00139043j 0.00268199+0.00113405j -0.00257728+0.0033289j 0.00365904-0.00456401j 0.000691025+0.00283138j -0.000454841+0.000826243j 0.00113152-0.00307933j 0.00420535-0.000550884j 0.000998657+0.00270163j 0.000224796-0.000706207j 0.00138066-0.00210864j 0.00145723+0.000952537j 
-0.000317705-0.00183072j 0.00210236+6.14344e-05j 0.000107022+0.000746868j -0.00196179-0.00270138j 0.000519486-0.000153701j 0.00366824+0.000425395j -0.00191989+0.000640971j 0.00174322+0.0029479j -0.00210785+0.00179256j -0.00105473-0.00319672j 0.000398424-0.00197453j 0.0021993-0.00333018j 0.000988705-0.0064089j -0.000666375-0.000209977j 0.00586013-0.00597079j 0.00435169+0.00717431j 0.000290199-0.00468667j -0.000337793+0.00342437j -0.0035178+0.00432372j 0.000454839-0.00139983j 0.00132987-0.0021627j 0.000540462+0.0027213j -0.0054902+0.00743171j 0.0032623-0.00175151j 0.00296501-0.00528857j 0.00217797+0.000228816j -0.00119135+0.00408247j 0.000855789+0.00171201j -0.000114719+0.00580373j -0.00175949-0.000529489j -0.000420988+0.000409267j -0.00134216+0.00244139j -0.00235544+0.00170436j -0.000209712-0.000792272j -0.00185208-0.000378092j -0.00352102-0.00275488j -0.000276478-0.00216429j -0.00492664-0.000507807j 0.00284789+0.00469333j 0.0017893-0.000259647j -0.000875825+8.2937e-06j 0.00241412-0.000786742j -0.00459224-0.00133325j 0.00196577-0.000440687j 0.000913663+0.00195314j 0.00179713-0.00589905j -0.00957283+0.00682697j 0.00627624+0.00646742j -0.00579119+0.00109694j -0.000471728+0.00100078j 0.00247481-0.00165698j -0.0050251+0.0043653j 0.00259175+0.00382203j -0.000940898+0.00166015j 0.000240429-0.000220293j -0.0011606-0.00455913j -0.00121843-0.00733068j 0.00700863-0.00129153j -0.0012508-0.000255394j 0.000166262-0.000880312j 0.00437606-0.00095144j 0.00271172+0.00167148j 0.00356822+0.00297678j -0.00126905-0.00637057j -7.28621e-05+0.00225938j -0.00210274-0.000587466j -0.000688245-0.00181234j -0.000143609-0.00131713j -0.00205692-0.000512587j 0.000389608-0.000610061j -0.000793627-0.000912274j 0.00192044-0.000380341j 
