0.0172166-0.00652415j -0.00688599-0.0106353j 0.0128778+0.0324166j 0.0341581-0.0148514j -0.0167983-0.00902117j -0.0614162+0.0183851j 0.0274596-0.0161005j -0.0207124-0.00989874j -0.0290552-0.0487581j -0.0284925+0.0310135j -0.00249248-0.00875729j 0.0286748-0.0324933j -0.0129593+0.0256342j -0.0281977+0.028446j 0.0331738+0.000911149j 0.000423144-0.0521732j -0.013214-0.0737301j 0.0318756+0.144302j -0.0572859+0.00895388j 0.0207199+0.0474267j -0.153232+0.016528j -0.0138219+0.00918673j 0.0143745-0.0391821j -0.016268+0.111689j -0.0415075-0.0397042j -0.0233873-0.0237673j 0.00586114+0.0376912j 0.0026907-0.040198j 0.0168292-0.0264701j -0.011978-0.00545147j 0.00734564-0.00317205j -0.059836-0.023375j 0.0271377-0.0462984j -0.0163496+0.00800963j -0.028014+0.00766324j -0.0242423+0.0055715j 0.0210989+0.0117005j -0.0228633+0.0232821j -0.00850268-0.00756521j 0.00937911+0.0098895j 0.0363706-0.00493627j 0.0127838-0.0246134j -0.00387439-0.0376816j 0.0339076-0.0482224j -0.048828-0.0302161j 0.0141942+0.00650088j -0.0154637-0.025203j 0.0118079+0.0123798j -0.0154098-0.00254681j -0.0266677-0.00375844j 0.0294215-0.0319128j 0.000618004-0.00646922j -0.0149763+0.0479253j 0.032955-0.00789555j -0.0269165+0.0112442j 0.000205783-0.00919532j 0.00244647-0.0206997j -0.00876061+0.00337042j -0.00339109-0.00225191j 0.00629651-0.0195839j 0.0205264+0.00405004j -0.00423465+0.000895985j -0.00438278-0.0193794j -0.00584139-0.0154717j 0.0291699+0.000510377j -5.76755e-05+0.00163616j 0.00576276-0.00768189j -0.0135958+0.00561496j -0.00267896+0.00941377j 0.00665471-0.0102734j 0.00623731+0.00676482j 0.00664946+0.00958576j 0.00813155-0.00148821j 0.00923433+0.00804982j 0.00945557-0.0142654j -0.0107062+0.00262614j -0.000475289+0.00510355j -0.0202311+0.0101864j 0.00638672-0.00419003j 0.00272245-0.00187859j -0.00664396-0.00812804j 0.00104145+0.00686892j 0.00259686+0.0066224j 0.00455969+0.00752542j 0.00198817+0.00705603j 0.00112368-0.0171429j 0.0260022-0.0179704j -0.0234393+0.00432457j -0.00999353+0.024623j -0.0269587+0.0276998j 0.00208583+0.0320247j 0.0223993+0.0272954j -0.016869+0.013514j 0.00455031-0.0721645j 0.0604226-0.00764788j 
-0.023109-0.0104641j -0.0123948+0.0172311j -0.0116002+0.014095j -0.0250794+0.0279354j 0.0252571+0.0296729j 0.0343767-0.141959j 0.00585518+0.0115457j -0.00941831-0.0174497j 0.0027052-0.0334247j 0.0437941-0.0620434j 0.0271032+0.0196657j 0.0548191+0.00172441j -0.0427312-0.0304303j -0.00442684+0.0361591j -0.210111+0.0114762j -0.0115155-0.0867739j -0.124439+0.0764111j 0.0241695-0.0461365j -0.104438-0.0377123j -0.0370249-0.0158147j -0.103595+0.0573036j 0.091671+0.014506j 0.0246276-0.0161728j 0.0227313-0.0238238j -0.0410778+0.0354968j -0.0185714+0.0313074j -0.0125413-0.000450187j -0.00141396-0.00898585j 0.0582278-0.00448615j -0.00191079+0.0025439j -0.00949672+0.00634191j 0.0921212-0.0450612j 0.0119999-0.0120802j -0.00651473+0.00706273j 0.00612692+0.0232368j 0.0162689-0.0218091j -0.0381535+0.0294564j 0.0174996-0.00901034j -0.0253222+0.0111518j 0.0189494-0.00755144j 0.00986635-0.0155756j 0.00114648-0.0139918j 0.00301083-0.000509325j -0.00503098-0.0229748j 0.0129435+0.00345691j -0.00230367-0.0104247j -0.033639+0.0103825j 0.0125062-0.00289199j 0.00320476+0.00213376j -0.00114829+0.0064467j 0.0113894+0.00613266j -0.0090523+0.016813j 0.00481026+0.00921369j 0.00602377-0.00574411j 0.0103619+0.00123655j -0.0063237-0.0055805j -0.018431+0.00642025j -0.00606739+0.000123358j 0.00447065+0.00275758j -7.30365e-05+0.0079109j -0.00563181+0.00953788j 0.00323517+0.00623142j -0.00723105-0.00413284j 0.00765836-0.00613403j -0.00616795+0.00448042j 0.00825266+0.00130996j -0.00967765-0.00104368j 0.0107705-0.0194927j 0.00524685-0.000619095j 0.00140069-0.00278326j 0.00237542+0.00318893j 0.0127654-0.0113632j -0.00343331+0.00462188j 0.0052126-0.0137077j -0.0111601-0.0028961j 0.0111988+0.0131j -0.00918603+0.00719337j 0.00471478-0.0110237j 0.00134202-0.00560824j 0.00902076+0.0106149j -0.0120212+0.0279882j -0.0078674+0.00791088j 0.0120694+0.0170938j 0.00345586+0.010786j -0.0287404-0.0077878j -0.0099045+0.00629134j 0.00445615-0.012336j -0.0193351-0.0028731j 0.0124002+0.00342969j -0.0103227+0.00308402j 0.00696604-0.0112558j -0.0138393+0.00329262j 0.00376764-0.0027953j -0.0190698+0.0106059j -0.00839553-0.00357305j 
-0.0165307-0.00678979j 0.00246321-0.0120486j -0.0699632+0.0137642j -0.0344338-0.0590985j 0.0846531-0.0618034j -0.0727361+0.0826854j 0.0463606-0.0487833j -0.0790135-0.00159515j 0.025651-0.0321382j 0.0237599+0.0271776j 0.110513-0.0050316j -0.0738377+0.0697828j -0.0478637-0.0337912j 0.0297469-0.0349184j -0.0189117-0.0269782j -0.227374+0.0619291j 0.157484-0.0919475j 0.0185308+0.00352762j -0.296287+0.0149706j -0.0617323-0.00186189j 0.0179008-0.0427561j 0.023525+0.0316013j 0.0224388+0.0152j 0.0343678+0.00531057j 0.0117098-0.0100179j 0.00467652-0.0151727j 0.0131471+0.005218j -0.0146797+0.00561501j 0.0106761+0.0277469j 0.00121574+0.0124921j 0.00688695-0.00259333j -0.0119115+0.069188j -0.0124929+0.00821313j 0.0169056-0.00479654j 0.0304998+0.00651448j -0.0186572-0.00102297j 0.0209034-0.0121433j -0.00783384+0.012626j 0.00920932-0.010626j 0.0206416+0.0260232j 0.00466403+0.00836495j -0.00617819-0.00232956j -0.0292517+0.018452j 0.00586984+0.000125231j 0.0170875+0.00399608j -0.000426493+0.00416886j 0.0103912-0.0226107j -0.00254745-0.0143007j 0.0154694+0.00769037j 0.00435587+0.0023168j -0.00646535+0.0146244j -0.0165835+0.0179383j 0.00987935+0.0131774j 0.0196474+0.00746538j 0.009758+0.0101276j -0.012398+0.00252497j 0.00800752+0.00305064j -0.00578072+0.000307673j -0.00274948-0.00881792j 0.00331238+0.00578686j -0.0243861-0.00341801j -0.0216408+0.0102723j -0.00876513-0.00350482j -0.0149388+0.00196657j 0.00630772-0.0145342j -0.00318218-0.00807742j 0.019447-0.0082816j 0.0124604+0.00797826j 0.00605607-0.0108511j 0.00578071-4.29112e-05j -0.00639353-0.00578598j -0.00300957+0.00296593j 0.0140345-0.0214705j -0.00178021+0.00436148j 0.00430142+0.00651143j -0.00607654-0.0126645j 0.00306206+0.000275447j 0.0131131-0.00340227j 0.0132005-0.00795436j 0.00979115-0.00215519j -0.00255124-0.0193098j 0.000687548+0.000392049j 0.00573059-0.0109686j -0.00381523+0.0118551j 0.00256812-0.00173386j -0.000747584-0.00594939j -0.00448083-0.00991487j -0.00993659+0.00654497j -0.00420314-0.00383247j 0.00280743+0.00299636j -0.00347771+0.00621112j 0.00554833-0.00399947j -0.00347455+0.00770917j 0.006782-0.00179173j -0.00161243-0.00370189j 
-0.00805647+0.0182788j 0.0213332+0.0135212j -0.05163+0.0459851j 0.0309996+0.0605438j 0.0634371-0.0948166j -0.100796-0.168104j 0.0433816+0.0876153j 0.0174173+0.0123373j 0.0302957-0.0797573j -0.0114131-0.0373954j 0.00756275-0.00994703j -0.0302679-0.010709j -0.0251953-0.0159547j 0.0370352+0.0267607j 0.0132717+0.0254239j 0.107502+0.0470179j 0.10383-0.0912685j -0.0280116+0.0225535j -0.0343914+0.0366427j -0.0163016+0.0526854j -0.0849394-0.0719936j 0.0210456-0.0341678j 0.0479938+0.00564991j -0.0533509+0.00121638j -0.00930171-0.00509424j 0.0202082-0.0186153j -0.0139471+0.00461048j 0.0297069-0.000768116j -0.0500466-0.0175598j 0.00827927-0.00819835j 0.0105652+0.0101215j 0.0168756-0.0286879j -0.0237382+0.0153749j 0.0122837-0.0037191j 0.00332446-0.0238513j -0.000847214-0.00298471j -0.0283043+0.00520537j -0.0024392+0.016243j 0.00317626-0.00216593j 0.0177785-0.0308783j 0.00400216-0.0146606j -0.000758463+0.00404572j -0.000185249+0.0107832j -0.00731283-0.0130803j 0.0109078-0.0158839j 0.00446617+0.0106756j 0.0130511-0.00103902j 0.0107554+0.0045032j -0.00400108+0.010204j 0.00485606-0.00569097j -0.0164365-0.0148962j 0.0187498-0.00694363j -0.00259681+0.00524697j -0.0252562-0.00221553j -0.00959434+0.0010069j -0.00299985-0.00746229j -0.00464092-0.00502817j 0.00337502-0.0169553j 0.00160875+0.0151165j -0.00172077-0.00668035j 0.00633944+0.000622547j -0.000142519-0.00205066j 0.0114818-0.00261769j 0.00883336+0.0231804j -0.00183893+0.00525155j -0.00380243-0.0165726j -0.0186863+0.0124069j -0.00596938+0.00528562j -0.00414023+0.00699003j -9.89105e-06-0.00518248j -0.0102631+0.00510501j 0.00746023-0.000310071j 0.0120454+0.000685233j 0.0127425+0.0113389j -0.00792101-0.00774349j 0.00171127-0.0125505j -0.00421428-0.011065j 0.0115291+0.0148803j 0.00126814-0.00575501j -0.00611848-0.0205321j -0.0233613-0.0087471j -0.0161377+0.00102356j 0.0105321-0.00993438j -0.00401324+0.00231183j -0.0102337+0.0145964j 0.0132639-0.00250828j 0.0118938-0.0123027j 0.0155525+0.00909499j -0.0212387-0.012354j -0.0213551-0.00371839j -0.0172593+0.00806225j -0.0303353+0.0130325j 0.0154134+0.0167247j 0.0141787-0.00137515j 0.00281524+0.00353688j 
0.0221914+0.0208813j 0.00684239-0.00906527j 0.0164306+0.0556594j 0.0455101+0.0306739j 0.0120802-0.0765557j -0.0572129+0.0336483j -0.0143613-0.0163229j -0.0176998+0.00220683j 0.0306123-0.0325002j -0.0621569-0.0560773j -0.0336757-0.0671569j 0.0218209+0.0428975j -0.0172655-0.00615462j 0.0670005+0.0196425j -0.0527715-0.0610122j -0.0978687-0.094453j 0.0380108-0.0517954j -0.0638291-0.0346426j 0.0366956-0.0762632j -0.0370325-0.0160828j -0.00546335-0.0508022j 0.0348716-0.00894922j -0.0509828+2.26456e-05j -0.0540023+0.00892584j 0.0196075+0.0124043j 0.0152029-0.0155795j -0.0162092+0.033993j 0.0266723-0.0118953j 0.00113292+0.0219594j -0.0169942+0.00971726j -0.00521019+0.00108189j -0.0600628-0.0568175j -0.0127635-0.01268j -0.000476767-0.0244376j -0.00424595-0.00189844j -0.0217898-0.00872777j 0.0222963+0.0120569j -0.00888089-0.0228867j 0.00115122+0.0119159j -0.00266158-0.0321491j 0.00366941-0.0150025j -0.00754588-0.0140119j 0.0174841+0.00501338j 0.0136184-0.00812285j -0.0225674+0.0106153j 0.0147133+0.00895592j -0.00689313+0.0158378j 0.0223482-0.0111358j 0.00490387-0.039526j -0.00975623-0.0134354j 0.0132481+0.0125189j 0.00676836+0.00678864j -0.0113816-0.010864j -0.00565767+0.023853j -0.012201-0.0102576j -0.00139467-0.00790439j 0.00683094+0.00209788j -0.00419435+0.00347518j -0.00325521-0.00241086j 0.00230332+0.0124242j 0.0120589+0.00178459j 0.00352329-0.00475022j 0.00708565+0.00583938j 0.0002085-0.02197j 0.00754715-0.00296207j -0.004335+0.0116744j 0.00115838-0.0101286j -0.0119164-0.0175535j 0.00325282+0.00107436j 0.00978669+0.007486j 0.00635614+0.0117317j -0.00896072+0.00502411j 0.0131388+0.0082988j 0.00659377-0.0178484j -0.00155735-0.00460638j 0.000687434+0.0194395j -0.00109698+0.0178706j 0.0125213-0.00732136j 0.00151479+0.0192451j -0.00776976+0.00139254j -0.0149372+0.0091999j -0.00788748+0.0066459j 0.00396822+0.00141712j -0.00921069-0.00790055j -0.00619067-0.00977052j 0.0161954-0.00580155j 0.00181675-0.00356658j 0.00296434+0.00229697j -0.00670525+0.00158602j -0.00408905-0.0146259j -0.0149697-0.00115347j 0.00745365+0.00016139j 0.00374055+0.00411549j 0.0180769-0.00999284j 0.0241969+0.0220087j 
0.00481802+0.00679995j -0.00809856-0.0273131j -0.062152+0.0147106j -0.00330109-0.0509783j 0.0624519-0.061481j 0.0492492+0.190203j 0.00018172-0.060558j -0.012144+0.0375162j 0.115889-0.00494794j 0.0186807+0.0499502j 0.0120205+0.0217697j 0.0528726+0.042334j -0.0230191+0.0490173j -0.132729-0.0453059j -0.0880629-0.0258972j 0.0151932-0.0617413j -0.0663344-0.0297446j 0.0278437+0.147182j 0.070718-0.0319213j -0.014484+0.0207657j 0.103864+0.0717145j 0.036784+0.00862384j 0.00419607-0.015706j -0.0183413+0.0625501j 0.0133472-0.0340381j -0.0115034-0.0393142j -0.00439801+0.0253168j 0.0380267-0.0284124j 0.000597338+0.0229578j 0.00732044-0.000997563j -0.00799299+0.00144009j 0.0690295+0.015673j -0.00348842-0.00984292j -0.00608569+0.00809061j -0.00244847+0.00964096j 0.000967263+0.0113553j -0.0314564+0.0247452j 0.0164342+0.0160045j 0.00520095-0.00648867j 0.019583+0.00807065j 0.0125916+0.00595672j -0.000103723-0.00543833j 0.00923962-0.0180932j -0.00745349+0.0121979j -0.00137204-0.0107023j 0.00292744+0.0123398j 0.00885907-0.0184757j 0.0153401+0.0148107j -0.00324176-0.00696711j 0.0139568-0.00599769j 0.00383536-0.00921783j 0.00178764-0.00193055j -0.0180718+0.00245139j -0.00831638-0.00550674j 0.00566789+0.00888523j 0.00246232+0.0101702j 0.000642804-0.00897968j 0.00404366+0.00130958j 0.00226799+0.00713768j -0.00509298-0.00987959j -0.00610358-0.00569312j 0.00356333+0.0027629j 0.000423649-0.00615023j 0.00971069+0.000216959j 0.0124989+0.00844373j 0.0140974+0.00770988j -0.0150722-0.00986807j 0.00684185+0.0142767j 0.00634803+0.00810412j 0.00545392+0.000836486j 0.00795022+0.000763998j 0.0176085+0.00605755j 0.00728769-0.00434685j -0.00316737+0.00866002j -0.00669291-0.00452699j 0.00369747-0.0104218j 0.00683903-0.0157252j 0.0113681+0.0123991j -0.00568947-0.00729806j -0.0187273-0.0102926j -0.0070759+0.0148355j -0.00664172-0.00366675j -0.0249778-0.0137094j -0.00945326+0.0135374j -0.0199221-0.0113789j 0.0106615+0.00167712j -0.00978742+0.00289973j -0.00740817+0.00944351j -0.0103107+0.00929987j 0.0118529+0.00187348j -0.024635+0.00682988j -0.00590122+0.00962847j -0.00110494-0.00305712j -0.00589545-0.0126374j -0.00863629+0.00752107j 
0.0220049+0.0143721j -0.0177105-0.0187188j -0.00328651-0.0628486j 0.026086+0.0400958j -0.0470485+0.0490289j -0.0842376-0.129151j 0.0987891+0.113651j -0.0235558-0.00295211j -0.0123668+0.0353903j -0.0251071-0.035719j 0.0438744+0.0372227j 0.067898+0.0209267j -0.0652273-0.0533924j -0.181765-0.12225j -0.066127+0.00367369j -0.0734367+0.0843994j -0.111135-0.0333963j 0.0510042+0.0158707j -0.0284385-0.00648326j -0.00508714+0.00733817j 0.0620648-0.0775187j -0.00874671-0.00271556j 0.0084298+0.0392337j 0.0316062-0.0338001j 0.017222-0.000378105j -0.0504154-0.0358117j 0.0282034-0.00265837j -0.00111723+0.0326364j 0.0413741+0.00909683j 0.00796382+0.00629624j 0.0052838-0.0187063j 0.027813+0.0299925j 0.0256246+0.00286064j -0.0152638-0.0064472j -0.0207136-0.0271251j -0.0028955+0.0291267j 0.00517871-0.0384878j 0.000813719-0.00512684j 0.0152298+0.00123161j -0.00715346-0.0214492j -0.000951439+0.00584756j 0.000326331+0.0266952j -0.0120741+0.0120192j 0.00195019+0.0289385j -0.00634095-0.0184287j 0.00271132-0.00703608j 0.00950437+0.00882365j 0.00535268+0.00863342j 0.00889495+0.00289319j 0.000491062-0.00312174j 0.0117998-0.0112423j -0.0123854-0.000519319j 0.0122851-0.00288559j 0.0219438+0.00948692j 0.00565658-0.00886587j 0.0122279+0.01223j 0.0161879+0.00727735j 0.00117234-0.00491817j 0.00323169-0.00564307j -0.00343218+0.00056138j 0.0125338-0.00227071j 0.000978183-0.0126954j 0.000437333-0.00212853j -0.00961987-0.0151045j 0.00888144+0.00871408j -0.0134372+0.000976473j 0.00352801+0.00343975j -0.000163964-0.000301919j -0.00488868-0.00306743j 0.00478319+0.00738821j 0.00288602-0.00466937j 0.00698243+0.0065459j -0.0101274-0.0129472j 0.00526047+0.00218252j -0.00166509+0.00780598j -0.000581853-0.0160489j 0.00140797-0.00790553j -0.000129337-0.00365601j 0.0145545-0.0169034j 0.00477414-0.000745781j 8.09243e-05-0.00437671j -0.00618931-0.0133131j 0.0060895-0.0124559j 0.00310859+0.00802942j -0.00680728-0.00502476j -0.0181487+0.0110657j 0.00753609+0.00415232j 0.00550056-0.00400991j 0.00893718+0.00674871j -0.0127234-0.0158025j 0.00848562-0.00587653j 0.00547476+0.0108081j -0.000839426-0.00908376j -0.00133645-0.00972339j 0.0145073+0.0168894j 
0.0121907-0.0138041j -0.00425576-0.0071968j 0.00717203-0.0305892j 0.00657355+0.0179716j -0.0376506+0.0501906j 0.0114546-0.0745201j -0.00709994+0.0623949j 0.00860599+0.0166375j 0.00330183+0.00804923j -0.0576989+0.00488062j -0.0767672+0.0330711j -0.0120955+0.0386859j -0.00410807-0.0507405j -0.064025-0.0510642j 0.101895-0.204887j 0.0516967-0.0528056j -0.000492415-0.0580722j 0.0013801+0.0293739j 0.0877386-0.108226j 0.0247279-0.0356716j -0.0621158-0.0190847j -0.0336515+0.0784517j 0.00657113-0.0111456j -0.00494063-0.0120414j 0.0191658-0.0169813j -0.0305569-0.0338121j 0.00912476-0.0285843j 0.0127915-0.0153848j -0.0329786+0.0450515j -0.0131178+0.0320488j -0.00607581-0.00212175j -0.0586062+0.0829013j -0.0213869+0.0123978j -0.00912274+0.00987176j -0.012712+0.0437071j -0.00992753-0.0127013j 0.000384375-0.01035j -0.00766093+0.0102462j 0.0161367-0.00507591j -0.00396516+0.00644932j 0.00748556-0.00799311j -0.0124107+0.0127719j -0.0121304+0.0145731j 0.000711165-0.0134696j -0.00586709-0.000366061j 0.00635039+0.00987404j 0.0080858-0.0127748j -0.00619915-0.00909473j 0.00660545+0.00944161j -0.00314769-0.00379919j -0.00654915+0.0182236j 0.0129431+0.00853886j -0.00248514+0.0111503j -0.00404125+0.0186604j -0.00733021+0.00639502j 0.00500181-0.00342106j 0.00329896-0.00290147j -0.00411035-0.00634416j 0.00345045-0.00856481j -0.00826146-0.0097018j 0.0151784-0.0017537j 0.007975-0.00782922j 0.00446089+0.00164035j -0.00702763-0.00347628j -0.000697411-0.0114158j -0.0115151+0.00632634j 0.00572208+0.0018339j -0.0122407+0.0015096j -0.0020681+0.00176779j -0.0054767+0.0121831j 0.00429373-0.00121398j -0.00652763+0.00181227j -0.0146267-0.00949219j -0.00222074-0.00390601j -0.00043069-0.0107013j 0.00431994+0.00885827j 0.00900604+0.00420236j -0.00748752-0.0189962j 0.00202503-0.00762072j -0.000140866-0.00575527j 0.00254834-0.0168183j 0.000811203+0.00891948j 0.00682838+0.00203533j -0.00402117+0.00741076j 0.00403604-0.0218249j -0.0065252-0.00232666j 0.00726137+0.0059606j 0.00930248-0.0105171j -0.00322298-0.00163863j -0.00900474-0.00237199j 0.00386183+0.00309151j 0.00510343-0.0129836j 0.0102868-0.0064605j 0.00211824-0.000897652j 0.0071941-0.00683283j 
0.00331658+0.0133516j -0.00257855+0.00784431j 0.0455181+0.0289097j 0.0533074+0.0432982j -0.0155033-0.0169797j 0.0422168+0.0258296j -0.0239376-0.0548047j 0.0417501+0.0372877j 0.0717142+0.0366971j -0.14872-0.0317847j -0.117181-0.0654664j -0.00246959-0.00613556j 0.0337183+0.0219537j 0.0483016-0.0305743j -0.1423-0.0143131j -0.211384-0.0135281j 0.030217-0.0455615j 0.079781-0.0314244j 0.0243041+0.0879084j -0.0135997+0.0292067j -0.00664327-0.0138635j 0.0116946-0.0257035j -0.0258999-0.0310379j -0.0401923-0.0183035j -0.00849891+0.0321727j -0.023717-0.00200127j -0.00870982-0.023008j -0.0105983+0.00269455j -0.0417401-0.0204967j -0.0113586+0.00131792j -0.0383363+0.00236187j -0.0678102-0.0466377j -0.00451667-0.00130171j -0.0100112-0.00222449j -0.00231062-0.00494793j -0.0215555+0.00526688j -0.00813803-0.00841272j -0.0204964+0.00850826j 0.00627772-0.00813424j -0.0306077-0.0186445j -0.0143628+0.0029493j -0.00620538-0.000883628j 0.00328175-0.00432619j -0.0124773-0.00991004j -0.019456-0.00602356j 0.00741194-0.0026338j -0.00297837+0.00707622j 0.00429655+0.00295413j -0.00296476-0.0156001j 0.00122344-0.012756j 0.0144193-0.00425574j -0.00862737-0.0107413j -0.00537986-0.00820614j -0.019386+0.0124955j -0.0101714-0.0116727j -0.000897175+0.00350237j -0.0257901-0.00334318j 0.0048964+0.00182194j -0.00151994+0.00691317j 0.00373167+0.00138041j -0.00208469+0.000755483j 0.00509732-0.0079529j 0.00453207-0.00518052j -0.0159433-0.0105734j -0.00653639-0.00599699j -0.0208922-0.00949114j 0.0218926-0.00819478j -0.00243346-0.00714743j 0.00148583-0.0129569j -5.76093e-05+0.00705856j 0.00525691-0.00258875j -0.0126495+0.0203377j 0.00693717+0.0177662j 0.0117791+0.0110009j 0.00220527+0.00630878j -0.012627+0.00769952j -0.0112136+0.00141292j 0.00794305-0.00340022j -0.0150659+0.0321874j -0.00652846-0.019832j 0.00446199-0.0058103j -0.0136843-0.0126185j -0.00856872-0.0193504j 0.00423433+0.0161216j 0.000277126+0.00476156j -0.0191368+0.000423377j -0.00373746+0.00593141j 0.00345048+0.0130646j -0.00339072-0.0271462j -0.0053937-0.0100068j 0.0142506+0.00498342j -0.00187071-0.00869522j 0.0115892-0.000753089j -0.0143962+0.0036017j -0.00656115+0.00691931j 
-0.00780218+0.00490336j -0.00597294-0.00354444j -0.0088536-0.00919571j 0.0106032+0.00284832j 0.0197266-0.0136427j -0.0153111+0.0243458j 0.0278888-0.0192106j -0.0357701+0.00236961j 0.025827+0.0224993j 0.0129396+0.00312867j 0.0229047-0.00875195j 0.0496302+0.0138971j -0.0267526+0.00421729j 0.00664956-0.0236876j -0.145995+0.0593682j -0.0653876+0.0477434j -0.129825+0.0251239j -0.0269241-0.00704378j -0.0130791+0.0209973j -0.0173168+0.0132234j 0.0384518-0.0206756j 0.0373468-0.0214965j -0.0140604+0.0197053j -0.00664789-0.0266838j -0.00830783+0.0174854j -0.00528741-0.0143832j -0.00801675-0.0163425j -0.00945874+0.00748636j 0.0326175-0.0338554j 0.00717897+0.00803934j -0.0147103-0.0110646j 0.0235073-0.00561478j 0.0320068+0.00230028j -0.0119623+0.00574375j 0.0010479+0.00232572j 0.00359391-0.0220208j -0.0108841+0.0182234j 0.0128792-0.00780644j -0.0131946+0.0117454j -0.00305807-0.0150372j -0.0119539+0.0221301j -0.000643793-0.00631379j 0.0159085-0.000872865j 0.000657703+8.59281e-05j 0.00133264-0.010785j 0.0030826-0.00315808j -0.0167852+0.0114357j 0.0144893+0.0117306j 0.00336465+0.00128718j -0.00145397-0.00239754j 0.0163275-0.0128818j -0.0108666+0.000292706j 0.00651511+0.00309562j 0.000934449-0.00514991j 0.00346828-0.0104124j 0.00175223+0.00180569j 0.00141401+0.00844187j 2.22155e-05-0.00326272j 0.00282975-0.00781236j 0.00166111+0.00342278j -0.00111276+0.00171571j 0.00360917-0.00582429j 0.00405886+0.00161256j 0.00121012-0.00607472j 0.00106059+0.0149612j 0.00342245+0.00194963j -0.00497645-0.00233366j 0.000536524+0.000381391j 0.00328954-0.00846857j 0.00767835-0.0120852j -0.000288166+0.00842965j 0.00489731+0.00130284j 0.00326799+0.00783855j 0.00230143+0.0143939j -0.00321661+0.0136583j 0.00178047-0.00702941j -0.0104242-0.00361322j 0.00228686+0.00173234j 0.00388692+0.00396543j -0.00201075+0.00592788j -0.0106947+0.000223731j 0.00513918-0.00677929j -0.00542159-0.0147404j 0.00756907-0.0368872j 0.0158371+0.0156549j 0.0173995-0.00537947j 0.0100078+0.00519649j 0.0113891+0.000463231j 0.0106632-0.00478484j -0.00215063-0.0115427j -0.000560179-0.00307611j -0.00712634+0.00475969j -0.00397272-0.00550609j -0.00957548-0.00418227j -0.00785131+0.0127472j 
0.0140587+0.0132925j 0.000962426-0.00638154j 0.00426285-0.0071981j -0.00474467-0.032921j -0.026831+0.0288592j 0.0168643+0.0282111j 0.00856139-0.0263211j 0.0846656-0.0473187j 0.0127738+0.0577546j -0.0354255-0.0511314j 0.093106+0.0213895j 0.0686403-0.0728582j -0.0485756-0.0129217j -0.00601374-0.100801j -0.02037-0.0177571j 0.111512-0.178593j 0.0635341-0.0743475j 0.129388-0.0541546j 0.0172895+0.0325679j 0.00441293-0.0241197j -0.0254902+0.0228716j 0.0246637-0.0107082j 0.048281-0.0309171j 0.00422382+0.0118366j -0.0351646+0.0322147j -0.0173957-0.0267993j 0.0136677-0.0127561j 0.0207363+0.000639037j -0.00704947+0.0164883j 0.0282957-0.0120439j 0.0260948-0.00910671j 0.0913096-0.0050284j -0.0353802+0.0158589j 0.0125039-0.0144074j 0.00131965+0.0175704j 0.0211546-0.00326295j -0.0225956+0.00613201j -0.00561254+0.00602771j 0.0193027-0.0160655j 0.0297294-0.023835j 0.0222945-0.00769253j 0.0184136-0.0122565j -0.0103863-0.00220863j -0.00236723+0.0122753j 0.0123788-0.00789765j -0.00424839-0.00615153j 0.0225941-0.0158769j -0.010922+0.0130001j 0.00404803+0.0041206j 0.0170119-0.0190597j 0.000507615-0.0148105j -0.00668077-0.00440875j -0.0188401-0.0163394j 0.00136755+0.0173839j 0.00191016+0.00114031j -0.00359532+0.0108054j -0.0160766+0.00151161j 0.0105982-0.0157241j -0.0240593+0.0250995j -0.00279865-0.00693822j -0.00968963+0.0053323j -0.022749+0.0134468j 0.0140325-0.00703578j 0.0129844+0.000631634j -0.000624116-0.0095868j 0.0157072-0.00331859j 0.00455051-0.00736427j 0.0057211+0.000544513j 0.00171595-0.00561962j 0.0022726+0.00453762j 0.00392717-0.0100875j 0.00375267+0.000187742j -0.00847722-0.00778111j 0.00784029-0.0176091j -0.01094-0.00709096j 0.00823504+0.0134248j 0.00459028-0.00907491j -0.00222442-0.00225576j -0.00344681-0.000652089j 0.0068567+0.0100477j 0.0030663+0.0265255j 0.00544323-0.00286198j 0.0156387+0.00594457j -0.00594886-0.0155741j 0.00163203+0.00586883j 0.0131696-0.0104672j 0.0144686-0.0127916j -0.00770533+0.0119168j 0.00893482+0.0121777j 0.000334017+0.00842232j -0.0109976+0.000485831j 0.00420939+0.0191403j -0.0160007+0.0071913j 0.0068336+0.00184873j 0.00159016+0.00236867j 
