0.0172166-0.00652415j -0.00688599-0.0106353j 0.0128778+0.0324166j 0.0341581-0.0148514j -0.0167983-0.00902117j -0.0614162+0.0183851j 0.0274596-0.0161005j -0.0207124-0.00989874j -0.0290552-0.0487581j -0.0284925+0.0310135j -0.00249248-0.00875729j 0.0286748-0.0324933j -0.0129593+0.0256342j -0.0281977+0.028446j 0.0331738+0.000911149j 0.000423144-0.0521732j -0.013214-0.0737301j 0.0318756+0.144302j -0.0572859+0.00895388j 0.0207199+0.0474267j -0.153232+0.016528j -0.0138219+0.00918673j 0.0143745-0.0391821j -0.016268+0.111689j -0.0415075-0.0397042j -0.0233873-0.0237673j 0.00586114+0.0376912j 0.0026907-0.040198j 0.0168292-0.0264701j -0.011978-0.00545147j 0.00734564-0.00317205j -0.059836-0.023375j 0.0271377-0.0462984j -0.0163496+0.00800963j -0.028014+0.00766324j -0.0242423+0.0055715j 0.0210989+0.0117005j -0.0228633+0.0232821j -0.00850268-0.00756521j 0.00937911+0.0098895j 0.0363706-0.00493627j 0.0127838-0.0246134j -0.00387439-0.0376816j 0.0339076-0.0482224j -0.048828-0.0302161j 0.0141942+0.00650088j -0.0154637-0.025203j 0.0118079+0.0123798j -0.0154098-0.00254681j -0.0266677-0.00375844j 0.0294215-0.0319128j 0.000618004-0.00646922j -0.0149763+0.0479253j 0.032955-0.00789555j -0.0269165+0.0112442j 0.000205783-0.00919532j 0.00244647-0.0206997j -0.00876061+0.00337042j -0.00339109-0.00225191j 0.00629651-0.0195839j 0.0205264+0.00405004j -0.00423465+0.000895985j -0.00438278-0.0193794j -0.00584139-0.0154717j 0.0291699+0.000510377j -5.76755e-05+0.00163616j 0.00576276-0.00768189j -0.0135958+0.00561496j -0.00267896+0.00941377j 0.00665471-0.0102734j 0.00623731+0.00676482j 0.00664946+0.00958576j 0.00813155-0.00148821j 0.00923433+0.00804982j 0.00945557-0.0142654j -0.0107062+0.00262614j -0.000475289+0.00510355j -0.0202311+0.0101864j 0.00638672-0.00419003j 0.00272245-0.00187859j -0.00664396-0.00812804j 0.00104145+0.00686892j 0.00259686+0.0066224j 0.00455969+0.00752542j 0.00198817+0.00705603j 0.00112368-0.0171429j 0.0260022-0.0179704j -0.0234393+0.00432457j -0.00999353+0.024623j -0.0269587+0.0276998j 0.00208583+0.0320247j 0.0223993+0.0272954j -0.016869+0.013514j 0.00455031-0.0721645j 0.0604226-0.00764788j 
-0.00304821-0.0100146j 0.000444383-0.0107705j 0.00589126+0.016168j -0.0240159-0.0262669j -0.00550266+0.0158235j 0.00988939+0.0900038j -0.000117735-0.0374336j -0.00656984-0.00595938j -0.0488895-0.00104647j -0.00424715+0.0457291j -0.0216524+0.00830061j -0.0164196-0.00116373j 0.0133997+0.0265665j 0.00376574+0.0118009j 0.00386932-0.00269056j -0.0140377-0.0261685j -0.0534104-0.00195691j -0.0238479+0.055132j 0.0227256+0.0207843j 0.0102026+0.0187854j 0.0228451+0.0858447j 0.00711623-0.00402527j -0.000917045-0.0543401j 0.0570155+0.0316845j -0.00189029-0.00275768j -0.00478671+0.00780256j 0.00389485+0.000932377j -0.020259-0.0171568j -0.0126884+0.0239924j -0.0019067+0.00119446j 0.00850553-0.00651299j -0.00496089+0.00267487j -0.0253332+0.00241245j 0.00146376+0.0100511j 0.00398364+0.0102451j 0.00906383+0.00448933j 0.0177703+0.0107546j 0.00485691+0.0171343j 0.0083782+0.00408391j -0.022159-0.010973j -0.0167839-0.0208497j -0.0111294-0.00565315j 0.00168911-0.0119367j 0.002502-0.0157146j 0.0448357-0.00963369j -0.0092258+0.000689109j 0.0176744-0.0130249j -0.0126115-0.000660706j 0.00875735+0.00877636j -0.00428122+0.00871921j -0.0160378-0.0106763j -0.00916575-0.0033053j 0.0109248+0.0109523j -0.0212899+0.00177385j 0.00505025+0.00832002j 0.0120961-0.00454865j 0.0203388-0.0267073j -0.00271342+0.00904516j 0.00289713+0.000371438j -0.0021335-0.0123869j -0.0144737-0.0177762j 0.0106391+0.0117456j 0.00576162-0.0106985j 0.00813033-0.00272388j -0.0173287+0.00623658j -0.00827284+0.0101553j 0.00219122+0.00546191j 0.00171705+0.0103823j 0.00545509+0.0012682j -0.00519512+0.00613334j -0.000223427-0.00124238j -0.0128273-0.00849425j -0.00470226+0.00373665j -0.0101735-0.00286501j -0.00897707-0.00699465j 0.0063446-0.0126165j -0.0101943-0.000259142j -0.00156467+0.00112597j 0.00351037-0.000635486j -0.00110779-0.0103071j 0.00969792-0.00096064j 0.00410091+0.0116735j 0.0201724-0.00919749j -0.00297497-0.00271788j -0.00306372-0.0140818j -0.0126826-0.00137716j 0.00301999-0.00476728j 0.0010384+0.002643j 0.0123949+0.00750891j 0.0057043+0.0344561j 0.018464+0.0157174j 0.00392717+0.00635769j -0.00101804-0.00777719j 0.0182257-0.0175399j -0.0413614-0.0170438j 
-0.00794163+0.00934935j 0.00449084-0.00304217j -0.00851406-0.0242662j -0.00162234-0.00202486j 0.00784027+0.0169435j 0.0308467+0.0314227j -0.00723113-0.0262632j 0.00247607-0.00888964j 0.0419013+0.0632122j 0.0104564+0.0237183j -0.0102047+0.0237655j 0.0372433+0.0138785j 0.00965281+0.00783935j -0.017163-0.0105167j -0.014091+0.00316338j 0.0241819+0.030998j 0.0359581+0.028441j 0.00974349-0.0232229j 0.00415344-0.0107536j -0.0171562-0.00825295j 0.0354941+0.0375234j 0.0117426-0.00905631j 0.00763994+5.51848e-05j -0.0314912-0.0580113j -0.00618422+0.0432292j 0.00885669+0.0107338j -0.0163591-0.0189026j 0.014824+0.0117922j 0.00867365+0.0402359j -0.0121934-0.000891738j 0.0133748-0.0190445j -0.000799719+0.0200484j 0.0239834+0.0356127j -0.00118121+0.00557883j -0.00493423-0.00408713j -0.0134386+0.00605329j -0.00970682+0.0147213j -0.00748897-0.00162929j 0.00959028+0.0105509j 0.00229296-0.0174503j -0.00591758-0.00223451j 0.00318675+0.0163361j 0.0158079+0.0183808j 0.0115986+0.0251317j -0.00802902-0.00342561j -0.00370856+0.0106986j -0.00462509-0.00888503j 0.000112966-0.00350212j 0.00448281+0.00122629j -0.00129847+0.00972989j 0.0194618+0.0142112j -0.00201452-0.00120734j -0.0119625-0.0261933j -0.00642715+0.0131962j -0.00341398-0.00418299j 0.00523464-0.00242274j 0.00269711-0.00582222j -0.0118905+0.011223j 0.00812102-0.0222942j 0.0074563-0.00644147j -0.0140888+0.000887706j -0.00629517-0.000342081j 0.00381352-0.00317307j 0.0151915-0.000953776j 0.000105042+0.0152967j -0.00830514+0.00430172j -0.00111168-0.000112946j -0.000611873-0.00611383j -0.0035157-0.00493702j 0.00680759+0.00738532j -0.00395009+0.00341126j -0.00578898-0.00411334j 0.00413109+0.0105429j -0.012093-0.0134527j 0.00171652-0.000135011j 0.00157327-0.00298875j 0.00231783+0.00197465j -0.00470714+0.00672515j -0.00733215-0.00995984j -0.00194591+0.0067929j 0.0113686+0.00184074j 0.0014117-0.00671615j -0.0134076-0.0341631j -0.00843931-0.00599961j -0.0113284-0.00820224j 0.00476057+0.0227222j 0.00217712-0.000803981j 0.00430151-0.0113308j 0.0226008-0.00258666j 0.00558531-0.0196781j -0.0145069-0.0106451j -0.0118716+0.00438551j 0.00901505-0.0255292j 0.0206195+0.0206745j 0.0126394+0.0264981j 
-0.0150557+0.00630312j 0.015636+0.00352447j 0.00870256-0.00569535j 0.00283844-0.00286837j 0.00595904-0.0156411j -0.0412233-0.0271454j 0.0290313+0.00765774j 0.0150208-0.00422003j -0.0257418-0.0142214j -0.0399438-0.0550241j 0.0194052-0.0223072j -0.0652786+0.00415992j -0.0123156-0.0166159j 0.0442501-0.0258671j -0.0411922+0.0441085j -0.0156175-0.0705061j -0.0324094+0.0387937j -0.0502496-0.084854j 0.0699737-0.00224366j 0.00711319-0.049367j -0.0263649+0.0758864j 0.0253604-0.00990959j 0.0213682+0.0109854j 0.047264+0.0145266j -0.0357544+0.0425086j -0.0135186+0.00530779j 0.00817241+0.00950244j -0.00651396+0.0182946j -0.0681972-0.0305106j 0.0214705-0.013675j 0.022421+0.0115993j 0.0074866-0.0513254j -0.0718596-0.0138267j 0.0240573-0.0100277j 0.0240029+0.0129607j 0.00111481-0.0120643j 0.00731235+0.00896583j -0.000751025-0.0177847j 0.0120315+0.0251361j 0.020539-0.0113866j 0.00761514-0.00781835j -0.00859398-0.0176077j -0.00243605-0.0115323j -0.0166484-0.0133083j 0.0315937+0.0188546j -0.0152333-0.00581183j 0.0297819+0.0275159j -0.00849197+0.00441347j 0.00762854+0.00752253j -0.00435168+0.000301285j -0.0251116-0.00561891j 0.0177784+0.0048101j 0.00662817-0.00520049j -0.00590278+0.00672061j 0.00333536-0.00502448j -0.0102951+0.00973388j 0.0108547+0.00948643j 0.00356173-0.0121699j 0.00690563+0.0139292j 0.00304128+0.00657367j -0.0096076-0.00291155j -0.00317419-0.00373838j 0.00769775-0.0114787j 0.00144781+0.00408346j -0.0222284-0.0148775j 0.00119133+0.00316641j 0.00785176+0.0101833j -0.00425539+0.000245265j 0.00657644-0.00113121j -0.00801128+0.00696658j 0.00402829-0.000889055j -0.0123708-0.00951702j -0.0116639-0.00141418j -0.00413761-0.0116473j -0.01854-0.000564034j 0.00715911+0.0052426j -0.0142157-0.00902584j 0.00694769+0.00280919j 0.00366763+0.000907998j -0.00449676-0.00149341j -0.0111508+0.0104339j -0.00949962-0.0087985j 0.0133581-0.000817778j 0.000947208+0.00880018j 0.00277817+0.0258903j -0.00102999-0.00548577j -0.0119264-0.0151971j -0.00302933+0.00508367j -0.00165431-0.0240265j 0.023942+0.0160903j 0.0106418-0.00252562j -0.0110891+0.00781872j 0.0266832+0.0206666j 0.0130461+0.0222677j -0.0113414-0.00924607j 
-0.00433861+0.00108593j 0.00190954+0.00112136j 0.0215411+0.00697736j 0.00760958+0.00314021j -0.0225529-0.0181386j -0.0452406-0.00276885j 0.0193447+0.012061j 0.0215799+0.061311j -0.0381689-0.0114217j 0.00206404-0.00673136j -0.00311606-0.00836023j -0.0229411+0.0371271j 0.0231861+0.004662j 0.0125409+0.045093j -0.0355396-0.0487429j 0.0077374+0.0303352j -0.0101696+0.0662494j -0.00575609+0.0306001j -0.0331446-0.0409804j -0.00431366-0.0239525j 0.00336248-0.0184406j 0.0181984+0.0505991j -0.025182+0.0220921j 0.0090161-0.005335j -0.0233693-0.014106j -0.016746+0.00384833j 0.01485+0.00274168j -0.0299871+0.01865j 0.000476997-0.0110615j 0.0158078+0.00117651j 0.0236857+0.0093073j 0.00866074-0.00820289j -0.0404853-0.0421659j 0.0119231+0.00782449j 0.0186209+0.00658845j -0.00380956-0.0237005j 0.00705691-0.0155001j 0.0147137+0.00420549j -0.00245694-0.0054991j 0.0221271+0.0207179j -0.0115106+0.0115667j -0.0164357+0.0163059j 0.00771685+0.000325885j -0.00480527-0.00978393j 0.000360879+0.0101323j -0.00567951-0.00665238j 0.0025403+0.0126675j 0.0138044-0.00733319j -0.0018519+0.0207163j -0.00534088+0.00759785j -0.00743585-0.00658482j 0.0146468-0.00474912j 0.00875793-0.0122521j 0.00357114+0.00682455j 0.00281-0.00247925j 0.000681453-0.00178552j 0.0118444+0.00361393j 0.00143383-0.00210861j -0.00355937-0.00495171j -0.00178576-0.00423003j 0.00134734-0.00411411j 0.00899015+0.0038277j 0.00425437+0.0125999j -0.0104979+0.0109846j -0.010344-0.00142814j 0.012363+0.00451005j -0.00537405+0.0094584j -0.000400308-0.0056782j -0.00209957+0.00141847j 0.0111262+0.00147331j 0.000633155-0.00581951j -0.0044579-0.0130426j 0.000428116-0.000146945j 0.00426257+0.00645132j -0.00514455+0.000794195j 0.00445737+0.00933149j 0.00642325-0.00732146j 0.00740931+0.00550494j -0.00440347-0.00511601j -0.000813766-0.0182566j -0.00106077-0.0104181j 0.00350363-3.8909e-05j 0.00976002+0.00789984j 0.00114682+0.00432661j -0.00887947+0.00869303j -0.000455881+0.000305976j 0.00235063-0.014157j 0.000876887-0.0189499j -0.00421609+0.00744468j 0.00629978+0.00206867j 0.00669213-0.00639238j -0.00367555-0.00375j 0.0054002+0.000638847j -0.00246139+0.00344827j 0.00550405-0.0137754j 
-0.000732691-0.00775766j 0.00304603-0.00128957j -0.0123438-0.0333834j 0.0193282-0.0267095j 0.0138894+0.0557712j -0.0150127+0.0378306j 0.0174487-0.0241747j 0.0078683-0.0154772j 0.0252371+0.08053j 0.00250358-0.0184492j 0.0128702+0.0139507j -0.00100542-0.0366682j -0.0273902+0.00826871j 0.0303882-0.0012729j -0.0165022+0.0308756j 0.0150651-0.00545912j 0.0259997+0.0143401j 0.0037842+0.0122112j -0.00609342+0.0249275j 0.00594761+0.0155119j -0.0302195+0.0116208j 0.00350932-0.00635729j 0.00525465-0.00983175j -0.0412877-0.0174043j -0.0220904+0.00700067j 0.00132902-0.0226271j -0.0119933-0.00822777j -0.00509303-0.00518733j -0.00434215+0.00165205j 0.00829605+0.00800419j 0.00234659-0.00155525j 0.00386315-0.0103924j 0.00983912-0.0132856j 0.00731049+0.00316705j 0.00901283+0.0110508j -0.00303832-0.0106247j -0.0237098+0.00103218j -0.00674769-0.0113049j 0.00682413-0.00368946j 0.00565976+0.00355662j 0.0105613-0.0182492j 0.00686156-0.0160683j 0.0132303+0.00324805j 0.000883838+0.00866549j -0.00745069+0.00847701j -0.00760832+0.0127249j -0.0135132+0.00591702j 0.00273854-0.00334176j -0.0111523+0.00217799j -0.00644654-0.00401779j 0.0120884+0.00764608j -0.00992114+0.0060691j 0.00511638-0.019918j -0.00933914-0.00840632j -0.00894977+0.000522327j -0.00353295-0.000105734j -0.00130382+0.0087622j 0.00709765+0.0070954j -0.00314803-0.00121112j 0.000245325+0.00284566j -0.00860946-0.00423761j -0.00550803-0.000757527j -0.00156289+0.0111888j 0.00219215-0.00514695j -0.00917329-0.00661569j -0.00116753+0.00986576j -0.000801142+0.00194195j 0.00789407+0.00104938j -0.00389371-0.00761518j -0.00344896+0.018073j 0.00965814-0.0122779j 0.0136219-0.00698059j 2.96572e-05+0.00357336j 0.0117249-0.0150439j 0.00614563+0.00293953j -0.00298639+0.00872661j 0.00700988+0.0139625j -0.00260594+0.000895628j -0.0162646+0.00355664j 0.00790016-0.0130308j 0.00107728+0.0070698j 0.0044828-0.000203312j -0.0018205-0.0143013j -0.00169194+0.00137266j 0.00349146-0.00296072j -0.000968422-0.00174564j 0.0133232+0.00013833j -0.0067241-0.00663702j -0.00369883-0.0115911j -0.00879945+0.00224305j -0.00148981-0.00293483j -0.0128422+0.000975663j 0.00340471-0.00630554j -0.00738189+0.00578651j 0.0156263-0.00806593j 
0.00715969+0.013035j -0.00878512+0.0033927j 0.0273911+0.0122687j 0.000255752+0.0200541j -0.034376-0.0175773j -0.00525019-0.0452502j 0.021827+0.0131019j -0.000983322-0.0262652j -0.0470547-0.00304978j 0.00690114-0.0272938j 0.015049-0.00169311j 0.021682+0.0145626j -0.0195851+0.0115541j 0.0114158-0.00716904j 0.0107212+0.0125243j -0.0265831+0.00351836j 0.0056712-0.0164573j 0.0490622-0.0281604j -0.0473825+0.0159288j 0.00257615-0.00199749j -0.0225238-0.043699j 0.00141024+0.000854803j 0.0119385+0.00504517j 0.0295338-0.0113783j -0.0364034+0.00624858j -0.0177036-0.00786663j 0.0255547-0.0104123j -0.00961594+0.0169993j -0.0067953+0.0162857j 0.00128869+0.0196488j 0.0218672+0.0140013j -0.00747522-0.0125909j -0.00437746+0.0155985j -0.00664924+0.0140719j 0.00645719+0.00370323j -0.00758512-0.0275381j -0.0217328+0.0211531j -0.00611314-0.00549696j -0.0220879+0.0032207j 0.0254495-0.00889638j 0.0013222+0.0128001j -0.00272327-0.0101827j -0.0111455+0.00357832j -0.0108279+0.00899685j -0.0203098-0.0184079j -0.00634755+0.0037683j -0.000871799-0.0102762j 0.0091278+0.00234493j -0.0147791+0.000826526j -0.00693208-0.0176282j 5.19663e-06+0.00224329j -0.0021455+0.0161217j 0.0248024-0.00829315j 0.0120411+0.0065012j 0.00221437-0.0109602j 0.00178533+0.00808305j -0.00732642+0.00391301j -0.00433174-0.0108229j 0.0065315+0.00270595j 0.0117315+0.00873841j 0.00261599+0.0169587j -0.00406399-0.00483085j -0.000977575-0.00268804j -0.00730902-0.00819284j -0.00608217+0.0163033j 0.00148352-0.00422979j 0.00248403-0.000241555j -0.000547187-0.010556j -0.00316396+0.000215706j 0.0032797-0.00440129j -0.00421058-0.000837791j -0.0018582+0.00145015j -0.0039848-0.00159606j -0.00111843-0.00295366j -0.000452439-0.00413128j 0.00790664-0.00411601j 4.70206e-05-0.0149466j -0.0121342-0.0106083j -0.00481325+0.0140584j -0.0206991+0.00276416j 0.00212659-0.00254358j 0.000496404-0.002207j 0.0088547+0.00784282j 0.00121485+0.000898875j -0.00160744+0.000325592j -0.00615302+0.00255313j 0.00127311+0.00406352j -0.00440303-0.00809773j 0.0145578-0.00722164j -0.00229267-0.0143014j 0.00583409-0.00171063j 0.0026333+0.00978518j 0.0121758-0.00707476j -0.0346406+0.0109071j -0.00209243+0.00784222j 
0.00652593+0.00170893j 0.00247818+0.00399353j 0.00393759-0.00752185j 0.00797604-0.000761897j -0.017478+0.00371212j -0.0238981+0.018294j 0.0166064-0.0214318j -0.00450927+0.00952301j -0.0271549+0.0214221j -0.00403765+0.0175831j -0.0280824-0.0083258j 0.0129556+0.0264826j 0.0159433+0.00704792j -0.024431-0.0208787j 0.0089739-0.00927116j 0.0264981+0.0472954j -0.0231303-0.0126742j -0.0391112-0.0573382j 0.0091458+0.0427361j -0.0126693-0.00815556j -0.0515047+0.0198261j -0.00757851+0.00144469j 0.00216023-0.0134077j 0.0113335-0.0372911j -0.00852854+0.0141354j 0.000522989+0.0193645j 0.0231971-0.00616034j 0.00846008+0.0113544j -0.00621019+0.0124301j -0.0233419-0.0133455j 0.0190978-5.3591e-05j 0.0115366+0.00918589j -0.016323+0.000605741j -0.0305414-0.0243677j -0.011879-0.0126985j 0.00948628+0.0120516j -0.0246305-0.0195472j 0.0029702+0.0138213j -0.00958636-0.016871j 0.0331249-0.00392802j 0.000874845-0.0119993j -0.003577+0.0165878j 0.00246187+0.0148135j 0.0104955+0.0265418j 0.00168355+0.0105861j -0.00500831-0.0273198j 0.00843557-0.00106221j 0.00902705+0.00497967j 0.000473664-0.00715567j 0.000694109+0.0147877j 0.0138914+0.0225991j -0.00462483+0.00815495j 0.00234845-0.0176299j 0.00908268+0.0132383j -1.08154e-05+0.00132677j -0.00102269+0.00627616j 0.00676823+0.00346829j -0.00629582+0.00560471j 0.00329825-0.00645067j 0.00671951+0.0149257j -0.00409951+0.00146657j 0.00272601+0.000520709j 0.000295798+0.00464392j 0.00274193-0.000684457j 0.000432616-0.000227696j -0.00943198+0.00725478j 0.00321296-0.00119651j 0.00135122-0.0048687j 0.000275732+0.000244954j 0.00560101+0.001854j -0.00186295+0.00367178j -0.00666455-0.00319465j -0.00592472+0.00495586j 0.00183072-0.00966679j -0.000347493+0.0093752j 0.00625674+0.00334834j 0.00457956-0.000398504j -0.00110361+0.00118522j 0.0024395+0.00137206j -0.000513127-0.00261223j -0.0075706+0.00321841j -0.0001355+0.000283894j -8.06833e-05-0.00926503j 0.00547693-0.00322515j 0.00348001+0.000834832j -4.39037e-05+0.0154102j -0.00202499-0.00645433j 0.000597042-0.0120881j 0.00218995-0.00734915j 0.000435777+0.000766852j 0.00290097-0.0164758j -0.00705974+0.00544475j 0.0234522-0.0151821j -0.0066104+0.0177782j 0.01601-0.00284474j 
-0.00264017-0.0025381j 0.00964464+0.00231187j 0.00148487+0.010692j -0.00798029-0.00453942j -0.03297-0.0228368j 0.0109429+0.00515988j -0.0158368-0.0110236j 0.0262947+0.0321033j -0.0306902-0.0274534j 0.00683405-0.0377941j 0.00743586-0.0202075j 0.015486+0.041046j 0.0105801-0.00812367j 0.0146308+0.00648267j -0.0562005+0.000362794j 0.0375513+0.0260154j 0.0444785+0.01124j -0.00704205-0.012711j -0.019728+0.0200718j -0.0174745-0.00986608j 0.0465285+0.0124151j 0.00446213+0.0235669j 0.0103133+0.00124422j 0.00624703+0.00613811j 0.0117766+0.00309307j 0.0244418-0.00896285j -0.0041069+0.00698462j -0.00117258+0.00454511j -0.0188037-0.00406441j 0.00352381+0.00618879j -0.00326484+0.0146068j 0.00559895-0.0141182j -0.023476-0.0370735j 0.0139026+0.0061566j -0.00812049+0.00854025j 0.0210772-0.0162392j 0.0196412-0.00424964j -0.00880568+0.0112844j 0.0178836+0.00265354j -0.0100276+0.00713931j -0.00657146-0.000611856j -0.00258007-0.020674j -0.00340273+0.00467572j 0.00720737-0.00690905j 0.0223811+0.0169207j -0.00778512-0.00706637j 0.0272367+0.00514345j -0.00580112+0.00731586j 0.00336749+0.00269474j 0.0206914+0.00400867j -0.00861589-0.00625166j 0.00894953+0.00619215j -0.0010217-0.000956885j -0.000246221-0.00410696j 0.00126976-0.0062029j -0.00233476+0.00529598j -0.000610327+0.00492705j 0.00405234+0.000624406j -0.00789469+0.00963015j -0.000548319-0.000730227j -0.00576706-0.00757061j -0.00490085+0.00895894j 0.000696641-5.86232e-05j -0.000527228+0.00483618j -0.00901215-0.020977j -0.0142001-0.00405723j -0.0101946-0.0052437j -0.000333739+0.00369666j 0.00309681-0.00334425j -0.00488482-0.00585051j -0.00500382+0.0103799j -0.00352678+0.00643389j -0.00119133+0.000221391j -0.00926695+0.0065491j -0.0158046-0.00292608j -0.00804563+0.000480222j -0.00700244+0.00504938j -0.0123549+0.0175544j -0.00261088-0.0129106j 0.011549+0.00769403j -0.0027866-0.00198144j -0.00294614+0.00309988j 0.00345908+0.0118033j -0.00199652+0.00180063j -0.00459756+0.0043397j 0.00647122-0.00105991j 0.00472547+0.00439389j -0.000166911+0.000797912j -0.00744385-0.00368166j 0.00979819+0.00955441j -0.0033256-0.00428494j -0.0010048-0.0109426j -0.00794966+0.0177129j 0.0252446+8.50294e-05j -0.00923363-0.00527803j 
0.00118041-8.32281e-05j 0.00477133+0.00364074j -0.00775008+4.42145e-05j -0.000316091+5.82504e-05j 0.0246085-0.0165579j -0.0241647+0.0157463j 0.00767133-0.00892473j -0.0198508+0.0255828j 0.0173086-0.016826j -0.0311799+0.0243036j 0.0244168-0.0332097j -0.0271603+0.00845364j -0.0202178-0.00700677j -0.00537419-0.0260917j 0.0213085+0.00653716j -0.0574095+0.0230286j 0.0245767-0.0100726j -0.0234068-0.0410394j -0.00425554+0.00195126j -0.00943224-0.013505j 0.00066699+0.0320303j -0.0047236+0.0199676j 0.00217124+0.00722027j 0.00822095-0.0171231j 0.0112972-0.00279687j -0.000961692-0.00267019j 0.00980207-0.0250238j 0.0147681-0.00174357j -0.00300263-0.0050228j -0.012189+0.0200386j 0.00313858+0.00262054j -0.000730164+0.0218815j -0.0222004+0.014471j -0.0167904+0.0240302j -0.00497818+0.0155665j -0.00269477-0.00595838j 0.003177-0.00146695j 0.00621204-0.00124918j -0.00723726+0.0181049j 0.00473203-0.0128103j -0.00100686+0.0128899j 7.07452e-05+0.011166j -0.00489344+0.0182626j 0.0183766-0.00514037j 0.0112342+0.00856765j -0.0122444-0.0136575j 0.00693456-4.64413e-05j 0.0116741-0.0130825j -0.010038+0.00126337j 0.013179-0.0111726j 0.00384766-0.00968002j 0.00447665+0.00419199j -0.00475149-0.00267649j 4.28272e-05+0.00585729j 0.00197696+0.00132542j -0.00324006+0.00345524j 0.00541124+0.00652783j 0.00677576+9.21524e-05j 0.00917402-0.000991415j 0.00324319+0.00896155j -0.00382579-0.00137858j 0.00425449+0.00287105j -0.0036985+0.00241709j -0.00174342+0.0100643j 0.00222431-0.0144428j -0.00461017+0.0157676j -0.00495193+0.00509919j -0.00234345+0.000773159j 0.00129676-0.00535484j -0.0105644+0.000622286j 0.00417918+0.00705461j 0.00814197-0.000480243j 0.00729805-0.00366021j -0.00247336-0.00334901j 0.000413859+0.0132729j 0.00425994+0.00183657j -0.00162847+0.00504779j 0.00762258+0.00991714j -0.00382222-0.00764203j 0.012635-0.000846697j 0.00671181+0.0057795j -0.00470801-0.00195083j 0.00368443-0.00293678j -0.00218979-0.00338114j 0.00955849+0.00138344j 0.00432105+0.00420563j -0.00394312-0.00812711j 0.000148529-0.0040324j 0.00239461-0.00139314j 0.00665833+0.00573983j -0.00102092-0.00989413j 0.00134553+0.000248946j 0.00674515-0.00108284j 0.00709349+0.00979112j 0.00910472-0.00474517j 
0.00182284-0.00728635j 0.0012617-0.000561873j 0.0156631-0.0114611j 0.00626032+0.00443001j -0.0269091-0.00402161j 0.0421471+0.0424973j -0.0310963-0.0154202j 0.00561148+0.00643916j 0.0123592-0.00699171j -0.0160899-0.0206213j -0.00256236-0.0436031j -0.0170882+0.0220808j 0.00119357-0.017072j 0.00283555-0.0055961j -0.0203217+0.00218696j -0.00527339-0.00313071j 0.0281397+0.0124986j 0.00678408+0.0604645j 0.0221366+0.0264603j 0.00167083+0.019837j -0.0226051+0.0079694j -0.013414-0.0247338j -0.00128129+0.00565818j -0.0269659+0.0460916j 0.0147931-0.0113421j 0.0132859-0.0147814j 0.0055325-0.000462432j -0.00821381-0.00626044j -0.00442555-0.00936544j 0.00089459+0.00861555j -0.00416703-0.00527236j -0.024018-0.0121024j -0.0142832-0.0183701j 0.000384993+0.00610328j 0.00933094-0.011441j -0.0169231-0.00928907j -0.0163929-0.00627993j 0.0111353-0.00444198j -0.0161643+0.00449926j 0.00610653-0.00917686j 0.00542277-0.0164253j -0.0148827-0.00811984j 0.00906022-0.0130776j -0.00977003+0.00386823j -0.0104305-0.0116686j -0.00886198+0.00256736j -0.00621904+0.00624134j 0.0101781-0.00768629j -0.000361014-0.000968219j 0.00633324-0.00147292j 0.00624302-0.00234678j -0.00426455-0.00188458j -0.00375151+0.00652893j -0.00269031+0.000258951j -0.00476277+0.000360769j -0.00152376-0.0109649j -0.00443358+0.00206795j 0.00756972+0.00364642j -0.00443361+0.000885824j 0.00891005-0.00348483j -0.00406326-0.0134725j -0.00409209-0.00741651j 0.00326187-0.000610101j -0.00161107-0.00269841j 0.0133054+0.00728815j -0.00150804-0.0104213j -0.00349748-0.00293537j 0.00283984+0.00099247j 0.00629295+0.003861j 0.0032269-0.00667348j 0.00265268+0.00495399j -0.00435247+0.00387845j 0.0110835-0.00100936j 8.38786e-06-0.0066288j -0.00481601-0.0152694j -0.00320598-0.000959386j -0.00982137-0.00424674j -0.00604131-0.00165452j 0.00203105+9.3421e-05j -0.0080485-2.33634e-06j 0.00191745+0.00434102j -0.00548803+0.0111199j 0.000720955-0.000630033j -0.00548302+0.0018558j -0.00175912-0.00119511j -0.00343082-0.00968714j 0.000126822+0.00612965j 0.00676615-0.00662942j -2.90335e-05-0.00159126j -0.00414298+0.001147j -0.00265941+0.00684208j -0.00231245-0.00416877j -0.00492015-0.000711557j -0.0127327-0.00105183j -0.00144036-0.00675981j 
