0.0119728-0.00609632j 0.00562249+0.00463796j 0.00586124-0.00502784j -0.00831242-0.000423244j 0.004584-0.0014038j 0.00142163+0.00328261j 0.00699943-0.0064204j -0.00544224-0.00250273j -0.00666764-0.00157405j -0.000179657+0.00350824j -0.00274734-0.00233342j 0.00175441-0.00688698j -0.00402024-0.00313614j 0.00102437+0.00541379j -0.00284245+0.00132664j 0.004217-0.00365254j -0.000960059-0.00301318j 0.00306013-0.00321j -0.00208844-0.00353043j -0.0023345-0.00160662j 0.00625156+0.000179909j -0.00219416-0.00544629j 0.000163518+0.00447707j -0.00304191-0.000514546j 0.00311137+0.00196381j -0.00282023-7.99426e-05j 0.00197913+0.00125543j 0.00124995-0.000797336j -0.00130467+0.00181918j -0.000706859+0.00190305j -0.0017123+0.00147319j -0.00403773-0.00256725j 0.00250477+0.000731276j 0.00231272-0.00227357j -0.00060469-0.00090501j 0.00079977-0.000746455j 0.00338952-0.000371705j 0.00176605-0.0024548j 0.00270981-0.00317394j -0.00625942+0.000303339j -0.00146271-0.00235235j -0.00309671-0.000688215j -0.00411055+0.00340693j 0.003926-0.00420036j 0.00192829-0.00215297j 0.00448073-0.00446381j -0.00621582+0.00458084j -0.000415218+0.00668523j 0.00397007-0.00812594j 0.00601851-0.00500508j 0.00194939+0.00192212j 0.0060282-0.00716149j -0.0043779-0.00140222j -0.00145873+0.0102958j 0.00641303+0.00304054j 0.0112931-0.00577694j -0.00379925+0.00772742j 0.0069777-0.0025722j -0.00864527+0.014231j -0.00256428-0.0106288j 0.0192092+0.0118169j 0.00626592-0.0140725j 0.00446233+0.00365535j -0.0015314+0.00945086j 0.00649541-0.0138966j 0.0238587+0.015541j 0.0121274-0.0133769j 0.0277194-0.000657781j -0.0481977+0.0126483j 0.0200517+0.0494939j 
0.0021372-0.00282545j -0.00229673-0.00414792j 0.00242975-0.000497161j 0.00156942-0.00139323j -0.00112489-0.0140152j 0.00251465+0.013341j 0.000644002-0.017973j 0.00311024-0.0162351j -0.00107377-0.0218395j -0.014255+0.00835515j -0.00457057+0.00426322j -0.00948985+0.0286263j 0.0256125+0.0332904j 0.00880033-0.0305686j 0.0137853-0.011061j -0.0180666-0.0242837j 0.00633375+0.00751832j 0.00269398-0.0120686j -0.00898153-0.0168498j -0.0154357-0.0121946j 0.0190004+0.000436259j 0.00417338+0.00828296j -0.00839583-0.0107801j 0.0235503-9.51937e-05j -0.00379437-0.00544584j -0.0122763-0.00183505j 0.0226137+0.00558652j -0.0120198-0.00429139j -0.0117239-0.00237884j 0.00482226-0.00182968j -0.0129375-0.00208578j 0.00269208+0.00310728j 0.00225769-0.00196812j 0.00184997+0.00178033j -0.00775532+0.00511914j 0.00204328-0.0106069j -0.00839933-0.00655005j -0.000729585+0.00255779j 0.00696226+0.00144784j -0.00133144+0.00526005j 0.00512781+0.000154351j 0.00350439-0.00170242j 0.00620468+0.0050864j 0.00362747+0.00374339j 0.00573565+0.00013358j 0.00771471+0.000263049j -0.00100993-0.000782673j 0.00214131+0.00309559j -0.00226809-0.00157578j -0.00345673-0.002722j 0.00107837-0.00301993j 0.00312494+0.000562141j -0.00192428+0.0028335j 0.00387644+0.000754036j -0.00413527-0.00429429j -0.00421887-0.000732231j -0.00261874+0.00263491j 0.000245369-0.00247374j -0.000813122-0.00127463j 0.00222954-0.000970576j 0.00566693+0.00115568j 0.0025372+0.00159872j 0.00088905+0.00195799j -0.00265309-0.000288002j 0.000512425-0.00338167j 0.00158483-6.25989e-05j -0.000467283+0.000944668j 0.0012503-9.25707e-05j -0.000417383+0.00239905j -0.00218977-0.00321578j 
2.51237e-05-0.00284728j 0.0020636-0.00301085j -0.00333754-0.00262302j -0.00276662-0.0013621j 0.00397067+0.00084575j 0.00823319+0.014845j 0.0054115-0.00849035j -0.00988007-0.0203601j 0.000216424+0.00932418j -0.00310217+0.0112775j -0.0139299-0.0249732j 0.0450356+0.0013219j 0.00398669+0.021866j 0.0128712-0.00360561j 0.000174838+0.00404382j 0.0190522-0.0129981j 0.0317624+0.0062194j -0.0167824-0.00129923j -0.0263728+0.0055802j -0.0173869-0.012258j -0.010949+0.00280174j 0.00406992-0.0127438j -0.00202208+0.00105221j -0.0162078-0.00590713j -0.0031407+0.00110184j -0.0238649+0.00212439j -0.0159462-0.00928766j -0.00396131-0.00273222j 0.0093549+0.0109945j -0.00184178-0.000867256j -0.0207207+0.00539136j 0.00831892-0.0033259j 0.00274442-0.00214708j 0.00814676+0.000781358j -0.00159718-0.000674636j -0.0096603+0.0190479j 0.00997627+0.0086592j 0.00397875-0.00554565j -0.00622799-0.00298263j -0.00469056-0.00385426j 0.000936216-0.00219786j 0.00136319-0.00277408j -0.000716067-0.00476094j -0.0036595-0.00242805j 0.000832546-0.00404864j -0.00641489-0.00232876j 0.000916014+0.00246766j -0.00213131-0.00111763j -0.00104377+0.00488595j 0.00949609+0.00317182j -0.00652389-0.00199527j -0.00396705-0.0012305j -0.0057677+0.0025778j -0.00464369+0.00089537j 0.005245+0.00478481j 0.000580371+0.00246979j 0.000264448+0.000831711j -0.00362712-0.00194246j -0.000861425-0.00454153j -0.0007906-0.00630554j -0.0044917-0.00433072j 0.00162246-0.00299403j 4.78773e-05-0.00176512j -0.000956106+0.00210445j 0.00100505-0.000416586j 0.000342446-0.00223934j -0.00086233+0.00020064j 0.000539604+0.00103376j -0.00227337+0.000650174j 0.000421588+0.00281611j 
-0.00271628-0.000486551j -0.000162191-0.00355589j 0.000694604-0.000116545j -0.000860731-0.0047742j -0.00570068-0.0221384j 0.00971737+0.00409232j -0.00297317-0.00897796j -0.00250654-0.0177912j -0.00956806-0.0259114j 0.00673841-0.00423433j -0.0498085+0.00540306j -0.00245893-0.00905956j -0.0234022+0.0121638j 0.00642768-0.00926527j -0.0140624-0.0064356j 0.0187191-0.013138j 0.00289298+0.00380989j 0.0175742-0.0175988j 0.0281427-0.00373587j 0.00491621-0.00171355j -0.0251209-0.00736079j 0.00327676-0.000983155j 0.000615558-0.00829912j -0.0198001-0.00184333j -0.00356204+0.0049057j 0.00988803+0.00845016j -0.0115477+0.00341978j 0.0209001+1.89612e-05j 0.00494334-0.00498938j -0.00355101+0.000589606j 0.0165331+0.0143912j -0.00640023-0.00661283j 0.0084315-0.00167138j -0.0206774-0.00689941j 0.00611414+0.000892334j 0.0070395+0.00250064j 0.00700405-0.00340015j -0.00351517-0.00638075j -0.00540267+0.00302776j 0.00122455+0.00110876j -0.00635867-0.00337172j -0.00476216-0.00291497j -0.00922499-0.00125954j -0.000348626+0.00294436j -0.00657232-0.00224536j -0.00364332+0.00154782j 0.00471051+0.00283818j -0.00396673-0.0020021j 0.00346698+0.0038308j -0.00219776-0.00739428j 0.0014961+0.00421148j 0.00190736-0.003325j -0.00366168+0.00260918j -0.00159644+0.00291757j 0.00314869-0.0061869j 0.00361632+0.00263656j 0.00239713+0.000457179j 0.00128406+0.00192862j 0.00108111-9.44765e-05j -0.00203963-0.00200084j 0.00361864+0.00364535j -0.0013969-0.00329465j -0.000966758-0.000149125j -0.00178156+0.00126456j 0.000291051-0.0033358j -0.000881869+0.000992626j -0.00202331+0.00359523j -0.00231664-0.00226838j -0.000412414+0.00226907j 0.00169642+0.00134868j 
-0.00156856-0.00177025j -0.00110376+4.75171e-05j 0.000210555+0.00739689j -2.58272e-05+0.0112156j 0.0157913+0.0252656j -0.00251437+0.0332274j -0.00781376-0.0139676j -0.00665878+0.0248222j -0.0263934-0.0122717j -0.00112347-0.00907564j 0.0100063+0.0373477j 0.00772902-0.00661226j -0.00666399-0.013159j 0.0208392-0.00880325j -0.0112087-0.0225895j -0.00220141-0.0125399j -0.00371792+0.00633907j -0.0114237+0.0257528j 0.00532335+0.00296892j 0.0148385-0.00535596j -0.00682046-0.00283172j 0.0115374-0.00984174j -0.0025219+0.00280636j -0.000182027-0.00738012j 0.00118467+0.0105268j -0.00110517+0.0045547j 0.000190524-0.00169787j -0.00113399-0.0025647j -0.000355608+0.000477964j 0.0016959-0.00239876j 0.00759079-0.00156714j -0.00378974+0.00294091j -0.00275793+0.00346325j -0.00420683-0.00199983j 0.00103139-0.00119355j 0.0012474+0.00172883j 0.000345569+0.00264571j -0.00227766+0.00263448j -0.00129791-0.00422669j 0.000811402-0.00517323j -0.00175133+0.00195558j -0.0021026-0.00703985j -7.20878e-05-9.56503e-05j 0.0017765+0.00384958j -0.00127577-0.00172105j -0.00299383+0.00392442j 0.00219379-0.00478063j -0.000265399+0.00134376j 0.000511636+0.00154997j -0.00280286+0.00267478j 0.000329934-0.000720304j -0.00577119+0.00227824j 0.00050059+0.00360041j 0.000773779-0.00190482j -0.00264591+0.00662177j 0.00202729+0.0011104j 0.000419736+0.00300776j 0.000505637+0.000828218j -0.000632266-0.00462121j -0.000158973-0.00225709j -0.00185631+0.00036837j 0.000132517+0.00298889j -0.00116429+0.000243953j 0.000672644+0.00144823j -0.00177304+0.00207516j 4.77185e-05-0.00444625j 0.0037363-0.00149073j 8.34043e-05-0.00350398j 4.91628e-05+0.00174397j 0.000646101+0.00091483j 
-0.00162761+0.00205555j 0.000354202+0.000848946j 0.00282535-0.00542703j 0.00356048+0.000860147j 0.00203661+0.00440139j -0.0124225-0.00684942j 0.00450887+0.0112614j 0.00547179+0.0112538j -0.0166625+0.0242712j 0.000812634-0.0229254j -0.0122186-0.013204j -0.024894-0.00450699j 0.0381698-0.00432232j 0.0380198+0.00719903j -0.0190275+0.00906964j -0.00396245+0.00412417j 0.0340622+0.00254377j -0.0175059+0.010677j 0.00785287+0.00655007j -0.034341+0.00446927j -0.0169394+0.00245328j -2.24881e-05+0.00570213j -0.0201902-0.00769283j -0.000594471-0.00531617j -0.00119822-0.000838604j -0.0174385-0.00487724j 0.00993737+0.000278477j -0.00742422-0.0117716j 0.00298151+0.00392639j 0.00538729+0.000195876j 0.0051421-0.00440266j 0.00114774+0.00289707j 0.0131+0.00508285j -0.0107338-0.000457392j -0.00193169-0.00115845j 0.00243457-0.00332906j 0.00454075+0.00412279j -0.00348749+0.00161421j -0.000996851-0.00227322j -0.00484-0.00461629j -0.00142836+0.000856884j 0.00037063+0.00241427j 0.00371585+0.00317307j 0.00297285-0.000655759j 0.00330468+0.00203106j 0.00139401-0.000512914j 0.00631423-0.00043851j -0.000623276-0.000295775j -0.00221838-0.00297823j -0.00300571+0.00166359j 0.003247+0.00096592j -7.62189e-05+0.00119846j -0.00551551-0.00574414j 0.00390865+0.00132608j -0.00166693+0.000562158j -0.000173878-0.00322637j -0.00239205-0.00112673j 0.00108919+0.00055901j 6.08379e-05-0.000518769j -0.00195666+0.00189567j 0.0081185+0.00470698j 0.00252938+0.00284968j 0.000561912-0.000666962j -0.0050919-0.00472014j 0.00116106+0.00413369j 0.000444252+0.00099181j -0.000499475-0.00204104j -0.00165662+0.000279992j 0.000791427-0.000157435j 0.000302926-0.000805066j 
0.00141453-0.000727695j 0.00294046-0.00128064j 0.00328104+0.000617866j 0.00532977+0.000912568j 0.00548638+0.0045676j 0.000483318+0.0063423j -0.00447997-0.00228771j 0.0107343+0.0272238j -0.00701992-0.0244142j 0.0502819-0.00673593j 0.0147345-0.00588661j -0.000837617-0.00259645j 0.019057-0.0199722j -0.0123004-0.0101267j 0.0310292-0.00503283j -0.000165491-0.00451602j 0.0215709-0.00551743j 0.00740039+0.00621682j -0.0239108-0.00250044j -0.0235717-0.00836314j 0.0042318+0.000910121j -0.0168902+0.0142363j 0.00454701-0.00597124j 0.0087273-0.00789366j -0.00446157-0.00396122j -0.000655107-0.000267927j -0.000886948-0.00103487j 0.0252642+0.00730576j 0.0105227+0.00148253j -8.5254e-05-0.000633255j -0.0094323+0.0015472j 0.00222237+0.00388066j 0.00352244+0.00911792j 0.00169837-0.0040667j 0.00175473+0.00373199j 0.00118786+0.0012253j -0.00465722-0.000892815j 0.00309094+0.00290897j -0.000964716-0.00318508j 0.00660526+0.00128014j 0.00341001+0.0013182j 0.000416285-0.000763746j -0.000179971-7.34589e-05j -0.0018867+0.00087422j 0.00155357+0.00221833j 0.0032802+0.00108778j 0.00429767+5.02719e-05j 0.00104513+0.000988213j 0.000783805-0.00335494j -0.00187773-0.000602951j -0.00290806+0.000418783j 0.00873341+0.00203455j 0.00117616-0.00251458j -0.00288336-0.00127535j 0.00124427+0.000633414j 0.00123584-0.000667789j -0.000874808+0.00181474j -0.00230016+0.0011173j 0.00388764+0.00465233j -0.00423268+0.000583966j 0.00224904+0.00540963j -3.67835e-06-0.00153539j 0.00498915+0.00177053j -0.00100029-0.00296413j -0.000580167-0.0013124j 0.00142409+0.000232818j -0.00433077-0.00518839j -3.50886e-05-0.00279246j -0.0011826-0.00104703j -0.000431426-0.00107821j 
0.0016222+0.00756164j 0.00152449-0.00516814j -0.00808691-0.00468953j 0.00531415+0.0332381j -0.00978309-0.0356703j -0.00690471+0.0282857j -0.00301336+0.0528756j -0.0405001-0.0383046j -0.00185516-0.0116657j 0.00472531-0.00136457j 0.01072+0.0290973j -0.00330233-0.0252674j -0.0026427+0.01009j 0.00278454-0.00460025j 0.00202692-0.000481023j -0.0144426+0.00815689j 0.00165201+0.00345442j -0.00194529+0.00122404j -0.00175439-0.00316221j -7.72373e-05-0.0033339j 0.0033749-9.50364e-05j 0.00593869+0.00164395j 0.00147257-0.00528231j 0.00981557-0.00274404j -0.00368398-0.0046701j -0.00426901+0.00513674j 0.00178912-0.00467623j 0.00146053-0.000488794j 0.0036021-0.00101332j 0.000776201-0.00243571j 0.00166908-6.62793e-05j -0.00115+0.00212538j 0.000143303-0.000790152j 0.00095204+0.00355338j 0.00256175-0.00245048j -0.00291625-0.00279407j -0.0036506+0.00111571j 0.00138729-0.00190451j 0.00178706+0.00104917j 0.00242271-0.0013708j -0.000196961+0.00140584j 0.000885926+0.00198274j 0.00138282+0.00312948j 0.000519055-0.00119763j 0.00319062+0.00236877j -0.00159455+0.00270417j 0.00316547+0.00452717j 0.000457883-0.00300677j -0.00299241+0.00189892j -0.00265967-0.00124686j 0.00164466-0.000258543j -0.000387724+0.000711159j 0.000319129+0.000225502j -0.000745271+0.00010265j -0.00349233-0.00210795j 0.001924-0.00200637j -0.00122825-0.0053596j 0.000584095-0.00263379j 0.00251891+0.000477377j 0.00114587-0.00168899j -0.00178964+0.00387802j 0.00177696+0.00431626j 0.00023503+0.00597683j -0.000732228-0.000225231j -0.00231553+0.000643402j 0.000952185-0.00116079j 0.0017529-0.00320818j -0.000315274-0.0019382j -0.00135992-0.00132452j 0.00170839-0.00259641j 
-0.0011532+0.00752076j 0.00197099+0.00795132j 0.00605322+0.0450829j 0.0167669+0.00586053j 0.0193976+0.0143721j -0.0198598-0.0142409j -0.0225643-0.0345249j 0.00465565-0.0504956j 0.0212936-0.00795181j 0.0188878+0.000404305j -0.00592921+0.00783873j -0.0103346+0.0153304j 0.0163194+0.0177062j 0.00659997+0.00493015j 0.0132781-0.0110689j -0.00430274-0.00660438j 0.00343801-0.00113859j -0.000157634+0.00850051j 0.00266361+0.00327937j -0.00918851-0.000524418j 0.00741884-0.00381315j -0.00488467-0.00293679j 0.00288553+0.000912036j 0.00367791-0.0012304j -0.00226901+0.00407195j -0.00241003-0.00127611j -0.000131882+0.00194745j -0.00285008+0.00271408j 0.00355991+0.00119996j 0.00205622-0.00142419j 0.000506452-0.00285573j -0.00124787+0.00319378j -0.00250345+0.00410635j 0.000434475-0.00256602j -0.000479584+0.00387734j 0.0014469+0.00282276j 0.000239879+0.00160413j -0.000982882+0.00338222j -0.00123193-0.00189662j 9.09945e-05+0.00187403j -0.000731632+0.00198681j 0.000514428-0.00239913j -0.000237463+0.000250115j -0.00189205+0.00509861j -0.00136477+0.00134068j -0.00372512+0.00272161j 0.000392721+0.000378549j 0.0016667+6.11354e-05j -0.000540687+0.00106652j 0.000152905-0.00064601j -0.00037295-0.00279388j -0.00182769+0.00550379j -0.000153122-0.00181981j 0.00113668-0.00511279j 0.00160706+0.00225333j 0.0010005+0.00236934j 0.00125967+0.00133816j -0.000545568+0.000328419j 5.48471e-05-0.000860675j -0.00175459+0.00249143j -0.00354635+0.000494025j -0.00255375+0.00600535j -0.00175328-0.00149393j 0.000488218-0.00370218j 0.00118986-0.00464506j 0.000502616-0.00205261j 0.000591045-0.000464471j 0.001236-0.00241567j 0.00164383-0.00444277j 0.00136899+0.00155374j 
-0.00123783-0.000505953j 0.0038801+0.0011682j 0.00928496+0.00477622j -0.00859516-0.014376j -0.00844463+0.00829486j -0.00441471-0.0164106j 0.0172427-0.0078992j 0.0230963-0.0351834j -0.0425651-0.00358193j 0.0150076-0.00661444j 0.0451897-0.00710704j -0.0128756+0.00453362j -0.0298979-0.00206481j -0.00845107+0.0130113j -0.0058618+0.00176794j -0.0192575-0.00638285j -0.00366346+0.000672874j -0.00938332+0.00147676j -0.00867733-0.00549271j 0.0121671-0.00568285j 0.00214779-0.0007673j 0.0204441+0.00679517j 0.00222948-0.00157109j 0.0143245+0.0122816j -0.00453379-0.00459543j -0.00665203-0.00504281j 0.00206677-0.000281017j 0.00994861-0.00423036j 0.00251903+0.00185735j 0.00144023+0.00146093j 0.00382481+0.00504636j -0.00282338-0.0006979j 0.00164802+0.00103197j -0.00164975+0.000183074j 0.00571757+0.00171398j 0.00087652-0.00532327j -0.00615822-0.00452336j 0.00203537+0.00334037j 0.00142029-0.00166075j 0.00553886-0.00189412j -0.000101996-0.000858271j 0.00276385+0.00203186j -0.000293561-0.00125654j -0.000257542-0.000284815j 0.00462029+0.00201586j -0.00348503-0.00289021j 0.0045817+0.00278127j -0.000367661+0.000501139j -0.00739746-0.00250402j -0.00325208-0.00472431j 0.00447978+0.00243353j -0.00345462-0.00481733j 0.000500893-0.00246215j -0.0010011+2.12529e-06j -0.00779646-0.00357153j -0.000542661+0.00433404j -0.00167746-0.000761109j 0.0031681+0.00240672j 0.00821261+0.00439474j 0.00350746+0.00110128j 0.000109655-0.0033053j -0.00047878+0.00225442j 0.000676641-0.000104046j -0.00127044-0.000121443j -0.00240594-0.00291167j 0.00153153+0.00210149j 0.000863895+0.00521122j -0.00222642+0.000511732j -0.00133689-0.00250844j 0.000335893+0.00307752j 
-0.00526272-0.00192727j 0.00148889-0.0053996j -0.00778765-0.0112887j -0.0123095-0.00703885j 0.0170294-0.00378437j 0.0281771+0.0148967j 0.0394189-0.0307461j -0.0304937+0.000681678j 0.00171806+0.00588241j 0.0176506-0.00123031j 0.0274399-0.00108246j -0.0287266-0.00861548j 0.0332515-0.0100462j 0.0064934+0.00263389j 0.0245298+0.00379258j -0.00965907-0.0153979j 0.00881404+0.00881306j 0.0283937+0.00364027j 0.0105429+0.00130711j -0.00889756-0.013472j 0.0245081+0.00463657j 0.00947342-0.00813279j 0.00679225+0.00128434j 0.00424352+0.00108523j -0.010524+0.000141123j -0.00292007+0.00202667j -0.010114-0.00335312j -0.0043865-0.00502033j 0.0111848+0.00555869j 7.15405e-05+0.000237591j 0.00297275+0.0063911j 0.00078632-0.0017082j -0.000684022-0.00294804j 0.00753296+0.000460101j -0.000377092-0.000744081j -0.00166174+0.0044913j 0.00264082+0.000291356j 0.000741732-0.00204343j -0.00212719-0.00193124j -0.00598488-0.00227814j 0.00175895-0.000432162j 0.0024234-0.00137779j 0.00194085+0.000515981j -0.00311317+0.000370277j 0.00664582-0.000948416j -0.00669559-0.00151175j 0.00247886+0.00185667j 0.000342956+0.00139721j -0.00864254+0.000919405j 0.00334745-0.00134094j 0.00674722+0.00136728j -0.00342124-0.00207731j 0.00259075+0.00389464j -0.00116223+0.00221836j 0.00101035+0.00186665j 0.00221426+0.00131901j -0.002363-0.00107753j 0.00274363-0.000375401j 0.00256006-0.00100553j -0.000432017-0.00463206j -0.0050859-0.00330171j 0.00120375-0.00343031j 0.000282786+0.000331386j 0.00156478+0.00382597j 0.00344853+0.000793428j -0.00102836+0.00103921j 0.000246214+0.00229642j -0.00151394+0.00170333j -0.00114759+0.00283397j 0.00316507+0.00329836j 
0.00224369-0.00171758j 0.00727422-0.00290394j -0.00142589+0.00424726j 0.00295807+0.00176651j 0.0255045+0.0122549j -0.0262028+0.034954j 0.0324673+0.0136585j 0.0358919-0.00395086j 0.0300344-0.00584907j -0.00702144-0.00224694j -0.00181957-0.00278259j -0.0140413+0.00185494j -0.0297124-0.00216494j 0.0384154+0.00131921j 0.0184815+0.00917376j 0.0391362+0.000302111j -0.00999416+0.00334624j 0.0106569+0.0167867j 0.0109126+0.0042602j 0.0189125+0.000307192j 0.0026175+0.00616682j 0.00296673+0.00811945j 0.00690022+0.000208086j 0.00651268-0.000402159j 0.000652545-0.00209291j -0.0100515-0.00260115j 0.00272408-0.00483506j 0.000574415+0.00063433j -0.000184934+0.00483758j 0.00288827+0.000841342j -0.0132807+1.3941e-05j 0.00360652+0.00217713j 0.00548622+0.00255478j 0.00228013+0.000821062j -0.00479746+0.00017307j -0.000540984-0.000111928j 0.00211616+0.00214614j 0.0037582+0.00301635j 0.000389686-0.00253129j -0.00245875-0.0031436j 0.00304654+0.00161343j 0.00705234+0.000773566j 0.00125738-0.000744522j -0.00411427+0.000390418j 0.00494016+0.00334766j 0.000762526-0.00196756j 3.54312e-05+0.000966624j -0.00074145-0.000604514j -0.0041274-0.00471368j 0.00434527+0.00317158j 0.000133126+0.00283558j 0.00270448+0.000624433j -0.00766464-0.00135125j -4.62671e-05-0.00223269j 0.00144897+0.00235052j -0.00366842-0.00127806j -0.00531101-0.0014038j 0.000283386+0.0010085j 0.00365228+0.00250099j 0.004748+0.00099404j 0.00237388-0.00056109j 0.00156951+2.69169e-05j 0.000935958+0.000601469j -0.0034186+6.51766e-06j 0.00388981+0.00137126j 0.00296721-0.00121398j -0.00351531-0.00370424j 0.00173302-0.00105372j -0.0029981-0.00274855j -0.000638899+0.000930013j 
-0.00296467+0.00313701j -0.00120931-0.00163394j 0.00605744+0.00632526j 0.00980745+0.00193124j 0.0358779-0.035773j 0.0337984+0.0121614j -0.0283144+0.000975214j 0.0437614-0.0067976j -0.00597411+0.00282636j -0.0104327-0.00778033j 0.0181557-0.00646473j 0.000895515-0.00266595j -0.0240807-0.00323285j -0.00774102-0.0165023j -0.0191079-0.00789319j -0.0133966-0.00755011j 0.00400583+0.00635938j 0.0368241+0.00492908j 0.00786085-0.00105684j -0.00790304-0.0010083j 0.00116409-0.000316743j -0.00758311+0.00276263j 0.00490675-0.00340593j -0.010058-0.00526633j 0.00927137+0.00150079j 0.00232625+0.000389897j -0.00252488+0.00296373j 0.00178655-0.000383956j 0.00354223+1.90478e-05j -0.00198647-0.000199564j -0.00607535+0.00120781j 0.00645284+0.0011529j 0.00852443+0.00135391j -0.003658-0.00142647j 1.66918e-05+0.00255835j 0.00241201-0.000267258j 0.00356693+0.000739213j 0.00568738-0.00031836j -0.00684623+0.000246307j -0.00459368+0.00185443j 0.003022+0.000718924j -0.00656337-0.002229j -0.000749909+0.000935991j 0.003064+0.00353811j -0.00123684+0.000698525j 0.00423013+0.0026258j -0.00496917-0.000387401j 0.00230852-9.193e-05j 0.000741396+0.000567307j 0.00395021+0.000826757j -0.00257937-0.000326711j 0.00530434+0.002399j 0.000541263+0.00234102j -0.00323356-0.00133825j 0.010021+0.00110701j 0.000550361-0.000870009j 0.00375554-0.000177719j -0.000384848+0.000226232j -0.00352471-0.00209637j -0.00230941+0.00159962j 0.000863728+0.00282626j 0.00263975+0.000379872j 0.000472834-0.000614292j 3.3549e-05-0.000795789j 0.00309745-0.00115112j -0.00375612-0.00313329j -0.00374499-0.00212524j -0.0027-0.00374695j 0.001032+0.000321245j 0.000716075-0.000839844j 
0.00392874+0.0423731j -0.0156083-0.0222559j -0.0324714-0.0159315j 0.000710641-0.0545975j -0.00102974-0.00891107j 0.0045189-0.0268075j -0.0113993-0.00259134j -0.00396957+0.00331827j 0.00323386+0.0048925j 0.00285772-0.00697359j -0.0052063+0.00580002j 0.00674891+0.00208704j -0.00318743-0.00181966j 0.00145888-0.00385523j 0.000665947+0.00267482j 0.000638448+0.0029644j -0.000558703+0.00450339j -0.00242006-0.00025434j -0.000609257+0.00136448j 0.0014872+0.000288989j -0.000402773-3.81153e-05j 0.000266978+0.00430927j 0.000565844-0.0043785j 0.00206722-0.000677404j -0.000631864-0.00238911j -0.00118408+0.0026531j 0.000709723-0.00339789j 0.000233122-0.00254818j -0.000672053-0.00147848j 0.000103601-0.0019999j -0.000630114+0.000459136j -0.00107408+0.0012746j -0.000754702-0.00147087j 0.00050332-1.22582e-05j -0.000277495-0.00125359j 0.00108076-0.000108469j -0.000599475-0.00163608j 8.46814e-05+0.000476763j 0.00173742+0.00147422j 0.000620505-0.000567757j -0.000721019+0.00141046j 0.00128402+0.000919816j -0.000350714+0.000120354j -0.00111989+0.00139924j 0.000498535-0.000526051j -0.00131183+0.00226307j 0.000188148-0.00308943j -0.000282904-0.00258855j -0.000273026+0.00373799j 0.00135759+0.000124487j -5.85996e-05-0.000755962j -0.000346742+0.00252517j -0.000295361+0.000781496j 0.000184608-0.00138226j -0.000684827-0.00262616j 5.15962e-05-0.000680912j -0.00124362-0.00223225j -0.0010803-0.00173975j 0.00195006-0.00477823j 0.000504821+0.0026978j -0.00198026-0.00111936j -0.00115287+0.00122396j 0.000398897+0.00263992j -0.00105814+0.00308786j -0.000328766-0.00343579j 0.00164472+0.00157012j -0.000906751-0.00215625j -0.000214503+0.00457182j 2.98218e-05-0.00630146j 0.00190079-0.00292194j 
0.014845+0.0218107j 0.00318767+0.0436087j -0.00122892-0.0528221j 0.0379056+0.0156168j -0.0122431+0.0116656j 0.00391959-0.0043982j 0.00737446+0.0135826j 0.00683567+0.00109608j -0.000659828+0.00493226j 0.00386724+0.00496862j -0.000249852+0.00228906j -0.0100396+0.00280711j -0.00438757-0.000221569j 0.00117526-0.00043219j 0.00253944-0.00389182j 0.00326372+0.00239416j -0.000638615+0.00182303j 0.00108392+0.00137771j 0.00090492+0.000198507j -0.000690239+0.00108148j 0.00234591+0.00270726j -0.00128797+0.000280657j 0.00132529-0.000934766j -0.000232413-0.00083049j -0.000595728-0.00144215j -3.54626e-05-0.000760939j -0.00106042+4.35172e-05j 0.000755199+0.0016755j 0.00118392-0.000624284j 0.000758199-0.00118935j -0.000825728-0.00191797j 0.000144447-0.00163488j 0.000252511-0.000581396j 0.00155627+0.001505j -0.00126426-0.00064061j -0.000684756+0.00203455j 0.0016039+0.00119j -0.000959281-0.000300168j -0.000416336+0.00367689j -0.00100205+9.74392e-05j -0.000306184-0.000258074j 0.000610023+0.000807576j 0.000349564-0.000482495j -0.00218016+0.000213654j 0.000820316+0.00225117j -0.000693779+0.000312626j 0.00191888+0.000803912j 0.000298435-0.00220322j -0.0013959+0.0018643j 0.00108943+0.00390354j 0.000923588-0.000701835j -0.00114275+0.00099179j -6.26799e-05+0.000230805j 0.00133535-0.000948999j 0.00134449+0.000234481j -0.000434892+0.000318736j -0.000598101-0.00355621j 0.000413772-0.00350502j 0.00174474+0.00198748j -0.0021192+0.00172356j 0.00139613-0.00180293j -0.00114374+0.00122843j 0.000157069+0.00363356j -0.000582469-0.0029966j 0.00294176-0.00153627j -0.00103773+0.00255065j -0.000655756-0.00553917j -0.00143951-0.00293471j 0.0021313-0.00361941j -0.000189366+0.00629479j 
