0.0119728-0.00609632j 0.00562249+0.00463796j 0.00586124-0.00502784j -0.00831242-0.000423244j 0.004584-0.0014038j 0.00142163+0.00328261j 0.00699943-0.0064204j -0.00544224-0.00250273j -0.00666764-0.00157405j -0.000179657+0.00350824j -0.00274734-0.00233342j 0.00175441-0.00688698j -0.00402024-0.00313614j 0.00102437+0.00541379j -0.00284245+0.00132664j 0.004217-0.00365254j -0.000960059-0.00301318j 0.00306013-0.00321j -0.00208844-0.00353043j -0.0023345-0.00160662j 0.00625156+0.000179909j -0.00219416-0.00544629j 0.000163518+0.00447707j -0.00304191-0.000514546j 0.00311137+0.00196381j -0.00282023-7.99426e-05j 0.00197913+0.00125543j 0.00124995-0.000797336j -0.00130467+0.00181918j -0.000706859+0.00190305j -0.0017123+0.00147319j -0.00403773-0.00256725j 0.00250477+0.000731276j 0.00231272-0.00227357j -0.00060469-0.00090501j 0.00079977-0.000746455j 0.00338952-0.000371705j 0.00176605-0.0024548j 0.00270981-0.00317394j -0.00625942+0.000303339j -0.00146271-0.00235235j -0.00309671-0.000688215j -0.00411055+0.00340693j 0.003926-0.00420036j 0.00192829-0.00215297j 0.00448073-0.00446381j -0.00621582+0.00458084j -0.000415218+0.00668523j 0.00397007-0.00812594j 0.00601851-0.00500508j 0.00194939+0.00192212j 0.0060282-0.00716149j -0.0043779-0.00140222j -0.00145873+0.0102958j 0.00641303+0.00304054j 0.0112931-0.00577694j -0.00379925+0.00772742j 0.0069777-0.0025722j -0.00864527+0.014231j -0.00256428-0.0106288j 0.0192092+0.0118169j 0.00626592-0.0140725j 0.00446233+0.00365535j -0.0015314+0.00945086j 0.00649541-0.0138966j 0.0238587+0.015541j 0.0121274-0.0133769j 0.0277194-0.000657781j -0.0481977+0.0126483j 0.0200517+0.0494939j 
0.000342645-0.000924002j -0.000838384-0.000200009j -0.000361227+0.00178283j -0.000329271-0.00537531j -0.00120774-0.00168913j -0.00154164-0.00169022j -0.0025311+0.00202785j 0.0018644-0.00222025j 0.00109783-0.00238218j 0.00227864-0.00288811j -0.00216299+0.000259517j -0.00190259+0.000335067j 0.000794571+0.000365499j -0.00141365-0.00101138j 0.000621053+0.00210206j 0.0029241+0.00803908j -0.000218441-0.00332966j -0.00199966+0.00124085j -0.000876343-0.0041111j 0.000563691-0.00220469j 0.00316597+0.00496196j -0.00095426+0.00472565j -0.00031753-0.00334946j -0.00596717-0.0019095j -8.59444e-05+0.0023651j 0.00287229-0.00220337j -0.00155724+0.00341711j 0.00285117-0.00208234j -0.000248066-0.00323814j -0.00140927+0.00391899j -0.000946727-0.00298946j -0.00181768+0.00759876j 0.000939533+0.0054166j 0.00114179+0.0037382j -0.000165409+0.00120491j -0.000539908-0.0016165j 0.00256507-0.00421988j -0.00460753+0.0113556j 0.00101267-0.00779471j 0.00191126-0.00163997j -0.00285806-0.00160076j -0.00565261+0.00607166j 0.00638374+0.00188275j -0.00431554+0.000906307j -0.0131818+0.00513689j 0.00261892+0.00810254j -0.0053215-0.0112906j -0.00728934+0.00373379j -0.000849476-0.00900178j 0.00915735+0.00184822j 0.0202442-0.00605589j -0.0138201-0.00186334j -0.0171581-0.0284298j -0.0261912-0.000224629j 0.00345842-0.00310153j 0.00188531+0.0117327j 0.0260018+0.00343786j -0.0210889-0.0315825j 0.00207797-0.00636896j 0.0176997-0.0139023j 0.0234305+0.0218078j -0.0271634+0.000634383j 0.00629141-0.037374j -0.00487975+0.00253106j -0.0108308-0.0213916j -0.0146662+0.0238134j -0.00393488+0.00925044j 0.002558-0.0021163j 0.0013934-0.000117214j 0.000120137-0.000918134j 
0.000423875-0.000584802j -0.000852287-0.000745036j 0.00174279+0.00147644j -0.000531178+0.000157789j 0.000270707-0.0033419j -0.00145374-0.00110378j 0.00339643-0.00177124j -0.000438659-0.000323263j -0.00251413-0.00344511j -0.00504731+0.00110082j 0.000415224-0.00149915j -0.00114774+0.00218666j 0.00081846+0.000357073j 0.00208573-0.00438932j -0.00041937-0.00178355j -0.00132987+0.00133063j 0.00395877-0.0015039j 0.00545946-0.00332668j 0.00347503-0.0034314j 0.00388453+0.000820438j 0.00128058-0.00235577j 0.00393484-0.00330509j 0.00154244-1.30871e-05j 0.00352585-0.00391938j -0.00125405+0.00313648j -0.00353459+0.00377538j 0.00178165-0.000502121j -0.00378027+0.00497127j -0.000561495-0.00587261j -0.0024956-0.00183179j -0.00734304+0.00325333j -0.000624745+0.000190578j -0.00311309+0.00518959j 0.00455863-0.00428362j -0.00476456+0.0020708j 0.00230909-0.000607506j -0.00600418+0.0014662j 0.00853627-0.00701959j -0.00169083+0.000986953j 0.00252903+6.51852e-05j 0.00319844+0.000202886j -0.00121994-0.00247854j 0.0126414-0.0118102j 0.00429293-0.00379076j 0.0173853-0.0067233j -0.00173558-0.00149991j -0.00459327-0.00202573j 0.0154732-0.00512431j -0.00611346+0.00510981j -0.0153514-0.00571015j -0.0279696-0.00980763j -0.00780255-0.00209654j 0.020879-0.00307069j 0.0295621-0.00956404j -0.000207055-0.0134892j 0.0266752+0.0208555j -0.0271831+0.0177245j 0.0267565-0.00952316j -0.0169891+4.88198e-05j 0.0176944-0.0167671j 0.0126898-0.00729476j 0.00499219+0.0299481j 4.36e-05-0.0104396j -0.00967278+0.0150761j 0.0104447-0.0151443j -0.0077464+0.000216605j 0.000763038+0.00380999j 0.000603443-0.0054471j -0.000748676+0.000898478j -0.000447072-0.00204001j 
-0.00115143+0.00300097j 0.000958295-0.000468916j -0.000104779+0.00482454j -0.00555994+0.00236784j -9.25777e-05-0.00581285j -0.00085285-0.00156669j 0.000453868-0.00430945j -0.00221067+0.00254619j 0.00154497+0.00213194j -0.00195078+0.00388299j 0.00142664+0.00315673j 0.00224072-0.00935559j -0.0015917+0.000477785j -0.000132856-0.000245846j 0.00134155-0.00293684j 0.00398436+0.000248175j -0.0034078-0.00059711j 0.000376824-0.0061782j -0.0079825+0.00496081j -0.00314135-0.000122751j 0.0012553+0.00152221j -0.00129019-0.00617157j -0.00023879+0.00312644j 0.000893367-0.00128195j 0.00414241+0.000922906j -0.00155809+0.000972829j -0.00153087+0.00251994j 0.00179807-0.001128j 0.00181207-0.00243423j 0.00526416+0.00127141j 0.00214238-0.00599906j 0.00149607-0.00185835j 0.00295202-0.00581101j -0.00185145+0.00371436j 6.05466e-05-0.00235716j 0.000140399+0.00116397j 0.00365076-0.000379812j 0.00563778+0.000896567j -0.00336867+0.00103792j -0.0140007-0.00207796j -0.00383382-0.00353877j 0.0075582-0.00403225j -0.0176953+0.00808579j -0.00175094-0.0046472j 0.0025518-0.00806122j -0.00417894+0.00722389j 0.00119635+0.00361764j -0.00570918-0.0053957j 0.0200194+0.0194877j 0.000919732+0.000728488j -0.0268524+0.000320821j 0.0246718+0.000475149j -0.0105299-0.0121065j 0.0217212+0.0152928j 0.00630637-0.0112772j -0.0258889+0.0101898j 0.0163978+0.00727113j 0.00618923+0.0126701j -0.000979697-0.000983753j -0.00246298-0.0265389j -0.028989-0.00531647j -0.0161422-0.00130891j -0.013568+0.00215841j 0.0010903+0.00880601j 0.00261245-0.0216709j -0.00664014+0.0122317j 0.00536665+0.00581237j -0.00119056-0.00282585j -0.00154941-0.000262808j 0.00349028-0.000697441j 
-0.000414071-5.83838e-05j 0.00185995+0.00215152j -8.69732e-05+6.70619e-05j -0.00253108-0.00238532j 0.000946984+0.00165094j -0.00123565-0.00200104j 0.00351022+0.00293546j 0.0011639+0.000516503j 0.000572606-0.000814641j -0.00448167-0.00200407j -0.000690465-0.00551299j 0.000853762+0.000615185j 0.000766203-0.00013921j 8.68563e-05+0.00407765j 0.00024635+0.00293907j 0.000298077+0.00340029j -0.00131495-7.92661e-05j 0.00555559+0.0057091j -0.00226016-0.000508501j -3.4769e-05-0.000124476j 0.000759668+0.00357469j -0.000122929+0.00153406j 0.00297605+2.19437e-05j 0.00234082-0.00194973j -0.000923323+0.000478193j 0.000870198-0.0030997j -0.000325443-0.00225754j 0.00298439-0.000914945j 0.000815117+0.00438914j -0.000860764+0.00280773j -0.00177696-0.00214089j 0.0019913+0.00204572j -0.00197939+0.00472448j 0.0035318+0.00241394j 0.000415162-0.00122717j 0.000994586+0.00281007j -0.00807386+0.00308736j 0.00921919+0.00207039j -0.00180391-0.00367363j -0.00234325-0.0122054j -0.000643212+0.00135103j 0.000974901-0.00204423j -0.00886977-0.000610866j -0.00207253-0.00217919j 0.0131355+0.00579956j -0.00641753-0.00344669j -0.0104398+0.00516722j 0.000355434-0.0113655j -0.00672133+0.00246363j -0.0145128+0.00117324j -0.0176402+0.0163702j -0.00074103-0.0131375j -0.00696828-0.0181554j 0.0270427-0.00971962j 0.0137301+0.030949j -0.00290051-0.010021j -0.0149023-0.0297549j 0.00538149-0.0320918j 0.0104224-0.00909075j 0.0367683+0.00522815j -0.0013107+0.00505536j 0.00852473-0.0281346j 0.00189765-0.0264347j -0.0012842-0.0158558j -0.0117973+0.0148084j -0.00135234+0.0180127j -0.000167788+0.00412844j 6.07928e-05-0.00104062j 0.000327433-0.0049641j -6.94374e-05+0.00396091j 
0.00269681-0.00123369j -0.00174397-0.00137523j 0.0015925-0.00059913j -0.00123561+0.000280151j -0.0002665+0.000112274j -0.00051918-0.00341321j -0.000446063+0.00273602j 0.000298359+0.000854077j 0.00272168-0.00105866j -0.00307427+0.0017865j 0.000886581+0.00111618j 0.00121772-0.0072095j 0.00279714-0.00207581j 9.35985e-05+0.000453396j -0.00309032-0.000335044j -0.000381832+0.00312095j 0.000875508+0.00119542j -0.000390538-0.00065041j -0.00189976+0.0022784j 0.00485909-0.0038178j -0.00395026+0.00506342j -0.00405637-0.00240702j 0.00249874-0.00153952j 0.0021714-0.00195073j -0.00207747-0.00106252j 0.00602692+0.000631228j -0.000596205-0.00396536j 0.00602976-0.00314452j -0.00219951+0.00109323j -0.00733495-0.000411668j 0.00203642-0.00310321j 0.00164658+0.00232808j -0.0044165+0.0023938j 0.00352796+0.00285268j 0.0064099+0.0003257j -0.00743563-0.00496422j -0.0168359+0.009407j 0.00238521-0.00204836j 0.00925883-0.0025659j 0.0269798-0.00705509j -0.00103136-0.00291425j 0.000227532+0.0119617j -0.0143637+0.00194844j -0.004762-0.00961235j -0.0204954+0.00609594j 0.00131244-0.00558758j -0.0107486-0.00273357j -0.0031691-0.00635117j 0.00346119+0.0047446j -0.0171233+0.00736556j 0.0122857-0.0151274j -0.0381705-0.00660004j -0.013372-0.00997642j -0.0106649+0.00403433j 0.00319342-0.00889151j 0.0163941-0.00443711j 0.00071135+0.00577787j -0.018969+0.0302438j -0.0264704+0.00716351j 0.0176365+0.0226969j -0.0107041-0.0151494j 0.00755332-0.0145315j -0.0069996+0.0130056j 0.00868214+0.00555169j -7.19563e-05-0.0117885j -0.00388851+0.00656828j 0.0020067+0.000628878j -0.000512851+0.00442232j -0.000895512+0.000579784j -0.00199643-0.00359375j 
0.00080331+0.00397791j 0.0014796+0.00108565j -0.000998983+0.000233181j 0.00228474+0.000875285j 7.65593e-05+0.000606867j -0.0013483-0.00509639j 0.000437591-0.00264484j 0.000121791+0.000507308j -0.00236248-0.000392653j 0.00114109+0.00496303j -0.0010172+0.00148296j -0.000156886+0.00520039j 0.00105466+0.00354154j 0.00341746+0.00158651j 0.000290397-0.00305073j -0.00271849-0.00039636j 0.00165991-0.00011911j 0.000834579-0.003893j 0.00306371-0.000518209j 0.00107299+0.00851122j -0.00151781-0.000526147j 0.00224167+0.00717668j -0.000449994-3.16707e-05j 0.00154582+0.00284971j -9.47315e-05-0.00482448j -0.0045295-0.00451296j 0.00164817-0.00353007j -0.00542578+0.0013826j 0.00280722+0.00118415j 0.00314646+5.2606e-05j -0.00382387-0.00303123j -0.00102399-2.12146e-05j -0.000393357+0.000344373j -0.00141457-0.000588862j -0.00589359-0.000469786j -0.000733794+0.00017068j 0.00397574+0.0038314j -0.00273374-0.00138111j -0.000743685+0.00218479j -0.00443664+0.00786726j 0.00696305+0.00318312j -0.000302257+0.00944912j 0.009604-0.000543773j 0.00566891-0.00329996j 0.0103298-0.000879218j -0.000346251-0.0069918j 0.0158301+0.0058425j 0.000609513-0.00797856j -0.00789427-0.00395823j 0.0134934+0.0217j -0.00468498-0.0108343j 0.00359781-0.0131538j 0.00223854-0.0214144j 0.0103264+0.00517222j -0.0268644-0.0120966j -0.0024741-0.0247029j -0.0170775-0.0066618j -0.0124302+0.0246286j -0.00977272-0.0432871j -0.0129847-0.0308515j 0.0193517-0.0222569j -0.00103625-0.00327724j 0.00572003+0.01231j 0.011566-0.0284772j 0.00331107-0.00570062j -0.00154924+0.0139567j 0.000464036-0.00788099j 0.000253343+0.00399122j 0.00125945-0.00445128j 0.00138604-0.00296353j 
0.00254752-2.8106e-05j 0.00265778-0.00132886j 0.0005253+0.00045129j 0.00120351+0.000636113j -0.000249028+0.00571822j 0.00128546+0.00826538j -0.00220473+0.000393136j 0.00114166-0.00375004j 0.00139784+0.000429848j 0.00393538-0.00238285j 0.000450064-0.00237443j -0.000375624+0.00809461j 6.40623e-05+0.000498301j -0.00187239+0.0025955j -0.0030018+0.00163673j 0.00159068-0.00533155j -0.00503093+0.00167653j 0.000995722+0.00176719j 0.00262006+0.00263668j -0.00141932+0.00239851j 0.00260493-0.00417979j -0.0022367+0.0100189j 0.0035045-0.00480005j -0.000224561+0.00279701j -0.00632375-0.00164276j 0.00402521-0.00819664j -0.00154694+0.00152739j 0.00514203-0.00788355j -0.000704607+0.00408846j -0.0021646+0.00335475j -0.000634959+0.00452392j 0.00850917+0.00188083j 0.000987999+0.00535192j 0.00448568-0.00909016j 0.00696528+0.00884594j 0.00610423+0.00846532j -0.00442978+0.00463209j -2.35192e-05+0.00384579j 0.000654336-0.00487241j 0.0138507-0.00299867j -0.000598765+0.00010159j 0.00717973+0.00448526j -0.01985-0.00377162j -0.0240075+0.00465562j 0.00203901+0.0111538j 0.00541518-0.00939783j -0.0190654+0.0148728j -0.0185492-0.00284242j -0.01259-0.0223846j -0.0218156+0.00970481j 0.00740526+0.00970863j 0.00162473+0.0149096j -0.00688124+0.00386392j 0.00812151+0.0019953j 0.0179756-0.0236608j 0.00665093-0.00219047j 0.00107005+0.0123155j -0.0400521-0.010981j 0.0150998+0.00132257j 0.00921653-0.04043j -0.00319591-0.0188168j 0.00551935+0.0255624j 0.0165191+0.00191398j 0.00323773-0.00813037j -0.00339617+0.000506667j 0.00466409-0.00508312j -0.00337398-0.00663898j 0.00230485-0.00347972j -0.00130851-0.00325952j -0.000508935-7.84287e-05j 
-0.00122998+0.000731758j -0.00090892+0.0043824j 0.00223+0.00251935j -0.00219159+0.00592351j 0.000206864+0.00130813j -0.00121562-0.00419663j 0.00156853+0.000704394j -0.00188334+0.00289894j 7.54699e-05-0.00212061j -0.00561728+0.00530239j 0.000603018-0.00102859j 0.00192644-0.00154451j 0.00156311+0.00211431j 0.00180502+0.00167237j 0.000708508-0.00296136j -0.000165621-0.00591469j 0.00184673-0.00270701j -0.000637031+0.000398784j -0.00471299+0.00604524j 0.00116012-0.000778951j -0.00933892+0.00193228j -0.00490712-0.00248667j -0.00145631+0.00542423j 0.00211252+0.00391097j 0.00976847-0.00297609j -0.000193969+0.00098593j 0.0046087-0.0050141j 0.00210308+0.00596782j -0.00094662+0.00344927j 0.00255668-0.00192j 0.00407716-0.00306521j -0.000478266+0.00117821j 0.00208809+0.00179045j -0.00569926+0.00204706j -0.00436509+0.00131277j -0.00513496-0.0144427j -0.0136484+0.00286362j 0.00782979+0.000998489j 0.00608016+0.00456114j 0.008607+0.00153518j 0.00692926+0.000769496j 0.00187393+0.0105062j -0.0111335-0.00415668j 0.0204861-0.0117201j -0.0237257+0.00565339j 0.00766283+0.00683512j 0.0302108+0.0104912j 0.0233798-0.00749572j 0.00381544-0.000831046j 0.0153002-0.00446388j 0.0167442+0.0162746j -0.00574285-0.000501791j -0.0277828+0.00438626j -0.022908-0.00461046j -0.0173635-0.0107245j -0.00490147+0.0087755j 0.00173722-0.00888799j -0.00876068-0.0381179j -0.0245151-0.000897108j 0.00700487-0.017615j -0.00270011-0.003903j 0.00497495+0.0181065j -0.00175479-0.0039706j 0.00223733-0.00349079j 0.000316272+0.00581897j -0.00145359-0.00278258j 0.00607526-0.00272377j -0.000860744-0.00532308j 0.00218244-0.00219159j -0.000553551+0.000737017j 
0.00142827-0.00042032j 0.00150342-0.00198447j -0.000439652+0.000116802j -0.000394244-0.000244769j 0.000775757+0.000708544j -0.000701501+0.00286502j 0.0025342-0.00139899j 0.00129706-0.00105965j -0.000745507+0.000164423j 0.000540361-0.00244671j -0.000452439-0.00231019j -1.9621e-06+0.00190962j -0.00308067+0.000167117j 0.000859802+0.000875315j 0.00289146+0.0010564j 0.00325598-0.00230005j -0.00155327+0.00231172j 0.00688651+0.00232899j 0.00476671-0.000988211j -0.00283069+0.00138815j 0.0012485+0.000287131j -0.00144454+0.00343806j 0.00166958-0.000988673j 0.00191229-0.000756088j -0.00616636+0.00107975j 0.00251566-0.00487399j -0.00216272+0.00366239j 0.00508229-0.00797775j 0.00449735-0.00094864j -0.00375287+0.00229886j -0.00153519-0.00419352j 0.0105791-0.0050223j 0.00382462+0.00190135j 0.0215173-0.00951642j 0.00950005-0.0014167j 0.00119682+0.0129482j 0.00518277-0.000644058j 0.0118312-0.00359938j -0.00150789-0.000163441j 0.00648191-0.0125206j -0.00426482+0.00482834j 0.0418652-0.0177914j 0.0137029-0.000394827j 0.00791932+0.00300683j -0.0363881+0.0122716j 0.00561478-0.0036079j -0.00741501+0.00534767j 0.0400205+0.00148776j 0.0341693-0.00298983j 0.00380649+0.00172121j 0.0519498-0.00818142j -0.0116147+0.000542538j -0.00110138+0.00614647j -0.0182407-0.000274703j 0.00305789+0.00247575j -0.00602509+0.00971405j -0.017881-0.0104042j -0.00284259+0.0147026j 0.0191341-0.000951108j 0.00858207-0.00122149j -0.00109549+0.00374912j -0.00279313-0.00158283j 0.00118707-0.000820266j -0.00197992-0.00262554j 3.7719e-06+0.000950272j 0.00268879+0.00195162j -0.00104234+2.52284e-06j 0.000895319+0.000109653j -0.00204344-0.00107078j -0.000235088-0.000193009j 
0.000470559+0.000665456j 0.000217197-0.00128195j -0.000222506-0.000124972j 0.000298664+0.00554992j -0.000943258-0.000401358j 0.000717129-0.000840153j 0.00084454-0.00750089j -0.000828657+0.00443066j -0.0026391+0.00346598j 0.00202358+0.00525661j 0.00347302-0.0030428j -0.00296437-0.00337942j -0.00474249+0.00070789j -0.000128841+0.00186895j -0.00188842+0.00088158j 0.00348524-0.00238432j -7.41947e-05+0.00227242j 0.00451893-0.00656571j 0.00174822+0.00357019j -0.00715483+0.00340992j 8.40593e-05-0.00221759j -0.00523295-0.00602655j 0.00056128+0.00280003j 0.00454434-0.00674172j 0.000627083+0.00315519j 0.00373249+2.79538e-05j 0.0021392+0.000516416j -0.00162296-8.50114e-05j -0.00283453+0.00171845j 0.000656024-0.00140879j -0.0025198-0.000810431j 0.00907907-0.00931641j 0.00181827-0.00269721j 0.00542275-0.00580255j -0.00163932-0.00426703j 0.00382335+0.011694j -0.011265+0.00834276j -0.0112079-0.00808208j -0.000473018+0.000754227j -0.000776085-0.00272406j 0.0187559-0.00460526j -0.00511181-0.010777j 0.00175745+0.00546838j -0.021087+0.00713553j 0.00122257-0.0104063j 0.0259691+0.00815449j 0.00388833+0.00351231j -0.0110422-0.0133566j 0.00531147+0.000506533j -0.00909019+0.00609055j 0.0149884+0.0268817j -0.0130242-0.0171698j 0.0237752-0.00554324j -0.000675451-0.0352025j -0.00400334-8.04411e-05j 0.0241339+0.0157175j -0.0169705+0.0103845j 0.00491363-0.0222696j 0.00718004+0.00604763j -0.00492338-0.00508992j -0.0155195+0.0264518j -0.00384528-0.00920495j -0.00113878+0.00756967j 0.00413544+0.00142223j 0.00407211-0.00426253j 0.00204015-0.00081781j 0.0024662-0.0056344j -0.00227747+0.0020869j -0.00153385+0.00184456j 0.000189502-0.00111975j 
0.000654817+0.000828139j -0.000907536+0.000109826j -0.000309248+0.00163395j 0.000850392+0.00347683j 0.000172062+0.000572819j -0.00197947-0.00246724j 0.000510564+0.000933435j 0.000772012+0.00247598j -3.00777e-05-0.00236733j -0.00114612+0.000127007j 0.000990258+0.00122705j -0.00366793-0.00241679j 0.000878157+0.000500203j 0.00168146+0.00133906j -0.000502809-0.000511465j 0.000345047-0.00337709j 0.000986992+0.00308832j -0.00151512+0.00765901j -0.000442422+0.00766158j -0.000250808+0.0031065j -0.00109546+0.00242519j -0.00372814+0.00231836j -0.000582207+0.0049387j -0.00147099+0.00588083j 0.00189332-0.00520807j 0.00169488+0.000176564j -0.000329692+0.00151659j -0.00228707+0.000623282j 0.00367887-0.000456853j 0.00359392-0.00622001j -0.0015739-0.0123797j 0.000265359+0.00302765j -0.00879161-0.000261737j 0.00118312+0.00904983j -0.00631503+0.00130641j -0.00443704-0.00654426j 0.00764498-0.0105306j 0.0142727+0.00349427j -0.00258653+0.00136921j 0.0196974+0.0107197j 0.000952261+0.00609317j 0.004217+0.000864936j -0.00632639+0.0220661j 0.00510113-0.00146822j 0.00155596+0.0127441j 0.00900555+0.00397406j -0.00331526-0.0105588j -0.0237744+0.0124993j -0.00984759-0.00631815j -0.00455904-0.0223152j 0.0151814-0.00789472j 0.003067-0.018926j -0.00478977+0.0231169j 0.0302911+0.0170359j -0.00321244+0.00536174j -0.00748818+0.0305715j -0.00382553-0.0372706j -0.00521476+0.0118071j -0.00536552-0.00519758j -0.0064547+0.021357j 0.00226973+0.0194896j -0.00771607+0.0125426j -0.000802767+0.00300127j 0.00154759-0.00372021j -0.000650876+0.00509331j 0.00111965+0.000214461j 0.0022314-0.00272952j 0.000999211+0.000452572j 0.000675041+0.000129652j 6.72307e-06-0.00294403j 
0.000287249+8.61468e-05j 0.000391268-0.000379953j 0.00282754-0.00158271j -0.00114383+0.00177944j -0.000636198-0.000427013j 0.00228949-0.00263637j 0.00201507+0.00478071j -0.0028259+0.00261887j -0.00226797-0.000333907j -0.00129954-0.00454746j 0.00193485-0.00159539j 0.00283348-0.00479795j -0.00139045+0.00231373j -0.00144742+0.00633361j -0.000182155+0.00229557j -0.00199182+0.00063821j -0.00142912+0.00347821j 0.00285033-0.00222836j 0.000870498-0.00090104j -0.00213709+0.00204853j -0.00464798-0.00032723j 0.00112875-0.000504862j 0.00173806-0.00186207j 0.00736586-0.00126402j 0.000215482+0.00336742j 0.00280448-0.00631331j 0.00304469+0.000833421j 0.00200558-0.00733927j -0.00982024+0.00521019j -0.00163826+0.00189693j -9.09839e-05+0.0024981j 0.00970952-0.00642101j 0.0046492-0.00935031j -0.00773492+0.00417317j 0.0176901-0.0125007j 0.00648092+0.00890871j -0.030478+0.00662684j -0.0200123+0.0118657j 0.00502773-0.00117288j -0.0314693-0.00628199j -0.0103435-0.002672j -0.0118096+0.00674127j 0.0106266-0.00191354j -0.00839866+0.0158915j 0.0247667+0.018715j -0.0143633-0.00440608j 0.00271828+0.00817691j 0.018473+1.77671e-05j 0.00945971-0.0125037j -0.0206391+0.00133612j -0.0355746-0.00996632j -0.00111901-0.00858066j 0.00113165+0.00745483j -0.0152631+0.024309j -0.0124167-0.0207383j 0.0175693+0.0129736j 0.00607893-0.023286j -0.00161534+0.0177223j 0.00523512-0.0103194j 0.00429538+0.00110716j -0.00337852+0.00438614j 0.00365975+0.00747817j 0.00181503-0.00178571j 0.00220744-0.00204875j -0.00115551+0.0057961j -0.00337963+0.00109108j 0.000518019+0.000549502j -0.00277558-0.00280082j -0.000744298-0.000817861j 0.000267777-0.00057616j 
-0.000941313+0.00157382j -0.000495967+0.00127728j 0.000545678-0.000692839j 0.00130234+0.00159274j 0.00179406-0.00426304j 0.00155312-0.00584263j -0.00023395+0.0016199j -0.000816133+0.00165902j 0.00326422-0.00258946j -0.00166336+0.00380331j -0.00465885+0.0038658j 0.00654392-0.0067789j 0.000298198+0.00368653j 0.00438892-0.00251911j 0.00652336-0.00498121j -0.00775047+0.0023369j -0.000472032-0.00143483j 5.51604e-05-0.00649332j -0.00141017+0.0023805j 0.00552724-0.00248609j -0.00446899-0.000728803j 0.000994261-0.005728j 0.00530467+1.62745e-05j 0.00413266-0.000217786j -0.00041305-0.00215837j 0.00253227+0.00601778j -0.00929676+0.00306543j 0.00785863-0.00356804j 0.0121579-0.00847007j -0.00520674-0.00318328j 0.00398-0.000822043j -0.00681042-0.00376155j -0.0067797-0.00487614j -0.00150247+0.00102351j 0.0247879-0.00630685j -0.00756456-0.0207518j 0.013996-0.0114502j 0.00112051-0.019118j -0.00786046+0.0169805j 0.0213601-0.00303083j -0.0264442+0.00303342j -0.00118902-0.000232207j 0.0176025-0.00311324j 0.00425045-0.0015879j 0.00583123-0.00637619j -0.0176638+0.00467719j -0.0144067+0.00754724j -0.0299057-0.00420713j 0.0353627-0.0129069j -0.0250846+0.00766129j -0.0088901+0.0332317j -0.00899016-0.01238j -0.00101841+0.0100332j -0.0151604-0.0174102j 0.0307384-0.0202469j -0.0178895+0.000138443j 0.00461749+0.00146103j -0.000755672-0.011363j -0.00775446-0.00377394j -0.00836614-0.00566614j -0.00237725+0.00265729j 0.00451756+0.00146968j -0.00352856+0.00401286j -0.00180581-0.00321091j 0.00608867+0.00123478j -0.00396679-0.00160211j 0.00119136-0.00321804j -0.000729435+0.000607536j 0.000651697+0.000208166j 0.000825071-0.000698662j 
0.00158354-0.00269205j -0.00100706-0.00209264j 0.000544503-0.00244372j 0.00245843-0.00063625j -0.00170178+0.00275414j -0.00206856+0.00683645j -0.0030304+0.00208614j 0.00165351-0.00323049j -0.000330661-0.00171309j 0.00200079-0.000664965j -0.000865309-0.00281191j -0.00298945+0.00311697j 0.00449261-0.00460843j -0.000560429+0.0011941j -0.00347233+0.00484686j -0.00189751-0.0005629j 0.000861802+0.00380694j -0.00718438+0.00700324j 0.00252343+0.00327853j 0.00642095-0.00306781j 9.01777e-05+0.00325479j 0.0021505+0.00873889j -0.00124891-0.00674897j -0.00576084+0.000775635j -0.00496312-0.00243763j 0.000774711-0.00267086j 0.000394631-0.00110387j 0.00135854-0.00317516j -0.00867871+0.00611592j -0.00301708+0.00145996j -0.00116382+0.00263856j -0.0044269+0.008964j -0.00579401+0.00845416j -0.00584571+0.00654029j -0.00405569+0.00675617j 0.00446893-0.00460359j -0.00169925+0.00749115j -0.00372486+0.00194795j 0.00363135-0.00486413j -0.0162639+0.0182937j -0.0177414+0.00786128j -0.00526767+0.00224857j -0.00524095+0.0272724j 0.0180905-0.00319382j 0.00568856-0.0122645j -0.0363676+0.00125495j 0.00713151+0.00312967j 0.0179436+0.0115906j -0.00636515-0.0105305j 0.000720266+0.0205001j -0.00971994+0.024222j 0.000384963-0.0109821j -0.0222396+0.0038858j 0.00944445-0.0319743j -0.0048816-0.0150927j 0.00202509+0.00465412j -0.00195699+0.00340191j -0.00781224+0.00408115j -0.00391304-0.00338163j -0.00321856-0.00699172j 0.00147298+0.0162484j 0.00234329-0.0032191j 0.00653585+0.00313531j 0.00135964-0.000518019j -0.00537829+7.33321e-05j 0.00241469-0.00255275j -0.00200635-0.00252267j 0.00122521+0.00175669j -0.000411869+0.00251468j -0.0016367-0.00103721j 
