-0.0107178+0.00348443j -0.00535405+0.00634702j 0.0142525-0.00688461j -0.00830433+0.00251773j 0.00391765-0.00144224j -0.00149812+0.00266227j 0.0108469-0.00599137j -0.0186674+0.00623104j 0.00725713-0.006718j -0.0132711+0.00590394j 0.0111801-0.00777925j -0.00448547+0.00558917j 0.00427856-0.00385116j 0.00710252-0.00371146j -0.014603+0.000206802j 0.00706364+0.00271684j 0.0279894-0.00662044j -0.0043372+0.00253724j -0.0056544+0.00461522j 0.0249181-0.00262662j -0.00258111-0.00382403j -0.00978955-0.000184827j -0.00479836-0.00406804j -0.00811494+0.00362366j -0.00126617-0.00992019j -0.00635375-0.0161607j -0.0161737-0.011615j -0.02921-0.0124449j 2.63066e-05+0.0196557j 0.00266285-0.00919923j 0.0135392+0.00773251j -0.011174-0.0129311j -0.000985331-0.00858498j 0.0052605+0.0117379j -0.00351759-0.00669518j 0.00377546+0.000398055j 0.00721236+0.0188183j 0.00194819+0.00230618j 0.00262203+0.00738786j -0.00189952-0.00723405j -0.00357234-0.00113263j 0.00426328+0.00443971j 0.00172192+0.00275582j -0.001681+0.00414552j 0.00337969+0.00384502j -0.000473342-0.00570501j 0.00165593+0.00092294j -0.000225938+0.0064339j 0.0028179+0.00893723j 0.0066094+0.0012247j -0.00419356-0.0201728j -0.00213262+0.00362725j -0.0015087-0.0151236j -0.0042016-0.0095405j 0.00370518+0.0213767j -0.00117675-0.0078761j -0.00119936-0.00343403j -0.00293016+0.0159263j -0.00299552-0.00259356j 0.00358287+0.00294898j -0.00148013+0.00477781j 0.00369215-0.0135914j 0.00197067-0.00183185j 0.00355764-0.00367791j -0.0104218-0.00496819j -0.00831336+0.0136078j -0.00449948+0.0150553j -0.00379423+0.0178057j 0.00257353-0.00703827j 
-0.00950779-0.00236654j -0.00546716+0.0153018j 0.00432316-0.0100875j -0.00764919+0.000872219j -0.00295539-0.000621585j 0.00342928-0.011681j 0.0110328-0.00273864j -0.000801529+0.00519445j 0.00761273+0.00198786j 0.0103675-0.00610887j 0.00388894+0.00208535j -0.00572935-0.000906255j -0.00468483+0.00295784j 0.00389698+0.00317369j -0.00166703+0.00840088j -0.00653994-0.00477304j -0.00431991+0.0097242j 0.00753051-0.00386694j 0.0111446-0.0102453j 0.00259796-0.00534286j -0.0173698+0.0185992j 0.0192884-0.00935337j -0.00262032+0.0109415j 0.0180176-0.00899012j -0.0134619+0.0496175j -0.0931449+0.0133967j -0.00270791-0.00504422j 0.0155129+0.0902024j -0.0270534-0.0412774j 0.00991318+0.0175447j 0.00543985-0.0198251j 0.00243468+0.00957982j 0.00180214+0.000823347j -0.000538271+0.00136767j -0.00364824+0.00832655j 0.00149834+0.00265073j -0.00356288-0.00324778j 0.00217643+0.00100471j -0.00151334+0.00331455j -0.000182169+0.000890611j -0.00534831-0.00217674j -0.000312757+0.000956441j 0.00409154+0.000864466j 0.0025073+0.000399842j -0.00294408+0.000477136j 0.0033704+0.000248281j -0.00296205+0.000721456j 0.00357892-0.000164384j 0.00847646-0.00419297j -0.00501523+0.000563313j -0.00487162-0.00241976j 0.00506707-0.000508904j 0.00368103-0.00350181j -0.0117428-0.00300918j 0.00107893+0.00149129j -0.0123244+0.0040184j 0.00965451-0.00228622j 0.005765+0.00166707j 0.0176306+0.00222603j 0.010847+0.00193256j -0.0192195-0.0024102j 0.00422755-0.000357098j 0.0254084+0.0055049j 0.0319739-0.00879163j -0.00676986+0.000620394j 0.0376448+0.00355011j 0.00583526+0.0201703j 0.0303819-0.00227044j 0.0135159+0.00715812j 
0.00779411-0.0082927j -0.0104014-0.00333792j 0.011936-0.00185001j -0.00494688+0.00140308j -0.00851093+0.00651916j 0.00786344+0.00107272j 0.00404644+0.00222657j -0.00719278+0.00753207j 0.00439236-0.0037814j 0.00348785+0.00736629j -0.00792165-0.000256071j -0.00455844+0.00365312j -0.00299042+0.000817278j -0.00615827+0.00611116j -0.000450686-0.000359913j 0.00203508+0.000232707j 0.00443712+0.0145121j 0.0171666+0.00282481j 0.0187183+0.0107442j -0.0158046-0.00161815j -0.0159414+0.00911442j 0.00199764-0.00469287j 0.0359558+0.0324072j 0.0149084-0.00976538j -0.00649441+0.039909j 0.0337636-0.00780156j 0.0566768+0.0121049j -0.0206667-0.0460356j -0.00287827-0.0601498j -0.0140383+0.00916746j 0.00293384+0.0185971j -0.00619817-0.000358534j 0.00490905-6.10232e-05j -0.00770394+0.00580781j -0.00371176-0.000831097j 0.00167614+0.00132154j 0.000459355-2.29092e-05j 0.00143213-0.0022865j -0.00367849+0.000729014j 0.00806608-0.00223868j -0.00509678+0.00375755j -0.000661418-0.000736658j 0.00156756+0.00193763j 0.0089851+0.000984036j 0.00137802+0.00123647j 0.00146834-0.00341259j -0.00722098+0.00186487j 0.0113293-0.0024625j 0.0141946-0.00636505j 0.00828473-0.00162129j -0.00581493+0.000208781j 0.00048428-0.000309752j 0.00456281-0.00691884j -0.0305554+0.00143034j 0.00440386-0.00466156j -0.00126052+0.00579692j 0.0324946-0.00695311j -0.0115472+0.00543193j 0.035057+0.00415227j 0.0107023+0.00917336j -0.0289928-0.00292484j 0.0138553+0.00468062j 0.0309215+0.00835931j -0.00350618+0.00143142j -0.0103091-0.0014827j 0.00727531+0.0142009j -0.0329954-0.00540422j 0.00855432+0.00710307j -0.0259018-0.000379031j 
0.000749195+0.00655916j 0.00924165+0.00296553j -0.00290416+0.000142963j 0.00524548-0.00342547j 0.00175125-0.00985254j -0.00907622+0.00090585j -0.00851719-0.00296741j 0.00323014+0.00632069j -0.00243097-0.00076964j -0.00789639+0.00318002j -0.00645349-0.0155238j -0.00616309-0.00447707j 0.0117257+0.00249232j -0.000102489-0.0047841j 0.00315461+0.00156154j 0.0107114+0.00847076j 0.029039+0.0161014j 0.0106951+0.0251177j 0.0130678-0.00930939j 0.00938334-0.00889228j 0.0162297+0.0086722j -0.00431311-0.023953j 0.020257+0.0526452j -0.024122-0.0167574j 0.0293201-0.0458974j -0.0281177-0.00284001j -0.0319513+0.00773703j 0.00703584-0.00212127j -0.00246962+0.0153213j 0.0107414-0.0127357j -0.0133401-0.00670494j 0.0051336+0.00190249j 0.00211271+0.0021868j -0.00442705-0.00346872j 0.0124794-0.00477865j -0.00404109-9.65368e-05j -0.00238938-0.000778653j -0.00668605+0.00244334j 0.00673439-0.0046863j 0.0102426+0.000392236j -0.00231856+0.00246678j 0.00433796-0.00366102j 0.00403065-0.00116309j 0.00256779+0.00360471j 0.0134673-0.00574884j 0.00989111-0.00132208j -0.00940384+0.00041149j 0.00846601-0.00426571j 0.0049207-9.29018e-06j 0.0252279-0.00817005j -0.0169137+0.00513547j 0.0135184-0.00239921j 0.00550814-0.010321j -0.00850069+0.0143735j -0.0076155-0.00814172j 0.0330589-0.00567261j -0.00542317-0.00489686j -0.0293938-0.00180389j 0.0142839+0.00871341j 0.00845172+0.0126698j -0.025916-0.010855j -0.0071682+0.0144527j 0.0336802+0.0136626j -0.0270992-0.018625j -0.0103863+0.000750986j -0.00756967-0.00629603j -0.000584854-3.06238e-05j -0.00250569+0.000799421j -0.00204716-0.00635857j 
-0.00742017-0.00329592j -0.00504695+0.00431586j -0.0108344+0.00425616j 0.00623392-0.000144421j 0.0128128-0.000880327j 0.00540194-0.00389362j -0.00216803+0.00249934j 0.00380744+9.61068e-05j -0.00719201+0.00440414j 0.00245789-0.0051209j 0.016742+0.00319912j 0.00970345-0.0019548j 0.0116181+0.00204921j 0.0124034+0.00199116j -0.00286842+0.00157676j 0.000489356-0.000550568j 0.00617349-0.0101852j -0.00976269-0.000712413j 0.00187495-0.0165929j 0.0301084+0.0114576j 0.0328744+0.0147472j 0.0307984+0.000931154j 0.0273145-0.0269753j 0.00676489-0.026948j 0.0371442-0.000593964j -0.0186934+0.0165015j 0.0607126-0.00200624j -0.0061911-0.00165794j -0.00249548-0.0195418j 0.00766613+0.00660612j 0.0162404-0.00472064j 0.0104783-0.00505002j 3.27358e-05-0.000595042j 0.00497525-0.00196559j -0.00975964-0.00016181j -0.00306933+0.00392951j -0.000898149-4.0056e-05j -0.0035756+0.0021802j -0.000392111-0.0003767j -0.0160443+0.00425521j -0.00472541-0.000855144j 0.00589852-0.00152198j 0.00915548-0.0017997j -0.00877819+0.000449084j 0.00254861-0.00402276j 0.00297802+0.00288461j -0.00346879-0.00162029j -0.000752442+0.00257259j 0.00957124+0.000250116j -0.0133415+0.000730211j -0.00283183+0.00392392j 0.0250222-0.00211021j -0.010608+0.00345586j 0.0153713+0.00352062j 0.0105945+0.0109602j 0.0198534+0.00111758j -0.0307923+4.39143e-05j -0.0223204-0.00663658j -0.0110235+0.00525638j -0.0457807-0.00389714j -0.00453178-0.00497642j 0.0227002-0.00732015j 0.00547072-0.0107155j -0.000689212-0.00288808j -0.00122487-0.000244799j 0.010201+0.00709109j 0.00371997+0.00583669j 0.00296146-0.00183034j -0.00570499+0.000483561j 
0.00268942-0.00757549j 0.0043442+0.00358123j -0.0049656-0.0150774j -0.00385234+0.013519j -0.0147746+0.0183525j -0.000986717+0.00436512j -0.00426834-0.00816681j 0.0175725+0.00853502j -0.0112266-0.00943509j 0.0116203-0.00119558j -0.0224399+0.014411j -0.0112237+0.0174454j 0.00878108+0.00193246j -0.00977832+0.00671324j 0.00932641+0.00859664j 0.00519396-0.00801059j 0.030061+0.000477299j 0.0206566-0.0381178j -0.013758-0.00940443j -0.0246393+0.020782j 0.0107407+0.0436614j -0.0365031+0.0175129j 0.0381654-0.035377j -0.0250753-0.031643j -0.0720073+0.0599274j -0.0180444+0.00426361j 0.00800109-0.0361381j -0.00115597-0.00673757j -0.000410603+0.00784194j 0.00368501+0.00938584j -0.00286785-0.00658244j 0.0037409+0.00350579j 0.00218673-0.00907525j -0.00655748+0.00875505j 0.00702191-0.00460182j -0.00213348-0.00203244j -0.00722046+0.00621432j -0.0123306+0.00356104j -0.00147476+0.00379578j 0.0097974-0.00460666j 0.000351965-0.0028943j 0.00407241-0.00043467j 0.000437503+0.000992662j -0.00171543+0.00577937j 0.00900998-0.00852831j 0.00746569-0.000894842j -0.00650059+0.000284504j 0.00298016-0.00331206j 9.3848e-06+0.00183892j 0.00781454-0.00256374j 0.000136157+0.00187826j 0.00368395+0.00166348j -0.00499777-0.00273724j 0.0110965+0.0108412j 0.0253959-0.0028868j 0.018896-0.00705636j -0.0104143-0.00326186j -0.0297918-0.00609198j 0.00615097+0.00552147j -0.0146718+0.00645952j 0.00621456-0.00355085j 0.0370705+0.00135811j 0.00753324+0.00277912j -0.0182243-0.00699534j 0.000562245-0.00802332j -0.00235928+0.00515095j -0.00227897+0.00370181j -0.00507634-0.0029527j -0.00114437-0.00124597j 
0.0069982-0.00490558j -0.00950408+0.00704295j 0.0230777-0.0146149j -0.0128236+0.00390272j -0.00901979+0.00240588j 0.00732167-0.00770274j 0.0210748-0.00874473j -0.0254332+0.0116523j 0.0309203-0.0130293j 0.00778813-0.00501439j 0.0131143-0.00285071j -0.01212-0.000947031j -0.0223629+0.0172093j -0.00267456+0.00175514j 0.0097234+0.00482524j -0.0128353+0.00782235j -0.0493456+0.0156284j 0.0273803+0.00252822j 0.0227011+7.40196e-05j -0.00331435+0.0200345j -0.0512221+0.0352957j 0.0168532+0.0102877j -0.0250118-0.0044212j 0.0115284-0.0523733j 0.0127959+0.0145512j 0.0240236+0.00511617j -0.0407845-0.0231937j 0.00309671-0.00782945j 0.00295489-0.0018066j -0.0160852+0.00912106j -0.00383514-0.00409424j -0.0189199+0.0136334j 0.00273156-0.00318512j -0.00534724+0.00652289j -0.0102568+0.00850942j 0.00128234-0.00323657j 0.0145742-0.00308049j 0.00980119-0.00345629j 0.000410629+0.009166j -0.00501886+0.00461732j -0.00449561+0.00839163j 0.000376236-0.0017323j -0.00600402+0.00619087j 0.00503135-0.00107406j -0.00132803+0.0123712j -0.00244195-0.00188288j -0.00348255+0.00424613j 0.00291084+0.00478566j 0.00734771-0.00294353j -0.00730503+0.000686613j 0.00258321-0.00207751j 0.0262903-0.00578017j -0.0166019-0.00347437j 0.00309944-0.0124218j 0.00635315+0.00770681j 0.0166759+0.00537217j -0.0418744-0.00258893j -0.0146176+0.00683593j -0.0240948+0.00131194j -0.0498035-0.00803364j 0.00485895+0.00733378j -0.00413056-0.00488421j -0.00598983-0.000367733j 0.00078447-0.00019393j -0.0119116-7.35185e-05j 0.00601917+0.00177252j -0.0142825-0.00246513j 0.000329918-0.00336729j 0.00397624+0.000178729j 
0.00665868-0.00911486j -0.00555197+0.000730263j 0.00900703-0.00432098j 0.00292351+0.000333454j 0.00290901+0.00528099j 0.00764446-0.0112376j 0.00840858-0.00303339j -0.00136814+0.00335963j 0.00949897-0.00624558j 0.0125432-0.00316645j -0.00809941+0.00659014j 0.00161959+0.00232241j -0.0164619+0.000394958j 0.00291676-0.00198418j 0.00524816+0.0023671j -0.00124817-0.00491482j 0.0125711-0.0245757j 0.0178672-0.0253164j 0.0241591-0.0285893j -0.0139604+0.00879077j -0.00275646-0.00459753j -0.00588287-0.00198746j 0.074277-0.0680778j 0.00991937+0.0118064j 0.067785-0.0185716j -0.0205351-0.00949871j -0.00577299-0.0381118j 0.00572849-0.00687463j -8.41317e-05+0.00431665j -0.0107917+0.0125436j -0.00150691+0.00276184j -0.0062599+0.00338975j -0.00490588+0.000339119j 0.000581451+0.00368304j -0.00531227+0.00468646j 0.000111409-0.000645589j 0.00165067-0.000300623j 0.00305416-0.00164329j -0.00357865+0.00459752j 0.00234791-0.00130775j 0.00210134+0.000283792j -0.00549198+0.00194725j 0.000276041+0.000907055j 0.00117748+0.000270756j -0.00563533+0.00363997j -0.00229281-0.000714238j 0.00363931+0.000904214j -0.00298377-0.000692814j -0.00240195+0.000177194j -0.00313668+0.00218576j 0.00306516-0.00283726j -0.0155733+0.00136395j 0.00772152+0.000769658j -0.00448204-0.00434115j 0.00815401-0.000876716j -0.0194176+0.0014789j 0.0238204+0.00080593j 0.0182509+0.00363452j -0.00341978-0.000915396j 0.00751248+4.57207e-05j 0.0112331+0.00311428j 0.00404667+3.38598e-05j -0.013469-0.00219907j 0.00253198+0.0109834j -0.0102206-0.00430793j -0.0015022+0.000589047j -0.00769059+0.000167717j 0.000674369-0.00354505j 0.00206051+0.00382671j 
0.00819171-0.000930752j -0.00168515-0.00650158j 0.00638987-0.00199389j -0.00277571-0.000879305j -0.0061599+0.001711j -0.000467221+0.00371298j 0.0030403-0.00162706j -0.00286348-0.00199169j 0.00513066-0.00757068j 0.00244638+0.000581815j -0.00815996+0.00400843j -0.00523632+0.00782531j -0.00618585-0.000517549j -0.00266556-0.00537329j 0.00992247-0.00118559j -0.00632623+0.00681363j -0.00108947-0.00375989j 0.0212544-0.0140698j 0.00279728-0.00888311j -0.0212975-0.0141159j -0.0112826+0.0185874j -0.0163713-0.00066693j 0.0436859+0.0115353j 0.00268113+0.00696753j 0.013329+0.00895947j 0.0549082+0.0846532j 0.00274983+0.0704881j -0.0123643-0.00913704j -0.00172366-0.00923507j -0.010436-0.00722166j -0.0002417+0.00681744j -0.00735278-0.000527629j 9.28961e-05+0.000823189j -0.00249146+0.000969258j -0.00251586-0.000879758j 0.00240417-0.00214648j -0.00163006+0.00228946j -0.00351217+0.000452735j -0.00554864+0.00204972j 0.0046689-0.000729577j -0.00143644+0.00204591j -0.000561981-0.000706812j -0.00175728-0.000452887j 0.00557237+0.00295463j -0.0056238+0.00242968j -0.000180315-0.00262941j -0.00149073+6.04772e-05j -0.000906917-0.000316701j 0.00232229-0.000256324j 0.0021892+0.00121087j 0.00365653+0.00113754j -0.00412861-0.00226119j -0.0119981-0.00239104j -0.00429067-0.00433288j 0.0050877+0.000791595j 0.00290868+0.000856586j 0.00267598+0.0023414j -0.00352606-0.00332106j 0.0359401-0.00428527j 0.0212726-0.00490274j -0.00134635+0.000623828j -0.000300464-0.0145074j 0.0402236-0.00155375j 0.0166802+0.00624683j 0.0392726+0.0129692j 0.0116822+0.00697101j 0.0125027-0.00187769j -0.00578449+0.00376079j -0.0106582-0.00226604j 
0.00372775-0.000213075j -0.000312597-0.00788503j 0.00182069+0.00640275j 0.000350908-0.00330748j -0.00241117+0.000542418j 0.00820032-0.00107306j 0.00189516+0.00623731j -7.54825e-05-0.0032377j 0.00228728+0.000196527j 0.00188713+0.00706168j -0.00380853+0.000702498j -0.000932085-0.00163203j -0.00336342-0.014182j 0.00132856-0.00470566j -0.00390696-0.00642439j 0.00201418+0.00133809j 0.00202615-0.0282182j 0.0160711+0.00791964j 0.00698123+0.012019j -0.00426926-0.0483711j 0.0189502-0.0218354j 0.0176884+0.0359444j 0.0213217-0.0121396j -0.0286977+0.036884j -0.00105464-0.0148598j -0.00888183-0.0255235j 0.00705919+0.00936156j 0.00193492+0.00620264j -0.000968859+0.00374249j -0.00617349-0.00143076j -0.00375041+0.0118228j -0.00153613-0.00313539j -0.00240108+0.00361354j -0.000656963-0.000763543j -0.00064608+0.000801916j -0.0012732+0.000788484j -0.000203314-0.00115409j -0.00126017-0.000950977j -0.00152187-6.99144e-05j -0.000777333-0.000767703j 0.00028735-0.000914794j -0.00179694+0.00116288j -0.00788937-0.000197285j 0.00471077-0.000901259j -0.0017113+0.00205023j -0.00416705-0.00195098j 0.0023391-0.000979863j 0.0160654-0.00202517j -0.0114962+0.000308332j 0.00713345+0.000856339j 0.0313858-0.00400272j 0.03483-0.00217196j -0.0325259-0.00395371j -0.0306867-0.00684183j 0.00655943-0.0026339j -0.0337932-0.00242538j -0.0496846-0.0075222j -0.0225063-0.00284527j 0.012391-0.00573914j 3.36659e-05+0.00375897j 0.00951983+0.0113385j -0.01817-0.00173371j -0.00371094+0.000661915j 0.00604125+0.00418553j -0.00210916-0.00242052j -0.00751184-0.00236734j 0.000167653-0.00226607j 0.00351946+0.00293448j 0.00125736+0.00350194j 
-0.00246023-0.00795061j -0.00569705+0.00130528j 0.0070587-0.0118957j -0.00241738+0.00201998j -0.00499656+0.0064604j -0.00586316+0.00537734j -0.000330947-0.0027119j 0.00207658+0.00657313j -0.0089435-0.00221313j 0.00743649+0.00426341j -0.0111039+0.0140685j -0.00460246+0.00335556j -0.012134+0.00880859j -0.0162604+0.00734293j 0.00103017+0.00300478j 0.00638031+0.000954889j 0.00847531+0.00644461j -0.0200801+0.00109126j 0.00847333+0.00337961j -0.0407164+0.0217681j -0.01263+0.0336301j -0.000774704+0.0352725j -0.00409839+0.0168016j 0.0595006-0.0118947j -0.00744512+0.0102825j -0.0338874-0.0630389j 0.0254604+0.0283333j 0.00625275+0.00811267j -0.00267627-0.00100674j 0.00433764+0.00935737j 0.00656919+0.00564835j -0.00359196+0.00592541j -0.00150673-0.00051359j 0.00191558+0.00263085j 0.00618093-0.00371372j 0.00329728+0.00018316j -0.00525402-0.000143977j -0.00179497+0.00051876j 0.00121404-0.000565334j 0.0040515-0.00263916j 0.00615854-0.00447406j -0.00602892+0.0027137j -0.00681518+0.00340331j -0.00451648+0.00125143j -0.00927802-0.000212138j 0.00487478-0.00211669j 0.00755723+0.00139309j -0.011211-0.000893485j -0.0156406+0.00370782j 0.00704815+0.000833136j 0.0105116-0.00261636j 0.00230745+0.000785209j -0.0128651-0.0028608j 0.00103848-0.00125493j 0.00938638-0.0052308j -0.0163518-0.00722561j -0.0252931+0.00325547j 0.00621269-0.00825725j -0.00587055-0.00332374j 0.0164728+0.0058989j 0.0136247-5.20981e-05j -0.0337069+0.00228959j -0.0105265-0.0099544j -0.00741281-0.0103941j 0.00601394-0.00364873j -0.0232575+0.000201074j -0.00043941+0.00406127j 0.00942564+0.000253185j -0.00226428+0.00219297j 
0.00791397-0.00990311j -0.00277101-0.00702142j 0.0062077-0.00459474j -0.00336836-0.00433942j -0.0058154+0.00297666j 0.0131535-0.0040908j 0.00680965+0.0120091j -0.0113199+0.00122412j 0.018885+0.00268223j 0.000898003+0.00477032j -6.69321e-05+0.00846099j -0.00141608-0.00111675j -0.00160805+0.00509215j -0.000575233+0.0155967j 0.00382525-0.00663436j 0.00311096-0.0181085j -0.00186563-0.022286j 0.0222918-0.00332928j 0.00832315+0.00080564j 0.0344559+0.0414542j -0.0100677-0.0230362j -0.00626364+0.0341255j 0.0403571-0.0260716j -0.0167577+0.0326783j -0.0233036+0.00748365j -0.0167654-0.0491352j 0.0216995+0.0280391j -0.00202799+0.0064852j -0.00720997+0.00665961j -0.00663535+0.0082127j -0.0038246+0.0169192j -0.00696749+0.00478024j 0.00373658+0.003044j -0.00462327+0.00313943j -0.00522063+0.000541061j 0.000479161+0.0036956j 0.00858141-0.00222807j 0.0123919-0.00322863j 0.00565995-0.00063361j -0.00298273+0.000501604j -0.00983544+0.00422816j 0.00459676+0.000500241j 0.00509309+0.00398246j 0.00222939-0.0012372j 0.00984211+0.00199188j 0.00277919-0.00455357j -0.0119189+0.00438937j 0.00710972+0.00127532j 0.0240114-0.00478366j -0.0109799-0.00654853j -0.0153701+0.00107798j 0.00266823-0.00343163j 0.0235428-0.00398363j 0.00222259-0.00363089j -0.013972+0.00225581j 0.0132266+0.0121889j 0.00309502+0.00201459j 0.0315473+0.00784424j -0.00143561+0.00657296j -0.0088183-0.00566575j -0.0371358-0.0081764j -0.0308695-0.00316938j -0.000855939-0.000789486j 0.00626232-0.00192702j -0.00135207-0.00752414j -0.0164956+0.00122213j -0.00343905-0.00318723j 0.00689523+0.00138681j -0.00189316+0.00592299j 
0.000266637+0.00981813j 0.0074722-0.00874275j -0.0149191+0.0210679j 0.0109724-0.00674038j 0.0127777-0.00389734j -0.00527071+0.0146562j -0.0246111+0.0193402j 0.0102645-0.0276304j -0.0207334+0.0280918j -0.0148286-0.000221676j -0.00328412+0.0219565j 0.0211672-0.00436591j 0.0143498-0.0115732j -0.00375216+0.00753081j -0.0174278-0.00770526j 0.0108984-0.0131353j 0.0329657-0.055811j -0.0267782+0.0350978j -0.00612167+0.0316109j -0.00939696+0.0126481j 0.00757203-0.0450565j -0.0430033+0.0495506j 0.0152468-0.0184111j 0.0160201+0.0020332j 0.00254128+0.0246196j 0.0154658+0.0273329j -0.00773757-0.0176564j -0.00422343-0.000880711j -0.00085287+0.00163624j 0.000201992-0.0134149j -0.00410819+0.00471861j 0.0102239-0.0118534j 0.0020201+0.00146032j 0.0017673-0.00425612j 0.00511722-0.00583329j -0.00102316+0.00602175j -0.00090356+0.00249805j 0.00689082+0.000632656j 0.00261046-0.00830785j 0.000926122-0.00215301j 0.000483236-0.00457985j 0.00112394+0.000728722j -0.00615822+0.000281264j -0.00379208-0.00308781j 0.00920728-0.0083169j -0.0165848+0.00439449j -0.000508135-0.00235605j 0.0138057-0.00187169j 0.0143907-0.00324827j 0.000567653-0.00512388j 0.00783868-0.00196405j 0.00659622+0.00152786j -0.00802039+0.00168328j -0.00179897-0.000167511j -0.0292392+0.000182917j 0.00511149-0.000293675j -0.0159312-0.00365597j -0.0126464+0.00850265j -0.0123097-0.00156538j -0.00279938-0.00390012j -0.0114263+0.00700064j 0.00624505-0.00191878j 0.00386031+0.0085018j -0.00584859+0.00611986j -0.00284004+0.00245092j 0.0124573-0.00223905j -0.00137627-0.0063118j -0.00330151+0.003254j -0.000487297+0.000996548j 
-0.00581626+0.0011838j 0.00126916+0.000111479j -0.0062223+0.00209007j -0.00683905+0.00199366j -0.00768189-0.00309366j -0.00581015+0.00118774j 0.00958316-0.00479212j 0.00535706+0.00760741j 0.00775574-0.00982071j -0.00207975+0.0104763j -0.00321052-0.0127259j -0.0114921-0.00375503j 0.0203708-0.0124884j 0.0328334-0.00983725j -0.0101222-0.00207144j -0.0345291+0.00314383j 0.0107387+0.00715684j 0.00899656+0.00182816j -0.030799-0.00905446j 0.0579288-0.0537827j -0.0330825+0.0196416j -0.0289857+0.00408746j 0.00288465+0.00972824j 0.0100427+0.000342841j -0.00867131-0.0210817j -0.000173609-0.0153155j 0.00537527+0.00274646j -0.00170905+0.00490938j 0.00348086+0.00100028j 0.00535876+4.33838e-05j 0.00700552-0.00300735j 0.000406774-0.00247362j 0.00251672-6.1149e-05j 0.000649182-0.00244219j 0.00217792-0.00247205j 0.0027274-0.00394507j -0.00126394+0.00138212j -0.00869763+0.00230129j 0.0039555+0.000333576j -0.00183849-0.000165949j -0.00505259+0.00249392j 0.00655841-0.00237237j 0.0127144-0.00490768j 0.00804181+0.00192894j -0.000486605-0.00139034j -0.00430357-0.001519j -0.0288915-0.00119484j -0.00859034+0.00436459j -0.0253752+0.00172248j -0.00284075-0.00112174j -0.0104004+0.00379488j -0.0209512-0.00159362j 0.0243676+0.00449723j -0.00605575+0.00270263j -0.00699519-0.00205441j -0.0158521+0.00488351j 0.0133869+0.00548161j 0.00712959-0.00536137j 0.0233898+0.00649302j -0.00920965+0.00120863j -0.000204292-0.00166239j 0.00412523+0.00163706j -0.00666499-0.00253644j 0.000943119-0.00208417j 0.000421841-0.000405799j -0.00455413-0.00142589j 0.0043884+0.00171105j -0.00206215-0.000607774j 0.00221376-0.000566374j 
-0.00321091+0.00141254j 0.00293665-0.00239804j -0.00168983+0.00027562j -0.00448666+0.00582446j -0.0120909+0.0121424j -0.00296795+0.00154128j 0.00595082-0.00190667j 0.0149272-0.00498915j 0.008268+0.0027925j 0.00886337-0.00108449j -0.0106292+0.00402626j -0.0150446+0.0130989j 0.0112588-0.0126224j 0.0113741+0.00555205j 0.0219669-0.00640662j -0.0297179-0.000368936j 0.00935997-0.00461084j 0.0162042-0.0116406j -0.00961744+0.0171496j 0.0118509-0.00151909j 0.0135171-0.00719885j 0.0188515+0.0091245j 0.00959592+0.00816762j -0.0155219+0.0293188j 0.0553585+0.0810795j 0.00787857+0.00926594j -0.00829058-0.0144907j -0.0048146+0.00452518j 0.00156114-0.00022937j 0.0051548-0.00210066j 0.00184291+0.000401426j -0.00610787-0.000359336j 0.00318373-0.00523331j -0.00317556+0.00484322j 0.00886833-0.00330726j 0.00546197-0.00174935j 0.0049488+0.00535158j -0.00788916+0.00199829j 0.00476584+0.000764584j 0.00755377-0.00274286j -0.00416722+0.0025367j 0.00882371-0.00218039j -0.000641212-0.000545911j 0.0154567+0.00317572j 0.00427812-0.00307754j -0.000131006-0.00503323j -0.0149083+0.00203241j -0.00136407+0.0024127j -0.0152574+0.00231121j 0.00323785-0.00732052j -0.00692179+0.00384409j -0.00744271-0.00235846j -0.000721046-0.00348077j 0.02289-0.00130832j -0.0192261-0.00214057j 0.0311547-0.000843169j -0.0200608+0.00630204j -0.00328302+0.000559182j -0.0104005+0.00450005j -0.015952-0.00905129j 0.00911683+0.00432175j -0.0139844+0.0033523j 0.00335182+0.00221963j -0.0359846-0.00235101j 0.00192783+0.00424151j 0.00615267+0.00245003j -0.00992639-0.00195497j -0.00213228+0.000368351j 0.000592314-0.000318282j 
