-0.0107178+0.00348443j -0.00535405+0.00634702j 0.0142525-0.00688461j -0.00830433+0.00251773j 0.00391765-0.00144224j -0.00149812+0.00266227j 0.0108469-0.00599137j -0.0186674+0.00623104j 0.00725713-0.006718j -0.0132711+0.00590394j 0.0111801-0.00777925j -0.00448547+0.00558917j 0.00427856-0.00385116j 0.00710252-0.00371146j -0.014603+0.000206802j 0.00706364+0.00271684j 0.0279894-0.00662044j -0.0043372+0.00253724j -0.0056544+0.00461522j 0.0249181-0.00262662j -0.00258111-0.00382403j -0.00978955-0.000184827j -0.00479836-0.00406804j -0.00811494+0.00362366j -0.00126617-0.00992019j -0.00635375-0.0161607j -0.0161737-0.011615j -0.02921-0.0124449j 2.63066e-05+0.0196557j 0.00266285-0.00919923j 0.0135392+0.00773251j -0.011174-0.0129311j -0.000985331-0.00858498j 0.0052605+0.0117379j -0.00351759-0.00669518j 0.00377546+0.000398055j 0.00721236+0.0188183j 0.00194819+0.00230618j 0.00262203+0.00738786j -0.00189952-0.00723405j -0.00357234-0.00113263j 0.00426328+0.00443971j 0.00172192+0.00275582j -0.001681+0.00414552j 0.00337969+0.00384502j -0.000473342-0.00570501j 0.00165593+0.00092294j -0.000225938+0.0064339j 0.0028179+0.00893723j 0.0066094+0.0012247j -0.00419356-0.0201728j -0.00213262+0.00362725j -0.0015087-0.0151236j -0.0042016-0.0095405j 0.00370518+0.0213767j -0.00117675-0.0078761j -0.00119936-0.00343403j -0.00293016+0.0159263j -0.00299552-0.00259356j 0.00358287+0.00294898j -0.00148013+0.00477781j 0.00369215-0.0135914j 0.00197067-0.00183185j 0.00355764-0.00367791j -0.0104218-0.00496819j -0.00831336+0.0136078j -0.00449948+0.0150553j -0.00379423+0.0178057j 0.00257353-0.00703827j 
0.00238637-0.00147767j -0.00396039+0.00033316j -0.0102577+0.0129946j 0.0106862-0.00101369j 0.0226266-0.0121089j -0.000187375-0.00438683j -0.00924923+0.00892576j -0.012891+0.00867356j -0.0162983-0.000915427j -0.0246417+0.0142367j 0.0103455-0.0159903j 0.0230407-0.0175202j 0.0210329-0.00758214j 0.0120871+0.00231214j -0.0631942+0.0199043j 0.0343302-0.0116916j 0.019298+0.0242823j 0.00570473-0.00366462j 0.0460951-0.0217943j 0.00196835-0.021118j -0.0224565+0.0207376j 0.00906043-0.0216124j 0.0375845+0.0347486j 0.0108131+0.0014757j -0.0016225+0.0218398j -0.0101031-0.0026678j 0.0135709+0.00929959j 0.00111621-0.00424853j -0.00220501-0.00238045j -0.00541864+0.00115498j 0.00495001-0.00092344j 0.0114892-0.00679314j -0.00135882+0.000510614j 0.00802836-0.00552725j -0.00568019+0.000235652j -0.00563148+0.0018901j -0.00346761-0.00535546j 0.0141827-0.00208257j 0.000161559-0.003645j -0.0181957+0.000912615j -0.00152264-0.00283813j 0.00226713-8.05995e-05j -0.000870317-0.000628913j -0.0325362-0.00609135j -0.00013836-0.0039038j -0.0150991+0.0117542j 0.0124408-0.00515284j -0.000123353+0.000269584j -0.000502966-0.000295075j -0.00250637+0.00293504j 0.0172798-0.00141968j 0.000977921+0.00532678j 0.000648749+0.010845j 0.0150699+0.000746631j -0.0253269+0.00429049j -0.00610548-0.00523341j -0.0225101+0.00294329j 0.008987-0.00627969j -0.0380866-0.00680305j -0.0108231-0.00408956j 0.0104547+0.000579974j -0.00403761-0.00169064j -0.014469-0.00853113j -0.00480728+0.00115031j 0.00686977+0.00189792j -0.00407311+0.000713421j 0.00476865+0.00273871j -6.84465e-05+0.000598066j -0.00460817-0.000865918j 
0.00708576-0.00362683j 0.00534881-0.00339535j 0.00843644-0.00686454j 0.00275569-0.00300555j -0.00421095+0.00045349j -0.0100623-0.00225964j 0.000595822-0.00532763j -0.0158628+0.0106383j 0.00938177-0.0167081j -0.0101118+0.00734873j -0.0332467+0.00130377j -0.0162304-0.00134663j -0.00102047-0.000645176j -0.0461263+0.00468801j 0.030191-0.00572545j 0.0293937-0.00164541j 0.0173194+0.0077084j 0.0055012-0.00237822j 0.0366265-0.00473162j 0.0435326-0.0341176j -0.00955299+0.0154735j -0.0135414+0.000317552j -0.0112421+0.00149653j 0.00266242+0.00511069j 0.0183117-0.000123376j -0.00609896+0.00954787j -0.00162593-0.00372466j -0.00176618+9.48946e-05j -0.00306511+0.00337157j 0.00116649+3.03205e-05j -0.0111274+0.00367525j -0.00574173+0.00432696j -0.00464215+0.00276724j -0.00101169+0.00279327j 0.00886207-6.07882e-05j 0.00568121-0.0026411j -0.00328621-6.03151e-05j 0.013668-0.00289528j 0.00136152+0.00213824j 0.0182646-0.00669224j -0.00246444+0.000440994j 0.00249558+0.00119906j -0.0202987+0.00836355j -0.0129438+0.00152199j 0.00818665-0.00304955j 0.00496113-0.00400039j 0.0312526+0.00303308j 0.015601-0.00884292j 0.0243328-0.00130419j -0.00283241-0.00118649j 0.032704-0.00168014j 0.00285318+0.000708295j -0.0274027-0.00705609j 0.03013+0.00386836j 0.0339562-0.000142412j 0.00443384-0.00551434j -0.0223285-0.00606421j 0.0134625+0.00359389j -0.0113605-0.0051577j 0.00985155+0.00304646j 0.00835247-0.000401487j 0.00102733+0.00084443j 0.000902226-0.00106057j -0.00132487+0.000564815j 0.00418873+0.00154386j -0.00282468-4.53649e-06j -0.000987897+4.87718e-05j -0.000910738+0.000632503j -0.00181416-0.00108826j 
-0.00877257+0.0012669j 0.0044133+0.00285509j -0.00866276+0.000165193j -0.0042897+0.000868345j -0.00830482-0.00246319j -0.0247895+0.01395j -0.0086322-0.00116535j 0.0116243-0.00300311j -0.0141705-0.000355931j -0.0200194+0.0119165j -0.0240773+0.00566944j -0.0217762+0.00128701j 0.0505959-0.0149918j -0.000688164+0.00383717j -0.0193289+0.0140622j -0.00403378-0.00547875j 0.0231762-0.0102079j 0.0214201-0.0148976j -0.00924565-0.0183258j -0.00822595+0.0185511j -0.0138606+0.0118045j 0.0355608-0.00495628j -0.0268516-0.0323128j 0.0156729-0.0186888j -0.00151276-0.0158221j -0.000270917-0.00175351j -0.00243301-0.00577412j -0.00119741+0.00243028j 0.0010017+0.0027073j 0.0130282+0.00135617j 0.00568364-0.00581562j 0.00303048-0.00148836j 0.00540852-0.00187758j 0.00123623-0.00202589j 0.0170781-0.00859717j 0.0104783-0.00327137j -0.00652332+0.00544144j 0.00545942+0.00125389j 0.0118437-0.00615447j 0.0116825-0.00779188j -0.00918471-0.000338825j 0.0161412-0.002154j -0.00591396-0.000127j -0.00109798+0.00112929j 0.0205959-0.0147319j -0.0107053-0.00167484j -0.0132147-0.00165035j 0.0285179-0.00490978j 0.00715326-0.00414212j -0.00485008-0.0118379j 0.0217989+0.00299439j -0.0102382+0.00141785j 0.0101608-0.00235012j 0.00691631+0.0107096j -0.0239777-0.00781349j -0.00706083+0.00282535j -0.00319738-0.00569451j 0.0126286+0.00616772j 0.0200163+0.00703086j 0.0095256+0.00256108j -0.0215948-0.00362376j 0.00169906+0.00391212j 0.00516458+0.00497272j -0.000759718-0.00503351j -0.002441-0.000886927j -0.000179257-0.00117377j -2.15339e-05+0.00102701j -0.00118567-0.00158157j 0.00184165-0.000648842j 
0.00108857-0.00141665j 0.0011089+0.00268448j 0.000349902-0.00123168j 0.00476525+0.00296444j 0.0066083+0.0012712j 0.00581382-0.0035645j 0.000657568-0.00151236j -0.00565874+0.00472961j 0.00216089-0.00223614j -0.00222811-0.00697069j 0.00259474+0.00134243j 0.00843553-0.0014775j -0.0105075+0.0106278j -0.00324082+0.00890938j 8.66721e-05-0.001771j 0.00703895+0.000470817j -0.0114489+0.00454731j -0.00793276-0.000173392j 0.00174515-0.0101441j 0.0258089+0.0115732j 0.028234+0.0458604j 0.0183486+0.0329112j -0.0137104-0.0123229j -0.0373692-0.0479882j 0.0275718+0.0375644j 0.00219412+0.0168972j -0.0109256-0.0118785j 0.00106481-0.00403832j 0.000618087+0.00205832j -0.00141916+0.00511538j -0.0055786-0.00318483j 0.00125217+0.00304449j -0.00439793-0.00326229j 0.00128563+0.00203519j -0.00162927+0.00152693j -0.00253781-0.00140604j 0.000616071-0.00133374j 0.00584334-0.00171843j -0.00175234+0.00320883j 0.00187108-0.00120755j 0.00131814-0.000941624j -0.00612269+0.00219144j 0.00293737+0.00159387j -0.00470852-0.00248861j -0.00780654+0.00411651j -0.0127957+0.00585743j 0.0024241-0.00134475j -0.00968087+0.000295246j -0.0147515+0.00116992j 0.0144709-2.77818e-05j -0.0103797-0.0040613j -0.0382171+0.00700682j 0.0230226+0.0050359j -0.0127199-0.00249634j -0.0353317-0.00572627j -0.0143252-0.00191181j 0.0500992+0.00476406j 0.0224556+0.00493464j -0.00192716-0.00730165j 0.0435862-0.00134255j 0.00502807+0.0058291j -0.0157919+0.00226015j -0.00128381+0.00340197j -0.00555185+0.00307643j 0.00319973+0.00294735j 0.00671474+0.0014233j -0.00565591+0.000759338j -0.0017876-0.00150576j 0.00282154-9.9606e-05j 
-0.00193307-0.007157j -0.00426057+0.00643558j 0.00601924-0.000341518j 0.00566836-0.000519237j 0.012239-0.00596355j 0.00913362-0.021305j 0.00419923-0.00670848j -0.0130438+0.0114762j 0.00278071-0.0124567j -0.00197441-0.00821212j 0.0127397-0.0125238j 0.0127807-0.0139827j -0.0115176+0.0122737j 0.0059197-0.0143856j -0.0153065+0.010729j -0.00112674-0.00392962j -0.0213529+0.0180496j -0.0382833-0.0370441j -0.00778972-0.0289663j 0.0145458-0.0201678j -0.0121759+0.014855j 0.00256584-0.00615076j -0.055511-0.0678231j 0.025785+0.0236733j 0.0136361-0.0021118j -0.00728848+0.0121944j -0.0132726-0.0132658j 0.00806709+0.00145952j -0.000679535+0.00458644j 0.00200234+0.0131617j -0.00200614-0.000707619j 0.00251625+0.00140178j -0.00260891-0.00047991j -0.000723301+0.000760528j -0.00599254+0.00828445j -0.00783137+0.000768137j 0.00185571-0.00456067j 0.00396132-0.00355269j -3.51783e-05+0.00403557j -0.00751289+0.00292292j 0.000643526+0.00113516j -0.00369766+0.000809408j 0.00430578-0.00032433j -0.0089443-0.00237929j -0.000162027+0.00520383j -0.000707252+0.00716059j 0.000265699-0.00163968j -0.00133247-0.00206694j 0.00132146-0.00268407j 0.0218513-0.00298408j -0.0190614-0.00220334j 0.0200897+0.000530641j 0.00170335-0.000248893j -0.026199+0.0041271j -0.0170325-0.00105613j 0.0162902-0.0052146j -0.000373623-0.00555711j -0.0383088+0.00104621j -0.00379274-0.000314502j -0.00292838+0.00700288j -0.0193306-0.00133521j -0.000980755+0.00669536j 0.0223484+0.00486665j 0.00102976-0.00176813j -0.016564+0.000454077j 0.00806016+0.000460366j -0.00510505+0.00486775j 0.00512974-0.00182018j 0.00417369+0.00159764j 
0.0059172-0.00880186j -0.000379629-0.0036389j 0.011096-0.00987898j 0.00231417-0.0104418j 0.00147817-0.00716047j 0.00366783-0.0035464j 0.00372453+0.00665831j -0.0170351+0.0135635j 0.00970554+0.00199598j -0.00922516+0.00409107j -0.0102455+0.0100996j -0.00213601-0.00508781j -0.015433+0.0215667j -0.0174738+0.0587696j 0.00378899-0.0179358j 0.0190771-0.054878j 0.000658773-0.00835798j -0.00677026+0.0158215j 0.0102328-0.0565699j 0.0087742+0.049207j 0.00608551-0.0180195j -0.00202837-0.00610177j -0.00601422+0.00299211j -0.00643924-0.0083464j 0.000999725-1.03333e-05j 0.000354064+0.00777821j -0.000462069-0.00294973j -0.000168765-0.00276455j -0.00124739+0.00432017j -0.0031252+0.00731399j -0.004199+0.00628433j -0.00738731+0.0067121j -0.00528313+0.00565175j -0.00211191+0.00112789j -0.00204635-0.000581255j -0.00062321-0.000322776j -0.00114571-0.00287403j 0.00405753+0.000866235j 0.00316955+0.00352057j 0.0107562-0.0031621j -0.00292211-0.000164169j -0.00305696+0.00232911j 0.00781234+0.0039502j -0.00122179+0.00205842j -0.00585003+0.00380505j -0.0193199+7.43794e-05j -0.0323774+0.00376395j -0.0208939+0.00120178j -0.0263802+0.00271722j 0.0150858-0.00139702j -0.00876674-0.00405713j -0.0260167-0.00338586j 0.00717015+0.00163676j -0.0182908-0.00145597j 0.00566857-0.00260085j -0.0249104+0.000372368j -0.0121304+0.00180184j -0.0128391-0.00536914j 0.0193526+0.00437459j -0.00404615-0.00123457j 0.00862758+0.0041482j -0.00130774-0.00186427j 0.00392629+0.000691457j -0.00122166-0.00153737j 0.00292697+8.12464e-05j -0.00193625-0.000403819j 0.000178216-0.00231056j -0.000549219-0.00137488j 0.000387711+0.00286459j 
-0.00671854+0.00494464j 0.00154691+0.00602059j -0.0138384+0.00439879j -0.0029225+0.0110563j -0.00102161+0.00723651j -0.00101933+0.00163108j 0.000765381-0.0044278j 0.0201325-0.0104067j -0.00774166+0.00715884j 0.0130041-0.0241047j 0.0348556-0.0210091j 0.000250486+0.00833924j 0.0282997+0.00132458j 0.0132184-0.00689615j 0.0385706-0.0225096j -0.0206227+0.0203263j 0.00540836+0.0263596j -0.00149774-0.0183803j 0.0127655-0.00679636j 0.0303268+0.041802j 0.00128106+0.0137045j -0.0155193-0.0204516j 0.00408367-0.000118644j -0.0148607-0.0151793j 0.0113167+0.01571j 0.00451722+0.00193962j -0.00440835-0.00336079j -0.000476876-0.00236479j 0.00346213-0.000318993j 0.00230965+0.00053272j 0.00433609-0.010385j 0.00665155-0.00235883j 0.00280774-0.00675594j 0.00201641-0.00047828j 0.00352971-0.00113788j -0.00075414-0.00153272j 0.000505616+0.00357359j -0.0138668+0.00422506j -0.0051578-0.00139418j -0.0134805+0.0049333j 0.00243336-0.000286021j 0.0175207-0.00508814j -0.00883698-0.00524024j 0.0212294-0.00152378j 0.00275996-0.00309802j 0.0148292-0.00168864j 0.0241969-0.00274727j 0.0387387+0.00138589j -0.0271134+0.000313762j 0.00465293-0.000397455j 0.040245+0.00124272j 0.0373192+0.00244715j -0.0244226+9.52263e-05j -0.0110166-0.000432498j -0.0259403-0.0045781j -0.00992922-0.000395362j -0.018709-0.00165837j -0.0102152-0.000548747j 0.00467097-0.00358024j 0.00866765-0.00154728j 0.0131967+0.00724808j -0.00974919+0.000208757j -0.0053987+0.00138345j -0.0081152+0.000329376j 0.00252451+0.000729935j 0.00354736+0.000661583j -0.000734025+0.00204309j -0.00397982-0.00213847j 0.00334067-0.00176525j 
0.00277283+0.00414011j 0.00454026+0.0002561j 0.00142879-0.00202995j 0.00112635+0.00204873j -0.00239089+0.00262329j -0.00443806+0.00323366j -0.00114439-0.00370063j -0.00588704-0.00322808j 0.00779026-0.00715499j -0.0108871+0.0121075j -0.0332601+0.0107308j 0.00498702+0.00516382j -0.00881308-0.00528398j -0.00448584-0.027652j -0.0115053+0.0377606j 0.00883603+0.0221916j 0.00739139+0.0107674j -3.63614e-05-0.0142647j -0.0192792+0.0427178j 0.0412468+0.0233129j 0.00188197+0.00926221j -0.0137696-0.032892j 0.00732775+0.00734646j -0.0186755-0.00566183j 0.011536+0.0124305j 0.000560066+0.00430055j -0.00295196-0.0013927j -0.00122597-0.00278805j -0.000324124-0.000559942j -0.000789529-0.00454334j -0.00819389-0.00308649j -0.000700937+0.00253368j -0.00292189-0.00163259j 0.000251241+0.00196801j 0.00363328+0.000554168j 0.00221151-0.00142461j -0.00186203+0.000588763j 0.0105776-0.00321378j 0.00346643-0.000243317j 0.0117799-0.00451373j -0.00348273-0.000894953j -0.0111982+0.0036643j -0.00275208+0.00431725j -0.0190735-0.00152717j -0.00299034-0.000437353j -0.0295824+0.00462968j -0.014404-3.04679e-05j -0.0077675-0.00145843j 0.0022629+0.00131475j 0.0033566-0.0010287j 0.0115536-0.00772073j -0.0168977-0.00067054j -0.00951736+0.0015834j -0.00997351-0.00449581j -0.00373241-0.000550927j -0.0280077-0.00461591j -0.0272061-0.0018483j -0.00292565+0.00300248j -0.00106816-0.00674695j 0.00409588-0.00128169j 0.00882763+0.00542836j -0.00830534-0.00104915j -0.00486848+0.000461622j -0.00144593+0.0030598j 0.00447053+0.00109253j 0.00046131-6.99609e-05j -0.00160093-0.000662957j -0.002355+0.00014364j 0.00042419-0.00187291j 
0.00441033-0.00728224j -0.00496196+0.00263994j 0.0267639-0.0180575j -0.00270505-0.0134478j -0.00187417-0.0140724j 0.0110917-0.0366035j 0.0219313-0.00486042j -0.0347337+0.0206586j 0.0382658-0.0222414j -0.0177617-0.000956056j 0.0182667-0.0485027j -0.0165929-0.0229596j 0.00292445+0.0349055j 0.00748307-0.0312849j -0.0155541+0.0240747j -0.0040725+0.00360809j 0.0156745+0.0118894j -0.0105882+0.0471072j 3.50609e-05+0.0201034j 0.00494732+0.0152385j -0.00669904-0.0282679j 0.0103114+0.00799062j -0.00284819+0.00467594j 0.0033605+0.00557748j -0.000934344-0.00466708j -0.00412169-0.00248747j -0.000721688+0.00538875j 0.0039705-0.00337945j -0.000832797-0.00145937j -0.00165484+0.00490016j -0.00255565+0.0016673j -0.0158697+0.0113021j -0.00705962+0.00844357j -0.00333679+0.0021928j -0.00372738+0.0101706j -0.00188454-0.00256489j 0.00286022-0.00578377j 0.00750946-0.00233496j 0.00479928+0.00657917j -0.00604618+0.00195223j -0.0115745+0.0059804j 0.0225065-0.00329753j -0.000819632+0.00221494j -0.0108944+5.27994e-05j 0.00938564+0.00488017j 0.0165131-0.00404364j 0.0118778+0.000561631j 0.0164489+0.000763394j -0.0338254-0.00128114j 0.016367-0.00158021j 0.0244201+0.00311708j -0.00334148+0.00130461j 0.0108165+4.48791e-05j 0.0119778+0.00970111j 0.0102085-0.00287254j 0.00330123-0.00166105j -0.00190093+0.00155847j 0.00835555-0.00279085j 0.00712847+0.00299386j -0.000579884-0.000448179j 0.00783507-0.00491499j -0.00325463+0.000381209j 0.00694747-0.00292964j -0.00373708-0.00254429j 0.00300916+0.00133671j -0.00818992-0.00264515j -0.00010381-0.0007646j 0.00244653-0.00233931j -0.000555484+0.000608719j 
0.00223911+0.0027848j -0.000524745-0.000736039j 0.0135172+0.000958964j -0.00192469-0.00659826j -0.00400704-0.00577986j 0.0113927-0.00586125j 0.0121848+0.0066797j -0.0157013+0.00789451j 0.00896414+0.0184407j 0.00916289+0.0222399j 0.00687925-0.0146088j -0.0153099-0.00439382j -0.0127643-0.072548j 0.00799128-0.0154047j 0.00454972+0.0717765j -0.00573395-0.0302438j 0.0209612-0.0706825j -0.0210461+0.0166427j -0.0211788-0.0196435j 0.000840055-0.0117511j 0.0206163-0.00472597j -0.020968-0.0118458j -0.00106907+0.00658626j -0.0164468-0.00825038j 0.00168179-0.000214329j 0.00890339+0.00644206j -0.00649489-0.000716004j -0.000318124-0.00177002j 0.000889868-0.000526409j -0.0044221-0.00321779j -0.00538596+0.000796904j -0.00800083+0.000773954j -0.00221465+0.00302392j -0.00233628+5.3706e-05j -0.00490525+0.00245854j -0.00102443+0.000100213j 0.00705632-0.00478514j -0.000603962-0.000657286j -0.0023889+0.00231564j -0.00734699+0.00324425j 0.00303873+0.00362398j 0.00171751-0.00335501j -0.00713959-0.000571768j 0.00258628-0.000640103j 0.000903712+0.00398719j 0.0134049+0.000152925j 0.0230376-0.000198446j 0.0157082-0.000153176j 0.00297239-0.00224964j -0.00307874+0.00283773j 0.0122493+4.49264e-07j 0.0240493-0.00105568j -0.0124282-0.0032641j -0.000711301-0.00702201j 0.00217986+0.00378671j 0.00918971+0.00401905j -0.00431079-0.000100936j -0.00097073+0.00363106j -0.00878895-0.00404553j -0.00195746-0.00372396j 0.00149487+0.00449532j -0.00506713+0.00025427j -0.00217933+0.00312957j 0.00356849+0.00367996j -0.00063077+0.00181745j 0.00362552-0.00163873j -0.00171703-0.00372588j -5.27926e-05+0.000502286j 0.00178096+0.00211824j 
0.00623355-0.00436723j -2.86691e-05-0.00437982j 0.0136209-0.0169598j 0.00120325+0.00346784j -0.000669524+0.0138929j 0.0193177-0.011492j 0.00295162-0.012267j -0.0188797+0.019356j 0.0232926-0.036656j -0.00123426-0.00871166j 0.00296264+0.0227611j -0.00960671+0.0459702j -0.0209766+0.0160119j 0.000500895+0.0182561j 0.00441522-0.0572415j 0.00155862+0.0231635j 0.029942+0.018368j -0.0245237-0.0470903j -0.0209049-0.00303204j -0.0150204-0.0172492j 0.0334974+0.0316703j -0.0188591-0.0144983j 0.00691103+0.010197j -0.0106888-0.00714928j 0.00145968+0.00287081j 0.00862094+0.0144433j -0.00536862-0.000267361j -0.000774359-0.00342462j 0.00117641-0.00133565j -0.00504172+0.00316912j -0.00901265+0.00673409j -0.00843344+0.0107887j -0.00636099-0.00357219j -0.00437102+0.00738222j -0.00969336+0.00762748j -0.004623-0.00474112j 0.00697314-0.00348641j 0.0239311-0.00871452j 0.00678662+0.00739786j -0.0164462-0.000974066j -0.0131192+0.0098926j 0.0172576-0.00209763j -0.00312882+0.00477722j -0.0241814-0.00505763j 0.0159795+0.00487323j -0.00886008+0.00549259j 0.00361087-0.00174296j 0.0256449-2.85989e-05j 0.00159226-0.00796016j -0.00206134-0.00146319j 0.022421-0.000386926j 0.0032712+0.00111073j 0.0114245+0.00684188j 0.00581726-0.00242142j -0.0305181+0.00719574j 0.00459931+0.00418312j -0.0156308-0.00219652j 0.0145388+0.00574756j -0.0182729-0.00422353j -0.0181436-0.00544684j -0.0151932+0.000744397j -0.0031753-0.00630071j -0.002522-0.00142989j 0.00681017+0.00508152j 0.00130076+0.000717448j 0.0058866+0.00465179j -0.00258654-0.000543592j -0.00182995+0.000637422j -0.000498029-0.000991565j 
-0.00345972+0.00215389j 0.00559748+0.00436874j -0.00172744+0.00885269j 0.00459853-0.00842181j 0.00413462-0.0174796j -0.0135537+0.00103364j -0.00447647+0.00365243j 0.0130429-0.0146819j 0.00547565+0.0249753j -0.0143774-0.000989085j -0.0051714-0.0228557j -0.0103489-0.0525806j -0.00560254+0.0305626j 0.00867335-0.00102131j 0.0162805+0.0271738j -0.0129513-0.0246046j 0.00853626+0.0595805j -0.0114399+0.0270864j -0.0406056-0.0342417j -0.0212718+0.00471918j 0.0308417+0.0156504j -0.0189006-0.0121292j 0.00561353+0.0236925j -0.0143498-0.0191962j 0.00189215-0.005652j 0.0149799+0.0155819j -0.00597068-0.000129075j -0.00553473-0.00634699j 0.00109697+0.000591025j 0.00725071+0.00102314j -0.00189644-0.00821917j 0.000274285-0.00366465j 0.00264352+0.00385248j 0.000106244-0.00594581j 0.00853236-0.00253553j 0.0056644-0.000398739j -0.00222627+0.000436976j -0.000556842+0.0013589j 0.000982082-0.00493122j 0.00871906+0.000173356j -0.00726618-0.00284134j -0.00784134+0.00100255j -0.0121948+0.000992021j 0.0120756-0.000791664j 0.0114607-0.00613189j -0.0104311-0.00126137j 0.00101556-0.000429897j 0.017801-0.00416747j 0.0263528-0.00228353j -0.0166966-0.001395j 0.0190751-7.61493e-05j 0.00998647-0.00146265j -0.0220216-0.00314443j 0.0117392-0.00434064j -0.00484132-0.000964023j -0.000291744+0.00349297j -0.0214704-0.00311541j 0.0120739+0.00747337j -0.0059406+0.00211362j 0.0014647-0.00571513j -0.00193132+0.00571903j -0.000614718+0.000221012j -0.00867266+0.00148912j -0.00046184-9.68689e-05j 0.00477898+0.00575773j 0.00590339-0.00220082j 0.0002977-0.00197745j -0.00491479-0.00216027j -0.000106887-0.00132288j 
0.00251665-0.00799508j -0.00524578+0.00196016j 0.00768292-0.00869934j -0.00390355+0.000117434j -0.00804858+0.0089409j 0.0216408-0.0181066j 0.00700466+0.00284022j -0.000269886+0.0219856j -0.012949+0.0209402j 0.0377369-0.0355128j 0.0175132+0.0367072j -0.00157271-0.0166245j -0.00257207+0.0223882j -0.0109988+0.0106006j 0.0121517+0.0449804j 0.00587144-0.025615j 0.00521599+0.00591668j -0.0102008+0.0033534j 0.0160068+0.00582507j -0.0181382-0.0104688j 0.0182305+0.0019427j -0.00668015+0.00136324j -0.00517732+0.00665424j -0.00103004-0.00503979j 0.00484689-0.00328833j 0.00327932+0.00707646j -0.00395702+0.00123546j 0.000639301-0.00362514j -0.000745478+0.00136665j -0.00463665+0.0079519j 0.000928126+0.00159738j -0.00536681+0.00367805j 0.00171385-0.000637299j -0.00774639+0.00391208j 4.6998e-06+0.00412925j -0.00492045+0.000897055j 0.00963837-0.000902216j -0.0106558+0.00306123j -0.00999898+0.00967347j 0.00191187+0.00348499j 0.00830397-0.00148659j 0.0279832-0.00136611j 0.0307666-0.00376298j -0.0063072+0.00316132j -0.00384824+0.000918991j 0.00873502+0.00224578j -0.0153776+2.81659e-05j 0.0202029+0.00549138j 0.0086727+0.0012636j -0.00889942-0.00321779j -0.00261158+0.00314004j -0.0159067+0.000315533j 0.0245285+0.00343962j -0.00470384+0.000985055j -0.0137759-0.000364568j 0.00297053+0.00498036j 0.00291605+0.00279112j 0.0069386-0.00112096j 0.00765702+0.00515629j -0.00518863-0.00207606j -0.00486632+0.000851834j 0.000738892-0.00085155j 0.00131069+0.000137727j -0.00338249-0.000758902j 0.00111109+0.000747552j 0.00166567+0.00151534j -0.00159869-0.000571201j -2.36578e-05-0.00150823j -0.000307661+0.00190161j 
0.0018918+0.00503794j 0.00521247-0.00552866j -0.00231377+0.0144089j 0.00816851-0.00891586j 0.0113548-0.0175338j -0.0143876+0.0175965j -0.0069154+0.0115272j -0.000271654-0.0102043j 0.00628243+0.000208307j -0.0244291+0.0445492j 0.00806505+0.00218334j -0.00397444-0.0102677j -0.00319535-0.022925j -0.0329482-0.021421j 0.0389933+0.0324727j 0.0252728+0.00340581j 0.0166989-0.00764418j -0.0154036-0.000295416j 0.0406196+0.0121305j -0.0268283-0.0269255j 0.0106817+0.0142829j -0.0136886-0.00652847j 0.00431155+0.00118872j 0.00147337-0.00308802j -0.00267556-0.00230725j 0.00859691+0.00747434j 0.0011721-0.00116881j -0.00501264-0.00115495j 0.00120434-0.00143232j -2.28113e-06-0.00728125j -0.00109361+0.000204363j -0.000659616-0.00628734j -0.001791+0.00391784j 0.00482204-0.00517497j -0.00437949-0.00518306j 0.00231426-5.85357e-05j -0.00634606-0.000992519j 0.00968442-0.0030339j 0.0111217-0.00886405j -0.00390489-0.00474496j -0.0114007+0.00262851j -0.0162794-0.000241266j -0.00768381-0.00197447j 0.0236656-0.00412169j 0.00535572+0.00109745j -0.0257274+0.0010162j -0.0422542+0.00141638j -0.0351056+0.00430322j -0.0279197-0.00130149j 0.00643979-0.000459216j -0.0335025+0.00218203j -0.0246914-0.00407406j 0.0183863+0.000688187j -0.00948907-0.00403973j -0.0185152+0.000834461j -0.00897011+0.00801552j 0.0162985+0.00497371j 0.00416853+0.00168178j 0.0127711+0.00387679j -0.0123572-0.00418767j -0.0125916+0.00159115j 0.00272164-0.000436669j 3.76746e-05+0.00143545j 0.00308264+0.00262509j 0.000990973+0.00292362j 0.0034121-0.00139007j 0.00222625-0.00255142j -0.00393318+0.00129525j -0.00231964-0.000734422j 
