-0.00119437+0.00896666j -0.00930532-0.00946609j -0.00368354-0.0126957j 0.00861054+0.0170713j 0.00650704+0.0182701j 0.00140996-0.00171864j -0.000494783+0.0222845j -0.00541165-0.0127344j 0.000456067+0.00660999j -0.00149238-0.0242775j 0.00187996-0.00860999j 0.00192735+0.00483148j 0.00412773-0.00602935j -0.00615703+0.0292648j -0.0134612+0.00935573j -0.00430343-0.0014007j 0.00182336-0.00194309j -0.00191576+0.00185886j 0.0136334-0.00907966j 0.00974576-0.00758336j 0.00331134-0.00177262j 0.0149705-0.00324024j 0.00483453-0.00502546j 0.0108088-0.00504604j 0.0141234-0.00301728j -0.0193804+0.00233705j -0.00795034-0.000403127j 0.00492773+0.000871694j 0.00464012-0.00455994j -0.0109714-0.00029532j 0.0103631+0.000404247j 0.0176177+0.00110324j -0.00846375-0.00234264j 0.00238862+0.00066433j -0.00795383+0.000781243j -0.0232568-0.00690099j -0.00147102-0.0101543j 0.00519411+0.0071041j 0.00937394-0.00458632j 0.00696826+0.000771832j -0.00549049+0.00620618j 0.00211103+0.00176854j 0.00389747+0.00573621j 0.0044948+0.00242211j 0.000664518-0.00519453j 0.00639995-0.00329653j 0.00232502+0.00457972j 0.00594118+0.00251093j 0.00379658-0.00508031j -0.0042425+0.00247665j -0.00408215-0.00821818j -0.00557339-0.00106324j 0.00110561+0.00328145j 0.00615398-0.00509586j -0.00142006+0.00782026j -0.00421573-0.00274842j -0.00489268+0.00785021j 0.00409701-0.000112864j -0.00889249+0.0012903j 0.00138138+0.00548101j 0.000209019-0.00210079j -0.00410232-0.000162897j -0.00788754-0.00380644j 0.00997959+0.00450536j 0.00489579+0.0030273j -0.00388295-0.00435697j -0.00152559+0.00154961j 0.0025088+0.000743611j -0.00365483-0.000116698j 0.00554289-0.00655146j -0.00900748+0.00536429j -0.00291886+0.000828552j -0.00532267+0.000590327j -0.00066988-0.00260362j -0.0040634+0.00536717j -0.00918196-0.00241496j 2.5098e-06-0.00438627j -0.00527303-0.00255009j -0.00262985+0.00362778j -0.00696006-0.00775487j -0.00255539-0.0046727j -0.00503285-0.00372726j 0.0048601-0.0035026j 0.0010031-0.0103776j 0.00557811+0.00294344j -0.00296803-0.000826475j -0.00754093-0.002275j 0.00614739-0.00293684j 0.00487273+0.00411999j 0.00159199-0.00626369j -0.00183845+0.00788564j 0.0109078+0.00394498j 0.00352295-0.00507437j 0.00471934+0.000584553j 0.00124934-0.00864467j 0.00317963+0.000561988j -0.000258246+0.0083784j 
0.0146112-0.00947624j 0.0050295+0.0134598j 0.00877676-0.00858199j 0.00182658-0.000616751j -0.00512268-0.00307726j -0.0111494+0.00537446j 0.00127784+0.000473229j 0.00795076-0.00200979j -0.0139489+0.00994705j 0.00718171-0.00569285j 0.0151439-0.00823866j 0.012505+0.0151041j -0.0199948-0.00480892j 0.0232833+0.021221j 0.0199895+0.0156302j 0.00249143-0.020716j 0.0211149+0.00438392j 0.00293294-0.00953951j 0.00211931+0.00236058j -0.00351237-0.00121365j -0.00274582+0.00746012j 0.00564185-0.00434509j -0.00397307-0.00183478j -0.00465899-0.000354936j -0.00210886+0.00184935j -0.00169049-0.000515257j 0.00281139-0.00887042j -0.0155417+0.0123797j 0.00384562+0.00196238j 0.0119133-0.0102378j -0.00455072-0.00538857j 0.00219937-0.00376604j 0.0158126-0.00588119j -0.00291182+0.00316527j -0.0138437+0.00265676j -0.0105092+0.00773695j -0.0109433+0.00334383j 0.00151176+0.00663984j 0.00671628-0.00153542j 0.00752845-0.000317478j 0.00220892-0.00704561j -0.000691708-0.00282304j 0.000738892+0.00513168j -0.00118355+0.0029369j 0.00603096+0.00756162j -0.00140511-0.00241174j -0.00217854-0.00135779j 0.000116283+6.00824e-05j -0.00264696-0.00667641j 0.00185168+0.00176598j 0.00515673-0.00106883j -0.00519171-0.00282187j -0.00878849+0.00212023j -0.00181564+0.00240914j -0.0108927-0.000609778j -0.00110105+0.00279575j -0.00189149+0.00177416j 0.00219977+0.00686194j 0.00225682-0.00242072j 0.00256739-0.00612494j 0.00416289-0.00766744j -0.00167392-0.00219276j -0.00266683+0.0080145j 0.00377511-0.00186258j -0.00454223-0.00671214j -0.0074912-0.00533089j -0.00268139+0.0106446j 0.00192267+0.00100476j 0.00438767-0.00401438j -0.00636071-7.29792e-05j 0.00260606+0.00243413j -0.00625307-0.00546368j 0.000379812+0.00248564j 0.00503624-0.0020497j -0.000506706+0.0108933j -0.00675217-0.0127823j 0.00577371+0.00440215j -0.00385773-0.00419543j -0.00245222-0.00722145j 0.000135617+0.00401801j -0.00427228-0.00994279j 0.00880359+0.0200338j -0.0113706+0.0110857j 0.00584125+0.00676801j 0.0107853+0.00332516j -0.00035238+0.00262871j 0.00367241+0.0131124j 0.000816589+0.00305535j -0.00325391-0.00323643j -0.00392233-0.00952049j -0.00415665+0.00684681j -0.00188098-0.0031809j 0.00862904-0.00571477j 0.0057333+0.00493554j -0.00448008-0.00431099j -0.000656779+0.00133679j 0.00593695+0.00322286j 
0.0132675+0.0135413j -0.00306255+0.00339762j 0.0144475+0.0122329j 0.00451455-0.00325671j -0.00493165-0.00334652j -0.00851572+0.00872656j 0.0103308+0.000433888j 0.00181209-0.00246476j -0.0241078+0.0131323j 0.00317916+0.00711749j 0.0222613-0.0120048j -0.0200068-0.0225039j -0.00444285-0.0182818j -0.0140295+0.00402256j 0.0222076+0.011461j 0.0244035+0.00803222j 0.0108884+0.0177651j 0.00143754+0.00499153j 0.00183396+0.00486788j 0.00666525-0.00377566j -0.00171949-4.43616e-05j 0.00304731-0.0013558j -0.000856542-0.00572103j -0.00446981+0.0017971j -0.00306591+0.00704052j -0.0221995+0.0119736j 0.00208717-0.0116761j -0.0146822+0.0224978j -0.00203696+0.00897052j 0.0171712-0.0135968j -0.0142237+0.0118642j 0.011645-0.0159037j -0.0168672+0.00765621j 0.00702324+0.00194568j -0.00314431-0.00753002j 0.00834637+0.000353545j 0.00190583+0.00147672j -0.00322735-0.00166852j -0.00778562+0.00070844j 0.00318356+0.00385971j -0.00130293+0.000610308j -0.000452068-0.00489071j 0.00408727+0.00208163j 0.00175137+0.00381518j -0.000797732-0.00115046j -0.00216584+0.00284598j -0.00290004-0.00404127j 0.00500593-0.00141961j -0.000799278-0.00204699j 0.00334874-0.00262941j 0.000323918-0.00293543j -0.000702786+0.000950386j 0.0014144+0.00196337j -0.000963301+0.000735806j -0.00131131+0.00686377j 0.000622109+0.000169498j 0.00115727-0.00102553j -0.00338558+0.00049379j 5.899e-05-0.00228749j -0.00139919-0.00154189j 0.00767881-0.00630818j -0.00274604+0.00272013j -0.00133703-7.73057e-05j -0.00424096+0.00519446j -0.00508252+0.0093301j 0.00158171+0.00526708j -0.0100196+0.00744544j -0.00299374+0.00202893j -0.00130089-0.000459114j -0.00258283-0.000266692j 0.00437036-0.000619481j 0.00680916-0.00406487j 0.000901971+0.000509686j 0.00605659-0.000362119j -0.00918449+0.00555683j 0.0118173-0.000802641j -0.00675726-0.0034642j 0.00302563-0.00773667j 0.00492686+0.00893677j -0.0153468+0.00556955j 0.0122472+0.00673239j 0.000514576-0.00730568j 0.00245925-0.000514632j 0.00345229-0.0108228j 0.00862538-0.012491j -0.00348293-0.00390187j -0.00484012-0.00117994j 0.000491391+0.00188363j 0.010673+0.0032787j -0.00377235+0.00850211j -0.000285297-0.00757467j 0.0041145-0.00166036j -0.0016253+0.000730611j -0.000651513-0.00314495j 0.00198677+0.00646038j 0.0052636-0.00235917j 0.00256222-0.00127317j 
-0.00648923-0.00108412j -0.00184105-0.0070348j -0.0190303-0.0171139j -0.00559384-0.0172498j 0.010037-0.00143624j -0.0154343-0.00194909j -0.0139073-0.0170635j 0.00649936+0.0073047j 0.0025725+0.00271821j 0.0163839+0.01549j -0.0139224+0.0028244j 0.0123813+0.0261876j -0.0289606-0.00266693j 0.0217587+0.0194515j 0.0376437+0.00939618j 0.00122711+0.00473271j -0.00144644+0.00119304j -0.0123872-0.00526426j 0.00508299+0.000879519j -0.00102462+0.00529693j -0.00627791+0.00400495j 0.00668818-0.0017525j -0.00280182+0.00179495j 0.00124482+0.000930341j 0.0100729-1.70023e-05j 0.00751446-0.00314293j -0.00528737+0.00593868j 0.0103458-0.00138664j 0.00351966-0.0108821j -0.00805698+0.00319032j 0.0101006+0.000202149j -0.0156881+0.00120525j 0.00622936-0.000184211j -0.00266069+0.00309321j -0.00139191-0.0110202j -0.00136161+0.0018497j 0.00687118-0.00465572j -0.00139377-0.0053381j 0.0032719+0.00418522j 0.00116155+0.00220919j -0.00271368+7.86285e-05j -0.00471741-0.0048677j 0.00235783-0.00122424j 0.00244851+0.00714159j -7.87737e-05-0.00116847j 0.00262578+0.000999177j -0.00405615-0.00251555j -0.000539841-0.0037511j -0.00201623+0.000587887j 0.00369115+0.0011779j 0.00129545-0.00120279j -0.00224859-0.00579047j 0.000405885+0.00105504j 0.000567646-0.00227402j -0.000799347-0.00676015j 0.00225631-0.00387064j -0.00374162+0.00856637j 0.00209922+0.00408058j -0.000620041-0.000454874j -0.00127109-0.0011604j -0.00862668-0.00188235j 0.000866498-0.002483j 0.00681957+0.000653666j -0.00342093-0.00278457j 0.00432828-0.0133851j -0.000763986-0.0074163j 0.00678789+0.00461603j 0.00582807-0.000372224j -0.00560279+0.000261475j 0.0021219-0.00323729j 0.00697338+0.00162521j 0.00701379-0.00561718j 0.0101178-0.00302161j 0.00238672+0.000197566j 0.00724019+0.00864814j 0.000393497-0.0108651j -0.0162068+0.0102081j -0.00260287-0.00812501j 0.00949398-0.00349031j 0.000177069-0.00670086j 0.00670487-0.00786918j -0.00743782-0.00509709j 0.0110346+0.00476831j -0.00646575-0.011046j -0.00358051-0.00649821j -0.0108432+0.0024377j -0.00846552+0.00559714j -0.00548635+0.00147519j 0.000267989-0.0051639j 0.000440973+0.00717404j -0.00602872-0.0108005j 0.00143549+0.00339963j -0.00185648-0.0046719j 0.00392212-0.00770984j 0.00203734+0.00493406j 0.0060868-0.00473252j 0.0037208+0.00229393j 
0.00626882+0.00341544j -0.00863834+0.000223235j 0.0052866+0.0146398j 0.00629917+0.0218245j 0.0104832+0.010458j -0.0201547-0.0410999j 0.00258545+0.00768031j 0.0296339-0.00247877j 0.00796256-0.0232178j 0.0363888+0.0209947j -0.00997656+0.0106961j 0.02684+0.0087537j 0.0152859-0.0112076j -0.0312156+0.00387536j 0.0060134+0.00934753j 0.0169187-0.000149733j -0.00376833+0.00677733j -0.00627121+0.00727529j -0.00502146-0.00530994j 0.0114573-0.00417207j -0.00176955-0.0140306j -0.0036428+0.00205634j -0.00481441-0.00494032j 2.33143e-06-0.00911611j 0.00416312+0.000597499j -0.00421246-0.00327304j 0.00202484-0.0142369j 0.0168387-0.0109109j -0.00359496+0.0100634j -0.0188457+0.00163012j -0.00539863-0.00205342j -0.0015319+0.0110818j -0.00092401+6.93432e-05j 0.00479715+0.00499164j 0.000293541+0.000869933j 0.00832956+0.00348588j -0.00543976+0.00614768j 0.00282445+0.00213393j -0.000835469+0.00229281j 0.000271377+0.00143063j 0.00453325+0.00189352j -0.00621167+0.00205227j 0.00602517-0.000351384j 0.00946656-0.00308102j 0.0156592+0.000798298j -0.0134017+0.00152159j 0.00147216-0.00650416j -0.00381909+0.000497779j -3.93875e-05-0.00249591j -0.00255239+0.00761068j -0.00142335-0.00291306j -0.00186546-0.00137881j -0.0101693-0.0121877j 0.00148769+0.00477982j -0.00202367+0.00444245j 0.00409984+0.00210696j -0.0105299-0.0015811j 0.00568987-0.00178621j -0.00225675+0.00317354j -0.00753121-0.000996437j -0.00565658+0.00990076j -0.00181756-0.00761977j 0.00283707-0.0118924j -0.00237016+0.00838794j -0.00641611-0.009205j 0.00192931-0.000940737j 0.0044633+0.00405649j -0.00217324-0.00460352j 0.00308809-0.00551863j -0.00231242-0.00259236j 0.00179452+0.00570602j 0.00608268+0.0103545j 0.000851099+0.00742366j 0.00704077+0.00225292j 0.00555745-0.00309406j -0.0108908-0.00320201j -0.00286158-0.00142628j -0.00591004-0.00264368j 0.00650204+0.00417021j 0.000371796+0.00466634j -0.00278312-0.000449583j -0.00352829+0.0150664j 0.00160804+0.00798384j -0.000189798-0.00874466j 0.0025483+0.0113547j 5.57019e-05-0.000999204j 0.00549274+0.00361388j 0.00300838+0.00694353j 0.00113724-0.00691472j -0.0120612-0.00343215j -0.00916674-0.00934664j 0.0021162-0.00434051j -0.00388765-0.000891826j 0.00609518+0.00985142j 1.75121e-05+0.00122256j 0.00251689+0.00183611j 0.000776081+0.00241716j 
-0.00359111+0.00721069j -0.00963454-0.00946963j -0.00831867+0.00576699j -0.00938651-0.00178217j 0.0100129+0.00741246j -0.00114832-0.00481379j -0.0196639-0.00966259j -0.0111618-0.00373996j -0.00590654-0.00343724j 0.0210389+0.0125686j 0.0132185-0.000149034j -0.0161563-0.0213411j -0.0121303-0.0182452j 0.0127947-0.00216662j -0.0470684-0.0309718j 0.00667618+0.0182002j -0.0168381-0.00757874j -0.00614315+0.00296374j 0.00438246-0.00101477j -0.00106731+0.00109265j -0.00233635-0.0110417j 0.00305196-0.000982662j -0.000721905-0.00090758j 0.000422355+0.0011414j 0.00242648+0.00388773j -0.000187322-0.00342099j 0.00130135-0.00585107j 0.00385463+0.00491616j 0.00374678+0.00516722j -0.00223484+0.00585485j 0.00182003+0.0139187j -0.00542022-0.0136949j -0.00152105+0.0059571j -0.000175437-0.00189791j 0.00125984-0.0163838j 0.0049611+0.00288017j 0.000142969-0.00123747j -0.000826207-0.00664099j -0.00313417+0.000339397j -4.92112e-05+0.00551209j 9.8989e-06-0.00137667j 0.000648118-0.00246926j -0.000746219+0.000194838j -0.000586409+0.00362132j -0.00317044-0.00119776j -0.000432114+0.0014159j 0.000637479-0.00823179j 0.00200417+0.00238814j -0.000659802-0.00507163j 0.000169369+0.00149475j -0.00528362+0.00183363j 0.00375627-0.00497664j 0.00256387+0.00162226j 0.00154482-0.00155552j 0.00111436-0.00138813j 0.00699263-0.00119248j 0.00111766+0.00695348j 0.00124832-0.00144576j -0.00559746+0.00271702j -0.00645446-0.000383445j 0.000668916-0.00462959j 0.00193111+0.00308544j 0.00790184+0.00465649j -0.00802588-0.00192932j 0.00633299-0.00406832j 0.00179731-0.00809812j -0.00424123+0.00340689j 0.00952484+0.0119133j -0.000786395-0.00261957j 0.00382866+0.00502186j 0.00163251-0.00298303j -0.00180057-0.0103633j -0.0051871-0.00347195j 0.00522585-0.0063535j 0.000668715+0.0110616j -0.00752135-0.00589435j 0.00174092+0.00731438j 0.00159019-0.00635407j 0.00430113-0.00809546j 0.00499693-0.00181816j -0.00405789-0.00397217j -0.00196279+0.0152688j -0.00551361-0.000852687j -0.00377717+0.00416861j -0.00974052-0.00827105j -0.000148592+0.000949294j -0.000197542+0.00567931j -0.00307412+0.000841197j 0.00983332+0.00353607j 0.00290613+0.0012436j -0.00149024+0.0113616j -0.000739299+0.00126045j 0.00742956-0.00316664j -0.00656326+0.00036921j 0.00411426+0.00241305j 0.0022114+0.00554529j 0.00437266+0.00033698j 
-0.00503466+0.0148678j 0.00307604-0.0223865j 0.0128748-0.0071828j 0.0247651-0.0233435j 0.00295266-0.010565j -0.0164481+0.012779j 0.0119178-0.00963026j 0.00971825+0.0193367j -0.00114012+0.0193381j 0.00936432+0.0123851j -0.00504474-0.00743313j 0.00374721+0.0352092j 0.0131259+0.0235919j -0.0220431-0.0135807j -0.0153311-0.0214273j -0.00664108+0.0269986j -0.00694517-0.00558731j 0.00221321+0.00189324j -0.000959268-0.00196414j -0.00552228+0.011703j -0.00101364+0.00718166j 0.00694407-0.00546756j 0.000268244+0.00263426j -0.00713278+0.0095965j -0.0033204-0.00108397j -0.00387616+0.00814295j -0.0138984+0.0142095j -0.00731362+0.0013735j 0.00464864-0.0159007j 0.00577831+0.000533112j -0.00262667+0.00447919j 0.000103536+0.00935089j -0.00215009-0.00233182j 0.0105909-0.00101388j -0.00210607+0.00433522j 0.00644114-0.00177801j 0.000511679-0.00374786j 0.00858086-0.011417j -0.00259728+0.00239518j -0.00148946+0.00221668j 0.00351809+0.00908753j 0.000912805-0.00112448j 0.00490993-0.00256515j -0.00852895+0.00926098j 0.00136493+0.00112154j -0.00186491-0.00447173j -0.00485567+0.00451899j 0.00400004-0.00476409j -0.00470375+0.003928j 0.0054942-0.00983374j 0.00790733+0.000416687j -0.00799236+0.000812746j -0.0101995+0.00380525j -0.00190693-0.00118073j -0.0033997+0.00247519j -0.00423929+0.000298226j 0.00485717-0.000898364j -0.00167692+0.0109074j -0.00051607-0.0083624j 0.00223746-0.00266439j 0.00323425-0.000602549j -0.0136446-0.00973619j -0.00675602+0.00641154j 0.00513079-0.00159901j -0.00293665-0.00343927j -0.00209883+0.00717163j -0.00392732+0.0121934j 0.00127813-0.0113539j 0.00247311+0.00149358j 0.000485211-0.00613816j 0.0026919-0.00223694j -0.00322108+0.011904j 0.00641161-0.00508948j 0.00404047+0.00261763j 0.00545378+0.00139431j -0.00451417-0.00776725j 0.00138342+0.00593669j 0.0024215+0.000966817j -9.75735e-05-0.00028691j -0.000945483+0.00463218j 0.00995433-0.000928498j 0.0123182+0.00496637j -0.00651218+0.0051266j 0.00866032-0.000919096j 0.00522748+0.012656j 0.00144208+0.00385731j 0.00667998+0.00268244j 0.00247092+0.00462083j 0.000181403+0.000399006j 0.0011534-0.00134812j -0.00640969+0.000570708j 0.000153193-0.000206725j -0.00567146+3.23016e-05j 0.00342626+0.00963856j 0.0006307-0.000787124j -0.00123925+0.00187399j -0.00207503+0.00206152j 
0.00814383+0.0249033j -0.0194124-0.0156756j -0.00156743+0.0140957j -0.0120855-0.0178955j -0.00422271-0.0111568j -0.00231812+0.00499297j -0.00762197-0.0103238j 0.00634439-0.00848469j -0.021023-0.0121446j 0.00459448-0.0232649j 0.0222349+0.0175734j -0.0326484+0.0137754j -0.00262447+0.023962j -0.0313064+0.00150788j 0.0164169-0.00566292j 0.0338754+0.0308241j -0.00314622+0.00297967j -0.000450326+0.00818332j 0.00757654+0.00409687j -0.00106057+0.0086951j 0.00821043-0.00353115j -9.83751e-05+0.000881537j 0.000978093-0.0071695j 0.00219601-0.0085896j -0.0090283+0.00311135j 0.00367388-0.00529433j 0.00116778-0.0010804j 0.00234569+0.000517025j 0.000419459+0.00631937j -7.75521e-05-0.00721233j -0.000692714-0.00167699j 0.009988-0.000902711j -0.00902754+0.00232024j 0.00191695+0.00492089j 0.00990206+0.00174124j -0.00679047+0.00177706j 0.00289348-0.00233844j 0.00201281-0.00987328j -0.00429677-0.00198427j 0.00106478+0.00341189j 0.00650717+0.00314565j 0.00219962+0.00158942j -0.00235636-0.000449941j -0.0078635+0.00267107j 0.00204573-0.00252929j 0.00325791-0.00436936j 0.000858379-0.0047459j -0.00078632+0.00100541j 0.00617151-0.000828202j -0.00350635-0.00377917j -0.00271956+0.00223944j -0.000790794-0.00202578j 0.00113932+0.000484415j 0.00630561-0.00163165j 0.00527541-0.00239039j -0.00117612+0.00624969j -0.00333567+0.0010367j 0.00722578+0.00345588j 0.00485849+0.00324442j 0.00407812+0.00646551j -0.00913908+0.00198791j 0.0107578+0.00883304j -0.0107375+0.00637018j 0.000783154-0.0116445j 0.000566207-0.00600382j -0.00984893-0.00827745j 0.00482102+0.00043574j -0.00651764-0.00155992j 0.000301958-0.00575204j -0.00446138+0.00778387j -0.00105401+0.00789673j -0.00106541-0.00432946j 0.00710223-0.00399704j -0.00429416+0.000408229j -0.00871598-0.00654404j 0.000390186-0.00658296j -0.00182019-0.00605166j 0.00113948-0.00231643j -0.00472744-0.00393332j 0.00794017-0.0108588j -0.00195428-0.01407j -0.000177514-0.00574229j 0.00939969+0.0126727j 0.00195041+0.00248372j -0.0030094-0.00294481j -0.00335048-0.0057006j -0.00625547+2.72116e-05j -0.00771525+0.00168039j -0.00864222-0.00429724j 0.00280276-0.00156452j 0.00412298-0.00378336j -0.00164994+0.000659067j 0.000853493+0.00152735j 0.000752175-0.00564257j 0.00358924-0.00467729j 0.0044854+0.000537016j -0.00337319+0.00594216j 
-0.00657495-0.00546671j 0.0103975+0.00265419j 0.00287956+0.00139796j 0.0104572+0.0068985j 0.00213448-0.00812254j -0.00401626-0.00220036j 0.000920693+0.00907755j -0.00300842-0.00485616j -0.0110386-0.0133347j -0.00598949-0.0079231j 0.020857+0.0158867j 0.0340086-0.00109113j -0.00483197+0.00590299j 0.049088-3.23882e-05j -0.0416565-0.00990695j -0.0274106-0.00570776j 0.00618868-0.00503443j 0.00643484-0.000257226j -0.00250511-0.00122708j -0.00373624+0.000616288j 0.00570333+0.00641733j -0.00496128+0.00101511j -0.000633105+0.00155874j 0.00203409-0.00622716j -0.00221216-0.00544242j 0.000304949-0.00576532j -0.00454589+0.00787837j 0.00792233-0.00519863j 0.00671011+0.000368587j -0.00144911+0.00084357j -0.000745782-0.0055762j -0.00365206-0.00317576j 8.10789e-05+0.0102813j -0.00244785-5.95287e-05j 0.00127693-0.00158582j 0.00344828-0.00666835j 0.00701546-0.00122942j -0.000381537-0.00192588j -0.00704678-0.00147991j -0.00619915-0.00108818j -0.00433135-0.000414642j 0.00590978+0.00186838j 0.00532245+0.00423097j -0.0016387+0.00139525j 0.00440017+0.00133393j -0.00487642-0.003949j 0.00183025+0.004176j -0.00261911+0.00100606j -0.00492475-0.00291821j 0.000887657-0.00267759j 8.93577e-06-0.00270832j -0.00156575-0.00341418j -0.00478721-0.00195586j 0.0032873+0.00403241j 0.00566648+0.00223899j 0.00155614+0.00325178j 0.00452193-0.00195446j 0.00404633+0.000641805j 0.00474488-0.00162981j 0.00478883+0.00265995j -0.00655918-0.001892j 0.00791498+0.00329873j -0.0110115-0.00844641j -0.00414159-0.0112418j -0.00402303-0.00628907j 4.90663e-05-0.00592692j 0.000587548-0.000394911j -0.00539617-0.00371249j 0.000698854-0.00900021j -0.00397847-0.00351857j 0.00229519+0.0138398j 0.0147431+0.00422959j 0.000349734+0.00609654j 0.00749052-0.00121332j -0.0049898-0.012269j -0.00710037-0.0037274j -0.00772207-0.00462199j 0.00535777-0.000243833j 0.00680122+0.0147834j 0.000995232-0.00911539j 0.00965718-0.000175688j -0.00774714+0.00948864j -0.0050357+0.00842834j 0.00924682-0.00220868j -0.00245702-0.00813237j -0.00226707-0.00726928j -0.0026438-0.00161219j 0.0103713+0.00531622j -0.00437234+0.00261522j 0.00499855+0.00666476j -0.00565366+0.00174766j 0.00213291-0.000145361j 0.00254435+0.0022803j 0.000757295+0.0063828j -0.00176192+0.00844364j -0.00251609+0.00328107j 0.00215136-0.010235j 
0.00236306-0.003065j -0.00828455+0.00880526j -0.0111095-0.00425725j -0.014377+0.000782149j 0.000121802-0.00115722j 0.00221614+0.0199882j -0.0143835+0.0111838j -0.00306774+0.0188673j 0.00152034+0.0146695j 0.0176094+0.00200987j -0.00523769-9.36537e-05j -0.0109702-0.00204656j -0.0193706-0.00503252j 0.00436088-0.00221868j -0.00435142+0.00158102j 0.0109921-0.00874601j 0.0052072-0.000377004j 0.00123879-0.00521468j 0.00548921+0.00309623j -0.000709003-0.00320825j 0.0112795+0.00425945j -0.00343385+0.000410616j 0.00142137-0.00908468j -0.003174+0.0106405j -0.00832331-0.000103633j 0.00581864-0.0150943j 0.00606574+0.000788277j -0.0109162+0.010403j -0.00302422+0.0148856j -0.00646551+0.00880413j -0.00899663-0.0173793j 0.0253301-0.0124186j -0.00517191+0.0063979j 0.00154194-0.00279071j 0.0219133-0.00333184j -0.00755894-0.00355633j 0.00423357+0.000789712j -0.00240707+0.000467951j -0.00299529-0.00356711j -0.00236013-0.000208628j 0.00202096-0.00657017j 0.00685859-0.000283152j -0.00120241+0.00537434j -0.001356-0.00341705j 0.00581008+0.00330852j -0.00102465-0.00551933j 0.00862267+0.000385075j -0.00239964+0.00262552j 0.00674053-0.00435298j 0.0014449+0.00124779j 3.8641e-05-0.00162329j 0.00197245+0.00192573j -0.00670321-0.00132332j -0.00130937+0.00114842j -0.00604286-0.008915j -0.0123445-0.00267126j 0.000742844+0.00281309j -0.00337429+0.008396j -0.00163594-0.000276473j 0.00427324-0.00878447j 0.00479124-0.00357861j -0.0114257-0.00718886j -0.00433311+0.00672995j 0.00729212+0.000568319j -0.0108402-0.00913572j 0.00488011+0.00295903j 0.00291038+0.00520106j 0.000593134-0.00138682j 0.0062881-0.00428376j -0.00923413-0.00820428j -0.00643367+0.00196578j -0.00148368+0.00648046j 7.32202e-05+0.000762704j 0.00243346+0.0122643j -0.000971709+0.0123337j 0.0124104-0.0108735j 0.00537268+0.00582045j 0.00630934-0.00523302j -0.00721659+1.41814e-05j -0.00482773+0.00382932j 0.00504061-0.0100558j 0.000177164+0.00417895j -0.00628918+0.00347473j 0.00128128-0.00372105j 0.0148484+0.00514002j 0.000726619-0.00598108j -0.00655668+0.00294247j -0.00638074+0.00270219j -0.00570193+0.00468075j -0.00325348-0.00446497j 0.00239222-0.00409334j -0.000382418-0.000866722j 0.00658118+0.00177722j 0.00210169-0.00545754j 0.00139075+9.82269e-05j -0.00011626+0.00100259j -0.00262376-0.00213912j 
6.25863e-05+0.0117436j -0.00576887-0.0151997j -0.00261998+0.015875j -0.0133838-0.00887712j -0.00642788+0.0167497j 0.0177043-0.00568017j -0.00360702-0.0197961j 0.00385791-0.0206047j 0.0222202+0.0150568j -0.0015932-0.0228784j -0.00469862-0.0326563j 0.0208969+0.0196283j -0.00286841+0.0240927j 0.0268262+0.0102896j -0.0176736-0.00556594j -0.00710424+0.0116759j 0.00400047-0.0099906j 0.00232958+0.0123961j 0.00397526-0.00320918j -0.00123207+0.0058986j 0.0140506-0.0168482j 0.00117472-0.00594046j 0.00526057-0.0115441j 0.0018458-0.00253631j -0.0117237+0.0116853j 0.00397194+0.0146439j 0.0167874-0.00781422j -0.0029219-0.000234939j -0.00858394+0.000882853j 0.00179447-0.0108164j -0.00188332+0.00471396j 0.00699531+0.00718712j -0.00487135+0.00792233j -0.00159796+0.00145188j 0.00659722+0.00393713j -0.00304589-0.00240707j 0.00309902-0.00469739j 0.00276948-0.00743042j -0.00119999-0.000919277j -0.00181035+0.0012418j 0.003017+0.00401988j -0.00345566+0.00499442j -0.0011536-0.00163183j -0.000202127-0.00168403j -0.00291963-0.00483664j -0.00282115+0.00153468j 0.00281515-0.00594986j 0.00323555+0.0014105j 0.0020253+0.000709487j -0.00491025-0.00295792j -0.00392146+0.0069584j 0.00267389+0.0037227j 0.00444744-0.00103743j 0.000654252-0.0053994j 0.000409375+0.00469893j -0.00718025+0.00188623j 0.00794037+0.00356335j -0.000428314-0.00548589j -0.00430332+0.00396479j -0.000566992+0.0054258j 0.0011949+0.000200687j -0.00656668-0.0092827j 0.00115004+0.0142128j 0.00390009+0.00286562j -0.00770158-0.00321229j 0.00510276+0.00527395j -0.000974347+0.00607118j -0.00603201+0.0128047j 0.0108324-0.00986231j -0.00727334+0.00932216j -0.00847145-0.00243771j 0.00152322-0.0108606j -0.00267612-0.00162007j 0.00386376+0.00418948j -0.00792852+0.0171395j 0.0112735-0.00812454j 0.00902253-0.00378866j 0.00941774-0.00867642j -0.00728257-0.00272862j -0.000203304+0.000955561j 0.00209304+0.00208574j -0.00372741+0.00148277j 0.000566973-0.00607565j 0.000742744-0.000439445j 0.00614567-0.00269904j 0.00838572-0.00373673j -0.00179389+0.000338857j -9.57755e-05-0.000133414j -0.00417084+0.00690185j -0.000754913+0.00238137j -0.00207637+0.000227185j 0.000753513+0.00143041j 0.00243333-0.000345746j 0.0013936+0.0029948j -0.000952853+0.00303107j -0.00240012+0.000968672j 0.000701314-0.00215181j 
